Orthogroup	schistosoma_mansoni	opisthorchis_viverrini
OG0004184	Smp_131940.1	T265_04436
OG0004186	Smp_331490.1	T265_05348
OG0004187	Smp_156390.1, Smp_156390.2	T265_00488
OG0004188	Smp_125660.1	T265_08264
OG0004189	Smp_154490.1	T265_09513
OG0004190	Smp_342330.1	T265_05322
OG0004191	Smp_015090.1	T265_02742
OG0004192	Smp_084090.1	T265_10547, T265_15930
OG0004193	Smp_129230.1	T265_03405, T265_04673, T265_15408
OG0004194	Smp_020450.1, Smp_020450.2	T265_10335
OG0004195	Smp_130450.1	T265_01536
OG0004196	Smp_136150.1	T265_14458
OG0004197	Smp_162940.1	T265_12022
OG0004198	Smp_198800.1, Smp_198800.2	T265_12995, T265_07823, T265_07918
OG0004199	Smp_242670.1	T265_08663
OG0004200	Smp_151060.1	T265_01774
OG0004201	Smp_347380.1	T265_06084, T265_09479
OG0004202	Smp_051280.1	T265_03684, T265_03685
OG0004203	Smp_340190.1	T265_12631, T265_00773
OG0004204	Smp_129360.1	T265_02032
OG0004205	Smp_024380.1	T265_13792
OG0004206	Smp_141440.1	T265_04168
OG0004207	Smp_307600.1	T265_08457
OG0004208	Smp_346790.1	T265_01114
OG0004209	Smp_131230.1	T265_13711
OG0004210	Smp_133110.1	T265_03536
OG0004211	Smp_142410.1	T265_00155
OG0004212	Smp_154870.1	T265_00100
OG0004213	Smp_134020.1	T265_04868
OG0004214	Smp_006340.1	T265_06274
OG0004215	Smp_031950.1	T265_01930
OG0004216	Smp_247220.1	T265_13413, T265_04100
OG0004217	Smp_144660.1	T265_05223
OG0004218	Smp_174300.1, Smp_318660.1, Smp_318660.2	T265_08377
OG0004219	Smp_026320.1	T265_05546, T265_13633
OG0004220	Smp_304380.1	T265_07270, T265_12389
OG0004221	Smp_086910.1	T265_03844
OG0004222	Smp_004480.1, Smp_004480.2	T265_14986
OG0004223	Smp_052780.1	T265_02554
OG0004224	Smp_129120.1	T265_01425
OG0004225	Smp_311050.1	T265_00292
OG0004226	Smp_055400.1	T265_09575
OG0004227	Smp_157160.1	T265_03194
OG0004228	Smp_181230.1	T265_01144, T265_01143
OG0004229	Smp_162040.1	T265_03264, T265_16209
OG0004230	Smp_344510.1	T265_07108
OG0004231	Smp_312990.1	T265_12636
OG0004232	Smp_327970.1	T265_05930
OG0004233	Smp_337550.1	T265_13865
OG0004234	Smp_001030.1	T265_12465
OG0004235	Smp_078920.1	T265_14099
OG0004236	Smp_142780.1	T265_01977
OG0004237	Smp_163880.1	T265_06373
OG0004238	Smp_316180.1	T265_00784
OG0004239	Smp_332900.1	T265_13992
OG0004241	Smp_074900.1	T265_07689
OG0004242	Smp_199100.1	T265_00138
OG0004243	Smp_105020.1	T265_12892, T265_16162
OG0004244	Smp_314500.1	T265_00600
OG0004245	Smp_179350.1	T265_11640
OG0004246	Smp_162000.1	T265_06470, T265_09579, T265_16156
OG0004247	Smp_174880.1	T265_06897
OG0004248	Smp_307270.1	T265_14621
OG0004249	Smp_335710.1, Smp_201220.1	T265_07754
OG0004250	Smp_127870.1, Smp_127870.2	T265_04820
OG0004251	Smp_032770.1	T265_07428
OG0004252	Smp_332500.1	T265_12488
OG0004253	Smp_149430.1	T265_14369
OG0004255	Smp_028140.1	T265_00684, T265_15948
OG0004256	Smp_135890.1	T265_13382
OG0004257	Smp_123530.1	T265_02520
OG0004258	Smp_082800.1	T265_00828
OG0004259	Smp_163930.1	T265_00918
OG0004260	Smp_031710.1	T265_07402
OG0004261	Smp_139360.1, Smp_139360.2	T265_07403
OG0004263	Smp_123710.1	T265_09541
OG0004264	Smp_155590.1	T265_02831
OG0004265	Smp_341100.1	T265_00766
OG0004266	Smp_342260.1, Smp_342260.2	T265_05814, T265_08343, T265_05647, T265_02446, T265_00855, T265_08311, T265_14742
OG0004267	Smp_124020.1	T265_03761
OG0004268	Smp_148010.1	T265_02591
OG0004269	Smp_210070.1	T265_03337
OG0004270	Smp_340090.1	T265_08609
OG0004271	Smp_045650.1	T265_10621
OG0004272	Smp_344190.1	T265_04858, T265_16027
OG0004273	Smp_158670.1	T265_03812
OG0004274	Smp_146340.1	T265_05101
OG0004275	Smp_023940.1, Smp_023940.2	T265_08072, T265_08073
OG0004276	Smp_139720.1	T265_06678
OG0004277	Smp_214170.1, Smp_214170.3, Smp_214170.2	T265_14711
OG0004278	Smp_212230.1	T265_07590
OG0004279	Smp_164990.1	T265_07574
OG0004280	Smp_056860.1	T265_02371
OG0004281	Smp_041830.1	T265_09092
OG0004282	Smp_133370.1	T265_13240, T265_13239
OG0004283	Smp_148130.1	T265_02577
OG0004284	Smp_170380.1	T265_13398, T265_13399
OG0004285	Smp_141820.1	T265_03067
OG0004286	Smp_065150.1	T265_13630
OG0004287	Smp_135100.1	T265_04119
OG0004289	Smp_247240.1	T265_08650
OG0004290	Smp_074870.1	T265_03928
OG0004291	Smp_319100.1, Smp_319100.2	T265_03995
OG0004292	Smp_319110.1	T265_03994
OG0004293	Smp_137090.1	T265_00076
OG0004294	Smp_213080.1	T265_04913
OG0004295	Smp_340390.1	T265_09561
OG0004296	Smp_135350.1	T265_00910
OG0004297	Smp_139600.1	T265_05195
OG0004298	Smp_211270.1	T265_06726
OG0004299	Smp_214350.1	T265_02153
OG0004300	Smp_140610.1	T265_09166, T265_09165, T265_16103
OG0004301	Smp_074700.2, Smp_074700.1	T265_12658
OG0004302	Smp_135480.1	T265_12759
OG0004303	Smp_172130.1	T265_05050
OG0004304	Smp_075470.1	T265_09066, T265_09067
OG0004306	Smp_012750.1, Smp_012750.2	T265_14389
OG0004307	Smp_246160.1	T265_07091
OG0004308	Smp_151480.1	T265_15639, T265_15910
OG0004309	Smp_126470.1	T265_08363
OG0004310	Smp_021290.1	T265_00068
OG0004311	Smp_303350.1, Smp_323350.1, Smp_323330.1, Smp_323360.1	T265_00195
OG0004312	Smp_059820.1	T265_03644
OG0004313	Smp_043200.1	T265_14003
OG0004314	Smp_342400.1	T265_11633
OG0004315	Smp_046550.1	T265_13857
OG0004316	Smp_011720.1	T265_12691
OG0004318	Smp_210900.1, Smp_210900.2	T265_02511
OG0004319	Smp_115450.1	T265_12869
OG0004320	Smp_171370.1	T265_09218
OG0004321	Smp_053140.1	T265_04863
OG0004322	Smp_175430.1	T265_01934
OG0004323	Smp_047090.1	T265_13815
OG0004324	Smp_157080.1	T265_08039
OG0004325	Smp_210680.1	T265_09287
OG0004326	Smp_078090.1	T265_16321, T265_15683
OG0004327	Smp_028930.1, Smp_028930.2	T265_13529
OG0004328	Smp_127310.1	T265_08251
OG0004329	Smp_179650.1	T265_07429
OG0004330	Smp_009520.1	T265_07520
OG0004331	Smp_335210.1	T265_08583
OG0004332	Smp_144360.1	T265_08048
OG0004333	Smp_062640.1	T265_07319
OG0004334	Smp_068760.1	T265_13287
OG0004335	Smp_053510.1	T265_13902
OG0004337	Smp_164190.1	T265_05996
OG0004338	Smp_059540.1	T265_07735
OG0004340	Smp_203630.1	T265_12180
OG0004343	Smp_314310.1	T265_10481
OG0004344	Smp_083450.1	T265_15586
OG0004345	Smp_098890.1, Smp_098890.2	T265_00497
OG0004346	Smp_138010.1	T265_04805, T265_04806
OG0004347	Smp_323430.1, Smp_323430.2	T265_07467, T265_11425
OG0004348	Smp_104890.1	T265_08541
OG0004349	Smp_130630.3, Smp_130630.1, Smp_130630.2	T265_10618
OG0004350	Smp_157870.1	T265_12478
OG0004367	Smp_177020.1	T265_13444, T265_13445, T265_16226
OG0004368	Smp_065890.1	T265_04580
OG0004369	Smp_154600.1	T265_07137
OG0004370	Smp_130470.1, Smp_130470.2	T265_04372
OG0004371	Smp_073200.1	T265_00707
OG0004372	Smp_306800.1	T265_14989
OG0004373	Smp_038700.1	T265_09183
OG0004374	Smp_245580.1	T265_04911
OG0004375	Smp_196400.1	T265_11369, T265_16062
OG0004377	Smp_341930.1	T265_10990
OG0004378	Smp_341300.2, Smp_341300.1	T265_15312
OG0004379	Smp_056780.1	T265_06970
OG0004380	Smp_096290.1	T265_03447
OG0004381	Smp_162760.1	T265_07443, T265_07444
OG0004382	Smp_061680.1	T265_04753
OG0004383	Smp_168350.1, Smp_010160.1	T265_05836
OG0004384	Smp_337220.1	T265_03876
OG0004385	Smp_093310.1	T265_09252
OG0004386	Smp_332270.1	T265_14489, T265_14490
OG0004387	Smp_340780.1	T265_13593
OG0004388	Smp_061500.1, Smp_037930.1	T265_14601
OG0004389	Smp_149180.1	T265_01754
OG0004390	Smp_341840.1	T265_06077
OG0004391	Smp_008320.1	T265_01540
OG0004392	Smp_035410.1	T265_15643
OG0004393	Smp_043130.1	T265_00797
OG0004394	Smp_103470.1	T265_11153
OG0004395	Smp_145680.1	T265_10665
OG0004396	Smp_100080.1	T265_15433
OG0004397	Smp_103710.1	T265_13023
OG0004398	Smp_143220.1	T265_00820
OG0004399	Smp_152390.1	T265_10345
OG0004400	Smp_147070.1	T265_13708
OG0004402	Smp_337040.1	T265_06469
OG0004403	Smp_147790.1	T265_01203
OG0004404	Smp_245670.1	T265_06860
OG0004405	Smp_032280.1	T265_00927, T265_03188
OG0004407	Smp_132730.1	T265_12623
OG0004408	Smp_344760.1	T265_13847
OG0004409	Smp_019130.1	T265_11825
OG0004410	Smp_127740.1	T265_07080
OG0004411	Smp_151380.1	T265_04148
OG0004412	Smp_013870.1	T265_03591
OG0004413	Smp_334790.1	T265_05754, T265_13849
OG0004414	Smp_171460.1	T265_10040
OG0004415	Smp_343960.1	T265_12859
OG0004416	Smp_055870.1, Smp_055870.2	T265_03029
OG0004417	Smp_000340.1	T265_12785
OG0004418	Smp_319810.1	T265_13456
OG0004419	Smp_242830.1	T265_08279, T265_15898
OG0004421	Smp_004160.1	T265_02861
OG0004422	Smp_057650.1	T265_08954
OG0004423	Smp_128870.1	T265_06122
OG0004424	Smp_181270.1	T265_13720
OG0004425	Smp_300490.1	T265_04834, T265_04836
OG0004426	Smp_018930.1	T265_12565
OG0004428	Smp_131450.1, Smp_027610.1	T265_12639
OG0004429	Smp_121660.1	T265_11404
OG0004431	Smp_052640.1	T265_02798
OG0004432	Smp_031680.1	T265_16326, T265_05667
OG0004433	Smp_126450.1	T265_09965
OG0004434	Smp_041050.1	T265_05019
OG0004435	Smp_139200.1	T265_13267, T265_03480, T265_13268
OG0004436	Smp_168170.1	T265_11424
OG0004437	Smp_093630.1	T265_03537
OG0004438	Smp_213960.1	T265_13276
OG0004439	Smp_244490.1	T265_13988
OG0004440	Smp_073500.1	T265_04525
OG0004441	Smp_244650.1	T265_01605
OG0004442	Smp_000640.1	T265_10594
OG0004443	Smp_028120.1	T265_08855
OG0004444	Smp_157300.1	T265_02140
OG0004445	Smp_157290.1	T265_12417
OG0004446	Smp_304720.1	T265_13958
OG0004447	Smp_036130.1	T265_02322
OG0004448	Smp_212180.1	T265_14924
OG0004449	Smp_033930.1	T265_10708
OG0004450	Smp_312900.1	T265_09027
OG0004451	Smp_090860.1	T265_10083
OG0004452	Smp_149050.1	T265_00171
OG0004453	Smp_003230.1	T265_09265
OG0004454	Smp_246540.1	T265_07675
OG0004455	Smp_212380.1	T265_09991
OG0004456	Smp_056350.1	T265_09418
OG0004457	Smp_198170.1, Smp_042700.1	T265_11258
OG0004458	Smp_332580.1	T265_14964
OG0004460	Smp_137920.1	T265_11483, T265_08871
OG0004461	Smp_103540.1	T265_08622
OG0004462	Smp_013070.1	T265_01147
OG0004463	Smp_079420.1	T265_13953, T265_13954
OG0004465	Smp_328410.1, Smp_047440.1	T265_14290
OG0004466	Smp_083030.1	T265_11006
OG0004467	Smp_128860.1	T265_14305
OG0004468	Smp_006810.1	T265_00701
OG0004469	Smp_210970.1	T265_13805
OG0004470	Smp_245520.2, Smp_245520.1, Smp_245520.3	T265_01307
OG0004472	Smp_104270.1	T265_04362
OG0004473	Smp_071890.1	T265_07432
OG0004474	Smp_059350.1	T265_09002
OG0004475	Smp_154370.1	T265_04532
OG0004477	Smp_006720.1	T265_14721
OG0004479	Smp_162360.1	T265_03867, T265_08533
OG0004480	Smp_157830.1	T265_12483, T265_12482
OG0004481	Smp_013690.1	T265_10730
OG0004482	Smp_146640.1	T265_03580
OG0004484	Smp_154910.1	T265_05087
OG0004485	Smp_025160.1, Smp_025160.3, Smp_025160.2	T265_03320
OG0004486	Smp_158610.1	T265_13336
OG0004487	Smp_160490.1	T265_03734
OG0004488	Smp_138240.1	T265_04950
OG0004489	Smp_210480.2, Smp_210480.1, Smp_210480.3, Smp_210480.4	T265_08117
OG0004490	Smp_341890.1	T265_03946, T265_13362
OG0004491	Smp_064040.1	T265_12534, T265_12535, T265_12536
OG0004492	Smp_212060.1	T265_00970
OG0004493	Smp_306710.1, Smp_306720.1	T265_06199
OG0004494	Smp_167430.1	T265_08667
OG0004496	Smp_047610.1	T265_09664
OG0004497	Smp_210080.1	T265_10097
OG0004498	Smp_125130.1	T265_04607
OG0004499	Smp_105180.1, Smp_105180.2	T265_06774
OG0004500	Smp_055340.1	T265_08791
OG0004501	Smp_145110.1	T265_14292
OG0004502	Smp_124710.1	T265_15025
OG0004503	Smp_247940.1	T265_13058
OG0004504	Smp_024110.1	T265_10327
OG0004505	Smp_170020.1	T265_13504, T265_04385
OG0004506	Smp_032310.1	T265_02272
OG0004507	Smp_340770.1	T265_13685
OG0004508	Smp_245960.1	T265_05808, T265_16073
OG0004510	Smp_172660.1	T265_11156
OG0004512	Smp_125260.1	T265_14100
OG0004513	Smp_159090.1	T265_14177, T265_14176
OG0004515	Smp_176850.1	T265_00387
OG0004516	Smp_204230.1	T265_11621
OG0004517	Smp_029750.1	T265_06154
OG0004519	Smp_138770.1	T265_06715
OG0004520	Smp_030150.1	T265_03921, T265_03919
OG0004521	Smp_147360.1	T265_14748
OG0004522	Smp_135160.1	T265_09889
OG0004523	Smp_152670.1	T265_07924
OG0004525	Smp_143350.1	T265_04737
OG0004526	Smp_245540.1, Smp_245540.2	T265_13132
OG0004527	Smp_055670.1	T265_03281
OG0004528	Smp_152220.1	T265_10736
OG0004529	Smp_213110.1	T265_11373
OG0004530	Smp_079220.1, Smp_348850.1	T265_00215
OG0004531	Smp_096720.1	T265_06750
OG0004532	Smp_050570.1, Smp_050570.2	T265_12447
OG0004534	Smp_019430.1	T265_02603
OG0004536	Smp_246380.1	T265_06738
OG0004538	Smp_333720.1	T265_03134
OG0004539	Smp_066430.1	T265_14033
OG0004540	Smp_003630.1	T265_05682
OG0004541	Smp_150960.1	T265_07493
OG0004542	Smp_343170.1, Smp_343170.2	T265_13535
OG0004543	Smp_021910.1	T265_00348
OG0004544	Smp_134100.1	T265_10441
OG0004545	Smp_347170.1	T265_07461
OG0004546	Smp_087340.1	T265_03954
OG0004547	Smp_150090.2, Smp_150090.3, Smp_150090.1	T265_09032
OG0004548	Smp_079560.1, Smp_054840.1	T265_13381
OG0004549	Smp_046980.1	T265_14749
OG0004550	Smp_344160.1	T265_14774
OG0004551	Smp_346680.1, Smp_346680.2	T265_14705
OG0004552	Smp_322270.1, Smp_022540.1	T265_09562
OG0004553	Smp_144160.1	T265_04689, T265_12387
OG0004555	Smp_104470.1	T265_08946
OG0004556	Smp_326400.1	T265_12572
OG0004557	Smp_145580.1	T265_09315
OG0004558	Smp_027400.1	T265_01776, T265_12862
OG0004559	Smp_056200.1	T265_11588
OG0004560	Smp_158360.1	T265_13955
OG0004561	Smp_132330.1	T265_02538
OG0004562	Smp_243900.1	T265_09271
OG0004563	Smp_069220.1	T265_00342
OG0004564	Smp_131400.1	T265_07297
OG0004565	Smp_039980.1	T265_01705
OG0004567	Smp_073340.1	T265_03369
OG0004568	Smp_035270.1	T265_04260
OG0004569	Smp_176370.1	T265_11940
OG0004570	Smp_212560.1	T265_00053
OG0004573	Smp_145350.1	T265_08189
OG0004574	Smp_162960.1	T265_02839
OG0004575	Smp_337630.1	T265_08061, T265_16002
OG0004576	Smp_328690.1	T265_13835
OG0004577	Smp_070110.1	T265_12450
OG0004578	Smp_243840.1	T265_00921
OG0004579	Smp_079730.1	T265_04793
OG0004580	Smp_105040.1	T265_04013
OG0004581	Smp_166280.1	T265_13948
OG0004583	Smp_007170.1	T265_11684
OG0004584	Smp_053560.1	T265_09663
OG0004585	Smp_173120.1	T265_14622
OG0004586	Smp_244020.1	T265_00866
OG0004587	Smp_334130.1	T265_12537
OG0004588	Smp_095680.1	T265_13405
OG0004589	Smp_175930.1	T265_14238, T265_14239
OG0004591	Smp_333070.1	T265_13957
OG0004592	Smp_086710.1	T265_15234
OG0004593	Smp_173110.2, Smp_173110.1	T265_13820
OG0004594	Smp_058880.1	T265_00325
OG0004595	Smp_051320.1	T265_15151
OG0004596	Smp_246520.1, Smp_326150.1	T265_05627
OG0004597	Smp_066670.1	T265_06843
OG0004598	Smp_152790.1	T265_08500
OG0004599	Smp_305400.1	T265_09074
OG0004600	Smp_332720.1	T265_15079, T265_15080
OG0004602	Smp_181150.1	T265_07072
OG0004603	Smp_133620.1	T265_02900
OG0004604	Smp_163000.1, Smp_324310.1	T265_05490, T265_05491
OG0004605	Smp_327930.1	T265_09718
OG0004608	Smp_025380.1	T265_10872
OG0004609	Smp_212870.1, Smp_212860.1	T265_03224
OG0004610	Smp_150610.1	T265_00426
OG0004611	Smp_013440.1	T265_14872
OG0004613	Smp_127120.1	T265_04302
OG0004614	Smp_097020.1	T265_08903
OG0004616	Smp_186560.1	T265_10027
OG0004617	Smp_153340.1	T265_02430, T265_07928
OG0004618	Smp_209030.1	T265_01549
OG0004619	Smp_102920.1, Smp_102920.2	T265_05896
OG0004620	Smp_210790.1	T265_03272
OG0004621	Smp_301050.1, Smp_301050.2	T265_01584, T265_02751
OG0004623	Smp_345230.1	T265_12580, T265_15982
OG0004624	Smp_103990.1	T265_12062
OG0004625	Smp_000700.1	T265_11625, T265_11626
OG0004626	Smp_154080.1, Smp_154080.2	T265_03800
OG0004627	Smp_172160.1	T265_13585
OG0004628	Smp_124840.1	T265_09729
OG0004629	Smp_149240.1	T265_07328
OG0004630	Smp_127750.1	T265_11138
OG0004631	Smp_026300.1, Smp_026300.2	T265_07018
OG0004632	Smp_341880.1	T265_01383
OG0004633	Smp_335730.1	T265_00865
OG0004634	Smp_142010.1	T265_04772
OG0004635	Smp_128170.1	T265_03308
OG0004636	Smp_244430.1	T265_14222
OG0004637	Smp_129970.1	T265_08267
OG0004638	Smp_079910.1	T265_06290
OG0004639	Smp_020800.1, Smp_020800.2	T265_02403
OG0004641	Smp_009560.1	T265_00827
OG0004642	Smp_021070.1	T265_07287
OG0004643	Smp_165220.1	T265_07277
OG0004644	Smp_136740.1	T265_08483
OG0004645	Smp_085650.1	T265_05184
OG0004646	Smp_042790.1	T265_08190
OG0004647	Smp_136010.1	T265_05567
OG0004649	Smp_052710.1	T265_05003
OG0004650	Smp_151670.1	T265_13201, T265_16190
OG0004652	Smp_334450.1, Smp_326830.1	T265_14275
OG0004653	Smp_087870.1	T265_00400
OG0004654	Smp_346570.1	T265_08850
OG0004655	Smp_051220.1	T265_03431
OG0004656	Smp_210740.1	T265_14210
OG0004658	Smp_095130.1	T265_13160
OG0004661	Smp_165540.1	T265_14958, T265_09797
OG0004663	Smp_347060.1	T265_11810
OG0004664	Smp_128840.1	T265_00433
OG0004665	Smp_170810.1	T265_10354, T265_16029
OG0004668	Smp_342840.1	T265_08620
OG0004687	Smp_131680.2, Smp_131680.1	T265_02943
OG0004688	Smp_300940.1	T265_11562
OG0004689	Smp_127710.1	T265_05319
OG0004690	Smp_139430.1, Smp_139430.2	T265_06636
OG0004691	Smp_010620.1, Smp_010620.2	T265_14086
OG0004692	Smp_341020.1	T265_03201
OG0004693	Smp_024860.1	T265_10806
OG0004694	Smp_018010.1	T265_07714
OG0004695	Smp_063520.1	T265_00125
OG0004697	Smp_070860.1, Smp_070860.2	T265_13353
OG0004698	Smp_034550.1	T265_02869
OG0004699	Smp_141410.1	T265_01981
OG0004700	Smp_332250.1	T265_07462
OG0004701	Smp_141120.1	T265_15133
OG0004702	Smp_167240.1, Smp_213840.1	T265_07458
OG0004703	Smp_167860.1	T265_13960
OG0004704	Smp_307060.1	T265_13347
OG0004705	Smp_052870.1	T265_10541, T265_10999, T265_11941
OG0004706	Smp_163450.1	T265_08919
OG0004707	Smp_092930.1	T265_05577
OG0004708	Smp_316810.1, Smp_343300.1	T265_02724, T265_02726
OG0004709	Smp_036390.1	T265_14261
OG0004710	Smp_159060.1	T265_01894
OG0004711	Smp_003270.1	T265_07092
OG0004712	Smp_074950.1	T265_09335
OG0004713	Smp_136030.1	T265_09795, T265_14957
OG0004714	Smp_030910.1	T265_07967, T265_15529
OG0004715	Smp_131220.1, Smp_318630.1	T265_15389
OG0004716	Smp_175510.1	T265_02008, T265_16160
OG0004717	Smp_138840.2, Smp_138840.1	T265_03540
OG0004718	Smp_032150.1	T265_10615
OG0004719	Smp_087270.1	T265_12857
OG0004720	Smp_000310.1	T265_02500
OG0004721	Smp_177080.1	T265_04788, T265_12037
OG0004722	Smp_131020.1	T265_08602
OG0004723	Smp_343280.1	T265_14466
OG0004724	Smp_144170.1	T265_04073
OG0004725	Smp_125270.1	T265_06628
OG0004726	Smp_085310.1	T265_00810, T265_12331
OG0004727	Smp_027480.1	T265_03159, T265_07189
OG0004728	Smp_146300.1	T265_11801
OG0004729	Smp_209050.1	T265_07870
OG0004730	Smp_138930.1	T265_02630, T265_15966
OG0004731	Smp_163810.1	T265_15345
OG0004732	Smp_302880.1	T265_06292
OG0004733	Smp_118830.1	T265_03906
OG0004734	Smp_163080.1	T265_13894
OG0004735	Smp_175020.1	T265_03675
OG0004736	Smp_119310.1	T265_13205
OG0004737	Smp_044520.1	T265_04209
OG0004738	Smp_022340.1	T265_12695
OG0004739	Smp_131640.1	T265_12557
OG0004741	Smp_041740.1	T265_13906
OG0004742	Smp_001900.1	T265_14313, T265_16280
OG0004743	Smp_083180.1	T265_13983
OG0004744	Smp_008220.1	T265_05880
OG0004745	Smp_151180.1	T265_05487
OG0004746	Smp_154840.1	T265_03854
OG0004747	Smp_345550.1	T265_00817, T265_12641
OG0004748	Smp_054240.1	T265_11216
OG0004749	Smp_174260.1	T265_13831, T265_16347, T265_15765, T265_05672, T265_13732
OG0004750	Smp_073800.1	T265_05396, T265_13763
OG0004751	Smp_137800.1, Smp_137800.2	T265_01429
OG0004752	Smp_157800.1	T265_03216
OG0004753	Smp_009690.1	T265_00229
OG0004754	Smp_118780.1	T265_10643
OG0004755	Smp_213250.1	T265_13334
OG0004756	Smp_267310.1	T265_09778
OG0004757	Smp_301250.2, Smp_301250.1	T265_04605
OG0004758	Smp_202680.1	T265_05450
OG0004759	Smp_089670.1	T265_13202
OG0004760	Smp_333490.1	T265_00173
OG0004761	Smp_135880.1	T265_15009
OG0004762	Smp_041490.1	T265_14550
OG0004763	Smp_062970.1	T265_11498, T265_10886
OG0004765	Smp_008470.1	T265_12616
OG0004766	Smp_162550.1	T265_12797, T265_01453
OG0004767	Smp_067260.1	T265_15784
OG0004768	Smp_177790.2, Smp_177790.1	T265_07264
OG0004770	Smp_027880.1	T265_06085
OG0004771	Smp_046680.1	T265_05793
OG0004772	Smp_010800.1	T265_06105
OG0004773	Smp_160820.1	T265_11265
OG0004774	Smp_150070.1	T265_01998
OG0004775	Smp_144110.1	T265_01528
OG0004776	Smp_007330.1	T265_08803
OG0004777	Smp_042590.1	T265_05723
OG0004778	Smp_121610.1	T265_08617
OG0004779	Smp_020540.1	T265_05498
OG0004780	Smp_349890.1, Smp_344880.1	T265_00205
OG0004781	Smp_150140.1	T265_06119
OG0004782	Smp_024820.1	T265_02223
OG0004783	Smp_266920.1	T265_15204
OG0004784	Smp_150520.1	T265_09430
OG0004785	Smp_340790.1, Smp_314660.1	T265_10207
OG0004786	Smp_047860.1	T265_01314
OG0004787	Smp_062260.1	T265_12514
OG0004788	Smp_169730.1	T265_15128
OG0004789	Smp_246660.1	T265_00509, T265_00511
OG0004790	Smp_139650.1	T265_12669
OG0004791	Smp_135830.1	T265_03072
OG0004792	Smp_128790.1	T265_08093
OG0004793	Smp_089230.1	T265_05717
OG0004794	Smp_126770.1	T265_05679
OG0004795	Smp_033970.1	T265_06057
OG0004796	Smp_071590.1, Smp_347590.1	T265_06200
OG0004797	Smp_005640.1	T265_13546
OG0004798	Smp_047110.1	T265_04395
OG0004801	Smp_151650.1	T265_09576
OG0004802	Smp_063230.1	T265_06076
OG0004803	Smp_004550.1	T265_08664
OG0004804	Smp_038940.1	T265_15465
OG0004805	Smp_245380.1	T265_11948
OG0004806	Smp_045220.1	T265_12848
OG0004807	Smp_140700.1	T265_11301
OG0004808	Smp_095630.1	T265_10641
OG0004809	Smp_066610.1	T265_02208
OG0004810	Smp_347310.1	T265_03398, T265_14847
OG0004811	Smp_148590.1	T265_06452
OG0004812	Smp_126050.1	T265_00703, T265_00705
OG0004813	Smp_005280.1	T265_08394
OG0004814	Smp_336770.1, Smp_020920.1	T265_07716
OG0004815	Smp_341350.1	T265_14809
OG0004816	Smp_174610.1	T265_15219
OG0004817	Smp_056850.1	T265_14430, T265_16105
OG0004818	Smp_181250.1	T265_07930
OG0004819	Smp_342540.1	T265_03296
OG0004820	Smp_025750.1	T265_08802
OG0004822	Smp_172850.1	T265_05387
OG0004823	Smp_333460.1	T265_08128
OG0004824	Smp_149320.1, Smp_149320.2	T265_04855
OG0004825	Smp_166780.1	T265_11367, T265_16228
OG0004826	Smp_158950.1	T265_02418
OG0004827	Smp_336310.1, Smp_336310.2	T265_00565
OG0004828	Smp_055440.1	T265_03250
OG0004829	Smp_037910.1	T265_09911
OG0004830	Smp_084940.1	T265_14106
OG0004831	Smp_141280.1	T265_05420
OG0004833	Smp_319140.1	T265_06471
OG0004834	Smp_006690.1	T265_01909
OG0004835	Smp_124110.1	T265_05683
OG0004836	Smp_266850.1	T265_12991
OG0004839	Smp_171750.1	T265_14407
OG0004840	Smp_344780.1	T265_12522
OG0004841	Smp_123520.1	T265_02521
OG0004843	Smp_210570.1	T265_08315
OG0004845	Smp_142950.1	T265_01600
OG0004846	Smp_136910.1	T265_01748, T265_12856
OG0004847	Smp_343510.1	T265_14642
OG0004849	Smp_001420.1	T265_01220, T265_05408
OG0004851	Smp_337260.1, Smp_337260.2	T265_00844
OG0004852	Smp_245850.1	T265_08227
OG0004853	Smp_124230.1	T265_01035
OG0004854	Smp_131320.1	T265_03882
OG0004855	Smp_152750.1	T265_13110
OG0004856	Smp_340910.1	T265_09164
OG0004857	Smp_131650.1	T265_00468, T265_05848
OG0004858	Smp_344420.1, Smp_344420.2	T265_09035
OG0004859	Smp_138520.1, Smp_138520.2	T265_13146
OG0004860	Smp_208000.1	T265_02897
OG0004861	Smp_163640.1	T265_06103
OG0004862	Smp_122910.1	T265_09902
OG0004863	Smp_033210.1	T265_15928
OG0004864	Smp_344320.1	T265_05005
OG0004865	Smp_055390.1	T265_05695
OG0004866	Smp_084540.1	T265_03341
OG0004867	Smp_121810.1	T265_09517
OG0004868	Smp_141880.1	T265_01572
OG0004869	Smp_162340.1	T265_02097, T265_02098
OG0004870	Smp_266930.1	T265_12824
OG0004871	Smp_174220.1	T265_07958
