Orthogroup	schistosoma_mansoni	schistosoma_margrebowiei
OG0003155	Smp_149000.1	SMRG1_72150.1, SMRG1_72150.2, SMRG1_72150.3
OG0003156	Smp_084620.1	SMRG1_38210.1, SMRG1_38210.2
OG0003157	Smp_342480.1, Smp_342480.2	SMRG1_52990.1
OG0003158	Smp_347550.1	SMRG1_90280.1
OG0003159	Smp_180910.1	SMRG1_56390.3, SMRG1_56390.1, SMRG1_56390.2
OG0003160	Smp_266830.2, Smp_266830.1	SMRG1_21270.1, SMRG1_21270.2
OG0003161	Smp_016410.1	SMRG1_47770.2, SMRG1_47770.3, SMRG1_47770.4, SMRG1_47770.1, SMRG1_47770.5, SMRG1_47770.6
OG0003162	Smp_154040.1, Smp_322920.1	SMRG1_9190.1, SMRG1_9200.1, SMRG1_9200.2
OG0003163	Smp_064600.1	SMRG1_490.1, SMRG1_490.2, SMRG1_490.3, SMRG1_490.4
OG0003164	Smp_301430.1	SMRG1_33380.1
OG0003165	Smp_343780.1	SMRG1_78140.1, SMRG1_78140.2
OG0003167	Smp_127920.1	SMRG1_95010.1
OG0003168	Smp_168800.1	SMRG1_64230.1
OG0003169	Smp_054330.1	SMRG1_15430.1, SMRG1_15430.2, SMRG1_15430.3, SMRG1_15430.4, SMRG1_15240.1
OG0003170	Smp_198850.1	SMRG1_16940.1
OG0003171	Smp_344180.1	SMRG1_73790.1, SMRG1_73790.2
OG0003172	Smp_026510.1	SMRG1_22030.1
OG0003173	Smp_125730.2	SMRG1_31750.1, SMRG1_31750.2
OG0003174	Smp_042920.1	SMRG1_75810.1, SMRG1_75810.2
OG0003175	Smp_210090.1	SMRG1_95180.1
OG0003176	Smp_181870.1	SMRG1_70720.1, SMRG1_70720.2, SMRG1_70720.3
OG0003177	Smp_162010.1	SMRG1_25830.1
OG0003178	Smp_126140.1	SMRG1_33460.1
OG0003179	Smp_343840.1	SMRG1_75950.1
OG0003180	Smp_007450.1	SMRG1_4110.1
OG0003180	Smp_007450.2	SMRG1_4110.2
OG0003181	Smp_315830.1, Smp_315830.2	SMRG1_36790.1
OG0003182	Smp_104120.1	SMRG1_31290.1
OG0003183	Smp_157200.1	SMRG1_12740.1
OG0003184	Smp_035200.1	SMRG1_28520.1
OG0003185	Smp_345000.1	SMRG1_71410.1
OG0003186	Smp_175590.1	SMRG1_29860.1, SMRG1_29860.2
OG0003187	Smp_126910.1	SMRG1_74510.1
OG0003188	Smp_003710.1	SMRG1_82760.3, SMRG1_82760.1, SMRG1_82760.2
OG0003189	Smp_170450.1	SMRG1_57440.2, SMRG1_57440.1, SMRG1_57440.3
OG0003190	Smp_137910.1	SMRG1_60290.1, SMRG1_60290.2
OG0003191	Smp_324630.1	SMRG1_48050.3, SMRG1_48050.1, SMRG1_48050.2
OG0003192	Smp_029800.1	SMRG1_66910.1
OG0003193	Smp_144560.1	SMRG1_37350.1
OG0003194	Smp_036980.1	SMRG1_70360.1, SMRG1_70360.2, SMRG1_70360.3
OG0003195	Smp_306630.1	SMRG1_16910.1
OG0003196	Smp_013460.1	SMRG1_62700.1
OG0003197	Smp_134500.1	SMRG1_96320.1
OG0003198	Smp_169040.1	SMRG1_51340.1
OG0003199	Smp_010710.1	SMRG1_94850.1
OG0003200	Smp_180070.1	SMRG1_10090.1, SMRG1_10090.3, SMRG1_10090.2, SMRG1_10090.4
OG0003201	Smp_176350.1	SMRG1_13990.1, SMRG1_13990.2
OG0003202	Smp_096320.1	SMRG1_16470.1
OG0003203	Smp_016900.1	SMRG1_92820.1, SMRG1_92820.2
OG0003204	Smp_243960.1	SMRG1_19710.1, SMRG1_19710.2
OG0003205	Smp_121420.1	SMRG1_36720.1
OG0003206	Smp_084080.1	SMRG1_17480.1
OG0003207	Smp_145550.1	SMRG1_7960.1, SMRG1_7960.2, SMRG1_7960.7, SMRG1_7960.3, SMRG1_7960.4, SMRG1_7960.5, SMRG1_7960.6
OG0003208	Smp_132590.1	SMRG1_69990.1
OG0003209	Smp_247520.1	SMRG1_79360.1
OG0003210	Smp_135870.1	SMRG1_12420.3, SMRG1_12420.4, SMRG1_12420.1, SMRG1_12420.2
OG0003211	Smp_145320.1	SMRG1_75690.1, SMRG1_75690.2, SMRG1_75690.3
OG0003212	Smp_036500.1	SMRG1_5650.1
OG0003213	Smp_007210.1	SMRG1_33310.1, SMRG1_33310.2, SMRG1_33310.3, SMRG1_33310.4
OG0003214	Smp_155500.1	SMRG1_11320.1, SMRG1_11320.2
OG0003215	Smp_011700.1	SMRG1_8570.1
OG0003216	Smp_027850.1	SMRG1_64880.1, SMRG1_64880.4, SMRG1_64880.2, SMRG1_64880.3
OG0003217	Smp_132280.1	SMRG1_59910.1, SMRG1_59910.2, SMRG1_59910.3
OG0003218	Smp_151780.1	SMRG1_58500.1
OG0003221	Smp_048260.1	SMRG1_39670.1
OG0003222	Smp_157930.1	SMRG1_19110.1, SMRG1_19110.2
OG0003223	Smp_176710.1	SMRG1_89780.1, SMRG1_89780.2
OG0003224	Smp_036180.1	SMRG1_38280.1, SMRG1_38280.2, SMRG1_38280.3
OG0003225	Smp_247880.1	SMRG1_89390.1, SMRG1_89390.2
OG0003226	Smp_047200.1	SMRG1_13600.1, SMRG1_13600.2, SMRG1_13600.3
OG0003227	Smp_075140.1	SMRG1_62180.1, SMRG1_62180.2
OG0003228	Smp_158620.1	SMRG1_88690.1, SMRG1_88690.2
OG0003229	Smp_007960.3, Smp_007960.1, Smp_007960.2	SMRG1_76740.3, SMRG1_76740.1, SMRG1_76740.2, SMRG1_76740.4, SMRG1_76740.5
OG0003230	Smp_131150.1	SMRG1_47650.2, SMRG1_47650.1, SMRG1_47650.3
OG0003231	Smp_146420.1	SMRG1_17210.1
OG0003232	Smp_179610.1	SMRG1_10570.1, SMRG1_10570.2, SMRG1_10570.3, SMRG1_10570.4
OG0003233	Smp_244130.1	SMRG1_22190.1, SMRG1_22190.2
OG0003234	Smp_137870.1	SMRG1_60250.2, SMRG1_60250.1, SMRG1_60250.3
OG0003235	Smp_013150.1	SMRG1_84990.1
OG0003236	Smp_030690.1	SMRG1_57840.1
OG0003237	Smp_245690.1	SMRG1_25410.1, SMRG1_25410.2
OG0003238	Smp_123640.1	SMRG1_66130.3, SMRG1_66130.1, SMRG1_66130.2
OG0003239	Smp_212250.1	SMRG1_81330.1
OG0003240	Smp_080550.1	SMRG1_7700.1, SMRG1_7700.2
OG0003241	Smp_158520.2, Smp_158520.1	SMRG1_37640.1, SMRG1_37640.2, SMRG1_37640.3
OG0003242	Smp_105540.1	SMRG1_53610.1
OG0003243	Smp_128650.1	SMRG1_8340.1
OG0003244	Smp_344680.1, Smp_344680.2	SMRG1_54010.1
OG0003245	Smp_044850.1	SMRG1_54530.1
OG0003246	Smp_012200.2, Smp_012200.1	SMRG1_8390.1, SMRG1_8390.2, SMRG1_8390.3
OG0003247	Smp_061230.1	SMRG1_19940.1
OG0003248	Smp_345150.1, Smp_345150.3, Smp_345150.2	SMRG1_83950.1
OG0003249	Smp_063260.1	SMRG1_64570.2, SMRG1_64570.1
OG0003250	Smp_164730.1	SMRG1_71070.1, SMRG1_71070.2
OG0003251	Smp_179290.1	SMRG1_87530.1, SMRG1_87530.2, SMRG1_87530.3, SMRG1_87530.4
OG0003252	Smp_194770.1	SMRG1_42620.1
OG0003253	Smp_123210.1	SMRG1_88090.1
OG0003254	Smp_057130.1	SMRG1_64890.1
OG0003255	Smp_010720.1	SMRG1_94870.1
OG0003255	Smp_130370.1	SMRG1_93930.1
OG0003256	Smp_156870.1	SMRG1_84490.1
OG0003257	Smp_025360.1, Smp_025360.2	SMRG1_12260.1, SMRG1_12260.2, SMRG1_12260.3, SMRG1_12260.4, SMRG1_12260.5
OG0003258	Smp_337340.1	SMRG1_43670.1
OG0003259	Smp_171010.1	SMRG1_23770.1, SMRG1_23770.2
OG0003260	Smp_143430.1	SMRG1_84760.1
OG0003261	Smp_315760.1	SMRG1_34680.2, SMRG1_34680.1, SMRG1_34680.3
OG0003262	Smp_055600.1	SMRG1_58470.1, SMRG1_58470.2
OG0003263	Smp_030370.1	SMRG1_4780.1
OG0003264	Smp_135300.1	SMRG1_14910.1, SMRG1_14910.2
OG0003265	Smp_170600.1	SMRG1_42230.3, SMRG1_42230.1, SMRG1_42230.2
OG0003266	Smp_049970.1	SMRG1_71980.11, SMRG1_71980.10, SMRG1_71980.2, SMRG1_71980.5, SMRG1_71980.6, SMRG1_71980.7, SMRG1_71980.9, SMRG1_71980.1, SMRG1_71980.3, SMRG1_71980.4, SMRG1_71980.8
OG0003267	Smp_243930.1	SMRG1_19640.1, SMRG1_19670.1, SMRG1_19670.2
OG0003268	Smp_303000.1	SMRG1_43760.1, SMRG1_43760.3, SMRG1_43760.4, SMRG1_43760.2
OG0003269	Smp_093850.1	SMRG1_77000.1, SMRG1_77000.2
OG0003270	Smp_105950.1	SMRG1_63200.1, SMRG1_63200.2
OG0003271	Smp_047060.1	SMRG1_11020.1
OG0003272	Smp_009810.1	SMRG1_36590.1, SMRG1_36580.1, SMRG1_36600.1
OG0003273	Smp_025890.1	SMRG1_33830.1, SMRG1_33830.2
OG0003274	Smp_071610.1	SMRG1_18370.1
OG0003275	Smp_129560.1	SMRG1_24760.2, SMRG1_24760.1, SMRG1_24760.3, SMRG1_24760.4
OG0003276	Smp_174810.1	SMRG1_62240.1
OG0003277	Smp_346200.1	SMRG1_33580.4, SMRG1_33580.1, SMRG1_33580.2, SMRG1_33580.3
OG0003278	Smp_142510.1	SMRG1_55910.6, SMRG1_55910.1, SMRG1_55910.3, SMRG1_55910.4, SMRG1_55910.5, SMRG1_55910.2
OG0003279	Smp_043970.1	SMRG1_700.2, SMRG1_700.1
OG0003280	Smp_042060.1	SMRG1_78500.1
OG0003281	Smp_173940.1	SMRG1_95760.1, SMRG1_95760.2, SMRG1_95760.3
OG0003282	Smp_148450.1	SMRG1_53440.1, SMRG1_53440.2
OG0003283	Smp_041450.1	SMRG1_95980.1, SMRG1_95980.2
OG0003284	Smp_137940.1	SMRG1_60320.1
OG0003285	Smp_099570.1	SMRG1_23040.1, SMRG1_23040.2
OG0003286	Smp_159890.1	SMRG1_67490.1, SMRG1_67490.2
OG0003287	Smp_103930.1, Smp_103930.2	SMRG1_9060.1, SMRG1_9060.2, SMRG1_9060.3
OG0003288	Smp_100030.1	SMRG1_69600.1, SMRG1_69600.2
OG0003289	Smp_244420.1	SMRG1_12720.1
OG0003291	Smp_074510.1	SMRG1_17700.1, SMRG1_17700.2, SMRG1_17700.3, SMRG1_17700.4
OG0003292	Smp_086760.1, Smp_086760.2	SMRG1_86060.1
OG0003293	Smp_076630.1	SMRG1_27330.1, SMRG1_27330.2
OG0003294	Smp_025620.1	SMRG1_33600.1, SMRG1_33600.2, SMRG1_33600.3
OG0003295	Smp_073570.1	SMRG1_26000.1, SMRG1_26000.2
OG0003296	Smp_047500.1	SMRG1_54800.1, SMRG1_54800.2, SMRG1_54800.3
OG0003297	Smp_142300.1	SMRG1_17320.1
OG0003298	Smp_131690.1	SMRG1_46740.1, SMRG1_46840.1, SMRG1_46560.1, SMRG1_46820.1, SMRG1_47660.1
OG0003299	Smp_062630.1	SMRG1_77660.1, SMRG1_77660.2, SMRG1_77660.3, SMRG1_77660.4
OG0003300	Smp_058410.1	SMRG1_13040.1
OG0003301	Smp_211160.1	SMRG1_44330.1, SMRG1_44330.2
OG0003302	Smp_145650.1	SMRG1_7830.1
OG0003303	Smp_210320.1	SMRG1_54890.1, SMRG1_54890.2, SMRG1_54890.3, SMRG1_54890.4, SMRG1_54890.5
OG0003304	Smp_142180.1	SMRG1_6820.1
OG0003305	Smp_346590.1	SMRG1_74560.1, SMRG1_74560.2
OG0003306	Smp_333950.1	SMRG1_56830.1
OG0003307	Smp_305200.1, Smp_314650.1	SMRG1_26190.1
OG0003309	Smp_015800.1	SMRG1_1010.1
OG0003311	Smp_141430.1	SMRG1_90920.1, SMRG1_90920.4, SMRG1_90920.2, SMRG1_90920.3
OG0003313	Smp_331980.1	SMRG1_55190.1, SMRG1_55190.2, SMRG1_55190.3
OG0003314	Smp_076910.1, Smp_076910.2, Smp_076910.3	SMRG1_27500.1
OG0003315	Smp_317550.1	SMRG1_32250.1
OG0003315	Smp_332240.1	SMRG1_32250.1
OG0003315	Smp_332245.1	SMRG1_32250.1
OG0003319	Smp_319900.1	SMRG1_40550.1
OG0003319	Smp_093710.1	SMRG1_40540.1, SMRG1_40540.2, SMRG1_40540.3
OG0003320	Smp_346000.1	SMRG1_56970.1, SMRG1_56970.2, SMRG1_56970.3, SMRG1_56970.4
OG0003321	Smp_014260.1	SMRG1_30020.1
OG0003322	Smp_176570.1	SMRG1_18150.3, SMRG1_18150.1, SMRG1_18150.2, SMRG1_18150.4
OG0003323	Smp_244880.1, Smp_244890.2, Smp_244890.1	SMRG1_23260.4, SMRG1_23260.1, SMRG1_23260.2, SMRG1_23260.3
OG0003326	Smp_030280.1	SMRG1_67340.1
OG0003327	Smp_070170.1	SMRG1_77450.1, SMRG1_77450.2
OG0003328	Smp_064010.1	SMRG1_74990.1, SMRG1_74990.2
OG0003329	Smp_336610.1	SMRG1_95860.1
OG0003330	Smp_167010.1	SMRG1_52270.1, SMRG1_52270.2
OG0003331	Smp_345570.1	SMRG1_9360.1
OG0003332	Smp_140570.1	SMRG1_32090.1, SMRG1_32100.1
OG0003333	Smp_044440.1	SMRG1_6250.1, SMRG1_6250.2, SMRG1_6250.3
OG0003334	Smp_035210.1	SMRG1_28510.1, SMRG1_28510.2, SMRG1_28510.3
OG0003335	Smp_023700.1	SMRG1_64720.3
OG0003336	Smp_345520.1	SMRG1_62380.1, SMRG1_62380.2, SMRG1_62380.4, SMRG1_62380.3
OG0003337	Smp_347030.1	SMRG1_76920.1
OG0003338	Smp_346450.1, Smp_346450.2	SMRG1_18190.1, SMRG1_18190.2, SMRG1_18190.3
OG0003339	Smp_130660.1	SMRG1_1170.1
OG0003340	Smp_147970.1	SMRG1_39760.1
OG0003341	Smp_000230.1	SMRG1_68160.1, SMRG1_68160.4, SMRG1_68160.3, SMRG1_68160.2
OG0003342	Smp_058190.1, Smp_058190.2	SMRG1_13220.1, SMRG1_13220.2
OG0003343	Smp_156540.1	SMRG1_52080.1
OG0003344	Smp_160460.1	SMRG1_23310.1, SMRG1_23320.1
OG0003345	Smp_086030.1	SMRG1_97890.1, SMRG1_97890.2
OG0003346	Smp_033140.1	SMRG1_95440.1
OG0003347	Smp_135140.1	SMRG1_44640.1
OG0003348	Smp_176810.1	SMRG1_54090.1
OG0003349	Smp_049630.1	SMRG1_40350.1
OG0003350	Smp_000810.1	SMRG1_68610.1, SMRG1_68610.3, SMRG1_68610.2
OG0003352	Smp_070610.1	SMRG1_81320.1
OG0003353	Smp_248130.1	SMRG1_27570.1
OG0003354	Smp_175840.1	SMRG1_27670.1
OG0003355	Smp_001100.1	SMRG1_68980.1
OG0003356	Smp_344830.1	SMRG1_12630.1
OG0003357	Smp_302950.1	SMRG1_43430.1
OG0003358	Smp_024930.2, Smp_024930.1, Smp_337830.1	SMRG1_91100.1, SMRG1_91100.2, SMRG1_91100.4, SMRG1_91100.3
OG0003359	Smp_197700.1	SMRG1_58410.1
OG0003360	Smp_246820.1, Smp_246820.2	SMRG1_33140.1, SMRG1_33140.2, SMRG1_33140.3, SMRG1_33140.4
OG0003361	Smp_243920.1	SMRG1_18990.3, SMRG1_18990.1, SMRG1_18990.2
OG0003362	Smp_043170.1	SMRG1_76050.1
OG0003363	Smp_014280.1	SMRG1_29990.1, SMRG1_30000.1, SMRG1_30010.1
OG0003364	Smp_169330.1	SMRG1_86030.2, SMRG1_86030.3, SMRG1_86030.1, SMRG1_86030.6, SMRG1_86030.4, SMRG1_86030.5
OG0003365	Smp_193750.2, Smp_193750.1, Smp_193750.3	SMRG1_18410.1, SMRG1_18410.4, SMRG1_18410.2, SMRG1_18410.3
OG0003366	Smp_333540.1	SMRG1_62200.3, SMRG1_62200.2, SMRG1_62200.1
OG0003367	Smp_128190.1	SMRG1_48300.1
OG0003368	Smp_154620.1	SMRG1_37960.1
OG0003369	Smp_341250.1, Smp_134860.1	SMRG1_65680.1
OG0003370	Smp_073620.1	SMRG1_25870.1
OG0003371	Smp_128280.1	SMRG1_48240.1
OG0003372	Smp_344530.1, Smp_344530.2	SMRG1_95510.4, SMRG1_95510.3, SMRG1_95510.1, SMRG1_95510.2
OG0003373	Smp_244370.1	SMRG1_14920.2, SMRG1_14920.1, SMRG1_14920.3
OG0003374	Smp_347460.1	SMRG1_96250.1
OG0003375	Smp_142110.1	SMRG1_70320.4, SMRG1_70320.1, SMRG1_70320.5, SMRG1_70320.2, SMRG1_70320.3, SMRG1_70320.6
OG0003376	Smp_146110.1	SMRG1_48560.1
OG0003377	Smp_125630.1	SMRG1_82400.1, SMRG1_82390.1
OG0003378	Smp_160160.1	SMRG1_83900.2, SMRG1_83900.1, SMRG1_83900.3
OG0003379	Smp_002880.1	SMRG1_66230.2, SMRG1_66230.1
OG0003380	Smp_063630.1	SMRG1_51900.2, SMRG1_51900.1
OG0003381	Smp_068440.1	SMRG1_55490.1, SMRG1_55490.2, SMRG1_55490.3, SMRG1_55490.4
OG0003382	Smp_169410.1	SMRG1_70760.1
OG0003383	Smp_102240.1, Smp_335690.1	SMRG1_5950.1, SMRG1_5950.2
OG0003384	Smp_072740.1	SMRG1_43700.1
OG0003385	Smp_342570.1	SMRG1_92510.1, SMRG1_92510.2
OG0003386	Smp_070340.1	SMRG1_20230.2, SMRG1_20230.3, SMRG1_20230.1
OG0003387	Smp_323660.1	SMRG1_14750.1, SMRG1_14750.2
OG0003388	Smp_140200.1, Smp_140200.2	SMRG1_95210.1, SMRG1_95210.2, SMRG1_95210.3, SMRG1_95210.4
OG0003389	Smp_147840.1	SMRG1_47050.1
OG0003390	Smp_105090.1, Smp_105090.2	SMRG1_34720.1
OG0003391	Smp_136970.1	SMRG1_79610.1
OG0003392	Smp_311870.2, Smp_311870.3, Smp_311870.5, Smp_311870.1, Smp_311870.4	SMRG1_55920.1
OG0003393	Smp_045070.1	SMRG1_32620.2, SMRG1_32620.6, SMRG1_32620.3, SMRG1_32620.1, SMRG1_32620.4, SMRG1_32620.5
OG0003394	Smp_040270.1	SMRG1_42710.1
OG0003395	Smp_104580.1, Smp_104580.2	SMRG1_56300.1
OG0003396	Smp_038830.1	SMRG1_44110.1
OG0003397	Smp_094050.1	SMRG1_21860.1
OG0003398	Smp_092570.1	SMRG1_9230.1
OG0003399	Smp_005230.1	SMRG1_35480.1, SMRG1_35480.3, SMRG1_35480.2
OG0003400	Smp_312910.1	SMRG1_73690.1, SMRG1_73690.2
OG0003401	Smp_056970.1	SMRG1_32980.1
OG0003402	Smp_266820.1	SMRG1_21250.1
OG0003403	Smp_001780.1	SMRG1_51030.3, SMRG1_51030.2, SMRG1_51030.1
OG0003404	Smp_145300.1	SMRG1_75660.1
OG0003405	Smp_128230.1	SMRG1_48260.1, SMRG1_48260.2
OG0003406	Smp_182620.1	SMRG1_6720.1
OG0003407	Smp_133470.1	SMRG1_85790.1
OG0003408	Smp_197070.1	SMRG1_25720.1, SMRG1_25720.2, SMRG1_25720.3
OG0003409	Smp_167770.1	SMRG1_17500.1
OG0003410	Smp_000755.1	SMRG1_68590.1
OG0003411	Smp_247150.1	SMRG1_39410.1
OG0003412	Smp_192670.1, Smp_174390.1	SMRG1_4920.1
OG0003413	Smp_214140.1	SMRG1_2150.1, SMRG1_2150.2
OG0003414	Smp_148070.1	SMRG1_39570.1
OG0003415	Smp_336170.1	SMRG1_80060.4, SMRG1_80060.1, SMRG1_80060.2, SMRG1_80060.3
OG0003416	Smp_000980.1	SMRG1_68780.1, SMRG1_68780.2
OG0003417	Smp_155700.1	SMRG1_56800.1
OG0003418	Smp_016340.1	SMRG1_47830.1
OG0003419	Smp_334180.1	SMRG1_74520.1
OG0003420	Smp_342240.1, Smp_342240.2	SMRG1_37060.4, SMRG1_37060.5, SMRG1_37060.6, SMRG1_37060.2, SMRG1_37060.1, SMRG1_37060.3
OG0003421	Smp_210820.1	SMRG1_37880.1
OG0003422	Smp_016550.2, Smp_016550.1	SMRG1_47620.1, SMRG1_47620.2
OG0003423	Smp_210510.1	SMRG1_12600.1, SMRG1_12600.2, SMRG1_12600.3
OG0003424	Smp_247780.1	SMRG1_87620.1, SMRG1_87620.2
OG0003425	Smp_169280.1	SMRG1_85950.1, SMRG1_85950.5, SMRG1_85950.2, SMRG1_85950.3, SMRG1_85950.4
OG0003426	Smp_156290.1	SMRG1_64590.1, SMRG1_64590.2
OG0003427	Smp_248100.1	SMRG1_44810.3, SMRG1_44810.1, SMRG1_44810.2
OG0003428	Smp_345490.1, Smp_345490.2	SMRG1_83520.1
OG0003429	Smp_145020.1	SMRG1_78410.1, SMRG1_78410.3, SMRG1_78410.2, SMRG1_78410.4, SMRG1_78410.6, SMRG1_78410.5
OG0003430	Smp_155740.1	SMRG1_77560.1
OG0003431	Smp_243970.1	SMRG1_19730.2, SMRG1_19730.1, SMRG1_19730.3
OG0003432	Smp_086450.1	SMRG1_72620.1
OG0003433	Smp_022700.1	SMRG1_4590.2, SMRG1_4590.1, SMRG1_4590.3, SMRG1_4590.4
OG0003434	Smp_247260.1	SMRG1_61050.1
OG0003435	Smp_008230.1	SMRG1_37090.1, SMRG1_37090.2, SMRG1_37090.3
OG0003436	Smp_123020.1	SMRG1_51050.1
OG0003437	Smp_051930.1	SMRG1_73390.1, SMRG1_73390.2
OG0003438	Smp_128890.1	SMRG1_31030.1, SMRG1_31030.2
OG0003439	Smp_136490.1	SMRG1_21990.1, SMRG1_21990.2, SMRG1_21990.3
OG0003440	Smp_316620.1	SMRG1_20390.1
OG0003441	Smp_333250.1	SMRG1_26830.1, SMRG1_27070.1
OG0003442	Smp_312820.1	SMRG1_73190.1, SMRG1_73190.3, SMRG1_73190.2, SMRG1_73190.4
OG0003443	Smp_194090.1	SMRG1_61970.1, SMRG1_61960.1, SMRG1_61980.2, SMRG1_61980.1
OG0003444	Smp_088090.1	SMRG1_10390.1, SMRG1_10390.2, SMRG1_10390.3
OG0003445	Smp_131810.1	SMRG1_45090.1, SMRG1_45070.1
OG0003446	Smp_009650.1	SMRG1_35150.1, SMRG1_35150.2
OG0003447	Smp_245250.1	SMRG1_5200.1
OG0003448	Smp_063000.1, Smp_063000.2	SMRG1_70640.1, SMRG1_70640.2
OG0003449	Smp_062980.1	SMRG1_70650.1
OG0003450	Smp_079840.1	SMRG1_66490.1
OG0003451	Smp_143930.1	SMRG1_86210.1, SMRG1_86210.2
OG0003452	Smp_128600.1	SMRG1_8200.1
OG0003453	Smp_161550.1	SMRG1_43690.1
OG0003454	Smp_315700.1, Smp_315700.2	SMRG1_34240.1
OG0003455	Smp_078800.1	SMRG1_62360.1
OG0003456	Smp_245000.1	SMRG1_7790.1
OG0003457	Smp_142550.1	SMRG1_38080.1, SMRG1_38080.2
OG0003458	Smp_125870.1	SMRG1_39250.1
OG0003459	Smp_101310.1	SMRG1_74450.1
OG0003460	Smp_135120.1	SMRG1_44660.1
OG0003461	Smp_013200.1	SMRG1_84960.1
OG0003462	Smp_340820.1	SMRG1_39640.1
OG0003463	Smp_212490.1	SMRG1_85880.1, SMRG1_85880.2
OG0003464	Smp_344500.1, Smp_344500.2	SMRG1_82190.1
OG0003465	Smp_212540.1	SMRG1_63520.1
OG0003466	Smp_165850.1	SMRG1_9550.1
OG0003467	Smp_347570.1	SMRG1_77680.1
OG0003467	Smp_210280.1	SMRG1_77690.1
OG0003468	Smp_309680.1, Smp_309690.1	SMRG1_69490.1, SMRG1_69490.2
OG0003469	Smp_001530.1	SMRG1_51240.1, SMRG1_51240.2
OG0003470	Smp_333890.1	SMRG1_52790.2, SMRG1_52790.1, SMRG1_52790.4, SMRG1_52790.3, SMRG1_52790.5
OG0003471	Smp_066260.1	SMRG1_46390.1, SMRG1_46390.2
OG0003472	Smp_011710.1	SMRG1_8590.1
OG0003473	Smp_247530.1, Smp_247530.2	SMRG1_78370.1, SMRG1_78370.3, SMRG1_78370.2
OG0003474	Smp_139900.1	SMRG1_57230.1, SMRG1_57230.2
OG0003475	Smp_163220.1	SMRG1_24510.1
OG0003476	Smp_196920.1	SMRG1_43090.1, SMRG1_43090.2, SMRG1_43090.3
OG0003477	Smp_050880.2, Smp_050880.1	SMRG1_90350.1
OG0003478	Smp_304660.1, Smp_306210.1	SMRG1_6000.1, SMRG1_6000.2, SMRG1_6010.1, SMRG1_6010.2
OG0003479	Smp_141320.1	SMRG1_28110.1, SMRG1_28110.2, SMRG1_28110.3, SMRG1_28110.4, SMRG1_28110.5
OG0003480	Smp_000110.1	SMRG1_68270.1
OG0003481	Smp_162710.1	SMRG1_62190.1, SMRG1_62190.2
OG0003482	Smp_267090.1	SMRG1_88700.1, SMRG1_88700.2
OG0003483	Smp_336350.1	SMRG1_30470.1
OG0003484	Smp_242630.1	SMRG1_4120.1, SMRG1_4130.1
OG0003485	Smp_343680.1	SMRG1_84170.1
OG0003486	Smp_072560.1	SMRG1_41620.1
OG0003487	Smp_166980.1	SMRG1_52220.1, SMRG1_52220.2
OG0003489	Smp_096780.1	SMRG1_77310.1
OG0003490	Smp_011560.1	SMRG1_8480.1
OG0003491	Smp_340850.1	SMRG1_34070.2, SMRG1_34070.1, SMRG1_34070.3
OG0003492	Smp_018570.1	SMRG1_59770.1
OG0003493	Smp_317670.1, Smp_342590.1	SMRG1_92890.1
OG0003494	Smp_175660.1, Smp_175660.2	SMRG1_94390.1
OG0003495	Smp_139070.1	SMRG1_3970.1
OG0003496	Smp_160850.1	SMRG1_30440.1, SMRG1_30440.2
OG0003497	Smp_037460.1	SMRG1_56160.1
OG0003498	Smp_053160.1	SMRG1_70870.1, SMRG1_70870.2
OG0003499	Smp_129450.1	SMRG1_62690.1
OG0003500	Smp_026280.1, Smp_026280.2	SMRG1_63910.1, SMRG1_63910.2, SMRG1_63910.3
OG0003501	Smp_169610.1	SMRG1_77970.1, SMRG1_77970.3, SMRG1_77970.2
OG0003502	Smp_120080.1	SMRG1_88770.1, SMRG1_88770.2
OG0003503	Smp_172730.1	SMRG1_5510.2, SMRG1_5510.3, SMRG1_5510.1
OG0003504	Smp_054620.1, Smp_054620.2, Smp_054620.3	SMRG1_39010.1
OG0003505	Smp_172990.1	SMRG1_51800.1
OG0003506	Smp_061040.2	SMRG1_840.1
OG0003507	Smp_031220.1	SMRG1_3980.1, SMRG1_3980.2, SMRG1_3980.3, SMRG1_3980.4
OG0003508	Smp_027080.1	SMRG1_65410.1, SMRG1_65410.2, SMRG1_65410.3
OG0003509	Smp_142250.1	SMRG1_44230.1, SMRG1_44230.2
OG0003510	Smp_170230.1	SMRG1_860.1, SMRG1_860.2
OG0003511	Smp_018870.1	SMRG1_65280.1, SMRG1_65280.2
OG0003512	Smp_085520.1	SMRG1_83430.1
OG0003513	Smp_313310.1	SMRG1_76290.1, SMRG1_76290.2
OG0003514	Smp_246030.1	SMRG1_29010.1, SMRG1_29010.2, SMRG1_29010.3, SMRG1_29010.4, SMRG1_29010.5
OG0003515	Smp_033350.1	SMRG1_95250.1
OG0003516	Smp_023270.1	SMRG1_51590.1, SMRG1_51590.3, SMRG1_51590.2
OG0003517	Smp_346540.1	SMRG1_96800.1
OG0003518	Smp_247790.1	SMRG1_87630.1, SMRG1_87630.2, SMRG1_87630.3
OG0003519	Smp_068110.1	SMRG1_37810.1
OG0003520	Smp_160000.1	SMRG1_58360.1
OG0003521	Smp_061970.1	SMRG1_11330.1, SMRG1_11330.2
OG0003522	Smp_170690.1	SMRG1_80670.1, SMRG1_80670.2, SMRG1_80670.3
