Orthogroup	schistosoma_mansoni	schistosoma_rodhaini
OG0002974	Smp_342250.1, Smp_342250.2	SRDH2_38090.1, SRDH2_38090.2, SRDH2_38090.3
OG0002975	Smp_141650.1	SRDH2_32060.2, SRDH2_32060.3, SRDH2_32060.4, SRDH2_32060.1
OG0002976	Smp_052390.1	SRDH2_65110.1, SRDH2_65110.2
OG0002977	Smp_203480.1	SRDH2_8190.1, SRDH2_8190.2, SRDH2_8190.3, SRDH2_8190.4
OG0002979	Smp_333370.1	SRDH2_23200.1, SRDH2_23190.5, SRDH2_23190.3, SRDH2_23190.4
OG0002980	Smp_342750.1	SRDH2_29730.1
OG0002981	Smp_334230.1	SRDH2_77050.3, SRDH2_77050.1, SRDH2_77050.2
OG0002982	Smp_096900.1	SRDH2_54650.2
OG0002982	Smp_096900.1	SRDH2_54650.3
OG0002983	Smp_124350.2, Smp_124350.1	SRDH2_25090.1
OG0002983	Smp_124350.3	SRDH2_25090.2
OG0002984	Smp_210890.1	SRDH2_14710.1, SRDH2_14740.1
OG0002985	Smp_245420.1	SRDH2_2200.1
OG0002986	Smp_347630.1	SRDH2_10370.4, SRDH2_10370.1, SRDH2_10370.3, SRDH2_10370.2, SRDH2_10370.5
OG0002988	Smp_207020.1	SRDH2_96360.1, SRDH2_96360.2
OG0002989	Smp_147230.1	SRDH2_50180.1
OG0002990	Smp_158970.1	SRDH2_83140.1, SRDH2_83140.2, SRDH2_83140.3, SRDH2_83140.4, SRDH2_83140.5
OG0002991	Smp_034120.1	SRDH2_36570.1
OG0002992	Smp_153840.1	SRDH2_77760.4, SRDH2_77760.1, SRDH2_77760.3, SRDH2_77760.2
OG0002993	Smp_334570.1	SRDH2_86510.1, SRDH2_86510.2
OG0002994	Smp_151140.1	SRDH2_19760.6, SRDH2_19760.2, SRDH2_19760.1, SRDH2_19760.3, SRDH2_19760.4, SRDH2_19760.5
OG0002995	Smp_149460.1	SRDH2_93750.1
OG0002996	Smp_045930.1	SRDH2_15440.1
OG0002997	Smp_083020.1	SRDH2_38340.1
OG0002998	Smp_044060.1	SRDH2_44830.3, SRDH2_44830.4, SRDH2_44830.2, SRDH2_44830.1
OG0002999	Smp_029160.1	SRDH2_62000.1
OG0003000	Smp_069380.1	SRDH2_27420.1
OG0003001	Smp_159750.1	SRDH2_27370.1
OG0003002	Smp_066200.1	SRDH2_20040.1
OG0003003	Smp_010940.1	SRDH2_97080.1
OG0003004	Smp_042770.1	SRDH2_76950.5, SRDH2_76950.1, SRDH2_76950.2, SRDH2_76950.3, SRDH2_76950.4
OG0003005	Smp_044800.1	SRDH2_54910.2, SRDH2_54910.3, SRDH2_54910.1, SRDH2_54910.4
OG0003006	Smp_133450.1	SRDH2_88090.1
OG0003007	Smp_018790.1	SRDH2_62700.2, SRDH2_62700.5, SRDH2_62700.1, SRDH2_62700.3, SRDH2_62700.4
OG0003008	Smp_140560.1	SRDH2_36530.1
OG0003009	Smp_146140.1	SRDH2_6590.1
OG0003010	Smp_008610.1	SRDH2_74910.1
OG0003011	Smp_160830.1	SRDH2_30730.1, SRDH2_30730.2, SRDH2_30730.3, SRDH2_30730.4
OG0003012	Smp_075110.1	SRDH2_63150.1, SRDH2_63150.2, SRDH2_63150.3
OG0003013	Smp_130840.1	SRDH2_80220.1, SRDH2_80220.6, SRDH2_80220.7, SRDH2_80220.2, SRDH2_80220.4, SRDH2_80220.5, SRDH2_80220.3
OG0003014	Smp_343600.1	SRDH2_86720.1
OG0003015	Smp_161560.1	SRDH2_43650.1
OG0003016	Smp_043350.1	SRDH2_77430.1
OG0003017	Smp_066620.1	SRDH2_51000.1, SRDH2_51000.2, SRDH2_51000.3, SRDH2_51000.4, SRDH2_51000.5
OG0003018	Smp_144740.1	SRDH2_97910.1
OG0003019	Smp_135510.1	SRDH2_76410.1, SRDH2_76410.2
OG0003020	Smp_133250.1	SRDH2_29170.1
OG0003021	Smp_267320.1	SRDH2_86750.1
OG0003022	Smp_342020.1	SRDH2_25300.1, SRDH2_25300.2
OG0003023	Smp_143390.1	SRDH2_86670.1, SRDH2_86670.2
OG0003024	Smp_042210.1	SRDH2_79760.1
OG0003025	Smp_196230.1	SRDH2_37930.1
OG0003026	Smp_126080.1	SRDH2_35130.1
OG0003027	Smp_314290.1	SRDH2_17160.1
OG0003028	Smp_333050.1	SRDH2_10410.1, SRDH2_10400.1
OG0003029	Smp_026190.1	SRDH2_84170.1, SRDH2_84170.2, SRDH2_84170.3
OG0003030	Smp_163110.1	SRDH2_19990.1
OG0003031	Smp_040720.1	SRDH2_68200.2, SRDH2_68200.1, SRDH2_68200.3
OG0003032	Smp_346670.1	SRDH2_60540.1
OG0003033	Smp_133700.1	SRDH2_47620.1
OG0003034	Smp_345690.1	SRDH2_84650.4, SRDH2_84650.1, SRDH2_84650.2, SRDH2_84650.3
OG0003036	Smp_129250.1	SRDH2_86840.1, SRDH2_86840.2
OG0003037	Smp_050540.1	SRDH2_81440.6, SRDH2_81440.7, SRDH2_81440.1, SRDH2_81440.4, SRDH2_81440.3, SRDH2_81440.2, SRDH2_81440.8, SRDH2_81440.5
OG0003038	Smp_129990.1	SRDH2_53860.2, SRDH2_53860.3, SRDH2_53860.4, SRDH2_53860.1
OG0003039	Smp_131620.1	SRDH2_46930.1
OG0003040	Smp_024500.1	SRDH2_30460.1
OG0003041	Smp_152740.1	SRDH2_34860.1
OG0003042	Smp_196040.1	SRDH2_41090.3, SRDH2_41090.4, SRDH2_41090.5, SRDH2_41090.6, SRDH2_41090.1, SRDH2_41090.2, SRDH2_41090.7
OG0003043	Smp_146080.1	SRDH2_48640.2, SRDH2_48640.3, SRDH2_48640.1
OG0003044	Smp_093820.1	SRDH2_7940.1, SRDH2_7940.3, SRDH2_7940.4, SRDH2_7940.2
OG0003045	Smp_082710.1	SRDH2_52600.1
OG0003046	Smp_345700.1	SRDH2_52610.1, SRDH2_52610.2, SRDH2_52610.3, SRDH2_52610.7, SRDH2_52610.4, SRDH2_52610.5, SRDH2_52610.6
OG0003047	Smp_025150.1, Smp_025150.2	SRDH2_14870.4, SRDH2_14870.1, SRDH2_14870.5, SRDH2_14870.2, SRDH2_14870.3
OG0003048	Smp_303430.1, Smp_327500.1, Smp_331990.1	SRDH2_46230.1
OG0003048	Smp_327400.1	SRDH2_46370.1, SRDH2_46380.1, SRDH2_46360.1
OG0003049	Smp_327530.1, Smp_122820.1	SRDH2_46220.2, SRDH2_101810.1, SRDH2_46220.1, SRDH2_46310.1, SRDH2_46250.1, SRDH2_46400.1, SRDH2_46420.1
OG0003050	Smp_329650.1	SRDH2_80490.1, SRDH2_80490.2
OG0003051	Smp_098840.1	SRDH2_24810.1
OG0003052	Smp_213400.1	SRDH2_67200.1
OG0003053	Smp_333150.1	SRDH2_26950.2, SRDH2_26950.1, SRDH2_26950.3
OG0003054	Smp_128360.1	SRDH2_9100.2, SRDH2_9100.1, SRDH2_9100.3
OG0003055	Smp_170950.1	SRDH2_57860.2, SRDH2_57860.3, SRDH2_57860.4, SRDH2_57860.1
OG0003056	Smp_128660.1	SRDH2_8980.2, SRDH2_8980.3, SRDH2_8980.4, SRDH2_8980.6, SRDH2_8980.1, SRDH2_8980.5
OG0003057	Smp_136360.1	SRDH2_64920.1
OG0003058	Smp_009250.1	SRDH2_94950.1, SRDH2_94950.3, SRDH2_94950.4, SRDH2_94950.2
OG0003059	Smp_132740.1	SRDH2_33550.1, SRDH2_33550.2, SRDH2_33550.3
OG0003060	Smp_146580.1	SRDH2_54070.1, SRDH2_54070.2
OG0003061	Smp_179130.1	SRDH2_84210.1
OG0003061	Smp_179130.1	SRDH2_84210.2
OG0003062	Smp_345940.1	SRDH2_92910.1, SRDH2_92910.2
OG0003063	Smp_340720.1	SRDH2_18210.1
OG0003064	Smp_304890.1, Smp_304890.2	SRDH2_7960.2, SRDH2_7960.1, SRDH2_7960.3
OG0003065	Smp_166090.1	SRDH2_22190.1
OG0003066	Smp_140080.1	SRDH2_97400.2, SRDH2_97400.1
OG0003067	Smp_003940.1	SRDH2_25260.1
OG0003068	Smp_334300.1	SRDH2_78700.1
OG0003069	Smp_197180.1	SRDH2_71790.2, SRDH2_71790.4, SRDH2_71790.1, SRDH2_71790.3
OG0003070	Smp_005080.1	SRDH2_32810.3, SRDH2_32810.2, SRDH2_32810.1
OG0003071	Smp_132200.1	SRDH2_62330.2, SRDH2_62330.4, SRDH2_62330.1, SRDH2_62330.3, SRDH2_62330.5
OG0003072	Smp_149220.1	SRDH2_81460.1, SRDH2_81460.2
OG0003073	Smp_333570.1	SRDH2_65620.1
OG0003074	Smp_340610.1	SRDH2_60410.1
OG0003075	Smp_072890.1	SRDH2_58930.1, SRDH2_58930.2
OG0003076	Smp_315360.1	SRDH2_58990.1
OG0003077	Smp_340470.1	SRDH2_76440.1
OG0003079	Smp_170940.1	SRDH2_57820.1
OG0003080	Smp_165430.1	SRDH2_11370.1, SRDH2_11370.2
OG0003081	Smp_058650.1	SRDH2_12450.1, SRDH2_12450.3, SRDH2_12450.4, SRDH2_12450.2
OG0003082	Smp_013930.1	SRDH2_50860.1, SRDH2_50860.2, SRDH2_50860.3, SRDH2_50860.4
OG0003083	Smp_137000.1	SRDH2_81230.1, SRDH2_81230.2
OG0003084	Smp_344290.1	SRDH2_72840.1
OG0003085	Smp_165080.1	SRDH2_38830.1, SRDH2_38830.2, SRDH2_38830.3
OG0003086	Smp_079800.1	SRDH2_66430.1
OG0003087	Smp_139410.1	SRDH2_99330.1, SRDH2_99330.2
OG0003088	Smp_155000.1	SRDH2_21020.2, SRDH2_21020.1, SRDH2_21020.3
OG0003089	Smp_129820.1	SRDH2_19110.1, SRDH2_19110.2
OG0003090	Smp_342200.1	SRDH2_36640.1, SRDH2_36640.2
OG0003091	Smp_214210.1	SRDH2_96330.1, SRDH2_96330.2
OG0003092	Smp_330510.1	SRDH2_85830.1, SRDH2_85830.2
OG0003092	Smp_330530.1	SRDH2_85870.1
OG0003093	Smp_127990.1, Smp_127990.2	SRDH2_94000.1, SRDH2_94000.2, SRDH2_94000.3
OG0003094	Smp_243740.1	SRDH2_91460.1
OG0003094	Smp_347900.1, Smp_331590.1	SRDH2_92390.1
OG0003095	Smp_143550.1	SRDH2_48900.1
OG0003096	Smp_150860.1	SRDH2_77500.1, SRDH2_77500.2
OG0003097	Smp_168200.1	SRDH2_66610.3, SRDH2_66610.2, SRDH2_66610.4, SRDH2_66610.1, SRDH2_66610.5
OG0003098	Smp_151220.1	SRDH2_16280.1
OG0003098	Smp_323730.1	SRDH2_16290.1
OG0003099	Smp_344240.1	SRDH2_43390.1, SRDH2_43400.1
OG0003107	Smp_093430.1, Smp_093430.2	SRDH2_57770.1, SRDH2_57770.2
OG0003108	Smp_166040.1	SRDH2_26760.1, SRDH2_26760.3, SRDH2_26760.2, SRDH2_100310.1, SRDH2_26760.4
OG0003109	Smp_135210.1	SRDH2_15800.3, SRDH2_15800.1, SRDH2_15800.2
OG0003111	Smp_092280.1	SRDH2_73960.1
OG0003112	Smp_083930.1	SRDH2_68310.1
OG0003114	Smp_340060.1	SRDH2_90310.1, SRDH2_90310.2
OG0003115	Smp_126970.1	SRDH2_75620.2, SRDH2_75620.1, SRDH2_75620.4, SRDH2_75620.3
OG0003116	Smp_147120.1	SRDH2_91100.1
OG0003117	Smp_162770.1, Smp_162770.2	SRDH2_18980.1, SRDH2_18980.2
OG0003118	Smp_345780.2	SRDH2_40910.3, SRDH2_40910.1, SRDH2_40910.4, SRDH2_40910.5, SRDH2_40910.2
OG0003119	Smp_173640.1	SRDH2_34990.1
OG0003120	Smp_036060.1	SRDH2_74980.1
OG0003121	Smp_157000.1	SRDH2_1650.1
OG0003122	Smp_148120.1	SRDH2_530.1, SRDH2_530.6, SRDH2_530.3, SRDH2_530.8, SRDH2_530.5, SRDH2_530.2, SRDH2_530.4, SRDH2_530.7
OG0003123	Smp_336210.1	SRDH2_85810.1
OG0003123	Smp_333340.1, Smp_333340.2	SRDH2_85880.1
OG0003124	Smp_068530.1	SRDH2_92080.1
OG0003125	Smp_064050.1	SRDH2_76220.1
OG0003126	Smp_124760.1	SRDH2_19610.3, SRDH2_19610.1, SRDH2_19610.2
OG0003127	Smp_162260.1	SRDH2_88910.1
OG0003128	Smp_150550.1	SRDH2_84560.1
OG0003129	Smp_169550.1, Smp_322150.1	SRDH2_2990.4, SRDH2_2990.5, SRDH2_2990.1, SRDH2_2990.2, SRDH2_2990.3
OG0003130	Smp_035560.1	SRDH2_28330.1
OG0003131	Smp_348090.1	SRDH2_73310.1
OG0003133	Smp_167410.1	SRDH2_60880.2, SRDH2_60880.3, SRDH2_60880.1, SRDH2_60880.4
OG0003134	Smp_156950.1	SRDH2_85930.1
OG0003135	Smp_127580.1	SRDH2_33910.1, SRDH2_33910.2
OG0003136	Smp_068250.1	SRDH2_10530.1
OG0003137	Smp_152550.1	SRDH2_83690.1
OG0003138	Smp_334780.1	SRDH2_92290.1, SRDH2_92290.2, SRDH2_92290.3
OG0003139	Smp_147220.1	SRDH2_50160.1
OG0003140	Smp_012470.1	SRDH2_31370.2, SRDH2_31370.4, SRDH2_31370.5, SRDH2_31370.6, SRDH2_31370.1
OG0003141	Smp_075130.1	SRDH2_63170.2, SRDH2_63170.1
OG0003142	Smp_266770.1	SRDH2_78480.2, SRDH2_78480.3, SRDH2_78480.4, SRDH2_78480.5, SRDH2_78480.6, SRDH2_78480.1, SRDH2_78480.7
OG0003143	Smp_213510.1, Smp_213510.2	SRDH2_77580.1, SRDH2_77580.3, SRDH2_77580.4, SRDH2_77580.2
OG0003144	Smp_169380.1	SRDH2_39440.1, SRDH2_39440.2
OG0003145	Smp_143830.1	SRDH2_20320.1
OG0003146	Smp_027010.1	SRDH2_67160.1
OG0003147	Smp_159370.1	SRDH2_50010.1
OG0003148	Smp_341770.1	SRDH2_95960.1
OG0003149	Smp_021790.1	SRDH2_100550.6, SRDH2_100550.8, SRDH2_100550.9, SRDH2_57060.1, SRDH2_100500.1, SRDH2_100550.1, SRDH2_100550.2, SRDH2_100550.3, SRDH2_100550.4, SRDH2_100550.5, SRDH2_100550.7, SRDH2_57490.1
OG0003150	Smp_152510.1	SRDH2_80760.1, SRDH2_80760.3, SRDH2_80760.4, SRDH2_80760.2, SRDH2_80770.1, SRDH2_80760.5, SRDH2_80760.6
OG0003151	Smp_342040.1	SRDH2_50740.1
OG0003152	Smp_144550.1	SRDH2_37750.1
OG0003153	Smp_126920.1	SRDH2_75710.1
OG0003154	Smp_332480.1, Smp_332480.2	SRDH2_33250.1
OG0003155	Smp_149000.1	SRDH2_74640.6, SRDH2_74640.1, SRDH2_74640.10, SRDH2_74640.2, SRDH2_74640.3, SRDH2_74640.7, SRDH2_74640.4, SRDH2_74640.5, SRDH2_74640.8, SRDH2_74640.9
OG0003157	Smp_342480.1, Smp_342480.2	SRDH2_53610.1, SRDH2_53610.2
OG0003158	Smp_347550.1	SRDH2_93570.3, SRDH2_93570.4, SRDH2_93570.2, SRDH2_93570.1
OG0003159	Smp_180910.1	SRDH2_57370.1, SRDH2_57370.2
OG0003160	Smp_266830.2, Smp_266830.1	SRDH2_21100.1
OG0003161	Smp_016410.1	SRDH2_47900.2
OG0003161	Smp_016410.1	SRDH2_47900.3
OG0003162	Smp_154040.1, Smp_322920.1	SRDH2_9880.1
OG0003163	Smp_064600.1	SRDH2_1630.1
OG0003164	Smp_301430.1	SRDH2_35300.1, SRDH2_35300.2
OG0003165	Smp_343780.1	SRDH2_79530.1, SRDH2_79530.2
OG0003167	Smp_127920.1	SRDH2_97010.1, SRDH2_97010.2
OG0003168	Smp_168800.1	SRDH2_65230.1, SRDH2_65230.2
OG0003169	Smp_054330.1	SRDH2_16350.1
OG0003170	Smp_198850.1	SRDH2_18570.1
OG0003171	Smp_344180.1	SRDH2_72510.1, SRDH2_72510.2, SRDH2_72510.3, SRDH2_72510.4
OG0003172	Smp_026510.1	SRDH2_22540.1
OG0003173	Smp_125730.2	SRDH2_36830.1, SRDH2_36830.2
OG0003174	Smp_042920.1	SRDH2_77070.1
OG0003175	Smp_210090.1	SRDH2_97160.1
OG0003176	Smp_181870.1	SRDH2_72350.1
OG0003176	Smp_181870.1	SRDH2_72350.2
OG0003177	Smp_162010.1	SRDH2_26170.1, SRDH2_26170.2
OG0003178	Smp_126140.1	SRDH2_35350.1
OG0003179	Smp_343840.1	SRDH2_77210.1
OG0003180	Smp_007450.1	SRDH2_4350.1
OG0003181	Smp_315830.1, Smp_315830.2	SRDH2_34290.1, SRDH2_34290.2, SRDH2_34290.3, SRDH2_34290.5, SRDH2_34290.6, SRDH2_34290.4
OG0003182	Smp_104120.1	SRDH2_31570.2, SRDH2_31570.1
OG0003183	Smp_157200.1	SRDH2_15200.1, SRDH2_15200.2
OG0003184	Smp_035200.1	SRDH2_47340.1, SRDH2_28810.2, SRDH2_28810.3, SRDH2_28810.1
OG0003185	Smp_345000.1	SRDH2_73840.1
OG0003186	Smp_175590.1	SRDH2_30160.1
OG0003187	Smp_126910.1	SRDH2_75720.1
OG0003188	Smp_003710.1	SRDH2_84230.1
OG0003189	Smp_170450.1	SRDH2_58330.3, SRDH2_58330.4, SRDH2_58330.1, SRDH2_58330.2
OG0003190	Smp_137910.1	SRDH2_62060.1
OG0003191	Smp_324630.1	SRDH2_48170.1
OG0003192	Smp_029800.1	SRDH2_69830.1, SRDH2_69830.2
OG0003193	Smp_144560.1	SRDH2_37710.1
OG0003194	Smp_036980.1	SRDH2_71600.1
OG0003195	Smp_306630.1	SRDH2_18600.1, SRDH2_18600.2, SRDH2_18600.3, SRDH2_18600.4, SRDH2_18600.5
OG0003196	Smp_013460.1	SRDH2_63710.5, SRDH2_63710.2, SRDH2_63710.4, SRDH2_63710.1, SRDH2_63710.3
OG0003197	Smp_134500.1	SRDH2_98350.1
OG0003198	Smp_169040.1	SRDH2_51680.1
OG0003199	Smp_010710.1	SRDH2_96820.1
OG0003200	Smp_180070.1	SRDH2_10800.1
OG0003201	Smp_176350.1	SRDH2_13420.2, SRDH2_13420.1
OG0003202	Smp_096320.1	SRDH2_19000.1, SRDH2_19000.2, SRDH2_19000.3
OG0003203	Smp_016900.1	SRDH2_94540.1
OG0003204	Smp_243960.1	SRDH2_20690.1
OG0003205	Smp_121420.1	SRDH2_34230.1, SRDH2_34230.4, SRDH2_34230.2, SRDH2_34230.3, SRDH2_34230.5
OG0003206	Smp_084080.1	SRDH2_18140.1
OG0003207	Smp_145550.1	SRDH2_8570.1
OG0003208	Smp_132590.1	SRDH2_66790.2, SRDH2_66790.1
OG0003209	Smp_247520.1	SRDH2_80850.1
OG0003210	Smp_135870.1	SRDH2_14830.1
OG0003211	Smp_145320.1	SRDH2_76940.1
OG0003212	Smp_036500.1	SRDH2_5940.2, SRDH2_5940.1, SRDH2_5940.3, SRDH2_5940.4
OG0003213	Smp_007210.1	SRDH2_35190.1
OG0003214	Smp_155500.1	SRDH2_11800.1
OG0003215	Smp_011700.1	SRDH2_9230.1, SRDH2_9220.1
OG0003216	Smp_027850.1	SRDH2_67940.2, SRDH2_67940.1
OG0003217	Smp_132280.1	SRDH2_62440.3, SRDH2_62440.1, SRDH2_62440.4, SRDH2_62440.2
OG0003218	Smp_151780.1	SRDH2_59690.1
OG0003221	Smp_048260.1	SRDH2_39810.3, SRDH2_39810.1, SRDH2_39810.2
OG0003222	Smp_157930.1	SRDH2_20050.1, SRDH2_20050.2
OG0003223	Smp_176710.1	SRDH2_91610.2, SRDH2_91610.1
OG0003224	Smp_036180.1	SRDH2_32050.4, SRDH2_32050.5, SRDH2_32050.1, SRDH2_32050.2, SRDH2_32050.3
OG0003225	Smp_247880.1	SRDH2_91180.1
OG0003226	Smp_047200.1	SRDH2_12130.1
OG0003227	Smp_075140.1	SRDH2_63180.1, SRDH2_63180.2
OG0003228	Smp_158620.1	SRDH2_89810.1
OG0003229	Smp_007960.3, Smp_007960.1, Smp_007960.2	SRDH2_78020.1
OG0003230	Smp_131150.1	SRDH2_47720.1
OG0003231	Smp_146420.1	SRDH2_18280.4, SRDH2_18280.2, SRDH2_18280.3, SRDH2_18280.1
OG0003232	Smp_179610.1	SRDH2_11270.1
OG0003233	Smp_244130.1	SRDH2_22750.1, SRDH2_23260.1
OG0003234	Smp_137870.1	SRDH2_62090.1
OG0003235	Smp_013150.1	SRDH2_86830.1
OG0003236	Smp_030690.1	SRDH2_58810.1
OG0003237	Smp_245690.1	SRDH2_25640.1, SRDH2_25640.2, SRDH2_25640.3, SRDH2_25650.1
OG0003238	Smp_123640.1	SRDH2_66080.1
OG0003239	Smp_212250.1	SRDH2_83030.1, SRDH2_83030.3, SRDH2_83030.4, SRDH2_83030.5, SRDH2_83030.2
OG0003240	Smp_080550.1	SRDH2_8280.1
OG0003241	Smp_158520.2, Smp_158520.1	SRDH2_37430.1
OG0003242	Smp_105540.1	SRDH2_53060.1, SRDH2_53060.3, SRDH2_53060.7, SRDH2_53060.4, SRDH2_53060.2, SRDH2_53060.5, SRDH2_53060.6
OG0003243	Smp_128650.1	SRDH2_8960.1
OG0003244	Smp_344680.1, Smp_344680.2	SRDH2_54380.2, SRDH2_54380.1, SRDH2_54380.3, SRDH2_54380.4
OG0003245	Smp_044850.1	SRDH2_54880.1, SRDH2_54880.2, SRDH2_54880.3, SRDH2_54880.4, SRDH2_54880.5
OG0003246	Smp_012200.2	SRDH2_9020.3
OG0003246	Smp_012200.1	SRDH2_9020.1, SRDH2_9020.4, SRDH2_9020.5
OG0003247	Smp_061230.1	SRDH2_20960.1
OG0003248	Smp_345150.1, Smp_345150.3, Smp_345150.2	SRDH2_85520.1, SRDH2_85520.2, SRDH2_85520.3, SRDH2_85520.4
OG0003249	Smp_063260.1	SRDH2_65560.5, SRDH2_65560.4, SRDH2_65560.1, SRDH2_65560.3, SRDH2_65560.2
OG0003250	Smp_164730.1	SRDH2_71780.1
OG0003251	Smp_179290.1	SRDH2_89640.1, SRDH2_89640.2, SRDH2_100600.1
OG0003252	Smp_194770.1	SRDH2_42620.1, SRDH2_42620.2, SRDH2_42620.3, SRDH2_42620.4
OG0003253	Smp_123210.1	SRDH2_90350.1
OG0003254	Smp_057130.1	SRDH2_67950.8, SRDH2_67950.5, SRDH2_67950.2, SRDH2_67950.1, SRDH2_67950.4, SRDH2_67950.7, SRDH2_67950.3, SRDH2_67950.6
OG0003255	Smp_010720.1	SRDH2_96850.1
OG0003255	Smp_130370.1	SRDH2_96000.1
OG0003256	Smp_156870.1	SRDH2_86130.1
OG0003257	Smp_025360.1, Smp_025360.2	SRDH2_14690.1
OG0003258	Smp_337340.1	SRDH2_43640.1
OG0003259	Smp_171010.1	SRDH2_24170.1
OG0003259	Smp_171010.1	SRDH2_24170.2
OG0003260	Smp_143430.1	SRDH2_86600.2, SRDH2_86600.3, SRDH2_86600.1, SRDH2_86600.5, SRDH2_86600.4
OG0003261	Smp_315760.1	SRDH2_32240.1
OG0003262	Smp_055600.1	SRDH2_59680.1
OG0003263	Smp_030370.1	SRDH2_5060.1, SRDH2_5060.2, SRDH2_5020.1
OG0003264	Smp_135300.1	SRDH2_15990.1, SRDH2_15990.2, SRDH2_15990.3, SRDH2_15990.4, SRDH2_15990.5
OG0003265	Smp_170600.1	SRDH2_42290.4, SRDH2_42290.2, SRDH2_42290.3, SRDH2_42290.1
OG0003266	Smp_049970.1	SRDH2_74470.1
OG0003267	Smp_243930.1	SRDH2_20640.1
OG0003268	Smp_303000.1	SRDH2_43730.1
OG0003269	Smp_093850.1	SRDH2_78330.1, SRDH2_78330.5, SRDH2_78330.6, SRDH2_78330.2, SRDH2_78330.3, SRDH2_78330.4
OG0003270	Smp_105950.1	SRDH2_64200.1
OG0003271	Smp_047060.1	SRDH2_12100.1
OG0003272	Smp_009810.1	SRDH2_34080.1
OG0003273	Smp_025890.1	SRDH2_35730.1
OG0003274	Smp_071610.1	SRDH2_19350.1, SRDH2_19350.4, SRDH2_19350.2, SRDH2_19350.3
OG0003275	Smp_129560.1	SRDH2_25040.1
OG0003276	Smp_174810.1	SRDH2_63240.1
OG0003277	Smp_346200.1	SRDH2_35450.1, SRDH2_35450.2
OG0003278	Smp_142510.1	SRDH2_56710.1
OG0003279	Smp_043970.1	SRDH2_1850.1
OG0003280	Smp_042060.1	SRDH2_79950.1
OG0003281	Smp_173940.1	SRDH2_97760.2, SRDH2_97760.1
OG0003282	Smp_148450.1	SRDH2_53210.2, SRDH2_53210.1
OG0003283	Smp_041450.1	SRDH2_97990.4, SRDH2_97990.1, SRDH2_97990.3, SRDH2_97990.2
OG0003284	Smp_137940.1	SRDH2_62030.2, SRDH2_62030.1
OG0003285	Smp_099570.1	SRDH2_23310.1
OG0003286	Smp_159890.1	SRDH2_69220.1
OG0003288	Smp_100030.1	SRDH2_70060.2, SRDH2_70060.3, SRDH2_70060.4, SRDH2_70060.5, SRDH2_70060.1
OG0003289	Smp_244420.1	SRDH2_15180.1, SRDH2_15180.2, SRDH2_15180.3, SRDH2_15180.4, SRDH2_15180.5
OG0003290	Smp_079950.1	SRDH2_10700.1
OG0003291	Smp_074510.1	SRDH2_17720.1
OG0003292	Smp_086760.1, Smp_086760.2	SRDH2_87850.1
OG0003293	Smp_076630.1	SRDH2_27600.1
OG0003293	Smp_076630.1	SRDH2_27600.2
OG0003294	Smp_025620.1	SRDH2_35470.1
OG0003295	Smp_073570.1	SRDH2_26360.1, SRDH2_26360.2, SRDH2_26360.3
OG0003296	Smp_047500.1	SRDH2_55200.1
OG0003297	Smp_142300.1	SRDH2_18170.1
OG0003298	Smp_131690.1	SRDH2_47050.1
OG0003299	Smp_062630.1	SRDH2_79050.1
OG0003300	Smp_058410.1	SRDH2_12670.3, SRDH2_12670.1, SRDH2_12670.2
OG0003301	Smp_211160.1	SRDH2_44330.3, SRDH2_44330.1, SRDH2_44330.2
OG0003302	Smp_145650.1	SRDH2_8440.3, SRDH2_8440.2, SRDH2_8440.1, SRDH2_8440.4
OG0003303	Smp_210320.1	SRDH2_55300.1
OG0003304	Smp_142180.1	SRDH2_7180.1
OG0003305	Smp_346590.1	SRDH2_75780.3, SRDH2_75780.4, SRDH2_75780.1, SRDH2_75780.2
OG0003306	Smp_333950.1	SRDH2_57690.1, SRDH2_57690.2, SRDH2_57690.3
OG0003307	Smp_305200.1, Smp_314650.1	SRDH2_26550.1
OG0003309	Smp_015800.1	SRDH2_900.1
OG0003310	Smp_072090.1	SRDH2_49070.2
OG0003310	Smp_072090.1	SRDH2_49070.3
OG0003310	Smp_072090.1	SRDH2_49070.5
OG0003311	Smp_141430.1	SRDH2_92900.1, SRDH2_92900.2, SRDH2_92900.3
OG0003313	Smp_331980.1	SRDH2_55680.1, SRDH2_55680.2, SRDH2_55680.3
OG0003314	Smp_076910.1	SRDH2_27810.1
OG0003314	Smp_076910.2	SRDH2_27810.2
OG0003315	Smp_317550.1	SRDH2_36380.1
OG0003315	Smp_317550.1	SRDH2_36380.2
OG0003315	Smp_317550.1	SRDH2_36380.3
OG0003315	Smp_317550.1	SRDH2_36390.1
OG0003315	Smp_332240.1	SRDH2_36380.1
OG0003315	Smp_332240.1	SRDH2_36380.2
OG0003315	Smp_332240.1	SRDH2_36380.3
OG0003315	Smp_332240.1	SRDH2_36390.1
OG0003315	Smp_332245.1	SRDH2_36380.1
OG0003315	Smp_332245.1	SRDH2_36380.2
OG0003315	Smp_332245.1	SRDH2_36380.3
OG0003315	Smp_332245.1	SRDH2_36390.1
OG0003319	Smp_319900.1	SRDH2_40580.1
OG0003319	Smp_093710.1	SRDH2_40570.1
OG0003320	Smp_346000.1	SRDH2_57870.1
