Orthogroup	schistosoma_mansoni	schistosoma_japonicum
OG0004225	Smp_311050.1	EWB00_010870
OG0004226	Smp_055400.1	EWB00_002864
OG0004227	Smp_157160.1	EWB00_002695.1, EWB00_002695.4, EWB00_002695.2, EWB00_002695.3, EWB00_002695.5
OG0004228	Smp_181230.1	EWB00_003456, EWB00_003457
OG0004229	Smp_162040.1	EWB00_000302.1, EWB00_000302.2
OG0004231	Smp_312990.1	EWB00_009227.1, EWB00_009227.2
OG0004232	Smp_327970.1	EWB00_008741.1, EWB00_008741.3, EWB00_008741.2
OG0004233	Smp_337550.1	EWB00_002990.1, EWB00_002990.2
OG0004234	Smp_001030.1	EWB00_010062.1, EWB00_010062.2
OG0004235	Smp_078920.1	EWB00_005756
OG0004236	Smp_142780.1	EWB00_007493.3, EWB00_007493.1, EWB00_007493.2
OG0004237	Smp_163880.1	EWB00_008518
OG0004238	Smp_316180.1	EWB00_000006, EWB00_000003.2, EWB00_000003.1, EWB00_000003.3
OG0004239	Smp_332900.1	EWB00_001646.1, EWB00_001646.2
OG0004241	Smp_074900.1	EWB00_011135
OG0004242	Smp_199100.1	EWB00_007824
OG0004243	Smp_105020.1	EWB00_003386
OG0004244	Smp_314500.1	EWB00_000485
OG0004245	Smp_179350.1	EWB00_002065
OG0004246	Smp_162000.1	EWB00_002958, EWB00_006976
OG0004247	Smp_174880.1	EWB00_009244.1, EWB00_009244.2
OG0004248	Smp_307270.1	EWB00_002397.1, EWB00_002397.2
OG0004249	Smp_335710.1, Smp_201220.1	EWB00_000811.1, EWB00_000811.2
OG0004250	Smp_127870.1, Smp_127870.2	EWB00_000782.1, EWB00_000782.2
OG0004251	Smp_032770.1	EWB00_005124
OG0004252	Smp_332500.1	EWB00_003160.1, EWB00_003160.2
OG0004253	Smp_149430.1	EWB00_011399
OG0004255	Smp_028140.1	EWB00_006837
OG0004256	Smp_135890.1	EWB00_004688
OG0004257	Smp_123530.1	EWB00_010496
OG0004258	Smp_082800.1	EWB00_005402
OG0004259	Smp_163930.1	EWB00_008524.1, EWB00_008524.2
OG0004260	Smp_031710.1	EWB00_006655.5, EWB00_006655.3, EWB00_006655.4, EWB00_006655.1, EWB00_006655.2
OG0004261	Smp_139360.1, Smp_139360.2	EWB00_006653, EWB00_006652
OG0004262	Smp_346830.1	EWB00_001189.1, EWB00_001189.2
OG0004263	Smp_123710.1	EWB00_010217
OG0004264	Smp_155590.1	EWB00_002206.1, EWB00_002206.2
OG0004265	Smp_341100.1	EWB00_005568
OG0004266	Smp_342260.1, Smp_342260.2	EWB00_009108
OG0004267	Smp_124020.1	EWB00_004232
OG0004268	Smp_148010.1	EWB00_006147.1, EWB00_006147.2
OG0004269	Smp_210070.1	EWB00_009793
OG0004270	Smp_340090.1	EWB00_004040.1, EWB00_004040.2, EWB00_004040.3
OG0004271	Smp_045650.1	EWB00_007037
OG0004272	Smp_344190.1	EWB00_004533
OG0004273	Smp_158670.1	EWB00_009432, EWB00_009431
OG0004274	Smp_146340.1	EWB00_006499
OG0004275	Smp_023940.1, Smp_023940.2	EWB00_000981
OG0004276	Smp_139720.1	EWB00_002528
OG0004277	Smp_214170.1, Smp_214170.3, Smp_214170.2	EWB00_002045
OG0004278	Smp_212230.1	EWB00_003377
OG0004279	Smp_164990.1	EWB00_005057
OG0004281	Smp_041830.1	EWB00_007391.1, EWB00_007391.2
OG0004282	Smp_133370.1	EWB00_004932
OG0004283	Smp_148130.1	EWB00_003592
OG0004284	Smp_170380.1	EWB00_005137.2, EWB00_005137.3, EWB00_005137.1, EWB00_005137.4
OG0004285	Smp_141820.1	EWB00_010843
OG0004286	Smp_065150.1	EWB00_008739
OG0004287	Smp_135100.1	EWB00_000985.1, EWB00_000985.3, EWB00_000985.2
OG0004289	Smp_247240.1	EWB00_002831
OG0004290	Smp_074870.1	EWB00_011134.1, EWB00_011134.2
OG0004291	Smp_319100.1, Smp_319100.2	EWB00_004356.1, EWB00_004356.2
OG0004292	Smp_319110.1	EWB00_004357.1, EWB00_004357.2, EWB00_004357.3, EWB00_004357.4
OG0004293	Smp_137090.1	EWB00_008107
OG0004294	Smp_213080.1	EWB00_007236
OG0004295	Smp_340390.1	EWB00_009072.1, EWB00_009072.2, EWB00_009072.4, EWB00_009072.5, EWB00_009072.6, EWB00_009072.3, EWB00_009072.7, EWB00_009072.8
OG0004296	Smp_135350.1	EWB00_004809
OG0004297	Smp_139600.1	EWB00_008175.2, EWB00_008175.4, EWB00_008175.1, EWB00_008175.3
OG0004298	Smp_211270.1	EWB00_011277
OG0004299	Smp_214350.1	EWB00_004565.4, EWB00_004565.1, EWB00_004565.2, EWB00_004565.3
OG0004300	Smp_140610.1	EWB00_002171.1, EWB00_002171.2
OG0004301	Smp_074700.2, Smp_074700.1	EWB00_000078.1, EWB00_009937.1, EWB00_000078.2, EWB00_009937.2
OG0004302	Smp_135480.1	EWB00_007244.1, EWB00_007244.2
OG0004303	Smp_172130.1	EWB00_007975.1, EWB00_007975.2
OG0004304	Smp_075470.1	EWB00_003706
OG0004305	Smp_028060.1	EWB00_006845.1, EWB00_006845.2
OG0004306	Smp_012750.1, Smp_012750.2	EWB00_002903.1, EWB00_002903.2, EWB00_002903.3
OG0004307	Smp_246160.1	EWB00_007420.1, EWB00_007420.2
OG0004308	Smp_151480.1	EWB00_001246.1, EWB00_001246.2, EWB00_001246.3
OG0004309	Smp_126470.1	EWB00_006636
OG0004310	Smp_021290.1	EWB00_003433
OG0004311	Smp_303350.1, Smp_323350.1, Smp_323330.1, Smp_323360.1	EWB00_004207
OG0004312	Smp_059820.1	EWB00_003916
OG0004313	Smp_043200.1	EWB00_010552.1, EWB00_010552.2, EWB00_010552.3
OG0004314	Smp_342400.1	EWB00_010114.1, EWB00_010114.2
OG0004315	Smp_046550.1	EWB00_004874.1, EWB00_004874.2
OG0004316	Smp_011720.1	EWB00_003056.4
OG0004316	Smp_011720.1	EWB00_003056.5
OG0004319	Smp_115450.1	EWB00_008447.2, EWB00_008447.1, EWB00_008447.3, EWB00_008447.4, EWB00_008447.5, EWB00_008447.6, EWB00_008447.8, EWB00_008447.7
OG0004320	Smp_171370.1	EWB00_003470.1, EWB00_003470.2
OG0004321	Smp_053140.1	EWB00_009345.1, EWB00_009345.2
OG0004322	Smp_175430.1	EWB00_002651.1, EWB00_002651.2
OG0004323	Smp_047090.1	EWB00_009399
OG0004324	Smp_157080.1	EWB00_002380
OG0004325	Smp_210680.1	EWB00_000407, EWB00_000408
OG0004326	Smp_078090.1	EWB00_003880.1, EWB00_003880.2, EWB00_003880.3
OG0004327	Smp_028930.1, Smp_028930.2	EWB00_003833.1, EWB00_003833.2, EWB00_003833.3, EWB00_003833.4
OG0004328	Smp_127310.1	EWB00_004329
OG0004329	Smp_179650.1	EWB00_005252.3, EWB00_005252.1, EWB00_005252.2
OG0004330	Smp_009520.1	EWB00_006780.1, EWB00_006780.2
OG0004331	Smp_335210.1	EWB00_006125
OG0004332	Smp_144360.1	EWB00_004698
OG0004333	Smp_062640.1	EWB00_002012
OG0004334	Smp_068760.1	EWB00_002996.6, EWB00_002996.1, EWB00_002996.2, EWB00_002996.3, EWB00_002996.4, EWB00_002996.5
OG0004335	Smp_053510.1	EWB00_007170.1, EWB00_007170.2
OG0004336	Smp_248180.1	EWB00_006099
OG0004337	Smp_164190.1	EWB00_001554
OG0004338	Smp_059540.1	EWB00_006720
OG0004340	Smp_203630.1	EWB00_008452, EWB00_008450
OG0004341	Smp_040610.1	EWB00_006398.1, EWB00_006398.2
OG0004342	Smp_026820.1	EWB00_004746.1, EWB00_004746.2
OG0004343	Smp_314310.1	EWB00_008822.1, EWB00_008822.2, EWB00_008822.3
OG0004344	Smp_083450.1	EWB00_000498
OG0004345	Smp_098890.1, Smp_098890.2	EWB00_005181.1, EWB00_005181.2
OG0004346	Smp_138010.1	EWB00_005811
OG0004347	Smp_323430.1, Smp_323430.2	EWB00_008040.1, EWB00_008040.2
OG0004348	Smp_104890.1	EWB00_001287
OG0004350	Smp_157870.1	EWB00_005740.5, EWB00_005740.2, EWB00_005740.3, EWB00_005740.4, EWB00_005740.1
OG0004351	Smp_156960.1	EWB00_002616
OG0004352	Smp_342420.1	EWB00_007297
OG0004353	Smp_014570.1	EWB00_006811.1, EWB00_006811.2, EWB00_006811.3, EWB00_006811.5, EWB00_006811.4
OG0004354	Smp_327520.1, Smp_310090.1	EWB00_003621
OG0004355	Smp_164560.1	EWB00_008875
OG0004356	Smp_138470.1	EWB00_009797
OG0004357	Smp_160880.1	EWB00_002111.1, EWB00_002112, EWB00_002111.2, EWB00_006081
OG0004358	Smp_003860.1	EWB00_005243
OG0004359	Smp_176380.1	EWB00_003397.1, EWB00_003397.2, EWB00_003397.3
OG0004360	Smp_017470.1, Smp_017470.2	EWB00_004894.1, EWB00_004894.2, EWB00_004894.3, EWB00_004894.4
OG0004367	Smp_177020.1	EWB00_008937
OG0004369	Smp_154600.1	EWB00_004739.1, EWB00_004739.2, EWB00_004739.3
OG0004370	Smp_130470.1, Smp_130470.2	EWB00_006452
OG0004371	Smp_073200.1	EWB00_004616
OG0004372	Smp_306800.1	EWB00_001028, EWB00_001029
OG0004373	Smp_038700.1	EWB00_002705.1, EWB00_002705.2
OG0004374	Smp_245580.1	EWB00_009291, EWB00_009292
OG0004375	Smp_196400.1	EWB00_007078
OG0004376	Smp_012790.1	EWB00_002897.1, EWB00_002897.3, EWB00_002897.2
OG0004378	Smp_341300.2, Smp_341300.1	EWB00_000730.5, EWB00_000730.2, EWB00_000730.3, EWB00_000730.4, EWB00_000729, EWB00_000730.1
OG0004379	Smp_056780.1	EWB00_009233.2, EWB00_009233.3, EWB00_009233.1
OG0004380	Smp_096290.1	EWB00_005468.3, EWB00_005468.1, EWB00_005468.2
OG0004381	Smp_162760.1	EWB00_005465
OG0004382	Smp_061680.1	EWB00_004910.1, EWB00_004910.2
OG0004383	Smp_168350.1, Smp_010160.1	EWB00_000396.1, EWB00_000396.2
OG0004384	Smp_337220.1	EWB00_010979
OG0004385	Smp_093310.1	EWB00_006944.3, EWB00_006944.4
OG0004386	Smp_332270.1	EWB00_005886, EWB00_005885, EWB00_010124
OG0004387	Smp_340780.1	EWB00_011406
OG0004388	Smp_061500.1, Smp_037930.1	EWB00_003134.1, EWB00_003134.2, EWB00_003134.3
OG0004389	Smp_149180.1	EWB00_002280, EWB00_002279.1, EWB00_002279.2
OG0004390	Smp_341840.1	EWB00_011243
OG0004392	Smp_035410.1	EWB00_000094
OG0004393	Smp_043130.1	EWB00_010546.1, EWB00_010546.2
OG0004394	Smp_103470.1	EWB00_000211.1, EWB00_000211.2
OG0004395	Smp_145680.1	EWB00_007021, EWB00_007020
OG0004396	Smp_100080.1	EWB00_009764.1, EWB00_009764.4, EWB00_009764.5, EWB00_009764.2, EWB00_009764.3
OG0004397	Smp_103710.1	EWB00_000675.1, EWB00_000675.3, EWB00_000675.4, EWB00_000675.2
OG0004398	Smp_143220.1	EWB00_002703.1, EWB00_002703.2, EWB00_002703.3
OG0004399	Smp_152390.1	EWB00_008010
OG0004400	Smp_147070.1	EWB00_011420
OG0004401	Smp_163590.1, Smp_163590.2, Smp_076930.1, Smp_163590.3	EWB00_010890
OG0004402	Smp_337040.1	EWB00_004352.3, EWB00_004352.5, EWB00_004352.1, EWB00_004352.2, EWB00_004352.4
OG0004403	Smp_147790.1	EWB00_004090
OG0004404	Smp_245670.1	EWB00_007619.1, EWB00_007619.2
OG0004405	Smp_032280.1	EWB00_010337.1, EWB00_010337.2
OG0004406	Smp_006710.1	EWB00_008153.1, EWB00_008153.2, EWB00_008153.3
OG0004407	Smp_132730.1	EWB00_004274
OG0004408	Smp_344760.1	EWB00_004938, EWB00_004939
OG0004409	Smp_019130.1	EWB00_004288.1, EWB00_004288.2
OG0004410	Smp_127740.1	EWB00_008428
OG0004411	Smp_151380.1	EWB00_009530
OG0004412	Smp_013870.1	EWB00_005345.1, EWB00_005345.2
OG0004413	Smp_334790.1	EWB00_008309
OG0004414	Smp_171460.1	EWB00_002463
OG0004415	Smp_343960.1	EWB00_007613
OG0004416	Smp_055870.1, Smp_055870.2	EWB00_006537.2, EWB00_006537.3, EWB00_006537.1, EWB00_006537.4
OG0004417	Smp_000340.1	EWB00_005777
OG0004418	Smp_319810.1	EWB00_006993
OG0004419	Smp_242830.1	EWB00_000160.3, EWB00_000160.1, EWB00_000160.2, EWB00_000160.4
OG0004420	Smp_161540.1	EWB00_008261
OG0004421	Smp_004160.1	EWB00_005367
OG0004422	Smp_057650.1	EWB00_007893.1, EWB00_007893.2
OG0004423	Smp_128870.1	EWB00_007441
OG0004424	Smp_181270.1	EWB00_005100
OG0004425	Smp_300490.1	EWB00_005095
OG0004426	Smp_018930.1	EWB00_009877.1, EWB00_009877.2, EWB00_009877.3
OG0004428	Smp_131450.1, Smp_027610.1	EWB00_008106.1, EWB00_008106.2, EWB00_008106.3, EWB00_008106.4
OG0004429	Smp_121660.1	EWB00_000081
OG0004430	Smp_317760.1	EWB00_008320.1, EWB00_008320.2
OG0004431	Smp_052640.1	EWB00_001777, EWB00_001778
OG0004432	Smp_031680.1	EWB00_006662.1, EWB00_006662.2
OG0004433	Smp_126450.1	EWB00_010962
OG0004434	Smp_041050.1	EWB00_001277
OG0004435	Smp_139200.1	EWB00_009911
OG0004436	Smp_168170.1	EWB00_004110.1, EWB00_004110.2
OG0004437	Smp_093630.1	EWB00_003901
OG0004438	Smp_213960.1	EWB00_003904, EWB00_003903.1, EWB00_003903.2
OG0004439	Smp_244490.1	EWB00_009397.1, EWB00_009397.2
OG0004440	Smp_073500.1	EWB00_005114.1, EWB00_005114.2, EWB00_005114.3
OG0004441	Smp_244650.1	EWB00_004675
OG0004442	Smp_000640.1	EWB00_005803
OG0004443	Smp_028120.1	EWB00_006839
OG0004444	Smp_157300.1	EWB00_008748.1, EWB00_008748.2, EWB00_008748.3
OG0004445	Smp_157290.1	EWB00_008749.1, EWB00_008749.2, EWB00_008749.3
OG0004446	Smp_304720.1	EWB00_009634
OG0004447	Smp_036130.1	EWB00_000966.1, EWB00_000966.2, EWB00_000966.3
OG0004448	Smp_212180.1	EWB00_009044
OG0004449	Smp_033930.1	EWB00_007852.1, EWB00_007852.2
OG0004450	Smp_312900.1	EWB00_006615
OG0004451	Smp_090860.1	EWB00_006179
OG0004452	Smp_149050.1	EWB00_006117
OG0004453	Smp_003230.1	EWB00_000268.1, EWB00_000268.2, EWB00_000268.3
OG0004454	Smp_246540.1	EWB00_005900, EWB00_003332, EWB00_003334
OG0004455	Smp_212380.1	EWB00_000011
OG0004456	Smp_056350.1	EWB00_007717.1, EWB00_007717.2, EWB00_007717.3
OG0004457	Smp_198170.1, Smp_042700.1	EWB00_001372.1, EWB00_001372.2
OG0004458	Smp_332580.1	EWB00_006168.1, EWB00_006168.2
OG0004459	Smp_153270.1	EWB00_007202.1, EWB00_007202.2
OG0004460	Smp_137920.1	EWB00_011301.1, EWB00_011301.2, EWB00_011301.3
OG0004461	Smp_103540.1	EWB00_007375.1, EWB00_007375.2
OG0004462	Smp_013070.1	EWB00_007135
OG0004465	Smp_328410.1, Smp_047440.1	EWB00_008110.1, EWB00_008110.2
OG0004466	Smp_083030.1	EWB00_007864.1, EWB00_007864.3, EWB00_007864.2, EWB00_007864.4
OG0004467	Smp_128860.1	EWB00_007442.1, EWB00_007442.2
OG0004468	Smp_006810.1	EWB00_006193
OG0004469	Smp_210970.1	EWB00_009479
OG0004470	Smp_245520.2, Smp_245520.1, Smp_245520.3	EWB00_004092.1, EWB00_004092.2
OG0004471	Smp_180390.1	EWB00_000683
OG0004472	Smp_104270.1	EWB00_000682
OG0004473	Smp_071890.1	EWB00_010699
OG0004474	Smp_059350.1	EWB00_000206.1, EWB00_000206.2
OG0004475	Smp_154370.1	EWB00_003092
OG0004477	Smp_006720.1	EWB00_008152
OG0004478	Smp_162110.1	EWB00_011265
OG0004479	Smp_162360.1	EWB00_000065.1, EWB00_000065.2
OG0004480	Smp_157830.1	EWB00_000695
OG0004481	Smp_013690.1	EWB00_001109.1, EWB00_001109.2, EWB00_001109.3, EWB00_001109.4
OG0004482	Smp_146640.1	EWB00_003543
OG0004483	Smp_131060.1	EWB00_008965
OG0004484	Smp_154910.1	EWB00_007759.1, EWB00_007759.2, EWB00_007759.3
OG0004485	Smp_025160.1, Smp_025160.3, Smp_025160.2	EWB00_010013.1, EWB00_010013.2, EWB00_010013.3
OG0004486	Smp_158610.1	EWB00_007535, EWB00_007534
OG0004487	Smp_160490.1	EWB00_001548, EWB00_001549, EWB00_001550
OG0004488	Smp_138240.1	EWB00_000472
OG0004489	Smp_210480.2, Smp_210480.1, Smp_210480.3, Smp_210480.4	EWB00_000401.1, EWB00_000401.2
OG0004491	Smp_064040.1	EWB00_008231.1, EWB00_008231.2
OG0004492	Smp_212060.1	EWB00_010006.2, EWB00_010006.3, EWB00_010006.1, EWB00_010006.4, EWB00_010006.5
OG0004493	Smp_306710.1, Smp_306720.1	EWB00_001053.1, EWB00_001053.3, EWB00_001053.2
OG0004494	Smp_167430.1	EWB00_000500.1, EWB00_000500.3, EWB00_000500.2
OG0004495	Smp_315560.2, Smp_315570.1, Smp_315560.1	EWB00_000334
OG0004496	Smp_047610.1	EWB00_007747
OG0004497	Smp_210080.1	EWB00_005518
OG0004498	Smp_125130.1	EWB00_003756
OG0004499	Smp_105180.1, Smp_105180.2	EWB00_008375.2, EWB00_008375.3, EWB00_008375.1
OG0004500	Smp_055340.1	EWB00_008550.2, EWB00_008550.1
OG0004501	Smp_145110.1	EWB00_004556
OG0004502	Smp_124710.1	EWB00_006871
OG0004503	Smp_247940.1	EWB00_001870.1, EWB00_001870.3, EWB00_001870.2, EWB00_001869
OG0004504	Smp_024110.1	EWB00_002370
OG0004505	Smp_170020.1	EWB00_009468
OG0004506	Smp_032310.1	EWB00_010341.1, EWB00_010341.4, EWB00_010341.2, EWB00_010341.3, EWB00_010341.5
OG0004507	Smp_340770.1	EWB00_006498
OG0004508	Smp_245960.1	EWB00_000762.1, EWB00_000762.2
OG0004509	Smp_137410.1	EWB00_006840.1, EWB00_006840.2
OG0004510	Smp_172660.1	EWB00_004445.1, EWB00_004445.2
OG0004511	Smp_346530.1, Smp_346530.2	EWB00_009229.1, EWB00_009229.2, EWB00_009229.3
OG0004512	Smp_125260.1	EWB00_004797.1, EWB00_004797.2
OG0004513	Smp_159090.1	EWB00_008471
OG0004514	Smp_004000.1	EWB00_001126.1, EWB00_001126.2, EWB00_001126.3, EWB00_001126.4
OG0004515	Smp_176850.1	EWB00_005379.1, EWB00_005379.2
OG0004516	Smp_204230.1	EWB00_007624
OG0004517	Smp_029750.1	EWB00_000477
OG0004518	Smp_028430.1	EWB00_007335
OG0004519	Smp_138770.1	EWB00_003219
OG0004520	Smp_030150.1	EWB00_009798
OG0004521	Smp_147360.1	EWB00_009412
OG0004522	Smp_135160.1	EWB00_002358
OG0004524	Smp_345170.1	EWB00_003514.1, EWB00_003514.2, EWB00_003514.3, EWB00_003514.4
OG0004525	Smp_143350.1	EWB00_001573, EWB00_001572
OG0004526	Smp_245540.1, Smp_245540.2	EWB00_002551.1, EWB00_002551.2
OG0004527	Smp_055670.1	EWB00_002263.1, EWB00_002263.2
OG0004528	Smp_152220.1	EWB00_001135.1, EWB00_001135.2
OG0004529	Smp_213110.1	EWB00_010736
OG0004530	Smp_079220.1, Smp_348850.1	EWB00_007569
OG0004531	Smp_096720.1	EWB00_011021.1, EWB00_011021.3, EWB00_011021.4, EWB00_011021.2
OG0004532	Smp_050570.1, Smp_050570.2	EWB00_008108.2, EWB00_008108.6, EWB00_008108.1, EWB00_008108.3, EWB00_008108.4, EWB00_008108.5, EWB00_008108.7
OG0004533	Smp_340810.1	EWB00_006145.3, EWB00_006145.1, EWB00_006145.2
OG0004534	Smp_019430.1	EWB00_004260.1, EWB00_004260.2
OG0004536	Smp_246380.1	EWB00_004131.1, EWB00_004131.3, EWB00_004131.2
OG0004537	Smp_060180.1	EWB00_002456
OG0004538	Smp_333720.1	EWB00_008925
OG0004539	Smp_066430.1	EWB00_005815.1, EWB00_005815.2, EWB00_005815.3
OG0004540	Smp_003630.1	EWB00_004217
OG0004541	Smp_150960.1	EWB00_003484
OG0004542	Smp_343170.1, Smp_343170.2	EWB00_007340
OG0004543	Smp_021910.1	EWB00_007838
OG0004544	Smp_134100.1	EWB00_005591.1, EWB00_005591.2
OG0004545	Smp_347170.1	EWB00_001954.2, EWB00_001954.1, EWB00_001954.3
OG0004546	Smp_087340.1	EWB00_008253
OG0004547	Smp_150090.2, Smp_150090.3, Smp_150090.1	EWB00_006611.1, EWB00_006611.2
OG0004548	Smp_079560.1, Smp_054840.1	EWB00_006218.1, EWB00_006218.2
OG0004550	Smp_344160.1	EWB00_009517.1, EWB00_009517.2
OG0004551	Smp_346680.1, Smp_346680.2	EWB00_000013
OG0004552	Smp_322270.1, Smp_022540.1	EWB00_009075
OG0004553	Smp_144160.1	EWB00_002812
OG0004554	Smp_141220.1	EWB00_003267.1, EWB00_003267.2
OG0004555	Smp_104470.1	EWB00_004086, EWB00_007198
OG0004556	Smp_326400.1	EWB00_009297.1, EWB00_009297.2
OG0004557	Smp_145580.1	EWB00_009607
OG0004558	Smp_027400.1	EWB00_008189
OG0004559	Smp_056200.1	EWB00_001134.3, EWB00_001134.2, EWB00_001134.1
OG0004560	Smp_158360.1	EWB00_011044
OG0004561	Smp_132330.1	EWB00_011346
OG0004562	Smp_243900.1	EWB00_002515
OG0004563	Smp_069220.1	EWB00_008224.1, EWB00_008224.3, EWB00_008224.4, EWB00_008224.2
OG0004564	Smp_131400.1	EWB00_003176.2, EWB00_003176.3, EWB00_003176.1
OG0004565	Smp_039980.1	EWB00_008642.1, EWB00_008642.2
OG0004566	Smp_068350.1	EWB00_008397.3, EWB00_008397.1, EWB00_008397.2
OG0004567	Smp_073340.1	EWB00_004629.1
OG0004568	Smp_035270.1	EWB00_000090.1, EWB00_000090.4, EWB00_000090.3
OG0004569	Smp_176370.1	EWB00_009354
OG0004570	Smp_212560.1	EWB00_008073.1, EWB00_008073.2
OG0004571	Smp_201440.1	EWB00_006473.1, EWB00_006473.3, EWB00_006473.2
OG0004572	Smp_330380.1, Smp_213610.1	EWB00_003764
OG0004573	Smp_145350.1	EWB00_001363
OG0004574	Smp_162960.1	EWB00_010781
OG0004575	Smp_337630.1	EWB00_001014, EWB00_001013
OG0004576	Smp_328690.1	EWB00_001538
OG0004577	Smp_070110.1	EWB00_007276.5, EWB00_007276.6, EWB00_007276.1, EWB00_007276.2, EWB00_007276.3, EWB00_007276.4
OG0004578	Smp_243840.1	EWB00_005702.2, EWB00_005702.1
OG0004579	Smp_079730.1	EWB00_010395.1, EWB00_010395.2
OG0004580	Smp_105040.1	EWB00_003384.1, EWB00_003384.2, EWB00_003384.3
OG0004581	Smp_166280.1	EWB00_009688, EWB00_009689
OG0004582	Smp_029210.1, Smp_029210.2	EWB00_011291, EWB00_011292
OG0004583	Smp_007170.1	EWB00_002943.1, EWB00_002943.2, EWB00_002943.4, EWB00_002943.3
OG0004584	Smp_053560.1	EWB00_007161.1, EWB00_007161.2
OG0004585	Smp_173120.1	EWB00_002396.3, EWB00_002396.1, EWB00_002396.2, EWB00_002396.4
OG0004586	Smp_244020.1	EWB00_005458
OG0004587	Smp_334130.1	EWB00_006607, EWB00_006606
OG0004588	Smp_095680.1	EWB00_011004
OG0004589	Smp_175930.1	EWB00_005650
OG0004590	Smp_165760.1	EWB00_005513.1, EWB00_005513.2
OG0004591	Smp_333070.1	EWB00_003259.1, EWB00_003259.2
OG0004592	Smp_086710.1	EWB00_001351.1, EWB00_001351.2
OG0004593	Smp_173110.2, Smp_173110.1	EWB00_010878.1, EWB00_010878.2, EWB00_010878.3, EWB00_010878.4
OG0004594	Smp_058880.1	EWB00_011049.1, EWB00_011049.2, EWB00_011049.3
OG0004595	Smp_051320.1	EWB00_006433.1, EWB00_006433.3, EWB00_006433.4, EWB00_006433.2
OG0004596	Smp_246520.1, Smp_326150.1	EWB00_000391.1, EWB00_000391.2
OG0004597	Smp_066670.1	EWB00_004436.1, EWB00_004436.2, EWB00_004436.3
OG0004598	Smp_152790.1	EWB00_005974, EWB00_005975
OG0004599	Smp_305400.1	EWB00_000685
OG0004600	Smp_332720.1	EWB00_004919, EWB00_000032
OG0004601	Smp_193800.1	EWB00_007886
OG0004602	Smp_181150.1	EWB00_004728
OG0004603	Smp_133620.1	EWB00_002542
OG0004604	Smp_163000.1, Smp_324310.1	EWB00_005829.1, EWB00_005829.2
OG0004606	Smp_305030.1	EWB00_003058.3, EWB00_003058.1, EWB00_003058.2, EWB00_003058.4
OG0004608	Smp_025380.1	EWB00_000305, EWB00_009734
OG0004609	Smp_212870.1	EWB00_005018
OG0004610	Smp_150610.1	EWB00_000443
OG0004611	Smp_013440.1	EWB00_000543.1, EWB00_000543.2
OG0004612	Smp_340040.1	EWB00_010064
OG0004613	Smp_127120.1	EWB00_008576.3, EWB00_008576.4, EWB00_008576.1, EWB00_008576.2
OG0004614	Smp_097020.1	EWB00_002655
OG0004615	Smp_175920.1	EWB00_005653
OG0004616	Smp_186560.1	EWB00_010721.1, EWB00_010721.2
OG0004617	Smp_153340.1	EWB00_008474.1, EWB00_008474.2, EWB00_008474.3
OG0004618	Smp_209030.1	EWB00_005496.1, EWB00_005496.2
OG0004619	Smp_102920.1, Smp_102920.2	EWB00_004640, EWB00_006397
OG0004620	Smp_210790.1	EWB00_006960.4, EWB00_006960.1, EWB00_006960.2, EWB00_006960.3
OG0004621	Smp_301050.1, Smp_301050.2	EWB00_003744
OG0004622	Smp_059090.1	EWB00_011046.1, EWB00_011046.2
OG0004623	Smp_345230.1	EWB00_010145.5, EWB00_010145.6
OG0004624	Smp_103990.1	EWB00_003237.1, EWB00_003237.2
OG0004625	Smp_000700.1	EWB00_009858
OG0004626	Smp_154080.1, Smp_154080.2	EWB00_001882.2, EWB00_001882.1, EWB00_001882.3
OG0004627	Smp_172160.1	EWB00_007801
OG0004628	Smp_124840.1	EWB00_000038, EWB00_001469
OG0004629	Smp_149240.1	EWB00_001910
OG0004630	Smp_127750.1	EWB00_005895
OG0004631	Smp_026300.1, Smp_026300.2	EWB00_007111.1, EWB00_007111.2
OG0004632	Smp_341880.1	EWB00_010469
OG0004633	Smp_335730.1	EWB00_004811
OG0004634	Smp_142010.1	EWB00_001966
OG0004635	Smp_128170.1	EWB00_010815.1, EWB00_010815.2
OG0004636	Smp_244430.1	EWB00_002693.1, EWB00_002693.2
OG0004637	Smp_129970.1	EWB00_000153.6, EWB00_000153.1, EWB00_000153.2, EWB00_000153.5, EWB00_000153.4, EWB00_000153.3
OG0004638	Smp_079910.1	EWB00_009472.1, EWB00_009472.2
OG0004639	Smp_020800.1, Smp_020800.2	EWB00_004508.1, EWB00_004508.2
OG0004640	Smp_333290.1	EWB00_005003
OG0004641	Smp_009560.1	EWB00_006777.1, EWB00_006777.2, EWB00_006777.3, EWB00_006777.4
OG0004642	Smp_021070.1	EWB00_002539, EWB00_002538
OG0004643	Smp_165220.1	EWB00_009470
OG0004644	Smp_136740.1	EWB00_003656
OG0004645	Smp_085650.1	EWB00_008990.1, EWB00_008990.2
OG0004646	Smp_042790.1	EWB00_001366.3, EWB00_001366.2, EWB00_001366.4, EWB00_001366.5, EWB00_001366.1
OG0004647	Smp_136010.1	EWB00_009741.1, EWB00_009741.2
OG0004648	Smp_134640.1	EWB00_003682.1, EWB00_003682.2, EWB00_003682.3, EWB00_003682.4
OG0004649	Smp_052710.1	EWB00_001768
OG0004650	Smp_151670.1	EWB00_002858.3, EWB00_002858.2, EWB00_002858.1
OG0004651	Smp_347190.1	EWB00_009404
