Orthogroup	schistosoma_mansoni	fasciola_hepatica
OG0003463	Smp_212490.1	FhHiC23_g3885.t1, FhHiC23_g3885.t2, FhHiC23_g3885.t3
OG0003464	Smp_344500.1, Smp_344500.2	FhHiC23_g3469.t1, FhHiC23_g3469.t2
OG0003465	Smp_212540.1	FhHiC23_g7798.t1
OG0003466	Smp_165850.1	FhHiC23_g11094.t1
OG0003467	Smp_347570.1, Smp_210280.1	FhHiC23_g2691.t1
OG0003468	Smp_309680.1, Smp_309690.1	FhHiC23_g8277.t1
OG0003469	Smp_001530.1	FhHiC23_g201.t1
OG0003470	Smp_333890.1	FhHiC23_g785.t1
OG0003471	Smp_066260.1	FhHiC23_g1184.t1, FhHiC23_g1184.t2
OG0003472	Smp_011710.1	FhHiC23_g13198.t1
OG0003473	Smp_247530.1, Smp_247530.2	FhHiC23_g2912.t3, FhHiC23_g2912.t4, FhHiC23_g2912.t1, FhHiC23_g2912.t2
OG0003474	Smp_139900.1	FhHiC23_g361.t1
OG0003475	Smp_163220.1	FhHiC23_g5061.t1, FhHiC23_g5067.t1
OG0003476	Smp_196920.1	FhHiC23_g14574.t1
OG0003477	Smp_050880.2, Smp_050880.1	FhHiC23_g16404.t2, FhHiC23_g16404.t3, FhHiC23_g16404.t1
OG0003478	Smp_304660.1, Smp_306210.1	FhHiC23_g12628.t1
OG0003479	Smp_141320.1	FhHiC23_g9469.t3, FhHiC23_g9469.t2, FhHiC23_g9469.t1
OG0003480	Smp_000110.1	FhHiC23_g8174.t1
OG0003481	Smp_162710.1	FhHiC23_g7920.t1, FhHiC23_g16236.t1, FhHiC23_g16237.t1
OG0003482	Smp_267090.1	FhHiC23_g16064.t1
OG0003483	Smp_336350.1	FhHiC23_g6508.t1
OG0003484	Smp_242630.1	FhHiC23_g13210.t1
OG0003485	Smp_343680.1	FhHiC23_g4071.t1
OG0003486	Smp_072560.1	FhHiC23_g4072.t1
OG0003487	Smp_166980.1	FhHiC23_g2355.t1
OG0003488	Smp_047240.1	FhHiC23_g12136.t1, FhHiC23_g12136.t2, FhHiC23_g12133.t1, FhHiC23_g12133.t2
OG0003489	Smp_096780.1	FhHiC23_g3429.t1, FhHiC23_g3428.t1
OG0003490	Smp_011560.1	FhHiC23_g13645.t1
OG0003491	Smp_340850.1	FhHiC23_g6569.t1
OG0003492	Smp_018570.1	FhHiC23_g7320.t1
OG0003493	Smp_317670.1, Smp_342590.1	FhHiC23_g16269.t2, FhHiC23_g16269.t1
OG0003494	Smp_175660.1, Smp_175660.2	FhHiC23_g9930.t1, FhHiC23_g9930.t2
OG0003495	Smp_139070.1	FhHiC23_g13596.t1
OG0003496	Smp_160850.1	FhHiC23_g6505.t2, FhHiC23_g6505.t1, FhHiC23_g6602.t1
OG0003497	Smp_037460.1	FhHiC23_g2425.t1, FhHiC23_g2425.t2
OG0003498	Smp_053160.1	FhHiC23_g1737.t1
OG0003499	Smp_129450.1	FhHiC23_g7332.t2, FhHiC23_g7332.t3, FhHiC23_g7332.t1
OG0003500	Smp_026280.1, Smp_026280.2	FhHiC23_g7396.t1
OG0003501	Smp_169610.1	FhHiC23_g3275.t2, FhHiC23_g3275.t1
OG0003502	Smp_120080.1	FhHiC23_g16267.t1
OG0003503	Smp_172730.1	FhHiC23_g12713.t1, FhHiC23_g12713.t2
OG0003504	Smp_054620.1, Smp_054620.2, Smp_054620.3	FhHiC23_g5661.t1
OG0003505	Smp_172990.1	FhHiC23_g90.t1
OG0003506	Smp_061040.2, Smp_061040.1	FhHiC23_g12930.t1
OG0003507	Smp_031220.1	FhHiC23_g12669.t1
OG0003508	Smp_027080.1	FhHiC23_g6868.t1
OG0003509	Smp_142250.1	FhHiC23_g14145.t1
OG0003510	Smp_170230.1	FhHiC23_g13856.t1, FhHiC23_g13686.t1
OG0003511	Smp_018870.1	FhHiC23_g8142.t2, FhHiC23_g8142.t1
OG0003512	Smp_085520.1	FhHiC23_g3834.t1
OG0003513	Smp_313310.1	FhHiC23_g3091.t1, FhHiC23_g3091.t2, FhHiC23_g3091.t3
OG0003514	Smp_246030.1	FhHiC23_g5697.t1, FhHiC23_g5697.t2
OG0003515	Smp_033350.1	FhHiC23_g15675.t1, FhHiC23_g15684.t1
OG0003516	Smp_023270.1	FhHiC23_g37.t1
OG0003517	Smp_346540.1	FhHiC23_g9198.t1, FhHiC23_g9198.t2
OG0003518	Smp_247790.1	FhHiC23_g16345.t1
OG0003519	Smp_068110.1	FhHiC23_g6817.t1
OG0003520	Smp_160000.1	FhHiC23_g8159.t1
OG0003521	Smp_061970.1	FhHiC23_g12090.t1
OG0003522	Smp_170690.1	FhHiC23_g1674.t1
OG0003523	Smp_212140.1	FhHiC23_g1745.t1
OG0003524	Smp_013360.1, Smp_013360.2	FhHiC23_g7552.t2, FhHiC23_g7552.t1
OG0003525	Smp_198680.1, Smp_198680.2	FhHiC23_g12944.t1
OG0003526	Smp_200410.1	FhHiC23_g6354.t2, FhHiC23_g6354.t1
OG0003527	Smp_055760.1	FhHiC23_g2525.t1, FhHiC23_g2525.t2
OG0003528	Smp_015530.1	FhHiC23_g12491.t1, FhHiC23_g12723.t2, FhHiC23_g12723.t1, FhHiC23_g12203.t1, FhHiC23_g16515.t1
OG0003529	Smp_121320.1	FhHiC23_g13907.t2, FhHiC23_g13907.t1
OG0003530	Smp_138290.1	FhHiC23_g7804.t1
OG0003531	Smp_214290.1	FhHiC23_g12389.t1
OG0003532	Smp_043500.1, Smp_043500.2	FhHiC23_g13658.t2, FhHiC23_g13658.t1
OG0003533	Smp_345270.1	FhHiC23_g542.t1, FhHiC23_g542.t2
OG0003534	Smp_172210.1, Smp_172210.2, Smp_172210.3	FhHiC23_g4392.t1, FhHiC23_g4392.t2
OG0003535	Smp_097590.1	FhHiC23_g9402.t1
OG0003536	Smp_132350.1	FhHiC23_g6908.t2, FhHiC23_g6908.t1
OG0003537	Smp_167450.1	FhHiC23_g8472.t3, FhHiC23_g8472.t1, FhHiC23_g8472.t2
OG0003538	Smp_026560.1	FhHiC23_g291.t1, FhHiC23_g292.t1
OG0003538	Smp_026560.2	FhHiC23_g15629.t2
OG0003539	Smp_329600.1	FhHiC23_g3144.t1, FhHiC23_g3145.t1
OG0003540	Smp_093100.1, Smp_348830.1	FhHiC23_g13504.t1, FhHiC23_g13504.t2
OG0003541	Smp_074140.1	FhHiC23_g16826.t1, FhHiC23_g16826.t2
OG0003542	Smp_063390.1	FhHiC23_g8438.t1
OG0003543	Smp_046880.1	FhHiC23_g1923.t1, FhHiC23_g1924.t1
OG0003544	Smp_171280.1	FhHiC23_g486.t1
OG0003545	Smp_076040.1	FhHiC23_g11795.t1
OG0003547	Smp_304870.1	FhHiC23_g13042.t1
OG0003548	Smp_345530.1	FhHiC23_g15345.t1
OG0003549	Smp_080730.1	FhHiC23_g16347.t1
OG0003550	Smp_246990.1	FhHiC23_g4966.t1, FhHiC23_g4967.t1
OG0003551	Smp_243210.1	FhHiC23_g7103.t1
OG0003552	Smp_307730.1, Smp_307730.2	FhHiC23_g7208.t1
OG0003553	Smp_346090.1	FhHiC23_g7376.t1
OG0003554	Smp_340030.1	FhHiC23_g7526.t1
OG0003577	Smp_135080.1	FhHiC23_g14809.t2, FhHiC23_g14809.t1, FhHiC23_g14809.t3
OG0003578	Smp_318320.1	FhHiC23_g9390.t1
OG0003579	Smp_121430.1	FhHiC23_g14411.t1, FhHiC23_g14410.t1
OG0003580	Smp_054340.1	FhHiC23_g11768.t1
OG0003581	Smp_169180.1	FhHiC23_g4837.t2, FhHiC23_g4837.t1, FhHiC23_g4837.t3
OG0003582	Smp_349410.1	FhHiC23_g8386.t1, FhHiC23_g8388.t1
OG0003583	Smp_242530.1, Smp_242530.2, Smp_242530.3	FhHiC23_g13274.t1
OG0003584	Smp_174780.1	FhHiC23_g7561.t1
OG0003585	Smp_321250.1	FhHiC23_g4051.t1
OG0003586	Smp_075870.1	FhHiC23_g14051.t1
OG0003587	Smp_165460.1	FhHiC23_g11480.t2, FhHiC23_g11480.t1
OG0003588	Smp_038965.1, Smp_038980.1	FhHiC23_g11722.t1
OG0003589	Smp_198190.1	FhHiC23_g3204.t1, FhHiC23_g3205.t1
OG0003590	Smp_006195.1, Smp_342170.1	FhHiC23_g12301.t1, FhHiC23_g12301.t2
OG0003591	Smp_124460.1	FhHiC23_g6986.t1
OG0003592	Smp_343130.1	FhHiC23_g2464.t1, FhHiC23_g2464.t2
OG0003593	Smp_114160.1	FhHiC23_g5817.t1, FhHiC23_g5817.t2
OG0003594	Smp_024360.1	FhHiC23_g15075.t1
OG0003595	Smp_166200.1	FhHiC23_g3799.t2, FhHiC23_g3799.t1, FhHiC23_g8001.t1
OG0003596	Smp_148400.1, Smp_148400.2	FhHiC23_g523.t1, FhHiC23_g523.t2
OG0003597	Smp_334160.1, Smp_334160.2	FhHiC23_g2322.t1
OG0003598	Smp_000050.1	FhHiC23_g5777.t1, FhHiC23_g5777.t2
OG0003599	Smp_157230.1	FhHiC23_g10643.t1, FhHiC23_g10643.t2
OG0003600	Smp_246330.1	FhHiC23_g12565.t1
OG0003601	Smp_097730.1	FhHiC23_g9713.t1
OG0003602	Smp_342670.1	FhHiC23_g7579.t1
OG0003603	Smp_248170.1	FhHiC23_g2283.t1
OG0003604	Smp_347210.1	FhHiC23_g12486.t1
OG0003605	Smp_060170.1	FhHiC23_g11683.t1, FhHiC23_g11683.t2
OG0003606	Smp_083150.1	FhHiC23_g5553.t1
OG0003607	Smp_159450.1	FhHiC23_g15477.t1, FhHiC23_g15479.t1
OG0003608	Smp_132620.1	FhHiC23_g6344.t1
OG0003609	Smp_159570.1	FhHiC23_g5772.t1
OG0003610	Smp_138890.3, Smp_138890.1, Smp_138890.2	FhHiC23_g15972.t1
OG0003611	Smp_043780.1	FhHiC23_g1399.t1
OG0003612	Smp_333520.1, Smp_167470.1	FhHiC23_g7366.t1
OG0003613	Smp_100110.1	FhHiC23_g7875.t1
OG0003614	Smp_004440.1	FhHiC23_g8173.t1
OG0003615	Smp_332550.1, Smp_332550.2	FhHiC23_g5727.t1, FhHiC23_g5653.t1, FhHiC23_g5653.t2
OG0003616	Smp_323920.1	FhHiC23_g10961.t1, FhHiC23_g10961.t2
OG0003617	Smp_246900.1	FhHiC23_g8528.t1
OG0003618	Smp_176430.1	FhHiC23_g9752.t1
OG0003619	Smp_079920.1	FhHiC23_g13105.t1
OG0003620	Smp_065290.1	FhHiC23_g3316.t1
OG0003621	Smp_145740.1	FhHiC23_g2223.t1, FhHiC23_g2223.t2
OG0003622	Smp_316800.1, Smp_102340.1	FhHiC23_g4004.t1, FhHiC23_g2095.t1
OG0003623	Smp_004170.1	FhHiC23_g406.t1
OG0003624	Smp_017890.1	FhHiC23_g12955.t1
OG0003625	Smp_174690.1	FhHiC23_g16381.t1
OG0003626	Smp_081820.1	FhHiC23_g3677.t1
OG0003627	Smp_334630.1	FhHiC23_g3675.t1
OG0003628	Smp_025700.1	FhHiC23_g6142.t1
OG0003629	Smp_053470.1	FhHiC23_g12079.t1
OG0003630	Smp_332470.1	FhHiC23_g6475.t1
OG0003631	Smp_055130.1	FhHiC23_g2763.t1
OG0003632	Smp_144450.1, Smp_144450.2	FhHiC23_g8058.t1
OG0003633	Smp_128750.1	FhHiC23_g1329.t1
OG0003634	Smp_343750.1	FhHiC23_g2686.t1, FhHiC23_g2686.t2
OG0003635	Smp_095650.1	FhHiC23_g1014.t1
OG0003636	Smp_336730.1	FhHiC23_g2794.t3, FhHiC23_g2794.t1, FhHiC23_g2794.t2, FhHiC23_g2794.t4
OG0003637	Smp_000320.1	FhHiC23_g7042.t1
OG0003638	Smp_245900.1	FhHiC23_g1854.t3, FhHiC23_g1854.t2, FhHiC23_g1854.t4, FhHiC23_g1854.t1, FhHiC23_g1854.t5
OG0003639	Smp_044810.1	FhHiC23_g1855.t1, FhHiC23_g1855.t2
OG0003640	Smp_245290.1	FhHiC23_g13721.t1, FhHiC23_g13721.t2
OG0003641	Smp_053640.1, Smp_053640.2	FhHiC23_g2336.t1
OG0003642	Smp_336050.1	FhHiC23_g1892.t1, FhHiC23_g1892.t2, FhHiC23_g1893.t1
OG0003643	Smp_168520.1	FhHiC23_g813.t1
OG0003644	Smp_045730.1	FhHiC23_g15197.t1, FhHiC23_g15197.t2
OG0003645	Smp_213020.1	FhHiC23_g1805.t1, FhHiC23_g1805.t2
OG0003646	Smp_154830.1	FhHiC23_g2863.t1
OG0003647	Smp_244380.1	FhHiC23_g11109.t1
OG0003648	Smp_165840.1	FhHiC23_g11942.t1
OG0003649	Smp_160780.1	FhHiC23_g5642.t1, FhHiC23_g5642.t2
OG0003650	Smp_306180.1	FhHiC23_g15527.t1
OG0003651	Smp_001560.1	FhHiC23_g2200.t1, FhHiC23_g2200.t2
OG0003652	Smp_318800.1	FhHiC23_g498.t1, FhHiC23_g492.t2, FhHiC23_g492.t1
OG0003653	Smp_213920.1, Smp_213930.1	FhHiC23_g5806.t1
OG0003654	Smp_138430.1	FhHiC23_g7901.t1
OG0003655	Smp_173180.1	FhHiC23_g4622.t1, FhHiC23_g4622.t2
OG0003656	Smp_036020.1, Smp_036020.2	FhHiC23_g2531.t1
OG0003657	Smp_304220.1, Smp_304210.1	FhHiC23_g13346.t2, FhHiC23_g13346.t1
OG0003658	Smp_211060.1	FhHiC23_g762.t1
OG0003659	Smp_165340.1	FhHiC23_g14187.t1, FhHiC23_g14187.t2, FhHiC23_g3410.t1, FhHiC23_g3410.t2
OG0003660	Smp_213750.1	FhHiC23_g379.t1, FhHiC23_g379.t2, FhHiC23_g379.t3
OG0003661	Smp_146630.1	FhHiC23_g1834.t1
OG0003662	Smp_085910.1	FhHiC23_g9741.t1, FhHiC23_g7440.t1, FhHiC23_g14189.t1
OG0003663	Smp_241510.1	FhHiC23_g1349.t1, FhHiC23_g1349.t2, FhHiC23_g1349.t3
OG0003664	Smp_213220.1, Smp_213220.2, Smp_213230.1	FhHiC23_g1431.t1, FhHiC23_g1431.t2
OG0003665	Smp_146690.1	FhHiC23_g2840.t1
OG0003666	Smp_347290.1	FhHiC23_g7543.t1, FhHiC23_g272.t1, FhHiC23_g7543.t2
OG0003667	Smp_060290.1	FhHiC23_g10839.t1
OG0003668	Smp_146400.2, Smp_146400.1	FhHiC23_g1580.t1
OG0003669	Smp_137720.1	FhHiC23_g989.t1, FhHiC23_g995.t1
OG0003670	Smp_181490.1	FhHiC23_g4525.t1, FhHiC23_g4525.t2
OG0003671	Smp_247810.1	FhHiC23_g3132.t1
OG0003672	Smp_140110.1	FhHiC23_g9327.t1
OG0003673	Smp_165720.1, Smp_165720.2	FhHiC23_g16680.t1, FhHiC23_g16680.t2
OG0003674	Smp_305430.1	FhHiC23_g5968.t1
OG0003675	Smp_340980.1, Smp_063380.1	FhHiC23_g4528.t1, FhHiC23_g4528.t2
OG0003676	Smp_140040.1, Smp_140040.2	FhHiC23_g9036.t1
OG0003677	Smp_344410.1	FhHiC23_g3169.t4, FhHiC23_g3169.t3, FhHiC23_g3169.t2, FhHiC23_g3169.t1
OG0003678	Smp_346630.1	FhHiC23_g5499.t1
OG0003679	Smp_131770.1, Smp_131770.2	FhHiC23_g14318.t1
OG0003680	Smp_083790.1	FhHiC23_g4875.t1
OG0003681	Smp_123280.1	FhHiC23_g16438.t2, FhHiC23_g16438.t1
OG0003682	Smp_043210.1	FhHiC23_g328.t1
OG0003683	Smp_133800.1	FhHiC23_g13387.t1
OG0003684	Smp_034430.1	FhHiC23_g5679.t1
OG0003685	Smp_084600.1	FhHiC23_g14159.t1
OG0003686	Smp_147020.1	FhHiC23_g16597.t1, FhHiC23_g16597.t2
OG0003687	Smp_172240.1	FhHiC23_g16129.t1
OG0003688	Smp_101370.2, Smp_101370.1	FhHiC23_g4126.t2, FhHiC23_g4126.t1
OG0003689	Smp_106060.1	FhHiC23_g7428.t1
OG0003690	Smp_316380.1	FhHiC23_g1766.t1, FhHiC23_g1768.t1
OG0003691	Smp_031730.1	FhHiC23_g9828.t1, FhHiC23_g9829.t1
OG0003692	Smp_141680.1	FhHiC23_g14022.t1
OG0003693	Smp_012380.1	FhHiC23_g1564.t1
OG0003694	Smp_171070.1	FhHiC23_g10214.t1
OG0003695	Smp_336330.1	FhHiC23_g7157.t1
OG0003696	Smp_176100.1, Smp_176100.2	FhHiC23_g2315.t1, FhHiC23_g2315.t2
OG0003697	Smp_342820.1	FhHiC23_g12513.t1, FhHiC23_g12511.t1
OG0003698	Smp_344520.1	FhHiC23_g5224.t1
OG0003699	Smp_033680.1	FhHiC23_g6416.t1
OG0003700	Smp_131700.1	FhHiC23_g182.t1, FhHiC23_g182.t2
OG0003701	Smp_337370.1	FhHiC23_g3667.t1, FhHiC23_g3667.t2
OG0003702	Smp_342600.1	FhHiC23_g14939.t1
OG0003703	Smp_305875.1, Smp_305875.2	FhHiC23_g11314.t1
OG0003704	Smp_093580.1	FhHiC23_g6117.t1
OG0003705	Smp_118220.1	FhHiC23_g5286.t1
OG0003706	Smp_098450.1	FhHiC23_g16620.t1
OG0003708	Smp_162620.1	FhHiC23_g7630.t1, FhHiC23_g7630.t2
OG0003709	Smp_176200.1	FhHiC23_g13326.t1
OG0003710	Smp_347110.1	FhHiC23_g6588.t1
OG0003711	Smp_000660.1	FhHiC23_g8246.t1
OG0003712	Smp_037400.1, Smp_037400.2	FhHiC23_g10763.t2, FhHiC23_g10763.t1
OG0003713	Smp_091740.1, Smp_091740.2	FhHiC23_g15885.t1
OG0003714	Smp_343490.1, Smp_331540.1	FhHiC23_g15893.t1, FhHiC23_g15893.t2, FhHiC23_g15892.t1, FhHiC23_g16030.t1
OG0003715	Smp_213720.1	FhHiC23_g9589.t1
OG0003716	Smp_127620.1	FhHiC23_g9408.t2, FhHiC23_g9408.t1
OG0003717	Smp_150080.3, Smp_150080.2, Smp_150080.1	FhHiC23_g3234.t2, FhHiC23_g3234.t1
OG0003718	Smp_042390.1	FhHiC23_g1101.t1
OG0003719	Smp_129640.1	FhHiC23_g149.t1, FhHiC23_g149.t3, FhHiC23_g149.t2
OG0003720	Smp_066330.1	FhHiC23_g7948.t1
OG0003721	Smp_127080.1	FhHiC23_g16260.t1, FhHiC23_g16260.t2
OG0003722	Smp_317700.1, Smp_342300.1	FhHiC23_g16259.t1
OG0003723	Smp_130270.2, Smp_130270.1, Smp_130270.3	FhHiC23_g9176.t1
OG0003724	Smp_076010.1	FhHiC23_g10624.t1
OG0003725	Smp_067540.1	FhHiC23_g13250.t1
OG0003726	Smp_047620.1	FhHiC23_g243.t1, FhHiC23_g78.t1
OG0003727	Smp_178710.1	FhHiC23_g4636.t1
OG0003728	Smp_032320.2	FhHiC23_g15186.t1
OG0003729	Smp_011860.1	FhHiC23_g12343.t1
OG0003730	Smp_180430.1	FhHiC23_g1132.t1
OG0003731	Smp_334510.1	FhHiC23_g3764.t1, FhHiC23_g3764.t2
OG0003732	Smp_125670.1	FhHiC23_g3585.t1
OG0003733	Smp_311890.1, Smp_315980.1	FhHiC23_g12062.t1
OG0003734	Smp_322280.1, Smp_022500.1	FhHiC23_g12617.t2, FhHiC23_g12617.t1
OG0003735	Smp_347010.1	FhHiC23_g12790.t1
OG0003736	Smp_000910.1	FhHiC23_g7504.t1, FhHiC23_g7504.t2, FhHiC23_g7504.t3
OG0003737	Smp_176230.1	FhHiC23_g12803.t1
OG0003738	Smp_332700.1	FhHiC23_g13890.t3, FhHiC23_g13890.t1, FhHiC23_g13890.t2, FhHiC23_g16185.t1, FhHiC23_g16187.t1
OG0003739	Smp_144870.1	FhHiC23_g1275.t1
OG0003740	Smp_159730.1	FhHiC23_g9478.t1
OG0003741	Smp_154850.1	FhHiC23_g1056.t1
OG0003742	Smp_167520.1	FhHiC23_g8591.t2, FhHiC23_g8591.t1
OG0003743	Smp_156280.1	FhHiC23_g7165.t1
OG0003744	Smp_161850.1	FhHiC23_g5453.t1, FhHiC23_g5453.t2
OG0003745	Smp_128990.1	FhHiC23_g5466.t1, FhHiC23_g5466.t2
OG0003746	Smp_171670.1	FhHiC23_g12328.t1
OG0003747	Smp_213680.1	FhHiC23_g9284.t2, FhHiC23_g9284.t1, FhHiC23_g9284.t3
OG0003748	Smp_343160.1	FhHiC23_g13118.t1, FhHiC23_g13118.t2
OG0003749	Smp_162910.1	FhHiC23_g14989.t2, FhHiC23_g14989.t1
OG0003750	Smp_247370.1	FhHiC23_g2623.t1
OG0003751	Smp_133380.1	FhHiC23_g4282.t1
OG0003752	Smp_167170.1	FhHiC23_g5161.t1, FhHiC23_g5161.t2
OG0003753	Smp_160320.1	FhHiC23_g15036.t3, FhHiC23_g15036.t2, FhHiC23_g15036.t1
OG0003754	Smp_160530.1	FhHiC23_g3665.t1
OG0003755	Smp_153250.1	FhHiC23_g13379.t1, FhHiC23_g13379.t2
OG0003756	Smp_341570.1	FhHiC23_g8645.t1
OG0003757	Smp_072440.1	FhHiC23_g14612.t1
OG0003758	Smp_057020.1	FhHiC23_g6498.t1
OG0003759	Smp_212710.1	FhHiC23_g6830.t1
OG0003760	Smp_157470.1	FhHiC23_g14436.t1
OG0003761	Smp_004260.1	FhHiC23_g547.t1, FhHiC23_g547.t2, FhHiC23_g547.t3
OG0003762	Smp_138920.1	FhHiC23_g16494.t1
OG0003763	Smp_211320.2, Smp_211320.1	FhHiC23_g4925.t1
OG0003764	Smp_170340.1	FhHiC23_g6226.t1
OG0003765	Smp_017860.1	FhHiC23_g10903.t1
OG0003766	Smp_133600.1	FhHiC23_g1029.t1
OG0003767	Smp_074040.1	FhHiC23_g8534.t1, FhHiC23_g6973.t2
OG0003768	Smp_169480.1, Smp_169480.2	FhHiC23_g12359.t1
OG0003770	Smp_141000.1, Smp_141000.2	FhHiC23_g3337.t1
OG0003771	Smp_096160.1	FhHiC23_g11602.t1
OG0003772	Smp_245550.2, Smp_245550.1	FhHiC23_g1845.t1, FhHiC23_g1845.t2
OG0003773	Smp_036370.1	FhHiC23_g16182.t1
OG0003774	Smp_312760.1	FhHiC23_g8891.t1
OG0003775	Smp_050350.1	FhHiC23_g192.t1
OG0003776	Smp_342730.1	FhHiC23_g12554.t1
OG0003777	Smp_105690.1	FhHiC23_g6964.t1
OG0003778	Smp_130280.3, Smp_130280.2, Smp_130280.1	FhHiC23_g9314.t1
OG0003779	Smp_153520.1	FhHiC23_g15193.t1
OG0003780	Smp_120960.1, Smp_326430.1	FhHiC23_g8223.t1
OG0003781	Smp_168400.1	FhHiC23_g10291.t1
OG0003782	Smp_066630.1	FhHiC23_g2028.t3
OG0003783	Smp_242220.1	FhHiC23_g212.t1, FhHiC23_g212.t2
OG0003784	Smp_017360.1	FhHiC23_g1125.t1
OG0003785	Smp_017520.1	FhHiC23_g14617.t1
OG0003786	Smp_197540.1	FhHiC23_g7714.t1, FhHiC23_g6999.t1
OG0003787	Smp_077180.1	FhHiC23_g15288.t1, FhHiC23_g15288.t2
OG0003788	Smp_148790.1	FhHiC23_g833.t1, FhHiC23_g833.t2
OG0003789	Smp_304910.1	FhHiC23_g12543.t1
OG0003790	Smp_097280.1	FhHiC23_g5330.t1
OG0003791	Smp_002950.1	FhHiC23_g227.t1
OG0003792	Smp_142490.1	FhHiC23_g3509.t1, FhHiC23_g3509.t2
OG0003793	Smp_147750.1	FhHiC23_g1978.t2, FhHiC23_g1978.t3, FhHiC23_g1978.t4, FhHiC23_g1978.t1
OG0003794	Smp_088310.1	FhHiC23_g4010.t1
OG0003795	Smp_337530.1	FhHiC23_g12979.t1, FhHiC23_g12980.t1
OG0003796	Smp_123630.1	FhHiC23_g8618.t1
OG0003797	Smp_313320.1	FhHiC23_g1729.t1
OG0003798	Smp_068840.1, Smp_068840.2	FhHiC23_g16180.t1, FhHiC23_g16180.t2
OG0003799	Smp_348340.1	FhHiC23_g4228.t1
OG0003800	Smp_164200.1	FhHiC23_g10374.t1, FhHiC23_g10374.t2
OG0003801	Smp_012410.1	FhHiC23_g1560.t1, FhHiC23_g1561.t1
OG0003802	Smp_015980.1	FhHiC23_g2514.t1, FhHiC23_g10612.t1
OG0003803	Smp_165780.1	FhHiC23_g11660.t1
OG0003804	Smp_024240.1	FhHiC23_g11799.t1
OG0003805	Smp_015880.1	FhHiC23_g12371.t1
OG0003806	Smp_066410.1	FhHiC23_g13172.t1, FhHiC23_g13172.t2
OG0003807	Smp_008140.1	FhHiC23_g14184.t1, FhHiC23_g14184.t2
OG0003808	Smp_337490.1, Smp_337490.2	FhHiC23_g2546.t1
OG0003809	Smp_126750.1	FhHiC23_g3067.t1
OG0003810	Smp_131790.1	FhHiC23_g4623.t1
OG0003811	Smp_341730.1	FhHiC23_g9466.t1
OG0003812	Smp_213690.1	FhHiC23_g9555.t1, FhHiC23_g9555.t5, FhHiC23_g9555.t4, FhHiC23_g9555.t2, FhHiC23_g9555.t3
OG0003827	Smp_129830.1	FhHiC23_g5317.t1, FhHiC23_g5344.t1
OG0003828	Smp_158480.1	FhHiC23_g5854.t1
OG0003829	Smp_171940.1	FhHiC23_g11741.t1
OG0003830	Smp_061870.1	FhHiC23_g11591.t1, FhHiC23_g11593.t1
OG0003831	Smp_170540.1	FhHiC23_g9389.t1, FhHiC23_g9389.t2
OG0003832	Smp_125160.1	FhHiC23_g9184.t1
OG0003833	Smp_303330.1	FhHiC23_g14579.t1, FhHiC23_g14579.t2
OG0003834	Smp_336830.1	FhHiC23_g12646.t1
OG0003835	Smp_054320.1	FhHiC23_g10635.t1
OG0003836	Smp_129870.1	FhHiC23_g5703.t1, FhHiC23_g5703.t2
OG0003837	Smp_148700.1	FhHiC23_g5416.t1, FhHiC23_g6190.t1, FhHiC23_g6189.t1
OG0003838	Smp_345410.1	FhHiC23_g12145.t3, FhHiC23_g12145.t1, FhHiC23_g12145.t2
OG0003839	Smp_132000.1	FhHiC23_g13451.t1, FhHiC23_g13451.t2
OG0003840	Smp_072630.1, Smp_337020.1, Smp_337030.1	FhHiC23_g4836.t1, FhHiC23_g4845.t1
OG0003841	Smp_141660.1	FhHiC23_g14697.t1
OG0003842	Smp_347770.1	FhHiC23_g5336.t1, FhHiC23_g15541.t2, FhHiC23_g15541.t1
OG0003843	Smp_145600.1	FhHiC23_g13166.t1
OG0003844	Smp_008430.1	FhHiC23_g6166.t1
OG0003845	Smp_307070.1	FhHiC23_g16557.t1
OG0003846	Smp_241480.1	FhHiC23_g12895.t1
OG0003847	Smp_346300.1	FhHiC23_g7562.t3, FhHiC23_g7562.t1, FhHiC23_g7562.t2
OG0003848	Smp_133350.1	FhHiC23_g4049.t1
OG0003849	Smp_143750.1	FhHiC23_g15163.t2, FhHiC23_g15163.t1
OG0003850	Smp_196950.1, Smp_196950.2	FhHiC23_g5890.t1
OG0003851	Smp_347810.1	FhHiC23_g7570.t1, FhHiC23_g7570.t2
OG0003852	Smp_318140.1, Smp_318130.1	FhHiC23_g9824.t1
OG0003853	Smp_332390.1, Smp_332390.2	FhHiC23_g10036.t2, FhHiC23_g9043.t1
OG0003854	Smp_308980.1, Smp_309000.1	FhHiC23_g8548.t1
OG0003855	Smp_172110.1	FhHiC23_g14330.t1
OG0003856	Smp_343650.1	FhHiC23_g3543.t1
OG0003857	Smp_160710.1	FhHiC23_g6439.t1, FhHiC23_g6439.t3, FhHiC23_g6439.t2
OG0003858	Smp_083200.1	FhHiC23_g5810.t1
OG0003859	Smp_243690.1	FhHiC23_g8045.t1
OG0003860	Smp_170320.1	FhHiC23_g6228.t1
OG0003861	Smp_068120.1	FhHiC23_g5691.t2, FhHiC23_g5691.t1
OG0003863	Smp_099170.1	FhHiC23_g9711.t1, FhHiC23_g9711.t2
