Orthogroup	schistosoma_mansoni	schistosoma_guineensis
OG0003542	Smp_063390.1	SGUI1_64530.1, SGUI1_64530.2, SGUI1_64530.3, SGUI1_64530.4
OG0003543	Smp_046880.1	SGUI1_49650.7, SGUI1_49650.8, SGUI1_49650.4, SGUI1_49650.3, SGUI1_49650.5, SGUI1_49650.6, SGUI1_49650.1, SGUI1_49650.2
OG0003544	Smp_171280.1	SGUI1_48600.1, SGUI1_48600.2
OG0003545	Smp_076040.1	SGUI1_19130.1, SGUI1_19130.2
OG0003547	Smp_304870.1	SGUI1_7120.1
OG0003548	Smp_345530.1	SGUI1_22170.1
OG0003549	Smp_080730.1	SGUI1_88450.1, SGUI1_88450.2
OG0003550	Smp_246990.1	SGUI1_37390.1, SGUI1_37390.2
OG0003551	Smp_243210.1	SGUI1_64810.3, SGUI1_64810.1, SGUI1_64810.2
OG0003552	Smp_307730.1, Smp_307730.2	SGUI1_58330.1, SGUI1_58330.2
OG0003553	Smp_346090.1	SGUI1_9120.1, SGUI1_9130.1
OG0003554	Smp_340030.1	SGUI1_69550.2, SGUI1_69550.3, SGUI1_69550.4, SGUI1_69550.5, SGUI1_69550.6, SGUI1_69550.1
OG0003555	Smp_334280.1	SGUI1_76970.1
OG0003556	Smp_018550.1	SGUI1_61400.1
OG0003557	Smp_021080.1	SGUI1_46590.1, SGUI1_46590.2, SGUI1_46590.3, SGUI1_46590.4
OG0003558	Smp_176490.1, Smp_176490.2	SGUI1_58680.2, SGUI1_58680.1
OG0003559	Smp_247640.1	SGUI1_81390.1, SGUI1_81390.2, SGUI1_81390.3, SGUI1_81390.4
OG0003562	Smp_326300.1	SGUI1_64510.1
OG0003562	Smp_308760.1	SGUI1_64500.1
OG0003562	Smp_308750.1, Smp_308755.1	SGUI1_64490.1
OG0003563	Smp_325690.1, Smp_325690.2, Smp_325700.1	SGUI1_59000.1
OG0003563	Smp_331180.1, Smp_331150.1, Smp_333380.1	SGUI1_86190.1, SGUI1_86200.1, SGUI1_86330.1
OG0003564	Smp_314730.1, Smp_315110.1	SGUI1_31320.1
OG0003565	Smp_324050.1	SGUI1_26750.1, SGUI1_26750.2
OG0003566	Smp_166530.1	SGUI1_4900.1, SGUI1_4900.4, SGUI1_4900.2, SGUI1_4900.3
OG0003567	Smp_347620.1	SGUI1_11210.1
OG0003568	Smp_153220.1	SGUI1_2690.1
OG0003569	Smp_175090.1	SGUI1_6110.1
OG0003571	Smp_322230.1	SGUI1_3470.1
OG0003571	Smp_322230.2, Smp_342430.1	SGUI1_3480.1
OG0003572	Smp_326580.1, Smp_326580.2	SGUI1_67820.4, SGUI1_67820.3, SGUI1_67820.1, SGUI1_67820.2
OG0003577	Smp_135080.1	SGUI1_44480.1
OG0003579	Smp_121430.1	SGUI1_36510.1
OG0003580	Smp_054340.1	SGUI1_15510.2, SGUI1_15510.3, SGUI1_15510.1
OG0003581	Smp_169180.1	SGUI1_41230.1
OG0003582	Smp_349410.1	SGUI1_57660.1
OG0003583	Smp_242530.1, Smp_242530.2, Smp_242530.3	SGUI1_2830.1
OG0003584	Smp_174780.1	SGUI1_62060.1, SGUI1_62060.2
OG0003585	Smp_321250.1	SGUI1_84420.1
OG0003586	Smp_075870.1	SGUI1_45010.1, SGUI1_45010.2
OG0003587	Smp_165460.1	SGUI1_10120.1
OG0003588	Smp_038965.1, Smp_038980.1	SGUI1_15800.1
OG0003589	Smp_198190.1	SGUI1_71510.1
OG0003590	Smp_006195.1, Smp_342170.1	SGUI1_5970.1
OG0003591	Smp_124460.1	SGUI1_59610.1
OG0003592	Smp_343130.1	SGUI1_73850.3, SGUI1_73860.1
OG0003593	Smp_114160.1	SGUI1_33170.1
OG0003594	Smp_024360.1	SGUI1_15190.1
OG0003595	Smp_166200.1	SGUI1_85810.1
OG0003596	Smp_148400.1, Smp_148400.2	SGUI1_52960.6, SGUI1_52960.2, SGUI1_52960.4, SGUI1_52960.1, SGUI1_52960.5, SGUI1_52960.3
OG0003597	Smp_334160.1, Smp_334160.2	SGUI1_73410.3, SGUI1_73410.1, SGUI1_73410.2, SGUI1_73410.4
OG0003598	Smp_000050.1	SGUI1_36150.1
OG0003599	Smp_157230.1	SGUI1_12420.1
OG0003600	Smp_246330.1	SGUI1_4890.1
OG0003601	Smp_097730.1	SGUI1_27290.1
OG0003602	Smp_342670.1	SGUI1_65130.1, SGUI1_65130.2, SGUI1_65130.4, SGUI1_65130.3
OG0003603	Smp_248170.1	SGUI1_71430.1
OG0003604	Smp_347210.1	SGUI1_990.1
OG0003605	Smp_060170.1	SGUI1_16090.1, SGUI1_16090.2
OG0003606	Smp_083150.1	SGUI1_34050.1
OG0003607	Smp_159450.1	SGUI1_14780.1
OG0003608	Smp_132620.1	SGUI1_36090.1, SGUI1_36090.2
OG0003609	Smp_159570.1	SGUI1_24260.2, SGUI1_24260.1
OG0003610	Smp_138890.3, Smp_138890.1, Smp_138890.2	SGUI1_88830.1
OG0003611	Smp_043780.1	SGUI1_54330.1
OG0003612	Smp_333520.1, Smp_167470.1	SGUI1_59730.1
OG0003613	Smp_100110.1	SGUI1_68620.1
OG0003614	Smp_004440.1	SGUI1_59540.1
OG0003615	Smp_332550.1, Smp_332550.2	SGUI1_38780.1, SGUI1_38780.2
OG0003616	Smp_323920.1	SGUI1_17240.3, SGUI1_17240.2, SGUI1_17240.1
OG0003617	Smp_246900.1	SGUI1_61000.1
OG0003618	Smp_176430.1	SGUI1_24090.1, SGUI1_24090.2, SGUI1_24090.3, SGUI1_24090.4, SGUI1_24090.5
OG0003620	Smp_065290.1	SGUI1_49000.1
OG0003622	Smp_316800.1	SGUI1_70890.1
OG0003623	Smp_004170.1	SGUI1_50010.1, SGUI1_50020.1
OG0003624	Smp_017890.1	SGUI1_10990.1
OG0003625	Smp_174690.1	SGUI1_86440.1
OG0003626	Smp_081820.1	SGUI1_85870.1
OG0003627	Smp_334630.1	SGUI1_85650.1, SGUI1_85650.2
OG0003628	Smp_025700.1	SGUI1_33420.2, SGUI1_33420.3, SGUI1_33420.1, SGUI1_33420.4, SGUI1_33420.7, SGUI1_33420.5, SGUI1_33420.6
OG0003630	Smp_332470.1	SGUI1_35690.1, SGUI1_35690.2
OG0003631	Smp_055130.1	SGUI1_79090.1
OG0003632	Smp_144450.1, Smp_144450.2	SGUI1_64850.1, SGUI1_64850.2
OG0003633	Smp_128750.1	SGUI1_53410.1
OG0003634	Smp_343750.1	SGUI1_78420.1
OG0003635	Smp_095650.1	SGUI1_76910.1
OG0003636	Smp_336730.1	SGUI1_74170.1, SGUI1_74170.2, SGUI1_74170.3
OG0003637	Smp_000320.1	SGUI1_67870.1
OG0003638	Smp_245900.1	SGUI1_54200.1
OG0003639	Smp_044810.1	SGUI1_54230.1, SGUI1_54220.1
OG0003640	Smp_245290.1	SGUI1_4540.1
OG0003641	Smp_053640.1, Smp_053640.2	SGUI1_76120.1
OG0003642	Smp_336050.1	SGUI1_56780.1
OG0003643	Smp_168520.1	SGUI1_72700.1
OG0003644	Smp_045730.1	SGUI1_14760.1
OG0003645	Smp_213020.1	SGUI1_47040.1
OG0003646	Smp_154830.1	SGUI1_53670.1
OG0003647	Smp_244380.1	SGUI1_15070.1
OG0003648	Smp_165840.1	SGUI1_9270.4, SGUI1_9270.2, SGUI1_9270.1, SGUI1_9270.5, SGUI1_9270.3
OG0003649	Smp_160780.1	SGUI1_38390.1
OG0003650	Smp_306180.1	SGUI1_15120.1, SGUI1_15120.2
OG0003651	Smp_001560.1	SGUI1_50680.1
OG0003652	Smp_318800.1	SGUI1_54360.1, SGUI1_54340.1
OG0003653	Smp_213920.1, Smp_213930.1	SGUI1_39730.1
OG0003654	Smp_138430.1	SGUI1_66960.1
OG0003655	Smp_173180.1	SGUI1_29860.2, SGUI1_29860.1
OG0003656	Smp_036020.1, Smp_036020.2	SGUI1_71080.1
OG0003657	Smp_304220.1, Smp_304210.1	SGUI1_3560.1, SGUI1_3550.1, SGUI1_3550.2
OG0003658	Smp_211060.1	SGUI1_72730.2, SGUI1_72730.1
OG0003659	Smp_165340.1	SGUI1_78960.1
OG0003660	Smp_213750.1	SGUI1_72350.1
OG0003661	Smp_146630.1	SGUI1_52160.1
OG0003662	Smp_085910.1	SGUI1_43920.1
OG0003663	Smp_241510.1	SGUI1_70380.1
OG0003664	Smp_213230.1	SGUI1_55640.1, SGUI1_55650.1
OG0003665	Smp_146690.1	SGUI1_72830.1, SGUI1_72830.2, SGUI1_72830.3, SGUI1_72830.4
OG0003666	Smp_347290.1	SGUI1_58200.1, SGUI1_58200.2
OG0003667	Smp_060290.1	SGUI1_16150.1
OG0003669	Smp_137720.1	SGUI1_55250.1, SGUI1_55250.2
OG0003670	Smp_181490.1	SGUI1_62840.1, SGUI1_62840.2
OG0003671	Smp_247810.1	SGUI1_76100.1, SGUI1_76100.2
OG0003672	Smp_140110.1	SGUI1_94380.2, SGUI1_94380.1, SGUI1_94380.3, SGUI1_94380.4
OG0003673	Smp_165720.1, Smp_165720.2	SGUI1_88350.1, SGUI1_88350.2, SGUI1_88350.3, SGUI1_88350.4
OG0003674	Smp_305430.1	SGUI1_33910.1
OG0003675	Smp_340980.1, Smp_063380.1	SGUI1_64480.1
OG0003676	Smp_140040.1, Smp_140040.2	SGUI1_94450.1, SGUI1_94450.2
OG0003677	Smp_344410.1	SGUI1_80060.1
OG0003678	Smp_346630.1	SGUI1_31030.1
OG0003679	Smp_131770.1, Smp_131770.2	SGUI1_44880.2, SGUI1_44880.1
OG0003680	Smp_083790.1	SGUI1_37260.1
OG0003681	Smp_123280.1	SGUI1_87560.3, SGUI1_87560.2, SGUI1_87560.1, SGUI1_87560.4
OG0003682	Smp_043210.1	SGUI1_75910.1, SGUI1_75910.2, SGUI1_75910.3
OG0003683	Smp_133800.1	SGUI1_8570.1
OG0003684	Smp_034430.1	SGUI1_29500.1
OG0003685	Smp_084600.1	SGUI1_38060.1, SGUI1_38060.2, SGUI1_38060.3, SGUI1_38060.4
OG0003686	Smp_147020.1	SGUI1_91410.1, SGUI1_91410.2
OG0003687	Smp_172240.1	SGUI1_87730.1
OG0003688	Smp_101370.2, Smp_101370.1	SGUI1_82610.1, SGUI1_82610.2, SGUI1_82610.3, SGUI1_82610.4
OG0003689	Smp_106060.1	SGUI1_62950.1, SGUI1_62950.2, SGUI1_62950.3
OG0003690	Smp_316380.1	SGUI1_55310.3, SGUI1_55310.1, SGUI1_55310.2
OG0003691	Smp_031730.1	SGUI1_96330.1, SGUI1_96330.2
OG0003692	Smp_141680.1	SGUI1_38150.1
OG0003693	Smp_012380.1	SGUI1_53340.1
OG0003694	Smp_171070.1	SGUI1_23590.1, SGUI1_23590.2, SGUI1_23590.3
OG0003695	Smp_336330.1	SGUI1_65190.1, SGUI1_65190.2
OG0003696	Smp_176100.1, Smp_176100.2	SGUI1_70150.1
OG0003697	Smp_342820.1	SGUI1_1490.1
OG0003698	Smp_344520.1	SGUI1_32640.1
OG0003699	Smp_033680.1	SGUI1_32170.1, SGUI1_32170.2
OG0003700	Smp_131700.1	SGUI1_46220.1
OG0003701	Smp_337370.1	SGUI1_82180.1
OG0003702	Smp_342600.1	SGUI1_19380.1
OG0003703	Smp_305875.1, Smp_305875.2	SGUI1_11260.1, SGUI1_11260.2
OG0003704	Smp_093580.1	SGUI1_33230.1, SGUI1_33230.2
OG0003705	Smp_118220.1	SGUI1_34230.1
OG0003706	Smp_098450.1	SGUI1_91640.1
OG0003708	Smp_162620.1	SGUI1_61820.1
OG0003709	Smp_176200.1	SGUI1_2210.1, SGUI1_2210.2
OG0003710	Smp_347110.1	SGUI1_33290.1
OG0003711	Smp_000660.1	SGUI1_67520.1
OG0003712	Smp_037400.1, Smp_037400.2	SGUI1_17360.1
OG0003713	Smp_091740.1, Smp_091740.2	SGUI1_87670.1, SGUI1_87670.2
OG0003714	Smp_343490.1	SGUI1_89370.1, SGUI1_89380.1
OG0003715	Smp_213720.1	SGUI1_25390.1
OG0003716	Smp_127620.1	SGUI1_93500.1
OG0003717	Smp_150080.3, Smp_150080.2, Smp_150080.1	SGUI1_73180.1
OG0003718	Smp_042390.1	SGUI1_78070.1
OG0003719	Smp_129640.1	SGUI1_50130.1
OG0003720	Smp_066330.1	SGUI1_60330.1, SGUI1_60330.2, SGUI1_60330.3
OG0003721	Smp_127080.1	SGUI1_92330.1, SGUI1_92330.2, SGUI1_92330.3
OG0003722	Smp_317700.1, Smp_342300.1	SGUI1_92290.1, SGUI1_92300.1
OG0003723	Smp_130270.2, Smp_130270.1, Smp_130270.3	SGUI1_93180.1
OG0003724	Smp_076010.1	SGUI1_19160.1, SGUI1_19160.2
OG0003725	Smp_067540.1	SGUI1_5270.1
OG0003726	Smp_047620.1	SGUI1_54610.1, SGUI1_54610.5, SGUI1_54610.2, SGUI1_54610.3, SGUI1_54610.4
OG0003727	Smp_178710.1	SGUI1_28670.1
OG0003728	Smp_032320.2	SGUI1_20580.1
OG0003729	Smp_011860.1	SGUI1_8460.1, SGUI1_8460.2, SGUI1_8460.3
OG0003730	Smp_180430.1	SGUI1_49850.2, SGUI1_49850.1
OG0003731	Smp_334510.1	SGUI1_83300.1
OG0003732	Smp_125670.1	SGUI1_81730.1, SGUI1_81730.2
OG0003733	Smp_311890.1, Smp_315980.1	SGUI1_6830.1, SGUI1_6830.2
OG0003734	Smp_322280.1, Smp_022500.1	SGUI1_3700.1
OG0003736	Smp_000910.1	SGUI1_69520.1
OG0003738	Smp_332700.1	SGUI1_43780.1, SGUI1_43780.2
OG0003739	Smp_144870.1	SGUI1_49800.2, SGUI1_49800.1
OG0003740	Smp_159730.1	SGUI1_26710.1, SGUI1_26710.2
OG0003741	Smp_154850.1	SGUI1_53610.1
OG0003742	Smp_167520.1	SGUI1_59810.1, SGUI1_59810.2, SGUI1_59820.1
OG0003743	Smp_156280.1	SGUI1_64370.1
OG0003744	Smp_161850.1	SGUI1_31150.1
OG0003745	Smp_128990.1	SGUI1_30620.1
OG0003746	Smp_171670.1	SGUI1_3580.1, SGUI1_3580.2, SGUI1_3580.6, SGUI1_3580.3, SGUI1_3580.4, SGUI1_3580.5
OG0003747	Smp_213680.1	SGUI1_24470.1
OG0003748	Smp_343160.1	SGUI1_3430.1
OG0003749	Smp_162910.1	SGUI1_21160.1, SGUI1_21160.2
OG0003750	Smp_247370.1	SGUI1_80030.1, SGUI1_80030.2, SGUI1_69860.1
OG0003751	Smp_133380.1	SGUI1_85910.1
OG0003752	Smp_167170.1	SGUI1_34220.1, SGUI1_34220.2
OG0003753	Smp_160320.1	SGUI1_21340.1
OG0003754	Smp_160530.1	SGUI1_82530.1
OG0003755	Smp_153250.1	SGUI1_2390.1, SGUI1_2390.2
OG0003756	Smp_341570.1	SGUI1_91300.1
OG0003757	Smp_072440.1	SGUI1_41440.1
OG0003758	Smp_057020.1	SGUI1_32630.3, SGUI1_32630.4, SGUI1_32630.5, SGUI1_32630.1, SGUI1_32630.2
OG0003759	Smp_212710.1	SGUI1_68690.1
OG0003760	Smp_157470.1	SGUI1_41670.1
OG0003761	Smp_004260.1	SGUI1_49910.1, SGUI1_49910.2, SGUI1_49910.3
OG0003762	Smp_138920.1	SGUI1_88790.1
OG0003763	Smp_211320.2, Smp_211320.1	SGUI1_41340.1
OG0003764	Smp_170340.1	SGUI1_38980.1
OG0003765	Smp_017860.1	SGUI1_11030.1
OG0003766	Smp_133600.1	SGUI1_46560.2, SGUI1_46560.1
OG0003767	Smp_074040.1	SGUI1_60560.1
OG0003768	Smp_169480.1, Smp_169480.2	SGUI1_1810.1
OG0003769	Smp_124130.1	SGUI1_24770.1
OG0003770	Smp_141000.1, Smp_141000.2	SGUI1_70870.2, SGUI1_70870.3, SGUI1_70870.1
OG0003771	Smp_096160.1	SGUI1_6360.1, SGUI1_6360.2
OG0003772	Smp_245550.2, Smp_245550.1	SGUI1_48150.1
OG0003773	Smp_036370.1	SGUI1_88670.1
OG0003774	Smp_312760.1	SGUI1_72580.1
OG0003775	Smp_050350.1	SGUI1_71220.1, SGUI1_71220.2, SGUI1_71220.3
OG0003776	Smp_342730.1	SGUI1_7220.1
OG0003777	Smp_105690.1	SGUI1_58580.1, SGUI1_58580.2, SGUI1_58580.3
OG0003778	Smp_130280.3, Smp_130280.2, Smp_130280.1	SGUI1_93170.1
OG0003779	Smp_153520.1	SGUI1_12950.1, SGUI1_13040.1
OG0003780	Smp_120960.1, Smp_326430.1	SGUI1_66990.1
OG0003781	Smp_168400.1	SGUI1_26040.1, SGUI1_26040.2, SGUI1_26040.3, SGUI1_26040.4
OG0003782	Smp_066630.1	SGUI1_50430.1, SGUI1_50430.2
OG0003783	Smp_242220.1	SGUI1_46020.1
OG0003784	Smp_017360.1	SGUI1_46160.1
OG0003785	Smp_017520.1	SGUI1_44840.1
OG0003786	Smp_197540.1	SGUI1_64060.1
OG0003787	Smp_077180.1	SGUI1_19760.1
OG0003788	Smp_148790.1	SGUI1_71730.1
OG0003789	Smp_304910.1	SGUI1_7470.1
OG0003790	Smp_097280.1	SGUI1_29540.2, SGUI1_29540.3, SGUI1_29540.1
OG0003791	Smp_002950.1	SGUI1_46320.1, SGUI1_46320.2, SGUI1_46320.3
OG0003792	Smp_142490.1	SGUI1_55880.1
OG0003793	Smp_147750.1	SGUI1_46510.1
OG0003794	Smp_088310.1	SGUI1_85940.1, SGUI1_85940.2, SGUI1_85940.3
OG0003795	Smp_337530.1	SGUI1_310.1
OG0003796	Smp_123630.1	SGUI1_65920.1, SGUI1_65920.2, SGUI1_65920.3, SGUI1_65920.4
OG0003798	Smp_068840.1, Smp_068840.2	SGUI1_14800.1
OG0003799	Smp_348340.1	SGUI1_81550.1, SGUI1_81550.2
OG0003800	Smp_164200.1	SGUI1_22920.1, SGUI1_22920.2
OG0003801	Smp_012410.1	SGUI1_53310.1, SGUI1_53310.2, SGUI1_53310.4, SGUI1_53310.3
OG0003802	Smp_015980.1	SGUI1_78820.1, SGUI1_78820.2, SGUI1_78820.3
OG0003803	Smp_165780.1	SGUI1_9290.1, SGUI1_9290.2, SGUI1_9290.3
OG0003805	Smp_015880.1	SGUI1_1000.1
OG0003806	Smp_066410.1	SGUI1_7340.1
OG0003807	Smp_008140.1	SGUI1_36890.1
OG0003808	Smp_337490.1, Smp_337490.2	SGUI1_79970.1
OG0003809	Smp_126750.1	SGUI1_71130.1, SGUI1_71140.1, SGUI1_71140.3, SGUI1_71140.2
OG0003810	Smp_131790.1	SGUI1_29870.1, SGUI1_29870.2
OG0003811	Smp_341730.1	SGUI1_26660.1, SGUI1_26660.2, SGUI1_26660.3, SGUI1_26660.4
OG0003812	Smp_213690.1	SGUI1_24670.1, SGUI1_24670.4, SGUI1_24670.2, SGUI1_24670.3
OG0003814	Smp_150580.1	SGUI1_82740.1, SGUI1_82740.2
OG0003815	Smp_149410.1	SGUI1_89570.1
OG0003816	Smp_121930.1, Smp_121930.2	SGUI1_60040.1
OG0003817	Smp_308260.1	SGUI1_60620.1, SGUI1_60620.2, SGUI1_60620.3, SGUI1_60620.4
OG0003818	Smp_246240.1	SGUI1_30210.1
OG0003819	Smp_035540.1	SGUI1_27650.3, SGUI1_27650.4, SGUI1_27650.5, SGUI1_27650.6, SGUI1_27650.1, SGUI1_27650.7, SGUI1_27650.2
OG0003820	Smp_341130.1, Smp_316860.1, Smp_319970.1	SGUI1_41280.1, SGUI1_41290.1
OG0003821	Smp_131970.1	SGUI1_11100.1
OG0003822	Smp_214090.1	SGUI1_93800.1, SGUI1_93800.2
OG0003827	Smp_129830.1	SGUI1_29680.1
OG0003828	Smp_158480.1	SGUI1_37490.1
OG0003829	Smp_171940.1	SGUI1_6670.1
OG0003830	Smp_061870.1	SGUI1_10470.1, SGUI1_10470.2
OG0003831	Smp_170540.1	SGUI1_95950.1
OG0003832	Smp_125160.1	SGUI1_95890.2, SGUI1_95890.1, SGUI1_95890.3, SGUI1_95890.4
OG0003833	Smp_303330.1	SGUI1_44940.1
OG0003834	Smp_336830.1	SGUI1_2960.1, SGUI1_2960.2, SGUI1_2960.3
OG0003835	Smp_054320.1	SGUI1_15470.1
OG0003836	Smp_129870.1	SGUI1_29650.1
OG0003837	Smp_148700.1	SGUI1_40160.1
OG0003838	Smp_345410.1	SGUI1_13530.1
OG0003839	Smp_132000.1	SGUI1_10970.4, SGUI1_10970.1, SGUI1_10970.2, SGUI1_10970.3
OG0003840	Smp_072630.1, Smp_337020.1, Smp_337030.1	SGUI1_41310.1
OG0003841	Smp_141660.1	SGUI1_38120.1, SGUI1_38120.2, SGUI1_38120.3
OG0003842	Smp_347770.1	SGUI1_30030.1
OG0003843	Smp_145600.1	SGUI1_7680.1
OG0003844	Smp_008430.1	SGUI1_32740.1
OG0003845	Smp_307070.1	SGUI1_92340.1, SGUI1_92340.2
OG0003846	Smp_241480.1	SGUI1_4430.1
OG0003847	Smp_346300.1	SGUI1_62050.1, SGUI1_62050.2
OG0003848	Smp_133350.1	SGUI1_85890.1
OG0003849	Smp_143750.1	SGUI1_20980.1, SGUI1_20980.2, SGUI1_20980.3
OG0003850	Smp_196950.1, Smp_196950.2	SGUI1_29230.1, SGUI1_29230.2
OG0003851	Smp_347810.1	SGUI1_63230.1
OG0003852	Smp_318140.1, Smp_318130.1	SGUI1_93830.1, SGUI1_93830.2, SGUI1_93830.3
OG0003853	Smp_332390.1, Smp_332390.2	SGUI1_96570.1
OG0003854	Smp_308980.1, Smp_309000.1	SGUI1_66940.1, SGUI1_66940.3, SGUI1_66940.2
OG0003855	Smp_172110.1	SGUI1_40780.1
OG0003856	Smp_343650.1	SGUI1_85610.1, SGUI1_85610.2, SGUI1_85610.3, SGUI1_85610.4
OG0003857	Smp_160710.1	SGUI1_38470.1, SGUI1_38470.2
OG0003858	Smp_083200.1	SGUI1_32210.1
OG0003859	Smp_243690.1	SGUI1_63650.3, SGUI1_63650.1, SGUI1_63650.2
OG0003860	Smp_170320.1	SGUI1_38940.1
OG0003861	Smp_068120.1	SGUI1_37580.1
OG0003863	Smp_099170.1	SGUI1_22390.1
OG0003864	Smp_329570.3, Smp_329570.1, Smp_329570.2	SGUI1_76410.1, SGUI1_76410.2
OG0003865	Smp_300770.1, Smp_300770.2, Smp_318150.1	SGUI1_93950.1
OG0003866	Smp_093700.1	SGUI1_40350.1
OG0003867	Smp_004600.1	SGUI1_47280.1
OG0003868	Smp_018640.1	SGUI1_61480.1
OG0003869	Smp_159140.1	SGUI1_41660.3, SGUI1_41660.4, SGUI1_41660.1, SGUI1_41660.2, SGUI1_41660.5
OG0003870	Smp_318110.1	SGUI1_93720.1, SGUI1_93720.2
OG0003871	Smp_071560.1	SGUI1_30350.1
OG0003872	Smp_246110.1	SGUI1_56790.1
OG0003873	Smp_334460.1	SGUI1_82590.1, SGUI1_82590.2
OG0003874	Smp_005520.1	SGUI1_43530.1
OG0003875	Smp_077980.1	SGUI1_22930.1
OG0003876	Smp_048380.1	SGUI1_39510.1, SGUI1_39510.2
OG0003877	Smp_013610.1	SGUI1_62660.2, SGUI1_62660.1, SGUI1_62660.3
OG0003878	Smp_347790.1	SGUI1_62670.1
OG0003879	Smp_151070.1	SGUI1_81030.2, SGUI1_81030.1
OG0003880	Smp_141960.1	SGUI1_91160.1
OG0003881	Smp_018400.1	SGUI1_61280.1, SGUI1_61280.2, SGUI1_61280.3
OG0003882	Smp_203310.1	SGUI1_93940.3, SGUI1_93940.1, SGUI1_93940.2
OG0003883	Smp_132210.1	SGUI1_61190.1
OG0003884	Smp_056260.2, Smp_056260.1	SGUI1_23990.1
OG0003885	Smp_002080.1	SGUI1_87080.1, SGUI1_87080.2
OG0003886	Smp_343460.1	SGUI1_38140.1
OG0003887	Smp_343240.1	SGUI1_88740.1
OG0003888	Smp_064250.1	SGUI1_90930.2, SGUI1_90930.1
OG0003889	Smp_145540.1	SGUI1_76060.1
OG0003890	Smp_051300.1	SGUI1_19920.1
OG0003891	Smp_163250.1	SGUI1_13690.1, SGUI1_13700.1
OG0003892	Smp_147110.1	SGUI1_88650.1, SGUI1_88650.2
OG0003893	Smp_346340.1	SGUI1_6090.1
OG0003894	Smp_158290.1	SGUI1_10830.1
OG0003895	Smp_130160.1	SGUI1_52540.1
OG0003896	Smp_148470.1	SGUI1_53030.1
OG0003897	Smp_311940.1, Smp_311150.1	SGUI1_29020.1
OG0003898	Smp_059920.1	SGUI1_8420.1
OG0003899	Smp_130180.1	SGUI1_52560.1
OG0003900	Smp_333740.1	SGUI1_69040.1
OG0003901	Smp_196220.1	SGUI1_69030.1
OG0003902	Smp_165700.1	SGUI1_88320.1, SGUI1_88320.3, SGUI1_88320.2, SGUI1_88320.4
OG0003903	Smp_165870.1	SGUI1_68890.1
OG0003904	Smp_083970.1	SGUI1_68270.1
OG0003905	Smp_041190.1	SGUI1_94840.1
OG0003907	Smp_048620.1	SGUI1_420.1, SGUI1_420.2
OG0003908	Smp_337110.1	SGUI1_21970.1
OG0003909	Smp_132690.1	SGUI1_36000.1, SGUI1_36000.2
OG0003910	Smp_133940.1	SGUI1_56460.1
OG0003911	Smp_072180.1	SGUI1_40940.1
OG0003912	Smp_149160.1	SGUI1_79890.1
OG0003913	Smp_129000.1	SGUI1_30590.1
OG0003914	Smp_337060.1	SGUI1_69890.1
OG0003915	Smp_037230.1	SGUI1_69900.1
OG0003916	Smp_247720.1	SGUI1_84180.1
OG0003917	Smp_018220.1	SGUI1_14130.1
OG0003918	Smp_124450.1	SGUI1_49890.1, SGUI1_49890.2
OG0003919	Smp_340670.1	SGUI1_33940.1
OG0003920	Smp_176540.1	SGUI1_16370.1, SGUI1_16370.2, SGUI1_16370.3
OG0003921	Smp_169470.1	SGUI1_70350.1, SGUI1_70350.2
OG0003922	Smp_167680.1	SGUI1_68190.1
OG0003923	Smp_004080.1	SGUI1_24410.1
OG0003924	Smp_021830.1	SGUI1_56400.1, SGUI1_56400.2
OG0003925	Smp_245840.2, Smp_245840.1, Smp_245840.3	SGUI1_52790.1
OG0003926	Smp_341980.1	SGUI1_25150.1
OG0003927	Smp_151570.1	SGUI1_69100.1
OG0003928	Smp_172050.1	SGUI1_40910.1
OG0003929	Smp_341520.1	SGUI1_45530.1, SGUI1_45530.2, SGUI1_45530.3, SGUI1_45530.4
OG0003930	Smp_053800.1	SGUI1_80810.1, SGUI1_80810.2, SGUI1_80810.3
OG0003931	Smp_048970.1	SGUI1_52880.1, SGUI1_52880.2, SGUI1_52880.3, SGUI1_52880.5, SGUI1_52880.4, SGUI1_52880.6
OG0003932	Smp_337395.1	SGUI1_14420.1
OG0003933	Smp_341230.1	SGUI1_44960.1
OG0003934	Smp_344090.1	SGUI1_440.1, SGUI1_440.2, SGUI1_440.3
OG0003935	Smp_323340.1	SGUI1_14080.1
OG0003936	Smp_044530.1	SGUI1_6290.1
OG0003937	Smp_245570.1	SGUI1_47710.1
OG0003938	Smp_052230.1	SGUI1_73270.1
OG0003939	Smp_144030.1	SGUI1_85030.1
OG0003940	Smp_323540.1	SGUI1_12000.4, SGUI1_12000.3, SGUI1_12000.1, SGUI1_12000.2
OG0003941	Smp_139140.1	SGUI1_4160.1
OG0003941	Smp_031390.1	SGUI1_4170.1
OG0003942	Smp_001210.1	SGUI1_45810.3, SGUI1_45810.1, SGUI1_45810.2
OG0003943	Smp_347720.1	SGUI1_46370.1
OG0003944	Smp_095920.1	SGUI1_46360.3, SGUI1_46360.2, SGUI1_46360.1
OG0003945	Smp_158630.1	SGUI1_88000.2, SGUI1_88000.1, SGUI1_88000.3
OG0003946	Smp_124320.1	SGUI1_24480.1, SGUI1_24480.2
OG0003947	Smp_154780.1	SGUI1_40580.1
OG0003948	Smp_170400.1	SGUI1_57050.1, SGUI1_57050.2, SGUI1_57080.1
OG0003949	Smp_047370.1	SGUI1_54400.1
