Orthogroup	schistosoma_japonicum	schistosoma_bovis
OG0003061	EWB00_004403.1, EWB00_004403.2, EWB00_004403.3, EWB00_004403.4	SBOV2_81160.1, SBOV2_81160.2, SBOV2_81160.3
OG0003062	EWB00_001918	SBOV2_88360.1, SBOV2_88360.2
OG0003063	EWB00_006552	SBOV2_17230.1, SBOV2_17230.3, SBOV2_17230.2
OG0003064	EWB00_004450	SBOV2_7640.1
OG0003065	EWB00_002430	SBOV2_21230.1
OG0003066	EWB00_005896.2, EWB00_005896.1, EWB00_005896.3	SBOV2_93050.2, SBOV2_93050.1
OG0003067	EWB00_006984	SBOV2_24340.3, SBOV2_24340.4, SBOV2_24340.1, SBOV2_24340.2
OG0003068	EWB00_007267	SBOV2_75830.1
OG0003069	EWB00_007924.1, EWB00_007924.2, EWB00_007924.3	SBOV2_69810.5, SBOV2_69810.3, SBOV2_69810.4, SBOV2_69810.2, SBOV2_69810.1
OG0003070	EWB00_001470	SBOV2_32440.1
OG0003071	EWB00_011317.1, EWB00_011317.2, EWB00_011317.3	SBOV2_60310.5, SBOV2_60310.2, SBOV2_60310.3, SBOV2_60310.1, SBOV2_60310.4
OG0003072	EWB00_002274	SBOV2_78560.1
OG0003073	EWB00_008884	SBOV2_63520.1
OG0003074	EWB00_010530.1, EWB00_010530.2	SBOV2_58310.1
OG0003075	EWB00_008858	SBOV2_57020.1
OG0003076	EWB00_011230	SBOV2_56970.1
OG0003077	EWB00_007256	SBOV2_73740.1, SBOV2_73740.2
OG0003078	EWB00_005398	SBOV2_60780.1
OG0003079	EWB00_001066, EWB00_002969.2, EWB00_002969.4, EWB00_002969.3, EWB00_002969.1	SBOV2_55680.1, SBOV2_55680.2, SBOV2_55680.3
OG0003080	EWB00_005547	SBOV2_10760.1
OG0003081	EWB00_004182.2, EWB00_004183, EWB00_004182.3, EWB00_004182.1	SBOV2_14430.2, SBOV2_14430.5, SBOV2_14430.4, SBOV2_14430.1, SBOV2_14430.3
OG0003082	EWB00_005350.1, EWB00_005350.2	SBOV2_49430.1, SBOV2_49430.4, SBOV2_49430.3, SBOV2_49430.2
OG0003083	EWB00_008187.1, EWB00_008187.2, EWB00_008187.5, EWB00_008187.3, EWB00_008187.4	SBOV2_78320.1, SBOV2_78320.2
OG0003084	EWB00_006599	SBOV2_72040.1, SBOV2_72040.2, SBOV2_72040.6, SBOV2_72040.3, SBOV2_72040.4, SBOV2_72040.5
OG0003085	EWB00_009540.1, EWB00_009540.3, EWB00_009540.4, EWB00_009540.2	SBOV2_29040.1, SBOV2_29040.2
OG0003086	EWB00_010401.4, EWB00_010401.1, EWB00_010401.2, EWB00_010401.3	SBOV2_65510.1
OG0003087	EWB00_009973	SBOV2_94940.1
OG0003088	EWB00_002485	SBOV2_20030.4, SBOV2_20030.1, SBOV2_20030.3, SBOV2_20030.2
OG0003089	EWB00_005476	SBOV2_18090.2, SBOV2_18090.1
OG0003090	EWB00_010110.1, EWB00_010110.2	SBOV2_35730.1, SBOV2_35730.2
OG0003091	EWB00_008765.1, EWB00_008765.2	SBOV2_91560.1
OG0003092	EWB00_009635	SBOV2_82710.1, SBOV2_82690.1, SBOV2_82680.1, SBOV2_82730.1, SBOV2_82700.1, SBOV2_82740.1
OG0003095	EWB00_010734.3, EWB00_010734.1, EWB00_010734.2, EWB00_010734.4, EWB00_010734.6, EWB00_010734.5, EWB00_010734.7, EWB00_010734.8	SBOV2_47500.1
OG0003096	EWB00_007155.1, EWB00_007155.2	SBOV2_74750.1, SBOV2_74750.6, SBOV2_74750.3, SBOV2_74750.8, SBOV2_74750.2, SBOV2_74750.4, SBOV2_74750.5, SBOV2_74750.7
OG0003097	EWB00_009301	SBOV2_65700.1, SBOV2_65700.2, SBOV2_65700.3
OG0003098	EWB00_010275, EWB00_004006, EWB00_010271	SBOV2_15390.1
OG0003098	EWB00_010278	SBOV2_15400.1, SBOV2_15400.2
OG0003099	EWB00_006370	SBOV2_42290.1, SBOV2_42290.2, SBOV2_42290.4, SBOV2_42290.3
OG0003107	EWB00_005250.1, EWB00_005250.3, EWB00_005250.2	SBOV2_55510.1
OG0003108	EWB00_008029.1, EWB00_008029.3, EWB00_008029.2, EWB00_008029.4	SBOV2_41200.1, SBOV2_41200.2, SBOV2_41200.3, SBOV2_41200.4
OG0003109	EWB00_002369.4, EWB00_002369.1, EWB00_002369.2, EWB00_002369.3	SBOV2_14890.3, SBOV2_14890.1, SBOV2_14890.2
OG0003111	EWB00_007357.1, EWB00_007357.2	SBOV2_71040.2, SBOV2_71040.1, SBOV2_71040.3
OG0003112	EWB00_006248.1, EWB00_006248.5, EWB00_006248.4, EWB00_006248.2, EWB00_006248.3	SBOV2_67360.1
OG0003114	EWB00_006927.3, EWB00_006927.1, EWB00_006927.2	SBOV2_86260.2, SBOV2_86260.3, SBOV2_86260.1
OG0003115	EWB00_010917	SBOV2_72960.1, SBOV2_72960.2
OG0003116	EWB00_004873.2, EWB00_004873.1, EWB00_004873.3	SBOV2_87410.1, SBOV2_87410.2, SBOV2_87410.3, SBOV2_87410.4, SBOV2_87410.5, SBOV2_87410.6
OG0003117	EWB00_005464.1, EWB00_005464.2	SBOV2_17960.1, SBOV2_17960.2, SBOV2_17960.3, SBOV2_17960.4
OG0003118	EWB00_007810, EWB00_007809.3, EWB00_007809.2, EWB00_007809.1	SBOV2_27140.1
OG0003119	EWB00_002143.1, EWB00_002143.2	SBOV2_34580.1, SBOV2_34580.2, SBOV2_34580.3
OG0003120	EWB00_000963.1, EWB00_000963.2	SBOV2_70040.1
OG0003122	EWB00_010246	SBOV2_480.1, SBOV2_480.3, SBOV2_480.2
OG0003123	EWB00_010391	SBOV2_82670.1
OG0003123	EWB00_002591	SBOV2_82760.1
OG0003124	EWB00_003249	SBOV2_89760.1
OG0003125	EWB00_008233.1	SBOV2_73530.3
OG0003125	EWB00_008233.2	SBOV2_73530.4, SBOV2_73530.5
OG0003126	EWB00_000047.1, EWB00_000047.4, EWB00_000047.2, EWB00_000047.3	SBOV2_18620.1
OG0003127	EWB00_000622	SBOV2_85480.1, SBOV2_85480.3, SBOV2_85480.2
OG0003128	EWB00_001499.1, EWB00_001499.2	SBOV2_81480.1, SBOV2_81480.2
OG0003129	EWB00_007584	SBOV2_2940.1
OG0003130	EWB00_006947.1, EWB00_006947.2, EWB00_006947.3	SBOV2_39650.1
OG0003131	EWB00_002699	SBOV2_71650.1
OG0003132	EWB00_002867.1, EWB00_002867.2	SBOV2_23460.1
OG0003133	EWB00_000499.1, EWB00_000499.3, EWB00_000499.2	SBOV2_58820.1, SBOV2_58820.2, SBOV2_58820.3
OG0003134	EWB00_002618.1, EWB00_002618.3, EWB00_002618.2	SBOV2_82820.1
OG0003135	EWB00_004305	SBOV2_31350.1, SBOV2_31350.2, SBOV2_31350.3
OG0003136	EWB00_008466.1, EWB00_008466.2, EWB00_008466.3	SBOV2_9950.1, SBOV2_9950.2
OG0003137	EWB00_008830	SBOV2_80690.1, SBOV2_80690.2
OG0003138	EWB00_005081, EWB00_005080	SBOV2_87710.2, SBOV2_87710.1
OG0003139	EWB00_002982	SBOV2_48760.1, SBOV2_48760.2
OG0003140	EWB00_007444.1	SBOV2_36590.1
OG0003141	EWB00_011154.2, EWB00_011154.3, EWB00_011154.4, EWB00_011154.1	SBOV2_61180.1, SBOV2_61180.2, SBOV2_61180.3, SBOV2_61180.4, SBOV2_61180.5
OG0003143	EWB00_007165	SBOV2_74830.1, SBOV2_74830.2
OG0003144	EWB00_006185	SBOV2_28500.3, SBOV2_28500.1, SBOV2_28500.2
OG0003145	EWB00_010319.1, EWB00_010319.2	SBOV2_19340.1, SBOV2_19340.3, SBOV2_19340.2
OG0003146	EWB00_003651.1, EWB00_003651.2	SBOV2_64380.1
OG0003147	EWB00_003001	SBOV2_48610.1
OG0003148	EWB00_005096	SBOV2_91990.1
OG0003149	EWB00_001204.1, EWB00_001204.2	SBOV2_55460.1
OG0003150	EWB00_001265.1, EWB00_001265.2	SBOV2_77890.1, SBOV2_77890.2
OG0003151	EWB00_005365.1, EWB00_005365.2	SBOV2_49310.1
OG0003152	EWB00_001276	SBOV2_30470.1
OG0003154	EWB00_006862	SBOV2_31980.3, SBOV2_31980.2, SBOV2_31980.1
OG0003155	EWB00_006098	SBOV2_70410.1
OG0003156	EWB00_003140.1, EWB00_003140.2, EWB00_003140.3	SBOV2_29530.1
OG0003157	EWB00_006792.1, EWB00_006792.2	SBOV2_53150.1, SBOV2_53150.2, SBOV2_53150.3, SBOV2_53150.4
OG0003158	EWB00_011385.1, EWB00_011385.2, EWB00_011384	SBOV2_88960.1, SBOV2_88960.3, SBOV2_88960.2
OG0003159	EWB00_008374.1, EWB00_008374.2, EWB00_008374.3	SBOV2_55150.1
OG0003160	EWB00_006450.1, EWB00_006450.2	SBOV2_20110.1
OG0003161	EWB00_000220	SBOV2_46470.1
OG0003162	EWB00_000204.1, EWB00_000204.2	SBOV2_9390.2, SBOV2_9390.1, SBOV2_9400.1, SBOV2_9400.2
OG0003163	EWB00_005625.1, EWB00_005625.2	SBOV2_1600.1, SBOV2_1600.2
OG0003164	EWB00_002926.3, EWB00_002926.1, EWB00_002926.2	SBOV2_34310.1
OG0003166	EWB00_000749	SBOV2_50860.1
OG0003167	EWB00_000793	SBOV2_92630.1
OG0003168	EWB00_010406.1, EWB00_010406.3, EWB00_010406.4, EWB00_010406.2, EWB00_010406.5	SBOV2_63160.1
OG0003169	EWB00_010284	SBOV2_15460.2, SBOV2_15460.4, SBOV2_15460.1, SBOV2_15460.3, SBOV2_15460.5
OG0003170	EWB00_005424.1, EWB00_005424.2, EWB00_005424.4, EWB00_005424.5, EWB00_005424.7, EWB00_005424.3, EWB00_005424.6	SBOV2_17560.1, SBOV2_17560.2
OG0003171	EWB00_004526.1, EWB00_004526.2	SBOV2_72360.1, SBOV2_72360.2
OG0003172	EWB00_002386	SBOV2_21580.1, SBOV2_21580.2
OG0003174	EWB00_001174.1, EWB00_001174.2, EWB00_001174.3, EWB00_001174.4, EWB00_001174.5	SBOV2_74300.1
OG0003175	EWB00_000578	SBOV2_92820.1, SBOV2_92820.2, SBOV2_92820.3
OG0003176	EWB00_008649	SBOV2_69490.1, SBOV2_69490.2, SBOV2_69490.3
OG0003177	EWB00_006979	SBOV2_25280.1, SBOV2_25280.2
OG0003178	EWB00_002919	SBOV2_34230.1
OG0003179	EWB00_001187	SBOV2_74420.1
OG0003181	EWB00_004341	SBOV2_31000.1
OG0003182	EWB00_007471.1, EWB00_007471.3, EWB00_007471.2	SBOV2_36390.1, SBOV2_36390.2
OG0003183	EWB00_002692	SBOV2_12950.2, SBOV2_12950.1, SBOV2_12950.3, SBOV2_12950.4, SBOV2_12950.5
OG0003184	EWB00_003317.1, EWB00_003317.2	SBOV2_39180.1
OG0003185	EWB00_002783	SBOV2_71150.4, SBOV2_71150.5, SBOV2_71150.6, SBOV2_71150.3, SBOV2_71150.1, SBOV2_71150.2
OG0003186	EWB00_002899.1, EWB00_002899.2	SBOV2_37830.1, SBOV2_37870.1
OG0003187	EWB00_010930.1, EWB00_011372, EWB00_010930.2	SBOV2_73050.1
OG0003188	EWB00_004402.1, EWB00_004402.2, EWB00_004402.3	SBOV2_81180.4, SBOV2_81180.5, SBOV2_81180.1, SBOV2_81180.6, SBOV2_81180.7, SBOV2_81180.8, SBOV2_81180.2, SBOV2_81180.3
OG0003189	EWB00_005148.1, EWB00_005148.2	SBOV2_56420.1
OG0003190	EWB00_011302	SBOV2_60060.1, SBOV2_60060.2
OG0003191	EWB00_006882.1, EWB00_006882.2	SBOV2_46720.2, SBOV2_46720.1
OG0003192	EWB00_003999.3, EWB00_003999.1, EWB00_003999.2	SBOV2_65970.1, SBOV2_65970.2
OG0003193	EWB00_001279.2, EWB00_001279.1, EWB00_001279.3	SBOV2_30420.2, SBOV2_30420.1
OG0003194	EWB00_009436.1, EWB00_009436.2	SBOV2_69110.1
OG0003195	EWB00_005426.1, EWB00_005426.2, EWB00_005426.3	SBOV2_17590.1
OG0003196	EWB00_000542, EWB00_000541.2, EWB00_000541.1, EWB00_000541.3, EWB00_000541.4	SBOV2_61670.2, SBOV2_61670.1
OG0003197	EWB00_001440	SBOV2_94020.1
OG0003198	EWB00_008419.3, EWB00_008419.2, EWB00_008419.1	SBOV2_54840.1
OG0003199	EWB00_005874.1, EWB00_005874.2, EWB00_005874.3	SBOV2_92480.1
OG0003200	EWB00_009487	SBOV2_10270.1
OG0003201	EWB00_009360	SBOV2_14200.1, SBOV2_14200.2, SBOV2_14200.3
OG0003202	EWB00_005466.1, EWB00_005466.2, EWB00_005466.3	SBOV2_17990.1, SBOV2_17990.2, SBOV2_17990.3, SBOV2_17990.4
OG0003203	EWB00_003179	SBOV2_90700.1
OG0003204	EWB00_002525.4, EWB00_002525.3, EWB00_002525.1, EWB00_002525.5, EWB00_002525.2	SBOV2_19690.1, SBOV2_19680.2, SBOV2_19680.1
OG0003205	EWB00_004334	SBOV2_31060.1, SBOV2_31060.2, SBOV2_31060.3, SBOV2_31060.4
OG0003206	EWB00_006523.3, EWB00_006523.1, EWB00_006523.2	SBOV2_17020.2, SBOV2_17020.3, SBOV2_17020.1, SBOV2_17000.1
OG0003208	EWB00_006264	SBOV2_67550.1
OG0003210	EWB00_004690.3, EWB00_004690.1, EWB00_004690.2	SBOV2_12640.1, SBOV2_12640.2
OG0003211	EWB00_001368.1, EWB00_001368.2	SBOV2_74170.1
OG0003212	EWB00_010842.1, EWB00_010842.2, EWB00_010842.3	SBOV2_5870.2, SBOV2_5870.1
OG0003213	EWB00_002935	SBOV2_34390.1
OG0003214	EWB00_009437	SBOV2_11600.1
OG0003215	EWB00_003063	SBOV2_8780.1
OG0003216	EWB00_008913.2, EWB00_008913.1, EWB00_008913.3	SBOV2_63780.1, SBOV2_63780.2
OG0003217	EWB00_011333	SBOV2_60440.1, SBOV2_60440.2
OG0003218	EWB00_005572.3, EWB00_005572.4, EWB00_005572.2, EWB00_005572.5, EWB00_005572.1, EWB00_005572.6, EWB00_003264	SBOV2_57510.3, SBOV2_57510.2, SBOV2_57510.1
OG0003221	EWB00_006144	SBOV2_28160.2, SBOV2_28160.1, SBOV2_28160.3, SBOV2_28160.4
OG0003222	EWB00_010347.1, EWB00_010347.2	SBOV2_19060.5, SBOV2_19060.2, SBOV2_19060.3, SBOV2_19060.4, SBOV2_19060.1
OG0003223	EWB00_001955, EWB00_001956	SBOV2_89380.1
OG0003224	EWB00_004395	SBOV2_29450.2, SBOV2_29450.1
OG0003225	EWB00_003044, EWB00_003042.1, EWB00_003042.2	SBOV2_87490.1
OG0003226	EWB00_003709.1, EWB00_003709.2	SBOV2_96220.1, SBOV2_96220.2, SBOV2_96230.1, SBOV2_13860.1
OG0003227	EWB00_011155.1, EWB00_011155.2	SBOV2_61190.4, SBOV2_61190.8, SBOV2_61190.1, SBOV2_61190.2, SBOV2_61190.3, SBOV2_61190.6, SBOV2_61190.7, SBOV2_61190.5
OG0003228	EWB00_007532	SBOV2_86770.1
OG0003229	EWB00_010966, EWB00_010965	SBOV2_75250.1
OG0003230	EWB00_002077.1, EWB00_002077.2	SBOV2_46320.1, SBOV2_46320.2
OG0003231	EWB00_006561.1, EWB00_006561.2	SBOV2_17310.1, SBOV2_17310.5, SBOV2_17310.4, SBOV2_17310.6, SBOV2_17310.2, SBOV2_17310.3
OG0003232	EWB00_005539	SBOV2_10670.2, SBOV2_10670.1
OG0003233	EWB00_005827.1, EWB00_005827.2, EWB00_005827.4, EWB00_005827.3	SBOV2_21450.1
OG0003234	EWB00_000234, EWB00_000823	SBOV2_60090.1, SBOV2_60090.3, SBOV2_60090.2
OG0003235	EWB00_007303.2, EWB00_007303.5, EWB00_007303.4, EWB00_007303.1, EWB00_007303.3	SBOV2_83550.2, SBOV2_83550.3, SBOV2_83550.1
OG0003236	EWB00_011228.9, EWB00_011228.11, EWB00_011228.10, EWB00_011228.12, EWB00_011228.1, EWB00_011228.2, EWB00_011228.3, EWB00_011228.4, EWB00_011228.5, EWB00_011228.6, EWB00_011228.8, EWB00_011228.7	SBOV2_56800.1
OG0003237	EWB00_004234.1, EWB00_004234.2	SBOV2_24800.1, SBOV2_24800.3, SBOV2_24800.2
OG0003238	EWB00_010483	SBOV2_65070.1, SBOV2_65070.2, SBOV2_65070.3
OG0003239	EWB00_006733.1, EWB00_006733.3, EWB00_006733.2, EWB00_006733.4, EWB00_006733.5, EWB00_006733.6, EWB00_006733.7	SBOV2_79860.1, SBOV2_79860.2
OG0003240	EWB00_008701.2, EWB00_008701.4	SBOV2_7330.1
OG0003241	EWB00_009123.1, EWB00_009123.2	SBOV2_30160.1, SBOV2_30160.2
OG0003242	EWB00_010668.1, EWB00_010668.2	SBOV2_52600.1, SBOV2_52600.2
OG0003243	EWB00_003084.1, EWB00_003084.3, EWB00_003084.4, EWB00_003084.7, EWB00_003084.2, EWB00_003084.5, EWB00_003084.6	SBOV2_8540.1, SBOV2_8540.2
OG0003244	EWB00_005396	SBOV2_52180.1
OG0003245	EWB00_006500	SBOV2_51640.1, SBOV2_51640.2, SBOV2_51640.3
OG0003246	EWB00_003082.1, EWB00_003082.2	SBOV2_8590.1, SBOV2_8590.2
OG0003247	EWB00_002490.3, EWB00_002490.1, EWB00_002490.2	SBOV2_19970.2, SBOV2_19970.5, SBOV2_19970.1, SBOV2_19970.3, SBOV2_19970.4
OG0003249	EWB00_010444	SBOV2_63470.2, SBOV2_63470.1
OG0003250	EWB00_007922	SBOV2_69800.1, SBOV2_69800.2
OG0003251	EWB00_005287.1, EWB00_005287.2	SBOV2_85640.1, SBOV2_85640.2
OG0003252	EWB00_002792.5, EWB00_002792.3, EWB00_002792.1, EWB00_002792.2, EWB00_002792.4	SBOV2_41490.1
OG0003253	EWB00_006924	SBOV2_86220.1
OG0003254	EWB00_008914	SBOV2_63790.1
OG0003255	EWB00_005870	SBOV2_92500.1
OG0003256	EWB00_002182	SBOV2_83030.1
OG0003257	EWB00_009732.1, EWB00_009732.3, EWB00_009732.2	SBOV2_12510.1
OG0003258	EWB00_001796	SBOV2_42610.3, SBOV2_42610.1, SBOV2_42610.2
OG0003259	EWB00_007061	SBOV2_23270.1, SBOV2_23270.2
OG0003260	EWB00_010180	SBOV2_83310.1, SBOV2_83310.2
OG0003261	EWB00_003383.1	SBOV2_33040.1, SBOV2_33050.1
OG0003262	EWB00_010861.3, EWB00_010861.1, EWB00_010861.2	SBOV2_57490.1, SBOV2_96820.1, SBOV2_57740.1
OG0003263	EWB00_006341, EWB00_006342	SBOV2_4990.1
OG0003264	EWB00_004804	SBOV2_15090.1, SBOV2_15090.2
OG0003265	EWB00_005737.1, EWB00_005737.2	SBOV2_25890.3, SBOV2_25890.2, SBOV2_25890.1
OG0003266	EWB00_008682.1, EWB00_008682.2	SBOV2_70590.1
OG0003267	EWB00_002529.1, EWB00_002529.2	SBOV2_19640.1, SBOV2_19640.2, SBOV2_19640.3
OG0003268	EWB00_008258.1, EWB00_008258.2	SBOV2_42710.1
OG0003269	EWB00_010993.1, EWB00_010993.2	SBOV2_75490.1, SBOV2_75490.2
OG0003270	EWB00_005906	SBOV2_62170.1
OG0003271	EWB00_009402.4, EWB00_009402.5, EWB00_009402.7, EWB00_009402.1, EWB00_009402.3, EWB00_009402.2, EWB00_009402.6, EWB00_009402.8	SBOV2_11220.1, SBOV2_11220.2, SBOV2_11220.3, SBOV2_11220.4
OG0003272	EWB00_004323	SBOV2_31180.1, SBOV2_31170.1
OG0003273	EWB00_001726	SBOV2_33850.2, SBOV2_33850.3, SBOV2_33850.1, SBOV2_33850.4
OG0003274	EWB00_003811, EWB00_001051.4, EWB00_001051.2, EWB00_001051.3, EWB00_001051.5, EWB00_001051.6, EWB00_001051.8, EWB00_001051.7	SBOV2_18330.1
OG0003275	EWB00_001108.1	SBOV2_24090.4, SBOV2_24090.1, SBOV2_24090.2
OG0003276	EWB00_006584	SBOV2_61250.1, SBOV2_61250.2
OG0003277	EWB00_002907.1, EWB00_002907.2	SBOV2_34100.3, SBOV2_34100.1, SBOV2_34100.2
OG0003278	EWB00_005170	SBOV2_49950.1, SBOV2_49950.3, SBOV2_49950.2
OG0003279	EWB00_003837.1, EWB00_003837.2	SBOV2_1840.1
OG0003280	EWB00_007377.2, EWB00_007377.1, EWB00_007377.3, EWB00_007377.4, EWB00_007377.5	SBOV2_77020.1
OG0003281	EWB00_011205.1, EWB00_011205.2	SBOV2_93420.1
OG0003282	EWB00_010653	SBOV2_52740.1, SBOV2_52740.2, SBOV2_52740.3, SBOV2_52740.4
OG0003283	EWB00_000573.1, EWB00_000573.3, EWB00_000573.2, EWB00_000573.4	SBOV2_93660.1, SBOV2_93660.2, SBOV2_93660.4, SBOV2_93660.3
OG0003284	EWB00_011299	SBOV2_60030.1
OG0003285	EWB00_007543.1, EWB00_007543.2	SBOV2_22470.1, SBOV2_22470.2, SBOV2_22470.3
OG0003286	EWB00_009842	SBOV2_66510.1, SBOV2_66510.3, SBOV2_66510.2
OG0003287	EWB00_010374.1, EWB00_010374.2	SBOV2_9240.1
OG0003288	EWB00_009774	SBOV2_67990.1
OG0003289	EWB00_002694	SBOV2_12930.1
OG0003290	EWB00_009496.2, EWB00_009496.3	SBOV2_10130.3
OG0003291	EWB00_000053.1, EWB00_000053.2	SBOV2_16780.1, SBOV2_16780.2, SBOV2_16780.3
OG0003292	EWB00_001336.1, EWB00_001336.2, EWB00_001336.3, EWB00_001336.4, EWB00_001336.5, EWB00_001336.6	SBOV2_84410.1
OG0003293	EWB00_007013	SBOV2_40370.1, SBOV2_40370.2
OG0003294	EWB00_008149.1, EWB00_008149.2, EWB00_008149.3	SBOV2_34080.1
OG0003296	EWB00_008128.3, EWB00_008128.1, EWB00_008128.2	SBOV2_51360.1, SBOV2_51360.2
OG0003297	EWB00_006546.1, EWB00_006546.2	SBOV2_17180.1, SBOV2_17180.2, SBOV2_17180.3
OG0003298	EWB00_004029	SBOV2_45500.1, SBOV2_45520.1
OG0003299	EWB00_002013.1, EWB00_002013.2, EWB00_002013.3	SBOV2_76180.1, SBOV2_76180.2
OG0003302	EWB00_008838	SBOV2_7230.1
OG0003303	EWB00_007745.1, EWB00_007745.3, EWB00_007745.2, EWB00_007745.4	SBOV2_51260.1, SBOV2_51260.2, SBOV2_51260.3
OG0003304	EWB00_007783.1, EWB00_007783.2	SBOV2_6990.2, SBOV2_6990.3, SBOV2_6990.4, SBOV2_6990.1
OG0003305	EWB00_010935.4, EWB00_010937, EWB00_010935.1, EWB00_010935.2, EWB00_010935.3	SBOV2_73100.1
OG0003306	EWB00_007821	SBOV2_55590.1, SBOV2_55590.3, SBOV2_55590.2
OG0003307	EWB00_003713.3, EWB00_003713.1, EWB00_003713.2, EWB00_003713.4, EWB00_003713.5, EWB00_003713.6, EWB00_003713.7, EWB00_003713.8	SBOV2_41400.1
OG0003309	EWB00_005667	SBOV2_950.1, SBOV2_950.2, SBOV2_950.3, SBOV2_950.4, SBOV2_950.5
OG0003310	EWB00_010716	SBOV2_47690.1
OG0003311	EWB00_001917	SBOV2_88350.1, SBOV2_88350.3, SBOV2_88350.4, SBOV2_88350.2
OG0003313	EWB00_002174, EWB00_002175, EWB00_009988, EWB00_002176	SBOV2_50950.1
OG0003314	EWB00_010889	SBOV2_40190.1, SBOV2_40190.2
OG0003315	EWB00_007856.1, EWB00_007856.2	SBOV2_35440.1, SBOV2_35440.2
OG0003318	EWB00_000638	SBOV2_95850.1
OG0003319	EWB00_003912	SBOV2_27430.1
OG0003319	EWB00_003911.1, EWB00_003911.2	SBOV2_27420.2, SBOV2_27420.1
OG0003320	EWB00_003563	SBOV2_55710.1, SBOV2_55710.2, SBOV2_55710.3, SBOV2_55710.4, SBOV2_55710.5
OG0003321	EWB00_006021.1, EWB00_006021.2	SBOV2_37690.1
OG0003322	EWB00_007639	SBOV2_16300.1, SBOV2_16290.1
OG0003326	EWB00_009823.1, EWB00_009823.3, EWB00_009823.2	SBOV2_66370.1, SBOV2_66370.2, SBOV2_66370.3, SBOV2_66370.5, SBOV2_66370.4
OG0003327	EWB00_003890	SBOV2_75960.1
OG0003328	EWB00_011026	SBOV2_73520.1, SBOV2_73520.2
OG0003329	EWB00_000558	SBOV2_93520.1
OG0003330	EWB00_006505.3, EWB00_006505.1, EWB00_006505.2	SBOV2_53870.1
OG0003331	EWB00_009188	SBOV2_9560.1, SBOV2_9560.2
OG0003332	EWB00_011211	SBOV2_35600.1, SBOV2_35600.2, SBOV2_35600.3
OG0003333	EWB00_009921.1, EWB00_009921.2	SBOV2_6440.1, SBOV2_6450.1
OG0003334	EWB00_003319.1, EWB00_003319.2	SBOV2_39190.1
OG0003335	EWB00_008896.1, EWB00_008896.2, EWB00_008896.3	SBOV2_63610.2, SBOV2_63610.3, SBOV2_63610.1, SBOV2_63610.4
OG0003336	EWB00_001160.1, EWB00_001160.2	SBOV2_61370.1
OG0003337	EWB00_010983.3, EWB00_010983.1, EWB00_010983.2	SBOV2_75410.1, SBOV2_75410.2, SBOV2_75410.3, SBOV2_75410.4
OG0003338	EWB00_007637	SBOV2_16270.2, SBOV2_16270.1
OG0003339	EWB00_010227	SBOV2_780.2, SBOV2_780.1
OG0003340	EWB00_004593	SBOV2_28080.1
OG0003341	EWB00_006222.1, EWB00_006222.2	SBOV2_67120.1
OG0003342	EWB00_002304.1, EWB00_002304.2	SBOV2_13430.1
OG0003343	EWB00_007216.1, EWB00_007216.2	SBOV2_54070.1, SBOV2_54070.2
OG0003344	EWB00_001539	SBOV2_22750.1, SBOV2_22750.2
OG0003345	EWB00_005053.2, EWB00_005053.4, EWB00_005053.3, EWB00_005053.1, EWB00_005054.2, EWB00_005054.1	SBOV2_96350.1, SBOV2_96350.2, SBOV2_96350.3, SBOV2_96350.4
OG0003347	EWB00_000978	SBOV2_43670.1, SBOV2_43670.2, SBOV2_43670.3
OG0003348	EWB00_005383	SBOV2_52060.1, SBOV2_52060.2
OG0003349	EWB00_007466	SBOV2_27600.1, SBOV2_27600.3, SBOV2_27600.4, SBOV2_27600.2, SBOV2_27600.5
OG0003350	EWB00_010089.1, EWB00_010089.2	SBOV2_68840.1
OG0003352	EWB00_006734.2, EWB00_006734.1	SBOV2_79850.1
OG0003353	EWB00_010882.4, EWB00_010882.1, EWB00_010882.2, EWB00_010882.5, EWB00_010882.3	SBOV2_40120.1
OG0003354	EWB00_007009	SBOV2_40040.1
OG0003355	EWB00_010054	SBOV2_68510.1, SBOV2_68510.2
OG0003357	EWB00_006364.1, EWB00_006364.2, EWB00_006364.3	SBOV2_42350.1, SBOV2_42350.2
OG0003359	EWB00_005569	SBOV2_57420.1
OG0003361	EWB00_010359	SBOV2_18950.1, SBOV2_18950.2
OG0003362	EWB00_010550.2, EWB00_010550.3, EWB00_010550.4, EWB00_010550.1	SBOV2_74540.1
OG0003363	EWB00_002198	SBOV2_37700.1, SBOV2_37700.2
OG0003364	EWB00_001339.1, EWB00_001339.2	SBOV2_84370.1, SBOV2_84370.2
OG0003365	EWB00_001048	SBOV2_18390.2, SBOV2_18390.1
OG0003366	EWB00_011157	SBOV2_61210.2, SBOV2_61210.1
OG0003367	EWB00_010811.2, EWB00_010811.1, EWB00_010811.3	SBOV2_47000.1, SBOV2_47000.2, SBOV2_47000.3
OG0003368	EWB00_007696	SBOV2_29830.1
OG0003369	EWB00_000917.1, EWB00_000917.2	SBOV2_64640.1, SBOV2_64640.2
OG0003370	EWB00_005111	SBOV2_25320.1, SBOV2_25320.2, SBOV2_25320.3
OG0003371	EWB00_010802.1, EWB00_010802.2	SBOV2_46930.1
OG0003372	EWB00_003039	SBOV2_93160.1
OG0003373	EWB00_004807	SBOV2_15100.1
