Orthogroup	schistosoma_japonicum	schistosoma_guineensis
OG0004099	EWB00_003845.1, EWB00_003845.2	SGUI1_1700.1, SGUI1_1700.2, SGUI1_1660.1, SGUI1_1660.2
OG0004101	EWB00_004724.1, EWB00_004724.2	SGUI1_41570.1, SGUI1_41570.2, SGUI1_41570.5, SGUI1_41570.3, SGUI1_41570.4
OG0004102	EWB00_004935	SGUI1_85880.1
OG0004103	EWB00_009552.1, EWB00_009552.2	SGUI1_38450.2, SGUI1_38450.1
OG0004104	EWB00_004331	SGUI1_36480.1
OG0004105	EWB00_005014	SGUI1_26640.1
OG0004106	EWB00_011195	SGUI1_94770.1, SGUI1_94770.2
OG0004107	EWB00_003133.1, EWB00_003133.2, EWB00_003133.3, EWB00_003133.4, EWB00_003133.5	SGUI1_15830.1
OG0004108	EWB00_003248.1, EWB00_003248.2	SGUI1_42020.1, SGUI1_42020.2, SGUI1_42020.3
OG0004109	EWB00_007708	SGUI1_37600.1
OG0004110	EWB00_010947.1, EWB00_010947.2	SGUI1_76480.1
OG0004111	EWB00_009000	SGUI1_77390.1, SGUI1_77390.2
OG0004112	EWB00_000051, EWB00_000052.1, EWB00_000052.2, EWB00_000052.3	SGUI1_16920.1
OG0004113	EWB00_007542	SGUI1_22610.1
OG0004114	EWB00_006787	SGUI1_52930.1, SGUI1_52930.2
OG0004115	EWB00_004300	SGUI1_36170.1, SGUI1_36170.2
OG0004116	EWB00_004504	SGUI1_85200.1
OG0004117	EWB00_009022	SGUI1_4000.1, SGUI1_4000.2
OG0004118	EWB00_002822	SGUI1_42620.1
OG0004119	EWB00_000273.1, EWB00_000273.2	SGUI1_25260.1, SGUI1_25260.2
OG0004120	EWB00_002932.1, EWB00_002932.4, EWB00_002932.2, EWB00_002932.5	SGUI1_33080.4, SGUI1_33080.1, SGUI1_33080.2, SGUI1_33080.3
OG0004121	EWB00_006814.4, EWB00_006814.1, EWB00_006814.3, EWB00_006814.2	SGUI1_52380.1
OG0004122	EWB00_008041	SGUI1_26240.5, SGUI1_26240.2, SGUI1_26240.4, SGUI1_26240.1, SGUI1_26240.3
OG0004123	EWB00_003109.1, EWB00_003109.2	SGUI1_15700.1
OG0004124	EWB00_000636	SGUI1_28640.1
OG0004125	EWB00_009001	SGUI1_77400.1, SGUI1_77400.2, SGUI1_77400.3, SGUI1_77400.4
OG0004126	EWB00_002004.1, EWB00_002004.2, EWB00_002004.3	SGUI1_77670.1
OG0004127	EWB00_005034.1, EWB00_005034.2, EWB00_005034.3, EWB00_005034.4	SGUI1_26530.1
OG0004128	EWB00_000074	SGUI1_16660.1
OG0004129	EWB00_010809	SGUI1_47630.2, SGUI1_47630.1, SGUI1_47630.3
OG0004130	EWB00_002733	SGUI1_71640.1
OG0004131	EWB00_002434	SGUI1_21410.1
OG0004132	EWB00_010267, EWB00_003008	SGUI1_86430.1
OG0004133	EWB00_005752	SGUI1_22090.1
OG0004134	EWB00_003112, EWB00_003111	SGUI1_15720.1
OG0004136	EWB00_005563	SGUI1_58220.1
OG0004137	EWB00_006076.1	SGUI1_30240.1
OG0004138	EWB00_010747.3, EWB00_010747.4, EWB00_010747.1, EWB00_010747.2	SGUI1_47990.1
OG0004139	EWB00_002879.1, EWB00_002879.2	SGUI1_30410.1
OG0004140	EWB00_010754.1, EWB00_010754.2	SGUI1_47910.1
OG0004141	EWB00_005479.1, EWB00_005479.2	SGUI1_18300.1, SGUI1_18300.2
OG0004142	EWB00_000137.1, EWB00_000137.2, EWB00_000137.3	SGUI1_81660.1, SGUI1_81660.2
OG0004143	EWB00_008465	SGUI1_9530.1
OG0004144	EWB00_009878	SGUI1_65060.1
OG0004145	EWB00_007734.1, EWB00_007734.2, EWB00_007734.4, EWB00_007734.3	SGUI1_62800.1
OG0004146	EWB00_002894	SGUI1_30520.1, SGUI1_30520.2
OG0004147	EWB00_005249.1, EWB00_005249.2	SGUI1_56480.4, SGUI1_56480.3, SGUI1_56480.1, SGUI1_56480.2, SGUI1_56480.5
OG0004148	EWB00_004185, EWB00_004186.1, EWB00_004186.2	SGUI1_14440.1
OG0004149	EWB00_007888	SGUI1_2720.1
OG0004150	EWB00_000680, EWB00_000681	SGUI1_16940.5, SGUI1_16940.3, SGUI1_16940.4
OG0004153	EWB00_008559	SGUI1_22270.1
OG0004154	EWB00_007790.1, EWB00_007790.2, EWB00_007790.3	SGUI1_6880.1, SGUI1_6880.2
OG0004155	EWB00_008075	SGUI1_48680.1
OG0004156	EWB00_003221	SGUI1_57730.1
OG0004157	EWB00_002520.1, EWB00_002520.4, EWB00_002520.2, EWB00_002520.3	SGUI1_20410.1
OG0004158	EWB00_001800.4	SGUI1_43340.1
OG0004159	EWB00_006276.1, EWB00_006276.2	SGUI1_68520.1, SGUI1_68520.2
OG0004160	EWB00_008269.3, EWB00_008269.4, EWB00_008269.2, EWB00_008269.1	SGUI1_4860.1
OG0004161	EWB00_010008.2, EWB00_010008.1, EWB00_010008.3	SGUI1_12050.1
OG0004163	EWB00_011032, EWB00_011034	SGUI1_74670.1
OG0004164	EWB00_004630	SGUI1_13960.1
OG0004165	EWB00_003376	SGUI1_34510.1
OG0004166	EWB00_006303.1, EWB00_006303.2	SGUI1_5060.1
OG0004167	EWB00_003054, EWB00_004869.1, EWB00_004869.2, EWB00_003055	SGUI1_8340.1
OG0004168	EWB00_008571	SGUI1_92270.1
OG0004169	EWB00_010899.1, EWB00_010899.2, EWB00_010899.3, EWB00_010899.4	SGUI1_31490.1, SGUI1_31490.2
OG0004170	EWB00_007393.1, EWB00_007393.2	SGUI1_78620.1
OG0004171	EWB00_004455.5, EWB00_004455.1, EWB00_004455.2, EWB00_004455.3, EWB00_004455.4	SGUI1_88980.3, SGUI1_88980.1, SGUI1_88980.4, SGUI1_88980.2
OG0004172	EWB00_004558.1, EWB00_004558.2	SGUI1_78180.1
OG0004173	EWB00_000345.1, EWB00_000345.2	SGUI1_25800.1
OG0004174	EWB00_006920.2	SGUI1_87420.2
OG0004175	EWB00_004415	SGUI1_50600.1
OG0004176	EWB00_004163.1, EWB00_004163.2	SGUI1_11470.1, SGUI1_11470.2
OG0004177	EWB00_008851.1, EWB00_008851.2, EWB00_008851.3, EWB00_008851.4	SGUI1_90730.2, SGUI1_90730.1
OG0004178	EWB00_005182.1, EWB00_005182.2	SGUI1_58660.1, SGUI1_58660.2
OG0004179	EWB00_002625	SGUI1_84160.1
OG0004180	EWB00_009839.1, EWB00_009839.3, EWB00_009839.2	SGUI1_67310.1
OG0004181	EWB00_009371	SGUI1_14340.1, SGUI1_14340.3, SGUI1_14340.2
OG0004182	EWB00_010422	SGUI1_64210.1, SGUI1_64210.2
OG0004184	EWB00_008955.2, EWB00_008955.1, EWB00_008955.3	SGUI1_11130.1
OG0004185	EWB00_008379	SGUI1_56060.1, SGUI1_56060.2
OG0004186	EWB00_004461, EWB00_004460	SGUI1_88920.1
OG0004187	EWB00_000941.1, EWB00_000941.2	SGUI1_65660.1, SGUI1_65660.2
OG0004188	EWB00_000134.1, EWB00_000134.2	SGUI1_81710.1
OG0004189	EWB00_002450	SGUI1_16160.1
OG0004190	EWB00_002057.1, EWB00_002057.2, EWB00_002057.3	SGUI1_93680.1
OG0004191	EWB00_007436.2, EWB00_007436.1	SGUI1_93050.1
OG0004192	EWB00_006522	SGUI1_17110.1
OG0004193	EWB00_007298	SGUI1_84790.1
OG0004194	EWB00_001323	SGUI1_28420.1, SGUI1_28420.2
OG0004195	EWB00_006454	SGUI1_17610.1
OG0004196	EWB00_001723.1, EWB00_001723.2	SGUI1_33540.1
OG0004197	EWB00_010783	SGUI1_21120.1
OG0004198	EWB00_001655.1, EWB00_001655.2	SGUI1_85820.1
OG0004199	EWB00_000518	SGUI1_59440.3, SGUI1_59440.4, SGUI1_59440.5, SGUI1_59440.1, SGUI1_59440.2
OG0004200	EWB00_003494	SGUI1_81050.1, SGUI1_81050.3, SGUI1_81050.5, SGUI1_81050.2, SGUI1_81050.4, SGUI1_81050.6
OG0004201	EWB00_008910	SGUI1_64680.5, SGUI1_64680.1, SGUI1_64680.2, SGUI1_64680.3, SGUI1_64680.4
OG0004202	EWB00_006439	SGUI1_19960.1
OG0004203	EWB00_010936	SGUI1_74270.1
OG0004204	EWB00_004013	SGUI1_62450.1
OG0004205	EWB00_004816.1, EWB00_004816.3, EWB00_004816.2	SGUI1_15210.1
OG0004206	EWB00_001916	SGUI1_90220.1, SGUI1_90220.2, SGUI1_90220.3
OG0004207	EWB00_011233, EWB00_008860	SGUI1_57950.1
OG0004208	EWB00_006266	SGUI1_68410.1, SGUI1_68410.2
OG0004209	EWB00_006707	SGUI1_91790.1
OG0004210	EWB00_000630.1, EWB00_000630.2, EWB00_000630.3	SGUI1_28720.1
OG0004211	EWB00_003796	SGUI1_55760.1
OG0004212	EWB00_005399	SGUI1_53580.1
OG0004213	EWB00_000891	SGUI1_56290.6, SGUI1_56290.5, SGUI1_56290.1, SGUI1_56290.2, SGUI1_56290.3, SGUI1_56290.4
OG0004215	EWB00_008161.6, EWB00_008161.4, EWB00_008161.5, EWB00_008161.7, EWB00_008161.2, EWB00_008161.3, EWB00_008161.1	SGUI1_34580.1
OG0004216	EWB00_007814.2	SGUI1_40600.1
OG0004217	EWB00_000557	SGUI1_94870.1
OG0004219	EWB00_007115, EWB00_007116	SGUI1_63690.1
OG0004220	EWB00_009566.1, EWB00_009566.2, EWB00_009566.3	SGUI1_4580.3, SGUI1_4580.1, SGUI1_4580.2
OG0004221	EWB00_008658	SGUI1_70490.1
OG0004222	EWB00_007971	SGUI1_59410.1, SGUI1_59410.2
OG0004224	EWB00_007128.1, EWB00_007128.2	SGUI1_63600.1
OG0004225	EWB00_010870	SGUI1_50980.1, SGUI1_50990.1
OG0004226	EWB00_002864	SGUI1_23680.1, SGUI1_23680.2
OG0004227	EWB00_002695.1, EWB00_002695.4, EWB00_002695.2, EWB00_002695.3, EWB00_002695.5	SGUI1_12310.1
OG0004228	EWB00_003456, EWB00_003457	SGUI1_58530.1
OG0004229	EWB00_000302.1, EWB00_000302.2	SGUI1_25450.1
OG0004231	EWB00_009227.1, EWB00_009227.2	SGUI1_73900.1
OG0004232	EWB00_008741.1, EWB00_008741.3, EWB00_008741.2	SGUI1_49130.3, SGUI1_49130.1, SGUI1_49130.2
OG0004233	EWB00_002990.1, EWB00_002990.2	SGUI1_49380.1, SGUI1_49380.2
OG0004234	EWB00_010062.1, EWB00_010062.2	SGUI1_69430.1
OG0004235	EWB00_005756	SGUI1_22130.1
OG0004236	EWB00_007493.3, EWB00_007493.1, EWB00_007493.2	SGUI1_80590.1, SGUI1_80590.2
OG0004237	EWB00_008518	SGUI1_19550.1, SGUI1_19550.2
OG0004238	EWB00_000006, EWB00_000003.2, EWB00_000003.1, EWB00_000003.3	SGUI1_73910.1
OG0004239	EWB00_001646.1, EWB00_001646.2	SGUI1_3440.1
OG0004240	EWB00_003378	SGUI1_34490.1, SGUI1_34490.2, SGUI1_34490.3
OG0004241	EWB00_011135	SGUI1_61810.1, SGUI1_61810.2, SGUI1_61810.4, SGUI1_61810.5, SGUI1_61810.3
OG0004242	EWB00_007824	SGUI1_56580.1
OG0004243	EWB00_003386	SGUI1_34410.1, SGUI1_34410.2, SGUI1_34410.3
OG0004244	EWB00_000485	SGUI1_59570.1, SGUI1_59570.2, SGUI1_59570.3
OG0004245	EWB00_002065	SGUI1_91150.2, SGUI1_91150.1, SGUI1_91150.3
OG0004246	EWB00_002958, EWB00_006976	SGUI1_25510.1
OG0004247	EWB00_009244.1, EWB00_009244.2	SGUI1_6020.1
OG0004248	EWB00_002397.1, EWB00_002397.2	SGUI1_21870.1
OG0004249	EWB00_000811.1, EWB00_000811.2	SGUI1_9190.1
OG0004250	EWB00_000782.1, EWB00_000782.2	SGUI1_93970.1, SGUI1_93970.2
OG0004251	EWB00_005124	SGUI1_56890.1, SGUI1_56890.2
OG0004252	EWB00_003160.1, EWB00_003160.2	SGUI1_37870.1
OG0004253	EWB00_011399	SGUI1_89480.1
OG0004255	EWB00_006837	SGUI1_35270.1
OG0004256	EWB00_004688	SGUI1_11960.1
OG0004257	EWB00_010496	SGUI1_65820.1
OG0004258	EWB00_005402	SGUI1_53550.1
OG0004259	EWB00_008524.1, EWB00_008524.2	SGUI1_19510.1
OG0004260	EWB00_006655.5, EWB00_006655.3, EWB00_006655.4, EWB00_006655.1, EWB00_006655.2	SGUI1_96350.1
OG0004261	EWB00_006653, EWB00_006652	SGUI1_96360.1
OG0004262	EWB00_001189.1, EWB00_001189.2	SGUI1_73390.1, SGUI1_73390.2
OG0004263	EWB00_010217	SGUI1_220.1, SGUI1_220.2
OG0004264	EWB00_002206.1, EWB00_002206.2	SGUI1_55500.1, SGUI1_55500.2, SGUI1_55500.3, SGUI1_55500.4
OG0004265	EWB00_005568	SGUI1_58260.1
OG0004266	EWB00_009108	SGUI1_74420.1
OG0004267	EWB00_004232	SGUI1_24980.1
OG0004268	EWB00_006147.1, EWB00_006147.2	SGUI1_39560.1
OG0004269	EWB00_009793	SGUI1_63370.1
OG0004270	EWB00_004040.1, EWB00_004040.2, EWB00_004040.3	SGUI1_46310.1, SGUI1_46310.2
OG0004271	EWB00_007037	SGUI1_83600.1
OG0004272	EWB00_004533	SGUI1_73530.1, SGUI1_73530.2
OG0004273	EWB00_009432, EWB00_009431	SGUI1_87960.1
OG0004274	EWB00_006499	SGUI1_54180.1
OG0004275	EWB00_000981	SGUI1_44440.1
OG0004276	EWB00_002528	SGUI1_20480.1, SGUI1_20480.2
OG0004277	EWB00_002045	SGUI1_5440.1, SGUI1_5440.2, SGUI1_5440.3
OG0004278	EWB00_003377	SGUI1_34500.1
OG0004279	EWB00_005057	SGUI1_88130.1
OG0004281	EWB00_007391.1, EWB00_007391.2	SGUI1_78570.1
OG0004282	EWB00_004932	SGUI1_85900.1
OG0004283	EWB00_003592	SGUI1_480.1, SGUI1_480.2
OG0004284	EWB00_005137.2, EWB00_005137.3, EWB00_005137.1, EWB00_005137.4	SGUI1_57010.1
OG0004286	EWB00_008739	SGUI1_49150.1
OG0004287	EWB00_000985.1, EWB00_000985.3, EWB00_000985.2	SGUI1_44470.1
OG0004288	EWB00_003634	SGUI1_45780.1, SGUI1_45780.2, SGUI1_45780.3
OG0004289	EWB00_002831	SGUI1_40560.3, SGUI1_40560.2, SGUI1_40560.1
OG0004290	EWB00_011134.1, EWB00_011134.2	SGUI1_61790.1, SGUI1_61790.2
OG0004291	EWB00_004356.1, EWB00_004356.2	SGUI1_36710.1
OG0004292	EWB00_004357.1, EWB00_004357.2, EWB00_004357.3, EWB00_004357.4	SGUI1_36720.1
OG0004293	EWB00_008107	SGUI1_73740.1
OG0004294	EWB00_007236	SGUI1_47530.1
OG0004296	EWB00_004809	SGUI1_15160.1
OG0004297	EWB00_008175.2, EWB00_008175.4, EWB00_008175.1, EWB00_008175.3	SGUI1_34730.1
OG0004298	EWB00_011277	SGUI1_60740.3, SGUI1_60740.4, SGUI1_60740.1, SGUI1_60740.2
OG0004299	EWB00_004565.4, EWB00_004565.1, EWB00_004565.2, EWB00_004565.3	SGUI1_78220.1
OG0004300	EWB00_002171.1, EWB00_002171.2	SGUI1_54850.1, SGUI1_54850.2
OG0004301	EWB00_000078.1, EWB00_009937.1, EWB00_000078.2, EWB00_009937.2	SGUI1_16620.1
OG0004302	EWB00_007244.1, EWB00_007244.2	SGUI1_74910.1, SGUI1_74910.2
OG0004303	EWB00_007975.1, EWB00_007975.2	SGUI1_40760.1, SGUI1_40760.2
OG0004304	EWB00_003706	SGUI1_13670.2, SGUI1_13670.1
OG0004305	EWB00_006845.1, EWB00_006845.2	SGUI1_35350.1
OG0004306	EWB00_002903.1, EWB00_002903.2, EWB00_002903.3	SGUI1_30600.1
OG0004307	EWB00_007420.1, EWB00_007420.2	SGUI1_93150.1
OG0004308	EWB00_001246.1, EWB00_001246.2, EWB00_001246.3	SGUI1_79070.1, SGUI1_79070.2, SGUI1_79070.3
OG0004309	EWB00_006636	SGUI1_96460.2, SGUI1_96460.3, SGUI1_96460.1
OG0004310	EWB00_003433	SGUI1_46810.1
OG0004311	EWB00_004207	SGUI1_14090.1, SGUI1_14090.2
OG0004312	EWB00_003916	SGUI1_40250.1
OG0004313	EWB00_010552.1, EWB00_010552.2, EWB00_010552.3	SGUI1_75900.1
OG0004314	EWB00_010114.1, EWB00_010114.2	SGUI1_30640.1
OG0004315	EWB00_004874.1, EWB00_004874.2	SGUI1_88630.3, SGUI1_88630.4, SGUI1_88630.1, SGUI1_88630.2
OG0004316	EWB00_003056.4	SGUI1_8300.1
OG0004316	EWB00_003056.5	SGUI1_8300.1
OG0004319	EWB00_008447.2, EWB00_008447.1, EWB00_008447.3, EWB00_008447.4, EWB00_008447.5, EWB00_008447.6, EWB00_008447.8, EWB00_008447.7	SGUI1_10840.1
OG0004320	EWB00_003470.1, EWB00_003470.2	SGUI1_80780.2, SGUI1_80780.1, SGUI1_80780.3
OG0004321	EWB00_009345.1, EWB00_009345.2	SGUI1_70530.1
OG0004322	EWB00_002651.1, EWB00_002651.2	SGUI1_79390.1, SGUI1_79390.2
OG0004323	EWB00_009399	SGUI1_10570.1
OG0004324	EWB00_002380	SGUI1_12190.1
OG0004325	EWB00_000407, EWB00_000408	SGUI1_63320.1
OG0004326	EWB00_003880.1, EWB00_003880.2, EWB00_003880.3	SGUI1_96500.1
OG0004327	EWB00_003833.1, EWB00_003833.2, EWB00_003833.3, EWB00_003833.4	SGUI1_1840.1
OG0004328	EWB00_004329	SGUI1_36460.1
OG0004329	EWB00_005252.3, EWB00_005252.1, EWB00_005252.2	SGUI1_56510.1
OG0004330	EWB00_006780.1, EWB00_006780.2	SGUI1_51140.1
OG0004331	EWB00_006125	SGUI1_19640.1, SGUI1_19640.2, SGUI1_19640.3, SGUI1_19640.4
OG0004332	EWB00_004698	SGUI1_64950.1
OG0004334	EWB00_002996.6, EWB00_002996.1, EWB00_002996.2, EWB00_002996.3, EWB00_002996.4, EWB00_002996.5	SGUI1_49340.1
OG0004335	EWB00_007170.1, EWB00_007170.2	SGUI1_76230.1
OG0004336	EWB00_006099	SGUI1_71420.1
OG0004337	EWB00_001554	SGUI1_22900.1, SGUI1_22900.2
OG0004338	EWB00_006720	SGUI1_91660.1
OG0004340	EWB00_008452, EWB00_008450	SGUI1_10700.1, SGUI1_10720.1
OG0004341	EWB00_006398.1, EWB00_006398.2	SGUI1_42820.2, SGUI1_42820.1
OG0004342	EWB00_004746.1, EWB00_004746.2	SGUI1_45360.1, SGUI1_45360.2, SGUI1_45360.3
OG0004343	EWB00_008822.1, EWB00_008822.2, EWB00_008822.3	SGUI1_81860.1, SGUI1_81860.2
OG0004344	EWB00_000498	SGUI1_59680.1
OG0004345	EWB00_005181.1, EWB00_005181.2	SGUI1_58670.2, SGUI1_58670.1
OG0004346	EWB00_005811	SGUI1_58910.1, SGUI1_58910.2
OG0004347	EWB00_008040.1, EWB00_008040.2	SGUI1_26220.1
OG0004348	EWB00_001287	SGUI1_37190.1, SGUI1_37190.2
OG0004350	EWB00_005740.5, EWB00_005740.2, EWB00_005740.3, EWB00_005740.4, EWB00_005740.1	SGUI1_11290.1
OG0004351	EWB00_002616	SGUI1_84070.1
OG0004352	EWB00_007297	SGUI1_84800.1
OG0004353	EWB00_006811.1, EWB00_006811.2, EWB00_006811.3, EWB00_006811.5, EWB00_006811.4	SGUI1_52400.1
OG0004354	EWB00_003621	SGUI1_45650.1
OG0004355	EWB00_008875	SGUI1_66250.1
OG0004356	EWB00_009797	SGUI1_67040.1
OG0004357	EWB00_002111.1, EWB00_002112, EWB00_002111.2, EWB00_006081	SGUI1_30200.1
OG0004358	EWB00_005243	SGUI1_24650.1, SGUI1_24650.2
OG0004359	EWB00_003397.1, EWB00_003397.2, EWB00_003397.3	SGUI1_34320.1, SGUI1_34320.2
OG0004360	EWB00_004894.1, EWB00_004894.2, EWB00_004894.3, EWB00_004894.4	SGUI1_44870.1
OG0004367	EWB00_008937	SGUI1_68730.1
OG0004369	EWB00_004739.1, EWB00_004739.2, EWB00_004739.3	SGUI1_45420.4, SGUI1_45420.2, SGUI1_45420.3, SGUI1_45420.1
OG0004370	EWB00_006452	SGUI1_17590.1
OG0004371	EWB00_004616	SGUI1_31200.1, SGUI1_31200.2
OG0004372	EWB00_001028, EWB00_001029	SGUI1_18740.1, SGUI1_18740.2, SGUI1_19230.1
OG0004373	EWB00_002705.1, EWB00_002705.2	SGUI1_72640.1
OG0004374	EWB00_009291, EWB00_009292	SGUI1_47570.1
OG0004375	EWB00_007078	SGUI1_23300.1, SGUI1_23300.2
OG0004376	EWB00_002897.1, EWB00_002897.3, EWB00_002897.2	SGUI1_30550.1, SGUI1_30550.2
OG0004378	EWB00_000730.5, EWB00_000730.2, EWB00_000730.3, EWB00_000730.4, EWB00_000729, EWB00_000730.1	SGUI1_88140.1
OG0004379	EWB00_009233.2, EWB00_009233.3, EWB00_009233.1	SGUI1_81960.1, SGUI1_81960.2
OG0004380	EWB00_005468.3, EWB00_005468.1, EWB00_005468.2	SGUI1_18200.1
OG0004381	EWB00_005465	SGUI1_18160.1
OG0004382	EWB00_004910.1, EWB00_004910.2	SGUI1_44040.1
OG0004383	EWB00_000396.1, EWB00_000396.2	SGUI1_63220.1
OG0004384	EWB00_010979	SGUI1_76750.1
OG0004385	EWB00_006944.3, EWB00_006944.4	SGUI1_27640.1
OG0004386	EWB00_005886, EWB00_005885, EWB00_010124	SGUI1_93820.1, SGUI1_93820.2
OG0004387	EWB00_011406	SGUI1_91330.3, SGUI1_91330.4, SGUI1_91330.2, SGUI1_91330.1
OG0004389	EWB00_002280, EWB00_002279.1, EWB00_002279.2	SGUI1_79920.1
OG0004390	EWB00_011243	SGUI1_59220.1
OG0004393	EWB00_010546.1, EWB00_010546.2	SGUI1_75850.1, SGUI1_75850.2
OG0004394	EWB00_000211.1, EWB00_000211.2	SGUI1_8740.1
OG0004395	EWB00_007021, EWB00_007020	SGUI1_83390.1, SGUI1_83390.2
OG0004396	EWB00_009764.1, EWB00_009764.4, EWB00_009764.5, EWB00_009764.2, EWB00_009764.3	SGUI1_68650.1
OG0004397	EWB00_000675.1, EWB00_000675.3, EWB00_000675.4, EWB00_000675.2	SGUI1_16970.5
OG0004398	EWB00_002703.1, EWB00_002703.2, EWB00_002703.3	SGUI1_72660.1
OG0004399	EWB00_008010	SGUI1_1160.1
OG0004400	EWB00_011420	SGUI1_91480.1
OG0004401	EWB00_010890	SGUI1_27110.1
OG0004402	EWB00_004352.3, EWB00_004352.5, EWB00_004352.1, EWB00_004352.2, EWB00_004352.4	SGUI1_36660.1
OG0004403	EWB00_004090	SGUI1_46460.1
OG0004404	EWB00_007619.1, EWB00_007619.2	SGUI1_49560.1
OG0004405	EWB00_010337.1, EWB00_010337.2	SGUI1_20630.1
OG0004406	EWB00_008153.1, EWB00_008153.2, EWB00_008153.3	SGUI1_31660.1
OG0004407	EWB00_004274	SGUI1_35920.1
OG0004408	EWB00_004938, EWB00_004939	SGUI1_89840.1, SGUI1_89840.2
OG0004409	EWB00_004288.1, EWB00_004288.2	SGUI1_36070.1, SGUI1_36070.2, SGUI1_36070.3
OG0004410	EWB00_008428	SGUI1_93690.1
OG0004411	EWB00_009530	SGUI1_38800.1
OG0004412	EWB00_005345.1, EWB00_005345.2	SGUI1_50240.1
OG0004413	EWB00_008309	SGUI1_90860.1
OG0004414	EWB00_002463	SGUI1_16040.1
OG0004415	EWB00_007613	SGUI1_49610.1
OG0004416	EWB00_006537.2, EWB00_006537.3, EWB00_006537.1, EWB00_006537.4	SGUI1_17220.1
OG0004417	EWB00_005777	SGUI1_67850.1, SGUI1_67850.2
OG0004418	EWB00_006993	SGUI1_24020.1
OG0004419	EWB00_000160.3, EWB00_000160.1, EWB00_000160.2, EWB00_000160.4	SGUI1_81460.1
OG0004420	EWB00_008261	SGUI1_43430.1
OG0004421	EWB00_005367	SGUI1_50030.2, SGUI1_50030.1
OG0004422	EWB00_007893.1, EWB00_007893.2	SGUI1_2580.1
OG0004423	EWB00_007441	SGUI1_30780.2, SGUI1_30780.1, SGUI1_30780.4, SGUI1_30780.3
OG0004424	EWB00_005100	SGUI1_92950.1
OG0004425	EWB00_005095	SGUI1_92980.1
OG0004426	EWB00_009877.1, EWB00_009877.2, EWB00_009877.3	SGUI1_65070.1, SGUI1_65070.3, SGUI1_65070.4, SGUI1_65070.5, SGUI1_65070.2
OG0004428	EWB00_008106.1, EWB00_008106.2, EWB00_008106.3, EWB00_008106.4	SGUI1_73760.1
OG0004429	EWB00_000081	SGUI1_16580.1
OG0004430	EWB00_008320.1, EWB00_008320.2	SGUI1_92410.1
OG0004431	EWB00_001777, EWB00_001778	SGUI1_33930.1
OG0004432	EWB00_006662.1, EWB00_006662.2	SGUI1_96530.1
OG0004433	EWB00_010962	SGUI1_76620.1, SGUI1_76620.2, SGUI1_76620.3
OG0004434	EWB00_001277	SGUI1_37090.1
OG0004435	EWB00_009911	SGUI1_45190.1
OG0004436	EWB00_004110.1, EWB00_004110.2	SGUI1_66530.1
OG0004437	EWB00_003901	SGUI1_40410.1
OG0004438	EWB00_003904, EWB00_003903.1, EWB00_003903.2	SGUI1_40400.1
OG0004439	EWB00_009397.1, EWB00_009397.2	SGUI1_14030.1, SGUI1_14030.2
OG0004440	EWB00_005114.1, EWB00_005114.2, EWB00_005114.3	SGUI1_25590.1
OG0004442	EWB00_005803	SGUI1_67550.1
OG0004443	EWB00_006839	SGUI1_35290.1
OG0004444	EWB00_008748.1, EWB00_008748.2, EWB00_008748.3	SGUI1_49210.4, SGUI1_49210.3, SGUI1_49210.1, SGUI1_49210.2
OG0004445	EWB00_008749.1, EWB00_008749.2, EWB00_008749.3	SGUI1_49220.1, SGUI1_49220.2
OG0004447	EWB00_000966.1, EWB00_000966.2, EWB00_000966.3	SGUI1_70980.1, SGUI1_70980.2
OG0004448	EWB00_009044	SGUI1_3890.1
OG0004449	EWB00_007852.1, EWB00_007852.2	SGUI1_31970.1
OG0004450	EWB00_006615	SGUI1_73220.1, SGUI1_73230.1
OG0004451	EWB00_006179	SGUI1_39270.2, SGUI1_39270.1
OG0004452	EWB00_006117	SGUI1_71290.1, SGUI1_71290.2
OG0004453	EWB00_000268.1, EWB00_000268.2, EWB00_000268.3	SGUI1_25230.1
OG0004454	EWB00_005900, EWB00_003332, EWB00_003334	SGUI1_63120.1
OG0004455	EWB00_000011	SGUI1_44290.1
OG0004456	EWB00_007717.1, EWB00_007717.2, EWB00_007717.3	SGUI1_1240.1
OG0004457	EWB00_001372.1, EWB00_001372.2	SGUI1_75430.1, SGUI1_75430.2
OG0004458	EWB00_006168.1, EWB00_006168.2	SGUI1_39370.1, SGUI1_39370.2
OG0004459	EWB00_007202.1, EWB00_007202.2	SGUI1_2350.1, SGUI1_2350.2
OG0004460	EWB00_011301.1, EWB00_011301.2, EWB00_011301.3	SGUI1_60900.1, SGUI1_60900.2, SGUI1_60900.3
OG0004461	EWB00_007375.1, EWB00_007375.2	SGUI1_71810.2, SGUI1_71810.3, SGUI1_71810.1, SGUI1_71810.4
OG0004462	EWB00_007135	SGUI1_63550.1
OG0004465	EWB00_008110.1, EWB00_008110.2	SGUI1_54450.1
OG0004466	EWB00_007864.1, EWB00_007864.3, EWB00_007864.2, EWB00_007864.4	SGUI1_34180.1
OG0004467	EWB00_007442.1, EWB00_007442.2	SGUI1_30790.1
OG0004468	EWB00_006193	SGUI1_39040.1, SGUI1_39040.2, SGUI1_39040.3, SGUI1_39040.4
OG0004469	EWB00_009479	SGUI1_9670.1
OG0004470	EWB00_004092.1, EWB00_004092.2	SGUI1_46490.1
OG0004471	EWB00_000683	SGUI1_16960.1
OG0004472	EWB00_000682	SGUI1_16990.1
