Orthogroup	schistosoma_japonicum	opisthorchis_viverrini
OG0003736	EWB00_010074	T265_12784
OG0003737	EWB00_010248.1, EWB00_010248.2	T265_14236, T265_15927
OG0003738	EWB00_001567	T265_05054
OG0003739	EWB00_007591	T265_15441
OG0003740	EWB00_005007.3, EWB00_005007.2, EWB00_005007.1	T265_12173, T265_02122, T265_16241
OG0003742	EWB00_000513	T265_00182
OG0003743	EWB00_010440, EWB00_010441	T265_01139
OG0003744	EWB00_004619.3, EWB00_004619.1, EWB00_004619.2	T265_08995
OG0003745	EWB00_010112	T265_08231
OG0003746	EWB00_000871.1, EWB00_000871.2	T265_15392
OG0003747	EWB00_001123	T265_02110
OG0003748	EWB00_001647	T265_06307
OG0003749	EWB00_010787	T265_02264
OG0003750	EWB00_002265	T265_03282
OG0003751	EWB00_004931.1, EWB00_004931.2, EWB00_004931.3, EWB00_004931.4, EWB00_004931.5	T265_03402
OG0003752	EWB00_007860	T265_08865
OG0003754	EWB00_006735	T265_07808
OG0003755	EWB00_007204	T265_06436
OG0003756	EWB00_001962.4, EWB00_001962.2, EWB00_001962.1, EWB00_001962.3, EWB00_001962.5	T265_08406
OG0003757	EWB00_008546	T265_03497
OG0003759	EWB00_009771	T265_05181
OG0003760	EWB00_008394	T265_10848, T265_05509, T265_09336
OG0003762	EWB00_003051.2, EWB00_003051.4, EWB00_003051.3, EWB00_003051.1	T265_11768
OG0003763	EWB00_007661.1, EWB00_007661.2	T265_02568
OG0003764	EWB00_006199	T265_02610
OG0003766	EWB00_002536	T265_09173
OG0003767	EWB00_007964	T265_00597
OG0003768	EWB00_003836	T265_15091
OG0003769	EWB00_004212	T265_05416
OG0003770	EWB00_009719.1, EWB00_009719.2	T265_03594
OG0003771	EWB00_008526	T265_15770, T265_15771
OG0003772	EWB00_010730	T265_00071
OG0003773	EWB00_009865.3, EWB00_009865.1, EWB00_009865.2, EWB00_009865.4	T265_07529, T265_07530
OG0003774	EWB00_002713.1, EWB00_002713.2	T265_01329
OG0003775	EWB00_009519.1, EWB00_009519.3, EWB00_009519.2, EWB00_009519.4, EWB00_009519.5	T265_09155, T265_08355
OG0003776	EWB00_002092.1, EWB00_002092.2	T265_14561
OG0003778	EWB00_007416	T265_07089
OG0003779	EWB00_004116.1, EWB00_004116.2	T265_05531
OG0003780	EWB00_009799.1, EWB00_009799.3, EWB00_009799.2	T265_13360
OG0003781	EWB00_003736.1, EWB00_003736.2, EWB00_003736.4, EWB00_003736.3	T265_04246
OG0003782	EWB00_004431	T265_06846
OG0003783	EWB00_000185	T265_12559
OG0003784	EWB00_000199.2, EWB00_000199.1, EWB00_000199.3	T265_00146, T265_12352, T265_15752
OG0003785	EWB00_008287.1, EWB00_008287.2	T265_04718
OG0003786	EWB00_010409, EWB00_010408	T265_01448
OG0003787	EWB00_006417.1, EWB00_006417.2	T265_10458, T265_11182
OG0003788	EWB00_002741	T265_11551
OG0003789	EWB00_008710.2, EWB00_008710.1, EWB00_008710.3	T265_11782
OG0003790	EWB00_006033	T265_07338
OG0003791	EWB00_004056.1, EWB00_004056.3, EWB00_004056.2	T265_13215
OG0003792	EWB00_003807, EWB00_003805	T265_07300
OG0003794	EWB00_009010.1, EWB00_009010.2, EWB00_009010.3	T265_07116
OG0003795	EWB00_010203	T265_08168
OG0003796	EWB00_010486	T265_11530, T265_11441, T265_11529
OG0003797	EWB00_007171	T265_13903
OG0003799	EWB00_000150.1, EWB00_000150.2, EWB00_000150.3	T265_02377
OG0003800	EWB00_007097	T265_05983
OG0003801	EWB00_010684.1, EWB00_010684.2, EWB00_010684.3	T265_08096
OG0003802	EWB00_001220	T265_03294
OG0003803	EWB00_009246.2, EWB00_009246.3, EWB00_009246.4, EWB00_009246.1, EWB00_009246.6, EWB00_009246.5	T265_09049
OG0003804	EWB00_006457.1, EWB00_006457.2	T265_12924
OG0003805	EWB00_005679	T265_00258
OG0003806	EWB00_004442.1, EWB00_004442.2, EWB00_004443	T265_00275
OG0003807	EWB00_005612.1, EWB00_005612.2, EWB00_005612.3	T265_15782
OG0003809	EWB00_000951	T265_02345
OG0003814	EWB00_001506.2, EWB00_001506.1, EWB00_001506.3	T265_06383
OG0003827	EWB00_006016	T265_13331
OG0003828	EWB00_009130, EWB00_009129	T265_02993, T265_03636, T265_02995, T265_03637
OG0003829	EWB00_008674.1, EWB00_008674.2	T265_10436
OG0003830	EWB00_004192.1, EWB00_004192.2	T265_09055
OG0003831	EWB00_009510	T265_11014, T265_11015
OG0003832	EWB00_004787	T265_10860
OG0003834	EWB00_008633, EWB00_008632	T265_05544
OG0003835	EWB00_010282.1, EWB00_010282.3, EWB00_010282.2	T265_11735
OG0003836	EWB00_006020.1, EWB00_006020.2	T265_08888
OG0003837	EWB00_003928.1, EWB00_003928.2	T265_06035, T265_09723
OG0003838	EWB00_003701.1, EWB00_003701.2, EWB00_003701.3	T265_07776
OG0003839	EWB00_002192, EWB00_002193	T265_05240
OG0003840	EWB00_007664	T265_14592
OG0003842	EWB00_005988	T265_15056, T265_08637, T265_08638
OG0003843	EWB00_008834.1, EWB00_008834.2	T265_14168
OG0003844	EWB00_002130.1, EWB00_002130.2	T265_00713
OG0003845	EWB00_008313	T265_02625
OG0003846	EWB00_000107	T265_06818
OG0003847	EWB00_011158	T265_10563
OG0003848	EWB00_004934	T265_07131
OG0003849	EWB00_010310	T265_15329
OG0003850	EWB00_007943	T265_00751
OG0003851	EWB00_000395.1, EWB00_000395.2	T265_05837, T265_13888
OG0003852	EWB00_005883, EWB00_005884, EWB00_005882, EWB00_005881	T265_14491
OG0003853	EWB00_006670	T265_08362
OG0003854	EWB00_009805	T265_03170, T265_03168, T265_03171, T265_03169
OG0003855	EWB00_007977.2, EWB00_007977.1, EWB00_007977.3	T265_12068
OG0003856	EWB00_001328	T265_10681
OG0003857	EWB00_009551.1, EWB00_009551.2, EWB00_009551.3, EWB00_009551.4, EWB00_009551.5	T265_05336
OG0003858	EWB00_005924	T265_07459
OG0003859	EWB00_007124	T265_03929
OG0003860	EWB00_006202.1, EWB00_006202.2	T265_02613
OG0003861	EWB00_007710	T265_01889
OG0003863	EWB00_007564.2	T265_05699
OG0003865	EWB00_005866.1, EWB00_005866.3, EWB00_005866.2	T265_16087
OG0003866	EWB00_003913.1, EWB00_003913.4, EWB00_003913.2, EWB00_003913.3	T265_03366
OG0003867	EWB00_006888.1, EWB00_006888.4, EWB00_006888.2, EWB00_006888.3	T265_00021
OG0003868	EWB00_011354.1, EWB00_011354.2, EWB00_011354.3	T265_03172
OG0003869	EWB00_008395.3, EWB00_008395.2, EWB00_008395.1	T265_12812
OG0003872	EWB00_003568	T265_01200
OG0003873	EWB00_008775	T265_14902
OG0003875	EWB00_007096	T265_05982
OG0003876	EWB00_006152.1, EWB00_006152.2	T265_06523
OG0003877	EWB00_009177.1, EWB00_009177.2	T265_01126
OG0003878	EWB00_009178	T265_12724
OG0003879	EWB00_003492	T265_09833
OG0003881	EWB00_011332.1, EWB00_011332.3, EWB00_011332.2	T265_02017
OG0003882	EWB00_005868.1, EWB00_005868.2	T265_03801
OG0003883	EWB00_011321.2, EWB00_011321.1, EWB00_011321.3	T265_04185
OG0003884	EWB00_006990.1, EWB00_006990.2, EWB00_006990.3, EWB00_006990.4, EWB00_006990.5	T265_05578
OG0003885	EWB00_006914.3, EWB00_006914.1, EWB00_006914.2	T265_07522
OG0003886	EWB00_004392	T265_14515, T265_16100, T265_16102
OG0003887	EWB00_003045	T265_02629, T265_13056
OG0003888	EWB00_005898, EWB00_005075.1, EWB00_005075.2	T265_02628
OG0003889	EWB00_007147.1, EWB00_007147.2	T265_02775
OG0003890	EWB00_006435	T265_13252
OG0003891	EWB00_003704.1, EWB00_003704.2	T265_09065
OG0003892	EWB00_004872	T265_05178
OG0003894	EWB00_008446.1, EWB00_008446.3, EWB00_008446.2, EWB00_008446.4, EWB00_008446.5	T265_12868
OG0003895	EWB00_006795.1, EWB00_006795.2	T265_03559
OG0003896	EWB00_010655.1, EWB00_010655.2	T265_01211
OG0003897	EWB00_009154.3, EWB00_009154.1, EWB00_009154.2	T265_10035, T265_04263
OG0003899	EWB00_006793	T265_07211
OG0003900	EWB00_008548	T265_10723
OG0003902	EWB00_000314	T265_13594, T265_16150
OG0003903	EWB00_008924	T265_09767
OG0003904	EWB00_006255.1, EWB00_006255.2	T265_12792
OG0003905	EWB00_000552, EWB00_000553	T265_02716
OG0003907	EWB00_003598.1, EWB00_003598.2, EWB00_003598.3	T265_08382
OG0003908	EWB00_008568	T265_13254
OG0003909	EWB00_004282.4, EWB00_004282.3, EWB00_004282.2, EWB00_004282.1	T265_14652
OG0003910	EWB00_001202.1, EWB00_001202.2, EWB00_001202.4, EWB00_001202.3	T265_14467
OG0003911	EWB00_007991.1, EWB00_007991.2, EWB00_007991.4, EWB00_007991.3	T265_07148
OG0003912	EWB00_002288.1, EWB00_002288.2	T265_01757
OG0003913	EWB00_002901.1, EWB00_002901.2	T265_15870, T265_13380, T265_13379
OG0003914	EWB00_009669, EWB00_002785	T265_02342
OG0003915	EWB00_000528	T265_02343
OG0003917	EWB00_004210.1, EWB00_004210.2, EWB00_010603	T265_00965
OG0003918	EWB00_003606.1, EWB00_003606.2	T265_11784
OG0003919	EWB00_001779.2, EWB00_001779.4, EWB00_001779.1, EWB00_001779.3	T265_08326
OG0003920	EWB00_007634, EWB00_007633	T265_06647
OG0003921	EWB00_003667.1, EWB00_003667.2, EWB00_003667.3	T265_10885
OG0003922	EWB00_006247	T265_01385
OG0003923	EWB00_001116.1, EWB00_001116.2	T265_05966
OG0003924	EWB00_001207.2, EWB00_001207.1, EWB00_001207.3	T265_01221
OG0003925	EWB00_010627.1, EWB00_010627.2	T265_13740, T265_13742
OG0003926	EWB00_000258, EWB00_000257.1, EWB00_000257.2, EWB00_000257.3, EWB00_000257.4, EWB00_000257.5	T265_03768
OG0003927	EWB00_008556	T265_02043
OG0003928	EWB00_007987	T265_09914
OG0003929	EWB00_009265.1, EWB00_009265.2	T265_05791
OG0003930	EWB00_003472.1, EWB00_003472.2	T265_10020
OG0003931	EWB00_010615.1, EWB00_010615.3, EWB00_010615.2	T265_00356
OG0003932	EWB00_004188.1, EWB00_004188.2	T265_06772, T265_09511
OG0003933	EWB00_000008, EWB00_009721	T265_07605
OG0003934	EWB00_003596.2, EWB00_003596.1, EWB00_003596.3	T265_00259
OG0003936	EWB00_005910	T265_13452
OG0003937	EWB00_010776	T265_13217, T265_13216
OG0003938	EWB00_006624	T265_06118
OG0003939	EWB00_004488.1, EWB00_004488.3, EWB00_004488.2	T265_16172
OG0003940	EWB00_010014	T265_03321
OG0003941	EWB00_004841, EWB00_004842	T265_06268
OG0003942	EWB00_003638.1, EWB00_003638.2	T265_13372
OG0003943	EWB00_004051	T265_10688
OG0003945	EWB00_007531	T265_13755, T265_13756
OG0003946	EWB00_001125, EWB00_001124	T265_02108
OG0003947	EWB00_007816	T265_05884
OG0003948	EWB00_005142	T265_14150, T265_16082, T265_16108
OG0003949	EWB00_008117.1, EWB00_008117.2, EWB00_008117.3	T265_05466, T265_16243
OG0003950	EWB00_008455	T265_06273
OG0003951	EWB00_008072	T265_11981
OG0003952	EWB00_001856.1, EWB00_001856.2	T265_04156
OG0003953	EWB00_006729.1, EWB00_006729.4, EWB00_006729.2, EWB00_006729.3, EWB00_006729.5	T265_11268
OG0003955	EWB00_007597	T265_15588
OG0003956	EWB00_000398.2, EWB00_000398.1, EWB00_000398.3, EWB00_000398.4	T265_00672
OG0003957	EWB00_008169.2, EWB00_008169.1	T265_07581
OG0003958	EWB00_004101.2, EWB00_004101.5, EWB00_004101.6, EWB00_004101.1, EWB00_004101.3, EWB00_004101.4	T265_04262
OG0003959	EWB00_004638	T265_14829
OG0003960	EWB00_006515.1, EWB00_006515.2	T265_13631
OG0003961	EWB00_008772	T265_14901, T265_16141
OG0003964	EWB00_006533.1, EWB00_006536, EWB00_006533.2	T265_08186
OG0003965	EWB00_010883.1, EWB00_010883.2	T265_05582
OG0003967	EWB00_002798	T265_01515, T265_08210
OG0003968	EWB00_007339.1, EWB00_007339.2, EWB00_007339.3, EWB00_007339.4, EWB00_007339.5	T265_08006
OG0003969	EWB00_008405, EWB00_008406	T265_03015
OG0003970	EWB00_000376	T265_14765
OG0003971	EWB00_009792	T265_12912
OG0003972	EWB00_007469.1, EWB00_007469.5, EWB00_007469.4, EWB00_007469.2, EWB00_007469.3, EWB00_007469.6	T265_10338
OG0003973	EWB00_000005, EWB00_003692	T265_05669
OG0003974	EWB00_005369	T265_02855
OG0003975	EWB00_006211.1, EWB00_006211.2	T265_04899, T265_04898
OG0003976	EWB00_004231	T265_15106
OG0003977	EWB00_005387.1, EWB00_005387.2	T265_00385
OG0003978	EWB00_010706.1, EWB00_010706.3, EWB00_010706.2, EWB00_010706.4	T265_04067
OG0003979	EWB00_003707.1, EWB00_003707.2	T265_04589
OG0003980	EWB00_007431	T265_05217
OG0003982	EWB00_010445.1, EWB00_010445.2	T265_12819
OG0003983	EWB00_011334.1, EWB00_011334.2	T265_03139
OG0003985	EWB00_010488.3, EWB00_010488.4, EWB00_010488.1, EWB00_010488.2	T265_00185
OG0003986	EWB00_010398	T265_00664
OG0003987	EWB00_005816, EWB00_009505	T265_06432
OG0003988	EWB00_007702	T265_09190
OG0003989	EWB00_010031	T265_13605
OG0003991	EWB00_004166	T265_06214
OG0003992	EWB00_004622.4, EWB00_004622.1, EWB00_004622.3, EWB00_004622.2	T265_00578
OG0003993	EWB00_010970	T265_13785
OG0003994	EWB00_001578.1, EWB00_001578.2	T265_04732
OG0003995	EWB00_003271.1, EWB00_003271.2	T265_14455
OG0003996	EWB00_008121.3, EWB00_008121.1, EWB00_008121.2	T265_01337
OG0003999	EWB00_008563.1, EWB00_008563.2	T265_06186
OG0004000	EWB00_009870.1, EWB00_009870.3, EWB00_009870.2	T265_11435
OG0004001	EWB00_002548.3, EWB00_002548.1, EWB00_002548.2	T265_03300
OG0004002	EWB00_010964	T265_12865
OG0004003	EWB00_002134	T265_09720
OG0004004	EWB00_008657	T265_10247
OG0004005	EWB00_003143.2, EWB00_003143.3, EWB00_003143.5, EWB00_003143.4	T265_01501
OG0004006	EWB00_005972.1, EWB00_005972.2, EWB00_005972.3	T265_11320
OG0004007	EWB00_002738.1, EWB00_002738.2	T265_00321
OG0004008	EWB00_000280.1, EWB00_000280.2	T265_07509
OG0004010	EWB00_007550.1, EWB00_007550.2	T265_10401
OG0004011	EWB00_001416	T265_15136
OG0004013	EWB00_010472	T265_06164
OG0004015	EWB00_008942.1, EWB00_008942.2	T265_14492
OG0004016	EWB00_005644	T265_06913
OG0004018	EWB00_006915	T265_09487
OG0004019	EWB00_009268.1, EWB00_009268.2, EWB00_009268.3	T265_04159
OG0004023	EWB00_011261.1, EWB00_011261.2	T265_10136
OG0004024	EWB00_008002	T265_15006
OG0004025	EWB00_003510	T265_15600
OG0004026	EWB00_009538	T265_07030
OG0004027	EWB00_011023	T265_06744, T265_06749
OG0004029	EWB00_001618.1, EWB00_001618.2, EWB00_001618.3	T265_12763
OG0004030	EWB00_005474.1, EWB00_005474.3, EWB00_005474.4, EWB00_005474.2	T265_09691
OG0004031	EWB00_005920	T265_10121
OG0004032	EWB00_009395	T265_13989
OG0004033	EWB00_003914	T265_03646
OG0004034	EWB00_008582	T265_11229
OG0004035	EWB00_001972	T265_01826
OG0004036	EWB00_003139	T265_05064
OG0004037	EWB00_003585	T265_06695
OG0004038	EWB00_010720.1, EWB00_010720.2	T265_15026
OG0004039	EWB00_003882, EWB00_009947	T265_11226
OG0004040	EWB00_005409	T265_09084
OG0004041	EWB00_004717.2, EWB00_004717.1	T265_07133
OG0004042	EWB00_009809.1, EWB00_009809.2	T265_07612
OG0004043	EWB00_001510.1, EWB00_001510.2	T265_13544
OG0004044	EWB00_007544.1, EWB00_007544.3, EWB00_007544.2	T265_10408
OG0004045	EWB00_010195.1, EWB00_010195.2	T265_07773
OG0004046	EWB00_009476.1, EWB00_009476.2, EWB00_009476.3	T265_10261
OG0004048	EWB00_011272.1, EWB00_011272.3, EWB00_011272.2, EWB00_011272.4	T265_01163
OG0004049	EWB00_000570	T265_15267, T265_14846
OG0004050	EWB00_004578.1, EWB00_004578.2, EWB00_004578.3, EWB00_004578.5, EWB00_004578.4	T265_05910
OG0004051	EWB00_008864	T265_14071
OG0004053	EWB00_011405.1, EWB00_011405.2	T265_00562
OG0004054	EWB00_001591.3, EWB00_001591.1, EWB00_001591.2	T265_11970, T265_12010
OG0004055	EWB00_009413	T265_09068
OG0004056	EWB00_010726.1, EWB00_010726.2	T265_02438
OG0004057	EWB00_007618	T265_06863
OG0004058	EWB00_011043.1, EWB00_011043.2, EWB00_011043.3	T265_06127
OG0004059	EWB00_011259.1, EWB00_011259.2	T265_07021
OG0004060	EWB00_007347.1, EWB00_007347.2, EWB00_007347.3	T265_06303
OG0004061	EWB00_000318.1, EWB00_000318.2	T265_15066
OG0004062	EWB00_000319	T265_10152
OG0004063	EWB00_010245.1, EWB00_010245.2	T265_00247
OG0004064	EWB00_005533.2, EWB00_005533.1	T265_14496
OG0004066	EWB00_000071.2, EWB00_000071.1, EWB00_000071.3	T265_10462
OG0004067	EWB00_002300.1, EWB00_002300.2	T265_00908, T265_12667
OG0004068	EWB00_001373.1, EWB00_001373.2	T265_13907
OG0004069	EWB00_011373	T265_07421
OG0004071	EWB00_002408	T265_11410
OG0004072	EWB00_004276	T265_00733
OG0004073	EWB00_010068, EWB00_010069	T265_01174
OG0004089	EWB00_005436.1, EWB00_005436.2	T265_13365
OG0004090	EWB00_001943	T265_02229, T265_16354
OG0004091	EWB00_001617.1, EWB00_001617.2	T265_06336
OG0004092	EWB00_008484.1, EWB00_008484.2	T265_02459
OG0004093	EWB00_001231	T265_10684
OG0004095	EWB00_000672	T265_04428
OG0004096	EWB00_008843	T265_10832
OG0004097	EWB00_011276	T265_06723
OG0004098	EWB00_010752	T265_00462
OG0004099	EWB00_003845.1, EWB00_003845.2	T265_10950
OG0004101	EWB00_004724.1, EWB00_004724.2	T265_14006
OG0004102	EWB00_004935	T265_16205
OG0004103	EWB00_009552.1, EWB00_009552.2	T265_13771
OG0004105	EWB00_005014	T265_13816
OG0004106	EWB00_011195	T265_09532
OG0004107	EWB00_003133.1, EWB00_003133.2, EWB00_003133.3, EWB00_003133.4, EWB00_003133.5	T265_08527
OG0004108	EWB00_003248.1, EWB00_003248.2	T265_03501
OG0004109	EWB00_007708	T265_01896
OG0004110	EWB00_010947.1, EWB00_010947.2	T265_14124
OG0004111	EWB00_009000	T265_12464
OG0004112	EWB00_000051, EWB00_000052.1, EWB00_000052.2, EWB00_000052.3	T265_06196, T265_15640
OG0004113	EWB00_007542	T265_10735
OG0004114	EWB00_006787	T265_00417
OG0004115	EWB00_004300	T265_07618
OG0004116	EWB00_004504	T265_14856
OG0004117	EWB00_009022	T265_13258
OG0004118	EWB00_002822	T265_04082
OG0004120	EWB00_002932.1, EWB00_002932.4, EWB00_002932.2, EWB00_002932.5	T265_08318
OG0004122	EWB00_008041	T265_07472
OG0004123	EWB00_003109.1, EWB00_003109.2	T265_06900
OG0004125	EWB00_009001	T265_05718
OG0004126	EWB00_002004.1, EWB00_002004.2, EWB00_002004.3	T265_00012
OG0004127	EWB00_005034.1, EWB00_005034.2, EWB00_005034.3, EWB00_005034.4	T265_07518
OG0004128	EWB00_000074	T265_10514, T265_15170
OG0004129	EWB00_010809	T265_08402
OG0004130	EWB00_002733	T265_14412
OG0004131	EWB00_002434	T265_00896
OG0004132	EWB00_010267, EWB00_003008	T265_03785
OG0004134	EWB00_003112, EWB00_003111	T265_10819
OG0004135	EWB00_001767.2, EWB00_001767.1, EWB00_001767.3, EWB00_001767.4, EWB00_001767.5	T265_05000
OG0004136	EWB00_005563	T265_12875
OG0004137	EWB00_006076.1, EWB00_006076.2	T265_08007
OG0004139	EWB00_002879.1, EWB00_002879.2	T265_06601
OG0004140	EWB00_010754.1, EWB00_010754.2	T265_03524
OG0004141	EWB00_005479.1, EWB00_005479.2	T265_10583
OG0004142	EWB00_000137.1, EWB00_000137.2, EWB00_000137.3	T265_01654
OG0004143	EWB00_008465	T265_14143
OG0004144	EWB00_009878	T265_00492
OG0004145	EWB00_007734.1, EWB00_007734.2, EWB00_007734.4, EWB00_007734.3	T265_13026
OG0004146	EWB00_002894	T265_03626
OG0004147	EWB00_005249.1, EWB00_005249.2	T265_08082
OG0004148	EWB00_004185, EWB00_004186.1, EWB00_004186.2, EWB00_004184, EWB00_000814	T265_12921
OG0004149	EWB00_007888	T265_03110
OG0004150	EWB00_000680, EWB00_000681	T265_04361
OG0004151	EWB00_003570	T265_01198
OG0004152	EWB00_002302.4, EWB00_002302.1, EWB00_002302.3, EWB00_002302.2	T265_11343
OG0004153	EWB00_008559	T265_02251
OG0004154	EWB00_007790.1, EWB00_007790.2, EWB00_007790.3	T265_12101, T265_12303
OG0004155	EWB00_008075	T265_01949, T265_01948
OG0004156	EWB00_003221	T265_03364
OG0004157	EWB00_002520.1, EWB00_002520.4, EWB00_002520.2, EWB00_002520.3	T265_09215
OG0004158	EWB00_001800.1, EWB00_001800.2, EWB00_001800.3, EWB00_001800.4	T265_13415
OG0004159	EWB00_006276.1, EWB00_006276.2	T265_11617, T265_12729
OG0004160	EWB00_008269.3, EWB00_008269.4, EWB00_008269.2, EWB00_008269.1	T265_14169
OG0004161	EWB00_010008.2, EWB00_010008.1, EWB00_010008.3	T265_11847
OG0004163	EWB00_011032, EWB00_011034	T265_02001
OG0004164	EWB00_004630	T265_14364
OG0004165	EWB00_003376	T265_13867, T265_13868, T265_13084
OG0004166	EWB00_006303.1, EWB00_006303.2	T265_12680
OG0004167	EWB00_003054, EWB00_004869.1, EWB00_004869.2, EWB00_003055	T265_00254
OG0004168	EWB00_008571	T265_04759
OG0004169	EWB00_010899.1, EWB00_010899.2, EWB00_010899.3, EWB00_010899.4	T265_02972
OG0004170	EWB00_007393.1, EWB00_007393.2	T265_02137
OG0004171	EWB00_004455.5, EWB00_004455.1, EWB00_004455.2, EWB00_004455.3, EWB00_004455.4	T265_03809
OG0004172	EWB00_004558.1, EWB00_004558.2	T265_01982
OG0004173	EWB00_000345.1, EWB00_000345.2	T265_13455
OG0004174	EWB00_006920.2, EWB00_006920.1	T265_10362
OG0004175	EWB00_004415	T265_13069
OG0004176	EWB00_004163.1, EWB00_004163.2	T265_04579
OG0004177	EWB00_008851.1, EWB00_008851.2, EWB00_008851.3, EWB00_008851.4	T265_15313
OG0004178	EWB00_005182.1, EWB00_005182.2	T265_00496, T265_03495
OG0004179	EWB00_002625	T265_10209
OG0004180	EWB00_009839.1, EWB00_009839.3, EWB00_009839.2	T265_14191
OG0004182	EWB00_010422	T265_05167
OG0004183	EWB00_001906	T265_07332, T265_12052
OG0004184	EWB00_008955.2, EWB00_008955.1, EWB00_008955.3	T265_04436
OG0004186	EWB00_004461, EWB00_004460	T265_05348
OG0004187	EWB00_000941.1, EWB00_000941.2	T265_00488
OG0004188	EWB00_000134.1, EWB00_000134.2	T265_08264
OG0004189	EWB00_002450	T265_09513
OG0004190	EWB00_002057.1, EWB00_002057.2, EWB00_002057.3	T265_05322
OG0004191	EWB00_007436.2, EWB00_007436.1	T265_02742
OG0004192	EWB00_006522	T265_10547, T265_15930
OG0004193	EWB00_007298	T265_03405, T265_04673, T265_15408
OG0004194	EWB00_001323	T265_10335
OG0004195	EWB00_006454	T265_01536
OG0004196	EWB00_001723.1, EWB00_001723.2	T265_14458
OG0004197	EWB00_010783	T265_12022
OG0004198	EWB00_001655.1, EWB00_001655.2	T265_12995, T265_07823, T265_07918
OG0004199	EWB00_000518	T265_08663
OG0004200	EWB00_003494	T265_01774
OG0004201	EWB00_008910	T265_06084, T265_09479
OG0004202	EWB00_006439	T265_03684, T265_03685
OG0004203	EWB00_010936	T265_12631, T265_00773
OG0004204	EWB00_004013	T265_02032
OG0004205	EWB00_004816.1, EWB00_004816.3, EWB00_004816.2	T265_13792
OG0004206	EWB00_001916	T265_04168
OG0004207	EWB00_011233, EWB00_008860	T265_08457
OG0004208	EWB00_006266	T265_01114
OG0004209	EWB00_006707	T265_13711
OG0004210	EWB00_000630.1, EWB00_000630.2, EWB00_000630.3	T265_03536
OG0004211	EWB00_003796	T265_00155
OG0004212	EWB00_005399	T265_00100
OG0004213	EWB00_000891	T265_04868
OG0004215	EWB00_008161.6, EWB00_008161.4, EWB00_008161.5, EWB00_008161.7, EWB00_008161.2, EWB00_008161.3, EWB00_008161.1	T265_01930
OG0004216	EWB00_007814.2	T265_13413, T265_04100
OG0004217	EWB00_000557	T265_05223
OG0004218	EWB00_007590	T265_08377
OG0004219	EWB00_007115, EWB00_007116	T265_05546, T265_13633
OG0004220	EWB00_009566.1, EWB00_009566.2, EWB00_009566.3	T265_07270, T265_12389
OG0004221	EWB00_008658	T265_03844
OG0004222	EWB00_007971	T265_14986
OG0004223	EWB00_001758.1, EWB00_001758.2, EWB00_001758.4, EWB00_001758.3	T265_02554
OG0004224	EWB00_007128.1, EWB00_007128.2	T265_01425
OG0004225	EWB00_010870	T265_00292
OG0004226	EWB00_002864	T265_09575
OG0004227	EWB00_002695.1, EWB00_002695.4, EWB00_002695.2, EWB00_002695.3, EWB00_002695.5	T265_03194
OG0004228	EWB00_003456, EWB00_003457	T265_01144, T265_01143
OG0004229	EWB00_000302.1, EWB00_000302.2	T265_03264, T265_16209
OG0004231	EWB00_009227.1, EWB00_009227.2	T265_12636
OG0004232	EWB00_008741.1, EWB00_008741.3, EWB00_008741.2	T265_05930
OG0004233	EWB00_002990.1, EWB00_002990.2	T265_13865
OG0004234	EWB00_010062.1, EWB00_010062.2	T265_12465
OG0004235	EWB00_005756	T265_14099
OG0004236	EWB00_007493.3, EWB00_007493.1, EWB00_007493.2	T265_01977
OG0004237	EWB00_008518	T265_06373
OG0004238	EWB00_000006, EWB00_000003.2, EWB00_000003.1, EWB00_000003.3	T265_00784
OG0004239	EWB00_001646.1, EWB00_001646.2	T265_13992
OG0004241	EWB00_011135	T265_07689
OG0004242	EWB00_007824	T265_00138
OG0004243	EWB00_003386	T265_12892, T265_16162
