Orthogroup	schistosoma_japonicum	schmidtea_mediterranea
OG0002816	EWB00_010355	h1SMcT0003753.1, h1SMcT0003753.2, h1SMcT0003753.3, h1SMcT0017894.1, h1SMcT0017894.2, h1SMcT0017894.3
OG0002817	EWB00_001285	h1SMcT0022064.1
OG0002818	EWB00_004518.1, EWB00_004518.2	h1SMcT0021904.2, h1SMcT0021904.1, h1SMcT0021904.3
OG0002819	EWB00_008916.1, EWB00_008916.2	h1SMcT0000992.1, h1SMcT0000992.2
OG0002821	EWB00_004844.3, EWB00_004844.5, EWB00_004844.1, EWB00_004844.4, EWB00_004844.2	h1SMcT0006182.1
OG0002822	EWB00_009673.1, EWB00_009673.2, EWB00_009673.3, EWB00_009673.4, EWB00_009673.5, EWB00_009673.6	h1SMcT0005549.1
OG0002823	EWB00_002330	h1SMcT0008134.1
OG0002824	EWB00_008799.1, EWB00_008799.3, EWB00_008799.2	h1SMcT0019939.1, h1SMcT0019939.2
OG0002825	EWB00_008085.1, EWB00_008085.2	h1SMcT0008532.1, h1SMcT0012833.4, h1SMcT0012833.8, h1SMcT0012833.7, h1SMcT0012833.3, h1SMcT0012833.9, h1SMcT0012833.1, h1SMcT0012833.5, h1SMcT0012833.10, h1SMcT0012833.2, h1SMcT0012833.6
OG0002826	EWB00_007800	h1SMcT0013331.1
OG0002827	EWB00_002846.1, EWB00_002846.2	h1SMcT0001920.1
OG0002828	EWB00_006963.3, EWB00_006963.2, EWB00_006963.1	h1SMcT0013393.1, h1SMcT0014439.1
OG0002829	EWB00_011311	h1SMcT0006187.1
OG0002830	EWB00_007081	h1SMcT0001922.1
OG0002831	EWB00_004126	h1SMcT0013023.1
OG0002832	EWB00_009234	h1SMcT0004713.2, h1SMcT0004713.5, h1SMcT0004713.3, h1SMcT0004713.4
OG0002834	EWB00_000870.1, EWB00_000870.3, EWB00_000870.2	h1SMcT0011093.1, h1SMcT0019571.1
OG0002835	EWB00_009214	h1SMcT0001144.1, h1SMcT0001144.2
OG0002836	EWB00_000279	h1SMcT0019327.1
OG0002837	EWB00_004125	h1SMcT0014915.1
OG0002839	EWB00_001593	h1SMcT0006670.1, h1SMcT0006670.2
OG0002841	EWB00_003674	h1SMcT0006700.1, h1SMcT0017675.1, h1SMcT0017675.2
OG0002842	EWB00_007355	h1SMcT0004397.1
OG0002845	EWB00_005538.2, EWB00_005538.1, EWB00_005538.3	h1SMcT0021588.1, h1SMcT0021588.2
OG0002846	EWB00_010309.1, EWB00_010309.2	h1SMcT0021442.1, h1SMcT0021442.2
OG0002847	EWB00_005561.1, EWB00_005561.2	h1SMcT0004395.1
OG0002848	EWB00_011105, EWB00_011104	h1SMcT0001453.1, h1SMcT0014726.1, h1SMcT0014726.2
OG0002849	EWB00_004117.1, EWB00_004117.2	h1SMcT0016208.1, h1SMcT0016208.2
OG0002850	EWB00_003649.2, EWB00_003649.4, EWB00_003649.1, EWB00_003649.3	h1SMcT0007062.3, h1SMcT0007062.1, h1SMcT0007062.2
OG0002851	EWB00_001938.1, EWB00_001938.3, EWB00_001938.2, EWB00_001937.1, EWB00_001937.2	h1SMcT0000841.1
OG0002852	EWB00_002305.1, EWB00_002305.2	h1SMcT0003565.1, h1SMcT0003565.2
OG0002853	EWB00_004529	h1SMcT0000924.1, h1SMcT0000924.2
OG0002854	EWB00_003389.1, EWB00_003389.2	h1SMcT0019183.1, h1SMcT0019183.2, h1SMcT0019183.3, h1SMcT0019183.4, h1SMcT0019183.5
OG0002855	EWB00_000069.1, EWB00_000069.2	h1SMcT0021886.1, h1SMcT0021886.2
OG0002856	EWB00_005400	h1SMcT0000988.1, h1SMcT0000988.2
OG0002857	EWB00_007138.1, EWB00_007138.2	h1SMcT0019973.7, h1SMcT0019973.10, h1SMcT0019973.6, h1SMcT0019973.2, h1SMcT0019973.13, h1SMcT0019973.9, h1SMcT0019973.8, h1SMcT0019973.11, h1SMcT0019973.5, h1SMcT0019973.15, h1SMcT0019973.14
OG0002858	EWB00_008506.3, EWB00_008506.1, EWB00_008506.2, EWB00_008506.5, EWB00_008506.4, EWB00_008506.6	h1SMcT0011425.1, h1SMcT0011425.2
OG0002859	EWB00_000389	h1SMcT0010965.1, h1SMcT0010965.2
OG0002860	EWB00_001409.1, EWB00_001409.3, EWB00_001409.2	h1SMcT0011986.1, h1SMcT0011986.3, h1SMcT0011986.4, h1SMcT0011986.5, h1SMcT0011986.2
OG0002861	EWB00_003277	h1SMcT0004701.1, h1SMcT0004701.2, h1SMcT0004700.1, h1SMcT0004701.3
OG0002862	EWB00_000928	h1SMcT0014516.1
OG0002863	EWB00_000678, EWB00_000679	h1SMcT0004960.1, h1SMcT0004960.2, h1SMcT0001443.1, h1SMcT0001443.2
OG0002864	EWB00_006484	h1SMcT0001560.1, h1SMcT0001560.2
OG0002866	EWB00_004245, EWB00_004246, EWB00_006869	h1SMcT0009506.1
OG0002868	EWB00_006929.1, EWB00_006929.3, EWB00_006929.2	h1SMcT0018668.1
OG0002869	EWB00_004651	h1SMcT0011443.1, h1SMcT0004275.1, h1SMcT0004275.2, h1SMcT0004275.3, h1SMcT0004275.4
OG0002870	EWB00_006870.1, EWB00_006870.2, EWB00_006870.3	h1SMcT0019214.1
OG0002871	EWB00_009709.2, EWB00_009709.3, EWB00_009709.1, EWB00_009709.4	h1SMcT0016468.1, h1SMcT0016468.2, h1SMcT0020026.1
OG0002872	EWB00_007610	h1SMcT0000880.1, h1SMcT0000880.2, h1SMcT0000880.3
OG0002873	EWB00_008574.3, EWB00_008574.1, EWB00_008574.2	h1SMcT0009651.1
OG0002874	EWB00_006146	h1SMcT0020479.1, h1SMcT0020479.2
OG0002875	EWB00_005307	h1SMcT0000994.3, h1SMcT0000994.4, h1SMcT0000994.8, h1SMcT0000994.6, h1SMcT0000994.7, h1SMcT0000994.2, h1SMcT0000994.10, h1SMcT0000994.1, h1SMcT0000994.9, h1SMcT0000994.5, h1SMcT0000995.2, h1SMcT0000995.3, h1SMcT0000995.1, h1SMcT0000995.4
OG0002876	EWB00_003668	h1SMcT0007716.1
OG0002877	EWB00_000821.1, EWB00_000821.2	h1SMcT0007009.1
OG0002879	EWB00_000598.1, EWB00_000598.2, EWB00_000598.4, EWB00_000598.5, EWB00_000598.3	h1SMcT0011833.1, h1SMcT0011833.2
OG0002880	EWB00_002435.1, EWB00_002435.2	h1SMcT0020926.1, h1SMcT0000951.2, h1SMcT0000951.3, h1SMcT0000951.1, h1SMcT0000951.4
OG0002881	EWB00_000487.1, EWB00_000487.3, EWB00_000487.2	h1SMcT0004996.1
OG0002883	EWB00_005318.2, EWB00_005318.1	h1SMcT0022337.1
OG0002884	EWB00_000910	h1SMcT0003205.1, h1SMcT0003205.2
OG0002885	EWB00_002549	h1SMcT0020452.1
OG0002889	EWB00_003777.1, EWB00_003777.2	h1SMcT0005077.1, h1SMcT0005077.2
OG0002902	EWB00_006182	h1SMcT0009500.1, h1SMcT0013191.1
OG0002903	EWB00_007350.1, EWB00_007350.2, EWB00_007350.3, EWB00_007350.4, EWB00_007350.5	h1SMcT0005509.1, h1SMcT0005509.2, h1SMcT0005509.3
OG0002904	EWB00_002403.1, EWB00_002403.2	h1SMcT0012884.1, h1SMcT0012884.2
OG0002905	EWB00_003998	h1SMcT0004020.1
OG0002907	EWB00_006306	h1SMcT0014558.1
OG0002908	EWB00_008921	h1SMcT0018542.1, h1SMcT0018542.2, h1SMcT0018542.3, h1SMcT0018542.5, h1SMcT0018542.6, h1SMcT0018542.4
OG0002910	EWB00_005467.2, EWB00_005467.1, EWB00_005467.3	h1SMcT0022640.3, h1SMcT0022640.1, h1SMcT0022640.2, h1SMcT0022640.4, h1SMcT0022640.5, h1SMcT0022640.6
OG0002911	EWB00_002322.3, EWB00_002322.4, EWB00_002322.1, EWB00_002322.2	h1SMcT0017495.1, h1SMcT0017622.1
OG0002912	EWB00_003648.5, EWB00_003648.4, EWB00_003648.2, EWB00_003648.3, EWB00_003648.1	h1SMcT0000669.3, h1SMcT0000669.2, h1SMcT0000669.1
OG0002914	EWB00_002464.1, EWB00_002464.3, EWB00_002464.2	h1SMcT0014698.1, h1SMcT0016522.1
OG0002915	EWB00_008242	h1SMcT0007240.1, h1SMcT0007240.2
OG0002916	EWB00_000674.1, EWB00_000674.2	h1SMcT0019673.1, h1SMcT0019673.5, h1SMcT0019673.2, h1SMcT0019673.6, h1SMcT0019673.4
OG0002917	EWB00_007541	h1SMcT0020733.1, h1SMcT0002931.1
OG0002918	EWB00_009281.1, EWB00_009281.2, EWB00_009281.3	h1SMcT0022319.1
OG0002921	EWB00_001444	h1SMcT0009277.1
OG0002922	EWB00_010996.3, EWB00_010996.1, EWB00_010996.2, EWB00_010996.4, EWB00_010996.5	h1SMcT0003698.1
OG0002925	EWB00_007687	h1SMcT0015505.1
OG0002928	EWB00_001377	h1SMcT0017861.1, h1SMcT0017861.2
OG0002929	EWB00_005762	h1SMcT0000960.5, h1SMcT0000960.2, h1SMcT0000960.4, h1SMcT0000960.1, h1SMcT0000960.3
OG0002930	EWB00_002838.1, EWB00_007947, EWB00_002838.2	h1SMcT0000729.3, h1SMcT0000729.4, h1SMcT0000729.5, h1SMcT0000729.1, h1SMcT0000729.2
OG0002931	EWB00_008800	h1SMcT0011300.3, h1SMcT0011300.1, h1SMcT0011300.2
OG0002932	EWB00_004892.1, EWB00_004892.2	h1SMcT0017864.2, h1SMcT0017864.4, h1SMcT0017864.1, h1SMcT0017864.3
OG0002934	EWB00_008969	h1SMcT0015709.1, h1SMcT0015709.2
OG0002936	EWB00_002547	h1SMcT0008577.1, h1SMcT0008577.2
OG0002938	EWB00_002633, EWB00_002636, EWB00_002634, EWB00_002632	h1SMcT0021901.1, h1SMcT0006732.1, h1SMcT0006732.2, h1SMcT0006732.3
OG0002939	EWB00_003814	h1SMcT0009984.1
OG0002942	EWB00_001223	h1SMcT0009114.1
OG0002943	EWB00_001225.1, EWB00_001225.2	h1SMcT0012968.1, h1SMcT0012968.2, h1SMcT0012968.3, h1SMcT0012968.4, h1SMcT0012968.5
OG0002944	EWB00_006517	h1SMcT0022414.1
OG0002945	EWB00_004561	h1SMcT0021889.1
OG0002947	EWB00_001682	h1SMcT0015902.1, h1SMcT0015902.2
OG0002948	EWB00_000229.1, EWB00_000229.2, EWB00_000229.3	h1SMcT0021089.1, h1SMcT0021089.2
OG0002949	EWB00_001776	h1SMcT0009486.1
OG0002950	EWB00_008655	h1SMcT0007052.1
OG0002951	EWB00_007699.1, EWB00_007699.2, EWB00_007699.3	h1SMcT0010433.1, h1SMcT0010433.2
OG0002953	EWB00_007337	h1SMcT0002670.1, h1SMcT0015965.1
OG0002954	EWB00_007955	h1SMcT0004944.1, h1SMcT0004944.2, h1SMcT0004944.3
OG0002955	EWB00_003441	h1SMcT0017042.1
OG0002956	EWB00_004785.1, EWB00_004785.2	h1SMcT0006754.3, h1SMcT0006754.1, h1SMcT0006754.2
OG0002958	EWB00_009830.1, EWB00_009830.2	h1SMcT0021861.1, h1SMcT0021861.2
OG0002959	EWB00_006928	h1SMcT0009503.2, h1SMcT0009503.1, h1SMcT0009503.3
OG0002960	EWB00_008079.3, EWB00_008079.1, EWB00_008079.2	h1SMcT0004813.1, h1SMcT0004813.2, h1SMcT0014704.1
OG0002961	EWB00_000045	h1SMcT0011634.1, h1SMcT0011634.2
OG0002962	EWB00_003995, EWB00_003994	h1SMcT0003796.1
OG0002963	EWB00_005062.1, EWB00_005062.2	h1SMcT0022059.3, h1SMcT0022059.1, h1SMcT0022059.2
OG0002964	EWB00_004221	h1SMcT0005305.1, h1SMcT0005305.2, h1SMcT0005305.3
OG0002967	EWB00_011093	h1SMcT0003658.1
OG0002969	EWB00_010617, EWB00_010614	h1SMcT0017175.1
OG0002971	EWB00_009795	h1SMcT0017152.1
OG0002972	EWB00_001168.1, EWB00_001168.2, EWB00_001168.3	h1SMcT0004366.2, h1SMcT0004366.5, h1SMcT0004366.1, h1SMcT0004366.3, h1SMcT0004366.6, h1SMcT0004366.4
OG0002973	EWB00_005414.1, EWB00_005414.2, EWB00_005414.3	h1SMcT0014362.1, h1SMcT0014359.1, h1SMcT0014361.2, h1SMcT0014361.3, h1SMcT0014361.4, h1SMcT0014360.1, h1SMcT0014360.2
OG0002974	EWB00_005917	h1SMcT0008277.1
OG0002975	EWB00_004394.1, EWB00_004394.3, EWB00_004394.2	h1SMcT0018671.3, h1SMcT0018671.1, h1SMcT0018671.2
OG0002977	EWB00_009513	h1SMcT0003763.1
OG0002979	EWB00_010784	h1SMcT0019481.1
OG0002981	EWB00_001172.1, EWB00_001172.2	h1SMcT0000144.1, h1SMcT0000144.4, h1SMcT0000144.3, h1SMcT0000144.2
OG0002983	EWB00_001113.1, EWB00_001113.2	h1SMcT0017079.1
OG0002985	EWB00_004643	h1SMcT0017937.1, h1SMcT0017937.2, h1SMcT0017937.3
OG0002986	EWB00_008512, EWB00_009623	h1SMcT0009242.1, h1SMcT0009242.2
OG0002988	EWB00_005524.1, EWB00_005524.2	h1SMcT0003879.1, h1SMcT0003879.2, h1SMcT0003879.3
OG0002989	EWB00_002981	h1SMcT0011055.1
OG0002991	EWB00_011215.1, EWB00_011215.4, EWB00_011215.2, EWB00_011215.3	h1SMcT0020208.1, h1SMcT0004254.1, h1SMcT0017291.1
OG0002992	EWB00_011051	h1SMcT0020809.7, h1SMcT0020809.5, h1SMcT0020809.6, h1SMcT0020809.8, h1SMcT0020809.4
OG0002993	EWB00_008402.1, EWB00_008402.2	h1SMcT0019238.1, h1SMcT0019238.2, h1SMcT0019238.3
OG0002995	EWB00_011403	h1SMcT0020280.2, h1SMcT0020280.1, h1SMcT0020280.4, h1SMcT0020280.3, h1SMcT0020280.5, h1SMcT0010071.4, h1SMcT0010071.1, h1SMcT0010071.2, h1SMcT0010071.3
OG0002996	EWB00_002315	h1SMcT0005458.1
OG0002997	EWB00_007863	h1SMcT0018267.1
OG0002998	EWB00_001001	h1SMcT0006805.1
OG0002999	EWB00_011297	h1SMcT0003133.3, h1SMcT0003133.1, h1SMcT0003133.2
OG0003001	EWB00_005005	h1SMcT0021432.1
OG0003002	EWB00_010348.1, EWB00_010348.2, EWB00_010348.3, EWB00_010348.4	h1SMcT0017011.1
OG0003003	EWB00_005504.3, EWB00_005504.1, EWB00_005504.2	h1SMcT0012704.1, h1SMcT0022240.1, h1SMcT0022240.2
OG0003004	EWB00_001367	h1SMcT0022793.1, h1SMcT0021479.3, h1SMcT0021479.4, h1SMcT0021479.1, h1SMcT0021479.2, h1SMcT0022793.2
OG0003005	EWB00_007764.1, EWB00_007764.2	h1SMcT0007903.1, h1SMcT0007903.2
OG0003006	EWB00_009601.1, EWB00_009601.2, EWB00_009601.3	h1SMcT0014506.1
OG0003007	EWB00_011096.1, EWB00_011096.2, EWB00_011096.3	h1SMcT0015078.1
OG0003010	EWB00_000953.3, EWB00_000953.2, EWB00_000953.1, EWB00_000953.5, EWB00_000953.4	h1SMcT0021914.1, h1SMcT0021914.2, h1SMcT0021327.3, h1SMcT0021327.5, h1SMcT0021327.4, h1SMcT0021327.6
OG0003011	EWB00_005980	h1SMcT0010357.1
OG0003012	EWB00_011151	h1SMcT0018119.1
OG0003014	EWB00_010168.1, EWB00_010168.2, EWB00_010168.3, EWB00_010166, EWB00_010167	h1SMcT0005268.1
OG0003015	EWB00_009554	h1SMcT0019089.2, h1SMcT0019089.1, h1SMcT0019089.3
OG0003016	EWB00_007145.2, EWB00_007145.1, EWB00_007145.3, EWB00_007145.4	h1SMcT0006828.1, h1SMcT0006828.2, h1SMcT0006828.3, h1SMcT0006828.4
OG0003017	EWB00_004426.1, EWB00_004426.2, EWB00_004426.3	h1SMcT0006801.1, h1SMcT0007267.1
OG0003018	EWB00_000565, EWB00_000564	h1SMcT0016671.1, h1SMcT0016671.2
OG0003019	EWB00_007253	h1SMcT0004932.4, h1SMcT0004932.3, h1SMcT0004932.2, h1SMcT0004932.1
OG0003021	EWB00_007311.2, EWB00_007311.1, EWB00_007311.3	h1SMcT0002696.1, h1SMcT0002696.2
OG0003023	EWB00_010173	h1SMcT0005078.1, h1SMcT0005078.2
OG0003024	EWB00_004568.1, EWB00_004568.2	h1SMcT0020338.1
OG0003029	EWB00_008949.1, EWB00_008949.2	h1SMcT0015062.1
OG0003030	EWB00_010353	h1SMcT0001941.1, h1SMcT0001941.2
OG0003031	EWB00_004696.1, EWB00_004696.2	h1SMcT0014296.1, h1SMcT0014296.2
OG0003032	EWB00_011252	h1SMcT0005960.1, h1SMcT0005892.1, h1SMcT0005892.2
OG0003033	EWB00_002562, EWB00_002561	h1SMcT0011480.1, h1SMcT0011480.3, h1SMcT0011480.2
OG0003034	EWB00_001483	h1SMcT0011192.1
OG0003036	EWB00_007302	h1SMcT0012716.1
OG0003037	EWB00_002276	h1SMcT0006277.1, h1SMcT0006277.2
OG0003038	EWB00_006825	h1SMcT0020116.1
OG0003039	EWB00_000186	h1SMcT0011776.1, h1SMcT0011776.2
OG0003041	EWB00_002125.1, EWB00_002125.2	h1SMcT0021330.1
OG0003042	EWB00_007978.1, EWB00_007978.2	h1SMcT0014097.2, h1SMcT0014097.3, h1SMcT0014097.1, h1SMcT0014097.4
OG0003043	EWB00_010761, EWB00_010762	h1SMcT0001787.1
OG0003044	EWB00_004449.2, EWB00_004449.6, EWB00_004449.5, EWB00_004449.1, EWB00_004449.4	h1SMcT0017159.2, h1SMcT0017159.4, h1SMcT0017159.1, h1SMcT0017159.3
OG0003045	EWB00_006509	h1SMcT0002072.1, h1SMcT0002072.2, h1SMcT0002072.3, h1SMcT0002072.4
OG0003046	EWB00_006508.1, EWB00_006508.2	h1SMcT0000855.1
OG0003047	EWB00_010012	h1SMcT0007558.1, h1SMcT0007558.2
OG0003048	EWB00_003618.1, EWB00_003618.4, EWB00_003618.2, EWB00_003618.3	h1SMcT0011197.1, h1SMcT0011197.2
OG0003049	EWB00_003619.1, EWB00_003619.2	h1SMcT0020453.1, h1SMcT0016153.1, h1SMcT0016153.2
OG0003050	EWB00_001236	h1SMcT0005152.5, h1SMcT0005152.3, h1SMcT0005152.1, h1SMcT0005152.4, h1SMcT0005152.2
OG0003051	EWB00_001091.2, EWB00_001091.3, EWB00_001091.4, EWB00_001091.5, EWB00_001091.6, EWB00_001091.1	h1SMcT0007990.2, h1SMcT0007990.5, h1SMcT0007990.3, h1SMcT0007990.1, h1SMcT0007990.4, h1SMcT0007990.7, h1SMcT0007990.6
OG0003052	EWB00_003655.2, EWB00_003655.4	h1SMcT0016002.1, h1SMcT0016002.2, h1SMcT0016002.3
OG0003053	EWB00_005047	h1SMcT0016931.1, h1SMcT0016931.2, h1SMcT0016931.3
OG0003054	EWB00_003074.1, EWB00_003074.2	h1SMcT0018675.1, h1SMcT0004016.1, h1SMcT0004016.2, h1SMcT0004016.4, h1SMcT0004016.3, h1SMcT0006537.1, h1SMcT0020138.1
OG0003055	EWB00_003562	h1SMcT0019134.1
OG0003056	EWB00_003086, EWB00_003087	h1SMcT0003979.1
OG0003058	EWB00_008316	h1SMcT0003333.1, h1SMcT0003333.2
OG0003059	EWB00_004270.3, EWB00_004270.1, EWB00_004270.2	h1SMcT0008347.1, h1SMcT0008347.4, h1SMcT0008347.3, h1SMcT0008347.2
OG0003060	EWB00_003557.1, EWB00_003557.2	h1SMcT0011744.1, h1SMcT0011744.2, h1SMcT0011744.5, h1SMcT0011744.6, h1SMcT0011744.3, h1SMcT0011744.4
OG0003062	EWB00_001918	h1SMcT0013915.1
OG0003063	EWB00_006552	h1SMcT0012821.1, h1SMcT0012821.2, h1SMcT0012805.1, h1SMcT0012806.1
OG0003064	EWB00_004450	h1SMcT0008163.1
OG0003065	EWB00_002430	h1SMcT0000333.1
OG0003066	EWB00_005896.2, EWB00_005896.1, EWB00_005896.3	h1SMcT0011449.1, h1SMcT0011449.2
OG0003067	EWB00_006984	h1SMcT0005008.1
OG0003068	EWB00_007267	h1SMcT0022311.1, h1SMcT0022311.3, h1SMcT0022311.2
OG0003070	EWB00_001470	h1SMcT0003629.1, h1SMcT0003629.2
OG0003072	EWB00_002274	h1SMcT0001100.1, h1SMcT0001100.2, h1SMcT0001100.4, h1SMcT0001100.3, h1SMcT0019338.1, h1SMcT0019338.2, h1SMcT0004692.1, h1SMcT0004692.4, h1SMcT0004692.2, h1SMcT0004692.3
OG0003073	EWB00_008884	h1SMcT0011150.1, h1SMcT0015836.1, h1SMcT0015836.2, h1SMcT0015836.4, h1SMcT0015836.3, h1SMcT0015837.1, h1SMcT0015837.3, h1SMcT0015837.2, h1SMcT0015841.2, h1SMcT0015841.1, h1SMcT0015841.3, h1SMcT0015841.4, h1SMcT0012715.3, h1SMcT0012715.2, h1SMcT0012715.1, h1SMcT0001252.1
OG0003074	EWB00_010530.1, EWB00_010530.2	h1SMcT0004065.1
OG0003076	EWB00_011230	h1SMcT0015937.1, h1SMcT0015937.7, h1SMcT0015937.6, h1SMcT0015937.2, h1SMcT0015937.3, h1SMcT0015937.4, h1SMcT0015937.5
OG0003080	EWB00_005547	h1SMcT0008762.1, h1SMcT0008762.2, h1SMcT0008762.5, h1SMcT0008762.3, h1SMcT0008762.4
OG0003081	EWB00_004182.2, EWB00_004183, EWB00_004182.3, EWB00_004182.1	h1SMcT0017491.1
OG0003082	EWB00_005350.1, EWB00_005350.2	h1SMcT0016152.1
OG0003083	EWB00_008187.1, EWB00_008187.2, EWB00_008187.5, EWB00_008187.3, EWB00_008187.4	h1SMcT0003189.1, h1SMcT0003189.2
OG0003086	EWB00_010401.4, EWB00_010401.1, EWB00_010401.2, EWB00_010401.3	h1SMcT0007745.1, h1SMcT0007745.2
OG0003087	EWB00_009973	h1SMcT0013897.1, h1SMcT0013897.2, h1SMcT0006048.1, h1SMcT0011537.3, h1SMcT0011537.2, h1SMcT0011537.1, h1SMcT0004969.1, h1SMcT0004969.2, h1SMcT0004969.3, h1SMcT0014223.1
OG0003089	EWB00_005476	h1SMcT0013279.2, h1SMcT0013279.1, h1SMcT0013268.1, h1SMcT0013268.2, h1SMcT0013281.1
OG0003099	EWB00_006370	h1SMcT0010063.1
OG0003107	EWB00_005250.1, EWB00_005250.3, EWB00_005250.2	h1SMcT0015377.1
OG0003108	EWB00_008029.1, EWB00_008029.3, EWB00_008029.2, EWB00_008029.4	h1SMcT0015502.1
OG0003109	EWB00_002369.4, EWB00_002369.1, EWB00_002369.2, EWB00_002369.3	h1SMcT0008651.1
OG0003111	EWB00_007357.1, EWB00_007357.2	h1SMcT0011575.1
OG0003112	EWB00_006248.1, EWB00_006248.5, EWB00_006248.4, EWB00_006248.2, EWB00_006248.3	h1SMcT0009040.1, h1SMcT0018311.1, h1SMcT0018311.2, h1SMcT0018311.3
OG0003114	EWB00_006927.3, EWB00_006927.1, EWB00_006927.2	h1SMcT0005694.2, h1SMcT0005694.4, h1SMcT0005694.3, h1SMcT0005694.1, h1SMcT0005694.5, h1SMcT0005694.6
OG0003115	EWB00_010917	h1SMcT0000128.5, h1SMcT0000128.2, h1SMcT0000128.3, h1SMcT0000128.1, h1SMcT0000128.4
OG0003116	EWB00_004873.2, EWB00_004873.1, EWB00_004873.3	h1SMcT0014809.1
OG0003118	EWB00_007810, EWB00_007809.3, EWB00_007809.2, EWB00_007809.1	h1SMcT0010890.1, h1SMcT0010890.2
OG0003124	EWB00_003249	h1SMcT0007756.1, h1SMcT0007756.2
OG0003125	EWB00_008233.1, EWB00_008233.2	h1SMcT0016907.1, h1SMcT0016907.2
OG0003127	EWB00_000622	h1SMcT0015110.1, h1SMcT0019913.1
OG0003128	EWB00_001499.1, EWB00_001499.2	h1SMcT0018724.1
OG0003129	EWB00_007584	h1SMcT0002450.1, h1SMcT0002450.2
OG0003131	EWB00_002699	h1SMcT0000664.1
OG0003133	EWB00_000499.1, EWB00_000499.3, EWB00_000499.2	h1SMcT0020070.1, h1SMcT0020070.2
OG0003135	EWB00_004305	h1SMcT0016694.1, h1SMcT0016694.2, h1SMcT0016694.3
OG0003136	EWB00_008466.1, EWB00_008466.2, EWB00_008466.3	h1SMcT0004061.1, h1SMcT0004061.2
OG0003137	EWB00_008830	h1SMcT0019913.6, h1SMcT0019913.5, h1SMcT0019913.2, h1SMcT0019913.3, h1SMcT0019913.4
OG0003138	EWB00_005081, EWB00_005080	h1SMcT0011089.1
OG0003140	EWB00_007444.2	h1SMcT0003323.1
OG0003140	EWB00_007444.1	h1SMcT0003323.2, h1SMcT0004572.1, h1SMcT0006058.1
OG0003141	EWB00_011154.2, EWB00_011154.3, EWB00_011154.4, EWB00_011154.1	h1SMcT0007365.1, h1SMcT0007366.1
OG0003145	EWB00_010319.1, EWB00_010319.2	h1SMcT0010125.1, h1SMcT0010125.2, h1SMcT0010125.3
OG0003146	EWB00_003651.1, EWB00_003651.2	h1SMcT0018833.1, h1SMcT0018833.2, h1SMcT0000047.1, h1SMcT0000047.2
OG0003147	EWB00_003001	h1SMcT0013401.2, h1SMcT0013401.1, h1SMcT0013401.3, h1SMcT0005526.1, h1SMcT0005526.2, h1SMcT0005526.3
OG0003148	EWB00_005096	h1SMcT0016375.1, h1SMcT0006773.1, h1SMcT0006773.2, h1SMcT0006774.1, h1SMcT0007556.1, h1SMcT0007556.2, h1SMcT0007556.3, h1SMcT0007556.4, h1SMcT0007556.5, h1SMcT0007556.6, h1SMcT0007556.7, h1SMcT0002187.1, h1SMcT0013644.1
OG0003149	EWB00_001204.1, EWB00_001204.2	h1SMcT0022070.1
OG0003150	EWB00_001265.1, EWB00_001265.2	h1SMcT0005154.1
OG0003151	EWB00_005365.1, EWB00_005365.2	h1SMcT0009477.1, h1SMcT0009477.2
OG0003152	EWB00_001276	h1SMcT0002448.1
OG0003153	EWB00_010929	h1SMcT0009249.1
OG0003155	EWB00_006098	h1SMcT0018245.1, h1SMcT0018245.2
OG0003157	EWB00_006792.1, EWB00_006792.2	h1SMcT0015519.1
OG0003158	EWB00_011385.1, EWB00_011385.2, EWB00_011384	h1SMcT0022543.1
OG0003159	EWB00_008374.1, EWB00_008374.2, EWB00_008374.3	h1SMcT0000896.1
OG0003160	EWB00_006450.1, EWB00_006450.2	h1SMcT0017909.1, h1SMcT0017909.2
OG0003162	EWB00_000204.1, EWB00_000204.2	h1SMcT0021131.1, h1SMcT0021131.2
OG0003163	EWB00_005625.1, EWB00_005625.2	h1SMcT0021672.1, h1SMcT0021672.2
OG0003164	EWB00_002926.3, EWB00_002926.1, EWB00_002926.2	h1SMcT0022123.1, h1SMcT0022123.2, h1SMcT0022123.3, h1SMcT0022123.4, h1SMcT0022123.5
OG0003167	EWB00_000793	h1SMcT0019950.1, h1SMcT0019950.2, h1SMcT0019950.3
OG0003168	EWB00_010406.1, EWB00_010406.3, EWB00_010406.4, EWB00_010406.2, EWB00_010406.5	h1SMcT0014216.1
OG0003169	EWB00_010284	h1SMcT0013822.1, h1SMcT0013822.2
OG0003170	EWB00_005424.1, EWB00_005424.2, EWB00_005424.4, EWB00_005424.5, EWB00_005424.7, EWB00_005424.3, EWB00_005424.6	h1SMcT0020859.1
OG0003171	EWB00_004526.1, EWB00_004526.2	h1SMcT0003722.1, h1SMcT0003722.2
OG0003172	EWB00_002386	h1SMcT0008462.1, h1SMcT0008462.2, h1SMcT0008462.3, h1SMcT0008462.4, h1SMcT0010776.1, h1SMcT0010776.2
OG0003174	EWB00_001174.1, EWB00_001174.2, EWB00_001174.3, EWB00_001174.4, EWB00_001174.5	h1SMcT0007581.1, h1SMcT0007581.2, h1SMcT0007581.3
OG0003175	EWB00_000578	h1SMcT0015496.1, h1SMcT0015496.2
OG0003176	EWB00_008649	h1SMcT0021985.1
OG0003178	EWB00_002919	h1SMcT0022104.1
OG0003179	EWB00_001187	h1SMcT0004843.1, h1SMcT0004843.2
