Orthogroup	schistosoma_japonicum	schistosoma_intercalatum
OG0003157	EWB00_006792.1, EWB00_006792.2	SINT1_52400.1
OG0003158	EWB00_011385.1, EWB00_011385.2, EWB00_011384	SINT1_87710.1, SINT1_87710.2
OG0003159	EWB00_008374.1, EWB00_008374.2, EWB00_008374.3	SINT1_55640.1
OG0003160	EWB00_006450.1, EWB00_006450.2	SINT1_20780.1, SINT1_20780.2
OG0003161	EWB00_000220	SINT1_47090.1, SINT1_47090.2, SINT1_47080.1, SINT1_47080.2
OG0003162	EWB00_000204.1, EWB00_000204.2	SINT1_9670.1, SINT1_9680.1
OG0003163	EWB00_005625.1, EWB00_005625.2	SINT1_1500.1, SINT1_1500.2
OG0003164	EWB00_002926.3, EWB00_002926.1, EWB00_002926.2	SINT1_33370.1, SINT1_33370.2
OG0003166	EWB00_000749	SINT1_54630.1, SINT1_54630.2
OG0003167	EWB00_000793	SINT1_92050.1, SINT1_92050.2
OG0003168	EWB00_010406.1, EWB00_010406.3, EWB00_010406.4, EWB00_010406.2, EWB00_010406.5	SINT1_63230.1
OG0003169	EWB00_010284	SINT1_15950.1, SINT1_15950.2
OG0003170	EWB00_005424.1, EWB00_005424.2, EWB00_005424.4, EWB00_005424.5, EWB00_005424.7, EWB00_005424.3, EWB00_005424.6	SINT1_18210.1, SINT1_18210.3, SINT1_18210.2
OG0003171	EWB00_004526.1, EWB00_004526.2	SINT1_72230.1, SINT1_72230.2
OG0003172	EWB00_002386	SINT1_22190.8, SINT1_22190.9, SINT1_22310.1
OG0003174	EWB00_001174.1, EWB00_001174.2, EWB00_001174.3, EWB00_001174.4, EWB00_001174.5	SINT1_74130.1
OG0003175	EWB00_000578	SINT1_92240.1, SINT1_92240.2, SINT1_92240.4, SINT1_92240.3
OG0003176	EWB00_008649	SINT1_69300.1, SINT1_69300.2, SINT1_69300.4, SINT1_69300.3
OG0003177	EWB00_006979	SINT1_25820.1, SINT1_25820.2
OG0003178	EWB00_002919	SINT1_33450.2, SINT1_33450.1, SINT1_33450.3
OG0003179	EWB00_001187	SINT1_74250.1
OG0003180	EWB00_004845.1, EWB00_004845.2	SINT1_4240.2
OG0003181	EWB00_004341	SINT1_36660.1
OG0003182	EWB00_007471.1, EWB00_007471.3, EWB00_007471.2	SINT1_31330.1, SINT1_31330.2, SINT1_31330.3
OG0003183	EWB00_002692	SINT1_13380.1, SINT1_13380.2
OG0003184	EWB00_003317.1, EWB00_003317.2	SINT1_28510.1
OG0003185	EWB00_002783	SINT1_70980.1
OG0003186	EWB00_002899.1, EWB00_002899.2	SINT1_29830.1
OG0003187	EWB00_010930.1, EWB00_011372, EWB00_010930.2	SINT1_72910.1, SINT1_72910.2, SINT1_72910.3
OG0003188	EWB00_004402.1, EWB00_004402.2, EWB00_004402.3	SINT1_80670.1
OG0003189	EWB00_005148.1, EWB00_005148.2	SINT1_56680.2, SINT1_56680.3, SINT1_56680.1
OG0003190	EWB00_011302	SINT1_60190.1
OG0003191	EWB00_006882.1, EWB00_006882.2	SINT1_47380.1
OG0003192	EWB00_003999.3, EWB00_003999.1, EWB00_003999.2	SINT1_65790.1
OG0003193	EWB00_001279.2, EWB00_001279.1, EWB00_001279.3	SINT1_37200.1
OG0003194	EWB00_009436.1, EWB00_009436.2	SINT1_68940.1, SINT1_68940.2
OG0003195	EWB00_005426.1, EWB00_005426.2, EWB00_005426.3	SINT1_18260.1, SINT1_18260.2, SINT1_18260.3
OG0003196	EWB00_000542, EWB00_000541.2, EWB00_000541.1, EWB00_000541.3, EWB00_000541.4	SINT1_61820.1
OG0003197	EWB00_001440	SINT1_93380.1
OG0003198	EWB00_008419.3, EWB00_008419.2, EWB00_008419.1	SINT1_50580.1, SINT1_50580.2
OG0003199	EWB00_005874.1, EWB00_005874.2, EWB00_005874.3	SINT1_91900.1
OG0003200	EWB00_009487	SINT1_10620.7, SINT1_10620.1, SINT1_10620.5, SINT1_10620.2, SINT1_10620.4, SINT1_10620.3, SINT1_10620.6, SINT1_10620.8
OG0003201	EWB00_009360	SINT1_14590.1
OG0003202	EWB00_005466.1, EWB00_005466.2, EWB00_005466.3	SINT1_18700.1, SINT1_18700.2
OG0003203	EWB00_003179	SINT1_90150.1
OG0003204	EWB00_002525.4, EWB00_002525.3, EWB00_002525.1, EWB00_002525.5, EWB00_002525.2	SINT1_20400.1
OG0003205	EWB00_004334	SINT1_36600.1
OG0003206	EWB00_006523.3, EWB00_006523.1, EWB00_006523.2	SINT1_17660.1, SINT1_17650.1, SINT1_17650.2
OG0003208	EWB00_006264	SINT1_67430.1
OG0003210	EWB00_004690.3, EWB00_004690.1, EWB00_004690.2	SINT1_13000.1
OG0003211	EWB00_001368.1, EWB00_001368.2	SINT1_74020.1
OG0003212	EWB00_010842.1, EWB00_010842.2, EWB00_010842.3	SINT1_5890.1, SINT1_5890.2, SINT1_5890.3
OG0003213	EWB00_002935	SINT1_33290.1, SINT1_33290.2
OG0003214	EWB00_009437	SINT1_11900.1
OG0003215	EWB00_003063	SINT1_9050.1
OG0003216	EWB00_008913.2, EWB00_008913.1, EWB00_008913.3	SINT1_63810.1
OG0003217	EWB00_011333	SINT1_60570.1
OG0003218	EWB00_005572.3, EWB00_005572.4, EWB00_005572.2, EWB00_005572.5, EWB00_005572.1, EWB00_005572.6, EWB00_003264	SINT1_57740.1
OG0003221	EWB00_006144	SINT1_39630.6, SINT1_39630.1, SINT1_39630.2, SINT1_39630.3, SINT1_39630.4, SINT1_39630.5, SINT1_39630.7
OG0003222	EWB00_010347.1, EWB00_010347.2	SINT1_19780.2, SINT1_19780.1, SINT1_19780.3, SINT1_19780.4
OG0003223	EWB00_001955, EWB00_001956	SINT1_87230.1
OG0003224	EWB00_004395	SINT1_38310.1, SINT1_38310.2, SINT1_38310.3
OG0003225	EWB00_003044, EWB00_003042.1, EWB00_003042.2	SINT1_86800.1, SINT1_86800.2
OG0003226	EWB00_003709.1, EWB00_003709.2	SINT1_14230.1
OG0003227	EWB00_011155.1, EWB00_011155.2	SINT1_61300.1
OG0003228	EWB00_007532	SINT1_86130.1
OG0003229	EWB00_010966, EWB00_010965	SINT1_75040.1, SINT1_75040.2
OG0003230	EWB00_002077.1, EWB00_002077.2	SINT1_46940.1
OG0003231	EWB00_006561.1, EWB00_006561.2	SINT1_17930.1
OG0003232	EWB00_005539	SINT1_11050.1
OG0003233	EWB00_005827.1, EWB00_005827.2, EWB00_005827.4, EWB00_005827.3	SINT1_22150.1
OG0003234	EWB00_000234, EWB00_000823	SINT1_60230.1, SINT1_60230.2, SINT1_60230.7, SINT1_60230.8, SINT1_60230.3, SINT1_60230.4, SINT1_60230.9, SINT1_60230.5, SINT1_60230.6
OG0003235	EWB00_007303.2, EWB00_007303.5, EWB00_007303.4, EWB00_007303.1, EWB00_007303.3	SINT1_82910.1, SINT1_82910.2, SINT1_82910.4, SINT1_82910.3
OG0003236	EWB00_011228.9, EWB00_011228.11, EWB00_011228.10, EWB00_011228.12, EWB00_011228.1, EWB00_011228.2, EWB00_011228.3, EWB00_011228.4, EWB00_011228.5, EWB00_011228.6, EWB00_011228.8, EWB00_011228.7	SINT1_57120.1, SINT1_57120.2, SINT1_57120.3, SINT1_57120.4
OG0003237	EWB00_004234.1, EWB00_004234.2	SINT1_25360.1
OG0003238	EWB00_010483	SINT1_65070.2, SINT1_65070.1
OG0003239	EWB00_006733.1, EWB00_006733.3, EWB00_006733.2, EWB00_006733.4, EWB00_006733.5, EWB00_006733.6, EWB00_006733.7	SINT1_79450.2, SINT1_79450.1, SINT1_79450.3
OG0003240	EWB00_008701.2, EWB00_008701.4	SINT1_8140.1
OG0003241	EWB00_009123.1, EWB00_009123.2	SINT1_37540.1
OG0003242	EWB00_010668.1, EWB00_010668.2	SINT1_52960.1, SINT1_52960.2
OG0003243	EWB00_003084.1, EWB00_003084.3, EWB00_003084.4, EWB00_003084.7, EWB00_003084.2, EWB00_003084.5, EWB00_003084.6	SINT1_8780.1, SINT1_8780.2, SINT1_8780.3
OG0003244	EWB00_005396	SINT1_53360.1
OG0003245	EWB00_006500	SINT1_53780.5, SINT1_53780.6, SINT1_53780.4, SINT1_53780.1, SINT1_53780.2, SINT1_53780.3
OG0003246	EWB00_003082.1, EWB00_003082.2	SINT1_8850.1
OG0003247	EWB00_002490.3, EWB00_002490.1, EWB00_002490.2	SINT1_20650.1
OG0003249	EWB00_010444	SINT1_63560.1
OG0003250	EWB00_007922	SINT1_69620.1
OG0003251	EWB00_005287.1, EWB00_005287.2	SINT1_85080.1
OG0003252	EWB00_002792.5, EWB00_002792.3, EWB00_002792.1, EWB00_002792.2, EWB00_002792.4	SINT1_42280.1, SINT1_42290.1
OG0003253	EWB00_006924	SINT1_85600.1, SINT1_85600.2
OG0003254	EWB00_008914	SINT1_63820.1
OG0003255	EWB00_005870	SINT1_91920.1
OG0003256	EWB00_002182	SINT1_82450.1, SINT1_82450.2
OG0003257	EWB00_009732.1, EWB00_009732.3, EWB00_009732.2	SINT1_12840.2, SINT1_12840.1
OG0003258	EWB00_001796	SINT1_43370.1, SINT1_43370.2
OG0003259	EWB00_007061	SINT1_23860.1
OG0003260	EWB00_010180	SINT1_82710.1
OG0003261	EWB00_003383.2, EWB00_003383.1	SINT1_34690.1
OG0003262	EWB00_010861.3, EWB00_010861.1, EWB00_010861.2	SINT1_57730.1, SINT1_95530.1
OG0003263	EWB00_006341, EWB00_006342	SINT1_4970.1
OG0003264	EWB00_004804	SINT1_15530.1
OG0003265	EWB00_005737.1, EWB00_005737.2	SINT1_41980.1, SINT1_41980.2
OG0003266	EWB00_008682.1, EWB00_008682.2	SINT1_70450.1
OG0003267	EWB00_002529.1, EWB00_002529.2	SINT1_20350.1, SINT1_20350.2, SINT1_20350.3
OG0003268	EWB00_008258.1, EWB00_008258.2	SINT1_43470.1
OG0003269	EWB00_010993.1, EWB00_010993.2	SINT1_75260.2, SINT1_75260.3, SINT1_75260.1
OG0003270	EWB00_005906	SINT1_62320.3, SINT1_62320.1, SINT1_62320.2
OG0003271	EWB00_009402.4, EWB00_009402.5, EWB00_009402.7, EWB00_009402.1, EWB00_009402.3, EWB00_009402.2, EWB00_009402.6, EWB00_009402.8	SINT1_11600.1
OG0003272	EWB00_004323	SINT1_36480.1, SINT1_36490.1
OG0003273	EWB00_001726	SINT1_33840.2, SINT1_33840.1, SINT1_33840.3
OG0003274	EWB00_003811, EWB00_001051.4, EWB00_001051.2, EWB00_001051.3, EWB00_001051.5, EWB00_001051.6, EWB00_001051.8, EWB00_001051.7	SINT1_19050.1
OG0003275	EWB00_001108.1	SINT1_24710.1
OG0003276	EWB00_006584	SINT1_61360.1
OG0003277	EWB00_002907.1, EWB00_002907.2	SINT1_33580.1, SINT1_33580.2
OG0003278	EWB00_005170	SINT1_55210.1, SINT1_55210.2
OG0003279	EWB00_003837.1, EWB00_003837.2	SINT1_1710.2, SINT1_1710.1, SINT1_1710.3
OG0003280	EWB00_007377.2, EWB00_007377.1, EWB00_007377.3, EWB00_007377.4, EWB00_007377.5	SINT1_76800.3, SINT1_76800.1, SINT1_76800.2
OG0003281	EWB00_011205.1, EWB00_011205.2	SINT1_92820.1, SINT1_92820.2, SINT1_92820.3
OG0003282	EWB00_010653	SINT1_52810.1, SINT1_52810.2
OG0003283	EWB00_000573.1, EWB00_000573.3, EWB00_000573.2, EWB00_000573.4	SINT1_93050.1
OG0003284	EWB00_011299	SINT1_60160.1
OG0003285	EWB00_007543.1, EWB00_007543.2	SINT1_23070.2, SINT1_23070.3, SINT1_23070.1
OG0003286	EWB00_009842	SINT1_66370.1, SINT1_66370.5, SINT1_66370.2, SINT1_66370.3, SINT1_66370.4, SINT1_66370.6
OG0003287	EWB00_010374.1, EWB00_010374.2	SINT1_9530.1
OG0003289	EWB00_002694	SINT1_13350.1
OG0003291	EWB00_000053.1, EWB00_000053.2	SINT1_17390.1, SINT1_17390.2
OG0003292	EWB00_001336.1, EWB00_001336.2, EWB00_001336.3, EWB00_001336.4, EWB00_001336.5, EWB00_001336.6	SINT1_83810.1
OG0003293	EWB00_007013	SINT1_27270.1
OG0003294	EWB00_008149.1, EWB00_008149.2, EWB00_008149.3	SINT1_33600.1
OG0003296	EWB00_008128.3, EWB00_008128.1, EWB00_008128.2	SINT1_54170.1
OG0003297	EWB00_006546.1, EWB00_006546.2	SINT1_17820.1
OG0003298	EWB00_004029	SINT1_46230.1
OG0003299	EWB00_002013.1, EWB00_002013.2, EWB00_002013.3	SINT1_75970.1, SINT1_75970.2
OG0003302	EWB00_008838	SINT1_8260.1, SINT1_8260.2
OG0003303	EWB00_007745.1, EWB00_007745.3, EWB00_007745.2, EWB00_007745.4	SINT1_54270.1
OG0003304	EWB00_007783.1, EWB00_007783.2	SINT1_7130.2, SINT1_7130.1, SINT1_7130.3
OG0003305	EWB00_010935.4, EWB00_010937, EWB00_010935.1, EWB00_010935.2, EWB00_010935.3	SINT1_72970.1, SINT1_72970.2
OG0003306	EWB00_007821	SINT1_56070.1
OG0003307	EWB00_003713.3, EWB00_003713.1, EWB00_003713.2, EWB00_003713.4, EWB00_003713.5, EWB00_003713.6, EWB00_003713.7, EWB00_003713.8	SINT1_26230.1
OG0003309	EWB00_005667	SINT1_860.1, SINT1_860.3, SINT1_860.2
OG0003310	EWB00_010716	SINT1_48250.1
OG0003311	EWB00_001917	SINT1_88260.1
OG0003313	EWB00_002174, EWB00_002175, EWB00_009988, EWB00_002176	SINT1_54550.4, SINT1_54550.3, SINT1_54550.1, SINT1_54550.2
OG0003314	EWB00_010889	SINT1_27470.1, SINT1_27470.2
OG0003315	EWB00_007856.1, EWB00_007856.2	SINT1_32230.1, SINT1_32230.2
OG0003318	EWB00_009257	SINT1_9540.1
OG0003318	EWB00_000638	SINT1_64360.1
OG0003319	EWB00_003912	SINT1_40390.1
OG0003320	EWB00_003563	SINT1_56210.1
OG0003321	EWB00_006021.1, EWB00_006021.2	SINT1_29980.1, SINT1_29980.2, SINT1_29980.3
OG0003322	EWB00_007639	SINT1_16880.1
OG0003326	EWB00_009823.1, EWB00_009823.3, EWB00_009823.2	SINT1_66230.1, SINT1_66230.2, SINT1_66230.3, SINT1_66230.4
OG0003327	EWB00_003890	SINT1_75730.4, SINT1_75730.3, SINT1_75730.1, SINT1_75730.2, SINT1_75730.5, SINT1_75730.6, SINT1_75730.7
OG0003328	EWB00_011026	SINT1_73370.1
OG0003329	EWB00_000558	SINT1_92920.1
OG0003330	EWB00_006505.3, EWB00_006505.1, EWB00_006505.2	SINT1_51600.1
OG0003331	EWB00_009188	SINT1_9840.1, SINT1_9840.2
OG0003332	EWB00_011211	SINT1_32070.1, SINT1_32060.1
OG0003333	EWB00_009921.1, EWB00_009921.2	SINT1_6480.1
OG0003334	EWB00_003319.1, EWB00_003319.2	SINT1_28500.2, SINT1_28500.3, SINT1_28500.5, SINT1_28500.4, SINT1_28500.6, SINT1_28500.1
OG0003335	EWB00_008896.1, EWB00_008896.2, EWB00_008896.3	SINT1_63690.3, SINT1_63690.1, SINT1_63690.2
OG0003336	EWB00_001160.1, EWB00_001160.2	SINT1_61500.1
OG0003337	EWB00_010983.3, EWB00_010983.1, EWB00_010983.2	SINT1_75190.1
OG0003338	EWB00_007637	SINT1_16840.1, SINT1_16840.2
OG0003339	EWB00_010227	SINT1_680.1, SINT1_670.1
OG0003340	EWB00_004593	SINT1_39710.1
OG0003341	EWB00_006222.1, EWB00_006222.2	SINT1_67020.1, SINT1_67020.2
OG0003342	EWB00_002304.1, EWB00_002304.2	SINT1_13820.1, SINT1_13820.2, SINT1_13820.3, SINT1_13820.4
OG0003343	EWB00_007216.1, EWB00_007216.2	SINT1_51390.1, SINT1_51390.3, SINT1_51390.2, SINT1_51390.4
OG0003344	EWB00_001539	SINT1_23370.1, SINT1_23370.2
OG0003347	EWB00_000978	SINT1_44470.1
OG0003348	EWB00_005383	SINT1_53450.1, SINT1_53450.2
OG0003349	EWB00_007466	SINT1_40210.1, SINT1_40210.3, SINT1_40210.4, SINT1_40210.2
OG0003350	EWB00_010089.1, EWB00_010089.2	SINT1_68700.1, SINT1_68700.2
OG0003352	EWB00_006734.2, EWB00_006734.1	SINT1_79440.3, SINT1_79440.2, SINT1_79440.1
OG0003353	EWB00_010882.4, EWB00_010882.1, EWB00_010882.2, EWB00_010882.5, EWB00_010882.3	SINT1_27560.1, SINT1_27560.2
OG0003354	EWB00_007009	SINT1_27630.1
OG0003355	EWB00_010054	SINT1_68380.1
OG0003357	EWB00_006364.1, EWB00_006364.2, EWB00_006364.3	SINT1_43130.1
OG0003359	EWB00_005569	SINT1_57670.1
OG0003361	EWB00_010359	SINT1_19660.1
OG0003362	EWB00_010550.2, EWB00_010550.3, EWB00_010550.4, EWB00_010550.1	SINT1_74360.1
OG0003363	EWB00_002198	SINT1_29970.1, SINT1_29970.2
OG0003364	EWB00_001339.1, EWB00_001339.2	SINT1_83780.1
OG0003365	EWB00_001048	SINT1_19100.2, SINT1_19100.5, SINT1_19100.1, SINT1_19100.4, SINT1_19100.3
OG0003366	EWB00_011157	SINT1_61320.1
OG0003367	EWB00_010811.2, EWB00_010811.1, EWB00_010811.3	SINT1_47640.1
OG0003368	EWB00_007696	SINT1_37890.1
OG0003369	EWB00_000917.1, EWB00_000917.2	SINT1_64640.1, SINT1_64630.1, SINT1_64630.2
OG0003370	EWB00_005111	SINT1_25860.1
OG0003371	EWB00_010802.1, EWB00_010802.2	SINT1_47580.1
OG0003372	EWB00_003039	SINT1_92590.1
OG0003373	EWB00_004807	SINT1_15540.1, SINT1_15540.2
OG0003374	EWB00_001431.2, EWB00_001430, EWB00_001431.1	SINT1_93310.1
OG0003375	EWB00_009163	SINT1_68900.1, SINT1_68900.2
OG0003376	EWB00_010756.1, EWB00_010756.2	SINT1_47880.1
OG0003377	EWB00_000138	SINT1_80330.1
OG0003378	EWB00_004512	SINT1_81810.1
OG0003379	EWB00_010474.1, EWB00_010474.2, EWB00_010474.3	SINT1_65150.1
OG0003380	EWB00_005324	SINT1_51220.1
OG0003381	EWB00_011174	SINT1_54840.1, SINT1_54840.2, SINT1_54840.3
OG0003382	EWB00_008654.1, EWB00_008654.2	SINT1_69340.3, SINT1_69340.2, SINT1_69340.1, SINT1_69340.5, SINT1_69340.4
OG0003383	EWB00_002567	SINT1_6220.1
OG0003384	EWB00_010106, EWB00_010165.1, EWB00_010165.2	SINT1_43430.3, SINT1_43430.2, SINT1_43430.1
OG0003385	EWB00_006712	SINT1_89840.1
OG0003386	EWB00_003506.1, EWB00_003506.2	SINT1_21830.1
OG0003387	EWB00_002372.5, EWB00_002372.4, EWB00_002372.3, EWB00_002372.2, EWB00_002372.1	SINT1_15370.1, SINT1_15370.2
OG0003388	EWB00_004775.3, EWB00_004775.4, EWB00_004775.1, EWB00_004775.2	SINT1_92260.1
OG0003389	EWB00_004047.2, EWB00_004047.3, EWB00_004047.1	SINT1_46420.1
OG0003390	EWB00_003379	SINT1_34710.1, SINT1_34710.2
OG0003391	EWB00_008181.3, EWB00_008181.2, EWB00_008181.4, EWB00_008181.1	SINT1_78050.1
OG0003392	EWB00_003808, EWB00_003810	SINT1_55220.1
OG0003393	EWB00_005947.1, EWB00_005947.2	SINT1_32590.1
OG0003394	EWB00_002803.1, EWB00_002803.2, EWB00_002803.3	SINT1_42370.1
OG0003395	EWB00_008385.1, EWB00_008385.2, EWB00_008385.3, EWB00_008385.5, EWB00_008385.6, EWB00_008385.8, EWB00_008385.7, EWB00_008385.4	SINT1_55550.1
OG0003396	EWB00_001561.1, EWB00_001561.2, EWB00_001561.3, EWB00_001561.4	SINT1_43850.1, SINT1_43850.2, SINT1_43850.3, SINT1_43850.4
OG0003397	EWB00_002407	SINT1_22100.1, SINT1_22100.3, SINT1_22100.2
OG0003398	EWB00_008514.1, EWB00_008514.2	SINT1_9720.1, SINT1_9720.3, SINT1_9720.2, SINT1_9720.4
OG0003400	EWB00_006634	SINT1_72140.1, SINT1_72140.2, SINT1_72140.3, SINT1_72140.4, SINT1_72140.5, SINT1_72140.6
OG0003401	EWB00_002124	SINT1_32930.1
OG0003402	EWB00_006448.1, EWB00_006448.2	SINT1_20800.1
OG0003403	EWB00_004423	SINT1_50270.1
OG0003404	EWB00_001371.1, EWB00_001371.2, EWB00_001371.3	SINT1_73990.1
OG0003405	EWB00_010805	SINT1_47610.1
OG0003406	EWB00_007774.1, EWB00_007774.2	SINT1_7040.1
OG0003407	EWB00_009604.1, EWB00_009604.2	SINT1_83500.1, SINT1_83500.2
OG0003408	EWB00_000283.1, EWB00_000283.2, EWB00_000283.3	SINT1_25700.1
OG0003409	EWB00_006521	SINT1_68800.1, SINT1_17630.1, SINT1_22810.1
OG0003410	EWB00_010097, EWB00_010096	SINT1_68720.1
OG0003411	EWB00_006177.2, EWB00_006177.1, EWB00_006177.4, EWB00_006177.3	SINT1_39350.1
OG0003412	EWB00_008272	SINT1_5120.1, SINT1_5120.2, SINT1_5120.3
OG0003414	EWB00_006156	SINT1_39520.1
OG0003415	EWB00_002257	SINT1_78500.1, SINT1_78500.2
OG0003416	EWB00_010071.2, EWB00_010071.1, EWB00_010071.3	SINT1_68540.1, SINT1_68540.2
OG0003417	EWB00_005253.1, EWB00_005253.2	SINT1_56020.1
OG0003418	EWB00_008966.1, EWB00_008966.2	SINT1_47140.1
OG0003419	EWB00_010931.1, EWB00_010931.2	SINT1_72920.1
OG0003420	EWB00_004367.2, EWB00_004367.1	SINT1_36900.1
OG0003422	EWB00_002075.1, EWB00_002075.2	SINT1_46900.1, SINT1_46900.2
OG0003423	EWB00_004586	SINT1_13230.1
OG0003424	EWB00_005280.4, EWB00_005280.6, EWB00_005280.3, EWB00_005280.5, EWB00_005280.1, EWB00_005280.2	SINT1_85160.1, SINT1_85160.2
OG0003425	EWB00_001350	SINT1_83670.1
OG0003426	EWB00_008880	SINT1_63590.1, SINT1_63590.2
OG0003427	EWB00_001006, EWB00_001002, EWB00_001005	SINT1_44630.1
OG0003428	EWB00_008956	SINT1_81460.4, SINT1_81460.3, SINT1_81460.1, SINT1_81460.2
OG0003429	EWB00_004576.1, EWB00_004576.2	SINT1_76730.2, SINT1_76730.3, SINT1_76730.1, SINT1_76730.4
OG0003430	EWB00_002024	SINT1_75850.1
OG0003431	EWB00_002523, EWB00_002522	SINT1_20420.1, SINT1_20420.2
OG0003432	EWB00_008132.1, EWB00_008132.3, EWB00_008132.2	SINT1_69860.1, SINT1_69860.2
OG0003433	EWB00_009567.1, EWB00_009567.2	SINT1_4780.1
OG0003434	EWB00_011165	SINT1_59460.1
OG0003435	EWB00_005618.1, EWB00_005618.2	SINT1_36930.1, SINT1_36930.2, SINT1_36930.3, SINT1_36930.4
OG0003436	EWB00_004421	SINT1_50290.1, SINT1_50290.2
OG0003437	EWB00_004970.1, EWB00_004970.3, EWB00_004970.2	SINT1_71810.1, SINT1_71810.2
OG0003438	EWB00_007438	SINT1_31020.2, SINT1_31020.1, SINT1_31020.3
OG0003439	EWB00_002383	SINT1_22340.1
OG0003440	EWB00_003528.2, EWB00_003528.4, EWB00_003528.10, EWB00_003528.9, EWB00_003528.3, EWB00_003528.1, EWB00_003528.5, EWB00_003528.6, EWB00_003528.7, EWB00_003528.8	SINT1_21510.1
OG0003441	EWB00_005009.1, EWB00_005009.2	SINT1_27000.1
OG0003442	EWB00_008350.1, EWB00_008350.2	SINT1_71610.1, SINT1_71610.2, SINT1_71610.3
OG0003443	EWB00_011244.1, EWB00_011244.2	SINT1_58610.1, SINT1_58590.1
OG0003444	EWB00_004673.1, EWB00_004673.2, EWB00_004673.3	SINT1_10920.1
OG0003445	EWB00_008285	SINT1_44830.1, SINT1_44830.3, SINT1_44830.2
OG0003446	EWB00_008367.3, EWB00_008367.1, EWB00_008367.4, EWB00_008367.2	SINT1_35080.1
OG0003447	EWB00_006310.1, EWB00_006310.2	SINT1_5430.1
OG0003448	EWB00_001621	SINT1_69210.1
OG0003449	EWB00_001622.1, EWB00_001622.2	SINT1_69220.1
OG0003451	EWB00_008644, EWB00_008643	SINT1_83970.3, SINT1_83970.1, SINT1_83970.2
OG0003452	EWB00_008669	SINT1_8690.1, SINT1_8690.3, SINT1_8690.4, SINT1_8690.5, SINT1_8690.6, SINT1_8690.2
OG0003453	EWB00_009555.1, EWB00_009555.2	SINT1_43390.1, SINT1_43390.2
OG0003454	EWB00_003429.1, EWB00_003429.2, EWB00_003429.3	SINT1_34250.1
OG0003455	EWB00_001163.1, EWB00_001163.2, EWB00_001163.3, EWB00_001163.4, EWB00_001163.5	SINT1_61480.1, SINT1_61480.2, SINT1_61480.3, SINT1_61480.4
OG0003456	EWB00_008836	SINT1_8240.2, SINT1_8240.1
OG0003457	EWB00_003158	SINT1_38070.1, SINT1_38070.2
OG0003458	EWB00_006194	SINT1_39210.2, SINT1_39210.4, SINT1_39210.1, SINT1_39210.3
OG0003459	EWB00_010922	SINT1_72850.1
OG0003460	EWB00_000980.4, EWB00_000980.1, EWB00_000980.2, EWB00_000980.3	SINT1_44490.1
OG0003461	EWB00_007307.1	SINT1_82880.1, SINT1_82880.2, SINT1_82880.3
OG0003462	EWB00_006148	SINT1_39590.1
OG0003463	EWB00_003004, EWB00_001660.5, EWB00_001660.1, EWB00_001660.2, EWB00_001660.3, EWB00_001660.4	SINT1_83580.1
OG0003465	EWB00_009791.1, EWB00_009791.3, EWB00_009791.2	SINT1_62610.1
OG0003466	EWB00_005532.1, EWB00_005532.2, EWB00_005532.3, EWB00_005532.4	SINT1_10080.1
OG0003467	EWB00_002014	SINT1_75990.1
OG0003468	EWB00_008929.1, EWB00_008929.2	SINT1_67840.1
OG0003469	EWB00_005218	SINT1_50470.3, SINT1_50470.1, SINT1_50470.2, SINT1_50470.5, SINT1_50470.4
OG0003470	EWB00_006821	SINT1_52140.1
OG0003471	EWB00_000172.1	SINT1_45950.1
OG0003472	EWB00_003062.1, EWB00_003062.2, EWB00_003062.3, EWB00_003062.4	SINT1_9060.1
OG0003473	EWB00_004571, EWB00_004572	SINT1_76690.1, SINT1_76690.2
OG0003474	EWB00_005130.1, EWB00_005130.5, EWB00_005130.2, EWB00_005130.3, EWB00_005130.4, EWB00_005130.6	SINT1_56480.1
OG0003475	EWB00_001085.1, EWB00_001085.2	SINT1_24550.1, SINT1_24550.2, SINT1_24550.3
OG0003476	EWB00_006402.1, EWB00_006402.2	SINT1_42770.1
OG0003477	EWB00_011377	SINT1_87770.1
OG0003478	EWB00_009561.2, EWB00_009561.1, EWB00_009561.3	SINT1_6270.1
OG0003479	EWB00_006951.1, EWB00_006951.2, EWB00_006951.3	SINT1_28080.1, SINT1_28080.2, SINT1_28080.3
OG0003480	EWB00_006233.1, EWB00_006233.2	SINT1_67150.1
OG0003481	EWB00_011156	SINT1_61310.1, SINT1_61310.2
OG0003482	EWB00_007533	SINT1_86120.1, SINT1_86120.2
OG0003483	EWB00_005976.1, EWB00_005976.2, EWB00_005976.5, EWB00_005976.3, EWB00_005976.4	SINT1_30460.1, SINT1_30460.2, SINT1_30460.3
OG0003484	EWB00_004846	SINT1_4250.1
OG0003485	EWB00_009592, EWB00_009595	SINT1_82090.1, SINT1_82100.1
OG0003486	EWB00_007660.1, EWB00_007660.2, EWB00_007660.3	SINT1_41360.1
OG0003487	EWB00_006510.1, EWB00_006510.3, EWB00_006510.4, EWB00_006510.2	SINT1_51550.1
OG0003488	EWB00_009415.1, EWB00_009415.2, EWB00_009415.3	SINT1_11720.2, SINT1_11720.1, SINT1_11720.3
OG0003489	EWB00_007266.2, EWB00_007266.3, EWB00_007266.1, EWB00_007266.4	SINT1_75570.3, SINT1_75570.5, SINT1_75570.4, SINT1_75570.2, SINT1_75570.1
