Orthogroup	schistosoma_turkestanicum	schistosoma_japonicum
OG0004090	STRK1_97060.1, STRK1_86570.1	EWB00_001943
OG0004091	STRK1_67780.1	EWB00_001617.1, EWB00_001617.2
OG0004092	STRK1_1860.1	EWB00_008484.1, EWB00_008484.2
OG0004093	STRK1_73160.1, STRK1_73160.2	EWB00_001231
OG0004094	STRK1_40590.1	EWB00_001797.3, EWB00_001797.1, EWB00_001797.2
OG0004095	STRK1_13730.1	EWB00_000672
OG0004096	STRK1_12780.1	EWB00_008843
OG0004097	STRK1_58410.1, STRK1_58380.1, STRK1_58380.2	EWB00_011276
OG0004098	STRK1_51320.1, STRK1_51330.1, STRK1_98610.1, STRK1_99600.1, STRK1_99600.2, STRK1_98620.1	EWB00_010752
OG0004099	STRK1_100260.1, STRK1_100260.2, STRK1_1140.1	EWB00_003845.1, EWB00_003845.2
OG0004101	STRK1_39690.1	EWB00_004724.1, EWB00_004724.2
OG0004102	STRK1_82730.1	EWB00_004935
OG0004103	STRK1_28800.1, STRK1_28800.2	EWB00_009552.1, EWB00_009552.2
OG0004104	STRK1_31370.2, STRK1_31370.1, STRK1_31370.3, STRK1_31370.4	EWB00_004331
OG0004105	STRK1_25900.1	EWB00_005014
OG0004106	STRK1_106520.1, STRK1_90040.1	EWB00_011195
OG0004107	STRK1_14830.1, STRK1_14830.2, STRK1_14830.3	EWB00_003133.1, EWB00_003133.2, EWB00_003133.3, EWB00_003133.4, EWB00_003133.5
OG0004108	STRK1_41530.1	EWB00_003248.1, EWB00_003248.2
OG0004109	STRK1_33480.1	EWB00_007708
OG0004110	STRK1_75980.1, STRK1_75980.2, STRK1_75980.3	EWB00_010947.1, EWB00_010947.2
OG0004111	STRK1_70880.1	EWB00_009000
OG0004112	STRK1_13860.1, STRK1_13860.2	EWB00_000051, EWB00_000052.1, EWB00_000052.2, EWB00_000052.3
OG0004113	STRK1_21280.1	EWB00_007542
OG0004114	STRK1_47110.2, STRK1_47110.1, STRK1_43940.1, STRK1_97290.1	EWB00_006787
OG0004115	STRK1_31080.1, STRK1_31080.2	EWB00_004300
OG0004116	STRK1_81990.1	EWB00_004504
OG0004117	STRK1_16190.2, STRK1_16190.1, STRK1_16190.3	EWB00_009022
OG0004118	STRK1_37630.1	EWB00_002822
OG0004119	STRK1_100630.1, STRK1_100630.2, STRK1_100640.1	EWB00_000273.1, EWB00_000273.2
OG0004120	STRK1_34560.1	EWB00_002932.1, EWB00_002932.4, EWB00_002932.2, EWB00_002932.5
OG0004121	STRK1_46630.1	EWB00_006814.4, EWB00_006814.1, EWB00_006814.3, EWB00_006814.2
OG0004122	STRK1_26290.1, STRK1_26300.1, STRK1_26310.1	EWB00_008041
OG0004123	STRK1_14970.1, STRK1_14970.3, STRK1_14970.2, STRK1_14970.4	EWB00_003109.1, EWB00_003109.2
OG0004124	STRK1_36920.1	EWB00_000636
OG0004125	STRK1_70870.1	EWB00_009001
OG0004126	STRK1_73900.1	EWB00_002004.1, EWB00_002004.2, EWB00_002004.3
OG0004127	STRK1_104740.1, STRK1_104750.1	EWB00_005034.1, EWB00_005034.2, EWB00_005034.3, EWB00_005034.4
OG0004128	STRK1_14070.1	EWB00_000074
OG0004129	STRK1_45710.1	EWB00_010809
OG0004130	STRK1_69240.1	EWB00_002733
OG0004131	STRK1_20430.1	EWB00_002434
OG0004132	STRK1_83700.1, STRK1_83700.2	EWB00_010267, EWB00_003008
OG0004133	STRK1_20920.1	EWB00_005752
OG0004134	STRK1_14950.1	EWB00_003112, EWB00_003111
OG0004135	STRK1_27600.1	EWB00_001767.2, EWB00_001767.1, EWB00_001767.3, EWB00_001767.4, EWB00_001767.5
OG0004136	STRK1_55970.1	EWB00_005563
OG0004137	STRK1_29540.1	EWB00_006076.1, EWB00_006076.2
OG0004138	STRK1_51250.1	EWB00_010747.3, EWB00_010747.4, EWB00_010747.1, EWB00_010747.2
OG0004139	STRK1_29410.1	EWB00_002879.1, EWB00_002879.2
OG0004140	STRK1_51360.1	EWB00_010754.1, EWB00_010754.2
OG0004141	STRK1_2160.1, STRK1_2160.2	EWB00_005479.1, EWB00_005479.2
OG0004142	STRK1_79770.1	EWB00_000137.1, EWB00_000137.2, EWB00_000137.3
OG0004143	STRK1_9660.1	EWB00_008465
OG0004144	STRK1_61750.1	EWB00_009878
OG0004145	STRK1_59630.1, STRK1_99480.1	EWB00_007734.1, EWB00_007734.2, EWB00_007734.4, EWB00_007734.3
OG0004146	STRK1_29290.1	EWB00_002894
OG0004147	STRK1_54040.1	EWB00_005249.1, EWB00_005249.2
OG0004148	STRK1_4970.1	EWB00_004185, EWB00_004186.1, EWB00_004186.2
OG0004149	STRK1_17300.1	EWB00_007888
OG0004150	STRK1_13820.1	EWB00_000680, EWB00_000681
OG0004151	STRK1_54340.1, STRK1_54340.2	EWB00_003570
OG0004152	STRK1_11540.1, STRK1_11540.2, STRK1_11540.3, STRK1_11540.4	EWB00_002302.4, EWB00_002302.1, EWB00_002302.3, EWB00_002302.2
OG0004153	STRK1_21150.1	EWB00_008559
OG0004154	STRK1_7100.1, STRK1_7100.2, STRK1_7100.3, STRK1_7100.4	EWB00_007790.1, EWB00_007790.2, EWB00_007790.3
OG0004155	STRK1_50670.1, STRK1_103640.1, STRK1_103650.1	EWB00_008075
OG0004156	STRK1_56550.1, STRK1_56530.1, STRK1_56540.1, STRK1_56540.2	EWB00_003221
OG0004157	STRK1_18550.1, STRK1_18550.2, STRK1_18560.1	EWB00_002520.1, EWB00_002520.4, EWB00_002520.2, EWB00_002520.3
OG0004158	STRK1_40620.1	EWB00_001800.4
OG0004159	STRK1_65760.1, STRK1_65760.2, STRK1_65760.3	EWB00_006276.1, EWB00_006276.2
OG0004160	STRK1_6880.1, STRK1_6880.2, STRK1_6880.3	EWB00_008269.3, EWB00_008269.4, EWB00_008269.2, EWB00_008269.1
OG0004161	STRK1_8300.1, STRK1_8300.2, STRK1_8300.3, STRK1_8300.4, STRK1_8300.5	EWB00_010008.2, EWB00_010008.1, EWB00_010008.3
OG0004163	STRK1_75690.1	EWB00_011032, EWB00_011034
OG0004164	STRK1_5450.1, STRK1_5450.2	EWB00_004630
OG0004165	STRK1_35650.1	EWB00_003376
OG0004166	STRK1_15250.1, STRK1_15250.2	EWB00_006303.1, EWB00_006303.2
OG0004168	STRK1_89230.1	EWB00_008571
OG0004169	STRK1_32000.1	EWB00_010899.1, EWB00_010899.2, EWB00_010899.3, EWB00_010899.4
OG0004170	STRK1_72480.1, STRK1_72500.1	EWB00_007393.1, EWB00_007393.2
OG0004171	STRK1_110240.1, STRK1_110930.1	EWB00_004455.5, EWB00_004455.1, EWB00_004455.2, EWB00_004455.3, EWB00_004455.4
OG0004172	STRK1_74870.1, STRK1_99720.1	EWB00_004558.1, EWB00_004558.2
OG0004173	STRK1_26950.1	EWB00_000345.1, EWB00_000345.2
OG0004175	STRK1_54620.1, STRK1_54620.2	EWB00_004415
OG0004176	STRK1_13210.1	EWB00_004163.1, EWB00_004163.2
OG0004177	STRK1_86130.1	EWB00_008851.1, EWB00_008851.2, EWB00_008851.3, EWB00_008851.4
OG0004178	STRK1_55670.1	EWB00_005182.1, EWB00_005182.2
OG0004179	STRK1_94140.1	EWB00_002625
OG0004180	STRK1_64740.1	EWB00_009839.1, EWB00_009839.3, EWB00_009839.2
OG0004181	STRK1_5060.1	EWB00_009371
OG0004182	STRK1_63730.1	EWB00_010422
OG0004183	STRK1_86830.1	EWB00_001906
OG0004184	STRK1_7780.1, STRK1_7780.2	EWB00_008955.2, EWB00_008955.1, EWB00_008955.3
OG0004185	STRK1_53670.1, STRK1_53660.1, STRK1_53660.2	EWB00_008379
OG0004186	STRK1_87620.1	EWB00_004461, EWB00_004460
OG0004187	STRK1_62420.1, STRK1_62420.2	EWB00_000941.1, EWB00_000941.2
OG0004188	STRK1_79820.1	EWB00_000134.1, EWB00_000134.2
OG0004189	STRK1_14530.1	EWB00_002450
OG0004190	STRK1_94380.1, STRK1_94380.2, STRK1_94380.3	EWB00_002057.1, EWB00_002057.2, EWB00_002057.3
OG0004191	STRK1_91610.1	EWB00_007436.2, EWB00_007436.1
OG0004192	STRK1_13640.1	EWB00_006522
OG0004193	STRK1_81540.1	EWB00_007298
OG0004194	STRK1_27410.1, STRK1_27410.2	EWB00_001323
OG0004195	STRK1_4290.1	EWB00_006454
OG0004196	STRK1_34970.1	EWB00_001723.1, EWB00_001723.2
OG0004197	STRK1_20050.1	EWB00_010783
OG0004198	STRK1_82790.1	EWB00_001655.1, EWB00_001655.2
OG0004199	STRK1_57290.1	EWB00_000518
OG0004200	STRK1_90420.1, STRK1_90420.2	EWB00_003494
OG0004201	STRK1_58670.1	EWB00_008910
OG0004202	STRK1_19030.1	EWB00_006439
OG0004203	STRK1_75260.1	EWB00_010936
OG0004204	STRK1_65310.1	EWB00_004013
OG0004205	STRK1_2830.1	EWB00_004816.1, EWB00_004816.3, EWB00_004816.2
OG0004206	STRK1_86740.1	EWB00_001916
OG0004207	STRK1_56490.1	EWB00_011233, EWB00_008860
OG0004208	STRK1_65650.1	EWB00_006266
OG0004209	STRK1_86920.1	EWB00_006707
OG0004210	STRK1_36860.1	EWB00_000630.1, EWB00_000630.2, EWB00_000630.3
OG0004211	STRK1_55030.1	EWB00_003796
OG0004212	STRK1_47740.1, STRK1_47760.1, STRK1_47750.1, STRK1_99920.1	EWB00_005399
OG0004213	STRK1_53860.1	EWB00_000891
OG0004215	STRK1_35720.1	EWB00_008161.6, EWB00_008161.4, EWB00_008161.5, EWB00_008161.7, EWB00_008161.2, EWB00_008161.3, EWB00_008161.1
OG0004216	STRK1_38780.1	EWB00_007814.2
OG0004217	STRK1_91070.1	EWB00_000557
OG0004218	STRK1_17290.1	EWB00_007590
OG0004219	STRK1_64170.1	EWB00_007115, EWB00_007116
OG0004220	STRK1_6510.1	EWB00_009566.1, EWB00_009566.2, EWB00_009566.3
OG0004221	STRK1_45640.1, STRK1_45640.2	EWB00_008658
OG0004222	STRK1_57320.1, STRK1_57320.2	EWB00_007971
OG0004223	STRK1_35260.1, STRK1_35260.2	EWB00_001758.1, EWB00_001758.2, EWB00_001758.4, EWB00_001758.3
OG0004224	STRK1_64260.1, STRK1_64260.2	EWB00_007128.1, EWB00_007128.2
OG0004225	STRK1_52200.1	EWB00_010870
OG0004226	STRK1_95480.1, STRK1_95480.2, STRK1_95480.3, STRK1_95480.4	EWB00_002864
OG0004227	STRK1_8520.1	EWB00_002695.1, EWB00_002695.4, EWB00_002695.2, EWB00_002695.3, EWB00_002695.5
OG0004228	STRK1_106360.1, STRK1_55770.1	EWB00_003456, EWB00_003457
OG0004229	STRK1_22440.1	EWB00_000302.1, EWB00_000302.2
OG0004231	STRK1_71270.1	EWB00_009227.1, EWB00_009227.2
OG0004232	STRK1_50140.1	EWB00_008741.1, EWB00_008741.3, EWB00_008741.2
OG0004233	STRK1_49870.1, STRK1_49870.2, STRK1_49870.3, STRK1_49870.4	EWB00_002990.1, EWB00_002990.2
OG0004234	STRK1_67140.1, STRK1_67130.1	EWB00_010062.1, EWB00_010062.2
OG0004235	STRK1_20960.1	EWB00_005756
OG0004236	STRK1_77960.1	EWB00_007493.3, EWB00_007493.1, EWB00_007493.2
OG0004237	STRK1_19520.1, STRK1_89520.1	EWB00_008518
OG0004238	STRK1_72800.1, STRK1_72800.2	EWB00_000006, EWB00_000003.2, EWB00_000003.1, EWB00_000003.3
OG0004239	STRK1_16680.1	EWB00_001646.1, EWB00_001646.2
OG0004240	STRK1_35630.1	EWB00_003378
OG0004241	STRK1_60620.1	EWB00_011135
OG0004242	STRK1_54170.1	EWB00_007824
OG0004243	STRK1_35560.1	EWB00_003386
OG0004244	STRK1_57170.1, STRK1_57160.1	EWB00_000485
OG0004245	STRK1_88310.1	EWB00_002065
OG0004246	STRK1_24630.1	EWB00_002958, EWB00_006976
OG0004247	STRK1_5840.1	EWB00_009244.1, EWB00_009244.2
OG0004248	STRK1_20660.1	EWB00_002397.1, EWB00_002397.2
OG0004249	STRK1_9320.1, STRK1_9320.2, STRK1_9320.3, STRK1_9320.4	EWB00_000811.1, EWB00_000811.2
OG0004250	STRK1_105110.1	EWB00_000782.1, EWB00_000782.2
OG0004251	STRK1_53220.1, STRK1_53220.2, STRK1_53220.3	EWB00_005124
OG0004252	STRK1_33030.1	EWB00_003160.1, EWB00_003160.2
OG0004253	STRK1_101860.1	EWB00_011399
OG0004255	STRK1_36350.1	EWB00_006837
OG0004256	STRK1_8180.1	EWB00_004688
OG0004257	STRK1_62640.1, STRK1_62640.2	EWB00_010496
OG0004258	STRK1_47710.1, STRK1_47710.2	EWB00_005402
OG0004259	STRK1_19540.1	EWB00_008524.1, EWB00_008524.2
OG0004260	STRK1_90590.1	EWB00_006655.5, EWB00_006655.3, EWB00_006655.4, EWB00_006655.1, EWB00_006655.2
OG0004261	STRK1_107020.1	EWB00_006653, EWB00_006652
OG0004262	STRK1_71730.1	EWB00_001189.1, EWB00_001189.2
OG0004263	STRK1_91370.1, STRK1_91390.1, STRK1_91400.1	EWB00_010217
OG0004264	STRK1_54780.1	EWB00_002206.1, EWB00_002206.2
OG0004265	STRK1_56010.1	EWB00_005568
OG0004266	STRK1_75440.1	EWB00_009108
OG0004267	STRK1_23170.1, STRK1_23170.2, STRK1_23170.3	EWB00_004232
OG0004268	STRK1_37960.1	EWB00_006147.1, EWB00_006147.2
OG0004269	STRK1_64470.1	EWB00_009793
OG0004270	STRK1_102160.1	EWB00_004040.1, EWB00_004040.2, EWB00_004040.3
OG0004271	STRK1_80780.1, STRK1_80780.2	EWB00_007037
OG0004272	STRK1_71630.1	EWB00_004533
OG0004273	STRK1_96900.1, STRK1_84300.1	EWB00_009432, EWB00_009431
OG0004274	STRK1_51830.1	EWB00_006499
OG0004275	STRK1_42660.1	EWB00_000981
OG0004276	STRK1_18480.1	EWB00_002528
OG0004277	STRK1_3420.1	EWB00_002045
OG0004278	STRK1_35640.1	EWB00_003377
OG0004281	STRK1_72520.1, STRK1_72520.2, STRK1_72520.3	EWB00_007391.1, EWB00_007391.2
OG0004282	STRK1_82710.1	EWB00_004932
OG0004283	STRK1_94990.1, STRK1_94990.2, STRK1_80880.1, STRK1_80870.1, STRK1_80870.3, STRK1_80870.2	EWB00_003592
OG0004284	STRK1_53120.1	EWB00_005137.2, EWB00_005137.3, EWB00_005137.1, EWB00_005137.4
OG0004285	STRK1_101780.1, STRK1_101790.1	EWB00_010843
OG0004286	STRK1_50160.1, STRK1_50160.2, STRK1_50160.3	EWB00_008739
OG0004287	STRK1_42720.1	EWB00_000985.1, EWB00_000985.3, EWB00_000985.2
OG0004288	STRK1_43450.1	EWB00_003634
OG0004289	STRK1_95070.1, STRK1_95070.2	EWB00_002831
OG0004290	STRK1_60610.1	EWB00_011134.1, EWB00_011134.2
OG0004291	STRK1_28240.1	EWB00_004356.1, EWB00_004356.2
OG0004292	STRK1_28250.1, STRK1_28250.2, STRK1_28250.3	EWB00_004357.1, EWB00_004357.2, EWB00_004357.3, EWB00_004357.4
OG0004293	STRK1_71430.1	EWB00_008107
OG0004294	STRK1_45530.1	EWB00_007236
OG0004295	STRK1_16490.1	EWB00_009072.1, EWB00_009072.2, EWB00_009072.4, EWB00_009072.5, EWB00_009072.6, EWB00_009072.3, EWB00_009072.7, EWB00_009072.8
OG0004296	STRK1_2790.1, STRK1_55290.1	EWB00_004809
OG0004297	STRK1_35870.1	EWB00_008175.2, EWB00_008175.4, EWB00_008175.1, EWB00_008175.3
OG0004298	STRK1_58420.1	EWB00_011277
OG0004299	STRK1_74920.1, STRK1_74920.2	EWB00_004565.4, EWB00_004565.1, EWB00_004565.2, EWB00_004565.3
OG0004300	STRK1_48900.1	EWB00_002171.1, EWB00_002171.2
OG0004301	STRK1_14120.1	EWB00_000078.1, EWB00_009937.1, EWB00_000078.2, EWB00_009937.2
OG0004302	STRK1_73700.1	EWB00_007244.1, EWB00_007244.2
OG0004303	STRK1_38930.1, STRK1_38940.1	EWB00_007975.1, EWB00_007975.2
OG0004304	STRK1_11160.1	EWB00_003706
OG0004305	STRK1_36300.1, STRK1_36300.2	EWB00_006845.1, EWB00_006845.2
OG0004306	STRK1_29230.2, STRK1_29230.1	EWB00_002903.1, EWB00_002903.2, EWB00_002903.3
OG0004307	STRK1_93680.1	EWB00_007420.1, EWB00_007420.2
OG0004308	STRK1_76250.1, STRK1_76250.2	EWB00_001246.1, EWB00_001246.2, EWB00_001246.3
OG0004309	STRK1_92330.1, STRK1_92330.3, STRK1_92330.4, STRK1_92330.2	EWB00_006636
OG0004310	STRK1_44910.1, STRK1_44910.2	EWB00_003433
OG0004311	STRK1_5270.1	EWB00_004207
OG0004312	STRK1_38520.1	EWB00_003916
OG0004313	STRK1_72290.1	EWB00_010552.1, EWB00_010552.2, EWB00_010552.3
OG0004314	STRK1_29190.1	EWB00_010114.1, EWB00_010114.2
OG0004315	STRK1_87880.1	EWB00_004874.1, EWB00_004874.2
OG0004316	STRK1_11980.1	EWB00_003056.4
OG0004316	STRK1_11980.1	EWB00_003056.5
OG0004319	STRK1_11030.1	EWB00_008447.2, EWB00_008447.1, EWB00_008447.3, EWB00_008447.4, EWB00_008447.5, EWB00_008447.6, EWB00_008447.8, EWB00_008447.7
OG0004321	STRK1_68160.1	EWB00_009345.1, EWB00_009345.2
OG0004322	STRK1_77550.1	EWB00_002651.1, EWB00_002651.2
OG0004323	STRK1_10750.1, STRK1_10750.2, STRK1_10770.1	EWB00_009399
OG0004324	STRK1_8390.1	EWB00_002380
OG0004325	STRK1_63210.1	EWB00_000407, EWB00_000408
OG0004326	STRK1_89920.1	EWB00_003880.1, EWB00_003880.2, EWB00_003880.3
OG0004327	STRK1_1290.1, STRK1_1290.2, STRK1_1290.3	EWB00_003833.1, EWB00_003833.2, EWB00_003833.3, EWB00_003833.4
OG0004328	STRK1_31360.1	EWB00_004329
OG0004329	STRK1_54070.1	EWB00_005252.3, EWB00_005252.1, EWB00_005252.2
OG0004330	STRK1_52340.1	EWB00_006780.1, EWB00_006780.2
OG0004331	STRK1_19330.1	EWB00_006125
OG0004332	STRK1_111370.2, STRK1_100.1, STRK1_111370.1	EWB00_004698
OG0004333	STRK1_74000.1, STRK1_74000.2	EWB00_002012
OG0004334	STRK1_49980.1	EWB00_002996.6, EWB00_002996.1, EWB00_002996.2, EWB00_002996.3, EWB00_002996.4, EWB00_002996.5
OG0004335	STRK1_73550.1	EWB00_007170.1, EWB00_007170.2
OG0004336	STRK1_68980.1	EWB00_006099
OG0004337	STRK1_21980.1	EWB00_001554
OG0004338	STRK1_87050.1	EWB00_006720
OG0004340	STRK1_10940.1	EWB00_008452, EWB00_008450
OG0004342	STRK1_43210.1	EWB00_004746.1, EWB00_004746.2
OG0004343	STRK1_79950.1, STRK1_79950.2	EWB00_008822.1, EWB00_008822.2, EWB00_008822.3
OG0004344	STRK1_57080.1, STRK1_57080.2	EWB00_000498
OG0004345	STRK1_55660.1, STRK1_55660.2	EWB00_005181.1, EWB00_005181.2
OG0004346	STRK1_55460.1	EWB00_005811
OG0004347	STRK1_26320.1, STRK1_26320.2	EWB00_008040.1, EWB00_008040.2
OG0004348	STRK1_33740.1	EWB00_001287
OG0004350	STRK1_7610.1, STRK1_7620.1	EWB00_005740.5, EWB00_005740.2, EWB00_005740.3, EWB00_005740.4, EWB00_005740.1
OG0004351	STRK1_94170.1, STRK1_94170.2	EWB00_002616
OG0004352	STRK1_81550.1, STRK1_81560.1	EWB00_007297
OG0004353	STRK1_46650.1, STRK1_46650.2, STRK1_46650.3	EWB00_006811.1, EWB00_006811.2, EWB00_006811.3, EWB00_006811.5, EWB00_006811.4
OG0004354	STRK1_43530.1, STRK1_43520.1, STRK1_43520.2	EWB00_003621
OG0004355	STRK1_58940.1	EWB00_008875
OG0004356	STRK1_64490.1	EWB00_009797
OG0004357	STRK1_29600.1	EWB00_002111.1, EWB00_002112, EWB00_002111.2, EWB00_006081
OG0004358	STRK1_109280.1	EWB00_005243
OG0004359	STRK1_35470.1	EWB00_003397.1, EWB00_003397.2, EWB00_003397.3
OG0004360	STRK1_42360.1, STRK1_96080.1, STRK1_96090.1	EWB00_004894.1, EWB00_004894.2, EWB00_004894.3, EWB00_004894.4
OG0004367	STRK1_66440.1, STRK1_66410.1	EWB00_008937
OG0004369	STRK1_104900.1	EWB00_004739.1, EWB00_004739.2, EWB00_004739.3
OG0004370	STRK1_4300.1, STRK1_4310.1, STRK1_4270.1, STRK1_4260.1	EWB00_006452
OG0004371	STRK1_32280.1	EWB00_004616
OG0004372	STRK1_3830.1	EWB00_001028, EWB00_001029
OG0004373	STRK1_70140.1, STRK1_77720.1	EWB00_002705.1, EWB00_002705.2
OG0004374	STRK1_45560.1, STRK1_45550.1, STRK1_45570.1	EWB00_009291, EWB00_009292
OG0004375	STRK1_22150.1	EWB00_007078
OG0004376	STRK1_29270.1	EWB00_002897.1, EWB00_002897.3, EWB00_002897.2
OG0004378	STRK1_107220.1, STRK1_107080.1	EWB00_000730.5, EWB00_000730.2, EWB00_000730.3, EWB00_000730.4, EWB00_000729, EWB00_000730.1
OG0004379	STRK1_78680.1	EWB00_009233.2, EWB00_009233.3, EWB00_009233.1
OG0004380	STRK1_2250.1	EWB00_005468.3, EWB00_005468.1, EWB00_005468.2
OG0004381	STRK1_2280.1	EWB00_005465
OG0004382	STRK1_39870.1, STRK1_39870.2	EWB00_004910.1, EWB00_004910.2
OG0004383	STRK1_59230.1	EWB00_000396.1, EWB00_000396.2
OG0004384	STRK1_73020.1	EWB00_010979
OG0004385	STRK1_23720.1	EWB00_006944.3, EWB00_006944.4
OG0004386	STRK1_91800.1	EWB00_005886, EWB00_005885, EWB00_010124
OG0004387	STRK1_99850.1	EWB00_011406
OG0004388	STRK1_108470.1, STRK1_14840.1, STRK1_14840.2	EWB00_003134.1, EWB00_003134.2, EWB00_003134.3
OG0004389	STRK1_76650.1	EWB00_002280, EWB00_002279.1, EWB00_002279.2
OG0004390	STRK1_57420.1	EWB00_011243
OG0004392	STRK1_26640.1	EWB00_000094
OG0004393	STRK1_72240.1	EWB00_010546.1, EWB00_010546.2
OG0004395	STRK1_80650.1	EWB00_007021, EWB00_007020
OG0004396	STRK1_66260.1	EWB00_009764.1, EWB00_009764.4, EWB00_009764.5, EWB00_009764.2, EWB00_009764.3
OG0004397	STRK1_13760.1	EWB00_000675.1, EWB00_000675.3, EWB00_000675.4, EWB00_000675.2
OG0004399	STRK1_690.1, STRK1_690.3, STRK1_690.2	EWB00_008010
OG0004400	STRK1_87180.1	EWB00_011420
OG0004401	STRK1_25360.1	EWB00_010890
OG0004402	STRK1_28290.1	EWB00_004352.3, EWB00_004352.5, EWB00_004352.1, EWB00_004352.2, EWB00_004352.4
OG0004403	STRK1_44530.1, STRK1_44530.2, STRK1_44520.1	EWB00_004090
OG0004404	STRK1_49710.1	EWB00_007619.1, EWB00_007619.2
OG0004405	STRK1_18320.1	EWB00_010337.1, EWB00_010337.2
OG0004406	STRK1_31850.1	EWB00_008153.1, EWB00_008153.2, EWB00_008153.3
OG0004407	STRK1_30830.1	EWB00_004274
OG0004408	STRK1_85810.1	EWB00_004938, EWB00_004939
OG0004409	STRK1_30980.1	EWB00_004288.1, EWB00_004288.2
OG0004410	STRK1_94370.1	EWB00_008428
OG0004411	STRK1_28510.1	EWB00_009530
OG0004412	STRK1_49100.1	EWB00_005345.1, EWB00_005345.2
OG0004413	STRK1_86000.1	EWB00_008309
OG0004414	STRK1_14610.1, STRK1_14610.2	EWB00_002463
OG0004415	STRK1_49660.1	EWB00_007613
OG0004416	STRK1_13540.1, STRK1_13540.2	EWB00_006537.2, EWB00_006537.3, EWB00_006537.1, EWB00_006537.4
OG0004417	STRK1_47320.1, STRK1_65240.1	EWB00_005777
OG0004418	STRK1_24980.1	EWB00_006993
OG0004419	STRK1_107610.1, STRK1_79590.1	EWB00_000160.3, EWB00_000160.1, EWB00_000160.2, EWB00_000160.4
OG0004422	STRK1_17610.1, STRK1_17610.3, STRK1_17610.2	EWB00_007893.1, EWB00_007893.2
OG0004423	STRK1_29050.1, STRK1_29050.2, STRK1_29050.3	EWB00_007441
OG0004424	STRK1_91510.1	EWB00_005100
OG0004425	STRK1_91540.1	EWB00_005095
OG0004426	STRK1_61760.1	EWB00_009877.1, EWB00_009877.2, EWB00_009877.3
OG0004428	STRK1_71400.1	EWB00_008106.1, EWB00_008106.2, EWB00_008106.3, EWB00_008106.4
OG0004429	STRK1_14170.1	EWB00_000081
OG0004431	STRK1_27540.1	EWB00_001777, EWB00_001778
OG0004432	STRK1_89990.1	EWB00_006662.1, EWB00_006662.2
OG0004433	STRK1_76100.1	EWB00_010962
OG0004434	STRK1_27890.1	EWB00_001277
OG0004435	STRK1_42990.1, STRK1_43000.1	EWB00_009911
OG0004436	STRK1_63250.1, STRK1_63250.2, STRK1_63250.3	EWB00_004110.1, EWB00_004110.2
OG0004437	STRK1_38640.1, STRK1_105630.1, STRK1_38640.2	EWB00_003901
OG0004438	STRK1_99430.1, STRK1_97670.1, STRK1_97680.1, STRK1_38630.1, STRK1_99450.1	EWB00_003904, EWB00_003903.1, EWB00_003903.2
OG0004439	STRK1_5330.1	EWB00_009397.1, EWB00_009397.2
OG0004440	STRK1_26760.1	EWB00_005114.1, EWB00_005114.2, EWB00_005114.3
OG0004441	STRK1_10110.1	EWB00_004675
OG0004442	STRK1_64970.1	EWB00_005803
OG0004443	STRK1_106010.1	EWB00_006839
OG0004444	STRK1_50060.1	EWB00_008748.1, EWB00_008748.2, EWB00_008748.3
OG0004445	STRK1_50040.1	EWB00_008749.1, EWB00_008749.2, EWB00_008749.3
OG0004446	STRK1_5950.1	EWB00_009634
OG0004447	STRK1_68600.1	EWB00_000966.1, EWB00_000966.2, EWB00_000966.3
OG0004448	STRK1_16330.1	EWB00_009044
OG0004449	STRK1_31610.1	EWB00_007852.1, EWB00_007852.2
OG0004450	STRK1_70790.1, STRK1_70800.1	EWB00_006615
OG0004451	STRK1_108420.1, STRK1_37740.1	EWB00_006179
OG0004452	STRK1_68870.1	EWB00_006117
OG0004453	STRK1_22650.1, STRK1_22650.2, STRK1_22650.3	EWB00_000268.1, EWB00_000268.2, EWB00_000268.3
OG0004454	STRK1_88890.1, STRK1_95680.1	EWB00_005900, EWB00_003332, EWB00_003334
OG0004455	STRK1_42920.1	EWB00_000011
OG0004456	STRK1_620.1	EWB00_007717.1, EWB00_007717.2, EWB00_007717.3
OG0004457	STRK1_71880.1	EWB00_001372.1, EWB00_001372.2
OG0004458	STRK1_95130.1, STRK1_37820.1	EWB00_006168.1, EWB00_006168.2
OG0004459	STRK1_1360.1, STRK1_1360.2	EWB00_007202.1, EWB00_007202.2
OG0004461	STRK1_69390.1	EWB00_007375.1, EWB00_007375.2
OG0004462	STRK1_64320.2, STRK1_64320.1, STRK1_64320.3	EWB00_007135
OG0004465	STRK1_99210.1, STRK1_99210.2	EWB00_008110.1, EWB00_008110.2
OG0004466	STRK1_35340.1	EWB00_007864.1, EWB00_007864.3, EWB00_007864.2, EWB00_007864.4
OG0004467	STRK1_29040.1, STRK1_29040.2, STRK1_29040.3	EWB00_007442.1, EWB00_007442.2
OG0004468	STRK1_41350.1	EWB00_006193
OG0004469	STRK1_9770.1	EWB00_009479
OG0004470	STRK1_44540.1, STRK1_104290.1	EWB00_004092.1, EWB00_004092.2
OG0004471	STRK1_13840.1, STRK1_13840.2	EWB00_000683
OG0004472	STRK1_13830.1	EWB00_000682
OG0004473	STRK1_50800.1	EWB00_010699
OG0004474	STRK1_103910.1	EWB00_000206.1, EWB00_000206.2
OG0004475	STRK1_8620.1	EWB00_003092
OG0004478	STRK1_58330.1, STRK1_58330.2	EWB00_011265
