Orthogroup	schistosoma_turkestanicum	s.mekongi
OG0003472	STRK1_12030.1	KAK4476240.1
OG0003473	STRK1_74970.1	KAK4470786.1
OG0003474	STRK1_97590.1	KAK4469757.1
OG0003475	STRK1_103980.1, STRK1_106020.1, STRK1_23990.1	KAK4473147.1
OG0003476	STRK1_41070.1	KAK4473510.1
OG0003477	STRK1_65850.1	KAK4468923.1
OG0003478	STRK1_5800.1	KAK4476098.1
OG0003479	STRK1_23650.1	KAK4473118.1
OG0003480	STRK1_66120.1	KAK4471563.1
OG0003481	STRK1_60810.1	KAK4471991.1
OG0003482	STRK1_84470.1	KAK4468740.1
OG0003483	STRK1_29630.1	KAK4472499.1
OG0003484	STRK1_15970.1	KAK4475714.1
OG0003485	STRK1_91690.1, STRK1_107210.1	KAK4468096.1
OG0003486	STRK1_39470.1	KAK4473201.1
OG0003487	STRK1_51950.1, STRK1_51950.2, STRK1_51950.3	KAK4469159.1
OG0003488	STRK1_10880.1	KAK4474526.1
OG0003489	STRK1_71060.1	KAK4470449.1
OG0003490	STRK1_12120.1	KAK4476248.1
OG0003491	STRK1_35300.1	KAK4472273.1
OG0003492	STRK1_60260.1	KAK4471927.1
OG0003493	STRK1_89040.1	KAK4468477.1
OG0003494	STRK1_89900.1	KAK4467906.1
OG0003495	STRK1_16110.1	KAK4467559.1, KAK4475695.1
OG0003496	STRK1_29650.1	KAK4472498.1
OG0003497	STRK1_54900.1, STRK1_105960.1, STRK1_110190.1	KAK4469814.1
OG0003498	STRK1_68140.1, STRK1_68140.2	KAK4470172.1
OG0003499	STRK1_61280.1	KAK4471773.1, KAK4471774.1
OG0003500	STRK1_64130.1, STRK1_64130.2, STRK1_64130.3	KAK4471419.1
OG0003501	STRK1_74570.1	KAK4470745.1
OG0003503	STRK1_3400.1	KAK4475886.1
OG0003504	STRK1_28490.1	KAK4473775.1
OG0003505	STRK1_52440.1	KAK4469653.1
OG0003506	STRK1_560.1, STRK1_560.2	KAK4476177.1
OG0003507	STRK1_16100.1	KAK4475696.1
OG0003508	STRK1_61890.1, STRK1_61890.2	KAK4471156.1
OG0003509	STRK1_39990.1, STRK1_39980.1	KAK4472664.1
OG0003510	STRK1_95950.1, STRK1_95960.2, STRK1_95960.1, STRK1_95950.2	KAK4476199.1
OG0003511	STRK1_61820.1	KAK4472079.1
OG0003512	STRK1_80500.1	KAK4468250.1
OG0003513	STRK1_73480.1	KAK4470523.1
OG0003514	STRK1_36960.1	KAK4472796.1
OG0003515	STRK1_94750.1, STRK1_94750.2	KAK4467615.1
OG0003516	STRK1_52260.1	KAK4469464.1
OG0003517	STRK1_92630.1	KAK4467787.1
OG0003518	STRK1_83930.1	KAK4468848.1
OG0003519	STRK1_33490.1, STRK1_33490.2	KAK4473885.1
OG0003520	STRK1_55990.1	KAK4471147.1
OG0003521	STRK1_11060.1	KAK4474494.1
OG0003522	STRK1_107800.1, STRK1_107800.2, STRK1_78140.1	KAK4471013.1, KAK4471014.1
OG0003523	STRK1_48820.1	KAK4469869.1
OG0003524	STRK1_65300.1	KAK4471778.1
OG0003525	STRK1_16940.1	KAK4475611.1
OG0003526	STRK1_29950.1, STRK1_29950.2, STRK1_29950.3	KAK4472469.1
OG0003527	STRK1_76920.1, STRK1_100180.1	KAK4470971.1
OG0003528	STRK1_80910.1	KAK4475853.1
OG0003529	STRK1_37250.1	KAK4473452.1
OG0003530	STRK1_62850.1	KAK4471355.1
OG0003531	STRK1_9950.3, STRK1_9950.1, STRK1_9950.2	KAK4476277.1
OG0003532	STRK1_12740.1	KAK4476131.1
OG0003533	STRK1_50920.1	KAK4469562.1
OG0003534	STRK1_85040.1	KAK4468777.1
OG0003535	STRK1_101010.1, STRK1_103140.1	KAK4467826.1
OG0003536	STRK1_60310.1, STRK1_60310.2, STRK1_60310.3	KAK4471933.1
OG0003537	STRK1_57050.1, STRK1_57040.1	KAK4472049.1
OG0003539	STRK1_74070.1	KAK4470019.1
OG0003540	STRK1_15950.1	KAK4475716.1, KAK4467466.1
OG0003541	STRK1_83630.1	KAK4468883.1
OG0003542	STRK1_58810.1	KAK4471461.1, KAK4471462.1
OG0003543	STRK1_49620.1, STRK1_49620.2, STRK1_49620.3, STRK1_49620.4, STRK1_49620.5	KAK4469226.1
OG0003544	STRK1_50660.1	KAK4469321.1
OG0003545	STRK1_17690.1, STRK1_17690.2	KAK4475073.1
OG0003547	STRK1_7360.1	KAK4475960.1
OG0003548	STRK1_20990.1	KAK4475515.1
OG0003549	STRK1_88090.1	KAK4468710.1
OG0003550	STRK1_33560.1	KAK4473867.1
OG0003551	STRK1_58540.1, STRK1_58540.2	KAK4471826.1
OG0003552	STRK1_56100.1, STRK1_56100.2, STRK1_56100.3	KAK4471182.1
OG0003553	STRK1_9280.1, STRK1_9280.2	KAK4474372.1
OG0003554	STRK1_100000.1, STRK1_104660.1	KAK4471207.1
OG0003555	STRK1_71260.1	KAK4470723.1
OG0003556	STRK1_60240.1	KAK4471925.1
OG0003557	STRK1_44680.1	KAK4469940.1
OG0003558	STRK1_55650.1	KAK4471110.1
OG0003559	STRK1_103580.1, STRK1_106910.1	KAK4468363.1
OG0003560	STRK1_59280.1	KAK4471683.1
OG0003561	STRK1_15670.1	KAK4467498.1, KAK4475758.1
OG0003562	STRK1_58830.1	KAK4471459.1, KAK4471458.1
OG0003563	STRK1_97360.1, STRK1_86170.1, STRK1_97340.1, STRK1_56420.1	KAK4472107.1
OG0003564	STRK1_32150.1	KAK4472635.1
OG0003565	STRK1_96700.1	KAK4472779.1, KAK4472931.1
OG0003566	STRK1_6950.1, STRK1_6950.2	KAK4474213.1
OG0003567	STRK1_7700.1	KAK4474450.1
OG0003568	STRK1_17330.1	KAK4475556.1
OG0003569	STRK1_5910.1	KAK4475925.1
OG0003577	STRK1_42730.1	KAK4473917.1, KAK4475250.1
OG0003579	STRK1_31390.3, STRK1_31390.1, STRK1_31390.2	KAK4473991.1
OG0003580	STRK1_15160.1	KAK4474767.1
OG0003581	STRK1_39340.1	KAK4473096.1
OG0003583	STRK1_17170.1, STRK1_17170.2	KAK4475571.1
OG0003584	STRK1_60840.1, STRK1_60840.2	KAK4471994.1
OG0003585	STRK1_81060.1, STRK1_81080.1, STRK1_81100.1, STRK1_81110.1, STRK1_81090.1	KAK4468018.1
OG0003586	STRK1_42180.1	KAK4473691.1
OG0003587	STRK1_10250.1	KAK4474390.1
OG0003588	STRK1_14910.1	KAK4474798.1
OG0003589	STRK1_69100.1	KAK4470101.1
OG0003590	STRK1_5780.1	KAK4476105.1
OG0003591	STRK1_57130.1	KAK4472040.1
OG0003592	STRK1_71310.1	KAK4470602.1
OG0003593	STRK1_34620.1	KAK4472337.1
OG0003594	STRK1_2810.2, STRK1_2810.3	KAK4475234.1
OG0003595	STRK1_82820.1, STRK1_82800.1, STRK1_82800.2	KAK4468152.1
OG0003596	STRK1_47120.1, STRK1_47120.2	KAK4469676.1
OG0003597	STRK1_71720.1	KAK4470556.1
OG0003598	STRK1_31070.1	KAK4474030.1
OG0003599	STRK1_11880.3, STRK1_11880.4, STRK1_11880.5, STRK1_11880.2, STRK1_11880.1	KAK4474727.1
OG0003600	STRK1_23640.1, STRK1_6940.1, STRK1_6940.2	KAK4475863.1, KAK4475865.1, KAK4475864.1
OG0003601	STRK1_25140.1	KAK4473045.1
OG0003602	STRK1_61840.1	KAK4472101.1
OG0003603	STRK1_68990.1, STRK1_69000.1, STRK1_68990.2	KAK4470116.1
OG0003604	STRK1_490.1	KAK4476286.1
OG0003605	STRK1_97820.1	KAK4474826.1
OG0003606	STRK1_27730.1, STRK1_27730.2, STRK1_27710.1, STRK1_27720.1	KAK4472540.1
OG0003607	STRK1_4660.1, STRK1_4670.1	KAK4475286.1
OG0003608	STRK1_31010.1	KAK4474036.1
OG0003609	STRK1_24170.1, STRK1_24170.2	KAK4473159.1
OG0003610	STRK1_87660.1, STRK1_87660.2	KAK4468676.1
OG0003612	STRK1_57020.1	KAK4472051.1
OG0003613	STRK1_66290.1	KAK4471517.1
OG0003614	STRK1_57230.1, STRK1_57230.2	KAK4472034.1
OG0003615	STRK1_28530.1	KAK4473788.1
OG0003616	STRK1_13520.1	KAK4474935.1
OG0003617	STRK1_61320.3, STRK1_61320.1, STRK1_61320.2, STRK1_61320.4, STRK1_61320.5	KAK4471768.1
OG0003618	STRK1_25060.1	KAK4473051.1
OG0003619	STRK1_9730.1, STRK1_9730.2	KAK4476255.1
OG0003620	STRK1_50260.1, STRK1_50260.2	KAK4469288.1
OG0003621	STRK1_51440.1, STRK1_51450.1	KAK4469901.1
OG0003622	STRK1_68340.1	KAK4470787.1
OG0003623	STRK1_100650.1	KAK4469370.1
OG0003624	STRK1_5620.2, STRK1_5620.1, STRK1_5620.4, STRK1_5620.3	KAK4474427.1
OG0003625	STRK1_68480.1, STRK1_83680.1	KAK4468892.1
OG0003626	STRK1_82740.1	KAK4468054.1
OG0003627	STRK1_111290.1, STRK1_82600.1, STRK1_67220.1	KAK4468066.1
OG0003628	STRK1_34860.1	KAK4472310.1
OG0003629	STRK1_7120.1	KAK4476014.1, KAK4476015.1
OG0003630	STRK1_30610.1, STRK1_30620.1	KAK4474073.1
OG0003631	STRK1_76270.1	KAK4470868.1
OG0003632	STRK1_58500.1, STRK1_58500.2	KAK4471856.1
OG0003633	STRK1_47570.1	KAK4469548.1
OG0003634	STRK1_72680.1, STRK1_72680.2, STRK1_72680.3	KAK4470797.1
OG0003635	STRK1_72850.1, STRK1_72850.2	KAK4470719.1
OG0003636	STRK1_75170.1	KAK4470625.1
OG0003637	STRK1_61230.1	KAK4471579.1
OG0003638	STRK1_51850.1	KAK4469171.1
OG0003639	STRK1_51860.1	KAK4469170.1
OG0003640	STRK1_6480.1, STRK1_6480.2	KAK4467375.1, KAK4475763.1
OG0003641	STRK1_73430.1	KAK4470529.1
OG0003642	STRK1_54350.1	KAK4469740.1
OG0003643	STRK1_70170.1, STRK1_70170.2	KAK4470256.1
OG0003644	STRK1_4690.1	KAK4475284.1
OG0003645	STRK1_45110.1	KAK4469087.1
OG0003646	STRK1_47830.1	KAK4469350.1
OG0003647	STRK1_4380.1	KAK4475316.1
OG0003648	STRK1_9370.1	KAK4474379.1
OG0003649	STRK1_28870.1	KAK4472160.1
OG0003650	STRK1_2750.1	KAK4475226.1
OG0003651	STRK1_54560.1, STRK1_54560.2	KAK4469433.1
OG0003652	STRK1_47870.1, STRK1_47870.2	KAK4469903.1
OG0003653	STRK1_38140.1, STRK1_38130.1	KAK4473694.1
OG0003654	STRK1_63090.1	KAK4471652.1
OG0003655	STRK1_29890.1	KAK4472474.1
OG0003656	STRK1_68670.1	KAK4470577.1
OG0003657	STRK1_16600.1	KAK4475633.1, KAK4476069.1
OG0003658	STRK1_70190.1, STRK1_109170.1	KAK4470258.1
OG0003659	STRK1_73150.1, STRK1_73150.2	KAK4470853.1
OG0003660	STRK1_69870.1	KAK4470203.1
OG0003661	STRK1_46450.1	KAK4469716.1
OG0003662	STRK1_100080.1, STRK1_101820.1	KAK4472707.1
OG0003663	STRK1_67930.1	KAK4470359.1
OG0003664	STRK1_54920.1, STRK1_54930.1	KAK4469810.1
OG0003665	STRK1_70280.1	KAK4470264.1
OG0003666	STRK1_55960.1	KAK4471143.1
OG0003667	STRK1_14540.1	KAK4474830.1
OG0003668	STRK1_51770.1, STRK1_51770.2	KAK4467223.1
OG0003669	STRK1_48420.1	KAK4469841.1
OG0003670	STRK1_59560.1, STRK1_59560.2	KAK4471724.1
OG0003671	STRK1_73410.1	KAK4470531.1
OG0003672	STRK1_94610.4, STRK1_94610.5, STRK1_94600.1, STRK1_94610.3, STRK1_94610.2, STRK1_94610.1, STRK1_108080.1, STRK1_108080.2, STRK1_108080.3	KAK4467943.1
OG0003673	STRK1_88200.1	KAK4468770.1
OG0003674	STRK1_27560.2, STRK1_27560.1	KAK4472263.1, KAK4472262.1
OG0003675	STRK1_58840.1	KAK4471455.1
OG0003676	STRK1_102870.1, STRK1_90310.1, STRK1_90320.1, STRK1_101240.1	KAK4467752.1
OG0003677	STRK1_77020.1, STRK1_77010.1, STRK1_101910.1	KAK4470963.1
OG0003678	STRK1_32440.1	KAK4472663.1
OG0003680	STRK1_33680.1	KAK4473856.1
OG0003681	STRK1_84880.1	KAK4468795.1
OG0003682	STRK1_72300.1	KAK4470538.1
OG0003683	STRK1_8680.1	KAK4475926.1
OG0003684	STRK1_30250.1	KAK4472440.1
OG0003685	STRK1_32860.1	KAK4473933.1
OG0003686	STRK1_87250.1	KAK4468413.1
OG0003687	STRK1_63850.1	KAK4468719.1
OG0003688	STRK1_79340.1, STRK1_79340.3, STRK1_79340.4, STRK1_79340.2	KAK4476166.1
OG0003689	STRK1_57790.1, STRK1_110980.1, STRK1_110980.2, STRK1_110980.3, STRK1_110980.4, STRK1_110980.5	KAK4471711.1
OG0003690	STRK1_54610.1	KAK4469837.1
OG0003691	STRK1_90610.1	KAK4467831.1
OG0003692	STRK1_32750.1, STRK1_32750.2	KAK4473945.1
OG0003693	STRK1_47510.1	KAK4469541.1
OG0003694	STRK1_22430.1	KAK4473280.1
OG0003695	STRK1_61900.1, STRK1_61900.2	KAK4471165.1
OG0003696	STRK1_67680.1	KAK4470140.1
OG0003697	STRK1_920.1	KAK4474685.1
OG0003698	STRK1_34120.1	KAK4472394.1
OG0003699	STRK1_37100.1	KAK4472244.1
OG0003700	STRK1_44310.1	KAK4469301.1
OG0003701	STRK1_78410.1, STRK1_78410.2	KAK4468317.1
OG0003702	STRK1_19740.1	KAK4475393.1
OG0003703	STRK1_7650.1	KAK4474457.1
OG0003704	STRK1_34710.1, STRK1_34710.2	KAK4472329.1
OG0003705	STRK1_35370.1, STRK1_35370.2	KAK4472556.1
OG0003706	STRK1_87070.1	KAK4468429.1
OG0003707	STRK1_6560.1, STRK1_6550.1, STRK1_6550.5, STRK1_6550.2, STRK1_6550.3, STRK1_6550.4, STRK1_6550.6	KAK4475798.1
OG0003708	STRK1_60640.1	KAK4471974.1
OG0003709	STRK1_1470.1	KAK4475321.1
OG0003710	STRK1_34760.1	KAK4472324.1
OG0003711	STRK1_64940.1	KAK4471608.1
OG0003712	STRK1_13400.1, STRK1_13400.2	KAK4474947.1
OG0003713	STRK1_85100.1, STRK1_85100.2, STRK1_85100.3, STRK1_85100.4	KAK4468784.1
OG0003714	STRK1_85400.1, STRK1_103110.1	KAK4468605.1
OG0003715	STRK1_22520.1	KAK4473272.1
OG0003716	STRK1_94870.1	KAK4467727.1
OG0003717	STRK1_70720.1	KAK4470302.1
OG0003718	STRK1_74760.1	KAK4470765.1
OG0003719	STRK1_49190.1	KAK4469381.1
OG0003720	STRK1_57880.1, STRK1_57880.2	KAK4471852.1
OG0003721	STRK1_109420.1, STRK1_105140.1, STRK1_89280.1	KAK4475976.1
OG0003722	STRK1_89250.1, STRK1_89260.1, STRK1_89270.1	KAK4468494.1
OG0003723	STRK1_93640.1	KAK4467926.1
OG0003724	STRK1_17660.1	KAK4475070.1
OG0003725	STRK1_3280.1	KAK4475815.1
OG0003726	STRK1_48050.1	KAK4469890.1
OG0003727	STRK1_36890.1	KAK4472787.1
OG0003728	STRK1_18380.4	KAK4475023.1
OG0003729	STRK1_11940.1, STRK1_8550.1, STRK1_8550.2	KAK4476203.1
OG0003730	STRK1_49450.1	KAK4469206.1
OG0003731	STRK1_80580.1	KAK4468242.1
OG0003732	STRK1_79830.1	KAK4467955.1, KAK4468009.1
OG0003733	STRK1_7030.1	KAK4476009.1
OG0003734	STRK1_16520.1	KAK4475646.1, KAK4467512.1
OG0003735	STRK1_6780.1, STRK1_6780.2, STRK1_6790.1	KAK4475807.1
OG0003736	STRK1_67420.1	KAK4471228.1
OG0003737	STRK1_800.1	KAK4475953.1
OG0003738	STRK1_40130.1	KAK4472846.1
OG0003739	STRK1_49490.1, STRK1_49490.2, STRK1_49490.3, STRK1_49490.4	KAK4469211.1
OG0003740	STRK1_25800.1, STRK1_10200.1, STRK1_10200.2, STRK1_103620.1, STRK1_103620.2	KAK4472934.1
OG0003741	STRK1_47800.1	KAK4469347.1
OG0003742	STRK1_96270.1, STRK1_56940.1	KAK4472058.1
OG0003743	STRK1_63540.1	KAK4471289.1
OG0003744	STRK1_32300.1	KAK4472659.1
OG0003745	STRK1_29210.1	KAK4472710.1
OG0003747	STRK1_23410.1	KAK4473181.1
OG0003748	STRK1_16690.1	KAK4475606.1
OG0003749	STRK1_20090.1	KAK4475424.1
OG0003750	STRK1_77040.1, STRK1_77040.2, STRK1_77040.3	KAK4470958.1
OG0003751	STRK1_82670.1	KAK4468057.1
OG0003752	STRK1_35380.1, STRK1_35380.2	KAK4472559.1
OG0003753	STRK1_19960.1	KAK4475413.1
OG0003754	STRK1_79050.1	KAK4468010.1
OG0003756	STRK1_88300.1, STRK1_88300.2	KAK4468609.1
OG0003757	STRK1_39570.1, STRK1_39580.1	KAK4473294.1
OG0003758	STRK1_34110.1	KAK4472396.1
OG0003759	STRK1_66310.1	KAK4471511.1
OG0003760	STRK1_104700.1, STRK1_105680.1, STRK1_41690.1	KAK4473407.1
OG0003761	STRK1_49410.1	KAK4469202.1
OG0003762	STRK1_87640.1	KAK4468680.1
OG0003763	STRK1_104480.1	KAK4473190.1
OG0003764	STRK1_107520.1, STRK1_41260.1	KAK4473758.1
OG0003765	STRK1_5660.1	KAK4474431.1, KAK4475501.1
OG0003766	STRK1_44660.1	KAK4469910.1
OG0003767	STRK1_58180.1	KAK4471832.1
OG0003768	STRK1_1230.1	KAK4475020.1
OG0003769	STRK1_102330.1	KAK4473211.1
OG0003770	STRK1_68360.1, STRK1_68360.2	KAK4470714.1
OG0003771	STRK1_5960.1	KAK4476054.1
OG0003772	STRK1_51120.1	KAK4469583.1
OG0003773	STRK1_87830.1, STRK1_87830.2, STRK1_87830.3	KAK4468694.1
OG0003774	STRK1_70060.1	KAK4470246.1
OG0003775	STRK1_68780.1	KAK4470430.1
OG0003776	STRK1_7460.1	KAK4476078.1
OG0003777	STRK1_52820.1, STRK1_52830.1, STRK1_55750.1, STRK1_55750.2	KAK4471171.1
OG0003778	STRK1_93630.1	KAK4467927.1
OG0003779	STRK1_11580.1	KAK4475255.1
OG0003780	STRK1_63120.1, STRK1_63120.2, STRK1_63120.3	KAK4471656.1, KAK4471657.1
OG0003781	STRK1_106370.1, STRK1_106380.1	KAK4472882.1
OG0003782	STRK1_48580.1	KAK4469405.1
OG0003783	STRK1_43780.3, STRK1_43780.2, STRK1_43780.1, STRK1_43780.4	KAK4469448.1
OG0003784	STRK1_44340.1	KAK4469333.1
OG0003785	STRK1_109090.1, STRK1_109100.1, STRK1_42370.1	KAK4472235.1, KAK4474201.1
OG0003786	STRK1_63820.1	KAK4471313.1
OG0003787	STRK1_19480.1	KAK4475361.1
OG0003788	STRK1_69310.1	KAK4470220.1
OG0003789	STRK1_12940.1, STRK1_12940.2	KAK4476144.1
OG0003790	STRK1_30190.1, STRK1_30190.3, STRK1_30190.4, STRK1_30190.2	KAK4472442.1
OG0003791	STRK1_105820.1, STRK1_95820.1, STRK1_95820.2	KAK4469217.1
OG0003792	STRK1_110880.1, STRK1_54980.1	KAK4469793.1, KAK4469794.1
OG0003793	STRK1_44570.1	KAK4469847.1
OG0003794	STRK1_107970.1	KAK4468158.1
OG0003795	STRK1_91300.1, STRK1_91300.2	KAK4475564.1, KAK4475553.1
OG0003796	STRK1_63260.1, STRK1_63260.2, STRK1_63260.3	KAK4471258.1
OG0003797	STRK1_73560.1, STRK1_73560.3, STRK1_73560.2	KAK4470514.1
OG0003799	STRK1_79650.1, STRK1_79650.2	KAK4467992.1
OG0003800	STRK1_22010.1, STRK1_22010.2	KAK4473328.1
OG0003801	STRK1_47480.1	KAK4469539.1
OG0003802	STRK1_73280.1	KAK4470839.1
OG0003803	STRK1_9450.1, STRK1_9450.2	KAK4476176.1
OG0003804	STRK1_4340.1, STRK1_4340.2, STRK1_4340.3	KAK4475320.1
OG0003805	STRK1_500.1, STRK1_500.2	KAK4476268.1, KAK4476276.1
OG0003806	STRK1_13050.1, STRK1_13080.1	KAK4476090.1
OG0003807	STRK1_104450.1, STRK1_104450.2, STRK1_104450.3, STRK1_104450.4, STRK1_28070.1, STRK1_28070.2	KAK4473825.1
OG0003808	STRK1_76680.1, STRK1_96970.1, STRK1_76690.1, STRK1_100790.1	KAK4470952.1
OG0003809	STRK1_68720.1	KAK4470515.1
OG0003811	STRK1_25880.1	KAK4472937.1
OG0003812	STRK1_23300.1	KAK4473200.1
OG0003814	STRK1_80030.1	KAK4468295.1
OG0003815	STRK1_85570.1	KAK4468935.1
OG0003817	STRK1_58270.1, STRK1_58270.2, STRK1_58270.3, STRK1_58270.4	KAK4471854.1
OG0003818	STRK1_29580.1, STRK1_29590.1, STRK1_29570.1	KAK4472400.1
OG0003821	STRK1_7800.1, STRK1_7800.2	KAK4474437.1
OG0003827	STRK1_30050.1	KAK4472458.1
OG0003828	STRK1_33340.1	KAK4473877.1
OG0003830	STRK1_10650.1	KAK4474601.1
OG0003831	STRK1_92750.1	KAK4467800.1, KAK4467802.1
OG0003832	STRK1_37320.1, STRK1_92710.1	KAK4467795.1, KAK4467796.1
OG0003833	STRK1_105320.1	KAK4472320.1
OG0003834	STRK1_17090.1	KAK4467275.1, KAK4475584.1
OG0003835	STRK1_3090.1, STRK1_3090.2	KAK4474763.1
OG0003836	STRK1_30070.1	KAK4472456.1
OG0003837	STRK1_35190.1	KAK4473661.1
OG0003838	STRK1_11210.1	KAK4474508.1
OG0003839	STRK1_5600.1	KAK4474424.1
OG0003840	STRK1_39400.1, STRK1_39410.1	KAK4473157.1
OG0003841	STRK1_32780.1	KAK4473943.1
OG0003842	STRK1_29750.1	KAK4472487.1
OG0003843	STRK1_12690.1	KAK4476120.1
OG0003844	STRK1_34220.1	KAK4472385.1
OG0003845	STRK1_89290.1	KAK4475977.1
OG0003846	STRK1_15640.1	KAK4467437.1, KAK4467436.1, KAK4475754.1
OG0003847	STRK1_60830.1	KAK4471993.1
OG0003848	STRK1_82720.1	KAK4468052.1
OG0003849	STRK1_17990.1, STRK1_95150.1	KAK4475052.1
OG0003850	STRK1_105930.1, STRK1_105930.2	KAK4472741.1
OG0003851	STRK1_59220.1	KAK4471681.1
OG0003852	STRK1_91820.1	KAK4467722.1
OG0003853	STRK1_90510.1, STRK1_100990.1	KAK4467824.1
OG0003854	STRK1_63070.1	KAK4471651.1
OG0003855	STRK1_38950.1, STRK1_38950.2	KAK4473610.1
OG0003856	STRK1_82550.1	KAK4468070.1
OG0003857	STRK1_28790.1	KAK4473810.1
OG0003858	STRK1_27780.1	KAK4472534.1
OG0003859	STRK1_64220.1	KAK4471409.1
OG0003860	STRK1_41370.1, STRK1_41370.2	KAK4473760.1
OG0003863	STRK1_21510.2, STRK1_21510.1	KAK4473383.1
OG0003864	STRK1_75900.1	KAK4470496.1
OG0003865	STRK1_91970.1, STRK1_91970.2	KAK4467834.1
OG0003866	STRK1_38560.1	KAK4473649.1
OG0003867	STRK1_45380.1	KAK4469109.1
OG0003868	STRK1_60320.1	KAK4471934.1
OG0003869	STRK1_111410.1, STRK1_111410.2	KAK4473406.1
OG0003871	STRK1_29450.1	KAK4472736.1
OG0003872	STRK1_97010.1, STRK1_99260.1	KAK4468987.1
OG0003873	STRK1_92760.1, STRK1_92760.2, STRK1_75720.1, STRK1_109060.1, STRK1_79900.2, STRK1_79900.1, STRK1_79900.3	KAK4468080.1
OG0003874	STRK1_40430.1, STRK1_40430.2	KAK4473576.1
OG0003875	STRK1_22020.1	KAK4473327.1
OG0003876	STRK1_37920.1	KAK4473721.1
OG0003877	STRK1_59710.1, STRK1_59710.2, STRK1_59710.3	KAK4471744.1
OG0003878	STRK1_59700.1	KAK4471742.1
OG0003879	STRK1_77700.1, STRK1_103320.1	KAK4470075.1
OG0003881	STRK1_60110.1	KAK4471912.1
OG0003882	STRK1_91960.1	KAK4467823.1
OG0003883	STRK1_60030.1	KAK4471902.1
OG0003884	STRK1_24950.3, STRK1_24950.1, STRK1_24950.2	KAK4473061.1
OG0003885	STRK1_84220.1	KAK4468810.1
OG0003886	STRK1_32770.1, STRK1_32760.1	KAK4473944.1
OG0003887	STRK1_95280.1, STRK1_95300.1, STRK1_87770.1, STRK1_95290.1, STRK1_101660.1	KAK4468687.1, KAK4468686.1
OG0003888	STRK1_85910.1	KAK4468941.1
OG0003889	STRK1_73380.1	KAK4470533.1
OG0003890	STRK1_19010.1	KAK4475346.1
OG0003891	STRK1_11180.1, STRK1_11180.2	KAK4474505.1
OG0003894	STRK1_11020.1	KAK4467245.1
OG0003895	STRK1_46760.1	KAK4469680.1
OG0003896	STRK1_102320.1, STRK1_102320.2	KAK4469507.1
OG0003897	STRK1_100210.1, STRK1_100210.3, STRK1_100210.5, STRK1_100210.2, STRK1_100210.4	KAK4472775.1
OG0003898	STRK1_8600.1	KAK4476198.1
OG0003899	STRK1_46780.1	KAK4469679.1
OG0003900	STRK1_96470.1, STRK1_111240.1, STRK1_66690.1, STRK1_66670.1, STRK1_111250.1, STRK1_66610.1	KAK4471688.1
OG0003901	STRK1_66650.1, STRK1_66650.2	KAK4471700.1
OG0003902	STRK1_88270.1	KAK4468768.1
OG0003903	STRK1_66500.1	KAK4471061.1
OG0003904	STRK1_66000.2, STRK1_66000.4, STRK1_66000.1, STRK1_66000.3	KAK4471544.1
OG0003905	STRK1_91140.1	KAK4467776.1
OG0003906	STRK1_12800.1, STRK1_12800.2, STRK1_12800.4, STRK1_12800.3	KAK4476127.1
OG0003907	STRK1_91210.1	KAK4475512.1
OG0003908	STRK1_20820.1, STRK1_20830.1	KAK4475487.1
OG0003910	STRK1_54030.1	KAK4469942.1
OG0003911	STRK1_39120.1, STRK1_39120.2, STRK1_39120.3	KAK4473595.1
OG0003912	STRK1_61030.1	KAK4470946.1
OG0003913	STRK1_29240.1	KAK4472713.1
OG0003914	STRK1_67520.1	KAK4472122.1
OG0003915	STRK1_67530.1	KAK4469056.1, KAK4469057.1, KAK4470599.1, KAK4470493.1
OG0003916	STRK1_94110.1	KAK4468036.1
OG0003917	STRK1_5230.1	KAK4474585.1, KAK4467384.1, KAK4467385.1
OG0003918	STRK1_49420.1	KAK4469204.1
OG0003919	STRK1_27530.1, STRK1_27530.2	KAK4472259.1
OG0003920	STRK1_14440.1	KAK4474850.1, KAK4474849.1
OG0003921	STRK1_67870.1, STRK1_67910.1	KAK4470392.1
OG0003922	STRK1_66010.1, STRK1_66010.2	KAK4471552.1
OG0003923	STRK1_23530.1, STRK1_23530.2	KAK4473174.1
OG0003924	STRK1_53970.1, STRK1_53980.1	KAK4469947.1
OG0003925	STRK1_46990.1	KAK4469481.1
OG0003927	STRK1_66790.1	KAK4471613.1, KAK4471602.1
OG0003928	STRK1_39080.1	KAK4473599.1, KAK4473598.1
OG0003929	STRK1_43630.1	KAK4469152.1
OG0003931	STRK1_47070.1	KAK4469472.1
OG0003933	STRK1_42480.1	KAK4472343.1
OG0003934	STRK1_93440.1, STRK1_93440.2	KAK4474458.1
OG0003935	STRK1_5290.1, STRK1_5290.2	KAK4474586.1
OG0003936	STRK1_6040.1	KAK4474234.1, KAK4474233.1
OG0003937	STRK1_100380.1, STRK1_45690.1	KAK4469622.1
OG0003938	STRK1_71840.1	KAK4470310.1
OG0003940	STRK1_8240.1	KAK4474709.1
OG0003941	STRK1_16010.1	KAK4467507.1, KAK4475709.1
OG0003943	STRK1_44200.1	KAK4469164.1
OG0003944	STRK1_44210.1, STRK1_44210.2	KAK4469175.1
OG0003945	STRK1_84430.1, STRK1_84440.1	KAK4468739.1
OG0003946	STRK1_23420.1	KAK4473182.1
OG0003947	STRK1_38760.1	KAK4473629.1
OG0003948	STRK1_53080.1	KAK4469790.1
