Orthogroup	schistosoma_turkestanicum	schistosoma_spindale
OG0003935	STRK1_5290.1, STRK1_5290.2	SSPN1_16240.1, SSPN1_16240.2, SSPN1_16240.3, SSPN1_16240.4, SSPN1_16240.5, SSPN1_16240.6, SSPN1_16240.10, SSPN1_16240.9, SSPN1_16240.7, SSPN1_16240.8
OG0003936	STRK1_6040.1	SSPN1_6560.1, SSPN1_6560.2, SSPN1_6560.3
OG0003937	STRK1_100380.1, STRK1_45690.1	SSPN1_46210.1
OG0003938	STRK1_71840.1	SSPN1_70130.1
OG0003939	STRK1_81810.1, STRK1_81820.1, STRK1_81820.2	SSPN1_81510.1, SSPN1_81510.2
OG0003940	STRK1_8240.1	SSPN1_17490.1, SSPN1_17490.5, SSPN1_17490.4, SSPN1_17490.6, SSPN1_17490.2, SSPN1_17490.3
OG0003941	STRK1_16010.1	SSPN1_4160.1
OG0003943	STRK1_44200.1	SSPN1_44920.1
OG0003944	STRK1_44210.1, STRK1_44210.2	SSPN1_44900.1
OG0003945	STRK1_84430.1, STRK1_84440.1	SSPN1_84480.1
OG0003946	STRK1_23420.1	SSPN1_23810.1
OG0003947	STRK1_38760.1	SSPN1_39370.1
OG0003948	STRK1_53080.1	SSPN1_54840.1
OG0003949	STRK1_51400.1	SSPN1_52380.1
OG0003950	STRK1_6150.1	SSPN1_6420.3, SSPN1_6420.1, SSPN1_6420.2
OG0003951	STRK1_50620.1, STRK1_50630.1	SSPN1_47010.1, SSPN1_47030.1
OG0003952	STRK1_86270.1	SSPN1_85870.1
OG0003953	STRK1_79100.1	SSPN1_78300.1
OG0003954	STRK1_60410.1	SSPN1_63090.1
OG0003955	STRK1_49520.1	SSPN1_48100.1, SSPN1_48100.2
OG0003956	STRK1_59250.1	SSPN1_61320.1
OG0003958	STRK1_26780.1	SSPN1_24910.1
OG0003959	STRK1_21180.1, STRK1_21190.1, STRK1_97710.1	SSPN1_16450.1
OG0003960	STRK1_52000.1	SSPN1_49850.1
OG0003961	STRK1_79210.1	SSPN1_68750.1
OG0003963	STRK1_2030.1	SSPN1_12030.1, SSPN1_12030.2, SSPN1_12030.3
OG0003964	STRK1_13570.1	SSPN1_13210.1
OG0003965	STRK1_25290.1	SSPN1_26350.1
OG0003966	STRK1_12750.3, STRK1_12750.2	SSPN1_8120.1
OG0003967	STRK1_101370.1	SSPN1_41070.1, SSPN1_41060.1, SSPN1_41060.2
OG0003968	STRK1_16880.1, STRK1_16880.2	SSPN1_3210.1
OG0003969	STRK1_81130.1	SSPN1_80930.1, SSPN1_80940.1
OG0003970	STRK1_89750.1	SSPN1_88870.1
OG0003971	STRK1_59210.1, STRK1_59210.2	SSPN1_61200.1, SSPN1_61190.1
OG0003972	STRK1_32470.1	SSPN1_30110.1, SSPN1_30110.2
OG0003974	STRK1_51600.1, STRK1_51600.2, STRK1_51600.3, STRK1_51600.4, STRK1_51600.5, STRK1_51600.6	SSPN1_51910.1
OG0003975	STRK1_101100.1, STRK1_37130.1	SSPN1_31960.1, SSPN1_31960.2, SSPN1_31960.3
OG0003976	STRK1_23160.1, STRK1_98200.1	SSPN1_24240.1
OG0003977	STRK1_47850.1	SSPN1_51730.1
OG0003978	STRK1_50870.1	SSPN1_46820.1
OG0003979	STRK1_11150.1, STRK1_11150.2	SSPN1_18630.1, SSPN1_18670.1
OG0003980	STRK1_108680.1, STRK1_91660.1	SSPN1_89150.1
OG0003981	STRK1_22070.3	SSPN1_22640.1
OG0003982	STRK1_63510.1, STRK1_63510.2	SSPN1_58890.1
OG0003983	STRK1_60130.1	SSPN1_63340.1
OG0003984	STRK1_8990.1	SSPN1_21590.1
OG0003985	STRK1_62680.1	SSPN1_59150.1, SSPN1_59150.2
OG0003986	STRK1_59050.1	SSPN1_58760.2, SSPN1_58760.3, SSPN1_58760.4, SSPN1_58760.1
OG0003987	STRK1_13060.1	SSPN1_7820.1, SSPN1_7820.2
OG0003988	STRK1_33190.1, STRK1_33190.2	SSPN1_33200.1, SSPN1_33200.2
OG0003989	STRK1_56220.1, STRK1_56230.1	SSPN1_56640.1, SSPN1_56640.2
OG0003990	STRK1_50120.1, STRK1_50120.2, STRK1_50120.3	SSPN1_47460.1, SSPN1_47460.2
OG0003991	STRK1_4820.1	SSPN1_15750.1
OG0003992	STRK1_32350.1	SSPN1_30240.1
OG0003993	STRK1_76140.1	SSPN1_73350.1, SSPN1_73370.1
OG0003994	STRK1_39190.1	SSPN1_39770.1, SSPN1_39770.2
OG0003995	STRK1_97760.1, STRK1_104020.1	SSPN1_84900.1
OG0003996	STRK1_51430.2, STRK1_51430.1, STRK1_51430.3	SSPN1_52350.1
OG0003997	STRK1_4130.1, STRK1_4130.2	SSPN1_10640.1
OG0003998	STRK1_5130.1, STRK1_5130.2	SSPN1_16060.1, SSPN1_16060.3, SSPN1_16060.2
OG0004000	STRK1_61810.1	SSPN1_59890.1, SSPN1_59890.2, SSPN1_59890.3
OG0004001	STRK1_44810.1, STRK1_44810.2	SSPN1_45240.1
OG0004003	STRK1_34250.1	SSPN1_37930.1, SSPN1_37930.2
OG0004004	STRK1_68000.1	SSPN1_67440.1
OG0004005	STRK1_32910.1	SSPN1_32830.1, SSPN1_32830.2
OG0004006	STRK1_34070.1	SSPN1_38110.1
OG0004007	STRK1_69290.1	SSPN1_68610.1, SSPN1_68610.2
OG0004009	STRK1_93060.1, STRK1_93090.1, STRK1_93070.1	SSPN1_91870.1, SSPN1_91870.2, SSPN1_91870.4, SSPN1_91870.3
OG0004010	STRK1_21350.1	SSPN1_22200.1
OG0004011	STRK1_73810.1	SSPN1_74460.1
OG0004012	STRK1_51510.1	SSPN1_51830.1
OG0004012	STRK1_51520.1	SSPN1_51820.1
OG0004013	STRK1_63390.1	SSPN1_59020.1, SSPN1_59020.2
OG0004014	STRK1_82220.1	SSPN1_82370.1
OG0004015	STRK1_108000.1, STRK1_90100.1, STRK1_90150.1	SSPN1_90810.1
OG0004016	STRK1_810.1	SSPN1_1390.1, SSPN1_1390.2
OG0004018	STRK1_84230.1	SSPN1_83890.5, SSPN1_83890.1, SSPN1_83890.3, SSPN1_83890.4, SSPN1_83890.2
OG0004019	STRK1_106780.1	SSPN1_84170.1
OG0004021	STRK1_87540.3, STRK1_87540.1, STRK1_87540.2	SSPN1_86890.1, SSPN1_86890.2
OG0004022	STRK1_85520.1	SSPN1_85500.1
OG0004023	STRK1_58280.1	SSPN1_64050.1
OG0004024	STRK1_650.1	SSPN1_240.1
OG0004025	STRK1_19950.1, STRK1_19950.2, STRK1_19950.3, STRK1_19950.4, STRK1_98670.1	SSPN1_9570.1
OG0004027	STRK1_71100.1	SSPN1_73870.1
OG0004028	STRK1_39170.1	SSPN1_39750.1
OG0004029	STRK1_67790.1	SSPN1_67260.2
OG0004031	STRK1_27820.1, STRK1_98780.1	SSPN1_38370.1, SSPN1_38400.1
OG0004032	STRK1_5370.1, STRK1_5350.1, STRK1_5360.1	SSPN1_16310.1
OG0004033	STRK1_38540.2, STRK1_38540.1, STRK1_38540.3	SSPN1_30640.1, SSPN1_30640.2
OG0004034	STRK1_96000.1, STRK1_96000.2, STRK1_96000.3, STRK1_96000.4, STRK1_89120.1, STRK1_95710.1	SSPN1_88390.1, SSPN1_88380.1
OG0004035	STRK1_85270.1	SSPN1_87130.1, SSPN1_87130.2
OG0004036	STRK1_32870.1	SSPN1_32770.1
OG0004037	STRK1_270.1	SSPN1_1110.1, SSPN1_1110.2
OG0004038	STRK1_51010.1	SSPN1_46710.1, SSPN1_46710.2, SSPN1_46710.5, SSPN1_46710.6, SSPN1_46710.3, SSPN1_46710.4, SSPN1_46710.7
OG0004039	STRK1_68050.1	SSPN1_67560.1, SSPN1_67570.1
OG0004040	STRK1_47650.1, STRK1_47650.2	SSPN1_49810.1
OG0004041	STRK1_39620.1, STRK1_105620.1, STRK1_73320.1, STRK1_67500.1	SSPN1_40250.3, SSPN1_40250.1, SSPN1_40250.2
OG0004042	STRK1_63040.1	SSPN1_58260.1
OG0004043	STRK1_12530.1	SSPN1_8300.1
OG0004044	STRK1_97410.1	SSPN1_22260.1
OG0004045	STRK1_91240.1	SSPN1_690.1, SSPN1_690.2
OG0004047	STRK1_37640.1, STRK1_37640.3, STRK1_37640.2	SSPN1_41360.1, SSPN1_41360.2
OG0004048	STRK1_58360.1	SSPN1_63990.1, SSPN1_63990.2
OG0004049	STRK1_106720.1	SSPN1_91100.2
OG0004050	STRK1_75030.1	SSPN1_75010.1
OG0004051	STRK1_64030.1, STRK1_64030.2, STRK1_64030.3	SSPN1_60620.1
OG0004052	STRK1_55630.1	SSPN1_56290.4, SSPN1_56290.2, SSPN1_56290.3, SSPN1_56290.1
OG0004053	STRK1_104430.1, STRK1_95550.1, STRK1_95550.2, STRK1_95550.3, STRK1_95550.4, STRK1_95550.5	SSPN1_87020.1
OG0004054	STRK1_69370.1	SSPN1_68700.1, SSPN1_88190.1
OG0004055	STRK1_10860.1, STRK1_10860.2	SSPN1_18970.1
OG0004056	STRK1_51080.1	SSPN1_46650.1
OG0004057	STRK1_49690.1, STRK1_49690.2, STRK1_49690.3	SSPN1_47920.1, SSPN1_47920.4, SSPN1_47920.5, SSPN1_47920.2, SSPN1_47920.3
OG0004058	STRK1_75650.1	SSPN1_71510.1
OG0004059	STRK1_58260.1, STRK1_58260.2	SSPN1_64080.4, SSPN1_64080.1, SSPN1_64080.2, SSPN1_64080.3, SSPN1_64080.5, SSPN1_64080.6
OG0004060	STRK1_16730.1	SSPN1_3280.1
OG0004061	STRK1_88180.1	SSPN1_84800.3, SSPN1_84800.1, SSPN1_84800.2
OG0004062	STRK1_88170.1	SSPN1_84810.1, SSPN1_84810.2, SSPN1_84810.3
OG0004063	STRK1_80820.1, STRK1_80820.2, STRK1_80820.3	SSPN1_850.1, SSPN1_850.2
OG0004064	STRK1_10140.1	SSPN1_19660.1
OG0004065	STRK1_11630.1, STRK1_11630.2	SSPN1_18110.1
OG0004066	STRK1_14050.1, STRK1_14050.2	SSPN1_13660.1
OG0004067	STRK1_11560.1	SSPN1_18180.1
OG0004068	STRK1_99540.1	SSPN1_72200.1
OG0004069	STRK1_53260.1	SSPN1_22320.1
OG0004070	STRK1_90560.1	SSPN1_92500.1, SSPN1_92500.2, SSPN1_92500.3, SSPN1_92500.4
OG0004071	STRK1_20480.1, STRK1_20480.2	SSPN1_21100.3, SSPN1_21100.1, SSPN1_21100.2
OG0004072	STRK1_30850.5, STRK1_30850.3, STRK1_30850.2, STRK1_30850.1, STRK1_30850.4	SSPN1_34880.1, SSPN1_34880.2
OG0004073	STRK1_55350.1, STRK1_55360.1, STRK1_66220.1	SSPN1_66590.1
OG0004073	STRK1_67370.1	SSPN1_66600.1
OG0004074	STRK1_93380.1	SSPN1_91550.1
OG0004076	STRK1_85360.1	SSPN1_85620.1, SSPN1_85620.2
OG0004077	STRK1_45050.1, STRK1_45050.2	SSPN1_45490.1, SSPN1_45490.2
OG0004078	STRK1_67880.1	SSPN1_67340.1, SSPN1_67340.2, SSPN1_67340.4, SSPN1_67340.3
OG0004079	STRK1_75430.1, STRK1_75420.1	SSPN1_71270.2, SSPN1_71270.1
OG0004080	STRK1_62040.1	SSPN1_59650.1, SSPN1_59650.2
OG0004081	STRK1_37570.1	SSPN1_41230.1
OG0004082	STRK1_33620.1, STRK1_33620.2	SSPN1_33560.1, SSPN1_33560.2
OG0004083	STRK1_13940.1	SSPN1_13570.1
OG0004086	STRK1_42120.1, STRK1_42120.2	SSPN1_43280.1, SSPN1_43240.2, SSPN1_43240.1
OG0004087	STRK1_94320.1	SSPN1_89880.1
OG0004089	STRK1_2580.1	SSPN1_11050.4, SSPN1_11050.5, SSPN1_11050.1, SSPN1_11050.2, SSPN1_11050.6, SSPN1_11050.3
OG0004090	STRK1_97060.1, STRK1_86570.1	SSPN1_86420.1
OG0004091	STRK1_67780.1	SSPN1_67250.1
OG0004092	STRK1_1860.1	SSPN1_12210.1
OG0004093	STRK1_73160.1, STRK1_73160.2	SSPN1_75570.1, SSPN1_75570.2
OG0004094	STRK1_40590.1	SSPN1_41980.1, SSPN1_41980.3, SSPN1_41980.2
OG0004095	STRK1_13730.1	SSPN1_13360.1
OG0004096	STRK1_12780.1	SSPN1_8080.1
OG0004097	STRK1_58410.1, STRK1_58380.1, STRK1_58380.2	SSPN1_63960.2, SSPN1_63960.1
OG0004098	STRK1_51320.1, STRK1_51330.1, STRK1_98610.1, STRK1_99600.1, STRK1_99600.2, STRK1_98620.1	SSPN1_46410.1
OG0004099	STRK1_100260.1, STRK1_100260.2, STRK1_1140.1	SSPN1_1660.1, SSPN1_1660.2
OG0004100	STRK1_26860.1	SSPN1_24970.1, SSPN1_24970.2
OG0004101	STRK1_39690.1	SSPN1_40300.1, SSPN1_40300.2
OG0004102	STRK1_82730.1	SSPN1_81860.3, SSPN1_81860.4, SSPN1_81860.1, SSPN1_81860.2, SSPN1_81860.6, SSPN1_81860.7, SSPN1_81860.5
OG0004103	STRK1_28800.1, STRK1_28800.2	SSPN1_32390.1
OG0004104	STRK1_31370.2, STRK1_31370.1, STRK1_31370.3, STRK1_31370.4	SSPN1_34370.1, SSPN1_34370.2
OG0004105	STRK1_25900.1	SSPN1_25800.1, SSPN1_25800.2
OG0004106	STRK1_106520.1, STRK1_90040.1	SSPN1_90860.1
OG0004107	STRK1_14830.1, STRK1_14830.2, STRK1_14830.3	SSPN1_14500.1
OG0004108	STRK1_41530.1	SSPN1_40720.1, SSPN1_40720.2, SSPN1_40720.3, SSPN1_40720.4
OG0004109	STRK1_33480.1	SSPN1_33280.1
OG0004110	STRK1_75980.1, STRK1_75980.2, STRK1_75980.3	SSPN1_73190.1
OG0004111	STRK1_70880.1	SSPN1_74130.2, SSPN1_74130.4, SSPN1_74130.5, SSPN1_74130.3, SSPN1_74130.1, SSPN1_74130.6
OG0004112	STRK1_13860.1, STRK1_13860.2	SSPN1_13510.1
OG0004113	STRK1_21280.1	SSPN1_22290.1, SSPN1_22280.1
OG0004114	STRK1_47110.2, STRK1_47110.1, STRK1_43940.1, STRK1_97290.1	SSPN1_51040.1, SSPN1_51040.3, SSPN1_51040.2
OG0004115	STRK1_31080.1, STRK1_31080.2	SSPN1_34670.1
OG0004116	STRK1_81990.1	SSPN1_81680.6, SSPN1_81680.7, SSPN1_82450.1, SSPN1_81680.1, SSPN1_81680.5, SSPN1_81680.2, SSPN1_81680.3, SSPN1_81680.4
OG0004117	STRK1_16190.2, STRK1_16190.1, STRK1_16190.3	SSPN1_3960.1
OG0004118	STRK1_37630.1	SSPN1_41300.1, SSPN1_41300.2
OG0004119	STRK1_100630.1, STRK1_100630.2, STRK1_100640.1	SSPN1_24500.1
OG0004120	STRK1_34560.1	SSPN1_37620.1
OG0004121	STRK1_46630.1	SSPN1_50500.1
OG0004122	STRK1_26290.1, STRK1_26300.1, STRK1_26310.1	SSPN1_25410.1, SSPN1_25410.2
OG0004123	STRK1_14970.1, STRK1_14970.3, STRK1_14970.2, STRK1_14970.4	SSPN1_14620.1
OG0004124	STRK1_36920.1	SSPN1_27870.1
OG0004125	STRK1_70870.1	SSPN1_74140.1
OG0004126	STRK1_73900.1	SSPN1_74380.1
OG0004127	STRK1_104740.1, STRK1_104750.1	SSPN1_25690.1
OG0004128	STRK1_14070.1	SSPN1_13680.1, SSPN1_13680.2, SSPN1_13680.3
OG0004129	STRK1_45710.1	SSPN1_46100.1
OG0004130	STRK1_69240.1	SSPN1_68560.1
OG0004131	STRK1_20430.1	SSPN1_20920.1
OG0004132	STRK1_83700.1, STRK1_83700.2	SSPN1_83040.1
OG0004133	STRK1_20920.1	SSPN1_21690.1
OG0004134	STRK1_14950.1	SSPN1_14600.1
OG0004135	STRK1_27600.1	SSPN1_36870.1
OG0004136	STRK1_55970.1	SSPN1_55860.1
OG0004137	STRK1_29540.1	SSPN1_29390.1
OG0004138	STRK1_51250.1	SSPN1_46480.1
OG0004139	STRK1_29410.1	SSPN1_29540.3, SSPN1_29540.1, SSPN1_29540.2
OG0004140	STRK1_51360.1	SSPN1_46390.1
OG0004141	STRK1_2160.1, STRK1_2160.2	SSPN1_11480.1
OG0004142	STRK1_79770.1	SSPN1_78620.1
OG0004143	STRK1_9660.1	SSPN1_20190.1
OG0004144	STRK1_61750.1	SSPN1_59930.1, SSPN1_59930.2
OG0004145	STRK1_59630.1, STRK1_99480.1	SSPN1_61800.1
OG0004146	STRK1_29290.1	SSPN1_29640.1
OG0004147	STRK1_54040.1	SSPN1_54250.1
OG0004148	STRK1_4970.1	SSPN1_15890.1
OG0004149	STRK1_17300.1	SSPN1_2710.1
OG0004150	STRK1_13820.1	SSPN1_13460.1
OG0004151	STRK1_54340.1, STRK1_54340.2	SSPN1_54550.1, SSPN1_54550.5, SSPN1_54550.4, SSPN1_54550.2, SSPN1_54550.3, SSPN1_54550.6, SSPN1_54550.7
OG0004152	STRK1_11540.1, STRK1_11540.2, STRK1_11540.3, STRK1_11540.4	SSPN1_18200.1
OG0004153	STRK1_21150.1	SSPN1_21910.1, SSPN1_21910.2
OG0004154	STRK1_7100.1, STRK1_7100.2, STRK1_7100.3, STRK1_7100.4	SSPN1_7270.1, SSPN1_7270.2
OG0004155	STRK1_50670.1, STRK1_103640.1, STRK1_103650.1	SSPN1_47060.1
OG0004156	STRK1_56550.1, STRK1_56530.1, STRK1_56540.1, STRK1_56540.2	SSPN1_55460.1
OG0004157	STRK1_18550.1, STRK1_18550.2, STRK1_18560.1	SSPN1_12990.1
OG0004158	STRK1_40620.1	SSPN1_41950.1
OG0004159	STRK1_65760.1, STRK1_65760.2, STRK1_65760.3	SSPN1_65870.1
OG0004160	STRK1_6880.1, STRK1_6880.2, STRK1_6880.3	SSPN1_5050.1, SSPN1_5050.2
OG0004161	STRK1_8300.1, STRK1_8300.2, STRK1_8300.3, STRK1_8300.4, STRK1_8300.5	SSPN1_17550.1
OG0004162	STRK1_56090.1	SSPN1_55970.3, SSPN1_55970.4, SSPN1_55970.2, SSPN1_55970.1, SSPN1_55970.5
OG0004163	STRK1_75690.1	SSPN1_71550.1
OG0004164	STRK1_5450.1, STRK1_5450.2	SSPN1_16370.1, SSPN1_16370.2
OG0004165	STRK1_35650.1	SSPN1_36220.1
OG0004166	STRK1_15250.1, STRK1_15250.2	SSPN1_5320.4, SSPN1_5320.3, SSPN1_5320.2, SSPN1_5320.5, SSPN1_5320.6, SSPN1_5320.1
OG0004168	STRK1_89230.1	SSPN1_88490.1
OG0004169	STRK1_32000.1	SSPN1_39140.1, SSPN1_39140.2, SSPN1_39140.3
OG0004170	STRK1_72480.1, STRK1_72500.1	SSPN1_75240.1, SSPN1_75240.2
OG0004171	STRK1_110240.1, STRK1_110930.1	SSPN1_85430.1
OG0004172	STRK1_74870.1, STRK1_99720.1	SSPN1_74830.1, SSPN1_74830.2
OG0004173	STRK1_26950.1	SSPN1_25050.1, SSPN1_25050.2, SSPN1_25050.3
OG0004175	STRK1_54620.1, STRK1_54620.2	SSPN1_48780.1
OG0004176	STRK1_13210.1	SSPN1_16960.1, SSPN1_16960.2
OG0004177	STRK1_86130.1	SSPN1_85760.3, SSPN1_85760.1, SSPN1_85760.2
OG0004178	STRK1_55670.1	SSPN1_56250.1
OG0004179	STRK1_94140.1	SSPN1_80570.1
OG0004180	STRK1_64740.1	SSPN1_57920.2, SSPN1_57920.1
OG0004181	STRK1_5060.1	SSPN1_16010.1, SSPN1_16010.2
OG0004182	STRK1_63730.1	SSPN1_65560.1, SSPN1_65560.2
OG0004183	STRK1_86830.1	SSPN1_86190.1
OG0004184	STRK1_7780.1, STRK1_7780.2	SSPN1_16620.1
OG0004185	STRK1_53670.1, STRK1_53660.1, STRK1_53660.2	SSPN1_53840.1
OG0004186	STRK1_87620.1	SSPN1_85370.1, SSPN1_85370.2
OG0004187	STRK1_62420.1, STRK1_62420.2	SSPN1_59350.1
OG0004188	STRK1_79820.1	SSPN1_78590.1
OG0004189	STRK1_14530.1	SSPN1_14200.1, SSPN1_14200.2, SSPN1_14200.3, SSPN1_14200.4
OG0004190	STRK1_94380.1, STRK1_94380.2, STRK1_94380.3	SSPN1_89760.1
OG0004191	STRK1_91610.1	SSPN1_89200.1, SSPN1_89200.2
OG0004192	STRK1_13640.1	SSPN1_13290.2, SSPN1_13290.1
OG0004193	STRK1_81540.1	SSPN1_81240.1
OG0004194	STRK1_27410.1, STRK1_27410.2	SSPN1_27660.1, SSPN1_27660.2
OG0004195	STRK1_4290.1	SSPN1_10810.1
OG0004196	STRK1_34970.1	SSPN1_37170.1
OG0004197	STRK1_20050.1	SSPN1_9800.1
OG0004198	STRK1_82790.1	SSPN1_81930.1
OG0004199	STRK1_57290.1	SSPN1_57080.1
OG0004200	STRK1_90420.1, STRK1_90420.2	SSPN1_77440.7, SSPN1_77570.1, SSPN1_77440.8
OG0004201	STRK1_58670.1	SSPN1_65110.1
OG0004202	STRK1_19030.1	SSPN1_10170.1
OG0004203	STRK1_75260.1	SSPN1_71100.1
OG0004204	STRK1_65310.1	SSPN1_62160.1
OG0004205	STRK1_2830.1	SSPN1_15110.1
OG0004206	STRK1_86740.1	SSPN1_86250.1
OG0004207	STRK1_56490.1	SSPN1_55740.1, SSPN1_55750.1
OG0004208	STRK1_65650.1	SSPN1_60400.1, SSPN1_60400.2
OG0004209	STRK1_86920.1	SSPN1_87980.1, SSPN1_87980.2, SSPN1_87980.3, SSPN1_87980.6, SSPN1_87980.4, SSPN1_87980.5
OG0004210	STRK1_36860.1	SSPN1_27940.1
OG0004211	STRK1_55030.1	SSPN1_53600.1, SSPN1_53600.2
OG0004212	STRK1_47740.1, STRK1_47760.1, STRK1_47750.1, STRK1_99920.1	SSPN1_51650.1
OG0004213	STRK1_53860.1	SSPN1_54080.1
OG0004214	STRK1_110050.1, STRK1_110050.2, STRK1_110060.1, STRK1_110060.2	SSPN1_6430.1
OG0004215	STRK1_35720.1	SSPN1_36140.1
OG0004216	STRK1_38780.1	SSPN1_39390.1
OG0004217	STRK1_91070.1	SSPN1_90980.1
OG0004218	STRK1_17290.1	SSPN1_2720.1
OG0004219	STRK1_64170.1	SSPN1_60840.1, SSPN1_60840.2
OG0004220	STRK1_6510.1	SSPN1_4670.1
OG0004221	STRK1_45640.1, STRK1_45640.2	SSPN1_67450.1
OG0004222	STRK1_57320.1, STRK1_57320.2	SSPN1_57040.1
OG0004223	STRK1_35260.1, STRK1_35260.2	SSPN1_36950.1
OG0004224	STRK1_64260.1, STRK1_64260.2	SSPN1_60930.1
OG0004225	STRK1_52200.1	SSPN1_49210.1
OG0004226	STRK1_95480.1, STRK1_95480.2, STRK1_95480.3, STRK1_95480.4	SSPN1_23110.1, SSPN1_23110.2, SSPN1_23110.3
OG0004227	STRK1_8520.1	SSPN1_17760.1
OG0004228	STRK1_106360.1, STRK1_55770.1	SSPN1_56140.1
OG0004229	STRK1_22440.1	SSPN1_24680.1, SSPN1_24680.2
OG0004230	STRK1_79940.1	SSPN1_78470.1
OG0004231	STRK1_71270.1	SSPN1_70720.1
OG0004233	STRK1_49870.1, STRK1_49870.2, STRK1_49870.3, STRK1_49870.4	SSPN1_47730.1, SSPN1_47730.2, SSPN1_47730.3
OG0004234	STRK1_67140.1, STRK1_67130.1	SSPN1_66570.1
OG0004235	STRK1_20960.1	SSPN1_21730.1
OG0004236	STRK1_77960.1	SSPN1_77110.1, SSPN1_77110.2
OG0004237	STRK1_19520.1, STRK1_89520.1	SSPN1_9280.1, SSPN1_9280.4, SSPN1_9280.2, SSPN1_9280.3
OG0004238	STRK1_72800.1, STRK1_72800.2	SSPN1_70740.1
OG0004239	STRK1_16680.1	SSPN1_3330.1
OG0004240	STRK1_35630.1	SSPN1_36240.1, SSPN1_36240.2
OG0004241	STRK1_60620.1	SSPN1_62820.1, SSPN1_62820.2, SSPN1_62820.3
OG0004242	STRK1_54170.1	SSPN1_54370.1
OG0004243	STRK1_35560.1	SSPN1_36320.2, SSPN1_36320.1
OG0004244	STRK1_57170.1, STRK1_57160.1	SSPN1_57160.1, SSPN1_57160.2
OG0004245	STRK1_88310.1	SSPN1_87420.1, SSPN1_87420.2
OG0004246	STRK1_24630.1	SSPN1_24790.1, SSPN1_24800.1, SSPN1_24800.3, SSPN1_24800.2
OG0004247	STRK1_5840.1	SSPN1_6260.1, SSPN1_6260.2, SSPN1_6250.1, SSPN1_6250.2
OG0004248	STRK1_20660.1	SSPN1_21170.1, SSPN1_21170.2
OG0004249	STRK1_9320.1, STRK1_9320.2, STRK1_9320.3, STRK1_9320.4	SSPN1_20520.1
OG0004250	STRK1_105110.1	SSPN1_90060.2, SSPN1_90060.1, SSPN1_90060.3
OG0004251	STRK1_53220.1, STRK1_53220.2, STRK1_53220.3	SSPN1_54690.1, SSPN1_54690.2
OG0004252	STRK1_33030.1	SSPN1_32990.1
OG0004253	STRK1_101860.1	SSPN1_86980.1
OG0004255	STRK1_36350.1	SSPN1_35470.1, SSPN1_35470.2
OG0004256	STRK1_8180.1	SSPN1_17440.1
OG0004257	STRK1_62640.1, STRK1_62640.2	SSPN1_59210.1, SSPN1_59210.2
OG0004258	STRK1_47710.1, STRK1_47710.2	SSPN1_51610.1, SSPN1_51610.2
OG0004259	STRK1_19540.1	SSPN1_9330.1, SSPN1_9330.2, SSPN1_9330.3, SSPN1_9330.4
OG0004260	STRK1_90590.1	SSPN1_92470.1
OG0004261	STRK1_107020.1	SSPN1_92480.1
OG0004262	STRK1_71730.1	SSPN1_70260.1, SSPN1_70260.2, SSPN1_70260.3, SSPN1_70260.4, SSPN1_70260.5, SSPN1_70260.6
OG0004263	STRK1_91370.1, STRK1_91390.1, STRK1_91400.1	SSPN1_530.1
OG0004264	STRK1_54780.1	SSPN1_53390.1
OG0004265	STRK1_56010.1	SSPN1_55910.1
OG0004266	STRK1_75440.1	SSPN1_71280.1
OG0004267	STRK1_23170.1, STRK1_23170.2, STRK1_23170.3	SSPN1_24250.1
OG0004268	STRK1_37960.1	SSPN1_31370.1, SSPN1_31370.2
OG0004269	STRK1_64470.1	SSPN1_61180.1
OG0004270	STRK1_102160.1	SSPN1_44840.1, SSPN1_44840.2
OG0004271	STRK1_80780.1, STRK1_80780.2	SSPN1_80010.1, SSPN1_80010.2
OG0004272	STRK1_71630.1	SSPN1_70380.1
OG0004273	STRK1_96900.1, STRK1_84300.1	SSPN1_84440.1, SSPN1_84440.2
OG0004274	STRK1_51830.1	SSPN1_52160.1
OG0004275	STRK1_42660.1	SSPN1_43000.1, SSPN1_43000.2
OG0004276	STRK1_18480.1	SSPN1_12920.1
OG0004277	STRK1_3420.1	SSPN1_5670.1, SSPN1_5670.2, SSPN1_5670.3
OG0004278	STRK1_35640.1	SSPN1_36230.2, SSPN1_36230.1, SSPN1_36230.3, SSPN1_36230.4
OG0004280	STRK1_79920.1	SSPN1_78450.1
OG0004281	STRK1_72520.1, STRK1_72520.2, STRK1_72520.3	SSPN1_75210.1
OG0004282	STRK1_82710.1	SSPN1_81840.1, SSPN1_81840.2, SSPN1_81840.3
OG0004283	STRK1_94990.1, STRK1_94990.2, STRK1_80880.1, STRK1_80870.1, STRK1_80870.3, STRK1_80870.2	SSPN1_800.1
OG0004284	STRK1_53120.1	SSPN1_54800.1
OG0004285	STRK1_101780.1, STRK1_101790.1	SSPN1_5770.1, SSPN1_5770.2
OG0004286	STRK1_50160.1, STRK1_50160.2, STRK1_50160.3	SSPN1_47490.1
OG0004287	STRK1_42720.1	SSPN1_43030.1
OG0004288	STRK1_43450.1	SSPN1_44050.1, SSPN1_44330.1, SSPN1_44060.1, SSPN1_44020.1, SSPN1_44040.1
OG0004289	STRK1_95070.1, STRK1_95070.2	SSPN1_39350.3, SSPN1_39350.1, SSPN1_39350.2
