Orthogroup	schistosoma_haematobium	fasciola_gigantica
OG0002410	SHAE2_38330.3, SHAE2_38330.1, SHAE2_38330.4, SHAE2_38330.2	FGIG_03611
OG0002411	SHAE2_94060.1	FGIG_10068, FGIG_03660
OG0002412	SHAE2_31760.1	FGIG_03751
OG0002413	SHAE2_92500.1	FGIG_03978
OG0002415	SHAE2_22670.1, SHAE2_22670.2, SHAE2_22670.3, SHAE2_22670.4	FGIG_04148
OG0002416	SHAE2_43730.4, SHAE2_43730.3, SHAE2_43730.1, SHAE2_43730.2, SHAE2_43730.5	FGIG_04169
OG0002417	SHAE2_18300.5, SHAE2_18300.6, SHAE2_18300.1, SHAE2_18300.2, SHAE2_18300.3, SHAE2_18300.4	FGIG_04242
OG0002418	SHAE2_35870.1	FGIG_04267
OG0002419	SHAE2_30950.2, SHAE2_30950.1, SHAE2_30950.3, SHAE2_30950.4, SHAE2_30950.5	FGIG_04405
OG0002420	SHAE2_36080.1	FGIG_04462
OG0002421	SHAE2_76100.1, SHAE2_76100.2, SHAE2_76100.5, SHAE2_76100.4, SHAE2_76100.3	FGIG_04522
OG0002422	SHAE2_37600.1, SHAE2_37600.2	FGIG_04530
OG0002423	SHAE2_75000.2, SHAE2_75000.3, SHAE2_75000.1	FGIG_04660, FGIG_04661
OG0002424	SHAE2_59480.3, SHAE2_59480.4, SHAE2_59480.1, SHAE2_59480.2	FGIG_04664
OG0002425	SHAE2_37360.1, SHAE2_37360.2	FGIG_05156
OG0002426	SHAE2_39850.1, SHAE2_39850.2	FGIG_05306, FGIG_05305, FGIG_11597, FGIG_05304
OG0002427	SHAE2_10380.1	FGIG_08659, FGIG_08134, FGIG_05349
OG0002428	SHAE2_14350.1	FGIG_05382
OG0002429	SHAE2_42890.1, SHAE2_42890.2	FGIG_05450
OG0002430	SHAE2_78980.1	FGIG_05519
OG0002431	SHAE2_39590.3, SHAE2_39590.1, SHAE2_39590.2	FGIG_05521
OG0002432	SHAE2_64810.1	FGIG_05602
OG0002433	SHAE2_21580.1	FGIG_05646, FGIG_05645
OG0002434	SHAE2_37680.1	FGIG_05674
OG0002435	SHAE2_31010.1, SHAE2_31010.2	FGIG_05697
OG0002436	SHAE2_24290.3, SHAE2_24290.4, SHAE2_24290.2, SHAE2_24290.1	FGIG_05730
OG0002437	SHAE2_55940.1, SHAE2_55940.4, SHAE2_55940.3, SHAE2_55940.5, SHAE2_55940.2	FGIG_05941
OG0002438	SHAE2_36320.4, SHAE2_36320.5, SHAE2_36320.1, SHAE2_36320.2, SHAE2_36320.3	FGIG_05966
OG0002439	SHAE2_56090.1	FGIG_05976
OG0002440	SHAE2_73490.6, SHAE2_73490.1, SHAE2_73490.3, SHAE2_73490.4, SHAE2_73490.5, SHAE2_73490.2	FGIG_05987
OG0002441	SHAE2_52310.1, SHAE2_52310.2	FGIG_06093
OG0002442	SHAE2_45430.1, SHAE2_45430.2, SHAE2_45430.3	FGIG_06418
OG0002443	SHAE2_48510.1	FGIG_06436
OG0002444	SHAE2_61230.1	FGIG_06465, FGIG_07625, FGIG_07626
OG0002445	SHAE2_73510.1, SHAE2_73510.3, SHAE2_73510.4, SHAE2_73510.2	FGIG_06503
OG0002446	SHAE2_66660.1, SHAE2_66660.3, SHAE2_66660.2	FGIG_06541, FGIG_06542
OG0002447	SHAE2_8020.1	FGIG_06779
OG0002448	SHAE2_34550.1, SHAE2_34550.4, SHAE2_34550.2, SHAE2_34550.3	FGIG_06814
OG0002449	SHAE2_20460.1	FGIG_06820
OG0002450	SHAE2_69450.3, SHAE2_69450.2, SHAE2_69450.1, SHAE2_69450.4	FGIG_06958, FGIG_06957
OG0002451	SHAE2_76130.1, SHAE2_76130.4, SHAE2_76130.5, SHAE2_76130.2, SHAE2_76130.3	FGIG_09875, FGIG_06973
OG0002452	SHAE2_8500.1, SHAE2_8500.2, SHAE2_8500.3	FGIG_07134
OG0002453	SHAE2_79220.1, SHAE2_50410.2, SHAE2_50410.5, SHAE2_50410.4, SHAE2_50410.1, SHAE2_50410.3	FGIG_07309
OG0002454	SHAE2_71390.1	FGIG_07341, FGIG_07342
OG0002455	SHAE2_70200.4, SHAE2_70200.2, SHAE2_70200.3, SHAE2_70200.5, SHAE2_70200.1, SHAE2_70200.6	FGIG_07376
OG0002456	SHAE2_35080.1	FGIG_07456
OG0002457	SHAE2_75270.1	FGIG_07547
OG0002458	SHAE2_89850.1, SHAE2_89850.2	FGIG_07836
OG0002459	SHAE2_41060.1, SHAE2_41060.2, SHAE2_41060.3, SHAE2_41060.4	FGIG_07884
OG0002460	SHAE2_10130.1, SHAE2_10130.2, SHAE2_10130.7, SHAE2_10130.5, SHAE2_10130.4, SHAE2_10130.3, SHAE2_10130.6	FGIG_07978
OG0002461	SHAE2_11270.1	FGIG_08021
OG0002462	SHAE2_68450.2, SHAE2_68450.3, SHAE2_68450.1	FGIG_08085, FGIG_08086
OG0002463	SHAE2_88930.1, SHAE2_88930.2	FGIG_08096
OG0002464	SHAE2_30340.1, SHAE2_30340.2	FGIG_08106
OG0002465	SHAE2_87340.1, SHAE2_87340.2, SHAE2_87340.3	FGIG_08251
OG0002466	SHAE2_99290.6, SHAE2_99290.7, SHAE2_99290.3, SHAE2_99290.4, SHAE2_99290.5, SHAE2_99290.1, SHAE2_99290.2	FGIG_08323
OG0002467	SHAE2_53780.1, SHAE2_53780.2	FGIG_08516
OG0002468	SHAE2_80360.1	FGIG_08551
OG0002469	SHAE2_4980.1, SHAE2_4980.2	FGIG_08589, FGIG_11582, FGIG_08590
OG0002470	SHAE2_83590.2, SHAE2_83590.3, SHAE2_83590.1	FGIG_08645
OG0002471	SHAE2_79410.1, SHAE2_79410.2, SHAE2_79410.3	FGIG_08707
OG0002472	SHAE2_39730.1, SHAE2_39730.3, SHAE2_39730.2	FGIG_08827
OG0002473	SHAE2_11640.3, SHAE2_11640.4, SHAE2_11640.5, SHAE2_11640.1, SHAE2_11640.2	FGIG_08879
OG0002474	SHAE2_93340.1, SHAE2_93340.2, SHAE2_93340.4, SHAE2_93340.3	FGIG_08909
OG0002475	SHAE2_20980.1	FGIG_09134
OG0002476	SHAE2_33210.5, SHAE2_33210.6, SHAE2_33210.7, SHAE2_33210.4, SHAE2_33210.1, SHAE2_33210.3, SHAE2_33210.2	FGIG_09264, FGIG_09265, FGIG_10209
OG0002477	SHAE2_80940.1, SHAE2_80940.4, SHAE2_80940.3, SHAE2_80940.2	FGIG_09272
OG0002478	SHAE2_54510.1, SHAE2_54510.2	FGIG_09278
OG0002479	SHAE2_67550.1	FGIG_09452
OG0002480	SHAE2_30140.1	FGIG_09465, FGIG_09464
OG0002481	SHAE2_6570.1	FGIG_09576
OG0002482	SHAE2_65820.2, SHAE2_65820.3, SHAE2_65820.1	FGIG_09686
OG0002483	SHAE2_23020.1	FGIG_09695
OG0002484	SHAE2_26170.1	FGIG_09732
OG0002485	SHAE2_37050.1	FGIG_09739
OG0002486	SHAE2_26290.1, SHAE2_26290.2	FGIG_09770
OG0002487	SHAE2_84370.1, SHAE2_84370.3, SHAE2_84370.2, SHAE2_84370.4, SHAE2_84370.5, SHAE2_84370.6, SHAE2_84370.8, SHAE2_84370.7	FGIG_09784
OG0002488	SHAE2_58020.1, SHAE2_58020.2	FGIG_10504, FGIG_09832
OG0002489	SHAE2_29590.1	FGIG_09868
OG0002490	SHAE2_78690.1, SHAE2_78690.2, SHAE2_78690.3, SHAE2_78690.4, SHAE2_78690.5, SHAE2_78690.6	FGIG_09978
OG0002491	SHAE2_98320.2, SHAE2_98320.1	FGIG_10023
OG0002492	SHAE2_79400.3, SHAE2_79400.4, SHAE2_79400.1, SHAE2_79400.2	FGIG_10063, FGIG_10064
OG0002493	SHAE2_67880.2, SHAE2_67880.5, SHAE2_67880.3, SHAE2_67880.1, SHAE2_67880.4	FGIG_10292
OG0002494	SHAE2_1930.4, SHAE2_1930.1, SHAE2_1930.3, SHAE2_1930.2	FGIG_10497
OG0002495	SHAE2_16330.1, SHAE2_16330.2	FGIG_10719
OG0002496	SHAE2_45680.1	FGIG_10747
OG0002497	SHAE2_49260.1	FGIG_10950
OG0002498	SHAE2_1210.1, SHAE2_1210.3, SHAE2_1210.2	FGIG_11117
OG0002499	SHAE2_52790.1	FGIG_11169, FGIG_11170
OG0002500	SHAE2_190.1, SHAE2_190.2, SHAE2_190.3	FGIG_11224
OG0002501	SHAE2_11590.3, SHAE2_11590.4, SHAE2_11590.5, SHAE2_11590.6, SHAE2_11590.7, SHAE2_11590.9, SHAE2_11590.1, SHAE2_11590.8, SHAE2_11590.2	FGIG_11287
OG0002502	SHAE2_59590.3, SHAE2_59590.1, SHAE2_59590.2, SHAE2_59590.4, SHAE2_59590.5	FGIG_11537
OG0002503	SHAE2_88920.1	FGIG_11553
OG0002504	SHAE2_26240.1	FGIG_12299, FGIG_11806
OG0002505	SHAE2_54850.1	FGIG_11920
OG0002506	SHAE2_37130.3, SHAE2_37130.5, SHAE2_37130.1, SHAE2_37130.4, SHAE2_37130.6, SHAE2_37130.7, SHAE2_37130.8, SHAE2_37130.2	FGIG_12017, FGIG_12551, FGIG_12439
OG0002507	SHAE2_87180.1, SHAE2_87180.2	FGIG_12058
OG0002508	SHAE2_68260.4, SHAE2_68260.1, SHAE2_68260.2, SHAE2_68260.3	FGIG_12197
OG0002509	SHAE2_11110.1, SHAE2_11110.2	FGIG_12245, FGIG_12297
OG0002510	SHAE2_61510.1	FGIG_12391
OG0002511	SHAE2_76670.4, SHAE2_76670.5, SHAE2_76670.1, SHAE2_76670.2, SHAE2_76670.3	FGIG_12393
OG0002512	SHAE2_67060.1	FGIG_12546, FGIG_12547
OG0002526	SHAE2_15280.5, SHAE2_15280.1, SHAE2_15280.2, SHAE2_15280.3, SHAE2_15280.4, SHAE2_15280.6, SHAE2_15280.7	FGIG_00089
OG0002527	SHAE2_44450.1	FGIG_00511, FGIG_00510
OG0002528	SHAE2_99970.1, SHAE2_99960.1	FGIG_11944, FGIG_00524
OG0002529	SHAE2_58510.1, SHAE2_58510.2	FGIG_00554
OG0002530	SHAE2_79280.1, SHAE2_79280.2, SHAE2_79280.3	FGIG_00602
OG0002531	SHAE2_29700.3, SHAE2_29700.2, SHAE2_29700.1	FGIG_00671
OG0002532	SHAE2_75930.4, SHAE2_75930.3, SHAE2_75930.1, SHAE2_75930.2	FGIG_00738
OG0002533	SHAE2_69710.1	FGIG_00969
OG0002534	SHAE2_95160.1	FGIG_09067
OG0002535	SHAE2_38320.1, SHAE2_38320.2	FGIG_01112
OG0002536	SHAE2_15330.1	FGIG_01191
OG0002537	SHAE2_87040.1, SHAE2_87040.2, SHAE2_87040.4, SHAE2_87040.5, SHAE2_87040.3	FGIG_01229, FGIG_01228
OG0002538	SHAE2_64880.1, SHAE2_64880.2	FGIG_01242
OG0002539	SHAE2_28670.2, SHAE2_28670.1	FGIG_01248
OG0002540	SHAE2_41980.1, SHAE2_41980.2	FGIG_01266, FGIG_01267
OG0002541	SHAE2_58910.1	FGIG_01457
OG0002542	SHAE2_94780.2, SHAE2_94780.4, SHAE2_94780.1, SHAE2_94780.3	FGIG_10847, FGIG_12416, FGIG_01549
OG0002543	SHAE2_31220.1, SHAE2_31220.2, SHAE2_31220.3, SHAE2_31220.4	FGIG_01691
OG0002544	SHAE2_50930.1	FGIG_01781
OG0002545	SHAE2_26030.1	FGIG_01827, FGIG_01826
OG0002546	SHAE2_20370.1	FGIG_01847
OG0002547	SHAE2_101370.1, SHAE2_101370.3, SHAE2_101370.2	FGIG_02027
OG0002548	SHAE2_98970.3, SHAE2_98970.2, SHAE2_98970.1, SHAE2_98970.4	FGIG_02084
OG0002549	SHAE2_30050.1, SHAE2_30050.2	FGIG_02182
OG0002550	SHAE2_50130.1, SHAE2_50130.2, SHAE2_50130.3	FGIG_02255
OG0002551	SHAE2_33390.1, SHAE2_33390.2, SHAE2_33390.3, SHAE2_33390.4, SHAE2_33390.5	FGIG_02388
OG0002552	SHAE2_4810.1, SHAE2_4810.3, SHAE2_4810.2, SHAE2_4810.4, SHAE2_4810.5	FGIG_02401, FGIG_09802
OG0002553	SHAE2_68630.1, SHAE2_68630.2	FGIG_02504
OG0002554	SHAE2_62800.3, SHAE2_62800.4, SHAE2_62800.7, SHAE2_62800.1, SHAE2_62800.2, SHAE2_62800.5, SHAE2_62800.6	FGIG_02553
OG0002555	SHAE2_38790.1	FGIG_02669, FGIG_08043, FGIG_09511, FGIG_10706, FGIG_11580, FGIG_09512
OG0002556	SHAE2_22950.1, SHAE2_22950.2, SHAE2_22950.3	FGIG_02738
OG0002557	SHAE2_45310.1, SHAE2_45310.2, SHAE2_45310.3, SHAE2_45310.4	FGIG_02739
OG0002558	SHAE2_4530.1, SHAE2_4530.3, SHAE2_4530.2	FGIG_02814
OG0002559	SHAE2_26800.1	FGIG_02898
OG0002560	SHAE2_94410.5, SHAE2_94410.4, SHAE2_94410.3, SHAE2_94410.2, SHAE2_94410.1	FGIG_03093, FGIG_03092
OG0002561	SHAE2_11350.2, SHAE2_11350.1	FGIG_03183
OG0002562	SHAE2_10820.1, SHAE2_10820.2, SHAE2_10820.3, SHAE2_10820.4	FGIG_03203
OG0002563	SHAE2_65600.1	FGIG_03214, FGIG_03215
OG0002564	SHAE2_81980.2, SHAE2_81980.3, SHAE2_81980.1, SHAE2_81980.4	FGIG_03281, FGIG_12500, FGIG_05562
OG0002565	SHAE2_2700.1, SHAE2_2690.1	FGIG_03333, FGIG_07664
OG0002566	SHAE2_69350.1, SHAE2_69350.2	FGIG_03342, FGIG_03344, FGIG_03345
OG0002567	SHAE2_38220.1, SHAE2_38220.4, SHAE2_38220.2, SHAE2_38220.3	FGIG_03349
OG0002568	SHAE2_67780.1	FGIG_03365
OG0002569	SHAE2_70000.4, SHAE2_70000.5, SHAE2_70000.6, SHAE2_70000.2, SHAE2_70000.3, SHAE2_70000.1, SHAE2_70000.7	FGIG_03570
OG0002570	SHAE2_33960.1	FGIG_03617
OG0002571	SHAE2_43200.3, SHAE2_43200.5, SHAE2_43200.4, SHAE2_43200.1, SHAE2_43200.2	FGIG_03757
OG0002572	SHAE2_63180.1, SHAE2_63180.2, SHAE2_63180.3	FGIG_03782
OG0002573	SHAE2_27330.1	FGIG_03838, FGIG_03840
OG0002574	SHAE2_79770.5, SHAE2_79770.3, SHAE2_79770.4, SHAE2_79770.1, SHAE2_79770.2	FGIG_03886
OG0002575	SHAE2_26490.1	FGIG_03898
OG0002576	SHAE2_83120.1	FGIG_04012
OG0002578	SHAE2_52540.3, SHAE2_52540.1, SHAE2_52540.2	FGIG_04195
OG0002579	SHAE2_99160.1	FGIG_04229
OG0002580	SHAE2_63330.1, SHAE2_63330.4, SHAE2_63330.3, SHAE2_63330.2	FGIG_04294
OG0002581	SHAE2_64660.1	FGIG_04296
OG0002582	SHAE2_37810.1	FGIG_04308
OG0002583	SHAE2_93040.1, SHAE2_93040.5, SHAE2_93040.4, SHAE2_93040.3, SHAE2_93040.6, SHAE2_93040.2	FGIG_04409
OG0002584	SHAE2_42040.1	FGIG_09949, FGIG_04538
OG0002585	SHAE2_22340.1, SHAE2_22330.1	FGIG_04559
OG0002586	SHAE2_21250.1	FGIG_12272, FGIG_04639
OG0002587	SHAE2_87260.1	FGIG_04693, FGIG_04694
OG0002588	SHAE2_65320.2, SHAE2_65320.3, SHAE2_65320.1	FGIG_04974
OG0002589	SHAE2_65100.2, SHAE2_65100.1, SHAE2_65100.3	FGIG_05061
OG0002590	SHAE2_80910.1	FGIG_05128
OG0002591	SHAE2_82920.2, SHAE2_82920.1	FGIG_05129
OG0002592	SHAE2_29750.4, SHAE2_29750.1, SHAE2_29750.2, SHAE2_29750.3	FGIG_05162
OG0002593	SHAE2_84330.2, SHAE2_84330.1	FGIG_05298
OG0002594	SHAE2_84320.1, SHAE2_84320.3, SHAE2_84320.2, SHAE2_84320.5, SHAE2_84320.4	FGIG_05299
OG0002595	SHAE2_51670.1	FGIG_05362
OG0002596	SHAE2_80570.1, SHAE2_80570.2, SHAE2_80570.3	FGIG_05460
OG0002597	SHAE2_14750.1	FGIG_05487
OG0002598	SHAE2_37100.1	FGIG_05515
OG0002599	SHAE2_70750.1, SHAE2_70750.2, SHAE2_70750.3	FGIG_05728, FGIG_05727
OG0002600	SHAE2_50740.1	FGIG_05795
OG0002601	SHAE2_13790.1	FGIG_05849
OG0002602	SHAE2_23860.2, SHAE2_23860.3, SHAE2_23860.1	FGIG_05875
OG0002603	SHAE2_67330.1, SHAE2_67330.3, SHAE2_67330.2	FGIG_05906
OG0002604	SHAE2_2710.5, SHAE2_2710.1, SHAE2_2710.2, SHAE2_2710.4, SHAE2_2710.3	FGIG_06006
OG0002605	SHAE2_52650.1, SHAE2_52650.3, SHAE2_52650.6, SHAE2_52650.4, SHAE2_52650.7, SHAE2_52650.2, SHAE2_52650.5	FGIG_06036
OG0002606	SHAE2_90410.1	FGIG_06073, FGIG_06072
OG0002607	SHAE2_36330.2, SHAE2_36330.4, SHAE2_36330.3, SHAE2_36330.1	FGIG_06107
OG0002608	SHAE2_51480.1	FGIG_06129
OG0002609	SHAE2_4390.1	FGIG_06136
OG0002610	SHAE2_45370.7, SHAE2_45370.3, SHAE2_45370.1, SHAE2_45370.2, SHAE2_45370.4, SHAE2_45370.5, SHAE2_45370.6	FGIG_11000, FGIG_06189
OG0002611	SHAE2_19050.1, SHAE2_19050.2, SHAE2_19050.4, SHAE2_19050.3	FGIG_06324
OG0002612	SHAE2_26560.1, SHAE2_26560.2, SHAE2_26560.3	FGIG_06340
OG0002613	SHAE2_48420.1, SHAE2_74360.1	FGIG_06345
OG0002614	SHAE2_220.1	FGIG_06354
OG0002615	SHAE2_88710.1	FGIG_06373
OG0002616	SHAE2_40180.1, SHAE2_40170.1	FGIG_06415
OG0002617	SHAE2_102410.1, SHAE2_102410.2, SHAE2_102410.3	FGIG_06419
OG0002618	SHAE2_61220.1	FGIG_06466
OG0002619	SHAE2_64080.1	FGIG_06472, FGIG_06474
OG0002620	SHAE2_32520.1, SHAE2_32520.2	FGIG_06511
OG0002621	SHAE2_10230.1, SHAE2_10230.8, SHAE2_10230.2, SHAE2_10230.4, SHAE2_10230.5, SHAE2_10230.3, SHAE2_10230.6, SHAE2_10230.7	FGIG_09641, FGIG_06677
OG0002622	SHAE2_60070.1, SHAE2_60070.2, SHAE2_60070.3, SHAE2_60070.4	FGIG_06700
OG0002623	SHAE2_13150.1, SHAE2_13150.2	FGIG_06729, FGIG_06728
OG0002624	SHAE2_18650.1, SHAE2_18650.2	FGIG_06964
OG0002625	SHAE2_38890.1	FGIG_06967
OG0002626	SHAE2_61530.2, SHAE2_61530.1	FGIG_06976
OG0002627	SHAE2_14880.1, SHAE2_14880.2	FGIG_07084
OG0002629	SHAE2_96860.1, SHAE2_96860.2	FGIG_07170
OG0002630	SHAE2_10640.1	FGIG_07216
OG0002631	SHAE2_27460.1, SHAE2_27460.2	FGIG_07225
OG0002632	SHAE2_90030.1, SHAE2_90030.2	FGIG_07361, FGIG_12484, FGIG_12485
OG0002633	SHAE2_42870.3, SHAE2_42870.4, SHAE2_42870.2, SHAE2_42870.5, SHAE2_42870.1	FGIG_07397
OG0002634	SHAE2_27260.1	FGIG_07468
OG0002635	SHAE2_25500.1, SHAE2_25500.2, SHAE2_25500.3	FGIG_07528
OG0002636	SHAE2_84590.4, SHAE2_84590.1, SHAE2_84590.2, SHAE2_84590.3	FGIG_07640
OG0002637	SHAE2_99660.1	FGIG_12349, FGIG_07657, FGIG_07658
OG0002638	SHAE2_57400.1, SHAE2_57400.2, SHAE2_57400.3	FGIG_07669
OG0002639	SHAE2_71340.1	FGIG_07695
OG0002640	SHAE2_12400.1	FGIG_12195, FGIG_07993
OG0002641	SHAE2_56830.1, SHAE2_56830.2	FGIG_08071, FGIG_08808
OG0002642	SHAE2_1760.2, SHAE2_1760.1	FGIG_08263
OG0002643	SHAE2_4760.1, SHAE2_4760.2, SHAE2_4760.5, SHAE2_4760.3, SHAE2_4760.4	FGIG_08292
OG0002644	SHAE2_66020.1, SHAE2_66020.2	FGIG_08363
OG0002645	SHAE2_11800.1, SHAE2_11800.2, SHAE2_11800.4, SHAE2_11800.3	FGIG_08488
OG0002646	SHAE2_29290.1, SHAE2_29290.2	FGIG_09593, FGIG_08514
OG0002647	SHAE2_93540.1	FGIG_08632
OG0002648	SHAE2_7120.1, SHAE2_7120.2, SHAE2_7120.3	FGIG_08657
OG0002649	SHAE2_43270.5, SHAE2_43270.1, SHAE2_43270.3, SHAE2_43270.4, SHAE2_43270.6, SHAE2_43270.7, SHAE2_43270.8, SHAE2_43270.2, SHAE2_43270.9	FGIG_08764, FGIG_10032
OG0002650	SHAE2_10240.3, SHAE2_10240.1, SHAE2_10240.2, SHAE2_10240.6, SHAE2_10240.4, SHAE2_10240.5	FGIG_08774
OG0002651	SHAE2_12440.1	FGIG_08809
OG0002652	SHAE2_47980.1, SHAE2_47980.2	FGIG_08823, FGIG_08825, FGIG_08824
OG0002653	SHAE2_94600.1	FGIG_08840
OG0002654	SHAE2_85450.1, SHAE2_85450.2	FGIG_08874
OG0002655	SHAE2_60430.1	FGIG_08904, FGIG_08905
OG0002656	SHAE2_22610.1, SHAE2_22610.2	FGIG_09068
OG0002657	SHAE2_18080.1, SHAE2_18080.2	FGIG_09186
OG0002658	SHAE2_31910.2, SHAE2_31910.1, SHAE2_31910.3	FGIG_10965, FGIG_09229
OG0002659	SHAE2_64020.1	FGIG_09283, FGIG_09284
OG0002660	SHAE2_2880.3, SHAE2_2880.2, SHAE2_2880.1, SHAE2_2880.4, SHAE2_2880.5, SHAE2_2880.6	FGIG_09287
OG0002661	SHAE2_67920.1, SHAE2_67920.2, SHAE2_67920.3, SHAE2_67920.4	FGIG_09299
OG0002662	SHAE2_89020.1, SHAE2_89020.2	FGIG_09329, FGIG_09330
OG0002663	SHAE2_89520.1, SHAE2_89520.2, SHAE2_89520.3	FGIG_09358
OG0002664	SHAE2_101600.1	FGIG_09406
OG0002665	SHAE2_53560.1	FGIG_09444
OG0002666	SHAE2_34790.1, SHAE2_34790.2	FGIG_09447
OG0002667	SHAE2_29870.1, SHAE2_29870.2, SHAE2_29870.3	FGIG_09692
OG0002668	SHAE2_73750.1	FGIG_09716
OG0002669	SHAE2_94300.1, SHAE2_94310.1	FGIG_09863
OG0002670	SHAE2_30980.1, SHAE2_30980.2	FGIG_09923
OG0002671	SHAE2_98990.1	FGIG_10002
OG0002672	SHAE2_78360.6, SHAE2_78360.5, SHAE2_78360.4, SHAE2_78360.3, SHAE2_78360.1, SHAE2_78360.2	FGIG_10016, FGIG_12308, FGIG_10692
OG0002673	SHAE2_78470.1, SHAE2_78470.2, SHAE2_78470.3	FGIG_10035
OG0002674	SHAE2_30030.3, SHAE2_30030.2, SHAE2_30030.1, SHAE2_30030.4	FGIG_10188
OG0002675	SHAE2_11680.1	FGIG_10506
OG0002676	SHAE2_73010.1, SHAE2_73010.2	FGIG_10620
OG0002677	SHAE2_66640.1, SHAE2_66640.2	FGIG_10626
OG0002678	SHAE2_8100.1, SHAE2_8110.1	FGIG_10664
OG0002679	SHAE2_84670.1	FGIG_10815
OG0002680	SHAE2_71580.1	FGIG_10900
OG0002681	SHAE2_29630.1, SHAE2_29630.2, SHAE2_29630.3	FGIG_10906
OG0002682	SHAE2_21920.1	FGIG_10998
OG0002683	SHAE2_99790.1, SHAE2_99790.2	FGIG_11199
OG0002684	SHAE2_90850.1, SHAE2_90880.1, SHAE2_90910.1, SHAE2_90920.1, SHAE2_90930.1	FGIG_11240
OG0002685	SHAE2_17940.1, SHAE2_17920.1, SHAE2_17950.1	FGIG_11288
OG0002686	SHAE2_57100.3, SHAE2_57100.4, SHAE2_57100.2, SHAE2_57100.1, SHAE2_57100.5	FGIG_11995, FGIG_11420
OG0002687	SHAE2_31530.1	FGIG_11463, FGIG_12541
OG0002688	SHAE2_28120.1, SHAE2_28120.2, SHAE2_28130.1	FGIG_12381, FGIG_11687
OG0002689	SHAE2_28160.1, SHAE2_28160.3, SHAE2_28160.4, SHAE2_28160.2	FGIG_11852
OG0002690	SHAE2_43770.1, SHAE2_43770.5, SHAE2_43770.2, SHAE2_43770.4, SHAE2_43770.3	FGIG_11864
OG0002691	SHAE2_88960.2, SHAE2_88960.1, SHAE2_88960.3	FGIG_11898
OG0002692	SHAE2_15090.2, SHAE2_15090.1	FGIG_12208
OG0002693	SHAE2_51440.1, SHAE2_51470.1, SHAE2_51470.2	FGIG_12226
OG0002694	SHAE2_98720.1	FGIG_12281
OG0002695	SHAE2_3480.1	FGIG_12398, FGIG_12354
OG0002696	SHAE2_36760.1, SHAE2_36760.2	FGIG_12504
OG0002708	SHAE2_33610.1, SHAE2_33610.2, SHAE2_33610.3, SHAE2_33610.4	FGIG_00053
OG0002709	SHAE2_9930.5, SHAE2_9930.3, SHAE2_9930.6, SHAE2_9930.2, SHAE2_9930.4, SHAE2_9930.7, SHAE2_9930.8, SHAE2_9930.1	FGIG_00131
OG0002710	SHAE2_1500.1, SHAE2_1500.2, SHAE2_1500.6, SHAE2_1500.5, SHAE2_1500.3, SHAE2_1500.7, SHAE2_1500.4	FGIG_00253
OG0002711	SHAE2_96020.1	FGIG_00270
OG0002712	SHAE2_17900.1, SHAE2_17900.2	FGIG_00278
OG0002713	SHAE2_51030.1, SHAE2_51030.2, SHAE2_51030.4, SHAE2_51030.3	FGIG_00291
OG0002714	SHAE2_81940.1	FGIG_00297, FGIG_01555, FGIG_01554
OG0002715	SHAE2_64680.1	FGIG_07985, FGIG_00418
OG0002716	SHAE2_71860.1	FGIG_00604, FGIG_00420
OG0002717	SHAE2_94740.1	FGIG_00464
OG0002718	SHAE2_70860.1, SHAE2_70860.2, SHAE2_70860.3	FGIG_00471
OG0002719	SHAE2_6220.1, SHAE2_6220.2	FGIG_00486
OG0002720	SHAE2_5700.1	FGIG_00722
OG0002721	SHAE2_100520.1	FGIG_00850
OG0002722	SHAE2_24350.1	FGIG_11485, FGIG_00965, FGIG_00966
OG0002723	SHAE2_85380.1	FGIG_11475, FGIG_00967, FGIG_11476
OG0002724	SHAE2_86290.1, SHAE2_86290.2, SHAE2_86290.3	FGIG_00998, FGIG_00999, FGIG_04014
OG0002725	SHAE2_4910.1, SHAE2_4910.2	FGIG_01120
OG0002726	SHAE2_33190.7, SHAE2_33190.2, SHAE2_33190.5, SHAE2_33190.3, SHAE2_33190.4, SHAE2_33190.6, SHAE2_33190.1	FGIG_01159
OG0002727	SHAE2_78210.1, SHAE2_78210.2	FGIG_01253
OG0002728	SHAE2_10340.2, SHAE2_10340.3, SHAE2_10340.4, SHAE2_10340.1	FGIG_01273
OG0002729	SHAE2_18240.1	FGIG_01275
OG0002730	SHAE2_85200.1	FGIG_11239, FGIG_01464, FGIG_01465
OG0002731	SHAE2_49540.2, SHAE2_49540.1	FGIG_01545
OG0002732	SHAE2_71500.1, SHAE2_71500.2	FGIG_01644
OG0002733	SHAE2_26710.1, SHAE2_26710.2	FGIG_01763
OG0002734	SHAE2_45160.1	FGIG_01878
OG0002735	SHAE2_33290.1	FGIG_01907
OG0002736	SHAE2_26670.1, SHAE2_26670.3, SHAE2_26670.4, SHAE2_26670.5, SHAE2_26670.2	FGIG_02056
OG0002737	SHAE2_39550.1, SHAE2_39570.1, SHAE2_39560.1, SHAE2_39580.1	FGIG_02094, FGIG_02093
OG0002738	SHAE2_41190.1	FGIG_11460
OG0002739	SHAE2_14570.1, SHAE2_14570.2	FGIG_02207
OG0002740	SHAE2_42520.3, SHAE2_42520.1, SHAE2_42520.4, SHAE2_42520.2	FGIG_02372
OG0002741	SHAE2_19660.1	FGIG_02378
OG0002742	SHAE2_75820.1	FGIG_02450
