Orthogroup	schistosoma_haematobium	schistosoma_mattheei
OG0002227	SHAE2_46020.2, SHAE2_46020.3, SHAE2_46020.1, SHAE2_46020.4, SHAE2_46020.5, SHAE2_46020.6, SHAE2_46020.7	SMTH1_48110.1, SMTH1_48120.1
OG0002228	SHAE2_45450.1	SMTH1_47480.1, SMTH1_47480.2, SMTH1_47480.3
OG0002229	SHAE2_16410.1	SMTH1_16270.1
OG0002230	SHAE2_69660.6, SHAE2_69660.1, SHAE2_69660.2, SHAE2_69660.5, SHAE2_69660.3, SHAE2_69660.4, SHAE2_69660.7	SMTH1_72710.1
OG0002231	SHAE2_67050.4, SHAE2_67050.1, SHAE2_67050.2, SHAE2_67050.3	SMTH1_69950.1
OG0002232	SHAE2_80520.1, SHAE2_80520.2	SMTH1_84600.5, SMTH1_84600.1, SMTH1_84600.2, SMTH1_84600.3, SMTH1_84600.4
OG0002233	SHAE2_64460.2, SHAE2_64460.3, SHAE2_64460.5, SHAE2_64460.4, SHAE2_64460.1	SMTH1_67160.3, SMTH1_67160.1, SMTH1_67160.2
OG0002234	SHAE2_56800.1	SMTH1_59670.1
OG0002234	SHAE2_56810.1, SHAE2_56810.2, SHAE2_56810.4, SHAE2_56810.5, SHAE2_56810.3	SMTH1_59680.1
OG0002235	SHAE2_20650.1, SHAE2_20650.2	SMTH1_20400.2, SMTH1_20400.3, SMTH1_20400.1
OG0002236	SHAE2_72590.1	SMTH1_75680.1, SMTH1_75670.1
OG0002237	SHAE2_46390.1	SMTH1_48560.1
OG0002238	SHAE2_22240.1	SMTH1_23270.1
OG0002239	SHAE2_101120.4, SHAE2_101120.2, SHAE2_101120.1, SHAE2_101120.3	SMTH1_106140.1, SMTH1_106140.2
OG0002240	SHAE2_44790.9, SHAE2_44790.10, SHAE2_44790.3, SHAE2_44790.2, SHAE2_44790.6, SHAE2_44790.1, SHAE2_44790.11, SHAE2_44790.12, SHAE2_44790.8, SHAE2_44790.4, SHAE2_44790.5, SHAE2_44790.7, SHAE2_44790.13	SMTH1_46770.1
OG0002241	SHAE2_72390.1	SMTH1_75410.1, SMTH1_75410.2
OG0002242	SHAE2_45080.3, SHAE2_45080.2, SHAE2_45080.1	SMTH1_47010.1
OG0002243	SHAE2_31890.2	SMTH1_32770.1
OG0002244	SHAE2_26790.1, SHAE2_26790.2, SHAE2_26790.3	SMTH1_27190.1
OG0002245	SHAE2_64260.1	SMTH1_66990.1
OG0002246	SHAE2_23820.1	SMTH1_24030.3
OG0002247	SHAE2_28320.1, SHAE2_28320.2, SHAE2_28320.3, SHAE2_28320.5, SHAE2_28320.4	SMTH1_28830.1, SMTH1_28830.2
OG0002248	SHAE2_56180.5, SHAE2_56180.6, SHAE2_56180.7, SHAE2_56180.8, SHAE2_56180.1, SHAE2_56180.2, SHAE2_56180.3, SHAE2_56180.4	SMTH1_58990.1
OG0002249	SHAE2_57950.6, SHAE2_57950.5, SHAE2_57950.3, SHAE2_57950.1, SHAE2_57950.4, SHAE2_57950.2, SHAE2_57950.7	SMTH1_60920.1
OG0002250	SHAE2_43210.1, SHAE2_43210.4, SHAE2_43210.3, SHAE2_43210.2	SMTH1_44910.2, SMTH1_44910.3, SMTH1_44910.4, SMTH1_44910.1
OG0002251	SHAE2_29480.3, SHAE2_29480.5, SHAE2_29480.4, SHAE2_29480.1, SHAE2_29480.2	SMTH1_30100.1
OG0002252	SHAE2_5650.1	SMTH1_5870.1, SMTH1_5870.2
OG0002253	SHAE2_7990.3	SMTH1_8480.2, SMTH1_8480.4
OG0002254	SHAE2_54830.1	SMTH1_57530.1
OG0002255	SHAE2_6620.1, SHAE2_6620.3, SHAE2_6620.2	SMTH1_6990.1
OG0002256	SHAE2_51370.1, SHAE2_51370.3, SHAE2_51370.2	SMTH1_53740.5, SMTH1_53740.1, SMTH1_53740.6, SMTH1_53740.4, SMTH1_53740.3, SMTH1_53740.2, SMTH1_53740.7
OG0002257	SHAE2_55710.1	SMTH1_58440.2, SMTH1_58440.3, SMTH1_58440.1, SMTH1_58440.4, SMTH1_14250.1, SMTH1_21120.1, SMTH1_58440.5
OG0002258	SHAE2_55780.1, SHAE2_55780.3, SHAE2_55780.2, SHAE2_55780.4	SMTH1_58540.1
OG0002259	SHAE2_30480.1, SHAE2_30480.2	SMTH1_31250.1, SMTH1_31260.1
OG0002260	SHAE2_1290.1	SMTH1_1140.6, SMTH1_1140.2, SMTH1_1140.5, SMTH1_1140.3, SMTH1_1140.4, SMTH1_1140.1
OG0002261	SHAE2_54560.1	SMTH1_57250.1
OG0002262	SHAE2_19940.2, SHAE2_19940.1	SMTH1_19660.1, SMTH1_19660.2, SMTH1_19660.3
OG0002263	SHAE2_71300.1, SHAE2_71300.2, SHAE2_71300.3	SMTH1_74450.1
OG0002264	SHAE2_45840.2, SHAE2_45840.3, SHAE2_45840.1	SMTH1_47900.1
OG0002265	SHAE2_43420.1, SHAE2_43420.2	SMTH1_45140.1, SMTH1_45130.1
OG0002266	SHAE2_100070.2	SMTH1_105020.1
OG0002266	SHAE2_100070.1	SMTH1_105020.2, SMTH1_105020.3
OG0002268	SHAE2_103200.3	SMTH1_93020.1
OG0002269	SHAE2_65940.1	SMTH1_68730.1
OG0002270	SHAE2_94050.1	SMTH1_98410.1
OG0002271	SHAE2_85490.1, SHAE2_85490.2, SHAE2_85490.3, SHAE2_85490.4	SMTH1_90690.1, SMTH1_90690.2
OG0002272	SHAE2_27360.1	SMTH1_27710.1, SMTH1_27730.1, SMTH1_4830.1, SMTH1_27720.1
OG0002273	SHAE2_82430.1	SMTH1_86740.1, SMTH1_86740.2
OG0002274	SHAE2_49840.1, SHAE2_49840.4, SHAE2_49840.2, SHAE2_49840.3	SMTH1_51940.1, SMTH1_51960.1
OG0002275	SHAE2_89780.1, SHAE2_89780.3, SHAE2_89780.2	SMTH1_93610.2, SMTH1_93610.1
OG0002276	SHAE2_55750.1, SHAE2_55750.2, SHAE2_55750.3	SMTH1_58490.1, SMTH1_58490.2, SMTH1_58490.3
OG0002277	SHAE2_54640.1, SHAE2_54640.2, SHAE2_54640.3	SMTH1_57340.1
OG0002278	SHAE2_97390.1	SMTH1_102310.1, SMTH1_102300.1
OG0002279	SHAE2_86030.1	SMTH1_90150.1
OG0002279	SHAE2_92070.1	SMTH1_96300.1
OG0002280	SHAE2_62440.1	SMTH1_64980.1, SMTH1_64980.2, SMTH1_64980.3, SMTH1_64980.4, SMTH1_64980.5, SMTH1_64980.6, SMTH1_64980.7
OG0002283	SHAE2_54780.2, SHAE2_54780.3, SHAE2_54780.1, SHAE2_54780.4	SMTH1_57480.1
OG0002284	SHAE2_75250.1	SMTH1_78660.1
OG0002285	SHAE2_10280.1	SMTH1_9570.1
OG0002287	SHAE2_66620.1	SMTH1_69530.2
OG0002287	SHAE2_66620.2	SMTH1_69530.2
OG0002288	SHAE2_78660.1, SHAE2_78660.2	SMTH1_82560.1
OG0002289	SHAE2_36020.1	SMTH1_36840.1
OG0002290	SHAE2_90670.1, SHAE2_90670.2, SHAE2_90670.3	SMTH1_94710.1, SMTH1_94720.1
OG0002291	SHAE2_70560.3, SHAE2_70560.2, SHAE2_70560.4, SHAE2_70560.1	SMTH1_73670.1
OG0002292	SHAE2_79210.1, SHAE2_79210.2	SMTH1_83090.2, SMTH1_83090.3, SMTH1_83090.4, SMTH1_83090.1, SMTH1_83090.5
OG0002293	SHAE2_64110.1	SMTH1_66850.3, SMTH1_66850.4, SMTH1_66850.5, SMTH1_66850.1, SMTH1_66850.2, SMTH1_66850.6
OG0002294	SHAE2_16790.4, SHAE2_16790.1, SHAE2_16790.2, SHAE2_16790.3	SMTH1_16650.1
OG0002295	SHAE2_56610.3, SHAE2_56610.1, SHAE2_56610.2	SMTH1_59460.1, SMTH1_59460.2
OG0002296	SHAE2_16000.1, SHAE2_16010.5, SHAE2_16010.1, SHAE2_16010.3, SHAE2_16010.4, SHAE2_16010.2	SMTH1_15750.1, SMTH1_15760.1
OG0002297	SHAE2_31370.1, SHAE2_31370.2	SMTH1_32320.1
OG0002297	SHAE2_31380.1	SMTH1_32340.1
OG0002298	SHAE2_3040.1	SMTH1_3200.1
OG0002299	SHAE2_29400.1	SMTH1_30060.1
OG0002300	SHAE2_82470.1, SHAE2_82470.2	SMTH1_86770.1
OG0002301	SHAE2_95450.1	SMTH1_99920.1
OG0002301	SHAE2_95440.1	SMTH1_99910.1
OG0002302	SHAE2_18040.2, SHAE2_18040.1	SMTH1_17780.1
OG0002303	SHAE2_79240.1, SHAE2_79240.2, SHAE2_79240.3	SMTH1_83110.1
OG0002304	SHAE2_72800.1, SHAE2_72800.2	SMTH1_75900.1, SMTH1_75910.1
OG0002305	SHAE2_37010.1	SMTH1_38010.1, SMTH1_38010.2, SMTH1_38010.3
OG0002306	SHAE2_69910.1, SHAE2_69910.2	SMTH1_72980.1, SMTH1_72970.1
OG0002307	SHAE2_78670.1	SMTH1_82570.1
OG0002308	SHAE2_54360.1, SHAE2_54360.2, SHAE2_54360.3, SHAE2_54360.4	SMTH1_57020.1, SMTH1_57020.2, SMTH1_57020.3, SMTH1_57020.4
OG0002309	SHAE2_45420.2, SHAE2_45420.4, SHAE2_45420.5, SHAE2_45420.3	SMTH1_47450.1
OG0002310	SHAE2_23950.1	SMTH1_24170.5, SMTH1_24170.1, SMTH1_24170.2, SMTH1_24170.3, SMTH1_24170.4
OG0002311	SHAE2_5500.2, SHAE2_5500.1	SMTH1_5700.1, SMTH1_5700.2
OG0002312	SHAE2_25430.1, SHAE2_25430.2, SHAE2_25430.3, SHAE2_25430.4	SMTH1_25590.1, SMTH1_25660.1, SMTH1_25660.2, SMTH1_25660.4
OG0002312	SHAE2_25410.1	SMTH1_25660.3
OG0002313	SHAE2_43320.1	SMTH1_45040.1, SMTH1_45040.2, SMTH1_45040.3
OG0002314	SHAE2_4710.1, SHAE2_4710.2	SMTH1_4800.1, SMTH1_4800.2, SMTH1_4800.3, SMTH1_4800.4
OG0002315	SHAE2_10290.2	SMTH1_9580.1
OG0002316	SHAE2_75440.1	SMTH1_78920.1
OG0002317	SHAE2_50390.1	SMTH1_52540.1, SMTH1_52540.2
OG0002318	SHAE2_25270.1, SHAE2_25270.2	SMTH1_25520.1
OG0002319	SHAE2_20440.1	SMTH1_20190.1, SMTH1_20190.2, SMTH1_20190.3, SMTH1_20190.4
OG0002320	SHAE2_78320.1, SHAE2_78320.3, SHAE2_78320.2	SMTH1_82220.1, SMTH1_82220.3, SMTH1_82220.2, SMTH1_82220.5, SMTH1_82220.4, SMTH1_82220.6, SMTH1_82220.7
OG0002321	SHAE2_18980.1	SMTH1_18610.1
OG0002322	SHAE2_22420.1	SMTH1_23060.1
OG0002323	SHAE2_67320.1, SHAE2_67320.2	SMTH1_70280.1
OG0002324	SHAE2_14210.1	SMTH1_13920.1, SMTH1_13920.2
OG0002325	SHAE2_15650.1	SMTH1_15390.2, SMTH1_15390.3, SMTH1_15390.4, SMTH1_15390.1
OG0002326	SHAE2_94750.1, SHAE2_94750.2, SHAE2_94750.3, SHAE2_94750.4	SMTH1_99180.1
OG0002327	SHAE2_82500.1	SMTH1_86810.1, SMTH1_86810.4, SMTH1_86810.3, SMTH1_86810.2
OG0002328	SHAE2_8070.1, SHAE2_8070.2, SHAE2_8070.4, SHAE2_8070.6, SHAE2_8070.8, SHAE2_8070.3, SHAE2_8070.5, SHAE2_8070.7	SMTH1_8560.1, SMTH1_8570.1
OG0002329	SHAE2_2200.1	SMTH1_2350.1, SMTH1_2350.2
OG0002330	SHAE2_6430.3, SHAE2_6430.1, SHAE2_6430.2	SMTH1_6800.1
OG0002331	SHAE2_6080.3, SHAE2_6080.1, SHAE2_6080.2	SMTH1_6350.1
OG0002332	SHAE2_14460.1	SMTH1_14170.2, SMTH1_14170.3
OG0002333	SHAE2_56660.1	SMTH1_59500.1, SMTH1_59500.2
OG0002334	SHAE2_10740.1, SHAE2_10740.3, SHAE2_10740.2, SHAE2_10740.4	SMTH1_10070.1, SMTH1_10070.2, SMTH1_10070.3
OG0002335	SHAE2_19090.1, SHAE2_19090.2	SMTH1_18710.1
OG0002336	SHAE2_60180.1	SMTH1_62860.1
OG0002337	SHAE2_101980.1	SMTH1_107010.2, SMTH1_107010.1
OG0002338	SHAE2_11530.1, SHAE2_11530.4, SHAE2_11530.5	SMTH1_10790.1
OG0002339	SHAE2_95510.1, SHAE2_95510.2, SHAE2_95510.3, SHAE2_95510.4	SMTH1_99980.1, SMTH1_99980.2, SMTH1_99980.3, SMTH1_99980.4
OG0002340	SHAE2_3100.4, SHAE2_3100.1, SHAE2_3100.3, SHAE2_3100.5, SHAE2_3100.2	SMTH1_3260.1
OG0002341	SHAE2_94130.1, SHAE2_94130.2	SMTH1_98500.1
OG0002342	SHAE2_4050.1	SMTH1_4100.1
OG0002344	SHAE2_64360.3, SHAE2_64360.1, SHAE2_64360.2	SMTH1_67090.1
OG0002345	SHAE2_92750.1, SHAE2_92750.2	SMTH1_97110.1, SMTH1_97100.1
OG0002346	SHAE2_27650.1	SMTH1_28070.1, SMTH1_28070.2
OG0002347	SHAE2_22880.1, SHAE2_22870.1	SMTH1_22540.1, SMTH1_22540.2, SMTH1_22550.1
OG0002348	SHAE2_39000.1, SHAE2_39000.2, SHAE2_39000.3	SMTH1_40020.1
OG0002349	SHAE2_94220.2, SHAE2_94220.3, SHAE2_94220.1, SHAE2_94220.4	SMTH1_98560.1
OG0002350	SHAE2_39430.3, SHAE2_39430.4, SHAE2_39430.1, SHAE2_39430.2	SMTH1_40430.1
OG0002351	SHAE2_54300.1, SHAE2_54300.2	SMTH1_56960.1, SMTH1_56960.2
OG0002352	SHAE2_93720.1, SHAE2_93720.2, SHAE2_93720.3, SHAE2_93720.4	SMTH1_98050.1, SMTH1_98050.2
OG0002353	SHAE2_79650.1	SMTH1_83560.1, SMTH1_83560.2
OG0002354	SHAE2_10090.8, SHAE2_10090.1, SHAE2_10090.2, SHAE2_10090.7, SHAE2_10090.9, SHAE2_10090.4, SHAE2_10090.5, SHAE2_10090.6, SHAE2_10090.3	SMTH1_9360.1
OG0002355	SHAE2_77950.1	SMTH1_81770.3, SMTH1_81770.1, SMTH1_81770.2, SMTH1_81770.4
OG0002356	SHAE2_69730.6, SHAE2_69730.7, SHAE2_69730.8, SHAE2_69730.2, SHAE2_69730.3, SHAE2_69730.4, SHAE2_69730.5, SHAE2_69730.1, SHAE2_69730.10, SHAE2_69730.11, SHAE2_69730.9	SMTH1_72790.1
OG0002357	SHAE2_30070.1	SMTH1_30820.1
OG0002357	SHAE2_30060.1	SMTH1_30810.1, SMTH1_30810.2
OG0002358	SHAE2_19790.1, SHAE2_19790.2	SMTH1_19490.1
OG0002359	SHAE2_16080.1, SHAE2_16080.2, SHAE2_16080.3, SHAE2_16080.4	SMTH1_15850.1
OG0002360	SHAE2_80740.1	SMTH1_84870.2, SMTH1_84870.1, SMTH1_84870.3, SMTH1_84870.4, SMTH1_84870.5
OG0002361	SHAE2_90090.1, SHAE2_90090.2	SMTH1_94050.2, SMTH1_94050.1, SMTH1_94050.3, SMTH1_94050.4
OG0002362	SHAE2_69470.1, SHAE2_69470.2, SHAE2_69470.3	SMTH1_72490.1, SMTH1_72500.1
OG0002363	SHAE2_73180.2	SMTH1_76240.1
OG0002364	SHAE2_45940.1, SHAE2_45940.2, SHAE2_45940.3	SMTH1_48050.1
OG0002365	SHAE2_5160.4, SHAE2_5160.1, SHAE2_5160.7	SMTH1_5270.1, SMTH1_5270.4, SMTH1_5270.2
OG0002370	SHAE2_51260.1	SMTH1_53540.1
OG0002370	SHAE2_49720.1	SMTH1_51830.1
OG0002371	SHAE2_2020.1, SHAE2_2020.2	SMTH1_2100.1
OG0002372	SHAE2_67750.1	SMTH1_70730.1, SMTH1_70730.4, SMTH1_70730.3
OG0002373	SHAE2_80790.1, SHAE2_80790.3, SHAE2_80790.4	SMTH1_84920.1, SMTH1_84920.2
OG0002374	SHAE2_6110.1	SMTH1_6390.1, SMTH1_6390.2
OG0002375	SHAE2_100900.2, SHAE2_100900.3, SHAE2_100900.5, SHAE2_100900.6, SHAE2_100900.4, SHAE2_100900.1	SMTH1_105890.1
OG0002376	SHAE2_76710.1, SHAE2_76710.2, SHAE2_76710.3	SMTH1_80600.1
OG0002377	SHAE2_32020.1	SMTH1_33000.1
OG0002378	SHAE2_42830.1, SHAE2_42840.1	SMTH1_44450.1
OG0002379	SHAE2_45650.1	SMTH1_47670.1
OG0002380	SHAE2_23620.1	SMTH1_23780.1
OG0002381	SHAE2_56880.1, SHAE2_56880.2	SMTH1_59760.1
OG0002382	SHAE2_11770.1	SMTH1_11170.1, SMTH1_11170.2, SMTH1_11170.3, SMTH1_11170.5, SMTH1_11170.4, SMTH1_11170.6
OG0002383	SHAE2_55540.1, SHAE2_55540.2, SHAE2_55540.3	SMTH1_58260.1
OG0002384	SHAE2_86380.2, SHAE2_86380.1, SHAE2_86380.3	SMTH1_89780.1, SMTH1_89780.2, SMTH1_89780.3
OG0002385	SHAE2_31080.1	SMTH1_31950.1
OG0002386	SHAE2_36050.1, SHAE2_36030.4, SHAE2_36030.3, SHAE2_36030.1, SHAE2_36030.2	SMTH1_36850.1, SMTH1_36870.1
OG0002387	SHAE2_81710.1, SHAE2_81710.2	SMTH1_85950.1, SMTH1_85950.2
OG0002388	SHAE2_12600.4, SHAE2_12600.2, SHAE2_12600.5, SHAE2_12600.6, SHAE2_12600.1, SHAE2_12600.3	SMTH1_12100.1
OG0002389	SHAE2_93870.5, SHAE2_93870.10, SHAE2_93870.6, SHAE2_93870.8, SHAE2_93870.2, SHAE2_93870.1, SHAE2_93870.9, SHAE2_93870.7, SHAE2_93870.3, SHAE2_93870.4	SMTH1_98190.1
OG0002390	SHAE2_18510.2, SHAE2_18510.1, SHAE2_18510.3	SMTH1_18250.1, SMTH1_18240.1
OG0002391	SHAE2_20940.1	SMTH1_20690.1, SMTH1_20690.2, SMTH1_20690.3, SMTH1_20690.4, SMTH1_20690.5
OG0002392	SHAE2_96340.1	SMTH1_100860.1
OG0002393	SHAE2_63390.3	SMTH1_65960.1
OG0002394	SHAE2_33440.2, SHAE2_33440.4, SHAE2_33440.5, SHAE2_33440.3, SHAE2_33440.7, SHAE2_33440.6	SMTH1_34600.1
OG0002395	SHAE2_88770.1, SHAE2_88770.2	SMTH1_92560.1, SMTH1_92550.1
OG0002396	SHAE2_35100.1	SMTH1_36470.1
OG0002397	SHAE2_83260.1, SHAE2_83260.2, SHAE2_83260.3, SHAE2_83260.4	SMTH1_87670.1
OG0002398	SHAE2_5850.3, SHAE2_5850.4, SHAE2_5850.5, SHAE2_5850.6, SHAE2_5850.2, SHAE2_5850.1	SMTH1_6090.1
OG0002399	SHAE2_43780.2, SHAE2_43780.1	SMTH1_45570.1
OG0002400	SHAE2_3560.2, SHAE2_3560.1, SHAE2_3560.3	SMTH1_3630.1, SMTH1_3630.2
OG0002401	SHAE2_101570.1	SMTH1_106890.1
OG0002402	SHAE2_21840.3, SHAE2_21840.1, SHAE2_21840.2, SHAE2_21830.1, SHAE2_21830.2	SMTH1_23740.1
OG0002403	SHAE2_103280.1, SHAE2_103280.2, SHAE2_103280.3, SHAE2_103280.4	SMTH1_26810.1
OG0002404	SHAE2_66090.1	SMTH1_68890.2, SMTH1_68890.1
OG0002405	SHAE2_2140.2, SHAE2_2140.1	SMTH1_2270.1
OG0002406	SHAE2_10390.3, SHAE2_10390.5, SHAE2_10390.2, SHAE2_10390.4, SHAE2_10390.1	SMTH1_9710.3, SMTH1_9710.4, SMTH1_9710.1, SMTH1_9710.2
OG0002407	SHAE2_9960.1	SMTH1_9220.1
OG0002408	SHAE2_78200.3, SHAE2_78200.4, SHAE2_78200.2, SHAE2_78200.1	SMTH1_82070.2, SMTH1_82070.1, SMTH1_82070.3
OG0002409	SHAE2_89830.3, SHAE2_89830.1, SHAE2_89830.2	SMTH1_93690.1
OG0002410	SHAE2_38330.1, SHAE2_38330.4	SMTH1_39390.1
OG0002411	SHAE2_94060.1	SMTH1_98420.1
OG0002412	SHAE2_31760.1	SMTH1_32910.1, SMTH1_32910.2, SMTH1_32910.3
OG0002413	SHAE2_92500.1	SMTH1_96780.1, SMTH1_96780.3, SMTH1_96780.2
OG0002416	SHAE2_43730.4, SHAE2_43730.3, SHAE2_43730.1, SHAE2_43730.2, SHAE2_43730.5	SMTH1_45520.1
OG0002417	SHAE2_18300.5, SHAE2_18300.6, SHAE2_18300.1, SHAE2_18300.2, SHAE2_18300.3, SHAE2_18300.4	SMTH1_18000.1
OG0002418	SHAE2_35870.1	SMTH1_36650.1, SMTH1_36650.3, SMTH1_36650.4, SMTH1_36650.2
OG0002419	SHAE2_30950.2, SHAE2_30950.1, SHAE2_30950.3, SHAE2_30950.4, SHAE2_30950.5	SMTH1_31810.1
OG0002420	SHAE2_36080.1	SMTH1_36900.1
OG0002421	SHAE2_76100.1, SHAE2_76100.2, SHAE2_76100.5, SHAE2_76100.4, SHAE2_76100.3	SMTH1_79810.1
OG0002422	SHAE2_37600.1, SHAE2_37600.2	SMTH1_38610.1, SMTH1_38610.2
OG0002423	SHAE2_75000.2, SHAE2_75000.3, SHAE2_75000.1	SMTH1_78350.1
OG0002424	SHAE2_59480.3, SHAE2_59480.4, SHAE2_59480.1, SHAE2_59480.2	SMTH1_62190.1
OG0002425	SHAE2_37360.1, SHAE2_37360.2	SMTH1_38380.1
OG0002426	SHAE2_39850.1, SHAE2_39850.2	SMTH1_40810.1
OG0002427	SHAE2_10380.1	SMTH1_9700.1
OG0002428	SHAE2_14350.1	SMTH1_14070.1, SMTH1_14070.2, SMTH1_14070.3
OG0002429	SHAE2_42890.1, SHAE2_42890.2	SMTH1_44520.1, SMTH1_44510.1
OG0002430	SHAE2_78980.1	SMTH1_82860.1
OG0002431	SHAE2_39590.3, SHAE2_39590.1, SHAE2_39590.2	SMTH1_40540.1, SMTH1_40540.2
OG0002432	SHAE2_64810.1	SMTH1_67530.1
OG0002433	SHAE2_21580.1	SMTH1_21440.4, SMTH1_21440.5, SMTH1_21440.3, SMTH1_21440.1, SMTH1_21440.2
OG0002434	SHAE2_37680.1	SMTH1_38710.1, SMTH1_38710.2
OG0002435	SHAE2_31010.1, SHAE2_31010.2	SMTH1_31870.1
OG0002436	SHAE2_24290.3, SHAE2_24290.4, SHAE2_24290.2, SHAE2_24290.1	SMTH1_24560.1
OG0002437	SHAE2_55940.4, SHAE2_55940.3, SHAE2_55940.5, SHAE2_55940.2	SMTH1_58730.1, SMTH1_58730.2, SMTH1_58730.3
OG0002438	SHAE2_36320.4, SHAE2_36320.5, SHAE2_36320.1, SHAE2_36320.2, SHAE2_36320.3	SMTH1_37210.1
OG0002439	SHAE2_56090.1	SMTH1_58880.1
OG0002440	SHAE2_73490.6, SHAE2_73490.1, SHAE2_73490.3, SHAE2_73490.4, SHAE2_73490.5, SHAE2_73490.2	SMTH1_76560.1
OG0002441	SHAE2_52310.1, SHAE2_52310.2	SMTH1_54860.4
OG0002442	SHAE2_45430.1, SHAE2_45430.2, SHAE2_45430.3	SMTH1_47460.1, SMTH1_47460.2, SMTH1_47460.3, SMTH1_47460.4, SMTH1_47460.5
OG0002443	SHAE2_48510.1	SMTH1_50720.1
OG0002444	SHAE2_61230.1	SMTH1_63680.1, SMTH1_63690.1
OG0002445	SHAE2_73510.1, SHAE2_73510.3, SHAE2_73510.4, SHAE2_73510.2	SMTH1_76580.1
OG0002446	SHAE2_66660.1, SHAE2_66660.3, SHAE2_66660.2	SMTH1_69570.1, SMTH1_69570.2
OG0002447	SHAE2_8020.1	SMTH1_8510.1, SMTH1_8510.2
OG0002448	SHAE2_34550.1, SHAE2_34550.4, SHAE2_34550.2, SHAE2_34550.3	SMTH1_35810.1
OG0002449	SHAE2_20460.1	SMTH1_20210.3, SMTH1_20210.1, SMTH1_20210.2
OG0002450	SHAE2_69450.3, SHAE2_69450.2, SHAE2_69450.1, SHAE2_69450.4	SMTH1_72470.2, SMTH1_72470.1, SMTH1_72470.3
OG0002451	SHAE2_76130.1, SHAE2_76130.4, SHAE2_76130.5, SHAE2_76130.2, SHAE2_76130.3	SMTH1_79860.1, SMTH1_79860.2
OG0002452	SHAE2_8500.1, SHAE2_8500.2, SHAE2_8500.3	SMTH1_9030.1, SMTH1_9030.2, SMTH1_9030.3
OG0002453	SHAE2_79220.1, SHAE2_50410.2, SHAE2_50410.5, SHAE2_50410.4, SHAE2_50410.1, SHAE2_50410.3	SMTH1_52560.1, SMTH1_52560.2
OG0002454	SHAE2_71390.1	SMTH1_74570.1, SMTH1_74560.1
OG0002455	SHAE2_70200.4, SHAE2_70200.2, SHAE2_70200.3, SHAE2_70200.5, SHAE2_70200.1, SHAE2_70200.6	SMTH1_73310.1
OG0002456	SHAE2_35080.1	SMTH1_36450.1
OG0002457	SHAE2_75270.1	SMTH1_78700.1
OG0002458	SHAE2_89850.1, SHAE2_89850.2	SMTH1_93710.1
OG0002459	SHAE2_41060.1, SHAE2_41060.2, SHAE2_41060.3, SHAE2_41060.4	SMTH1_42070.5, SMTH1_42070.6, SMTH1_42230.1
OG0002460	SHAE2_10130.1, SHAE2_10130.2, SHAE2_10130.7, SHAE2_10130.5, SHAE2_10130.4, SHAE2_10130.3, SHAE2_10130.6	SMTH1_9400.1, SMTH1_9400.2
OG0002461	SHAE2_11270.1	SMTH1_10590.1
OG0002462	SHAE2_68450.2, SHAE2_68450.3, SHAE2_68450.1	SMTH1_71440.1
OG0002463	SHAE2_88930.1, SHAE2_88930.2	SMTH1_92660.1, SMTH1_92660.2, SMTH1_92660.3
OG0002464	SHAE2_30340.1, SHAE2_30340.2	SMTH1_31130.1, SMTH1_31130.2
OG0002465	SHAE2_87340.1, SHAE2_87340.2, SHAE2_87340.3	SMTH1_92050.1
OG0002466	SHAE2_99290.6, SHAE2_99290.7, SHAE2_99290.3, SHAE2_99290.4, SHAE2_99290.5, SHAE2_99290.1, SHAE2_99290.2	SMTH1_104310.1
OG0002467	SHAE2_53780.1, SHAE2_53780.2	SMTH1_56430.1
OG0002468	SHAE2_80360.1	SMTH1_84350.1
OG0002469	SHAE2_4980.1, SHAE2_4980.2	SMTH1_5110.1, SMTH1_5110.2
OG0002470	SHAE2_83590.1	SMTH1_87990.1
OG0002471	SHAE2_79410.1, SHAE2_79410.2, SHAE2_79410.3	SMTH1_83300.1, SMTH1_83300.2
OG0002472	SHAE2_39730.1, SHAE2_39730.3	SMTH1_40710.1, SMTH1_40710.2
OG0002473	SHAE2_11640.3, SHAE2_11640.4, SHAE2_11640.5, SHAE2_11640.1, SHAE2_11640.2	SMTH1_11010.1
OG0002474	SHAE2_93340.1, SHAE2_93340.2, SHAE2_93340.4, SHAE2_93340.3	SMTH1_97650.1, SMTH1_97650.2
OG0002475	SHAE2_20980.1	SMTH1_20720.2, SMTH1_20720.3, SMTH1_20720.1, SMTH1_20720.4
OG0002476	SHAE2_33210.5, SHAE2_33210.6, SHAE2_33210.7, SHAE2_33210.4, SHAE2_33210.1, SHAE2_33210.3, SHAE2_33210.2	SMTH1_34370.1
OG0002477	SHAE2_80940.1, SHAE2_80940.4, SHAE2_80940.3, SHAE2_80940.2	SMTH1_85060.1, SMTH1_85060.2, SMTH1_85060.3
OG0002478	SHAE2_54510.1, SHAE2_54510.2	SMTH1_57190.1, SMTH1_57190.4, SMTH1_57190.3, SMTH1_57190.2
OG0002479	SHAE2_67550.1	SMTH1_70490.1
OG0002480	SHAE2_30140.1	SMTH1_30890.1, SMTH1_30900.1
OG0002481	SHAE2_6570.1	SMTH1_6930.1
OG0002482	SHAE2_65820.2, SHAE2_65820.3	SMTH1_68610.2, SMTH1_68610.3
OG0002482	SHAE2_65820.1	SMTH1_68610.1
