Orthogroup	schistosoma_haematobium	schistosoma_japonicum
OG0003474	SHAE2_60230.1	EWB00_005130.1, EWB00_005130.5, EWB00_005130.2, EWB00_005130.3, EWB00_005130.4, EWB00_005130.6
OG0003475	SHAE2_26760.1	EWB00_001085.1, EWB00_001085.2
OG0003476	SHAE2_45630.1, SHAE2_45630.2	EWB00_006402.1, EWB00_006402.2
OG0003477	SHAE2_94640.1, SHAE2_94640.2, SHAE2_94640.3	EWB00_011377
OG0003478	SHAE2_6830.1	EWB00_009561.2, EWB00_009561.1, EWB00_009561.3
OG0003479	SHAE2_30250.1	EWB00_006951.1, EWB00_006951.2, EWB00_006951.3
OG0003480	SHAE2_72010.1	EWB00_006233.1, EWB00_006233.2
OG0003481	SHAE2_65710.1, SHAE2_65710.2, SHAE2_65710.3	EWB00_011156
OG0003482	SHAE2_92850.1, SHAE2_92850.9, SHAE2_92850.4, SHAE2_92850.8, SHAE2_92850.3, SHAE2_92850.5, SHAE2_92850.6, SHAE2_92850.7, SHAE2_92850.2	EWB00_007533
OG0003483	SHAE2_32620.1, SHAE2_32620.2	EWB00_005976.1, EWB00_005976.2, EWB00_005976.5, EWB00_005976.3, EWB00_005976.4
OG0003484	SHAE2_4840.1, SHAE2_4840.2	EWB00_004846
OG0003485	SHAE2_88900.1, SHAE2_103490.1, SHAE2_103490.2, SHAE2_103490.3	EWB00_009592, EWB00_009595
OG0003486	SHAE2_44260.1, SHAE2_44260.2	EWB00_007660.1, EWB00_007660.2, EWB00_007660.3
OG0003487	SHAE2_54890.1	EWB00_006510.1, EWB00_006510.3, EWB00_006510.4, EWB00_006510.2
OG0003488	SHAE2_13440.1	EWB00_009415.1, EWB00_009415.2, EWB00_009415.3
OG0003489	SHAE2_102360.1	EWB00_007266.2, EWB00_007266.3, EWB00_007266.1, EWB00_007266.4
OG0003490	SHAE2_10690.1	EWB00_003071.1, EWB00_003071.2
OG0003491	SHAE2_36830.1	EWB00_001762.1, EWB00_001762.2, EWB00_001762.3
OG0003492	SHAE2_65090.1, SHAE2_65090.2	EWB00_011348, EWB00_011347
OG0003493	SHAE2_97150.1, SHAE2_97150.2	EWB00_003175
OG0003494	SHAE2_98410.1	EWB00_005519.2, EWB00_005519.4, EWB00_005519.5, EWB00_005519.3, EWB00_005519.1
OG0003495	SHAE2_4660.2, SHAE2_4660.1	EWB00_009577.3, EWB00_009577.1, EWB00_009577.2
OG0003496	SHAE2_32580.3, SHAE2_32580.1, SHAE2_32580.2	EWB00_005978.1, EWB00_005978.2
OG0003497	SHAE2_58560.1, SHAE2_58560.2	EWB00_000438, EWB00_003786
OG0003498	SHAE2_74610.1	EWB00_009347.1, EWB00_009347.2
OG0003500	SHAE2_67510.1, SHAE2_67510.3, SHAE2_67510.2	EWB00_007109.1, EWB00_007109.2, EWB00_007109.3
OG0003501	SHAE2_81900.1, SHAE2_81900.2, SHAE2_81900.4, SHAE2_81900.3	EWB00_008240.1, EWB00_008240.2
OG0003502	SHAE2_92950.1, SHAE2_92950.2	EWB00_009443
OG0003503	SHAE2_6260.2, SHAE2_6260.1	EWB00_002043.4, EWB00_002043.1, EWB00_002043.3, EWB00_002043.2, EWB00_002043.5
OG0003504	SHAE2_41910.1, SHAE2_41910.2, SHAE2_41910.3	EWB00_006216.1, EWB00_006216.2
OG0003505	SHAE2_54440.1	EWB00_005314.1, EWB00_005314.2, EWB00_005314.3, EWB00_005314.4
OG0003506	SHAE2_1400.1, SHAE2_1400.2, SHAE2_1400.3	EWB00_005692.1, EWB00_005692.2, EWB00_005692.3
OG0003507	SHAE2_4670.1, SHAE2_4670.2, SHAE2_4670.3	EWB00_004827, EWB00_010540
OG0003508	SHAE2_69060.1	EWB00_003644
OG0003509	SHAE2_46800.1, SHAE2_46810.1, SHAE2_46800.2, SHAE2_46810.2	EWB00_000031
OG0003510	SHAE2_1380.2, SHAE2_1380.1	EWB00_005690
OG0003511	SHAE2_68920.1, SHAE2_68920.2, SHAE2_68920.3	EWB00_008714
OG0003512	SHAE2_87140.2, SHAE2_87140.1	EWB00_008789.1, EWB00_008789.2, EWB00_008789.3, EWB00_008789.4
OG0003513	SHAE2_80220.1	EWB00_007160
OG0003514	SHAE2_31190.1, SHAE2_31190.2, SHAE2_31190.3	EWB00_000641
OG0003515	SHAE2_99240.1, SHAE2_99240.2	EWB00_004772.1, EWB00_004772.2
OG0003516	SHAE2_54210.1	EWB00_010609
OG0003517	SHAE2_100970.1	EWB00_004794.2, EWB00_004794.1, EWB00_004794.3, EWB00_004794.4, EWB00_004794.5
OG0003518	SHAE2_91900.3, SHAE2_91900.4, SHAE2_91900.2, SHAE2_91900.1, SHAE2_91900.5	EWB00_005278.1, EWB00_005278.2
OG0003519	SHAE2_40640.1, SHAE2_40640.3, SHAE2_40640.2	EWB00_007709.1, EWB00_007709.2
OG0003520	SHAE2_61750.1, SHAE2_61750.2	EWB00_005566
OG0003521	SHAE2_13650.1	EWB00_009438
OG0003522	SHAE2_84580.1	EWB00_007484
OG0003523	SHAE2_57910.1, SHAE2_57910.3, SHAE2_57910.4, SHAE2_57910.5, SHAE2_57910.2	EWB00_000743
OG0003524	SHAE2_66150.1	EWB00_004011
OG0003525	SHAE2_3900.2, SHAE2_3900.1, SHAE2_3900.3	EWB00_007344
OG0003526	SHAE2_32340.1	EWB00_006005.1, EWB00_006005.2, EWB00_006005.3, EWB00_006005.4
OG0003527	SHAE2_84080.1	EWB00_002256.2, EWB00_002256.1, EWB00_002256.3
OG0003528	SHAE2_900.1, SHAE2_900.2, SHAE2_900.3	EWB00_010233.2, EWB00_010233.4, EWB00_010233.1, EWB00_010233.3
OG0003529	SHAE2_45050.3, SHAE2_45050.4, SHAE2_45050.1, SHAE2_45050.2	EWB00_003232
OG0003530	SHAE2_70570.1, SHAE2_70570.2, SHAE2_70570.3	EWB00_004001.1, EWB00_004001.2, EWB00_004001.3
OG0003531	SHAE2_12450.3, SHAE2_12450.1, SHAE2_12450.2, SHAE2_12450.4, SHAE2_12450.5	EWB00_009491
OG0003532	SHAE2_10080.1, SHAE2_10080.2, SHAE2_10080.3	EWB00_008841.2, EWB00_008841.3, EWB00_008841.1, EWB00_008841.4, EWB00_008841.5, EWB00_008841.6, EWB00_008841.7, EWB00_008841.8
OG0003533	SHAE2_51600.1	EWB00_010709
OG0003534	SHAE2_92620.1	EWB00_000325
OG0003535	SHAE2_99830.1	EWB00_006668
OG0003536	SHAE2_65150.1, SHAE2_65150.2, SHAE2_65150.4, SHAE2_65150.3, SHAE2_65150.5, SHAE2_65150.6, SHAE2_65150.7, SHAE2_65150.8	EWB00_011353
OG0003537	SHAE2_63280.1	EWB00_000502
OG0003538	SHAE2_24340.1	EWB00_005823.1
OG0003539	SHAE2_81500.1	EWB00_002023
OG0003540	SHAE2_4860.1	EWB00_004850.1, EWB00_004850.2
OG0003541	SHAE2_91440.1	EWB00_003020
OG0003542	SHAE2_68250.1	EWB00_008893.1, EWB00_008893.2
OG0003543	SHAE2_52810.1	EWB00_007608
OG0003544	SHAE2_51820.1, SHAE2_51820.2	EWB00_008069
OG0003545	SHAE2_21700.1	EWB00_010356.1, EWB00_010356.2, EWB00_010356.3
OG0003547	SHAE2_8140.3, SHAE2_8140.2, SHAE2_8140.1, SHAE2_8140.4	EWB00_008593.3, EWB00_008593.1, EWB00_008593.2
OG0003548	SHAE2_24630.1, SHAE2_24630.2, SHAE2_24630.3	EWB00_005758.1, EWB00_005758.2
OG0003549	SHAE2_93390.1, SHAE2_93390.2	EWB00_003272.1, EWB00_003272.2, EWB00_003272.3
OG0003550	SHAE2_40440.1, SHAE2_40440.2	EWB00_001310.1, EWB00_001310.2, EWB00_001310.3
OG0003551	SHAE2_68620.1, SHAE2_68590.1	EWB00_005582.1, EWB00_005582.2
OG0003552	SHAE2_61820.1, SHAE2_61820.2	EWB00_003466.1, EWB00_003466.2
OG0003553	SHAE2_11740.1, SHAE2_11750.1	EWB00_000806.1, EWB00_000806.2
OG0003554	SHAE2_73730.1	EWB00_010077
OG0003555	SHAE2_81020.1	EWB00_011006
OG0003556	SHAE2_65070.1, SHAE2_65070.2	EWB00_011345
OG0003557	SHAE2_49930.1, SHAE2_49930.2	EWB00_002541
OG0003558	SHAE2_62280.2, SHAE2_62280.5, SHAE2_62280.3, SHAE2_62280.4, SHAE2_62280.1	EWB00_005180.1, EWB00_005180.2
OG0003559	SHAE2_86270.1, SHAE2_86270.2	EWB00_008946.1, EWB00_008946.2
OG0003560	SHAE2_66920.3, SHAE2_66920.5, SHAE2_66920.1, SHAE2_66920.2, SHAE2_66920.4	EWB00_000392.3, EWB00_000392.1, EWB00_000392.2
OG0003561	SHAE2_5210.1, SHAE2_5210.3, SHAE2_5210.4, SHAE2_5210.2	EWB00_000101.1, EWB00_000101.2
OG0003562	SHAE2_68240.1, SHAE2_68230.1	EWB00_008889
OG0003564	SHAE2_33810.1, SHAE2_33810.2, SHAE2_33810.3, SHAE2_33810.4	EWB00_002583.1, EWB00_002583.3, EWB00_002583.2
OG0003565	SHAE2_29370.1, SHAE2_29260.1	EWB00_010138, EWB00_005004
OG0003568	SHAE2_3080.1	EWB00_007885, EWB00_007884
OG0003569	SHAE2_6960.1, SHAE2_6960.2, SHAE2_6960.3	EWB00_008985
OG0003571	SHAE2_3990.1	EWB00_001642
OG0003571	SHAE2_4000.1	EWB00_001641
OG0003577	SHAE2_47330.1, SHAE2_47340.1	EWB00_000986
OG0003578	SHAE2_100090.1, SHAE2_100090.2, SHAE2_100090.3, SHAE2_100090.4	EWB00_000569
OG0003579	SHAE2_39520.1, SHAE2_39520.2	EWB00_004333.2
OG0003580	SHAE2_17870.2, SHAE2_17870.3, SHAE2_17870.4, SHAE2_17870.1	EWB00_010285.1, EWB00_010285.2
OG0003581	SHAE2_44120.1, SHAE2_44120.3, SHAE2_44120.2	EWB00_007670, EWB00_007671
OG0003582	SHAE2_61120.1	EWB00_003197.1, EWB00_003197.2
OG0003583	SHAE2_3400.1, SHAE2_3400.2	EWB00_007579.1, EWB00_007579.2
OG0003584	SHAE2_65740.3, SHAE2_65740.1, SHAE2_65740.2, SHAE2_65740.4	EWB00_011159
OG0003585	SHAE2_89310.1, SHAE2_89310.2, SHAE2_89310.3	EWB00_008400
OG0003586	SHAE2_47910.1	EWB00_009705
OG0003587	SHAE2_12780.1	EWB00_005544
OG0003588	SHAE2_18230.1	EWB00_003120.3, EWB00_003120.6, EWB00_003120.1, EWB00_003120.2, EWB00_003120.5, EWB00_003120.4
OG0003589	SHAE2_75580.1	EWB00_006084
OG0003590	SHAE2_6800.1	EWB00_009920
OG0003591	SHAE2_63190.1, SHAE2_63190.6, SHAE2_63190.5, SHAE2_63190.3, SHAE2_63190.4, SHAE2_63190.2	EWB00_000490
OG0003592	SHAE2_77980.1, SHAE2_77990.1, SHAE2_77990.2	EWB00_008095, EWB00_008093
OG0003593	SHAE2_103390.1	EWB00_002921.1, EWB00_002921.2, EWB00_002921.3
OG0003594	SHAE2_17530.1, SHAE2_17530.2, SHAE2_17530.3	EWB00_004813.1, EWB00_004813.2, EWB00_004814
OG0003595	SHAE2_90710.1, SHAE2_90710.2, SHAE2_90710.3	EWB00_001654
OG0003596	SHAE2_56060.1	EWB00_006790
OG0003597	SHAE2_77560.1, SHAE2_77560.2, SHAE2_77560.3, SHAE2_77560.4	EWB00_004523
OG0003598	SHAE2_39140.4, SHAE2_39140.2, SHAE2_39140.1, SHAE2_39140.3	EWB00_004299
OG0003599	SHAE2_15100.1	EWB00_002688.2, EWB00_002688.1, EWB00_002688.4, EWB00_002688.3
OG0003600	SHAE2_5720.1	EWB00_008276
OG0003601	SHAE2_29840.1, SHAE2_29840.2	EWB00_007006.1, EWB00_007006.2, EWB00_007006.3
OG0003602	SHAE2_68940.1, SHAE2_68940.2, SHAE2_68940.3	EWB00_008715
OG0003603	SHAE2_75500.1	EWB00_006100
OG0003604	SHAE2_1310.1	EWB00_005678.1, EWB00_005678.2
OG0003605	SHAE2_18540.1, SHAE2_18540.2	EWB00_002457
OG0003606	SHAE2_37040.1	EWB00_005930.1, EWB00_005930.2
OG0003607	SHAE2_17090.1	EWB00_002345
OG0003608	SHAE2_39070.1	EWB00_004291.2, EWB00_004291.1, EWB00_004291.3
OG0003609	SHAE2_26820.1, SHAE2_26820.2, SHAE2_26820.3	EWB00_001099
OG0003610	SHAE2_93790.1	EWB00_004469.5, EWB00_004469.2, EWB00_004469.6, EWB00_004469.4, EWB00_004469.1, EWB00_004469.3
OG0003611	SHAE2_57350.1	EWB00_001201.1, EWB00_001201.2, EWB00_001201.3
OG0003612	SHAE2_63300.1, SHAE2_63300.2	EWB00_000504
OG0003613	SHAE2_72750.1	EWB00_009760
OG0003614	SHAE2_63120.4, SHAE2_63120.2, SHAE2_63120.3, SHAE2_63120.1	EWB00_000482
OG0003615	SHAE2_41860.2, SHAE2_41860.3, SHAE2_41860.1	EWB00_009528
OG0003616	SHAE2_19820.1, SHAE2_19820.2	EWB00_006540.1, EWB00_006540.2
OG0003617	SHAE2_64670.1	EWB00_000228.1, EWB00_000228.2, EWB00_000228.3
OG0003618	SHAE2_26680.1, SHAE2_26680.3, SHAE2_26680.2	EWB00_006999
OG0003619	SHAE2_12200.2, SHAE2_12200.1, SHAE2_12200.4, SHAE2_12200.5	EWB00_009469.1, EWB00_009469.3, EWB00_009469.2
OG0003620	SHAE2_52200.1	EWB00_008724.1, EWB00_008724.2
OG0003621	SHAE2_57360.1, SHAE2_57360.2	EWB00_008123
OG0003622	SHAE2_74930.1	EWB00_008138
OG0003623	SHAE2_53160.1	EWB00_005368
OG0003624	SHAE2_13740.1, SHAE2_13740.2	EWB00_002195
OG0003625	SHAE2_91390.1	EWB00_003010.3, EWB00_003010.1, EWB00_003010.2, EWB00_003010.4
OG0003626	SHAE2_90770.1	EWB00_004936.1, EWB00_004936.2
OG0003627	SHAE2_90580.1	EWB00_008605, EWB00_008603
OG0003628	SHAE2_36450.6, SHAE2_36450.2, SHAE2_36450.3, SHAE2_36450.1, SHAE2_36450.5, SHAE2_36450.4, SHAE2_36450.7	EWB00_008141.1, EWB00_008141.2
OG0003629	SHAE2_7860.1, SHAE2_7860.3, SHAE2_7860.2, SHAE2_7860.4	EWB00_009569.2, EWB00_009569.1, EWB00_010023, EWB00_010020
OG0003630	SHAE2_38650.4, SHAE2_38650.1, SHAE2_38650.5, SHAE2_38650.2, SHAE2_38650.3	EWB00_004250
OG0003631	SHAE2_83110.1	EWB00_001248.1, EWB00_001248.2
OG0003632	SHAE2_68650.1	EWB00_005579
OG0003633	SHAE2_56520.1, SHAE2_56520.2	EWB00_010695
OG0003634	SHAE2_82400.1	EWB00_007376.1, EWB00_007376.2
OG0003635	SHAE2_80970.1	EWB00_011001.2, EWB00_011001.3, EWB00_011001.6, EWB00_011001.1, EWB00_011001.4, EWB00_011001.5
OG0003636	SHAE2_78310.4, SHAE2_78310.3, SHAE2_78310.1, SHAE2_78310.2	EWB00_010927
OG0003637	SHAE2_71740.1	EWB00_005776
OG0003638	SHAE2_57200.1	EWB00_006501
OG0003639	SHAE2_57210.1, SHAE2_57210.2, SHAE2_57210.4, SHAE2_57210.3, SHAE2_57210.5	EWB00_006502.2, EWB00_006502.3, EWB00_006502.1, EWB00_006502.4
OG0003640	SHAE2_5320.1	EWB00_009086.2, EWB00_009086.1, EWB00_009086.3
OG0003641	SHAE2_80170.2, SHAE2_80170.1, SHAE2_80170.3	EWB00_007154.1, EWB00_007154.2
OG0003642	SHAE2_60020.2, SHAE2_60020.4, SHAE2_60020.1, SHAE2_60020.3	EWB00_003569
OG0003643	SHAE2_76700.1, SHAE2_76700.2	EWB00_008337.1, EWB00_008337.2, EWB00_008337.3, EWB00_008337.4, EWB00_008337.5
OG0003644	SHAE2_16860.1	EWB00_002328.1, EWB00_002328.2, EWB00_002328.3, EWB00_002328.4
OG0003645	SHAE2_50350.1, SHAE2_50350.2, SHAE2_50350.3, SHAE2_50350.4, SHAE2_50350.5	EWB00_000218
OG0003646	SHAE2_56740.6, SHAE2_56740.5, SHAE2_56740.3, SHAE2_56740.4, SHAE2_56740.1, SHAE2_56740.2	EWB00_005389
OG0003647	SHAE2_17390.1	EWB00_006464
OG0003648	SHAE2_11840.1	EWB00_000816, EWB00_005530
OG0003649	SHAE2_41470.1, SHAE2_41470.2, SHAE2_41470.4, SHAE2_41470.3	EWB00_005622
OG0003650	SHAE2_17450.1	EWB00_004802.1, EWB00_004802.2
OG0003651	SHAE2_53800.1	EWB00_005220.3, EWB00_005220.6, EWB00_005220.1, EWB00_005220.5, EWB00_005220.2, EWB00_005220.4
OG0003652	SHAE2_57340.1, SHAE2_57320.1	EWB00_008124
OG0003653	SHAE2_42710.1	EWB00_004601
OG0003654	SHAE2_70840.2, SHAE2_70840.1	EWB00_009802.1, EWB00_009802.2
OG0003655	SHAE2_32380.1	EWB00_006001.3, EWB00_006001.6, EWB00_006001.1, EWB00_006001.4, EWB00_006001.2, EWB00_006001.5
OG0003656	SHAE2_75160.1	EWB00_000957.1, EWB00_000957.2
OG0003657	SHAE2_4060.1	EWB00_000874
OG0003658	SHAE2_76720.1	EWB00_008340.1
OG0003659	SHAE2_82980.1	EWB00_001232
OG0003660	SHAE2_76390.1	EWB00_002761.1, EWB00_002761.2
OG0003661	SHAE2_55300.1	EWB00_003550
OG0003662	SHAE2_46730.1	EWB00_000022.4, EWB00_000022.3, EWB00_000022.1, EWB00_000022.2
OG0003663	SHAE2_74460.1	EWB00_008648, EWB00_003664
OG0003664	SHAE2_58570.1, SHAE2_58580.1, SHAE2_58580.2	EWB00_003788
OG0003665	SHAE2_76900.1	EWB00_008349.1, EWB00_008349.2
OG0003666	SHAE2_61710.1	EWB00_005562.1, EWB00_005562.2
OG0003667	SHAE2_18590.1, SHAE2_18590.2, SHAE2_18590.3	EWB00_002451
OG0003668	SHAE2_57120.3, SHAE2_57120.4, SHAE2_57120.2, SHAE2_57120.1	EWB00_006492.3, EWB00_006492.1, EWB00_006492.4, EWB00_006492.2
OG0003669	SHAE2_58220.1	EWB00_011178.1, EWB00_011178.2
OG0003670	SHAE2_66570.1	EWB00_007729.1, EWB00_007729.2
OG0003671	SHAE2_80150.2, SHAE2_80150.1, SHAE2_80150.3	EWB00_007150.1, EWB00_007150.3, EWB00_007150.2
OG0003673	SHAE2_93270.1, SHAE2_93270.2, SHAE2_93270.4, SHAE2_93270.3	EWB00_000316
OG0003674	SHAE2_36900.3, SHAE2_36900.2, SHAE2_36900.1	EWB00_001773, EWB00_001774
OG0003675	SHAE2_68220.1, SHAE2_68220.3, SHAE2_68220.2, SHAE2_68220.4, SHAE2_68220.5	EWB00_008887
OG0003676	SHAE2_99410.1	EWB00_008425, EWB00_008426
OG0003677	SHAE2_84020.1	EWB00_002262.1, EWB00_002262.2
OG0003678	SHAE2_33550.1, SHAE2_33540.1	EWB00_007472.1, EWB00_007472.2, EWB00_007472.3
OG0003679	SHAE2_47770.1, SHAE2_47770.2	EWB00_004893.1, EWB00_004893.2, EWB00_004893.3, EWB00_004893.4
OG0003680	SHAE2_40260.1, SHAE2_40260.4, SHAE2_40260.3, SHAE2_40260.2	EWB00_001295.1, EWB00_001295.2, EWB00_001295.4, EWB00_001295.3
OG0003681	SHAE2_92430.1, SHAE2_92430.4, SHAE2_92430.2, SHAE2_92430.3	EWB00_006933.1, EWB00_006933.2
OG0003682	SHAE2_79960.1	EWB00_010553.2, EWB00_010553.1, EWB00_010553.3
OG0003683	SHAE2_11200.1, SHAE2_11200.2	EWB00_004664.1, EWB00_004664.2
OG0003684	SHAE2_32030.1, SHAE2_32030.3, SHAE2_32030.4, SHAE2_32030.5, SHAE2_32030.6, SHAE2_32030.7, SHAE2_32030.8, SHAE2_32030.2, SHAE2_32040.1, SHAE2_32040.2	EWB00_006035.1, EWB00_006035.2, EWB00_006035.3, EWB00_006035.4, EWB00_006035.5, EWB00_006035.6
OG0003685	SHAE2_41100.1, SHAE2_41100.2, SHAE2_41100.3	EWB00_003138.1, EWB00_003138.2, EWB00_003138.3
OG0003686	SHAE2_96520.1	EWB00_011413
OG0003687	SHAE2_92570.2, SHAE2_92570.1	EWB00_007519.1, EWB00_007519.2
OG0003688	SHAE2_86530.1	EWB00_003772.1, EWB00_003772.2
OG0003689	SHAE2_66690.1, SHAE2_66690.2, SHAE2_66690.3	EWB00_009575
OG0003690	SHAE2_58280.1	EWB00_002226
OG0003692	SHAE2_41210.1	EWB00_004391.1, EWB00_004391.2
OG0003693	SHAE2_56440.1, SHAE2_56440.2	EWB00_010686.1, EWB00_010686.2
OG0003694	SHAE2_26340.1, SHAE2_26340.2, SHAE2_26340.4, SHAE2_26340.3	EWB00_000304, EWB00_000307
OG0003695	SHAE2_69050.2, SHAE2_69050.3, SHAE2_69050.1, SHAE2_69050.4	EWB00_003647.1, EWB00_003647.2
OG0003696	SHAE2_74220.1	EWB00_001602
OG0003697	SHAE2_1820.1, SHAE2_1820.2	EWB00_005635, EWB00_005637
OG0003698	SHAE2_35120.1	EWB00_002117
OG0003699	SHAE2_34700.1, SHAE2_34700.2, SHAE2_34700.3	EWB00_003423
OG0003700	SHAE2_49510.1, SHAE2_49510.2	EWB00_004032
OG0003701	SHAE2_85420.1	EWB00_009667.3, EWB00_009667.1, EWB00_009667.2
OG0003703	SHAE2_13970.1, SHAE2_13970.2	EWB00_008321.1, EWB00_008321.2, EWB00_008321.3
OG0003704	SHAE2_36290.1, SHAE2_102730.1	EWB00_002913
OG0003705	SHAE2_37210.1	EWB00_007861.1, EWB00_007861.2, EWB00_007861.3, EWB00_007861.4
OG0003706	SHAE2_96720.1	EWB00_006725.2, EWB00_006725.3, EWB00_006725.1, EWB00_006725.4
OG0003707	SHAE2_5390.1, SHAE2_5390.2	EWB00_009563
OG0003708	SHAE2_65540.1, SHAE2_65540.2	EWB00_011137.1, EWB00_011137.2
OG0003709	SHAE2_2490.1	EWB00_007188.1, EWB00_007188.2
OG0003710	SHAE2_102780.1	EWB00_002909
OG0003711	SHAE2_71400.2, SHAE2_71400.3, SHAE2_71400.1, SHAE2_71400.4	EWB00_005806.3, EWB00_005806.4, EWB00_005806.1, EWB00_005806.2
OG0003712	SHAE2_19930.1	EWB00_006554
OG0003713	SHAE2_92520.1	EWB00_009273.1, EWB00_009273.2, EWB00_009273.3, EWB00_009273.4, EWB00_009273.5, EWB00_009273.6
OG0003714	SHAE2_94320.1	EWB00_001967
OG0003715	SHAE2_27920.1	EWB00_000284
OG0003716	SHAE2_98600.1	EWB00_000586, EWB00_000585, EWB00_000587, EWB00_008976, EWB00_008977
OG0003717	SHAE2_77350.1, SHAE2_77350.4, SHAE2_77350.2, SHAE2_77350.3, SHAE2_77350.5	EWB00_006610
OG0003718	SHAE2_82090.1	EWB00_004550.1, EWB00_004550.2, EWB00_011024.1, EWB00_011024.2, EWB00_011024.3, EWB00_011025
OG0003719	SHAE2_53260.1, SHAE2_53260.2	EWB00_005358.3, EWB00_005358.1, EWB00_005358.2
OG0003720	SHAE2_63920.1	EWB00_006573
OG0003721	SHAE2_97580.1	EWB00_008312
OG0003722	SHAE2_97340.1, SHAE2_97350.1	EWB00_009647, EWB00_009956
OG0003723	SHAE2_98150.1	EWB00_007414.1, EWB00_007414.2
OG0003724	SHAE2_21730.1	EWB00_010352
OG0003725	SHAE2_6150.1	EWB00_006327.2, EWB00_006327.1
OG0003726	SHAE2_57610.1, SHAE2_57610.2, SHAE2_57610.3	EWB00_008109
OG0003727	SHAE2_31260.2, SHAE2_31260.1	EWB00_000633.1, EWB00_000633.2
OG0003728	SHAE2_23130.1	EWB00_010342.2
OG0003730	SHAE2_53030.1, SHAE2_53030.4, SHAE2_53030.2, SHAE2_53030.3	EWB00_003610
OG0003731	SHAE2_87200.1	EWB00_008961.1, EWB00_008961.3, EWB00_008961.2
OG0003732	SHAE2_85940.1	EWB00_000133.1, EWB00_000133.2, EWB00_000133.3, EWB00_000133.4
OG0003733	SHAE2_7780.3, SHAE2_7780.2, SHAE2_7780.1	EWB00_007797.1, EWB00_007797.2
OG0003734	SHAE2_4240.1, SHAE2_4240.2, SHAE2_4240.3, SHAE2_4240.4	EWB00_009076
OG0003735	SHAE2_5610.1	EWB00_006333.1, EWB00_006333.4, EWB00_006333.5, EWB00_006333.2, EWB00_006333.3
OG0003736	SHAE2_73700.1	EWB00_010074
OG0003737	SHAE2_1620.5, SHAE2_1620.4, SHAE2_1620.2, SHAE2_1620.3, SHAE2_1620.1	EWB00_010248.1, EWB00_010248.2
OG0003738	SHAE2_46610.2, SHAE2_46610.1	EWB00_001567
OG0003739	SHAE2_52990.1	EWB00_007591
OG0003740	SHAE2_29230.1	EWB00_005007.3, EWB00_005007.2, EWB00_005007.1
OG0003741	SHAE2_56710.1	EWB00_005392.1, EWB00_005392.2
OG0003742	SHAE2_63360.1	EWB00_000513
OG0003743	SHAE2_68100.1	EWB00_010440, EWB00_010441
OG0003744	SHAE2_33650.1, SHAE2_33650.2	EWB00_004619.3, EWB00_004619.1, EWB00_004619.2
OG0003745	SHAE2_33070.1, SHAE2_33090.1	EWB00_010112
OG0003746	SHAE2_4100.1	EWB00_000871.1, EWB00_000871.2
OG0003747	SHAE2_27030.1, SHAE2_27030.2	EWB00_001123
OG0003748	SHAE2_3950.1	EWB00_001647
OG0003749	SHAE2_23670.1	EWB00_010787
OG0003750	SHAE2_83990.1, SHAE2_83990.2	EWB00_002265
OG0003751	SHAE2_90840.1	EWB00_004931.1, EWB00_004931.2, EWB00_004931.3, EWB00_004931.4, EWB00_004931.5
OG0003752	SHAE2_37200.1, SHAE2_37200.2, SHAE2_37200.3, SHAE2_37200.4	EWB00_007860
OG0003753	SHAE2_23830.1, SHAE2_23830.2	EWB00_003508
OG0003754	SHAE2_91070.1, SHAE2_91070.2, SHAE2_91070.3, SHAE2_91070.4	EWB00_006735
OG0003755	SHAE2_2660.1, SHAE2_2660.2, SHAE2_2660.3, SHAE2_2660.4, SHAE2_2660.5	EWB00_007204
OG0003756	SHAE2_96380.3, SHAE2_96380.1, SHAE2_96380.2	EWB00_001962.4, EWB00_001962.2, EWB00_001962.1, EWB00_001962.3, EWB00_001962.5
OG0003757	SHAE2_44350.1	EWB00_008546
OG0003758	SHAE2_35110.1, SHAE2_35110.2, SHAE2_35110.3	EWB00_002116
OG0003759	SHAE2_72820.1, SHAE2_72820.2, SHAE2_72820.4, SHAE2_72820.3, SHAE2_72820.5	EWB00_009771
OG0003760	SHAE2_44570.2, SHAE2_44570.1	EWB00_008394
OG0003762	SHAE2_93750.1	EWB00_003051.2, EWB00_003051.4, EWB00_003051.3, EWB00_003051.1
OG0003763	SHAE2_44250.1, SHAE2_44250.2	EWB00_007661.1, EWB00_007661.2
OG0003764	SHAE2_42080.1	EWB00_006199
OG0003765	SHAE2_13780.1	EWB00_003452
OG0003766	SHAE2_49900.2, SHAE2_49900.3, SHAE2_49900.1	EWB00_002536
OG0003767	SHAE2_64130.1	EWB00_007964
OG0003768	SHAE2_2100.1	EWB00_003836
OG0003769	SHAE2_27400.1	EWB00_004212
OG0003770	SHAE2_74910.1	EWB00_009719.1, EWB00_009719.2
OG0003771	SHAE2_7210.3, SHAE2_7210.6, SHAE2_7210.1, SHAE2_7210.4, SHAE2_7210.2, SHAE2_7210.5	EWB00_008526
OG0003772	SHAE2_51390.1	EWB00_010730
OG0003773	SHAE2_93620.1, SHAE2_7960.1	EWB00_009865.3, EWB00_009865.1, EWB00_009865.2, EWB00_009865.4
OG0003774	SHAE2_76610.2, SHAE2_76610.3, SHAE2_76610.4	EWB00_002713.1, EWB00_002713.2
OG0003775	SHAE2_75310.1	EWB00_009519.1, EWB00_009519.3, EWB00_009519.2, EWB00_009519.4, EWB00_009519.5
