Orthogroup	schistosoma_haematobium	s.mekongi
OG0002659	SHAE2_64020.1	KAK4471842.1
OG0002660	SHAE2_2880.3, SHAE2_2880.2, SHAE2_2880.1, SHAE2_2880.4, SHAE2_2880.5, SHAE2_2880.6	KAK4475534.1
OG0002661	SHAE2_67920.1, SHAE2_67920.2, SHAE2_67920.3, SHAE2_67920.4	KAK4471307.1
OG0002662	SHAE2_89020.1, SHAE2_89020.2	KAK4468048.1
OG0002663	SHAE2_89520.1, SHAE2_89520.2, SHAE2_89520.3	KAK4468176.1
OG0002664	SHAE2_101600.1	KAK4467844.1
OG0002665	SHAE2_53560.1	KAK4469407.1
OG0002667	SHAE2_29870.1, SHAE2_29870.2, SHAE2_29870.3	KAK4473048.1
OG0002668	SHAE2_73750.1	KAK4471186.1
OG0002669	SHAE2_94300.1, SHAE2_94310.1	KAK4468604.1
OG0002670	SHAE2_30980.1, SHAE2_30980.2	KAK4472817.1
OG0002671	SHAE2_98990.1	KAK4467886.1
OG0002672	SHAE2_78360.6, SHAE2_78360.5, SHAE2_78360.4, SHAE2_78360.3, SHAE2_78360.1, SHAE2_78360.2	KAK4470631.1
OG0002673	SHAE2_78470.1, SHAE2_78470.2, SHAE2_78470.3	KAK4470642.1
OG0002675	SHAE2_11680.1	KAK4474368.1
OG0002676	SHAE2_73010.1, SHAE2_73010.2	KAK4471763.1
OG0002677	SHAE2_66640.1, SHAE2_66640.2	KAK4471715.1
OG0002678	SHAE2_8100.1	KAK4475957.1
OG0002679	SHAE2_84670.1	KAK4470081.1
OG0002680	SHAE2_71580.1	KAK4471593.1
OG0002681	SHAE2_29630.1, SHAE2_29630.2, SHAE2_29630.3	KAK4473081.1
OG0002683	SHAE2_99790.1, SHAE2_99790.2	KAK4467688.1
OG0002684	SHAE2_90850.1, SHAE2_90880.1, SHAE2_90910.1, SHAE2_90920.1, SHAE2_90930.1	KAK4468058.1
OG0002685	SHAE2_17940.1, SHAE2_17920.1, SHAE2_17950.1	KAK4474773.1, KAK4474772.1
OG0002687	SHAE2_31530.1	KAK4472774.1
OG0002688	SHAE2_28120.1, SHAE2_28120.2, SHAE2_28130.1	KAK4472913.1
OG0002689	SHAE2_28160.1, SHAE2_28160.3, SHAE2_28160.4, SHAE2_28160.2	KAK4472868.1
OG0002690	SHAE2_43770.1, SHAE2_43770.5, SHAE2_43770.2, SHAE2_43770.4, SHAE2_43770.3	KAK4473607.1
OG0002691	SHAE2_88960.2, SHAE2_88960.1, SHAE2_88960.3	KAK4468051.1
OG0002692	SHAE2_15090.2, SHAE2_15090.1	KAK4474728.1
OG0002693	SHAE2_51440.1, SHAE2_51470.1, SHAE2_51470.2	KAK4469575.1, KAK4469576.1
OG0002694	SHAE2_98720.1	KAK4467684.1
OG0002695	SHAE2_3480.1	KAK4475579.1, KAK4475580.1
OG0002696	SHAE2_36760.1, SHAE2_36760.2	KAK4472278.1
OG0002697	SHAE2_12650.1	KAK4475946.1
OG0002698	SHAE2_2770.1, SHAE2_2770.3, SHAE2_2770.5, SHAE2_2770.6, SHAE2_2770.4, SHAE2_2770.2	KAK4475527.1
OG0002699	SHAE2_5870.1	KAK4475860.1, KAK4475861.1
OG0002700	SHAE2_101930.1, SHAE2_101930.2	KAK4467881.1
OG0002701	SHAE2_58180.1, SHAE2_58180.2, SHAE2_58240.1	KAK4469839.1
OG0002702	SHAE2_14480.1	KAK4474663.1
OG0002702	SHAE2_14470.1	KAK4467546.1, KAK4474661.1
OG0002703	SHAE2_58110.1	KAK4469001.1
OG0002704	SHAE2_97800.1, SHAE2_97800.2, SHAE2_59970.1	KAK4469734.1
OG0002705	SHAE2_60330.1	KAK4469789.1
OG0002705	SHAE2_60360.1	KAK4469788.1
OG0002706	SHAE2_47960.3, SHAE2_47960.1, SHAE2_47960.2, SHAE2_47960.4	KAK4473690.1
OG0002708	SHAE2_33610.1, SHAE2_33610.2, SHAE2_33610.3, SHAE2_33610.4	KAK4472655.1
OG0002709	SHAE2_9930.5, SHAE2_9930.3, SHAE2_9930.6, SHAE2_9930.2, SHAE2_9930.4, SHAE2_9930.7, SHAE2_9930.8, SHAE2_9930.1	KAK4476139.1
OG0002710	SHAE2_1500.1, SHAE2_1500.2, SHAE2_1500.6, SHAE2_1500.5, SHAE2_1500.3, SHAE2_1500.7, SHAE2_1500.4	KAK4476073.1
OG0002711	SHAE2_96020.1	KAK4468624.1
OG0002712	SHAE2_17900.1, SHAE2_17900.2	KAK4474770.1
OG0002713	SHAE2_51030.1, SHAE2_51030.2, SHAE2_51030.4, SHAE2_51030.3	KAK4469619.1
OG0002714	SHAE2_81940.1	KAK4470749.1
OG0002715	SHAE2_64680.1	KAK4471754.1
OG0002716	SHAE2_71860.1	KAK4471573.1
OG0002717	SHAE2_94740.1	KAK4468554.1
OG0002718	SHAE2_70860.1, SHAE2_70860.2, SHAE2_70860.3	KAK4471654.1
OG0002720	SHAE2_5700.1	KAK4475867.1
OG0002721	SHAE2_100520.1	KAK4467655.1
OG0002722	SHAE2_24350.1	KAK4475455.1
OG0002723	SHAE2_85380.1	KAK4468312.1
OG0002724	SHAE2_86290.1, SHAE2_86290.2, SHAE2_86290.3	KAK4468303.1
OG0002725	SHAE2_4910.1, SHAE2_4910.2	KAK4475720.1, KAK4475723.1
OG0002726	SHAE2_33190.7, SHAE2_33190.2, SHAE2_33190.5, SHAE2_33190.3, SHAE2_33190.4, SHAE2_33190.6, SHAE2_33190.1	KAK4472701.1
OG0002727	SHAE2_78210.1, SHAE2_78210.2	KAK4470614.1
OG0002728	SHAE2_10340.2, SHAE2_10340.3, SHAE2_10340.4, SHAE2_10340.1	KAK4475998.1
OG0002729	SHAE2_18240.1	KAK4474800.1
OG0002730	SHAE2_85200.1	KAK4468174.1
OG0002731	SHAE2_49540.2, SHAE2_49540.1	KAK4469270.1
OG0002732	SHAE2_71500.1, SHAE2_71500.2	KAK4471597.1
OG0002733	SHAE2_26710.1, SHAE2_26710.2	KAK4473049.1
OG0002734	SHAE2_45160.1	KAK4473463.1
OG0002735	SHAE2_33290.1	KAK4472689.1
OG0002736	SHAE2_26670.1, SHAE2_26670.3, SHAE2_26670.4, SHAE2_26670.5, SHAE2_26670.2	KAK4473052.1
OG0002737	SHAE2_39550.1, SHAE2_39570.1, SHAE2_39560.1, SHAE2_39580.1	KAK4473989.1
OG0002739	SHAE2_14570.1, SHAE2_14570.2	KAK4474669.1
OG0002740	SHAE2_42520.3, SHAE2_42520.1, SHAE2_42520.4, SHAE2_42520.2	KAK4473717.1
OG0002741	SHAE2_19660.1	KAK4474921.1
OG0002742	SHAE2_75820.1	KAK4470147.1
OG0002743	SHAE2_44760.1	KAK4473428.1
OG0002744	SHAE2_61680.1	KAK4471140.1
OG0002745	SHAE2_97830.1, SHAE2_97830.2	KAK4468844.1
OG0002746	SHAE2_57490.1	KAK4469905.1
OG0002747	SHAE2_28030.1	KAK4473006.1
OG0002748	SHAE2_38010.1, SHAE2_38010.2	KAK4474127.1
OG0002749	SHAE2_50960.2, SHAE2_50960.1	KAK4469628.1
OG0002750	SHAE2_50340.1	KAK4469085.1
OG0002751	SHAE2_42820.1, SHAE2_42820.2	KAK4473696.1
OG0002752	SHAE2_74630.1, SHAE2_74630.2	KAK4470141.1
OG0002753	SHAE2_90680.1, SHAE2_90680.2, SHAE2_90680.3, SHAE2_90680.4	KAK4468156.1
OG0002754	SHAE2_17720.1	KAK4475253.1
OG0002755	SHAE2_4400.1	KAK4475664.1, KAK4475666.1
OG0002756	SHAE2_61970.1, SHAE2_61970.3, SHAE2_61970.2	KAK4471179.1
OG0002757	SHAE2_34100.5, SHAE2_34100.6, SHAE2_34100.7, SHAE2_34100.4, SHAE2_34100.1, SHAE2_34100.2, SHAE2_34100.3	KAK4472603.1
OG0002758	SHAE2_5930.4, SHAE2_5930.2, SHAE2_5930.1, SHAE2_5930.3, SHAE2_5930.5	KAK4475841.1
OG0002759	SHAE2_30450.1	KAK4472998.1
OG0002760	SHAE2_4070.1	KAK4475634.1
OG0002761	SHAE2_6860.3, SHAE2_6860.6, SHAE2_6860.7, SHAE2_6860.1, SHAE2_6860.2, SHAE2_6860.5, SHAE2_6860.4	KAK4476099.1
OG0002762	SHAE2_101180.1, SHAE2_101180.2	KAK4467811.1, KAK4467813.1
OG0002763	SHAE2_83040.2, SHAE2_83040.3, SHAE2_83040.1	KAK4470861.1
OG0002764	SHAE2_33870.1	KAK4472628.1
OG0002765	SHAE2_73500.4, SHAE2_73500.1, SHAE2_73500.2, SHAE2_73500.6, SHAE2_73500.3, SHAE2_73500.5	KAK4471457.1
OG0002766	SHAE2_77450.1, SHAE2_77450.2	KAK4470313.1
OG0002767	SHAE2_52660.1, SHAE2_52660.2, SHAE2_52660.3, SHAE2_52660.5, SHAE2_52660.4	KAK4469243.1
OG0002768	SHAE2_2530.1	KAK4475376.1
OG0002769	SHAE2_28460.1, SHAE2_28460.2, SHAE2_28460.3	KAK4472893.1
OG0002770	SHAE2_20180.1, SHAE2_20180.2	KAK4475325.1
OG0002771	SHAE2_36550.1	KAK4472301.1
OG0002772	SHAE2_85160.1, SHAE2_85160.2, SHAE2_85160.3, SHAE2_85160.4	KAK4468029.1
OG0002773	SHAE2_18100.1	KAK4474786.1
OG0002774	SHAE2_3060.1, SHAE2_3070.1, SHAE2_3070.3, SHAE2_3070.2	KAK4475555.1
OG0002775	SHAE2_36890.1	KAK4472266.1
OG0002777	SHAE2_80580.1	KAK4470678.1
OG0002778	SHAE2_101050.1	KAK4467794.1
OG0002779	SHAE2_36240.1	KAK4472348.1
OG0002780	SHAE2_50450.2, SHAE2_50450.1	KAK4469094.1
OG0002781	SHAE2_28830.1	KAK4472968.1
OG0002782	SHAE2_83380.1, SHAE2_83390.1	KAK4470897.1
OG0002783	SHAE2_57440.4, SHAE2_57440.2, SHAE2_57440.1, SHAE2_57440.3	KAK4469893.1
OG0002784	SHAE2_28480.1, SHAE2_28480.2, SHAE2_28480.3, SHAE2_28480.4	KAK4472892.1
OG0002785	SHAE2_75670.1	KAK4470232.1
OG0002786	SHAE2_15050.4, SHAE2_15050.2, SHAE2_15050.3, SHAE2_15050.1	KAK4474724.1
OG0002788	SHAE2_12570.1	KAK4475935.1
OG0002789	SHAE2_21020.1	KAK4475144.1
OG0002790	SHAE2_80920.1	KAK4470712.1, KAK4470711.1
OG0002791	SHAE2_2940.1, SHAE2_2940.2, SHAE2_2940.3, SHAE2_2950.1	KAK4475544.1
OG0002792	SHAE2_59280.1	KAK4469027.1
OG0002793	SHAE2_13270.1	KAK4474592.1
OG0002794	SHAE2_99070.1, SHAE2_99070.3, SHAE2_99070.2	KAK4467895.1
OG0002796	SHAE2_14310.1	KAK4467330.1, KAK4474641.1
OG0002797	SHAE2_39310.1, SHAE2_39310.2, SHAE2_39310.3	KAK4474012.1
OG0002798	SHAE2_78730.1, SHAE2_78730.2	KAK4470665.1
OG0002799	SHAE2_89480.2, SHAE2_89480.1, SHAE2_89480.3	KAK4468172.1, KAK4468171.1
OG0002800	SHAE2_84040.1	KAK4470965.1
OG0002801	SHAE2_5470.1	KAK4475790.1
OG0002802	SHAE2_96310.1	KAK4468614.1
OG0002803	SHAE2_29050.1	KAK4472944.1
OG0002804	SHAE2_42210.1	KAK4473749.1, KAK4473751.1
OG0002805	SHAE2_59580.1	KAK4469980.1
OG0002806	SHAE2_75290.1	KAK4470451.1
OG0002807	SHAE2_22770.2, SHAE2_22770.1	KAK4474987.1
OG0002808	SHAE2_66170.1, SHAE2_66180.1, SHAE2_66180.2	KAK4471766.1
OG0002809	SHAE2_86090.1, SHAE2_86090.2	KAK4467274.1, KAK4467991.1
OG0002810	SHAE2_37590.1	KAK4474165.1
OG0002811	SHAE2_23920.1	KAK4475479.1
OG0002812	SHAE2_91150.1	KAK4475762.1
OG0002813	SHAE2_82250.1	KAK4470782.1
OG0002814	SHAE2_26090.1	KAK4473308.1
OG0002815	SHAE2_67610.1, SHAE2_67610.2, SHAE2_67610.3	KAK4471427.1
OG0002816	SHAE2_21710.2, SHAE2_21710.1, SHAE2_21710.3	KAK4475072.1
OG0002817	SHAE2_40190.1, SHAE2_40190.2	KAK4473849.1
OG0002818	SHAE2_79860.1, SHAE2_79860.2, SHAE2_79860.3	KAK4470552.1
OG0002819	SHAE2_73130.1	KAK4471487.1
OG0002820	SHAE2_79250.1, SHAE2_79250.2	KAK4470384.1
OG0002821	SHAE2_4820.1, SHAE2_4820.2	KAK4467386.1, KAK4475711.1, KAK4467376.1
OG0002823	SHAE2_16870.3, SHAE2_16870.1, SHAE2_16870.2	KAK4475285.1
OG0002824	SHAE2_2230.1	KAK4475091.1
OG0002825	SHAE2_51960.1	KAK4468972.1
OG0002826	SHAE2_43700.1	KAK4473615.1
OG0002827	SHAE2_29510.1	KAK4473031.1
OG0002828	SHAE2_30350.1, SHAE2_30360.1	KAK4473105.1
OG0002829	SHAE2_64770.1, SHAE2_64770.2	KAK4471892.1
OG0002830	SHAE2_25800.3, SHAE2_25800.1, SHAE2_25800.2	KAK4473315.1
OG0002831	SHAE2_17640.1, SHAE2_17640.2, SHAE2_17640.3	KAK4475243.1
OG0002832	SHAE2_85730.3, SHAE2_85730.4, SHAE2_85730.2, SHAE2_85730.1	KAK4468334.1
OG0002833	SHAE2_60310.1, SHAE2_60310.2, SHAE2_60310.3	KAK4469791.1
OG0002834	SHAE2_4110.1, SHAE2_4110.2	KAK4475637.1
OG0002835	SHAE2_96970.1	KAK4468458.1
OG0002836	SHAE2_27860.1	KAK4473265.1
OG0002837	SHAE2_17650.1, SHAE2_17650.2, SHAE2_17650.3	KAK4475244.1
OG0002838	SHAE2_15670.1, SHAE2_15670.2, SHAE2_15670.3, SHAE2_15670.4, SHAE2_15670.5	KAK4474625.1
OG0002839	SHAE2_75830.4, SHAE2_75830.3, SHAE2_75830.1, SHAE2_75830.2	KAK4470148.1
OG0002840	SHAE2_96750.1	KAK4468435.1
OG0002842	SHAE2_76080.1	KAK4470171.1
OG0002843	SHAE2_28390.1, SHAE2_28390.2, SHAE2_28390.3	KAK4472838.1
OG0002844	SHAE2_71840.1, SHAE2_71840.2	KAK4471576.1
OG0002845	SHAE2_12710.3, SHAE2_12710.2, SHAE2_12710.1, SHAE2_12710.5, SHAE2_12710.6, SHAE2_12710.4	KAK4474387.1
OG0002846	SHAE2_23510.2, SHAE2_23510.1	KAK4475053.1
OG0002847	SHAE2_61690.1	KAK4471142.1
OG0002848	SHAE2_65340.1	KAK4471949.1
OG0002849	SHAE2_15410.1	KAK4475254.1
OG0002850	SHAE2_69080.1	KAK4471187.1
OG0002851	SHAE2_95090.1, SHAE2_95080.1	KAK4468572.1, KAK4468571.1
OG0002852	SHAE2_15530.5, SHAE2_15530.2, SHAE2_15530.3, SHAE2_15530.1, SHAE2_15530.4	KAK4475266.1
OG0002853	SHAE2_77600.1	KAK4470560.1
OG0002854	SHAE2_37370.1, SHAE2_37370.2, SHAE2_37370.3	KAK4474186.1
OG0002855	SHAE2_19290.1, SHAE2_19290.2, SHAE2_19290.3, SHAE2_19290.4	KAK4474887.1
OG0002856	SHAE2_56670.4, SHAE2_56670.3, SHAE2_56670.1, SHAE2_56670.2	KAK4469341.1
OG0002857	SHAE2_67430.1	KAK4471388.1
OG0002858	SHAE2_11820.1, SHAE2_11820.3	KAK4476181.1
OG0002859	SHAE2_66890.1	KAK4471686.1
OG0002860	SHAE2_81860.1	KAK4470387.1
OG0002861	SHAE2_93360.1	KAK4468713.1
OG0002862	SHAE2_69490.1	KAK4471227.1
OG0002863	SHAE2_19540.1	KAK4474910.1
OG0002864	SHAE2_57060.1, SHAE2_57060.2, SHAE2_57060.3	KAK4469182.1
OG0002865	SHAE2_12530.1, SHAE2_12530.2, SHAE2_12530.4, SHAE2_12530.7, SHAE2_12530.3, SHAE2_12530.5, SHAE2_12530.8, SHAE2_12530.6	KAK4475930.1
OG0002866	SHAE2_38600.1	KAK4472169.1, KAK4474078.1, KAK4474077.1
OG0002867	SHAE2_4320.1, SHAE2_4320.2	KAK4475655.1
OG0002868	SHAE2_92400.1	KAK4468799.1
OG0002869	SHAE2_2360.1	KAK4475208.1
OG0002870	SHAE2_50760.1, SHAE2_50760.2	KAK4469128.1
OG0002871	SHAE2_47920.2, SHAE2_47920.1	KAK4473794.1
OG0002872	SHAE2_52800.4, SHAE2_52800.3, SHAE2_52800.2, SHAE2_52800.1	KAK4469227.1
OG0002873	SHAE2_97270.4, SHAE2_97270.6, SHAE2_97270.1, SHAE2_97270.2, SHAE2_97270.3, SHAE2_97270.5	KAK4468488.1
OG0002874	SHAE2_42550.1, SHAE2_42550.7, SHAE2_42550.3, SHAE2_42550.5, SHAE2_42550.6, SHAE2_42550.2, SHAE2_42550.4	KAK4473714.1
OG0002875	SHAE2_54370.2, SHAE2_54370.1	KAK4469658.1
OG0002876	SHAE2_75340.1, SHAE2_75340.4, SHAE2_75340.2, SHAE2_75340.3	KAK4470402.1
OG0002877	SHAE2_64720.1, SHAE2_64720.2	KAK4471758.1
OG0002878	SHAE2_68000.1, SHAE2_68000.2, SHAE2_68000.3	KAK4471298.1
OG0002879	SHAE2_20100.1	KAK4474965.1
OG0002880	SHAE2_23870.2, SHAE2_23870.1, SHAE2_23870.3, SHAE2_23870.4, SHAE2_23870.5	KAK4475485.1
OG0002881	SHAE2_63170.2, SHAE2_63170.1, SHAE2_63170.3	KAK4472037.1
OG0002882	SHAE2_20490.1	KAK4475201.1
OG0002882	SHAE2_20500.1	KAK4475200.1
OG0002883	SHAE2_54480.1, SHAE2_54480.2	KAK4469649.1
OG0002884	SHAE2_69330.2, SHAE2_69330.3, SHAE2_69330.1	KAK4471211.1
OG0002885	SHAE2_50020.5, SHAE2_50020.1, SHAE2_50020.2, SHAE2_50020.3, SHAE2_50020.4	KAK4469050.1
OG0002886	SHAE2_78920.1, SHAE2_78920.2	KAK4470478.1
OG0002889	SHAE2_86500.1	KAK4468305.1
OG0002892	SHAE2_80840.1, SHAE2_80860.1, SHAE2_80870.1	KAK4470034.1
OG0002893	SHAE2_10260.1	KAK4475987.1
OG0002894	SHAE2_86470.1	KAK4468306.1, KAK4467244.1
OG0002895	SHAE2_99210.1, SHAE2_100630.1	KAK4467661.1
OG0002896	SHAE2_26910.1, SHAE2_26910.2	KAK4473167.1
OG0002897	SHAE2_27560.1	KAK4473227.1
OG0002903	SHAE2_76140.1, SHAE2_76140.2, SHAE2_76140.4, SHAE2_76140.3	KAK4470177.1
OG0002904	SHAE2_24430.1, SHAE2_24430.2, SHAE2_24430.3	KAK4475461.1
OG0002905	SHAE2_70600.1, SHAE2_70600.2	KAK4471053.1, KAK4471359.1
OG0002906	SHAE2_31300.1, SHAE2_31300.2, SHAE2_31300.3, SHAE2_31300.4	KAK4472781.1
OG0002907	SHAE2_5950.1, SHAE2_5950.2, SHAE2_5950.3, SHAE2_5950.4	KAK4467487.1, KAK4475839.1
OG0002908	SHAE2_73000.1	KAK4471493.1
OG0002909	SHAE2_85690.1	KAK4468331.1
OG0002910	SHAE2_20730.1	KAK4475171.1
OG0002911	SHAE2_16800.1, SHAE2_16800.3, SHAE2_16800.4, SHAE2_16800.5, SHAE2_16800.2	KAK4475277.1
OG0002912	SHAE2_69070.1	KAK4471176.1
OG0002913	SHAE2_11950.1, SHAE2_11950.5, SHAE2_11950.3, SHAE2_11950.4, SHAE2_11950.7, SHAE2_11950.6, SHAE2_11950.2	KAK4476306.1
OG0002914	SHAE2_18490.1	KAK4474821.1
OG0002915	SHAE2_81910.1	KAK4470746.1
OG0002916	SHAE2_19590.3, SHAE2_19590.1, SHAE2_19590.2	KAK4474914.1
OG0002917	SHAE2_25310.1	KAK4473361.1
OG0002918	SHAE2_85700.1, SHAE2_85700.2	KAK4468330.1
OG0002919	SHAE2_91350.1	KAK4467311.1
OG0002920	SHAE2_45780.1, SHAE2_45790.4, SHAE2_45790.5, SHAE2_45790.2, SHAE2_45790.1, SHAE2_45790.3	KAK4473523.1
OG0002921	SHAE2_100490.1, SHAE2_100490.2	KAK4467652.1
OG0002922	SHAE2_80930.4, SHAE2_80930.2, SHAE2_80930.3, SHAE2_80930.1	KAK4470713.1
OG0002923	SHAE2_64890.1, SHAE2_64890.2	KAK4471906.1
OG0002924	SHAE2_13680.1	KAK4474421.1
OG0002925	SHAE2_14340.1, SHAE2_14340.2	KAK4474644.1
OG0002928	SHAE2_79480.1	KAK4470358.1
OG0002929	SHAE2_24710.1, SHAE2_24710.2, SHAE2_24710.3	KAK4475521.1
OG0002930	SHAE2_43440.1, SHAE2_43440.2	KAK4473638.1
OG0002931	SHAE2_2240.1	KAK4475101.1
OG0002932	SHAE2_47810.1, SHAE2_47790.1, SHAE2_47790.2, SHAE2_47790.3	KAK4472268.1
OG0002933	SHAE2_43180.1, SHAE2_43190.1	KAK4472146.1, KAK4473657.1
OG0002934	SHAE2_98530.1, SHAE2_98530.2	KAK4467734.1
OG0002935	SHAE2_70040.3, SHAE2_70040.6, SHAE2_70040.7, SHAE2_70040.4, SHAE2_70040.1, SHAE2_70040.2, SHAE2_70040.8, SHAE2_70040.5, SHAE2_70040.9	KAK4471285.1
OG0002936	SHAE2_49950.4, SHAE2_49950.3, SHAE2_49950.5, SHAE2_49950.1, SHAE2_49950.2	KAK4469030.1
OG0002937	SHAE2_41830.2, SHAE2_41830.1, SHAE2_41830.3	KAK4473785.1
OG0002938	SHAE2_83570.1	KAK4470913.1
OG0002939	SHAE2_14930.1	KAK4474681.1
OG0002940	SHAE2_51290.2, SHAE2_51290.1, SHAE2_51290.3	KAK4469594.1, KAK4468980.1
OG0002942	SHAE2_82870.1	KAK4470842.1
OG0002942	SHAE2_82850.1	KAK4470841.1
OG0002943	SHAE2_82890.4, SHAE2_82890.1, SHAE2_82890.2, SHAE2_82890.3, SHAE2_82890.5, SHAE2_82890.6	KAK4470844.1
OG0002944	SHAE2_19650.1	KAK4474920.1
OG0002945	SHAE2_82210.1	KAK4470779.1
OG0002946	SHAE2_20900.1	KAK4475156.1
OG0002947	SHAE2_94910.1, SHAE2_94900.1	KAK4468646.1
OG0002948	SHAE2_64650.2, SHAE2_64650.1	KAK4471765.1
OG0002949	SHAE2_36910.1, SHAE2_36910.2	KAK4472261.1
OG0002950	SHAE2_74520.1, SHAE2_74520.2, SHAE2_74520.3	KAK4470279.1
OG0002951	SHAE2_40760.1	KAK4473899.1
OG0002952	SHAE2_53710.1	KAK4469420.1, KAK4469421.1
OG0002953	SHAE2_3830.1	KAK4475620.1
OG0002954	SHAE2_64030.1, SHAE2_64030.2	KAK4471841.1
OG0002955	SHAE2_78180.1, SHAE2_78180.3, SHAE2_78180.2	KAK4470610.1
OG0002956	SHAE2_100250.1, SHAE2_100250.2	KAK4467628.1
OG0002957	SHAE2_74620.1, SHAE2_74620.2	KAK4470162.1
OG0002958	SHAE2_71080.1, SHAE2_71080.2	KAK4471636.1
OG0002960	SHAE2_51930.1	KAK4469309.1
OG0002961	SHAE2_103180.2, SHAE2_103180.4, SHAE2_103180.5, SHAE2_103180.1, SHAE2_103180.3	KAK4475113.1
OG0002962	SHAE2_70630.1, SHAE2_70630.2, SHAE2_70630.3, SHAE2_70630.4	KAK4471361.1
OG0002963	SHAE2_15750.1	KAK4474519.1
OG0002964	SHAE2_27510.1	KAK4473222.1
OG0002965	SHAE2_97630.1	KAK4469026.1
OG0002966	SHAE2_46720.1, SHAE2_46720.2	KAK4472717.1
OG0002967	SHAE2_65220.2, SHAE2_65220.3, SHAE2_65220.4, SHAE2_65220.1	KAK4471940.1
OG0002968	SHAE2_21540.1	KAK4475089.1
OG0002969	SHAE2_56000.1	KAK4469469.1
OG0002970	SHAE2_11780.1	KAK4474378.1
OG0002971	SHAE2_67150.1, SHAE2_67150.2, SHAE2_67150.4, SHAE2_67150.3	KAK4467406.1, KAK4471661.1
OG0002973	SHAE2_51760.1, SHAE2_51760.2	KAK4469328.1
OG0002974	SHAE2_34820.2, SHAE2_34820.1	KAK4472528.1
OG0002975	SHAE2_41170.1, SHAE2_41170.4, SHAE2_41170.2, SHAE2_41170.3	KAK4473942.1
OG0002976	SHAE2_67660.1	KAK4471431.1
OG0002977	SHAE2_8520.1, SHAE2_8520.2	KAK4476147.1
OG0002979	SHAE2_23640.1	KAK4475427.1
OG0002980	SHAE2_31610.3, SHAE2_31610.1, SHAE2_31610.2	KAK4472763.1
OG0002981	SHAE2_79680.1, SHAE2_79680.2	KAK4470340.1
OG0002982	SHAE2_56930.1, SHAE2_56930.2	KAK4469369.1
OG0002983	SHAE2_26940.1	KAK4473171.1
OG0002984	SHAE2_14580.2, SHAE2_14580.3, SHAE2_14580.5, SHAE2_14580.4, SHAE2_14580.1	KAK4474670.1
OG0002985	SHAE2_2460.2, SHAE2_2460.1	KAK4475301.1
OG0002988	SHAE2_98380.4, SHAE2_98380.1, SHAE2_98380.2, SHAE2_98380.3	KAK4467909.1
OG0002989	SHAE2_52630.1, SHAE2_52630.2	KAK4469246.1
OG0002990	SHAE2_85270.4, SHAE2_85270.5, SHAE2_85270.1, SHAE2_85270.2, SHAE2_85270.3	KAK4468206.1
OG0002991	SHAE2_34290.1	KAK4472588.1
OG0002992	SHAE2_80420.1	KAK4470499.1
OG0002993	SHAE2_89330.1	KAK4468016.1
OG0002994	SHAE2_21510.1, SHAE2_21510.2, SHAE2_21510.3, SHAE2_21510.4, SHAE2_21510.5, SHAE2_21510.6	KAK4475102.1
OG0002995	SHAE2_94390.1	KAK4468948.1
OG0002996	SHAE2_16730.1	KAK4475272.1
OG0002997	SHAE2_37170.1, SHAE2_37170.2, SHAE2_37170.4, SHAE2_37170.5, SHAE2_37170.3, SHAE2_37170.6	KAK4472554.1
OG0002998	SHAE2_47420.3, SHAE2_47420.5, SHAE2_47420.2, SHAE2_47420.1, SHAE2_47420.4	KAK4474004.1
OG0002999	SHAE2_64500.4, SHAE2_64500.2, SHAE2_64500.1, SHAE2_64500.3	KAK4471879.1
OG0003000	SHAE2_29340.5, SHAE2_29340.2, SHAE2_29340.3, SHAE2_29340.1, SHAE2_29340.4	KAK4472928.1
OG0003001	SHAE2_29250.1, SHAE2_29250.3, SHAE2_29250.2	KAK4472932.1
OG0003002	SHAE2_21760.1	KAK4475065.1, KAK4475066.1
OG0003003	SHAE2_99080.1, SHAE2_99080.2	KAK4467897.1
OG0003004	SHAE2_79600.1	KAK4470349.1
OG0003005	SHAE2_57220.1	KAK4469934.1
OG0003006	SHAE2_90230.1	KAK4468098.1
OG0003007	SHAE2_65250.1	KAK4471944.1
OG0003008	SHAE2_34350.1, SHAE2_34350.2	KAK4472583.1
OG0003009	SHAE2_7060.1	KAK4476104.1
OG0003010	SHAE2_75210.1	KAK4470536.1
OG0003011	SHAE2_32590.1, SHAE2_32590.4, SHAE2_32590.2, SHAE2_32590.3	KAK4472496.1
OG0003012	SHAE2_65670.1	KAK4471987.1
OG0003013	SHAE2_82700.1	KAK4470828.1
OG0003014	SHAE2_89540.2, SHAE2_89540.1	KAK4468178.1
OG0003015	SHAE2_46240.1, SHAE2_46240.3, SHAE2_46240.2, SHAE2_46240.4	KAK4473564.1
OG0003016	SHAE2_80100.1	KAK4470535.1
OG0003017	SHAE2_53580.1, SHAE2_53620.1	KAK4469411.1
OG0003018	SHAE2_100060.1, SHAE2_100060.2	KAK4467766.1
OG0003019	SHAE2_79120.1, SHAE2_79120.3, SHAE2_79120.2	KAK4470459.1
OG0003020	SHAE2_31060.1	KAK4472808.1
OG0003021	SHAE2_89570.1	KAK4468180.1
OG0003022	SHAE2_27250.1	KAK4473196.1
OG0003023	SHAE2_89490.1	KAK4468173.1
OG0003024	SHAE2_82260.1, SHAE2_82260.2, SHAE2_82260.3	KAK4470783.1
