Orthogroup	schistosoma_haematobium	schistosoma_curassoni
OG0003651	SHAE2_53800.1	SCUR1_50580.1, SCUR1_50580.2
OG0003652	SHAE2_57340.1	SCUR1_54160.1
OG0003652	SHAE2_57320.1	SCUR1_54150.1
OG0003653	SHAE2_42710.1	SCUR1_39990.1
OG0003654	SHAE2_70840.2	SCUR1_66280.1
OG0003655	SHAE2_32380.1	SCUR1_30080.1
OG0003656	SHAE2_75160.1	SCUR1_70000.1, SCUR1_70000.2, SCUR1_70000.3
OG0003657	SHAE2_4060.1	SCUR1_3520.1
OG0003658	SHAE2_76720.1	SCUR1_71660.1
OG0003659	SHAE2_82980.1	SCUR1_77950.1
OG0003660	SHAE2_76390.1	SCUR1_97910.1, SCUR1_71270.1
OG0003661	SHAE2_55300.1	SCUR1_51990.1
OG0003662	SHAE2_46730.1	SCUR1_44070.1
OG0003663	SHAE2_74460.1	SCUR1_69330.1, SCUR1_69330.2, SCUR1_69330.3
OG0003664	SHAE2_58570.1	SCUR1_55390.1
OG0003664	SHAE2_58580.1, SHAE2_58580.2	SCUR1_55400.1
OG0003665	SHAE2_76900.1	SCUR1_71780.4, SCUR1_71780.1, SCUR1_71780.2, SCUR1_71780.5, SCUR1_71780.3
OG0003666	SHAE2_61710.1	SCUR1_57860.1, SCUR1_57860.2
OG0003667	SHAE2_18590.1	SCUR1_16540.1
OG0003667	SHAE2_18590.2	SCUR1_16540.1
OG0003667	SHAE2_18590.3	SCUR1_16540.1
OG0003668	SHAE2_57120.1	SCUR1_53920.1
OG0003669	SHAE2_58220.1	SCUR1_55000.1, SCUR1_55000.5, SCUR1_55000.6, SCUR1_55000.2, SCUR1_55000.3, SCUR1_55000.4
OG0003670	SHAE2_66570.1	SCUR1_62300.1
OG0003671	SHAE2_80150.2, SHAE2_80150.1, SHAE2_80150.3	SCUR1_75010.1, SCUR1_75010.2
OG0003672	SHAE2_99350.1	SCUR1_92720.1
OG0003673	SHAE2_93270.1, SHAE2_93270.2, SHAE2_93270.4, SHAE2_93270.3	SCUR1_86690.1, SCUR1_86690.2, SCUR1_86690.3, SCUR1_86690.4
OG0003674	SHAE2_36900.3, SHAE2_36900.2, SHAE2_36900.1	SCUR1_34240.1
OG0003675	SHAE2_68220.1, SHAE2_68220.3	SCUR1_63890.2
OG0003675	SHAE2_68220.2	SCUR1_63890.1
OG0003675	SHAE2_68220.4	SCUR1_63890.1
OG0003675	SHAE2_68220.5	SCUR1_63890.1
OG0003676	SHAE2_99410.1	SCUR1_92770.1
OG0003677	SHAE2_84020.1	SCUR1_99620.1, SCUR1_79010.1, SCUR1_79010.2, SCUR1_79010.3
OG0003678	SHAE2_33550.1	SCUR1_31230.1
OG0003679	SHAE2_47770.1, SHAE2_47770.2	SCUR1_45070.1
OG0003680	SHAE2_40260.1, SHAE2_40260.4, SHAE2_40260.3, SHAE2_40260.2	SCUR1_37520.1
OG0003681	SHAE2_92430.1	SCUR1_85870.1
OG0003681	SHAE2_92430.4	SCUR1_85870.1
OG0003681	SHAE2_92430.1	SCUR1_85870.2
OG0003681	SHAE2_92430.4	SCUR1_85870.2
OG0003681	SHAE2_92430.1	SCUR1_85870.3
OG0003681	SHAE2_92430.4	SCUR1_85870.3
OG0003682	SHAE2_79960.1	SCUR1_74830.1
OG0003683	SHAE2_11200.1, SHAE2_11200.2	SCUR1_9210.1
OG0003684	SHAE2_32040.1	SCUR1_99450.1
OG0003684	SHAE2_32040.2	SCUR1_99450.1
OG0003685	SHAE2_41100.1, SHAE2_41100.2, SHAE2_41100.3	SCUR1_38370.1, SCUR1_38370.2, SCUR1_38370.3, SCUR1_38370.4, SCUR1_38370.5
OG0003686	SHAE2_96520.1	SCUR1_89760.1
OG0003687	SHAE2_92570.1	SCUR1_86050.1
OG0003688	SHAE2_86530.1	SCUR1_81270.1, SCUR1_81270.2, SCUR1_81270.3
OG0003689	SHAE2_66690.1, SHAE2_66690.2	SCUR1_62400.1
OG0003689	SHAE2_66690.3	SCUR1_62400.2
OG0003690	SHAE2_58280.1	SCUR1_55080.1, SCUR1_55080.2
OG0003692	SHAE2_41210.1	SCUR1_38510.1, SCUR1_97500.1
OG0003693	SHAE2_56440.1, SHAE2_56440.2	SCUR1_53170.1
OG0003694	SHAE2_26340.1, SHAE2_26340.2, SHAE2_26340.4, SHAE2_26340.3	SCUR1_23830.1, SCUR1_23830.2
OG0003695	SHAE2_69050.2, SHAE2_69050.3, SHAE2_69050.1, SHAE2_69050.4	SCUR1_64580.1
OG0003696	SHAE2_74220.1	SCUR1_69090.1
OG0003697	SHAE2_1820.1, SHAE2_1820.2	SCUR1_1430.1, SCUR1_1430.2, SCUR1_1430.3
OG0003698	SHAE2_35120.1	SCUR1_32930.1
OG0003699	SHAE2_34700.1, SHAE2_34700.2, SHAE2_34700.3	SCUR1_32490.1, SCUR1_32490.2, SCUR1_32490.3
OG0003700	SHAE2_49510.1, SHAE2_49510.2	SCUR1_46360.1
OG0003701	SHAE2_85420.1	SCUR1_80890.1
OG0003703	SHAE2_13970.2	SCUR1_12280.1
OG0003704	SHAE2_36290.1, SHAE2_102730.1	SCUR1_33560.1
OG0003705	SHAE2_37210.1	SCUR1_34570.1, SCUR1_34570.2
OG0003706	SHAE2_96720.1	SCUR1_89970.1
OG0003707	SHAE2_5390.1, SHAE2_5390.2	SCUR1_4830.1
OG0003708	SHAE2_65540.1, SHAE2_65540.2	SCUR1_61330.1
OG0003710	SHAE2_102780.1	SCUR1_33600.1
OG0003711	SHAE2_71400.2, SHAE2_71400.3, SHAE2_71400.1, SHAE2_71400.4	SCUR1_66710.1
OG0003712	SHAE2_19930.1	SCUR1_17720.1
OG0003713	SHAE2_92520.1	SCUR1_85970.1
OG0003714	SHAE2_94320.1	SCUR1_87670.1, SCUR1_87660.1
OG0003715	SHAE2_27920.1	SCUR1_25570.1, SCUR1_25570.2, SCUR1_25570.3
OG0003716	SHAE2_98600.1	SCUR1_91840.1, SCUR1_91840.2
OG0003717	SHAE2_77350.1, SHAE2_77350.4, SHAE2_77350.2, SHAE2_77350.3, SHAE2_77350.5	SCUR1_72120.1
OG0003718	SHAE2_82090.1	SCUR1_77020.1, SCUR1_77020.2
OG0003719	SHAE2_53260.1, SHAE2_53260.2	SCUR1_50020.3, SCUR1_50020.2, SCUR1_50020.1, SCUR1_50020.4
OG0003720	SHAE2_63920.1	SCUR1_59750.1, SCUR1_59750.2, SCUR1_59750.3
OG0003721	SHAE2_97580.1	SCUR1_95490.2, SCUR1_95490.3, SCUR1_95490.1, SCUR1_95490.4
OG0003722	SHAE2_97340.1, SHAE2_97350.1	SCUR1_90580.1, SCUR1_98570.1, SCUR1_90590.1, SCUR1_98580.1
OG0003723	SHAE2_98150.1	SCUR1_91570.1, SCUR1_91570.2, SCUR1_91570.3
OG0003724	SHAE2_21730.1	SCUR1_19570.1
OG0003725	SHAE2_6150.1	SCUR1_5660.1, SCUR1_5660.2
OG0003726	SHAE2_57610.1, SHAE2_57610.2, SHAE2_57610.3	SCUR1_54430.1, SCUR1_54430.2, SCUR1_54430.3
OG0003727	SHAE2_31260.2	SCUR1_29070.2
OG0003727	SHAE2_31260.1	SCUR1_29070.1
OG0003728	SHAE2_23130.1	SCUR1_21050.1
OG0003729	SHAE2_10950.1	SCUR1_9000.1
OG0003730	SHAE2_53030.2	SCUR1_49780.1
OG0003730	SHAE2_53030.3	SCUR1_49780.1
OG0003731	SHAE2_87200.1	SCUR1_81950.1
OG0003732	SHAE2_85940.1	SCUR1_80560.3, SCUR1_80560.1, SCUR1_80560.2
OG0003733	SHAE2_7780.3, SHAE2_7780.2, SHAE2_7780.1	SCUR1_7160.5, SCUR1_7160.1, SCUR1_7160.2, SCUR1_7160.3
OG0003734	SHAE2_4240.1, SHAE2_4240.2, SHAE2_4240.3, SHAE2_4240.4	SCUR1_3660.1
OG0003735	SHAE2_5610.1	SCUR1_100600.1, SCUR1_5080.1, SCUR1_100590.1, SCUR1_5080.2
OG0003736	SHAE2_73700.1	SCUR1_68590.1
OG0003737	SHAE2_1620.1	SCUR1_1240.1
OG0003738	SHAE2_46610.2, SHAE2_46610.1	SCUR1_43930.2, SCUR1_43930.3, SCUR1_43930.1, SCUR1_43930.4
OG0003739	SHAE2_52990.1	SCUR1_49740.1
OG0003740	SHAE2_29230.1	SCUR1_26950.1, SCUR1_26950.2, SCUR1_26950.3
OG0003741	SHAE2_56710.1	SCUR1_53430.1
OG0003742	SHAE2_63360.1	SCUR1_59260.2, SCUR1_59260.1, SCUR1_59260.3, SCUR1_59260.4, SCUR1_59260.5
OG0003743	SHAE2_68100.1	SCUR1_63800.1, SCUR1_63800.5, SCUR1_63800.2, SCUR1_63800.3, SCUR1_63800.4
OG0003744	SHAE2_33650.1	SCUR1_31330.1
OG0003745	SHAE2_33070.1, SHAE2_33090.1	SCUR1_30770.1
OG0003746	SHAE2_4100.1	SCUR1_3540.3, SCUR1_3540.1, SCUR1_3540.2
OG0003747	SHAE2_27030.1, SHAE2_27030.2	SCUR1_24740.1, SCUR1_24740.2
OG0003748	SHAE2_3950.1	SCUR1_3400.1
OG0003749	SHAE2_23670.1	SCUR1_21540.2, SCUR1_21540.1
OG0003750	SHAE2_83990.1, SHAE2_83990.2	SCUR1_78970.1
OG0003751	SHAE2_90840.1	SCUR1_84520.1, SCUR1_84520.2
OG0003752	SHAE2_37200.1, SHAE2_37200.2, SHAE2_37200.3, SHAE2_37200.4	SCUR1_34560.1
OG0003753	SHAE2_23830.1	SCUR1_21710.1
OG0003754	SHAE2_91070.1, SHAE2_91070.2, SHAE2_91070.3, SHAE2_91070.4	SCUR1_95810.1, SCUR1_95810.2, SCUR1_95810.3, SCUR1_95810.4
OG0003755	SHAE2_2660.1, SHAE2_2660.2, SHAE2_2660.3, SHAE2_2660.4, SHAE2_2660.5	SCUR1_2190.1
OG0003756	SHAE2_96380.3, SHAE2_96380.1, SHAE2_96380.2	SCUR1_89630.1
OG0003757	SHAE2_44350.1	SCUR1_41600.1
OG0003758	SHAE2_35110.1, SHAE2_35110.2, SHAE2_35110.3	SCUR1_32920.1, SCUR1_32920.2, SCUR1_32920.3, SCUR1_32920.4
OG0003760	SHAE2_44570.2	SCUR1_41830.2, SCUR1_41830.3
OG0003760	SHAE2_44570.1	SCUR1_41830.1
OG0003761	SHAE2_53080.1, SHAE2_53080.2, SHAE2_53080.3	SCUR1_49830.1
OG0003762	SHAE2_93750.1	SCUR1_87140.1, SCUR1_87140.4, SCUR1_87140.2, SCUR1_87140.3, SCUR1_87140.5
OG0003763	SHAE2_44250.1, SHAE2_44250.2	SCUR1_41490.1, SCUR1_41490.2
OG0003764	SHAE2_42080.1	SCUR1_39300.1
OG0003765	SHAE2_13780.1	SCUR1_12080.1, SCUR1_12080.2
OG0003766	SHAE2_49900.2, SHAE2_49900.3, SHAE2_49900.1	SCUR1_46740.3, SCUR1_46740.1, SCUR1_46740.2
OG0003767	SHAE2_64130.1	SCUR1_59980.4, SCUR1_59980.1, SCUR1_59980.2, SCUR1_59980.3
OG0003768	SHAE2_2100.1	SCUR1_1680.1, SCUR1_1680.3, SCUR1_1680.2
OG0003769	SHAE2_27400.1	SCUR1_25050.1
OG0003770	SHAE2_74910.1	SCUR1_69810.2, SCUR1_69810.3, SCUR1_69810.1
OG0003771	SHAE2_7210.3, SHAE2_7210.6, SHAE2_7210.1, SHAE2_7210.4, SHAE2_7210.2, SHAE2_7210.5	SCUR1_6630.1, SCUR1_6630.2, SCUR1_6630.3
OG0003772	SHAE2_51390.1	SCUR1_48250.1
OG0003773	SHAE2_93620.1, SHAE2_7960.1	SCUR1_87030.1
OG0003774	SHAE2_76610.2, SHAE2_76610.3, SHAE2_76610.4	SCUR1_71500.1, SCUR1_71500.2
OG0003775	SHAE2_75310.1	SCUR1_70150.1
OG0003776	SHAE2_8250.1	SCUR1_7590.1
OG0003777	SHAE2_62170.1, SHAE2_62170.2	SCUR1_58220.1
OG0003778	SHAE2_98140.3, SHAE2_98140.4, SHAE2_98140.1, SHAE2_98140.2	SCUR1_91560.1
OG0003779	SHAE2_15420.1	SCUR1_13710.1, SCUR1_13710.2
OG0003780	SHAE2_70870.1	SCUR1_66310.1
OG0003781	SHAE2_28560.1	SCUR1_26250.1, SCUR1_26250.2
OG0003782	SHAE2_53570.2, SHAE2_53570.5, SHAE2_53570.1, SHAE2_53570.4, SHAE2_53570.3	SCUR1_50310.1
OG0003783	SHAE2_48810.1	SCUR1_46160.3, SCUR1_46160.1, SCUR1_46160.2
OG0003784	SHAE2_48650.5, SHAE2_48650.4, SHAE2_48650.1, SHAE2_48650.2, SHAE2_48650.6, SHAE2_48650.3	SCUR1_46290.1, SCUR1_46290.2
OG0003785	SHAE2_47730.1, SHAE2_47730.2, SHAE2_47730.3, SHAE2_47730.4, SHAE2_47730.5	SCUR1_45030.1
OG0003786	SHAE2_67810.1	SCUR1_63520.1
OG0003787	SHAE2_22300.1	SCUR1_20190.1, SCUR1_20190.2, SCUR1_20190.3, SCUR1_20190.4
OG0003788	SHAE2_75790.1, SHAE2_75790.2, SHAE2_75790.3, SHAE2_75790.4	SCUR1_70660.1, SCUR1_70660.2
OG0003789	SHAE2_8530.1, SHAE2_8530.2	SCUR1_7880.3, SCUR1_7880.1, SCUR1_7880.2
OG0003790	SHAE2_32080.1	SCUR1_29760.1
OG0003791	SHAE2_49620.1	SCUR1_46470.1
OG0003791	SHAE2_49620.1	SCUR1_46470.2
OG0003791	SHAE2_49620.1	SCUR1_46470.3
OG0003791	SHAE2_49620.1	SCUR1_46470.4
OG0003791	SHAE2_49620.1	SCUR1_46470.5
OG0003792	SHAE2_58940.1	SCUR1_55600.1
OG0003793	SHAE2_49830.1	SCUR1_46660.1, SCUR1_46660.2
OG0003794	SHAE2_90940.1	SCUR1_100260.1, SCUR1_84550.1, SCUR1_84550.2, SCUR1_84550.3
OG0003795	SHAE2_260.1	SCUR1_300.1
OG0003796	SHAE2_69790.2, SHAE2_69790.1, SHAE2_69790.3	SCUR1_65280.1, SCUR1_65280.2
OG0003797	SHAE2_80310.1, SHAE2_80310.2	SCUR1_75170.1
OG0003797	SHAE2_80310.3	SCUR1_75170.4, SCUR1_75170.2
OG0003798	SHAE2_17110.1	SCUR1_15130.1
OG0003799	SHAE2_86100.1	SCUR1_80410.1, SCUR1_80410.2, SCUR1_80410.3
OG0003800	SHAE2_25670.3, SHAE2_25670.1, SHAE2_25670.2	SCUR1_23260.1, SCUR1_23260.2, SCUR1_23260.3, SCUR1_23260.4, SCUR1_23260.5
OG0003801	SHAE2_56420.1	SCUR1_100870.1, SCUR1_53150.1
OG0003802	SHAE2_82830.1	SCUR1_77810.1
OG0003803	SHAE2_11890.1, SHAE2_11890.2, SHAE2_11890.3	SCUR1_9960.1
OG0003804	SHAE2_17430.1, SHAE2_17420.4, SHAE2_17420.5	SCUR1_15470.1, SCUR1_15470.2
OG0003805	SHAE2_1320.1	SCUR1_910.1, SCUR1_910.2, SCUR1_910.3
OG0003806	SHAE2_8390.1	SCUR1_7730.1
OG0003807	SHAE2_39940.3	SCUR1_37190.1
OG0003808	SHAE2_83930.1, SHAE2_83930.2, SHAE2_83930.3, SHAE2_83930.5, SHAE2_83930.4	SCUR1_78900.1
OG0003809	SHAE2_75230.1	SCUR1_70050.1
OG0003809	SHAE2_75230.1	SCUR1_70060.1
OG0003810	SHAE2_32390.1, SHAE2_32390.2	SCUR1_30090.1
OG0003811	SHAE2_29170.1, SHAE2_29170.2, SHAE2_29170.3, SHAE2_29170.5, SHAE2_29170.4	SCUR1_26910.1
OG0003812	SHAE2_27290.2, SHAE2_27290.1	SCUR1_24950.1
OG0003813	SHAE2_42180.1	SCUR1_73830.1
OG0003813	SHAE2_10540.1	SCUR1_99170.1
OG0003813	SHAE2_34260.1, SHAE2_84630.1, SHAE2_15710.1	SCUR1_39880.1
OG0003814	SHAE2_86650.2, SHAE2_86650.3	SCUR1_81370.1
OG0003815	SHAE2_94530.1	SCUR1_87890.1, SCUR1_87890.3, SCUR1_87890.2, SCUR1_87890.4, SCUR1_87890.5
OG0003816	SHAE2_63620.1, SHAE2_63620.2, SHAE2_63620.3, SHAE2_63620.4, SHAE2_63620.5, SHAE2_63620.6	SCUR1_59490.1, SCUR1_59490.2, SCUR1_59490.3
OG0003817	SHAE2_64230.1, SHAE2_64230.4, SHAE2_64230.5, SHAE2_64230.2, SHAE2_64230.3	SCUR1_60050.1
OG0003818	SHAE2_32660.1	SCUR1_30380.1
OG0003819	SHAE2_30180.1	SCUR1_27980.1
OG0003820	SHAE2_44170.1	SCUR1_41420.1
OG0003820	SHAE2_44190.1	SCUR1_41420.1
OG0003820	SHAE2_44210.1	SCUR1_41420.1
OG0003820	SHAE2_44170.1	SCUR1_41440.1
OG0003820	SHAE2_44190.1	SCUR1_41440.1
OG0003820	SHAE2_44210.1	SCUR1_41440.1
OG0003821	SHAE2_13830.1, SHAE2_13830.2	SCUR1_12130.1, SCUR1_12130.2, SCUR1_12130.3, SCUR1_12130.4
OG0003822	SHAE2_98740.1, SHAE2_98740.2, SHAE2_98740.3, SHAE2_98740.4	SCUR1_92100.1, SCUR1_92100.2
OG0003827	SHAE2_32240.2, SHAE2_32240.1, SHAE2_32240.3	SCUR1_29900.1, SCUR1_29900.2
OG0003828	SHAE2_40540.1	SCUR1_37800.1
OG0003829	SHAE2_7590.3	SCUR1_6960.3
OG0003829	SHAE2_7590.1, SHAE2_7590.2	SCUR1_6960.1, SCUR1_6960.2
OG0003830	SHAE2_13190.1, SHAE2_13190.3	SCUR1_11320.1
OG0003831	SHAE2_101090.1, SHAE2_101090.2	SCUR1_94210.1
OG0003832	SHAE2_101060.1	SCUR1_98230.1, SCUR1_94180.1, SCUR1_94180.3, SCUR1_94180.2
OG0003833	SHAE2_47840.1	SCUR1_45140.1
OG0003834	SHAE2_3520.1	SCUR1_2980.1
OG0003835	SHAE2_17840.1, SHAE2_17840.2, SHAE2_17840.3	SCUR1_15870.1
OG0003836	SHAE2_32220.1, SHAE2_32220.2, SHAE2_32220.3, SHAE2_32220.4	SCUR1_29870.1, SCUR1_29870.2
OG0003837	SHAE2_43140.1	SCUR1_40380.1, SCUR1_40380.2, SCUR1_40380.3, SCUR1_40380.4
OG0003838	SHAE2_15890.1, SHAE2_15890.3, SHAE2_15890.4, SHAE2_15890.2, SHAE2_15890.6, SHAE2_15890.5	SCUR1_14100.1
OG0003839	SHAE2_13730.1	SCUR1_11990.1
OG0003840	SHAE2_44180.1	SCUR1_41430.1
OG0003840	SHAE2_44200.1	SCUR1_41430.1
OG0003840	SHAE2_44220.1	SCUR1_41450.1
OG0003841	SHAE2_41180.1, SHAE2_41180.2, SHAE2_41180.3	SCUR1_38480.1, SCUR1_38480.2
OG0003842	SHAE2_32500.1	SCUR1_30220.1
OG0003843	SHAE2_10100.1, SHAE2_10100.2	SCUR1_8170.2, SCUR1_8170.1, SCUR1_8170.3, SCUR1_8170.4
OG0003844	SHAE2_35840.1, SHAE2_35850.1	SCUR1_33030.1, SCUR1_33030.2, SCUR1_33030.3, SCUR1_33030.4
OG0003845	SHAE2_97570.2, SHAE2_97570.4, SHAE2_97570.1, SHAE2_97570.5, SHAE2_97570.3	SCUR1_90610.1
OG0003846	SHAE2_5180.1, SHAE2_5180.2, SHAE2_5180.3	SCUR1_4610.1, SCUR1_4610.2
OG0003847	SHAE2_65730.1, SHAE2_65730.2	SCUR1_61530.5, SCUR1_61530.4, SCUR1_61530.2, SCUR1_61530.3, SCUR1_61530.1
OG0003848	SHAE2_90820.1	SCUR1_84500.1, SCUR1_84500.2, SCUR1_84500.3, SCUR1_84500.4, SCUR1_84500.5
OG0003849	SHAE2_23500.1	SCUR1_21340.1
OG0003850	SHAE2_31950.1	SCUR1_29480.1
OG0003851	SHAE2_67010.2, SHAE2_67010.4, SHAE2_67010.1, SHAE2_67010.3	SCUR1_62720.1
OG0003852	SHAE2_98780.1	SCUR1_92130.1
OG0003853	SHAE2_99840.1	SCUR1_94840.1, SCUR1_94840.2, SCUR1_94840.3
OG0003854	SHAE2_70820.1	SCUR1_66260.1
OG0003855	SHAE2_43740.1, SHAE2_43740.3, SHAE2_43740.4, SHAE2_43740.2	SCUR1_40970.1
OG0003856	SHAE2_90540.1	SCUR1_84210.1, SCUR1_84210.2, SCUR1_84210.3
OG0003857	SHAE2_41550.1	SCUR1_38790.1
OG0003859	SHAE2_67270.1	SCUR1_63130.1
OG0003860	SHAE2_42050.1	SCUR1_39270.1
OG0003861	SHAE2_40630.1, SHAE2_40630.2, SHAE2_40630.3	SCUR1_37880.1, SCUR1_37880.2
OG0003862	SHAE2_31070.1	SCUR1_28890.2, SCUR1_28890.1
OG0003863	SHAE2_24970.1	SCUR1_22740.4
OG0003865	SHAE2_98910.1	SCUR1_92260.1, SCUR1_92260.2
OG0003866	SHAE2_43310.1	SCUR1_40530.1
OG0003867	SHAE2_50600.1	SCUR1_47390.1
OG0003868	SHAE2_65160.1, SHAE2_65160.2, SHAE2_65160.3, SHAE2_65160.4, SHAE2_65160.5, SHAE2_65160.6	SCUR1_60980.1
OG0003869	SHAE2_44560.1	SCUR1_41820.1
OG0003870	SHAE2_98680.1	SCUR1_92020.1, SCUR1_92020.2
OG0003871	SHAE2_32790.1, SHAE2_32790.2, SHAE2_32790.3, SHAE2_32790.4	SCUR1_30510.1
OG0003872	SHAE2_60030.1	SCUR1_56570.1
OG0003873	SHAE2_91010.1	SCUR1_81240.1
OG0003874	SHAE2_46380.1, SHAE2_46380.2	SCUR1_43690.4, SCUR1_43690.3, SCUR1_43690.5, SCUR1_43690.2, SCUR1_43690.1
OG0003875	SHAE2_25680.1	SCUR1_23270.1
OG0003876	SHAE2_42490.1	SCUR1_39750.1
OG0003877	SHAE2_66360.1	SCUR1_62090.1
OG0003878	SHAE2_66380.1	SCUR1_62080.1, SCUR1_62080.2
OG0003879	SHAE2_84730.1	SCUR1_79850.1
OG0003880	SHAE2_96220.1	SCUR1_89470.6, SCUR1_89470.4, SCUR1_89470.3, SCUR1_89470.5
OG0003881	SHAE2_64930.1	SCUR1_60730.1, SCUR1_60730.2, SCUR1_60730.3, SCUR1_60730.4, SCUR1_60730.5
OG0003882	SHAE2_98900.1, SHAE2_98900.2	SCUR1_92250.2, SCUR1_92250.1, SCUR1_92250.3, SCUR1_92250.4
OG0003883	SHAE2_64850.1	SCUR1_60640.1
OG0003884	SHAE2_26590.1	SCUR1_24230.1
OG0003885	SHAE2_91960.1	SCUR1_85540.1
OG0003886	SHAE2_41200.2, SHAE2_41200.1	SCUR1_38490.1, SCUR1_38490.2, SCUR1_38490.3, SCUR1_38490.4, SCUR1_38490.5
OG0003887	SHAE2_93700.1	SCUR1_87090.1
OG0003888	SHAE2_95960.1	SCUR1_89200.1, SCUR1_89200.2
OG0003889	SHAE2_80120.1	SCUR1_74980.1
OG0003890	SHAE2_22450.1	SCUR1_20360.1, SCUR1_20360.2
OG0003891	SHAE2_15920.1, SHAE2_15920.2	SCUR1_14140.1, SCUR1_14130.1
OG0003892	SHAE2_93600.1, SHAE2_93600.2	SCUR1_87010.1, SCUR1_87010.2
OG0003893	SHAE2_6940.1, SHAE2_6940.2, SHAE2_6940.3, SHAE2_6940.4	SCUR1_6350.2, SCUR1_6350.5, SCUR1_6350.4, SCUR1_6350.3, SCUR1_6350.1, SCUR1_6350.6, SCUR1_6350.7
OG0003894	SHAE2_13600.1	SCUR1_11770.1, SCUR1_11830.1
OG0003895	SHAE2_55660.1	SCUR1_52360.5, SCUR1_52360.4, SCUR1_52360.2, SCUR1_52360.6, SCUR1_52360.1, SCUR1_52360.3
OG0003896	SHAE2_56130.1	SCUR1_52870.2
OG0003896	SHAE2_56130.2	SCUR1_52870.1
OG0003897	SHAE2_31570.1	SCUR1_29250.1, SCUR1_29250.2
OG0003898	SHAE2_10990.1	SCUR1_9040.1
OG0003899	SHAE2_55680.2, SHAE2_55680.1, SHAE2_55680.3	SCUR1_52380.3, SCUR1_52380.1, SCUR1_52380.2
OG0003900	SHAE2_73210.1	SCUR1_68120.3, SCUR1_68120.1, SCUR1_68120.2
OG0003901	SHAE2_73200.1, SHAE2_73200.2	SCUR1_98120.1, SCUR1_98120.2
OG0003901	SHAE2_73200.3	SCUR1_98120.3
OG0003902	SHAE2_93240.1	SCUR1_86660.3, SCUR1_86660.1, SCUR1_86660.2
OG0003903	SHAE2_72990.1	SCUR1_67980.1, SCUR1_67980.2
OG0003904	SHAE2_72380.2	SCUR1_67410.1
OG0003904	SHAE2_72380.1	SCUR1_67410.2
OG0003905	SHAE2_99950.1	SCUR1_93130.3, SCUR1_93130.2
OG0003905	SHAE2_99860.1	SCUR1_93130.1
OG0003907	SHAE2_550.1, SHAE2_550.2	SCUR1_400.1
OG0003908	SHAE2_24460.2, SHAE2_24460.4, SHAE2_24460.1, SHAE2_24460.3	SCUR1_22330.1
OG0003909	SHAE2_38980.1	SCUR1_36250.2
OG0003909	SHAE2_38980.2	SCUR1_36250.3
OG0003910	SHAE2_59680.1	SCUR1_56230.1
OG0003911	SHAE2_43870.1, SHAE2_43870.2	SCUR1_41120.1
OG0003912	SHAE2_103430.1, SHAE2_103430.4, SHAE2_103430.2, SHAE2_103430.3, SHAE2_103430.5	SCUR1_100070.2, SCUR1_100070.4, SCUR1_100070.5, SCUR1_100070.1, SCUR1_100070.3
OG0003913	SHAE2_33040.1	SCUR1_30730.1
OG0003914	SHAE2_73950.1	SCUR1_68810.1, SCUR1_68810.2, SCUR1_68810.6, SCUR1_68810.3, SCUR1_68810.4, SCUR1_68810.5
OG0003915	SHAE2_73960.1	SCUR1_68820.2, SCUR1_68820.1, SCUR1_68820.3
OG0003916	SHAE2_89130.1, SHAE2_89130.2, SHAE2_89130.3, SHAE2_89130.4	SCUR1_82780.1, SCUR1_82780.2, SCUR1_82780.3, SCUR1_82780.4
OG0003917	SHAE2_16250.1	SCUR1_14490.1
OG0003918	SHAE2_53060.1	SCUR1_49810.1
OG0003919	SHAE2_36930.1, SHAE2_36930.3, SHAE2_36930.2	SCUR1_34270.2, SCUR1_34270.1
OG0003920	SHAE2_18820.1	SCUR1_16730.1, SCUR1_16730.2
OG0003921	SHAE2_74410.1	SCUR1_69300.2, SCUR1_69300.1, SCUR1_69300.3, SCUR1_69300.4
OG0003922	SHAE2_72310.1, SHAE2_72310.5, SHAE2_72310.2, SHAE2_72310.3, SHAE2_72310.4, SHAE2_72310.6	SCUR1_67330.1, SCUR1_67330.2
OG0003923	SHAE2_26960.1, SHAE2_26960.2	SCUR1_24680.1, SCUR1_24680.2, SCUR1_24680.3
OG0003924	SHAE2_59630.1, SHAE2_59630.2	SCUR1_56180.1
OG0003925	SHAE2_55910.1, SHAE2_55910.2	SCUR1_52630.1
OG0003926	SHAE2_27710.1	SCUR1_25370.1
OG0003927	SHAE2_73280.2, SHAE2_73280.3, SHAE2_73280.1, SHAE2_73280.4	SCUR1_68180.1
OG0003928	SHAE2_43840.1, SHAE2_43840.2	SCUR1_41090.1
OG0003929	SHAE2_49460.1, SHAE2_49460.2	SCUR1_45670.1
OG0003930	SHAE2_84920.1, SHAE2_84920.2	SCUR1_79680.1
OG0003931	SHAE2_55990.1	SCUR1_52720.1
OG0003932	SHAE2_16520.1	SCUR1_14760.1
OG0003933	SHAE2_47860.1	SCUR1_45160.4, SCUR1_45160.1, SCUR1_45160.2, SCUR1_45160.3
OG0003934	SHAE2_580.1	SCUR1_420.1
OG0003935	SHAE2_16200.1	SCUR1_14420.1
OG0003936	SHAE2_7140.1	SCUR1_6560.1, SCUR1_6560.2
OG0003937	SHAE2_51000.1	SCUR1_47830.1
OG0003938	SHAE2_77430.1	SCUR1_72200.1
OG0003939	SHAE2_89910.1	SCUR1_83640.1
