Orthogroup	schistosoma_curassoni	schistosoma_intercalatum
OG0002029	SCUR1_32750.1	SINT1_32700.2
OG0002030	SCUR1_62050.1, SCUR1_62050.2, SCUR1_81450.1, SCUR1_81450.2	SINT1_61870.1
OG0002031	SCUR1_1660.1, SCUR1_1660.4, SCUR1_1660.2, SCUR1_1660.3	SINT1_1700.1
OG0002032	SCUR1_92240.1, SCUR1_92240.2, SCUR1_92240.4, SCUR1_92240.5, SCUR1_92240.3	SINT1_91930.1
OG0002033	SCUR1_60070.1	SINT1_59910.1, SINT1_59910.2
OG0002034	SCUR1_67560.1, SCUR1_67560.4, SCUR1_67560.2, SCUR1_67560.3	SINT1_67490.1, SINT1_67490.2
OG0002035	SCUR1_14020.1	SINT1_14060.1
OG0002036	SCUR1_86430.1	SINT1_85870.1, SINT1_85870.3, SINT1_85870.2
OG0002037	SCUR1_54490.1, SCUR1_54490.2, SCUR1_54490.3	SINT1_54350.1
OG0002038	SCUR1_43950.1	SINT1_43820.3, SINT1_43820.1, SINT1_43820.2
OG0002039	SCUR1_49840.2, SCUR1_49840.1, SCUR1_49840.3	SINT1_49780.1, SINT1_49780.2
OG0002040	SCUR1_2580.3, SCUR1_2580.2, SCUR1_2580.1	SINT1_2680.1
OG0002041	SCUR1_73860.1	SINT1_73550.1
OG0002042	SCUR1_13870.1, SCUR1_13870.2	SINT1_13920.1, SINT1_13920.2, SINT1_13920.3
OG0002043	SCUR1_63150.1	SINT1_62920.1
OG0002044	SCUR1_7380.1, SCUR1_7380.4, SCUR1_7380.2, SCUR1_7380.3	SINT1_7520.1
OG0002045	SCUR1_84420.1	SINT1_84090.1
OG0002046	SCUR1_74180.4, SCUR1_74180.3	SINT1_73830.3
OG0002047	SCUR1_84180.1	SINT1_83830.1
OG0002048	SCUR1_16340.1	SINT1_16440.1, SINT1_16440.2
OG0002049	SCUR1_89380.1	SINT1_89140.1, SINT1_89140.3, SINT1_89140.4, SINT1_89140.6, SINT1_89140.7, SINT1_89140.8, SINT1_89140.2, SINT1_89140.5
OG0002050	SCUR1_53960.3, SCUR1_53960.2, SCUR1_53960.4, SCUR1_53960.5	SINT1_53810.2
OG0002050	SCUR1_53960.1	SINT1_53810.1
OG0002051	SCUR1_30360.3, SCUR1_30360.1, SCUR1_30360.2	SINT1_30480.1
OG0002052	SCUR1_43430.1	SINT1_43260.3
OG0002052	SCUR1_43430.1	SINT1_43260.4
OG0002053	SCUR1_76620.1	SINT1_76080.1, SINT1_76080.2, SINT1_76080.3, SINT1_76080.4
OG0002054	SCUR1_70010.1, SCUR1_70010.2, SCUR1_70010.3	SINT1_70000.1, SINT1_70000.3, SINT1_70000.4, SINT1_70000.2
OG0002055	SCUR1_58130.1, SCUR1_58130.2, SCUR1_58130.3, SCUR1_58130.4	SINT1_57810.3, SINT1_57810.1, SINT1_57810.2
OG0002056	SCUR1_88500.1	SINT1_88160.1, SINT1_88170.1, SINT1_88170.2, SINT1_88170.3
OG0002057	SCUR1_49990.3, SCUR1_49990.2, SCUR1_49990.1	SINT1_49910.1, SINT1_49910.2
OG0002058	SCUR1_8060.1	SINT1_8210.1, SINT1_8210.2, SINT1_8210.3, SINT1_8210.4
OG0002059	SCUR1_44570.1, SCUR1_44570.2, SCUR1_44570.3, SCUR1_44570.4, SCUR1_44570.5, SCUR1_44570.6	SINT1_44480.2, SINT1_44480.1, SINT1_44480.3
OG0002060	SCUR1_7270.1, SCUR1_7270.2, SCUR1_7270.3, SCUR1_7270.4, SCUR1_7270.5, SCUR1_7270.6	SINT1_7400.1, SINT1_7400.2, SINT1_7400.3
OG0002061	SCUR1_4660.1, SCUR1_4660.2	SINT1_4650.1, SINT1_4650.2, SINT1_4650.3, SINT1_4650.4, SINT1_4650.5, SINT1_4650.6
OG0002062	SCUR1_97580.4, SCUR1_97580.3, SCUR1_97580.1, SCUR1_97580.2	SINT1_66800.1
OG0002063	SCUR1_44660.1, SCUR1_44660.2, SCUR1_96780.1, SCUR1_44660.4, SCUR1_96790.1, SCUR1_44660.3, SCUR1_44660.5, SCUR1_24400.1	SINT1_44550.1
OG0002064	SCUR1_9950.1	SINT1_10180.1
OG0002065	SCUR1_28300.1	SINT1_15090.1, SINT1_15100.2, SINT1_15100.1
OG0002066	SCUR1_74860.1	SINT1_74430.1
OG0002066	SCUR1_74910.1, SCUR1_74930.1	SINT1_74470.1
OG0002067	SCUR1_59020.5, SCUR1_59020.1, SCUR1_59020.2, SCUR1_59020.4, SCUR1_59020.6, SCUR1_59020.3	SINT1_58860.1
OG0002068	SCUR1_12210.1	SINT1_12200.1
OG0002069	SCUR1_52020.1	SINT1_72730.1
OG0002070	SCUR1_59060.4, SCUR1_59060.5, SCUR1_59060.1, SCUR1_59060.2, SCUR1_59060.3, SCUR1_59060.6	SINT1_58890.1, SINT1_58890.5, SINT1_58890.3, SINT1_58890.2, SINT1_58890.4
OG0002073	SCUR1_93520.1	SINT1_93240.1, SINT1_93240.2
OG0002074	SCUR1_19010.1	SINT1_19180.2, SINT1_19180.3, SINT1_19180.1, SINT1_19180.4, SINT1_19180.5
OG0002075	SCUR1_10590.1, SCUR1_10590.2	SINT1_10740.1
OG0002076	SCUR1_41950.3	SINT1_41790.1
OG0002077	SCUR1_13760.1, SCUR1_13770.1	SINT1_13810.5, SINT1_13810.2, SINT1_13810.1, SINT1_13810.3, SINT1_13810.6, SINT1_13810.4
OG0002078	SCUR1_37830.3	SINT1_37640.2
OG0002078	SCUR1_37830.1	SINT1_37640.1
OG0002078	SCUR1_37830.2	SINT1_37640.1
OG0002079	SCUR1_38020.2, SCUR1_38020.1	SINT1_37870.1
OG0002080	SCUR1_51140.1, SCUR1_51140.2, SCUR1_51140.3, SCUR1_51140.4, SCUR1_51140.6, SCUR1_51140.7, SCUR1_51140.5	SINT1_51130.1
OG0002081	SCUR1_81770.1, SCUR1_81770.2	SINT1_81250.1, SINT1_81250.2
OG0002082	SCUR1_59360.1	SINT1_59200.1
OG0002082	SCUR1_59370.1	SINT1_59210.1
OG0002083	SCUR1_44780.1	SINT1_44660.1
OG0002083	SCUR1_44780.2	SINT1_44660.2, SINT1_44660.3, SINT1_44660.4
OG0002084	SCUR1_17860.1	SINT1_18010.1, SINT1_18010.2
OG0002085	SCUR1_97130.1	SINT1_60800.1, SINT1_60800.2, SINT1_60800.3, SINT1_60800.4, SINT1_60800.5
OG0002087	SCUR1_33620.4	SINT1_33590.1
OG0002088	SCUR1_27720.1, SCUR1_27720.4, SCUR1_27720.2, SCUR1_27720.3	SINT1_27790.1, SINT1_27790.2, SINT1_27790.3
OG0002089	SCUR1_46080.1, SCUR1_46080.2	SINT1_45990.1, SINT1_45990.2
OG0002090	SCUR1_54480.1	SINT1_54340.1
OG0002091	SCUR1_52810.4, SCUR1_52810.3, SCUR1_52810.1, SCUR1_52810.2	SINT1_52780.1, SINT1_52780.2
OG0002092	SCUR1_39200.3, SCUR1_39200.4, SCUR1_39200.1, SCUR1_39200.2	SINT1_39070.1
OG0002093	SCUR1_25480.1, SCUR1_25480.3	SINT1_25630.1
OG0002095	SCUR1_16310.1	SINT1_16410.1
OG0002096	SCUR1_28840.1, SCUR1_28840.3, SCUR1_28840.2, SCUR1_28840.4	SINT1_28840.1
OG0002097	SCUR1_5430.1, SCUR1_5430.2	SINT1_5370.1
OG0002098	SCUR1_64430.1, SCUR1_64430.2, SCUR1_64430.3	SINT1_64130.1
OG0002099	SCUR1_39080.1	SINT1_38970.1
OG0002100	SCUR1_28380.1	SINT1_28390.1, SINT1_28390.2
OG0002101	SCUR1_87920.1	SINT1_87690.1
OG0002102	SCUR1_24380.1	SINT1_24470.2, SINT1_24470.1
OG0002102	SCUR1_25170.1	SINT1_25260.1
OG0002103	SCUR1_43230.1, SCUR1_43230.2, SCUR1_43230.3, SCUR1_43230.4	SINT1_43050.1
OG0002104	SCUR1_30880.1	SINT1_30980.1, SINT1_30980.2, SINT1_30980.3, SINT1_30980.4
OG0002105	SCUR1_25770.1, SCUR1_25770.2	SINT1_25870.1
OG0002106	SCUR1_86650.1	SINT1_86370.1
OG0002107	SCUR1_59820.1	SINT1_59670.1
OG0002108	SCUR1_89400.1	SINT1_89150.1
OG0002108	SCUR1_81070.1	SINT1_79640.1
OG0002109	SCUR1_45540.1	SINT1_45460.1
OG0002110	SCUR1_83300.1	SINT1_82820.1
OG0002110	SCUR1_70270.1, SCUR1_70270.2	SINT1_70240.1, SINT1_70240.2
OG0002111	SCUR1_42580.1, SCUR1_42580.2	SINT1_42420.1, SINT1_42420.2, SINT1_42420.3, SINT1_42420.4
OG0002112	SCUR1_58610.1	SINT1_58310.1
OG0002113	SCUR1_89110.1, SCUR1_89110.2, SCUR1_89110.3	SINT1_88880.1
OG0002114	SCUR1_24100.2	SINT1_24250.2
OG0002114	SCUR1_24100.3, SCUR1_24100.1, SCUR1_24100.4	SINT1_24250.1
OG0002115	SCUR1_21520.1	SINT1_54830.2
OG0002116	SCUR1_32610.2, SCUR1_32610.1, SCUR1_32610.5, SCUR1_32610.6, SCUR1_32610.3, SCUR1_32610.4	SINT1_32580.1
OG0002117	SCUR1_4580.1, SCUR1_4580.2	SINT1_4550.1
OG0002118	SCUR1_46000.1	SINT1_45910.1
OG0002118	SCUR1_45990.1, SCUR1_45990.2	SINT1_45900.1
OG0002119	SCUR1_83330.1	SINT1_82850.1
OG0002120	SCUR1_6300.1, SCUR1_6300.4, SCUR1_6300.6, SCUR1_6300.3, SCUR1_6300.5, SCUR1_6300.2, SCUR1_6300.7, SCUR1_6300.8	SINT1_6330.1, SINT1_6330.2
OG0002121	SCUR1_6310.1, SCUR1_6310.2	SINT1_6340.3, SINT1_6340.4, SINT1_6340.1, SINT1_6340.2
OG0002122	SCUR1_31370.1	SINT1_31490.1, SINT1_31490.2, SINT1_31490.3, SINT1_31490.4
OG0002123	SCUR1_29370.1, SCUR1_29370.4, SCUR1_29370.5	SINT1_29420.2
OG0002123	SCUR1_29370.3, SCUR1_29370.2	SINT1_29420.3
OG0002124	SCUR1_20240.3, SCUR1_20240.1, SCUR1_20240.2	SINT1_21060.1, SINT1_21060.2, SINT1_21060.3
OG0002125	SCUR1_94640.1	SINT1_94420.2, SINT1_94420.1, SINT1_94390.1
OG0002125	SCUR1_95400.2, SCUR1_95400.1	SINT1_96780.1
OG0002126	SCUR1_3060.1	SINT1_3070.1
OG0002127	SCUR1_99590.3	SINT1_59450.2
OG0002128	SCUR1_6490.1	SINT1_6510.1
OG0002129	SCUR1_51900.1	SINT1_51860.1
OG0002130	SCUR1_24570.1	SINT1_24670.1
OG0002131	SCUR1_40700.1, SCUR1_40700.2	SINT1_40550.1
OG0002132	SCUR1_55170.1, SCUR1_55170.2	SINT1_55050.1, SINT1_55050.2
OG0002133	SCUR1_47470.1, SCUR1_47470.2, SCUR1_47470.3, SCUR1_47470.4	SINT1_47390.1
OG0002134	SCUR1_37120.1	SINT1_36920.1
OG0002135	SCUR1_26020.1	SINT1_26140.1
OG0002136	SCUR1_91710.1	SINT1_91380.1
OG0002137	SCUR1_78050.4	SINT1_77450.1
OG0002138	SCUR1_31060.1, SCUR1_31060.2	SINT1_31130.1
OG0002139	SCUR1_62860.1	SINT1_62660.1, SINT1_62670.1
OG0002140	SCUR1_7230.1, SCUR1_7230.2, SCUR1_7230.3	SINT1_7330.1
OG0002141	SCUR1_58730.4, SCUR1_58730.2, SCUR1_58730.3, SCUR1_58730.1	SINT1_58450.1, SINT1_58450.2
OG0002142	SCUR1_100320.2, SCUR1_100320.1, SCUR1_84790.1	SINT1_84550.1
OG0002143	SCUR1_45950.1	SINT1_95620.1
OG0002144	SCUR1_26330.1, SCUR1_26330.2	SINT1_26450.1, SINT1_26450.2
OG0002145	SCUR1_30480.2, SCUR1_30480.4, SCUR1_30480.1, SCUR1_30480.3	SINT1_30590.1
OG0002146	SCUR1_16590.1, SCUR1_16590.2	SINT1_16680.1
OG0002147	SCUR1_49820.3, SCUR1_49820.1, SCUR1_49820.2	SINT1_49760.1, SINT1_49760.2
OG0002148	SCUR1_6130.5, SCUR1_6130.4, SCUR1_6130.3, SCUR1_6130.1, SCUR1_6130.2	SINT1_6150.1
OG0002149	SCUR1_53700.1, SCUR1_53680.1	SINT1_53540.1, SINT1_53570.1
OG0002150	SCUR1_67550.1, SCUR1_67550.2	SINT1_67480.1
OG0002151	SCUR1_49660.1	SINT1_49600.1
OG0002151	SCUR1_80190.1	SINT1_80640.1
OG0002152	SCUR1_73380.1	SINT1_73140.1
OG0002153	SCUR1_7090.2, SCUR1_7090.3, SCUR1_7090.5, SCUR1_7090.1, SCUR1_7090.4	SINT1_7070.1, SINT1_7070.2, SINT1_7070.3, SINT1_7070.4
OG0002154	SCUR1_36600.4, SCUR1_36600.5, SCUR1_36600.6, SCUR1_36600.7, SCUR1_36600.8	SINT1_36440.1
OG0002155	SCUR1_23760.1, SCUR1_23760.2, SCUR1_23760.3	SINT1_23910.1, SINT1_23910.2, SINT1_23910.3, SINT1_23910.4
OG0002156	SCUR1_87220.1	SINT1_86970.3, SINT1_86970.4, SINT1_86970.1, SINT1_86970.2
OG0002157	SCUR1_62320.1, SCUR1_62320.2, SCUR1_62320.3	SINT1_62130.1, SINT1_62130.2
OG0002158	SCUR1_76010.1, SCUR1_76010.2	SINT1_75440.1
OG0002159	SCUR1_73930.3, SCUR1_73930.2, SCUR1_73930.1	SINT1_73610.1, SINT1_73610.2
OG0002160	SCUR1_60960.1	SINT1_60730.1, SINT1_60730.2, SINT1_60730.3
OG0002161	SCUR1_45400.1, SCUR1_45400.2, SCUR1_45400.3, SCUR1_45400.4, SCUR1_45400.5	SINT1_45320.1, SINT1_45320.2, SINT1_45320.3
OG0002162	SCUR1_26200.1	SINT1_26280.1
OG0002162	SCUR1_26200.1	SINT1_26340.1
OG0002163	SCUR1_38760.1, SCUR1_38760.2	SINT1_38620.1, SINT1_38620.2, SINT1_38620.3
OG0002164	SCUR1_58440.1	SINT1_58130.3, SINT1_58130.1, SINT1_58130.2
OG0002165	SCUR1_28110.2, SCUR1_28110.4, SCUR1_28110.1	SINT1_28150.2
OG0002165	SCUR1_28110.3	SINT1_28150.1
OG0002166	SCUR1_55800.5	SINT1_55490.2
OG0002168	SCUR1_48280.1	SINT1_48110.1
OG0002169	SCUR1_21510.1	SINT1_21660.2, SINT1_21660.1
OG0002170	SCUR1_71330.1, SCUR1_71330.2, SCUR1_71330.3, SCUR1_71330.4, SCUR1_71330.5, SCUR1_71330.6	SINT1_71200.1
OG0002171	SCUR1_2550.1, SCUR1_2560.1	SINT1_2720.2, SINT1_2720.1, SINT1_2710.3, SINT1_2710.1, SINT1_2710.2
OG0002172	SCUR1_30390.9, SCUR1_30390.2, SCUR1_30390.3, SCUR1_30390.4, SCUR1_30390.8, SCUR1_30390.1, SCUR1_30390.5, SCUR1_30390.6, SCUR1_30390.7	SINT1_30510.1
OG0002173	SCUR1_64380.1, SCUR1_64380.2	SINT1_64080.1, SINT1_64080.2, SINT1_64080.3
OG0002174	SCUR1_73390.1	SINT1_73150.1, SINT1_73150.2
OG0002175	SCUR1_74660.1, SCUR1_74660.2, SCUR1_74660.3, SCUR1_74660.6, SCUR1_74660.4, SCUR1_74660.5, SCUR1_74660.8, SCUR1_74660.9, SCUR1_74660.7	SINT1_74230.1
OG0002176	SCUR1_99070.1, SCUR1_99070.2, SCUR1_99070.3	SINT1_78240.1, SINT1_78240.2, SINT1_78240.3, SINT1_78240.4, SINT1_78240.5
OG0002177	SCUR1_5580.1	SINT1_5540.4, SINT1_5540.1, SINT1_5540.2, SINT1_5540.3
OG0002178	SCUR1_76240.2, SCUR1_76240.3, SCUR1_76240.1, SCUR1_76240.4	SINT1_75650.4, SINT1_75650.1, SINT1_75650.2, SINT1_75650.3
OG0002179	SCUR1_10080.1	SINT1_10290.1, SINT1_10290.2
OG0002180	SCUR1_76220.1	SINT1_75630.1, SINT1_75630.2
OG0002181	SCUR1_56580.1	SINT1_56320.1
OG0002182	SCUR1_74100.1	SINT1_73760.1, SINT1_73760.2
OG0002183	SCUR1_11520.3, SCUR1_11520.1, SCUR1_11520.2	SINT1_11670.1
OG0002184	SCUR1_90300.1	SINT1_90090.4, SINT1_90090.3, SINT1_90090.2, SINT1_90090.1, SINT1_90090.5
OG0002185	SCUR1_4850.1	SINT1_4840.1
OG0002186	SCUR1_21470.1	SINT1_19810.1
OG0002187	SCUR1_15070.1	SINT1_15070.1
OG0002188	SCUR1_66870.1, SCUR1_66870.5, SCUR1_66870.4, SCUR1_66870.2, SCUR1_66870.3	SINT1_66740.1, SINT1_66750.1
OG0002189	SCUR1_35630.1	SINT1_35540.6, SINT1_35540.5, SINT1_35540.1, SINT1_35540.2, SINT1_35540.3, SINT1_35540.4
OG0002190	SCUR1_26770.1, SCUR1_26770.2, SCUR1_26770.3, SCUR1_26770.4, SCUR1_26770.5, SCUR1_26770.6, SCUR1_26770.7	SINT1_26840.1, SINT1_26840.2
OG0002190	SCUR1_26770.8	SINT1_26840.3
OG0002191	SCUR1_11610.1, SCUR1_11630.1	SINT1_11760.3
OG0002192	SCUR1_45360.1, SCUR1_45350.1, SCUR1_45300.4, SCUR1_45300.1, SCUR1_45300.3, SCUR1_45300.2, SCUR1_45360.4, SCUR1_45360.2, SCUR1_45360.3, SCUR1_45360.5	SINT1_45230.1, SINT1_45230.2
OG0002193	SCUR1_76400.1	SINT1_75820.1, SINT1_75820.3, SINT1_75820.2, SINT1_75820.4
OG0002194	SCUR1_30490.1, SCUR1_30490.2	SINT1_30600.1, SINT1_30600.2
OG0002195	SCUR1_53190.1, SCUR1_53190.2	SINT1_53150.1
OG0002196	SCUR1_100030.1, SCUR1_100030.2	SINT1_67090.1, SINT1_67090.3, SINT1_67090.2
OG0002197	SCUR1_58650.1	SINT1_58360.1
OG0002198	SCUR1_28480.3, SCUR1_28480.1, SCUR1_28480.5, SCUR1_28480.4, SCUR1_28480.2	SINT1_28490.3, SINT1_28490.1, SINT1_28490.2
OG0002199	SCUR1_69960.1, SCUR1_69950.1	SINT1_69950.1
OG0002201	SCUR1_50410.4, SCUR1_50410.3, SCUR1_50410.1, SCUR1_50410.2	SINT1_50330.1
OG0002202	SCUR1_42420.1, SCUR1_42420.2, SCUR1_42420.3, SCUR1_42420.4, SCUR1_42420.5, SCUR1_42420.6, SCUR1_42420.7	SINT1_42240.1
OG0002203	SCUR1_76990.1	SINT1_76460.1, SINT1_76460.2, SINT1_76460.3
OG0002204	SCUR1_25340.1, SCUR1_25340.2	SINT1_25450.1, SINT1_25450.3, SINT1_25450.2
OG0002205	SCUR1_4350.2	SINT1_4290.2
OG0002205	SCUR1_4350.3	SINT1_4290.2
OG0002205	SCUR1_4350.1	SINT1_4290.1
OG0002206	SCUR1_88000.4, SCUR1_88000.3, SCUR1_88000.2, SCUR1_88000.1	SINT1_87750.1
OG0002207	SCUR1_14730.1, SCUR1_14740.2, SCUR1_14740.1, SCUR1_14740.3	SINT1_14750.1, SINT1_14730.1
OG0002208	SCUR1_18150.1	SINT1_18320.1, SINT1_18320.2, SINT1_18320.3
OG0002209	SCUR1_93370.3, SCUR1_93370.4, SCUR1_93370.1, SCUR1_93370.2	SINT1_93110.1, SINT1_93110.4, SINT1_93110.2, SINT1_93110.3, SINT1_93110.5
OG0002210	SCUR1_19790.1, SCUR1_19790.2, SCUR1_19790.3, SCUR1_19790.4	SINT1_21470.1, SINT1_21470.2, SINT1_21470.3
OG0002212	SCUR1_93840.1	SINT1_93530.1
OG0002214	SCUR1_44480.1	SINT1_44400.1, SINT1_44400.2
OG0002215	SCUR1_7280.1, SCUR1_7280.2	SINT1_7410.1
OG0002216	SCUR1_31150.1, SCUR1_31150.2	SINT1_31230.1, SINT1_31230.2, SINT1_31230.3, SINT1_31220.1
OG0002217	SCUR1_3390.1	SINT1_3350.1
OG0002218	SCUR1_5600.1	SINT1_5560.1
OG0002219	SCUR1_17520.1, SCUR1_17520.2, SCUR1_17520.3, SCUR1_17520.4	SINT1_17670.1, SINT1_17670.2
OG0002220	SCUR1_960.1, SCUR1_960.4, SCUR1_960.2, SCUR1_960.3, SCUR1_960.5, SCUR1_960.6	SINT1_1000.1, SINT1_1000.2, SINT1_1000.3, SINT1_1000.4
OG0002221	SCUR1_9470.1	SINT1_9660.1
OG0002222	SCUR1_35020.4, SCUR1_35020.5, SCUR1_35020.6, SCUR1_35020.1, SCUR1_35020.2, SCUR1_35020.3	SINT1_34910.1, SINT1_34910.2, SINT1_34910.3, SINT1_34910.4
OG0002223	SCUR1_19330.2, SCUR1_19330.1	SINT1_19480.1
OG0002224	SCUR1_12430.1	SINT1_95360.1
OG0002225	SCUR1_88660.1, SCUR1_88660.4, SCUR1_88660.5, SCUR1_88660.3, SCUR1_88660.2, SCUR1_88660.6	SINT1_88350.1
OG0002226	SCUR1_26340.2, SCUR1_26340.1, SCUR1_26340.3	SINT1_26460.1
OG0002227	SCUR1_43310.2, SCUR1_43310.3, SCUR1_43310.4, SCUR1_43310.1	SINT1_43140.1
OG0002228	SCUR1_42760.1	SINT1_42590.1
OG0002229	SCUR1_14660.1	SINT1_14670.1
OG0002230	SCUR1_65150.1	SINT1_64920.4, SINT1_64920.5, SINT1_64920.1, SINT1_64920.2, SINT1_64920.3
OG0002231	SCUR1_62760.1	SINT1_62570.2, SINT1_62570.3, SINT1_62570.4
OG0002232	SCUR1_75480.1	SINT1_74920.1
OG0002233	SCUR1_60260.2, SCUR1_60260.4, SCUR1_60260.1, SCUR1_60260.3	SINT1_60110.1, SINT1_60110.2
OG0002234	SCUR1_53560.1	SINT1_53470.1
OG0002234	SCUR1_53570.1	SINT1_53480.1
OG0002235	SCUR1_18470.1	SINT1_18620.1
OG0002236	SCUR1_67590.1, SCUR1_67590.2, SCUR1_67590.3	SINT1_67520.1
OG0002237	SCUR1_43700.1, SCUR1_43700.4, SCUR1_43700.3, SCUR1_43700.5, SCUR1_43700.2, SCUR1_43700.6	SINT1_43540.1
OG0002238	SCUR1_20130.1	SINT1_21140.1
OG0002239	SCUR1_94240.1	SINT1_94010.5, SINT1_94010.1, SINT1_94010.2, SINT1_94010.4, SINT1_94010.3
OG0002240	SCUR1_42080.2, SCUR1_42080.1, SCUR1_42080.3, SCUR1_42080.5, SCUR1_42080.4	SINT1_41920.1
OG0002241	SCUR1_67420.1	SINT1_67350.1
OG0002242	SCUR1_42370.1	SINT1_42200.1
OG0002243	SCUR1_29540.1	SINT1_29610.1
OG0002244	SCUR1_24510.1, SCUR1_24510.2	SINT1_24610.1
OG0002245	SCUR1_60080.1	SINT1_59920.1
OG0002246	SCUR1_21700.1	SINT1_21840.1, SINT1_21840.2
OG0002247	SCUR1_25990.1, SCUR1_25990.2	SINT1_26120.1
OG0002248	SCUR1_52930.3, SCUR1_52930.4, SCUR1_52930.7, SCUR1_52930.6, SCUR1_52930.5, SCUR1_52930.1, SCUR1_52930.2	SINT1_52880.1
OG0002249	SCUR1_54790.2, SCUR1_54790.1, SCUR1_54790.3	SINT1_54620.1
OG0002250	SCUR1_40440.1	SINT1_40290.1, SINT1_40290.2
OG0002251	SCUR1_27200.1, SCUR1_27200.2, SCUR1_27200.3	SINT1_27280.2, SINT1_27280.3
OG0002252	SCUR1_100540.1, SCUR1_100540.2, SCUR1_5130.1, SCUR1_5130.2	SINT1_5110.1, SINT1_5110.2
OG0002253	SCUR1_7330.1	SINT1_7470.1
OG0002253	SCUR1_7330.2	SINT1_7470.1
OG0002254	SCUR1_51520.1	SINT1_51500.3, SINT1_51500.2, SINT1_51500.1, SINT1_51500.6, SINT1_51500.5, SINT1_51500.4
OG0002256	SCUR1_48220.1, SCUR1_48220.3, SCUR1_48220.2	SINT1_48060.1, SINT1_48060.2
OG0002257	SCUR1_52410.1, SCUR1_52410.2	SINT1_52420.1, SINT1_52420.2, SINT1_52420.3
OG0002258	SCUR1_52500.1, SCUR1_52500.2, SCUR1_52500.3	SINT1_52490.1, SINT1_52490.2
OG0002259	SCUR1_28290.3, SCUR1_28290.4, SCUR1_28290.5, SCUR1_28290.1, SCUR1_28290.2	SINT1_28310.1
OG0002260	SCUR1_870.1	SINT1_930.1, SINT1_930.4, SINT1_930.2, SINT1_930.3
OG0002261	SCUR1_51260.2, SCUR1_51260.1, SCUR1_51260.3	SINT1_51240.1
OG0002262	SCUR1_17730.3, SCUR1_17730.5, SCUR1_17730.1, SCUR1_17730.7, SCUR1_17730.6	SINT1_17890.2
OG0002262	SCUR1_17730.2	SINT1_17890.1
OG0002262	SCUR1_17730.4	SINT1_17890.1
OG0002263	SCUR1_66620.1, SCUR1_66620.2, SCUR1_66620.3	SINT1_66430.1
OG0002264	SCUR1_43180.1, SCUR1_43180.2	SINT1_42990.1, SINT1_42990.2, SINT1_42990.3
OG0002265	SCUR1_40650.7, SCUR1_40650.5, SCUR1_40650.6, SCUR1_40650.1, SCUR1_40650.4, SCUR1_40650.3, SCUR1_40650.2, SCUR1_40650.8	SINT1_40510.1
OG0002266	SCUR1_93250.4	SINT1_92990.1
OG0002266	SCUR1_93250.2, SCUR1_93250.3	SINT1_92990.2
OG0002267	SCUR1_13480.1	SINT1_13540.3, SINT1_13540.4
OG0002269	SCUR1_61740.1, SCUR1_61740.2	SINT1_61540.1
OG0002270	SCUR1_87430.7, SCUR1_87430.8	SINT1_87190.2
OG0002270	SCUR1_87430.2	SINT1_87190.3
OG0002270	SCUR1_87430.1	SINT1_87190.1
OG0002271	SCUR1_80800.1, SCUR1_80800.2, SCUR1_80800.3, SCUR1_80800.5, SCUR1_80800.6, SCUR1_80800.4, SCUR1_80800.7	SINT1_79920.1
OG0002272	SCUR1_25010.1	SINT1_25100.1
OG0002273	SCUR1_77400.1	SINT1_76820.1, SINT1_76820.5, SINT1_76820.3, SINT1_76820.2, SINT1_76820.4
OG0002274	SCUR1_46670.1, SCUR1_46670.2	SINT1_46520.1
OG0002275	SCUR1_83520.1, SCUR1_83520.2, SCUR1_83520.3, SCUR1_83520.4, SCUR1_83530.1	SINT1_83040.1
OG0002276	SCUR1_52450.2, SCUR1_52450.1, SCUR1_52450.3, SCUR1_52450.4	SINT1_52460.1, SINT1_52460.2, SINT1_52460.3
OG0002277	SCUR1_51330.1	SINT1_51310.1
OG0002278	SCUR1_90800.6, SCUR1_90800.1, SCUR1_90800.3, SCUR1_90800.4, SCUR1_90800.5, SCUR1_90800.2	SINT1_90600.4, SINT1_90600.5, SINT1_90600.6, SINT1_90600.3, SINT1_90600.2, SINT1_90600.1
OG0002279	SCUR1_80470.1	SINT1_80360.1
OG0002279	SCUR1_85610.1	SINT1_85370.1
OG0002280	SCUR1_58450.1	SINT1_58140.1, SINT1_58140.2, SINT1_58140.3, SINT1_58140.4
OG0002281	SCUR1_42110.1	SINT1_41930.1
OG0002282	SCUR1_9330.3, SCUR1_9330.2, SCUR1_9320.1, SCUR1_9330.1	SINT1_9510.1, SINT1_9520.1
OG0002283	SCUR1_51460.3, SCUR1_51460.1, SCUR1_51460.2	SINT1_51430.2, SINT1_51430.1, SINT1_51430.3
OG0002284	SCUR1_70080.1, SCUR1_70080.2, SCUR1_70080.3, SCUR1_70080.4, SCUR1_70080.5, SCUR1_70080.6	SINT1_70050.1, SINT1_70050.2, SINT1_70050.3
OG0002285	SCUR1_8350.1	SINT1_8540.1
OG0002286	SCUR1_66790.6	SINT1_66650.1, SINT1_66650.3
OG0002286	SCUR1_66790.1, SCUR1_66790.2, SCUR1_66790.3, SCUR1_66790.4, SCUR1_66790.5	SINT1_66650.2
OG0002287	SCUR1_62350.3	SINT1_62160.1
OG0002288	SCUR1_73450.2, SCUR1_73450.4, SCUR1_73450.1, SCUR1_73450.3	SINT1_73210.2, SINT1_73210.1, SINT1_73210.3, SINT1_73210.4
