Orthogroup	schistosoma_curassoni	schistosoma_mattheei
OG0002391	SCUR1_18730.1	SMTH1_20690.1, SMTH1_20690.2, SMTH1_20690.3, SMTH1_20690.4, SMTH1_20690.5
OG0002392	SCUR1_89590.1	SMTH1_100860.1
OG0002393	SCUR1_59290.1, SCUR1_59290.3, SCUR1_59290.4	SMTH1_65960.1
OG0002394	SCUR1_31110.3, SCUR1_31120.1, SCUR1_31110.2	SMTH1_34600.1
OG0002395	SCUR1_82530.1, SCUR1_82530.2	SMTH1_92570.1, SMTH1_92560.1, SMTH1_92550.1
OG0002396	SCUR1_32910.1	SMTH1_36470.1
OG0002397	SCUR1_78260.1, SCUR1_78240.1, SCUR1_78240.2	SMTH1_87670.1
OG0002398	SCUR1_5360.1	SMTH1_6090.1
OG0002399	SCUR1_41010.1, SCUR1_41010.2	SMTH1_45570.1
OG0002400	SCUR1_3010.3, SCUR1_3010.1, SCUR1_3010.2	SMTH1_3630.1, SMTH1_3630.2
OG0002401	SCUR1_94660.1, SCUR1_99260.1, SCUR1_99260.2	SMTH1_106890.1
OG0002402	SCUR1_19690.1, SCUR1_19690.2, SCUR1_19690.3, SCUR1_19690.4, SCUR1_19680.1	SMTH1_23740.1
OG0002403	SCUR1_24110.1, SCUR1_24110.2, SCUR1_24110.3, SCUR1_24110.4	SMTH1_26810.1
OG0002404	SCUR1_61880.1	SMTH1_68890.3, SMTH1_68890.2, SMTH1_68890.1
OG0002405	SCUR1_1710.2, SCUR1_1710.1	SMTH1_2270.1
OG0002406	SCUR1_8470.1	SMTH1_9710.3, SMTH1_9710.4, SMTH1_9710.1, SMTH1_9710.2
OG0002407	SCUR1_8020.1	SMTH1_9240.1
OG0002407	SCUR1_8010.1	SMTH1_9220.1
OG0002408	SCUR1_72990.1, SCUR1_72990.3, SCUR1_72990.2	SMTH1_82070.2, SMTH1_82070.1, SMTH1_82070.3
OG0002409	SCUR1_83590.3, SCUR1_83590.4, SCUR1_83590.6, SCUR1_83590.1, SCUR1_83590.5, SCUR1_83590.2	SMTH1_93690.1
OG0002410	SCUR1_35610.1	SMTH1_39390.1
OG0002411	SCUR1_87440.1, SCUR1_87440.2, SCUR1_87440.4, SCUR1_87440.3	SMTH1_98420.1
OG0002412	SCUR1_29660.1, SCUR1_29660.2	SMTH1_32910.1, SMTH1_32910.2, SMTH1_32910.3
OG0002413	SCUR1_85940.1	SMTH1_96780.1, SMTH1_96780.3, SMTH1_96780.2
OG0002414	SCUR1_55380.1, SCUR1_55380.2, SCUR1_55380.6, SCUR1_55380.3, SCUR1_55380.4, SCUR1_55380.5	SMTH1_61840.1, SMTH1_61840.2
OG0002416	SCUR1_40960.1	SMTH1_45520.1
OG0002417	SCUR1_16280.1	SMTH1_18000.1
OG0002418	SCUR1_33050.2, SCUR1_33050.1, SCUR1_33050.3	SMTH1_36650.1, SMTH1_36650.3, SMTH1_36650.4, SMTH1_36650.2
OG0002419	SCUR1_28760.1	SMTH1_31810.1
OG0002420	SCUR1_33260.1	SMTH1_36900.1
OG0002421	SCUR1_71010.1	SMTH1_79810.1
OG0002422	SCUR1_34970.1, SCUR1_34970.2, SCUR1_34970.3	SMTH1_38610.1, SMTH1_38610.2
OG0002423	SCUR1_69860.1	SMTH1_78350.1
OG0002424	SCUR1_56080.1	SMTH1_62190.1
OG0002425	SCUR1_34720.1	SMTH1_38380.1
OG0002426	SCUR1_37070.6, SCUR1_37070.5, SCUR1_37070.1, SCUR1_37070.2, SCUR1_37070.3, SCUR1_37070.4	SMTH1_40810.1
OG0002427	SCUR1_8460.1, SCUR1_8460.2	SMTH1_9700.1
OG0002428	SCUR1_12640.1, SCUR1_12640.2	SMTH1_14070.1, SMTH1_14070.2, SMTH1_14070.3
OG0002429	SCUR1_40140.1	SMTH1_44520.1, SMTH1_44510.1
OG0002430	SCUR1_73750.1, SCUR1_73750.2, SCUR1_73750.3	SMTH1_82860.1
OG0002431	SCUR1_36790.3, SCUR1_36790.1, SCUR1_36790.4, SCUR1_36790.2	SMTH1_40540.1, SMTH1_40540.2
OG0002432	SCUR1_60590.1	SMTH1_67530.1
OG0002433	SCUR1_19420.1, SCUR1_19420.2, SCUR1_19420.3	SMTH1_21440.4, SMTH1_21440.5, SMTH1_21440.3, SMTH1_21440.1, SMTH1_21440.2
OG0002434	SCUR1_35040.1, SCUR1_35040.4, SCUR1_35040.2, SCUR1_35040.5, SCUR1_35040.3, SCUR1_35040.8, SCUR1_35040.6, SCUR1_35040.7	SMTH1_38710.1, SMTH1_38710.2
OG0002435	SCUR1_28820.1, SCUR1_28820.2, SCUR1_28820.4, SCUR1_28820.3, SCUR1_28820.5, SCUR1_28820.6, SCUR1_28820.7, SCUR1_28820.8	SMTH1_31870.1
OG0002436	SCUR1_22120.1, SCUR1_22130.1	SMTH1_24560.1
OG0002437	SCUR1_52670.1	SMTH1_58730.1, SMTH1_58730.2, SMTH1_58730.3
OG0002438	SCUR1_33530.1, SCUR1_33530.3, SCUR1_33530.2	SMTH1_37210.1
OG0002439	SCUR1_52820.2, SCUR1_52820.3, SCUR1_52820.5, SCUR1_52820.1, SCUR1_52820.4	SMTH1_58880.1
OG0002440	SCUR1_68330.1	SMTH1_76560.1
OG0002441	SCUR1_49090.1	SMTH1_54860.4, SMTH1_54860.1, SMTH1_54860.2, SMTH1_54860.3
OG0002442	SCUR1_42740.1	SMTH1_47460.1, SMTH1_47460.2, SMTH1_47460.3, SMTH1_47460.4, SMTH1_47460.5
OG0002443	SCUR1_45610.1, SCUR1_45610.2	SMTH1_50720.1
OG0002444	SCUR1_97940.1, SCUR1_57460.3, SCUR1_57460.1, SCUR1_57460.2	SMTH1_63680.1, SMTH1_63690.1
OG0002445	SCUR1_68380.2, SCUR1_68380.1, SCUR1_68380.3, SCUR1_68380.4	SMTH1_76580.1
OG0002446	SCUR1_62380.1	SMTH1_69570.1, SMTH1_69570.2
OG0002447	SCUR1_7360.1	SMTH1_8510.1, SMTH1_8510.2
OG0002448	SCUR1_32320.1	SMTH1_35810.1
OG0002449	SCUR1_18270.1	SMTH1_20210.3, SMTH1_20210.1, SMTH1_20210.2
OG0002450	SCUR1_64920.1, SCUR1_64920.2	SMTH1_72470.2, SMTH1_72470.1, SMTH1_72470.3
OG0002451	SCUR1_76230.1	SMTH1_85410.1
OG0002451	SCUR1_71030.1	SMTH1_79860.1, SMTH1_79860.2
OG0002452	SCUR1_7850.2, SCUR1_7850.1, SCUR1_7850.3	SMTH1_9030.1, SMTH1_9030.2, SMTH1_9030.3
OG0002453	SCUR1_47230.1, SCUR1_47230.3, SCUR1_47230.2, SCUR1_47230.4	SMTH1_52560.1, SMTH1_52560.2
OG0002454	SCUR1_66700.1	SMTH1_74570.1, SMTH1_74560.1
OG0002455	SCUR1_65710.1, SCUR1_65710.2, SCUR1_65710.3	SMTH1_73310.1
OG0002456	SCUR1_32890.1, SCUR1_32890.2	SMTH1_36450.1
OG0002457	SCUR1_70110.2, SCUR1_70110.3, SCUR1_70110.5, SCUR1_70110.6, SCUR1_70110.1, SCUR1_70110.4	SMTH1_78700.1
OG0002458	SCUR1_83610.1	SMTH1_93710.1
OG0002459	SCUR1_38330.2, SCUR1_38330.1, SCUR1_38330.3	SMTH1_42070.5, SMTH1_42070.6, SMTH1_42230.1
OG0002460	SCUR1_8200.1	SMTH1_9400.1, SMTH1_9400.2
OG0002461	SCUR1_9290.1	SMTH1_10590.1
OG0002462	SCUR1_64040.2, SCUR1_64040.4, SCUR1_64040.5, SCUR1_64040.1, SCUR1_64040.3, SCUR1_64040.6	SMTH1_71440.1
OG0002463	SCUR1_82570.1	SMTH1_92660.1, SMTH1_92660.2, SMTH1_92660.3
OG0002464	SCUR1_28150.1, SCUR1_28150.3, SCUR1_28150.2	SMTH1_31130.1, SMTH1_31130.2
OG0002465	SCUR1_82080.3, SCUR1_82080.4, SCUR1_82080.1, SCUR1_82080.2	SMTH1_92050.1
OG0002466	SCUR1_92660.3, SCUR1_92660.1	SMTH1_104310.1
OG0002467	SCUR1_50560.1, SCUR1_50560.2, SCUR1_50560.3	SMTH1_56430.1
OG0002468	SCUR1_75250.1	SMTH1_84350.1
OG0002469	SCUR1_4440.1, SCUR1_4440.2, SCUR1_4440.3	SMTH1_5110.1, SMTH1_5110.2
OG0002470	SCUR1_78580.4	SMTH1_87990.1
OG0002471	SCUR1_74200.2, SCUR1_74200.1	SMTH1_83300.1, SMTH1_83300.2
OG0002472	SCUR1_36960.1	SMTH1_40710.1, SMTH1_40710.2
OG0002473	SCUR1_9660.1	SMTH1_11010.1
OG0002474	SCUR1_86740.1	SMTH1_97650.1, SMTH1_97650.2
OG0002475	SCUR1_18770.1	SMTH1_20720.2, SMTH1_20720.3, SMTH1_20720.1, SMTH1_20720.4
OG0002476	SCUR1_30890.1	SMTH1_34370.1
OG0002477	SCUR1_75870.1, SCUR1_75870.2	SMTH1_85060.1, SMTH1_85060.2, SMTH1_85060.3
OG0002478	SCUR1_51210.1, SCUR1_51210.2, SCUR1_51210.3	SMTH1_57190.1, SMTH1_57190.4, SMTH1_57190.3, SMTH1_57190.2
OG0002479	SCUR1_63270.1	SMTH1_70490.1
OG0002480	SCUR1_27920.1	SMTH1_30900.1
OG0002481	SCUR1_6030.1	SMTH1_6930.1
OG0002482	SCUR1_61600.2	SMTH1_68610.2, SMTH1_68610.3
OG0002482	SCUR1_61600.1, SCUR1_61600.3	SMTH1_68610.1
OG0002483	SCUR1_20920.4, SCUR1_20920.6, SCUR1_20920.3, SCUR1_20920.5, SCUR1_20920.1	SMTH1_22350.1
OG0002483	SCUR1_20920.2	SMTH1_22360.1
OG0002484	SCUR1_23670.1, SCUR1_23670.2, SCUR1_23670.3	SMTH1_26350.1, SMTH1_26340.1
OG0002485	SCUR1_34420.1, SCUR1_34420.2, SCUR1_34420.3	SMTH1_38050.2, SMTH1_38050.1, SMTH1_38050.3, SMTH1_38050.4
OG0002486	SCUR1_23780.1	SMTH1_26470.1
OG0002487	SCUR1_79360.2, SCUR1_79360.3, SCUR1_79360.6, SCUR1_79360.5, SCUR1_79360.4, SCUR1_79360.1, SCUR1_100090.1	SMTH1_88960.1
OG0002488	SCUR1_54840.1, SCUR1_54840.2	SMTH1_61000.1
OG0002489	SCUR1_27330.2, SCUR1_27330.1	SMTH1_30200.3, SMTH1_30200.4, SMTH1_30200.1, SMTH1_30200.2
OG0002490	SCUR1_73470.3	SMTH1_82600.3, SMTH1_82600.1, SMTH1_82600.2
OG0002491	SCUR1_91700.1	SMTH1_103240.1
OG0002491	SCUR1_91700.1	SMTH1_103240.3
OG0002491	SCUR1_91700.1	SMTH1_103240.4
OG0002491	SCUR1_91700.2	SMTH1_103240.1
OG0002491	SCUR1_91700.2	SMTH1_103240.3
OG0002491	SCUR1_91700.2	SMTH1_103240.4
OG0002491	SCUR1_91700.3	SMTH1_103240.1
OG0002491	SCUR1_91700.3	SMTH1_103240.3
OG0002491	SCUR1_91700.3	SMTH1_103240.4
OG0002492	SCUR1_74190.1, SCUR1_74190.2	SMTH1_83290.1, SMTH1_83290.2, SMTH1_83290.3
OG0002493	SCUR1_63580.1	SMTH1_70890.1, SMTH1_70890.3, SMTH1_70890.2
OG0002494	SCUR1_1530.1	SMTH1_1980.1
OG0002495	SCUR1_14580.1, SCUR1_14580.2	SMTH1_16180.1, SMTH1_16180.2
OG0002496	SCUR1_43000.1	SMTH1_47710.1, SMTH1_47710.2, SMTH1_47710.3, SMTH1_47710.4, SMTH1_47710.5
OG0002497	SCUR1_45860.1, SCUR1_45860.2	SMTH1_51000.1, SMTH1_51000.2
OG0002498	SCUR1_800.1	SMTH1_1050.1
OG0002499	SCUR1_49600.1	SMTH1_55450.3, SMTH1_55450.1, SMTH1_55450.2
OG0002500	SCUR1_240.1	SMTH1_160.1, SMTH1_150.1
OG0002501	SCUR1_9620.1	SMTH1_10960.1
OG0002502	SCUR1_55730.1, SCUR1_55770.1	SMTH1_62300.1
OG0002503	SCUR1_82560.1	SMTH1_92640.1, SMTH1_92640.2
OG0002504	SCUR1_23730.4, SCUR1_23730.5, SCUR1_23730.1, SCUR1_23730.2, SCUR1_23730.3	SMTH1_26420.1
OG0002505	SCUR1_51530.1	SMTH1_57540.1
OG0002506	SCUR1_34490.1	SMTH1_38100.1
OG0002507	SCUR1_81930.1, SCUR1_81930.2, SCUR1_81930.3	SMTH1_91860.1, SMTH1_91860.2
OG0002508	SCUR1_63930.1	SMTH1_71310.1
OG0002509	SCUR1_9160.1	SMTH1_10430.1, SMTH1_10430.2
OG0002510	SCUR1_57670.1, SCUR1_57670.4, SCUR1_57670.2, SCUR1_57670.3	SMTH1_63990.1, SMTH1_63990.2, SMTH1_63990.3, SMTH1_63990.4, SMTH1_63990.5, SMTH1_63990.6
OG0002511	SCUR1_71570.1	SMTH1_80540.1, SMTH1_80540.2
OG0002512	SCUR1_62790.3	SMTH1_69970.1
OG0002513	SCUR1_50620.1, SCUR1_50620.2	SMTH1_56520.1, SMTH1_56520.5, SMTH1_56520.3, SMTH1_56520.4
OG0002514	SCUR1_15980.1	SMTH1_17720.1
OG0002515	SCUR1_42010.2, SCUR1_42010.3, SCUR1_42010.1, SCUR1_42010.4	SMTH1_46670.1
OG0002516	SCUR1_76050.2, SCUR1_76050.3, SCUR1_76050.1, SCUR1_76050.4, SCUR1_76050.5	SMTH1_85260.1
OG0002517	SCUR1_73720.4, SCUR1_73720.1, SCUR1_73720.2, SCUR1_73720.3, SCUR1_73720.5, SCUR1_73720.6	SMTH1_82840.1, SMTH1_82830.1
OG0002518	SCUR1_42840.1	SMTH1_47560.1
OG0002519	SCUR1_57720.3, SCUR1_57730.1, SCUR1_57720.2, SCUR1_57720.1, SCUR1_57740.1	SMTH1_64030.1
OG0002520	SCUR1_73990.1	SMTH1_83080.2
OG0002521	SCUR1_67120.1	SMTH1_75000.1
OG0002521	SCUR1_67130.1	SMTH1_74990.1
OG0002522	SCUR1_25410.1, SCUR1_25410.3, SCUR1_25410.4, SCUR1_25410.5, SCUR1_25410.6, SCUR1_25410.2	SMTH1_28210.1, SMTH1_28210.2
OG0002523	SCUR1_99940.3, SCUR1_99940.5, SCUR1_99970.3, SCUR1_99970.5, SCUR1_99940.2, SCUR1_99940.4, SCUR1_99970.1, SCUR1_99970.4, SCUR1_99940.1, SCUR1_99970.2, SCUR1_99970.6	SMTH1_93930.5, SMTH1_93930.1, SMTH1_93930.4, SMTH1_93930.6, SMTH1_93930.2, SMTH1_93930.3, SMTH1_107510.1, SMTH1_107510.4, SMTH1_107510.3, SMTH1_107510.2, SMTH1_107510.5, SMTH1_107510.6, SMTH1_107510.7
OG0002526	SCUR1_13560.1	SMTH1_15050.1
OG0002528	SCUR1_93150.6	SMTH1_104930.1
OG0002529	SCUR1_55320.1	SMTH1_107450.1, SMTH1_107450.2, SMTH1_61510.1
OG0002530	SCUR1_74070.1	SMTH1_83160.1
OG0002531	SCUR1_27470.1, SCUR1_27470.2	SMTH1_30360.1, SMTH1_30370.1
OG0002532	SCUR1_70810.3, SCUR1_70810.4	SMTH1_79620.3
OG0002532	SCUR1_70810.1, SCUR1_70810.2	SMTH1_79620.1, SMTH1_79620.2
OG0002533	SCUR1_65200.1, SCUR1_65210.1	SMTH1_72760.1
OG0002534	SCUR1_96770.1	SMTH1_99580.1
OG0002535	SCUR1_35600.1	SMTH1_39380.1, SMTH1_39380.2, SMTH1_39380.3, SMTH1_39380.4
OG0002536	SCUR1_13610.1	SMTH1_15120.1, SMTH1_15120.2, SMTH1_15120.3
OG0002537	SCUR1_81790.1, SCUR1_81790.2	SMTH1_91700.1
OG0002538	SCUR1_60670.1	SMTH1_67600.3, SMTH1_67600.1, SMTH1_67600.2
OG0002539	SCUR1_26370.1	SMTH1_29190.1
OG0002540	SCUR1_39190.1	SMTH1_43320.1, SMTH1_43310.1
OG0002541	SCUR1_55560.1	SMTH1_61670.1, SMTH1_61680.1
OG0002542	SCUR1_88150.1, SCUR1_88150.2, SCUR1_88150.3, SCUR1_88150.4	SMTH1_99220.1
OG0002543	SCUR1_29030.1	SMTH1_32130.1, SMTH1_32130.3
OG0002544	SCUR1_47770.2	SMTH1_53160.1
OG0002544	SCUR1_47770.3	SMTH1_53160.2
OG0002545	SCUR1_23560.4, SCUR1_23560.2, SCUR1_23560.3, SCUR1_23560.1	SMTH1_79830.1, SMTH1_26240.1, SMTH1_26240.4, SMTH1_26240.3, SMTH1_26240.2, SMTH1_26240.5, SMTH1_79820.1
OG0002546	SCUR1_18170.1	SMTH1_20100.1, SMTH1_20100.2, SMTH1_20100.3
OG0002547	SCUR1_94500.1	SMTH1_106430.1, SMTH1_106450.1
OG0002548	SCUR1_92300.1, SCUR1_92300.2, SCUR1_99720.1	SMTH1_103960.1
OG0002549	SCUR1_27850.1, SCUR1_27850.2	SMTH1_30800.1
OG0002550	SCUR1_95870.1, SCUR1_46980.1, SCUR1_46980.3, SCUR1_46980.2	SMTH1_52270.3, SMTH1_52270.2, SMTH1_52270.1
OG0002551	SCUR1_31070.1	SMTH1_34550.1
OG0002552	SCUR1_4260.2, SCUR1_4260.1, SCUR1_4260.3	SMTH1_4920.1
OG0002553	SCUR1_64230.1	SMTH1_71610.1
OG0002554	SCUR1_58800.3, SCUR1_58800.1, SCUR1_58800.2	SMTH1_65350.1
OG0002555	SCUR1_36090.1	SMTH1_39830.1
OG0002556	SCUR1_20860.1, SCUR1_20860.2	SMTH1_22420.1
OG0002557	SCUR1_42590.1, SCUR1_42590.2	SMTH1_47310.1, SMTH1_47310.2
OG0002558	SCUR1_3940.1, SCUR1_3940.2	SMTH1_4550.1, SMTH1_4550.2, SMTH1_4550.3
OG0002559	SCUR1_24520.1	SMTH1_27220.1, SMTH1_27220.2, SMTH1_27220.3
OG0002560	SCUR1_87520.12, SCUR1_87780.1, SCUR1_87520.13, SCUR1_87520.14	SMTH1_98780.1, SMTH1_98780.2, SMTH1_98780.3
OG0002561	SCUR1_9370.1	SMTH1_10650.1
OG0002562	SCUR1_8870.1, SCUR1_8870.2, SCUR1_8870.3	SMTH1_107380.1, SMTH1_10160.2, SMTH1_10160.3, SMTH1_10160.1
OG0002563	SCUR1_61400.1	SMTH1_20900.1
OG0002564	SCUR1_76920.1	SMTH1_86220.1
OG0002565	SCUR1_2240.1	SMTH1_2810.1
OG0002565	SCUR1_2230.1	SMTH1_2800.1
OG0002566	SCUR1_64830.1	SMTH1_72380.1
OG0002567	SCUR1_35510.1	SMTH1_39040.1
OG0002568	SCUR1_63490.1	SMTH1_70750.1
OG0002569	SCUR1_65520.1	SMTH1_73090.4, SMTH1_73090.3, SMTH1_73090.1, SMTH1_73090.2
OG0002570	SCUR1_31710.1	SMTH1_35210.1, SMTH1_35210.2
OG0002571	SCUR1_40430.1	SMTH1_44900.3, SMTH1_44900.1, SMTH1_44900.2
OG0002572	SCUR1_59090.1, SCUR1_59090.2	SMTH1_65710.1, SMTH1_65710.2
OG0002574	SCUR1_74630.1	SMTH1_83710.1
OG0002576	SCUR1_78100.1	SMTH1_87490.1, SMTH1_87490.3, SMTH1_87490.2
OG0002578	SCUR1_49330.1, SCUR1_49330.2, SCUR1_49330.3	SMTH1_55130.2, SMTH1_55130.3
OG0002579	SCUR1_92510.1	SMTH1_104160.1, SMTH1_104160.2, SMTH1_104160.3, SMTH1_104160.4
OG0002580	SCUR1_59230.1	SMTH1_65900.1
OG0002581	SCUR1_60420.1	SMTH1_67320.1, SMTH1_67320.3, SMTH1_67320.5, SMTH1_67320.2, SMTH1_67320.4
OG0002582	SCUR1_35180.1, SCUR1_35180.3, SCUR1_35180.2	SMTH1_38880.1
OG0002583	SCUR1_86540.5, SCUR1_86540.1, SCUR1_86540.7, SCUR1_86540.4, SCUR1_86540.3, SCUR1_86540.2, SCUR1_86540.6	SMTH1_97420.1
OG0002584	SCUR1_39260.1	SMTH1_43380.1
OG0002585	SCUR1_20220.2, SCUR1_20220.3, SCUR1_20220.1	SMTH1_23150.1
OG0002586	SCUR1_19060.1, SCUR1_19060.2	SMTH1_21050.1
OG0002587	SCUR1_82000.1	SMTH1_91950.1
OG0002589	SCUR1_60920.1	SMTH1_67800.1, SMTH1_67810.1
OG0002591	SCUR1_77900.1	SMTH1_87250.1
OG0002592	SCUR1_27520.4, SCUR1_27520.5, SCUR1_27520.6, SCUR1_27520.7, SCUR1_27520.1, SCUR1_27520.3, SCUR1_27520.2	SMTH1_30440.1
OG0002593	SCUR1_79310.1	SMTH1_88910.1
OG0002595	SCUR1_48500.1, SCUR1_48500.2	SMTH1_54110.1
OG0002596	SCUR1_75520.3, SCUR1_75520.1, SCUR1_75520.2, SCUR1_75520.4, SCUR1_75520.5, SCUR1_75520.6, SCUR1_75520.7	SMTH1_84650.1
OG0002597	SCUR1_13060.1, SCUR1_13060.4, SCUR1_13060.2, SCUR1_13060.3	SMTH1_14470.1
OG0002598	SCUR1_34460.3, SCUR1_34460.4, SCUR1_34460.5, SCUR1_34460.1, SCUR1_34460.2	SMTH1_38080.1
OG0002599	SCUR1_66200.1, SCUR1_66200.2	SMTH1_73950.1, SMTH1_73940.1
OG0002600	SCUR1_47590.3, SCUR1_47590.1, SCUR1_47590.2	SMTH1_52990.1
OG0002601	SCUR1_12090.1	SMTH1_13380.1
OG0002602	SCUR1_21740.1	SMTH1_24070.1, SMTH1_24070.2
OG0002603	SCUR1_63050.1	SMTH1_70270.1
OG0002604	SCUR1_2260.3, SCUR1_2260.1, SCUR1_2260.2	SMTH1_2820.1
OG0002605	SCUR1_49480.1	SMTH1_55280.1, SMTH1_55280.2, SMTH1_55280.5, SMTH1_55280.3, SMTH1_55280.4
OG0002606	SCUR1_84080.2, SCUR1_84080.3, SCUR1_84080.4	SMTH1_94380.1
OG0002607	SCUR1_33520.1	SMTH1_37200.1
OG0002608	SCUR1_48350.2, SCUR1_48350.1, SCUR1_48350.3, SCUR1_48350.4, SCUR1_48350.5, SCUR1_48350.6, SCUR1_48350.7, SCUR1_48350.8	SMTH1_53900.1, SMTH1_53900.2, SMTH1_53900.3, SMTH1_53900.4
OG0002609	SCUR1_3810.1, SCUR1_3810.2, SCUR1_3810.3, SCUR1_3810.4, SCUR1_3810.5	SMTH1_4400.1
OG0002610	SCUR1_42670.1	SMTH1_47370.1
OG0002611	SCUR1_16890.4, SCUR1_16890.1, SCUR1_16890.2, SCUR1_16890.3	SMTH1_18670.1
OG0002612	SCUR1_24200.1	SMTH1_26890.1
OG0002612	SCUR1_56730.1, SCUR1_56730.2, SCUR1_56730.3	SMTH1_62870.1, SMTH1_62870.2, SMTH1_62870.3
OG0002613	SCUR1_45530.1	SMTH1_50610.1
OG0002613	SCUR1_69250.1, SCUR1_69250.2	SMTH1_77550.1
OG0002614	SCUR1_97720.1	SMTH1_190.1, SMTH1_210.1
OG0002615	SCUR1_82450.5, SCUR1_82450.1, SCUR1_82450.4, SCUR1_82450.6, SCUR1_82450.2, SCUR1_82450.3	SMTH1_92480.1, SMTH1_92480.2
OG0002616	SCUR1_37450.4, SCUR1_37450.2	SMTH1_41380.1
OG0002616	SCUR1_37450.1, SCUR1_37450.3, SCUR1_37450.5	SMTH1_41370.1
OG0002617	SCUR1_41130.1	SMTH1_45700.1, SMTH1_45700.2, SMTH1_45700.3
OG0002618	SCUR1_97930.1, SCUR1_57430.1	SMTH1_63670.1, SMTH1_63670.2
OG0002619	SCUR1_59920.1	SMTH1_66820.1, SMTH1_66810.1
OG0002620	SCUR1_30240.3, SCUR1_30240.5, SCUR1_30240.4, SCUR1_30240.2, SCUR1_30240.1	SMTH1_33530.1, SMTH1_33540.1
OG0002621	SCUR1_8300.1	SMTH1_9520.1, SMTH1_9520.2
OG0002622	SCUR1_56610.1	SMTH1_62770.1
OG0002623	SCUR1_11280.1	SMTH1_12610.1, SMTH1_12610.2
OG0002624	SCUR1_16600.1	SMTH1_18420.1
OG0002626	SCUR1_57700.4	SMTH1_64010.1, SMTH1_64010.2
OG0002627	SCUR1_13090.12, SCUR1_13160.1	SMTH1_14610.1
OG0002628	SCUR1_41890.3, SCUR1_41890.1, SCUR1_41890.2	SMTH1_46540.1, SMTH1_46540.2
OG0002629	SCUR1_90130.1	SMTH1_101480.4
OG0002630	SCUR1_8700.1	SMTH1_9950.1, SMTH1_9960.1
OG0002631	SCUR1_25100.1, SCUR1_25100.2	SMTH1_27830.1
OG0002632	SCUR1_83750.1	SMTH1_93970.3, SMTH1_93970.1, SMTH1_93970.4, SMTH1_93970.2
OG0002633	SCUR1_40120.1, SCUR1_40120.2	SMTH1_44480.2, SMTH1_44480.1, SMTH1_44480.4, SMTH1_44480.3
OG0002634	SCUR1_24920.1	SMTH1_27620.2
OG0002635	SCUR1_23070.2, SCUR1_23070.3, SCUR1_23070.1	SMTH1_25740.1
OG0002636	SCUR1_79550.1, SCUR1_79550.2, SCUR1_79550.3	SMTH1_89190.1
OG0002637	SCUR1_92980.1	SMTH1_104740.1, SMTH1_104740.2
OG0002638	SCUR1_54220.1	SMTH1_60320.1, SMTH1_60320.2
OG0002639	SCUR1_66660.1, SCUR1_66660.2	SMTH1_74500.1
OG0002641	SCUR1_53590.3, SCUR1_53590.1, SCUR1_53590.2	SMTH1_59700.1
OG0002642	SCUR1_1370.3	SMTH1_1790.2
OG0002642	SCUR1_1370.1, SCUR1_1370.2	SMTH1_1790.1
OG0002644	SCUR1_61820.1, SCUR1_61820.2, SCUR1_61820.3, SCUR1_61820.4, SCUR1_61820.5	SMTH1_68830.1
OG0002645	SCUR1_9860.2, SCUR1_9860.3, SCUR1_9860.1, SCUR1_9860.4	SMTH1_11200.1, SMTH1_11200.3, SMTH1_11200.2
OG0002646	SCUR1_27060.4, SCUR1_27060.1, SCUR1_27060.2, SCUR1_27060.3	SMTH1_29950.1
OG0002647	SCUR1_86940.1, SCUR1_86940.2, SCUR1_86940.3	SMTH1_97880.1, SMTH1_97880.2, SMTH1_97880.3, SMTH1_97880.4
OG0002648	SCUR1_6530.1	SMTH1_7550.1
OG0002649	SCUR1_40500.1	SMTH1_44980.1
OG0002650	SCUR1_8310.1	SMTH1_9530.1
OG0002651	SCUR1_10610.1	SMTH1_11950.4, SMTH1_11950.2, SMTH1_11950.3, SMTH1_11950.1
OG0002652	SCUR1_45240.1	SMTH1_50230.1
OG0002653	SCUR1_87970.1	SMTH1_99010.1, SMTH1_99010.2, SMTH1_99010.3, SMTH1_99010.4
OG0002654	SCUR1_80870.2, SCUR1_80870.1, SCUR1_80870.3	SMTH1_90740.1
OG0002655	SCUR1_57090.1	SMTH1_63360.1
OG0002656	SCUR1_20540.1, SCUR1_20540.2, SCUR1_20540.3, SCUR1_20540.4	SMTH1_22860.1, SMTH1_22860.2, SMTH1_22860.3
OG0002657	SCUR1_16070.1, SCUR1_16070.2	SMTH1_17820.1, SMTH1_17820.2, SMTH1_17820.3
OG0002658	SCUR1_29520.1, SCUR1_29520.2, SCUR1_29520.3	SMTH1_32750.1, SMTH1_32750.2, SMTH1_32750.3
OG0002659	SCUR1_59880.3, SCUR1_59880.4	SMTH1_66770.1
OG0002660	SCUR1_2430.3, SCUR1_2430.5, SCUR1_2430.11, SCUR1_2430.4, SCUR1_2430.8, SCUR1_2430.7, SCUR1_2430.10, SCUR1_2430.6, SCUR1_2430.1, SCUR1_2430.9, SCUR1_2430.2	SMTH1_3040.1
OG0002661	SCUR1_63640.1, SCUR1_63640.4, SCUR1_63640.2, SCUR1_63640.3	SMTH1_70970.1
OG0002662	SCUR1_82670.1, SCUR1_82670.2	SMTH1_92720.1
OG0002663	SCUR1_83270.1, SCUR1_83270.2, SCUR1_83270.4, SCUR1_83270.3	SMTH1_93300.1
OG0002664	SCUR1_94690.2, SCUR1_94690.3	SMTH1_106860.1
OG0002665	SCUR1_50300.1	SMTH1_56220.1
