Orthogroup	fasciola_gigantica	schistosoma_intercalatum
OG0002499	FGIG_11169, FGIG_11170	SINT1_49500.1, SINT1_49500.4, SINT1_49500.5, SINT1_49500.6, SINT1_49500.7, SINT1_49500.8, SINT1_49500.9, SINT1_49500.2, SINT1_49500.3
OG0002500	FGIG_11224	SINT1_220.1, SINT1_220.2
OG0002501	FGIG_11287	SINT1_9800.1
OG0002502	FGIG_11537	SINT1_55870.1
OG0002503	FGIG_11553	SINT1_82120.1, SINT1_82120.2
OG0002504	FGIG_12299, FGIG_11806	SINT1_23880.1, SINT1_23880.2
OG0002505	FGIG_11920	SINT1_51510.3, SINT1_51510.1, SINT1_51510.2
OG0002506	FGIG_12017, FGIG_12551, FGIG_12439	SINT1_34390.1
OG0002507	FGIG_12058	SINT1_81400.1, SINT1_81400.2, SINT1_81400.3, SINT1_81400.4
OG0002508	FGIG_12197	SINT1_63660.1
OG0002509	FGIG_12245, FGIG_12297	SINT1_9340.1
OG0002510	FGIG_12391	SINT1_57410.3, SINT1_57410.1, SINT1_57410.2, SINT1_57410.4
OG0002511	FGIG_12393	SINT1_71440.1
OG0002512	FGIG_12546, FGIG_12547	SINT1_62580.2, SINT1_62580.1
OG0002526	FGIG_00089	SINT1_13620.1, SINT1_13620.3, SINT1_13620.5, SINT1_13620.2, SINT1_13620.4
OG0002527	FGIG_00511, FGIG_00510	SINT1_41580.1, SINT1_41580.2, SINT1_41580.3
OG0002528	FGIG_11944, FGIG_00524	SINT1_92880.1, SINT1_92880.2
OG0002529	FGIG_00554	SINT1_55180.1, SINT1_55180.2, SINT1_55180.3
OG0002530	FGIG_00602	SINT1_73730.1, SINT1_73720.1
OG0002531	FGIG_00671	SINT1_27540.1
OG0002532	FGIG_00738	SINT1_70770.1, SINT1_70770.2
OG0002533	FGIG_00969	SINT1_64970.1
OG0002534	FGIG_09067	SINT1_88200.1
OG0002535	FGIG_01112	SINT1_35510.1, SINT1_35510.2, SINT1_35510.3, SINT1_35510.4
OG0002536	FGIG_01191	SINT1_13670.5, SINT1_13670.6, SINT1_13670.4, SINT1_13670.1, SINT1_13670.3, SINT1_13670.2, SINT1_13670.7
OG0002537	FGIG_01229, FGIG_01228	SINT1_81270.1
OG0002538	FGIG_01242	SINT1_60510.1, SINT1_60510.2
OG0002539	FGIG_01248	SINT1_26490.2, SINT1_26490.1
OG0002540	FGIG_01266, FGIG_01267	SINT1_39060.1
OG0002541	FGIG_01457	SINT1_55270.1, SINT1_55270.2, SINT1_55270.3
OG0002542	FGIG_10847, FGIG_12416, FGIG_01549	SINT1_87890.1, SINT1_87890.2
OG0002543	FGIG_01691	SINT1_29040.1
OG0002544	FGIG_01781	SINT1_47650.1
OG0002545	FGIG_01827, FGIG_01826	SINT1_23740.2, SINT1_23740.1
OG0002546	FGIG_01847	SINT1_18340.1, SINT1_18340.2
OG0002547	FGIG_02027	SINT1_94270.2, SINT1_94270.1, SINT1_94270.3
OG0002548	FGIG_02084	SINT1_92010.1, SINT1_92010.2
OG0002549	FGIG_02182	SINT1_27880.1, SINT1_55360.1
OG0002550	FGIG_02255	SINT1_46820.1, SINT1_46820.2
OG0002551	FGIG_02388	SINT1_31140.1
OG0002552	FGIG_02401, FGIG_09802	SINT1_4200.1, SINT1_4200.2
OG0002553	FGIG_02504	SINT1_63930.2, SINT1_63930.1
OG0002554	FGIG_02553	SINT1_58540.4, SINT1_58540.2, SINT1_58540.1, SINT1_58540.3
OG0002555	FGIG_02669, FGIG_08043, FGIG_09511, FGIG_10706, FGIG_11580, FGIG_09512	SINT1_35940.1
OG0002556	FGIG_02738	SINT1_20470.1, SINT1_20470.2, SINT1_20470.3, SINT1_20470.4, SINT1_20470.5
OG0002557	FGIG_02739	SINT1_42430.1, SINT1_42430.2, SINT1_42430.3, SINT1_42430.4
OG0002558	FGIG_02814	SINT1_3890.1
OG0002559	FGIG_02898	SINT1_24620.1, SINT1_24620.2, SINT1_24620.3, SINT1_24620.4
OG0002560	FGIG_03093, FGIG_03092	SINT1_87550.4, SINT1_87550.1, SINT1_87550.3, SINT1_87550.2
OG0002561	FGIG_03183	SINT1_9560.1
OG0002562	FGIG_03203	SINT1_9070.1
OG0002563	FGIG_03214, FGIG_03215	SINT1_61210.1
OG0002564	FGIG_03281, FGIG_12500, FGIG_05562	SINT1_76380.1
OG0002565	FGIG_03333, FGIG_07664	SINT1_2250.1, SINT1_2240.1
OG0002566	FGIG_03342, FGIG_03344, FGIG_03345	SINT1_64610.1
OG0002567	FGIG_03349	SINT1_35400.1, SINT1_35400.2, SINT1_35400.3
OG0002568	FGIG_03365	SINT1_63220.1
OG0002569	FGIG_03570	SINT1_65250.1, SINT1_65250.2
OG0002570	FGIG_03617	SINT1_31760.1
OG0002571	FGIG_03757	SINT1_40280.1, SINT1_40280.2
OG0002572	FGIG_03782	SINT1_58920.1, SINT1_58920.2
OG0002573	FGIG_05707	SINT1_17250.1
OG0002574	FGIG_03886	SINT1_74200.4, SINT1_74200.3, SINT1_74200.1, SINT1_74200.2, SINT1_74200.5
OG0002575	FGIG_03898	SINT1_24280.1, SINT1_23700.1, SINT1_23690.1, SINT1_23690.2, SINT1_23690.3, SINT1_23690.4, SINT1_23690.5
OG0002576	FGIG_04012	SINT1_77500.1, SINT1_77500.8, SINT1_77500.4, SINT1_77500.6, SINT1_77500.7, SINT1_77500.9, SINT1_77500.11, SINT1_77500.2, SINT1_77500.3, SINT1_77500.10, SINT1_77500.12, SINT1_77500.13, SINT1_77500.5
OG0002577	FGIG_04166	SINT1_54530.1, SINT1_54530.2, SINT1_54480.1
OG0002578	FGIG_04195	SINT1_49230.1
OG0002579	FGIG_04229	SINT1_92200.1, SINT1_92220.1
OG0002580	FGIG_04294	SINT1_59100.1
OG0002581	FGIG_04296	SINT1_60280.1
OG0002582	FGIG_04308	SINT1_35060.2, SINT1_35060.1, SINT1_35060.3
OG0002583	FGIG_04409	SINT1_86260.1
OG0002584	FGIG_09949, FGIG_04538	SINT1_39130.4, SINT1_39130.2, SINT1_39130.1, SINT1_39130.3
OG0002585	FGIG_04559	SINT1_21070.2, SINT1_21070.1, SINT1_21070.3, SINT1_21070.4
OG0002586	FGIG_12272, FGIG_04639	SINT1_19210.1, SINT1_19210.2
OG0002587	FGIG_04693, FGIG_04694	SINT1_81480.1, SINT1_81490.1, SINT1_81490.2
OG0002588	FGIG_04974	SINT1_60930.1
OG0002589	FGIG_05061	SINT1_60700.1
OG0002590	FGIG_05128	SINT1_75270.1
OG0002591	FGIG_05129	SINT1_77310.1, SINT1_77310.2
OG0002592	FGIG_05162	SINT1_27590.1, SINT1_27590.2
OG0002593	FGIG_05298	SINT1_78750.1
OG0002594	FGIG_05299	SINT1_78740.1
OG0002595	FGIG_05362	SINT1_48370.1, SINT1_48370.2
OG0002596	FGIG_05460	SINT1_74960.1
OG0002597	FGIG_05487	SINT1_13110.1
OG0002598	FGIG_05515	SINT1_34360.1, SINT1_34360.2, SINT1_34360.3, SINT1_34360.4
OG0002599	FGIG_05728, FGIG_05727	SINT1_65960.1
OG0002600	FGIG_05795	SINT1_47480.1, SINT1_47480.2
OG0002601	FGIG_05849	SINT1_12070.1, SINT1_12070.2
OG0002602	FGIG_05875	SINT1_21880.1, SINT1_21880.3, SINT1_21880.2
OG0002603	FGIG_05906	SINT1_62840.1, SINT1_62840.2
OG0002604	FGIG_06006	SINT1_2260.1
OG0002605	FGIG_06036	SINT1_49360.1
OG0002606	FGIG_06073, FGIG_06072	SINT1_83720.1
OG0002607	FGIG_06107	SINT1_33460.1, SINT1_33460.2, SINT1_33460.3, SINT1_33460.4
OG0002608	FGIG_06129	SINT1_48140.1
OG0002609	FGIG_06136	SINT1_3750.1
OG0002610	FGIG_11000, FGIG_06189	SINT1_42490.1
OG0002611	FGIG_06324	SINT1_16980.1
OG0002613	FGIG_06345	SINT1_45450.1, SINT1_69200.1
OG0002614	FGIG_06354	SINT1_250.1
OG0002615	FGIG_06373	SINT1_81990.1, SINT1_81990.2, SINT1_81990.3, SINT1_81990.4
OG0002616	FGIG_06415	SINT1_37230.2, SINT1_37230.1
OG0002617	FGIG_06419	SINT1_41000.1, SINT1_41000.2
OG0002618	FGIG_06466	SINT1_57160.4, SINT1_57160.3, SINT1_57160.1, SINT1_57160.2
OG0002619	FGIG_06472, FGIG_06474	SINT1_59770.1
OG0002620	FGIG_06511	SINT1_30370.1
OG0002621	FGIG_09641, FGIG_06677	SINT1_8480.1
OG0002622	FGIG_06700	SINT1_56350.1
OG0002623	FGIG_06729, FGIG_06728	SINT1_11450.2, SINT1_11450.1, SINT1_11450.3
OG0002624	FGIG_06964	SINT1_16690.1, SINT1_16690.2
OG0002625	FGIG_06967	SINT1_36040.1, SINT1_36040.2
OG0002626	FGIG_06976	SINT1_57430.1
OG0002627	FGIG_07084	SINT1_13220.1, SINT1_13220.2
OG0002629	FGIG_07170	SINT1_89910.1, SINT1_89910.2, SINT1_89910.3, SINT1_89910.4, SINT1_89910.5
OG0002630	FGIG_07216	SINT1_8900.1
OG0002631	FGIG_07225	SINT1_25190.1
OG0002632	FGIG_07361, FGIG_12484, FGIG_12485	SINT1_83330.3, SINT1_83330.5, SINT1_83330.1, SINT1_83330.2, SINT1_83330.4
OG0002633	FGIG_07397	SINT1_39940.1
OG0002634	FGIG_07468	SINT1_25030.2, SINT1_25030.4, SINT1_25030.3, SINT1_25030.1
OG0002635	FGIG_07528	SINT1_23300.1, SINT1_23300.3, SINT1_23300.2
OG0002636	FGIG_07640	SINT1_78950.1, SINT1_78950.2
OG0002637	FGIG_12349, FGIG_07657, FGIG_07658	SINT1_92710.1
OG0002638	FGIG_07669	SINT1_54050.1, SINT1_54050.2
OG0002639	FGIG_07695	SINT1_66470.1, SINT1_95140.1
OG0002640	FGIG_12195, FGIG_07993	SINT1_10720.1
OG0002641	FGIG_08071, FGIG_08808	SINT1_96050.1, SINT1_96060.1
OG0002642	FGIG_08263	SINT1_1390.1
OG0002643	FGIG_08292	SINT1_4160.2, SINT1_4160.1, SINT1_4160.4, SINT1_4160.3
OG0002644	FGIG_08363	SINT1_61610.1, SINT1_61610.2, SINT1_61610.3
OG0002645	FGIG_08488	SINT1_10060.1
OG0002646	FGIG_09593, FGIG_08514	SINT1_27140.1, SINT1_27140.3, SINT1_27140.2
OG0002647	FGIG_08632	SINT1_86670.2, SINT1_86670.3, SINT1_86670.4, SINT1_86670.1
OG0002648	FGIG_08657	SINT1_6560.1
OG0002649	FGIG_08764, FGIG_10032	SINT1_40350.1
OG0002650	FGIG_08774	SINT1_8490.1, SINT1_8490.2
OG0002651	FGIG_08809	SINT1_10760.1
OG0002652	FGIG_08823, FGIG_08825, FGIG_08824	SINT1_45110.1
OG0002653	FGIG_08840	SINT1_87730.1, SINT1_87730.2
OG0002654	FGIG_08874	SINT1_79870.1, SINT1_79870.2
OG0002655	FGIG_08904, FGIG_08905	SINT1_56830.1, SINT1_56830.2, SINT1_56830.3, SINT1_56830.4
OG0002656	FGIG_09068	SINT1_20790.1, SINT1_20790.2
OG0002657	FGIG_09186	SINT1_16140.1
OG0002658	FGIG_10965, FGIG_09229	SINT1_29590.1, SINT1_29590.2, SINT1_29590.3
OG0002659	FGIG_09283, FGIG_09284	SINT1_59730.2, SINT1_59730.1
OG0002660	FGIG_09287	SINT1_2480.1
OG0002661	FGIG_09299	SINT1_63370.3, SINT1_63370.4, SINT1_63370.1, SINT1_63370.2, SINT1_63370.5, SINT1_63370.6
OG0002662	FGIG_09329, FGIG_09330	SINT1_82220.1
OG0002663	FGIG_09358	SINT1_82790.1
OG0002664	FGIG_09406	SINT1_94520.1
OG0002665	FGIG_09444	SINT1_50210.1, SINT1_50210.2, SINT1_50210.3
OG0002666	FGIG_09447	SINT1_32520.1
OG0002667	FGIG_09692	SINT1_27690.1
OG0002668	FGIG_09716	SINT1_68610.1
OG0002669	FGIG_09863	SINT1_87430.1, SINT1_87440.1
OG0002670	FGIG_09923	SINT1_28790.1, SINT1_28790.2
OG0002671	FGIG_10002	SINT1_92030.1, SINT1_92030.2, SINT1_92030.3
OG0002672	FGIG_10016, FGIG_12308, FGIG_10692	SINT1_72930.1
OG0002673	FGIG_10035	SINT1_73040.1, SINT1_73040.2
OG0002674	FGIG_10188	SINT1_27860.1, SINT1_27860.2, SINT1_27860.3
OG0002675	FGIG_10506	SINT1_9940.1, SINT1_9940.2, SINT1_9940.3, SINT1_9940.4
OG0002676	FGIG_10620	SINT1_67930.1, SINT1_67930.2, SINT1_67930.3, SINT1_67930.4
OG0002677	FGIG_10626	SINT1_62190.1
OG0002678	FGIG_10664	SINT1_7590.1, SINT1_7610.1, SINT1_7600.1, SINT1_7610.2
OG0002679	FGIG_10815	SINT1_79350.1, SINT1_79350.3, SINT1_79350.2
OG0002680	FGIG_10900	SINT1_66780.2, SINT1_66780.3, SINT1_66780.4, SINT1_66780.5, SINT1_66780.1
OG0002681	FGIG_10906	SINT1_27440.1, SINT1_27440.2
OG0002682	FGIG_10998	SINT1_21490.1
OG0002683	FGIG_11199	SINT1_92830.1
OG0002684	FGIG_11240	SINT1_90910.1
OG0002685	FGIG_11288	SINT1_16020.1, SINT1_16030.1
OG0002686	FGIG_11995, FGIG_11420	SINT1_53750.1, SINT1_53750.3, SINT1_53750.4, SINT1_53750.2, SINT1_53750.5
OG0002687	FGIG_11463, FGIG_12541	SINT1_29310.1, SINT1_29310.2
OG0002688	FGIG_12381, FGIG_11687	SINT1_25900.1, SINT1_25900.2
OG0002689	FGIG_11852	SINT1_25950.1
OG0002690	FGIG_11864	SINT1_40880.3, SINT1_40880.1, SINT1_40880.2
OG0002691	FGIG_11898	SINT1_82160.1
OG0002692	FGIG_12208	SINT1_13430.1
OG0002693	FGIG_12226	SINT1_48150.1, SINT1_48130.1
OG0002694	FGIG_12281	SINT1_91770.1, SINT1_91770.2
OG0002695	FGIG_12398, FGIG_12354	SINT1_2930.1
OG0002696	FGIG_12504	SINT1_34000.2, SINT1_34000.3, SINT1_34000.1
OG0002708	FGIG_00053	SINT1_31410.1, SINT1_31410.2
OG0002709	FGIG_00131	SINT1_8130.1
OG0002710	FGIG_00253	SINT1_1130.1
OG0002711	FGIG_00270	SINT1_89060.3, SINT1_89060.6, SINT1_89060.1, SINT1_89060.2, SINT1_89060.4, SINT1_89060.5
OG0002712	FGIG_00278	SINT1_16000.1, SINT1_16000.2, SINT1_16000.3
OG0002713	FGIG_00291	SINT1_47740.1
OG0002714	FGIG_00297, FGIG_01555, FGIG_01554	SINT1_76330.1
OG0002715	FGIG_07985, FGIG_00418	SINT1_60300.5, SINT1_60300.6, SINT1_60300.3, SINT1_60300.4, SINT1_60300.1, SINT1_60300.2
OG0002716	FGIG_00604, FGIG_00420	SINT1_67030.3, SINT1_67030.1, SINT1_67030.2
OG0002717	FGIG_00464	SINT1_87850.3, SINT1_87850.1, SINT1_87850.2
OG0002718	FGIG_00471	SINT1_66060.1, SINT1_66060.2
OG0002719	FGIG_00486	SINT1_5720.1
OG0002720	FGIG_00722	SINT1_5160.3, SINT1_5160.2, SINT1_5160.1
OG0002721	FGIG_00850	SINT1_93430.1
OG0002722	FGIG_11485, FGIG_00965, FGIG_00966	SINT1_22380.1
OG0002723	FGIG_11475, FGIG_00967, FGIG_11476	SINT1_79810.1
OG0002724	FGIG_00998, FGIG_00999, FGIG_04014	SINT1_80620.1
OG0002725	FGIG_01120	SINT1_4320.1
OG0002726	FGIG_01159	SINT1_30970.1, SINT1_30970.2, SINT1_30970.3
OG0002727	FGIG_01253	SINT1_72790.1, SINT1_72790.2
OG0002728	FGIG_01273	SINT1_8620.1, SINT1_8620.2
OG0002729	FGIG_01275	SINT1_16300.2, SINT1_16300.1, SINT1_16300.3
OG0002730	FGIG_11239, FGIG_01464, FGIG_01465	SINT1_79600.1, SINT1_79600.2
OG0002731	FGIG_01545	SINT1_46300.1
OG0002732	FGIG_01644	SINT1_66690.1
OG0002733	FGIG_01763	SINT1_24480.1, SINT1_24480.2
OG0002734	FGIG_01878	SINT1_42270.1
OG0002735	FGIG_01907	SINT1_31070.1
OG0002736	FGIG_02056	SINT1_24440.1, SINT1_24440.2
OG0002737	FGIG_02094, FGIG_02093	SINT1_36610.1, SINT1_36610.2, SINT1_36610.3
OG0002738	FGIG_11587, FGIG_02169	SINT1_38340.1
OG0002739	FGIG_02207	SINT1_12880.1
OG0002740	FGIG_02372	SINT1_39580.1
OG0002741	FGIG_02378	SINT1_17620.1
OG0002742	FGIG_02450	SINT1_70650.1, SINT1_70650.3, SINT1_70650.2, SINT1_70650.4
OG0002743	FGIG_02463	SINT1_41890.1
OG0002744	FGIG_02489	SINT1_57540.1, SINT1_57540.3, SINT1_57540.2
OG0002745	FGIG_12179, FGIG_08718, FGIG_02569	SINT1_90720.1, SINT1_90720.2, SINT1_90720.3
OG0002746	FGIG_03304, FGIG_03305, FGIG_03306, FGIG_02632	SINT1_54150.1
OG0002747	FGIG_02850	SINT1_25810.1
OG0002748	FGIG_02853	SINT1_35260.1
OG0002749	FGIG_03004	SINT1_47680.1
OG0002750	FGIG_03144, FGIG_03145	SINT1_47030.1
OG0002751	FGIG_03221	SINT1_39900.1
OG0002752	FGIG_03278	SINT1_69470.1
OG0002753	FGIG_03286, FGIG_06907	SINT1_84040.1, SINT1_84040.2
OG0002754	FGIG_03291	SINT1_15820.1, SINT1_15820.2
OG0002755	FGIG_03316	SINT1_3760.2, SINT1_3760.3, SINT1_3760.1
OG0002756	FGIG_03391, FGIG_03390	SINT1_57790.1
OG0002757	FGIG_03406	SINT1_31900.1
OG0002758	FGIG_03449	SINT1_5380.1
OG0002759	FGIG_03520	SINT1_28290.1
OG0002760	FGIG_03627, FGIG_10459, FGIG_10973	SINT1_3490.1, SINT1_3480.1, SINT1_3480.2
OG0002761	FGIG_03649	SINT1_6300.1
OG0002762	FGIG_03853	SINT1_94070.1
OG0002763	FGIG_03991	SINT1_77430.1
OG0002764	FGIG_04124	SINT1_31680.1, SINT1_31680.3, SINT1_31680.2, SINT1_31680.4
OG0002765	FGIG_04140	SINT1_68320.1, SINT1_68310.1
OG0002766	FGIG_04171	SINT1_72100.1, SINT1_72100.2
OG0002767	FGIG_04178	SINT1_49370.1
OG0002768	FGIG_04236	SINT1_2110.1, SINT1_2110.2
OG0002769	FGIG_04369	SINT1_26310.1, SINT1_26310.2
OG0002770	FGIG_04421	SINT1_18120.1
OG0002771	FGIG_04434	SINT1_33800.1
OG0002772	FGIG_04505	SINT1_79490.1, SINT1_79490.2, SINT1_79490.3
OG0002773	FGIG_04512	SINT1_16160.1
OG0002774	FGIG_04542	SINT1_2650.1
OG0002775	FGIG_04591	SINT1_34130.1, SINT1_34130.2, SINT1_34150.1, SINT1_34150.2
OG0002776	FGIG_04643, FGIG_05682	SINT1_73630.1, SINT1_73630.2, SINT1_73630.3, SINT1_73630.4
OG0002777	FGIG_04687	SINT1_74970.1
OG0002778	FGIG_04729	SINT1_93930.2, SINT1_93930.1
OG0002779	FGIG_06722, FGIG_04831	SINT1_33360.1
OG0002780	FGIG_04996, FGIG_12623	SINT1_47160.1
OG0002781	FGIG_05105	SINT1_26680.2, SINT1_26680.3, SINT1_26680.1
OG0002782	FGIG_05161, FGIG_05159	SINT1_77800.1
OG0002783	FGIG_05182	SINT1_54110.1
OG0002784	FGIG_05187, FGIG_05186	SINT1_26320.1, SINT1_26320.2
OG0002785	FGIG_06181, FGIG_05209	SINT1_70480.3, SINT1_70480.5, SINT1_70480.4, SINT1_70480.1, SINT1_70480.2
OG0002786	FGIG_05260	SINT1_13400.1
OG0002787	FGIG_12685, FGIG_05286, FGIG_05287	SINT1_7220.1, SINT1_7220.2, SINT1_7220.3
OG0002788	FGIG_10358, FGIG_05423	SINT1_10900.3, SINT1_10900.4, SINT1_10900.1, SINT1_10900.2
OG0002789	FGIG_05445	SINT1_18960.1, SINT1_18960.2, SINT1_18960.3, SINT1_18960.4, SINT1_18960.5, SINT1_18960.6, SINT1_18960.7
OG0002790	FGIG_05483	SINT1_75280.1, SINT1_75280.2
OG0002791	FGIG_05501	SINT1_2550.1
OG0002792	FGIG_05618	SINT1_55580.1
OG0002793	FGIG_05704	SINT1_11570.1, SINT1_11570.2
OG0002794	FGIG_05717, FGIG_05716	SINT1_92110.1, SINT1_92110.3, SINT1_92110.2, SINT1_92110.4
OG0002795	FGIG_05889	SINT1_26580.1
OG0002796	FGIG_05981	SINT1_12600.1
OG0002797	FGIG_05992	SINT1_36410.1
OG0002798	FGIG_06061, FGIG_06060	SINT1_73260.1, SINT1_73260.2, SINT1_73260.3
OG0002799	FGIG_06088, FGIG_06085, FGIG_06087, FGIG_10414, FGIG_06084, FGIG_06086	SINT1_82760.1
OG0002800	FGIG_06159	SINT1_78470.1
OG0002801	FGIG_06201	SINT1_4900.1, SINT1_4900.2
OG0002802	FGIG_06293	SINT1_89310.1, SINT1_89310.2, SINT1_89310.3
OG0002803	FGIG_06358	SINT1_26860.1, SINT1_26860.2
OG0002804	FGIG_06361, FGIG_06360, FGIG_11543, FGIG_11542	SINT1_39280.1, SINT1_39280.2
OG0002805	FGIG_06457, FGIG_06456	SINT1_55860.1, SINT1_55860.2
OG0002806	FGIG_06469, FGIG_06468	SINT1_70090.1
OG0002807	FGIG_06513	SINT1_20630.2, SINT1_20630.3, SINT1_20630.1
OG0002808	FGIG_06605, FGIG_06607, FGIG_06606	SINT1_61750.1, SINT1_61750.2
OG0002809	FGIG_06637, FGIG_08992	SINT1_80430.1, SINT1_80430.2
OG0002810	FGIG_06738	SINT1_34840.1
OG0002811	FGIG_06770	SINT1_21970.7, SINT1_21970.2, SINT1_21970.4, SINT1_21970.10, SINT1_21970.8, SINT1_21970.1, SINT1_21970.5, SINT1_21970.6, SINT1_21970.3, SINT1_21970.9
OG0002812	FGIG_06797	SINT1_84440.1
OG0002813	FGIG_06986	SINT1_76640.1
OG0002814	FGIG_07068, FGIG_07069	SINT1_23780.1, SINT1_23780.2
OG0002815	FGIG_07178	SINT1_63090.1
OG0002816	FGIG_07270	SINT1_19700.1, SINT1_19700.2, SINT1_19700.3
OG0002817	FGIG_07355	SINT1_37240.1, SINT1_37240.2, SINT1_37240.3, SINT1_37240.4, SINT1_37240.5
OG0002818	FGIG_07442	SINT1_74290.1
OG0002819	FGIG_07453, FGIG_07452	SINT1_67950.1, SINT1_67950.2
OG0002820	FGIG_07472, FGIG_07471	SINT1_73700.1, SINT1_73700.2, SINT1_73700.3
OG0002821	FGIG_07530, FGIG_11429, FGIG_09280, FGIG_11525	SINT1_4230.1, SINT1_4230.2
OG0002822	FGIG_07663	SINT1_9890.1
OG0002823	FGIG_07715	SINT1_15120.1, SINT1_15120.2, SINT1_15120.3
OG0002824	FGIG_07734	SINT1_1830.1
OG0002825	FGIG_07794	SINT1_48630.1
OG0002826	FGIG_07964	SINT1_40790.1, SINT1_40790.3, SINT1_40790.2, SINT1_40790.4
OG0002827	FGIG_08025, FGIG_08024	SINT1_27310.1
OG0002828	FGIG_08104, FGIG_12689	SINT1_28190.1, SINT1_28200.1
OG0002829	FGIG_09197, FGIG_08438	SINT1_60400.1, SINT1_60400.2
OG0002830	FGIG_10726, FGIG_11056, FGIG_11055, FGIG_08511	SINT1_23600.1, SINT1_23600.2
OG0002831	FGIG_08556	SINT1_15700.1
OG0002832	FGIG_08571	SINT1_80080.1
OG0002833	FGIG_08588	SINT1_56570.1, SINT1_56570.2, SINT1_56570.3, SINT1_56570.4
OG0002834	FGIG_08596	SINT1_3510.1, SINT1_3510.2
OG0002835	FGIG_08621, FGIG_08622	SINT1_90020.1
OG0002836	FGIG_08624	SINT1_25660.3, SINT1_25660.2, SINT1_25660.1, SINT1_25660.4
OG0002837	FGIG_08626	SINT1_15710.3, SINT1_15710.1, SINT1_15710.2
OG0002838	FGIG_08655	SINT1_13930.1
OG0002839	FGIG_08663, FGIG_08664	SINT1_70670.1, SINT1_70670.3, SINT1_70670.2, SINT1_70670.4
OG0002840	FGIG_08800	SINT1_89790.1, SINT1_89790.2, SINT1_89790.3
OG0002841	FGIG_08875	SINT1_50650.1
OG0002842	FGIG_08981	SINT1_70900.3, SINT1_70900.2, SINT1_70900.1
OG0002843	FGIG_09146	SINT1_26220.5, SINT1_26220.2, SINT1_26220.1, SINT1_26220.4, SINT1_26220.3
OG0002844	FGIG_09190	SINT1_67010.1
OG0002845	FGIG_09422	SINT1_11040.1
OG0002846	FGIG_09486	SINT1_19910.1, SINT1_19910.2
OG0002847	FGIG_09676	SINT1_57550.1, SINT1_57550.2
OG0002848	FGIG_09722, FGIG_11866, FGIG_11390	SINT1_60950.1
OG0002849	FGIG_09733	SINT1_13750.1
OG0002850	FGIG_09763	SINT1_64330.1
OG0002851	FGIG_09821, FGIG_09820	SINT1_88140.1
OG0002852	FGIG_09930	SINT1_13830.1
OG0002853	FGIG_09963	SINT1_72250.1
OG0002854	FGIG_10000, FGIG_11499	SINT1_34630.1, SINT1_34630.2
OG0002855	FGIG_10052	SINT1_17220.1
OG0002856	FGIG_10060	SINT1_53330.1, SINT1_53330.2
OG0002857	FGIG_10094	SINT1_62780.1
OG0002858	FGIG_10159	SINT1_10090.1
OG0002859	FGIG_10168	SINT1_62430.1, SINT1_62430.3, SINT1_62430.2
OG0002860	FGIG_10233	SINT1_76270.1, SINT1_76270.3, SINT1_76270.2
OG0002861	FGIG_11617, FGIG_10343	SINT1_86480.1
OG0002862	FGIG_10392	SINT1_64760.1, SINT1_64760.2, SINT1_64760.3
OG0002863	FGIG_12461	SINT1_17470.1, SINT1_17480.1
OG0002864	FGIG_10838	SINT1_53710.1
OG0002865	FGIG_12304, FGIG_10855	SINT1_10860.1, SINT1_10860.4, SINT1_10860.2, SINT1_10860.3
OG0002866	FGIG_10903	SINT1_35770.1
OG0002867	FGIG_10919, FGIG_10918	SINT1_3700.3, SINT1_3700.1, SINT1_3700.4, SINT1_3700.2, SINT1_3700.5
OG0002868	FGIG_11146	SINT1_85660.1, SINT1_85660.2, SINT1_85660.3, SINT1_85660.4
OG0002869	FGIG_11243, FGIG_12537	SINT1_1960.1
OG0002870	FGIG_11294	SINT1_47510.2, SINT1_47510.1
OG0002871	FGIG_11362	SINT1_45070.2, SINT1_45070.1, SINT1_45070.3
OG0002872	FGIG_11386	SINT1_49510.2, SINT1_49510.1
OG0002873	FGIG_11394	SINT1_90330.1
OG0002874	FGIG_11438	SINT1_39610.1, SINT1_39610.2
OG0002875	FGIG_11642	SINT1_51030.1
OG0002876	FGIG_11664	SINT1_70140.1, SINT1_70140.2, SINT1_70140.3
OG0002877	FGIG_11764	SINT1_60350.1
OG0002878	FGIG_12418, FGIG_11844	SINT1_63440.3, SINT1_63440.1, SINT1_63440.2
OG0002879	FGIG_11907	SINT1_18030.3, SINT1_18030.1, SINT1_18030.2
OG0002880	FGIG_11965	SINT1_21900.1
OG0002881	FGIG_11981	SINT1_58910.2, SINT1_58910.4, SINT1_58910.5, SINT1_58910.1, SINT1_58910.3
OG0002882	FGIG_12183	SINT1_18460.1, SINT1_18480.2, SINT1_18480.1
OG0002883	FGIG_12203	SINT1_51140.1, SINT1_51140.2
OG0002884	FGIG_12322	SINT1_64590.1
OG0002885	FGIG_12382	SINT1_46690.3, SINT1_46690.1, SINT1_46690.2
OG0002886	FGIG_12486	SINT1_73390.1, SINT1_73390.2
OG0002902	FGIG_00019	SINT1_39310.3, SINT1_39310.2, SINT1_39310.1
OG0002903	FGIG_00186	SINT1_70950.1
OG0002904	FGIG_00215	SINT1_22450.1
OG0002905	FGIG_00262	SINT1_65800.1
OG0002906	FGIG_00289	SINT1_29130.1, SINT1_29130.2, SINT1_29130.3
OG0002907	FGIG_00323	SINT1_5410.1
OG0002908	FGIG_00395	SINT1_67910.1, SINT1_67920.1
