Orthogroup	fasciola_gigantica	schistosoma_guineensis
OG0003032	FGIG_07540	SGUI1_59310.6, SGUI1_59310.7, SGUI1_59310.1, SGUI1_59310.3, SGUI1_59310.4, SGUI1_59310.2, SGUI1_59310.5
OG0003033	FGIG_07592	SGUI1_46790.1
OG0003034	FGIG_07751	SGUI1_82910.1
OG0003036	FGIG_07780	SGUI1_84770.1, SGUI1_86020.1, SGUI1_86010.1
OG0003037	FGIG_07808	SGUI1_79980.1
OG0003038	FGIG_07992	SGUI1_52300.1
OG0003039	FGIG_08048	SGUI1_46030.1
OG0003040	FGIG_08190	SGUI1_29790.1
OG0003041	FGIG_08407	SGUI1_32700.4, SGUI1_32700.2, SGUI1_32700.1, SGUI1_32700.6, SGUI1_32700.3, SGUI1_32700.5
OG0003042	FGIG_08421	SGUI1_40790.1
OG0003043	FGIG_11366, FGIG_08443, FGIG_11401	SGUI1_47850.1
OG0003044	FGIG_08468	SGUI1_7270.1
OG0003045	FGIG_08522	SGUI1_51770.1
OG0003046	FGIG_08523	SGUI1_51780.1, SGUI1_51780.3, SGUI1_51780.2
OG0003048	FGIG_08685	SGUI1_45670.2, SGUI1_45670.1, SGUI1_96890.1
OG0003049	FGIG_08686	SGUI1_45660.1, SGUI1_45660.2
OG0003050	FGIG_08727	SGUI1_79000.1
OG0003051	FGIG_11595, FGIG_08733	SGUI1_24130.1
OG0003052	FGIG_08801	SGUI1_65280.1
OG0003053	FGIG_09271, FGIG_08894	SGUI1_26330.2, SGUI1_26330.3, SGUI1_26330.4, SGUI1_26330.1
OG0003054	FGIG_08948	SGUI1_8150.1
OG0003055	FGIG_08993	SGUI1_56690.1
OG0003056	FGIG_09001	SGUI1_8060.1
OG0003057	FGIG_09030	SGUI1_63750.1
OG0003058	FGIG_09112	SGUI1_92350.1
OG0003059	FGIG_09121, FGIG_09120	SGUI1_35860.1
OG0003060	FGIG_09243, FGIG_09244	SGUI1_52110.1
OG0003061	FGIG_09587	SGUI1_81310.1, SGUI1_81310.2
OG0003062	FGIG_09635, FGIG_09636	SGUI1_90200.1, SGUI1_90200.2
OG0003063	FGIG_09684, FGIG_09683	SGUI1_17340.1
OG0003064	FGIG_09743	SGUI1_7280.1
OG0003065	FGIG_10047	SGUI1_21430.1
OG0003066	FGIG_12142, FGIG_10066	SGUI1_94440.2, SGUI1_94440.1
OG0003067	FGIG_10345	SGUI1_24570.3, SGUI1_24570.2, SGUI1_24570.1
OG0003068	FGIG_11486, FGIG_10373	SGUI1_77200.1, SGUI1_77200.2
OG0003069	FGIG_10445	SGUI1_70760.1
OG0003070	FGIG_10642	SGUI1_35080.1
OG0003071	FGIG_11658, FGIG_10650	SGUI1_61160.5, SGUI1_61160.4, SGUI1_61160.3, SGUI1_61160.1, SGUI1_61160.2
OG0003072	FGIG_10812	SGUI1_79960.1
OG0003073	FGIG_10975	SGUI1_64460.1, SGUI1_64460.2
OG0003074	FGIG_10986, FGIG_11028	SGUI1_59110.1
OG0003075	FGIG_10993	SGUI1_63700.1, SGUI1_57970.2, SGUI1_57970.1
OG0003076	FGIG_11076	SGUI1_57900.1, SGUI1_57930.1
OG0003077	FGIG_11119	SGUI1_74990.1
OG0003079	FGIG_11502	SGUI1_56660.1
OG0003080	FGIG_11951	SGUI1_10150.1
OG0003081	FGIG_12102	SGUI1_14450.1
OG0003082	FGIG_12404	SGUI1_50200.1, SGUI1_50200.2
OG0003107	FGIG_00005	SGUI1_56490.1
OG0003108	FGIG_00069	SGUI1_26110.1, SGUI1_26110.2
OG0003109	FGIG_00104	SGUI1_14960.1, SGUI1_14960.2
OG0003110	FGIG_00329	SGUI1_13620.1
OG0003111	FGIG_00373, FGIG_00372	SGUI1_72020.2, SGUI1_72020.1
OG0003112	FGIG_00405	SGUI1_68200.1, SGUI1_68200.2, SGUI1_68200.3
OG0003114	FGIG_00425	SGUI1_87490.1
OG0003115	FGIG_00440	SGUI1_74100.1
OG0003116	FGIG_00454	SGUI1_88640.3, SGUI1_88640.1, SGUI1_88640.2
OG0003117	FGIG_00573	SGUI1_18150.3, SGUI1_18150.1, SGUI1_18150.4, SGUI1_18150.2
OG0003118	FGIG_00599	SGUI1_40640.1
OG0003119	FGIG_00640	SGUI1_32840.1, SGUI1_32840.2, SGUI1_32840.3, SGUI1_32840.4, SGUI1_32840.5
OG0003120	FGIG_00733	SGUI1_71000.1, SGUI1_71000.2, SGUI1_71000.3, SGUI1_71000.4, SGUI1_71000.5, SGUI1_71000.6, SGUI1_71000.7, SGUI1_71000.8
OG0003121	FGIG_00832	SGUI1_1560.1, SGUI1_1560.2, SGUI1_1560.3, SGUI1_1560.4, SGUI1_1560.5
OG0003122	FGIG_00834	SGUI1_520.1
OG0003123	FGIG_00870	SGUI1_84030.1
OG0003124	FGIG_00892	SGUI1_91070.4, SGUI1_91070.1, SGUI1_91070.2, SGUI1_91070.3
OG0003126	FGIG_00964	SGUI1_18790.4, SGUI1_18790.2, SGUI1_18790.3, SGUI1_18790.1
OG0003127	FGIG_01018, FGIG_01019	SGUI1_86690.1, SGUI1_86680.1
OG0003128	FGIG_01047	SGUI1_82830.1
OG0003129	FGIG_01130	SGUI1_2820.1, SGUI1_2820.2
OG0003130	FGIG_06959, FGIG_06960, FGIG_01205	SGUI1_27670.1, SGUI1_27670.2
OG0003131	FGIG_01254	SGUI1_72680.1, SGUI1_72670.1
OG0003132	FGIG_01271	SGUI1_23620.1, SGUI1_23620.2
OG0003133	FGIG_01405	SGUI1_59690.2, SGUI1_59690.3, SGUI1_59690.1
OG0003134	FGIG_01432, FGIG_01433	SGUI1_84090.1
OG0003135	FGIG_01687	SGUI1_36210.1
OG0003137	FGIG_10091, FGIG_01742	SGUI1_81800.1
OG0003138	FGIG_01803, FGIG_01804	SGUI1_90870.1
OG0003139	FGIG_01910, FGIG_04845	SGUI1_49450.3, SGUI1_49450.4, SGUI1_49450.5, SGUI1_49450.1, SGUI1_49450.2
OG0003140	FGIG_01963	SGUI1_30810.1
OG0003141	FGIG_02066	SGUI1_62010.1, SGUI1_62010.2, SGUI1_62010.3
OG0003142	FGIG_06588, FGIG_02089	SGUI1_76980.1
OG0003143	FGIG_02166	SGUI1_76210.1
OG0003144	FGIG_02199	SGUI1_39130.1, SGUI1_39130.3, SGUI1_39130.2
OG0003145	FGIG_02360, FGIG_05876	SGUI1_20890.1
OG0003146	FGIG_02362	SGUI1_65240.1, SGUI1_65240.2, SGUI1_65240.3, SGUI1_65240.4, SGUI1_65240.5
OG0003147	FGIG_11805, FGIG_02380	SGUI1_49300.1, SGUI1_49300.2
OG0003148	FGIG_02414	SGUI1_92970.1
OG0003149	FGIG_02528	SGUI1_56440.1, SGUI1_56440.2
OG0003150	FGIG_02558	SGUI1_79280.2, SGUI1_79280.1
OG0003151	FGIG_02577, FGIG_02578	SGUI1_50050.1
OG0003152	FGIG_02705	SGUI1_37070.1
OG0003153	FGIG_02735	SGUI1_74200.1
OG0003154	FGIG_02742	SGUI1_35560.1
OG0003155	FGIG_02744	SGUI1_71410.1
OG0003156	FGIG_02790	SGUI1_38040.1
OG0003157	FGIG_02891	SGUI1_52580.1
OG0003158	FGIG_06749, FGIG_11417, FGIG_02904	SGUI1_89620.1
OG0003159	FGIG_04612, FGIG_02912	SGUI1_56120.1, SGUI1_56110.1
OG0003160	FGIG_02965	SGUI1_20070.1, SGUI1_20070.2
OG0003161	FGIG_03141	SGUI1_47060.1
OG0003162	FGIG_03155, FGIG_06192	SGUI1_8860.1
OG0003163	FGIG_03160	SGUI1_1540.1
OG0003164	FGIG_03241	SGUI1_33120.1
OG0003165	FGIG_03257	SGUI1_78050.1
OG0003166	FGIG_03294	SGUI1_54980.1
OG0003167	FGIG_03348	SGUI1_94040.1, SGUI1_94040.2
OG0003168	FGIG_03363, FGIG_07368	SGUI1_64040.1
OG0003169	FGIG_03426	SGUI1_15480.2, SGUI1_15480.3, SGUI1_15480.1
OG0003170	FGIG_03444	SGUI1_17690.1, SGUI1_17690.2, SGUI1_17690.3
OG0003171	FGIG_03515	SGUI1_73430.1
OG0003172	FGIG_06205, FGIG_03518, FGIG_05757	SGUI1_21760.1
OG0003173	FGIG_03614, FGIG_03616, FGIG_03615	SGUI1_31480.1
OG0003174	FGIG_03638	SGUI1_75610.1
OG0003175	FGIG_03807	SGUI1_94210.1
OG0003176	FGIG_03829	SGUI1_70390.1, SGUI1_70390.4, SGUI1_70390.5, SGUI1_70390.3, SGUI1_70390.2
OG0003178	FGIG_06106, FGIG_06105, FGIG_03939	SGUI1_33190.1
OG0003179	FGIG_12448, FGIG_04250	SGUI1_75770.1
OG0003180	FGIG_04325	SGUI1_4200.1
OG0003181	FGIG_06032, FGIG_04528	SGUI1_36580.1
OG0003182	FGIG_04583	SGUI1_31020.1
OG0003183	FGIG_04603	SGUI1_12350.1
OG0003184	FGIG_04609	SGUI1_28100.1
OG0003185	FGIG_04853	SGUI1_72160.1
OG0003186	FGIG_04944	SGUI1_29520.1, SGUI1_29520.2
OG0003187	FGIG_04951	SGUI1_74210.1, SGUI1_74210.2, SGUI1_74210.3
OG0003188	FGIG_05117	SGUI1_81300.1
OG0003189	FGIG_05178	SGUI1_57190.1, SGUI1_57190.3, SGUI1_57190.2, SGUI1_57190.4, SGUI1_57190.5
OG0003190	FGIG_05237	SGUI1_60910.2, SGUI1_60910.4, SGUI1_60910.1, SGUI1_60910.3, SGUI1_60910.5, SGUI1_60910.6, SGUI1_60910.7
OG0003191	FGIG_05315	SGUI1_47350.1
OG0003192	FGIG_05388	SGUI1_66710.1
OG0003193	FGIG_05396	SGUI1_37120.1
OG0003194	FGIG_05426	SGUI1_70030.1
OG0003195	FGIG_05446	SGUI1_17740.1
OG0003196	FGIG_05473, FGIG_07358	SGUI1_62550.1
OG0003197	FGIG_05532	SGUI1_95350.1
OG0003198	FGIG_05599, FGIG_06298	SGUI1_50800.2, SGUI1_50800.3, SGUI1_50800.1, SGUI1_50800.4, SGUI1_50800.5
OG0003199	FGIG_05652	SGUI1_93900.1, SGUI1_93900.2
OG0003200	FGIG_05681	SGUI1_9690.1
OG0003201	FGIG_05709	SGUI1_14210.5, SGUI1_14210.4, SGUI1_14210.1, SGUI1_14210.2, SGUI1_14210.3
OG0003202	FGIG_05726	SGUI1_18170.1, SGUI1_18170.2, SGUI1_18170.3
OG0003203	FGIG_05925	SGUI1_92040.1
OG0003204	FGIG_05955, FGIG_05956	SGUI1_20450.1
OG0003205	FGIG_06364, FGIG_07276	SGUI1_36520.1, SGUI1_36520.2
OG0003206	FGIG_06475	SGUI1_17120.1
OG0003207	FGIG_06638	SGUI1_7760.1
OG0003208	FGIG_06732	SGUI1_68370.1
OG0003209	FGIG_06733	SGUI1_79360.1, SGUI1_79360.2, SGUI1_79360.3
OG0003210	FGIG_06802, FGIG_06803, FGIG_07222	SGUI1_11980.1
OG0003211	FGIG_06838	SGUI1_75470.1
OG0003213	FGIG_06897	SGUI1_33050.1
OG0003214	FGIG_10827, FGIG_06937	SGUI1_10870.1
OG0003215	FGIG_06944, FGIG_06943	SGUI1_8250.1, SGUI1_8240.1
OG0003216	FGIG_06947	SGUI1_64710.1, SGUI1_64710.2
OG0003217	FGIG_07015	SGUI1_61290.1, SGUI1_61290.2, SGUI1_61290.3
OG0003218	FGIG_07072	SGUI1_58410.1
OG0003220	FGIG_07162	SGUI1_62400.1, SGUI1_62400.2
OG0003222	FGIG_07209	SGUI1_19200.1
OG0003223	FGIG_07226, FGIG_07227	SGUI1_92830.1, SGUI1_89130.1, SGUI1_89130.2
OG0003224	FGIG_07232	SGUI1_38100.1, SGUI1_38100.2
OG0003225	FGIG_07237	SGUI1_88730.1, SGUI1_88730.2, SGUI1_88730.3
OG0003226	FGIG_07430	SGUI1_13640.3, SGUI1_13640.4, SGUI1_13640.1, SGUI1_13640.2, SGUI1_13640.5
OG0003227	FGIG_07506	SGUI1_62020.1
OG0003228	FGIG_07512	SGUI1_88030.1
OG0003228	FGIG_07510	SGUI1_88010.1
OG0003229	FGIG_07522	SGUI1_76650.1
OG0003230	FGIG_07546	SGUI1_46930.1
OG0003231	FGIG_07630, FGIG_07631	SGUI1_17420.1
OG0003232	FGIG_07654	SGUI1_10060.1
OG0003233	FGIG_07711	SGUI1_21640.1
OG0003234	FGIG_07721	SGUI1_60940.1
OG0003235	FGIG_07779	SGUI1_84760.1
OG0003236	FGIG_07810	SGUI1_57720.1
OG0003237	FGIG_07852	SGUI1_25010.1, SGUI1_25010.4, SGUI1_25010.5, SGUI1_25010.6, SGUI1_25010.2, SGUI1_25010.3
OG0003238	FGIG_07918	SGUI1_65940.1, SGUI1_65940.2
OG0003239	FGIG_08059	SGUI1_82540.1
OG0003240	FGIG_08124	SGUI1_7560.1, SGUI1_7560.2
OG0003241	FGIG_10248, FGIG_08213	SGUI1_37440.1
OG0003242	FGIG_08237	SGUI1_53170.2, SGUI1_53170.3, SGUI1_53170.1, SGUI1_53170.4
OG0003244	FGIG_10219, FGIG_08294	SGUI1_53600.3, SGUI1_53600.1, SGUI1_53600.2
OG0003245	FGIG_08341	SGUI1_54190.1
OG0003247	FGIG_08388	SGUI1_20190.1
OG0003248	FGIG_08413	SGUI1_83720.1
OG0003249	FGIG_08451, FGIG_12637	SGUI1_64420.2, SGUI1_64420.1
OG0003250	FGIG_08547	SGUI1_70740.1
OG0003251	FGIG_08561	SGUI1_86940.1
OG0003252	FGIG_08583	SGUI1_42320.1
OG0003253	FGIG_08616	SGUI1_87440.1, SGUI1_87440.4, SGUI1_87440.2, SGUI1_87440.3
OG0003254	FGIG_08634	SGUI1_64720.2, SGUI1_64720.3, SGUI1_64720.1
OG0003255	FGIG_08636, FGIG_08635	SGUI1_93920.1, SGUI1_93020.1
OG0003256	FGIG_08649	SGUI1_84280.1
OG0003257	FGIG_08692	SGUI1_11860.1
OG0003258	FGIG_08812	SGUI1_43380.1
OG0003259	FGIG_08924	SGUI1_23240.1, SGUI1_23240.2, SGUI1_23240.3, SGUI1_23240.4
OG0003260	FGIG_08952, FGIG_08953	SGUI1_84530.6, SGUI1_84530.5, SGUI1_84530.1, SGUI1_84530.2, SGUI1_84530.4, SGUI1_84530.3
OG0003261	FGIG_08978	SGUI1_34440.1, SGUI1_34440.2, SGUI1_34440.4, SGUI1_34440.3
OG0003262	FGIG_11009	SGUI1_58370.1
OG0003263	FGIG_09000	SGUI1_4740.1, SGUI1_4740.2
OG0003264	FGIG_09035	SGUI1_15140.1, SGUI1_15140.2, SGUI1_15140.3, SGUI1_15140.4
OG0003265	FGIG_09131	SGUI1_41990.2, SGUI1_41990.1, SGUI1_41990.3
OG0003266	FGIG_09132	SGUI1_71570.1
OG0003267	FGIG_09140	SGUI1_20490.1, SGUI1_20490.2
OG0003268	FGIG_10574, FGIG_09212	SGUI1_43470.1, SGUI1_43470.2, SGUI1_43470.3, SGUI1_43470.4
OG0003269	FGIG_09415	SGUI1_76840.1
OG0003270	FGIG_09426, FGIG_09427	SGUI1_63050.1, SGUI1_63050.2
OG0003271	FGIG_09434	SGUI1_10590.1, SGUI1_10590.2, SGUI1_10590.3
OG0003272	FGIG_10872	SGUI1_36380.1, SGUI1_36390.1
OG0003273	FGIG_09631	SGUI1_33570.2, SGUI1_33570.3, SGUI1_33570.1
OG0003274	FGIG_09710, FGIG_13996	SGUI1_18540.1
OG0003275	FGIG_09740	SGUI1_24340.1, SGUI1_24340.2, SGUI1_24340.5
OG0003276	FGIG_09828, FGIG_09827	SGUI1_62080.1
OG0003277	FGIG_09918	SGUI1_33300.1, SGUI1_33300.2
OG0003278	FGIG_09964	SGUI1_55910.5, SGUI1_55910.3, SGUI1_55910.1, SGUI1_55910.2, SGUI1_55910.4
OG0003279	FGIG_10006	SGUI1_1800.1, SGUI1_1800.2
OG0003280	FGIG_10327	SGUI1_78430.1
OG0003281	FGIG_10328	SGUI1_94800.1
OG0003282	FGIG_10330	SGUI1_53000.1
OG0003283	FGIG_10371	SGUI1_95010.1
OG0003284	FGIG_10450	SGUI1_60880.1, SGUI1_60880.2
OG0003285	FGIG_10621	SGUI1_22600.1, SGUI1_22600.2
OG0003286	FGIG_10657	SGUI1_67340.3, SGUI1_67340.2, SGUI1_67340.4, SGUI1_67340.1
OG0003287	FGIG_10686	SGUI1_8730.2, SGUI1_8730.6, SGUI1_8730.1, SGUI1_8730.3, SGUI1_8730.4, SGUI1_8730.5
OG0003288	FGIG_10739	SGUI1_68710.1
OG0003289	FGIG_10772	SGUI1_12330.1
OG0003290	FGIG_11006	SGUI1_9590.1
OG0003291	FGIG_11157	SGUI1_16880.1
OG0003292	FGIG_11166	SGUI1_85560.2, SGUI1_85560.7, SGUI1_85560.1, SGUI1_85560.3, SGUI1_85560.4, SGUI1_85560.5, SGUI1_85560.6
OG0003293	FGIG_11234	SGUI1_26940.1, SGUI1_26940.2
OG0003294	FGIG_11258	SGUI1_33330.1
OG0003295	FGIG_11269	SGUI1_25670.1
OG0003296	FGIG_12360, FGIG_11371	SGUI1_54480.2, SGUI1_54480.4, SGUI1_54480.3, SGUI1_54480.1
OG0003297	FGIG_11432	SGUI1_17290.2, SGUI1_17290.1
OG0003298	FGIG_11454, FGIG_11539	SGUI1_46170.1
OG0003299	FGIG_11644, FGIG_12619	SGUI1_77570.1
OG0003300	FGIG_11672	SGUI1_12800.1, SGUI1_42900.1
OG0003301	FGIG_11783	SGUI1_44060.1, SGUI1_44060.2, SGUI1_44060.3
OG0003302	FGIG_11908	SGUI1_7630.1
OG0003303	FGIG_12001	SGUI1_54570.1, SGUI1_54570.2
OG0003304	FGIG_12346	SGUI1_6740.1
OG0003305	FGIG_12365	SGUI1_74260.1, SGUI1_74260.2
OG0003306	FGIG_12477	SGUI1_56550.1
OG0003307	FGIG_12638	SGUI1_25860.1
OG0003326	FGIG_00027	SGUI1_67150.1, SGUI1_67150.2, SGUI1_67150.3
OG0003327	FGIG_00066	SGUI1_77340.1, SGUI1_77340.2, SGUI1_77340.3, SGUI1_77340.4, SGUI1_77340.5
OG0003328	FGIG_00138, FGIG_11210	SGUI1_74720.1, SGUI1_74720.2
OG0003329	FGIG_00157	SGUI1_94900.1
OG0003330	FGIG_00309	SGUI1_51810.1, SGUI1_51810.2
OG0003331	FGIG_00333	SGUI1_8990.1
OG0003332	FGIG_00348, FGIG_00349	SGUI1_31830.1
OG0003334	FGIG_00412	SGUI1_28090.1
OG0003335	FGIG_00467	SGUI1_64570.1
OG0003336	FGIG_00550	SGUI1_62220.1
OG0003337	FGIG_00566	SGUI1_76780.1
OG0003338	FGIG_00567	SGUI1_16380.2, SGUI1_16380.1
OG0003339	FGIG_00577	SGUI1_740.4, SGUI1_740.3, SGUI1_740.1, SGUI1_740.2
OG0003340	FGIG_11568, FGIG_00580	SGUI1_39650.1
OG0003341	FGIG_00605, FGIG_05908, FGIG_05907	SGUI1_67970.1
OG0003342	FGIG_00621	SGUI1_13080.1
OG0003343	FGIG_00652	SGUI1_51630.1
OG0003344	FGIG_00691	SGUI1_22830.1
OG0003345	FGIG_00706	SGUI1_88110.1
OG0003346	FGIG_00761	SGUI1_94480.1
OG0003347	FGIG_00787, FGIG_11412	SGUI1_44400.1
OG0003348	FGIG_00824	SGUI1_53720.1, SGUI1_53720.2, SGUI1_53720.3, SGUI1_53720.4
OG0003349	FGIG_00956	SGUI1_40150.1, SGUI1_40150.2, SGUI1_40150.3, SGUI1_40150.4
OG0003350	FGIG_01005	SGUI1_69670.1, SGUI1_69670.2, SGUI1_69670.3, SGUI1_69670.4
OG0003351	FGIG_01029	SGUI1_73700.1
OG0003352	FGIG_01055	SGUI1_82560.1
OG0003353	FGIG_08293, FGIG_01107	SGUI1_27190.1
OG0003354	FGIG_01213	SGUI1_27260.1, SGUI1_27260.2, SGUI1_27260.3, SGUI1_27260.4
OG0003355	FGIG_05751, FGIG_01233	SGUI1_69330.1
OG0003357	FGIG_01285, FGIG_01286	SGUI1_43150.1, SGUI1_43150.3, SGUI1_43150.2
OG0003358	FGIG_01317, FGIG_12690	SGUI1_90340.1
OG0003359	FGIG_01325	SGUI1_58280.1
OG0003360	FGIG_01347	SGUI1_32860.1, SGUI1_32860.2, SGUI1_32860.3
OG0003361	FGIG_01419	SGUI1_19100.3, SGUI1_19100.4, SGUI1_19100.5, SGUI1_19100.1, SGUI1_19100.2
OG0003362	FGIG_01463	SGUI1_75880.1, SGUI1_75880.2
OG0003363	FGIG_01536, FGIG_01537	SGUI1_96800.1, SGUI1_96800.2, SGUI1_96800.3, SGUI1_96800.4
OG0003364	FGIG_01642	SGUI1_85520.1
OG0003365	FGIG_01696	SGUI1_18590.1
OG0003366	FGIG_01727	SGUI1_62040.1, SGUI1_62040.2
OG0003367	FGIG_01780	SGUI1_47640.1, SGUI1_47570.17
OG0003368	FGIG_01783	SGUI1_37760.1
OG0003369	FGIG_01830	SGUI1_65500.3, SGUI1_65500.1, SGUI1_65500.2
OG0003370	FGIG_01957	SGUI1_25520.1
OG0003371	FGIG_02019	SGUI1_47580.1
OG0003372	FGIG_02026	SGUI1_94560.2, SGUI1_94560.3, SGUI1_94560.1
OG0003373	FGIG_02213	SGUI1_15150.1, SGUI1_15150.3, SGUI1_15150.2
OG0003374	FGIG_10992, FGIG_02215	SGUI1_95270.1, SGUI1_95270.2
OG0003375	FGIG_02328	SGUI1_69960.1
OG0003376	FGIG_02356	SGUI1_47900.1, SGUI1_47900.2, SGUI1_47900.3
OG0003377	FGIG_02440, FGIG_08574, FGIG_02441	SGUI1_81650.1
OG0003378	FGIG_05882, FGIG_02455	SGUI1_83670.1
OG0003379	FGIG_02476	SGUI1_66050.1
OG0003380	FGIG_02530	SGUI1_51430.1
OG0003381	FGIG_08975, FGIG_06170, FGIG_02604	SGUI1_55200.1
OG0003382	FGIG_02624	SGUI1_70440.1
OG0003383	FGIG_02627	SGUI1_5930.1
OG0003384	FGIG_02644	SGUI1_43420.2, SGUI1_43420.1, SGUI1_43420.3
OG0003385	FGIG_02658	SGUI1_91750.1
OG0003386	FGIG_02736	SGUI1_21320.1, SGUI1_21320.2, SGUI1_21320.3
OG0003387	FGIG_02791	SGUI1_14990.1, SGUI1_14990.2, SGUI1_14990.3
OG0003388	FGIG_02832	SGUI1_94230.1
OG0003389	FGIG_02845	SGUI1_46390.1
OG0003390	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968	SGUI1_34480.1
OG0003391	FGIG_02989	SGUI1_79660.1, SGUI1_79660.2, SGUI1_79660.3
OG0003392	FGIG_03019	SGUI1_55900.1
OG0003393	FGIG_03104	SGUI1_32320.1
OG0003394	FGIG_03228, FGIG_10570	SGUI1_42420.1, SGUI1_42420.3, SGUI1_42420.2
OG0003395	FGIG_03232	SGUI1_56010.1
OG0003396	FGIG_03268	SGUI1_43830.1
OG0003397	FGIG_11253, FGIG_03277	SGUI1_21590.1
OG0003399	FGIG_03351	SGUI1_35220.1, SGUI1_35220.3, SGUI1_35220.2
OG0003400	FGIG_03383	SGUI1_73340.1, SGUI1_73340.2
OG0003401	FGIG_06798	SGUI1_32680.1, SGUI1_32680.2
OG0003402	FGIG_03727	SGUI1_20050.1
OG0003403	FGIG_03770	SGUI1_50520.1, SGUI1_50520.2
OG0003404	FGIG_03912	SGUI1_75440.1
OG0003405	FGIG_09971, FGIG_03953	SGUI1_47600.2, SGUI1_47600.1
OG0003406	FGIG_03955	SGUI1_96960.1, SGUI1_6800.1
OG0003407	FGIG_04038	SGUI1_85310.1
OG0003408	FGIG_04180	SGUI1_25350.1, SGUI1_25350.2
OG0003409	FGIG_04283	SGUI1_17100.1, SGUI1_97060.1
OG0003410	FGIG_04321	SGUI1_69690.1, SGUI1_69690.2
OG0003411	FGIG_04428	SGUI1_39290.2, SGUI1_39290.1
OG0003412	FGIG_04567	SGUI1_4820.1
OG0003414	FGIG_04641	SGUI1_39470.3, SGUI1_39470.2, SGUI1_39470.1
OG0003415	FGIG_05494, FGIG_04667	SGUI1_80110.1
OG0003416	FGIG_04682	SGUI1_69490.1, SGUI1_69490.2
OG0003417	FGIG_04700	SGUI1_56520.1
OG0003418	FGIG_04781	SGUI1_47120.1
OG0003419	FGIG_04950	SGUI1_74220.1, SGUI1_74220.2, SGUI1_74220.3
OG0003420	FGIG_04953	SGUI1_36810.3, SGUI1_36810.1, SGUI1_36810.2
OG0003421	FGIG_05044	SGUI1_37670.2, SGUI1_37670.3, SGUI1_37670.1, SGUI1_37670.4
OG0003422	FGIG_05101, FGIG_11462	SGUI1_46890.1
OG0003423	FGIG_05139, FGIG_05140	SGUI1_12200.1, SGUI1_12200.2
OG0003424	FGIG_05199, FGIG_06598, FGIG_05198	SGUI1_87010.1
OG0003425	FGIG_05221	SGUI1_85440.1
OG0003426	FGIG_05233	SGUI1_64440.5, SGUI1_64440.3, SGUI1_64440.2, SGUI1_64440.1, SGUI1_64440.4
OG0003427	FGIG_05263	SGUI1_44580.3, SGUI1_44580.1, SGUI1_44580.2
OG0003428	FGIG_05322	SGUI1_83330.1, SGUI1_83330.2
OG0003429	FGIG_05378	SGUI1_78340.2, SGUI1_78340.1
OG0003430	FGIG_05381	SGUI1_77470.1, SGUI1_77470.2, SGUI1_77470.3
OG0003431	FGIG_05479	SGUI1_20430.1
OG0003432	FGIG_05497	SGUI1_70930.1, SGUI1_70930.2
OG0003433	FGIG_05557	SGUI1_4570.1
OG0003434	FGIG_05575, FGIG_05573	SGUI1_60180.1, SGUI1_60170.1
OG0003435	FGIG_05623	SGUI1_36840.1
OG0003436	FGIG_05658, FGIG_05657	SGUI1_50540.1, SGUI1_50540.2
OG0003437	FGIG_05713	SGUI1_73020.1
OG0003438	FGIG_05722	SGUI1_30760.1
OG0003439	FGIG_05729	SGUI1_21800.1, SGUI1_21800.3, SGUI1_21800.2
OG0003440	FGIG_05741	SGUI1_19350.1
OG0003441	FGIG_08834, FGIG_05805	SGUI1_26670.1
OG0003442	FGIG_05841	SGUI1_72850.1, SGUI1_72850.2
OG0003443	FGIG_05859	SGUI1_59240.1, SGUI1_59230.1
OG0003445	FGIG_05949	SGUI1_44820.1
OG0003446	FGIG_05978	SGUI1_34870.1
OG0003447	FGIG_06010	SGUI1_5100.1, SGUI1_5100.2
OG0003448	FGIG_06070	SGUI1_70310.1, SGUI1_70310.2
OG0003449	FGIG_06071	SGUI1_70320.1
OG0003450	FGIG_06121	SGUI1_66310.1
OG0003451	FGIG_06150	SGUI1_85730.1
OG0003452	FGIG_06174	SGUI1_8000.1
OG0003453	FGIG_06213	SGUI1_43400.3, SGUI1_43400.1, SGUI1_43400.2
OG0003454	FGIG_07233, FGIG_06256	SGUI1_34000.1
OG0003455	FGIG_06283	SGUI1_62190.1
OG0003456	FGIG_06307	SGUI1_7610.1, SGUI1_7610.3, SGUI1_7610.2, SGUI1_7610.4
OG0003457	FGIG_06344	SGUI1_37890.1
OG0003458	FGIG_06349	SGUI1_39030.1
OG0003459	FGIG_12029, FGIG_06414	SGUI1_74140.1, SGUI1_74140.2
OG0003460	FGIG_06432	SGUI1_44430.1
OG0003461	FGIG_06491	SGUI1_84730.1
OG0003462	FGIG_06516	SGUI1_39550.1, SGUI1_39550.2, SGUI1_39550.3, SGUI1_39550.4
OG0003463	FGIG_06582	SGUI1_85380.1, SGUI1_85380.2
OG0003464	FGIG_06669, FGIG_10395	SGUI1_81910.1, SGUI1_81910.2, SGUI1_81910.3
OG0003465	FGIG_06693	SGUI1_63330.1
OG0003466	FGIG_06768	SGUI1_9220.1
OG0003467	FGIG_06773	SGUI1_77580.1
OG0003468	FGIG_06775	SGUI1_68820.1
OG0003469	FGIG_06789, FGIG_12033	SGUI1_50700.1
OG0003470	FGIG_06855, FGIG_07604	SGUI1_52350.1
OG0003471	FGIG_06877	SGUI1_45880.1, SGUI1_45880.2, SGUI1_45880.3
