Orthogroup	fasciola_gigantica	trichobilharzia_regenti
OG0003298	FGIG_11454, FGIG_11539	TREG1_63100.1, TREG1_63100.2
OG0003299	FGIG_11644, FGIG_12619	TREG1_100410.1
OG0003300	FGIG_11672	TREG1_58970.1, TREG1_30210.1, TREG1_30210.2, TREG1_30210.3, TREG1_30210.4
OG0003301	FGIG_11783	TREG1_40540.1
OG0003302	FGIG_11908	TREG1_4300.3, TREG1_4300.1, TREG1_4300.2, TREG1_4300.5, TREG1_4300.4, TREG1_4300.6, TREG1_4310.1
OG0003303	FGIG_12001	TREG1_71210.1, TREG1_71270.1, TREG1_71270.2
OG0003304	FGIG_12346	TREG1_28740.1, TREG1_28740.2
OG0003305	FGIG_12365	TREG1_106530.1
OG0003306	FGIG_12477	TREG1_73990.1
OG0003307	FGIG_12638	TREG1_43530.1
OG0003326	FGIG_00027	TREG1_89830.1
OG0003327	FGIG_00066	TREG1_103890.1, TREG1_103890.2
OG0003328	FGIG_00138, FGIG_11210	TREG1_102900.1, TREG1_102900.2, TREG1_102900.3, TREG1_102900.4, TREG1_102900.5
OG0003329	FGIG_00157	TREG1_134280.1
OG0003330	FGIG_00309	TREG1_69720.1
OG0003331	FGIG_00333	TREG1_51290.1, TREG1_51290.2, TREG1_51290.3
OG0003332	FGIG_00348, FGIG_00349	TREG1_54980.1
OG0003333	FGIG_00370	TREG1_6060.1
OG0003334	FGIG_00412	TREG1_48520.1
OG0003335	FGIG_00467	TREG1_90280.1
OG0003336	FGIG_00550	TREG1_84290.1, TREG1_84290.2, TREG1_84290.3
OG0003337	FGIG_00566	TREG1_105460.1, TREG1_105460.2
OG0003338	FGIG_00567	TREG1_17680.1, TREG1_17680.2
OG0003339	FGIG_00577	TREG1_300.1, TREG1_310.3, TREG1_310.4, TREG1_310.2, TREG1_310.1
OG0003340	FGIG_11568, FGIG_00580	TREG1_41390.1
OG0003341	FGIG_00605, FGIG_05908, FGIG_05907	TREG1_92270.1
OG0003342	FGIG_00621	TREG1_17860.1
OG0003343	FGIG_00652	TREG1_64540.1
OG0003344	FGIG_00691	TREG1_32650.1
OG0003345	FGIG_00706	TREG1_46790.1
OG0003346	FGIG_00761	TREG1_132170.1
OG0003347	FGIG_00787, FGIG_11412	TREG1_31290.1, TREG1_31290.2
OG0003348	FGIG_00824	TREG1_67630.1, TREG1_67630.2, TREG1_67630.3, TREG1_67630.4
OG0003349	FGIG_00956	TREG1_49940.1, TREG1_49940.2
OG0003350	FGIG_01005	TREG1_94490.1, TREG1_94490.2, TREG1_94490.3, TREG1_94490.4
OG0003351	FGIG_01029	TREG1_107800.1
OG0003352	FGIG_01055	TREG1_112580.1
OG0003353	FGIG_08293, FGIG_01107	TREG1_60210.4, TREG1_60210.1, TREG1_60210.3, TREG1_60210.2
OG0003354	FGIG_01213	TREG1_60070.1
OG0003355	FGIG_05751, FGIG_01233	TREG1_93970.1
OG0003357	FGIG_01285, FGIG_01286	TREG1_39520.1
OG0003358	FGIG_01317, FGIG_12690	TREG1_125410.1, TREG1_125410.2, TREG1_125410.3, TREG1_125410.7, TREG1_125410.8, TREG1_125410.10, TREG1_125410.4, TREG1_125410.5, TREG1_125410.6, TREG1_125410.9
OG0003359	FGIG_01325	TREG1_79210.1, TREG1_79210.2
OG0003360	FGIG_01347	TREG1_53240.1
OG0003361	FGIG_01419	TREG1_24490.4, TREG1_24490.3, TREG1_24490.6, TREG1_24490.1, TREG1_24490.2, TREG1_24490.5
OG0003362	FGIG_01463	TREG1_98880.1
OG0003363	FGIG_01536, FGIG_01537	TREG1_48190.1
OG0003364	FGIG_01642	TREG1_116460.1
OG0003365	FGIG_01696	TREG1_22280.1, TREG1_22280.2
OG0003366	FGIG_01727	TREG1_85920.1
OG0003367	FGIG_01780	TREG1_63820.1, TREG1_63830.1, TREG1_63830.2
OG0003368	FGIG_01783	TREG1_32990.1
OG0003369	FGIG_01830	TREG1_87240.1, TREG1_87240.3, TREG1_87240.2
OG0003370	FGIG_01957	TREG1_48700.1, TREG1_48700.2, TREG1_48700.4, TREG1_48700.5, TREG1_48700.3
OG0003371	FGIG_02019	TREG1_136460.1
OG0003372	FGIG_02026	TREG1_133120.1, TREG1_133120.2
OG0003373	FGIG_02213	TREG1_27900.1, TREG1_27900.2, TREG1_27900.3, TREG1_27900.4, TREG1_27900.5
OG0003374	FGIG_10992, FGIG_02215	TREG1_132070.1
OG0003375	FGIG_02328	TREG1_96430.1
OG0003376	FGIG_02356	TREG1_64070.1
OG0003377	FGIG_02440, FGIG_08574, FGIG_02441	TREG1_112070.1
OG0003378	FGIG_05882, FGIG_02455	TREG1_137730.1, TREG1_110310.1, TREG1_110310.2
OG0003379	FGIG_02476	TREG1_138150.2, TREG1_138150.1, TREG1_139490.2, TREG1_138150.3, TREG1_139490.1
OG0003380	FGIG_02530	TREG1_64250.1, TREG1_64250.4, TREG1_64250.2, TREG1_64250.3
OG0003381	FGIG_08975, FGIG_06170, FGIG_02604	TREG1_77140.1
OG0003382	FGIG_02624	TREG1_97910.5, TREG1_97920.1, TREG1_97910.1, TREG1_97910.6, TREG1_97910.3, TREG1_97910.4
OG0003383	FGIG_02627	TREG1_104290.1
OG0003384	FGIG_02644	TREG1_57660.1, TREG1_57660.2
OG0003385	FGIG_02658	TREG1_124930.1
OG0003386	FGIG_02736	TREG1_26610.1, TREG1_26610.2
OG0003387	FGIG_02791	TREG1_19980.3, TREG1_19980.1, TREG1_19980.4, TREG1_19980.6, TREG1_19980.5, TREG1_19980.2
OG0003388	FGIG_02832	TREG1_133380.1
OG0003389	FGIG_02845	TREG1_63530.1, TREG1_139710.1, TREG1_63550.1, TREG1_63550.2
OG0003390	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968	TREG1_55680.1, TREG1_55670.1
OG0003391	FGIG_02989	TREG1_109720.1, TREG1_109720.2, TREG1_109720.3
OG0003392	FGIG_03019	TREG1_73650.1, TREG1_73650.2
OG0003393	FGIG_03104	TREG1_47900.1, TREG1_47900.2, TREG1_47900.3
OG0003394	FGIG_03228, FGIG_10570	TREG1_55820.1, TREG1_123960.1, TREG1_55820.2
OG0003395	FGIG_03232	TREG1_74250.1
OG0003396	FGIG_03268	TREG1_34550.1
OG0003397	FGIG_11253, FGIG_03277	TREG1_29450.1, TREG1_29450.2
OG0003398	FGIG_03315	TREG1_17160.1
OG0003399	FGIG_03351	TREG1_50580.1
OG0003400	FGIG_03383	TREG1_104040.1, TREG1_104040.2
OG0003401	FGIG_06798	TREG1_51350.1
OG0003401	FGIG_03563	TREG1_51260.1, TREG1_51260.2
OG0003402	FGIG_03727	TREG1_28340.1, TREG1_28360.1
OG0003403	FGIG_03770	TREG1_74540.1, TREG1_74540.2, TREG1_74550.1
OG0003404	FGIG_03912	TREG1_103750.1
OG0003405	FGIG_09971, FGIG_03953	TREG1_66930.1, TREG1_66940.1
OG0003406	FGIG_03955	TREG1_25840.1
OG0003407	FGIG_04038	TREG1_114330.1, TREG1_114330.2
OG0003408	FGIG_04180	TREG1_31550.1
OG0003409	FGIG_04283	TREG1_13590.1, TREG1_13610.1, TREG1_13580.1, TREG1_13600.1
OG0003410	FGIG_04321	TREG1_94450.1
OG0003411	FGIG_04428	TREG1_43850.1, TREG1_43850.2
OG0003412	FGIG_04567	TREG1_2500.1, TREG1_2500.2
OG0003413	FGIG_04605	TREG1_7770.1, TREG1_7770.3, TREG1_7770.2, TREG1_7770.4
OG0003414	FGIG_04641	TREG1_55290.1, TREG1_55290.2, TREG1_55290.3, TREG1_55290.4, TREG1_55290.5, TREG1_55290.6
OG0003415	FGIG_05494, FGIG_04667	TREG1_107580.1
OG0003416	FGIG_04682	TREG1_94060.12, TREG1_94060.13, TREG1_94060.14, TREG1_94270.1
OG0003417	FGIG_04700	TREG1_74040.1, TREG1_74040.2
OG0003418	FGIG_04781	TREG1_72140.1
OG0003419	FGIG_04950	TREG1_106840.1, TREG1_106840.2, TREG1_106850.1, TREG1_106840.3
OG0003420	FGIG_04953	TREG1_143500.1, TREG1_52810.2, TREG1_52810.1, TREG1_52810.3
OG0003421	FGIG_05044	TREG1_40150.1
OG0003422	FGIG_05101, FGIG_11462	TREG1_72400.1
OG0003423	FGIG_05139, FGIG_05140	TREG1_28020.1
OG0003424	FGIG_05199, FGIG_06598, FGIG_05198	TREG1_119890.1
OG0003425	FGIG_05221	TREG1_116400.1, TREG1_116400.2
OG0003426	FGIG_05233	TREG1_82530.1, TREG1_82530.2
OG0003427	FGIG_05263	TREG1_30720.1
OG0003428	FGIG_05322	TREG1_117820.1, TREG1_117820.2, TREG1_117820.3
OG0003429	FGIG_05378	TREG1_96060.5, TREG1_96200.1
OG0003430	FGIG_05381	TREG1_100260.1, TREG1_100270.1
OG0003431	FGIG_05479	TREG1_11770.2, TREG1_11770.4, TREG1_11770.3, TREG1_11770.1, TREG1_11770.5, TREG1_16060.1, TREG1_16060.2
OG0003432	FGIG_05497	TREG1_99560.1, TREG1_99560.2, TREG1_99560.3
OG0003433	FGIG_05557	TREG1_7350.1
OG0003434	FGIG_05574, FGIG_05575, FGIG_05573	TREG1_83480.1, TREG1_83480.2
OG0003435	FGIG_05623	TREG1_52790.1
OG0003436	FGIG_05658, FGIG_05657	TREG1_74570.2, TREG1_74570.1, TREG1_74570.3
OG0003437	FGIG_05713	TREG1_105820.1, TREG1_105820.2
OG0003438	FGIG_05722	TREG1_43710.1
OG0003439	FGIG_05729	TREG1_23990.1, TREG1_23990.2
OG0003441	FGIG_08834, FGIG_05805	TREG1_33600.1
OG0003442	FGIG_05841	TREG1_102650.1
OG0003443	FGIG_05859	TREG1_83500.1
OG0003444	FGIG_05870	TREG1_101580.1
OG0003445	FGIG_05949	TREG1_31060.1, TREG1_31070.1, TREG1_31080.1
OG0003446	FGIG_05978	TREG1_36850.1
OG0003447	FGIG_06010	TREG1_17220.1
OG0003448	FGIG_06070	TREG1_99430.2, TREG1_99430.1, TREG1_99430.3
OG0003449	FGIG_06071	TREG1_99420.1
OG0003450	FGIG_06121	TREG1_90340.1
OG0003451	FGIG_06150	TREG1_117900.1
OG0003453	FGIG_06213	TREG1_57700.1
OG0003454	FGIG_07233, FGIG_06256	TREG1_53890.1
OG0003455	FGIG_06283	TREG1_84370.1
OG0003456	FGIG_06307	TREG1_1180.1
OG0003457	FGIG_06344	TREG1_34330.3, TREG1_34330.2, TREG1_34330.1, TREG1_34330.4
OG0003458	FGIG_06349	TREG1_44990.1, TREG1_44990.2
OG0003459	FGIG_12029, FGIG_06414	TREG1_106760.1, TREG1_139570.1, TREG1_139690.3, TREG1_139700.1, TREG1_139690.1, TREG1_139690.2
OG0003460	FGIG_06432	TREG1_31790.1
OG0003461	FGIG_06491	TREG1_110390.1, TREG1_110400.1, TREG1_110410.1, TREG1_110420.1, TREG1_110430.1
OG0003462	FGIG_06516	TREG1_41500.1
OG0003463	FGIG_06582	TREG1_114260.1, TREG1_114270.1
OG0003464	FGIG_06669, FGIG_10395	TREG1_111680.1
OG0003465	FGIG_06693	TREG1_88540.1
OG0003466	FGIG_06768	TREG1_2800.1
OG0003467	FGIG_06773	TREG1_100380.1
OG0003468	FGIG_06775	TREG1_136120.1, TREG1_136120.2
OG0003469	FGIG_06789, FGIG_12033	TREG1_74650.1, TREG1_74650.2
OG0003470	FGIG_06855, FGIG_07604	TREG1_70070.1
OG0003471	FGIG_06877	TREG1_62830.1
OG0003472	FGIG_06945	TREG1_11740.1, TREG1_11740.4, TREG1_11740.5, TREG1_11740.2, TREG1_11740.3
OG0003473	FGIG_07054, FGIG_07055, FGIG_07056	TREG1_108600.1, TREG1_108610.1
OG0003474	FGIG_07164	TREG1_73680.1, TREG1_73680.2
OG0003475	FGIG_08007, FGIG_07166	TREG1_60360.2, TREG1_60360.1, TREG1_60360.3, TREG1_60360.4
OG0003476	FGIG_07337, FGIG_07336, FGIG_07338	TREG1_42350.4, TREG1_42350.3, TREG1_42350.1, TREG1_42350.2
OG0003477	FGIG_07412	TREG1_126050.1
OG0003478	FGIG_07434	TREG1_16810.1, TREG1_16810.2, TREG1_16810.3, TREG1_16810.4
OG0003479	FGIG_07482	TREG1_38230.1
OG0003480	FGIG_12064, FGIG_07490	TREG1_92080.1, TREG1_92140.1
OG0003481	FGIG_07505	TREG1_87800.1
OG0003482	FGIG_07511	TREG1_120970.1, TREG1_120970.3, TREG1_120970.2
OG0003483	FGIG_07526	TREG1_48140.1
OG0003484	FGIG_12673, FGIG_07557	TREG1_10210.1, TREG1_10210.2, TREG1_10210.3, TREG1_10210.4
OG0003485	FGIG_07575	TREG1_117750.1, TREG1_117760.1
OG0003486	FGIG_07576	TREG1_57550.8, TREG1_57550.2, TREG1_57550.3, TREG1_57550.6, TREG1_57550.10, TREG1_57550.5, TREG1_57550.1, TREG1_57550.4, TREG1_57550.7, TREG1_57550.11, TREG1_57550.9
OG0003488	FGIG_07953	TREG1_27060.2, TREG1_27060.1, TREG1_27060.3
OG0003489	FGIG_08029, FGIG_08030	TREG1_97290.1
OG0003490	FGIG_08068	TREG1_11200.1
OG0003491	FGIG_08112, FGIG_12117	TREG1_53600.1, TREG1_53610.1, TREG1_53620.1
OG0003492	FGIG_08145	TREG1_83190.1
OG0003493	FGIG_08216	TREG1_128550.1, TREG1_128600.1
OG0003494	FGIG_08362	TREG1_130710.1
OG0003495	FGIG_10021, FGIG_10022, FGIG_08396	TREG1_5260.1
OG0003496	FGIG_08431	TREG1_48110.1
OG0003497	FGIG_08580	TREG1_65490.1, TREG1_65470.1, TREG1_65480.1, TREG1_79950.1
OG0003498	FGIG_08643	TREG1_96700.2, TREG1_96700.4, TREG1_96700.1, TREG1_96700.3
OG0003499	FGIG_08680, FGIG_09723	TREG1_81360.1, TREG1_81360.2
OG0003500	FGIG_09031	TREG1_87690.1
OG0003501	FGIG_09062	TREG1_102510.1, TREG1_102510.2, TREG1_102510.3, TREG1_102510.5, TREG1_102510.4
OG0003502	FGIG_09063	TREG1_119820.1, TREG1_119820.2
OG0003503	FGIG_09082	TREG1_5330.1
OG0003504	FGIG_09166	TREG1_41660.1
OG0003505	FGIG_09275	TREG1_70590.1
OG0003506	FGIG_09306	TREG1_6430.1
OG0003507	FGIG_09412	TREG1_5230.1
OG0003508	FGIG_09438	TREG1_89110.1, TREG1_89110.2
OG0003509	FGIG_09546, FGIG_09545	TREG1_40690.1, TREG1_40690.2
OG0003510	FGIG_09594	TREG1_18330.1, TREG1_18330.2, TREG1_18330.3, TREG1_18330.4
OG0003511	FGIG_09712	TREG1_81420.1, TREG1_81420.2, TREG1_81420.3
OG0003512	FGIG_09721	TREG1_114900.1
OG0003513	FGIG_09801	TREG1_100590.1
OG0003514	FGIG_09807	TREG1_50230.1
OG0003515	FGIG_09892	TREG1_133480.1, TREG1_133480.2, TREG1_133480.3
OG0003516	FGIG_09916	TREG1_68720.1, TREG1_68720.2, TREG1_68720.3
OG0003517	FGIG_10167	TREG1_139760.1, TREG1_139770.1, TREG1_139780.3, TREG1_139780.2, TREG1_139780.1
OG0003518	FGIG_10174	TREG1_119910.1
OG0003519	FGIG_10419	TREG1_40070.1
OG0003520	FGIG_10467	TREG1_79160.6, TREG1_79160.7, TREG1_79190.1, TREG1_79160.8
OG0003521	FGIG_12051, FGIG_10478	TREG1_13930.1, TREG1_13930.2, TREG1_13930.3
OG0003522	FGIG_10541	TREG1_96160.2, TREG1_96160.1, TREG1_96160.3
OG0003523	FGIG_10550	TREG1_75110.1
OG0003524	FGIG_10704	TREG1_85150.1
OG0003525	FGIG_11007, FGIG_10781	TREG1_6510.1
OG0003526	FGIG_10791	TREG1_49360.1
OG0003527	FGIG_10811	TREG1_107570.1
OG0003528	FGIG_10880	TREG1_7430.1
OG0003529	FGIG_10912	TREG1_56090.1
OG0003530	FGIG_10914	TREG1_89450.1
OG0003531	FGIG_10989	TREG1_8830.1, TREG1_8840.1
OG0003532	FGIG_11060	TREG1_4340.1
OG0003533	FGIG_11092	TREG1_68380.1, TREG1_68380.2
OG0003534	FGIG_11538, FGIG_11202, FGIG_12694	TREG1_125270.1, TREG1_125270.3, TREG1_125270.2
OG0003535	FGIG_11666	TREG1_133220.1
OG0003536	FGIG_11774	TREG1_86610.1
OG0003537	FGIG_11863	TREG1_81790.1, TREG1_81790.2
OG0003539	FGIG_11917	TREG1_100300.1, TREG1_100300.2
OG0003540	FGIG_12074	TREG1_9780.2, TREG1_9780.3, TREG1_9780.1, TREG1_9780.4
OG0003541	FGIG_12159	TREG1_122000.1
OG0003542	FGIG_12196	TREG1_89930.1
OG0003543	FGIG_12417	TREG1_66100.1
OG0003544	FGIG_12447	TREG1_69180.10, TREG1_69180.11, TREG1_69180.7, TREG1_69180.8, TREG1_69280.1, TREG1_69180.9
OG0003545	FGIG_12639	TREG1_14880.1, TREG1_14880.2
OG0003577	FGIG_05691, FGIG_05690, FGIG_00043	TREG1_129580.1, TREG1_30900.1
OG0003578	FGIG_00080	TREG1_131890.3, TREG1_131890.6, TREG1_131890.1, TREG1_131890.5, TREG1_131890.2, TREG1_131890.4, TREG1_131890.7, TREG1_131890.8, TREG1_131890.9
OG0003579	FGIG_00148	TREG1_56860.1
OG0003580	FGIG_00273	TREG1_16980.1, TREG1_16980.2, TREG1_16980.3, TREG1_16980.4, TREG1_16980.5
OG0003581	FGIG_00360	TREG1_57440.1, TREG1_57440.2
OG0003582	FGIG_00366	TREG1_79310.1, TREG1_79360.1
OG0003583	FGIG_00376	TREG1_19130.1
OG0003584	FGIG_00469	TREG1_85940.1, TREG1_85940.2
OG0003585	FGIG_00518	TREG1_112380.1, TREG1_112360.1
OG0003586	FGIG_00534	TREG1_35990.1
OG0003587	FGIG_00586	TREG1_7880.1, TREG1_7880.2
OG0003588	FGIG_00743	TREG1_22960.1, TREG1_22960.2, TREG1_22960.3, TREG1_22960.4, TREG1_22960.5
OG0003589	FGIG_00813	TREG1_100010.1
OG0003590	FGIG_12402, FGIG_00895	TREG1_16780.1
OG0003591	FGIG_00905	TREG1_81670.1
OG0003592	FGIG_00927	TREG1_102520.1
OG0003593	FGIG_00974	TREG1_44620.1, TREG1_44620.2, TREG1_44620.3, TREG1_44620.4
OG0003594	FGIG_00996	TREG1_27800.3, TREG1_27800.1, TREG1_27800.4, TREG1_27800.2
OG0003595	FGIG_01053	TREG1_118070.1
OG0003596	FGIG_01069	TREG1_66860.2, TREG1_66860.3, TREG1_66860.1, TREG1_66860.4
OG0003597	FGIG_01078	TREG1_98920.1
OG0003598	FGIG_01092	TREG1_51910.1
OG0003599	FGIG_01106	TREG1_16580.1, TREG1_16580.4, TREG1_16580.2, TREG1_16580.3
OG0003600	FGIG_01135	TREG1_4010.1, TREG1_4010.2, TREG1_4010.3
OG0003601	FGIG_01211	TREG1_60150.1, TREG1_60130.1, TREG1_60120.1, TREG1_60140.1
OG0003602	FGIG_01316	TREG1_85740.3, TREG1_85800.1, TREG1_85740.4
OG0003603	FGIG_01389	TREG1_95720.1, TREG1_95720.2, TREG1_43440.1, TREG1_95720.3
OG0003604	FGIG_01421	TREG1_13260.1
OG0003605	FGIG_01482	TREG1_125180.1, TREG1_142720.1, TREG1_142720.2, TREG1_142720.3
OG0003606	FGIG_01532	TREG1_43560.1
OG0003607	FGIG_01612	TREG1_21000.1, TREG1_21000.2, TREG1_21000.5, TREG1_21000.3, TREG1_21000.4, TREG1_21000.6
OG0003608	FGIG_01683	TREG1_44490.1
OG0003609	FGIG_01810	TREG1_33380.1
OG0003610	FGIG_01872	TREG1_124230.1, TREG1_49480.1
OG0003611	FGIG_01911	TREG1_73500.1, TREG1_73520.1
OG0003612	FGIG_01920, FGIG_01921, FGIG_01922	TREG1_84190.1, TREG1_84190.4, TREG1_84190.2, TREG1_84190.3
OG0003613	FGIG_01939	TREG1_90740.1
OG0003614	FGIG_01971, FGIG_01972	TREG1_81740.1
OG0003615	FGIG_01976	TREG1_41690.1, TREG1_41690.2
OG0003616	FGIG_02007, FGIG_02006	TREG1_13760.1
OG0003617	FGIG_02047	TREG1_81300.1
OG0003618	FGIG_02055	TREG1_58980.1
OG0003619	FGIG_02061	TREG1_7320.1, TREG1_7320.2
OG0003620	FGIG_02101	TREG1_70830.1
OG0003620	FGIG_08873	TREG1_71900.1
OG0003621	FGIG_02103	TREG1_70810.1
OG0003622	FGIG_02151, FGIG_02150, FGIG_07012	TREG1_99570.1
OG0003623	FGIG_02257	TREG1_61930.1
OG0003624	FGIG_02258	TREG1_15210.4, TREG1_15210.5
OG0003625	FGIG_12606, FGIG_02275	TREG1_122120.1, TREG1_122120.2
OG0003626	FGIG_02277	TREG1_117980.1
OG0003627	FGIG_02279, FGIG_02278	TREG1_116750.2, TREG1_116750.3, TREG1_116750.4, TREG1_116750.1
OG0003629	FGIG_02383	TREG1_25480.1
OG0003630	FGIG_02400	TREG1_45480.3, TREG1_45480.2, TREG1_45480.1
OG0003631	FGIG_02436	TREG1_108280.1, TREG1_108290.1
OG0003632	FGIG_02505	TREG1_89280.1, TREG1_89280.2
OG0003633	FGIG_02585	TREG1_75690.1, TREG1_75710.1, TREG1_75710.2
OG0003634	FGIG_02606, FGIG_02607	TREG1_102600.1
OG0003635	FGIG_02628	TREG1_106550.1
OG0003636	FGIG_11211, FGIG_02695	TREG1_106800.1, TREG1_106800.2
OG0003637	FGIG_02762	TREG1_91330.1
OG0003638	FGIG_02770, FGIG_02771	TREG1_69680.1
OG0003639	FGIG_02772	TREG1_69670.1, TREG1_69670.2
OG0003640	FGIG_02786	TREG1_7380.1
OG0003641	FGIG_02865	TREG1_100570.1, TREG1_100570.2
OG0003642	FGIG_02922	TREG1_75940.1
OG0003643	FGIG_02927	TREG1_104850.1
OG0003644	FGIG_03073	TREG1_20950.1, TREG1_20950.2, TREG1_20950.3, TREG1_20950.4, TREG1_20950.5, TREG1_20950.6, TREG1_20950.7, TREG1_20950.8, TREG1_20950.9
OG0003645	FGIG_03143	TREG1_72240.1
OG0003646	FGIG_03166	TREG1_67610.1
OG0003647	FGIG_03168	TREG1_23250.1
OG0003648	FGIG_03188	TREG1_2690.1, TREG1_2730.1
OG0003649	FGIG_03219	TREG1_44770.1
OG0003650	FGIG_03263	TREG1_24790.1
OG0003651	FGIG_03287	TREG1_74590.1, TREG1_74590.2
OG0003652	FGIG_03323, FGIG_10472	TREG1_70790.1
OG0003653	FGIG_03385	TREG1_41300.1
OG0003654	FGIG_03411	TREG1_89670.1, TREG1_89650.1, TREG1_89660.1
OG0003655	FGIG_03536	TREG1_49300.1, TREG1_49300.2, TREG1_49300.3
OG0003656	FGIG_03555	TREG1_95260.1
OG0003657	FGIG_03629	TREG1_240.1
OG0003658	FGIG_03659	TREG1_94960.1
OG0003659	FGIG_03808, FGIG_03705, FGIG_10990	TREG1_104360.1
OG0003660	FGIG_03712	TREG1_100620.1, TREG1_100620.2, TREG1_100620.3, TREG1_100620.4
OG0003661	FGIG_03773	TREG1_66680.2, TREG1_66680.1, TREG1_66680.3
OG0003662	FGIG_03809	TREG1_34690.1, TREG1_34690.2, TREG1_34690.3, TREG1_34690.4, TREG1_34690.5
OG0003663	FGIG_03827	TREG1_99290.1
OG0003664	FGIG_04081	TREG1_72970.1, TREG1_72980.1
OG0003665	FGIG_04110	TREG1_95040.1
OG0003666	FGIG_04175	TREG1_79260.1
OG0003667	FGIG_04235	TREG1_17310.1, TREG1_17310.2, TREG1_17310.3, TREG1_17310.4
OG0003668	FGIG_04251	TREG1_64230.1
OG0003669	FGIG_05183, FGIG_04279	TREG1_77200.1, TREG1_77210.1
OG0003670	FGIG_04318	TREG1_82910.2, TREG1_82910.3, TREG1_82950.1
OG0003671	FGIG_04333	TREG1_98520.1
OG0003672	FGIG_04413	TREG1_133920.1
OG0003673	FGIG_04449	TREG1_123880.1
OG0003674	FGIG_04589, FGIG_04590	TREG1_53750.1, TREG1_53740.1
OG0003675	FGIG_04600	TREG1_88650.1
OG0003676	FGIG_04653, FGIG_04652	TREG1_132200.1
OG0003677	FGIG_04666	TREG1_107670.1, TREG1_107660.1
OG0003678	FGIG_04715, FGIG_04716, FGIG_04714	TREG1_50020.2, TREG1_50020.1, TREG1_50020.3
OG0003679	FGIG_04803	TREG1_31180.1, TREG1_31180.2
OG0003680	FGIG_04884	TREG1_47500.1, TREG1_47500.2
OG0003681	FGIG_04982	TREG1_120530.1
OG0003682	FGIG_04999	TREG1_98850.1
OG0003683	FGIG_05008	TREG1_20420.1, TREG1_20420.2, TREG1_20420.3, TREG1_20420.4
OG0003684	FGIG_05125	TREG1_47060.1
OG0003685	FGIG_05168	TREG1_54240.1, TREG1_54240.2
OG0003686	FGIG_05189, FGIG_05190, FGIG_05191	TREG1_129270.1
OG0003687	FGIG_05219	TREG1_142730.1, TREG1_125190.1, TREG1_125190.3, TREG1_142730.2, TREG1_142730.3, TREG1_142730.5, TREG1_125190.2, TREG1_142730.4
OG0003688	FGIG_05228	TREG1_114100.1
OG0003689	FGIG_05234	TREG1_85540.1
OG0003690	FGIG_09787, FGIG_05256	TREG1_77290.1, TREG1_77290.2
OG0003691	FGIG_05257	TREG1_135130.1
OG0003692	FGIG_05307	TREG1_52280.1, TREG1_52280.3, TREG1_52280.2
OG0003693	FGIG_05359	TREG1_75530.1, TREG1_75530.2
OG0003694	FGIG_05400	TREG1_31670.1, TREG1_31670.2, TREG1_31670.3
OG0003695	FGIG_05402	TREG1_89100.1
OG0003696	FGIG_05430	TREG1_99530.1
OG0003697	FGIG_05465	TREG1_12540.1, TREG1_12530.1
OG0003698	FGIG_05470, FGIG_05471	TREG1_55460.1
OG0003699	FGIG_05504, FGIG_12553	TREG1_53930.1
OG0003700	FGIG_05526	TREG1_62150.1
OG0003701	FGIG_05891	TREG1_111180.4, TREG1_111180.3, TREG1_111180.1, TREG1_111180.2
OG0003702	FGIG_05910	TREG1_27740.1, TREG1_26400.1, TREG1_26400.2, TREG1_75980.1, TREG1_57730.1, TREG1_57730.2, TREG1_26370.1, TREG1_26370.2, TREG1_26390.1, TREG1_26390.2
OG0003703	FGIG_05933	TREG1_18030.1
OG0003704	FGIG_13994, FGIG_05964	TREG1_54000.1, TREG1_98930.1
OG0003705	FGIG_06163	TREG1_50720.1
OG0003706	FGIG_06271, FGIG_06272	TREG1_129570.1, TREG1_129570.2
OG0003707	FGIG_06450	TREG1_7590.1, TREG1_7610.1
OG0003708	FGIG_06479	TREG1_88210.6, TREG1_88210.1, TREG1_88210.2, TREG1_88210.4, TREG1_88210.8, TREG1_88210.3, TREG1_88210.7, TREG1_88210.5
OG0003709	FGIG_06505	TREG1_11490.1
OG0003710	FGIG_06612	TREG1_44580.1
OG0003711	FGIG_06613	TREG1_88430.1
OG0003712	FGIG_06656	TREG1_16750.1
OG0003713	FGIG_06713	TREG1_120300.1
OG0003714	FGIG_12067, FGIG_12236, FGIG_06747	TREG1_119350.1
OG0003715	FGIG_06756, FGIG_10384	TREG1_31580.1, TREG1_31580.2
OG0003716	FGIG_11776, FGIG_06886	TREG1_133570.1
OG0003717	FGIG_06980	TREG1_105640.1
OG0003718	FGIG_07002	TREG1_106180.1
OG0003719	FGIG_07036, FGIG_07037	TREG1_69790.1
OG0003720	FGIG_07079	TREG1_88280.1, TREG1_88280.2, TREG1_88280.3, TREG1_88280.4
OG0003721	FGIG_07108	TREG1_128280.1
OG0003722	FGIG_07109	TREG1_128290.1
OG0003723	FGIG_07238	TREG1_132220.1, TREG1_132220.3, TREG1_132220.2
OG0003724	FGIG_07419	TREG1_15060.1, TREG1_15060.2, TREG1_15060.4, TREG1_15060.5, TREG1_15060.6, TREG1_15060.7, TREG1_15060.8, TREG1_15060.3
OG0003725	FGIG_07513	TREG1_18500.5, TREG1_18500.1, TREG1_18500.2, TREG1_18500.3, TREG1_18500.4
