Orthogroup	fasciola_gigantica	schistosoma_haematobium
OG0002950	FGIG_02625	SHAE2_74520.1, SHAE2_74520.2, SHAE2_74520.3
OG0002951	FGIG_02656	SHAE2_40760.1
OG0002952	FGIG_02719, FGIG_02720	SHAE2_53710.1
OG0002953	FGIG_02725, FGIG_07191	SHAE2_3830.1
OG0002954	FGIG_02727	SHAE2_64030.1, SHAE2_64030.2
OG0002955	FGIG_02756	SHAE2_78180.1, SHAE2_78180.3, SHAE2_78180.2
OG0002956	FGIG_06169, FGIG_06167, FGIG_06168, FGIG_02797	SHAE2_100250.1, SHAE2_100250.2
OG0002957	FGIG_02858	SHAE2_74620.1, SHAE2_74620.2
OG0002958	FGIG_02869	SHAE2_71080.1, SHAE2_71080.2
OG0002960	FGIG_02937	SHAE2_51930.1
OG0002961	FGIG_02939	SHAE2_103180.2, SHAE2_103180.4, SHAE2_103180.5, SHAE2_103180.1, SHAE2_103180.3
OG0002962	FGIG_02969	SHAE2_70630.1, SHAE2_70630.2, SHAE2_70630.3, SHAE2_70630.4
OG0002963	FGIG_02993	SHAE2_15750.1
OG0002964	FGIG_03178	SHAE2_27510.1
OG0002965	FGIG_03233	SHAE2_97630.1
OG0002966	FGIG_03240	SHAE2_46720.1, SHAE2_46720.2
OG0002967	FGIG_03409	SHAE2_65220.2, SHAE2_65220.3, SHAE2_65220.4, SHAE2_65220.1
OG0002968	FGIG_03437, FGIG_03436	SHAE2_21540.1
OG0002969	FGIG_09365, FGIG_10961	SHAE2_56000.1
OG0002970	FGIG_03956	SHAE2_11780.1
OG0002971	FGIG_03967	SHAE2_67150.1, SHAE2_67150.2, SHAE2_67150.4, SHAE2_67150.3
OG0002972	FGIG_04052	SHAE2_65840.1
OG0002973	FGIG_04067	SHAE2_51760.1, SHAE2_51760.2
OG0002974	FGIG_04073, FGIG_04075	SHAE2_34820.2, SHAE2_34820.1
OG0002975	FGIG_04094	SHAE2_41170.1, SHAE2_41170.4, SHAE2_41170.2, SHAE2_41170.3
OG0002976	FGIG_04253	SHAE2_67660.1
OG0002977	FGIG_04273	SHAE2_8520.1, SHAE2_8520.2
OG0002979	FGIG_04465, FGIG_04464	SHAE2_23640.1
OG0002980	FGIG_04471	SHAE2_31610.3, SHAE2_31610.1, SHAE2_31610.2
OG0002981	FGIG_04544	SHAE2_79680.1, SHAE2_79680.2
OG0002982	FGIG_04550	SHAE2_56930.1, SHAE2_56930.2
OG0002983	FGIG_04578	SHAE2_26940.1
OG0002984	FGIG_04581	SHAE2_14580.2, SHAE2_14580.3, SHAE2_14580.5, SHAE2_14580.4, SHAE2_14580.1
OG0002985	FGIG_04617	SHAE2_2460.2, SHAE2_2460.1
OG0002986	FGIG_04702, FGIG_04701, FGIG_10984, FGIG_10983	SHAE2_11870.1
OG0002988	FGIG_04757, FGIG_04758	SHAE2_98380.4, SHAE2_98380.1, SHAE2_98380.2, SHAE2_98380.3
OG0002989	FGIG_04844	SHAE2_52630.1, SHAE2_52630.2
OG0002990	FGIG_05026	SHAE2_85270.4, SHAE2_85270.5, SHAE2_85270.1, SHAE2_85270.2, SHAE2_85270.3
OG0002991	FGIG_05049	SHAE2_34290.2
OG0002992	FGIG_08339, FGIG_05098	SHAE2_80420.1
OG0002993	FGIG_06818, FGIG_05143	SHAE2_89330.1
OG0002994	FGIG_05172, FGIG_10596	SHAE2_21510.1, SHAE2_21510.2, SHAE2_21510.3, SHAE2_21510.4, SHAE2_21510.5, SHAE2_21510.6
OG0002995	FGIG_05238, FGIG_05700, FGIG_05702	SHAE2_94390.1
OG0002996	FGIG_05248	SHAE2_16730.1
OG0002997	FGIG_05258	SHAE2_37170.1, SHAE2_37170.2, SHAE2_37170.4, SHAE2_37170.5, SHAE2_37170.3, SHAE2_37170.6
OG0002998	FGIG_05264	SHAE2_47420.3, SHAE2_47420.5, SHAE2_47420.2, SHAE2_47420.1, SHAE2_47420.4
OG0002999	FGIG_05459, FGIG_05458	SHAE2_64500.4, SHAE2_64500.2, SHAE2_64500.1, SHAE2_64500.3
OG0003000	FGIG_05550, FGIG_11718	SHAE2_29340.5, SHAE2_29340.2, SHAE2_29340.3, SHAE2_29340.1, SHAE2_29340.4
OG0003001	FGIG_05567, FGIG_05566, FGIG_05568	SHAE2_29250.1, SHAE2_29250.3, SHAE2_29250.2
OG0003002	FGIG_05627	SHAE2_21760.1
OG0003003	FGIG_05718	SHAE2_99080.1, SHAE2_99080.2
OG0003004	FGIG_05746	SHAE2_79600.1
OG0003005	FGIG_05768	SHAE2_57220.1
OG0003006	FGIG_12572, FGIG_05890	SHAE2_90230.1
OG0003007	FGIG_05943	SHAE2_65250.1
OG0003008	FGIG_05946	SHAE2_34350.1, SHAE2_34350.2
OG0003009	FGIG_05963	SHAE2_7060.1
OG0003010	FGIG_05969, FGIG_07856	SHAE2_75210.1
OG0003011	FGIG_05999, FGIG_06000	SHAE2_32590.1, SHAE2_32590.4, SHAE2_32590.2, SHAE2_32590.3
OG0003012	FGIG_06004	SHAE2_65670.1
OG0003013	FGIG_06062	SHAE2_82700.1
OG0003014	FGIG_06089	SHAE2_89540.2, SHAE2_89540.1
OG0003015	FGIG_06212	SHAE2_46240.1, SHAE2_46240.3, SHAE2_46240.2, SHAE2_46240.4
OG0003016	FGIG_06238	SHAE2_80100.1
OG0003017	FGIG_06260	SHAE2_53580.1, SHAE2_53620.1
OG0003018	FGIG_06279, FGIG_06278	SHAE2_100060.1, SHAE2_100060.2
OG0003019	FGIG_06334	SHAE2_79120.1, SHAE2_79120.3, SHAE2_79120.2
OG0003020	FGIG_06382, FGIG_06381	SHAE2_31060.1
OG0003021	FGIG_06534, FGIG_06533, FGIG_12647	SHAE2_89570.1
OG0003022	FGIG_06594	SHAE2_27250.1
OG0003023	FGIG_06597	SHAE2_89490.1
OG0003024	FGIG_06988	SHAE2_82260.1, SHAE2_82260.2, SHAE2_82260.3
OG0003025	FGIG_07082	SHAE2_39930.3, SHAE2_39930.1, SHAE2_39930.2, SHAE2_39930.4
OG0003026	FGIG_07133	SHAE2_36110.1, SHAE2_36110.2
OG0003027	FGIG_07139, FGIG_07140	SHAE2_18730.1, SHAE2_18740.1
OG0003028	FGIG_07143	SHAE2_11900.3, SHAE2_11900.1, SHAE2_11900.2
OG0003029	FGIG_07244	SHAE2_86330.1
OG0003030	FGIG_07269	SHAE2_21720.2, SHAE2_21720.5, SHAE2_21720.6, SHAE2_21720.4, SHAE2_21720.3, SHAE2_21720.1
OG0003031	FGIG_07278, FGIG_12471	SHAE2_68760.1
OG0003032	FGIG_07540	SHAE2_62910.1, SHAE2_62910.2
OG0003033	FGIG_07592	SHAE2_50110.1, SHAE2_50110.2, SHAE2_50110.3, SHAE2_50110.6, SHAE2_50110.5, SHAE2_50110.4
OG0003034	FGIG_07751	SHAE2_86790.1
OG0003036	FGIG_07780	SHAE2_89650.1, SHAE2_89660.1, SHAE2_89670.1, SHAE2_89680.1
OG0003037	FGIG_07808	SHAE2_83940.1
OG0003038	FGIG_07992	SHAE2_55430.1
OG0003039	FGIG_08048	SHAE2_48800.1
OG0003040	FGIG_08190	SHAE2_32310.1, SHAE2_32310.2, SHAE2_32310.3
OG0003041	FGIG_08407	SHAE2_35170.5, SHAE2_35170.2, SHAE2_35170.4, SHAE2_35170.3, SHAE2_35170.6, SHAE2_35170.1
OG0003042	FGIG_08421	SHAE2_43750.2, SHAE2_43750.3, SHAE2_43750.1, SHAE2_43750.4, SHAE2_43750.5
OG0003043	FGIG_11366, FGIG_08443, FGIG_11401	SHAE2_51140.3, SHAE2_51140.1, SHAE2_51140.2, SHAE2_51140.7, SHAE2_51140.4, SHAE2_51140.6, SHAE2_51140.5, SHAE2_51140.8
OG0003044	FGIG_08468	SHAE2_8300.1, SHAE2_8300.2
OG0003045	FGIG_08522	SHAE2_54900.1
OG0003046	FGIG_08523	SHAE2_54910.1
OG0003047	FGIG_08578	SHAE2_14680.1
OG0003048	FGIG_08685	SHAE2_49300.1
OG0003049	FGIG_08686	SHAE2_49310.1
OG0003050	FGIG_08727	SHAE2_83020.2, SHAE2_83020.1, SHAE2_83020.3
OG0003051	FGIG_11595, FGIG_08733	SHAE2_26720.1
OG0003052	FGIG_08801	SHAE2_69150.1
OG0003053	FGIG_09271, FGIG_08894	SHAE2_28790.2, SHAE2_28790.1, SHAE2_28790.3
OG0003054	FGIG_08948	SHAE2_10670.1
OG0003055	FGIG_08993	SHAE2_59920.1, SHAE2_59920.2, SHAE2_59920.3
OG0003056	FGIG_09001	SHAE2_10550.2, SHAE2_10550.1, SHAE2_10550.3
OG0003057	FGIG_09030	SHAE2_67500.1
OG0003058	FGIG_09112	SHAE2_97540.1
OG0003059	FGIG_09121, FGIG_09120	SHAE2_38810.2, SHAE2_38810.1
OG0003060	FGIG_09243, FGIG_09244	SHAE2_55250.1
OG0003061	FGIG_09587	SHAE2_86360.1, SHAE2_86360.2, SHAE2_86360.3, SHAE2_86360.4
OG0003062	FGIG_09635, FGIG_09636	SHAE2_95210.2, SHAE2_95210.1, SHAE2_95210.3, SHAE2_95210.4, SHAE2_95210.5, SHAE2_95210.6, SHAE2_95210.7
OG0003063	FGIG_09684, FGIG_09683	SHAE2_19910.1, SHAE2_19910.3, SHAE2_19910.2
OG0003064	FGIG_09743	SHAE2_8310.1
OG0003065	FGIG_10047	SHAE2_23900.10, SHAE2_23900.4, SHAE2_23900.5, SHAE2_23900.7, SHAE2_23900.9, SHAE2_23900.1, SHAE2_23900.2, SHAE2_23900.3, SHAE2_23900.6, SHAE2_23900.8
OG0003066	FGIG_12142, FGIG_10066	SHAE2_99400.1, SHAE2_99400.2
OG0003067	FGIG_10345	SHAE2_27130.1
OG0003068	FGIG_11486, FGIG_10373	SHAE2_81190.3, SHAE2_81190.1, SHAE2_102370.1, SHAE2_81190.2
OG0003069	FGIG_10445	SHAE2_74810.1
OG0003070	FGIG_10642	SHAE2_38000.1
OG0003071	FGIG_11658, FGIG_10650	SHAE2_64820.1, SHAE2_64820.2
OG0003072	FGIG_10812	SHAE2_83920.1
OG0003073	FGIG_10975	SHAE2_68200.1
OG0003074	FGIG_10986, FGIG_11028	SHAE2_62760.1
OG0003075	FGIG_10993	SHAE2_61410.4, SHAE2_61410.1, SHAE2_61410.3, SHAE2_61410.5, SHAE2_61410.2, SHAE2_61410.6
OG0003076	FGIG_11076	SHAE2_61370.1, SHAE2_61350.2, SHAE2_61350.1
OG0003077	FGIG_11119	SHAE2_79150.1, SHAE2_79150.2
OG0003079	FGIG_11502	SHAE2_59890.1, SHAE2_59890.2
OG0003080	FGIG_11951	SHAE2_12800.1, SHAE2_12800.2, SHAE2_12800.3
OG0003081	FGIG_12102	SHAE2_16550.3, SHAE2_16550.2, SHAE2_16550.1
OG0003082	FGIG_12404	SHAE2_53330.1, SHAE2_53330.2
OG0003107	FGIG_00005	SHAE2_59710.5, SHAE2_59710.3, SHAE2_59710.4, SHAE2_59710.2, SHAE2_59710.1
OG0003108	FGIG_00069	SHAE2_28610.1
OG0003109	FGIG_00104	SHAE2_17280.1
OG0003110	FGIG_00329	SHAE2_15990.1
OG0003111	FGIG_00373, FGIG_00372	SHAE2_76060.1
OG0003112	FGIG_00405	SHAE2_72320.1, SHAE2_72320.4, SHAE2_72320.2, SHAE2_72320.5, SHAE2_72320.3
OG0003114	FGIG_00425	SHAE2_92380.4, SHAE2_92380.2, SHAE2_92380.1, SHAE2_92380.3
OG0003115	FGIG_00440	SHAE2_78240.1, SHAE2_78240.2
OG0003116	FGIG_00454	SHAE2_93590.1
OG0003117	FGIG_00573	SHAE2_20700.1, SHAE2_20700.2
OG0003118	FGIG_00599	SHAE2_43610.1
OG0003119	FGIG_00640	SHAE2_35950.1, SHAE2_35950.2
OG0003120	FGIG_00733	SHAE2_75060.1, SHAE2_75060.2, SHAE2_75060.3, SHAE2_75060.4, SHAE2_75060.5, SHAE2_75060.6, SHAE2_75060.7
OG0003121	FGIG_00832	SHAE2_1900.1
OG0003122	FGIG_00834	SHAE2_670.2, SHAE2_670.1, SHAE2_670.3, SHAE2_670.4
OG0003123	FGIG_00870	SHAE2_88940.1, SHAE2_88990.1
OG0003124	FGIG_00892	SHAE2_96090.1, SHAE2_96090.2
OG0003125	FGIG_00910	SHAE2_78910.2
OG0003126	FGIG_00964	SHAE2_21350.1, SHAE2_103150.1
OG0003127	FGIG_01018, FGIG_01019	SHAE2_91600.1, SHAE2_91600.3, SHAE2_91600.2
OG0003128	FGIG_01047	SHAE2_86700.1, SHAE2_86700.2, SHAE2_86700.3, SHAE2_86700.4, SHAE2_86700.5, SHAE2_86700.6
OG0003129	FGIG_01130	SHAE2_3390.1, SHAE2_3390.2
OG0003130	FGIG_06959, FGIG_06960, FGIG_01205	SHAE2_30210.1
OG0003131	FGIG_01254	SHAE2_76690.1, SHAE2_76690.2, SHAE2_76690.6, SHAE2_76690.3, SHAE2_76690.4, SHAE2_76690.7, SHAE2_76690.5
OG0003132	FGIG_01271	SHAE2_26370.1, SHAE2_26370.2, SHAE2_26370.3
OG0003133	FGIG_01405	SHAE2_63260.1
OG0003134	FGIG_01432, FGIG_01433	SHAE2_89050.1, SHAE2_89050.2, SHAE2_89050.3, SHAE2_89050.4
OG0003135	FGIG_01687	SHAE2_39200.1, SHAE2_39190.1
OG0003136	FGIG_01720	SHAE2_12010.1, SHAE2_12010.2
OG0003137	FGIG_10091, FGIG_01742	SHAE2_85890.1
OG0003138	FGIG_01803, FGIG_01804	SHAE2_95910.1
OG0003139	FGIG_01910, FGIG_04845	SHAE2_52620.4, SHAE2_52620.1, SHAE2_52620.3, SHAE2_52620.2
OG0003140	FGIG_01963	SHAE2_33310.1
OG0003141	FGIG_02066	SHAE2_65690.2, SHAE2_65690.1
OG0003142	FGIG_06588, FGIG_02089	SHAE2_81030.1
OG0003143	FGIG_02166	SHAE2_80260.1
OG0003144	FGIG_02199	SHAE2_42220.3, SHAE2_42220.2, SHAE2_42220.1
OG0003145	FGIG_02360, FGIG_05876	SHAE2_23400.2, SHAE2_23400.1
OG0003146	FGIG_02362	SHAE2_69100.1
OG0003147	FGIG_11805, FGIG_02380	SHAE2_52480.1, SHAE2_52480.2, SHAE2_52480.3
OG0003148	FGIG_02414	SHAE2_97990.1
OG0003149	FGIG_02528	SHAE2_59660.2, SHAE2_59660.1
OG0003150	FGIG_02558	SHAE2_83270.3, SHAE2_83270.1, SHAE2_83270.2, SHAE2_83270.4
OG0003151	FGIG_02577, FGIG_02578	SHAE2_53190.1
OG0003152	FGIG_02705	SHAE2_40110.1
OG0003153	FGIG_02735	SHAE2_78330.2, SHAE2_78330.5, SHAE2_78330.3, SHAE2_78330.1, SHAE2_78330.4
OG0003154	FGIG_02742	SHAE2_38520.1, SHAE2_38520.4, SHAE2_38520.3, SHAE2_38520.2
OG0003155	FGIG_02744	SHAE2_75480.1
OG0003156	FGIG_02790	SHAE2_41080.2, SHAE2_41080.5, SHAE2_41080.3, SHAE2_41080.4, SHAE2_41080.1
OG0003157	FGIG_02891	SHAE2_55690.1, SHAE2_55690.2
OG0003158	FGIG_06749, FGIG_11417, FGIG_02904	SHAE2_94580.1
OG0003159	FGIG_04612, FGIG_02912	SHAE2_59350.1
OG0003160	FGIG_02965	SHAE2_22620.1
OG0003161	FGIG_03141	SHAE2_50370.1, SHAE2_50370.2
OG0003162	FGIG_03155, FGIG_06192	SHAE2_11500.1, SHAE2_11490.1
OG0003163	FGIG_03160	SHAE2_1880.1, SHAE2_1880.2, SHAE2_1880.3
OG0003164	FGIG_03241	SHAE2_36250.5, SHAE2_36250.4, SHAE2_36250.6, SHAE2_36250.3, SHAE2_36250.1, SHAE2_36250.2
OG0003165	FGIG_03257	SHAE2_82070.1
OG0003166	FGIG_03294	SHAE2_57960.3, SHAE2_57960.4, SHAE2_57960.5, SHAE2_57960.6, SHAE2_57960.1, SHAE2_57960.2, SHAE2_57960.7, SHAE2_57960.8
OG0003167	FGIG_03348	SHAE2_99010.1
OG0003168	FGIG_03363, FGIG_07368	SHAE2_67790.2, SHAE2_67790.1, SHAE2_67790.3
OG0003169	FGIG_03426	SHAE2_17850.2, SHAE2_17850.1
OG0003170	FGIG_03444	SHAE2_20260.1
OG0003171	FGIG_03515	SHAE2_77580.1
OG0003172	FGIG_06205, FGIG_03518, FGIG_05757	SHAE2_24280.1
OG0003173	FGIG_03614, FGIG_03616, FGIG_03615	SHAE2_33970.1
OG0003174	FGIG_03638	SHAE2_79700.1
OG0003175	FGIG_03807	SHAE2_99180.1, SHAE2_99180.2, SHAE2_99180.3
OG0003176	FGIG_03829	SHAE2_74470.1, SHAE2_74470.2
OG0003177	FGIG_03833, FGIG_07602, FGIG_10490	SHAE2_28040.1
OG0003178	FGIG_06106, FGIG_06105, FGIG_03939	SHAE2_36340.4, SHAE2_36340.3, SHAE2_36340.2, SHAE2_36340.1, SHAE2_36340.5, SHAE2_103370.1
OG0003179	FGIG_12448, FGIG_04250	SHAE2_79820.1
OG0003180	FGIG_04325	SHAE2_4830.2, SHAE2_4830.1, SHAE2_4830.3
OG0003181	FGIG_06032, FGIG_04528	SHAE2_39630.2, SHAE2_39630.1, SHAE2_39630.4, SHAE2_39630.5, SHAE2_39630.3
OG0003182	FGIG_04583	SHAE2_33530.1, SHAE2_33530.2
OG0003183	FGIG_04603	SHAE2_15030.1
OG0003184	FGIG_04609	SHAE2_30690.5, SHAE2_30690.2, SHAE2_30690.4, SHAE2_30690.1, SHAE2_30690.6, SHAE2_30690.3
OG0003185	FGIG_04853	SHAE2_76170.4, SHAE2_76170.2, SHAE2_76170.3, SHAE2_76170.1
OG0003186	FGIG_04944	SHAE2_32060.1, SHAE2_32060.2, SHAE2_32060.3, SHAE2_32060.4
OG0003187	FGIG_04951	SHAE2_78340.4, SHAE2_78340.5, SHAE2_78340.2, SHAE2_78340.1, SHAE2_78340.3
OG0003188	FGIG_05117	SHAE2_86370.1, SHAE2_86370.2, SHAE2_86370.3
OG0003189	FGIG_05178	SHAE2_73910.1
OG0003190	FGIG_05237	SHAE2_64550.2, SHAE2_64550.1, SHAE2_64550.3
OG0003191	FGIG_05315	SHAE2_50650.1, SHAE2_50650.4, SHAE2_50650.3, SHAE2_50650.2
OG0003192	FGIG_05388	SHAE2_70590.1, SHAE2_70590.2, SHAE2_70590.3
OG0003193	FGIG_05396	SHAE2_40140.1
OG0003194	FGIG_05426	SHAE2_74100.1, SHAE2_74110.1
OG0003195	FGIG_05446	SHAE2_20300.1
OG0003196	FGIG_05473, FGIG_07358	SHAE2_66240.1
OG0003197	FGIG_05532	SHAE2_100450.1, SHAE2_100450.2
OG0003198	FGIG_05599, FGIG_06298	SHAE2_53960.1
OG0003199	FGIG_05652	SHAE2_98860.2, SHAE2_98860.3, SHAE2_98860.1
OG0003200	FGIG_05681	SHAE2_12310.2, SHAE2_12310.3, SHAE2_12310.1, SHAE2_12310.4
OG0003201	FGIG_05709	SHAE2_16320.1, SHAE2_16320.2
OG0003202	FGIG_05726	SHAE2_20720.1, SHAE2_20720.2
OG0003203	FGIG_05925	SHAE2_97090.1
OG0003204	FGIG_05955, FGIG_05956	SHAE2_23030.1, SHAE2_23030.2
OG0003205	FGIG_06364, FGIG_07276	SHAE2_39530.3, SHAE2_39530.1, SHAE2_39530.2
OG0003206	FGIG_06475	SHAE2_19700.1, SHAE2_19690.1, SHAE2_19690.2, SHAE2_19690.3
OG0003207	FGIG_06638	SHAE2_10180.1, SHAE2_10180.2
OG0003208	FGIG_06732	SHAE2_72490.1, SHAE2_72490.2, SHAE2_72490.3
OG0003209	FGIG_06733	SHAE2_83370.2, SHAE2_83370.1
OG0003210	FGIG_06802, FGIG_06803, FGIG_07222	SHAE2_14640.1, SHAE2_14640.2
OG0003211	FGIG_06838	SHAE2_79590.1, SHAE2_79590.2
OG0003212	FGIG_06873	SHAE2_6390.1, SHAE2_6390.2
OG0003213	FGIG_06897	SHAE2_36170.1, SHAE2_36170.2, SHAE2_36170.3, SHAE2_36170.4, SHAE2_36170.5, SHAE2_36170.6
OG0003214	FGIG_10827, FGIG_06937	SHAE2_13640.4, SHAE2_13640.1, SHAE2_13640.3, SHAE2_13640.2, SHAE2_13640.5
OG0003215	FGIG_06944, FGIG_06943	SHAE2_10790.3, SHAE2_10790.1, SHAE2_10790.2, SHAE2_10780.1
OG0003216	FGIG_06947	SHAE2_68510.2, SHAE2_68510.3, SHAE2_68510.1, SHAE2_68510.4
OG0003217	FGIG_07015	SHAE2_64940.1, SHAE2_64940.2
OG0003218	FGIG_07072	SHAE2_61920.1
OG0003221	FGIG_07199	SHAE2_42560.1, SHAE2_42560.2, SHAE2_42560.3
OG0003222	FGIG_07209	SHAE2_21770.1
OG0003223	FGIG_07226, FGIG_07227	SHAE2_97620.1, SHAE2_94100.1
OG0003224	FGIG_07232	SHAE2_41160.1, SHAE2_41160.2
OG0003225	FGIG_07237	SHAE2_93690.1
OG0003226	FGIG_07430	SHAE2_15970.1
OG0003227	FGIG_07506	SHAE2_65700.1
OG0003228	FGIG_07512	SHAE2_92860.1
OG0003228	FGIG_07510	SHAE2_92840.1
OG0003229	FGIG_07522	SHAE2_80650.1, SHAE2_80650.2, SHAE2_80650.3, SHAE2_80650.4
OG0003230	FGIG_07546	SHAE2_50240.1
OG0003231	FGIG_07630, FGIG_07631	SHAE2_19980.1, SHAE2_19980.2, SHAE2_19980.3, SHAE2_19980.4
OG0003232	FGIG_07654	SHAE2_12720.2, SHAE2_12720.3, SHAE2_12720.1
OG0003233	FGIG_07711	SHAE2_24120.1, SHAE2_24120.2, SHAE2_24120.3
OG0003234	FGIG_07721	SHAE2_64590.1
OG0003235	FGIG_07779	SHAE2_89640.1
OG0003236	FGIG_07810	SHAE2_61180.1
OG0003237	FGIG_07852	SHAE2_27620.1
OG0003238	FGIG_07918	SHAE2_69800.3, SHAE2_69800.1, SHAE2_69800.2
OG0003239	FGIG_08059	SHAE2_91060.1, SHAE2_91060.2
OG0003240	FGIG_08124	SHAE2_9940.2, SHAE2_9940.1
OG0003241	FGIG_10248, FGIG_08213	SHAE2_40470.1
OG0003242	FGIG_08237	SHAE2_56260.1, SHAE2_56260.2
OG0003243	FGIG_08291	SHAE2_10520.1
OG0003244	FGIG_10219, FGIG_08294	SHAE2_56700.1
OG0003245	FGIG_08341	SHAE2_57190.1
OG0003246	FGIG_08352	SHAE2_10580.1, SHAE2_10580.2
OG0003247	FGIG_08388	SHAE2_22750.1
OG0003248	FGIG_08413	SHAE2_87860.1, SHAE2_87860.2, SHAE2_87860.3, SHAE2_87860.4, SHAE2_87860.5
OG0003249	FGIG_08451, FGIG_12637	SHAE2_68130.2, SHAE2_68130.1
OG0003250	FGIG_08547	SHAE2_74800.1
OG0003251	FGIG_08561	SHAE2_91810.1
OG0003252	FGIG_08583	SHAE2_45170.1, SHAE2_45170.2
OG0003253	FGIG_08616	SHAE2_92340.1, SHAE2_92340.2, SHAE2_92340.3
OG0003254	FGIG_08634	SHAE2_68520.1, SHAE2_68520.2
OG0003255	FGIG_08636, FGIG_08635	SHAE2_98880.1, SHAE2_98040.1
OG0003256	FGIG_08649	SHAE2_89230.1
OG0003257	FGIG_08692	SHAE2_14520.1, SHAE2_14520.2, SHAE2_14520.3, SHAE2_14520.4
OG0003258	FGIG_08812	SHAE2_46230.1, SHAE2_46230.3, SHAE2_46230.4, SHAE2_46230.2
OG0003259	FGIG_08924	SHAE2_26200.1, SHAE2_26200.2, SHAE2_26200.3, SHAE2_26200.4
OG0003260	FGIG_08952, FGIG_08953	SHAE2_89430.1
OG0003261	FGIG_08978	SHAE2_37430.1, SHAE2_37430.2
OG0003262	FGIG_11009	SHAE2_61860.1, SHAE2_61910.1
OG0003263	FGIG_09000	SHAE2_5530.4, SHAE2_5530.3, SHAE2_5530.1, SHAE2_5530.2
OG0003264	FGIG_09035	SHAE2_17470.1
OG0003265	FGIG_09131	SHAE2_44840.4, SHAE2_44840.1, SHAE2_44840.2, SHAE2_44840.3
OG0003266	FGIG_09132	SHAE2_75640.1
OG0003267	FGIG_09140	SHAE2_23070.1, SHAE2_23070.2
OG0003268	FGIG_10574, FGIG_09212	SHAE2_46310.1, SHAE2_46310.2
OG0003269	FGIG_09415	SHAE2_80900.1
OG0003270	FGIG_09426, FGIG_09427	SHAE2_66780.1
OG0003271	FGIG_09434	SHAE2_13300.1
OG0003272	FGIG_10872	SHAE2_39390.1, SHAE2_39380.1, SHAE2_39400.1
OG0003273	FGIG_09631	SHAE2_36600.1, SHAE2_36600.3, SHAE2_36600.2
OG0003274	FGIG_09710, FGIG_13996	SHAE2_21120.1, SHAE2_21120.2, SHAE2_21120.3
OG0003275	FGIG_09740	SHAE2_26890.1, SHAE2_26890.2, SHAE2_26890.4, SHAE2_26890.3
OG0003276	FGIG_09828, FGIG_09827	SHAE2_65770.1
OG0003277	FGIG_09918	SHAE2_102790.1
OG0003278	FGIG_09964	SHAE2_58970.2, SHAE2_58970.3, SHAE2_58970.1
OG0003279	FGIG_10006	SHAE2_2090.1, SHAE2_2090.2
OG0003280	FGIG_10327	SHAE2_82410.1
OG0003281	FGIG_10328	SHAE2_99770.2, SHAE2_99770.3, SHAE2_99770.1, SHAE2_99770.4, SHAE2_99770.5
OG0003282	FGIG_10330	SHAE2_56110.1, SHAE2_56110.2
OG0003283	FGIG_10371	SHAE2_100130.1
OG0003284	FGIG_10450	SHAE2_64520.1, SHAE2_64520.2
OG0003285	FGIG_10621	SHAE2_25290.2, SHAE2_25290.1, SHAE2_25290.4, SHAE2_25290.3
OG0003286	FGIG_10657	SHAE2_71180.2, SHAE2_71180.3, SHAE2_71180.1
OG0003287	FGIG_10686	SHAE2_11320.3, SHAE2_11320.2, SHAE2_11320.1, SHAE2_11320.4
OG0003288	FGIG_10739	SHAE2_72840.1, SHAE2_72840.2
OG0003289	FGIG_10772	SHAE2_15010.1
OG0003290	FGIG_11006	SHAE2_12180.1, SHAE2_12180.2
OG0003291	FGIG_11157	SHAE2_19450.1
OG0003292	FGIG_11166	SHAE2_90490.1
OG0003293	FGIG_11234	SHAE2_29470.2, SHAE2_29470.1, SHAE2_29470.3
OG0003294	FGIG_11258	SHAE2_36360.1
OG0003295	FGIG_11269	SHAE2_28220.1
OG0003296	FGIG_12360, FGIG_11371	SHAE2_57500.1, SHAE2_57500.2
OG0003297	FGIG_11432	SHAE2_19870.1, SHAE2_19870.2
OG0003298	FGIG_11454, FGIG_11539	SHAE2_49490.1, SHAE2_48640.1
OG0003299	FGIG_11644, FGIG_12619	SHAE2_81570.2, SHAE2_81570.3, SHAE2_81570.1
OG0003300	FGIG_11672	SHAE2_15300.1
OG0003301	FGIG_11783	SHAE2_46910.1
OG0003302	FGIG_11908	SHAE2_10050.1
OG0003303	FGIG_12001	SHAE2_57570.1
OG0003304	FGIG_12346	SHAE2_7640.2, SHAE2_7640.1, SHAE2_7640.3, SHAE2_7640.4
OG0003305	FGIG_12365	SHAE2_78390.1
OG0003306	FGIG_12477	SHAE2_59770.1
OG0003307	FGIG_12638	SHAE2_28400.1
OG0003326	FGIG_00027	SHAE2_71010.1, SHAE2_71010.2
OG0003327	FGIG_00066	SHAE2_81350.1
OG0003328	FGIG_00138, FGIG_11210	SHAE2_78900.1, SHAE2_78900.2, SHAE2_78900.3
OG0003329	FGIG_00157	SHAE2_100000.1
OG0003330	FGIG_00309	SHAE2_54940.1, SHAE2_54940.2
OG0003331	FGIG_00333	SHAE2_11620.1, SHAE2_11620.2, SHAE2_11620.3
OG0003332	FGIG_00348, FGIG_00349	SHAE2_34340.1, SHAE2_34330.1
OG0003333	FGIG_00370	SHAE2_7050.3, SHAE2_7050.6, SHAE2_7050.5, SHAE2_7050.4, SHAE2_7050.7, SHAE2_7050.2, SHAE2_7050.1
