Orthogroup	schmidtea_mediterranea	trichobilharzia_regenti
OG0003240	h1SMcT0005478.1, h1SMcT0005478.2	TREG1_10340.2, TREG1_10340.1
OG0003241	h1SMcT0015281.1, h1SMcT0015339.1	TREG1_39840.1, TREG1_39880.1
OG0003242	h1SMcT0017993.1	TREG1_66350.1
OG0003243	h1SMcT0010200.5, h1SMcT0010200.7	TREG1_11010.1, TREG1_79960.4, TREG1_79960.1, TREG1_79960.2, TREG1_79960.3, TREG1_79960.5
OG0003244	h1SMcT0000145.1, h1SMcT0000145.2	TREG1_73800.1, TREG1_73810.1, TREG1_73810.3, TREG1_73810.2
OG0003245	h1SMcT0001501.1	TREG1_69660.1
OG0003247	h1SMcT0013015.2	TREG1_24900.1, TREG1_24900.2, TREG1_24900.3, TREG1_24900.4
OG0003248	h1SMcT0006664.1	TREG1_110250.1
OG0003249	h1SMcT0017197.1, h1SMcT0014117.2, h1SMcT0014117.1, h1SMcT0014117.3	TREG1_89120.1
OG0003250	h1SMcT0001584.1, h1SMcT0001584.2, h1SMcT0001584.3, h1SMcT0011848.1, h1SMcT0011848.2, h1SMcT0019750.1, h1SMcT0019750.2, h1SMcT0019750.3, h1SMcT0019750.4, h1SMcT0019750.5, h1SMcT0019750.7, h1SMcT0019750.6	TREG1_95950.1, TREG1_95950.2, TREG1_95950.3
OG0003251	h1SMcT0015003.1	TREG1_121660.2, TREG1_121660.1, TREG1_121660.3
OG0003252	h1SMcT0010253.1, h1SMcT0010253.2	TREG1_55950.1
OG0003253	h1SMcT0011852.1, h1SMcT0011852.3, h1SMcT0011852.2	TREG1_121600.1
OG0003254	h1SMcT0013451.1	TREG1_82330.1
OG0003256	h1SMcT0016315.1	TREG1_117450.1, TREG1_117450.2, TREG1_117450.4, TREG1_117450.3
OG0003257	h1SMcT0022346.1	TREG1_6680.1
OG0003258	h1SMcT0012177.1	TREG1_57720.1
OG0003259	h1SMcT0001977.1, h1SMcT0011181.1, h1SMcT0019326.1	TREG1_59870.1, TREG1_59870.2
OG0003260	h1SMcT0003254.1	TREG1_115080.1, TREG1_115080.2
OG0003261	h1SMcT0016359.1, h1SMcT0016359.3, h1SMcT0016359.2	TREG1_55600.1, TREG1_55610.1
OG0003262	h1SMcT0005125.2	TREG1_79070.1
OG0003263	h1SMcT0018045.1, h1SMcT0018045.2, h1SMcT0011264.1, h1SMcT0014569.1	TREG1_3620.1, TREG1_3620.2
OG0003265	h1SMcT0005806.1	TREG1_56380.1, TREG1_56380.2, TREG1_56380.3
OG0003266	h1SMcT0014086.1, h1SMcT0014086.2, h1SMcT0014086.3	TREG1_99940.1
OG0003267	h1SMcT0013687.3, h1SMcT0013687.1, h1SMcT0013687.2	TREG1_22260.1
OG0003268	h1SMcT0006917.1, h1SMcT0006934.1, h1SMcT0012630.1, h1SMcT0012630.2	TREG1_39680.1, TREG1_39660.1, TREG1_39670.1
OG0003269	h1SMcT0012108.1	TREG1_98940.6, TREG1_98940.4, TREG1_98940.5, TREG1_98940.1, TREG1_98940.2, TREG1_98940.3
OG0003270	h1SMcT0009342.1, h1SMcT0009342.2	TREG1_90150.1
OG0003271	h1SMcT0006883.1	TREG1_20800.1
OG0003272	h1SMcT0014492.1, h1SMcT0019169.1	TREG1_55780.1
OG0003273	h1SMcT0013812.1, h1SMcT0013812.2	TREG1_55390.1
OG0003274	h1SMcT0016378.2, h1SMcT0016378.3	TREG1_22320.1, TREG1_22320.2
OG0003277	h1SMcT0011790.1, h1SMcT0011790.2	TREG1_54050.1
OG0003278	h1SMcT0019765.1, h1SMcT0019765.2	TREG1_72780.1
OG0003279	h1SMcT0012597.3, h1SMcT0012597.1, h1SMcT0012597.2, h1SMcT0012597.4	TREG1_480.1, TREG1_480.2
OG0003280	h1SMcT0010480.1, h1SMcT0010480.3, h1SMcT0010480.2	TREG1_102610.1
OG0003281	h1SMcT0010782.1, h1SMcT0010782.2	TREG1_136400.1, TREG1_136400.2
OG0003282	h1SMcT0017047.1, h1SMcT0017047.2	TREG1_63860.1
OG0003283	h1SMcT0010085.1	TREG1_134850.1, TREG1_134850.2
OG0003284	h1SMcT0015365.1, h1SMcT0022704.1, h1SMcT0006889.1, h1SMcT0006889.2	TREG1_85350.1, TREG1_85350.2, TREG1_85350.3, TREG1_85350.5, TREG1_85350.6, TREG1_85350.7, TREG1_85350.4
OG0003287	h1SMcT0011258.1, h1SMcT0011258.2	TREG1_9660.7, TREG1_9660.8, TREG1_9680.2, TREG1_9680.1, TREG1_9680.3
OG0003288	h1SMcT0022057.1, h1SMcT0022080.1	TREG1_90580.1, TREG1_90560.1
OG0003290	h1SMcT0010992.3	TREG1_17200.1
OG0003291	h1SMcT0010790.1, h1SMcT0006378.1, h1SMcT0006378.2	TREG1_10470.1
OG0003292	h1SMcT0001663.1, h1SMcT0001663.2	TREG1_116700.1
OG0003293	h1SMcT0022017.1	TREG1_58810.1
OG0003294	h1SMcT0011866.1, h1SMcT0011866.2	TREG1_54070.1, TREG1_54070.2
OG0003295	h1SMcT0020366.1, h1SMcT0022759.1, h1SMcT0020367.1	TREG1_48880.1, TREG1_48880.2
OG0003297	h1SMcT0004473.1, h1SMcT0004473.2, h1SMcT0001356.4, h1SMcT0001356.5, h1SMcT0001356.2, h1SMcT0001356.3, h1SMcT0001356.1, h1SMcT0001643.2, h1SMcT0001643.4, h1SMcT0001643.3, h1SMcT0001643.1	TREG1_27760.1
OG0003298	h1SMcT0004920.1	TREG1_63100.1, TREG1_63100.2
OG0003299	h1SMcT0017988.1, h1SMcT0017988.2, h1SMcT0006688.2, h1SMcT0006688.1, h1SMcT0006688.3	TREG1_100410.1
OG0003300	h1SMcT0015751.1, h1SMcT0015751.2	TREG1_58970.1, TREG1_30210.1, TREG1_30210.2, TREG1_30210.3, TREG1_30210.4
OG0003301	h1SMcT0017505.1, h1SMcT0017505.2	TREG1_40540.1
OG0003302	h1SMcT0009963.1, h1SMcT0008886.1, h1SMcT0018471.3, h1SMcT0018471.1, h1SMcT0018471.2	TREG1_4300.3, TREG1_4300.1, TREG1_4300.2, TREG1_4300.5, TREG1_4300.4, TREG1_4300.6, TREG1_4310.1
OG0003303	h1SMcT0013979.1, h1SMcT0013979.2	TREG1_71210.1, TREG1_71270.1, TREG1_71270.2
OG0003304	h1SMcT0005434.1, h1SMcT0005434.2	TREG1_28740.1, TREG1_28740.2
OG0003306	h1SMcT0017267.1, h1SMcT0003530.3, h1SMcT0003530.4, h1SMcT0003530.2	TREG1_33560.1
OG0003306	h1SMcT0008355.1, h1SMcT0008355.2, h1SMcT0003942.1, h1SMcT0003942.2, h1SMcT0003942.3	TREG1_73990.1
OG0003309	h1SMcT0005104.2, h1SMcT0005104.1, h1SMcT0005104.3	TREG1_14410.1
OG0003310	h1SMcT0004377.1, h1SMcT0004377.2, h1SMcT0004377.3, h1SMcT0004327.1, h1SMcT0004327.2	TREG1_68480.1
OG0003313	h1SMcT0007064.1, h1SMcT0007064.2	TREG1_75050.1
OG0003314	h1SMcT0017378.1	TREG1_33270.1, TREG1_33270.2
OG0003315	h1SMcT0003904.1, h1SMcT0016888.1, h1SMcT0016888.2, h1SMcT0016888.3, h1SMcT0016888.4, h1SMcT0016888.5	TREG1_50450.1
OG0003326	h1SMcT0012067.1	TREG1_89830.1
OG0003327	h1SMcT0011738.1, h1SMcT0011738.2	TREG1_103890.1, TREG1_103890.2
OG0003328	h1SMcT0006635.1	TREG1_102900.1, TREG1_102900.2, TREG1_102900.3, TREG1_102900.4, TREG1_102900.5
OG0003329	h1SMcT0014676.1, h1SMcT0014676.2, h1SMcT0014676.3, h1SMcT0009071.1, h1SMcT0002916.1, h1SMcT0002916.2	TREG1_134280.1
OG0003330	h1SMcT0019914.3, h1SMcT0019914.4, h1SMcT0019914.1, h1SMcT0019914.2	TREG1_69720.1
OG0003331	h1SMcT0018970.4	TREG1_51290.1, TREG1_51290.2, TREG1_51290.3
OG0003332	h1SMcT0001884.6	TREG1_54980.1
OG0003333	h1SMcT0012669.2, h1SMcT0012669.1, h1SMcT0012669.3, h1SMcT0012669.4	TREG1_6060.1
OG0003335	h1SMcT0013444.1	TREG1_90280.1
OG0003336	h1SMcT0020109.1	TREG1_84290.1, TREG1_84290.2, TREG1_84290.3
OG0003338	h1SMcT0014309.1	TREG1_17680.1, TREG1_17680.2
OG0003339	h1SMcT0021109.1, h1SMcT0021109.2	TREG1_300.1, TREG1_310.3, TREG1_310.4, TREG1_310.2, TREG1_310.1
OG0003342	h1SMcT0014806.1, h1SMcT0006871.1, h1SMcT0007037.1	TREG1_17860.1
OG0003343	h1SMcT0014310.1	TREG1_64540.1
OG0003344	h1SMcT0000586.2, h1SMcT0000586.1, h1SMcT0000586.3	TREG1_32650.1
OG0003345	h1SMcT0019598.3, h1SMcT0019598.2, h1SMcT0019598.1	TREG1_46790.1
OG0003346	h1SMcT0002136.1	TREG1_132170.1
OG0003347	h1SMcT0012122.1, h1SMcT0012122.2, h1SMcT0012122.3	TREG1_31290.1, TREG1_31290.2
OG0003350	h1SMcT0007138.1, h1SMcT0007138.2	TREG1_94490.1, TREG1_94490.2, TREG1_94490.3, TREG1_94490.4
OG0003351	h1SMcT0014012.1, h1SMcT0016603.1, h1SMcT0016603.2	TREG1_107800.1, TREG1_107790.1
OG0003352	h1SMcT0000566.1	TREG1_112580.1
OG0003353	h1SMcT0009683.1, h1SMcT0009683.2	TREG1_60210.4, TREG1_60210.1, TREG1_60210.3, TREG1_60210.2
OG0003354	h1SMcT0005376.1, h1SMcT0005376.2	TREG1_60070.1
OG0003355	h1SMcT0013037.1, h1SMcT0013037.2	TREG1_93970.1
OG0003356	h1SMcT0005184.1, h1SMcT0005197.1, h1SMcT0005196.1, h1SMcT0005196.2, h1SMcT0005192.1, h1SMcT0005190.1, h1SMcT0005193.1, h1SMcT0005193.2, h1SMcT0005193.3, h1SMcT0005193.4, h1SMcT0005193.5	TREG1_29530.1
OG0003357	h1SMcT0020833.1, h1SMcT0020833.2	TREG1_39520.1
OG0003358	h1SMcT0010075.1	TREG1_125410.1, TREG1_125410.2, TREG1_125410.3, TREG1_125410.7, TREG1_125410.8, TREG1_125410.10, TREG1_125410.4, TREG1_125410.5, TREG1_125410.6, TREG1_125410.9
OG0003359	h1SMcT0012986.1, h1SMcT0001325.1, h1SMcT0001325.2, h1SMcT0021033.1, h1SMcT0001741.1, h1SMcT0003850.1, h1SMcT0014535.1	TREG1_79210.1, TREG1_79210.2
OG0003362	h1SMcT0006359.1, h1SMcT0006359.2	TREG1_98880.1
OG0003363	h1SMcT0005229.1	TREG1_48190.1
OG0003364	h1SMcT0003203.1	TREG1_116460.1
OG0003365	h1SMcT0012756.1	TREG1_22280.1, TREG1_22280.2
OG0003366	h1SMcT0007117.1, h1SMcT0007117.2	TREG1_85920.1
OG0003367	h1SMcT0014821.1	TREG1_63820.1, TREG1_63830.1, TREG1_63830.2
OG0003369	h1SMcT0005360.1, h1SMcT0005360.3	TREG1_87240.1, TREG1_87240.3, TREG1_87240.2
OG0003370	h1SMcT0006611.1	TREG1_48700.1, TREG1_48700.2, TREG1_48700.4, TREG1_48700.5, TREG1_48700.3
OG0003371	h1SMcT0012774.1, h1SMcT0022925.1, h1SMcT0012774.2	TREG1_136460.1
OG0003373	h1SMcT0015237.1, h1SMcT0015237.3, h1SMcT0015237.2	TREG1_27900.1, TREG1_27900.2, TREG1_27900.3, TREG1_27900.4, TREG1_27900.5
OG0003374	h1SMcT0020942.1, h1SMcT0020942.2	TREG1_132070.1
OG0003375	h1SMcT0000378.1	TREG1_96430.1
OG0003376	h1SMcT0005276.1	TREG1_64070.1
OG0003377	h1SMcT0021045.1, h1SMcT0018146.4, h1SMcT0018146.3, h1SMcT0018146.2, h1SMcT0018146.1, h1SMcT0018146.5	TREG1_112070.1
OG0003379	h1SMcT0021989.1, h1SMcT0021989.2	TREG1_138150.2, TREG1_138150.1, TREG1_139490.2, TREG1_138150.3, TREG1_139490.1
OG0003380	h1SMcT0004933.1	TREG1_64250.1, TREG1_64250.4, TREG1_64250.2, TREG1_64250.3
OG0003381	h1SMcT0010144.4, h1SMcT0010144.5, h1SMcT0010144.1, h1SMcT0010144.2, h1SMcT0010144.3	TREG1_77140.1
OG0003383	h1SMcT0000027.1, h1SMcT0000027.2	TREG1_104290.1
OG0003384	h1SMcT0009197.1	TREG1_57660.1, TREG1_57660.2
OG0003385	h1SMcT0009645.1, h1SMcT0009645.2, h1SMcT0000617.1, h1SMcT0010238.4, h1SMcT0010238.1, h1SMcT0010238.3, h1SMcT0010238.2	TREG1_124930.1
OG0003386	h1SMcT0020407.1	TREG1_26610.1, TREG1_26610.2
OG0003387	h1SMcT0017496.1	TREG1_19980.3, TREG1_19980.1, TREG1_19980.4, TREG1_19980.6, TREG1_19980.5, TREG1_19980.2
OG0003388	h1SMcT0015051.1, h1SMcT0015051.2	TREG1_133380.1
OG0003389	h1SMcT0014700.1, h1SMcT0015084.1, h1SMcT0015084.2, h1SMcT0015084.3, h1SMcT0015084.4	TREG1_63530.1, TREG1_139710.1, TREG1_63550.1, TREG1_63550.2
OG0003391	h1SMcT0014447.1	TREG1_109720.1, TREG1_109720.2, TREG1_109720.3
OG0003392	h1SMcT0002858.1, h1SMcT0002858.2, h1SMcT0016202.1, h1SMcT0020575.1	TREG1_73650.1, TREG1_73650.2
OG0003393	h1SMcT0017391.1	TREG1_47900.1, TREG1_47900.2, TREG1_47900.3
OG0003394	h1SMcT0015532.1, h1SMcT0015535.1	TREG1_55820.1, TREG1_123960.1, TREG1_55820.2
OG0003395	h1SMcT0021314.1, h1SMcT0021314.2, h1SMcT0021314.3, h1SMcT0021314.4	TREG1_74250.1
OG0003396	h1SMcT0008177.1	TREG1_34550.1
OG0003397	h1SMcT0010339.1, h1SMcT0010339.2	TREG1_29450.1, TREG1_29450.2
OG0003398	h1SMcT0014560.2, h1SMcT0014560.3	TREG1_17160.1
OG0003399	h1SMcT0014926.1	TREG1_50580.1
OG0003400	h1SMcT0005370.1, h1SMcT0022990.1	TREG1_104040.1, TREG1_104040.2
OG0003401	h1SMcT0006528.1, h1SMcT0015433.1, h1SMcT0015433.2	TREG1_51350.1, TREG1_51260.1, TREG1_51260.2
OG0003402	h1SMcT0012961.3, h1SMcT0012961.1, h1SMcT0012961.2	TREG1_28340.1, TREG1_28360.1
OG0003404	h1SMcT0012571.1	TREG1_103750.1
OG0003405	h1SMcT0010240.1	TREG1_66930.1, TREG1_66940.1
OG0003406	h1SMcT0012481.1, h1SMcT0012481.3, h1SMcT0002362.1	TREG1_25840.1
OG0003408	h1SMcT0004098.1	TREG1_31550.1
OG0003409	h1SMcT0020721.1, h1SMcT0008813.1, h1SMcT0020428.1, h1SMcT0012422.1	TREG1_13590.1, TREG1_13610.1, TREG1_13580.1, TREG1_13600.1
OG0003411	h1SMcT0004684.4, h1SMcT0004684.2, h1SMcT0004684.3, h1SMcT0004684.5, h1SMcT0004684.1	TREG1_43850.1, TREG1_43850.2
OG0003412	h1SMcT0008025.1	TREG1_2500.1, TREG1_2500.2
OG0003413	h1SMcT0005699.1, h1SMcT0005699.2	TREG1_7770.1, TREG1_7770.3, TREG1_7770.2, TREG1_7770.4
OG0003414	h1SMcT0012676.1, h1SMcT0012676.2	TREG1_55290.1, TREG1_55290.2, TREG1_55290.3, TREG1_55290.4, TREG1_55290.5, TREG1_55290.6
OG0003415	h1SMcT0010319.1, h1SMcT0010717.1, h1SMcT0016840.1	TREG1_107580.1
OG0003416	h1SMcT0013340.1, h1SMcT0022050.1	TREG1_94060.12, TREG1_94060.13, TREG1_94060.14, TREG1_94270.1
OG0003417	h1SMcT0022225.1	TREG1_74040.1, TREG1_74040.2
OG0003418	h1SMcT0003458.1	TREG1_72140.1
OG0003419	h1SMcT0010543.1, h1SMcT0010543.2, h1SMcT0000936.1, h1SMcT0011301.1	TREG1_106840.1, TREG1_106840.2, TREG1_106850.1, TREG1_106840.3
OG0003420	h1SMcT0011580.1	TREG1_143500.1, TREG1_52810.2, TREG1_52810.1, TREG1_52810.3
OG0003421	h1SMcT0009233.2, h1SMcT0012005.1, h1SMcT0012005.2	TREG1_40150.1
OG0003422	h1SMcT0016757.2	TREG1_72400.1
OG0003423	h1SMcT0005067.1, h1SMcT0005067.2	TREG1_28020.1
OG0003425	h1SMcT0004711.1	TREG1_116400.1, TREG1_116400.2
OG0003426	h1SMcT0019561.1, h1SMcT0019561.2	TREG1_82530.1, TREG1_82530.2
OG0003427	h1SMcT0000143.1, h1SMcT0000143.2	TREG1_30720.1
OG0003428	h1SMcT0002326.1, h1SMcT0013759.1	TREG1_117820.1, TREG1_117820.2, TREG1_117820.3
OG0003429	h1SMcT0002222.1, h1SMcT0002222.2	TREG1_96060.5, TREG1_96200.1
OG0003430	h1SMcT0020885.1	TREG1_100260.1, TREG1_100270.1
OG0003432	h1SMcT0007866.1	TREG1_99560.1, TREG1_99560.2, TREG1_99560.3
OG0003433	h1SMcT0022375.2, h1SMcT0022375.1, h1SMcT0022375.3	TREG1_7350.1
OG0003434	h1SMcT0016003.3, h1SMcT0016003.1, h1SMcT0016003.2	TREG1_83480.1, TREG1_83480.2
OG0003435	h1SMcT0010886.1, h1SMcT0016836.2, h1SMcT0016836.1, h1SMcT0016836.3, h1SMcT0016836.4	TREG1_52790.1
OG0003438	h1SMcT0013807.1, h1SMcT0017019.1, h1SMcT0017019.2	TREG1_43710.1
OG0003439	h1SMcT0002835.1, h1SMcT0002835.2	TREG1_23990.1, TREG1_23990.2
OG0003442	h1SMcT0006636.1	TREG1_102650.1
OG0003443	h1SMcT0011199.1, h1SMcT0015552.1	TREG1_83500.1
OG0003446	h1SMcT0008382.3, h1SMcT0008382.4, h1SMcT0008382.1, h1SMcT0008382.2, h1SMcT0008382.5, h1SMcT0012673.1, h1SMcT0012673.2	TREG1_36850.1
OG0003447	h1SMcT0022011.1, h1SMcT0022011.2	TREG1_17220.1
OG0003448	h1SMcT0018150.1	TREG1_99430.2, TREG1_99430.1, TREG1_99430.3
OG0003450	h1SMcT0019969.1, h1SMcT0019969.2, h1SMcT0019969.7, h1SMcT0019969.3, h1SMcT0019969.6, h1SMcT0019969.5, h1SMcT0019969.4, h1SMcT0019969.8	TREG1_90340.1
OG0003454	h1SMcT0004175.2, h1SMcT0004175.3, h1SMcT0004175.1, h1SMcT0004175.4	TREG1_53890.1
OG0003455	h1SMcT0002387.1, h1SMcT0018977.1, h1SMcT0002360.1	TREG1_84370.1
OG0003456	h1SMcT0015030.1, h1SMcT0015030.2	TREG1_1180.1
OG0003457	h1SMcT0005979.1, h1SMcT0005979.2	TREG1_34330.3, TREG1_34330.2, TREG1_34330.1, TREG1_34330.4
OG0003459	h1SMcT0019798.1, h1SMcT0019799.1	TREG1_106760.1, TREG1_139570.1, TREG1_139690.3, TREG1_139700.1, TREG1_139690.1, TREG1_139690.2
OG0003460	h1SMcT0011001.1	TREG1_31790.1
OG0003461	h1SMcT0013030.1, h1SMcT0013033.1	TREG1_110390.1, TREG1_110400.1, TREG1_110410.1, TREG1_110420.1, TREG1_110430.1
OG0003462	h1SMcT0006561.1	TREG1_41500.1
OG0003463	h1SMcT0022837.3, h1SMcT0022837.2, h1SMcT0022837.1	TREG1_114260.1, TREG1_114270.1
OG0003464	h1SMcT0007079.1, h1SMcT0007079.3, h1SMcT0007079.2	TREG1_111680.1
OG0003465	h1SMcT0016577.1	TREG1_88540.1
OG0003466	h1SMcT0005608.1, h1SMcT0005608.2	TREG1_2800.1
OG0003467	h1SMcT0013403.1, h1SMcT0001028.1	TREG1_100380.1
OG0003469	h1SMcT0004807.1, h1SMcT0004807.2	TREG1_74650.1, TREG1_74650.2
OG0003470	h1SMcT0017458.1	TREG1_70070.1
OG0003471	h1SMcT0014488.1	TREG1_62830.1
OG0003472	h1SMcT0004760.1	TREG1_11740.1, TREG1_11740.4, TREG1_11740.5, TREG1_11740.2, TREG1_11740.3
OG0003473	h1SMcT0008129.1	TREG1_108600.1, TREG1_108610.1
OG0003474	h1SMcT0013253.2, h1SMcT0013253.5, h1SMcT0013253.3, h1SMcT0013253.4, h1SMcT0013253.1	TREG1_73680.1, TREG1_73680.2
OG0003475	h1SMcT0004329.1	TREG1_60360.2, TREG1_60360.1, TREG1_60360.3, TREG1_60360.4
OG0003476	h1SMcT0016404.1	TREG1_42350.4, TREG1_42350.3, TREG1_42350.1, TREG1_42350.2
OG0003477	h1SMcT0003797.1	TREG1_126050.1
OG0003478	h1SMcT0000552.1, h1SMcT0008399.1	TREG1_16810.1, TREG1_16810.2, TREG1_16810.3, TREG1_16810.4
OG0003480	h1SMcT0002798.1	TREG1_92080.1, TREG1_92140.1
OG0003482	h1SMcT0022439.1	TREG1_120970.1, TREG1_120970.3, TREG1_120970.2
OG0003483	h1SMcT0003316.1	TREG1_48140.1
OG0003484	h1SMcT0001955.1, h1SMcT0001955.2, h1SMcT0001955.7, h1SMcT0001955.3, h1SMcT0001955.4, h1SMcT0001955.5, h1SMcT0001955.6, h1SMcT0001955.8	TREG1_10210.1, TREG1_10210.2, TREG1_10210.3, TREG1_10210.4
OG0003485	h1SMcT0003207.4, h1SMcT0018921.1	TREG1_117750.1, TREG1_117760.1
OG0003488	h1SMcT0008641.1	TREG1_27060.2, TREG1_27060.1, TREG1_27060.3
OG0003489	h1SMcT0000882.2	TREG1_97290.1
OG0003491	h1SMcT0001740.1	TREG1_53600.1, TREG1_53610.1, TREG1_53620.1
OG0003492	h1SMcT0004107.1	TREG1_83190.1
OG0003493	h1SMcT0021896.1	TREG1_128550.1, TREG1_128600.1
OG0003494	h1SMcT0009876.3, h1SMcT0009876.1, h1SMcT0009876.2, h1SMcT0009876.4	TREG1_130710.1
OG0003495	h1SMcT0012596.3, h1SMcT0012596.1, h1SMcT0012596.2	TREG1_5260.1
OG0003496	h1SMcT0018753.1	TREG1_48110.1
OG0003497	h1SMcT0007152.1, h1SMcT0007152.2	TREG1_65490.1, TREG1_65470.1, TREG1_65480.1, TREG1_79950.1
OG0003498	h1SMcT0003413.3, h1SMcT0003413.1, h1SMcT0003413.2	TREG1_96700.2, TREG1_96700.4, TREG1_96700.1, TREG1_96700.3
OG0003499	h1SMcT0009897.1, h1SMcT0014689.1	TREG1_81360.1, TREG1_81360.2
OG0003501	h1SMcT0007701.2	TREG1_102510.1, TREG1_102510.2, TREG1_102510.3, TREG1_102510.5, TREG1_102510.4
OG0003502	h1SMcT0009049.2, h1SMcT0009049.8, h1SMcT0009049.6, h1SMcT0009049.7, h1SMcT0009049.14, h1SMcT0009049.9, h1SMcT0009049.1	TREG1_119820.1, TREG1_119820.2
OG0003503	h1SMcT0020550.3, h1SMcT0020550.4, h1SMcT0020550.1, h1SMcT0020550.2	TREG1_5330.1
OG0003504	h1SMcT0018008.1, h1SMcT0018008.2	TREG1_41660.1
OG0003506	h1SMcT0005755.1	TREG1_6430.1
OG0003507	h1SMcT0003971.1	TREG1_5230.1
OG0003508	h1SMcT0014210.2, h1SMcT0014210.3	TREG1_89110.1, TREG1_89110.2
OG0003509	h1SMcT0002499.1, h1SMcT0015936.1	TREG1_40690.1, TREG1_40690.2
OG0003510	h1SMcT0009819.1	TREG1_18330.1, TREG1_18330.2, TREG1_18330.3, TREG1_18330.4
OG0003512	h1SMcT0009933.1, h1SMcT0009933.2, h1SMcT0000108.1, h1SMcT0000108.2	TREG1_114900.1
OG0003513	h1SMcT0009164.1, h1SMcT0009168.1	TREG1_100590.1
OG0003515	h1SMcT0017228.4, h1SMcT0017228.1, h1SMcT0017228.3, h1SMcT0017228.2	TREG1_133480.1, TREG1_133480.2, TREG1_133480.3
OG0003516	h1SMcT0012047.1, h1SMcT0012047.2	TREG1_68720.1, TREG1_68720.2, TREG1_68720.3
OG0003517	h1SMcT0005472.1	TREG1_139760.1, TREG1_139770.1, TREG1_139780.3, TREG1_139780.2, TREG1_139780.1
OG0003518	h1SMcT0015060.1	TREG1_119910.1
OG0003519	h1SMcT0007321.1	TREG1_40070.1
OG0003520	h1SMcT0018529.1, h1SMcT0018529.2	TREG1_79160.6, TREG1_79160.7, TREG1_79190.1, TREG1_79160.8
OG0003521	h1SMcT0005850.1	TREG1_13930.1, TREG1_13930.2, TREG1_13930.3
OG0003522	h1SMcT0016889.1, h1SMcT0016889.2	TREG1_96160.2, TREG1_96160.1, TREG1_96160.3
OG0003523	h1SMcT0004516.1, h1SMcT0004516.2, h1SMcT0004516.3	TREG1_75110.1
OG0003524	h1SMcT0020473.4, h1SMcT0020473.2, h1SMcT0020473.3, h1SMcT0020473.5, h1SMcT0020473.6, h1SMcT0020473.7, h1SMcT0020473.8	TREG1_85150.1
OG0003525	h1SMcT0004359.1	TREG1_6510.1
OG0003526	h1SMcT0017834.3, h1SMcT0017834.1, h1SMcT0017834.2, h1SMcT0017834.4	TREG1_49360.1
OG0003527	h1SMcT0019801.1, h1SMcT0019801.2, h1SMcT0019164.3, h1SMcT0019164.2, h1SMcT0019164.4, h1SMcT0019164.1	TREG1_107570.1
OG0003529	h1SMcT0015325.1	TREG1_56090.1
OG0003530	h1SMcT0015828.1, h1SMcT0017649.1, h1SMcT0021859.1	TREG1_89450.1
OG0003531	h1SMcT0020310.1	TREG1_8830.1, TREG1_8840.1
OG0003532	h1SMcT0010852.1	TREG1_4340.1
OG0003534	h1SMcT0020995.4, h1SMcT0020995.1, h1SMcT0020995.2, h1SMcT0020995.3	TREG1_125270.1, TREG1_125270.3, TREG1_125270.2
OG0003535	h1SMcT0021186.1	TREG1_133220.1
OG0003536	h1SMcT0016974.1	TREG1_86610.1
OG0003537	h1SMcT0011547.4, h1SMcT0011547.1, h1SMcT0011547.3, h1SMcT0011547.2	TREG1_81790.1, TREG1_81790.2
OG0003540	h1SMcT0012338.1, h1SMcT0012340.1, h1SMcT0013337.1, h1SMcT0013337.2	TREG1_9780.2, TREG1_9780.3, TREG1_9780.1, TREG1_9780.4
OG0003541	h1SMcT0015623.2	TREG1_122000.1
OG0003542	h1SMcT0001198.1, h1SMcT0001198.2, h1SMcT0001198.3	TREG1_89930.1
OG0003543	h1SMcT0014924.1	TREG1_66100.1
OG0003545	h1SMcT0022394.1	TREG1_14880.1, TREG1_14880.2
OG0003549	h1SMcT0015408.1, h1SMcT0015408.2	TREG1_124600.1
OG0003550	h1SMcT0020578.1	TREG1_39790.1
OG0003552	h1SMcT0000347.1	TREG1_79050.1
OG0003553	h1SMcT0005712.1	TREG1_9750.1, TREG1_9750.2
OG0003554	h1SMcT0007489.1	TREG1_94630.1
OG0003555	h1SMcT0003978.1, h1SMcT0003978.2, h1SMcT0003978.3	TREG1_104700.1
OG0003557	h1SMcT0011439.1, h1SMcT0011439.2	TREG1_63890.1
OG0003565	h1SMcT0013928.2	TREG1_33520.1
OG0003577	h1SMcT0008901.1	TREG1_129580.1, TREG1_30900.1
OG0003578	h1SMcT0012594.1	TREG1_131890.3, TREG1_131890.6, TREG1_131890.1, TREG1_131890.5, TREG1_131890.2, TREG1_131890.4, TREG1_131890.7, TREG1_131890.8, TREG1_131890.9
OG0003579	h1SMcT0017241.1, h1SMcT0017241.2	TREG1_56860.1
OG0003580	h1SMcT0021008.1, h1SMcT0022882.1, h1SMcT0021008.2, h1SMcT0022882.2	TREG1_16980.1, TREG1_16980.2, TREG1_16980.3, TREG1_16980.4, TREG1_16980.5
OG0003581	h1SMcT0004358.1, h1SMcT0004358.2	TREG1_57440.1, TREG1_57440.2
OG0003582	h1SMcT0006831.1	TREG1_79310.1, TREG1_79360.1
OG0003583	h1SMcT0003589.1	TREG1_19130.1
OG0003584	h1SMcT0009740.1	TREG1_85940.1, TREG1_85940.2
OG0003585	h1SMcT0015659.1, h1SMcT0015659.2	TREG1_112380.1, TREG1_112360.1
