Orthogroup	schmidtea_mediterranea	schistosoma_mansoni
OG0004022	h1SMcT0021367.1	Smp_169950.1
OG0004023	h1SMcT0018167.22, h1SMcT0018167.23	Smp_308270.1
OG0004025	h1SMcT0001995.1	Smp_070310.1
OG0004027	h1SMcT0011079.1	Smp_334290.1
OG0004028	h1SMcT0021567.1, h1SMcT0021567.3, h1SMcT0021567.2	Smp_161350.1
OG0004029	h1SMcT0022101.1, h1SMcT0022101.2	Smp_063040.1
OG0004030	h1SMcT0007028.1	Smp_331820.2, Smp_331820.1
OG0004031	h1SMcT0008378.1, h1SMcT0008378.2	Smp_126690.1
OG0004032	h1SMcT0012554.1	Smp_305720.1
OG0004033	h1SMcT0018381.3, h1SMcT0018381.1, h1SMcT0018381.2, h1SMcT0018381.4	Smp_302450.1, Smp_302480.2, Smp_302480.1
OG0004034	h1SMcT0009614.7, h1SMcT0009614.1, h1SMcT0009614.2, h1SMcT0009614.3, h1SMcT0009614.4, h1SMcT0009614.5, h1SMcT0009614.6	Smp_127160.1
OG0004035	h1SMcT0012855.1, h1SMcT0020708.1	Smp_179560.1
OG0004036	h1SMcT0004808.1, h1SMcT0004808.2	Smp_084610.1
OG0004037	h1SMcT0021577.2, h1SMcT0021577.1, h1SMcT0021577.5, h1SMcT0021577.4, h1SMcT0021577.3	Smp_015710.1
OG0004039	h1SMcT0017200.1, h1SMcT0017200.2	Smp_053230.1
OG0004040	h1SMcT0009459.1	Smp_082860.1
OG0004041	h1SMcT0016645.1, h1SMcT0016674.1, h1SMcT0010823.1, h1SMcT0010835.1, h1SMcT0010835.2, h1SMcT0010823.2	Smp_308370.1
OG0004042	h1SMcT0000034.1, h1SMcT0000034.2	Smp_030010.1
OG0004043	h1SMcT0015270.3, h1SMcT0015270.4, h1SMcT0015270.8, h1SMcT0015270.5	Smp_094950.1
OG0004044	h1SMcT0007467.1	Smp_341680.1
OG0004045	h1SMcT0005601.1	Smp_048660.1
OG0004047	h1SMcT0017465.1	Smp_144250.1
OG0004048	h1SMcT0017075.1, h1SMcT0017076.1	Smp_073880.1
OG0004049	h1SMcT0004762.2, h1SMcT0004762.1, h1SMcT0004762.3	Smp_041390.1
OG0004050	h1SMcT0006149.1	Smp_042110.1
OG0004051	h1SMcT0003313.1, h1SMcT0003313.2	Smp_052330.1
OG0004053	h1SMcT0000624.1	Smp_149480.1
OG0004054	h1SMcT0003634.1, h1SMcT0023019.1	Smp_103560.1, Smp_103560.2
OG0004055	h1SMcT0015272.1, h1SMcT0017160.1, h1SMcT0017160.2	Smp_196110.1
OG0004056	h1SMcT0000711.1	Smp_143460.1
OG0004057	h1SMcT0003927.1	Smp_328060.1, Smp_147350.1
OG0004058	h1SMcT0002088.1	Smp_066900.1
OG0004059	h1SMcT0001254.1	Smp_211130.1
OG0004060	h1SMcT0011486.1, h1SMcT0011486.2	Smp_028340.1
OG0004061	h1SMcT0005865.1	Smp_080840.1
OG0004063	h1SMcT0008387.1	Smp_048520.2, Smp_048520.1
OG0004064	h1SMcT0013809.1, h1SMcT0013809.2, h1SMcT0013809.3, h1SMcT0013809.4, h1SMcT0013809.5, h1SMcT0013809.6, h1SMcT0013809.7	Smp_180000.1, Smp_350050.1
OG0004068	h1SMcT0014826.1, h1SMcT0014826.2, h1SMcT0020947.1, h1SMcT0006590.1, h1SMcT0016693.1, h1SMcT0019922.1, h1SMcT0005400.1, h1SMcT0005400.3, h1SMcT0005400.2, h1SMcT0005400.4, h1SMcT0005399.1, h1SMcT0005399.2	Smp_042680.1
OG0004069	h1SMcT0002200.1, h1SMcT0002200.2	Smp_032720.1
OG0004072	h1SMcT0000474.3	Smp_019280.1
OG0004076	h1SMcT0017015.4, h1SMcT0017015.5, h1SMcT0017015.6, h1SMcT0017015.7	Smp_169720.1, Smp_169720.2
OG0004081	h1SMcT0013323.1	Smp_144190.1
OG0004089	h1SMcT0014260.1	Smp_085640.1
OG0004090	h1SMcT0015258.1, h1SMcT0015258.3, h1SMcT0015258.2, h1SMcT0015108.1, h1SMcT0021355.1, h1SMcT0021355.2	Smp_059600.1
OG0004093	h1SMcT0012732.3, h1SMcT0012732.1, h1SMcT0012732.2	Smp_080180.1
OG0004094	h1SMcT0017482.1, h1SMcT0017482.2	Smp_332690.1
OG0004095	h1SMcT0001288.1	Smp_244250.1
OG0004097	h1SMcT0010854.1, h1SMcT0010854.2	Smp_211280.1
OG0004098	h1SMcT0004688.1	Smp_125460.1
OG0004099	h1SMcT0020730.1, h1SMcT0020730.2	Smp_332830.1
OG0004100	h1SMcT0004243.1	Smp_079240.1
OG0004101	h1SMcT0014108.1	Smp_181180.1, Smp_181180.2
OG0004103	h1SMcT0000890.3, h1SMcT0000890.5, h1SMcT0000890.1, h1SMcT0000890.2, h1SMcT0000890.4	Smp_071020.1
OG0004105	h1SMcT0021017.1, h1SMcT0021017.2, h1SMcT0021017.3	Smp_246710.1
OG0004106	h1SMcT0001258.1	Smp_153090.1
OG0004108	h1SMcT0011798.1, h1SMcT0011799.1	Smp_179180.1
OG0004109	h1SMcT0022034.1	Smp_068100.1
OG0004110	h1SMcT0016802.1	Smp_153920.1
OG0004111	h1SMcT0012992.1, h1SMcT0017232.1, h1SMcT0020248.1, h1SMcT0020248.2	Smp_155810.1
OG0004112	h1SMcT0016605.2, h1SMcT0016605.1, h1SMcT0016605.3, h1SMcT0016605.4	Smp_196030.1
OG0004114	h1SMcT0005321.1	Smp_049010.1
OG0004115	h1SMcT0005531.2, h1SMcT0005531.1, h1SMcT0005531.3	Smp_000070.1
OG0004117	h1SMcT0006403.2, h1SMcT0006403.1, h1SMcT0006403.3	Smp_245370.1
OG0004118	h1SMcT0016387.1, h1SMcT0016387.2, h1SMcT0016387.3	Smp_144210.1
OG0004119	h1SMcT0016197.1	Smp_003190.1
OG0004120	h1SMcT0016163.1	Smp_126110.1
OG0004121	h1SMcT0015393.1	Smp_130080.1
OG0004122	h1SMcT0017069.1	Smp_105360.1
OG0004123	h1SMcT0012660.1, h1SMcT0009903.1	Smp_151320.1
OG0004124	h1SMcT0009289.1, h1SMcT0009289.4	Smp_020220.1
OG0004125	h1SMcT0005408.1	Smp_155790.1
OG0004126	h1SMcT0009586.1	Smp_155860.1
OG0004127	h1SMcT0000961.1	Smp_017640.1
OG0004128	h1SMcT0019332.1	Smp_345350.1
OG0004129	h1SMcT0001263.1, h1SMcT0001383.1, h1SMcT0001383.2	Smp_128200.1
OG0004130	h1SMcT0016182.1, h1SMcT0016183.1, h1SMcT0016183.2, h1SMcT0016183.3	Smp_211170.1
OG0004131	h1SMcT0020794.1	Smp_176040.1
OG0004132	h1SMcT0019688.3, h1SMcT0019688.1, h1SMcT0019688.2, h1SMcT0019688.4, h1SMcT0019688.5	Smp_174700.1
OG0004133	h1SMcT0018359.1, h1SMcT0018359.2	Smp_164650.1
OG0004134	h1SMcT0012294.1, h1SMcT0008376.1, h1SMcT0009866.1, h1SMcT0011759.1	Smp_173760.1
OG0004135	h1SMcT0003595.3, h1SMcT0003595.4, h1SMcT0003595.1, h1SMcT0003595.2	Smp_196620.1
OG0004136	h1SMcT0002888.1	Smp_197690.1
OG0004137	h1SMcT0004884.3, h1SMcT0004884.5, h1SMcT0004884.1, h1SMcT0004884.4, h1SMcT0004884.2	Smp_071390.1
OG0004138	h1SMcT0002381.1, h1SMcT0002381.2	Smp_125520.1
OG0004139	h1SMcT0021505.1, h1SMcT0021505.3, h1SMcT0021505.2, h1SMcT0021505.5	Smp_012930.1
OG0004140	h1SMcT0021434.1	Smp_146120.1
OG0004141	h1SMcT0020642.1	Smp_129810.1
OG0004142	h1SMcT0008534.1	Smp_125640.1
OG0004143	h1SMcT0001278.1, h1SMcT0001278.5, h1SMcT0001278.2, h1SMcT0001278.3, h1SMcT0001278.4	Smp_341330.1
OG0004144	h1SMcT0020486.1	Smp_018940.1
OG0004145	h1SMcT0021283.1	Smp_070780.1
OG0004147	h1SMcT0020491.1, h1SMcT0015795.1, h1SMcT0015795.2	Smp_021750.1
OG0004148	h1SMcT0003285.1	Smp_335120.2, Smp_335120.3, Smp_335120.1
OG0004149	h1SMcT0018198.1, h1SMcT0000666.2, h1SMcT0000666.4, h1SMcT0000666.1, h1SMcT0000666.3	Smp_323380.1, Smp_337410.1
OG0004150	h1SMcT0005726.1, h1SMcT0005726.2	Smp_180380.1
OG0004151	h1SMcT0003434.1	Smp_032640.1
OG0004152	h1SMcT0012450.2, h1SMcT0012450.3	Smp_153490.1
OG0004153	h1SMcT0004551.1, h1SMcT0013227.1	Smp_180260.1, Smp_052630.1
OG0004154	h1SMcT0021691.1	Smp_091010.1
OG0004155	h1SMcT0001738.1	Smp_242140.1
OG0004156	h1SMcT0015705.1	Smp_138760.1
OG0004158	h1SMcT0008014.1, h1SMcT0008014.2	Smp_104680.1
OG0004159	h1SMcT0011302.1	Smp_115340.1
OG0004161	h1SMcT0002196.1	Smp_025100.1
OG0004162	h1SMcT0009646.1	Smp_166120.1
OG0004163	h1SMcT0022467.1, h1SMcT0022467.2, h1SMcT0022141.1, h1SMcT0004490.1, h1SMcT0004490.2, h1SMcT0004724.1, h1SMcT0018182.1, h1SMcT0018182.3, h1SMcT0018182.2	Smp_313210.1
OG0004164	h1SMcT0019491.1, h1SMcT0019491.3, h1SMcT0019491.2	Smp_305740.2, Smp_305740.1
OG0004165	h1SMcT0004357.3, h1SMcT0004357.2, h1SMcT0004357.4, h1SMcT0004357.5, h1SMcT0004357.1	Smp_332490.1
OG0004166	h1SMcT0017383.1, h1SMcT0017384.1, h1SMcT0017384.2	Smp_104790.1
OG0004168	h1SMcT0009288.1, h1SMcT0009288.2	Smp_300370.1, Smp_332780.1
OG0004169	h1SMcT0014049.1, h1SMcT0022705.1	Smp_006550.1
OG0004170	h1SMcT0022320.1	Smp_247540.1
OG0004171	h1SMcT0000824.1, h1SMcT0000824.2, h1SMcT0000824.3	Smp_169990.1
OG0004172	h1SMcT0004870.1, h1SMcT0000461.1, h1SMcT0000878.1, h1SMcT0000881.1	Smp_042270.1
OG0004174	h1SMcT0011112.1, h1SMcT0011112.2	Smp_002100.1
OG0004176	h1SMcT0019213.3	Smp_157750.1
OG0004179	h1SMcT0019841.1, h1SMcT0019837.1, h1SMcT0019842.1	Smp_247710.1
OG0004180	h1SMcT0013119.1	Smp_333600.1
OG0004181	h1SMcT0007241.1, h1SMcT0008425.1	Smp_026630.1, Smp_026630.2
OG0004182	h1SMcT0010556.1, h1SMcT0002074.1	Smp_169780.1
OG0004183	h1SMcT0001529.1	Smp_159620.1
OG0004184	h1SMcT0008713.1, h1SMcT0008713.2	Smp_131940.1
OG0004185	h1SMcT0010715.1	Smp_180590.1
OG0004186	h1SMcT0008572.1, h1SMcT0008572.2	Smp_331490.1
OG0004187	h1SMcT0008601.1, h1SMcT0013831.1, h1SMcT0013831.3, h1SMcT0013831.2	Smp_156390.1, Smp_156390.2
OG0004190	h1SMcT0017167.3, h1SMcT0017167.1, h1SMcT0017167.2	Smp_342330.1
OG0004191	h1SMcT0020510.1	Smp_015090.1
OG0004192	h1SMcT0006318.1	Smp_084090.1
OG0004193	h1SMcT0006836.1	Smp_129230.1
OG0004194	h1SMcT0010382.1, h1SMcT0010382.2, h1SMcT0010382.3	Smp_020450.1, Smp_020450.2
OG0004195	h1SMcT0004452.1, h1SMcT0004452.2	Smp_130450.1
OG0004196	h1SMcT0000893.1, h1SMcT0000893.2	Smp_136150.1
OG0004198	h1SMcT0000564.1, h1SMcT0000564.2, h1SMcT0000565.1, h1SMcT0000565.2	Smp_198800.1, Smp_198800.2
OG0004199	h1SMcT0010078.1	Smp_242670.1
OG0004200	h1SMcT0018956.1, h1SMcT0018957.1	Smp_151060.1
OG0004201	h1SMcT0020693.4, h1SMcT0020693.1, h1SMcT0020693.2, h1SMcT0020693.3	Smp_347380.1
OG0004202	h1SMcT0007724.1	Smp_051280.1
OG0004203	h1SMcT0005161.1, h1SMcT0005162.1, h1SMcT0005162.2, h1SMcT0005162.3, h1SMcT0005162.4	Smp_340190.1
OG0004205	h1SMcT0015239.1, h1SMcT0015239.2, h1SMcT0015239.3	Smp_024380.1
OG0004206	h1SMcT0007762.1	Smp_141440.1
OG0004207	h1SMcT0002449.1	Smp_307600.1
OG0004208	h1SMcT0004611.1, h1SMcT0009618.1	Smp_346790.1
OG0004209	h1SMcT0012342.1, h1SMcT0012342.2	Smp_131230.1
OG0004210	h1SMcT0002418.2, h1SMcT0002418.6	Smp_133110.1
OG0004212	h1SMcT0002695.2, h1SMcT0002695.3, h1SMcT0002695.1, h1SMcT0002695.4, h1SMcT0002695.5	Smp_154870.1
OG0004213	h1SMcT0001410.1	Smp_134020.1
OG0004214	h1SMcT0013600.1	Smp_006340.1
OG0004215	h1SMcT0003601.1	Smp_031950.1
OG0004216	h1SMcT0021332.1, h1SMcT0004695.1, h1SMcT0004695.2, h1SMcT0004695.3	Smp_247220.1
OG0004217	h1SMcT0016701.1, h1SMcT0016701.2	Smp_144660.1
OG0004218	h1SMcT0019276.1	Smp_174300.1, Smp_318660.1, Smp_318660.2
OG0004219	h1SMcT0003249.1, h1SMcT0003249.2	Smp_026320.1
OG0004220	h1SMcT0009562.1, h1SMcT0009562.2, h1SMcT0009562.3, h1SMcT0009562.4	Smp_304380.1
OG0004221	h1SMcT0010288.1	Smp_086910.1
OG0004222	h1SMcT0008223.1	Smp_004480.1, Smp_004480.2
OG0004224	h1SMcT0010497.1, h1SMcT0010497.2, h1SMcT0010497.3	Smp_129120.1
OG0004225	h1SMcT0006110.1	Smp_311050.1
OG0004226	h1SMcT0008747.1	Smp_055400.1
OG0004227	h1SMcT0008766.1	Smp_157160.1
OG0004228	h1SMcT0022454.1, h1SMcT0013327.1, h1SMcT0013326.3, h1SMcT0013326.4	Smp_181230.1
OG0004229	h1SMcT0004961.2, h1SMcT0004961.1, h1SMcT0004961.3	Smp_162040.1
OG0004230	h1SMcT0014941.1	Smp_344510.1
OG0004231	h1SMcT0010923.1, h1SMcT0010923.2	Smp_312990.1
OG0004232	h1SMcT0022386.1, h1SMcT0022386.2, h1SMcT0002127.1, h1SMcT0013225.1	Smp_327970.1
OG0004233	h1SMcT0017061.1	Smp_337550.1
OG0004234	h1SMcT0022614.4	Smp_001030.1
OG0004235	h1SMcT0004117.1	Smp_078920.1
OG0004236	h1SMcT0008264.1, h1SMcT0008264.3, h1SMcT0008264.2, h1SMcT0008264.5	Smp_142780.1
OG0004237	h1SMcT0004837.1, h1SMcT0004837.2	Smp_163880.1
OG0004238	h1SMcT0014445.1, h1SMcT0022834.1	Smp_316180.1
OG0004239	h1SMcT0008887.1	Smp_332900.1
OG0004242	h1SMcT0004080.3, h1SMcT0004080.1, h1SMcT0004080.2, h1SMcT0004080.4	Smp_199100.1
OG0004243	h1SMcT0015610.1	Smp_105020.1
OG0004244	h1SMcT0018115.1	Smp_314500.1
OG0004245	h1SMcT0013507.1	Smp_179350.1
OG0004246	h1SMcT0004788.1, h1SMcT0004788.2	Smp_162000.1
OG0004250	h1SMcT0016776.1	Smp_127870.1, Smp_127870.2
OG0004253	h1SMcT0010205.3	Smp_149430.1
OG0004255	h1SMcT0016649.1, h1SMcT0016649.2	Smp_028140.1
OG0004256	h1SMcT0017929.1, h1SMcT0017929.2	Smp_135890.1
OG0004257	h1SMcT0021229.1	Smp_123530.1
OG0004258	h1SMcT0007069.1, h1SMcT0007069.2	Smp_082800.1
OG0004259	h1SMcT0017506.2	Smp_163930.1
OG0004260	h1SMcT0015266.1	Smp_031710.1
OG0004261	h1SMcT0003571.1	Smp_139360.1, Smp_139360.2
OG0004263	h1SMcT0002456.1, h1SMcT0002456.2, h1SMcT0002456.3	Smp_123710.1
OG0004265	h1SMcT0018480.1, h1SMcT0018480.2	Smp_341100.1
OG0004266	h1SMcT0003738.1, h1SMcT0001772.1, h1SMcT0001772.2, h1SMcT0001772.3	Smp_342260.1, Smp_342260.2
OG0004267	h1SMcT0001370.1, h1SMcT0001370.2	Smp_124020.1
OG0004270	h1SMcT0002335.1, h1SMcT0014957.2	Smp_340090.1
OG0004271	h1SMcT0001629.1, h1SMcT0002635.1	Smp_045650.1
OG0004272	h1SMcT0001771.1, h1SMcT0001771.2	Smp_344190.1
OG0004274	h1SMcT0019869.1	Smp_146340.1
OG0004275	h1SMcT0005420.1, h1SMcT0005420.2	Smp_023940.1, Smp_023940.2
OG0004276	h1SMcT0014666.1	Smp_139720.1
OG0004277	h1SMcT0016441.1	Smp_214170.1, Smp_214170.3, Smp_214170.2
OG0004278	h1SMcT0020653.1, h1SMcT0020653.2	Smp_212230.1
OG0004280	h1SMcT0003269.5, h1SMcT0003269.3, h1SMcT0003269.2, h1SMcT0003269.4	Smp_056860.1
OG0004281	h1SMcT0009860.1	Smp_041830.1
OG0004282	h1SMcT0001068.1, h1SMcT0001068.2	Smp_133370.1
OG0004283	h1SMcT0002314.1	Smp_148130.1
OG0004284	h1SMcT0016149.1, h1SMcT0016149.4, h1SMcT0016149.3, h1SMcT0016149.5, h1SMcT0016149.6, h1SMcT0016149.2	Smp_170380.1
OG0004286	h1SMcT0006854.1	Smp_065150.1
OG0004287	h1SMcT0010202.3, h1SMcT0010202.1, h1SMcT0010202.2	Smp_135100.1
OG0004289	h1SMcT0016232.1	Smp_247240.1
OG0004290	h1SMcT0017743.3, h1SMcT0017743.2, h1SMcT0017743.4, h1SMcT0017743.5, h1SMcT0017743.1	Smp_074870.1
OG0004291	h1SMcT0022166.1	Smp_319100.1, Smp_319100.2
OG0004292	h1SMcT0021662.1	Smp_319110.1
OG0004294	h1SMcT0017641.1	Smp_213080.1
OG0004296	h1SMcT0009558.1	Smp_135350.1
OG0004298	h1SMcT0018026.1, h1SMcT0018026.2	Smp_211270.1
OG0004299	h1SMcT0018508.1	Smp_214350.1
OG0004300	h1SMcT0007795.1	Smp_140610.1
OG0004301	h1SMcT0008542.1	Smp_074700.2, Smp_074700.1
OG0004302	h1SMcT0010719.3, h1SMcT0010719.1, h1SMcT0010719.2	Smp_135480.1
OG0004304	h1SMcT0012079.1	Smp_075470.1
OG0004305	h1SMcT0019863.1	Smp_028060.1
OG0004306	h1SMcT0007885.1	Smp_012750.1, Smp_012750.2
OG0004307	h1SMcT0010341.3, h1SMcT0010341.1, h1SMcT0010341.2	Smp_246160.1
OG0004308	h1SMcT0015258.4	Smp_151480.1
OG0004309	h1SMcT0017564.1	Smp_126470.1
OG0004310	h1SMcT0000014.1, h1SMcT0000014.2	Smp_021290.1
OG0004311	h1SMcT0014339.1, h1SMcT0014339.2	Smp_303350.1, Smp_323350.1, Smp_323330.1, Smp_323360.1
OG0004312	h1SMcT0003043.1, h1SMcT0011323.1	Smp_059820.1
OG0004313	h1SMcT0015613.1	Smp_043200.1
OG0004314	h1SMcT0001154.1	Smp_342400.1
OG0004315	h1SMcT0005391.1	Smp_046550.1
OG0004317	h1SMcT0019730.1, h1SMcT0019730.2	Smp_210950.1, Smp_322500.1
OG0004318	h1SMcT0009980.1, h1SMcT0009980.2, h1SMcT0010405.1, h1SMcT0010405.3, h1SMcT0010405.4, h1SMcT0010405.2	Smp_210900.1, Smp_210900.2
OG0004320	h1SMcT0010474.1	Smp_171370.1
OG0004321	h1SMcT0016417.7, h1SMcT0016417.2, h1SMcT0016417.5, h1SMcT0016417.1, h1SMcT0016417.3, h1SMcT0016417.4	Smp_053140.1
OG0004322	h1SMcT0019017.1	Smp_175430.1
OG0004323	h1SMcT0019143.1	Smp_047090.1
OG0004324	h1SMcT0005340.1, h1SMcT0005340.2, h1SMcT0005340.3, h1SMcT0005340.4	Smp_157080.1
OG0004325	h1SMcT0003240.1, h1SMcT0003240.2	Smp_210680.1
OG0004327	h1SMcT0014232.1, h1SMcT0003815.1, h1SMcT0003815.2	Smp_028930.1, Smp_028930.2
OG0004328	h1SMcT0021816.1, h1SMcT0001054.1, h1SMcT0002377.1, h1SMcT0012613.1, h1SMcT0012613.2, h1SMcT0012613.3	Smp_127310.1
OG0004329	h1SMcT0003839.3, h1SMcT0003839.5, h1SMcT0003839.6, h1SMcT0003839.7, h1SMcT0003839.2, h1SMcT0003839.1, h1SMcT0003839.4	Smp_179650.1
OG0004330	h1SMcT0006699.1	Smp_009520.1
OG0004331	h1SMcT0000770.1	Smp_335210.1
OG0004332	h1SMcT0006581.3, h1SMcT0006581.1, h1SMcT0006581.4, h1SMcT0006581.2	Smp_144360.1
OG0004333	h1SMcT0007954.1	Smp_062640.1
OG0004334	h1SMcT0011456.1	Smp_068760.1
OG0004335	h1SMcT0014570.1	Smp_053510.1
OG0004336	h1SMcT0013686.1, h1SMcT0016125.1	Smp_248180.1
OG0004337	h1SMcT0010990.1, h1SMcT0013048.1	Smp_164190.1
OG0004338	h1SMcT0007215.1	Smp_059540.1
OG0004341	h1SMcT0012164.1, h1SMcT0012164.2	Smp_040610.1
OG0004342	h1SMcT0015401.1	Smp_026820.1
OG0004343	h1SMcT0007451.1, h1SMcT0007451.2	Smp_314310.1
OG0004344	h1SMcT0003938.1	Smp_083450.1
OG0004345	h1SMcT0014169.1	Smp_098890.1, Smp_098890.2
OG0004349	h1SMcT0014128.1	Smp_130630.3, Smp_130630.1, Smp_130630.2
OG0004357	h1SMcT0002370.1, h1SMcT0002370.3, h1SMcT0002370.2	Smp_160880.1
OG0004367	h1SMcT0003985.2, h1SMcT0003985.1, h1SMcT0003985.3	Smp_177020.1
OG0004368	h1SMcT0006372.1	Smp_065890.1
OG0004369	h1SMcT0014386.1	Smp_154600.1
OG0004370	h1SMcT0013239.1	Smp_130470.1, Smp_130470.2
OG0004373	h1SMcT0020949.1	Smp_038700.1
OG0004374	h1SMcT0014495.1, h1SMcT0002164.1, h1SMcT0011135.1, h1SMcT0022293.1, h1SMcT0022293.2, h1SMcT0007121.1, h1SMcT0008791.1, h1SMcT0015766.1	Smp_245580.1
OG0004375	h1SMcT0004428.1	Smp_196400.1
OG0004377	h1SMcT0022381.1, h1SMcT0022381.2	Smp_341930.1
OG0004378	h1SMcT0009877.1, h1SMcT0009877.2	Smp_341300.2, Smp_341300.1
OG0004379	h1SMcT0010834.1	Smp_056780.1
OG0004381	h1SMcT0002578.1, h1SMcT0002578.2, h1SMcT0008946.2, h1SMcT0011161.1, h1SMcT0011161.2	Smp_162760.1
OG0004382	h1SMcT0001010.1, h1SMcT0001010.2	Smp_061680.1
OG0004383	h1SMcT0015001.1, h1SMcT0015001.2	Smp_168350.1, Smp_010160.1
OG0004384	h1SMcT0009675.1	Smp_337220.1
OG0004385	h1SMcT0010707.1	Smp_093310.1
OG0004386	h1SMcT0015907.1, h1SMcT0016696.1	Smp_332270.1
OG0004388	h1SMcT0011723.2	Smp_061500.1, Smp_037930.1
OG0004391	h1SMcT0007322.3, h1SMcT0007322.1, h1SMcT0007322.2	Smp_008320.1
OG0004392	h1SMcT0007317.1	Smp_035410.1
OG0004394	h1SMcT0009211.1	Smp_103470.1
OG0004395	h1SMcT0016618.1, h1SMcT0016618.2	Smp_145680.1
OG0004397	h1SMcT0001506.1, h1SMcT0015410.1	Smp_103710.1
OG0004398	h1SMcT0017634.3, h1SMcT0019964.2	Smp_143220.1
OG0004399	h1SMcT0014712.1	Smp_152390.1
OG0004400	h1SMcT0021039.1, h1SMcT0020877.1, h1SMcT0020877.3, h1SMcT0020877.2, h1SMcT0020877.4	Smp_147070.1
OG0004401	h1SMcT0022161.1, h1SMcT0005098.1, h1SMcT0005098.2, h1SMcT0005098.3	Smp_163590.1, Smp_163590.2, Smp_076930.1, Smp_163590.3
OG0004402	h1SMcT0001176.1	Smp_337040.1
OG0004403	h1SMcT0014159.1, h1SMcT0001396.1, h1SMcT0001396.3, h1SMcT0001396.2	Smp_147790.1
OG0004404	h1SMcT0005113.3, h1SMcT0005113.1, h1SMcT0005113.2	Smp_245670.1
OG0004405	h1SMcT0007720.1, h1SMcT0021279.1, h1SMcT0021279.2	Smp_032280.1
OG0004406	h1SMcT0013997.1	Smp_006710.1
OG0004407	h1SMcT0017827.1, h1SMcT0004198.1, h1SMcT0004198.2, h1SMcT0004198.3, h1SMcT0007039.1, h1SMcT0009542.1, h1SMcT0013379.1	Smp_132730.1
OG0004408	h1SMcT0003207.2, h1SMcT0015816.1, h1SMcT0017363.1	Smp_344760.1
OG0004409	h1SMcT0000710.1	Smp_019130.1
OG0004410	h1SMcT0014056.1, h1SMcT0022710.1	Smp_127740.1
OG0004411	h1SMcT0014835.1, h1SMcT0014835.2	Smp_151380.1
OG0004412	h1SMcT0014769.1	Smp_013870.1
OG0004414	h1SMcT0004440.1, h1SMcT0004440.2	Smp_171460.1
OG0004415	h1SMcT0010325.3, h1SMcT0010325.5, h1SMcT0010325.4, h1SMcT0010325.1, h1SMcT0010325.2, h1SMcT0015417.1, h1SMcT0015417.3, h1SMcT0015417.2	Smp_343960.1
OG0004418	h1SMcT0010985.1, h1SMcT0012028.1, h1SMcT0012029.1, h1SMcT0012034.1, h1SMcT0012030.1, h1SMcT0012033.1, h1SMcT0013360.1	Smp_319810.1
OG0004419	h1SMcT0017349.1	Smp_242830.1
OG0004421	h1SMcT0015677.1	Smp_004160.1
OG0004422	h1SMcT0016655.1, h1SMcT0012098.1, h1SMcT0012098.2	Smp_057650.1
OG0004424	h1SMcT0010015.1, h1SMcT0010015.2	Smp_181270.1
OG0004425	h1SMcT0015913.1	Smp_300490.1
OG0004428	h1SMcT0005395.1, h1SMcT0020880.1	Smp_131450.1, Smp_027610.1
OG0004429	h1SMcT0008268.1, h1SMcT0006641.1, h1SMcT0006641.2, h1SMcT0002256.3, h1SMcT0002256.1, h1SMcT0002256.2, h1SMcT0015088.1, h1SMcT0001757.3, h1SMcT0001757.1, h1SMcT0001757.2	Smp_121660.1
OG0004430	h1SMcT0020744.1	Smp_317760.1
OG0004431	h1SMcT0001005.1, h1SMcT0001005.2	Smp_052640.1
OG0004432	h1SMcT0013299.1, h1SMcT0016221.3, h1SMcT0016221.1, h1SMcT0016221.2, h1SMcT0010495.1, h1SMcT0014987.1	Smp_031680.1
OG0004433	h1SMcT0013719.1, h1SMcT0013719.3	Smp_126450.1
OG0004434	h1SMcT0004374.1	Smp_041050.1
OG0004435	h1SMcT0011606.1, h1SMcT0003407.1, h1SMcT0016703.1	Smp_139200.1
OG0004436	h1SMcT0021312.1, h1SMcT0021312.2	Smp_168170.1
OG0004437	h1SMcT0006714.1, h1SMcT0005958.2, h1SMcT0005958.1, h1SMcT0005958.3, h1SMcT0005958.4	Smp_093630.1
OG0004438	h1SMcT0003186.1	Smp_213960.1
OG0004440	h1SMcT0013376.1	Smp_073500.1
OG0004441	h1SMcT0007578.1, h1SMcT0007585.1, h1SMcT0007585.2, h1SMcT0007585.4, h1SMcT0007585.3, h1SMcT0007585.6, h1SMcT0007585.5	Smp_244650.1
OG0004442	h1SMcT0002889.3, h1SMcT0002889.1, h1SMcT0002889.2	Smp_000640.1
OG0004443	h1SMcT0001633.1, h1SMcT0001633.2, h1SMcT0001632.3, h1SMcT0001632.2, h1SMcT0001632.1	Smp_028120.1
OG0004444	h1SMcT0020600.1, h1SMcT0020600.3, h1SMcT0020600.2	Smp_157300.1
OG0004445	h1SMcT0002294.1, h1SMcT0002293.1, h1SMcT0002293.2	Smp_157290.1
OG0004446	h1SMcT0008743.1, h1SMcT0012553.1, h1SMcT0012553.2	Smp_304720.1
OG0004447	h1SMcT0020951.1, h1SMcT0020951.2	Smp_036130.1
OG0004448	h1SMcT0009943.1, h1SMcT0009943.2, h1SMcT0009943.3, h1SMcT0009943.4, h1SMcT0009943.5	Smp_212180.1
OG0004449	h1SMcT0002341.1, h1SMcT0018298.1, h1SMcT0018298.2	Smp_033930.1
