Orthogroup	schmidtea_mediterranea	opisthorchis_viverrini
OG0003004	h1SMcT0022793.1, h1SMcT0021479.3, h1SMcT0021479.4, h1SMcT0021479.1, h1SMcT0021479.2, h1SMcT0022793.2	T265_02782
OG0003006	h1SMcT0014506.1	T265_10485
OG0003007	h1SMcT0015078.1	T265_14668
OG0003009	h1SMcT0001412.1, h1SMcT0001412.2, h1SMcT0001412.3	T265_04390
OG0003010	h1SMcT0021914.1, h1SMcT0021914.2, h1SMcT0021327.3, h1SMcT0021327.5, h1SMcT0021327.4, h1SMcT0021327.6	T265_13842
OG0003011	h1SMcT0010357.1	T265_07456
OG0003012	h1SMcT0018119.1	T265_02531
OG0003014	h1SMcT0005268.1	T265_14360
OG0003015	h1SMcT0019089.2, h1SMcT0019089.1, h1SMcT0019089.3	T265_04992
OG0003016	h1SMcT0006828.1, h1SMcT0006828.2, h1SMcT0006828.3, h1SMcT0006828.4	T265_08197
OG0003017	h1SMcT0006801.1, h1SMcT0007267.1	T265_02207
OG0003018	h1SMcT0016671.1, h1SMcT0016671.2	T265_05229, T265_13729, T265_16104
OG0003019	h1SMcT0004932.4, h1SMcT0004932.3, h1SMcT0004932.2, h1SMcT0004932.1	T265_00834
OG0003021	h1SMcT0002696.1, h1SMcT0002696.2	T265_11800
OG0003023	h1SMcT0005078.1, h1SMcT0005078.2	T265_04962, T265_12395
OG0003024	h1SMcT0020338.1	T265_08219
OG0003028	h1SMcT0020044.1	T265_14740
OG0003029	h1SMcT0015062.1	T265_07912
OG0003030	h1SMcT0001941.1, h1SMcT0001941.2	T265_14667
OG0003031	h1SMcT0014296.1, h1SMcT0014296.2	T265_03339
OG0003032	h1SMcT0005960.1, h1SMcT0005892.1, h1SMcT0005892.2	T265_09883
OG0003033	h1SMcT0011480.1, h1SMcT0011480.3, h1SMcT0011480.2	T265_00067
OG0003034	h1SMcT0011192.1	T265_13931
OG0003036	h1SMcT0012716.1	T265_13241
OG0003037	h1SMcT0006277.1, h1SMcT0006277.2	T265_08191
OG0003038	h1SMcT0020116.1	T265_01298
OG0003039	h1SMcT0011776.1, h1SMcT0011776.2	T265_12554
OG0003041	h1SMcT0021330.1	T265_00719
OG0003043	h1SMcT0001787.1	T265_02896
OG0003044	h1SMcT0017159.2, h1SMcT0017159.4, h1SMcT0017159.1, h1SMcT0017159.3	T265_01567
OG0003045	h1SMcT0002072.1, h1SMcT0002072.2, h1SMcT0002072.3, h1SMcT0002072.4	T265_05095
OG0003046	h1SMcT0000855.1	T265_05093
OG0003047	h1SMcT0007558.1, h1SMcT0007558.2	T265_13450
OG0003048	h1SMcT0011197.1, h1SMcT0011197.2	T265_01218, T265_09411
OG0003049	h1SMcT0020453.1, h1SMcT0016153.1, h1SMcT0016153.2	T265_01217
OG0003050	h1SMcT0005152.5, h1SMcT0005152.3, h1SMcT0005152.1, h1SMcT0005152.4, h1SMcT0005152.2	T265_04271, T265_04273
OG0003051	h1SMcT0007990.2, h1SMcT0007990.5, h1SMcT0007990.3, h1SMcT0007990.1, h1SMcT0007990.4, h1SMcT0007990.7, h1SMcT0007990.6	T265_09098
OG0003052	h1SMcT0016002.1, h1SMcT0016002.2, h1SMcT0016002.3	T265_11750
OG0003053	h1SMcT0016931.1, h1SMcT0016931.2, h1SMcT0016931.3	T265_03747
OG0003054	h1SMcT0018675.1, h1SMcT0004016.1, h1SMcT0004016.2, h1SMcT0004016.4, h1SMcT0004016.3, h1SMcT0006537.1, h1SMcT0020138.1	T265_03119
OG0003055	h1SMcT0019134.1	T265_09217
OG0003056	h1SMcT0003979.1	T265_07027
OG0003058	h1SMcT0003333.1, h1SMcT0003333.2	T265_03889
OG0003059	h1SMcT0008347.1, h1SMcT0008347.4, h1SMcT0008347.3, h1SMcT0008347.2	T265_01103, T265_11098, T265_12033
OG0003060	h1SMcT0011744.1, h1SMcT0011744.2, h1SMcT0011744.5, h1SMcT0011744.6, h1SMcT0011744.3, h1SMcT0011744.4	T265_13466
OG0003062	h1SMcT0013915.1	T265_07364
OG0003063	h1SMcT0012821.1, h1SMcT0012821.2, h1SMcT0012805.1, h1SMcT0012806.1	T265_15517
OG0003064	h1SMcT0008163.1	T265_01571
OG0003065	h1SMcT0000333.1	T265_12659
OG0003066	h1SMcT0011449.1, h1SMcT0011449.2	T265_04405
OG0003067	h1SMcT0005008.1	T265_01085
OG0003068	h1SMcT0022311.1, h1SMcT0022311.3, h1SMcT0022311.2	T265_11773
OG0003072	h1SMcT0001100.1, h1SMcT0001100.2, h1SMcT0001100.4, h1SMcT0001100.3, h1SMcT0019338.1, h1SMcT0019338.2, h1SMcT0004692.1, h1SMcT0004692.4, h1SMcT0004692.2, h1SMcT0004692.3	T265_11500
OG0003073	h1SMcT0011150.1, h1SMcT0015836.1, h1SMcT0015836.2, h1SMcT0015836.4, h1SMcT0015836.3, h1SMcT0015837.1, h1SMcT0015837.3, h1SMcT0015837.2, h1SMcT0015841.2, h1SMcT0015841.1, h1SMcT0015841.3, h1SMcT0015841.4, h1SMcT0012715.3, h1SMcT0012715.2, h1SMcT0012715.1, h1SMcT0001252.1	T265_12790
OG0003074	h1SMcT0004065.1	T265_14915
OG0003076	h1SMcT0015937.1, h1SMcT0015937.7, h1SMcT0015937.6, h1SMcT0015937.2, h1SMcT0015937.3, h1SMcT0015937.4, h1SMcT0015937.5	T265_10794, T265_16094
OG0003080	h1SMcT0008762.1, h1SMcT0008762.2, h1SMcT0008762.5, h1SMcT0008762.3, h1SMcT0008762.4	T265_07755
OG0003081	h1SMcT0017491.1	T265_03078
OG0003082	h1SMcT0016152.1	T265_11379
OG0003083	h1SMcT0003189.1, h1SMcT0003189.2	T265_14683
OG0003087	h1SMcT0005969.1	T265_13427
OG0003087	h1SMcT0013897.1, h1SMcT0013897.2, h1SMcT0006048.1, h1SMcT0011537.3, h1SMcT0011537.2, h1SMcT0011537.1, h1SMcT0004969.1, h1SMcT0004969.2, h1SMcT0004969.3, h1SMcT0014223.1	T265_08143
OG0003089	h1SMcT0013279.2, h1SMcT0013279.1, h1SMcT0013268.1, h1SMcT0013268.2, h1SMcT0013281.1	T265_11951
OG0003107	h1SMcT0015377.1	T265_05277
OG0003108	h1SMcT0015502.1	T265_06555
OG0003109	h1SMcT0008651.1	T265_13791
OG0003110	h1SMcT0012449.1, h1SMcT0012449.2	T265_04583, T265_04581
OG0003111	h1SMcT0011575.1	T265_01222
OG0003112	h1SMcT0009040.1, h1SMcT0018311.1, h1SMcT0018311.2, h1SMcT0018311.3	T265_03161
OG0003114	h1SMcT0005694.2, h1SMcT0005694.4, h1SMcT0005694.3, h1SMcT0005694.1, h1SMcT0005694.5, h1SMcT0005694.6	T265_04310
OG0003115	h1SMcT0000128.5, h1SMcT0000128.2, h1SMcT0000128.3, h1SMcT0000128.1, h1SMcT0000128.4	T265_12647
OG0003116	h1SMcT0014809.1	T265_06786, T265_16161
OG0003121	h1SMcT0012547.1, h1SMcT0012547.2	T265_03332
OG0003124	h1SMcT0007756.1, h1SMcT0007756.2	T265_09973
OG0003125	h1SMcT0016907.1, h1SMcT0016907.2	T265_01989
OG0003127	h1SMcT0015110.1, h1SMcT0019913.1	T265_00393
OG0003128	h1SMcT0018724.1	T265_12835
OG0003129	h1SMcT0002450.1, h1SMcT0002450.2	T265_00252
OG0003131	h1SMcT0000664.1	T265_16261, T265_12645
OG0003133	h1SMcT0020070.1, h1SMcT0020070.2	T265_15587
OG0003136	h1SMcT0004061.1, h1SMcT0004061.2	T265_01565
OG0003137	h1SMcT0019913.6, h1SMcT0019913.5, h1SMcT0019913.2, h1SMcT0019913.3, h1SMcT0019913.4	T265_13566
OG0003138	h1SMcT0011089.1	T265_01867, T265_12886
OG0003140	h1SMcT0003323.2, h1SMcT0004572.1, h1SMcT0006058.1	T265_10611
OG0003142	h1SMcT0018040.1	T265_13088, T265_12449
OG0003145	h1SMcT0010125.1, h1SMcT0010125.2, h1SMcT0010125.3	T265_10158, T265_10168, T265_16083
OG0003146	h1SMcT0018833.1, h1SMcT0018833.2, h1SMcT0000047.1, h1SMcT0000047.2	T265_00190
OG0003147	h1SMcT0013401.2, h1SMcT0013401.1, h1SMcT0013401.3, h1SMcT0005526.1, h1SMcT0005526.2, h1SMcT0005526.3	T265_04879
OG0003148	h1SMcT0016375.1, h1SMcT0006773.1, h1SMcT0006773.2, h1SMcT0006774.1, h1SMcT0007556.1, h1SMcT0007556.2, h1SMcT0007556.3, h1SMcT0007556.4, h1SMcT0007556.5, h1SMcT0007556.6, h1SMcT0007556.7, h1SMcT0002187.1, h1SMcT0013644.1	T265_05214
OG0003149	h1SMcT0022070.1	T265_14469
OG0003150	h1SMcT0005154.1	T265_03278
OG0003151	h1SMcT0009477.1, h1SMcT0009477.2	T265_13108
OG0003152	h1SMcT0002448.1	T265_13663, T265_16373, T265_07971, T265_16076
OG0003153	h1SMcT0009249.1	T265_11495
OG0003155	h1SMcT0018245.1, h1SMcT0018245.2	T265_07187
OG0003157	h1SMcT0015519.1	T265_07210
OG0003158	h1SMcT0022543.1	T265_03832
OG0003159	h1SMcT0000896.1	T265_10689
OG0003160	h1SMcT0017909.1, h1SMcT0017909.2	T265_03695
OG0003164	h1SMcT0022123.1, h1SMcT0022123.2, h1SMcT0022123.3, h1SMcT0022123.4, h1SMcT0022123.5	T265_07313
OG0003167	h1SMcT0019950.1, h1SMcT0019950.2, h1SMcT0019950.3	T265_04823, T265_15925
OG0003168	h1SMcT0014216.1	T265_00599
OG0003169	h1SMcT0013822.1, h1SMcT0013822.2	T265_10047
OG0003170	h1SMcT0020859.1	T265_09151
OG0003171	h1SMcT0003722.1, h1SMcT0003722.2	T265_14761, T265_14762
OG0003172	h1SMcT0008462.1, h1SMcT0008462.2, h1SMcT0008462.3, h1SMcT0008462.4, h1SMcT0010776.1, h1SMcT0010776.2	T265_12118, T265_11052
OG0003174	h1SMcT0007581.1, h1SMcT0007581.2, h1SMcT0007581.3	T265_08480
OG0003175	h1SMcT0015496.1, h1SMcT0015496.2	T265_16305, T265_12278, T265_09707, T265_16168
OG0003176	h1SMcT0021985.1	T265_13135
OG0003178	h1SMcT0022104.1	T265_10413, T265_10411, T265_15781, T265_15620, T265_16328
OG0003179	h1SMcT0004843.1, h1SMcT0004843.2	T265_01970
OG0003180	h1SMcT0007124.6, h1SMcT0007124.7	T265_15379
OG0003181	h1SMcT0011279.1	T265_12891
OG0003182	h1SMcT0000868.1	T265_10341
OG0003184	h1SMcT0000641.1, h1SMcT0000641.2, h1SMcT0014905.1	T265_03526
OG0003185	h1SMcT0016184.1, h1SMcT0016184.3, h1SMcT0016184.2	T265_15307
OG0003187	h1SMcT0008113.1	T265_00780
OG0003188	h1SMcT0017318.1	T265_07818
OG0003189	h1SMcT0020507.5, h1SMcT0020507.3, h1SMcT0020507.4	T265_01242
OG0003191	h1SMcT0019331.1, h1SMcT0019331.2	T265_13899
OG0003192	h1SMcT0012195.3, h1SMcT0012195.4, h1SMcT0012195.6, h1SMcT0012195.7, h1SMcT0012195.8, h1SMcT0012195.1, h1SMcT0012195.2, h1SMcT0012195.9, h1SMcT0012195.5	T265_08136
OG0003193	h1SMcT0008180.1, h1SMcT0008180.2, h1SMcT0008180.3, h1SMcT0021063.1, h1SMcT0021085.1, h1SMcT0021085.2, h1SMcT0021085.3, h1SMcT0021397.1, h1SMcT0021397.2, h1SMcT0006457.1, h1SMcT0006457.2	T265_05017
OG0003194	h1SMcT0005218.1	T265_03962
OG0003195	h1SMcT0008802.1, h1SMcT0008802.2	T265_15661
OG0003196	h1SMcT0016546.1, h1SMcT0016546.2, h1SMcT0002390.1, h1SMcT0002390.2, h1SMcT0002390.3	T265_01121
OG0003197	h1SMcT0008434.1, h1SMcT0008434.2	T265_14545
OG0003199	h1SMcT0012625.2, h1SMcT0012625.1, h1SMcT0012625.3	T265_08967
OG0003201	h1SMcT0013974.1	T265_10050
OG0003203	h1SMcT0022140.1, h1SMcT0022140.3, h1SMcT0022140.5, h1SMcT0022140.7, h1SMcT0022140.2, h1SMcT0022140.4, h1SMcT0022140.6, h1SMcT0000481.1	T265_08385
OG0003205	h1SMcT0007886.1	T265_14205
OG0003206	h1SMcT0003099.1	T265_06903
OG0003207	h1SMcT0003114.1, h1SMcT0003114.2	T265_00236
OG0003208	h1SMcT0007447.1, h1SMcT0022769.1	T265_12719, T265_01116, T265_02116
OG0003209	h1SMcT0015578.1, h1SMcT0015578.2	T265_04035
OG0003210	h1SMcT0010700.1, h1SMcT0010700.2	T265_15007, T265_15334
OG0003211	h1SMcT0010088.1, h1SMcT0010088.2, h1SMcT0010092.4, h1SMcT0010092.1, h1SMcT0010092.3, h1SMcT0010091.1, h1SMcT0010091.3, h1SMcT0010091.2	T265_11261, T265_15387
OG0003212	h1SMcT0008560.1, h1SMcT0008560.2, h1SMcT0008560.3	T265_00230
OG0003213	h1SMcT0018521.1, h1SMcT0018521.2, h1SMcT0018521.3	T265_10936
OG0003214	h1SMcT0016576.1, h1SMcT0016576.2	T265_02512
OG0003215	h1SMcT0017814.1, h1SMcT0017814.2	T265_11178, T265_11179
OG0003217	h1SMcT0009783.1	T265_02011
OG0003218	h1SMcT0018270.1	T265_08129
OG0003222	h1SMcT0013691.1	T265_15508
OG0003223	h1SMcT0001134.1	T265_07346
OG0003224	h1SMcT0015164.1, h1SMcT0001803.1, h1SMcT0001803.2	T265_01519
OG0003226	h1SMcT0021847.1, h1SMcT0022103.1	T265_04588, T265_06369
OG0003227	h1SMcT0001291.1, h1SMcT0001291.2	T265_15188
OG0003229	h1SMcT0002408.1	T265_01945
OG0003230	h1SMcT0003929.1, h1SMcT0003929.2	T265_03970
OG0003232	h1SMcT0008345.1, h1SMcT0008345.2, h1SMcT0008345.3, h1SMcT0008345.5, h1SMcT0008345.4	T265_11465
OG0003233	h1SMcT0020211.1, h1SMcT0020211.2	T265_15043
OG0003234	h1SMcT0018532.1, h1SMcT0018532.2, h1SMcT0018532.3	T265_08452
OG0003235	h1SMcT0008953.1	T265_03407
OG0003238	h1SMcT0005250.1, h1SMcT0005250.3, h1SMcT0005250.2, h1SMcT0016407.1	T265_00665
OG0003239	h1SMcT0019186.1	T265_05841, T265_11592
OG0003240	h1SMcT0005478.1, h1SMcT0005478.2	T265_09874
OG0003241	h1SMcT0015281.1, h1SMcT0015339.1	T265_08313
OG0003242	h1SMcT0017993.1	T265_08090, T265_12218
OG0003243	h1SMcT0010200.5, h1SMcT0010200.7	T265_01389
OG0003244	h1SMcT0000145.1, h1SMcT0000145.2	T265_14655, T265_08741
OG0003245	h1SMcT0001501.1	T265_05102
OG0003246	h1SMcT0000782.1, h1SMcT0000782.2	T265_04347
OG0003247	h1SMcT0013015.2	T265_15668
OG0003249	h1SMcT0017197.1, h1SMcT0014117.2, h1SMcT0014117.1, h1SMcT0014117.3	T265_02516
OG0003250	h1SMcT0001584.1, h1SMcT0001584.2, h1SMcT0001584.3, h1SMcT0011848.1, h1SMcT0011848.2, h1SMcT0019750.1, h1SMcT0019750.2, h1SMcT0019750.3, h1SMcT0019750.4, h1SMcT0019750.5, h1SMcT0019750.7, h1SMcT0019750.6	T265_00815
OG0003251	h1SMcT0015003.1	T265_15132
OG0003252	h1SMcT0010253.1, h1SMcT0010253.2	T265_07596
OG0003253	h1SMcT0011852.1, h1SMcT0011852.3, h1SMcT0011852.2	T265_04761
OG0003254	h1SMcT0013451.1	T265_04181
OG0003256	h1SMcT0016315.1	T265_11920, T265_10484, T265_13236, T265_15390, T265_14837, T265_01620, T265_13563
OG0003257	h1SMcT0022346.1	T265_09512
OG0003258	h1SMcT0012177.1	T265_13426, T265_16113
OG0003259	h1SMcT0001977.1, h1SMcT0011181.1, h1SMcT0019326.1	T265_04248
OG0003260	h1SMcT0003254.1	T265_07096
OG0003261	h1SMcT0016359.1, h1SMcT0016359.3, h1SMcT0016359.2	T265_13387
OG0003262	h1SMcT0013581.1	T265_00613
OG0003263	h1SMcT0018045.1, h1SMcT0018045.2, h1SMcT0011264.1, h1SMcT0014569.1	T265_11723
OG0003265	h1SMcT0005806.1	T265_14465
OG0003266	h1SMcT0014086.1, h1SMcT0014086.2, h1SMcT0014086.3	T265_00355
OG0003267	h1SMcT0013687.3, h1SMcT0013687.1, h1SMcT0013687.2	T265_11130
OG0003268	h1SMcT0006917.1, h1SMcT0006934.1, h1SMcT0012630.1, h1SMcT0012630.2	T265_10845
OG0003269	h1SMcT0012108.1	T265_02226
OG0003270	h1SMcT0009342.1, h1SMcT0009342.2	T265_05629
OG0003271	h1SMcT0006883.1	T265_00964
OG0003273	h1SMcT0013812.1, h1SMcT0013812.2	T265_08347
OG0003277	h1SMcT0011790.1, h1SMcT0011790.2	T265_14638
OG0003278	h1SMcT0019765.1, h1SMcT0019765.2	T265_11305
OG0003279	h1SMcT0012597.3, h1SMcT0012597.1, h1SMcT0012597.2, h1SMcT0012597.4	T265_15092
OG0003280	h1SMcT0010480.1, h1SMcT0010480.3, h1SMcT0010480.2	T265_00283, T265_07565
OG0003281	h1SMcT0010782.1, h1SMcT0010782.2	T265_05670, T265_16020
OG0003282	h1SMcT0017047.1, h1SMcT0017047.2	T265_05807
OG0003283	h1SMcT0010085.1	T265_14849
OG0003284	h1SMcT0015365.1, h1SMcT0022704.1, h1SMcT0006889.1, h1SMcT0006889.2	T265_10799
OG0003287	h1SMcT0011258.1, h1SMcT0011258.2	T265_11152
OG0003288	h1SMcT0022057.1, h1SMcT0022080.1	T265_03913, T265_15951
OG0003290	h1SMcT0010992.3	T265_11160
OG0003291	h1SMcT0010790.1, h1SMcT0006378.1, h1SMcT0006378.2	T265_10834
OG0003292	h1SMcT0001663.1, h1SMcT0001663.2	T265_04681
OG0003293	h1SMcT0022017.1	T265_05415
OG0003294	h1SMcT0011866.1, h1SMcT0011866.2	T265_08998
OG0003295	h1SMcT0020366.1, h1SMcT0022759.1, h1SMcT0020367.1	T265_06245
OG0003297	h1SMcT0004473.1, h1SMcT0004473.2, h1SMcT0001356.4, h1SMcT0001356.5, h1SMcT0001356.2, h1SMcT0001356.3, h1SMcT0001356.1, h1SMcT0001643.2, h1SMcT0001643.4, h1SMcT0001643.3, h1SMcT0001643.1	T265_11733
OG0003298	h1SMcT0004920.1	T265_00463
OG0003299	h1SMcT0017988.1, h1SMcT0017988.2, h1SMcT0006688.2, h1SMcT0006688.1, h1SMcT0006688.3	T265_07321
OG0003300	h1SMcT0015751.1, h1SMcT0015751.2	T265_01803
OG0003301	h1SMcT0017505.1, h1SMcT0017505.2	T265_10537
OG0003302	h1SMcT0009963.1, h1SMcT0008886.1, h1SMcT0018471.3, h1SMcT0018471.1, h1SMcT0018471.2	T265_14440
OG0003303	h1SMcT0013979.1, h1SMcT0013979.2	T265_03311
OG0003304	h1SMcT0005434.1, h1SMcT0005434.2	T265_09145
OG0003306	h1SMcT0008355.1, h1SMcT0008355.2, h1SMcT0003942.1, h1SMcT0003942.2, h1SMcT0003942.3	T265_14129
OG0003310	h1SMcT0004377.1, h1SMcT0004377.2, h1SMcT0004377.3, h1SMcT0004327.1, h1SMcT0004327.2	T265_12760
OG0003313	h1SMcT0007064.1, h1SMcT0007064.2	T265_02811
OG0003315	h1SMcT0003904.1, h1SMcT0016888.1, h1SMcT0016888.2, h1SMcT0016888.3, h1SMcT0016888.4, h1SMcT0016888.5	T265_01927
OG0003317	h1SMcT0009578.1	T265_16135, T265_02052, T265_09357, T265_12241, T265_00872, T265_16236, T265_15874, T265_06964, T265_11798, T265_14183, T265_16306, T265_16267, T265_12329, T265_09360, T265_09359, T265_09356, T265_16145, T265_12325, T265_12179, T265_16213, T265_16164, T265_15985, T265_16052, T265_16044, T265_16177
OG0003326	h1SMcT0012067.1	T265_12115
OG0003327	h1SMcT0011738.1, h1SMcT0011738.2	T265_12021
OG0003328	h1SMcT0006635.1	T265_03597
OG0003329	h1SMcT0015789.1, h1SMcT0015789.2	T265_00746
OG0003329	h1SMcT0014676.1, h1SMcT0014676.2, h1SMcT0014676.3, h1SMcT0009071.1, h1SMcT0002916.1, h1SMcT0002916.2	T265_13725
OG0003330	h1SMcT0019914.3, h1SMcT0019914.4, h1SMcT0019914.1, h1SMcT0019914.2	T265_05098
OG0003331	h1SMcT0018970.4	T265_11448
OG0003332	h1SMcT0001884.6	T265_14609
OG0003335	h1SMcT0013444.1	T265_10561, T265_15187
OG0003336	h1SMcT0020109.1	T265_08134
OG0003338	h1SMcT0014309.1	T265_06648
OG0003339	h1SMcT0021109.1, h1SMcT0021109.2	T265_06302
OG0003342	h1SMcT0014806.1, h1SMcT0006871.1, h1SMcT0007037.1	T265_10319
OG0003343	h1SMcT0014310.1	T265_08839
OG0003344	h1SMcT0000586.2, h1SMcT0000586.1, h1SMcT0000586.3	T265_05994
OG0003345	h1SMcT0019598.3, h1SMcT0019598.2, h1SMcT0019598.1	T265_13591
OG0003346	h1SMcT0002136.1	T265_15250, T265_15251, T265_16311, T265_14424, T265_07896, T265_01009
OG0003347	h1SMcT0012122.1, h1SMcT0012122.2, h1SMcT0012122.3	T265_15325
OG0003350	h1SMcT0007138.1, h1SMcT0007138.2	T265_14476
OG0003351	h1SMcT0014012.1, h1SMcT0016603.1, h1SMcT0016603.2	T265_03852
OG0003352	h1SMcT0000566.1	T265_15477
OG0003354	h1SMcT0005376.1, h1SMcT0005376.2	T265_14200
OG0003355	h1SMcT0013037.1, h1SMcT0013037.2	T265_14583, T265_15801, T265_08484
OG0003356	h1SMcT0005184.1, h1SMcT0005197.1, h1SMcT0005196.1, h1SMcT0005196.2, h1SMcT0005192.1, h1SMcT0005190.1, h1SMcT0005193.1, h1SMcT0005193.2, h1SMcT0005193.3, h1SMcT0005193.4, h1SMcT0005193.5	T265_13187, T265_03197, T265_13180, T265_14156
OG0003357	h1SMcT0020833.1, h1SMcT0020833.2	T265_04123, T265_15449
OG0003358	h1SMcT0010075.1	T265_13333
OG0003359	h1SMcT0012986.1, h1SMcT0001325.1, h1SMcT0001325.2, h1SMcT0021033.1, h1SMcT0001741.1, h1SMcT0003850.1, h1SMcT0014535.1	T265_01811
OG0003362	h1SMcT0006359.1, h1SMcT0006359.2	T265_06343, T265_08886
OG0003363	h1SMcT0005229.1	T265_00732
OG0003364	h1SMcT0003203.1	T265_10488, T265_16148, T265_16320, T265_16298
OG0003365	h1SMcT0012756.1	T265_03679
OG0003366	h1SMcT0007117.1, h1SMcT0007117.2	T265_01582
OG0003369	h1SMcT0005360.1, h1SMcT0005360.3	T265_03934
OG0003370	h1SMcT0006611.1	T265_14039
OG0003371	h1SMcT0012774.1, h1SMcT0022925.1, h1SMcT0012774.2	T265_14624
OG0003373	h1SMcT0015237.1, h1SMcT0015237.3, h1SMcT0015237.2	T265_10074
OG0003374	h1SMcT0020942.1, h1SMcT0020942.2	T265_16374, T265_16007, T265_04840
OG0003375	h1SMcT0000378.1	T265_04061
OG0003376	h1SMcT0005276.1	T265_13274
OG0003379	h1SMcT0021989.1, h1SMcT0021989.2	T265_05624
OG0003381	h1SMcT0010144.4, h1SMcT0010144.5, h1SMcT0010144.1, h1SMcT0010144.2, h1SMcT0010144.3	T265_00289
OG0003383	h1SMcT0000027.1, h1SMcT0000027.2	T265_15451
OG0003384	h1SMcT0009197.1	T265_13386
OG0003385	h1SMcT0009645.1, h1SMcT0009645.2, h1SMcT0000617.1, h1SMcT0010238.4, h1SMcT0010238.1, h1SMcT0010238.3, h1SMcT0010238.2	T265_14270
OG0003386	h1SMcT0020407.1	T265_03433
OG0003389	h1SMcT0014700.1, h1SMcT0015084.1, h1SMcT0015084.2, h1SMcT0015084.3, h1SMcT0015084.4	T265_12547
OG0003391	h1SMcT0014447.1	T265_04030, T265_15014
OG0003392	h1SMcT0002858.1, h1SMcT0002858.2, h1SMcT0016202.1, h1SMcT0020575.1	T265_02148
OG0003393	h1SMcT0017391.1	T265_13519, T265_15813
OG0003394	h1SMcT0015532.1, h1SMcT0015535.1	T265_07062
OG0003395	h1SMcT0021314.1, h1SMcT0021314.2, h1SMcT0021314.3, h1SMcT0021314.4	T265_12933
OG0003396	h1SMcT0008177.1	T265_11318, T265_11884
OG0003397	h1SMcT0010339.1, h1SMcT0010339.2	T265_03419, T265_06176, T265_06175
OG0003398	h1SMcT0014560.2, h1SMcT0014560.3	T265_07278
OG0003399	h1SMcT0014926.1	T265_09816
OG0003400	h1SMcT0005370.1, h1SMcT0022990.1	T265_15283, T265_15284
OG0003401	h1SMcT0012927.1, h1SMcT0020101.1, h1SMcT0020101.2	T265_07589
OG0003401	h1SMcT0006528.1, h1SMcT0015433.1, h1SMcT0015433.2	T265_05806
OG0003402	h1SMcT0012961.3, h1SMcT0012961.1, h1SMcT0012961.2	T265_03694, T265_16284
OG0003404	h1SMcT0012571.1	T265_11259
OG0003405	h1SMcT0010240.1	T265_00061, T265_05780, T265_08607
OG0003406	h1SMcT0012481.1, h1SMcT0012481.3, h1SMcT0002362.1	T265_14439
OG0003408	h1SMcT0004098.1	T265_13309
OG0003409	h1SMcT0020721.1, h1SMcT0008813.1, h1SMcT0020428.1, h1SMcT0012422.1	T265_10546
OG0003411	h1SMcT0004684.4, h1SMcT0004684.2, h1SMcT0004684.3, h1SMcT0004684.5, h1SMcT0004684.1	T265_13041
OG0003412	h1SMcT0008025.1	T265_01015
OG0003413	h1SMcT0005699.1, h1SMcT0005699.2	T265_01539
OG0003414	h1SMcT0012676.1, h1SMcT0012676.2	T265_09732
OG0003415	h1SMcT0010319.1, h1SMcT0010717.1, h1SMcT0016840.1	T265_09033
OG0003416	h1SMcT0013340.1, h1SMcT0022050.1	T265_12733
OG0003417	h1SMcT0022225.1	T265_06775
OG0003418	h1SMcT0003458.1	T265_03567
OG0003419	h1SMcT0010543.1, h1SMcT0010543.2, h1SMcT0000936.1, h1SMcT0011301.1	T265_12633
OG0003420	h1SMcT0011580.1	T265_08302
OG0003421	h1SMcT0009233.2, h1SMcT0012005.1, h1SMcT0012005.2	T265_09192
OG0003422	h1SMcT0016757.2	T265_03968
OG0003423	h1SMcT0005067.1, h1SMcT0005067.2	T265_03199, T265_13186
OG0003425	h1SMcT0004711.1	T265_10927
OG0003426	h1SMcT0019561.1, h1SMcT0019561.2	T265_05174
OG0003427	h1SMcT0000143.1, h1SMcT0000143.2	T265_09674
OG0003428	h1SMcT0002326.1, h1SMcT0013759.1	T265_04653
OG0003429	h1SMcT0002222.1, h1SMcT0002222.2	T265_05909
OG0003430	h1SMcT0020885.1	T265_07448
OG0003432	h1SMcT0007866.1	T265_02200
OG0003433	h1SMcT0022375.2, h1SMcT0022375.1, h1SMcT0022375.3	T265_14247
OG0003434	h1SMcT0016003.3, h1SMcT0016003.1, h1SMcT0016003.2	T265_13606
OG0003435	h1SMcT0010886.1, h1SMcT0016836.2, h1SMcT0016836.1, h1SMcT0016836.3, h1SMcT0016836.4	T265_13575
OG0003438	h1SMcT0013807.1, h1SMcT0017019.1, h1SMcT0017019.2	T265_13978
OG0003439	h1SMcT0002835.1, h1SMcT0002835.2	T265_03706
OG0003440	h1SMcT0019154.1, h1SMcT0019154.2	T265_12653
OG0003442	h1SMcT0006636.1	T265_10526, T265_07654
OG0003443	h1SMcT0011199.1, h1SMcT0015552.1	T265_13942
OG0003446	h1SMcT0008382.3, h1SMcT0008382.4, h1SMcT0008382.1, h1SMcT0008382.2, h1SMcT0008382.5, h1SMcT0012673.1, h1SMcT0012673.2	T265_04504
OG0003447	h1SMcT0022011.1, h1SMcT0022011.2	T265_14249
OG0003448	h1SMcT0018150.1	T265_10023
OG0003450	h1SMcT0019969.1, h1SMcT0019969.2, h1SMcT0019969.7, h1SMcT0019969.3, h1SMcT0019969.6, h1SMcT0019969.5, h1SMcT0019969.4, h1SMcT0019969.8	T265_12574
