Orthogroup	schmidtea_mediterranea	schistosoma_haematobium
OG0002157	h1SMcT0013424.3, h1SMcT0013424.1, h1SMcT0013424.2	SHAE2_66590.1, SHAE2_66590.2, SHAE2_66590.3, SHAE2_66590.4, SHAE2_66590.5
OG0002158	h1SMcT0016681.1, h1SMcT0016681.2	SHAE2_81070.1
OG0002159	h1SMcT0005402.1	SHAE2_79170.1, SHAE2_79170.2, SHAE2_79170.3
OG0002160	h1SMcT0016684.1, h1SMcT0016684.2	SHAE2_65140.1, SHAE2_65140.5, SHAE2_65140.2, SHAE2_65140.3, SHAE2_65140.4
OG0002162	h1SMcT0004362.1	SHAE2_28500.1, SHAE2_28430.1, SHAE2_28520.1
OG0002163	h1SMcT0007993.1, h1SMcT0017739.1	SHAE2_41530.1, SHAE2_41530.2, SHAE2_41530.3
OG0002164	h1SMcT0022827.1, h1SMcT0009790.4, h1SMcT0009790.1, h1SMcT0009790.2, h1SMcT0009790.3	SHAE2_62430.1
OG0002165	h1SMcT0016686.5, h1SMcT0016686.1, h1SMcT0016686.2	SHAE2_30310.1, SHAE2_30310.3, SHAE2_30310.4, SHAE2_30310.5, SHAE2_30310.2
OG0002166	h1SMcT0007596.1, h1SMcT0007596.2	SHAE2_59100.3, SHAE2_59100.4, SHAE2_59100.2, SHAE2_59100.1, SHAE2_59100.6, SHAE2_59100.5, SHAE2_59100.7
OG0002167	h1SMcT0001172.1, h1SMcT0001172.2, h1SMcT0001172.3, h1SMcT0001172.4	SHAE2_55070.1
OG0002168	h1SMcT0020195.1, h1SMcT0017081.1, h1SMcT0010685.1, h1SMcT0021930.1, h1SMcT0021930.2	SHAE2_51420.1
OG0002169	h1SMcT0010317.1	SHAE2_23650.1
OG0002170	h1SMcT0011164.1, h1SMcT0011164.2	SHAE2_76440.1, SHAE2_76440.2, SHAE2_76440.3
OG0002171	h1SMcT0002150.1	SHAE2_2960.1, SHAE2_2990.1
OG0002173	h1SMcT0008118.1	SHAE2_68790.1
OG0002174	h1SMcT0021580.4, h1SMcT0021580.5	SHAE2_78600.2, SHAE2_78600.3, SHAE2_78600.4, SHAE2_78600.5, SHAE2_78600.1, SHAE2_78600.6
OG0002175	h1SMcT0009857.1	SHAE2_79800.1, SHAE2_79800.2, SHAE2_79800.3, SHAE2_79800.4, SHAE2_79800.5, SHAE2_79800.6, SHAE2_79800.9, SHAE2_79800.8, SHAE2_79800.7
OG0002176	h1SMcT0006985.1, h1SMcT0001083.1, h1SMcT0001083.2, h1SMcT0001083.3	SHAE2_103450.1
OG0002179	h1SMcT0010864.1, h1SMcT0014376.1	SHAE2_11990.2, SHAE2_11990.3, SHAE2_11990.5, SHAE2_11990.1, SHAE2_11990.6, SHAE2_11990.4
OG0002180	h1SMcT0018746.2, h1SMcT0018746.1, h1SMcT0018746.3, h1SMcT0018746.4, h1SMcT0018746.5	SHAE2_81240.2, SHAE2_81240.1, SHAE2_81240.3, SHAE2_81240.4, SHAE2_81240.5
OG0002181	h1SMcT0005761.1	SHAE2_60040.1
OG0002183	h1SMcT0013447.1, h1SMcT0013447.2, h1SMcT0009238.1, h1SMcT0009238.2	SHAE2_13390.1
OG0002185	h1SMcT0022284.1	SHAE2_5420.2, SHAE2_5420.1
OG0002186	h1SMcT0017688.1	SHAE2_23600.1
OG0002187	h1SMcT0011105.1	SHAE2_16850.1
OG0002187	h1SMcT0001308.1	SHAE2_16840.1
OG0002188	h1SMcT0016720.6, h1SMcT0016720.3, h1SMcT0016720.4, h1SMcT0016720.2, h1SMcT0016720.1, h1SMcT0016720.5	SHAE2_71550.4, SHAE2_71550.1, SHAE2_71550.2, SHAE2_71550.3
OG0002190	h1SMcT0002677.1, h1SMcT0015959.1, h1SMcT0016817.1, h1SMcT0016817.2	SHAE2_29020.1
OG0002191	h1SMcT0002884.1	SHAE2_13510.4, SHAE2_13510.3, SHAE2_13490.1, SHAE2_13510.5, SHAE2_13510.1, SHAE2_13510.2
OG0002192	h1SMcT0000485.1	SHAE2_48100.1
OG0002193	h1SMcT0020736.1	SHAE2_81440.1, SHAE2_81440.2
OG0002195	h1SMcT0017288.1	SHAE2_56460.1, SHAE2_56460.2, SHAE2_56460.3
OG0002196	h1SMcT0012542.1	SHAE2_71950.3, SHAE2_71950.1, SHAE2_71950.2, SHAE2_71950.4
OG0002197	h1SMcT0022178.1	SHAE2_62660.2, SHAE2_62660.1
OG0002198	h1SMcT0004782.1, h1SMcT0004782.2	SHAE2_30670.1
OG0002199	h1SMcT0002035.1, h1SMcT0002035.2	SHAE2_75120.1, SHAE2_75100.1
OG0002201	h1SMcT0001223.1, h1SMcT0001223.2, h1SMcT0012361.1, h1SMcT0002206.1, h1SMcT0005667.1, h1SMcT0011982.1, h1SMcT0011304.1, h1SMcT0001223.3, h1SMcT0001223.4	SHAE2_53690.1
OG0002202	h1SMcT0010909.1, h1SMcT0010132.1, h1SMcT0016698.1	SHAE2_45130.1
OG0002203	h1SMcT0021345.1	SHAE2_82060.1, SHAE2_82050.1, SHAE2_82050.2, SHAE2_82050.3
OG0002204	h1SMcT0019589.1	SHAE2_27680.1
OG0002205	h1SMcT0013987.1	SHAE2_4890.2, SHAE2_4890.3, SHAE2_4890.1
OG0002206	h1SMcT0000981.2, h1SMcT0000981.1, h1SMcT0000981.4, h1SMcT0000981.3	SHAE2_94620.1
OG0002207	h1SMcT0016198.1, h1SMcT0016198.2, h1SMcT0016198.3	SHAE2_16500.1, SHAE2_16490.1
OG0002212	h1SMcT0021259.1, h1SMcT0021259.2, h1SMcT0021259.3, h1SMcT0021259.5, h1SMcT0021259.4, h1SMcT0021259.6, h1SMcT0012453.3, h1SMcT0012453.4, h1SMcT0012453.2, h1SMcT0012453.1, h1SMcT0002274.2, h1SMcT0002274.1, h1SMcT0002274.3	SHAE2_100650.3, SHAE2_100650.1, SHAE2_100650.2
OG0002214	h1SMcT0020992.1	SHAE2_47170.1, SHAE2_47170.2
OG0002215	h1SMcT0021003.4, h1SMcT0021003.2, h1SMcT0021003.1, h1SMcT0021003.3, h1SMcT0021003.5	SHAE2_7920.1, SHAE2_7920.3, SHAE2_7920.2, SHAE2_7930.1
OG0002216	h1SMcT0015074.1, h1SMcT0018111.1	SHAE2_33470.1
OG0002217	h1SMcT0006262.2, h1SMcT0006262.1, h1SMcT0006262.3, h1SMcT0006262.4	SHAE2_3940.1
OG0002218	h1SMcT0002654.1, h1SMcT0015984.1, h1SMcT0005198.1, h1SMcT0005747.1	SHAE2_6090.1, SHAE2_6090.2, SHAE2_6090.3
OG0002219	h1SMcT0013339.1	SHAE2_19710.1, SHAE2_19710.2, SHAE2_19710.3, SHAE2_19710.4, SHAE2_19710.5
OG0002220	h1SMcT0017111.1, h1SMcT0017111.2	SHAE2_1370.1, SHAE2_1370.2
OG0002221	h1SMcT0018442.2, h1SMcT0018442.1, h1SMcT0018442.3, h1SMcT0018442.4	SHAE2_11510.1
OG0002222	h1SMcT0016868.1	SHAE2_37650.2, SHAE2_37650.3, SHAE2_37650.1
OG0002223	h1SMcT0020934.1, h1SMcT0020934.2, h1SMcT0010441.1, h1SMcT0010441.2	SHAE2_21490.1
OG0002224	h1SMcT0015165.1	SHAE2_14110.1, SHAE2_14110.2
OG0002225	h1SMcT0005737.1	SHAE2_95310.1
OG0002226	h1SMcT0014293.1	SHAE2_28640.1, SHAE2_28640.2
OG0002228	h1SMcT0011148.1, h1SMcT0002085.1, h1SMcT0009479.1, h1SMcT0009479.2, h1SMcT0009480.1, h1SMcT0009480.3, h1SMcT0009480.4, h1SMcT0009480.5, h1SMcT0009480.2, h1SMcT0009695.1, h1SMcT0009695.2	SHAE2_45450.1
OG0002229	h1SMcT0012780.1, h1SMcT0020490.1, h1SMcT0009875.1, h1SMcT0009875.3, h1SMcT0009875.4, h1SMcT0009875.2	SHAE2_16410.1
OG0002230	h1SMcT0010041.1	SHAE2_69660.6, SHAE2_69660.1, SHAE2_69660.2, SHAE2_69660.5, SHAE2_69660.3, SHAE2_69660.4, SHAE2_69660.7
OG0002231	h1SMcT0017149.1	SHAE2_67050.4, SHAE2_67050.1, SHAE2_67050.2, SHAE2_67050.3
OG0002233	h1SMcT0009701.1, h1SMcT0009701.2	SHAE2_64460.2, SHAE2_64460.3, SHAE2_64460.5, SHAE2_64460.4, SHAE2_64460.1
OG0002234	h1SMcT0005337.1, h1SMcT0003705.1, h1SMcT0003707.1	SHAE2_56800.1, SHAE2_56810.1, SHAE2_56810.2, SHAE2_56810.4, SHAE2_56810.5, SHAE2_56810.3
OG0002235	h1SMcT0020643.1, h1SMcT0020643.2	SHAE2_20650.5, SHAE2_20650.1, SHAE2_20650.2, SHAE2_20650.3, SHAE2_20650.4
OG0002236	h1SMcT0009446.5, h1SMcT0009446.1, h1SMcT0009446.3, h1SMcT0009446.2, h1SMcT0009446.4	SHAE2_72590.1
OG0002237	h1SMcT0002130.3, h1SMcT0002130.1, h1SMcT0002130.2, h1SMcT0002129.4, h1SMcT0002129.5, h1SMcT0002129.1, h1SMcT0002129.2, h1SMcT0002129.3, h1SMcT0002129.6	SHAE2_46390.1
OG0002238	h1SMcT0004297.1, h1SMcT0022415.1	SHAE2_22240.1
OG0002239	h1SMcT0015698.3, h1SMcT0015698.1, h1SMcT0015698.2	SHAE2_101120.4, SHAE2_101120.2, SHAE2_101120.1, SHAE2_101120.3
OG0002240	h1SMcT0020835.1	SHAE2_44790.9, SHAE2_44790.10, SHAE2_44790.3, SHAE2_44790.2, SHAE2_44790.6, SHAE2_44790.1, SHAE2_44790.11, SHAE2_44790.12, SHAE2_44790.8, SHAE2_44790.4, SHAE2_44790.5, SHAE2_44790.7, SHAE2_44790.13
OG0002241	h1SMcT0008363.1, h1SMcT0008363.2	SHAE2_72390.1
OG0002243	h1SMcT0014990.1, h1SMcT0014992.1, h1SMcT0014991.1	SHAE2_31890.1, SHAE2_31890.2
OG0002244	h1SMcT0015018.1, h1SMcT0015018.2, h1SMcT0007658.1, h1SMcT0003322.1, h1SMcT0003322.2	SHAE2_26790.1, SHAE2_26790.2, SHAE2_26790.3
OG0002245	h1SMcT0014135.1, h1SMcT0014135.2	SHAE2_64260.1
OG0002246	h1SMcT0005898.1, h1SMcT0005898.2	SHAE2_23820.1
OG0002247	h1SMcT0003818.1, h1SMcT0005306.1	SHAE2_28320.1, SHAE2_28320.2, SHAE2_28320.3, SHAE2_28320.5, SHAE2_28320.4
OG0002248	h1SMcT0009702.1	SHAE2_56180.5, SHAE2_56180.6, SHAE2_56180.7, SHAE2_56180.8, SHAE2_56180.1, SHAE2_56180.2, SHAE2_56180.3, SHAE2_56180.4
OG0002249	h1SMcT0022437.1, h1SMcT0022437.2	SHAE2_57950.6, SHAE2_57950.5, SHAE2_57950.3, SHAE2_57950.1, SHAE2_57950.4, SHAE2_57950.2, SHAE2_57950.7
OG0002251	h1SMcT0004847.1, h1SMcT0004847.2	SHAE2_29480.3, SHAE2_29480.5, SHAE2_29480.4, SHAE2_29480.1, SHAE2_29480.2
OG0002253	h1SMcT0021448.1	SHAE2_7990.3, SHAE2_7990.1, SHAE2_7990.2, SHAE2_7990.4
OG0002257	h1SMcT0012446.1	SHAE2_55710.1
OG0002258	h1SMcT0007855.4, h1SMcT0007855.1, h1SMcT0007855.3, h1SMcT0007855.2	SHAE2_55780.1, SHAE2_55780.3, SHAE2_55780.2, SHAE2_55780.4
OG0002259	h1SMcT0015776.1, h1SMcT0015776.2	SHAE2_30480.1, SHAE2_30480.2
OG0002260	h1SMcT0009012.1	SHAE2_1290.1
OG0002261	h1SMcT0008261.1, h1SMcT0008260.1, h1SMcT0008260.2	SHAE2_54560.1
OG0002262	h1SMcT0008340.1, h1SMcT0008340.4, h1SMcT0008340.5, h1SMcT0008340.6, h1SMcT0008340.2, h1SMcT0008340.3	SHAE2_19940.2, SHAE2_19940.1
OG0002263	h1SMcT0013870.1	SHAE2_71300.1, SHAE2_71300.2, SHAE2_71300.3
OG0002265	h1SMcT0002410.2, h1SMcT0002410.1, h1SMcT0002410.3	SHAE2_43420.1, SHAE2_43420.2
OG0002267	h1SMcT0006392.1, h1SMcT0006392.2	SHAE2_15220.1, SHAE2_15220.3, SHAE2_15220.2
OG0002268	h1SMcT0014082.1	SHAE2_103200.1, SHAE2_103200.2, SHAE2_103200.3
OG0002269	h1SMcT0012036.1, h1SMcT0012036.2	SHAE2_65940.1
OG0002270	h1SMcT0019060.1	SHAE2_94050.1
OG0002271	h1SMcT0015046.1, h1SMcT0015046.2, h1SMcT0015046.3	SHAE2_85490.1, SHAE2_85490.2, SHAE2_85490.3, SHAE2_85490.4
OG0002273	h1SMcT0018366.1, h1SMcT0018366.2, h1SMcT0018366.4, h1SMcT0018366.3, h1SMcT0018366.5, h1SMcT0018366.6	SHAE2_82430.1
OG0002274	h1SMcT0001216.1, h1SMcT0001216.2	SHAE2_49840.1, SHAE2_49840.4, SHAE2_49840.2, SHAE2_49840.3
OG0002275	h1SMcT0006880.1	SHAE2_89780.1, SHAE2_89780.3, SHAE2_89780.2
OG0002276	h1SMcT0014994.1, h1SMcT0014997.1	SHAE2_55750.1, SHAE2_55750.2, SHAE2_55750.3
OG0002279	h1SMcT0022062.1	SHAE2_92070.1
OG0002280	h1SMcT0009481.1, h1SMcT0009482.1, h1SMcT0009483.1, h1SMcT0009483.2, h1SMcT0007439.1	SHAE2_62440.1
OG0002281	h1SMcT0007344.1	SHAE2_44800.3, SHAE2_44800.1, SHAE2_44800.2
OG0002282	h1SMcT0001891.1	SHAE2_11310.1, SHAE2_11300.1
OG0002284	h1SMcT0002151.1, h1SMcT0002151.2	SHAE2_75250.1
OG0002285	h1SMcT0019707.1, h1SMcT0019707.2, h1SMcT0003620.1, h1SMcT0003620.3, h1SMcT0003620.2, h1SMcT0003620.4, h1SMcT0003620.5	SHAE2_10280.1
OG0002286	h1SMcT0006369.1	SHAE2_71480.2, SHAE2_71480.1
OG0002287	h1SMcT0004984.3, h1SMcT0004984.5, h1SMcT0004984.1, h1SMcT0004984.2, h1SMcT0004984.4	SHAE2_66620.1, SHAE2_66620.2
OG0002288	h1SMcT0012765.1, h1SMcT0012765.2	SHAE2_78660.1, SHAE2_78660.2
OG0002289	h1SMcT0002898.1, h1SMcT0002898.2, h1SMcT0002898.3, h1SMcT0002898.4, h1SMcT0002898.5	SHAE2_36020.1
OG0002290	h1SMcT0007627.1, h1SMcT0007627.2, h1SMcT0016622.2, h1SMcT0016622.1, h1SMcT0016622.3, h1SMcT0005629.1, h1SMcT0005632.1, h1SMcT0007429.1	SHAE2_90670.1, SHAE2_90670.2, SHAE2_90670.3
OG0002291	h1SMcT0012984.1, h1SMcT0012984.2	SHAE2_70560.3, SHAE2_70560.2, SHAE2_70560.4, SHAE2_70560.1
OG0002292	h1SMcT0003190.1, h1SMcT0003190.2	SHAE2_79210.1, SHAE2_79210.2
OG0002294	h1SMcT0012289.1, h1SMcT0012289.2	SHAE2_16790.4, SHAE2_16790.1, SHAE2_16790.2, SHAE2_16790.3
OG0002295	h1SMcT0003143.1, h1SMcT0003143.2, h1SMcT0017057.1, h1SMcT0022306.1	SHAE2_56610.3, SHAE2_56610.1, SHAE2_56610.2
OG0002296	h1SMcT0012875.1	SHAE2_16000.1, SHAE2_16010.5, SHAE2_16010.1, SHAE2_16010.3, SHAE2_16010.4, SHAE2_16010.2
OG0002297	h1SMcT0017380.1, h1SMcT0017970.1, h1SMcT0017970.2	SHAE2_31370.1, SHAE2_31370.2, SHAE2_31380.1
OG0002299	h1SMcT0020136.5, h1SMcT0020136.4, h1SMcT0020136.6, h1SMcT0020136.2, h1SMcT0020136.1, h1SMcT0020136.3	SHAE2_29400.1
OG0002300	h1SMcT0010691.1, h1SMcT0013526.1, h1SMcT0013526.2	SHAE2_82470.1, SHAE2_82470.2
OG0002301	h1SMcT0014287.1	SHAE2_95450.1, SHAE2_95440.1
OG0002303	h1SMcT0018519.2, h1SMcT0018519.1, h1SMcT0018519.3	SHAE2_79240.1, SHAE2_79240.2, SHAE2_79240.3
OG0002305	h1SMcT0019282.2, h1SMcT0013251.1, h1SMcT0004102.1, h1SMcT0011771.1, h1SMcT0014976.1, h1SMcT0019282.1	SHAE2_37010.1
OG0002306	h1SMcT0005430.1, h1SMcT0005430.2	SHAE2_69910.1, SHAE2_69910.2
OG0002307	h1SMcT0003838.1, h1SMcT0003838.2, h1SMcT0003838.3	SHAE2_78670.1
OG0002308	h1SMcT0005981.1	SHAE2_54360.1, SHAE2_54360.2, SHAE2_54360.3, SHAE2_54360.4
OG0002309	h1SMcT0000898.1, h1SMcT0000898.2, h1SMcT0004286.1, h1SMcT0011991.1, h1SMcT0011991.2	SHAE2_45420.2, SHAE2_45420.4, SHAE2_45420.5, SHAE2_45420.3, SHAE2_45420.1
OG0002310	h1SMcT0006324.1, h1SMcT0019620.1	SHAE2_23950.1
OG0002311	h1SMcT0007000.1	SHAE2_5500.2, SHAE2_5500.1
OG0002312	h1SMcT0003729.1, h1SMcT0002138.1, h1SMcT0002138.2, h1SMcT0002279.1	SHAE2_25430.1, SHAE2_25430.2, SHAE2_25430.3, SHAE2_25430.4, SHAE2_25410.1
OG0002313	h1SMcT0011101.1, h1SMcT0011101.2	SHAE2_43320.1
OG0002314	h1SMcT0010084.1	SHAE2_4710.1, SHAE2_4710.2
OG0002315	h1SMcT0000159.1, h1SMcT0000159.2	SHAE2_10290.2, SHAE2_10290.1
OG0002316	h1SMcT0004868.7, h1SMcT0004868.9, h1SMcT0004868.10, h1SMcT0004868.4, h1SMcT0004868.11, h1SMcT0004868.5, h1SMcT0004868.12, h1SMcT0004868.3, h1SMcT0004868.1, h1SMcT0004868.6, h1SMcT0004868.2, h1SMcT0004868.8	SHAE2_75440.1
OG0002318	h1SMcT0015866.1	SHAE2_25270.1, SHAE2_25270.2
OG0002320	h1SMcT0015375.1, h1SMcT0014356.2, h1SMcT0014356.1, h1SMcT0014356.5, h1SMcT0014356.3, h1SMcT0014356.4	SHAE2_78320.1, SHAE2_78320.3, SHAE2_78320.2
OG0002321	h1SMcT0017856.3, h1SMcT0017856.1, h1SMcT0017856.2	SHAE2_18980.1
OG0002322	h1SMcT0020525.1, h1SMcT0011739.1	SHAE2_22420.1
OG0002323	h1SMcT0023109.1, h1SMcT0023109.2	SHAE2_67320.1, SHAE2_67320.2
OG0002324	h1SMcT0013780.1, h1SMcT0013780.3, h1SMcT0013780.2	SHAE2_14210.1
OG0002325	h1SMcT0006166.1, h1SMcT0017112.1, h1SMcT0017113.1	SHAE2_15650.1
OG0002326	h1SMcT0008058.1, h1SMcT0008058.2, h1SMcT0008058.3, h1SMcT0008058.4	SHAE2_94750.1, SHAE2_94750.2, SHAE2_94750.3, SHAE2_94750.4
OG0002328	h1SMcT0015671.1, h1SMcT0022878.1, h1SMcT0022878.2	SHAE2_8070.1, SHAE2_8070.2, SHAE2_8070.4, SHAE2_8070.6, SHAE2_8070.8, SHAE2_8070.3, SHAE2_8070.5, SHAE2_8070.7
OG0002329	h1SMcT0021527.1, h1SMcT0021527.2, h1SMcT0021527.3	SHAE2_2200.1
OG0002330	h1SMcT0014355.1	SHAE2_6430.3, SHAE2_6430.1, SHAE2_6430.2
OG0002333	h1SMcT0022241.1, h1SMcT0022241.4, h1SMcT0022241.6, h1SMcT0022241.2, h1SMcT0022241.3, h1SMcT0022241.5	SHAE2_56660.1
OG0002335	h1SMcT0010346.1	SHAE2_19090.1, SHAE2_19090.2
OG0002336	h1SMcT0000085.1	SHAE2_60180.1
OG0002337	h1SMcT0003187.1, h1SMcT0003187.2	SHAE2_101980.1
OG0002338	h1SMcT0018331.1	SHAE2_11530.1, SHAE2_11530.4, SHAE2_11530.5, SHAE2_11530.2, SHAE2_11530.3
OG0002340	h1SMcT0009015.1	SHAE2_3100.4, SHAE2_3100.1, SHAE2_3100.3, SHAE2_3100.5, SHAE2_3100.2
OG0002341	h1SMcT0007725.2, h1SMcT0007725.3, h1SMcT0007725.4, h1SMcT0007725.1	SHAE2_94130.1, SHAE2_94130.2
OG0002342	h1SMcT0008402.1, h1SMcT0008402.2, h1SMcT0008402.3	SHAE2_4050.1
OG0002343	h1SMcT0020615.1	SHAE2_46650.1
OG0002344	h1SMcT0002905.1	SHAE2_64360.3, SHAE2_64360.1, SHAE2_64360.2
OG0002345	h1SMcT0021802.1, h1SMcT0021802.3, h1SMcT0021802.2	SHAE2_92750.1, SHAE2_92750.2
OG0002346	h1SMcT0018474.1, h1SMcT0006167.3, h1SMcT0006167.1, h1SMcT0006167.2	SHAE2_27650.1
OG0002347	h1SMcT0022251.1	SHAE2_22880.1, SHAE2_22870.1
OG0002348	h1SMcT0019069.1, h1SMcT0019069.2, h1SMcT0004594.2, h1SMcT0004594.1, h1SMcT0004594.3	SHAE2_39000.1, SHAE2_39000.2, SHAE2_39000.3
OG0002349	h1SMcT0016121.1, h1SMcT0016121.2	SHAE2_94220.2, SHAE2_94220.3, SHAE2_94220.1, SHAE2_94220.4
OG0002350	h1SMcT0002351.1, h1SMcT0002351.2	SHAE2_39430.3, SHAE2_39430.4, SHAE2_39430.1, SHAE2_39430.2
OG0002351	h1SMcT0022360.1	SHAE2_54300.1, SHAE2_54300.2
OG0002352	h1SMcT0010689.1	SHAE2_93720.1, SHAE2_93720.2, SHAE2_93720.3, SHAE2_93720.4
OG0002354	h1SMcT0007336.1	SHAE2_10090.8, SHAE2_10090.1, SHAE2_10090.2, SHAE2_10090.7, SHAE2_10090.9, SHAE2_10090.4, SHAE2_10090.5, SHAE2_10090.6, SHAE2_10090.3
OG0002355	h1SMcT0010573.1, h1SMcT0010573.3, h1SMcT0010573.4	SHAE2_77950.1
OG0002356	h1SMcT0014302.1	SHAE2_69730.6, SHAE2_69730.7, SHAE2_69730.8, SHAE2_69730.2, SHAE2_69730.3, SHAE2_69730.4, SHAE2_69730.5, SHAE2_69730.1, SHAE2_69730.10, SHAE2_69730.11, SHAE2_69730.9
OG0002358	h1SMcT0002809.1	SHAE2_19790.3, SHAE2_19790.1, SHAE2_19790.2
OG0002360	h1SMcT0012731.8, h1SMcT0012731.6, h1SMcT0012731.1, h1SMcT0012731.3, h1SMcT0012731.5, h1SMcT0012731.4, h1SMcT0012731.7, h1SMcT0012731.2	SHAE2_80740.1
OG0002362	h1SMcT0007798.1	SHAE2_69470.1, SHAE2_69470.2, SHAE2_69470.3
OG0002370	h1SMcT0005980.1, h1SMcT0014080.1	SHAE2_51260.1, SHAE2_49720.1
OG0002371	h1SMcT0006096.1, h1SMcT0006096.2, h1SMcT0006096.3	SHAE2_2020.1, SHAE2_2020.2
OG0002372	h1SMcT0010421.1, h1SMcT0010421.2	SHAE2_67750.1
OG0002373	h1SMcT0007083.1, h1SMcT0007083.2	SHAE2_80790.2, SHAE2_80790.5, SHAE2_80790.1, SHAE2_80790.3, SHAE2_80790.4
OG0002375	h1SMcT0020792.1	SHAE2_100900.2, SHAE2_100900.3, SHAE2_100900.5, SHAE2_100900.6, SHAE2_100900.4, SHAE2_100900.1
OG0002376	h1SMcT0000438.1, h1SMcT0005953.1	SHAE2_76710.1, SHAE2_76710.2, SHAE2_76710.3
OG0002378	h1SMcT0020122.1	SHAE2_42830.1, SHAE2_42840.1
OG0002379	h1SMcT0016323.3, h1SMcT0016323.2, h1SMcT0016323.4, h1SMcT0003027.1, h1SMcT0021495.1	SHAE2_45650.1
OG0002380	h1SMcT0020946.1, h1SMcT0020946.2, h1SMcT0020946.3, h1SMcT0020946.4, h1SMcT0013682.1, h1SMcT0013682.2	SHAE2_23620.1
OG0002381	h1SMcT0008243.1, h1SMcT0015625.1, h1SMcT0015625.2	SHAE2_56880.1, SHAE2_56880.2
OG0002382	h1SMcT0006607.1	SHAE2_11770.1
OG0002383	h1SMcT0021172.2, h1SMcT0021172.1, h1SMcT0021172.3	SHAE2_55540.1, SHAE2_55540.2, SHAE2_55540.3
OG0002384	h1SMcT0006645.1	SHAE2_86380.2, SHAE2_86380.1, SHAE2_86380.3
OG0002385	h1SMcT0013231.1, h1SMcT0013231.2, h1SMcT0013231.4, h1SMcT0013231.3	SHAE2_31080.1
OG0002386	h1SMcT0009058.1	SHAE2_36050.1, SHAE2_36030.4, SHAE2_36030.3, SHAE2_36030.1, SHAE2_36030.2
OG0002387	h1SMcT0007324.1	SHAE2_81710.1, SHAE2_81710.2
OG0002388	h1SMcT0002715.1	SHAE2_12600.4, SHAE2_12600.2, SHAE2_12600.5, SHAE2_12600.6, SHAE2_12600.1, SHAE2_12600.3
OG0002389	h1SMcT0002783.1	SHAE2_93870.5, SHAE2_93870.10, SHAE2_93870.6, SHAE2_93870.8, SHAE2_93870.2, SHAE2_93870.1, SHAE2_93870.9, SHAE2_93870.7, SHAE2_93870.3, SHAE2_93870.4
OG0002391	h1SMcT0018030.1	SHAE2_20940.1
OG0002392	h1SMcT0022464.1, h1SMcT0022464.2	SHAE2_96340.1
OG0002393	h1SMcT0014306.3, h1SMcT0014306.1, h1SMcT0014306.2, h1SMcT0014306.4, h1SMcT0014306.5	SHAE2_63390.2, SHAE2_63390.3, SHAE2_63390.1
OG0002394	h1SMcT0004112.2, h1SMcT0010042.3, h1SMcT0010042.1, h1SMcT0010042.2	SHAE2_33440.1, SHAE2_33440.2, SHAE2_33440.4, SHAE2_33440.5, SHAE2_33440.3, SHAE2_33440.7, SHAE2_33440.6
OG0002395	h1SMcT0000684.1	SHAE2_88770.1, SHAE2_88770.2
OG0002396	h1SMcT0010226.2	SHAE2_35100.1
OG0002397	h1SMcT0012291.2, h1SMcT0012632.1	SHAE2_83260.1, SHAE2_83260.2, SHAE2_83260.3, SHAE2_83260.4
OG0002398	h1SMcT0009658.1	SHAE2_5850.3, SHAE2_5850.4, SHAE2_5850.5, SHAE2_5850.6, SHAE2_5850.2, SHAE2_5850.1
OG0002399	h1SMcT0013275.1, h1SMcT0013278.1, h1SMcT0013300.1, h1SMcT0013277.1, h1SMcT0013300.2, h1SMcT0013301.1, h1SMcT0013301.2	SHAE2_43780.2, SHAE2_43780.1
OG0002400	h1SMcT0021531.1, h1SMcT0021531.2, h1SMcT0000827.1, h1SMcT0000827.2	SHAE2_3560.2, SHAE2_3560.1, SHAE2_3560.3
OG0002401	h1SMcT0012898.2, h1SMcT0012898.4, h1SMcT0012898.5, h1SMcT0012898.1, h1SMcT0012898.3, h1SMcT0012898.6	SHAE2_101570.1
OG0002402	h1SMcT0015596.1	SHAE2_21840.3, SHAE2_21840.1, SHAE2_21840.2, SHAE2_21830.1, SHAE2_21830.2
OG0002404	h1SMcT0008018.1, h1SMcT0008018.2	SHAE2_66090.1
OG0002405	h1SMcT0013341.3, h1SMcT0013341.1, h1SMcT0013341.2, h1SMcT0007593.6, h1SMcT0007593.10, h1SMcT0007593.2, h1SMcT0007593.7, h1SMcT0007593.3, h1SMcT0007593.9	SHAE2_2140.2, SHAE2_2140.1
OG0002406	h1SMcT0020213.1, h1SMcT0015337.1, h1SMcT0015337.2	SHAE2_10390.3, SHAE2_10390.5, SHAE2_10390.2, SHAE2_10390.4, SHAE2_10390.1
OG0002407	h1SMcT0000616.1, h1SMcT0019314.1	SHAE2_9960.1
OG0002409	h1SMcT0013947.7, h1SMcT0013947.9, h1SMcT0013947.6, h1SMcT0013947.5, h1SMcT0013947.2, h1SMcT0013947.3, h1SMcT0013947.8, h1SMcT0013947.1, h1SMcT0013947.4	SHAE2_89830.3, SHAE2_89830.1, SHAE2_89830.2
OG0002410	h1SMcT0020197.1	SHAE2_38330.3, SHAE2_38330.1, SHAE2_38330.4, SHAE2_38330.2
OG0002411	h1SMcT0021022.2, h1SMcT0021022.1, h1SMcT0021022.3	SHAE2_94060.1
OG0002412	h1SMcT0012066.1, h1SMcT0012066.2	SHAE2_31760.1
