Orthogroup	schmidtea_mediterranea	fasciola_hepatica
OG0002996	h1SMcT0005458.1	FhHiC23_g12190.t1
OG0002997	h1SMcT0018267.1	FhHiC23_g5621.t1, FhHiC23_g5621.t2
OG0002998	h1SMcT0006805.1	FhHiC23_g14661.t1, FhHiC23_g14661.t2, FhHiC23_g14661.t3
OG0002999	h1SMcT0003133.3, h1SMcT0003133.1, h1SMcT0003133.2	FhHiC23_g8023.t1
OG0003001	h1SMcT0021432.1	FhHiC23_g9472.t1
OG0003002	h1SMcT0017011.1	FhHiC23_g11344.t1
OG0003003	h1SMcT0012704.1, h1SMcT0022240.1, h1SMcT0022240.2	FhHiC23_g9354.t1
OG0003004	h1SMcT0022793.1, h1SMcT0021479.3, h1SMcT0021479.4, h1SMcT0021479.1, h1SMcT0021479.2, h1SMcT0022793.2	FhHiC23_g3128.t1
OG0003005	h1SMcT0007903.1, h1SMcT0007903.2	FhHiC23_g63.t2, FhHiC23_g63.t1, FhHiC23_g63.t4, FhHiC23_g63.t3
OG0003006	h1SMcT0014506.1	FhHiC23_g3666.t1
OG0003007	h1SMcT0015078.1	FhHiC23_g8319.t1
OG0003009	h1SMcT0001412.1, h1SMcT0001412.2, h1SMcT0001412.3	FhHiC23_g11072.t1
OG0003010	h1SMcT0021914.1, h1SMcT0021914.2, h1SMcT0021327.3, h1SMcT0021327.5, h1SMcT0021327.4, h1SMcT0021327.6	FhHiC23_g3074.t1, FhHiC23_g3077.t1, FhHiC23_g3078.t1
OG0003011	h1SMcT0010357.1	FhHiC23_g5361.t1, FhHiC23_g5362.t1
OG0003012	h1SMcT0018119.1	FhHiC23_g7680.t2, FhHiC23_g7680.t1, FhHiC23_g7680.t3
OG0003014	h1SMcT0005268.1	FhHiC23_g4276.t1
OG0003015	h1SMcT0019089.2, h1SMcT0019089.1, h1SMcT0019089.3	FhHiC23_g6210.t1, FhHiC23_g6210.t2
OG0003016	h1SMcT0006828.1, h1SMcT0006828.2, h1SMcT0006828.3, h1SMcT0006828.4	FhHiC23_g336.t1
OG0003017	h1SMcT0006801.1, h1SMcT0007267.1	FhHiC23_g3198.t1
OG0003018	h1SMcT0016671.1, h1SMcT0016671.2	FhHiC23_g9189.t2, FhHiC23_g9189.t1
OG0003019	h1SMcT0004932.4, h1SMcT0004932.3, h1SMcT0004932.2, h1SMcT0004932.1	FhHiC23_g465.t1
OG0003021	h1SMcT0002696.1, h1SMcT0002696.2	FhHiC23_g3494.t1, FhHiC23_g3494.t2, FhHiC23_g3494.t3
OG0003023	h1SMcT0005078.1, h1SMcT0005078.2	FhHiC23_g3863.t2, FhHiC23_g3863.t1
OG0003024	h1SMcT0020338.1	FhHiC23_g895.t2, FhHiC23_g895.t1
OG0003028	h1SMcT0020044.1	FhHiC23_g11659.t1, FhHiC23_g11659.t2
OG0003029	h1SMcT0015062.1	FhHiC23_g3552.t1
OG0003030	h1SMcT0001941.1, h1SMcT0001941.2	FhHiC23_g10622.t1, FhHiC23_g10622.t2
OG0003031	h1SMcT0014296.1, h1SMcT0014296.2	FhHiC23_g2342.t1, FhHiC23_g6847.t1
OG0003032	h1SMcT0005960.1, h1SMcT0005892.1, h1SMcT0005892.2	FhHiC23_g7528.t1
OG0003033	h1SMcT0011480.1, h1SMcT0011480.3, h1SMcT0011480.2	FhHiC23_g1856.t1
OG0003034	h1SMcT0011192.1	FhHiC23_g3628.t1
OG0003036	h1SMcT0012716.1	FhHiC23_g4272.t1
OG0003037	h1SMcT0006277.1, h1SMcT0006277.2	FhHiC23_g2547.t1
OG0003038	h1SMcT0020116.1	FhHiC23_g12488.t1, FhHiC23_g2051.t3, FhHiC23_g2051.t4, FhHiC23_g2052.t1, FhHiC23_g2051.t1, FhHiC23_g2051.t2
OG0003039	h1SMcT0011776.1, h1SMcT0011776.2	FhHiC23_g2084.t1
OG0003041	h1SMcT0021330.1	FhHiC23_g5007.t1, FhHiC23_g5007.t2
OG0003042	h1SMcT0014097.2, h1SMcT0014097.3, h1SMcT0014097.1, h1SMcT0014097.4	FhHiC23_g3426.t1, FhHiC23_g14349.t2, FhHiC23_g14349.t1
OG0003043	h1SMcT0001787.1	FhHiC23_g196.t1
OG0003044	h1SMcT0017159.2, h1SMcT0017159.4, h1SMcT0017159.1, h1SMcT0017159.3	FhHiC23_g12704.t1
OG0003045	h1SMcT0002072.1, h1SMcT0002072.2, h1SMcT0002072.3, h1SMcT0002072.4	FhHiC23_g2190.t1
OG0003046	h1SMcT0000855.1	FhHiC23_g2191.t1
OG0003047	h1SMcT0007558.1, h1SMcT0007558.2	FhHiC23_g11034.t1
OG0003048	h1SMcT0011197.1, h1SMcT0011197.2	FhHiC23_g3062.t1
OG0003049	h1SMcT0020453.1, h1SMcT0016153.1, h1SMcT0016153.2	FhHiC23_g3061.t1, FhHiC23_g3061.t2
OG0003050	h1SMcT0005152.5, h1SMcT0005152.3, h1SMcT0005152.1, h1SMcT0005152.4, h1SMcT0005152.2	FhHiC23_g2797.t1
OG0003051	h1SMcT0007990.2, h1SMcT0007990.5, h1SMcT0007990.3, h1SMcT0007990.1, h1SMcT0007990.4, h1SMcT0007990.7, h1SMcT0007990.6	FhHiC23_g5058.t1
OG0003052	h1SMcT0016002.1, h1SMcT0016002.2, h1SMcT0016002.3	FhHiC23_g8350.t1
OG0003053	h1SMcT0016931.1, h1SMcT0016931.2, h1SMcT0016931.3	FhHiC23_g9803.t1, FhHiC23_g9803.t2
OG0003054	h1SMcT0018675.1, h1SMcT0004016.1, h1SMcT0004016.2, h1SMcT0004016.4, h1SMcT0004016.3, h1SMcT0006537.1, h1SMcT0020138.1	FhHiC23_g13290.t1
OG0003056	h1SMcT0003979.1	FhHiC23_g12585.t1
OG0003058	h1SMcT0003333.1, h1SMcT0003333.2	FhHiC23_g16089.t1
OG0003059	h1SMcT0008347.1, h1SMcT0008347.4, h1SMcT0008347.3, h1SMcT0008347.2	FhHiC23_g14069.t1
OG0003060	h1SMcT0011744.1, h1SMcT0011744.2, h1SMcT0011744.5, h1SMcT0011744.6, h1SMcT0011744.3, h1SMcT0011744.4	FhHiC23_g1376.t1
OG0003062	h1SMcT0013915.1	FhHiC23_g15991.t1
OG0003063	h1SMcT0012821.1, h1SMcT0012821.2, h1SMcT0012805.1, h1SMcT0012806.1	FhHiC23_g11667.t1
OG0003064	h1SMcT0008163.1	FhHiC23_g13269.t1, FhHiC23_g13269.t2
OG0003065	h1SMcT0000333.1	FhHiC23_g14953.t1
OG0003066	h1SMcT0011449.1, h1SMcT0011449.2	FhHiC23_g9211.t1, FhHiC23_g9211.t2
OG0003067	h1SMcT0005008.1	FhHiC23_g9045.t2, FhHiC23_g9045.t1
OG0003068	h1SMcT0022311.1, h1SMcT0022311.3, h1SMcT0022311.2	FhHiC23_g2504.t1
OG0003070	h1SMcT0003629.1, h1SMcT0003629.2	FhHiC23_g6423.t1
OG0003072	h1SMcT0001100.1, h1SMcT0001100.2, h1SMcT0001100.4, h1SMcT0001100.3, h1SMcT0019338.1, h1SMcT0019338.2, h1SMcT0004692.1, h1SMcT0004692.4, h1SMcT0004692.2, h1SMcT0004692.3	FhHiC23_g2526.t1
OG0003073	h1SMcT0011150.1, h1SMcT0015836.1, h1SMcT0015836.2, h1SMcT0015836.4, h1SMcT0015836.3, h1SMcT0015837.1, h1SMcT0015837.3, h1SMcT0015837.2, h1SMcT0015841.2, h1SMcT0015841.1, h1SMcT0015841.3, h1SMcT0015841.4, h1SMcT0012715.3, h1SMcT0012715.2, h1SMcT0012715.1, h1SMcT0001252.1	FhHiC23_g8254.t1
OG0003074	h1SMcT0004065.1	FhHiC23_g7265.t1, FhHiC23_g7265.t2
OG0003076	h1SMcT0015937.1, h1SMcT0015937.7, h1SMcT0015937.6, h1SMcT0015937.2, h1SMcT0015937.3, h1SMcT0015937.4, h1SMcT0015937.5	FhHiC23_g7108.t1, FhHiC23_g7108.t2
OG0003080	h1SMcT0008762.1, h1SMcT0008762.2, h1SMcT0008762.5, h1SMcT0008762.3, h1SMcT0008762.4	FhHiC23_g10859.t1
OG0003081	h1SMcT0017491.1	FhHiC23_g11699.t1
OG0003082	h1SMcT0016152.1	FhHiC23_g1200.t1
OG0003083	h1SMcT0003189.1, h1SMcT0003189.2	FhHiC23_g2579.t1, FhHiC23_g2579.t2
OG0003086	h1SMcT0007745.1, h1SMcT0007745.2	FhHiC23_g7793.t1, FhHiC23_g7793.t2
OG0003087	h1SMcT0013897.1, h1SMcT0013897.2, h1SMcT0006048.1, h1SMcT0011537.3, h1SMcT0011537.2, h1SMcT0011537.1, h1SMcT0004969.1, h1SMcT0004969.2, h1SMcT0004969.3, h1SMcT0014223.1	FhHiC23_g9838.t1, FhHiC23_g9838.t2
OG0003107	h1SMcT0015377.1	FhHiC23_g2181.t1, FhHiC23_g2181.t2
OG0003108	h1SMcT0015502.1	FhHiC23_g9694.t3, FhHiC23_g9694.t1, FhHiC23_g9694.t2
OG0003109	h1SMcT0008651.1	FhHiC23_g15431.t1, FhHiC23_g15431.t2
OG0003110	h1SMcT0012449.1, h1SMcT0012449.2	FhHiC23_g12147.t1
OG0003111	h1SMcT0011575.1	FhHiC23_g2993.t1
OG0003112	h1SMcT0009040.1, h1SMcT0018311.1, h1SMcT0018311.2, h1SMcT0018311.3	FhHiC23_g7744.t1
OG0003114	h1SMcT0005694.2, h1SMcT0005694.4, h1SMcT0005694.3, h1SMcT0005694.1, h1SMcT0005694.5, h1SMcT0005694.6	FhHiC23_g16550.t1
OG0003115	h1SMcT0000128.5, h1SMcT0000128.2, h1SMcT0000128.3, h1SMcT0000128.1, h1SMcT0000128.4	FhHiC23_g2850.t1
OG0003116	h1SMcT0014809.1	FhHiC23_g6893.t1, FhHiC23_g6894.t1
OG0003118	h1SMcT0010890.1, h1SMcT0010890.2	FhHiC23_g14709.t1, FhHiC23_g14709.t2
OG0003121	h1SMcT0012547.1, h1SMcT0012547.2	FhHiC23_g13535.t1, FhHiC23_g13535.t2
OG0003124	h1SMcT0007756.1, h1SMcT0007756.2	FhHiC23_g16671.t1
OG0003125	h1SMcT0016907.1, h1SMcT0016907.2	FhHiC23_g1543.t1
OG0003127	h1SMcT0015110.1, h1SMcT0019913.1	FhHiC23_g16147.t1, FhHiC23_g16147.t2
OG0003128	h1SMcT0018724.1	FhHiC23_g4221.t1
OG0003129	h1SMcT0002450.1, h1SMcT0002450.2	FhHiC23_g13307.t3, FhHiC23_g13307.t1, FhHiC23_g13307.t2
OG0003131	h1SMcT0000664.1	FhHiC23_g2845.t1
OG0003133	h1SMcT0020070.1, h1SMcT0020070.2	FhHiC23_g6837.t1
OG0003135	h1SMcT0016694.1, h1SMcT0016694.2, h1SMcT0016694.3	FhHiC23_g5141.t1
OG0003136	h1SMcT0004061.1, h1SMcT0004061.2	FhHiC23_g13636.t1
OG0003137	h1SMcT0019913.6, h1SMcT0019913.5, h1SMcT0019913.2, h1SMcT0019913.3, h1SMcT0019913.4	FhHiC23_g10806.t1, FhHiC23_g4159.t1
OG0003138	h1SMcT0011089.1	FhHiC23_g16561.t1
OG0003140	h1SMcT0003323.2, h1SMcT0004572.1, h1SMcT0006058.1	FhHiC23_g5221.t1
OG0003141	h1SMcT0007365.1, h1SMcT0007366.1	FhHiC23_g7858.t2, FhHiC23_g7858.t1
OG0003142	h1SMcT0018040.1	FhHiC23_g2954.t1, FhHiC23_g2442.t1
OG0003145	h1SMcT0010125.1, h1SMcT0010125.2, h1SMcT0010125.3	FhHiC23_g15587.t1
OG0003146	h1SMcT0018833.1, h1SMcT0018833.2, h1SMcT0000047.1, h1SMcT0000047.2	FhHiC23_g15582.t1
OG0003147	h1SMcT0013401.2, h1SMcT0013401.1, h1SMcT0013401.3, h1SMcT0005526.1, h1SMcT0005526.2, h1SMcT0005526.3	FhHiC23_g14888.t1, FhHiC23_g14888.t2, FhHiC23_g122.t1
OG0003148	h1SMcT0016375.1, h1SMcT0006773.1, h1SMcT0006773.2, h1SMcT0006774.1, h1SMcT0007556.1, h1SMcT0007556.2, h1SMcT0007556.3, h1SMcT0007556.4, h1SMcT0007556.5, h1SMcT0007556.6, h1SMcT0007556.7, h1SMcT0002187.1, h1SMcT0013644.1	FhHiC23_g9444.t1
OG0003149	h1SMcT0022070.1	FhHiC23_g1417.t1
OG0003150	h1SMcT0005154.1	FhHiC23_g1170.t1
OG0003151	h1SMcT0009477.1, h1SMcT0009477.2	FhHiC23_g965.t2, FhHiC23_g965.t1
OG0003152	h1SMcT0002448.1	FhHiC23_g6043.t1
OG0003153	h1SMcT0009249.1	FhHiC23_g2885.t1, FhHiC23_g2885.t2
OG0003155	h1SMcT0018245.1, h1SMcT0018245.2	FhHiC23_g2750.t1
OG0003157	h1SMcT0015519.1	FhHiC23_g1714.t2, FhHiC23_g1714.t1
OG0003158	h1SMcT0022543.1	FhHiC23_g16029.t1
OG0003159	h1SMcT0000896.1	FhHiC23_g11497.t1, FhHiC23_g16508.t1, FhHiC23_g1308.t1
OG0003162	h1SMcT0021131.1, h1SMcT0021131.2	FhHiC23_g13473.t1
OG0003163	h1SMcT0021672.1, h1SMcT0021672.2	FhHiC23_g12522.t1, FhHiC23_g12522.t2
OG0003164	h1SMcT0022123.1, h1SMcT0022123.2, h1SMcT0022123.3, h1SMcT0022123.4, h1SMcT0022123.5	FhHiC23_g5564.t1
OG0003165	h1SMcT0018697.1	FhHiC23_g1513.t1
OG0003167	h1SMcT0019950.1, h1SMcT0019950.2, h1SMcT0019950.3	FhHiC23_g9337.t1
OG0003168	h1SMcT0014216.1	FhHiC23_g8029.t1, FhHiC23_g6975.t1
OG0003170	h1SMcT0020859.1	FhHiC23_g11476.t1
OG0003171	h1SMcT0003722.1, h1SMcT0003722.2	FhHiC23_g612.t2, FhHiC23_g612.t1
OG0003172	h1SMcT0008462.1, h1SMcT0008462.2, h1SMcT0008462.3, h1SMcT0008462.4, h1SMcT0010776.1, h1SMcT0010776.2	FhHiC23_g15613.t1
OG0003174	h1SMcT0007581.1, h1SMcT0007581.2, h1SMcT0007581.3	FhHiC23_g10671.t2, FhHiC23_g10671.t1
OG0003175	h1SMcT0015496.1, h1SMcT0015496.2	FhHiC23_g9981.t1
OG0003176	h1SMcT0021985.1	FhHiC23_g1350.t3, FhHiC23_g1350.t1, FhHiC23_g1350.t4, FhHiC23_g1350.t2
OG0003178	h1SMcT0022104.1	FhHiC23_g6573.t1
OG0003179	h1SMcT0004843.1, h1SMcT0004843.2	FhHiC23_g2696.t3, FhHiC23_g2696.t1, FhHiC23_g2696.t2
OG0003180	h1SMcT0007124.6, h1SMcT0007124.7	FhHiC23_g12499.t1, FhHiC23_g12494.t1
OG0003181	h1SMcT0011279.1	FhHiC23_g5933.t1, FhHiC23_g6205.t1
OG0003182	h1SMcT0000868.1	FhHiC23_g5521.t1
OG0003184	h1SMcT0000641.1, h1SMcT0000641.2, h1SMcT0014905.1	FhHiC23_g5585.t1, FhHiC23_g5585.t2
OG0003185	h1SMcT0016184.1, h1SMcT0016184.3, h1SMcT0016184.2	FhHiC23_g2609.t1, FhHiC23_g2609.t2
OG0003187	h1SMcT0008113.1	FhHiC23_g2688.t1
OG0003188	h1SMcT0017318.1	FhHiC23_g4171.t1
OG0003189	h1SMcT0020507.5, h1SMcT0020507.3, h1SMcT0020507.4	FhHiC23_g2376.t1
OG0003191	h1SMcT0019331.1, h1SMcT0019331.2	FhHiC23_g2066.t1
OG0003192	h1SMcT0012195.3, h1SMcT0012195.4, h1SMcT0012195.6, h1SMcT0012195.7, h1SMcT0012195.8, h1SMcT0012195.1, h1SMcT0012195.2, h1SMcT0012195.9, h1SMcT0012195.5	FhHiC23_g7336.t1
OG0003193	h1SMcT0008180.1, h1SMcT0008180.2, h1SMcT0008180.3, h1SMcT0021063.1, h1SMcT0021085.1, h1SMcT0021085.2, h1SMcT0021085.3, h1SMcT0021397.1, h1SMcT0021397.2, h1SMcT0006457.1, h1SMcT0006457.2	FhHiC23_g6038.t1
OG0003194	h1SMcT0005218.1	FhHiC23_g3227.t1
OG0003195	h1SMcT0008802.1, h1SMcT0008802.2	FhHiC23_g11642.t1
OG0003196	h1SMcT0016546.1, h1SMcT0016546.2, h1SMcT0002390.1, h1SMcT0002390.2, h1SMcT0002390.3	FhHiC23_g7155.t1
OG0003197	h1SMcT0008434.1, h1SMcT0008434.2	FhHiC23_g9495.t1
OG0003199	h1SMcT0012625.2, h1SMcT0012625.1, h1SMcT0012625.3	FhHiC23_g9167.t1, FhHiC23_g9167.t2
OG0003201	h1SMcT0013974.1	FhHiC23_g11677.t1
OG0003202	h1SMcT0016880.1	FhHiC23_g15154.t1
OG0003203	h1SMcT0022140.1, h1SMcT0022140.3, h1SMcT0022140.5, h1SMcT0022140.7, h1SMcT0022140.2, h1SMcT0022140.4, h1SMcT0022140.6	FhHiC23_g16286.t1
OG0003203	h1SMcT0000481.1	FhHiC23_g16285.t1
OG0003205	h1SMcT0007886.1	FhHiC23_g14576.t1
OG0003206	h1SMcT0003099.1	FhHiC23_g11169.t1
OG0003207	h1SMcT0003114.1, h1SMcT0003114.2	FhHiC23_g12832.t1
OG0003208	h1SMcT0007447.1, h1SMcT0022769.1	FhHiC23_g8516.t1
OG0003209	h1SMcT0015578.1, h1SMcT0015578.2	FhHiC23_g2510.t1, FhHiC23_g2510.t2, FhHiC23_g2510.t3
OG0003210	h1SMcT0010700.1, h1SMcT0010700.2	FhHiC23_g10792.t2, FhHiC23_g10792.t3, FhHiC23_g10792.t1
OG0003211	h1SMcT0010088.1, h1SMcT0010088.2, h1SMcT0010092.4, h1SMcT0010092.1, h1SMcT0010092.3, h1SMcT0010091.1, h1SMcT0010091.3, h1SMcT0010091.2	FhHiC23_g3037.t1
OG0003212	h1SMcT0008560.1, h1SMcT0008560.2, h1SMcT0008560.3	FhHiC23_g13354.t1
OG0003213	h1SMcT0018521.1, h1SMcT0018521.2, h1SMcT0018521.3	FhHiC23_g6030.t2, FhHiC23_g6030.t1
OG0003214	h1SMcT0016576.1, h1SMcT0016576.2	FhHiC23_g11836.t1, FhHiC23_g11834.t1
OG0003215	h1SMcT0017814.1, h1SMcT0017814.2	FhHiC23_g13199.t1
OG0003217	h1SMcT0009783.1	FhHiC23_g7593.t1, FhHiC23_g7593.t2
OG0003218	h1SMcT0018270.1	FhHiC23_g8320.t3, FhHiC23_g8320.t1, FhHiC23_g8320.t2
OG0003221	h1SMcT0019212.1, h1SMcT0019212.2	FhHiC23_g5148.t1
OG0003222	h1SMcT0013691.1	FhHiC23_g11402.t1, FhHiC23_g11402.t2
OG0003223	h1SMcT0015106.1, h1SMcT0001134.1	FhHiC23_g16331.t1
OG0003224	h1SMcT0015164.1, h1SMcT0001803.1, h1SMcT0001803.2	FhHiC23_g14882.t1
OG0003225	h1SMcT0011080.2, h1SMcT0011080.3, h1SMcT0011080.1, h1SMcT0011080.4	FhHiC23_g16057.t1, FhHiC23_g16057.t2
OG0003226	h1SMcT0021847.1, h1SMcT0022103.1	FhHiC23_g12103.t1
OG0003227	h1SMcT0001291.1, h1SMcT0001291.2	FhHiC23_g7921.t2, FhHiC23_g7921.t1
OG0003229	h1SMcT0002408.1	FhHiC23_g3272.t1, FhHiC23_g3272.t2, FhHiC23_g3272.t3
OG0003230	h1SMcT0003929.1, h1SMcT0003929.2	FhHiC23_g633.t1
OG0003231	h1SMcT0002079.1	FhHiC23_g11000.t1
OG0003232	h1SMcT0008345.1, h1SMcT0008345.2, h1SMcT0008345.3, h1SMcT0008345.5, h1SMcT0008345.4	FhHiC23_g11182.t1
OG0003233	h1SMcT0020211.1, h1SMcT0020211.2	FhHiC23_g15692.t1
OG0003234	h1SMcT0018532.1, h1SMcT0018532.2, h1SMcT0018532.3	FhHiC23_g7151.t1
OG0003235	h1SMcT0008953.1	FhHiC23_g4273.t1, FhHiC23_g4273.t2
OG0003236	h1SMcT0019053.1	FhHiC23_g6998.t1
OG0003238	h1SMcT0005250.1, h1SMcT0005250.3, h1SMcT0005250.2, h1SMcT0016407.1	FhHiC23_g8245.t1
OG0003239	h1SMcT0019186.1	FhHiC23_g7246.t1
OG0003240	h1SMcT0005478.1, h1SMcT0005478.2	FhHiC23_g13494.t1
OG0003241	h1SMcT0015281.1, h1SMcT0015339.1	FhHiC23_g4811.t1, FhHiC23_g4813.t2
OG0003242	h1SMcT0017993.1	FhHiC23_g1391.t1
OG0003243	h1SMcT0010200.5, h1SMcT0010200.7	FhHiC23_g11653.t1, FhHiC23_g11653.t2
OG0003244	h1SMcT0000145.1, h1SMcT0000145.2	FhHiC23_g1054.t1, FhHiC23_g1055.t1
OG0003245	h1SMcT0001501.1	FhHiC23_g942.t1
OG0003246	h1SMcT0000782.1, h1SMcT0000782.2	FhHiC23_g12709.t2, FhHiC23_g12709.t1, FhHiC23_g9898.t1, FhHiC23_g9899.t1
OG0003247	h1SMcT0013015.2	FhHiC23_g15555.t1, FhHiC23_g15555.t2
OG0003248	h1SMcT0006664.1	FhHiC23_g4086.t3, FhHiC23_g4086.t1, FhHiC23_g4086.t2
OG0003249	h1SMcT0017197.1, h1SMcT0014117.2, h1SMcT0014117.1, h1SMcT0014117.3	FhHiC23_g7091.t1
OG0003250	h1SMcT0001584.1, h1SMcT0001584.2, h1SMcT0001584.3, h1SMcT0011848.1, h1SMcT0011848.2, h1SMcT0019750.1, h1SMcT0019750.2, h1SMcT0019750.3, h1SMcT0019750.4, h1SMcT0019750.5, h1SMcT0019750.7, h1SMcT0019750.6	FhHiC23_g2563.t1
OG0003251	h1SMcT0015003.1	FhHiC23_g4361.t1, FhHiC23_g4361.t2
OG0003252	h1SMcT0002648.1, h1SMcT0015989.1	FhHiC23_g16670.t1
OG0003252	h1SMcT0010253.1, h1SMcT0010253.2	FhHiC23_g13873.t1, FhHiC23_g13874.t1
OG0003253	h1SMcT0011852.1, h1SMcT0011852.3, h1SMcT0011852.2	FhHiC23_g15938.t1
OG0003254	h1SMcT0013451.1	FhHiC23_g7334.t1
OG0003256	h1SMcT0016315.1	FhHiC23_g3948.t4, FhHiC23_g3948.t1, FhHiC23_g3948.t3, FhHiC23_g3948.t2
OG0003257	h1SMcT0022346.1	FhHiC23_g10879.t1
OG0003258	h1SMcT0012177.1	FhHiC23_g14309.t1
OG0003259	h1SMcT0001977.1, h1SMcT0011181.1, h1SMcT0019326.1	FhHiC23_g9707.t1
OG0003260	h1SMcT0003254.1	FhHiC23_g3453.t1
OG0003261	h1SMcT0016359.1, h1SMcT0016359.3, h1SMcT0016359.2	FhHiC23_g5985.t1, FhHiC23_g5986.t1
OG0003262	h1SMcT0013581.1	FhHiC23_g8395.t1
OG0003263	h1SMcT0018045.1, h1SMcT0018045.2, h1SMcT0011264.1, h1SMcT0014569.1	FhHiC23_g12959.t1, FhHiC23_g12959.t2
OG0003265	h1SMcT0005806.1	FhHiC23_g14664.t1
OG0003266	h1SMcT0014086.1, h1SMcT0014086.2, h1SMcT0014086.3	FhHiC23_g1639.t1
OG0003267	h1SMcT0013687.3, h1SMcT0013687.1, h1SMcT0013687.2	FhHiC23_g15350.t2, FhHiC23_g15350.t1
OG0003268	h1SMcT0006917.1, h1SMcT0006934.1, h1SMcT0012630.1, h1SMcT0012630.2	FhHiC23_g14199.t1, FhHiC23_g14199.t2
OG0003269	h1SMcT0012108.1	FhHiC23_g3332.t1
OG0003270	h1SMcT0009342.1, h1SMcT0009342.2	FhHiC23_g7178.t1
OG0003271	h1SMcT0006883.1	FhHiC23_g10947.t1
OG0003272	h1SMcT0014492.1, h1SMcT0019169.1	FhHiC23_g14870.t1, FhHiC23_g3736.t1, FhHiC23_g3735.t1
OG0003273	h1SMcT0013812.1, h1SMcT0013812.2	FhHiC23_g4757.t1
OG0003274	h1SMcT0016378.2, h1SMcT0016378.3	FhHiC23_g15137.t1
OG0003277	h1SMcT0011790.1, h1SMcT0011790.2	FhHiC23_g5096.t1, FhHiC23_g5096.t2
OG0003278	h1SMcT0019765.1, h1SMcT0019765.2	FhHiC23_g2173.t1
OG0003279	h1SMcT0012597.3, h1SMcT0012597.1, h1SMcT0012597.2, h1SMcT0012597.4	FhHiC23_g12358.t1, FhHiC23_g12358.t2
OG0003280	h1SMcT0010480.1, h1SMcT0010480.3, h1SMcT0010480.2	FhHiC23_g3004.t1
OG0003281	h1SMcT0010782.1, h1SMcT0010782.2	FhHiC23_g9574.t1, FhHiC23_g9575.t1
OG0003282	h1SMcT0017047.1, h1SMcT0017047.2	FhHiC23_g386.t1
OG0003283	h1SMcT0010085.1	FhHiC23_g9999.t2, FhHiC23_g9999.t1
OG0003284	h1SMcT0015365.1, h1SMcT0022704.1, h1SMcT0006889.1, h1SMcT0006889.2	FhHiC23_g7118.t1
OG0003287	h1SMcT0011258.1, h1SMcT0011258.2	FhHiC23_g12165.t1
OG0003288	h1SMcT0022057.1, h1SMcT0022080.1	FhHiC23_g8129.t1
OG0003290	h1SMcT0010992.3	FhHiC23_g12943.t1
OG0003291	h1SMcT0010790.1, h1SMcT0006378.1, h1SMcT0006378.2	FhHiC23_g10831.t1
OG0003292	h1SMcT0001663.1, h1SMcT0001663.2	FhHiC23_g3941.t1
OG0003293	h1SMcT0022017.1	FhHiC23_g6632.t1
OG0003294	h1SMcT0011866.1, h1SMcT0011866.2	FhHiC23_g5656.t1
OG0003295	h1SMcT0020366.1, h1SMcT0022759.1, h1SMcT0020367.1	FhHiC23_g4629.t1
OG0003297	h1SMcT0004473.1, h1SMcT0004473.2, h1SMcT0001356.4, h1SMcT0001356.5, h1SMcT0001356.2, h1SMcT0001356.3, h1SMcT0001356.1, h1SMcT0001643.2, h1SMcT0001643.4, h1SMcT0001643.3, h1SMcT0001643.1	FhHiC23_g10640.t1
OG0003298	h1SMcT0004920.1	FhHiC23_g883.t1, FhHiC23_g881.t1
OG0003299	h1SMcT0017988.1, h1SMcT0017988.2, h1SMcT0006688.2, h1SMcT0006688.1, h1SMcT0006688.3	FhHiC23_g2704.t2, FhHiC23_g2704.t1
OG0003300	h1SMcT0015751.1, h1SMcT0015751.2	FhHiC23_g11556.t1
OG0003301	h1SMcT0017505.1, h1SMcT0017505.2	FhHiC23_g14704.t1, FhHiC23_g14705.t2, FhHiC23_g14705.t1
OG0003302	h1SMcT0009963.1, h1SMcT0008886.1, h1SMcT0018471.3, h1SMcT0018471.1, h1SMcT0018471.2	FhHiC23_g12995.t1
OG0003303	h1SMcT0013979.1, h1SMcT0013979.2	FhHiC23_g98.t1, FhHiC23_g100.t1, FhHiC23_g100.t2
OG0003304	h1SMcT0005434.1, h1SMcT0005434.2	FhHiC23_g10738.t1, FhHiC23_g10738.t2
OG0003306	h1SMcT0008355.1, h1SMcT0008355.2, h1SMcT0003942.1, h1SMcT0003942.2, h1SMcT0003942.3	FhHiC23_g2064.t1, FhHiC23_g2064.t2
OG0003309	h1SMcT0005104.2, h1SMcT0005104.1, h1SMcT0005104.3	FhHiC23_g13581.t1, FhHiC23_g14886.t1
OG0003310	h1SMcT0004377.1, h1SMcT0004377.2, h1SMcT0004377.3, h1SMcT0004327.1, h1SMcT0004327.2	FhHiC23_g1498.t1
OG0003313	h1SMcT0007064.1, h1SMcT0007064.2	FhHiC23_g2873.t1
OG0003314	h1SMcT0017378.1	FhHiC23_g3760.t1
OG0003315	h1SMcT0003904.1, h1SMcT0016888.1, h1SMcT0016888.2, h1SMcT0016888.3, h1SMcT0016888.4, h1SMcT0016888.5	FhHiC23_g6234.t1, FhHiC23_g6234.t2
OG0003326	h1SMcT0012067.1	FhHiC23_g8112.t1
OG0003327	h1SMcT0011738.1, h1SMcT0011738.2	FhHiC23_g3141.t1
OG0003328	h1SMcT0006635.1	FhHiC23_g10097.t1, FhHiC23_g3297.t1, FhHiC23_g3297.t2, FhHiC23_g10096.t1
