Orthogroup	trichobilharzia_regenti	schistosoma_japonicum
OG0002710	TREG1_7460.1	EWB00_008003.1, EWB00_008003.3, EWB00_008003.2
OG0002711	TREG1_127180.1	EWB00_000342
OG0002712	TREG1_16930.1, TREG1_16930.2, TREG1_16930.3, TREG1_16930.4, TREG1_16930.5, TREG1_16930.6	EWB00_010288
OG0002713	TREG1_69120.1, TREG1_69120.2	EWB00_010773
OG0002714	TREG1_104600.1, TREG1_104600.2	EWB00_008245.1, EWB00_008245.2, EWB00_008245.3
OG0002715	TREG1_86900.1, TREG1_86900.2	EWB00_008694.3, EWB00_008694.1, EWB00_008694.2
OG0002716	TREG1_92290.1	EWB00_006223.1, EWB00_006223.2, EWB00_006223.3
OG0002717	TREG1_121380.1, TREG1_121380.2	EWB00_004945
OG0002718	TREG1_89630.1	EWB00_009800.1, EWB00_009800.2
OG0002719	TREG1_11400.1	EWB00_002038
OG0002720	TREG1_4030.1	EWB00_008274
OG0002721	TREG1_136210.1, TREG1_136210.2, TREG1_136210.3	EWB00_001449
OG0002722	TREG1_23780.5, TREG1_23780.1, TREG1_23780.2, TREG1_23780.3, TREG1_23780.4	EWB00_002395.3, EWB00_002395.1, EWB00_002395.5, EWB00_002395.2, EWB00_002395.4
OG0002723	TREG1_111140.1	EWB00_009663
OG0002724	TREG1_113090.1	EWB00_000166.1, EWB00_000166.2, EWB00_000166.3, EWB00_000166.5, EWB00_000166.4
OG0002725	TREG1_12730.1, TREG1_12730.4, TREG1_12730.2, TREG1_12730.3	EWB00_004854
OG0002726	TREG1_45190.1	EWB00_004134
OG0002727	TREG1_106700.1, TREG1_106700.2	EWB00_010913
OG0002728	TREG1_6790.1	EWB00_009095
OG0002729	TREG1_22950.2, TREG1_22950.1, TREG1_22950.3	EWB00_003121.1, EWB00_003121.2, EWB00_007997
OG0002730	TREG1_113470.1	EWB00_006764.1, EWB00_006764.2
OG0002731	TREG1_137000.1, TREG1_137000.2	EWB00_004036
OG0002732	TREG1_91630.1, TREG1_91630.2	EWB00_005796.1, EWB00_005796.2, EWB00_005796.3
OG0002734	TREG1_55970.1, TREG1_55970.4, TREG1_55970.2, TREG1_55970.3	EWB00_002791.1, EWB00_002791.2, EWB00_002791.3
OG0002735	TREG1_43660.1, TREG1_43660.2, TREG1_43660.3, TREG1_43660.4	EWB00_007443
OG0002736	TREG1_58960.1, TREG1_58960.2, TREG1_58960.3	EWB00_006998
OG0002737	TREG1_56890.1	EWB00_004335.1, EWB00_004335.2
OG0002738	TREG1_43380.1	EWB00_003729, EWB00_011245
OG0002739	TREG1_6640.1	EWB00_009729
OG0002740	TREG1_43200.1, TREG1_43200.2	EWB00_006149
OG0002741	TREG1_13620.1, TREG1_13620.2, TREG1_13620.3	EWB00_006519
OG0002742	TREG1_103640.1, TREG1_103640.2	EWB00_001594
OG0002743	TREG1_38100.1	EWB00_008303.1, EWB00_008303.2
OG0002744	TREG1_78170.1, TREG1_78160.1, TREG1_78160.2	EWB00_005558.1, EWB00_005558.2
OG0002745	TREG1_127990.2, TREG1_127990.1, TREG1_127990.3	EWB00_000372
OG0002746	TREG1_70740.1	EWB00_008127.1, EWB00_008127.2
OG0002747	TREG1_38280.1	EWB00_002870.3, EWB00_002870.1, EWB00_002870.2, EWB00_002872.1, EWB00_002872.2, EWB00_002872.3, EWB00_002872.4, EWB00_002872.5, EWB00_002872.6, EWB00_002872.7, EWB00_006981.1, EWB00_006981.3, EWB00_006981.4, EWB00_006981.5, EWB00_006981.2
OG0002748	TREG1_36650.1	EWB00_001471.1, EWB00_001471.2, EWB00_001471.3
OG0002749	TREG1_63720.1, TREG1_63760.1	EWB00_010813.1, EWB00_010813.2
OG0002750	TREG1_72270.1	EWB00_000216
OG0002751	TREG1_41170.3, TREG1_41170.1, TREG1_41170.2	EWB00_009260.1, EWB00_009260.2
OG0002752	TREG1_96760.3, TREG1_96760.4, TREG1_96770.1, TREG1_96760.1, TREG1_96760.2	EWB00_009942
OG0002753	TREG1_118260.1, TREG1_118250.1, TREG1_6960.3, TREG1_6960.1, TREG1_6960.2	EWB00_009007
OG0002754	TREG1_17980.10, TREG1_17980.2, TREG1_17980.3, TREG1_17980.4, TREG1_17980.5, TREG1_17980.6, TREG1_17980.7, TREG1_17980.8, TREG1_17980.9	EWB00_004118.1, EWB00_004118.2
OG0002755	TREG1_990.1	EWB00_009047.2, EWB00_009047.3, EWB00_009047.4
OG0002756	TREG1_78930.1	EWB00_003462
OG0002757	TREG1_54310.1	EWB00_008155.4, EWB00_008155.3, EWB00_008155.1, EWB00_008155.2
OG0002758	TREG1_19020.1	EWB00_006302
OG0002759	TREG1_37440.1	EWB00_006974.1, EWB00_006974.2, EWB00_006974.4, EWB00_006974.3
OG0002760	TREG1_250.1, TREG1_138820.1	EWB00_000873
OG0002761	TREG1_25880.1	EWB00_009560
OG0002762	TREG1_135360.1, TREG1_135350.1	EWB00_006682
OG0002763	TREG1_104430.1, TREG1_104430.2	EWB00_001241.3, EWB00_001241.1, EWB00_001241.2
OG0002764	TREG1_46880.1	EWB00_002577, EWB00_002576
OG0002766	TREG1_96310.1	EWB00_006627
OG0002767	TREG1_71590.1, TREG1_71590.2	EWB00_002978
OG0002768	TREG1_3650.1, TREG1_94780.1, TREG1_94780.2, TREG1_94780.3, TREG1_94780.4, TREG1_94780.6, TREG1_94780.7, TREG1_94780.5	EWB00_007195.1, EWB00_007195.2
OG0002769	TREG1_43430.1	EWB00_003719
OG0002770	TREG1_144840.1, TREG1_28300.1	EWB00_006453
OG0002771	TREG1_58080.1, TREG1_58070.1, TREG1_58070.2, TREG1_58060.1, TREG1_58060.2	EWB00_001722.4, EWB00_001722.5, EWB00_001722.1, EWB00_001722.3, EWB00_001722.2
OG0002772	TREG1_112830.1, TREG1_112830.2, TREG1_112830.3	EWB00_006748
OG0002773	TREG1_30460.1, TREG1_20640.2, TREG1_20640.1, TREG1_20760.1	EWB00_003108.2, EWB00_003108.3, EWB00_003108.1
OG0002774	TREG1_460.1	EWB00_007883
OG0002775	TREG1_53730.1, TREG1_53730.2, TREG1_53730.3	EWB00_001770
OG0002775	TREG1_53710.4, TREG1_53710.1, TREG1_53710.2, TREG1_53710.3	EWB00_001769
OG0002776	TREG1_99000.1	EWB00_007262.1, EWB00_007262.2, EWB00_007262.3
OG0002777	TREG1_105140.1, TREG1_105140.4, TREG1_105140.2, TREG1_105140.3	EWB00_010957
OG0002778	TREG1_135670.1	EWB00_004788
OG0002779	TREG1_34450.10, TREG1_34450.8, TREG1_34450.9, TREG1_34450.11, TREG1_34450.7, TREG1_34450.1, TREG1_34450.2, TREG1_34450.5, TREG1_34450.6, TREG1_34450.3, TREG1_34450.4	EWB00_002929, EWB00_002928
OG0002780	TREG1_67230.1, TREG1_67230.2, TREG1_67230.3	EWB00_008963.1, EWB00_008963.2
OG0002781	TREG1_59390.1, TREG1_59390.2	EWB00_005044
OG0002782	TREG1_109080.2, TREG1_109080.1, TREG1_109080.3, TREG1_109100.1, TREG1_109100.2	EWB00_002654
OG0002783	TREG1_73390.3, TREG1_73390.1, TREG1_73390.2	EWB00_008114
OG0002784	TREG1_43410.1, TREG1_43420.1	EWB00_003721.1, EWB00_003721.2, EWB00_003721.3
OG0002785	TREG1_99910.2, TREG1_99910.3, TREG1_99910.1, TREG1_99910.4	EWB00_002728
OG0002786	TREG1_16560.1, TREG1_16560.4, TREG1_16560.5, TREG1_16560.2, TREG1_16560.3	EWB00_002690
OG0002787	TREG1_26330.1	EWB00_008673
OG0002788	TREG1_9700.1, TREG1_9700.2	EWB00_004671
OG0002789	TREG1_21390.1, TREG1_21390.2, TREG1_21390.3	EWB00_001061.1, EWB00_001061.2, EWB00_001061.3
OG0002790	TREG1_106980.5, TREG1_106980.1, TREG1_106980.2, TREG1_106980.3, TREG1_106980.4	EWB00_010995
OG0002791	TREG1_12910.1	EWB00_007872
OG0002792	TREG1_74270.3, TREG1_74270.4, TREG1_74270.1, TREG1_74270.2	EWB00_008383.1, EWB00_008383.2, EWB00_008383.3
OG0002793	TREG1_20690.1	EWB00_004201.1, EWB00_004201.2, EWB00_004201.3, EWB00_004201.4
OG0002794	TREG1_132540.1	EWB00_005503.1, EWB00_005503.2
OG0002795	TREG1_38550.1, TREG1_38550.2	EWB00_005051.2, EWB00_005051.4, EWB00_005051.3, EWB00_005051.1
OG0002796	TREG1_24690.1, TREG1_24690.2, TREG1_24690.3, TREG1_24690.4, TREG1_24690.5	EWB00_007684.1, EWB00_007684.2
OG0002797	TREG1_58420.1	EWB00_004313
OG0002798	TREG1_101400.1	EWB00_010942.1, EWB00_010942.2
OG0002799	TREG1_110790.1, TREG1_110800.1	EWB00_010175, EWB00_010174
OG0002800	TREG1_107630.5, TREG1_107620.1, TREG1_107630.1, TREG1_107630.2	EWB00_002260.1, EWB00_002260.2
OG0002801	TREG1_7680.1, TREG1_7680.2, TREG1_7680.3, TREG1_7680.4, TREG1_7680.5, TREG1_44530.1	EWB00_006348
OG0002802	TREG1_119060.1	EWB00_000333.2, EWB00_000333.3, EWB00_000333.1
OG0002803	TREG1_60510.1	EWB00_005016.2, EWB00_005016.1, EWB00_005016.3
OG0002804	TREG1_45100.1	EWB00_006188
OG0002805	TREG1_138890.1	EWB00_007833, EWB00_007834
OG0002807	TREG1_24880.1	EWB00_002493
OG0002808	TREG1_91770.1	EWB00_000226, EWB00_000224, EWB00_000547, EWB00_000223
OG0002809	TREG1_113630.3, TREG1_113630.1, TREG1_113630.2	EWB00_000152
OG0002810	TREG1_57340.6, TREG1_57340.1, TREG1_57340.3, TREG1_57340.5, TREG1_57340.4, TREG1_57340.2	EWB00_008164.1, EWB00_008164.2, EWB00_008164.3
OG0002811	TREG1_27450.1	EWB00_002428
OG0002812	TREG1_143810.1, TREG1_1910.1	EWB00_000098
OG0002813	TREG1_108670.1, TREG1_108680.1	EWB00_004567, EWB00_004566
OG0002814	TREG1_60000.1, TREG1_89420.1	EWB00_007073
OG0002816	TREG1_15090.1, TREG1_15090.2	EWB00_010355
OG0002817	TREG1_47420.1, TREG1_47420.2, TREG1_47420.4, TREG1_47420.3	EWB00_001285
OG0002818	TREG1_103000.1	EWB00_004518.1, EWB00_004518.2
OG0002819	TREG1_98950.1, TREG1_92600.1, TREG1_92600.2, TREG1_92600.3, TREG1_92600.4, TREG1_92600.5	EWB00_008916.1, EWB00_008916.2
OG0002820	TREG1_107340.3, TREG1_107340.1, TREG1_107340.2	EWB00_001407, EWB00_001404, EWB00_001405
OG0002821	TREG1_180.1	EWB00_004844.3, EWB00_004844.5, EWB00_004844.1, EWB00_004844.4, EWB00_004844.2
OG0002822	TREG1_139510.1, TREG1_139520.1	EWB00_009673.1, EWB00_009673.2, EWB00_009673.3, EWB00_009673.4, EWB00_009673.5, EWB00_009673.6
OG0002823	TREG1_20990.1, TREG1_20960.3, TREG1_20960.5, TREG1_20960.2, TREG1_20960.1, TREG1_20960.4	EWB00_002330
OG0002824	TREG1_9930.1	EWB00_008799.1, EWB00_008799.3, EWB00_008799.2
OG0002825	TREG1_70970.1, TREG1_70970.2, TREG1_70970.3	EWB00_008085.1, EWB00_008085.2
OG0002826	TREG1_57180.1	EWB00_007800
OG0002827	TREG1_58800.1	EWB00_002846.1, EWB00_002846.2
OG0002828	TREG1_37300.1, TREG1_37290.1, TREG1_37280.1, TREG1_37280.2	EWB00_006963.3, EWB00_006963.2, EWB00_006963.1
OG0002829	TREG1_84020.1	EWB00_011311
OG0002830	TREG1_60040.1	EWB00_007081
OG0002831	TREG1_17650.1, TREG1_17650.2, TREG1_17650.3, TREG1_17650.4, TREG1_17650.5, TREG1_17650.6, TREG1_17650.7, TREG1_17650.8	EWB00_004126
OG0002832	TREG1_111280.1, TREG1_111280.2, TREG1_111280.3	EWB00_009234
OG0002833	TREG1_76760.1	EWB00_005141
OG0002834	TREG1_4350.1	EWB00_000870.1, EWB00_000870.3, EWB00_000870.2
OG0002835	TREG1_124750.1, TREG1_124750.6, TREG1_124750.3, TREG1_124750.2, TREG1_124750.4, TREG1_124750.5, TREG1_124750.7, TREG1_124750.8, TREG1_124750.9	EWB00_009214
OG0002836	TREG1_35230.1	EWB00_000279
OG0002837	TREG1_17660.1	EWB00_004125
OG0002838	TREG1_6580.1, TREG1_6580.2, TREG1_6580.3	EWB00_004159.1, EWB00_004159.2
OG0002839	TREG1_103630.1, TREG1_103630.2	EWB00_001593
OG0002840	TREG1_124880.1	EWB00_006717.2, EWB00_006717.1, EWB00_006717.3
OG0002841	TREG1_76610.1	EWB00_003674
OG0002842	TREG1_103290.1	EWB00_007355
OG0002843	TREG1_51570.1, TREG1_51570.2, TREG1_51570.3	EWB00_003712
OG0002844	TREG1_92300.1	EWB00_009990.1, EWB00_009990.2, EWB00_009990.3, EWB00_009990.4
OG0002845	TREG1_6760.1, TREG1_6760.2	EWB00_005538.2, EWB00_005538.1, EWB00_005538.3
OG0002846	TREG1_30160.1	EWB00_010309.1, EWB00_010309.2
OG0002847	TREG1_79270.1, TREG1_79270.2	EWB00_005561.1, EWB00_005561.2
OG0002848	TREG1_86560.1	EWB00_011105, EWB00_011104
OG0002849	TREG1_17970.1, TREG1_17970.2, TREG1_17970.3, TREG1_17970.4	EWB00_004117.1, EWB00_004117.2
OG0002850	TREG1_89070.1, TREG1_89070.2, TREG1_89070.4, TREG1_89070.5, TREG1_89070.7, TREG1_89070.8, TREG1_89070.3, TREG1_89070.6	EWB00_003649.2, EWB00_003649.4, EWB00_003649.1, EWB00_003649.3
OG0002851	TREG1_125820.1	EWB00_001937.1, EWB00_001937.2
OG0002852	TREG1_17850.1	EWB00_002305.1, EWB00_002305.2
OG0002853	TREG1_100900.1	EWB00_004529
OG0002854	TREG1_55530.6, TREG1_55530.1, TREG1_55530.2, TREG1_55530.3, TREG1_55530.4, TREG1_55530.5	EWB00_003389.1, EWB00_003389.2
OG0002855	TREG1_23240.1, TREG1_23240.4, TREG1_23240.2, TREG1_23240.3	EWB00_000069.1, EWB00_000069.2
OG0002856	TREG1_70890.1, TREG1_73450.1	EWB00_005400
OG0002857	TREG1_83540.1	EWB00_007138.1, EWB00_007138.2
OG0002858	TREG1_2790.1, TREG1_2790.2	EWB00_008506.3, EWB00_008506.1, EWB00_008506.2, EWB00_008506.5
OG0002858	TREG1_2790.3, TREG1_2790.4	EWB00_008506.4, EWB00_008506.6
OG0002859	TREG1_87060.1, TREG1_87060.2	EWB00_000389
OG0002860	TREG1_100850.1	EWB00_001409.1, EWB00_001409.3, EWB00_001409.2
OG0002861	TREG1_121420.6, TREG1_121420.3, TREG1_121420.1, TREG1_121420.2, TREG1_121420.5, TREG1_121420.4	EWB00_003277
OG0002862	TREG1_87280.1, TREG1_87280.2, TREG1_87280.3	EWB00_000928
OG0002863	TREG1_10560.1	EWB00_000678
OG0002863	TREG1_10570.1	EWB00_000679
OG0002864	TREG1_71510.1	EWB00_006484
OG0002866	TREG1_43980.1	EWB00_006869
OG0002867	TREG1_800.1, TREG1_840.1	EWB00_009064.1, EWB00_009064.2, EWB00_009064.3, EWB00_009064.4
OG0002868	TREG1_120610.1	EWB00_006929.1, EWB00_006929.3, EWB00_006929.2
OG0002869	TREG1_10150.2, TREG1_10150.3, TREG1_10150.4, TREG1_10150.5, TREG1_10150.1, TREG1_10150.6, TREG1_10150.7, TREG1_10150.8	EWB00_004651
OG0002870	TREG1_67380.1	EWB00_006870.1, EWB00_006870.2, EWB00_006870.3
OG0002871	TREG1_36030.1	EWB00_009709.2, EWB00_009709.3, EWB00_009709.1, EWB00_009709.4
OG0002872	TREG1_66160.1, TREG1_66160.2, TREG1_66160.6, TREG1_66160.7, TREG1_66160.4, TREG1_66160.5, TREG1_66160.3	EWB00_007610
OG0002873	TREG1_128400.1	EWB00_008574.3, EWB00_008574.1, EWB00_008574.2
OG0002874	TREG1_41480.1	EWB00_006146
OG0002875	TREG1_71400.1	EWB00_005307
OG0002876	TREG1_95470.1, TREG1_95480.1	EWB00_003668
OG0002877	TREG1_86940.1, TREG1_86940.2, TREG1_86940.3, TREG1_86940.4, TREG1_86940.5, TREG1_86940.6	EWB00_000821.1, EWB00_000821.2
OG0002878	TREG1_79750.1	EWB00_010430, EWB00_010821
OG0002879	TREG1_15810.21, TREG1_15810.22, TREG1_15810.24, TREG1_15810.25, TREG1_15870.1, TREG1_15810.23, TREG1_15810.26	EWB00_000598.1, EWB00_000598.2, EWB00_000598.4, EWB00_000598.5, EWB00_000598.3
OG0002880	TREG1_85180.1, TREG1_24810.1, TREG1_24810.2	EWB00_002435.1, EWB00_002435.2
OG0002881	TREG1_81690.2, TREG1_81690.3, TREG1_81690.4, TREG1_81690.5, TREG1_81690.6, TREG1_81690.7, TREG1_81690.1	EWB00_000487.1, EWB00_000487.3, EWB00_000487.2
OG0002882	TREG1_22790.1	EWB00_005444
OG0002883	TREG1_19630.1, TREG1_19630.2, TREG1_19630.3, TREG1_19630.4, TREG1_70630.1, TREG1_83000.1	EWB00_005318.2, EWB00_005318.1
OG0002884	TREG1_88830.1	EWB00_000910
OG0002885	TREG1_63900.1	EWB00_002549
OG0002886	TREG1_102880.1	EWB00_008232.2, EWB00_008232.1
OG0002889	TREG1_114190.1	EWB00_003777.1, EWB00_003777.2
OG0002890	TREG1_38000.1, TREG1_38000.2	EWB00_001076.1, EWB00_001076.4, EWB00_001076.2, EWB00_001076.3
OG0002892	TREG1_105580.1	EWB00_010988, EWB00_001195
OG0002893	TREG1_72420.1, TREG1_144340.1, TREG1_145370.4, TREG1_145370.2, TREG1_145370.1, TREG1_145370.3, TREG1_145370.5	EWB00_001509.1, EWB00_001509.4, EWB00_001509.3, EWB00_001509.2
OG0002894	TREG1_114200.3, TREG1_114200.2, TREG1_114200.1	EWB00_003778
OG0002895	TREG1_132720.1	EWB00_005862
OG0002896	TREG1_58650.1, TREG1_58650.2	EWB00_001110.1, EWB00_001110.2
OG0002897	TREG1_35840.2, TREG1_35840.4, TREG1_35840.6, TREG1_35840.8, TREG1_35840.9, TREG1_35840.1, TREG1_35840.7, TREG1_35840.3, TREG1_35840.5, TREG1_35840.10	EWB00_004229.1, EWB00_004229.2, EWB00_004229.3
OG0002902	TREG1_43820.1	EWB00_006182
OG0002903	TREG1_96970.1, TREG1_96970.2, TREG1_96970.3	EWB00_007350.1, EWB00_007350.2, EWB00_007350.3, EWB00_007350.4, EWB00_007350.5
OG0002904	TREG1_26410.3, TREG1_26410.1, TREG1_26410.2, TREG1_26410.5, TREG1_26410.6, TREG1_26410.7, TREG1_26410.8, TREG1_26410.9, TREG1_26410.4	EWB00_002403.1, EWB00_002403.2
OG0002905	TREG1_89410.1	EWB00_003998
OG0002906	TREG1_47090.1, TREG1_47090.2	EWB00_000629
OG0002907	TREG1_19040.1, TREG1_19040.2, TREG1_19040.3, TREG1_19040.4, TREG1_19040.5	EWB00_006306
OG0002908	TREG1_82890.3, TREG1_82890.1, TREG1_82890.2	EWB00_008921
OG0002910	TREG1_27380.1	EWB00_005467.2, EWB00_005467.1, EWB00_005467.3
OG0002911	TREG1_20900.1	EWB00_002322.3, EWB00_002322.4, EWB00_002322.1, EWB00_002322.2
OG0002912	TREG1_89090.1	EWB00_003648.5, EWB00_003648.4, EWB00_003648.2, EWB00_003648.3, EWB00_003648.1
OG0002914	TREG1_9380.1	EWB00_002464.1, EWB00_002464.3, EWB00_002464.2
OG0002915	TREG1_104630.1, TREG1_104630.2	EWB00_008242
OG0002916	TREG1_10510.1, TREG1_10510.2, TREG1_10510.4, TREG1_10510.3	EWB00_000674.1, EWB00_000674.2
OG0002917	TREG1_32230.1	EWB00_007541
OG0002918	TREG1_111300.1, TREG1_111300.2	EWB00_009281.1, EWB00_009281.2, EWB00_009281.3
OG0002919	TREG1_122150.1, TREG1_122160.1	EWB00_004146, EWB00_004145
OG0002920	TREG1_42530.1, TREG1_42530.2, TREG1_42530.3	EWB00_006384.3, EWB00_006384.1, EWB00_006384.4, EWB00_006384.2
OG0002921	TREG1_132840.3, TREG1_132840.4, TREG1_132840.1, TREG1_132840.2	EWB00_001444
OG0002922	TREG1_106970.1	EWB00_010996.3, EWB00_010996.1, EWB00_010996.2, EWB00_010996.4, EWB00_010996.5
OG0002923	TREG1_83890.1	EWB00_011326
OG0002924	TREG1_15350.1, TREG1_15360.1	EWB00_004637
OG0002925	TREG1_25680.1	EWB00_007687
OG0002926	TREG1_47530.2, TREG1_47530.4, TREG1_47530.5, TREG1_47530.6, TREG1_47530.1, TREG1_47530.3, TREG1_47530.7	EWB00_005922.1, EWB00_005922.2
OG0002927	TREG1_2100.1	EWB00_008511.1, EWB00_008511.2
OG0002928	TREG1_107960.2, TREG1_107960.4, TREG1_107960.3, TREG1_107960.5, TREG1_107970.1	EWB00_001377
OG0002929	TREG1_29370.3, TREG1_29370.2, TREG1_29360.1, TREG1_29370.1	EWB00_005762
OG0002930	TREG1_45880.1	EWB00_002838.1, EWB00_007947, EWB00_002838.2
OG0002931	TREG1_9920.6, TREG1_9920.3, TREG1_9920.4, TREG1_9920.7, TREG1_9920.5, TREG1_9920.2, TREG1_9920.1	EWB00_008800
OG0002932	TREG1_31900.1	EWB00_004892.1, EWB00_004892.2
OG0002933	TREG1_34790.1, TREG1_34800.1, TREG1_34790.2	EWB00_003920, EWB00_003922, EWB00_003921
OG0002934	TREG1_130510.1, TREG1_130510.2, TREG1_130510.3	EWB00_008969
OG0002935	TREG1_82860.1, TREG1_82850.1	EWB00_010446.1, EWB00_010446.2
OG0002936	TREG1_63540.1	EWB00_002547
OG0002939	TREG1_29540.1	EWB00_003814
OG0002940	TREG1_64810.1	EWB00_010745, EWB00_010746
OG0002941	TREG1_77240.1, TREG1_77250.1	EWB00_009279, EWB00_009278, EWB00_011182, EWB00_009276.1, EWB00_009276.2
OG0002942	TREG1_104240.1	EWB00_001223
OG0002943	TREG1_104260.1	EWB00_001225.1, EWB00_001225.2
OG0002944	TREG1_13630.4, TREG1_13630.1, TREG1_13630.2, TREG1_13630.3	EWB00_006517
OG0002945	TREG1_105990.1, TREG1_105990.4, TREG1_105990.3, TREG1_105990.2	EWB00_004561
OG0002947	TREG1_127350.1	EWB00_001682
OG0002948	TREG1_81390.1	EWB00_000229.1, EWB00_000229.2, EWB00_000229.3
OG0002949	TREG1_32930.1, TREG1_53760.1	EWB00_001776
OG0002950	TREG1_97980.1, TREG1_97980.2, TREG1_97980.3	EWB00_008655
OG0002951	TREG1_33030.1	EWB00_007699.1, EWB00_007699.2, EWB00_007699.3
OG0002952	TREG1_75010.1, TREG1_75010.2, TREG1_75010.3, TREG1_75010.4	EWB00_004416
OG0002953	TREG1_3010.1	EWB00_007337
OG0002954	TREG1_79650.4, TREG1_79650.1, TREG1_79650.2, TREG1_79650.3, TREG1_79650.5, TREG1_79650.6, TREG1_79650.7, TREG1_79650.8, TREG1_79650.9	EWB00_007955
OG0002955	TREG1_106670.1	EWB00_003441
OG0002956	TREG1_134370.1, TREG1_134370.2, TREG1_134370.3	EWB00_004785.1, EWB00_004785.2
OG0002957	TREG1_96720.1	EWB00_009939.1, EWB00_009939.4, EWB00_009939.3, EWB00_009939.2
OG0002958	TREG1_90850.1, TREG1_90850.2, TREG1_90850.3	EWB00_009830.1, EWB00_009830.2
OG0002959	TREG1_119830.1, TREG1_119830.2	EWB00_006928
OG0002960	TREG1_70930.1, TREG1_70930.2	EWB00_008079.3, EWB00_008079.1, EWB00_008079.2
OG0002961	TREG1_21530.1, TREG1_21530.2, TREG1_21530.3, TREG1_21530.4	EWB00_000045
OG0002962	TREG1_89380.2, TREG1_89380.4, TREG1_89380.1, TREG1_89380.3	EWB00_003995, EWB00_003994
OG0002963	TREG1_15620.1	EWB00_005062.1, EWB00_005062.2
OG0002964	TREG1_31510.1, TREG1_31510.4, TREG1_31510.2, TREG1_31510.3	EWB00_004221
OG0002965	TREG1_74260.1	EWB00_008384
OG0002966	TREG1_34630.2, TREG1_34630.3, TREG1_34630.1, TREG1_34630.4	EWB00_000021.2, EWB00_000021.3, EWB00_000021.1, EWB00_000021.4
OG0002967	TREG1_86580.1	EWB00_011093
OG0002969	TREG1_70240.1, TREG1_70230.1	EWB00_010617, EWB00_010614
OG0002970	TREG1_18710.1, TREG1_18710.2	EWB00_000815.1, EWB00_000815.2, EWB00_000815.3
OG0002971	TREG1_89130.1	EWB00_009795
OG0002972	TREG1_84410.1	EWB00_001168.1, EWB00_001168.2, EWB00_001168.3
OG0002973	TREG1_66240.1	EWB00_005414.1, EWB00_005414.2, EWB00_005414.3
OG0002974	TREG1_47570.1, TREG1_47570.2	EWB00_005917
OG0002975	TREG1_55510.1, TREG1_55510.2	EWB00_004394.1, EWB00_004394.3, EWB00_004394.2
OG0002977	TREG1_7100.1	EWB00_009513
OG0002979	TREG1_24230.1, TREG1_24220.1	EWB00_010784
OG0002980	TREG1_46340.1, TREG1_46350.1	EWB00_009149.3, EWB00_009149.1, EWB00_009149.2
OG0002981	TREG1_105250.1	EWB00_001172.1, EWB00_001172.2
OG0002982	TREG1_61920.1	EWB00_005370.5, EWB00_005370.1, EWB00_005370.3, EWB00_005370.2, EWB00_005370.4
OG0002983	TREG1_58620.1, TREG1_58620.3, TREG1_58620.5, TREG1_58620.2, TREG1_58620.4	EWB00_001113.1, EWB00_001113.2
OG0002985	TREG1_1430.1	EWB00_004643
OG0002986	TREG1_29920.4, TREG1_29920.2, TREG1_29920.1, TREG1_29920.3	EWB00_008512, EWB00_009623
OG0002988	TREG1_130770.1, TREG1_130770.2, TREG1_130770.3, TREG1_130770.4, TREG1_130770.5	EWB00_005524.1, EWB00_005524.2
OG0002989	TREG1_71650.1, TREG1_71660.3, TREG1_71660.1, TREG1_71660.2, TREG1_71640.1	EWB00_002981
OG0002990	TREG1_139220.1, TREG1_7010.1, TREG1_111050.1, TREG1_139210.1	EWB00_006767
OG0002991	TREG1_41800.1	EWB00_011215.3
OG0002992	TREG1_98490.1, TREG1_98490.2	EWB00_011051
OG0002993	TREG1_112320.1, TREG1_112330.1	EWB00_008402.1, EWB00_008402.2
OG0002994	TREG1_22680.1, TREG1_22690.1	EWB00_008806
OG0002995	TREG1_129150.1, TREG1_129150.2, TREG1_129150.3	EWB00_011403
OG0002996	TREG1_24460.1, TREG1_24460.2	EWB00_002315
OG0002997	TREG1_50700.2, TREG1_50700.3, TREG1_50700.1, TREG1_50700.4	EWB00_007863
OG0002998	TREG1_30690.1	EWB00_001001
OG0002999	TREG1_31850.1, TREG1_85310.1	EWB00_011297
OG0003000	TREG1_33470.1, TREG1_33470.2	EWB00_005001
OG0003001	TREG1_33540.3, TREG1_33540.1, TREG1_33540.2, TREG1_33430.1, TREG1_33540.4	EWB00_005005
OG0003002	TREG1_15010.1	EWB00_010348.1, EWB00_010348.2, EWB00_010348.3, EWB00_010348.4
OG0003003	TREG1_132550.1	EWB00_005504.3, EWB00_005504.1, EWB00_005504.2
OG0003004	TREG1_103810.1	EWB00_001367
OG0003005	TREG1_68940.2, TREG1_68940.4, TREG1_68940.1, TREG1_68940.3	EWB00_007764.1, EWB00_007764.2
OG0003006	TREG1_114320.1	EWB00_009601.1, EWB00_009601.2, EWB00_009601.3
OG0003007	TREG1_91730.1	EWB00_011096.1, EWB00_011096.2, EWB00_011096.3
OG0003008	TREG1_57830.2, TREG1_57830.1, TREG1_57830.3, TREG1_57830.4, TREG1_57830.5	EWB00_011210.2, EWB00_011210.1, EWB00_011210.3
OG0003010	TREG1_95200.1	EWB00_000953.3, EWB00_000953.2, EWB00_000953.1, EWB00_000953.5, EWB00_000953.4
OG0003011	TREG1_49010.1	EWB00_005980
OG0003012	TREG1_87760.5, TREG1_87760.6, TREG1_87760.3, TREG1_87760.4, TREG1_87760.1, TREG1_87760.2	EWB00_011151
