Orthogroup	trichobilharzia_regenti	s.mekongi
OG0003027	TREG1_55360.5, TREG1_55360.1, TREG1_55360.3, TREG1_55360.4, TREG1_55360.2	KAK4474846.1
OG0003028	TREG1_1720.1	KAK4476314.1
OG0003029	TREG1_112920.1, TREG1_112920.2	KAK4468366.1
OG0003030	TREG1_15070.1, TREG1_15080.1	KAK4475071.1
OG0003031	TREG1_81820.2, TREG1_81820.1, TREG1_81820.3, TREG1_81820.4	KAK4471040.1
OG0003032	TREG1_81500.1	KAK4472074.1
OG0003033	TREG1_71850.1, TREG1_71840.1	KAK4469064.1
OG0003034	TREG1_117800.1	KAK4468280.1
OG0003036	TREG1_110270.1	KAK4468187.1
OG0003037	TREG1_101240.1	KAK4470951.1
OG0003038	TREG1_70110.1, TREG1_70220.1, TREG1_70220.2	KAK4469706.1
OG0003039	TREG1_62870.1	KAK4469437.1
OG0003040	TREG1_47660.1, TREG1_47660.2, TREG1_47660.3, TREG1_47650.1	KAK4472467.1
OG0003041	TREG1_51360.1	KAK4472389.1
OG0003042	TREG1_56800.1	KAK4473609.1
OG0003043	TREG1_64010.1, TREG1_63990.1	KAK4469610.1
OG0003044	TREG1_34530.1, TREG1_7400.1	KAK4476083.1
OG0003045	TREG1_69760.1, TREG1_69760.2, TREG1_69760.11, TREG1_69760.13, TREG1_69760.6, TREG1_69760.10, TREG1_69760.12, TREG1_69760.14, TREG1_69760.4, TREG1_69760.5, TREG1_69760.7, TREG1_69760.8, TREG1_69760.9, TREG1_69760.3	KAK4469160.1
OG0003046	TREG1_69750.1, TREG1_69750.2	KAK4469161.1
OG0003047	TREG1_20260.3, TREG1_20260.1, TREG1_20260.2	KAK4474707.1
OG0003048	TREG1_61360.1, TREG1_61360.2	KAK4469764.1
OG0003049	TREG1_61370.1, TREG1_61370.2	KAK4469754.1
OG0003050	TREG1_104400.1, TREG1_104400.2	KAK4470858.1
OG0003051	TREG1_60340.1	KAK4473151.1
OG0003052	TREG1_89000.1	KAK4471195.1
OG0003053	TREG1_38440.1	KAK4472972.1
OG0003054	TREG1_11220.3, TREG1_11220.1, TREG1_11220.2	KAK4476250.1
OG0003055	TREG1_75810.1	KAK4469728.1
OG0003056	TREG1_11030.1	KAK4476225.1
OG0003057	TREG1_87700.1, TREG1_87700.2	KAK4471418.1
OG0003058	TREG1_128100.1, TREG1_128100.2, TREG1_128100.3, TREG1_128100.4, TREG1_128100.5	KAK4468917.1
OG0003059	TREG1_44240.1	KAK4474057.1
OG0003060	TREG1_66600.1	KAK4469722.1, KAK4469721.1
OG0003062	TREG1_127720.1, TREG1_127780.1	KAK4468558.1
OG0003063	TREG1_16730.1	KAK4474944.1
OG0003064	TREG1_3970.1, TREG1_3970.3, TREG1_3970.2, TREG1_3970.4	KAK4476085.1, KAK4476084.1
OG0003065	TREG1_142140.1, TREG1_27410.2, TREG1_27410.1, TREG1_27410.3	KAK4475481.1
OG0003066	TREG1_131470.1, TREG1_131470.2, TREG1_131470.4, TREG1_131470.6, TREG1_131470.3, TREG1_131470.5	KAK4467653.1
OG0003067	TREG1_54630.1, TREG1_54630.5, TREG1_54630.7, TREG1_54630.3, TREG1_54630.4, TREG1_54630.2, TREG1_54630.6	KAK4473191.1
OG0003068	TREG1_105230.1, TREG1_105230.2	KAK4470448.1
OG0003069	TREG1_95960.1	KAK4470904.1
OG0003070	TREG1_36640.1, TREG1_36640.2	KAK4474128.1
OG0003071	TREG1_83980.1	KAK4471899.1
OG0003072	TREG1_101260.1	KAK4470953.1
OG0003073	TREG1_88680.1	KAK4471453.1
OG0003074	TREG1_78350.1, TREG1_78350.2, TREG1_78350.3, TREG1_78350.4, TREG1_78350.5	KAK4472092.1, KAK4472093.1
OG0003075	TREG1_77770.1	KAK4471132.1
OG0003076	TREG1_77840.1	KAK4467226.1
OG0003077	TREG1_99050.1, TREG1_99050.2	KAK4470456.1
OG0003079	TREG1_73860.1, TREG1_73860.2, TREG1_73860.3	KAK4469953.1
OG0003080	TREG1_25540.1	KAK4474393.1
OG0003081	TREG1_25770.1, TREG1_33630.1, TREG1_33620.1	KAK4474607.1
OG0003082	TREG1_76720.1	KAK4469388.1
OG0003083	TREG1_109630.1	KAK4470931.1
OG0003084	TREG1_105720.1, TREG1_105720.2, TREG1_105720.3, TREG1_105720.4	KAK4470292.1
OG0003085	TREG1_37160.1	KAK4473802.1
OG0003086	TREG1_82070.1, TREG1_82070.2, TREG1_82070.3	KAK4471330.1
OG0003087	TREG1_134640.1	KAK4467853.1
OG0003088	TREG1_21680.1, TREG1_21680.2, TREG1_21680.3	KAK4474979.1
OG0003089	TREG1_16190.1, TREG1_16190.3, TREG1_16190.2	KAK4475161.1
OG0003090	TREG1_41880.1, TREG1_41880.2	KAK4472596.1
OG0003091	TREG1_131260.1	KAK4467911.1
OG0003094	TREG1_130650.1, TREG1_130590.1, TREG1_130570.1, TREG1_130570.2, TREG1_130630.1, TREG1_130630.2, TREG1_130630.4, TREG1_130630.3, TREG1_130640.1, TREG1_130660.1, TREG1_118930.1	KAK4468504.1
OG0003095	TREG1_64720.1	KAK4469586.1
OG0003096	TREG1_100560.1	KAK4470528.1
OG0003097	TREG1_81240.1	KAK4471337.1
OG0003098	TREG1_15650.1, TREG1_15660.1	KAK4474756.1, KAK4474758.1, KAK4474759.1
OG0003107	TREG1_75300.1, TREG1_75300.2, TREG1_75300.3	KAK4469963.1
OG0003108	TREG1_38810.1, TREG1_38800.1	KAK4472992.1
OG0003109	TREG1_20030.1	KAK4475305.1
OG0003110	TREG1_14030.2, TREG1_14030.1, TREG1_13980.1, TREG1_13980.2, TREG1_13980.3, TREG1_14010.1, TREG1_14010.3, TREG1_14010.4, TREG1_14010.2, TREG1_14010.5, TREG1_14010.6	KAK4474497.1
OG0003111	TREG1_103310.1, TREG1_103320.1	KAK4470170.1
OG0003112	TREG1_91820.1	KAK4471551.1
OG0003114	TREG1_119860.1	KAK4468802.1
OG0003115	TREG1_106720.3, TREG1_106720.2, TREG1_106720.1	KAK4470616.1
OG0003117	TREG1_21230.1, TREG1_21230.2, TREG1_21230.3	KAK4475175.1
OG0003118	TREG1_57080.1	KAK4473622.1
OG0003119	TREG1_53210.1	KAK4472376.1
OG0003120	TREG1_103190.1	KAK4470643.1
OG0003121	TREG1_4740.1, TREG1_4740.2, TREG1_4740.3, TREG1_4740.4, TREG1_4740.5, TREG1_4740.6	KAK4474788.1
OG0003122	TREG1_600.1	KAK4475923.1
OG0003123	TREG1_113620.1	KAK4467459.1, KAK4467462.1
OG0003124	TREG1_124860.1	KAK4468630.1
OG0003125	TREG1_102920.1, TREG1_102920.2	KAK4470479.1
OG0003126	TREG1_21510.4, TREG1_21510.5, TREG1_21510.1, TREG1_21510.2, TREG1_21510.3	KAK4475109.1
OG0003127	TREG1_121820.1	KAK4468864.1
OG0003128	TREG1_110930.1, TREG1_110930.2	KAK4468288.1
OG0003130	TREG1_37620.1, TREG1_37620.4, TREG1_37620.2, TREG1_37620.3	KAK4473122.1
OG0003131	TREG1_139830.1, TREG1_104870.1, TREG1_139820.1, TREG1_139820.2	KAK4470255.1
OG0003132	TREG1_37570.1, TREG1_37570.2, TREG1_37570.3	KAK4473009.1
OG0003133	TREG1_81610.1	KAK4472047.1
OG0003134	TREG1_113920.5, TREG1_113920.1, TREG1_113920.2, TREG1_113920.3, TREG1_113920.4	KAK4468043.1
OG0003136	TREG1_2010.1	KAK4476290.1
OG0003137	TREG1_111930.1, TREG1_111940.1, TREG1_111920.1, TREG1_111910.1, TREG1_111920.2, TREG1_111920.3	KAK4468351.1
OG0003138	TREG1_120710.1, TREG1_120710.2, TREG1_120710.3, TREG1_120710.4	KAK4468617.1
OG0003139	TREG1_71670.1, TREG1_71670.2	KAK4469247.1
OG0003141	TREG1_87780.1	KAK4471989.1
OG0003142	TREG1_104730.1	KAK4470724.1
OG0003143	TREG1_101980.1, TREG1_101980.2	KAK4470519.1
OG0003144	TREG1_43740.1	KAK4473747.1
OG0003145	TREG1_22470.3, TREG1_22470.1, TREG1_22470.2	KAK4475042.1
OG0003146	TREG1_89040.1	KAK4471191.1
OG0003147	TREG1_72540.1, TREG1_72540.2	KAK4469262.1
OG0003148	TREG1_131210.2, TREG1_131210.1, TREG1_131210.3, TREG1_131210.4	KAK4467885.1
OG0003149	TREG1_76400.1	KAK4469944.1
OG0003150	TREG1_108390.1	KAK4470886.1
OG0003151	TREG1_61970.1	KAK4469373.1
OG0003152	TREG1_47330.1, TREG1_47330.2, TREG1_47330.3, TREG1_47330.4, TREG1_47330.5	KAK4473841.1
OG0003153	TREG1_106820.1, TREG1_106820.2, TREG1_106820.3	KAK4470627.1
OG0003154	TREG1_52560.1, TREG1_52550.1, TREG1_52550.2	KAK4474086.1
OG0003155	TREG1_92730.1, TREG1_95670.1	KAK4470113.1
OG0003156	TREG1_45900.2, TREG1_45900.3, TREG1_45900.4, TREG1_45900.5, TREG1_45900.6, TREG1_45900.1, TREG1_45900.7	KAK4473931.1
OG0003157	TREG1_37930.1, TREG1_73050.1, TREG1_73050.2, TREG1_73050.3	KAK4469678.1
OG0003158	TREG1_126130.1	KAK4468929.1
OG0003159	TREG1_74410.1, TREG1_74410.2, TREG1_74410.3	KAK4469036.1
OG0003160	TREG1_23470.4, TREG1_23470.2, TREG1_23470.1, TREG1_23470.5, TREG1_23470.3	KAK4475329.1, KAK4475328.1
OG0003161	TREG1_72200.1, TREG1_72210.1, TREG1_43750.1	KAK4469088.1
OG0003162	TREG1_17120.1, TREG1_17130.1	KAK4476171.1
OG0003163	TREG1_118800.1, TREG1_96400.1, TREG1_4750.1, TREG1_4750.2	KAK4474766.1
OG0003164	TREG1_44650.1, TREG1_44650.2	KAK4472344.1, KAK4472345.1
OG0003165	TREG1_141720.1, TREG1_104890.4, TREG1_104890.7, TREG1_104890.1, TREG1_104890.6, TREG1_104890.12, TREG1_104890.2, TREG1_104890.9, TREG1_104890.11, TREG1_104890.8, TREG1_104890.3, TREG1_104890.5, TREG1_104890.10	KAK4470763.1
OG0003167	TREG1_132390.1	KAK4467889.1
OG0003168	TREG1_81980.1	KAK4471309.1
OG0003169	TREG1_27220.1	KAK4474765.1
OG0003170	TREG1_19340.1, TREG1_19340.2, TREG1_18590.1	KAK4475221.1
OG0003171	TREG1_100860.1, TREG1_100860.2, TREG1_100860.3	KAK4470558.1
OG0003172	TREG1_23950.1, TREG1_23950.2	KAK4475445.1
OG0003173	TREG1_55230.1	KAK4472619.1, KAK4472618.1
OG0003174	TREG1_100030.1	KAK4470337.1
OG0003175	TREG1_133360.1	KAK4467721.1
OG0003176	TREG1_99280.1	KAK4470311.1
OG0003177	TREG1_38290.1, TREG1_38290.2, TREG1_38290.4, TREG1_38290.5, TREG1_38290.6, TREG1_38290.3	KAK4473005.1
OG0003178	TREG1_44600.1	KAK4472335.1
OG0003179	TREG1_106440.1	KAK4470325.1
OG0003180	TREG1_190.1	KAK4475713.1
OG0003181	TREG1_45740.1	KAK4473984.1
OG0003182	TREG1_50010.3, TREG1_50010.1, TREG1_50010.2, TREG1_50010.4	KAK4472665.1
OG0003183	TREG1_32060.1, TREG1_34650.1, TREG1_34670.1, TREG1_16540.3, TREG1_16540.4, TREG1_16540.5, TREG1_16540.6, TREG1_16540.2, TREG1_16540.1	KAK4474722.1
OG0003184	TREG1_48370.1, TREG1_48370.2	KAK4472873.1
OG0003185	TREG1_98060.1, TREG1_98060.2	KAK4470180.1
OG0003186	TREG1_50460.1	KAK4469043.1, KAK4472714.1
OG0003187	TREG1_106860.1	KAK4470628.1
OG0003188	TREG1_113310.1	KAK4467982.1
OG0003189	TREG1_76240.1, TREG1_76240.2	KAK4469783.1
OG0003190	TREG1_85380.6, TREG1_85380.5, TREG1_85380.1, TREG1_85380.3, TREG1_85380.2, TREG1_85380.4	KAK4471885.1
OG0003191	TREG1_67150.2, TREG1_67150.1, TREG1_67150.4, TREG1_67150.3, TREG1_67150.5	KAK4469115.1
OG0003192	TREG1_89430.1	KAK4471358.1
OG0003193	TREG1_47370.1	KAK4473845.1
OG0003194	TREG1_95900.1, TREG1_95900.2, TREG1_95900.3, TREG1_95900.4, TREG1_62430.1, TREG1_95900.5, TREG1_95900.6	KAK4470088.1
OG0003195	TREG1_19670.1, TREG1_19670.2	KAK4475218.1
OG0003196	TREG1_81370.1, TREG1_81370.2	KAK4471775.1
OG0003197	TREG1_136110.4, TREG1_136110.2, TREG1_136110.1, TREG1_136110.3	KAK4467650.1
OG0003198	TREG1_76520.1	KAK4469447.1
OG0003199	TREG1_134580.1, TREG1_134580.2, TREG1_134580.3	KAK4467790.1
OG0003200	TREG1_21150.1, TREG1_139550.1, TREG1_139550.2	KAK4476266.1
OG0003201	TREG1_29710.1, TREG1_29710.2, TREG1_29710.3, TREG1_29710.4, TREG1_29710.5, TREG1_29710.6	KAK4474576.1
OG0003202	TREG1_24430.1, TREG1_24430.2, TREG1_24430.4, TREG1_24430.3, TREG1_24430.5, TREG1_24430.6	KAK4475172.1
OG0003203	TREG1_129980.1, TREG1_129990.2, TREG1_129970.1, TREG1_129990.1	KAK4468472.1, KAK4468471.1
OG0003204	TREG1_16040.1	KAK4475014.1
OG0003205	TREG1_56880.1	KAK4473990.1
OG0003206	TREG1_13540.1	KAK4474923.1
OG0003207	TREG1_7060.1	KAK4476153.1
OG0003208	TREG1_93220.1, TREG1_93220.2	KAK4471535.1
OG0003209	TREG1_108500.1, TREG1_108490.1	KAK4470896.1
OG0003210	TREG1_29960.1	KAK4474687.1
OG0003211	TREG1_107910.1, TREG1_107910.2, TREG1_107910.3	KAK4470350.1
OG0003212	TREG1_13240.1, TREG1_13250.1	KAK4475898.1
OG0003213	TREG1_34370.1	KAK4472354.1
OG0003214	TREG1_13940.1, TREG1_13940.2, TREG1_13940.4, TREG1_13940.3	KAK4474495.1
OG0003215	TREG1_11730.1, TREG1_11730.2	KAK4476241.1
OG0003216	TREG1_82340.1	KAK4471483.1
OG0003217	TREG1_83820.1, TREG1_83820.2, TREG1_83820.3	KAK4471913.1
OG0003218	TREG1_79130.1	KAK4471153.1
OG0003221	TREG1_41470.1	KAK4473713.1
OG0003222	TREG1_15000.1	KAK4475064.1
OG0003223	TREG1_122750.3, TREG1_122750.1, TREG1_122750.2	KAK4468584.1, KAK4468585.1
OG0003224	TREG1_55500.1	KAK4473941.1
OG0003225	TREG1_124210.1	KAK4468688.1
OG0003226	TREG1_8310.1, TREG1_8300.1	KAK4474499.1
OG0003227	TREG1_87790.1	KAK4471990.1
OG0003228	TREG1_120960.1	KAK4468741.1
OG0003229	TREG1_106300.1	KAK4470686.1
OG0003230	TREG1_72380.1	KAK4469076.1
OG0003231	TREG1_15750.1	KAK4474953.1
OG0003232	TREG1_6750.1	KAK4474274.1
OG0003233	TREG1_23890.1, TREG1_23880.1	KAK4475433.1
OG0003234	TREG1_85690.1	KAK4471760.1
OG0003235	TREG1_110260.1, TREG1_110260.2	KAK4468186.1
OG0003236	TREG1_77940.1	KAK4471122.1
OG0003237	TREG1_35750.1, TREG1_35750.2	KAK4473234.1
OG0003238	TREG1_88060.1	KAK4471261.1
OG0003239	TREG1_112550.1, TREG1_112560.1	KAK4467990.1
OG0003240	TREG1_10340.2	KAK4476138.1
OG0003241	TREG1_39840.1, TREG1_39880.1	KAK4473883.1
OG0003242	TREG1_66350.1	KAK4469521.1
OG0003243	TREG1_11010.1, TREG1_79960.4, TREG1_79960.1, TREG1_79960.2, TREG1_79960.3, TREG1_79960.5	KAK4476227.1
OG0003244	TREG1_73800.1	KAK4469346.1
OG0003245	TREG1_69660.1	KAK4469172.1
OG0003247	TREG1_24900.1, TREG1_24900.2, TREG1_24900.3, TREG1_24900.4	KAK4474985.1
OG0003248	TREG1_110250.1	KAK4468201.1
OG0003249	TREG1_89120.1	KAK4471287.1
OG0003250	TREG1_95950.1, TREG1_95950.2, TREG1_95950.3	KAK4470916.1
OG0003251	TREG1_121660.2, TREG1_121660.1, TREG1_121660.3	KAK4468853.1
OG0003252	TREG1_55950.1	KAK4473464.1
OG0003253	TREG1_121600.1	KAK4468807.1
OG0003254	TREG1_82330.1	KAK4471484.1
OG0003255	TREG1_134560.1	KAK4467801.1
OG0003255	TREG1_133050.1	KAK4467929.1
OG0003256	TREG1_117450.1, TREG1_117450.2, TREG1_117450.4, TREG1_117450.3	KAK4468025.1
OG0003257	TREG1_6680.1	KAK4474666.1
OG0003258	TREG1_57720.1	KAK4473563.1
OG0003259	TREG1_59870.1, TREG1_59870.2	KAK4473296.1
OG0003260	TREG1_115080.1, TREG1_115080.2	KAK4468167.1
OG0003261	TREG1_55610.1	KAK4474180.1
OG0003262	TREG1_79070.1	KAK4471184.1
OG0003263	TREG1_3620.1, TREG1_3620.2	KAK4475776.1, KAK4475784.1
OG0003264	TREG1_27950.1, TREG1_27930.1, TREG1_27940.1, TREG1_27920.1, TREG1_27980.1, TREG1_27910.1	KAK4475229.1
OG0003265	TREG1_56380.1, TREG1_56380.2, TREG1_56380.3	KAK4473435.1
OG0003266	TREG1_99940.1	KAK4470094.1
OG0003267	TREG1_22260.1	KAK4475018.1
OG0003268	TREG1_39680.1, TREG1_39660.1, TREG1_39670.1	KAK4473571.1
OG0003269	TREG1_98940.6, TREG1_98940.4, TREG1_98940.5, TREG1_98940.1, TREG1_98940.2, TREG1_98940.3	KAK4470709.1
OG0003270	TREG1_90150.1	KAK4471698.1
OG0003271	TREG1_20800.1	KAK4474279.1
OG0003272	TREG1_55780.1	KAK4474002.1
OG0003273	TREG1_55390.1	KAK4472295.1
OG0003274	TREG1_22320.1, TREG1_22320.2	KAK4475136.1
OG0003275	TREG1_58670.1	KAK4473165.1
OG0003276	TREG1_85910.2, TREG1_85900.1, TREG1_85900.2, TREG1_85910.1, TREG1_85910.3, TREG1_85910.4, TREG1_85910.5, TREG1_85890.1	KAK4471817.1
OG0003277	TREG1_54050.1	KAK4472323.1
OG0003278	TREG1_72780.1	KAK4469763.1
OG0003279	TREG1_480.1, TREG1_480.2	KAK4475009.1
OG0003280	TREG1_102610.1	KAK4470799.1
OG0003281	TREG1_136400.1, TREG1_136400.2	KAK4467686.1
OG0003282	TREG1_63860.1	KAK4469505.1
OG0003283	TREG1_134850.1, TREG1_134850.2	KAK4467757.1
OG0003284	TREG1_85350.1, TREG1_85350.2, TREG1_85350.3, TREG1_85350.5, TREG1_85350.6, TREG1_85350.7, TREG1_85350.4	KAK4471882.1
OG0003285	TREG1_32170.1	KAK4473363.1
OG0003286	TREG1_91060.1	KAK4471627.1
OG0003287	TREG1_9660.7, TREG1_9660.8, TREG1_9680.2, TREG1_9680.1, TREG1_9680.3	KAK4476157.1
OG0003288	TREG1_90580.1, TREG1_90560.1	KAK4471508.1
OG0003289	TREG1_28230.1, TREG1_28150.2, TREG1_28150.3, TREG1_28150.5, TREG1_28150.6, TREG1_28150.7, TREG1_28150.1, TREG1_28150.4, TREG1_28220.1, TREG1_28150.8	KAK4474715.1
OG0003290	TREG1_17200.1	KAK4476282.1
OG0003291	TREG1_10470.1	KAK4474901.1
OG0003292	TREG1_116700.1	KAK4468075.1
OG0003293	TREG1_58810.1	KAK4473039.1
OG0003294	TREG1_54070.1, TREG1_54070.2	KAK4472321.1
OG0003295	TREG1_48880.1, TREG1_48880.2	KAK4472848.1
OG0003296	TREG1_70730.1, TREG1_70730.5, TREG1_70730.7, TREG1_70730.3, TREG1_70730.6, TREG1_70730.2, TREG1_70730.4	KAK4469906.1
OG0003297	TREG1_27760.1	KAK4474930.1
OG0003298	TREG1_63100.1, TREG1_63100.2	KAK4469322.1
OG0003299	TREG1_100410.1	KAK4470415.1
OG0003300	TREG1_58970.1, TREG1_30210.1, TREG1_30210.2, TREG1_30210.3, TREG1_30210.4	KAK4474742.1
OG0003301	TREG1_40540.1	KAK4472558.1
OG0003302	TREG1_4300.3, TREG1_4300.1, TREG1_4300.2, TREG1_4300.5, TREG1_4300.4, TREG1_4300.6, TREG1_4310.1	KAK4476124.1
OG0003303	TREG1_71210.1, TREG1_71270.1, TREG1_71270.2	KAK4469920.1
OG0003304	TREG1_28740.1, TREG1_28740.2	KAK4476026.1
OG0003305	TREG1_106530.1	KAK4470635.1
OG0003306	TREG1_73990.1	KAK4469971.1
OG0003307	TREG1_43530.1	KAK4472899.1
OG0003309	TREG1_14410.1	KAK4474415.1
OG0003310	TREG1_68480.1	KAK4469566.1
OG0003311	TREG1_127710.1, TREG1_127700.1, TREG1_127790.1	KAK4468557.1
OG0003314	TREG1_33270.1, TREG1_33270.2	KAK4473083.1
OG0003315	TREG1_50450.1	KAK4472565.1
OG0003319	TREG1_54930.1	KAK4473648.1
OG0003320	TREG1_75820.1	KAK4469731.1, KAK4469730.1
OG0003321	TREG1_48180.1, TREG1_48180.2, TREG1_48180.3, TREG1_48180.4	KAK4472455.1
OG0003322	TREG1_29810.1	KAK4474853.1, KAK4474854.1
OG0003326	TREG1_89830.1	KAK4471641.1
OG0003327	TREG1_103890.1, TREG1_103890.2	KAK4470434.1
OG0003328	TREG1_102900.1, TREG1_102900.2, TREG1_102900.3, TREG1_102900.4, TREG1_102900.5	KAK4470480.1
OG0003329	TREG1_134280.1	KAK4467772.1
OG0003330	TREG1_69720.1	KAK4469167.1, KAK4469165.1
OG0003331	TREG1_51290.1, TREG1_51290.2, TREG1_51290.3	KAK4474359.1
OG0003332	TREG1_54980.1	KAK4472584.1, KAK4472187.1
OG0003333	TREG1_6060.1	KAK4475965.1
OG0003334	TREG1_48520.1	KAK4472912.1
OG0003335	TREG1_90280.1	KAK4471465.1
OG0003336	TREG1_84290.1, TREG1_84290.2, TREG1_84290.3	KAK4471802.1
OG0003337	TREG1_105460.1, TREG1_105460.2	KAK4470702.1
OG0003338	TREG1_17680.1, TREG1_17680.2	KAK4474851.1
OG0003339	TREG1_300.1, TREG1_310.3, TREG1_310.4, TREG1_310.2, TREG1_310.1	KAK4475801.1
OG0003340	TREG1_41390.1	KAK4473706.1
OG0003341	TREG1_92270.1	KAK4471574.1
OG0003342	TREG1_17860.1	KAK4475262.1
OG0003344	TREG1_32650.1	KAK4473338.1
OG0003345	TREG1_46790.1	KAK4468751.1
OG0003346	TREG1_132170.1	KAK4467748.1
OG0003347	TREG1_31290.1, TREG1_31290.2	KAK4473853.1
OG0003348	TREG1_67630.1, TREG1_67630.2, TREG1_67630.3, TREG1_67630.4	KAK4469355.1
OG0003349	TREG1_49940.1, TREG1_49940.2	KAK4472670.1
OG0003351	TREG1_107800.1	KAK4470585.1
OG0003351	TREG1_107790.1	KAK4470586.1
OG0003352	TREG1_112580.1	KAK4468001.1
OG0003354	TREG1_60070.1	KAK4473041.1
OG0003355	TREG1_93970.1	KAK4471397.1
OG0003356	TREG1_29530.1	KAK4474680.1
OG0003357	TREG1_39520.1	KAK4473542.1
OG0003360	TREG1_53240.1	KAK4472374.1
OG0003361	TREG1_24490.4, TREG1_24490.3, TREG1_24490.6, TREG1_24490.1, TREG1_24490.2, TREG1_24490.5	KAK4475075.1
OG0003362	TREG1_98880.1	KAK4470541.1, KAK4470542.1
OG0003363	TREG1_48190.1	KAK4472454.1
OG0003364	TREG1_116460.1	KAK4468078.1
OG0003365	TREG1_22280.1, TREG1_22280.2	KAK4475132.1
OG0003366	TREG1_85920.1	KAK4471992.1
OG0003367	TREG1_63820.1, TREG1_63830.1, TREG1_63830.2	KAK4469630.1
OG0003368	TREG1_32990.1	KAK4473902.1
OG0003369	TREG1_87240.1, TREG1_87240.3, TREG1_87240.2	KAK4471215.1
OG0003370	TREG1_48700.1, TREG1_48700.2, TREG1_48700.4, TREG1_48700.5, TREG1_48700.3	KAK4472867.1
OG0003371	TREG1_136460.1	KAK4469637.1
OG0003372	TREG1_133120.1, TREG1_133120.2	KAK4467714.1
OG0003373	TREG1_27900.1, TREG1_27900.2, TREG1_27900.3, TREG1_27900.4, TREG1_27900.5	KAK4475230.1
OG0003374	TREG1_132070.1	KAK4467641.1
OG0003375	TREG1_96430.1	KAK4470085.1
OG0003376	TREG1_64070.1	KAK4469604.1
OG0003377	TREG1_112070.1	KAK4468003.1
OG0003378	TREG1_137730.1	KAK4468240.1
OG0003378	TREG1_110310.1, TREG1_110310.2	KAK4468207.1, KAK4468208.1
OG0003379	TREG1_138150.2, TREG1_138150.1, TREG1_139490.2, TREG1_138150.3, TREG1_139490.1	KAK4471270.1
OG0003380	TREG1_64250.1, TREG1_64250.4, TREG1_64250.2, TREG1_64250.3	KAK4469642.1
OG0003381	TREG1_77140.1	KAK4469845.1
OG0003382	TREG1_97910.5, TREG1_97920.1, TREG1_97910.1, TREG1_97910.6, TREG1_97910.3, TREG1_97910.4	KAK4470289.1
OG0003383	TREG1_104290.1	KAK4476102.1
OG0003384	TREG1_57660.1, TREG1_57660.2	KAK4473567.1
OG0003385	TREG1_124930.1	KAK4468440.1
OG0003386	TREG1_26610.1, TREG1_26610.2	KAK4475415.1
OG0003387	TREG1_19980.3, TREG1_19980.1, TREG1_19980.4, TREG1_19980.6, TREG1_19980.5, TREG1_19980.2	KAK4475308.1
OG0003388	TREG1_133380.1	KAK4467617.1
OG0003389	TREG1_63530.1, TREG1_139710.1, TREG1_63550.1, TREG1_63550.2	KAK4469143.1
OG0003390	TREG1_55680.1, TREG1_55670.1	KAK4474177.1
OG0003391	TREG1_109720.1, TREG1_109720.2, TREG1_109720.3	KAK4470923.1
OG0003392	TREG1_73650.1, TREG1_73650.2	KAK4469762.1
OG0003393	TREG1_47900.1, TREG1_47900.2, TREG1_47900.3	KAK4472526.1
OG0003394	TREG1_55820.1, TREG1_123960.1, TREG1_55820.2	KAK4473474.1
OG0003395	TREG1_74250.1	KAK4469025.1
OG0003396	TREG1_34550.1	KAK4472772.1
OG0003397	TREG1_29450.1, TREG1_29450.2	KAK4475464.1
OG0003398	TREG1_17160.1	KAK4476173.1
OG0003399	TREG1_50580.1	KAK4474118.1
OG0003400	TREG1_104040.1, TREG1_104040.2	KAK4470317.1
OG0003401	TREG1_51350.1	KAK4472390.1
OG0003402	TREG1_28340.1, TREG1_28360.1	KAK4475331.1
OG0003403	TREG1_74540.1, TREG1_74540.2, TREG1_74550.1	KAK4469413.1
OG0003404	TREG1_103750.1	KAK4470352.1
OG0003405	TREG1_66930.1, TREG1_66940.1	KAK4469634.1
OG0003406	TREG1_25840.1	KAK4476035.1
OG0003407	TREG1_114330.1, TREG1_114330.2	KAK4468100.1
OG0003408	TREG1_31550.1	KAK4473269.1
OG0003409	TREG1_13590.1, TREG1_13610.1, TREG1_13580.1, TREG1_13600.1	KAK4474296.1
OG0003410	TREG1_94450.1	KAK4471281.1
OG0003411	TREG1_43850.1, TREG1_43850.2	KAK4473740.1
OG0003412	TREG1_2500.1, TREG1_2500.2	KAK4475872.1
OG0003413	TREG1_7770.1, TREG1_7770.3, TREG1_7770.2, TREG1_7770.4	KAK4474333.1
OG0003415	TREG1_107580.1	KAK4470968.1
OG0003416	TREG1_94060.12, TREG1_94060.13, TREG1_94060.14, TREG1_94270.1	KAK4471260.1
OG0003417	TREG1_74040.1, TREG1_74040.2	KAK4469966.1
OG0003418	TREG1_72140.1	KAK4469091.1
OG0003419	TREG1_106840.1, TREG1_106840.2, TREG1_106850.1, TREG1_106840.3	KAK4470630.1, KAK4470629.1
OG0003420	TREG1_143500.1, TREG1_52810.2, TREG1_52810.1, TREG1_52810.3	KAK4473964.1
OG0003421	TREG1_40150.1	KAK4473893.1
OG0003422	TREG1_72400.1	KAK4469073.1
OG0003423	TREG1_28020.1	KAK4467576.1, KAK4467577.1, KAK4474677.1
OG0003424	TREG1_119890.1	KAK4468849.1
OG0003425	TREG1_116400.1, TREG1_116400.2	KAK4468085.1, KAK4468086.1
OG0003426	TREG1_82530.1, TREG1_82530.2	KAK4471450.1
