Orthogroup	trichobilharzia_regenti	schistosoma_mansoni
OG0003730	TREG1_66070.1, TREG1_66070.2	Smp_180430.1
OG0003731	TREG1_115010.1	Smp_334510.1
OG0003732	TREG1_111990.1, TREG1_111990.2	Smp_125670.1
OG0003733	TREG1_26280.1	Smp_311890.1, Smp_315980.1
OG0003734	TREG1_4870.1, TREG1_4870.2, TREG1_4870.3, TREG1_4870.4, TREG1_4870.5, TREG1_4870.6	Smp_322280.1, Smp_022500.1
OG0003735	TREG1_18680.1	Smp_347010.1
OG0003736	TREG1_94340.1	Smp_000910.1
OG0003737	TREG1_99790.1	Smp_176230.1
OG0003738	TREG1_34480.1	Smp_332700.1
OG0003739	TREG1_66030.1	Smp_144870.1
OG0003740	TREG1_33550.1	Smp_159730.1
OG0003741	TREG1_73780.10, TREG1_73780.1, TREG1_73780.2, TREG1_73780.7, TREG1_73780.8, TREG1_73780.9, TREG1_73780.6, TREG1_73780.3, TREG1_73780.4, TREG1_73780.5	Smp_154850.1
OG0003742	TREG1_83430.3, TREG1_83430.2, TREG1_83430.4, TREG1_83430.1, TREG1_83440.1	Smp_167520.1
OG0003743	TREG1_86330.1, TREG1_86330.2	Smp_156280.1
OG0003744	TREG1_51170.1	Smp_161850.1
OG0003745	TREG1_45270.1	Smp_128990.1
OG0003747	TREG1_54490.1	Smp_213680.1
OG0003748	TREG1_6450.1, TREG1_6460.1, TREG1_6460.3, TREG1_6460.5, TREG1_6460.2, TREG1_6460.4, TREG1_6460.6	Smp_343160.1
OG0003749	TREG1_24260.3, TREG1_24260.1, TREG1_24260.2, TREG1_24260.4	Smp_162910.1
OG0003750	TREG1_108800.1	Smp_247370.1
OG0003751	TREG1_116930.1, TREG1_116930.3, TREG1_116930.2	Smp_133380.1
OG0003752	TREG1_50730.1, TREG1_50730.4, TREG1_50730.5, TREG1_50730.2, TREG1_50730.3	Smp_167170.1
OG0003753	TREG1_26600.1, TREG1_26600.2, TREG1_26600.3, TREG1_26600.4, TREG1_26600.5	Smp_160320.1
OG0003754	TREG1_112520.1	Smp_160530.1
OG0003755	TREG1_108940.4, TREG1_108940.1, TREG1_108940.2, TREG1_108940.3	Smp_153250.1
OG0003756	TREG1_17910.1	Smp_341570.1
OG0003757	TREG1_33830.1	Smp_072440.1
OG0003758	TREG1_55450.1	Smp_057020.1
OG0003759	TREG1_90510.1	Smp_212710.1
OG0003760	TREG1_36970.1	Smp_157470.1
OG0003761	TREG1_65810.1, TREG1_65810.2, TREG1_65810.3, TREG1_65810.5, TREG1_65810.4	Smp_004260.1
OG0003762	TREG1_122420.1	Smp_138920.1
OG0003763	TREG1_57530.1	Smp_211320.2, Smp_211320.1
OG0003764	TREG1_58310.4, TREG1_58310.1, TREG1_58310.3, TREG1_58320.1, TREG1_58310.2, TREG1_58310.5	Smp_170340.1
OG0003765	TREG1_15970.1	Smp_017860.1
OG0003766	TREG1_61310.1, TREG1_61300.1	Smp_133600.1
OG0003767	TREG1_79540.1, TREG1_79540.2	Smp_074040.1
OG0003768	TREG1_143260.1, TREG1_1540.1, TREG1_1550.1	Smp_169480.1, Smp_169480.2
OG0003769	TREG1_35040.1, TREG1_35040.2	Smp_124130.1
OG0003770	TREG1_99690.3, TREG1_99690.2, TREG1_99690.4, TREG1_99690.1, TREG1_99690.5, TREG1_23650.1	Smp_141000.1, Smp_141000.2
OG0003771	TREG1_4090.2, TREG1_4090.4, TREG1_4090.1, TREG1_4090.3	Smp_096160.1
OG0003772	TREG1_66430.1	Smp_245550.2, Smp_245550.1
OG0003773	TREG1_124150.1	Smp_036370.1
OG0003774	TREG1_101650.1, TREG1_101650.2	Smp_312760.1
OG0003775	TREG1_95420.1	Smp_050350.1
OG0003776	TREG1_19440.1	Smp_342730.1
OG0003777	TREG1_78860.1	Smp_105690.1
OG0003778	TREG1_132240.1, TREG1_132230.1, TREG1_139430.1	Smp_130280.3, Smp_130280.2, Smp_130280.1
OG0003779	TREG1_17900.1, TREG1_17900.2, TREG1_17900.4, TREG1_17900.3	Smp_153520.1
OG0003780	TREG1_89620.1	Smp_120960.1, Smp_326430.1
OG0003781	TREG1_39140.2, TREG1_39140.1, TREG1_39140.3	Smp_168400.1
OG0003782	TREG1_67990.4, TREG1_67990.1, TREG1_67990.2, TREG1_67990.3	Smp_066630.1
OG0003783	TREG1_62420.1	Smp_242220.1
OG0003784	TREG1_63090.1	Smp_017360.1
OG0003785	TREG1_31110.1	Smp_017520.1
OG0003786	TREG1_85620.1, TREG1_85620.2	Smp_197540.1
OG0003787	TREG1_25280.1, TREG1_25280.2, TREG1_25280.3, TREG1_25280.4	Smp_077180.1
OG0003788	TREG1_101760.1	Smp_148790.1
OG0003789	TREG1_14110.1, TREG1_14110.2, TREG1_103480.2, TREG1_103480.1, TREG1_103480.3, TREG1_103480.4	Smp_304910.1
OG0003790	TREG1_46770.1	Smp_097280.1
OG0003792	TREG1_119040.1, TREG1_119050.1, TREG1_73620.1, TREG1_73620.2, TREG1_73360.1	Smp_142490.1
OG0003793	TREG1_61990.9, TREG1_61990.11, TREG1_61990.10, TREG1_62020.2, TREG1_62020.1, TREG1_62040.1, TREG1_62040.2	Smp_147750.1
OG0003794	TREG1_118310.1, TREG1_118310.2, TREG1_118310.3, TREG1_118310.4	Smp_088310.1
OG0003795	TREG1_12250.1	Smp_337530.1
OG0003796	TREG1_88020.1	Smp_123630.1
OG0003797	TREG1_107750.3, TREG1_107750.1, TREG1_107750.2	Smp_313320.1
OG0003798	TREG1_21020.1	Smp_068840.1, Smp_068840.2
OG0003799	TREG1_113650.1	Smp_348340.1
OG0003800	TREG1_32680.1	Smp_164200.1
OG0003801	TREG1_75490.1, TREG1_75490.2, TREG1_75490.3, TREG1_75500.1	Smp_012410.1
OG0003802	TREG1_104200.1, TREG1_104200.2, TREG1_104200.3, TREG1_104200.4	Smp_015980.1
OG0003803	TREG1_2330.1	Smp_165780.1
OG0003804	TREG1_15130.1, TREG1_15130.2, TREG1_15130.3	Smp_024240.1
OG0003805	TREG1_14240.1, TREG1_14240.2, TREG1_14240.3, TREG1_14240.4, TREG1_14240.5	Smp_015880.1
OG0003806	TREG1_3360.13, TREG1_3360.15, TREG1_3360.16, TREG1_3360.12, TREG1_3460.1, TREG1_3360.14	Smp_066410.1
OG0003807	TREG1_52900.3, TREG1_52900.1, TREG1_52900.2	Smp_008140.1
OG0003808	TREG1_101250.1	Smp_337490.1, Smp_337490.2
OG0003809	TREG1_95160.3, TREG1_95160.4, TREG1_95160.1, TREG1_95160.2	Smp_126750.1
OG0003810	TREG1_49290.1, TREG1_49290.2, TREG1_49290.3	Smp_131790.1
OG0003811	TREG1_33640.1	Smp_341730.1
OG0003812	TREG1_54730.1	Smp_213690.1
OG0003814	TREG1_111010.1, TREG1_111010.2	Smp_150580.1
OG0003815	TREG1_124390.1, TREG1_124390.2, TREG1_124390.3	Smp_149410.1
OG0003816	TREG1_79920.1	Smp_121930.1, Smp_121930.2
OG0003817	TREG1_18870.1, TREG1_18890.1, TREG1_18880.1, TREG1_81120.1	Smp_308260.1
OG0003820	TREG1_57490.1	Smp_341130.1, Smp_316860.1, Smp_319970.1
OG0003822	TREG1_130240.1, TREG1_130250.1, TREG1_62930.1	Smp_214090.1
OG0003827	TREG1_48230.1, TREG1_48230.3, TREG1_48230.2	Smp_129830.1
OG0003828	TREG1_39930.1, TREG1_39930.2	Smp_158480.1
OG0003829	TREG1_26210.1	Smp_171940.1
OG0003830	TREG1_20570.1	Smp_061870.1
OG0003831	TREG1_135520.1	Smp_170540.1
OG0003832	TREG1_135650.1	Smp_125160.1
OG0003833	TREG1_35900.1	Smp_303330.1
OG0003834	TREG1_19320.1	Smp_336830.1
OG0003835	TREG1_29020.1	Smp_054320.1
OG0003836	TREG1_48200.1, TREG1_48200.2, TREG1_48210.2, TREG1_48210.1	Smp_129870.1
OG0003837	TREG1_40730.1, TREG1_40730.2, TREG1_40730.3, TREG1_40730.4	Smp_148700.1
OG0003838	TREG1_14580.1	Smp_345410.1
OG0003839	TREG1_15190.1, TREG1_15190.2	Smp_132000.1
OG0003840	TREG1_57500.1, TREG1_57500.2, TREG1_57500.3, TREG1_57500.4	Smp_072630.1, Smp_337020.1, Smp_337030.1
OG0003841	TREG1_55520.1	Smp_141660.1
OG0003842	TREG1_49120.1, TREG1_49130.1	Smp_347770.1
OG0003843	TREG1_4290.1	Smp_145600.1
OG0003844	TREG1_53410.1, TREG1_53410.2	Smp_008430.1
OG0003845	TREG1_127970.2, TREG1_127970.1, TREG1_127970.3	Smp_307070.1
OG0003846	TREG1_12410.1	Smp_241480.1
OG0003847	TREG1_85930.1	Smp_346300.1
OG0003848	TREG1_116900.1, TREG1_116900.2	Smp_133350.1
OG0003849	TREG1_30150.1	Smp_143750.1
OG0003850	TREG1_46510.1, TREG1_46510.2	Smp_196950.1, Smp_196950.2
OG0003851	TREG1_86590.1	Smp_347810.1
OG0003852	TREG1_130500.1	Smp_318140.1, Smp_318130.1
OG0003853	TREG1_133250.1	Smp_332390.1, Smp_332390.2
OG0003854	TREG1_89700.1	Smp_308980.1, Smp_309000.1
OG0003855	TREG1_56830.1	Smp_172110.1
OG0003856	TREG1_116520.1	Smp_343650.1
OG0003857	TREG1_43010.1	Smp_160710.1
OG0003858	TREG1_47510.1	Smp_083200.1
OG0003859	TREG1_87390.1, TREG1_87400.1	Smp_243690.1
OG0003860	TREG1_58260.1	Smp_170320.1
OG0003861	TREG1_40060.1, TREG1_40060.2, TREG1_40060.3, TREG1_40060.4, TREG1_40060.6, TREG1_40060.7, TREG1_40060.5	Smp_068120.1
OG0003863	TREG1_61110.1	Smp_099170.1
OG0003864	TREG1_98450.1	Smp_329570.3, Smp_329570.1, Smp_329570.2
OG0003865	TREG1_133790.1, TREG1_133790.2, TREG1_133790.3, TREG1_133790.4	Smp_300770.1, Smp_300770.2, Smp_318150.1
OG0003866	TREG1_41780.1, TREG1_41790.1	Smp_093700.1
OG0003867	TREG1_67100.1	Smp_004600.1
OG0003868	TREG1_85090.3, TREG1_85090.1, TREG1_85090.2, TREG1_85090.4	Smp_018640.1
OG0003869	TREG1_36990.1, TREG1_36990.2, TREG1_36990.3	Smp_159140.1
OG0003870	TREG1_130290.1, TREG1_130290.3, TREG1_130290.4, TREG1_130290.2, TREG1_130290.5	Smp_318110.1
OG0003871	TREG1_52540.1	Smp_071560.1
OG0003872	TREG1_75960.1	Smp_246110.1
OG0003873	TREG1_109990.1, TREG1_109990.2	Smp_334460.1
OG0003874	TREG1_39580.1, TREG1_39580.2	Smp_005520.1
OG0003875	TREG1_32690.1	Smp_077980.1
OG0003876	TREG1_43160.1	Smp_048380.1
OG0003877	TREG1_81470.1, TREG1_81470.2	Smp_013610.1
OG0003878	TREG1_83490.1	Smp_347790.1
OG0003879	TREG1_109350.1	Smp_151070.1
OG0003880	TREG1_126150.3, TREG1_126150.1, TREG1_126150.2	Smp_141960.1
OG0003881	TREG1_83870.1	Smp_018400.1
OG0003882	TREG1_134530.1	Smp_203310.1
OG0003883	TREG1_83920.3, TREG1_83920.2, TREG1_83920.1	Smp_132210.1
OG0003884	TREG1_59050.1, TREG1_59050.2	Smp_056260.2, Smp_056260.1
OG0003885	TREG1_122730.1	Smp_002080.1
OG0003886	TREG1_52270.1	Smp_343460.1
OG0003887	TREG1_123620.1, TREG1_123610.1	Smp_343240.1
OG0003888	TREG1_123640.1	Smp_064250.1
OG0003889	TREG1_98740.1, TREG1_98740.2	Smp_145540.1
OG0003890	TREG1_17830.1, TREG1_17830.3, TREG1_17830.2	Smp_051300.1
OG0003891	TREG1_13800.1	Smp_163250.1
OG0003892	TREG1_124130.1	Smp_147110.1
OG0003894	TREG1_20860.1	Smp_158290.1
OG0003895	TREG1_72930.1, TREG1_72930.2	Smp_130160.1
OG0003896	TREG1_63420.1	Smp_148470.1
OG0003898	TREG1_11580.1	Smp_059920.1
OG0003899	TREG1_73060.1	Smp_130180.1
OG0003900	TREG1_92440.1	Smp_333740.1
OG0003901	TREG1_92460.1, TREG1_92460.2	Smp_196220.1
OG0003902	TREG1_124550.1	Smp_165700.1
OG0003903	TREG1_82870.1	Smp_165870.1
OG0003904	TREG1_93450.1	Smp_083970.1
OG0003905	TREG1_131610.1, TREG1_131610.2	Smp_041190.1
OG0003906	TREG1_10280.1, TREG1_10280.2, TREG1_10280.3	Smp_180060.1
OG0003907	TREG1_14190.1, TREG1_14200.1, TREG1_14200.2, TREG1_14200.3, TREG1_14200.4	Smp_048620.1
OG0003908	TREG1_21610.2, TREG1_21610.4, TREG1_21610.3, TREG1_21610.1	Smp_337110.1
OG0003909	TREG1_44390.1	Smp_132690.1
OG0003910	TREG1_76380.1, TREG1_76380.2, TREG1_76380.3	Smp_133940.1
OG0003911	TREG1_56680.1	Smp_072180.1
OG0003912	TREG1_109450.1, TREG1_109450.2	Smp_149160.1
OG0003913	TREG1_45330.1	Smp_129000.1
OG0003914	TREG1_99860.1, TREG1_99860.2	Smp_337060.1
OG0003915	TREG1_99850.1	Smp_037230.1
OG0003916	TREG1_117650.1	Smp_247720.1
OG0003917	TREG1_24730.1, TREG1_24730.3, TREG1_24730.2	Smp_018220.1
OG0003918	TREG1_67190.1, TREG1_67180.4, TREG1_67180.1, TREG1_67180.3, TREG1_67180.2, TREG1_65850.1	Smp_124450.1
OG0003919	TREG1_53790.1, TREG1_53780.1	Smp_340670.1
OG0003920	TREG1_17690.1	Smp_176540.1
OG0003921	TREG1_99340.1, TREG1_99350.1, TREG1_99360.1, TREG1_99320.1, TREG1_99370.1	Smp_169470.1
OG0003922	TREG1_91830.1, TREG1_91840.1, TREG1_91860.1, TREG1_91850.1	Smp_167680.1
OG0003923	TREG1_54410.1	Smp_004080.1
OG0003924	TREG1_76450.1, TREG1_76450.2, TREG1_76460.1	Smp_021830.1
OG0003925	TREG1_73740.1	Smp_245840.2, Smp_245840.1, Smp_245840.3
OG0003926	TREG1_35640.1, TREG1_35640.3, TREG1_35640.6, TREG1_35640.4, TREG1_35640.5, TREG1_35640.7, TREG1_35640.2, TREG1_35590.5	Smp_341980.1
OG0003927	TREG1_92360.1	Smp_151570.1
OG0003928	TREG1_140030.1, TREG1_140030.2, TREG1_140030.3, TREG1_56720.1, TREG1_56710.1	Smp_172050.1
OG0003929	TREG1_61570.1	Smp_341520.1
OG0003930	TREG1_102700.1, TREG1_102710.3, TREG1_102710.4, TREG1_102710.2, TREG1_102710.1	Smp_053800.1
OG0003931	TREG1_70270.1, TREG1_70280.1	Smp_048970.1
OG0003932	TREG1_24670.1	Smp_337395.1
OG0003933	TREG1_35920.3, TREG1_35920.1, TREG1_35920.2	Smp_341230.1
OG0003934	TREG1_14290.1, TREG1_14290.2, TREG1_14290.3, TREG1_14290.4, TREG1_112300.1	Smp_344090.1
OG0003935	TREG1_17590.1	Smp_323340.1
OG0003936	TREG1_9560.1	Smp_044530.1
OG0003937	TREG1_63670.1	Smp_245570.1
OG0003938	TREG1_105510.1, TREG1_105510.2	Smp_052230.1
OG0003939	TREG1_110150.1	Smp_144030.1
OG0003940	TREG1_29940.1	Smp_323540.1
OG0003941	TREG1_1330.1	Smp_139140.1
OG0003941	TREG1_1320.1, TREG1_1370.1	Smp_031390.1
OG0003942	TREG1_62280.3, TREG1_62280.1, TREG1_62280.2, TREG1_62280.4	Smp_001210.1
OG0003943	TREG1_63370.1	Smp_347720.1
OG0003944	TREG1_63360.1	Smp_095920.1
OG0003945	TREG1_120990.1	Smp_158630.1
OG0003946	TREG1_54510.1	Smp_124320.1
OG0003947	TREG1_56950.1	Smp_154780.1
OG0003948	TREG1_76750.1, TREG1_76750.2	Smp_170400.1
OG0003949	TREG1_70880.1	Smp_047370.1
OG0003950	TREG1_20210.1	Smp_006350.1
OG0003951	TREG1_69310.1, TREG1_45360.1, TREG1_45390.1	Smp_350430.1, Smp_346010.1
OG0003952	TREG1_122890.1	Smp_172510.2, Smp_172510.1
OG0003953	TREG1_112620.1	Smp_070600.1
OG0003954	TREG1_91740.1, TREG1_91740.2	Smp_325960.1, Smp_342640.1
OG0003955	TREG1_65960.1, TREG1_65960.2	Smp_176310.1
OG0003956	TREG1_86470.1, TREG1_86470.2, TREG1_86470.3	Smp_085110.1
OG0003957	TREG1_57390.1, TREG1_57390.2	Smp_032060.1
OG0003958	TREG1_51740.1	Smp_161960.1
OG0003959	TREG1_15340.1	Smp_305770.1
OG0003960	TREG1_64640.1, TREG1_64640.2	Smp_082620.1
OG0003961	TREG1_110130.1	Smp_312610.1, Smp_312620.1
OG0003962	TREG1_49000.1	Smp_345240.1
OG0003963	TREG1_21790.2, TREG1_21790.3, TREG1_21790.1, TREG1_21790.4	Smp_344350.1
OG0003964	TREG1_13670.1	Smp_055900.1
OG0003965	TREG1_60240.1	Smp_163550.1
OG0003966	TREG1_1170.1	Smp_322690.1, Smp_145640.1
OG0003967	TREG1_41930.1, TREG1_41920.1	Smp_144070.1
OG0003968	TREG1_3030.1	Smp_204380.1
OG0003969	TREG1_115680.1	Smp_147090.1
OG0003970	TREG1_127900.1, TREG1_127900.4, TREG1_127900.2, TREG1_127900.3	Smp_164080.1
OG0003971	TREG1_88560.1	Smp_127520.1
OG0003972	TREG1_49990.1	Smp_196790.1
OG0003973	TREG1_133280.2, TREG1_133280.1, TREG1_133280.3	Smp_078110.2, Smp_078110.1
OG0003974	TREG1_61900.1	Smp_096910.1
OG0003975	TREG1_57880.1	Smp_302140.1
OG0003976	TREG1_35800.1	Smp_124030.1
OG0003977	TREG1_67660.1	Smp_179940.1
OG0003978	TREG1_68300.1, TREG1_68300.2, TREG1_68300.3, TREG1_68300.4, TREG1_68300.5, TREG1_68300.6	Smp_341120.1
OG0003979	TREG1_8340.1, TREG1_8340.2, TREG1_8340.3	Smp_242800.1, Smp_242800.2
OG0003980	TREG1_132670.2, TREG1_132670.1, TREG1_132670.3	Smp_340220.1
OG0003981	TREG1_32760.1, TREG1_32760.2, TREG1_32760.3	Smp_086060.1
OG0003982	TREG1_61660.1, TREG1_61660.2, TREG1_61660.3	Smp_078730.1
OG0003983	TREG1_83810.1, TREG1_83810.2	Smp_018430.1
OG0003984	TREG1_11880.1, TREG1_11880.2, TREG1_11880.3	Smp_305070.1, Smp_322930.1
OG0003985	TREG1_87990.1, TREG1_87990.2	Smp_123610.1
OG0003986	TREG1_81160.1	Smp_079760.1
OG0003987	TREG1_4170.1, TREG1_4170.2, TREG1_4170.3, TREG1_4170.4, TREG1_4170.5, TREG1_4170.6, TREG1_4170.7	Smp_267280.1
OG0003988	TREG1_40170.1, TREG1_40170.2	Smp_210810.1, Smp_210810.2
OG0003989	TREG1_78630.1, TREG1_78630.2, TREG1_78630.3	Smp_138030.1
OG0003990	TREG1_69590.1	Smp_065170.1
OG0003991	TREG1_14640.1	Smp_347610.1
OG0003992	TREG1_51120.1	Smp_073280.1
OG0003993	TREG1_106340.1	Smp_160700.1
OG0003994	TREG1_56490.1, TREG1_56490.2, TREG1_56490.4, TREG1_56490.3	Smp_161360.1
OG0003995	TREG1_124590.1	Smp_165660.1
OG0003996	TREG1_70840.1	Smp_318910.1
OG0003997	TREG1_15780.1, TREG1_15780.3, TREG1_15780.4, TREG1_15780.2	Smp_130600.1
OG0003999	TREG1_21590.1, TREG1_21590.2	Smp_176090.1
OG0004000	TREG1_85680.1	Smp_342690.1, Smp_342690.2
OG0004001	TREG1_63910.1, TREG1_74110.1	Smp_133660.1
OG0004002	TREG1_106290.1	Smp_007970.1
OG0004003	TREG1_53170.1	Smp_318970.1
OG0004004	TREG1_97930.1, TREG1_97930.2	Smp_086900.1
OG0004005	TREG1_45940.1	Smp_142670.1
OG0004006	TREG1_47630.1, TREG1_47630.2, TREG1_47630.4, TREG1_47630.3	Smp_057090.1
OG0004007	TREG1_103650.1, TREG1_103650.2	Smp_148830.1
OG0004008	TREG1_35220.1	Smp_003130.1
OG0004009	TREG1_135960.3, TREG1_135960.5, TREG1_135960.6, TREG1_135960.1, TREG1_135960.4, TREG1_135960.7, TREG1_135960.2	Smp_125300.1
OG0004010	TREG1_32110.1, TREG1_32110.2, TREG1_32110.3	Smp_087760.1
OG0004011	TREG1_96320.1, TREG1_96320.2	Smp_247600.1, Smp_247600.2
OG0004012	TREG1_67730.1	Smp_176820.1
OG0004012	TREG1_67740.1, TREG1_67750.1	Smp_099670.1
OG0004013	TREG1_91140.1, TREG1_91140.2, TREG1_91140.3, TREG1_91140.4, TREG1_91140.5	Smp_347390.1
OG0004014	TREG1_114280.1, TREG1_114280.2	Smp_133420.1
OG0004015	TREG1_136300.1, TREG1_136280.1, TREG1_136290.1	Smp_300790.1, Smp_332960.1
OG0004016	TREG1_12610.1, TREG1_12610.2, TREG1_12610.3	Smp_342830.1
OG0004018	TREG1_121490.3, TREG1_121490.2, TREG1_121490.1, TREG1_121490.4	Smp_123190.1
OG0004019	TREG1_120260.1, TREG1_120270.1	Smp_172250.1
OG0004021	TREG1_124400.1, TREG1_124400.2	Smp_177180.1, Smp_177180.2, Smp_177180.3
OG0004022	TREG1_125920.1	Smp_169950.1
OG0004023	TREG1_84270.1	Smp_308270.1
OG0004024	TREG1_9850.1	Smp_152350.1
OG0004025	TREG1_26590.1, TREG1_26590.3, TREG1_26590.2	Smp_070310.1
OG0004026	TREG1_37130.1	Smp_345580.1
OG0004028	TREG1_56510.1, TREG1_56510.2, TREG1_56510.4, TREG1_56510.3	Smp_161350.1
OG0004029	TREG1_99450.1, TREG1_99450.2	Smp_063040.1
OG0004030	TREG1_28680.1, TREG1_27310.1, TREG1_27320.1	Smp_331820.2, Smp_331820.1
OG0004031	TREG1_47550.1, TREG1_47550.2	Smp_126690.1
OG0004032	TREG1_28490.1, TREG1_28490.2, TREG1_28490.4, TREG1_28490.5, TREG1_28490.3, TREG1_142320.1, TREG1_142310.1	Smp_305720.1
OG0004033	TREG1_54870.1	Smp_302450.1, Smp_302480.2, Smp_302480.1
OG0004034	TREG1_128450.1	Smp_127160.1
OG0004035	TREG1_119390.1, TREG1_119390.2	Smp_179560.1
OG0004036	TREG1_45890.1, TREG1_45890.2	Smp_084610.1
OG0004037	TREG1_14380.4, TREG1_14380.1, TREG1_14380.2, TREG1_14380.6, TREG1_14380.7, TREG1_14380.5, TREG1_14380.3	Smp_015710.1
OG0004038	TREG1_69930.1	Smp_310600.1, Smp_310580.1
OG0004039	TREG1_96830.1	Smp_053230.1
OG0004040	TREG1_73610.1, TREG1_73610.2	Smp_082860.1
OG0004041	TREG1_33870.1, TREG1_33880.1	Smp_308370.1
OG0004042	TREG1_89730.1, TREG1_89730.2, TREG1_89730.3	Smp_030010.1
OG0004043	TREG1_6740.1	Smp_094950.1
OG0004044	TREG1_32180.1, TREG1_32180.2	Smp_341680.1
OG0004045	TREG1_10440.1	Smp_048660.1
OG0004046	TREG1_7330.1	Smp_173550.1
OG0004047	TREG1_42260.1, TREG1_42260.2, TREG1_42260.3	Smp_144250.1
OG0004048	TREG1_86990.1	Smp_073880.1
OG0004050	TREG1_98270.1, TREG1_98290.1, TREG1_98300.1	Smp_042110.1
OG0004051	TREG1_87490.1	Smp_052330.1
OG0004052	TREG1_80040.1, TREG1_80040.4, TREG1_80020.1, TREG1_80040.5, TREG1_80040.3, TREG1_80040.2	Smp_213410.1
OG0004053	TREG1_129180.1	Smp_149480.1
OG0004054	TREG1_103590.1, TREG1_103590.2, TREG1_103600.1, TREG1_103600.2	Smp_103560.1, Smp_103560.2
OG0004055	TREG1_27080.1, TREG1_27080.2	Smp_196110.1
OG0004056	TREG1_138360.2, TREG1_140460.2, TREG1_138360.1, TREG1_140460.1	Smp_143460.1
OG0004057	TREG1_68210.1, TREG1_68210.2, TREG1_68210.3	Smp_328060.1, Smp_147350.1
OG0004058	TREG1_98370.1, TREG1_98370.2, TREG1_98370.3, TREG1_98370.4, TREG1_98370.5, TREG1_98370.6, TREG1_98370.7	Smp_066900.1
OG0004059	TREG1_88380.1	Smp_211130.1
OG0004060	TREG1_6490.1, TREG1_6490.2	Smp_028340.1
OG0004061	TREG1_123940.1	Smp_080840.1
OG0004062	TREG1_124010.1	Smp_080850.1
OG0004063	TREG1_610.1	Smp_048520.2, Smp_048520.1
OG0004064	TREG1_6080.1	Smp_180000.1, Smp_350050.1
OG0004065	TREG1_15300.1	Smp_153560.1, Smp_153560.2
OG0004066	TREG1_19810.1, TREG1_19810.2	Smp_316580.1
OG0004067	TREG1_17960.3, TREG1_17960.1, TREG1_17960.2	Smp_153500.1
OG0004068	TREG1_103770.1	Smp_042680.1
OG0004069	TREG1_75650.1, TREG1_75650.4, TREG1_75650.6, TREG1_75650.2, TREG1_75650.3, TREG1_75650.5	Smp_032720.1
OG0004070	TREG1_135150.1	Smp_318470.1
OG0004071	TREG1_131770.1, TREG1_131770.2	Smp_318000.1
OG0004071	TREG1_28440.1	Smp_316640.1
OG0004073	TREG1_94230.1	Smp_200240.1
OG0004073	TREG1_94250.1	Smp_001000.1
OG0004074	TREG1_136180.1, TREG1_136180.11, TREG1_136180.3, TREG1_136180.12, TREG1_136180.7, TREG1_136180.10, TREG1_136170.2, TREG1_136180.2, TREG1_136180.6, TREG1_136180.8, TREG1_136180.9, TREG1_136180.4, TREG1_136180.5	Smp_082360.1
OG0004076	TREG1_119520.1	Smp_169720.1, Smp_169720.2
OG0004077	TREG1_72310.1, TREG1_72320.1	Smp_194910.1
OG0004078	TREG1_99310.1, TREG1_99310.3, TREG1_99310.4, TREG1_99310.2	Smp_169460.1
OG0004079	TREG1_104640.1, TREG1_104640.5, TREG1_104640.6, TREG1_104640.2, TREG1_104640.3, TREG1_104640.4	Smp_126820.1
OG0004080	TREG1_88910.1	Smp_136730.1
OG0004081	TREG1_42080.1	Smp_144190.1
OG0004082	TREG1_43130.1	Smp_083730.1
OG0004084	TREG1_14140.1	Smp_244920.1
OG0004089	TREG1_41060.1	Smp_085640.1
OG0004090	TREG1_125870.1	Smp_059600.1
OG0004091	TREG1_99650.1, TREG1_99650.2, TREG1_99650.3, TREG1_99650.4, TREG1_99650.5	Smp_156150.1
OG0004092	TREG1_24620.1	Smp_151100.1
OG0004093	TREG1_104320.1	Smp_080180.1
OG0004094	TREG1_57750.3, TREG1_57750.1, TREG1_57750.2	Smp_332690.1
OG0004095	TREG1_10490.1	Smp_244250.1
OG0004096	TREG1_10260.1	Smp_119110.1
OG0004097	TREG1_87030.1	Smp_211280.1
OG0004098	TREG1_65040.1, TREG1_65040.2	Smp_125460.1
OG0004099	TREG1_10030.1	Smp_332830.1
OG0004100	TREG1_48860.1, TREG1_48860.2	Smp_079240.1
OG0004101	TREG1_33940.1, TREG1_33940.2, TREG1_33940.4, TREG1_33940.3	Smp_181180.1, Smp_181180.2
OG0004102	TREG1_116890.1	Smp_020590.1
OG0004103	TREG1_44680.1	Smp_071020.1
OG0004104	TREG1_55700.1, TREG1_55700.2, TREG1_55700.3, TREG1_55700.4	Smp_121460.1
OG0004105	TREG1_33680.1, TREG1_33680.2	Smp_246710.1
OG0004106	TREG1_136420.1	Smp_153090.1
OG0004107	TREG1_17080.1, TREG1_17080.2	Smp_306230.1, Smp_306230.2
OG0004108	TREG1_56300.1	Smp_179180.1
OG0004109	TREG1_40080.1	Smp_068100.1
OG0004110	TREG1_101440.1	Smp_153920.1
OG0004111	TREG1_100190.1, TREG1_100190.2	Smp_155810.1
OG0004112	TREG1_10620.1	Smp_196030.1
OG0004113	TREG1_32210.1, TREG1_32200.1	Smp_346480.1
OG0004114	TREG1_66820.1, TREG1_66830.1	Smp_049010.1
OG0004115	TREG1_51900.1, TREG1_51900.5, TREG1_51900.2, TREG1_51900.3, TREG1_51900.4	Smp_000070.1
OG0004116	TREG1_114480.1	Smp_143940.1
OG0004117	TREG1_3930.1, TREG1_3930.2	Smp_245370.1
