Orthogroup	schistosoma_japonicum	schistosoma_haematobium
OG0002160	EWB00_011352	SHAE2_65140.1, SHAE2_65140.5, SHAE2_65140.2, SHAE2_65140.3, SHAE2_65140.4
OG0002161	EWB00_004747.1, EWB00_004747.2	SHAE2_48260.1, SHAE2_48250.4, SHAE2_48250.5, SHAE2_48390.1, SHAE2_48250.1, SHAE2_48250.2, SHAE2_48250.3, SHAE2_47950.1, SHAE2_47950.2
OG0002162	EWB00_003716	SHAE2_28430.1
OG0002162	EWB00_003731	SHAE2_28430.1
OG0002162	EWB00_003716	SHAE2_28520.1
OG0002162	EWB00_003731	SHAE2_28520.1
OG0002163	EWB00_010140	SHAE2_41530.1, SHAE2_41530.2, SHAE2_41530.3
OG0002164	EWB00_005202.1, EWB00_005202.2	SHAE2_62430.1
OG0002165	EWB00_006959	SHAE2_30310.1, SHAE2_30310.3, SHAE2_30310.4, SHAE2_30310.5, SHAE2_30310.2
OG0002166	EWB00_007840.1, EWB00_007840.2	SHAE2_59100.3, SHAE2_59100.4, SHAE2_59100.2, SHAE2_59100.1, SHAE2_59100.6, SHAE2_59100.5, SHAE2_59100.7
OG0002167	EWB00_007755.1, EWB00_007755.2	SHAE2_55070.1
OG0002168	EWB00_010727.1, EWB00_010727.2	SHAE2_51420.1
OG0002169	EWB00_010785	SHAE2_23650.1
OG0002170	EWB00_002755	SHAE2_76440.1, SHAE2_76440.2, SHAE2_76440.3
OG0002171	EWB00_007874	SHAE2_2960.1, SHAE2_2990.1
OG0002172	EWB00_006078.1, EWB00_006078.2	SHAE2_32670.1
OG0002173	EWB00_009900.1, EWB00_009900.2	SHAE2_68790.1
OG0002174	EWB00_009111.3, EWB00_009111.4, EWB00_009111.2	SHAE2_78600.2, SHAE2_78600.3, SHAE2_78600.4, SHAE2_78600.5, SHAE2_78600.1, SHAE2_78600.6
OG0002175	EWB00_001185.1, EWB00_001185.2	SHAE2_79800.1, SHAE2_79800.2, SHAE2_79800.3, SHAE2_79800.4, SHAE2_79800.5, SHAE2_79800.6, SHAE2_79800.9, SHAE2_79800.8, SHAE2_79800.7
OG0002176	EWB00_002291.1, EWB00_002291.2, EWB00_002291.3	SHAE2_103450.1
OG0002177	EWB00_006318	SHAE2_6070.1, SHAE2_6070.6, SHAE2_6070.2, SHAE2_6070.3, SHAE2_6070.5, SHAE2_6070.4
OG0002178	EWB00_007274	SHAE2_81250.1, SHAE2_81250.5, SHAE2_81250.2, SHAE2_81250.3, SHAE2_81250.4
OG0002179	EWB00_009196.3, EWB00_009196.4, EWB00_009196.1, EWB00_009196.2	SHAE2_11990.2, SHAE2_11990.3, SHAE2_11990.5, SHAE2_11990.1, SHAE2_11990.6, SHAE2_11990.4
OG0002180	EWB00_007273.2, EWB00_007273.3, EWB00_007273.1	SHAE2_81240.2, SHAE2_81240.1, SHAE2_81240.3, SHAE2_81240.4, SHAE2_81240.5
OG0002181	EWB00_003578, EWB00_003579	SHAE2_60040.1
OG0002182	EWB00_001396.1, EWB00_001396.2	SHAE2_79310.4, SHAE2_79310.3, SHAE2_79310.2, SHAE2_79310.1
OG0002183	EWB00_009410	SHAE2_13390.1
OG0002184	EWB00_003182	SHAE2_97040.2, SHAE2_97040.1, SHAE2_97040.3
OG0002185	EWB00_006355.2, EWB00_006355.1, EWB00_006355.4, EWB00_006355.3	SHAE2_5420.2, SHAE2_5420.1
OG0002186	EWB00_010344	SHAE2_23600.1
OG0002187	EWB00_002327	SHAE2_16840.1
OG0002188	EWB00_005792.1, EWB00_005792.2	SHAE2_71550.4, SHAE2_71550.1, SHAE2_71550.2, SHAE2_71550.3
OG0002189	EWB00_006846.1, EWB00_006846.2	SHAE2_38360.1, SHAE2_38360.3, SHAE2_38360.2, SHAE2_38360.4, SHAE2_38360.5
OG0002190	EWB00_005032.1, EWB00_005032.2	SHAE2_29020.1
OG0002191	EWB00_008449	SHAE2_13510.4, SHAE2_13510.3, SHAE2_13490.1, SHAE2_13510.5, SHAE2_13510.1, SHAE2_13510.2
OG0002192	EWB00_009913	SHAE2_48100.1
OG0002193	EWB00_009003	SHAE2_81440.1, SHAE2_81440.2
OG0002194	EWB00_006067.2, EWB00_006067.4, EWB00_006067.1, EWB00_006067.3, EWB00_006067.5, EWB00_006067.6	SHAE2_32760.1, SHAE2_32760.5, SHAE2_32760.2, SHAE2_32760.3, SHAE2_32760.4
OG0002195	EWB00_010688.1, EWB00_010688.2	SHAE2_56460.1, SHAE2_56460.2, SHAE2_56460.3
OG0002196	EWB00_006230.2, EWB00_006230.1, EWB00_006230.3, EWB00_006230.4	SHAE2_71950.3, SHAE2_71950.1, SHAE2_71950.2, SHAE2_71950.4
OG0002197	EWB00_010514	SHAE2_62660.2
OG0002198	EWB00_003320.3, EWB00_003320.2, EWB00_003320.1, EWB00_003320.4	SHAE2_30670.1
OG0002199	EWB00_000961.1, EWB00_000961.2, EWB00_000961.3	SHAE2_75120.1, SHAE2_75100.1
OG0002200	EWB00_008421.1, EWB00_008421.2, EWB00_008421.4, EWB00_008421.3	SHAE2_53860.6, SHAE2_53860.3, SHAE2_53860.5, SHAE2_53990.1, SHAE2_53860.7, SHAE2_53860.4
OG0002201	EWB00_004419	SHAE2_53690.1
OG0002202	EWB00_003223.1, EWB00_003223.2	SHAE2_45130.1
OG0002204	EWB00_000253.2, EWB00_000253.3, EWB00_000253.1, EWB00_000253.4	SHAE2_27680.1
OG0002205	EWB00_004852.1, EWB00_004852.2	SHAE2_4890.2, SHAE2_4890.3, SHAE2_4890.1
OG0002206	EWB00_011379	SHAE2_94620.1
OG0002207	EWB00_009376	SHAE2_16500.1, SHAE2_16490.1
OG0002208	EWB00_005427.1, EWB00_005427.2	SHAE2_20340.2, SHAE2_20340.1, SHAE2_20340.3
OG0002209	EWB00_004778, EWB00_004786	SHAE2_100190.1
OG0002210	EWB00_003534	SHAE2_21930.1
OG0002212	EWB00_005860	SHAE2_100650.3, SHAE2_100650.1, SHAE2_100650.2
OG0002214	EWB00_009696	SHAE2_47170.1, SHAE2_47170.2
OG0002215	EWB00_002101, EWB00_002102	SHAE2_7920.1, SHAE2_7920.3, SHAE2_7920.2, SHAE2_7930.1
OG0002216	EWB00_007464	SHAE2_33470.1
OG0002217	EWB00_001648	SHAE2_3940.1
OG0002218	EWB00_006320	SHAE2_6090.1, SHAE2_6090.2, SHAE2_6090.3
OG0002219	EWB00_006526	SHAE2_19710.1, SHAE2_19710.2, SHAE2_19710.3, SHAE2_19710.4, SHAE2_19710.5
OG0002220	EWB00_005689	SHAE2_1370.1, SHAE2_1370.2
OG0002221	EWB00_000205.1, EWB00_000205.2, EWB00_000205.4, EWB00_000205.3, EWB00_000205.5	SHAE2_11510.1
OG0002222	EWB00_008170.3, EWB00_008170.1, EWB00_008170.2, EWB00_008170.4	SHAE2_37650.2, SHAE2_37650.3, SHAE2_37650.1
OG0002223	EWB00_008808	SHAE2_21490.1
OG0002224	EWB00_000688	SHAE2_14110.1, SHAE2_14110.2
OG0002225	EWB00_001905	SHAE2_95310.1
OG0002226	EWB00_008033	SHAE2_28640.1, SHAE2_28640.2
OG0002227	EWB00_006363.1, EWB00_006363.2	SHAE2_46020.2, SHAE2_46020.3, SHAE2_46020.1, SHAE2_46020.4, SHAE2_46020.5, SHAE2_46020.6, SHAE2_46020.7
OG0002228	EWB00_002824.1, EWB00_002824.2, EWB00_002824.3, EWB00_002824.4	SHAE2_45450.1
OG0002229	EWB00_009369	SHAE2_16410.1
OG0002230	EWB00_010499.3, EWB00_010499.1, EWB00_010499.2, EWB00_010499.4	SHAE2_69660.6, SHAE2_69660.1, SHAE2_69660.2, SHAE2_69660.5, SHAE2_69660.3, SHAE2_69660.4, SHAE2_69660.7
OG0002231	EWB00_000403	SHAE2_67050.4, SHAE2_67050.1, SHAE2_67050.2, SHAE2_67050.3
OG0002232	EWB00_010950.4, EWB00_010950.3, EWB00_010950.1, EWB00_010950.2	SHAE2_80520.1, SHAE2_80520.2
OG0002233	EWB00_011293	SHAE2_64460.2, SHAE2_64460.3, SHAE2_64460.5, SHAE2_64460.4, SHAE2_64460.1
OG0002234	EWB00_005381	SHAE2_56800.1
OG0002234	EWB00_005380	SHAE2_56810.1, SHAE2_56810.2, SHAE2_56810.4, SHAE2_56810.5, SHAE2_56810.3
OG0002235	EWB00_005457	SHAE2_20650.5, SHAE2_20650.1, SHAE2_20650.2, SHAE2_20650.3, SHAE2_20650.4
OG0002236	EWB00_006274	SHAE2_72590.1
OG0002237	EWB00_009498	SHAE2_46390.1
OG0002238	EWB00_006137.1, EWB00_006137.2, EWB00_006137.3	SHAE2_22240.1
OG0002239	EWB00_006688.1, EWB00_006688.2, EWB00_006688.3	SHAE2_101120.4, SHAE2_101120.2, SHAE2_101120.1, SHAE2_101120.3
OG0002240	EWB00_005731	SHAE2_44790.9, SHAE2_44790.10, SHAE2_44790.3, SHAE2_44790.2, SHAE2_44790.6, SHAE2_44790.1, SHAE2_44790.11, SHAE2_44790.12, SHAE2_44790.8, SHAE2_44790.4, SHAE2_44790.5, SHAE2_44790.7, SHAE2_44790.13
OG0002241	EWB00_004153, EWB00_006256.5, EWB00_006256.4, EWB00_006256.3, EWB00_006256.1, EWB00_006256.2	SHAE2_72390.1
OG0002242	EWB00_003230.1, EWB00_003230.2, EWB00_003230.3	SHAE2_45080.3, SHAE2_45080.2, SHAE2_45080.1
OG0002243	EWB00_006062.2, EWB00_006062.1	SHAE2_31890.2
OG0002244	EWB00_001094	SHAE2_26790.1, SHAE2_26790.2, SHAE2_26790.3
OG0002245	EWB00_011263.1, EWB00_011263.2, EWB00_011263.3	SHAE2_64260.1
OG0002246	EWB00_003507.3, EWB00_003507.4, EWB00_003507.2, EWB00_003507.1	SHAE2_23820.1
OG0002247	EWB00_004105.1, EWB00_004105.2, EWB00_004105.3	SHAE2_28320.1, SHAE2_28320.2, SHAE2_28320.3, SHAE2_28320.5, SHAE2_28320.4
OG0002248	EWB00_010660	SHAE2_56180.5, SHAE2_56180.6, SHAE2_56180.7, SHAE2_56180.8, SHAE2_56180.1, SHAE2_56180.2, SHAE2_56180.3, SHAE2_56180.4
OG0002249	EWB00_000748	SHAE2_57950.6, SHAE2_57950.5, SHAE2_57950.3, SHAE2_57950.1, SHAE2_57950.4, SHAE2_57950.2, SHAE2_57950.7
OG0002250	EWB00_003918.4, EWB00_003918.1, EWB00_003918.2, EWB00_003918.3	SHAE2_43210.1, SHAE2_43210.4, SHAE2_43210.3, SHAE2_43210.2
OG0002251	EWB00_007014	SHAE2_29480.3, SHAE2_29480.5, SHAE2_29480.4, SHAE2_29480.1, SHAE2_29480.2
OG0002252	EWB00_008266.1, EWB00_008266.2, EWB00_008266.3, EWB00_008267	SHAE2_5650.1
OG0002253	EWB00_008508.2, EWB00_008508.1	SHAE2_7990.3
OG0002253	EWB00_008508.3	SHAE2_7990.1, SHAE2_7990.2, SHAE2_7990.4
OG0002254	EWB00_006514.1, EWB00_006514.2	SHAE2_54830.1
OG0002256	EWB00_010732, EWB00_010733	SHAE2_51370.1, SHAE2_51370.3, SHAE2_51370.2
OG0002257	EWB00_010650	SHAE2_55710.1
OG0002258	EWB00_010643.1, EWB00_010643.2	SHAE2_55780.1, SHAE2_55780.3, SHAE2_55780.2, SHAE2_55780.4
OG0002259	EWB00_006971.1, EWB00_006971.2, EWB00_006971.3	SHAE2_30480.1, SHAE2_30480.2
OG0002260	EWB00_005675.1, EWB00_005675.2, EWB00_005675.3, EWB00_005675.4	SHAE2_1290.1
OG0002261	EWB00_005327.1, EWB00_005327.2	SHAE2_54560.1
OG0002262	EWB00_006555	SHAE2_19940.2, SHAE2_19940.1
OG0002263	EWB00_009852.1, EWB00_009852.2	SHAE2_71300.1, SHAE2_71300.2, SHAE2_71300.3
OG0002264	EWB00_006377.1, EWB00_006377.2	SHAE2_45840.2, SHAE2_45840.3, SHAE2_45840.1
OG0002265	EWB00_002840.2, EWB00_002840.1, EWB00_002840.3	SHAE2_43420.1, SHAE2_43420.2
OG0002266	EWB00_000566	SHAE2_100070.2, SHAE2_100070.1
OG0002267	EWB00_002677.2, EWB00_002677.1, EWB00_002677.3, EWB00_002677.5, EWB00_002677.4	SHAE2_15220.1, SHAE2_15220.3, SHAE2_15220.2
OG0002268	EWB00_002177.1, EWB00_002177.2	SHAE2_103200.1, SHAE2_103200.2, SHAE2_103200.3
OG0002269	EWB00_001157.3, EWB00_001157.1, EWB00_001157.2, EWB00_001157.4, EWB00_001157.5	SHAE2_65940.1
OG0002270	EWB00_001689	SHAE2_94050.1
OG0002271	EWB00_000845.2, EWB00_000845.1	SHAE2_85490.1, SHAE2_85490.2, SHAE2_85490.3, SHAE2_85490.4
OG0002272	EWB00_005231	SHAE2_27360.1
OG0002273	EWB00_007379.1, EWB00_007379.2	SHAE2_82430.1
OG0002274	EWB00_002531	SHAE2_49840.1, SHAE2_49840.4, SHAE2_49840.2, SHAE2_49840.3
OG0002275	EWB00_007288	SHAE2_89780.1, SHAE2_89780.3, SHAE2_89780.2
OG0002276	EWB00_010646.1, EWB00_010646.2, EWB00_010646.3	SHAE2_55750.1, SHAE2_55750.2, SHAE2_55750.3
OG0002277	EWB00_007225	SHAE2_54640.1, SHAE2_54640.2, SHAE2_54640.3
OG0002278	EWB00_004962.1, EWB00_004962.2	SHAE2_97390.1
OG0002279	EWB00_000143	SHAE2_86030.1
OG0002279	EWB00_008059.1, EWB00_008059.2	SHAE2_92070.1
OG0002280	EWB00_005203	SHAE2_62440.1
OG0002281	EWB00_005732	SHAE2_44800.3, SHAE2_44800.1, SHAE2_44800.2
OG0002282	EWB00_010373.1, EWB00_010373.2, EWB00_010373.3	SHAE2_11310.1, SHAE2_11300.1
OG0002283	EWB00_007213.1, EWB00_007213.2	SHAE2_54780.2, SHAE2_54780.3, SHAE2_54780.1, SHAE2_54780.4
OG0002284	EWB00_000950.1, EWB00_000950.2, EWB00_000950.3, EWB00_000950.4	SHAE2_75250.1
OG0002285	EWB00_009508.1, EWB00_009508.5, EWB00_009508.3	SHAE2_10280.1
OG0002286	EWB00_005798	SHAE2_71480.2, SHAE2_71480.1
OG0002287	EWB00_007724.3, EWB00_007724.1, EWB00_007724.2	SHAE2_66620.1, SHAE2_66620.2
OG0002288	EWB00_009134.1, EWB00_009134.2	SHAE2_78660.1, SHAE2_78660.2
OG0002289	EWB00_002954	SHAE2_36020.1
OG0002290	EWB00_009009.1, EWB00_009009.2	SHAE2_90670.1, SHAE2_90670.2, SHAE2_90670.3
OG0002291	EWB00_000478.1, EWB00_000478.2, EWB00_000478.3	SHAE2_70560.3, SHAE2_70560.2, SHAE2_70560.4, SHAE2_70560.1
OG0002292	EWB00_008238	SHAE2_79210.1, SHAE2_79210.2
OG0002293	EWB00_007962.1, EWB00_007962.2, EWB00_007962.3	SHAE2_64110.1
OG0002294	EWB00_002320	SHAE2_16790.4, SHAE2_16790.1, SHAE2_16790.2, SHAE2_16790.3
OG0002295	EWB00_005405	SHAE2_56610.3, SHAE2_56610.1, SHAE2_56610.2
OG0002296	EWB00_004060, EWB00_009441	SHAE2_16000.1, SHAE2_16010.5, SHAE2_16010.1, SHAE2_16010.3, SHAE2_16010.4, SHAE2_16010.2
OG0002297	EWB00_007936, EWB00_009753	SHAE2_31370.1, SHAE2_31370.2, SHAE2_31380.1
OG0002298	EWB00_007881.1, EWB00_007881.2, EWB00_007881.3, EWB00_007881.4	SHAE2_3040.1
OG0002298	EWB00_007882	SHAE2_3050.1
OG0002299	EWB00_000668	SHAE2_29400.1
OG0002300	EWB00_007382	SHAE2_82470.1, SHAE2_82470.2
OG0002301	EWB00_001890, EWB00_001889	SHAE2_95450.1, SHAE2_95440.1
OG0002302	EWB00_003102.1, EWB00_003102.2	SHAE2_18040.2, SHAE2_18040.1
OG0002303	EWB00_001408	SHAE2_79240.1, SHAE2_79240.2, SHAE2_79240.3
OG0002304	EWB00_009768	SHAE2_72800.1, SHAE2_72800.2
OG0002305	EWB00_003427.1, EWB00_003427.3, EWB00_003427.5, EWB00_003427.2, EWB00_003427.4	SHAE2_37010.1
OG0002306	EWB00_010473.1, EWB00_010473.2, EWB00_010473.3	SHAE2_69910.1, SHAE2_69910.2
OG0002307	EWB00_009135.1, EWB00_009135.2, EWB00_009135.3	SHAE2_78670.1
OG0002308	EWB00_006775.1, EWB00_006775.2	SHAE2_54360.1, SHAE2_54360.2, SHAE2_54360.3, SHAE2_54360.4
OG0002309	EWB00_002818.2, EWB00_002818.1, EWB00_002818.3	SHAE2_45420.2, SHAE2_45420.4, SHAE2_45420.5, SHAE2_45420.3, SHAE2_45420.1
OG0002310	EWB00_002425	SHAE2_23950.1
OG0002311	EWB00_006345	SHAE2_5500.2, SHAE2_5500.1
OG0002312	EWB00_001522	SHAE2_25430.1, SHAE2_25430.2, SHAE2_25430.3, SHAE2_25430.4
OG0002313	EWB00_003908.1, EWB00_003908.2, EWB00_003908.3	SHAE2_43320.1
OG0002314	EWB00_004832.1, EWB00_004832.2	SHAE2_4710.1, SHAE2_4710.2
OG0002315	EWB00_009507.1, EWB00_009507.2, EWB00_009507.3, EWB00_009507.4	SHAE2_10290.2, SHAE2_10290.1
OG0002316	EWB00_006093.1, EWB00_006093.4, EWB00_006093.2, EWB00_006093.3	SHAE2_75440.1
OG0002317	EWB00_005056.1, EWB00_005056.2, EWB00_005056.3, EWB00_005056.4, EWB00_005056.5	SHAE2_50390.1
OG0002318	EWB00_007545.1, EWB00_007545.2	SHAE2_25270.1, SHAE2_25270.2
OG0002319	EWB00_005438.1, EWB00_005438.2	SHAE2_20440.1
OG0002320	EWB00_010928.1, EWB00_010928.2	SHAE2_78320.1, SHAE2_78320.3, SHAE2_78320.2
OG0002321	EWB00_007641.1, EWB00_007641.2, EWB00_007641.3, EWB00_007641.4	SHAE2_18980.1
OG0002322	EWB00_006431.1, EWB00_006431.2	SHAE2_22420.1
OG0002323	EWB00_007129	SHAE2_67320.1, SHAE2_67320.2
OG0002324	EWB00_007677.3, EWB00_007677.1, EWB00_007677.2	SHAE2_14210.1
OG0002325	EWB00_004157	SHAE2_15650.1
OG0002326	EWB00_004944.1, EWB00_004944.2	SHAE2_94750.1, SHAE2_94750.2, SHAE2_94750.3, SHAE2_94750.4
OG0002327	EWB00_007385.1, EWB00_007385.2, EWB00_007385.3	SHAE2_82500.1
OG0002328	EWB00_004684	SHAE2_8070.1, SHAE2_8070.2, SHAE2_8070.4, SHAE2_8070.6, SHAE2_8070.8, SHAE2_8070.3, SHAE2_8070.5, SHAE2_8070.7
OG0002329	EWB00_008796.1, EWB00_008796.2	SHAE2_2200.1
OG0002330	EWB00_010837.1, EWB00_010837.3, EWB00_010837.4, EWB00_010837.2	SHAE2_6430.3, SHAE2_6430.1, SHAE2_6430.2
OG0002331	EWB00_006319	SHAE2_6080.3, SHAE2_6080.1, SHAE2_6080.2
OG0002332	EWB00_009738.1	SHAE2_14460.1
OG0002333	EWB00_005401	SHAE2_56660.1
OG0002334	EWB00_003066	SHAE2_10740.1, SHAE2_10740.3, SHAE2_10740.2, SHAE2_10740.4
OG0002336	EWB00_005125.5, EWB00_005125.1, EWB00_005125.2, EWB00_005125.3, EWB00_005125.4	SHAE2_60180.1
OG0002337	EWB00_003746.1, EWB00_003746.2	SHAE2_101980.1
OG0002338	EWB00_000209.1, EWB00_000209.5, EWB00_000208, EWB00_000209.2, EWB00_000209.3, EWB00_000209.4, EWB00_000209.6	SHAE2_11530.1, SHAE2_11530.4, SHAE2_11530.5, SHAE2_11530.2, SHAE2_11530.3
OG0002339	EWB00_001881.3, EWB00_001881.2, EWB00_001881.1	SHAE2_95510.1, SHAE2_95510.2, SHAE2_95510.3, SHAE2_95510.4
OG0002340	EWB00_007887	SHAE2_3100.4, SHAE2_3100.1, SHAE2_3100.3, SHAE2_3100.5, SHAE2_3100.2
OG0002341	EWB00_001961	SHAE2_94130.1, SHAE2_94130.2
OG0002342	EWB00_000875.1, EWB00_000875.2, EWB00_000875.3	SHAE2_4050.1
OG0002343	EWB00_001562.1, EWB00_001562.2, EWB00_001562.3	SHAE2_46650.1
OG0002344	EWB00_011279	SHAE2_64360.3, SHAE2_64360.1, SHAE2_64360.2
OG0002345	EWB00_009427.1, EWB00_009427.2, EWB00_009427.3, EWB00_009427.4	SHAE2_92750.1, SHAE2_92750.2
OG0002346	EWB00_000244.3, EWB00_000244.4, EWB00_000244.5, EWB00_000244.1, EWB00_000244.2	SHAE2_27650.1
OG0002347	EWB00_002503, EWB00_002505, EWB00_002506, EWB00_002504	SHAE2_22880.1, SHAE2_22870.1
OG0002348	EWB00_004284.2, EWB00_004284.3, EWB00_004284.1	SHAE2_39000.1, SHAE2_39000.2, SHAE2_39000.3
OG0002349	EWB00_001980.1, EWB00_001980.2	SHAE2_94220.2, SHAE2_94220.3, SHAE2_94220.1, SHAE2_94220.4
OG0002350	EWB00_004325.1, EWB00_004325.3, EWB00_004325.2	SHAE2_39430.3, SHAE2_39430.4, SHAE2_39430.1, SHAE2_39430.2
OG0002351	EWB00_006781	SHAE2_54300.1, SHAE2_54300.2
OG0002352	EWB00_003048	SHAE2_93720.1, SHAE2_93720.2, SHAE2_93720.3, SHAE2_93720.4
OG0002353	EWB00_001362.1, EWB00_001362.2	SHAE2_79650.1
OG0002354	EWB00_008835.1, EWB00_008835.2	SHAE2_10090.8, SHAE2_10090.1, SHAE2_10090.2, SHAE2_10090.7, SHAE2_10090.9, SHAE2_10090.4, SHAE2_10090.5, SHAE2_10090.6, SHAE2_10090.3
OG0002355	EWB00_008101	SHAE2_77950.1
OG0002356	EWB00_010491	SHAE2_69730.6, SHAE2_69730.7, SHAE2_69730.8, SHAE2_69730.2, SHAE2_69730.3, SHAE2_69730.4, SHAE2_69730.5, SHAE2_69730.1, SHAE2_69730.10, SHAE2_69730.11, SHAE2_69730.9
OG0002357	EWB00_003362.1, EWB00_003362.2, EWB00_003362.3	SHAE2_30070.1
OG0002357	EWB00_003363.1, EWB00_003363.3, EWB00_003363.2	SHAE2_30060.1
OG0002358	EWB00_006535.6, EWB00_006535.1, EWB00_006535.7, EWB00_006535.2, EWB00_006535.3, EWB00_006535.4, EWB00_006535.5	SHAE2_19790.3, SHAE2_19790.1, SHAE2_19790.2
OG0002359	EWB00_009390.1, EWB00_009390.2	SHAE2_16080.1, SHAE2_16080.2, SHAE2_16080.3, SHAE2_16080.4
OG0002360	EWB00_010976	SHAE2_80740.1
OG0002361	EWB00_004501.1, EWB00_004501.2, EWB00_004501.3	SHAE2_90090.1, SHAE2_90090.2
OG0002362	EWB00_000927	SHAE2_69470.1, SHAE2_69470.2, SHAE2_69470.3
OG0002363	EWB00_005596	SHAE2_73180.2, SHAE2_73180.1, SHAE2_73180.4, SHAE2_73180.3
OG0002364	EWB00_006371	SHAE2_45940.1, SHAE2_45940.2, SHAE2_45940.3
OG0002365	EWB00_000109.1, EWB00_000109.2	SHAE2_5160.2, SHAE2_5160.6, SHAE2_5160.3, SHAE2_5160.5, SHAE2_5160.4, SHAE2_5160.1, SHAE2_5160.7
OG0002370	EWB00_010748	SHAE2_51260.1
OG0002370	EWB00_004045	SHAE2_49720.1
OG0002371	EWB00_003844.1, EWB00_003844.4, EWB00_003844.2, EWB00_003844.3, EWB00_003844.5	SHAE2_2020.1, SHAE2_2020.2
OG0002372	EWB00_010403.2, EWB00_010403.1	SHAE2_67750.1
OG0002373	EWB00_010982.4, EWB00_010982.2, EWB00_010982.6, EWB00_010982.5, EWB00_010982.1, EWB00_010982.3	SHAE2_80790.1, SHAE2_80790.3, SHAE2_80790.4
OG0002374	EWB00_006323.1, EWB00_006323.2	SHAE2_6110.1
OG0002375	EWB00_004800.1, EWB00_004800.2	SHAE2_100900.2, SHAE2_100900.3, SHAE2_100900.5, SHAE2_100900.6, SHAE2_100900.4, SHAE2_100900.1
OG0002376	EWB00_008338	SHAE2_76710.1, SHAE2_76710.2, SHAE2_76710.3
OG0002377	EWB00_006036, EWB00_006037	SHAE2_32050.1, SHAE2_32020.1
OG0002378	EWB00_009259.1, EWB00_009259.2	SHAE2_42830.1, SHAE2_42840.1
OG0002379	EWB00_006399.1, EWB00_006399.2	SHAE2_45650.1
OG0002380	EWB00_010782.1, EWB00_010782.2, EWB00_010782.3	SHAE2_23620.1
OG0002381	EWB00_005373	SHAE2_56880.1, SHAE2_56880.2
OG0002382	EWB00_000809.3, EWB00_000809.4, EWB00_000809.1, EWB00_000809.2	SHAE2_11770.1
OG0002383	EWB00_006809.2, EWB00_006809.1, EWB00_006809.3	SHAE2_55540.1, SHAE2_55540.2, SHAE2_55540.3
OG0002384	EWB00_003769, EWB00_003768	SHAE2_86380.2, SHAE2_86380.1, SHAE2_86380.3
OG0002385	EWB00_003280.1, EWB00_003280.3, EWB00_003280.2, EWB00_003280.4	SHAE2_31080.1
OG0002386	EWB00_002953	SHAE2_36050.1, SHAE2_36030.4, SHAE2_36030.3, SHAE2_36030.1, SHAE2_36030.2
OG0002387	EWB00_002002	SHAE2_81710.1, SHAE2_81710.2
OG0002388	EWB00_004674.1, EWB00_004674.2, EWB00_004674.4, EWB00_004674.5, EWB00_004674.3	SHAE2_12600.4, SHAE2_12600.2, SHAE2_12600.5, SHAE2_12600.6, SHAE2_12600.1, SHAE2_12600.3
OG0002389	EWB00_004462	SHAE2_93870.5, SHAE2_93870.10, SHAE2_93870.6, SHAE2_93870.8, SHAE2_93870.2, SHAE2_93870.1, SHAE2_93870.9, SHAE2_93870.7, SHAE2_93870.3, SHAE2_93870.4
OG0002390	EWB00_002461, EWB00_002462	SHAE2_18510.2, SHAE2_18510.1, SHAE2_18510.3
OG0002391	EWB00_005488, EWB00_005489	SHAE2_20940.1
OG0002392	EWB00_000330.1, EWB00_000330.2, EWB00_000330.3	SHAE2_96340.1
OG0002393	EWB00_004003.1, EWB00_004003.2	SHAE2_63390.2, SHAE2_63390.3, SHAE2_63390.1
OG0002394	EWB00_007460.1, EWB00_007460.2	SHAE2_33440.1, SHAE2_33440.2, SHAE2_33440.4, SHAE2_33440.5, SHAE2_33440.3, SHAE2_33440.7, SHAE2_33440.6
OG0002395	EWB00_009711, EWB00_009584	SHAE2_88770.1, SHAE2_88770.2
OG0002396	EWB00_002115	SHAE2_35100.1
OG0002397	EWB00_001264.2, EWB00_001264.1, EWB00_001264.3	SHAE2_83260.1, SHAE2_83260.2, SHAE2_83260.3, SHAE2_83260.4
OG0002398	EWB00_006293	SHAE2_5850.3, SHAE2_5850.4, SHAE2_5850.5, SHAE2_5850.6, SHAE2_5850.2, SHAE2_5850.1
OG0002399	EWB00_007982.3, EWB00_007982.1, EWB00_007982.2	SHAE2_43780.2, SHAE2_43780.1
OG0002400	EWB00_008637.1, EWB00_008637.2	SHAE2_3560.2, SHAE2_3560.1, SHAE2_3560.3
OG0002401	EWB00_006645.1, EWB00_006645.3, EWB00_006645.4, EWB00_006645.2, EWB00_006645.5, EWB00_006645.6	SHAE2_101570.1
OG0002402	EWB00_003517	SHAE2_21840.3, SHAE2_21840.1, SHAE2_21840.2, SHAE2_21830.1, SHAE2_21830.2
OG0002403	EWB00_001139.4, EWB00_001139.1, EWB00_001139.3, EWB00_001139.2	SHAE2_103280.1, SHAE2_103280.2, SHAE2_103280.3, SHAE2_103280.4
OG0002404	EWB00_004016.1, EWB00_004016.3, EWB00_004016.2	SHAE2_66090.1
OG0002405	EWB00_003830	SHAE2_2140.2, SHAE2_2140.1
OG0002406	EWB00_008662.1, EWB00_008662.3, EWB00_008662.2	SHAE2_10390.3, SHAE2_10390.5, SHAE2_10390.2, SHAE2_10390.4, SHAE2_10390.1
OG0002407	EWB00_008698	SHAE2_9960.1
OG0002408	EWB00_010912	SHAE2_78200.3, SHAE2_78200.4, SHAE2_78200.2, SHAE2_78200.1
