Orthogroup	schistosoma_japonicum	schistosoma_mattheei
OG0004075	EWB00_003173, EWB00_003172	SMTH1_101770.1, SMTH1_101770.2, SMTH1_101760.1
OG0004076	EWB00_001984	SMTH1_98520.1, SMTH1_98520.2, SMTH1_98520.3
OG0004077	EWB00_002084.2, EWB00_002084.4, EWB00_002084.5, EWB00_002084.6, EWB00_002084.1, EWB00_002084.3, EWB00_002082.1, EWB00_002082.2, EWB00_002082.5, EWB00_002082.3, EWB00_002082.4	SMTH1_52420.1
OG0004078	EWB00_003666	SMTH1_77620.1
OG0004079	EWB00_011052	SMTH1_82470.1
OG0004080	EWB00_000908	SMTH1_72170.1, SMTH1_72170.3, SMTH1_72170.2
OG0004081	EWB00_002816.1, EWB00_002816.2, EWB00_002816.3	SMTH1_47400.1, SMTH1_47390.1
OG0004082	EWB00_001303.1, EWB00_001303.3, EWB00_001303.2	SMTH1_41530.2, SMTH1_41530.1, SMTH1_41530.3
OG0004083	EWB00_000060.1, EWB00_000060.4, EWB00_000060.2, EWB00_000060.3	SMTH1_19030.1
OG0004084	EWB00_008707, EWB00_008708	SMTH1_9080.1, SMTH1_9120.1, SMTH1_9130.1
OG0004086	EWB00_008281.1, EWB00_008281.2	SMTH1_49780.1
OG0004089	EWB00_005436.1, EWB00_005436.2	SMTH1_20170.1, SMTH1_20170.2, SMTH1_20170.3
OG0004090	EWB00_001943	SMTH1_99440.1
OG0004091	EWB00_001617.1, EWB00_001617.2	SMTH1_77510.1
OG0004092	EWB00_008484.1, EWB00_008484.2	SMTH1_21420.3, SMTH1_21420.4, SMTH1_21420.5, SMTH1_21420.1, SMTH1_21420.2
OG0004093	EWB00_001231	SMTH1_87280.1
OG0004094	EWB00_001797.3, EWB00_001797.1, EWB00_001797.2	SMTH1_48340.1
OG0004095	EWB00_000672	SMTH1_19270.1
OG0004096	EWB00_008843	SMTH1_9270.1, SMTH1_9270.2
OG0004097	EWB00_011276	SMTH1_67060.1, SMTH1_67060.2
OG0004098	EWB00_010752	SMTH1_53500.1
OG0004099	EWB00_003845.1, EWB00_003845.2	SMTH1_2090.1
OG0004102	EWB00_004935	SMTH1_94930.1
OG0004103	EWB00_009552.1, EWB00_009552.2	SMTH1_42760.2, SMTH1_42760.1
OG0004104	EWB00_004331	SMTH1_40490.1, SMTH1_40490.2
OG0004105	EWB00_005014	SMTH1_29750.1
OG0004106	EWB00_011195	SMTH1_104810.1
OG0004107	EWB00_003133.1, EWB00_003133.2, EWB00_003133.3, EWB00_003133.4, EWB00_003133.5	SMTH1_17970.1, SMTH1_17970.2
OG0004108	EWB00_003248.1, EWB00_003248.2	SMTH1_46840.1
OG0004109	EWB00_007708	SMTH1_41700.1
OG0004110	EWB00_010947.1, EWB00_010947.2	SMTH1_84580.2, SMTH1_84580.1
OG0004111	EWB00_009000	SMTH1_85610.1
OG0004112	EWB00_000051, EWB00_000052.1, EWB00_000052.2, EWB00_000052.3	SMTH1_19120.1
OG0004113	EWB00_007542	SMTH1_25550.1
OG0004114	EWB00_006787	SMTH1_58830.1, SMTH1_58830.2
OG0004116	EWB00_004504	SMTH1_94070.3, SMTH1_94070.2, SMTH1_94070.1
OG0004117	EWB00_009022	SMTH1_4650.1
OG0004118	EWB00_002822	SMTH1_47470.1
OG0004119	EWB00_000273.1, EWB00_000273.2	SMTH1_28280.1
OG0004120	EWB00_002932.1, EWB00_002932.4, EWB00_002932.2, EWB00_002932.5	SMTH1_37040.2, SMTH1_37040.4, SMTH1_37040.1, SMTH1_37040.3
OG0004121	EWB00_006814.4, EWB00_006814.1, EWB00_006814.3, EWB00_006814.2	SMTH1_58220.1
OG0004122	EWB00_008041	SMTH1_29290.1
OG0004124	EWB00_000636	SMTH1_32140.2, SMTH1_32140.1
OG0004125	EWB00_009001	SMTH1_85620.1, SMTH1_85620.2, SMTH1_85620.3
OG0004126	EWB00_002004.1, EWB00_002004.2, EWB00_002004.3	SMTH1_85920.1
OG0004127	EWB00_005034.1, EWB00_005034.2, EWB00_005034.3, EWB00_005034.4	SMTH1_29620.3, SMTH1_29620.1, SMTH1_29620.2
OG0004128	EWB00_000074	SMTH1_18860.1, SMTH1_18890.1
OG0004129	EWB00_010809	SMTH1_53130.1
OG0004130	EWB00_002733	SMTH1_79320.1
OG0004131	EWB00_002434	SMTH1_24100.1, SMTH1_24100.2, SMTH1_24100.3, SMTH1_24100.4
OG0004132	EWB00_010267, EWB00_003008	SMTH1_95450.1, SMTH1_95440.1
OG0004133	EWB00_005752	SMTH1_24850.1, SMTH1_24850.2
OG0004134	EWB00_003112, EWB00_003111	SMTH1_17860.1, SMTH1_17860.2
OG0004135	EWB00_001767.2, EWB00_001767.1, EWB00_001767.3, EWB00_001767.4, EWB00_001767.5	SMTH1_37850.1
OG0004136	EWB00_005563	SMTH1_64200.1, SMTH1_64200.2, SMTH1_64200.3, SMTH1_64200.4, SMTH1_64200.5
OG0004137	EWB00_006076.1	SMTH1_33780.1
OG0004138	EWB00_010747.3, EWB00_010747.4, EWB00_010747.1, EWB00_010747.2	SMTH1_53550.1
OG0004139	EWB00_002879.1, EWB00_002879.2	SMTH1_33980.2, SMTH1_33980.1
OG0004140	EWB00_010754.1, EWB00_010754.2	SMTH1_53470.1
OG0004141	EWB00_005479.1, EWB00_005479.2	SMTH1_20620.1, SMTH1_20620.2, SMTH1_20620.3, SMTH1_20620.4
OG0004142	EWB00_000137.1, EWB00_000137.2, EWB00_000137.3	SMTH1_90190.1, SMTH1_90190.2, SMTH1_90190.3
OG0004143	EWB00_008465	SMTH1_11600.1
OG0004144	EWB00_009878	SMTH1_71860.1, SMTH1_71860.3, SMTH1_71860.5, SMTH1_71860.2, SMTH1_71860.4
OG0004145	EWB00_007734.1, EWB00_007734.2, EWB00_007734.4, EWB00_007734.3	SMTH1_69380.1, SMTH1_69380.2
OG0004146	EWB00_002894	SMTH1_34130.1, SMTH1_34130.2, SMTH1_34120.1
OG0004147	EWB00_005249.1, EWB00_005249.2	SMTH1_62410.1
OG0004149	EWB00_007888	SMTH1_3290.1
OG0004150	EWB00_000680, EWB00_000681	SMTH1_19160.1
OG0004152	EWB00_002302.4, EWB00_002302.1, EWB00_002302.3, EWB00_002302.2	SMTH1_15270.1, SMTH1_15270.3, SMTH1_15270.2
OG0004153	EWB00_008559	SMTH1_25060.1, SMTH1_25060.2
OG0004154	EWB00_007790.1, EWB00_007790.2, EWB00_007790.3	SMTH1_8290.1, SMTH1_8290.2
OG0004155	EWB00_008075	SMTH1_54370.1
OG0004156	EWB00_003221	SMTH1_63640.1
OG0004157	EWB00_002520.1, EWB00_002520.4, EWB00_002520.2, EWB00_002520.3	SMTH1_22390.1, SMTH1_22390.2, SMTH1_22390.3
OG0004158	EWB00_001800.4	SMTH1_48310.1, SMTH1_48310.2
OG0004159	EWB00_006276.1, EWB00_006276.2	SMTH1_75720.1, SMTH1_75720.2, SMTH1_75720.4, SMTH1_75720.5, SMTH1_75720.3
OG0004160	EWB00_008269.3, EWB00_008269.4, EWB00_008269.2, EWB00_008269.1	SMTH1_5920.1, SMTH1_5920.2, SMTH1_5920.3, SMTH1_5920.4
OG0004161	EWB00_010008.2, EWB00_010008.1, EWB00_010008.3	SMTH1_14460.1
OG0004163	EWB00_011032, EWB00_011034	SMTH1_82730.1, SMTH1_82730.2, SMTH1_82730.3
OG0004164	EWB00_004630	SMTH1_15840.2, SMTH1_15840.1, SMTH1_15840.3
OG0004165	EWB00_003376	SMTH1_38510.2, SMTH1_38510.3, SMTH1_38510.1, SMTH1_38510.4
OG0004166	EWB00_006303.1, EWB00_006303.2	SMTH1_6180.1, SMTH1_6180.2
OG0004167	EWB00_003054, EWB00_004869.1, EWB00_004869.2, EWB00_003055	SMTH1_10210.2, SMTH1_10210.1, SMTH1_10210.4, SMTH1_10210.3
OG0004168	EWB00_008571	SMTH1_101980.1
OG0004169	EWB00_010899.1, EWB00_010899.2, EWB00_010899.3, EWB00_010899.4	SMTH1_35230.1, SMTH1_35230.2
OG0004170	EWB00_007393.1, EWB00_007393.2	SMTH1_86900.1
OG0004171	EWB00_004455.5, EWB00_004455.1, EWB00_004455.2, EWB00_004455.3, EWB00_004455.4	SMTH1_98260.1
OG0004172	EWB00_004558.1, EWB00_004558.2	SMTH1_86470.1
OG0004173	EWB00_000345.1, EWB00_000345.2	SMTH1_28860.1
OG0004175	EWB00_004415	SMTH1_56360.1, SMTH1_56360.2
OG0004176	EWB00_004163.1, EWB00_004163.2	SMTH1_13860.1
OG0004177	EWB00_008851.1, EWB00_008851.2, EWB00_008851.3, EWB00_008851.4	SMTH1_100270.1
OG0004178	EWB00_005182.1, EWB00_005182.2	SMTH1_64780.1, SMTH1_64780.2
OG0004179	EWB00_002625	SMTH1_92840.1, SMTH1_92850.1
OG0004180	EWB00_009839.1, EWB00_009839.3, EWB00_009839.2	SMTH1_74350.1
OG0004181	EWB00_009371	SMTH1_16300.1, SMTH1_16310.1
OG0004182	EWB00_010422	SMTH1_70990.1, SMTH1_70980.1
OG0004183	EWB00_001906	SMTH1_99770.1, SMTH1_99760.1
OG0004184	EWB00_008955.2, EWB00_008955.1, EWB00_008955.3	SMTH1_13470.1, SMTH1_56980.1, SMTH1_56980.2
OG0004185	EWB00_008379	SMTH1_62010.1
OG0004186	EWB00_004461, EWB00_004460	SMTH1_98200.1
OG0004187	EWB00_000941.1, EWB00_000941.2	SMTH1_72590.1
OG0004188	EWB00_000134.1, EWB00_000134.2	SMTH1_90230.1, SMTH1_90230.2
OG0004189	EWB00_002450	SMTH1_18350.1, SMTH1_18360.1
OG0004190	EWB00_002057.1, EWB00_002057.2, EWB00_002057.3	SMTH1_103590.1
OG0004191	EWB00_007436.2, EWB00_007436.1	SMTH1_102910.1
OG0004192	EWB00_006522	SMTH1_19390.1
OG0004193	EWB00_007298	SMTH1_93530.1
OG0004194	EWB00_001323	SMTH1_31880.1
OG0004195	EWB00_006454	SMTH1_19930.1, SMTH1_19930.2
OG0004196	EWB00_001723.1, EWB00_001723.2	SMTH1_37530.1
OG0004197	EWB00_010783	SMTH1_23790.1, SMTH1_23790.2
OG0004198	EWB00_001655.1, EWB00_001655.2	SMTH1_94800.1
OG0004199	EWB00_000518	SMTH1_65570.2, SMTH1_65570.1
OG0004200	EWB00_003494	SMTH1_89550.1
OG0004201	EWB00_008910	SMTH1_71460.1
OG0004202	EWB00_006439	SMTH1_22980.1, SMTH1_22980.2
OG0004203	EWB00_010936	SMTH1_82330.1, SMTH1_82330.2
OG0004204	EWB00_004013	SMTH1_68930.1
OG0004205	EWB00_004816.1, EWB00_004816.3, EWB00_004816.2	SMTH1_17300.1
OG0004206	EWB00_001916	SMTH1_99680.1, SMTH1_99680.2
OG0004207	EWB00_011233, EWB00_008860	SMTH1_63860.1, SMTH1_63850.1
OG0004208	EWB00_006266	SMTH1_75570.1, SMTH1_75570.2, SMTH1_75570.3
OG0004209	EWB00_006707	SMTH1_101430.1, SMTH1_101440.1
OG0004210	EWB00_000630.1, EWB00_000630.2, EWB00_000630.3	SMTH1_32220.1, SMTH1_32220.2, SMTH1_32220.3
OG0004211	EWB00_003796	SMTH1_61740.1, SMTH1_61740.2
OG0004212	EWB00_005399	SMTH1_59530.1
OG0004213	EWB00_000891	SMTH1_62220.1
OG0004215	EWB00_008161.6, EWB00_008161.4, EWB00_008161.5, EWB00_008161.7, EWB00_008161.2, EWB00_008161.3, EWB00_008161.1	SMTH1_38570.1, SMTH1_38570.2, SMTH1_38570.3
OG0004216	EWB00_007814.2	SMTH1_45340.1
OG0004217	EWB00_000557	SMTH1_104950.1, SMTH1_104950.2
OG0004218	EWB00_007590	SMTH1_3340.1
OG0004219	EWB00_007115, EWB00_007116	SMTH1_70400.1
OG0004220	EWB00_009566.1, EWB00_009566.2, EWB00_009566.3	SMTH1_5510.1
OG0004221	EWB00_008658	SMTH1_77750.1
OG0004222	EWB00_007971	SMTH1_65530.1
OG0004223	EWB00_001758.1, EWB00_001758.2, EWB00_001758.4, EWB00_001758.3	SMTH1_37780.1
OG0004224	EWB00_007128.1, EWB00_007128.2	SMTH1_70290.1
OG0004225	EWB00_010870	SMTH1_56810.1, SMTH1_56820.1
OG0004226	EWB00_002864	SMTH1_26610.1
OG0004227	EWB00_002695.1, EWB00_002695.4, EWB00_002695.2, EWB00_002695.3, EWB00_002695.5	SMTH1_14760.1
OG0004228	EWB00_003456, EWB00_003457	SMTH1_64580.1
OG0004229	EWB00_000302.1, EWB00_000302.2	SMTH1_28490.3, SMTH1_28490.4, SMTH1_28490.1, SMTH1_28490.2
OG0004231	EWB00_009227.1, EWB00_009227.2	SMTH1_81850.1
OG0004232	EWB00_008741.1, EWB00_008741.3, EWB00_008741.2	SMTH1_54870.1
OG0004233	EWB00_002990.1, EWB00_002990.2	SMTH1_55160.1
OG0004234	EWB00_010062.1, EWB00_010062.2	SMTH1_76720.3, SMTH1_76720.2, SMTH1_76720.4, SMTH1_76720.1
OG0004235	EWB00_005756	SMTH1_24890.1
OG0004236	EWB00_007493.3, EWB00_007493.1, EWB00_007493.2	SMTH1_89090.1
OG0004237	EWB00_008518	SMTH1_23490.1
OG0004238	EWB00_000006, EWB00_000003.2, EWB00_000003.1, EWB00_000003.3	SMTH1_81880.1
OG0004239	EWB00_001646.1, EWB00_001646.2	SMTH1_4000.1, SMTH1_3990.1
OG0004241	EWB00_011135	SMTH1_68290.1
OG0004242	EWB00_007824	SMTH1_62520.1
OG0004243	EWB00_003386	SMTH1_38420.1
OG0004244	EWB00_000485	SMTH1_65690.1
OG0004245	EWB00_002065	SMTH1_100760.1
OG0004246	EWB00_002958, EWB00_006976	SMTH1_28570.1, SMTH1_28580.1
OG0004247	EWB00_009244.1, EWB00_009244.2	SMTH1_7270.1
OG0004248	EWB00_002397.1, EWB00_002397.2	SMTH1_24660.1, SMTH1_24660.2
OG0004249	EWB00_000811.1, EWB00_000811.2	SMTH1_11190.1
OG0004250	EWB00_000782.1, EWB00_000782.2	SMTH1_103910.1, SMTH1_103910.2
OG0004251	EWB00_005124	SMTH1_62850.1, SMTH1_62850.3, SMTH1_62850.4, SMTH1_62850.2
OG0004252	EWB00_003160.1, EWB00_003160.2	SMTH1_41990.1, SMTH1_41990.2, SMTH1_41990.3
OG0004253	EWB00_011399	SMTH1_98800.1
OG0004255	EWB00_006837	SMTH1_39000.1
OG0004256	EWB00_004688	SMTH1_14360.1
OG0004257	EWB00_010496	SMTH1_72740.1
OG0004258	EWB00_005402	SMTH1_59490.1
OG0004259	EWB00_008524.1, EWB00_008524.2	SMTH1_23480.1
OG0004260	EWB00_006655.5, EWB00_006655.3, EWB00_006655.4, EWB00_006655.1, EWB00_006655.2	SMTH1_106590.1, SMTH1_106590.2
OG0004261	EWB00_006653, EWB00_006652	SMTH1_106960.1
OG0004262	EWB00_001189.1, EWB00_001189.2	SMTH1_81360.1, SMTH1_81360.2
OG0004263	EWB00_010217	SMTH1_120.1, SMTH1_120.2
OG0004264	EWB00_002206.1, EWB00_002206.2	SMTH1_61450.1, SMTH1_61450.2, SMTH1_61450.3
OG0004265	EWB00_005568	SMTH1_64280.1
OG0004266	EWB00_009108	SMTH1_82490.1
OG0004267	EWB00_004232	SMTH1_28010.1
OG0004268	EWB00_006147.1, EWB00_006147.2	SMTH1_44070.1
OG0004269	EWB00_009793	SMTH1_70020.1, SMTH1_70020.2
OG0004270	EWB00_004040.1, EWB00_004040.2, EWB00_004040.3	SMTH1_51680.1, SMTH1_51680.2
OG0004271	EWB00_007037	SMTH1_92220.1, SMTH1_92220.2, SMTH1_92220.3
OG0004272	EWB00_004533	SMTH1_81510.1
OG0004273	EWB00_009432, EWB00_009431	SMTH1_97140.1
OG0004274	EWB00_006499	SMTH1_60120.1, SMTH1_60120.3, SMTH1_60120.2
OG0004275	EWB00_000981	SMTH1_49470.1, SMTH1_49460.1
OG0004276	EWB00_002528	SMTH1_22280.1
OG0004277	EWB00_002045	SMTH1_6630.1, SMTH1_6630.2
OG0004278	EWB00_003377	SMTH1_38500.2, SMTH1_38500.1
OG0004279	EWB00_005057	SMTH1_97340.1
OG0004281	EWB00_007391.1, EWB00_007391.2	SMTH1_86870.1
OG0004282	EWB00_004932	SMTH1_94950.1
OG0004283	EWB00_003592	SMTH1_490.1
OG0004284	EWB00_005137.2, EWB00_005137.3, EWB00_005137.1, EWB00_005137.4	SMTH1_62960.1
OG0004285	EWB00_010843	SMTH1_6740.1, SMTH1_6740.2, SMTH1_6740.3
OG0004286	EWB00_008739	SMTH1_54850.1, SMTH1_54850.2, SMTH1_54850.3
OG0004287	EWB00_000985.1, EWB00_000985.3, EWB00_000985.2	SMTH1_49500.1, SMTH1_49510.1
OG0004288	EWB00_003634	SMTH1_51150.1
OG0004289	EWB00_002831	SMTH1_45280.1
OG0004290	EWB00_011134.1, EWB00_011134.2	SMTH1_68260.1
OG0004291	EWB00_004356.1, EWB00_004356.2	SMTH1_40720.1, SMTH1_40720.2, SMTH1_40720.3, SMTH1_40720.4
OG0004292	EWB00_004357.1, EWB00_004357.2, EWB00_004357.3, EWB00_004357.4	SMTH1_40730.1, SMTH1_40730.2
OG0004293	EWB00_008107	SMTH1_81700.1
OG0004294	EWB00_007236	SMTH1_53040.1
OG0004295	EWB00_009072.1, EWB00_009072.2, EWB00_009072.4, EWB00_009072.5, EWB00_009072.6, EWB00_009072.3, EWB00_009072.7, EWB00_009072.8	SMTH1_4300.1
OG0004296	EWB00_004809	SMTH1_17250.1
OG0004297	EWB00_008175.2, EWB00_008175.4, EWB00_008175.1, EWB00_008175.3	SMTH1_38740.5, SMTH1_38740.3, SMTH1_38740.1, SMTH1_38740.4, SMTH1_38740.2
OG0004298	EWB00_011277	SMTH1_67070.1
OG0004299	EWB00_004565.4, EWB00_004565.1, EWB00_004565.2, EWB00_004565.3	SMTH1_86540.1
OG0004300	EWB00_002171.1, EWB00_002171.2	SMTH1_60800.1
OG0004301	EWB00_000078.1, EWB00_009937.1, EWB00_000078.2, EWB00_009937.2	SMTH1_18800.3, SMTH1_18800.4, SMTH1_18800.1, SMTH1_18800.2
OG0004302	EWB00_007244.1, EWB00_007244.2	SMTH1_82930.1
OG0004303	EWB00_007975.1, EWB00_007975.2	SMTH1_45510.1
OG0004304	EWB00_003706	SMTH1_15690.3, SMTH1_15690.2, SMTH1_15690.1
OG0004305	EWB00_006845.1, EWB00_006845.2	SMTH1_39400.1, SMTH1_39400.2, SMTH1_39400.3
OG0004306	EWB00_002903.1, EWB00_002903.2, EWB00_002903.3	SMTH1_34220.1
OG0004307	EWB00_007420.1, EWB00_007420.2	SMTH1_103030.1
OG0004308	EWB00_001246.1, EWB00_001246.2, EWB00_001246.3	SMTH1_87450.1, SMTH1_87460.1
OG0004309	EWB00_006636	SMTH1_106840.1, SMTH1_106840.2
OG0004310	EWB00_003433	SMTH1_52260.1
OG0004311	EWB00_004207	SMTH1_16040.1
OG0004312	EWB00_003916	SMTH1_44930.1
OG0004313	EWB00_010552.1, EWB00_010552.2, EWB00_010552.3	SMTH1_83880.1
OG0004314	EWB00_010114.1, EWB00_010114.2	SMTH1_34260.3, SMTH1_34260.4, SMTH1_34260.1, SMTH1_34260.2
OG0004315	EWB00_004874.1, EWB00_004874.2	SMTH1_97910.1, SMTH1_97910.2, SMTH1_97910.3
OG0004316	EWB00_003056.4, EWB00_003056.5, EWB00_003056.1, EWB00_003056.2, EWB00_003056.3	SMTH1_10170.1, SMTH1_10170.2
OG0004319	EWB00_008447.2, EWB00_008447.1, EWB00_008447.3, EWB00_008447.4, EWB00_008447.5, EWB00_008447.6, EWB00_008447.8, EWB00_008447.7	SMTH1_13140.1
OG0004320	EWB00_003470.1, EWB00_003470.2	SMTH1_89300.1, SMTH1_89300.2
OG0004321	EWB00_009345.1, EWB00_009345.2	SMTH1_77810.1, SMTH1_77820.1
OG0004322	EWB00_002651.1, EWB00_002651.2	SMTH1_87810.1
OG0004323	EWB00_009399	SMTH1_12760.1
OG0004324	EWB00_002380	SMTH1_14590.1, SMTH1_14590.2
OG0004325	EWB00_000407, EWB00_000408	SMTH1_69990.1
OG0004326	EWB00_003880.1, EWB00_003880.2, EWB00_003880.3	SMTH1_106790.1, SMTH1_106790.2
OG0004327	EWB00_003833.1, EWB00_003833.2, EWB00_003833.3, EWB00_003833.4	SMTH1_2250.1
OG0004328	EWB00_004329	SMTH1_40480.1
OG0004329	EWB00_005252.3, EWB00_005252.1, EWB00_005252.2	SMTH1_62450.1, SMTH1_62450.2
OG0004330	EWB00_006780.1, EWB00_006780.2	SMTH1_56970.1
OG0004331	EWB00_006125	SMTH1_23380.1
OG0004332	EWB00_004698	SMTH1_71750.1
OG0004334	EWB00_002996.6, EWB00_002996.1, EWB00_002996.2, EWB00_002996.3, EWB00_002996.4, EWB00_002996.5	SMTH1_55120.1, SMTH1_55120.2
OG0004335	EWB00_007170.1, EWB00_007170.2	SMTH1_84250.1
OG0004336	EWB00_006099	SMTH1_79010.1
OG0004337	EWB00_001554	SMTH1_25950.2, SMTH1_25950.3, SMTH1_25950.1
OG0004338	EWB00_006720	SMTH1_101280.1, SMTH1_101280.2, SMTH1_101280.3
OG0004340	EWB00_008452, EWB00_008450	SMTH1_12970.1, SMTH1_12990.1
OG0004341	EWB00_006398.1, EWB00_006398.2	SMTH1_47680.1
OG0004342	EWB00_004746.1, EWB00_004746.2	SMTH1_50600.1
OG0004343	EWB00_008822.1, EWB00_008822.2, EWB00_008822.3	SMTH1_90440.1
OG0004344	EWB00_000498	SMTH1_65780.1, SMTH1_65780.2
OG0004345	EWB00_005181.1, EWB00_005181.2	SMTH1_64790.1, SMTH1_64790.2
OG0004346	EWB00_005811	SMTH1_65070.1, SMTH1_65070.2, SMTH1_65070.3, SMTH1_65070.4, SMTH1_65070.5, SMTH1_65070.6, SMTH1_65070.7, SMTH1_65070.8
OG0004347	EWB00_008040.1, EWB00_008040.2	SMTH1_29270.1
OG0004348	EWB00_001287	SMTH1_41430.1, SMTH1_41430.2
OG0004350	EWB00_005740.5, EWB00_005740.2, EWB00_005740.3, EWB00_005740.4, EWB00_005740.1	SMTH1_13650.1, SMTH1_13640.1
OG0004351	EWB00_002616	SMTH1_92730.1
OG0004352	EWB00_007297	SMTH1_93550.1, SMTH1_93540.1
OG0004353	EWB00_006811.1, EWB00_006811.2, EWB00_006811.3, EWB00_006811.5, EWB00_006811.4	SMTH1_58240.1, SMTH1_58240.2, SMTH1_58240.3, SMTH1_58240.4
OG0004354	EWB00_003621	SMTH1_50930.1, SMTH1_50930.2, SMTH1_50930.3, SMTH1_50920.1
OG0004355	EWB00_008875	SMTH1_73180.5, SMTH1_73180.1, SMTH1_73180.3, SMTH1_73180.4, SMTH1_73180.2
OG0004356	EWB00_009797	SMTH1_74110.1, SMTH1_74110.2, SMTH1_74110.3
OG0004357	EWB00_002111.1, EWB00_002112, EWB00_002111.2, EWB00_006081	SMTH1_33720.1, SMTH1_33720.2, SMTH1_33720.4, SMTH1_33720.3
OG0004358	EWB00_005243	SMTH1_27630.1, SMTH1_27630.2, SMTH1_27630.3
OG0004359	EWB00_003397.1, EWB00_003397.2, EWB00_003397.3	SMTH1_38310.1
OG0004360	EWB00_004894.1, EWB00_004894.2, EWB00_004894.3, EWB00_004894.4	SMTH1_49950.1, SMTH1_49950.2, SMTH1_49950.3, SMTH1_49950.4, SMTH1_49950.5, SMTH1_49950.6, SMTH1_49950.7, SMTH1_49950.8
OG0004367	EWB00_008937	SMTH1_75980.1
OG0004369	EWB00_004739.1, EWB00_004739.2, EWB00_004739.3	SMTH1_50650.1
OG0004370	EWB00_006452	SMTH1_19910.1
OG0004371	EWB00_004616	SMTH1_34910.4, SMTH1_34910.1, SMTH1_34910.3, SMTH1_34910.2
OG0004372	EWB00_001028, EWB00_001029	SMTH1_21140.1, SMTH1_21140.2
OG0004373	EWB00_002705.1, EWB00_002705.2	SMTH1_80530.1, SMTH1_80530.2, SMTH1_80530.3
OG0004374	EWB00_009291, EWB00_009292	SMTH1_53060.1
OG0004375	EWB00_007078	SMTH1_26320.1
OG0004376	EWB00_002897.1, EWB00_002897.3, EWB00_002897.2	SMTH1_34160.1, SMTH1_34160.2
OG0004378	EWB00_000730.5, EWB00_000730.2, EWB00_000730.3, EWB00_000730.4, EWB00_000729, EWB00_000730.1	SMTH1_97370.1
OG0004379	EWB00_009233.2, EWB00_009233.3, EWB00_009233.1	SMTH1_90560.2, SMTH1_90560.1
OG0004380	EWB00_005468.3, EWB00_005468.1, EWB00_005468.2	SMTH1_20530.1
OG0004381	EWB00_005465	SMTH1_20480.1, SMTH1_20490.1
OG0004382	EWB00_004910.1, EWB00_004910.2	SMTH1_49050.1, SMTH1_49050.3, SMTH1_49050.2
OG0004383	EWB00_000396.1, EWB00_000396.2	SMTH1_69900.1
OG0004384	EWB00_010979	SMTH1_84900.1, SMTH1_84910.1
OG0004385	EWB00_006944.3, EWB00_006944.4	SMTH1_30930.1
OG0004385	EWB00_006944.1, EWB00_006944.2	SMTH1_30940.1
OG0004386	EWB00_005886, EWB00_005885, EWB00_010124	SMTH1_103680.1
OG0004387	EWB00_011406	SMTH1_100930.1
OG0004388	EWB00_003134.1, EWB00_003134.2, EWB00_003134.3	SMTH1_17960.1
OG0004389	EWB00_002280, EWB00_002279.1, EWB00_002279.2	SMTH1_88370.1
OG0004390	EWB00_011243	SMTH1_65380.1
OG0004392	EWB00_000094	SMTH1_31320.1
OG0004393	EWB00_010546.1, EWB00_010546.2	SMTH1_83830.1
OG0004394	EWB00_000211.1, EWB00_000211.2	SMTH1_10640.4
OG0004395	EWB00_007021, EWB00_007020	SMTH1_91990.1
OG0004396	EWB00_009764.1, EWB00_009764.4, EWB00_009764.5, EWB00_009764.2, EWB00_009764.3	SMTH1_75880.1
OG0004397	EWB00_000675.1, EWB00_000675.3, EWB00_000675.4, EWB00_000675.2	SMTH1_19230.1
OG0004398	EWB00_002703.1, EWB00_002703.2, EWB00_002703.3	SMTH1_80550.2, SMTH1_80550.3, SMTH1_80550.1
OG0004399	EWB00_008010	SMTH1_1350.1, SMTH1_1350.2, SMTH1_1350.3
OG0004400	EWB00_011420	SMTH1_101110.1
OG0004401	EWB00_010890	SMTH1_30280.1
OG0004402	EWB00_004352.3, EWB00_004352.5, EWB00_004352.1, EWB00_004352.2, EWB00_004352.4	SMTH1_40670.1
OG0004403	EWB00_004090	SMTH1_51870.1
OG0004404	EWB00_007619.1, EWB00_007619.2	SMTH1_55360.1
OG0004405	EWB00_010337.1, EWB00_010337.2	SMTH1_22160.1
OG0004406	EWB00_008153.1, EWB00_008153.2, EWB00_008153.3	SMTH1_35400.1
OG0004407	EWB00_004274	SMTH1_39900.1
OG0004408	EWB00_004938, EWB00_004939	SMTH1_99240.1
OG0004409	EWB00_004288.1, EWB00_004288.2	SMTH1_40070.1
OG0004410	EWB00_008428	SMTH1_103600.1
OG0004411	EWB00_009530	SMTH1_43180.1, SMTH1_43200.1
OG0004412	EWB00_005345.1, EWB00_005345.2	SMTH1_56080.1
OG0004413	EWB00_008309	SMTH1_100380.1, SMTH1_100390.1
OG0004414	EWB00_002463	SMTH1_18230.1
OG0004415	EWB00_007613	SMTH1_55430.1
OG0004416	EWB00_006537.2, EWB00_006537.3, EWB00_006537.1, EWB00_006537.4	SMTH1_19500.2, SMTH1_19500.1
OG0004417	EWB00_005777	SMTH1_74900.1, SMTH1_74900.2
OG0004418	EWB00_006993	SMTH1_26980.1
OG0004419	EWB00_000160.3, EWB00_000160.1, EWB00_000160.2, EWB00_000160.4	SMTH1_89970.2, SMTH1_89970.1
OG0004420	EWB00_008261	SMTH1_48420.1
OG0004421	EWB00_005367	SMTH1_55870.1
OG0004422	EWB00_007893.1, EWB00_007893.2	SMTH1_2960.1
