Orthogroup	schistosoma_japonicum	fasciola_gigantica
OG0004146	EWB00_002894	FGIG_02517, FGIG_02518
OG0004147	EWB00_005249.1, EWB00_005249.2	FGIG_02529
OG0004148	EWB00_004185, EWB00_004186.1, EWB00_004186.2, EWB00_004184, EWB00_000814	FGIG_02560
OG0004149	EWB00_007888	FGIG_07360, FGIG_02689
OG0004150	EWB00_000680, EWB00_000681	FGIG_02848
OG0004151	EWB00_003570	FGIG_02921
OG0004152	EWB00_002302.4, EWB00_002302.1, EWB00_002302.3, EWB00_002302.2	FGIG_02938
OG0004153	EWB00_008559	FGIG_03054
OG0004154	EWB00_007790.1, EWB00_007790.2, EWB00_007790.3	FGIG_03061
OG0004155	EWB00_008075	FGIG_03067
OG0004156	EWB00_003221	FGIG_03076
OG0004157	EWB00_002520.1, EWB00_002520.4, EWB00_002520.2, EWB00_002520.3	FGIG_03081
OG0004158	EWB00_001800.1, EWB00_001800.2, EWB00_001800.3, EWB00_001800.4	FGIG_03087
OG0004159	EWB00_006276.1, EWB00_006276.2	FGIG_03124
OG0004160	EWB00_008269.3, EWB00_008269.4, EWB00_008269.2, EWB00_008269.1	FGIG_03130
OG0004161	EWB00_010008.2, EWB00_010008.1, EWB00_010008.3	FGIG_03167
OG0004163	EWB00_011032, EWB00_011034	FGIG_03279
OG0004164	EWB00_004630	FGIG_03301
OG0004165	EWB00_003376	FGIG_03328
OG0004166	EWB00_006303.1, EWB00_006303.2	FGIG_03450
OG0004167	EWB00_003054, EWB00_004869.1, EWB00_004869.2, EWB00_003055	FGIG_03452
OG0004168	EWB00_008571	FGIG_03567, FGIG_03566
OG0004169	EWB00_010899.1, EWB00_010899.2, EWB00_010899.3, EWB00_010899.4	FGIG_03612
OG0004170	EWB00_007393.1, EWB00_007393.2	FGIG_03647
OG0004171	EWB00_004455.5, EWB00_004455.1, EWB00_004455.2, EWB00_004455.3, EWB00_004455.4	FGIG_03673
OG0004172	EWB00_004558.1, EWB00_004558.2	FGIG_03693
OG0004173	EWB00_000345.1, EWB00_000345.2	FGIG_03709, FGIG_03708
OG0004174	EWB00_006920.1	FGIG_03765
OG0004175	EWB00_004415	FGIG_03799
OG0004176	EWB00_004163.1, EWB00_004163.2	FGIG_10320, FGIG_10319
OG0004177	EWB00_008851.1, EWB00_008851.2, EWB00_008851.3, EWB00_008851.4	FGIG_03905
OG0004178	EWB00_005182.1, EWB00_005182.2	FGIG_03931
OG0004179	EWB00_002625	FGIG_03944
OG0004180	EWB00_009839.1, EWB00_009839.3, EWB00_009839.2	FGIG_03945
OG0004181	EWB00_009371	FGIG_03983
OG0004182	EWB00_010422	FGIG_04018, FGIG_04019
OG0004183	EWB00_001906	FGIG_04032, FGIG_10573
OG0004184	EWB00_008955.2, EWB00_008955.1, EWB00_008955.3	FGIG_04054
OG0004185	EWB00_008379	FGIG_04101
OG0004186	EWB00_004461, EWB00_004460	FGIG_04104
OG0004187	EWB00_000941.1, EWB00_000941.2	FGIG_04174
OG0004188	EWB00_000134.1, EWB00_000134.2	FGIG_04201
OG0004189	EWB00_002450	FGIG_04234
OG0004190	EWB00_002057.1, EWB00_002057.2, EWB00_002057.3	FGIG_04237
OG0004191	EWB00_007436.2, EWB00_007436.1	FGIG_04238
OG0004192	EWB00_006522	FGIG_04284, FGIG_04286, FGIG_04285, FGIG_04287
OG0004193	EWB00_007298	FGIG_07202, FGIG_04351
OG0004194	EWB00_001323	FGIG_04404
OG0004195	EWB00_006454	FGIG_04420
OG0004196	EWB00_001723.1, EWB00_001723.2	FGIG_04433
OG0004197	EWB00_010783	FGIG_04463
OG0004198	EWB00_001655.1, EWB00_001655.2	FGIG_04489
OG0004199	EWB00_000518	FGIG_04498
OG0004200	EWB00_003494	FGIG_04547
OG0004201	EWB00_008910	FGIG_04564
OG0004202	EWB00_006439	FGIG_04579
OG0004203	EWB00_010936	FGIG_04634, FGIG_08625
OG0004204	EWB00_004013	FGIG_04736
OG0004205	EWB00_004816.1, EWB00_004816.3, EWB00_004816.2	FGIG_04779
OG0004206	EWB00_001916	FGIG_04834
OG0004207	EWB00_011233, EWB00_008860	FGIG_04874
OG0004208	EWB00_006266	FGIG_04892
OG0004209	EWB00_006707	FGIG_04946
OG0004210	EWB00_000630.1, EWB00_000630.2, EWB00_000630.3	FGIG_04959
OG0004211	EWB00_003796	FGIG_05047
OG0004212	EWB00_005399	FGIG_05057, FGIG_05058
OG0004213	EWB00_000891	FGIG_05194
OG0004215	EWB00_008161.6, EWB00_008161.4, EWB00_008161.5, EWB00_008161.7, EWB00_008161.2, EWB00_008161.3, EWB00_008161.1	FGIG_05334
OG0004216	EWB00_007814.2	FGIG_05346, FGIG_08394
OG0004217	EWB00_000557	FGIG_05395, FGIG_11888
OG0004218	EWB00_007590	FGIG_05399
OG0004219	EWB00_007115, EWB00_007116	FGIG_05514
OG0004220	EWB00_009566.1, EWB00_009566.2, EWB00_009566.3	FGIG_05556
OG0004221	EWB00_008658	FGIG_05569
OG0004222	EWB00_007971	FGIG_10474, FGIG_05572
OG0004223	EWB00_001758.1, EWB00_001758.2, EWB00_001758.4, EWB00_001758.3	FGIG_05613
OG0004224	EWB00_007128.1, EWB00_007128.2	FGIG_10306, FGIG_07260, FGIG_05640, FGIG_05641
OG0004225	EWB00_010870	FGIG_05671, FGIG_12695
OG0004226	EWB00_002864	FGIG_05776
OG0004227	EWB00_002695.1, EWB00_002695.4, EWB00_002695.2, EWB00_002695.3, EWB00_002695.5	FGIG_05819
OG0004228	EWB00_003456, EWB00_003457	FGIG_05863, FGIG_05862
OG0004229	EWB00_000302.1, EWB00_000302.2	FGIG_05864
OG0004231	EWB00_009227.1, EWB00_009227.2	FGIG_05984
OG0004232	EWB00_008741.1, EWB00_008741.3, EWB00_008741.2	FGIG_06092
OG0004233	EWB00_002990.1, EWB00_002990.2	FGIG_06188
OG0004234	EWB00_010062.1, EWB00_010062.2	FGIG_06198, FGIG_06199
OG0004235	EWB00_005756	FGIG_06261
OG0004236	EWB00_007493.3, EWB00_007493.1, EWB00_007493.2	FGIG_06327
OG0004237	EWB00_008518	FGIG_06380
OG0004238	EWB00_000006, EWB00_000003.2, EWB00_000003.1, EWB00_000003.3	FGIG_06408
OG0004239	EWB00_001646.1, EWB00_001646.2	FGIG_06424, FGIG_10940
OG0004240	EWB00_003378	FGIG_06463
OG0004241	EWB00_011135	FGIG_06477
OG0004242	EWB00_007824	FGIG_06484
OG0004243	EWB00_003386	FGIG_06536
OG0004244	EWB00_000485	FGIG_06683
OG0004245	EWB00_002065	FGIG_06787
OG0004246	EWB00_002958, EWB00_006976	FGIG_06824
OG0004247	EWB00_009244.1, EWB00_009244.2	FGIG_06962
OG0004248	EWB00_002397.1, EWB00_002397.2	FGIG_06977
OG0004249	EWB00_000811.1, EWB00_000811.2	FGIG_07030
OG0004250	EWB00_000782.1, EWB00_000782.2	FGIG_07031
OG0004251	EWB00_005124	FGIG_07113
OG0004252	EWB00_003160.1, EWB00_003160.2	FGIG_07149
OG0004253	EWB00_011399	FGIG_07217
OG0004255	EWB00_006837	FGIG_12413, FGIG_12569, FGIG_07497
OG0004256	EWB00_004688	FGIG_07633
OG0004257	EWB00_010496	FGIG_07682
OG0004258	EWB00_005402	FGIG_07694
OG0004259	EWB00_008524.1, EWB00_008524.2	FGIG_07801
OG0004260	EWB00_006655.5, EWB00_006655.3, EWB00_006655.4, EWB00_006655.1, EWB00_006655.2	FGIG_07802
OG0004261	EWB00_006653, EWB00_006652	FGIG_07803
OG0004262	EWB00_001189.1, EWB00_001189.2	FGIG_07839
OG0004263	EWB00_010217	FGIG_08013, FGIG_09167
OG0004264	EWB00_002206.1, EWB00_002206.2	FGIG_08046
OG0004265	EWB00_005568	FGIG_08066
OG0004266	EWB00_009108	FGIG_08111
OG0004267	EWB00_004232	FGIG_08172
OG0004268	EWB00_006147.1, EWB00_006147.2	FGIG_08214
OG0004269	EWB00_009793	FGIG_08228
OG0004270	EWB00_004040.1, EWB00_004040.2, EWB00_004040.3	FGIG_08299
OG0004271	EWB00_007037	FGIG_08319
OG0004272	EWB00_004533	FGIG_08324
OG0004273	EWB00_009432, EWB00_009431	FGIG_08333
OG0004274	EWB00_006499	FGIG_08342
OG0004275	EWB00_000981	FGIG_08453
OG0004276	EWB00_002528	FGIG_08470
OG0004277	EWB00_002045	FGIG_08530
OG0004278	EWB00_003377	FGIG_08619
OG0004279	EWB00_005057	FGIG_08701
OG0004281	EWB00_007391.1, EWB00_007391.2	FGIG_08845
OG0004282	EWB00_004932	FGIG_08861
OG0004283	EWB00_003592	FGIG_08907, FGIG_08908
OG0004284	EWB00_005137.2, EWB00_005137.3, EWB00_005137.1, EWB00_005137.4	FGIG_08914
OG0004285	EWB00_010843	FGIG_08946
OG0004286	EWB00_008739	FGIG_09143
OG0004287	EWB00_000985.1, EWB00_000985.3, EWB00_000985.2	FGIG_11615, FGIG_09160
OG0004288	EWB00_003634	FGIG_09185
OG0004289	EWB00_002831	FGIG_09200
OG0004290	EWB00_011134.1, EWB00_011134.2	FGIG_09250
OG0004291	EWB00_004356.1, EWB00_004356.2	FGIG_09304
OG0004292	EWB00_004357.1, EWB00_004357.2, EWB00_004357.3, EWB00_004357.4	FGIG_09305
OG0004293	EWB00_008107	FGIG_09315
OG0004294	EWB00_007236	FGIG_09483
OG0004295	EWB00_009072.1, EWB00_009072.2, EWB00_009072.4, EWB00_009072.5, EWB00_009072.6, EWB00_009072.3, EWB00_009072.7, EWB00_009072.8	FGIG_09504
OG0004296	EWB00_004809	FGIG_09521
OG0004297	EWB00_008175.2, EWB00_008175.4, EWB00_008175.1, EWB00_008175.3	FGIG_09610
OG0004298	EWB00_011277	FGIG_12055, FGIG_12307, FGIG_09650
OG0004299	EWB00_004565.4, EWB00_004565.1, EWB00_004565.2, EWB00_004565.3	FGIG_09737
OG0004300	EWB00_002171.1, EWB00_002171.2	FGIG_09745
OG0004301	EWB00_000078.1, EWB00_009937.1, EWB00_000078.2, EWB00_009937.2	FGIG_09759
OG0004302	EWB00_007244.1, EWB00_007244.2	FGIG_09774
OG0004303	EWB00_007975.1, EWB00_007975.2	FGIG_09888, FGIG_09887, FGIG_09889
OG0004304	EWB00_003706	FGIG_09932
OG0004305	EWB00_006845.1, EWB00_006845.2	FGIG_09968
OG0004306	EWB00_002903.1, EWB00_002903.2, EWB00_002903.3	FGIG_10027
OG0004307	EWB00_007420.1, EWB00_007420.2	FGIG_10127
OG0004308	EWB00_001246.1, EWB00_001246.2, EWB00_001246.3	FGIG_10141
OG0004309	EWB00_006636	FGIG_10150
OG0004310	EWB00_003433	FGIG_10214
OG0004311	EWB00_004207	FGIG_10278
OG0004312	EWB00_003916	FGIG_10378
OG0004313	EWB00_010552.1, EWB00_010552.2, EWB00_010552.3	FGIG_10583
OG0004314	EWB00_010114.1, EWB00_010114.2	FGIG_10625
OG0004315	EWB00_004874.1, EWB00_004874.2	FGIG_10690
OG0004316	EWB00_003056.4, EWB00_003056.5, EWB00_003056.1, EWB00_003056.2, EWB00_003056.3	FGIG_10712
OG0004319	EWB00_008447.2, EWB00_008447.1, EWB00_008447.3, EWB00_008447.4, EWB00_008447.5, EWB00_008447.6, EWB00_008447.8, EWB00_008447.7	FGIG_10870
OG0004320	EWB00_003470.1, EWB00_003470.2	FGIG_10905, FGIG_12362
OG0004321	EWB00_009345.1, EWB00_009345.2	FGIG_10909
OG0004322	EWB00_002651.1, EWB00_002651.2	FGIG_11017
OG0004323	EWB00_009399	FGIG_11062
OG0004324	EWB00_002380	FGIG_11068
OG0004325	EWB00_000407, EWB00_000408	FGIG_11104
OG0004326	EWB00_003880.1, EWB00_003880.2, EWB00_003880.3	FGIG_11148
OG0004327	EWB00_003833.1, EWB00_003833.2, EWB00_003833.3, EWB00_003833.4	FGIG_11221
OG0004328	EWB00_004329	FGIG_11247, FGIG_11246
OG0004329	EWB00_005252.3, EWB00_005252.1, EWB00_005252.2	FGIG_11261
OG0004330	EWB00_006780.1, EWB00_006780.2	FGIG_11339
OG0004331	EWB00_006125	FGIG_11479
OG0004332	EWB00_004698	FGIG_11616, FGIG_12109
OG0004333	EWB00_002012	FGIG_11645
OG0004334	EWB00_002996.6, EWB00_002996.1, EWB00_002996.2, EWB00_002996.3, EWB00_002996.4, EWB00_002996.5	FGIG_11673
OG0004335	EWB00_007170.1, EWB00_007170.2	FGIG_11692
OG0004336	EWB00_006099	FGIG_11850
OG0004337	EWB00_001554	FGIG_12235
OG0004338	EWB00_006720	FGIG_12451
OG0004367	EWB00_008937	FGIG_00024
OG0004369	EWB00_004739.1, EWB00_004739.2, EWB00_004739.3	FGIG_00163
OG0004370	EWB00_006452	FGIG_00180
OG0004371	EWB00_004616	FGIG_00201
OG0004372	EWB00_001028, EWB00_001029	FGIG_00227
OG0004373	EWB00_002705.1, EWB00_002705.2	FGIG_00247
OG0004374	EWB00_009291, EWB00_009292	FGIG_00296
OG0004375	EWB00_007078	FGIG_00380, FGIG_12367, FGIG_00381
OG0004376	EWB00_002897.1, EWB00_002897.3, EWB00_002897.2	FGIG_00396
OG0004378	EWB00_000730.5, EWB00_000730.2, EWB00_000730.3, EWB00_000730.4, EWB00_000729, EWB00_000730.1	FGIG_00505
OG0004379	EWB00_009233.2, EWB00_009233.3, EWB00_009233.1	FGIG_00543
OG0004380	EWB00_005468.3, EWB00_005468.1, EWB00_005468.2	FGIG_00575
OG0004381	EWB00_005465	FGIG_00576
OG0004382	EWB00_004910.1, EWB00_004910.2	FGIG_00607
OG0004383	EWB00_000396.1, EWB00_000396.2	FGIG_00628
OG0004384	EWB00_010979	FGIG_00666
OG0004385	EWB00_006944.3, EWB00_006944.4, EWB00_006944.1, EWB00_006944.2	FGIG_00673
OG0004386	EWB00_005886, EWB00_005885, EWB00_010124	FGIG_00731, FGIG_00730
OG0004387	EWB00_011406	FGIG_00737
OG0004388	EWB00_003134.1, EWB00_003134.2, EWB00_003134.3	FGIG_00742
OG0004389	EWB00_002280, EWB00_002279.1, EWB00_002279.2	FGIG_00797
OG0004390	EWB00_011243	FGIG_00869
OG0004392	EWB00_000094	FGIG_00912
OG0004393	EWB00_010546.1, EWB00_010546.2	FGIG_00925
OG0004394	EWB00_000211.1, EWB00_000211.2	FGIG_00947
OG0004395	EWB00_007021, EWB00_007020	FGIG_07849, FGIG_07850, FGIG_00960, FGIG_00961
OG0004396	EWB00_009764.1, EWB00_009764.4, EWB00_009764.5, EWB00_009764.2, EWB00_009764.3	FGIG_00970
OG0004397	EWB00_000675.1, EWB00_000675.3, EWB00_000675.4, EWB00_000675.2	FGIG_01036
OG0004398	EWB00_002703.1, EWB00_002703.2, EWB00_002703.3	FGIG_01255
OG0004399	EWB00_008010	FGIG_01303
OG0004400	EWB00_011420	FGIG_01336
OG0004401	EWB00_010890	FGIG_01357
OG0004402	EWB00_004352.3, EWB00_004352.5, EWB00_004352.1, EWB00_004352.2, EWB00_004352.4	FGIG_01409
OG0004403	EWB00_004090	FGIG_01411
OG0004404	EWB00_007619.1, EWB00_007619.2	FGIG_10890, FGIG_01477
OG0004405	EWB00_010337.1, EWB00_010337.2	FGIG_01518, FGIG_02494, FGIG_04896
OG0004406	EWB00_008153.1, EWB00_008153.2, EWB00_008153.3	FGIG_01533
OG0004407	EWB00_004274	FGIG_01535
OG0004408	EWB00_004938, EWB00_004939	FGIG_01551
OG0004409	EWB00_004288.1, EWB00_004288.2	FGIG_01575
OG0004410	EWB00_008428	FGIG_01684
OG0004411	EWB00_009530	FGIG_01748
OG0004412	EWB00_005345.1, EWB00_005345.2	FGIG_01786
OG0004413	EWB00_008309	FGIG_01802
OG0004414	EWB00_002463	FGIG_01899
OG0004415	EWB00_007613	FGIG_01953
OG0004416	EWB00_006537.2, EWB00_006537.3, EWB00_006537.1, EWB00_006537.4	FGIG_02009
OG0004417	EWB00_005777	FGIG_02065
OG0004418	EWB00_006993	FGIG_02119
OG0004419	EWB00_000160.3, EWB00_000160.1, EWB00_000160.2, EWB00_000160.4	FGIG_02156
OG0004420	EWB00_008261	FGIG_02193
OG0004421	EWB00_005367	FGIG_02256
OG0004422	EWB00_007893.1, EWB00_007893.2	FGIG_02272
OG0004423	EWB00_007441	FGIG_02364
OG0004424	EWB00_005100	FGIG_02413
OG0004425	EWB00_005095	FGIG_02415
OG0004426	EWB00_009877.1, EWB00_009877.2, EWB00_009877.3	FGIG_02480
OG0004428	EWB00_008106.1, EWB00_008106.2, EWB00_008106.3, EWB00_008106.4	FGIG_02523
OG0004429	EWB00_000081	FGIG_02536
OG0004430	EWB00_008320.1, EWB00_008320.2	FGIG_02546, FGIG_02545
OG0004431	EWB00_001777, EWB00_001778	FGIG_02549
OG0004432	EWB00_006662.1, EWB00_006662.2	FGIG_02590
OG0004433	EWB00_010962	FGIG_02602
OG0004434	EWB00_001277	FGIG_02702
OG0004435	EWB00_009911	FGIG_02747, FGIG_02748
OG0004436	EWB00_004110.1, EWB00_004110.2	FGIG_02876
OG0004437	EWB00_003901	FGIG_02908
OG0004438	EWB00_003904, EWB00_003903.1, EWB00_003903.2	FGIG_02909
OG0004439	EWB00_009397.1, EWB00_009397.2	FGIG_02983, FGIG_02982
OG0004440	EWB00_005114.1, EWB00_005114.2, EWB00_005114.3	FGIG_03007
OG0004441	EWB00_004675	FGIG_03071
OG0004442	EWB00_005803	FGIG_03137
OG0004443	EWB00_006839	FGIG_03212
OG0004444	EWB00_008748.1, EWB00_008748.2, EWB00_008748.3	FGIG_03236
OG0004445	EWB00_008749.1, EWB00_008749.2, EWB00_008749.3	FGIG_08747, FGIG_03238
OG0004446	EWB00_009634	FGIG_03258
OG0004447	EWB00_000966.1, EWB00_000966.2, EWB00_000966.3	FGIG_03307
OG0004448	EWB00_009044	FGIG_03313
OG0004449	EWB00_007852.1, EWB00_007852.2	FGIG_03335
OG0004450	EWB00_006615	FGIG_03401
OG0004451	EWB00_006179	FGIG_03703
OG0004452	EWB00_006117	FGIG_03722
OG0004453	EWB00_000268.1, EWB00_000268.2, EWB00_000268.3	FGIG_03778
OG0004454	EWB00_005900, EWB00_003332, EWB00_003334	FGIG_03810
OG0004455	EWB00_000011	FGIG_03831
OG0004456	EWB00_007717.1, EWB00_007717.2, EWB00_007717.3	FGIG_03844
OG0004457	EWB00_001372.1, EWB00_001372.2	FGIG_03913
OG0004458	EWB00_006168.1, EWB00_006168.2	FGIG_03916
OG0004459	EWB00_007202.1, EWB00_007202.2	FGIG_03963
OG0004460	EWB00_011301.1, EWB00_011301.2, EWB00_011301.3	FGIG_04006, FGIG_11677
OG0004461	EWB00_007375.1, EWB00_007375.2	FGIG_04015
OG0004462	EWB00_007135	FGIG_04145
OG0004465	EWB00_008110.1, EWB00_008110.2	FGIG_04282
OG0004466	EWB00_007864.1, EWB00_007864.3, EWB00_007864.2, EWB00_007864.4	FGIG_04311
OG0004467	EWB00_007442.1, EWB00_007442.2	FGIG_10614, FGIG_04426
OG0004468	EWB00_006193	FGIG_04458
OG0004469	EWB00_009479	FGIG_04479
OG0004470	EWB00_004092.1, EWB00_004092.2	FGIG_04484
OG0004471	EWB00_000683	FGIG_04532
OG0004472	EWB00_000682	FGIG_04533, FGIG_05818
OG0004473	EWB00_010699	FGIG_04541
OG0004474	EWB00_000206.1, EWB00_000206.2	FGIG_04569, FGIG_04570
OG0004475	EWB00_003092	FGIG_04616
OG0004477	EWB00_008152	FGIG_04829
OG0004478	EWB00_011265	FGIG_04905
OG0004479	EWB00_000065.1, EWB00_000065.2	FGIG_07874, FGIG_04911, FGIG_04909, FGIG_04910
OG0004480	EWB00_000695	FGIG_04928, FGIG_04929
OG0004481	EWB00_001109.1, EWB00_001109.2, EWB00_001109.3, EWB00_001109.4	FGIG_04970
OG0004482	EWB00_003543	FGIG_04980
OG0004483	EWB00_008965	FGIG_04995
OG0004484	EWB00_007759.1, EWB00_007759.2, EWB00_007759.3	FGIG_05006
OG0004485	EWB00_010013.1, EWB00_010013.2, EWB00_010013.3	FGIG_05013
OG0004486	EWB00_007535, EWB00_007534	FGIG_05089, FGIG_11564
OG0004487	EWB00_001548, EWB00_001549, EWB00_001550	FGIG_05153
OG0004488	EWB00_000472	FGIG_05202
OG0004489	EWB00_000401.1, EWB00_000401.2	FGIG_05242
OG0004491	EWB00_008231.1, EWB00_008231.2	FGIG_05419
OG0004492	EWB00_010006.2, EWB00_010006.3, EWB00_010006.1, EWB00_010006.4, EWB00_010006.5	FGIG_05489
OG0004493	EWB00_001053.1, EWB00_001053.3, EWB00_001053.2	FGIG_05548
OG0004494	EWB00_000500.1, EWB00_000500.3, EWB00_000500.2	FGIG_05576
OG0004495	EWB00_000334	FGIG_06691, FGIG_12037, FGIG_05595
OG0004496	EWB00_007747	FGIG_05609
OG0004497	EWB00_005518	FGIG_05633
OG0004498	EWB00_003756	FGIG_05639
OG0004499	EWB00_008375.2, EWB00_008375.3, EWB00_008375.1	FGIG_05668
OG0004500	EWB00_008550.2, EWB00_008550.1	FGIG_05724
OG0004501	EWB00_004556	FGIG_05790
OG0004502	EWB00_006871	FGIG_05796
OG0004503	EWB00_001870.1, EWB00_001870.3, EWB00_001870.2, EWB00_001869	FGIG_05827
OG0004505	EWB00_009468	FGIG_05866
OG0004506	EWB00_010341.1, EWB00_010341.4, EWB00_010341.2, EWB00_010341.3, EWB00_010341.5	FGIG_05886
OG0004507	EWB00_006498	FGIG_05915
OG0004508	EWB00_000762.1, EWB00_000762.2	FGIG_05921, FGIG_05922
OG0004509	EWB00_006840.1, EWB00_006840.2	FGIG_05935
OG0004510	EWB00_004445.1, EWB00_004445.2	FGIG_05936
OG0004511	EWB00_009229.1, EWB00_009229.2, EWB00_009229.3	FGIG_05982
OG0004512	EWB00_004797.1, EWB00_004797.2	FGIG_06016
OG0004513	EWB00_008471	FGIG_10437, FGIG_06302
OG0004514	EWB00_001126.1, EWB00_001126.2, EWB00_001126.3, EWB00_001126.4	FGIG_06322
OG0004515	EWB00_005379.1, EWB00_005379.2	FGIG_06330, FGIG_06332
OG0004516	EWB00_007624	FGIG_06394
OG0004517	EWB00_000477	FGIG_06402
OG0004518	EWB00_007335	FGIG_08456
OG0004519	EWB00_003219	FGIG_06467
OG0004520	EWB00_009798	FGIG_06471
OG0004521	EWB00_009412	FGIG_06487
OG0004522	EWB00_002358	FGIG_06526, FGIG_06527
OG0004524	EWB00_003514.1, EWB00_003514.2, EWB00_003514.3, EWB00_003514.4	FGIG_06782
OG0004525	EWB00_001573, EWB00_001572	FGIG_06788
OG0004526	EWB00_002551.1, EWB00_002551.2	FGIG_06808
OG0004527	EWB00_002263.1, EWB00_002263.2	FGIG_06931
OG0004528	EWB00_001135.1, EWB00_001135.2	FGIG_06933
OG0004529	EWB00_010736	FGIG_06940
OG0004530	EWB00_007569	FGIG_09083
OG0004531	EWB00_011021.1, EWB00_011021.3, EWB00_011021.4, EWB00_011021.2	FGIG_07028
OG0004532	EWB00_008108.2, EWB00_008108.6, EWB00_008108.1, EWB00_008108.3, EWB00_008108.4, EWB00_008108.5, EWB00_008108.7	FGIG_07102
OG0004533	EWB00_006145.3, EWB00_006145.1, EWB00_006145.2	FGIG_07200
OG0004534	EWB00_004260.1, EWB00_004260.2	FGIG_07255
OG0004535	EWB00_002804, EWB00_000158, EWB00_000531, EWB00_003669, EWB00_007087	FGIG_10451
OG0004535	EWB00_000492	FGIG_07317
OG0004536	EWB00_004131.1, EWB00_004131.3, EWB00_004131.2	FGIG_07331
OG0004537	EWB00_002456	FGIG_07365
OG0004538	EWB00_008925	FGIG_07387
OG0004539	EWB00_005815.1, EWB00_005815.2, EWB00_005815.3	FGIG_07393
OG0004540	EWB00_004217	FGIG_07396
OG0004541	EWB00_003484	FGIG_07409
OG0004542	EWB00_007340	FGIG_07415
OG0004543	EWB00_007838	FGIG_07449
OG0004544	EWB00_005591.1, EWB00_005591.2	FGIG_07455, FGIG_07454
OG0004545	EWB00_001954.2, EWB00_001954.1, EWB00_001954.3	FGIG_07518
OG0004546	EWB00_008253	FGIG_07588
OG0004547	EWB00_006611.1, EWB00_006611.2	FGIG_07623
OG0004548	EWB00_006218.1, EWB00_006218.2	FGIG_07632, FGIG_12010
OG0004549	EWB00_009411.1, EWB00_009411.2, EWB00_009411.3, EWB00_009411.6, EWB00_009411.4	FGIG_07637
OG0004550	EWB00_009517.1, EWB00_009517.2	FGIG_07680
OG0004551	EWB00_000013	FGIG_07700, FGIG_07699
OG0004552	EWB00_009075	FGIG_07827
OG0004553	EWB00_002812	FGIG_07883
OG0004554	EWB00_003267.1, EWB00_003267.2	FGIG_07914
OG0004555	EWB00_004086, EWB00_007198	FGIG_12125, FGIG_07944
OG0004556	EWB00_009297.1, EWB00_009297.2	FGIG_07945
OG0004557	EWB00_009607	FGIG_07979
OG0004558	EWB00_008189	FGIG_07987
OG0004559	EWB00_001134.3, EWB00_001134.2, EWB00_001134.1	FGIG_08027
OG0004560	EWB00_011044	FGIG_08114
OG0004561	EWB00_011346	FGIG_08144
OG0004562	EWB00_002515	FGIG_10759, FGIG_08155
OG0004563	EWB00_008224.1, EWB00_008224.3, EWB00_008224.4, EWB00_008224.2	FGIG_08160
OG0004564	EWB00_003176.2, EWB00_003176.3, EWB00_003176.1	FGIG_08215
OG0004565	EWB00_008642.1, EWB00_008642.2	FGIG_08276
OG0004566	EWB00_008397.3, EWB00_008397.1, EWB00_008397.2	FGIG_08301
OG0004567	EWB00_004629.1, EWB00_004629.2	FGIG_08308
OG0004568	EWB00_000090.1, EWB00_000090.4, EWB00_000090.3	FGIG_08365
OG0004569	EWB00_009354	FGIG_08428
OG0004570	EWB00_008073.1, EWB00_008073.2	FGIG_08487
OG0004571	EWB00_006473.1, EWB00_006473.3, EWB00_006473.2	FGIG_08642
OG0004572	EWB00_003764	FGIG_08648, FGIG_09174
OG0004573	EWB00_001363	FGIG_08708, FGIG_12070
OG0004574	EWB00_010781	FGIG_08740
OG0004575	EWB00_001014, EWB00_001013	FGIG_08757
OG0004576	EWB00_001538	FGIG_11036, FGIG_12530, FGIG_08781
OG0004577	EWB00_007276.5, EWB00_007276.6, EWB00_007276.1, EWB00_007276.2, EWB00_007276.3, EWB00_007276.4	FGIG_08784
OG0004578	EWB00_005702.2, EWB00_005702.1	FGIG_08793
OG0004579	EWB00_010395.1, EWB00_010395.2	FGIG_08933
OG0004580	EWB00_003384.1, EWB00_003384.2, EWB00_003384.3	FGIG_08976
OG0004581	EWB00_009688, EWB00_009689	FGIG_09020
OG0004582	EWB00_011291, EWB00_011292	FGIG_09058
OG0004583	EWB00_002943.1, EWB00_002943.2, EWB00_002943.4, EWB00_002943.3	FGIG_09076
OG0004584	EWB00_007161.1, EWB00_007161.2	FGIG_09085
OG0004585	EWB00_002396.3, EWB00_002396.1, EWB00_002396.2, EWB00_002396.4	FGIG_09090
OG0004586	EWB00_005458	FGIG_09097, FGIG_09096
OG0004587	EWB00_006607, EWB00_006606	FGIG_09122
OG0004588	EWB00_011004	FGIG_09128
OG0004589	EWB00_005650	FGIG_09155
OG0004590	EWB00_005513.1, EWB00_005513.2	FGIG_14004, FGIG_09157
OG0004591	EWB00_003259.1, EWB00_003259.2	FGIG_09237, FGIG_09894
OG0004592	EWB00_001351.1, EWB00_001351.2	FGIG_09351
OG0004593	EWB00_010878.1, EWB00_010878.2, EWB00_010878.3, EWB00_010878.4	FGIG_09383
OG0004594	EWB00_011049.1, EWB00_011049.2, EWB00_011049.3	FGIG_09391
OG0004595	EWB00_006433.1, EWB00_006433.3, EWB00_006433.4, EWB00_006433.2	FGIG_09395
OG0004596	EWB00_000391.1, EWB00_000391.2	FGIG_09428
OG0004597	EWB00_004436.1, EWB00_004436.2, EWB00_004436.3	FGIG_09446
OG0004598	EWB00_005974, EWB00_005975	FGIG_09481
