Orthogroup	schmidtea_mediterranea	schistosoma_curassoni
OG0002613	h1SMcT0013712.1, h1SMcT0013713.1	SCUR1_45530.1, SCUR1_69250.1, SCUR1_69250.2
OG0002614	h1SMcT0020539.1, h1SMcT0013264.1, h1SMcT0012651.1, h1SMcT0012648.1, h1SMcT0023037.1, h1SMcT0019624.1, h1SMcT0019624.2	SCUR1_97720.1
OG0002615	h1SMcT0022056.1	SCUR1_82450.5, SCUR1_82450.1, SCUR1_82450.4, SCUR1_82450.6, SCUR1_82450.2, SCUR1_82450.3
OG0002616	h1SMcT0004893.1	SCUR1_37450.4, SCUR1_37450.2, SCUR1_37450.1, SCUR1_37450.3, SCUR1_37450.5
OG0002617	h1SMcT0016816.1	SCUR1_41130.1
OG0002619	h1SMcT0006042.1	SCUR1_59920.1
OG0002620	h1SMcT0003803.1, h1SMcT0003803.2	SCUR1_30240.3, SCUR1_30240.5, SCUR1_30240.4, SCUR1_30240.2, SCUR1_30240.1
OG0002621	h1SMcT0016234.3, h1SMcT0016234.4, h1SMcT0016234.2, h1SMcT0016234.1	SCUR1_8300.1
OG0002622	h1SMcT0000023.2, h1SMcT0000023.1, h1SMcT0000023.3	SCUR1_56610.1
OG0002623	h1SMcT0007802.1, h1SMcT0018722.1	SCUR1_11280.1
OG0002624	h1SMcT0009000.1, h1SMcT0009000.2, h1SMcT0013344.1, h1SMcT0013344.2, h1SMcT0013344.3	SCUR1_16600.1
OG0002626	h1SMcT0005057.1, h1SMcT0006803.2, h1SMcT0006803.1, h1SMcT0007268.1	SCUR1_57700.4, SCUR1_57700.5, SCUR1_57700.2, SCUR1_57700.1, SCUR1_57700.3
OG0002627	h1SMcT0011652.1, h1SMcT0011652.2	SCUR1_13090.12, SCUR1_13160.1
OG0002628	h1SMcT0021179.1, h1SMcT0021179.2, h1SMcT0021178.1, h1SMcT0021178.2, h1SMcT0021178.3, h1SMcT0021178.4	SCUR1_41890.3, SCUR1_41890.1, SCUR1_41890.2
OG0002629	h1SMcT0004856.3	SCUR1_90130.1
OG0002630	h1SMcT0019755.1	SCUR1_8700.1
OG0002632	h1SMcT0004705.1	SCUR1_83750.1
OG0002635	h1SMcT0005019.3, h1SMcT0005019.1, h1SMcT0005019.2, h1SMcT0005019.7, h1SMcT0005019.4, h1SMcT0005019.6, h1SMcT0005019.5, h1SMcT0005019.8	SCUR1_23070.2, SCUR1_23070.3, SCUR1_23070.1
OG0002636	h1SMcT0022205.1, h1SMcT0022205.2	SCUR1_79550.1, SCUR1_79550.2, SCUR1_79550.3
OG0002638	h1SMcT0018293.2, h1SMcT0018293.3, h1SMcT0018293.1, h1SMcT0018293.4, h1SMcT0018293.5, h1SMcT0018293.6	SCUR1_54220.1
OG0002639	h1SMcT0013571.1	SCUR1_66660.1, SCUR1_66660.2
OG0002640	h1SMcT0004237.1, h1SMcT0004237.2	SCUR1_10580.2, SCUR1_10580.4, SCUR1_10580.1, SCUR1_10580.5, SCUR1_10580.6, SCUR1_10580.3
OG0002642	h1SMcT0011811.1, h1SMcT0011811.2, h1SMcT0001191.3, h1SMcT0001191.2, h1SMcT0001191.1, h1SMcT0001191.4	SCUR1_1370.3, SCUR1_1370.1, SCUR1_1370.2
OG0002644	h1SMcT0018551.1, h1SMcT0018551.2	SCUR1_61820.1, SCUR1_61820.2, SCUR1_61820.3, SCUR1_61820.4, SCUR1_61820.5
OG0002645	h1SMcT0009982.1, h1SMcT0009982.2	SCUR1_9860.2, SCUR1_9860.3, SCUR1_9860.1, SCUR1_9860.4
OG0002646	h1SMcT0007453.3, h1SMcT0007453.1, h1SMcT0007453.2	SCUR1_27060.4, SCUR1_27060.1, SCUR1_27060.2, SCUR1_27060.3
OG0002648	h1SMcT0006943.1	SCUR1_6530.1
OG0002649	h1SMcT0004889.2, h1SMcT0004889.3, h1SMcT0004889.1, h1SMcT0004889.4	SCUR1_40500.1
OG0002650	h1SMcT0011970.1, h1SMcT0011970.2, h1SMcT0011970.4, h1SMcT0011970.3, h1SMcT0009318.2, h1SMcT0009318.3, h1SMcT0009318.4	SCUR1_8310.1
OG0002651	h1SMcT0021526.1	SCUR1_10610.1
OG0002652	h1SMcT0002647.2, h1SMcT0015990.1	SCUR1_45240.1
OG0002653	h1SMcT0022125.1	SCUR1_87970.1
OG0002654	h1SMcT0007436.1	SCUR1_80870.2, SCUR1_80870.1, SCUR1_80870.3
OG0002655	h1SMcT0022119.1	SCUR1_57090.1
OG0002656	h1SMcT0013642.1	SCUR1_20540.1, SCUR1_20540.2, SCUR1_20540.3, SCUR1_20540.4
OG0002657	h1SMcT0009274.1, h1SMcT0009274.2	SCUR1_16070.1, SCUR1_16070.2
OG0002658	h1SMcT0022164.1, h1SMcT0022164.2	SCUR1_29520.1, SCUR1_29520.2, SCUR1_29520.3
OG0002660	h1SMcT0002936.1, h1SMcT0009331.5	SCUR1_2430.3, SCUR1_2430.5, SCUR1_2430.11, SCUR1_2430.4, SCUR1_2430.8, SCUR1_2430.7, SCUR1_2430.10, SCUR1_2430.6, SCUR1_2430.1, SCUR1_2430.9, SCUR1_2430.2
OG0002661	h1SMcT0015257.1	SCUR1_63640.1, SCUR1_63640.4, SCUR1_63640.2, SCUR1_63640.3
OG0002662	h1SMcT0018230.1, h1SMcT0018230.2	SCUR1_82670.1, SCUR1_82670.2
OG0002663	h1SMcT0000647.1	SCUR1_83270.1, SCUR1_83270.2, SCUR1_83270.4, SCUR1_83270.3
OG0002664	h1SMcT0012383.1, h1SMcT0012383.2	SCUR1_94690.1, SCUR1_94690.2, SCUR1_94690.3
OG0002665	h1SMcT0005136.1	SCUR1_50300.1
OG0002667	h1SMcT0015595.1, h1SMcT0015595.2, h1SMcT0015595.3	SCUR1_27630.1, SCUR1_27630.2, SCUR1_27630.3, SCUR1_27630.4
OG0002668	h1SMcT0017181.1, h1SMcT0019582.1, h1SMcT0013940.1, h1SMcT0019422.1	SCUR1_68630.1
OG0002669	h1SMcT0022286.1, h1SMcT0012082.1, h1SMcT0012082.2	SCUR1_87690.1, SCUR1_87680.1
OG0002670	h1SMcT0016669.1, h1SMcT0016669.2, h1SMcT0016669.3	SCUR1_28790.4, SCUR1_28790.1, SCUR1_28790.2, SCUR1_28790.3
OG0002671	h1SMcT0022139.1	SCUR1_92320.1, SCUR1_92320.3, SCUR1_92320.4, SCUR1_92320.5, SCUR1_92320.2, SCUR1_99740.1
OG0002672	h1SMcT0017205.1	SCUR1_73160.1
OG0002673	h1SMcT0006278.1, h1SMcT0006279.1	SCUR1_73200.4, SCUR1_73200.5, SCUR1_73290.1
OG0002674	h1SMcT0020547.1	SCUR1_27830.1, SCUR1_27830.2, SCUR1_27830.3
OG0002675	h1SMcT0020577.1, h1SMcT0020577.2	SCUR1_99090.1, SCUR1_99090.2, SCUR1_99090.3
OG0002677	h1SMcT0012775.1	SCUR1_62370.1, SCUR1_62370.2
OG0002678	h1SMcT0023121.1, h1SMcT0023114.3, h1SMcT0023114.1, h1SMcT0023114.2	SCUR1_7440.1, SCUR1_7450.1, SCUR1_7460.1
OG0002679	h1SMcT0007046.1	SCUR1_79920.1, SCUR1_79920.2
OG0002680	h1SMcT0019160.3	SCUR1_66890.1
OG0002681	h1SMcT0000524.1, h1SMcT0000524.2	SCUR1_27380.1, SCUR1_27380.2, SCUR1_27380.3
OG0002682	h1SMcT0003192.1, h1SMcT0003191.1, h1SMcT0001398.1, h1SMcT0001885.1, h1SMcT0021316.1	SCUR1_19770.1, SCUR1_100980.1
OG0002683	h1SMcT0006071.1	SCUR1_93100.1, SCUR1_93100.2, SCUR1_93100.3, SCUR1_93100.4, SCUR1_93100.5, SCUR1_93100.6
OG0002685	h1SMcT0000568.1	SCUR1_15950.1, SCUR1_15960.1
OG0002686	h1SMcT0007823.1	SCUR1_53900.1
OG0002687	h1SMcT0014747.2, h1SMcT0014747.3, h1SMcT0014747.1, h1SMcT0014747.4	SCUR1_29300.1
OG0002688	h1SMcT0018029.4, h1SMcT0018029.5, h1SMcT0018029.7, h1SMcT0018029.6, h1SMcT0018029.1, h1SMcT0018029.2, h1SMcT0018029.3	SCUR1_25800.1, SCUR1_25800.2
OG0002689	h1SMcT0020029.1, h1SMcT0011360.1, h1SMcT0011373.1, h1SMcT0011373.2	SCUR1_25830.3, SCUR1_25830.4, SCUR1_25830.2, SCUR1_25830.1
OG0002690	h1SMcT0010698.1, h1SMcT0018654.1, h1SMcT0006959.3, h1SMcT0006959.1, h1SMcT0006959.2	SCUR1_41000.1
OG0002691	h1SMcT0022592.1	SCUR1_82600.1, SCUR1_82600.2
OG0002692	h1SMcT0020628.1, h1SMcT0020628.2	SCUR1_13370.2, SCUR1_13370.1, SCUR1_13370.3
OG0002693	h1SMcT0013748.1	SCUR1_48340.1, SCUR1_48310.1
OG0002695	h1SMcT0008125.2, h1SMcT0008125.4, h1SMcT0008125.3, h1SMcT0008125.1	SCUR1_2940.1
OG0002695	h1SMcT0022574.1, h1SMcT0022574.2	SCUR1_2930.1
OG0002697	h1SMcT0016469.1, h1SMcT0016469.2	SCUR1_10820.1
OG0002698	h1SMcT0018533.1, h1SMcT0018533.2, h1SMcT0018533.3	SCUR1_2300.1
OG0002700	h1SMcT0012327.1, h1SMcT0012327.2	SCUR1_94970.1
OG0002708	h1SMcT0010585.2	SCUR1_31290.1, SCUR1_31290.2, SCUR1_31290.3, SCUR1_31290.4
OG0002709	h1SMcT0014206.1, h1SMcT0014207.1	SCUR1_7970.1
OG0002711	h1SMcT0022126.1	SCUR1_89280.1
OG0002712	h1SMcT0001865.1, h1SMcT0016475.3, h1SMcT0016474.4, h1SMcT0016475.2	SCUR1_15930.1
OG0002713	h1SMcT0012298.4, h1SMcT0012298.3, h1SMcT0012298.1, h1SMcT0012298.2	SCUR1_47860.1
OG0002715	h1SMcT0018555.1	SCUR1_60440.2, SCUR1_60440.1, SCUR1_60440.3
OG0002717	h1SMcT0001489.1, h1SMcT0001487.1, h1SMcT0001487.3, h1SMcT0001487.2	SCUR1_88110.1
OG0002718	h1SMcT0016815.3, h1SMcT0016815.5, h1SMcT0016815.4, h1SMcT0016815.1, h1SMcT0016815.2	SCUR1_66300.1
OG0002719	h1SMcT0003025.1, h1SMcT0010149.1, h1SMcT0019874.1	SCUR1_5730.1, SCUR1_5730.2
OG0002720	h1SMcT0002372.1	SCUR1_5200.3, SCUR1_5200.5, SCUR1_5200.1, SCUR1_5200.6
OG0002721	h1SMcT0022586.1, h1SMcT0022586.2	SCUR1_93740.1, SCUR1_93740.3, SCUR1_93740.2, SCUR1_93740.4
OG0002723	h1SMcT0018284.1, h1SMcT0001098.1, h1SMcT0020557.1, h1SMcT0020557.2	SCUR1_80950.1, SCUR1_80950.2
OG0002724	h1SMcT0014129.1	SCUR1_80210.1, SCUR1_80210.2, SCUR1_80210.3, SCUR1_80210.4
OG0002725	h1SMcT0006290.1, h1SMcT0006290.2	SCUR1_4370.3, SCUR1_4370.1, SCUR1_4370.2
OG0002726	h1SMcT0013409.1	SCUR1_30870.1
OG0002727	h1SMcT0017844.2, h1SMcT0017844.3, h1SMcT0017844.5, h1SMcT0017844.7, h1SMcT0017844.1, h1SMcT0017844.6, h1SMcT0017844.4	SCUR1_73000.1
OG0002730	h1SMcT0018069.1, h1SMcT0018069.2, h1SMcT0018069.3	SCUR1_81080.1
OG0002731	h1SMcT0021544.1, h1SMcT0022908.1	SCUR1_100230.3, SCUR1_100230.1, SCUR1_100230.2
OG0002732	h1SMcT0012543.1, h1SMcT0012543.4, h1SMcT0012543.2, h1SMcT0012543.3, h1SMcT0012543.5	SCUR1_66820.1
OG0002734	h1SMcT0000891.1, h1SMcT0008266.2, h1SMcT0008266.4, h1SMcT0008266.3, h1SMcT0008266.1	SCUR1_42450.1
OG0002735	h1SMcT0010016.1, h1SMcT0010016.2, h1SMcT0010016.3	SCUR1_30980.1
OG0002736	h1SMcT0013012.1	SCUR1_24360.1, SCUR1_24340.2, SCUR1_24340.1, SCUR1_24330.1
OG0002739	h1SMcT0019941.1	SCUR1_12850.12, SCUR1_12850.7, SCUR1_12850.1, SCUR1_12850.3, SCUR1_12850.10, SCUR1_12850.11, SCUR1_12850.2, SCUR1_12850.4, SCUR1_12850.5, SCUR1_12850.6, SCUR1_12850.8, SCUR1_12850.9
OG0002740	h1SMcT0018883.1	SCUR1_39780.1
OG0002741	h1SMcT0021447.1, h1SMcT0021447.2, h1SMcT0004667.2, h1SMcT0004667.1, h1SMcT0004667.3	SCUR1_17460.1
OG0002742	h1SMcT0014277.1	SCUR1_70690.1
OG0002743	h1SMcT0007441.1, h1SMcT0021805.1, h1SMcT0021805.2, h1SMcT0021805.3, h1SMcT0008290.1, h1SMcT0006348.1, h1SMcT0005956.1, h1SMcT0005956.2	SCUR1_42050.1, SCUR1_42050.2
OG0002744	h1SMcT0014974.1, h1SMcT0014974.3, h1SMcT0014974.4, h1SMcT0014974.6, h1SMcT0014974.2, h1SMcT0014974.5	SCUR1_57830.1
OG0002745	h1SMcT0021005.1, h1SMcT0021005.2	SCUR1_90900.1
OG0002747	h1SMcT0022327.1	SCUR1_25700.1
OG0002748	h1SMcT0016516.2, h1SMcT0016516.6, h1SMcT0016516.4, h1SMcT0016516.1, h1SMcT0016516.5, h1SMcT0016516.3, h1SMcT0003223.1, h1SMcT0003223.2	SCUR1_35370.1
OG0002749	h1SMcT0018110.1, h1SMcT0018110.4, h1SMcT0018110.2, h1SMcT0018110.3	SCUR1_100770.2, SCUR1_100770.1, SCUR1_47800.1
OG0002750	h1SMcT0022983.2, h1SMcT0022983.3, h1SMcT0022983.5, h1SMcT0001790.1, h1SMcT0001790.3, h1SMcT0022983.4, h1SMcT0001790.4, h1SMcT0001790.2, h1SMcT0022983.6, h1SMcT0022983.1	SCUR1_47140.1
OG0002752	h1SMcT0015526.2, h1SMcT0015526.1, h1SMcT0015526.3	SCUR1_69520.2, SCUR1_69520.1, SCUR1_69520.3
OG0002753	h1SMcT0003328.1, h1SMcT0003328.2, h1SMcT0003328.3	SCUR1_84370.1
OG0002754	h1SMcT0000748.1, h1SMcT0023038.1	SCUR1_15760.1
OG0002755	h1SMcT0006094.1, h1SMcT0006100.1	SCUR1_3820.1
OG0002756	h1SMcT0003135.1, h1SMcT0003135.2, h1SMcT0023066.1, h1SMcT0000588.6, h1SMcT0000588.2, h1SMcT0000588.4, h1SMcT0000588.5	SCUR1_58110.1
OG0002758	h1SMcT0008309.1	SCUR1_5440.1, SCUR1_5440.2
OG0002759	h1SMcT0019699.1, h1SMcT0019699.2	SCUR1_28270.1, SCUR1_28270.2
OG0002761	h1SMcT0005922.1	SCUR1_6280.1
OG0002762	h1SMcT0017886.1	SCUR1_94300.7, SCUR1_94300.4, SCUR1_94300.2, SCUR1_94300.5, SCUR1_94300.6, SCUR1_94300.1, SCUR1_94300.3
OG0002763	h1SMcT0014019.1, h1SMcT0014019.2, h1SMcT0014019.3	SCUR1_78020.2, SCUR1_78020.3, SCUR1_78020.4, SCUR1_78020.1
OG0002765	h1SMcT0007684.1, h1SMcT0007684.2	SCUR1_68360.1, SCUR1_68360.2, SCUR1_68360.3, SCUR1_68360.4
OG0002766	h1SMcT0020057.1	SCUR1_72220.1, SCUR1_72220.3, SCUR1_72220.2, SCUR1_72220.4
OG0002767	h1SMcT0003718.1, h1SMcT0003718.7, h1SMcT0003718.4, h1SMcT0003718.3, h1SMcT0003718.6, h1SMcT0003718.2, h1SMcT0003718.5	SCUR1_49490.1
OG0002768	h1SMcT0009763.1, h1SMcT0009763.2, h1SMcT0009763.3	SCUR1_2080.1
OG0002770	h1SMcT0014243.1, h1SMcT0014243.2	SCUR1_17980.1
OG0002773	h1SMcT0012073.1, h1SMcT0012073.2, h1SMcT0016018.1, h1SMcT0016018.4, h1SMcT0016018.2, h1SMcT0016018.3	SCUR1_16090.1
OG0002774	h1SMcT0018682.1	SCUR1_2630.1, SCUR1_2630.2, SCUR1_2630.3, SCUR1_2520.4, SCUR1_2520.5, SCUR1_2680.1, SCUR1_2520.6
OG0002775	h1SMcT0010432.1, h1SMcT0010432.2	SCUR1_34220.1
OG0002777	h1SMcT0014472.2, h1SMcT0014472.1, h1SMcT0014472.4, h1SMcT0014472.3	SCUR1_75530.1, SCUR1_75530.2
OG0002778	h1SMcT0007488.1	SCUR1_94170.1, SCUR1_94170.2, SCUR1_98240.2, SCUR1_98240.1, SCUR1_98250.1
OG0002779	h1SMcT0022636.1, h1SMcT0022636.2	SCUR1_33420.1
OG0002780	h1SMcT0000474.2, h1SMcT0000474.4, h1SMcT0001764.1, h1SMcT0004130.1, h1SMcT0010964.1	SCUR1_47270.1
OG0002782	h1SMcT0022604.1	SCUR1_78380.1
OG0002783	h1SMcT0008003.1	SCUR1_54260.1
OG0002784	h1SMcT0008178.1, h1SMcT0008178.2	SCUR1_26160.1
OG0002786	h1SMcT0010646.1, h1SMcT0010646.2	SCUR1_13340.1, SCUR1_13340.2, SCUR1_13340.3
OG0002787	h1SMcT0001295.1, h1SMcT0014123.1	SCUR1_6950.1
OG0002788	h1SMcT0014807.3, h1SMcT0014807.1, h1SMcT0014807.2	SCUR1_10740.1
OG0002789	h1SMcT0013724.1	SCUR1_18800.1
OG0002790	h1SMcT0010488.1, h1SMcT0010488.2	SCUR1_75840.5, SCUR1_75840.1, SCUR1_75840.3, SCUR1_75840.2, SCUR1_75840.4
OG0002792	h1SMcT0001032.3, h1SMcT0001032.1, h1SMcT0001032.2, h1SMcT0001032.4, h1SMcT0001032.5	SCUR1_55900.1, SCUR1_55900.3, SCUR1_55900.2
OG0002794	h1SMcT0019472.1, h1SMcT0019472.2	SCUR1_92420.1, SCUR1_92420.2
OG0002795	h1SMcT0021429.1, h1SMcT0021429.2	SCUR1_26470.4, SCUR1_26470.2, SCUR1_26470.3, SCUR1_26470.1
OG0002796	h1SMcT0009699.1	SCUR1_12590.1, SCUR1_12590.2
OG0002798	h1SMcT0022302.2, h1SMcT0022302.1, h1SMcT0022302.3	SCUR1_73520.1, SCUR1_73520.2, SCUR1_73520.3
OG0002800	h1SMcT0017204.1, h1SMcT0017204.2	SCUR1_97710.1, SCUR1_99600.1, SCUR1_79030.1
OG0002801	h1SMcT0004739.1	SCUR1_4920.1, SCUR1_4920.2
OG0002802	h1SMcT0013333.1, h1SMcT0013333.2	SCUR1_89550.1
OG0002803	h1SMcT0003358.1	SCUR1_26800.5, SCUR1_26800.6, SCUR1_26800.3, SCUR1_26800.2, SCUR1_26800.1, SCUR1_26800.7, SCUR1_26800.4
OG0002804	h1SMcT0016072.1, h1SMcT0016072.2	SCUR1_39440.1
OG0002805	h1SMcT0021082.1	SCUR1_55720.1, SCUR1_55780.1, SCUR1_56170.1
OG0002806	h1SMcT0004369.1, h1SMcT0004369.2	SCUR1_70130.1
OG0002807	h1SMcT0020425.3, h1SMcT0020425.1, h1SMcT0020425.2	SCUR1_20720.1
OG0002808	h1SMcT0003897.1	SCUR1_61940.1
OG0002809	h1SMcT0003694.1, h1SMcT0003694.3, h1SMcT0003694.4, h1SMcT0003694.2	SCUR1_80420.2, SCUR1_80420.3, SCUR1_80420.5, SCUR1_80420.4, SCUR1_80420.1
OG0002810	h1SMcT0007485.1, h1SMcT0007485.2	SCUR1_34940.1, SCUR1_34950.1
OG0002812	h1SMcT0007222.2, h1SMcT0007222.1, h1SMcT0007220.1, h1SMcT0007220.2, h1SMcT0007222.3	SCUR1_84670.1, SCUR1_84680.1
OG0002813	h1SMcT0013510.1	SCUR1_77200.1, SCUR1_77200.2
OG0002814	h1SMcT0020082.1	SCUR1_23600.1, SCUR1_23600.2
OG0002816	h1SMcT0003753.1, h1SMcT0003753.2, h1SMcT0003753.3, h1SMcT0017894.1, h1SMcT0017894.2, h1SMcT0017894.3	SCUR1_19550.1
OG0002817	h1SMcT0022064.1	SCUR1_37460.1, SCUR1_37460.3, SCUR1_37460.2
OG0002818	h1SMcT0021904.2, h1SMcT0021904.1, h1SMcT0021904.3	SCUR1_74730.1, SCUR1_74730.3, SCUR1_74730.2, SCUR1_74730.4
OG0002819	h1SMcT0000992.1, h1SMcT0000992.2	SCUR1_68040.1
OG0002821	h1SMcT0006182.1	SCUR1_4280.1
OG0002822	h1SMcT0005549.1	SCUR1_9690.1, SCUR1_9690.2
OG0002823	h1SMcT0008134.1	SCUR1_15100.1
OG0002824	h1SMcT0019939.1, h1SMcT0019939.2	SCUR1_1780.1
OG0002825	h1SMcT0008532.1, h1SMcT0012833.4, h1SMcT0012833.8, h1SMcT0012833.7, h1SMcT0012833.3, h1SMcT0012833.9, h1SMcT0012833.1, h1SMcT0012833.5, h1SMcT0012833.10, h1SMcT0012833.2, h1SMcT0012833.6	SCUR1_48760.1
OG0002826	h1SMcT0013331.1	SCUR1_40930.1
OG0002827	h1SMcT0001920.1	SCUR1_27260.2, SCUR1_27260.1
OG0002828	h1SMcT0013393.1, h1SMcT0014439.1	SCUR1_28160.2, SCUR1_28160.3, SCUR1_28160.1, SCUR1_28160.4, SCUR1_28170.1
OG0002829	h1SMcT0006187.1	SCUR1_60540.1, SCUR1_60540.4, SCUR1_60540.2, SCUR1_60540.3
OG0002830	h1SMcT0001922.1	SCUR1_23370.1
OG0002831	h1SMcT0013023.1	SCUR1_15660.2, SCUR1_15660.1
OG0002832	h1SMcT0004713.2, h1SMcT0004713.5, h1SMcT0004713.3, h1SMcT0004713.4	SCUR1_80720.5, SCUR1_80720.4, SCUR1_80720.6, SCUR1_80720.1, SCUR1_80720.2, SCUR1_80720.3
OG0002834	h1SMcT0011093.1, h1SMcT0019571.1	SCUR1_3550.1
OG0002835	h1SMcT0001144.1, h1SMcT0001144.2	SCUR1_90230.1, SCUR1_90230.2
OG0002836	h1SMcT0019327.1	SCUR1_25510.1
OG0002837	h1SMcT0014915.1	SCUR1_15670.3, SCUR1_15670.4, SCUR1_15670.1, SCUR1_15670.2
OG0002839	h1SMcT0006670.1, h1SMcT0006670.2	SCUR1_70710.1
OG0002842	h1SMcT0004397.1	SCUR1_70980.1, SCUR1_70980.2
OG0002845	h1SMcT0021588.1, h1SMcT0021588.2	SCUR1_10890.1
OG0002846	h1SMcT0021442.1, h1SMcT0021442.2	SCUR1_21350.1, SCUR1_21350.2
OG0002847	h1SMcT0004395.1	SCUR1_57840.1, SCUR1_57840.2
OG0002848	h1SMcT0001453.1, h1SMcT0014726.1, h1SMcT0014726.2	SCUR1_100690.1, SCUR1_61120.1
OG0002849	h1SMcT0016208.1, h1SMcT0016208.2	SCUR1_13700.2, SCUR1_13700.1, SCUR1_13700.3
OG0002850	h1SMcT0007062.3, h1SMcT0007062.1, h1SMcT0007062.2	SCUR1_64620.1
OG0002851	h1SMcT0000841.1	SCUR1_130.1, SCUR1_130.2, SCUR1_88470.1
OG0002852	h1SMcT0003565.1, h1SMcT0003565.2	SCUR1_13790.1
OG0002853	h1SMcT0000924.1, h1SMcT0000924.2	SCUR1_72380.1, SCUR1_72380.2
OG0002854	h1SMcT0019183.1, h1SMcT0019183.2, h1SMcT0019183.3, h1SMcT0019183.4, h1SMcT0019183.5	SCUR1_34740.1
OG0002855	h1SMcT0021886.1, h1SMcT0021886.2	SCUR1_17120.1
OG0002856	h1SMcT0000988.1, h1SMcT0000988.2	SCUR1_53390.1
OG0002857	h1SMcT0019973.7, h1SMcT0019973.10, h1SMcT0019973.6, h1SMcT0019973.2, h1SMcT0019973.13, h1SMcT0019973.9, h1SMcT0019973.8, h1SMcT0019973.11, h1SMcT0019973.5, h1SMcT0019973.15, h1SMcT0019973.14	SCUR1_62990.1
OG0002858	h1SMcT0011425.1, h1SMcT0011425.2	SCUR1_9880.1, SCUR1_9880.2
OG0002859	h1SMcT0010965.1, h1SMcT0010965.2	SCUR1_62590.1
OG0002860	h1SMcT0011986.1, h1SMcT0011986.3, h1SMcT0011986.4, h1SMcT0011986.5, h1SMcT0011986.2	SCUR1_76800.4, SCUR1_76800.8, SCUR1_76800.5, SCUR1_76800.3, SCUR1_76800.6, SCUR1_76800.7, SCUR1_76800.1, SCUR1_76800.2
OG0002861	h1SMcT0004701.1, h1SMcT0004701.2, h1SMcT0004700.1, h1SMcT0004701.3	SCUR1_86760.1
OG0002862	h1SMcT0014516.1	SCUR1_64970.2, SCUR1_64970.1, SCUR1_64970.3
OG0002863	h1SMcT0004960.1, h1SMcT0004960.2, h1SMcT0001443.1, h1SMcT0001443.2	SCUR1_17340.1
OG0002864	h1SMcT0001560.1, h1SMcT0001560.2	SCUR1_53850.1, SCUR1_53850.2
OG0002866	h1SMcT0009506.1	SCUR1_95000.1, SCUR1_35880.1, SCUR1_95010.1
OG0002868	h1SMcT0018668.1	SCUR1_85830.1, SCUR1_85830.2
OG0002869	h1SMcT0011443.1, h1SMcT0004275.1, h1SMcT0004275.2, h1SMcT0004275.3, h1SMcT0004275.4	SCUR1_1900.1, SCUR1_1900.2
OG0002870	h1SMcT0019214.1	SCUR1_100460.4, SCUR1_100460.3, SCUR1_100460.1, SCUR1_47620.1, SCUR1_100460.2, SCUR1_100460.5
OG0002871	h1SMcT0016468.1, h1SMcT0016468.2, h1SMcT0020026.1	SCUR1_45220.1
OG0002872	h1SMcT0000880.1, h1SMcT0000880.2, h1SMcT0000880.3	SCUR1_49610.1, SCUR1_49610.2, SCUR1_49610.4, SCUR1_49610.3
OG0002873	h1SMcT0009651.1	SCUR1_98520.1, SCUR1_90540.5, SCUR1_90540.2, SCUR1_90540.1, SCUR1_90540.3, SCUR1_90540.4
OG0002874	h1SMcT0020479.1, h1SMcT0020479.2	SCUR1_39810.1
OG0002875	h1SMcT0000994.3, h1SMcT0000994.4, h1SMcT0000994.8, h1SMcT0000994.6, h1SMcT0000994.7, h1SMcT0000994.2, h1SMcT0000994.10, h1SMcT0000994.1, h1SMcT0000994.9, h1SMcT0000994.5, h1SMcT0000995.2, h1SMcT0000995.3, h1SMcT0000995.1, h1SMcT0000995.4	SCUR1_51060.1
OG0002876	h1SMcT0007716.1	SCUR1_70180.1
OG0002877	h1SMcT0007009.1	SCUR1_60490.1, SCUR1_60490.2
OG0002879	h1SMcT0011833.1, h1SMcT0011833.2	SCUR1_17890.1
OG0002880	h1SMcT0020926.1, h1SMcT0000951.2, h1SMcT0000951.3, h1SMcT0000951.1, h1SMcT0000951.4	SCUR1_21750.1
OG0002881	h1SMcT0004996.1	SCUR1_59080.1
OG0002883	h1SMcT0022337.1	SCUR1_51160.1, SCUR1_51160.2
OG0002884	h1SMcT0003205.1, h1SMcT0003205.2	SCUR1_64810.1, SCUR1_64810.2, SCUR1_64810.3
OG0002885	h1SMcT0020452.1	SCUR1_46860.1
OG0002889	h1SMcT0005077.1, h1SMcT0005077.2	SCUR1_80030.1, SCUR1_80040.1
OG0002902	h1SMcT0009500.1, h1SMcT0013191.1	SCUR1_39480.1, SCUR1_39480.2
OG0002903	h1SMcT0005509.1, h1SMcT0005509.2, h1SMcT0005509.3	SCUR1_71040.1
OG0002904	h1SMcT0012884.1, h1SMcT0012884.2	SCUR1_22280.1
OG0002905	h1SMcT0004020.1	SCUR1_66060.1, SCUR1_66060.3, SCUR1_66060.5, SCUR1_66060.2, SCUR1_66060.4
OG0002907	h1SMcT0014558.1	SCUR1_5460.1, SCUR1_5460.2, SCUR1_5460.3
OG0002908	h1SMcT0018542.1, h1SMcT0018542.2, h1SMcT0018542.3, h1SMcT0018542.5, h1SMcT0018542.6, h1SMcT0018542.4	SCUR1_67990.1
OG0002910	h1SMcT0022640.3, h1SMcT0022640.1, h1SMcT0022640.2, h1SMcT0022640.4, h1SMcT0022640.5, h1SMcT0022640.6	SCUR1_18530.3, SCUR1_18530.2
OG0002911	h1SMcT0017495.1, h1SMcT0017622.1	SCUR1_15020.1
