Orthogroup	schmidtea_mediterranea	schistosoma_turkestanicum
OG0003146	h1SMcT0018833.1, h1SMcT0018833.2, h1SMcT0000047.1, h1SMcT0000047.2	STRK1_61940.1, STRK1_61940.2
OG0003147	h1SMcT0013401.2, h1SMcT0013401.1, h1SMcT0013401.3, h1SMcT0005526.1, h1SMcT0005526.2, h1SMcT0005526.3	STRK1_49930.1
OG0003148	h1SMcT0016375.1, h1SMcT0006773.1, h1SMcT0006773.2, h1SMcT0006774.1, h1SMcT0007556.1, h1SMcT0007556.2, h1SMcT0007556.3, h1SMcT0007556.4, h1SMcT0007556.5, h1SMcT0007556.6, h1SMcT0007556.7, h1SMcT0002187.1, h1SMcT0013644.1	STRK1_91530.1
OG0003150	h1SMcT0005154.1	STRK1_76460.1
OG0003151	h1SMcT0009477.1, h1SMcT0009477.2	STRK1_49270.3, STRK1_49270.1, STRK1_49270.2
OG0003152	h1SMcT0002448.1	STRK1_27900.1, STRK1_27900.2
OG0003153	h1SMcT0009249.1	STRK1_75190.1
OG0003155	h1SMcT0018245.1, h1SMcT0018245.2	STRK1_68960.1, STRK1_68960.2
OG0003157	h1SMcT0015519.1	STRK1_46790.1
OG0003158	h1SMcT0022543.1	STRK1_85630.1
OG0003159	h1SMcT0000896.1	STRK1_53720.1
OG0003160	h1SMcT0017909.1, h1SMcT0017909.2	STRK1_19160.1, STRK1_19160.2, STRK1_19160.3
OG0003162	h1SMcT0021131.1, h1SMcT0021131.2	STRK1_8940.1
OG0003163	h1SMcT0021672.1, h1SMcT0021672.2	STRK1_6920.1, STRK1_990.1, STRK1_990.2
OG0003164	h1SMcT0022123.1, h1SMcT0022123.2, h1SMcT0022123.3, h1SMcT0022123.4, h1SMcT0022123.5	STRK1_34590.1
OG0003165	h1SMcT0018697.1	STRK1_74730.1, STRK1_74740.1
OG0003167	h1SMcT0019950.1, h1SMcT0019950.2, h1SMcT0019950.3	STRK1_101430.1, STRK1_92020.1, STRK1_92020.2, STRK1_92020.3
OG0003168	h1SMcT0014216.1	STRK1_63870.1
OG0003169	h1SMcT0013822.1, h1SMcT0013822.2	STRK1_15170.1
OG0003170	h1SMcT0020859.1	STRK1_2690.1, STRK1_2690.2, STRK1_2690.3
OG0003171	h1SMcT0003722.1, h1SMcT0003722.2	STRK1_71700.1
OG0003172	h1SMcT0008462.1, h1SMcT0008462.2, h1SMcT0008462.3, h1SMcT0008462.4, h1SMcT0010776.1, h1SMcT0010776.2	STRK1_20750.1
OG0003174	h1SMcT0007581.1, h1SMcT0007581.2, h1SMcT0007581.3	STRK1_72040.1, STRK1_72040.2
OG0003175	h1SMcT0015496.1, h1SMcT0015496.2	STRK1_94800.1
OG0003176	h1SMcT0021985.1	STRK1_67960.1
OG0003178	h1SMcT0022104.1	STRK1_34670.1
OG0003179	h1SMcT0004843.1, h1SMcT0004843.2	STRK1_72160.1
OG0003180	h1SMcT0007124.6, h1SMcT0007124.7	STRK1_15980.1, STRK1_15980.2
OG0003181	h1SMcT0011279.1	STRK1_28390.1
OG0003182	h1SMcT0000868.1	STRK1_32450.1
OG0003184	h1SMcT0000641.1, h1SMcT0000641.2, h1SMcT0014905.1	STRK1_27070.1
OG0003185	h1SMcT0016184.1, h1SMcT0016184.3, h1SMcT0016184.2	STRK1_69770.1
OG0003187	h1SMcT0008113.1	STRK1_75200.1
OG0003188	h1SMcT0017318.1	STRK1_79430.1
OG0003189	h1SMcT0020507.5, h1SMcT0020507.3, h1SMcT0020507.4	STRK1_53020.1
OG0003191	h1SMcT0019331.1, h1SMcT0019331.2	STRK1_45330.3, STRK1_45330.1, STRK1_45330.2, STRK1_45310.1
OG0003192	h1SMcT0012195.3, h1SMcT0012195.4, h1SMcT0012195.6, h1SMcT0012195.7, h1SMcT0012195.8, h1SMcT0012195.1, h1SMcT0012195.2, h1SMcT0012195.9, h1SMcT0012195.5	STRK1_103330.1, STRK1_62870.1
OG0003194	h1SMcT0005218.1	STRK1_99710.1, STRK1_67600.1
OG0003195	h1SMcT0008802.1, h1SMcT0008802.2	STRK1_2670.1, STRK1_2670.2
OG0003196	h1SMcT0016546.1, h1SMcT0016546.2, h1SMcT0002390.1, h1SMcT0002390.2, h1SMcT0002390.3	STRK1_61290.1
OG0003197	h1SMcT0008434.1, h1SMcT0008434.2	STRK1_91160.1
OG0003199	h1SMcT0012625.2, h1SMcT0012625.1, h1SMcT0012625.3	STRK1_91890.1, STRK1_91890.2
OG0003201	h1SMcT0013974.1	STRK1_5180.1
OG0003202	h1SMcT0016880.1	STRK1_2270.1
OG0003203	h1SMcT0000481.1	STRK1_88970.1
OG0003205	h1SMcT0007886.1	STRK1_28450.1
OG0003206	h1SMcT0003099.1	STRK1_13630.1
OG0003207	h1SMcT0003114.1, h1SMcT0003114.2	STRK1_12610.1, STRK1_12620.1
OG0003208	h1SMcT0007447.1, h1SMcT0022769.1	STRK1_98010.1, STRK1_65830.1
OG0003209	h1SMcT0015578.1, h1SMcT0015578.2	STRK1_77600.1
OG0003210	h1SMcT0010700.1, h1SMcT0010700.2	STRK1_8210.1, STRK1_8210.2
OG0003211	h1SMcT0010088.1, h1SMcT0010088.2, h1SMcT0010092.4, h1SMcT0010092.1, h1SMcT0010092.3, h1SMcT0010091.1, h1SMcT0010091.3, h1SMcT0010091.2	STRK1_71920.1
OG0003212	h1SMcT0008560.1, h1SMcT0008560.2, h1SMcT0008560.3	STRK1_3490.1
OG0003213	h1SMcT0018521.1, h1SMcT0018521.2, h1SMcT0018521.3	STRK1_34510.1
OG0003214	h1SMcT0016576.1, h1SMcT0016576.2	STRK1_11050.1
OG0003215	h1SMcT0017814.1, h1SMcT0017814.2	STRK1_12040.1
OG0003217	h1SMcT0009783.1	STRK1_60120.1, STRK1_60120.3, STRK1_60120.2
OG0003221	h1SMcT0019212.1, h1SMcT0019212.2	STRK1_37980.1
OG0003222	h1SMcT0013691.1	STRK1_17850.1
OG0003223	h1SMcT0015106.1, h1SMcT0001134.1	STRK1_85450.1
OG0003224	h1SMcT0015164.1, h1SMcT0001803.1, h1SMcT0001803.2	STRK1_32800.1, STRK1_32800.2
OG0003225	h1SMcT0011080.2, h1SMcT0011080.3, h1SMcT0011080.1, h1SMcT0011080.4	STRK1_87780.1, STRK1_87780.2
OG0003226	h1SMcT0021847.1, h1SMcT0022103.1	STRK1_11130.1
OG0003227	h1SMcT0001291.1, h1SMcT0001291.2	STRK1_60800.1, STRK1_60800.2
OG0003229	h1SMcT0002408.1	STRK1_76120.1, STRK1_76110.1
OG0003230	h1SMcT0003929.1, h1SMcT0003929.2	STRK1_45010.1, STRK1_45010.2
OG0003231	h1SMcT0002079.1	STRK1_4090.1
OG0003232	h1SMcT0008345.1, h1SMcT0008345.2, h1SMcT0008345.3, h1SMcT0008345.5, h1SMcT0008345.4	STRK1_10180.1
OG0003233	h1SMcT0020211.1, h1SMcT0020211.2	STRK1_19990.1, STRK1_107480.1
OG0003234	h1SMcT0018532.1, h1SMcT0018532.2, h1SMcT0018532.3	STRK1_61400.1
OG0003235	h1SMcT0008953.1	STRK1_81510.1
OG0003236	h1SMcT0019053.1	STRK1_56120.1
OG0003238	h1SMcT0005250.1, h1SMcT0005250.3, h1SMcT0005250.2, h1SMcT0016407.1	STRK1_63280.1
OG0003239	h1SMcT0019186.1	STRK1_79060.1
OG0003240	h1SMcT0005478.1, h1SMcT0005478.2	STRK1_12850.1
OG0003241	h1SMcT0015281.1, h1SMcT0015339.1	STRK1_33270.1, STRK1_33280.1, STRK1_33260.1, STRK1_33250.1
OG0003242	h1SMcT0017993.1	STRK1_47340.1
OG0003243	h1SMcT0010200.5, h1SMcT0010200.7	STRK1_12280.1
OG0003244	h1SMcT0000145.1, h1SMcT0000145.2	STRK1_47790.1, STRK1_47780.1, STRK1_47780.2
OG0003245	h1SMcT0001501.1	STRK1_51840.1
OG0003246	h1SMcT0000782.1, h1SMcT0000782.2	STRK1_12230.1, STRK1_12230.2, STRK1_12230.3
OG0003247	h1SMcT0013015.2	STRK1_99790.1
OG0003248	h1SMcT0006664.1	STRK1_93880.1
OG0003249	h1SMcT0017197.1, h1SMcT0014117.2, h1SMcT0014117.1, h1SMcT0014117.3	STRK1_63530.1
OG0003250	h1SMcT0001584.1, h1SMcT0001584.2, h1SMcT0001584.3, h1SMcT0011848.1, h1SMcT0011848.2, h1SMcT0019750.1, h1SMcT0019750.2, h1SMcT0019750.3, h1SMcT0019750.4, h1SMcT0019750.5, h1SMcT0019750.7, h1SMcT0019750.6	STRK1_68330.1
OG0003251	h1SMcT0015003.1	STRK1_83230.1
OG0003252	h1SMcT0010253.1, h1SMcT0010253.2	STRK1_37360.1
OG0003253	h1SMcT0011852.1, h1SMcT0011852.3, h1SMcT0011852.2	STRK1_84290.1
OG0003254	h1SMcT0013451.1	STRK1_58630.1
OG0003256	h1SMcT0016315.1	STRK1_94010.1, STRK1_94010.2, STRK1_95310.1
OG0003257	h1SMcT0022346.1	STRK1_8060.1
OG0003258	h1SMcT0012177.1	STRK1_103750.2, STRK1_103750.1, STRK1_40580.1
OG0003259	h1SMcT0001977.1, h1SMcT0011181.1, h1SMcT0019326.1	STRK1_22290.1
OG0003260	h1SMcT0003254.1	STRK1_81250.1
OG0003261	h1SMcT0016359.1, h1SMcT0016359.3, h1SMcT0016359.2	STRK1_35590.1
OG0003263	h1SMcT0018045.1, h1SMcT0018045.2, h1SMcT0011264.1, h1SMcT0014569.1	STRK1_6700.1
OG0003265	h1SMcT0005806.1	STRK1_110890.1
OG0003266	h1SMcT0014086.1, h1SMcT0014086.2, h1SMcT0014086.3	STRK1_69170.1
OG0003267	h1SMcT0013687.3, h1SMcT0013687.1, h1SMcT0013687.2	STRK1_18470.1
OG0003268	h1SMcT0006917.1, h1SMcT0006934.1, h1SMcT0012630.1, h1SMcT0012630.2	STRK1_40490.1
OG0003269	h1SMcT0012108.1	STRK1_72920.1
OG0003272	h1SMcT0014492.1, h1SMcT0019169.1	STRK1_31290.1, STRK1_31280.1
OG0003273	h1SMcT0013812.1, h1SMcT0013812.2	STRK1_35000.1
OG0003274	h1SMcT0016378.2, h1SMcT0016378.3	STRK1_4040.1
OG0003277	h1SMcT0011790.1, h1SMcT0011790.2	STRK1_34780.1
OG0003278	h1SMcT0019765.1, h1SMcT0019765.2	STRK1_52840.1
OG0003279	h1SMcT0012597.3, h1SMcT0012597.1, h1SMcT0012597.2, h1SMcT0012597.4	STRK1_1220.1
OG0003280	h1SMcT0010480.1, h1SMcT0010480.3, h1SMcT0010480.2	STRK1_72670.1, STRK1_72670.2, STRK1_72670.3, STRK1_72670.4, STRK1_72670.5, STRK1_72670.6, STRK1_72670.7
OG0003281	h1SMcT0010782.1, h1SMcT0010782.2	STRK1_94470.1, STRK1_94470.2
OG0003282	h1SMcT0017047.1, h1SMcT0017047.2	STRK1_47160.1, STRK1_47160.2, STRK1_47160.3
OG0003283	h1SMcT0010085.1	STRK1_90920.1
OG0003284	h1SMcT0015365.1, h1SMcT0022704.1, h1SMcT0006889.1, h1SMcT0006889.2	STRK1_61450.1
OG0003287	h1SMcT0011258.1, h1SMcT0011258.2	STRK1_8890.1
OG0003288	h1SMcT0022057.1, h1SMcT0022080.1	STRK1_66330.1
OG0003290	h1SMcT0010992.3	STRK1_9710.1
OG0003291	h1SMcT0010790.1, h1SMcT0006378.1, h1SMcT0006378.2	STRK1_13880.1
OG0003292	h1SMcT0001663.1, h1SMcT0001663.2	STRK1_104380.1
OG0003293	h1SMcT0022017.1	STRK1_25580.1
OG0003294	h1SMcT0011866.1, h1SMcT0011866.2	STRK1_34800.1, STRK1_34800.2
OG0003295	h1SMcT0020366.1, h1SMcT0022759.1, h1SMcT0020367.1	STRK1_26810.1
OG0003297	h1SMcT0004473.1, h1SMcT0004473.2, h1SMcT0001356.4, h1SMcT0001356.5, h1SMcT0001356.2, h1SMcT0001356.3, h1SMcT0001356.1, h1SMcT0001643.2, h1SMcT0001643.4, h1SMcT0001643.3, h1SMcT0001643.1	STRK1_13470.1
OG0003298	h1SMcT0004920.1	STRK1_44330.1
OG0003299	h1SMcT0017988.1, h1SMcT0017988.2, h1SMcT0006688.2, h1SMcT0006688.1, h1SMcT0006688.3	STRK1_74010.1
OG0003300	h1SMcT0015751.1, h1SMcT0015751.2	STRK1_95770.1, STRK1_95770.2, STRK1_95780.1
OG0003301	h1SMcT0017505.1, h1SMcT0017505.2	STRK1_39850.1
OG0003302	h1SMcT0009963.1, h1SMcT0008886.1, h1SMcT0018471.3, h1SMcT0018471.1, h1SMcT0018471.2	STRK1_12720.1
OG0003303	h1SMcT0013979.1, h1SMcT0013979.2	STRK1_48020.1
OG0003304	h1SMcT0005434.1, h1SMcT0005434.2	STRK1_15470.1, STRK1_15470.2, STRK1_15470.3
OG0003306	h1SMcT0008355.1, h1SMcT0008355.2, h1SMcT0003942.1, h1SMcT0003942.2, h1SMcT0003942.3	STRK1_54140.1
OG0003309	h1SMcT0005104.2, h1SMcT0005104.1, h1SMcT0005104.3	STRK1_400.1, STRK1_400.2
OG0003310	h1SMcT0004377.1, h1SMcT0004377.2, h1SMcT0004377.3, h1SMcT0004327.1, h1SMcT0004327.2	STRK1_50980.1
OG0003313	h1SMcT0007064.1, h1SMcT0007064.2	STRK1_48880.1
OG0003314	h1SMcT0017378.1	STRK1_25350.1, STRK1_25350.3, STRK1_25350.2
OG0003315	h1SMcT0003904.1, h1SMcT0016888.1, h1SMcT0016888.2, h1SMcT0016888.3, h1SMcT0016888.4, h1SMcT0016888.5	STRK1_31580.1
OG0003326	h1SMcT0012067.1	STRK1_64570.1
OG0003327	h1SMcT0011738.1, h1SMcT0011738.2	STRK1_70920.1
OG0003328	h1SMcT0006635.1	STRK1_75730.1
OG0003329	h1SMcT0014676.1, h1SMcT0014676.2, h1SMcT0014676.3, h1SMcT0009071.1, h1SMcT0002916.1, h1SMcT0002916.2	STRK1_91040.1, STRK1_91060.1
OG0003330	h1SMcT0019914.3, h1SMcT0019914.4, h1SMcT0019914.1, h1SMcT0019914.2	STRK1_51880.1, STRK1_51880.2, STRK1_98990.1
OG0003331	h1SMcT0018970.4	STRK1_9160.1
OG0003332	h1SMcT0001884.6	STRK1_31750.1, STRK1_31740.1
OG0003333	h1SMcT0012669.2, h1SMcT0012669.1, h1SMcT0012669.3, h1SMcT0012669.4	STRK1_6140.1
OG0003335	h1SMcT0013444.1	STRK1_58770.1
OG0003336	h1SMcT0020109.1	STRK1_65510.1
OG0003338	h1SMcT0014309.1	STRK1_14450.1
OG0003339	h1SMcT0021109.1, h1SMcT0021109.2	STRK1_170.1, STRK1_180.1, STRK1_160.1
OG0003342	h1SMcT0014806.1, h1SMcT0006871.1, h1SMcT0007037.1	STRK1_11520.1
OG0003343	h1SMcT0014310.1	STRK1_52780.1, STRK1_52780.2
OG0003344	h1SMcT0000586.2, h1SMcT0000586.1, h1SMcT0000586.3	STRK1_21960.1, STRK1_21960.2, STRK1_21960.3
OG0003345	h1SMcT0019598.3, h1SMcT0019598.2, h1SMcT0019598.1	STRK1_103160.1
OG0003346	h1SMcT0002136.1	STRK1_90350.1, STRK1_90350.2, STRK1_90350.3
OG0003347	h1SMcT0012122.1, h1SMcT0012122.2, h1SMcT0012122.3	STRK1_42630.1
OG0003350	h1SMcT0007138.1, h1SMcT0007138.2	STRK1_67260.1
OG0003351	h1SMcT0014012.1, h1SMcT0016603.1, h1SMcT0016603.2	STRK1_71480.1, STRK1_71470.1, STRK1_71470.2
OG0003352	h1SMcT0000566.1	STRK1_79070.1, STRK1_79070.2
OG0003353	h1SMcT0009683.1, h1SMcT0009683.2	STRK1_25280.1
OG0003354	h1SMcT0005376.1, h1SMcT0005376.2	STRK1_25200.1, STRK1_25170.1, STRK1_101450.1
OG0003355	h1SMcT0013037.1, h1SMcT0013037.2	STRK1_67060.1
OG0003357	h1SMcT0020833.1, h1SMcT0020833.2	STRK1_40790.1
OG0003358	h1SMcT0010075.1	STRK1_88650.1
OG0003359	h1SMcT0012986.1, h1SMcT0001325.1, h1SMcT0001325.2, h1SMcT0021033.1, h1SMcT0001741.1, h1SMcT0003850.1, h1SMcT0014535.1	STRK1_56060.1, STRK1_70330.1
OG0003362	h1SMcT0006359.1, h1SMcT0006359.2	STRK1_72270.1
OG0003363	h1SMcT0005229.1	STRK1_30090.1, STRK1_30090.2
OG0003364	h1SMcT0003203.1	STRK1_82440.1, STRK1_109330.1
OG0003365	h1SMcT0012756.1	STRK1_13360.1
OG0003366	h1SMcT0007117.1, h1SMcT0007117.2	STRK1_60820.1
OG0003367	h1SMcT0014821.1	STRK1_45720.1
OG0003369	h1SMcT0005360.1, h1SMcT0005360.3	STRK1_62230.1
OG0003370	h1SMcT0006611.1	STRK1_26690.1
OG0003371	h1SMcT0012774.1, h1SMcT0022925.1, h1SMcT0012774.2	STRK1_45580.1
OG0003373	h1SMcT0015237.1, h1SMcT0015237.3, h1SMcT0015237.2	STRK1_2780.1
OG0003374	h1SMcT0020942.1, h1SMcT0020942.2	STRK1_94550.1
OG0003375	h1SMcT0000378.1	STRK1_68240.1, STRK1_68240.2, STRK1_68240.3
OG0003376	h1SMcT0005276.1	STRK1_51370.1, STRK1_51370.3, STRK1_51370.2
OG0003377	h1SMcT0021045.1, h1SMcT0018146.4, h1SMcT0018146.3, h1SMcT0018146.2, h1SMcT0018146.1, h1SMcT0018146.5	STRK1_79760.1, STRK1_79760.2, STRK1_79760.3
OG0003379	h1SMcT0021989.1, h1SMcT0021989.2	STRK1_63360.1
OG0003380	h1SMcT0004933.1	STRK1_52610.1
OG0003381	h1SMcT0010144.4, h1SMcT0010144.5, h1SMcT0010144.1, h1SMcT0010144.2, h1SMcT0010144.3	STRK1_48370.1
OG0003383	h1SMcT0000027.1, h1SMcT0000027.2	STRK1_5730.1
OG0003384	h1SMcT0009197.1	STRK1_40530.1, STRK1_40530.2, STRK1_58370.1
OG0003385	h1SMcT0009645.1, h1SMcT0009645.2, h1SMcT0000617.1, h1SMcT0010238.4, h1SMcT0010238.1, h1SMcT0010238.3, h1SMcT0010238.2	STRK1_86970.1
OG0003386	h1SMcT0020407.1	STRK1_19980.1
OG0003387	h1SMcT0017496.1	STRK1_4460.1, STRK1_4460.2
OG0003388	h1SMcT0015051.1, h1SMcT0015051.2	STRK1_94780.1, STRK1_94780.2, STRK1_94780.3
OG0003389	h1SMcT0014700.1, h1SMcT0015084.1, h1SMcT0015084.2, h1SMcT0015084.3, h1SMcT0015084.4	STRK1_44170.1
OG0003391	h1SMcT0014447.1	STRK1_101140.1, STRK1_77300.1, STRK1_77250.1
OG0003392	h1SMcT0002858.1, h1SMcT0002858.2, h1SMcT0016202.1, h1SMcT0020575.1	STRK1_46610.3, STRK1_46610.2, STRK1_46610.1, STRK1_108450.1
OG0003393	h1SMcT0017391.1	STRK1_33830.1
OG0003394	h1SMcT0015532.1, h1SMcT0015535.1	STRK1_37430.1
OG0003395	h1SMcT0021314.1, h1SMcT0021314.2, h1SMcT0021314.3, h1SMcT0021314.4	STRK1_56820.1
OG0003396	h1SMcT0008177.1	STRK1_40090.1
OG0003397	h1SMcT0010339.1, h1SMcT0010339.2	STRK1_100120.1, STRK1_20470.1, STRK1_20470.2
OG0003398	h1SMcT0014560.2, h1SMcT0014560.3	STRK1_8960.1, STRK1_8960.2, STRK1_8960.3
OG0003399	h1SMcT0014926.1	STRK1_36400.1, STRK1_36400.2
OG0003400	h1SMcT0005370.1, h1SMcT0022990.1	STRK1_71780.1
OG0003401	h1SMcT0006528.1, h1SMcT0015433.1, h1SMcT0015433.2	STRK1_34160.1
OG0003402	h1SMcT0012961.3, h1SMcT0012961.1, h1SMcT0012961.2	STRK1_19180.1
OG0003404	h1SMcT0012571.1	STRK1_71890.1
OG0003405	h1SMcT0010240.1	STRK1_45610.1
OG0003406	h1SMcT0012481.1, h1SMcT0012481.3, h1SMcT0002362.1	STRK1_15560.1
OG0003408	h1SMcT0004098.1	STRK1_22560.1
OG0003409	h1SMcT0020721.1, h1SMcT0008813.1, h1SMcT0020428.1, h1SMcT0012422.1	STRK1_13650.1
OG0003411	h1SMcT0004684.4, h1SMcT0004684.2, h1SMcT0004684.3, h1SMcT0004684.5, h1SMcT0004684.1	STRK1_37760.1, STRK1_37770.1
OG0003412	h1SMcT0008025.1	STRK1_6850.1, STRK1_6850.2
OG0003414	h1SMcT0012676.1, h1SMcT0012676.2	STRK1_37900.1
OG0003415	h1SMcT0010319.1, h1SMcT0010717.1, h1SMcT0016840.1	STRK1_106600.1, STRK1_76930.1, STRK1_76940.1, STRK1_76950.1
OG0003416	h1SMcT0013340.1, h1SMcT0022050.1	STRK1_67390.1
OG0003417	h1SMcT0022225.1	STRK1_54080.1
OG0003418	h1SMcT0003458.1	STRK1_45170.1
OG0003419	h1SMcT0010543.1, h1SMcT0010543.2, h1SMcT0000936.1, h1SMcT0011301.1	STRK1_75210.1
OG0003420	h1SMcT0011580.1	STRK1_28150.1
OG0003421	h1SMcT0009233.2, h1SMcT0012005.1, h1SMcT0012005.2	STRK1_33210.1
OG0003422	h1SMcT0016757.2	STRK1_44980.1, STRK1_44980.2
OG0003423	h1SMcT0005067.1, h1SMcT0005067.2	STRK1_8420.1, STRK1_8410.1
OG0003425	h1SMcT0004711.1	STRK1_82360.1
OG0003426	h1SMcT0019561.1, h1SMcT0019561.2	STRK1_58880.1
OG0003427	h1SMcT0000143.1, h1SMcT0000143.2	STRK1_42820.1, STRK1_42840.1
OG0003428	h1SMcT0002326.1, h1SMcT0013759.1	STRK1_80590.1
OG0003429	h1SMcT0002222.1, h1SMcT0002222.2	STRK1_75010.1
OG0003430	h1SMcT0020885.1	STRK1_74040.1, STRK1_74040.2
OG0003432	h1SMcT0007866.1	STRK1_68540.1
OG0003433	h1SMcT0022375.2, h1SMcT0022375.1, h1SMcT0022375.3	STRK1_6520.1, STRK1_6520.2, STRK1_6520.3
OG0003434	h1SMcT0016003.3, h1SMcT0016003.1, h1SMcT0016003.2	STRK1_57730.1, STRK1_57750.1, STRK1_57760.1
OG0003435	h1SMcT0010886.1, h1SMcT0016836.2, h1SMcT0016836.1, h1SMcT0016836.3, h1SMcT0016836.4	STRK1_28120.1, STRK1_28120.2
OG0003438	h1SMcT0013807.1, h1SMcT0017019.1, h1SMcT0017019.2	STRK1_29070.1
OG0003439	h1SMcT0002835.1, h1SMcT0002835.2	STRK1_20800.1
OG0003440	h1SMcT0019154.1, h1SMcT0019154.2	STRK1_19730.1
OG0003442	h1SMcT0006636.1	STRK1_70290.1
OG0003443	h1SMcT0011199.1, h1SMcT0015552.1	STRK1_57410.1
OG0003446	h1SMcT0008382.3, h1SMcT0008382.4, h1SMcT0008382.1, h1SMcT0008382.2, h1SMcT0008382.5, h1SMcT0012673.1, h1SMcT0012673.2	STRK1_35980.1
OG0003447	h1SMcT0022011.1, h1SMcT0022011.2	STRK1_15210.1
OG0003448	h1SMcT0018150.1	STRK1_67830.1, STRK1_67830.2, STRK1_67830.3
OG0003450	h1SMcT0019969.1, h1SMcT0019969.2, h1SMcT0019969.7, h1SMcT0019969.3, h1SMcT0019969.6, h1SMcT0019969.5, h1SMcT0019969.4, h1SMcT0019969.8	STRK1_58980.1
OG0003452	h1SMcT0006193.1, h1SMcT0016158.1	STRK1_12350.1
OG0003454	h1SMcT0004175.2, h1SMcT0004175.3, h1SMcT0004175.1, h1SMcT0004175.4	STRK1_27470.1
OG0003455	h1SMcT0002387.1, h1SMcT0018977.1, h1SMcT0002360.1	STRK1_65530.1
OG0003456	h1SMcT0015030.1, h1SMcT0015030.2	STRK1_12760.1
OG0003457	h1SMcT0005979.1, h1SMcT0005979.2	STRK1_33010.1
OG0003459	h1SMcT0019798.1, h1SMcT0019799.1	STRK1_75140.1
OG0003460	h1SMcT0011001.1	STRK1_42680.1
OG0003462	h1SMcT0006561.1	STRK1_37950.1, STRK1_37950.2
OG0003463	h1SMcT0022837.3, h1SMcT0022837.2, h1SMcT0022837.1	STRK1_82230.1
OG0003464	h1SMcT0007079.1, h1SMcT0007079.3, h1SMcT0007079.2	STRK1_79890.1
OG0003465	h1SMcT0016577.1	STRK1_59190.1
OG0003466	h1SMcT0005608.1, h1SMcT0005608.2	STRK1_9360.1
OG0003467	h1SMcT0013403.1, h1SMcT0001028.1	STRK1_73990.1, STRK1_73980.1
OG0003470	h1SMcT0017458.1	STRK1_46590.1
OG0003471	h1SMcT0014488.1	STRK1_43870.1
OG0003472	h1SMcT0004760.1	STRK1_12030.1
OG0003473	h1SMcT0008129.1	STRK1_74970.1
OG0003474	h1SMcT0013253.2, h1SMcT0013253.5, h1SMcT0013253.3, h1SMcT0013253.4, h1SMcT0013253.1	STRK1_97590.1
OG0003475	h1SMcT0004329.1	STRK1_103980.1, STRK1_106020.1, STRK1_23990.1
OG0003476	h1SMcT0016404.1	STRK1_41070.1
OG0003477	h1SMcT0003797.1	STRK1_65850.1
OG0003478	h1SMcT0000552.1, h1SMcT0008399.1	STRK1_5800.1
OG0003480	h1SMcT0002798.1	STRK1_66120.1
OG0003482	h1SMcT0022439.1	STRK1_84470.1
OG0003483	h1SMcT0003316.1	STRK1_29630.1
OG0003484	h1SMcT0001955.1, h1SMcT0001955.2, h1SMcT0001955.7, h1SMcT0001955.3, h1SMcT0001955.4, h1SMcT0001955.5, h1SMcT0001955.6, h1SMcT0001955.8	STRK1_15970.1
OG0003485	h1SMcT0003207.4, h1SMcT0018921.1	STRK1_91690.1, STRK1_107210.1
OG0003487	h1SMcT0002201.1, h1SMcT0022499.1	STRK1_51950.1, STRK1_51950.2, STRK1_51950.3
OG0003488	h1SMcT0008641.1	STRK1_10880.1
OG0003489	h1SMcT0000882.2	STRK1_71060.1
OG0003491	h1SMcT0001740.1	STRK1_35300.1
OG0003492	h1SMcT0004107.1	STRK1_60260.1
OG0003493	h1SMcT0021896.1	STRK1_89040.1
OG0003494	h1SMcT0009876.3, h1SMcT0009876.1, h1SMcT0009876.2, h1SMcT0009876.4	STRK1_89900.1
OG0003495	h1SMcT0012596.3, h1SMcT0012596.1, h1SMcT0012596.2	STRK1_16110.1
OG0003496	h1SMcT0018753.1	STRK1_29650.1
OG0003497	h1SMcT0007152.1, h1SMcT0007152.2	STRK1_54900.1, STRK1_105960.1, STRK1_110190.1
OG0003498	h1SMcT0003413.3, h1SMcT0003413.1, h1SMcT0003413.2	STRK1_68140.1, STRK1_68140.2
OG0003499	h1SMcT0009897.1, h1SMcT0014689.1	STRK1_61280.1
OG0003501	h1SMcT0007701.2	STRK1_74570.1
OG0003502	h1SMcT0009049.2, h1SMcT0009049.8, h1SMcT0009049.6, h1SMcT0009049.7, h1SMcT0009049.14, h1SMcT0009049.9, h1SMcT0009049.1	STRK1_84580.1
OG0003503	h1SMcT0020550.3, h1SMcT0020550.4, h1SMcT0020550.1, h1SMcT0020550.2	STRK1_3400.1
OG0003504	h1SMcT0018008.1, h1SMcT0018008.2	STRK1_28490.1
OG0003506	h1SMcT0005755.1	STRK1_560.1, STRK1_560.2
OG0003507	h1SMcT0003971.1	STRK1_16100.1
OG0003508	h1SMcT0014210.2, h1SMcT0014210.3	STRK1_61890.1, STRK1_61890.2
OG0003509	h1SMcT0002499.1, h1SMcT0015936.1	STRK1_39990.1, STRK1_39980.1
OG0003510	h1SMcT0009819.1	STRK1_95950.1, STRK1_95960.2, STRK1_95960.1, STRK1_95950.2
OG0003512	h1SMcT0009933.1, h1SMcT0009933.2, h1SMcT0000108.1, h1SMcT0000108.2	STRK1_80500.1
OG0003513	h1SMcT0009164.1, h1SMcT0009168.1	STRK1_73480.1
OG0003515	h1SMcT0017228.4, h1SMcT0017228.1, h1SMcT0017228.3, h1SMcT0017228.2	STRK1_94750.1, STRK1_94750.2
