Orthogroup	schmidtea_mediterranea	schistosoma_bovis
OG0003160	h1SMcT0017909.1, h1SMcT0017909.2	SBOV2_20110.1
OG0003162	h1SMcT0021131.1, h1SMcT0021131.2	SBOV2_9390.2, SBOV2_9390.1, SBOV2_9400.1, SBOV2_9400.2
OG0003163	h1SMcT0021672.1, h1SMcT0021672.2	SBOV2_1600.1, SBOV2_1600.2
OG0003164	h1SMcT0022123.1, h1SMcT0022123.2, h1SMcT0022123.3, h1SMcT0022123.4, h1SMcT0022123.5	SBOV2_34310.1
OG0003165	h1SMcT0018697.1	SBOV2_76660.1
OG0003167	h1SMcT0019950.1, h1SMcT0019950.2, h1SMcT0019950.3	SBOV2_92630.1
OG0003168	h1SMcT0014216.1	SBOV2_63160.1
OG0003169	h1SMcT0013822.1, h1SMcT0013822.2	SBOV2_15460.2, SBOV2_15460.4, SBOV2_15460.1, SBOV2_15460.3, SBOV2_15460.5
OG0003170	h1SMcT0020859.1	SBOV2_17560.1, SBOV2_17560.2
OG0003171	h1SMcT0003722.1, h1SMcT0003722.2	SBOV2_72360.1, SBOV2_72360.2
OG0003172	h1SMcT0008462.1, h1SMcT0008462.2, h1SMcT0008462.3, h1SMcT0008462.4, h1SMcT0010776.1, h1SMcT0010776.2	SBOV2_21580.1, SBOV2_21580.2
OG0003174	h1SMcT0007581.1, h1SMcT0007581.2, h1SMcT0007581.3	SBOV2_74300.1
OG0003175	h1SMcT0015496.1, h1SMcT0015496.2	SBOV2_92820.1, SBOV2_92820.2, SBOV2_92820.3
OG0003176	h1SMcT0021985.1	SBOV2_69490.1, SBOV2_69490.2, SBOV2_69490.3
OG0003178	h1SMcT0022104.1	SBOV2_34230.1
OG0003179	h1SMcT0004843.1, h1SMcT0004843.2	SBOV2_74420.1
OG0003180	h1SMcT0007124.6, h1SMcT0007124.7	SBOV2_4330.1
OG0003181	h1SMcT0011279.1	SBOV2_31000.1
OG0003182	h1SMcT0000868.1	SBOV2_36390.1, SBOV2_36390.2
OG0003184	h1SMcT0000641.1, h1SMcT0000641.2, h1SMcT0014905.1	SBOV2_39180.1
OG0003185	h1SMcT0016184.1, h1SMcT0016184.3, h1SMcT0016184.2	SBOV2_71150.4, SBOV2_71150.5, SBOV2_71150.6, SBOV2_71150.3, SBOV2_71150.1, SBOV2_71150.2
OG0003187	h1SMcT0008113.1	SBOV2_73050.1
OG0003188	h1SMcT0017318.1	SBOV2_81180.4, SBOV2_81180.5, SBOV2_81180.1, SBOV2_81180.6, SBOV2_81180.7, SBOV2_81180.8, SBOV2_81180.2, SBOV2_81180.3
OG0003189	h1SMcT0020507.5, h1SMcT0020507.3, h1SMcT0020507.4	SBOV2_56420.1
OG0003191	h1SMcT0019331.1, h1SMcT0019331.2	SBOV2_46720.2, SBOV2_46720.1
OG0003192	h1SMcT0012195.3, h1SMcT0012195.4, h1SMcT0012195.6, h1SMcT0012195.7, h1SMcT0012195.8, h1SMcT0012195.1, h1SMcT0012195.2, h1SMcT0012195.9, h1SMcT0012195.5	SBOV2_65970.1, SBOV2_65970.2
OG0003193	h1SMcT0008180.1, h1SMcT0008180.2, h1SMcT0008180.3, h1SMcT0021063.1, h1SMcT0021085.1, h1SMcT0021085.2, h1SMcT0021085.3, h1SMcT0021397.1, h1SMcT0021397.2, h1SMcT0006457.1, h1SMcT0006457.2	SBOV2_30420.2, SBOV2_30420.1
OG0003194	h1SMcT0005218.1	SBOV2_69110.1
OG0003195	h1SMcT0008802.1, h1SMcT0008802.2	SBOV2_17590.1
OG0003196	h1SMcT0016546.1, h1SMcT0016546.2, h1SMcT0002390.1, h1SMcT0002390.2, h1SMcT0002390.3	SBOV2_61670.2, SBOV2_61670.1
OG0003197	h1SMcT0008434.1, h1SMcT0008434.2	SBOV2_94020.1
OG0003199	h1SMcT0012625.2, h1SMcT0012625.1, h1SMcT0012625.3	SBOV2_92480.1
OG0003201	h1SMcT0013974.1	SBOV2_14200.1, SBOV2_14200.2, SBOV2_14200.3
OG0003202	h1SMcT0016880.1	SBOV2_17990.1, SBOV2_17990.2, SBOV2_17990.3, SBOV2_17990.4
OG0003203	h1SMcT0000481.1	SBOV2_90700.1
OG0003205	h1SMcT0007886.1	SBOV2_31060.1, SBOV2_31060.2, SBOV2_31060.3, SBOV2_31060.4
OG0003206	h1SMcT0003099.1	SBOV2_17020.2, SBOV2_17020.3, SBOV2_17020.1, SBOV2_17000.1
OG0003207	h1SMcT0003114.1, h1SMcT0003114.2	SBOV2_7090.1, SBOV2_7090.2, SBOV2_7090.3, SBOV2_7090.4, SBOV2_7090.5
OG0003208	h1SMcT0007447.1, h1SMcT0022769.1	SBOV2_67550.1
OG0003209	h1SMcT0015578.1, h1SMcT0015578.2	SBOV2_77970.1, SBOV2_77970.4, SBOV2_77970.2, SBOV2_77970.3
OG0003210	h1SMcT0010700.1, h1SMcT0010700.2	SBOV2_12640.1, SBOV2_12640.2
OG0003211	h1SMcT0010088.1, h1SMcT0010088.2, h1SMcT0010092.4, h1SMcT0010092.1, h1SMcT0010092.3, h1SMcT0010091.1, h1SMcT0010091.3, h1SMcT0010091.2	SBOV2_74170.1
OG0003212	h1SMcT0008560.1, h1SMcT0008560.2, h1SMcT0008560.3	SBOV2_5870.2, SBOV2_5870.1
OG0003213	h1SMcT0018521.1, h1SMcT0018521.2, h1SMcT0018521.3	SBOV2_34390.1
OG0003214	h1SMcT0016576.1, h1SMcT0016576.2	SBOV2_11600.1
OG0003215	h1SMcT0017814.1, h1SMcT0017814.2	SBOV2_8790.1, SBOV2_8780.1
OG0003217	h1SMcT0009783.1	SBOV2_60440.1, SBOV2_60440.2
OG0003218	h1SMcT0018270.1	SBOV2_57510.3, SBOV2_57510.2, SBOV2_57510.1
OG0003221	h1SMcT0019212.1, h1SMcT0019212.2	SBOV2_28160.2, SBOV2_28160.1, SBOV2_28160.3, SBOV2_28160.4
OG0003222	h1SMcT0013691.1	SBOV2_19060.5, SBOV2_19060.2, SBOV2_19060.3, SBOV2_19060.4, SBOV2_19060.1
OG0003223	h1SMcT0015106.1, h1SMcT0001134.1	SBOV2_89380.1
OG0003224	h1SMcT0015164.1, h1SMcT0001803.1, h1SMcT0001803.2	SBOV2_29450.2, SBOV2_29450.1
OG0003225	h1SMcT0011080.2, h1SMcT0011080.3, h1SMcT0011080.1, h1SMcT0011080.4	SBOV2_87490.1
OG0003226	h1SMcT0021847.1, h1SMcT0022103.1	SBOV2_96220.1, SBOV2_96220.2, SBOV2_96230.1, SBOV2_13860.1
OG0003227	h1SMcT0001291.1, h1SMcT0001291.2	SBOV2_61190.4, SBOV2_61190.8, SBOV2_61190.1, SBOV2_61190.2, SBOV2_61190.3, SBOV2_61190.6, SBOV2_61190.7, SBOV2_61190.5
OG0003229	h1SMcT0002408.1	SBOV2_75250.1
OG0003230	h1SMcT0003929.1, h1SMcT0003929.2	SBOV2_46320.1, SBOV2_46320.2
OG0003231	h1SMcT0002079.1	SBOV2_17310.1, SBOV2_17310.5, SBOV2_17310.4, SBOV2_17310.6, SBOV2_17310.2, SBOV2_17310.3
OG0003232	h1SMcT0008345.1, h1SMcT0008345.2, h1SMcT0008345.3, h1SMcT0008345.5, h1SMcT0008345.4	SBOV2_10670.2, SBOV2_10670.1
OG0003233	h1SMcT0020211.1, h1SMcT0020211.2	SBOV2_21450.1
OG0003234	h1SMcT0018532.1, h1SMcT0018532.2, h1SMcT0018532.3	SBOV2_60090.1, SBOV2_60090.3, SBOV2_60090.2
OG0003235	h1SMcT0008953.1	SBOV2_83550.2, SBOV2_83550.3, SBOV2_83550.1
OG0003236	h1SMcT0019053.1	SBOV2_56800.1
OG0003238	h1SMcT0005250.1, h1SMcT0005250.3, h1SMcT0005250.2, h1SMcT0016407.1	SBOV2_65070.1, SBOV2_65070.2, SBOV2_65070.3
OG0003239	h1SMcT0019186.1	SBOV2_79860.1, SBOV2_79860.2
OG0003240	h1SMcT0005478.1, h1SMcT0005478.2	SBOV2_7330.1
OG0003241	h1SMcT0015281.1, h1SMcT0015339.1	SBOV2_30160.1, SBOV2_30160.2
OG0003242	h1SMcT0017993.1	SBOV2_52600.1, SBOV2_52600.2
OG0003243	h1SMcT0010200.5, h1SMcT0010200.7	SBOV2_8540.1, SBOV2_8540.2
OG0003244	h1SMcT0000145.1, h1SMcT0000145.2	SBOV2_52180.1
OG0003245	h1SMcT0001501.1	SBOV2_51640.1, SBOV2_51640.2, SBOV2_51640.3
OG0003246	h1SMcT0000782.1, h1SMcT0000782.2	SBOV2_8590.1, SBOV2_8590.2
OG0003247	h1SMcT0013015.2	SBOV2_19970.2, SBOV2_19970.5, SBOV2_19970.1, SBOV2_19970.3, SBOV2_19970.4
OG0003248	h1SMcT0006664.1	SBOV2_82380.1
OG0003249	h1SMcT0017197.1, h1SMcT0014117.2, h1SMcT0014117.1, h1SMcT0014117.3	SBOV2_63470.2, SBOV2_63470.1
OG0003250	h1SMcT0001584.1, h1SMcT0001584.2, h1SMcT0001584.3, h1SMcT0011848.1, h1SMcT0011848.2, h1SMcT0019750.1, h1SMcT0019750.2, h1SMcT0019750.3, h1SMcT0019750.4, h1SMcT0019750.5, h1SMcT0019750.7, h1SMcT0019750.6	SBOV2_69800.1, SBOV2_69800.2
OG0003251	h1SMcT0015003.1	SBOV2_85640.1, SBOV2_85640.2
OG0003252	h1SMcT0010253.1, h1SMcT0010253.2	SBOV2_41490.1
OG0003253	h1SMcT0011852.1, h1SMcT0011852.3, h1SMcT0011852.2	SBOV2_86220.1
OG0003254	h1SMcT0013451.1	SBOV2_63790.1
OG0003256	h1SMcT0016315.1	SBOV2_83030.1
OG0003257	h1SMcT0022346.1	SBOV2_12510.1
OG0003258	h1SMcT0012177.1	SBOV2_42610.3, SBOV2_42610.1, SBOV2_42610.2
OG0003259	h1SMcT0001977.1, h1SMcT0011181.1, h1SMcT0019326.1	SBOV2_23270.1, SBOV2_23270.2
OG0003260	h1SMcT0003254.1	SBOV2_83310.1, SBOV2_83310.2
OG0003261	h1SMcT0016359.1, h1SMcT0016359.3, h1SMcT0016359.2	SBOV2_33040.1, SBOV2_33050.1
OG0003262	h1SMcT0005125.2	SBOV2_57490.1, SBOV2_96820.1, SBOV2_57740.1
OG0003263	h1SMcT0018045.1, h1SMcT0018045.2, h1SMcT0011264.1, h1SMcT0014569.1	SBOV2_4990.1
OG0003265	h1SMcT0005806.1	SBOV2_25890.3, SBOV2_25890.2, SBOV2_25890.1
OG0003266	h1SMcT0014086.1, h1SMcT0014086.2, h1SMcT0014086.3	SBOV2_70590.1
OG0003267	h1SMcT0013687.3, h1SMcT0013687.1, h1SMcT0013687.2	SBOV2_19640.1, SBOV2_19640.2, SBOV2_19640.3
OG0003268	h1SMcT0006917.1, h1SMcT0006934.1, h1SMcT0012630.1, h1SMcT0012630.2	SBOV2_42710.1
OG0003269	h1SMcT0012108.1	SBOV2_75490.1, SBOV2_75490.2
OG0003270	h1SMcT0009342.1, h1SMcT0009342.2	SBOV2_62170.1
OG0003271	h1SMcT0006883.1	SBOV2_11220.1, SBOV2_11220.2, SBOV2_11220.3, SBOV2_11220.4
OG0003272	h1SMcT0014492.1, h1SMcT0019169.1	SBOV2_31180.1, SBOV2_31170.1
OG0003273	h1SMcT0013812.1, h1SMcT0013812.2	SBOV2_33850.2, SBOV2_33850.3, SBOV2_33850.1, SBOV2_33850.4
OG0003274	h1SMcT0016378.2, h1SMcT0016378.3	SBOV2_18330.1
OG0003277	h1SMcT0011790.1, h1SMcT0011790.2	SBOV2_34100.3, SBOV2_34100.1, SBOV2_34100.2
OG0003278	h1SMcT0019765.1, h1SMcT0019765.2	SBOV2_49950.1, SBOV2_49950.3, SBOV2_49950.2
OG0003279	h1SMcT0012597.3, h1SMcT0012597.1, h1SMcT0012597.2, h1SMcT0012597.4	SBOV2_1840.1
OG0003280	h1SMcT0010480.1, h1SMcT0010480.3, h1SMcT0010480.2	SBOV2_77020.1
OG0003281	h1SMcT0010782.1, h1SMcT0010782.2	SBOV2_93420.1
OG0003282	h1SMcT0017047.1, h1SMcT0017047.2	SBOV2_52740.1, SBOV2_52740.2, SBOV2_52740.3, SBOV2_52740.4
OG0003283	h1SMcT0010085.1	SBOV2_93660.1, SBOV2_93660.2, SBOV2_93660.4, SBOV2_93660.3
OG0003284	h1SMcT0015365.1, h1SMcT0022704.1, h1SMcT0006889.1, h1SMcT0006889.2	SBOV2_60030.1
OG0003287	h1SMcT0011258.1, h1SMcT0011258.2	SBOV2_9240.1
OG0003288	h1SMcT0022057.1, h1SMcT0022080.1	SBOV2_67990.1
OG0003290	h1SMcT0010992.3	SBOV2_10130.2, SBOV2_10130.1, SBOV2_10130.4, SBOV2_10130.3
OG0003291	h1SMcT0010790.1, h1SMcT0006378.1, h1SMcT0006378.2	SBOV2_16780.1, SBOV2_16780.2, SBOV2_16780.3
OG0003292	h1SMcT0001663.1, h1SMcT0001663.2	SBOV2_84410.1
OG0003293	h1SMcT0022017.1	SBOV2_40370.1, SBOV2_40370.2
OG0003294	h1SMcT0011866.1, h1SMcT0011866.2	SBOV2_34080.1
OG0003295	h1SMcT0020366.1, h1SMcT0022759.1, h1SMcT0020367.1	SBOV2_25440.1, SBOV2_25460.1, SBOV2_25460.2, SBOV2_25460.3, SBOV2_25460.4, SBOV2_25460.5
OG0003297	h1SMcT0004473.1, h1SMcT0004473.2, h1SMcT0001356.4, h1SMcT0001356.5, h1SMcT0001356.2, h1SMcT0001356.3, h1SMcT0001356.1, h1SMcT0001643.2, h1SMcT0001643.4, h1SMcT0001643.3, h1SMcT0001643.1	SBOV2_17180.1, SBOV2_17180.2, SBOV2_17180.3
OG0003298	h1SMcT0004920.1	SBOV2_45500.1, SBOV2_45520.1
OG0003299	h1SMcT0017988.1, h1SMcT0017988.2, h1SMcT0006688.2, h1SMcT0006688.1, h1SMcT0006688.3	SBOV2_76180.1, SBOV2_76180.2
OG0003300	h1SMcT0015751.1, h1SMcT0015751.2	SBOV2_13210.3, SBOV2_13210.1, SBOV2_13210.4, SBOV2_13210.2
OG0003301	h1SMcT0017505.1, h1SMcT0017505.2	SBOV2_43110.1
OG0003302	h1SMcT0009963.1, h1SMcT0008886.1, h1SMcT0018471.3, h1SMcT0018471.1, h1SMcT0018471.2	SBOV2_7230.1
OG0003303	h1SMcT0013979.1, h1SMcT0013979.2	SBOV2_51260.1, SBOV2_51260.2, SBOV2_51260.3
OG0003304	h1SMcT0005434.1, h1SMcT0005434.2	SBOV2_6990.2, SBOV2_6990.3, SBOV2_6990.4, SBOV2_6990.1
OG0003306	h1SMcT0008355.1, h1SMcT0008355.2, h1SMcT0003942.1, h1SMcT0003942.2, h1SMcT0003942.3	SBOV2_55590.1, SBOV2_55590.3, SBOV2_55590.2
OG0003309	h1SMcT0005104.2, h1SMcT0005104.1, h1SMcT0005104.3	SBOV2_950.1, SBOV2_950.2, SBOV2_950.3, SBOV2_950.4, SBOV2_950.5
OG0003310	h1SMcT0004377.1, h1SMcT0004377.2, h1SMcT0004377.3, h1SMcT0004327.1, h1SMcT0004327.2	SBOV2_47690.1
OG0003313	h1SMcT0007064.1, h1SMcT0007064.2	SBOV2_50950.1
OG0003314	h1SMcT0017378.1	SBOV2_40190.1, SBOV2_40190.2
OG0003315	h1SMcT0003904.1, h1SMcT0016888.1, h1SMcT0016888.2, h1SMcT0016888.3, h1SMcT0016888.4, h1SMcT0016888.5	SBOV2_35440.1, SBOV2_35440.2
OG0003326	h1SMcT0012067.1	SBOV2_66370.1, SBOV2_66370.2, SBOV2_66370.3, SBOV2_66370.5, SBOV2_66370.4
OG0003327	h1SMcT0011738.1, h1SMcT0011738.2	SBOV2_75960.1
OG0003328	h1SMcT0006635.1	SBOV2_73520.1, SBOV2_73520.2
OG0003329	h1SMcT0014676.1, h1SMcT0014676.2, h1SMcT0014676.3, h1SMcT0009071.1, h1SMcT0002916.1, h1SMcT0002916.2	SBOV2_93520.1
OG0003330	h1SMcT0019914.3, h1SMcT0019914.4, h1SMcT0019914.1, h1SMcT0019914.2	SBOV2_53870.1
OG0003331	h1SMcT0018970.4	SBOV2_9560.1, SBOV2_9560.2
OG0003332	h1SMcT0001884.6	SBOV2_35600.1, SBOV2_35600.2, SBOV2_35600.3
OG0003333	h1SMcT0012669.2, h1SMcT0012669.1, h1SMcT0012669.3, h1SMcT0012669.4	SBOV2_6440.1, SBOV2_6450.1
OG0003335	h1SMcT0013444.1	SBOV2_63610.2, SBOV2_63610.3, SBOV2_63610.1, SBOV2_63610.4
OG0003336	h1SMcT0020109.1	SBOV2_61370.1
OG0003338	h1SMcT0014309.1	SBOV2_16270.2, SBOV2_16270.1
OG0003339	h1SMcT0021109.1, h1SMcT0021109.2	SBOV2_780.2, SBOV2_780.1
OG0003342	h1SMcT0014806.1, h1SMcT0006871.1, h1SMcT0007037.1	SBOV2_13430.1
OG0003343	h1SMcT0014310.1	SBOV2_54070.1, SBOV2_54070.2
OG0003344	h1SMcT0000586.2, h1SMcT0000586.1, h1SMcT0000586.3	SBOV2_22750.1, SBOV2_22750.2
OG0003345	h1SMcT0019598.3, h1SMcT0019598.2, h1SMcT0019598.1	SBOV2_96350.1, SBOV2_96350.2, SBOV2_96350.3, SBOV2_96350.4
OG0003346	h1SMcT0002136.1	SBOV2_93240.1, SBOV2_93090.2, SBOV2_93090.1
OG0003347	h1SMcT0012122.1, h1SMcT0012122.2, h1SMcT0012122.3	SBOV2_43670.1, SBOV2_43670.2, SBOV2_43670.3
OG0003350	h1SMcT0007138.1, h1SMcT0007138.2	SBOV2_68840.1
OG0003351	h1SMcT0014012.1, h1SMcT0016603.1, h1SMcT0016603.2	SBOV2_72600.1
OG0003352	h1SMcT0000566.1	SBOV2_79850.1
OG0003353	h1SMcT0009683.1, h1SMcT0009683.2	SBOV2_40120.1
OG0003354	h1SMcT0005376.1, h1SMcT0005376.2	SBOV2_40040.1
OG0003355	h1SMcT0013037.1, h1SMcT0013037.2	SBOV2_68510.1, SBOV2_68510.2
OG0003356	h1SMcT0005184.1, h1SMcT0005197.1, h1SMcT0005196.1, h1SMcT0005196.2, h1SMcT0005192.1, h1SMcT0005190.1, h1SMcT0005193.1, h1SMcT0005193.2, h1SMcT0005193.3, h1SMcT0005193.4, h1SMcT0005193.5	SBOV2_12840.1, SBOV2_12840.2, SBOV2_12840.3
OG0003357	h1SMcT0020833.1, h1SMcT0020833.2	SBOV2_42350.1, SBOV2_42350.2
OG0003358	h1SMcT0010075.1	SBOV2_88190.1
OG0003359	h1SMcT0012986.1, h1SMcT0001325.1, h1SMcT0001325.2, h1SMcT0021033.1, h1SMcT0001741.1, h1SMcT0003850.1, h1SMcT0014535.1	SBOV2_57420.1
OG0003362	h1SMcT0006359.1, h1SMcT0006359.2	SBOV2_74540.1
OG0003363	h1SMcT0005229.1	SBOV2_37700.1, SBOV2_37700.2
OG0003364	h1SMcT0003203.1	SBOV2_84370.1, SBOV2_84370.2
OG0003365	h1SMcT0012756.1	SBOV2_18390.2, SBOV2_18390.1
OG0003366	h1SMcT0007117.1, h1SMcT0007117.2	SBOV2_61210.2, SBOV2_61210.1
OG0003367	h1SMcT0014821.1	SBOV2_47000.1, SBOV2_47000.2, SBOV2_47000.3
OG0003369	h1SMcT0005360.1, h1SMcT0005360.3	SBOV2_64640.1, SBOV2_64640.2
OG0003370	h1SMcT0006611.1	SBOV2_25320.1, SBOV2_25320.2, SBOV2_25320.3
OG0003371	h1SMcT0012774.1, h1SMcT0022925.1, h1SMcT0012774.2	SBOV2_46930.1
OG0003373	h1SMcT0015237.1, h1SMcT0015237.3, h1SMcT0015237.2	SBOV2_15100.1
OG0003374	h1SMcT0020942.1, h1SMcT0020942.2	SBOV2_93920.1
OG0003375	h1SMcT0000378.1	SBOV2_69070.1
OG0003376	h1SMcT0005276.1	SBOV2_47260.1, SBOV2_47260.2, SBOV2_47260.3
OG0003377	h1SMcT0021045.1, h1SMcT0018146.4, h1SMcT0018146.3, h1SMcT0018146.2, h1SMcT0018146.1, h1SMcT0018146.5	SBOV2_80780.1
OG0003379	h1SMcT0021989.1, h1SMcT0021989.2	SBOV2_65180.1
OG0003380	h1SMcT0004933.1	SBOV2_54240.4, SBOV2_54240.9, SBOV2_54240.10, SBOV2_54240.8, SBOV2_54240.6, SBOV2_54240.7, SBOV2_54240.1, SBOV2_54240.2, SBOV2_54240.3, SBOV2_54240.5
OG0003381	h1SMcT0010144.4, h1SMcT0010144.5, h1SMcT0010144.1, h1SMcT0010144.2, h1SMcT0010144.3	SBOV2_50610.1
OG0003383	h1SMcT0000027.1, h1SMcT0000027.2	SBOV2_6180.1, SBOV2_6180.3, SBOV2_6180.5, SBOV2_6180.2, SBOV2_6180.4
OG0003384	h1SMcT0009197.1	SBOV2_42670.2, SBOV2_42670.1
OG0003385	h1SMcT0009645.1, h1SMcT0009645.2, h1SMcT0000617.1, h1SMcT0010238.4, h1SMcT0010238.1, h1SMcT0010238.3, h1SMcT0010238.2	SBOV2_90380.1
OG0003386	h1SMcT0020407.1	SBOV2_21010.1
OG0003387	h1SMcT0017496.1	SBOV2_14920.1, SBOV2_14920.2, SBOV2_14920.3
OG0003388	h1SMcT0015051.1, h1SMcT0015051.2	SBOV2_92840.1, SBOV2_92840.2
OG0003389	h1SMcT0014700.1, h1SMcT0015084.1, h1SMcT0015084.2, h1SMcT0015084.3, h1SMcT0015084.4	SBOV2_45740.1
OG0003391	h1SMcT0014447.1	SBOV2_78260.2, SBOV2_78260.1
OG0003392	h1SMcT0002858.1, h1SMcT0002858.2, h1SMcT0016202.1, h1SMcT0020575.1	SBOV2_49960.1, SBOV2_49960.2
OG0003393	h1SMcT0017391.1	SBOV2_35100.1, SBOV2_35100.2, SBOV2_35100.3
OG0003394	h1SMcT0015532.1, h1SMcT0015535.1	SBOV2_41580.1, SBOV2_41580.4, SBOV2_41580.2, SBOV2_41580.3
OG0003395	h1SMcT0021314.1, h1SMcT0021314.2, h1SMcT0021314.3, h1SMcT0021314.4	SBOV2_55060.1
OG0003396	h1SMcT0008177.1	SBOV2_43350.1
OG0003397	h1SMcT0010339.1, h1SMcT0010339.2	SBOV2_21390.1, SBOV2_21390.2, SBOV2_21390.3
OG0003398	h1SMcT0014560.2, h1SMcT0014560.3	SBOV2_9440.2, SBOV2_9440.1, SBOV2_9440.3
OG0003399	h1SMcT0014926.1	SBOV2_32300.2, SBOV2_32300.1, SBOV2_32300.3, SBOV2_32300.4
OG0003400	h1SMcT0005370.1, h1SMcT0022990.1	SBOV2_72270.1, SBOV2_72270.2
OG0003401	h1SMcT0006528.1, h1SMcT0015433.1, h1SMcT0015433.2	SBOV2_34750.1
OG0003402	h1SMcT0012961.3, h1SMcT0012961.1, h1SMcT0012961.2	SBOV2_20130.1
OG0003404	h1SMcT0012571.1	SBOV2_74140.2, SBOV2_74140.1, SBOV2_74140.3
OG0003405	h1SMcT0010240.1	SBOV2_46970.2, SBOV2_46970.3, SBOV2_46970.1
OG0003406	h1SMcT0012481.1, h1SMcT0012481.3, h1SMcT0002362.1	SBOV2_7080.1, SBOV2_7080.2
OG0003408	h1SMcT0004098.1	SBOV2_25150.1, SBOV2_25150.2, SBOV2_25150.3
OG0003409	h1SMcT0020721.1, h1SMcT0008813.1, h1SMcT0020428.1, h1SMcT0012422.1	SBOV2_16980.1
OG0003411	h1SMcT0004684.4, h1SMcT0004684.2, h1SMcT0004684.3, h1SMcT0004684.5, h1SMcT0004684.1	SBOV2_28420.1
OG0003412	h1SMcT0008025.1	SBOV2_5120.3, SBOV2_5120.2, SBOV2_5120.1, SBOV2_5120.4
OG0003413	h1SMcT0005699.1, h1SMcT0005699.2	SBOV2_2390.1
OG0003414	h1SMcT0012676.1, h1SMcT0012676.2	SBOV2_28250.1, SBOV2_28250.2, SBOV2_28250.3
OG0003415	h1SMcT0010319.1, h1SMcT0010717.1, h1SMcT0016840.1	SBOV2_78720.1
OG0003416	h1SMcT0013340.1, h1SMcT0022050.1	SBOV2_68680.1
OG0003417	h1SMcT0022225.1	SBOV2_55540.4, SBOV2_55540.1, SBOV2_55540.2, SBOV2_55540.3
OG0003418	h1SMcT0003458.1	SBOV2_46520.1
OG0003419	h1SMcT0010543.1, h1SMcT0010543.2, h1SMcT0000936.1, h1SMcT0011301.1	SBOV2_73060.1
OG0003420	h1SMcT0011580.1	SBOV2_30750.1
OG0003421	h1SMcT0009233.2, h1SMcT0012005.1, h1SMcT0012005.2	SBOV2_29900.1, SBOV2_29900.2, SBOV2_29900.3
OG0003422	h1SMcT0016757.2	SBOV2_46290.1
OG0003423	h1SMcT0005067.1, h1SMcT0005067.2	SBOV2_12810.1
OG0003425	h1SMcT0004711.1	SBOV2_84290.1, SBOV2_84290.2, SBOV2_84290.3
OG0003426	h1SMcT0019561.1, h1SMcT0019561.2	SBOV2_63490.1
OG0003427	h1SMcT0000143.1, h1SMcT0000143.2	SBOV2_43840.1
OG0003428	h1SMcT0002326.1, h1SMcT0013759.1	SBOV2_81960.1
OG0003429	h1SMcT0002222.1, h1SMcT0002222.2	SBOV2_76950.1
OG0003430	h1SMcT0020885.1	SBOV2_76070.1, SBOV2_76070.2
OG0003432	h1SMcT0007866.1	SBOV2_69970.1, SBOV2_69970.2, SBOV2_69970.4, SBOV2_69970.3
OG0003433	h1SMcT0022375.2, h1SMcT0022375.1, h1SMcT0022375.3	SBOV2_4810.1
OG0003434	h1SMcT0016003.3, h1SMcT0016003.1, h1SMcT0016003.2	SBOV2_59280.1, SBOV2_59290.1
OG0003435	h1SMcT0010886.1, h1SMcT0016836.2, h1SMcT0016836.1, h1SMcT0016836.3, h1SMcT0016836.4	SBOV2_30720.1
OG0003438	h1SMcT0013807.1, h1SMcT0017019.1, h1SMcT0017019.2	SBOV2_36640.1
OG0003439	h1SMcT0002835.1, h1SMcT0002835.2	SBOV2_21610.1
OG0003440	h1SMcT0019154.1, h1SMcT0019154.2	SBOV2_20860.1, SBOV2_20860.2
OG0003442	h1SMcT0006636.1	SBOV2_71780.1, SBOV2_71780.2
OG0003443	h1SMcT0011199.1, h1SMcT0015552.1	SBOV2_58430.1, SBOV2_58420.1
OG0003446	h1SMcT0008382.3, h1SMcT0008382.4, h1SMcT0008382.1, h1SMcT0008382.2, h1SMcT0008382.5, h1SMcT0012673.1, h1SMcT0012673.2	SBOV2_32640.1, SBOV2_32640.2
OG0003447	h1SMcT0022011.1, h1SMcT0022011.2	SBOV2_5420.1, SBOV2_5420.2
OG0003448	h1SMcT0018150.1	SBOV2_69410.1
OG0003450	h1SMcT0019969.1, h1SMcT0019969.2, h1SMcT0019969.7, h1SMcT0019969.3, h1SMcT0019969.6, h1SMcT0019969.5, h1SMcT0019969.4, h1SMcT0019969.8	SBOV2_65480.1, SBOV2_65470.5
OG0003452	h1SMcT0006193.1, h1SMcT0016158.1	SBOV2_8460.1, SBOV2_8460.2, SBOV2_8460.3, SBOV2_8460.4, SBOV2_8460.5, SBOV2_8460.6, SBOV2_8460.7
OG0003454	h1SMcT0004175.2, h1SMcT0004175.3, h1SMcT0004175.1, h1SMcT0004175.4	SBOV2_33460.1, SBOV2_33460.2, SBOV2_33460.3
OG0003455	h1SMcT0002387.1, h1SMcT0018977.1, h1SMcT0002360.1	SBOV2_61350.1, SBOV2_61350.2, SBOV2_61350.3, SBOV2_61350.4, SBOV2_61350.5
OG0003456	h1SMcT0015030.1, h1SMcT0015030.2	SBOV2_7250.1
OG0003457	h1SMcT0005979.1, h1SMcT0005979.2	SBOV2_29680.1
OG0003459	h1SMcT0019798.1, h1SMcT0019799.1	SBOV2_73000.1, SBOV2_73000.2, SBOV2_73000.3, SBOV2_73000.4, SBOV2_73000.5
OG0003460	h1SMcT0011001.1	SBOV2_43690.1, SBOV2_43690.2, SBOV2_43690.3
