Orthogroup	schistosoma_guineensis	schistosoma_mattheei
OG0003292	SGUI1_85560.2, SGUI1_85560.7, SGUI1_85560.1, SGUI1_85560.3, SGUI1_85560.4, SGUI1_85560.5, SGUI1_85560.6	SMTH1_94460.1, SMTH1_94460.2, SMTH1_94460.3
OG0003293	SGUI1_26940.1, SGUI1_26940.2	SMTH1_30090.1
OG0003294	SGUI1_33330.1	SMTH1_37310.1, SMTH1_37310.2
OG0003295	SGUI1_25670.1	SMTH1_28730.1
OG0003296	SGUI1_54480.2, SGUI1_54480.4, SGUI1_54480.3, SGUI1_54480.1	SMTH1_60430.1
OG0003297	SGUI1_17290.2, SGUI1_17290.1	SMTH1_19590.1
OG0003298	SGUI1_46170.1	SMTH1_51520.4, SMTH1_51520.2, SMTH1_51520.3, SMTH1_51520.1
OG0003299	SGUI1_77570.1	SMTH1_85820.1
OG0003300	SGUI1_12800.1, SGUI1_42900.1	SMTH1_15080.1
OG0003301	SGUI1_44060.1, SGUI1_44060.2, SGUI1_44060.3	SMTH1_49070.1
OG0003302	SGUI1_7630.1	SMTH1_9310.1, SMTH1_9310.2
OG0003303	SGUI1_54570.1, SGUI1_54570.2	SMTH1_60520.1
OG0003304	SGUI1_6740.1	SMTH1_8100.1
OG0003305	SGUI1_74260.1, SGUI1_74260.2	SMTH1_82320.1, SMTH1_82320.2
OG0003306	SGUI1_56550.1	SMTH1_62490.1
OG0003307	SGUI1_25860.1	SMTH1_28920.1
OG0003309	SGUI1_910.1	SMTH1_1070.1
OG0003310	SGUI1_48290.1	SMTH1_53980.3, SMTH1_53980.5, SMTH1_53980.6
OG0003311	SGUI1_90210.1	SMTH1_99660.1, SMTH1_99670.1
OG0003313	SGUI1_54890.1	SMTH1_60840.1, SMTH1_60850.1
OG0003314	SGUI1_27120.1	SMTH1_30300.1, SMTH1_30300.2
OG0003318	SGUI1_25130.1, SGUI1_2850.1, SGUI1_45930.1, SGUI1_21040.1, SGUI1_49040.1, SGUI1_68090.1, SGUI1_2510.1	SMTH1_1260.1, SMTH1_52110.1, SMTH1_11360.1, SMTH1_19900.1
OG0003319	SGUI1_40340.1	SMTH1_45010.1
OG0003319	SGUI1_40330.1	SMTH1_45000.2
OG0003320	SGUI1_56700.1	SMTH1_62620.1
OG0003321	SGUI1_29640.1	SMTH1_33150.1
OG0003322	SGUI1_16420.4, SGUI1_16420.2, SGUI1_16420.1, SGUI1_16420.3	SMTH1_18580.1
OG0003323	SGUI1_22770.1	SMTH1_25800.1
OG0003326	SGUI1_67150.1, SGUI1_67150.2, SGUI1_67150.3	SMTH1_74200.4, SMTH1_74200.1, SMTH1_74200.2, SMTH1_74200.3
OG0003327	SGUI1_77340.1, SGUI1_77340.2, SGUI1_77340.3, SGUI1_77340.4, SGUI1_77340.5	SMTH1_85490.1, SMTH1_85500.1
OG0003328	SGUI1_74720.1, SGUI1_74720.2	SMTH1_82770.1, SMTH1_82770.2
OG0003329	SGUI1_94900.1	SMTH1_104960.1
OG0003330	SGUI1_51810.1, SGUI1_51810.2	SMTH1_57630.1
OG0003331	SGUI1_8990.1	SMTH1_11000.4, SMTH1_11000.1, SMTH1_11000.2, SMTH1_11000.3
OG0003332	SGUI1_31830.1	SMTH1_35580.1
OG0003334	SGUI1_28090.1	SMTH1_31480.1
OG0003335	SGUI1_64570.1	SMTH1_71350.2
OG0003336	SGUI1_62220.1	SMTH1_68680.1
OG0003337	SGUI1_76780.1	SMTH1_84940.1, SMTH1_84940.4, SMTH1_84940.2, SMTH1_84940.3
OG0003338	SGUI1_16380.2	SMTH1_18560.1, SMTH1_18560.2, SMTH1_18560.3
OG0003339	SGUI1_740.4, SGUI1_740.3	SMTH1_880.1
OG0003340	SGUI1_39650.1	SMTH1_44180.4, SMTH1_44180.3, SMTH1_44180.2, SMTH1_44180.1, SMTH1_44180.5
OG0003341	SGUI1_67970.1	SMTH1_75050.1, SMTH1_75050.2, SMTH1_75050.3, SMTH1_75050.4
OG0003342	SGUI1_13080.1	SMTH1_15290.1
OG0003343	SGUI1_51630.1	SMTH1_57440.1
OG0003344	SGUI1_22830.1	SMTH1_25860.1, SMTH1_25870.1
OG0003345	SGUI1_88110.1	SMTH1_97360.1
OG0003347	SGUI1_44400.1	SMTH1_49420.1, SMTH1_49420.2, SMTH1_49420.3, SMTH1_49420.4, SMTH1_49420.5
OG0003348	SGUI1_53720.1, SGUI1_53720.2, SGUI1_53720.3, SGUI1_53720.4	SMTH1_59650.1
OG0003349	SGUI1_40150.1, SGUI1_40150.2, SGUI1_40150.3, SGUI1_40150.4	SMTH1_44830.1
OG0003350	SGUI1_69670.1, SGUI1_69670.2, SGUI1_69670.3, SGUI1_69670.4	SMTH1_76920.1
OG0003351	SGUI1_73700.1	SMTH1_81660.1
OG0003352	SGUI1_82560.1	SMTH1_91230.1
OG0003353	SGUI1_27190.1	SMTH1_30400.1
OG0003354	SGUI1_27260.1, SGUI1_27260.2, SGUI1_27260.3, SGUI1_27260.4	SMTH1_30490.3, SMTH1_30490.1, SMTH1_30490.2, SMTH1_30490.4
OG0003355	SGUI1_69330.1	SMTH1_76630.1
OG0003356	SGUI1_12230.1	SMTH1_14660.1
OG0003357	SGUI1_43150.1, SGUI1_43150.3, SGUI1_43150.2	SMTH1_48090.1
OG0003358	SGUI1_90340.1	SMTH1_99860.1
OG0003359	SGUI1_58280.1	SMTH1_64290.1, SMTH1_64310.1, SMTH1_64300.1
OG0003360	SGUI1_32860.1, SGUI1_32860.2, SGUI1_32860.3	SMTH1_36770.1
OG0003361	SGUI1_19100.3, SGUI1_19100.4, SGUI1_19100.5, SGUI1_19100.1, SGUI1_19100.2	SMTH1_21520.1
OG0003362	SGUI1_75880.1, SGUI1_75880.2	SMTH1_83860.1, SMTH1_83860.2, SMTH1_83860.3
OG0003363	SGUI1_96800.1, SGUI1_96800.2, SGUI1_96800.3, SGUI1_96800.4	SMTH1_33140.1
OG0003364	SGUI1_85520.1	SMTH1_94430.1
OG0003365	SGUI1_18590.1	SMTH1_20910.1, SMTH1_20910.2
OG0003366	SGUI1_62040.1, SGUI1_62040.2	SMTH1_68530.1, SMTH1_68530.2, SMTH1_68530.3, SMTH1_68530.4
OG0003367	SGUI1_47640.1, SGUI1_47570.17	SMTH1_53150.1
OG0003368	SGUI1_37760.1	SMTH1_41870.2, SMTH1_41870.1, SMTH1_41870.3
OG0003369	SGUI1_65500.3, SGUI1_65500.1, SGUI1_65500.2	SMTH1_72400.1
OG0003370	SGUI1_25520.1	SMTH1_28590.1, SMTH1_28590.2, SMTH1_28590.3
OG0003371	SGUI1_47580.1	SMTH1_53070.1
OG0003372	SGUI1_94560.2, SGUI1_94560.3, SGUI1_94560.1	SMTH1_104580.1
OG0003373	SGUI1_15150.1, SGUI1_15150.3, SGUI1_15150.2	SMTH1_17240.1, SMTH1_17240.2
OG0003374	SGUI1_95270.1, SGUI1_95270.2	SMTH1_105370.1, SMTH1_105380.1
OG0003375	SGUI1_69960.1	SMTH1_77240.1, SMTH1_77250.1
OG0003376	SGUI1_47900.1, SGUI1_47900.2, SGUI1_47900.3	SMTH1_53460.1
OG0003377	SGUI1_81650.1	SMTH1_90180.1
OG0003378	SGUI1_83670.1	SMTH1_92300.1
OG0003380	SGUI1_51430.1	SMTH1_57230.1
OG0003381	SGUI1_55200.1	SMTH1_61150.1
OG0003382	SGUI1_70440.1	SMTH1_77710.1
OG0003383	SGUI1_5930.1	SMTH1_7140.1, SMTH1_7140.2, SMTH1_7140.3, SMTH1_7140.4, SMTH1_7140.5
OG0003384	SGUI1_43420.2, SGUI1_43420.1, SGUI1_43420.3	SMTH1_48410.2, SMTH1_48410.1
OG0003385	SGUI1_91750.1	SMTH1_101390.1, SMTH1_101390.2
OG0003386	SGUI1_21320.1, SGUI1_21320.2, SGUI1_21320.3	SMTH1_24020.1, SMTH1_24020.2, SMTH1_24020.3
OG0003387	SGUI1_14990.1, SGUI1_14990.2, SGUI1_14990.3	SMTH1_17010.1
OG0003388	SGUI1_94230.1	SMTH1_104210.1
OG0003389	SGUI1_46390.1	SMTH1_51790.1, SMTH1_51790.2
OG0003390	SGUI1_34480.1	SMTH1_38480.1, SMTH1_38480.2, SMTH1_38480.3
OG0003391	SGUI1_79660.1	SMTH1_88110.1
OG0003392	SGUI1_55900.1	SMTH1_61580.1
OG0003393	SGUI1_32320.1	SMTH1_36150.1, SMTH1_36150.2
OG0003394	SGUI1_42420.1, SGUI1_42420.3, SGUI1_42420.2	SMTH1_47250.1
OG0003395	SGUI1_56010.1	SMTH1_61980.1, SMTH1_61980.2, SMTH1_61980.3, SMTH1_61980.4
OG0003396	SGUI1_43830.1	SMTH1_48830.1, SMTH1_48830.2
OG0003397	SGUI1_21590.1	SMTH1_24320.1
OG0003399	SGUI1_35220.1, SGUI1_35220.3, SGUI1_35220.2	SMTH1_39060.1
OG0003400	SGUI1_73340.1, SGUI1_73340.2	SMTH1_81300.1
OG0003402	SGUI1_20050.1	SMTH1_22870.2, SMTH1_22870.4, SMTH1_22870.3, SMTH1_22870.1
OG0003403	SGUI1_50520.1, SGUI1_50520.2	SMTH1_56280.1
OG0003404	SGUI1_75440.1	SMTH1_83470.1, SMTH1_83470.2
OG0003405	SGUI1_47600.1	SMTH1_53100.3, SMTH1_53100.1, SMTH1_53100.4, SMTH1_53100.2
OG0003407	SGUI1_85310.1	SMTH1_94170.1
OG0003408	SGUI1_25350.1, SGUI1_25350.2	SMTH1_28370.1
OG0003409	SGUI1_17100.1	SMTH1_19370.1, SMTH1_19380.1
OG0003409	SGUI1_97060.1	SMTH1_25130.1, SMTH1_25160.1
OG0003410	SGUI1_69690.1, SGUI1_69690.2	SMTH1_76940.1
OG0003411	SGUI1_39290.1	SMTH1_43760.1
OG0003412	SGUI1_4820.1	SMTH1_5880.1
OG0003414	SGUI1_39470.3, SGUI1_39470.2, SGUI1_39470.1	SMTH1_43990.1
OG0003415	SGUI1_80110.1	SMTH1_88610.1
OG0003416	SGUI1_69490.1	SMTH1_76760.1
OG0003416	SGUI1_69490.1	SMTH1_76760.2
OG0003416	SGUI1_69490.2	SMTH1_76760.1
OG0003416	SGUI1_69490.2	SMTH1_76760.2
OG0003417	SGUI1_56520.1	SMTH1_62460.1, SMTH1_62460.2, SMTH1_62460.3
OG0003418	SGUI1_47120.1	SMTH1_52590.1, SMTH1_52590.2, SMTH1_52590.3, SMTH1_52590.4, SMTH1_52590.5, SMTH1_52590.6
OG0003419	SGUI1_74220.1, SGUI1_74220.2, SGUI1_74220.3	SMTH1_82270.1
OG0003420	SGUI1_36810.3, SGUI1_36810.1, SGUI1_36810.2	SMTH1_40820.1
OG0003421	SGUI1_37670.2, SGUI1_37670.3, SGUI1_37670.1, SGUI1_37670.4	SMTH1_41780.1
OG0003422	SGUI1_46890.1	SMTH1_52330.1
OG0003423	SGUI1_12200.1, SGUI1_12200.2	SMTH1_14620.1
OG0003424	SGUI1_87010.1	SMTH1_96050.1, SMTH1_96040.1, SMTH1_96060.1
OG0003425	SGUI1_85440.1	SMTH1_94340.1
OG0003426	SGUI1_64440.5, SGUI1_64440.3, SGUI1_64440.2, SGUI1_64440.1, SGUI1_64440.4	SMTH1_71200.2, SMTH1_71200.1, SMTH1_71200.3
OG0003427	SGUI1_44580.3, SGUI1_44580.1, SGUI1_44580.2	SMTH1_49630.1, SMTH1_49620.1, SMTH1_49640.1
OG0003428	SGUI1_83330.1, SGUI1_83330.2	SMTH1_91930.1
OG0003429	SGUI1_78340.2, SGUI1_78340.1	SMTH1_86630.1
OG0003430	SGUI1_77470.1, SGUI1_77470.2, SGUI1_77470.3	SMTH1_85690.1, SMTH1_85690.2
OG0003431	SGUI1_20430.1	SMTH1_22370.1
OG0003432	SGUI1_70930.2	SMTH1_78380.1
OG0003433	SGUI1_4570.1	SMTH1_5500.3, SMTH1_5500.1, SMTH1_5500.2, SMTH1_5500.4, SMTH1_5500.5
OG0003434	SGUI1_60170.1	SMTH1_66370.1, SMTH1_66370.2
OG0003435	SGUI1_36840.1	SMTH1_40860.1, SMTH1_40860.2
OG0003436	SGUI1_50540.1, SGUI1_50540.2	SMTH1_56300.1, SMTH1_56300.2
OG0003437	SGUI1_73020.1	SMTH1_80950.1, SMTH1_80950.2, SMTH1_80950.3, SMTH1_80950.4
OG0003438	SGUI1_30760.1	SMTH1_34400.1
OG0003439	SGUI1_21800.1, SGUI1_21800.3, SGUI1_21800.2	SMTH1_24570.1, SMTH1_24570.2
OG0003440	SGUI1_19350.1	SMTH1_23680.1
OG0003441	SGUI1_26670.1	SMTH1_29780.1, SMTH1_29780.2
OG0003442	SGUI1_72850.1, SGUI1_72850.2	SMTH1_80710.1
OG0003443	SGUI1_59240.1	SMTH1_65400.1
OG0003443	SGUI1_59230.1	SMTH1_65390.1
OG0003445	SGUI1_44820.1	SMTH1_49880.3, SMTH1_49880.1, SMTH1_49880.2
OG0003446	SGUI1_34870.1	SMTH1_38900.2
OG0003447	SGUI1_5100.1, SGUI1_5100.2	SMTH1_6220.1
OG0003448	SGUI1_70310.1, SGUI1_70310.2	SMTH1_77560.1, SMTH1_77560.4, SMTH1_77560.3, SMTH1_77560.5, SMTH1_77560.2
OG0003449	SGUI1_70320.1	SMTH1_77580.2, SMTH1_77580.3, SMTH1_77580.4, SMTH1_77580.5, SMTH1_77580.6, SMTH1_77580.1
OG0003450	SGUI1_66310.1	SMTH1_73240.1
OG0003451	SGUI1_85730.1	SMTH1_94670.1, SMTH1_94670.2, SMTH1_94670.3, SMTH1_94670.6, SMTH1_94670.4, SMTH1_94670.5
OG0003452	SGUI1_8000.1	SMTH1_9750.1
OG0003453	SGUI1_43400.3, SGUI1_43400.1, SGUI1_43400.2	SMTH1_48390.1
OG0003454	SGUI1_34000.1	SMTH1_37980.1, SMTH1_37980.2
OG0003455	SGUI1_62190.1	SMTH1_68670.1
OG0003456	SGUI1_7610.1, SGUI1_7610.3, SGUI1_7610.2, SGUI1_7610.4	SMTH1_9290.1
OG0003457	SGUI1_37890.1	SMTH1_42010.1
OG0003458	SGUI1_39030.1	SMTH1_43540.1, SMTH1_43550.1
OG0003459	SGUI1_74140.1, SGUI1_74140.2	SMTH1_82160.1
OG0003460	SGUI1_44430.1	SMTH1_49440.1
OG0003461	SGUI1_84730.1	SMTH1_93420.1
OG0003462	SGUI1_39550.1, SGUI1_39550.2, SGUI1_39550.3, SGUI1_39550.4	SMTH1_44060.1
OG0003463	SGUI1_85380.1, SGUI1_85380.2	SMTH1_94250.1
OG0003464	SGUI1_81910.1, SGUI1_81910.2, SGUI1_81910.3	SMTH1_90510.1
OG0003465	SGUI1_63330.1	SMTH1_70000.1
OG0003466	SGUI1_9220.1	SMTH1_11210.1, SMTH1_11220.1
OG0003467	SGUI1_77580.1	SMTH1_85830.1, SMTH1_85830.2
OG0003468	SGUI1_68820.1	SMTH1_76060.3, SMTH1_76060.1, SMTH1_76060.2
OG0003469	SGUI1_50700.1	SMTH1_56510.1
OG0003470	SGUI1_52350.1	SMTH1_58180.1
OG0003471	SGUI1_45880.1, SGUI1_45880.2	SMTH1_51260.1, SMTH1_51260.2, SMTH1_51260.3
OG0003472	SGUI1_8260.1	SMTH1_10140.3, SMTH1_10140.1, SMTH1_10140.2, SMTH1_10140.4
OG0003473	SGUI1_78290.1, SGUI1_78290.2	SMTH1_86590.1, SMTH1_86590.2
OG0003474	SGUI1_56960.1	SMTH1_62910.1
OG0003475	SGUI1_24180.2	SMTH1_27160.1
OG0003476	SGUI1_42790.1, SGUI1_42790.2, SGUI1_86060.1, SGUI1_86040.1	SMTH1_47650.1
OG0003478	SGUI1_5990.1	SMTH1_7220.1, SMTH1_7210.1
OG0003479	SGUI1_27710.1, SGUI1_27710.2	SMTH1_31050.1, SMTH1_31050.2, SMTH1_31050.3
OG0003480	SGUI1_68100.1, SGUI1_68100.2	SMTH1_75160.1, SMTH1_75160.2, SMTH1_75160.3, SMTH1_75160.4
OG0003481	SGUI1_62030.1, SGUI1_62030.2, SGUI1_62030.3	SMTH1_68520.1, SMTH1_68520.2, SMTH1_68520.3
OG0003482	SGUI1_88020.1, SGUI1_88020.2	SMTH1_97220.1, SMTH1_97220.2
OG0003483	SGUI1_30160.1, SGUI1_30160.2, SGUI1_30160.3	SMTH1_33680.1, SMTH1_33680.2
OG0003484	SGUI1_4210.1	SMTH1_4960.1
OG0003485	SGUI1_83920.1	SMTH1_92630.1, SMTH1_92630.2
OG0003486	SGUI1_41350.1	SMTH1_46060.1
OG0003487	SGUI1_51760.1	SMTH1_57580.1
OG0003488	SGUI1_10660.3	SMTH1_12930.2
OG0003488	SGUI1_10660.1, SGUI1_10660.2	SMTH1_12930.1
OG0003489	SGUI1_77180.2, SGUI1_77180.3, SGUI1_77180.1	SMTH1_85340.1, SMTH1_85340.2, SMTH1_85340.3
OG0003490	SGUI1_8170.1	SMTH1_10020.1, SMTH1_10020.2
OG0003491	SGUI1_33840.1, SGUI1_33840.2	SMTH1_37810.1
OG0003492	SGUI1_61420.1	SMTH1_67790.1
OG0003493	SGUI1_92100.1, SGUI1_92100.2	SMTH1_101790.1, SMTH1_101800.1
OG0003494	SGUI1_97210.1	SMTH1_103330.2
OG0003494	SGUI1_97210.1	SMTH1_103330.3
OG0003494	SGUI1_97210.1	SMTH1_103330.4
OG0003494	SGUI1_97210.1	SMTH1_103330.5
OG0003495	SGUI1_4080.1	SMTH1_4750.1
OG0003496	SGUI1_30110.1	SMTH1_33630.1
OG0003497	SGUI1_55620.1	SMTH1_107720.1, SMTH1_107720.2
OG0003498	SGUI1_70550.1	SMTH1_77850.1
OG0003499	SGUI1_62540.1	SMTH1_69030.1, SMTH1_69030.2, SMTH1_69030.3
OG0003500	SGUI1_63760.1, SGUI1_63760.2	SMTH1_70440.1, SMTH1_70440.2, SMTH1_70440.3, SMTH1_70440.4
OG0003501	SGUI1_77870.2, SGUI1_77870.3, SGUI1_77870.1	SMTH1_86140.1
OG0003502	SGUI1_88100.1	SMTH1_107140.1
OG0003503	SGUI1_5420.1	SMTH1_6580.1
OG0003504	SGUI1_38820.1	SMTH1_43220.1, SMTH1_43220.2, SMTH1_43220.3
OG0003505	SGUI1_51300.1, SGUI1_51300.2	SMTH1_57110.1
OG0003506	SGUI1_1080.1	SMTH1_1270.1
OG0003507	SGUI1_4090.1, SGUI1_4090.2	SMTH1_4760.1, SMTH1_4760.2
OG0003508	SGUI1_65200.1	SMTH1_72040.3, SMTH1_72040.4
OG0003509	SGUI1_43960.1	SMTH1_48980.1
OG0003510	SGUI1_1060.1	SMTH1_1240.1, SMTH1_1240.2
OG0003511	SGUI1_65110.1	SMTH1_71910.1
OG0003512	SGUI1_83230.2, SGUI1_83230.1	SMTH1_91820.1
OG0003513	SGUI1_76170.1	SMTH1_84190.1
OG0003514	SGUI1_28600.1	SMTH1_32100.1
OG0003515	SGUI1_94280.1, SGUI1_94280.2, SGUI1_94280.3	SMTH1_104250.1
OG0003516	SGUI1_51050.1	SMTH1_56880.1
OG0003517	SGUI1_95810.1, SGUI1_95810.2	SMTH1_105970.1
OG0003518	SGUI1_87020.1, SGUI1_87020.2, SGUI1_87020.3	SMTH1_96070.1
OG0003519	SGUI1_37590.1	SMTH1_41690.1
OG0003520	SGUI1_58240.1	SMTH1_64250.1
OG0003521	SGUI1_10880.1	SMTH1_13170.1, SMTH1_13170.2
OG0003522	SGUI1_80650.1, SGUI1_80650.2, SGUI1_80650.3, SGUI1_80650.4	SMTH1_89180.1
OG0003523	SGUI1_54930.1	SMTH1_60890.1
OG0003524	SGUI1_62470.1	SMTH1_68950.1, SMTH1_68950.2
OG0003525	SGUI1_3330.1	SMTH1_3940.1
OG0003526	SGUI1_29820.1	SMTH1_33300.1
OG0003527	SGUI1_80120.1	SMTH1_88630.1
OG0003528	SGUI1_660.1, SGUI1_660.2	SMTH1_720.1
OG0003529	SGUI1_42190.3, SGUI1_42190.2	SMTH1_46990.3
OG0003530	SGUI1_66690.1, SGUI1_66690.2, SGUI1_66690.3	SMTH1_73680.1
OG0003531	SGUI1_9840.1, SGUI1_9840.2, SGUI1_9840.3	SMTH1_11960.1
OG0003532	SGUI1_7660.1, SGUI1_7660.2	SMTH1_9340.1
OG0003533	SGUI1_48340.1	SMTH1_54040.1
OG0003534	SGUI1_87780.1	SMTH1_96940.1
OG0003535	SGUI1_96560.1	SMTH1_106720.1
OG0003536	SGUI1_61470.1	SMTH1_67850.1
OG0003537	SGUI1_59710.1	SMTH1_65810.3, SMTH1_65810.4, SMTH1_65810.1, SMTH1_65810.2
OG0003538	SGUI1_21830.2, SGUI1_21830.4, SGUI1_21830.1, SGUI1_21830.3	SMTH1_24610.1
OG0003539	SGUI1_77490.5, SGUI1_77490.2, SGUI1_77490.3, SGUI1_77490.6, SGUI1_77490.1, SGUI1_77490.4	SMTH1_85710.2, SMTH1_85710.1, SMTH1_85710.3, SMTH1_85710.4, SMTH1_85710.5
OG0003540	SGUI1_13880.1	SMTH1_4990.1
OG0003541	SGUI1_86510.1, SGUI1_86500.1	SMTH1_95520.2, SMTH1_95520.4, SMTH1_95520.5, SMTH1_95520.6, SMTH1_95520.1, SMTH1_95520.3, SMTH1_95520.7
OG0003542	SGUI1_64530.1, SGUI1_64530.2, SGUI1_64530.3, SGUI1_64530.4	SMTH1_71300.1
OG0003543	SGUI1_49650.7, SGUI1_49650.8, SGUI1_49650.4, SGUI1_49650.3, SGUI1_49650.5, SGUI1_49650.6, SGUI1_49650.1, SGUI1_49650.2	SMTH1_55470.1, SMTH1_55470.2, SMTH1_55470.3
OG0003544	SGUI1_48600.1, SGUI1_48600.2	SMTH1_54290.1, SMTH1_54290.2, SMTH1_54290.3, SMTH1_54290.4, SMTH1_54290.5
OG0003545	SGUI1_19130.1	SMTH1_21550.1
OG0003547	SGUI1_7120.1	SMTH1_8670.1
OG0003548	SGUI1_22170.1	SMTH1_24910.1
OG0003549	SGUI1_88450.1	SMTH1_97700.1
OG0003549	SGUI1_88450.1	SMTH1_97700.2
OG0003549	SGUI1_88450.2	SMTH1_97700.1
OG0003549	SGUI1_88450.2	SMTH1_97700.2
OG0003550	SGUI1_37390.1, SGUI1_37390.2	SMTH1_41170.1, SMTH1_41170.2
OG0003551	SGUI1_64810.3, SGUI1_64810.1	SMTH1_71600.1, SMTH1_71600.2
OG0003551	SGUI1_64810.2	SMTH1_71600.3, SMTH1_71600.4
OG0003552	SGUI1_58330.1, SGUI1_58330.2	SMTH1_64340.1
OG0003553	SGUI1_9120.1, SGUI1_9130.1	SMTH1_11140.1
OG0003554	SGUI1_69550.2, SGUI1_69550.3, SGUI1_69550.4, SGUI1_69550.5, SGUI1_69550.6, SGUI1_69550.1	SMTH1_76820.1, SMTH1_76820.2, SMTH1_76820.3
OG0003555	SGUI1_76970.1	SMTH1_85160.1, SMTH1_85160.3, SMTH1_85160.2, SMTH1_85160.4
OG0003556	SGUI1_61400.1	SMTH1_67770.1
OG0003557	SGUI1_46590.1, SGUI1_46590.2, SGUI1_46590.3, SGUI1_46590.4	SMTH1_52030.1
OG0003558	SGUI1_58680.2, SGUI1_58680.1	SMTH1_64800.2, SMTH1_64800.1, SMTH1_64800.3
OG0003559	SGUI1_81390.1, SGUI1_81390.2, SGUI1_81390.3, SGUI1_81390.4	SMTH1_89880.1
OG0003562	SGUI1_64510.1	SMTH1_71290.1
OG0003562	SGUI1_64500.1	SMTH1_71280.1
OG0003562	SGUI1_64490.1	SMTH1_71260.1, SMTH1_71270.1
OG0003563	SGUI1_86190.1, SGUI1_86200.1, SGUI1_86330.1	SMTH1_95260.1
OG0003564	SGUI1_31320.1	SMTH1_35040.1
OG0003565	SGUI1_26750.1, SGUI1_26750.2	SMTH1_29890.8
OG0003566	SGUI1_4900.1, SGUI1_4900.4, SGUI1_4900.2, SGUI1_4900.3	SMTH1_5970.1
OG0003567	SGUI1_11210.1	SMTH1_13550.1, SMTH1_13550.2, SMTH1_13550.4
OG0003568	SGUI1_2690.1	SMTH1_48010.1, SMTH1_107230.8, SMTH1_107230.1, SMTH1_107230.10, SMTH1_107230.2, SMTH1_107230.3, SMTH1_107230.4, SMTH1_107230.9, SMTH1_107230.11, SMTH1_107230.6, SMTH1_107230.5, SMTH1_107230.12, SMTH1_107230.7
OG0003569	SGUI1_6110.1	SMTH1_7350.1
OG0003570	SGUI1_55170.1, SGUI1_59400.1, SGUI1_93730.1, SGUI1_93730.2, SGUI1_93730.3, SGUI1_93730.4, SGUI1_93740.1, SGUI1_36490.1, SGUI1_48840.1, SGUI1_55610.1, SGUI1_49440.1, SGUI1_49440.2, SGUI1_49440.3, SGUI1_49440.4, SGUI1_49440.5	SMTH1_33640.1, SMTH1_33640.2, SMTH1_36660.1
OG0003571	SGUI1_3470.1	SMTH1_4030.1
OG0003572	SGUI1_67820.4, SGUI1_67820.3, SGUI1_67820.1, SGUI1_67820.2	SMTH1_74840.1, SMTH1_74860.1, SMTH1_74860.2, SMTH1_74860.3
OG0003577	SGUI1_44480.1	SMTH1_49520.1
OG0003579	SGUI1_36510.1	SMTH1_40510.1
OG0003580	SGUI1_15510.2, SGUI1_15510.3, SGUI1_15510.1	SMTH1_17630.1
OG0003581	SGUI1_41230.1	SMTH1_45950.1, SMTH1_45940.1
OG0003582	SGUI1_57660.1	SMTH1_63580.1
OG0003583	SGUI1_2830.1	SMTH1_3470.1
OG0003584	SGUI1_62060.1	SMTH1_68550.1
OG0003584	SGUI1_62060.2	SMTH1_68550.3, SMTH1_68550.2, SMTH1_68550.4
OG0003585	SGUI1_84420.1	SMTH1_93090.1, SMTH1_93090.2
OG0003586	SGUI1_45010.2	SMTH1_50100.1, SMTH1_50100.2
OG0003587	SGUI1_10120.1	SMTH1_12320.1
OG0003589	SGUI1_71510.1	SMTH1_79130.1, SMTH1_79130.3, SMTH1_79130.2, SMTH1_79130.4
OG0003590	SGUI1_5970.1	SMTH1_7190.1
OG0003591	SGUI1_59610.1	SMTH1_65730.1, SMTH1_65730.2
OG0003592	SGUI1_73850.3, SGUI1_73860.1	SMTH1_81810.1
OG0003593	SGUI1_33170.1	SMTH1_37150.2, SMTH1_37150.1
OG0003594	SGUI1_15190.1	SMTH1_17280.1
OG0003595	SGUI1_85810.1	SMTH1_94780.1
OG0003596	SGUI1_52960.6, SGUI1_52960.2, SGUI1_52960.4, SGUI1_52960.1, SGUI1_52960.5, SGUI1_52960.3	SMTH1_58860.1
OG0003597	SGUI1_73410.3, SGUI1_73410.1, SGUI1_73410.2, SGUI1_73410.4	SMTH1_81380.1
OG0003598	SGUI1_36150.1	SMTH1_40180.1
OG0003600	SGUI1_4890.1	SMTH1_5960.1
OG0003601	SGUI1_27290.1	SMTH1_30520.1, SMTH1_30520.2
OG0003602	SGUI1_65130.1, SGUI1_65130.2, SGUI1_65130.4, SGUI1_65130.3	SMTH1_71940.1, SMTH1_70590.1, SMTH1_71930.1
OG0003603	SGUI1_71430.1	SMTH1_79020.1
OG0003604	SGUI1_990.1	SMTH1_1160.1
OG0003605	SGUI1_16090.1, SGUI1_16090.2	SMTH1_18300.1
OG0003606	SGUI1_34050.1	SMTH1_38040.1
OG0003607	SGUI1_14780.1	SMTH1_16760.1
OG0003608	SGUI1_36090.1, SGUI1_36090.2	SMTH1_40090.1
OG0003609	SGUI1_24260.2, SGUI1_24260.1	SMTH1_27240.1
OG0003610	SGUI1_88830.1	SMTH1_98130.1
OG0003611	SGUI1_54330.1	SMTH1_60260.1, SMTH1_60260.2, SMTH1_60260.3
OG0003612	SGUI1_59730.1	SMTH1_65830.1, SMTH1_65840.1
OG0003613	SGUI1_68620.1	SMTH1_75850.1
OG0003614	SGUI1_59540.1	SMTH1_65650.1
OG0003615	SGUI1_38780.2	SMTH1_43160.2
