Orthogroup	schistosoma_guineensis	fasciola_gigantica
OG0003684	SGUI1_29500.1	FGIG_05125
OG0003685	SGUI1_38060.1, SGUI1_38060.2, SGUI1_38060.3, SGUI1_38060.4	FGIG_05168
OG0003686	SGUI1_91410.1, SGUI1_91410.2	FGIG_05189, FGIG_05190, FGIG_05191
OG0003687	SGUI1_87730.1	FGIG_05219
OG0003688	SGUI1_82610.1, SGUI1_82610.2, SGUI1_82610.3, SGUI1_82610.4	FGIG_05228
OG0003689	SGUI1_62950.1, SGUI1_62950.2, SGUI1_62950.3	FGIG_05234
OG0003690	SGUI1_55310.3, SGUI1_55310.1, SGUI1_55310.2	FGIG_09787, FGIG_05256
OG0003691	SGUI1_96330.1, SGUI1_96330.2	FGIG_05257
OG0003692	SGUI1_38150.1	FGIG_05307
OG0003693	SGUI1_53340.1	FGIG_05359
OG0003694	SGUI1_23590.1, SGUI1_23590.2, SGUI1_23590.3	FGIG_05400
OG0003695	SGUI1_65190.1, SGUI1_65190.2	FGIG_05402
OG0003696	SGUI1_70150.1	FGIG_05430
OG0003697	SGUI1_1490.1	FGIG_05465
OG0003698	SGUI1_32640.1	FGIG_05470, FGIG_05471
OG0003699	SGUI1_32170.1, SGUI1_32170.2	FGIG_05504, FGIG_12553
OG0003700	SGUI1_46220.2, SGUI1_46220.3, SGUI1_46220.1	FGIG_05526
OG0003701	SGUI1_82180.1	FGIG_05891
OG0003702	SGUI1_19380.1	FGIG_05910
OG0003703	SGUI1_11260.1, SGUI1_11260.2	FGIG_05933
OG0003704	SGUI1_33230.1, SGUI1_33230.2	FGIG_13994, FGIG_05964
OG0003705	SGUI1_34230.1	FGIG_06163
OG0003706	SGUI1_91640.1	FGIG_06271, FGIG_06272
OG0003707	SGUI1_4610.1	FGIG_06450
OG0003708	SGUI1_61820.1	FGIG_06479
OG0003709	SGUI1_2210.1, SGUI1_2210.2	FGIG_06505
OG0003710	SGUI1_33290.1	FGIG_06612
OG0003711	SGUI1_67520.1	FGIG_06613
OG0003712	SGUI1_17360.1	FGIG_06656
OG0003713	SGUI1_87670.1, SGUI1_87670.2	FGIG_06713
OG0003714	SGUI1_89370.1, SGUI1_89380.1	FGIG_12067, FGIG_12236, FGIG_06747
OG0003715	SGUI1_25390.1	FGIG_06756, FGIG_10384
OG0003716	SGUI1_93500.1	FGIG_11776, FGIG_06886
OG0003717	SGUI1_73180.1	FGIG_06980
OG0003718	SGUI1_78070.1	FGIG_07002
OG0003719	SGUI1_50130.1	FGIG_07036, FGIG_07037
OG0003720	SGUI1_60330.1, SGUI1_60330.2, SGUI1_60330.3	FGIG_07079
OG0003721	SGUI1_92330.1, SGUI1_92330.2, SGUI1_92330.3	FGIG_07108
OG0003722	SGUI1_92290.1, SGUI1_92300.1	FGIG_07109
OG0003723	SGUI1_93180.1	FGIG_07238
OG0003724	SGUI1_19160.1, SGUI1_19160.2	FGIG_07419
OG0003725	SGUI1_5270.1	FGIG_07513
OG0003726	SGUI1_54610.1, SGUI1_54610.5, SGUI1_54610.2, SGUI1_54610.3, SGUI1_54610.4	FGIG_07524
OG0003727	SGUI1_28670.1	FGIG_07563
OG0003728	SGUI1_20580.1	FGIG_07579
OG0003729	SGUI1_8460.1, SGUI1_8460.2, SGUI1_8460.3	FGIG_07608
OG0003730	SGUI1_49850.2, SGUI1_49850.1	FGIG_07635
OG0003731	SGUI1_83300.1	FGIG_07729, FGIG_07730
OG0003732	SGUI1_81730.1, SGUI1_81730.2	FGIG_07745
OG0003733	SGUI1_6830.1, SGUI1_6830.2	FGIG_07762
OG0003734	SGUI1_3700.1	FGIG_07828
OG0003736	SGUI1_69520.1	FGIG_07989
OG0003738	SGUI1_43780.1, SGUI1_43780.2	FGIG_08015
OG0003739	SGUI1_49800.2, SGUI1_49800.1	FGIG_08064
OG0003740	SGUI1_26710.1, SGUI1_26710.2	FGIG_08197
OG0003741	SGUI1_53610.1	FGIG_08295
OG0003742	SGUI1_59810.1, SGUI1_59810.2, SGUI1_59820.1	FGIG_08386, FGIG_08385
OG0003743	SGUI1_64370.1	FGIG_08425
OG0003744	SGUI1_31150.1	FGIG_08433
OG0003745	SGUI1_30620.1	FGIG_08508
OG0003746	SGUI1_3580.1, SGUI1_3580.2, SGUI1_3580.6, SGUI1_3580.3, SGUI1_3580.4, SGUI1_3580.5	FGIG_08595
OG0003747	SGUI1_24470.1	FGIG_08676
OG0003748	SGUI1_3430.1	FGIG_08786
OG0003749	SGUI1_21160.1, SGUI1_21160.2	FGIG_08829
OG0003750	SGUI1_80030.1, SGUI1_80030.2, SGUI1_69860.1	FGIG_08843
OG0003751	SGUI1_85910.1	FGIG_08862
OG0003752	SGUI1_34220.1, SGUI1_34220.2	FGIG_08988
OG0003753	SGUI1_21340.1	FGIG_09668, FGIG_09667, FGIG_09036
OG0003754	SGUI1_82530.1	FGIG_09038
OG0003755	SGUI1_2390.1, SGUI1_2390.2	FGIG_09116
OG0003756	SGUI1_91300.1	FGIG_09217
OG0003757	SGUI1_41440.1	FGIG_09254
OG0003758	SGUI1_32630.3, SGUI1_32630.4, SGUI1_32630.5, SGUI1_32630.1, SGUI1_32630.2	FGIG_09269
OG0003759	SGUI1_68690.1	FGIG_09414
OG0003760	SGUI1_41670.1	FGIG_09472
OG0003761	SGUI1_49910.1, SGUI1_49910.2, SGUI1_49910.3	FGIG_09526
OG0003762	SGUI1_88790.1	FGIG_09568
OG0003763	SGUI1_41340.1	FGIG_09747, FGIG_09748
OG0003764	SGUI1_38980.1	FGIG_09791
OG0003765	SGUI1_11030.1	FGIG_09850
OG0003766	SGUI1_46560.2, SGUI1_46560.1	FGIG_09880
OG0003767	SGUI1_60560.1	FGIG_09908
OG0003768	SGUI1_1810.1	FGIG_10005
OG0003770	SGUI1_70870.2, SGUI1_70870.3, SGUI1_70870.1	FGIG_10119
OG0003771	SGUI1_6360.1, SGUI1_6360.2	FGIG_10154
OG0003772	SGUI1_48150.1	FGIG_10200
OG0003773	SGUI1_88670.1	FGIG_10332
OG0003774	SGUI1_72580.1	FGIG_10366
OG0003775	SGUI1_71220.1, SGUI1_71220.2, SGUI1_71220.3	FGIG_10369
OG0003776	SGUI1_7220.1	FGIG_10526
OG0003777	SGUI1_58580.1, SGUI1_58580.2, SGUI1_58580.3	FGIG_10553
OG0003778	SGUI1_93170.1	FGIG_12691, FGIG_10658
OG0003779	SGUI1_12950.1, SGUI1_13040.1	FGIG_10699
OG0003780	SGUI1_66990.1	FGIG_10805
OG0003781	SGUI1_26040.1, SGUI1_26040.2, SGUI1_26040.3, SGUI1_26040.4	FGIG_10878
OG0003782	SGUI1_50430.1, SGUI1_50430.2	FGIG_10921
OG0003783	SGUI1_46020.1	FGIG_11054, FGIG_10954
OG0003784	SGUI1_46160.1	FGIG_10994
OG0003785	SGUI1_44840.1	FGIG_11010
OG0003786	SGUI1_64060.1	FGIG_11016
OG0003787	SGUI1_19760.1	FGIG_11020
OG0003788	SGUI1_71730.1	FGIG_11181
OG0003789	SGUI1_7470.1	FGIG_11186
OG0003790	SGUI1_29540.2, SGUI1_29540.3, SGUI1_29540.1	FGIG_11213
OG0003791	SGUI1_46320.1, SGUI1_46320.2, SGUI1_46320.3	FGIG_11283
OG0003792	SGUI1_55880.1	FGIG_11350
OG0003793	SGUI1_46510.1	FGIG_11585, FGIG_11402
OG0003794	SGUI1_85940.1, SGUI1_85940.2, SGUI1_85940.3	FGIG_11510
OG0003795	SGUI1_310.1	FGIG_11651
OG0003796	SGUI1_65920.1, SGUI1_65920.2, SGUI1_65920.3, SGUI1_65920.4	FGIG_11667, FGIG_11668
OG0003798	SGUI1_14800.1	FGIG_11711
OG0003799	SGUI1_81550.1, SGUI1_81550.2	FGIG_12062, FGIG_11795
OG0003800	SGUI1_22920.1, SGUI1_22920.2	FGIG_11956
OG0003801	SGUI1_53310.1, SGUI1_53310.2, SGUI1_53310.4, SGUI1_53310.3	FGIG_12180
OG0003827	SGUI1_29680.1	FGIG_00616, FGIG_00003
OG0003828	SGUI1_37490.1	FGIG_00011
OG0003829	SGUI1_6670.1	FGIG_00056
OG0003830	SGUI1_10470.1, SGUI1_10470.2	FGIG_00070, FGIG_00074
OG0003831	SGUI1_95950.1	FGIG_00079
OG0003832	SGUI1_95890.2, SGUI1_95890.1, SGUI1_95890.3, SGUI1_95890.4	FGIG_00158, FGIG_07024, FGIG_07023
OG0003833	SGUI1_44940.1	FGIG_00179
OG0003834	SGUI1_2960.1, SGUI1_2960.2, SGUI1_2960.3	FGIG_00232
OG0003835	SGUI1_15470.1	FGIG_00269
OG0003836	SGUI1_29650.1	FGIG_00287
OG0003837	SGUI1_40160.1	FGIG_00306, FGIG_00307
OG0003838	SGUI1_13530.1	FGIG_00326
OG0003839	SGUI1_10970.4, SGUI1_10970.1, SGUI1_10970.2, SGUI1_10970.3	FGIG_00336
OG0003840	SGUI1_41310.1	FGIG_00353
OG0003841	SGUI1_38120.1, SGUI1_38120.2, SGUI1_38120.3	FGIG_00378
OG0003842	SGUI1_30030.1	FGIG_00385, FGIG_05108
OG0003843	SGUI1_7680.1	FGIG_00393, FGIG_08414
OG0003844	SGUI1_32740.1	FGIG_00400
OG0003845	SGUI1_92340.1, SGUI1_92340.2	FGIG_11306, FGIG_00428
OG0003846	SGUI1_4430.1	FGIG_00437, FGIG_01677
OG0003847	SGUI1_62050.1, SGUI1_62050.2	FGIG_00468
OG0003848	SGUI1_85890.1	FGIG_00519
OG0003849	SGUI1_20980.1, SGUI1_20980.2, SGUI1_20980.3	FGIG_00572
OG0003850	SGUI1_29230.1, SGUI1_29230.2	FGIG_00595
OG0003851	SGUI1_63230.1	FGIG_00629
OG0003852	SGUI1_93830.1, SGUI1_93830.2, SGUI1_93830.3	FGIG_00732
OG0003853	SGUI1_96570.1	FGIG_00757, FGIG_10745, FGIG_00758
OG0003854	SGUI1_66940.1, SGUI1_66940.3, SGUI1_66940.2	FGIG_00780
OG0003855	SGUI1_40780.1	FGIG_00798
OG0003856	SGUI1_85610.1, SGUI1_85610.2, SGUI1_85610.3, SGUI1_85610.4	FGIG_06116, FGIG_08750, FGIG_08749
OG0003857	SGUI1_38470.1, SGUI1_38470.2	FGIG_00916
OG0003858	SGUI1_32210.1	FGIG_00980
OG0003859	SGUI1_63650.3, SGUI1_63650.1, SGUI1_63650.2	FGIG_00987
OG0003860	SGUI1_38940.1	FGIG_01015
OG0003861	SGUI1_37580.1	FGIG_01052
OG0003862	SGUI1_28470.1	FGIG_01086
OG0003863	SGUI1_22390.1	FGIG_01209
OG0003864	SGUI1_76410.1, SGUI1_76410.2	FGIG_01322
OG0003865	SGUI1_93950.1	FGIG_01481
OG0003866	SGUI1_40350.1	FGIG_01504
OG0003867	SGUI1_47280.1	FGIG_01563
OG0003868	SGUI1_61480.1	FGIG_01607
OG0003869	SGUI1_41660.3, SGUI1_41660.4, SGUI1_41660.1, SGUI1_41660.2, SGUI1_41660.5	FGIG_01647
OG0003870	SGUI1_93720.1, SGUI1_93720.2	FGIG_01685
OG0003871	SGUI1_30350.1	FGIG_01706
OG0003872	SGUI1_56790.1	FGIG_01778
OG0003873	SGUI1_82590.1, SGUI1_82590.2	FGIG_11719, FGIG_01823
OG0003874	SGUI1_43530.1	FGIG_01842
OG0003875	SGUI1_22930.1	FGIG_01914
OG0003876	SGUI1_39510.1, SGUI1_39510.2	FGIG_02374, FGIG_01932
OG0003877	SGUI1_62660.2, SGUI1_62660.1, SGUI1_62660.3	FGIG_11477, FGIG_01966
OG0003878	SGUI1_62670.1	FGIG_01968, FGIG_01967
OG0003879	SGUI1_81030.2, SGUI1_81030.1	FGIG_01984
OG0003880	SGUI1_91160.1	FGIG_01989
OG0003881	SGUI1_61280.1, SGUI1_61280.2, SGUI1_61280.3	FGIG_01997
OG0003882	SGUI1_93940.3, SGUI1_93940.1, SGUI1_93940.2	FGIG_02010
OG0003883	SGUI1_61190.1	FGIG_02048
OG0003884	SGUI1_23990.1	FGIG_02121
OG0003885	SGUI1_87080.1, SGUI1_87080.2	FGIG_02125
OG0003886	SGUI1_38140.1	FGIG_02170
OG0003887	SGUI1_88740.1	FGIG_02184, FGIG_02185
OG0003888	SGUI1_90930.2, SGUI1_90930.1	FGIG_02242
OG0003889	SGUI1_76060.1	FGIG_02322
OG0003890	SGUI1_19920.1	FGIG_02376
OG0003891	SGUI1_13690.1, SGUI1_13700.1	FGIG_02407
OG0003892	SGUI1_88650.1, SGUI1_88650.2	FGIG_02423
OG0003893	SGUI1_6090.1	FGIG_02565
OG0003894	SGUI1_10830.1	FGIG_02591
OG0003895	SGUI1_52540.1	FGIG_02599
OG0003896	SGUI1_53030.1	FGIG_02846
OG0003897	SGUI1_29020.1	FGIG_02852
OG0003898	SGUI1_8420.1	FGIG_02857
OG0003899	SGUI1_52560.1	FGIG_02890
OG0003900	SGUI1_69040.1	FGIG_02900, FGIG_02902, FGIG_02901
OG0003901	SGUI1_69030.1	FGIG_02903
OG0003902	SGUI1_88320.1, SGUI1_88320.3, SGUI1_88320.2, SGUI1_88320.4	FGIG_02959, FGIG_11065
OG0003903	SGUI1_68890.1	FGIG_03135
OG0003904	SGUI1_68270.1	FGIG_03352
OG0003905	SGUI1_94840.1	FGIG_03393
OG0003907	SGUI1_420.1, SGUI1_420.2	FGIG_03506
OG0003908	SGUI1_21970.1	FGIG_03591
OG0003909	SGUI1_36000.1, SGUI1_36000.2	FGIG_03609
OG0003910	SGUI1_56460.1	FGIG_03621
OG0003911	SGUI1_40940.1	FGIG_03669
OG0003912	SGUI1_79890.1	FGIG_03688
OG0003913	SGUI1_30590.1	FGIG_10929, FGIG_03851, FGIG_03850
OG0003914	SGUI1_69890.1	FGIG_03927
OG0003915	SGUI1_69900.1	FGIG_03928
OG0003916	SGUI1_84180.1	FGIG_03943
OG0003917	SGUI1_14130.1	FGIG_04060
OG0003918	SGUI1_49890.1, SGUI1_49890.2	FGIG_09816, FGIG_04079, FGIG_09815
OG0003919	SGUI1_33940.1	FGIG_04137
OG0003920	SGUI1_16370.1, SGUI1_16370.2, SGUI1_16370.3	FGIG_04156, FGIG_04155
OG0003921	SGUI1_70350.1, SGUI1_70350.2	FGIG_04189
OG0003922	SGUI1_68190.1	FGIG_04203
OG0003923	SGUI1_24410.1	FGIG_04324
OG0003924	SGUI1_56400.1, SGUI1_56400.2	FGIG_04356
OG0003925	SGUI1_52790.1	FGIG_04385
OG0003926	SGUI1_25150.1	FGIG_04518
OG0003927	SGUI1_69100.1	FGIG_10656, FGIG_04526
OG0003928	SGUI1_40910.1	FGIG_04587
OG0003929	SGUI1_45530.1, SGUI1_45530.2, SGUI1_45530.3, SGUI1_45530.4	FGIG_04599
OG0003930	SGUI1_80810.1, SGUI1_80810.2, SGUI1_80810.3	FGIG_04625
OG0003931	SGUI1_52880.1, SGUI1_52880.2, SGUI1_52880.3, SGUI1_52880.5, SGUI1_52880.4, SGUI1_52880.6	FGIG_04718
OG0003932	SGUI1_14420.1	FGIG_04730
OG0003933	SGUI1_44960.1	FGIG_12602, FGIG_11811, FGIG_11810, FGIG_04746
OG0003934	SGUI1_440.1, SGUI1_440.2, SGUI1_440.3	FGIG_04768
OG0003935	SGUI1_14080.1	FGIG_04806
OG0003936	SGUI1_6290.1	FGIG_04828, FGIG_11562
OG0003937	SGUI1_47710.1	FGIG_04877
OG0003938	SGUI1_73270.1	FGIG_04978
OG0003939	SGUI1_85030.1	FGIG_12288, FGIG_04990
OG0003940	SGUI1_12000.4, SGUI1_12000.3, SGUI1_12000.1, SGUI1_12000.2	FGIG_05014
OG0003941	SGUI1_4160.1, SGUI1_4170.1	FGIG_05050
OG0003942	SGUI1_45810.3, SGUI1_45810.1, SGUI1_45810.2	FGIG_05081
OG0003943	SGUI1_46370.1	FGIG_05084
OG0003944	SGUI1_46360.3, SGUI1_46360.2, SGUI1_46360.1	FGIG_05085
OG0003945	SGUI1_88000.2, SGUI1_88000.1, SGUI1_88000.3	FGIG_05090
OG0003946	SGUI1_24480.1, SGUI1_24480.2	FGIG_05104
OG0003947	SGUI1_40580.1	FGIG_05121, FGIG_10420
OG0003948	SGUI1_57050.1, SGUI1_57050.2, SGUI1_57080.1	FGIG_05177
OG0003949	SGUI1_54400.1	FGIG_06624, FGIG_07754, FGIG_05200
OG0003950	SGUI1_6160.1, SGUI1_6160.2, SGUI1_6160.4, SGUI1_6160.3	FGIG_05215
OG0003951	SGUI1_48640.1, SGUI1_48630.1	FGIG_05363
OG0003952	SGUI1_90610.1, SGUI1_90610.2	FGIG_10477, FGIG_05428
OG0003953	SGUI1_82570.1, SGUI1_82570.2, SGUI1_82570.3	FGIG_05452
OG0003954	SGUI1_61550.1	FGIG_05509
OG0003955	SGUI1_49760.1, SGUI1_49760.2	FGIG_05559, FGIG_05558
OG0003956	SGUI1_63200.1	FGIG_05637
OG0003957	SGUI1_34660.1	FGIG_05699
OG0003958	SGUI1_25620.1	FGIG_05787
OG0003959	SGUI1_10930.1, SGUI1_10930.2	FGIG_05793
OG0003960	SGUI1_51710.1	FGIG_05953
OG0003961	SGUI1_71850.1	FGIG_05986
OG0003962	SGUI1_30130.1	FGIG_05997, FGIG_05998
OG0003963	SGUI1_18820.2, SGUI1_18820.1, SGUI1_18820.3	FGIG_06024
OG0003964	SGUI1_17180.1	FGIG_06245
OG0003965	SGUI1_27180.1	FGIG_06274
OG0003966	SGUI1_7620.1	FGIG_06306
OG0003967	SGUI1_42380.1, SGUI1_42380.2	FGIG_06720, FGIG_06336, FGIG_06719
OG0003968	SGUI1_3300.1	FGIG_06386
OG0003969	SGUI1_84480.1	FGIG_06572, FGIG_06460
OG0003970	SGUI1_92700.1	FGIG_06593
OG0003971	SGUI1_63350.1	FGIG_06692
OG0003972	SGUI1_31000.1	FGIG_06758
OG0003973	SGUI1_96490.5, SGUI1_96490.6, SGUI1_96490.1, SGUI1_96490.2, SGUI1_96490.3, SGUI1_96490.4	FGIG_06783
OG0003974	SGUI1_53920.1	FGIG_06804
OG0003975	SGUI1_38870.1	FGIG_11767, FGIG_06881
OG0003976	SGUI1_24970.1	FGIG_06895
OG0003977	SGUI1_53690.1	FGIG_06932
OG0003978	SGUI1_48380.1	FGIG_06985
OG0003979	SGUI1_13660.1	FGIG_06991
OG0003980	SGUI1_93100.1	FGIG_07039
OG0003981	SGUI1_22990.2, SGUI1_22990.1	FGIG_07062
OG0003982	SGUI1_66230.1	FGIG_07101
OG0003983	SGUI1_61300.1	FGIG_07261
OG0003984	SGUI1_8820.1	FGIG_07263
OG0003985	SGUI1_65900.1	FGIG_07357
OG0003986	SGUI1_66380.1, SGUI1_66380.2, SGUI1_66380.3	FGIG_07377
OG0003987	SGUI1_7370.1	FGIG_07392
OG0003988	SGUI1_37690.1, SGUI1_37690.2, SGUI1_37690.3, SGUI1_37690.4, SGUI1_37690.5	FGIG_07398
OG0003989	SGUI1_58930.1	FGIG_07404
OG0003990	SGUI1_49110.1	FGIG_07461
OG0003991	SGUI1_14590.1, SGUI1_14590.3, SGUI1_14590.2	FGIG_07491
OG0003992	SGUI1_31130.1	FGIG_07502
OG0003994	SGUI1_41000.1	FGIG_07556
OG0003995	SGUI1_88460.1	FGIG_07617
OG0003996	SGUI1_54370.1	FGIG_07671
OG0003997	SGUI1_17460.1, SGUI1_17460.2	FGIG_07690
OG0003998	SGUI1_14270.1	FGIG_07697
OG0003999	SGUI1_22010.1	FGIG_07704
OG0004000	SGUI1_65100.2, SGUI1_65100.1	FGIG_07722
OG0004001	SGUI1_46670.1	FGIG_07728
OG0004002	SGUI1_76630.1	FGIG_07771
OG0004003	SGUI1_32790.1	FGIG_07799
OG0004004	SGUI1_70470.1	FGIG_07804
OG0004005	SGUI1_38010.1	FGIG_07885
OG0004006	SGUI1_32590.1	FGIG_07897, FGIG_07898
OG0004007	SGUI1_71690.1	FGIG_07927, FGIG_09279, FGIG_10211
OG0004008	SGUI1_25320.1, SGUI1_25320.2, SGUI1_25320.3	FGIG_07946
OG0004009	SGUI1_95720.1	FGIG_07965
OG0004010	SGUI1_22540.1	FGIG_07974
OG0004011	SGUI1_77770.1, SGUI1_77770.2, SGUI1_77770.3	FGIG_07994, FGIG_07995
OG0004012	SGUI1_53800.1, SGUI1_53790.1	FGIG_08070
OG0004013	SGUI1_66060.1	FGIG_08116
OG0004014	SGUI1_85370.1	FGIG_08121
OG0004015	SGUI1_94710.1	FGIG_08192
OG0004016	SGUI1_1420.1	FGIG_08264
OG0004018	SGUI1_87070.1	FGIG_08463
OG0004019	SGUI1_87700.1	FGIG_08505
OG0004021	SGUI1_89560.1	FGIG_08665
OG0004022	SGUI1_89050.1, SGUI1_89050.2	FGIG_08670
OG0004023	SGUI1_60630.1, SGUI1_60630.2, SGUI1_60630.3	FGIG_08753
OG0004024	SGUI1_1210.1, SGUI1_1210.2	FGIG_08887
OG0004025	SGUI1_21350.1	FGIG_09037, FGIG_11992
OG0004026	SGUI1_38580.3, SGUI1_38580.4, SGUI1_38580.1, SGUI1_38580.2	FGIG_09070
OG0004027	SGUI1_77140.1, SGUI1_77130.1	FGIG_09071
OG0004028	SGUI1_40980.1, SGUI1_40980.2, SGUI1_40980.3	FGIG_09129
OG0004029	SGUI1_70280.1	FGIG_09133, FGIG_12175
OG0004030	SGUI1_18250.1	FGIG_09443
OG0004031	SGUI1_32240.1, SGUI1_32240.2	FGIG_09448
OG0004032	SGUI1_14010.1	FGIG_09479
OG0004033	SGUI1_40280.1, SGUI1_40280.2	FGIG_09501
OG0004034	SGUI1_92160.1	FGIG_09615
OG0004035	SGUI1_89320.1	FGIG_09825
OG0004036	SGUI1_38050.1	FGIG_09982
OG0004037	SGUI1_830.1	FGIG_10078
OG0004038	SGUI1_48260.1	FGIG_10194
OG0004039	SGUI1_70630.1, SGUI1_70630.2	FGIG_10267
OG0004040	SGUI1_53480.1	FGIG_10324
OG0004041	SGUI1_41520.1	FGIG_10368
OG0004042	SGUI1_66900.1, SGUI1_66900.2, SGUI1_66900.3	FGIG_10476
OG0004043	SGUI1_7830.1	FGIG_10610
OG0004044	SGUI1_22590.1, SGUI1_22590.2	FGIG_10622
OG0004045	SGUI1_370.1	FGIG_10730
OG0004047	SGUI1_42680.1, SGUI1_42680.2	FGIG_11077
OG0004048	SGUI1_60700.1	FGIG_11145
OG0004049	SGUI1_94980.1	FGIG_11149
OG0004050	SGUI1_78360.1, SGUI1_78360.2, SGUI1_78360.3, SGUI1_78360.4	FGIG_11225
OG0004051	SGUI1_63940.1	FGIG_11332
OG0004052	SGUI1_58700.2, SGUI1_58700.1, SGUI1_58700.3	FGIG_11480
OG0004053	SGUI1_89430.1	FGIG_11613, FGIG_11614
OG0004054	SGUI1_71790.1	FGIG_11634
OG0004055	SGUI1_10640.1	FGIG_11635
OG0004056	SGUI1_48190.1, SGUI1_48190.3, SGUI1_48190.2	FGIG_11734
OG0004057	SGUI1_49580.1	FGIG_11968
OG0004058	SGUI1_74630.1	FGIG_12090
OG0004059	SGUI1_60610.1	FGIG_12168
OG0004060	SGUI1_3390.1	FGIG_12205
OG0004061	SGUI1_88370.1, SGUI1_88370.3, SGUI1_88370.2	FGIG_12490
OG0004062	SGUI1_88360.1, SGUI1_88360.2, SGUI1_88360.3	FGIG_12491, FGIG_12533
OG0004063	SGUI1_530.1, SGUI1_530.2	FGIG_12493
OG0004089	SGUI1_17870.1, SGUI1_17870.2	FGIG_00094
OG0004090	SGUI1_90040.1	FGIG_08089, FGIG_00099
OG0004091	SGUI1_70260.1	FGIG_00123
OG0004092	SGUI1_19000.1	FGIG_08687, FGIG_00129, FGIG_12170
OG0004093	SGUI1_78950.1, SGUI1_78950.2, SGUI1_78950.3	FGIG_00137
OG0004094	SGUI1_43370.1	FGIG_00144
OG0004095	SGUI1_17040.1	FGIG_00204
OG0004097	SGUI1_60730.2, SGUI1_60730.1	FGIG_00266
OG0004098	SGUI1_47940.1, SGUI1_47940.2, SGUI1_47940.3	FGIG_00314
OG0004099	SGUI1_1700.1, SGUI1_1700.2, SGUI1_1660.1, SGUI1_1660.2	FGIG_00331
OG0004100	SGUI1_25700.1, SGUI1_25700.2	FGIG_00340
OG0004101	SGUI1_41570.1, SGUI1_41570.2, SGUI1_41570.5, SGUI1_41570.3, SGUI1_41570.4	FGIG_00513
OG0004102	SGUI1_85880.1	FGIG_00520
OG0004103	SGUI1_38450.2, SGUI1_38450.1	FGIG_00555
OG0004104	SGUI1_36480.1	FGIG_00613
OG0004105	SGUI1_26640.1	FGIG_00670
OG0004106	SGUI1_94770.1, SGUI1_94770.2	FGIG_09168, FGIG_00711, FGIG_01195
OG0004107	SGUI1_15830.1	FGIG_00744, FGIG_12302
OG0004108	SGUI1_42020.1, SGUI1_42020.2, SGUI1_42020.3	FGIG_00763
OG0004109	SGUI1_37600.1	FGIG_00805
OG0004110	SGUI1_76480.1	FGIG_00863
OG0004111	SGUI1_77390.1, SGUI1_77390.2	FGIG_00928
OG0004112	SGUI1_16920.1	FGIG_00949
OG0004113	SGUI1_22610.1	FGIG_01059, FGIG_01060
OG0004114	SGUI1_52930.1, SGUI1_52930.2	FGIG_01067, FGIG_12023
OG0004115	SGUI1_36170.1, SGUI1_36170.2	FGIG_01091
OG0004116	SGUI1_85200.1	FGIG_01116
OG0004117	SGUI1_4000.1, SGUI1_4000.2	FGIG_01169
OG0004118	SGUI1_42620.1	FGIG_01299
OG0004119	SGUI1_25260.1, SGUI1_25260.2	FGIG_01355
OG0004120	SGUI1_33080.4, SGUI1_33080.1, SGUI1_33080.2, SGUI1_33080.3	FGIG_01382
OG0004121	SGUI1_52380.1	FGIG_01428
OG0004122	SGUI1_26240.5, SGUI1_26240.2, SGUI1_26240.4, SGUI1_26240.1, SGUI1_26240.3	FGIG_01583
OG0004123	SGUI1_15700.1	FGIG_01590, FGIG_10678, FGIG_01591
OG0004124	SGUI1_28640.1	FGIG_01689
OG0004125	SGUI1_77400.1, SGUI1_77400.2, SGUI1_77400.3, SGUI1_77400.4	FGIG_01692
OG0004126	SGUI1_77670.1	FGIG_01739
OG0004127	SGUI1_26530.1	FGIG_01761
OG0004128	SGUI1_16660.1	FGIG_01774, FGIG_01773
OG0004129	SGUI1_47630.2, SGUI1_47630.1, SGUI1_47630.3	FGIG_01779
OG0004130	SGUI1_71640.1	FGIG_01825
OG0004131	SGUI1_21410.1	FGIG_01828
OG0004132	SGUI1_86430.1	FGIG_01871
OG0004133	SGUI1_22090.1	FGIG_01927
OG0004134	SGUI1_15720.1	FGIG_01944
OG0004136	SGUI1_58220.1	FGIG_02135
OG0004137	SGUI1_30240.1	FGIG_02159, FGIG_02158
OG0004138	SGUI1_47990.1	FGIG_02223
OG0004139	SGUI1_30410.1	FGIG_02232
OG0004140	SGUI1_47910.1	FGIG_02357
OG0004141	SGUI1_18300.1, SGUI1_18300.2	FGIG_02377
OG0004142	SGUI1_81660.1, SGUI1_81660.2	FGIG_02442
OG0004143	SGUI1_9530.1	FGIG_02449
OG0004144	SGUI1_65060.1	FGIG_02479
OG0004145	SGUI1_62800.1	FGIG_02490, FGIG_08599
OG0004146	SGUI1_30520.1, SGUI1_30520.2	FGIG_02517, FGIG_02518
OG0004147	SGUI1_56480.4, SGUI1_56480.3, SGUI1_56480.1, SGUI1_56480.2, SGUI1_56480.5	FGIG_02529
OG0004148	SGUI1_14440.1	FGIG_02560
OG0004149	SGUI1_2720.1	FGIG_07360, FGIG_02689
OG0004150	SGUI1_16940.5, SGUI1_16940.3, SGUI1_16940.4	FGIG_02848
OG0004153	SGUI1_22270.1	FGIG_03054
OG0004154	SGUI1_6880.1, SGUI1_6880.2	FGIG_03061
OG0004155	SGUI1_48680.1	FGIG_03067
OG0004156	SGUI1_57730.1	FGIG_03076
OG0004157	SGUI1_20410.1	FGIG_03081
