Orthogroup	schistosoma_guineensis	trichobilharzia_regenti
OG0003719	SGUI1_50130.1	TREG1_69790.1
OG0003720	SGUI1_60330.1, SGUI1_60330.2, SGUI1_60330.3	TREG1_88280.1, TREG1_88280.2, TREG1_88280.3, TREG1_88280.4
OG0003721	SGUI1_92330.1, SGUI1_92330.2, SGUI1_92330.3	TREG1_128280.1
OG0003722	SGUI1_92290.1, SGUI1_92300.1	TREG1_128290.1
OG0003723	SGUI1_93180.1	TREG1_132220.1, TREG1_132220.3, TREG1_132220.2
OG0003724	SGUI1_19160.1, SGUI1_19160.2	TREG1_15060.1, TREG1_15060.2, TREG1_15060.4, TREG1_15060.5, TREG1_15060.6, TREG1_15060.7, TREG1_15060.8, TREG1_15060.3
OG0003725	SGUI1_5270.1	TREG1_18500.5, TREG1_18500.1, TREG1_18500.2, TREG1_18500.3, TREG1_18500.4
OG0003726	SGUI1_54610.1, SGUI1_54610.5, SGUI1_54610.2, SGUI1_54610.3, SGUI1_54610.4	TREG1_71220.1, TREG1_71220.2
OG0003727	SGUI1_28670.1	TREG1_47260.1, TREG1_47260.2
OG0003728	SGUI1_20580.1	TREG1_22170.1
OG0003729	SGUI1_8460.1, SGUI1_8460.2, SGUI1_8460.3	TREG1_11630.10, TREG1_11630.9, TREG1_11630.11, TREG1_11630.2, TREG1_11630.3, TREG1_11630.4, TREG1_11630.5, TREG1_11630.7, TREG1_11630.6, TREG1_11630.1, TREG1_11630.8
OG0003730	SGUI1_49850.2, SGUI1_49850.1	TREG1_66070.1, TREG1_66070.2
OG0003731	SGUI1_83300.1	TREG1_115010.1
OG0003732	SGUI1_81730.1, SGUI1_81730.2	TREG1_111990.1, TREG1_111990.2
OG0003733	SGUI1_6830.1, SGUI1_6830.2	TREG1_26280.1
OG0003734	SGUI1_3700.1	TREG1_4870.1, TREG1_4870.2, TREG1_4870.3, TREG1_4870.4, TREG1_4870.5, TREG1_4870.6
OG0003736	SGUI1_69520.1	TREG1_94340.1
OG0003738	SGUI1_43780.1, SGUI1_43780.2	TREG1_34480.1
OG0003739	SGUI1_49800.2, SGUI1_49800.1	TREG1_66030.1
OG0003740	SGUI1_26710.1, SGUI1_26710.2	TREG1_33550.1
OG0003741	SGUI1_53610.1	TREG1_73780.10, TREG1_73780.1, TREG1_73780.2, TREG1_73780.7, TREG1_73780.8, TREG1_73780.9, TREG1_73780.6, TREG1_73780.3, TREG1_73780.4, TREG1_73780.5
OG0003742	SGUI1_59810.1, SGUI1_59810.2, SGUI1_59820.1	TREG1_83430.3, TREG1_83430.2, TREG1_83430.4, TREG1_83430.1, TREG1_83440.1
OG0003743	SGUI1_64370.1	TREG1_86330.1, TREG1_86330.2
OG0003744	SGUI1_31150.1	TREG1_51170.1
OG0003745	SGUI1_30620.1	TREG1_45270.1
OG0003747	SGUI1_24470.1	TREG1_54490.1
OG0003748	SGUI1_3430.1	TREG1_6450.1, TREG1_6460.1, TREG1_6460.3, TREG1_6460.5, TREG1_6460.2, TREG1_6460.4, TREG1_6460.6
OG0003749	SGUI1_21160.1, SGUI1_21160.2	TREG1_24260.3, TREG1_24260.1, TREG1_24260.2, TREG1_24260.4
OG0003750	SGUI1_80030.1, SGUI1_80030.2, SGUI1_69860.1	TREG1_108800.1
OG0003751	SGUI1_85910.1	TREG1_116930.1, TREG1_116930.3, TREG1_116930.2
OG0003752	SGUI1_34220.1, SGUI1_34220.2	TREG1_50730.1, TREG1_50730.4, TREG1_50730.5, TREG1_50730.2, TREG1_50730.3
OG0003753	SGUI1_21340.1	TREG1_26600.1, TREG1_26600.2, TREG1_26600.3, TREG1_26600.4, TREG1_26600.5
OG0003754	SGUI1_82530.1	TREG1_112520.1
OG0003755	SGUI1_2390.1, SGUI1_2390.2	TREG1_108940.4, TREG1_108940.1, TREG1_108940.2, TREG1_108940.3
OG0003756	SGUI1_91300.1	TREG1_17910.1
OG0003757	SGUI1_41440.1	TREG1_33830.1
OG0003758	SGUI1_32630.3, SGUI1_32630.4, SGUI1_32630.5, SGUI1_32630.1, SGUI1_32630.2	TREG1_55450.1
OG0003759	SGUI1_68690.1	TREG1_90510.1
OG0003760	SGUI1_41670.1	TREG1_36970.1
OG0003761	SGUI1_49910.1, SGUI1_49910.2, SGUI1_49910.3	TREG1_65810.1, TREG1_65810.2, TREG1_65810.3, TREG1_65810.5, TREG1_65810.4
OG0003762	SGUI1_88790.1	TREG1_122420.1
OG0003763	SGUI1_41340.1	TREG1_57530.1
OG0003764	SGUI1_38980.1	TREG1_58310.4, TREG1_58310.1, TREG1_58310.3, TREG1_58320.1, TREG1_58310.2, TREG1_58310.5
OG0003765	SGUI1_11030.1	TREG1_15970.1
OG0003766	SGUI1_46560.2, SGUI1_46560.1	TREG1_61310.1, TREG1_61300.1
OG0003767	SGUI1_60560.1	TREG1_79540.1, TREG1_79540.2
OG0003768	SGUI1_1810.1	TREG1_143260.1, TREG1_1540.1, TREG1_1550.1
OG0003769	SGUI1_24770.1	TREG1_35040.1, TREG1_35040.2
OG0003770	SGUI1_70870.2, SGUI1_70870.3, SGUI1_70870.1	TREG1_99690.3, TREG1_99690.2, TREG1_99690.4, TREG1_99690.1, TREG1_99690.5, TREG1_23650.1
OG0003771	SGUI1_6360.1, SGUI1_6360.2	TREG1_4090.2, TREG1_4090.4, TREG1_4090.1, TREG1_4090.3
OG0003772	SGUI1_48150.1	TREG1_66430.1
OG0003773	SGUI1_88670.1	TREG1_124150.1
OG0003774	SGUI1_72580.1	TREG1_101650.1, TREG1_101650.2
OG0003775	SGUI1_71220.1, SGUI1_71220.2, SGUI1_71220.3	TREG1_95420.1
OG0003776	SGUI1_7220.1	TREG1_19440.1
OG0003777	SGUI1_58580.1, SGUI1_58580.2, SGUI1_58580.3	TREG1_78860.1
OG0003778	SGUI1_93170.1	TREG1_132240.1, TREG1_132230.1, TREG1_139430.1
OG0003779	SGUI1_12950.1, SGUI1_13040.1	TREG1_17900.1, TREG1_17900.2, TREG1_17900.4, TREG1_17900.3
OG0003780	SGUI1_66990.1	TREG1_89620.1
OG0003781	SGUI1_26040.1, SGUI1_26040.2, SGUI1_26040.3, SGUI1_26040.4	TREG1_39140.2, TREG1_39140.1, TREG1_39140.3
OG0003782	SGUI1_50430.1, SGUI1_50430.2	TREG1_67990.4, TREG1_67990.1, TREG1_67990.2, TREG1_67990.3
OG0003783	SGUI1_46020.1	TREG1_62420.1
OG0003784	SGUI1_46160.1	TREG1_63090.1
OG0003785	SGUI1_44840.1	TREG1_31110.1
OG0003786	SGUI1_64060.1	TREG1_85620.1, TREG1_85620.2
OG0003787	SGUI1_19760.1	TREG1_25280.1, TREG1_25280.2, TREG1_25280.3, TREG1_25280.4
OG0003788	SGUI1_71730.1	TREG1_101760.1
OG0003789	SGUI1_7470.1	TREG1_14110.1, TREG1_14110.2, TREG1_103480.2, TREG1_103480.1, TREG1_103480.3, TREG1_103480.4
OG0003790	SGUI1_29540.2, SGUI1_29540.3, SGUI1_29540.1	TREG1_46770.1
OG0003791	SGUI1_46320.1, SGUI1_46320.2, SGUI1_46320.3	TREG1_62230.1
OG0003792	SGUI1_55880.1	TREG1_119040.1, TREG1_119050.1, TREG1_73620.1, TREG1_73620.2, TREG1_73360.1
OG0003793	SGUI1_46510.1	TREG1_61990.9, TREG1_61990.11, TREG1_61990.10, TREG1_62020.2, TREG1_62020.1, TREG1_62040.1, TREG1_62040.2
OG0003794	SGUI1_85940.1, SGUI1_85940.2, SGUI1_85940.3	TREG1_118310.1, TREG1_118310.2, TREG1_118310.3, TREG1_118310.4
OG0003795	SGUI1_310.1	TREG1_12250.1
OG0003796	SGUI1_65920.1, SGUI1_65920.2, SGUI1_65920.3, SGUI1_65920.4	TREG1_88020.1
OG0003798	SGUI1_14800.1	TREG1_21020.1
OG0003799	SGUI1_81550.1, SGUI1_81550.2	TREG1_113650.1
OG0003800	SGUI1_22920.1, SGUI1_22920.2	TREG1_32680.1
OG0003801	SGUI1_53310.1, SGUI1_53310.2, SGUI1_53310.4, SGUI1_53310.3	TREG1_75490.1, TREG1_75490.2, TREG1_75490.3, TREG1_75500.1
OG0003802	SGUI1_78820.1, SGUI1_78820.2, SGUI1_78820.3	TREG1_104200.1, TREG1_104200.2, TREG1_104200.3, TREG1_104200.4
OG0003803	SGUI1_9290.1, SGUI1_9290.2, SGUI1_9290.3	TREG1_2330.1
OG0003805	SGUI1_1000.1	TREG1_14240.1, TREG1_14240.2, TREG1_14240.3, TREG1_14240.4, TREG1_14240.5
OG0003806	SGUI1_7340.1	TREG1_3360.13, TREG1_3360.15, TREG1_3360.16, TREG1_3360.12, TREG1_3460.1, TREG1_3360.14
OG0003807	SGUI1_36890.1	TREG1_52900.3, TREG1_52900.1, TREG1_52900.2
OG0003808	SGUI1_79970.1	TREG1_101250.1
OG0003809	SGUI1_71130.1, SGUI1_71140.1, SGUI1_71140.3, SGUI1_71140.2	TREG1_95160.3, TREG1_95160.4, TREG1_95160.1, TREG1_95160.2
OG0003810	SGUI1_29870.1, SGUI1_29870.2	TREG1_49290.1, TREG1_49290.2, TREG1_49290.3
OG0003811	SGUI1_26660.1, SGUI1_26660.2, SGUI1_26660.3, SGUI1_26660.4	TREG1_33640.1
OG0003812	SGUI1_24670.1, SGUI1_24670.4, SGUI1_24670.2, SGUI1_24670.3	TREG1_54730.1
OG0003814	SGUI1_82740.1, SGUI1_82740.2	TREG1_111010.1, TREG1_111010.2
OG0003815	SGUI1_89570.1	TREG1_124390.1, TREG1_124390.2, TREG1_124390.3
OG0003816	SGUI1_60040.1	TREG1_79920.1
OG0003817	SGUI1_60620.1, SGUI1_60620.2, SGUI1_60620.3, SGUI1_60620.4	TREG1_18870.1, TREG1_18890.1, TREG1_18880.1, TREG1_81120.1
OG0003820	SGUI1_41280.1, SGUI1_41290.1	TREG1_57490.1
OG0003822	SGUI1_93800.1, SGUI1_93800.2	TREG1_130240.1, TREG1_130250.1, TREG1_62930.1
OG0003827	SGUI1_29680.1	TREG1_48230.1, TREG1_48230.3, TREG1_48230.2
OG0003828	SGUI1_37490.1	TREG1_39930.1, TREG1_39930.2
OG0003829	SGUI1_6670.1	TREG1_26210.1
OG0003830	SGUI1_10470.1, SGUI1_10470.2	TREG1_20570.1
OG0003831	SGUI1_95950.1	TREG1_135520.1
OG0003832	SGUI1_95890.2, SGUI1_95890.1, SGUI1_95890.3, SGUI1_95890.4	TREG1_135650.1
OG0003833	SGUI1_44940.1	TREG1_35900.1
OG0003834	SGUI1_2960.1, SGUI1_2960.2, SGUI1_2960.3	TREG1_19320.1
OG0003835	SGUI1_15470.1	TREG1_29020.1
OG0003836	SGUI1_29650.1	TREG1_48200.1, TREG1_48200.2, TREG1_48210.2, TREG1_48210.1
OG0003837	SGUI1_40160.1	TREG1_40730.1, TREG1_40730.2, TREG1_40730.3, TREG1_40730.4
OG0003838	SGUI1_13530.1	TREG1_14580.1
OG0003839	SGUI1_10970.4, SGUI1_10970.1, SGUI1_10970.2, SGUI1_10970.3	TREG1_15190.1, TREG1_15190.2
OG0003840	SGUI1_41310.1	TREG1_57500.1, TREG1_57500.2, TREG1_57500.3, TREG1_57500.4
OG0003841	SGUI1_38120.1, SGUI1_38120.2, SGUI1_38120.3	TREG1_55520.1
OG0003842	SGUI1_30030.1	TREG1_49120.1, TREG1_49130.1
OG0003843	SGUI1_7680.1	TREG1_4290.1
OG0003844	SGUI1_32740.1	TREG1_53410.1, TREG1_53410.2
OG0003845	SGUI1_92340.1, SGUI1_92340.2	TREG1_127970.2, TREG1_127970.1, TREG1_127970.3
OG0003846	SGUI1_4430.1	TREG1_12410.1
OG0003847	SGUI1_62050.1, SGUI1_62050.2	TREG1_85930.1
OG0003848	SGUI1_85890.1	TREG1_116900.1, TREG1_116900.2
OG0003849	SGUI1_20980.1, SGUI1_20980.2, SGUI1_20980.3	TREG1_30150.1
OG0003850	SGUI1_29230.1, SGUI1_29230.2	TREG1_46510.1, TREG1_46510.2
OG0003851	SGUI1_63230.1	TREG1_86590.1
OG0003852	SGUI1_93830.1, SGUI1_93830.2, SGUI1_93830.3	TREG1_130500.1
OG0003853	SGUI1_96570.1	TREG1_133250.1
OG0003854	SGUI1_66940.1, SGUI1_66940.3, SGUI1_66940.2	TREG1_89700.1
OG0003855	SGUI1_40780.1	TREG1_56830.1
OG0003856	SGUI1_85610.1, SGUI1_85610.2, SGUI1_85610.3, SGUI1_85610.4	TREG1_116520.1
OG0003857	SGUI1_38470.1, SGUI1_38470.2	TREG1_43010.1
OG0003858	SGUI1_32210.1	TREG1_47510.1
OG0003859	SGUI1_63650.3, SGUI1_63650.1, SGUI1_63650.2	TREG1_87390.1, TREG1_87400.1
OG0003860	SGUI1_38940.1	TREG1_58260.1
OG0003861	SGUI1_37580.1	TREG1_40060.1, TREG1_40060.2, TREG1_40060.3, TREG1_40060.4, TREG1_40060.6, TREG1_40060.7, TREG1_40060.5
OG0003862	SGUI1_28470.1	TREG1_45460.1, TREG1_45460.2, TREG1_45460.3, TREG1_45460.4, TREG1_45460.5
OG0003863	SGUI1_22390.1	TREG1_61110.1
OG0003864	SGUI1_76410.1, SGUI1_76410.2	TREG1_98450.1
OG0003865	SGUI1_93950.1	TREG1_133790.1, TREG1_133790.2, TREG1_133790.3, TREG1_133790.4
OG0003866	SGUI1_40350.1	TREG1_41780.1, TREG1_41790.1
OG0003867	SGUI1_47280.1	TREG1_67100.1
OG0003868	SGUI1_61480.1	TREG1_85090.3, TREG1_85090.1, TREG1_85090.2, TREG1_85090.4
OG0003869	SGUI1_41660.3, SGUI1_41660.4, SGUI1_41660.1, SGUI1_41660.2, SGUI1_41660.5	TREG1_36990.1, TREG1_36990.2, TREG1_36990.3
OG0003870	SGUI1_93720.1, SGUI1_93720.2	TREG1_130290.1, TREG1_130290.3, TREG1_130290.4, TREG1_130290.2, TREG1_130290.5
OG0003871	SGUI1_30350.1	TREG1_52540.1
OG0003872	SGUI1_56790.1	TREG1_75960.1
OG0003873	SGUI1_82590.1, SGUI1_82590.2	TREG1_109990.1, TREG1_109990.2
OG0003874	SGUI1_43530.1	TREG1_39580.1, TREG1_39580.2
OG0003875	SGUI1_22930.1	TREG1_32690.1
OG0003876	SGUI1_39510.1, SGUI1_39510.2	TREG1_43160.1
OG0003877	SGUI1_62660.2, SGUI1_62660.1, SGUI1_62660.3	TREG1_81470.1, TREG1_81470.2
OG0003878	SGUI1_62670.1	TREG1_83490.1
OG0003879	SGUI1_81030.2, SGUI1_81030.1	TREG1_109350.1
OG0003880	SGUI1_91160.1	TREG1_126150.3, TREG1_126150.1, TREG1_126150.2
OG0003881	SGUI1_61280.1, SGUI1_61280.2, SGUI1_61280.3	TREG1_83870.1
OG0003882	SGUI1_93940.3, SGUI1_93940.1, SGUI1_93940.2	TREG1_134530.1
OG0003883	SGUI1_61190.1	TREG1_83920.3, TREG1_83920.2, TREG1_83920.1
OG0003884	SGUI1_23990.1	TREG1_59050.1, TREG1_59050.2
OG0003885	SGUI1_87080.1, SGUI1_87080.2	TREG1_122730.1
OG0003886	SGUI1_38140.1	TREG1_52270.1
OG0003887	SGUI1_88740.1	TREG1_123620.1, TREG1_123610.1
OG0003888	SGUI1_90930.2, SGUI1_90930.1	TREG1_123640.1
OG0003889	SGUI1_76060.1	TREG1_98740.1, TREG1_98740.2
OG0003890	SGUI1_19920.1	TREG1_17830.1, TREG1_17830.3, TREG1_17830.2
OG0003891	SGUI1_13690.1, SGUI1_13700.1	TREG1_13800.1
OG0003892	SGUI1_88650.1, SGUI1_88650.2	TREG1_124130.1
OG0003894	SGUI1_10830.1	TREG1_20860.1
OG0003895	SGUI1_52540.1	TREG1_72930.1, TREG1_72930.2
OG0003896	SGUI1_53030.1	TREG1_63420.1
OG0003898	SGUI1_8420.1	TREG1_11580.1
OG0003899	SGUI1_52560.1	TREG1_73060.1
OG0003900	SGUI1_69040.1	TREG1_92440.1
OG0003901	SGUI1_69030.1	TREG1_92460.1, TREG1_92460.2
OG0003902	SGUI1_88320.1, SGUI1_88320.3, SGUI1_88320.2, SGUI1_88320.4	TREG1_124550.1
OG0003903	SGUI1_68890.1	TREG1_82870.1
OG0003904	SGUI1_68270.1	TREG1_93450.1
OG0003905	SGUI1_94840.1	TREG1_131610.1, TREG1_131610.2
OG0003907	SGUI1_420.1, SGUI1_420.2	TREG1_14190.1, TREG1_14200.1, TREG1_14200.2, TREG1_14200.3, TREG1_14200.4
OG0003908	SGUI1_21970.1	TREG1_21610.2, TREG1_21610.4, TREG1_21610.3, TREG1_21610.1
OG0003909	SGUI1_36000.1, SGUI1_36000.2	TREG1_44390.1
OG0003910	SGUI1_56460.1	TREG1_76380.1, TREG1_76380.2, TREG1_76380.3
OG0003911	SGUI1_40940.1	TREG1_56680.1
OG0003912	SGUI1_79890.1	TREG1_109450.1, TREG1_109450.2
OG0003913	SGUI1_30590.1	TREG1_45330.1
OG0003914	SGUI1_69890.1	TREG1_99860.1, TREG1_99860.2
OG0003915	SGUI1_69900.1	TREG1_99850.1
OG0003916	SGUI1_84180.1	TREG1_117650.1
OG0003917	SGUI1_14130.1	TREG1_24730.1, TREG1_24730.3, TREG1_24730.2
OG0003918	SGUI1_49890.1, SGUI1_49890.2	TREG1_67190.1, TREG1_67180.4, TREG1_67180.1, TREG1_67180.3, TREG1_67180.2, TREG1_65850.1
OG0003919	SGUI1_33940.1	TREG1_53790.1, TREG1_53780.1
OG0003920	SGUI1_16370.1, SGUI1_16370.2, SGUI1_16370.3	TREG1_17690.1
OG0003921	SGUI1_70350.1, SGUI1_70350.2	TREG1_99340.1, TREG1_99350.1, TREG1_99360.1, TREG1_99320.1, TREG1_99370.1
OG0003922	SGUI1_68190.1	TREG1_91830.1, TREG1_91840.1, TREG1_91860.1, TREG1_91850.1
OG0003923	SGUI1_24410.1	TREG1_54410.1
OG0003924	SGUI1_56400.1, SGUI1_56400.2	TREG1_76450.1, TREG1_76450.2, TREG1_76460.1
OG0003925	SGUI1_52790.1	TREG1_73740.1
OG0003926	SGUI1_25150.1	TREG1_35640.1, TREG1_35640.3, TREG1_35640.6, TREG1_35640.4, TREG1_35640.5, TREG1_35640.7, TREG1_35640.2, TREG1_35590.5
OG0003927	SGUI1_69100.1	TREG1_92360.1
OG0003928	SGUI1_40910.1	TREG1_140030.1, TREG1_140030.2, TREG1_140030.3, TREG1_56720.1, TREG1_56710.1
OG0003929	SGUI1_45530.1, SGUI1_45530.2, SGUI1_45530.3, SGUI1_45530.4	TREG1_61570.1
OG0003930	SGUI1_80810.1, SGUI1_80810.2, SGUI1_80810.3	TREG1_102700.1, TREG1_102710.3, TREG1_102710.4, TREG1_102710.2, TREG1_102710.1
OG0003931	SGUI1_52880.1, SGUI1_52880.2, SGUI1_52880.3, SGUI1_52880.5, SGUI1_52880.4, SGUI1_52880.6	TREG1_70270.1, TREG1_70280.1
OG0003932	SGUI1_14420.1	TREG1_24670.1
OG0003933	SGUI1_44960.1	TREG1_35920.3, TREG1_35920.1, TREG1_35920.2
OG0003934	SGUI1_440.1, SGUI1_440.2, SGUI1_440.3	TREG1_14290.1, TREG1_14290.2, TREG1_14290.3, TREG1_14290.4, TREG1_112300.1
OG0003935	SGUI1_14080.1	TREG1_17590.1
OG0003936	SGUI1_6290.1	TREG1_9560.1
OG0003937	SGUI1_47710.1	TREG1_63680.1, TREG1_63670.1
OG0003938	SGUI1_73270.1	TREG1_105510.1, TREG1_105510.2
OG0003939	SGUI1_85030.1	TREG1_110150.1
OG0003940	SGUI1_12000.4, SGUI1_12000.3, SGUI1_12000.1, SGUI1_12000.2	TREG1_29940.1
OG0003941	SGUI1_4160.1	TREG1_1330.1
OG0003941	SGUI1_4170.1	TREG1_1320.1, TREG1_1370.1
OG0003942	SGUI1_45810.3, SGUI1_45810.1, SGUI1_45810.2	TREG1_62280.3, TREG1_62280.1, TREG1_62280.2, TREG1_62280.4
OG0003943	SGUI1_46370.1	TREG1_63370.1
OG0003944	SGUI1_46360.3, SGUI1_46360.2, SGUI1_46360.1	TREG1_63360.1
OG0003945	SGUI1_88000.2, SGUI1_88000.1, SGUI1_88000.3	TREG1_120990.1
OG0003946	SGUI1_24480.1, SGUI1_24480.2	TREG1_54510.1
OG0003947	SGUI1_40580.1	TREG1_56950.1
OG0003948	SGUI1_57050.1, SGUI1_57050.2, SGUI1_57080.1	TREG1_76750.1, TREG1_76750.2
OG0003949	SGUI1_54400.1	TREG1_70880.1
OG0003950	SGUI1_6160.1, SGUI1_6160.2, SGUI1_6160.4, SGUI1_6160.3	TREG1_20210.1
OG0003951	SGUI1_48640.1, SGUI1_48630.1	TREG1_69310.1, TREG1_45360.1, TREG1_45390.1
OG0003952	SGUI1_90610.1, SGUI1_90610.2	TREG1_122890.1
OG0003953	SGUI1_82570.1, SGUI1_82570.2, SGUI1_82570.3	TREG1_112620.1
OG0003954	SGUI1_61550.1	TREG1_91740.1, TREG1_91740.2
OG0003955	SGUI1_49760.1, SGUI1_49760.2	TREG1_65960.1, TREG1_65960.2
OG0003956	SGUI1_63200.1	TREG1_86470.1, TREG1_86470.2, TREG1_86470.3
OG0003957	SGUI1_34660.1	TREG1_57390.1, TREG1_57390.2
OG0003958	SGUI1_25620.1	TREG1_51740.1
OG0003959	SGUI1_10930.1, SGUI1_10930.2	TREG1_15340.1
OG0003960	SGUI1_51710.1	TREG1_64640.1, TREG1_64640.2
OG0003961	SGUI1_71850.1	TREG1_110130.1
OG0003962	SGUI1_30130.1	TREG1_49000.1
OG0003963	SGUI1_18820.2, SGUI1_18820.1, SGUI1_18820.3	TREG1_21790.2, TREG1_21790.3, TREG1_21790.1, TREG1_21790.4
OG0003964	SGUI1_17180.1	TREG1_13670.1
OG0003965	SGUI1_27180.1	TREG1_60240.1
OG0003966	SGUI1_7620.1	TREG1_1170.1
OG0003967	SGUI1_42380.1, SGUI1_42380.2	TREG1_41930.1, TREG1_41920.1
OG0003968	SGUI1_3300.1	TREG1_3030.1
OG0003969	SGUI1_84480.1	TREG1_115690.1, TREG1_115680.1
OG0003970	SGUI1_92700.1	TREG1_127900.1, TREG1_127900.4, TREG1_127900.2, TREG1_127900.3
OG0003971	SGUI1_63350.1	TREG1_88560.1
OG0003972	SGUI1_31000.1	TREG1_49990.1
OG0003973	SGUI1_96490.5, SGUI1_96490.6, SGUI1_96490.1, SGUI1_96490.2, SGUI1_96490.3, SGUI1_96490.4	TREG1_133280.2, TREG1_133280.1, TREG1_133280.3
OG0003974	SGUI1_53920.1	TREG1_61900.1
OG0003975	SGUI1_38870.1	TREG1_57880.1
OG0003976	SGUI1_24970.1	TREG1_35800.1
OG0003977	SGUI1_53690.1	TREG1_67660.1
OG0003978	SGUI1_48380.1	TREG1_68300.1, TREG1_68300.2, TREG1_68300.3, TREG1_68300.4, TREG1_68300.5, TREG1_68300.6
OG0003979	SGUI1_13660.1	TREG1_8340.1, TREG1_8340.2, TREG1_8340.3
OG0003980	SGUI1_93100.1	TREG1_132670.2, TREG1_132670.1, TREG1_132670.3
OG0003981	SGUI1_22990.2, SGUI1_22990.1	TREG1_32760.1, TREG1_32760.2, TREG1_32760.3
OG0003982	SGUI1_66230.1	TREG1_61660.1, TREG1_61660.2, TREG1_61660.3
OG0003983	SGUI1_61300.1	TREG1_83810.1, TREG1_83810.2
OG0003984	SGUI1_8820.1	TREG1_11880.1, TREG1_11880.2, TREG1_11880.3
OG0003985	SGUI1_65900.1	TREG1_87990.1, TREG1_87990.2
OG0003986	SGUI1_66380.1, SGUI1_66380.2, SGUI1_66380.3	TREG1_81160.1
OG0003987	SGUI1_7370.1	TREG1_4170.1, TREG1_4170.2, TREG1_4170.3, TREG1_4170.4, TREG1_4170.5, TREG1_4170.6, TREG1_4170.7
OG0003988	SGUI1_37690.1, SGUI1_37690.2, SGUI1_37690.3, SGUI1_37690.4, SGUI1_37690.5	TREG1_40170.1, TREG1_40170.2
OG0003989	SGUI1_58930.1	TREG1_78630.1, TREG1_78630.2, TREG1_78630.3
OG0003990	SGUI1_49110.1	TREG1_69590.1
OG0003991	SGUI1_14590.1, SGUI1_14590.3, SGUI1_14590.2	TREG1_14640.1
OG0003992	SGUI1_31130.1	TREG1_51120.1
OG0003994	SGUI1_41000.1	TREG1_56490.1, TREG1_56490.2, TREG1_56490.4, TREG1_56490.3
OG0003995	SGUI1_88460.1	TREG1_124590.1
OG0003996	SGUI1_54370.1	TREG1_70840.1
OG0003997	SGUI1_17460.1, SGUI1_17460.2	TREG1_15780.1, TREG1_15780.3, TREG1_15780.4, TREG1_15780.2
OG0003999	SGUI1_22010.1	TREG1_21590.1, TREG1_21590.2
OG0004000	SGUI1_65100.2, SGUI1_65100.1	TREG1_85680.1
OG0004001	SGUI1_46670.1	TREG1_63910.1, TREG1_74110.1
OG0004002	SGUI1_76630.1	TREG1_106290.1
OG0004003	SGUI1_32790.1	TREG1_53170.1
OG0004004	SGUI1_70470.1	TREG1_97930.1, TREG1_97930.2
OG0004005	SGUI1_38010.1	TREG1_45940.1
OG0004006	SGUI1_32590.1	TREG1_47630.1, TREG1_47630.2, TREG1_47630.4, TREG1_47630.3
OG0004007	SGUI1_71690.1	TREG1_103650.1, TREG1_103650.2
OG0004008	SGUI1_25320.1, SGUI1_25320.2, SGUI1_25320.3	TREG1_35220.1
OG0004009	SGUI1_95720.1	TREG1_135960.3, TREG1_135960.5, TREG1_135960.6, TREG1_135960.1, TREG1_135960.4, TREG1_135960.7, TREG1_135960.2
OG0004010	SGUI1_22540.1	TREG1_32110.1, TREG1_32110.2, TREG1_32110.3
OG0004011	SGUI1_77770.1, SGUI1_77770.2, SGUI1_77770.3	TREG1_96320.1, TREG1_96320.2
OG0004012	SGUI1_53800.1	TREG1_67730.1
OG0004012	SGUI1_53790.1	TREG1_67740.1, TREG1_67750.1
OG0004013	SGUI1_66060.1	TREG1_91140.1, TREG1_91140.2, TREG1_91140.3, TREG1_91140.4, TREG1_91140.5
OG0004014	SGUI1_85370.1	TREG1_114280.1, TREG1_114280.2
OG0004015	SGUI1_94710.1	TREG1_136300.1, TREG1_136280.1, TREG1_136290.1
OG0004016	SGUI1_1420.1	TREG1_12610.1, TREG1_12610.2, TREG1_12610.3
OG0004018	SGUI1_87070.1	TREG1_121490.3, TREG1_121490.2, TREG1_121490.1, TREG1_121490.4
OG0004019	SGUI1_87700.1	TREG1_120260.1, TREG1_120270.1
OG0004021	SGUI1_89560.1	TREG1_124400.1, TREG1_124400.2
OG0004022	SGUI1_89050.1, SGUI1_89050.2	TREG1_125920.1
OG0004023	SGUI1_60630.1, SGUI1_60630.2, SGUI1_60630.3	TREG1_84270.1
OG0004024	SGUI1_1210.1, SGUI1_1210.2	TREG1_9850.1
OG0004025	SGUI1_21350.1	TREG1_26590.1, TREG1_26590.3, TREG1_26590.2
OG0004026	SGUI1_38580.3, SGUI1_38580.4, SGUI1_38580.1, SGUI1_38580.2	TREG1_37130.1
OG0004028	SGUI1_40980.1, SGUI1_40980.2, SGUI1_40980.3	TREG1_56510.1, TREG1_56510.2, TREG1_56510.4, TREG1_56510.3
OG0004029	SGUI1_70280.1	TREG1_99450.1, TREG1_99450.2
OG0004030	SGUI1_18250.1	TREG1_28680.1, TREG1_27310.1, TREG1_27320.1
OG0004031	SGUI1_32240.1, SGUI1_32240.2	TREG1_47550.1, TREG1_47550.2
OG0004032	SGUI1_14010.1	TREG1_28490.1, TREG1_28490.2, TREG1_28490.4, TREG1_28490.5, TREG1_28490.3, TREG1_142320.1, TREG1_142310.1
OG0004033	SGUI1_40280.1, SGUI1_40280.2	TREG1_54870.1
OG0004034	SGUI1_92160.1	TREG1_128450.1
OG0004035	SGUI1_89320.1	TREG1_119390.1, TREG1_119390.2
OG0004036	SGUI1_38050.1	TREG1_45890.1, TREG1_45890.2
