Orthogroup	schistosoma_guineensis	schistosoma_haematobium
OG0003300	SGUI1_12800.1, SGUI1_42900.1	SHAE2_15300.1
OG0003301	SGUI1_44060.1, SGUI1_44060.2, SGUI1_44060.3	SHAE2_46910.1
OG0003302	SGUI1_7630.1	SHAE2_10050.1
OG0003303	SGUI1_54570.1, SGUI1_54570.2	SHAE2_57570.1
OG0003304	SGUI1_6740.1	SHAE2_7640.2, SHAE2_7640.1, SHAE2_7640.3, SHAE2_7640.4
OG0003305	SGUI1_74260.1, SGUI1_74260.2	SHAE2_78390.1
OG0003306	SGUI1_56550.1	SHAE2_59770.1
OG0003307	SGUI1_25860.1	SHAE2_28400.1
OG0003309	SGUI1_910.1	SHAE2_1230.1
OG0003310	SGUI1_48290.1	SHAE2_51530.1
OG0003311	SGUI1_90210.1	SHAE2_95220.1, SHAE2_95220.2, SHAE2_95220.3
OG0003313	SGUI1_54890.1	SHAE2_57850.1, SHAE2_57850.3, SHAE2_57850.2
OG0003314	SGUI1_27120.1	SHAE2_29650.1, SHAE2_29650.2, SHAE2_29650.3
OG0003319	SGUI1_40340.1	SHAE2_43300.1
OG0003319	SGUI1_40330.1	SHAE2_43290.1
OG0003320	SGUI1_56700.1	SHAE2_59930.1, SHAE2_59930.2
OG0003321	SGUI1_29640.1	SHAE2_32210.1, SHAE2_32210.2, SHAE2_32210.3
OG0003322	SGUI1_16420.4, SGUI1_16420.2, SGUI1_16420.1, SGUI1_16420.3	SHAE2_18950.2, SHAE2_18950.5, SHAE2_18950.3, SHAE2_18950.1
OG0003323	SGUI1_22770.1	SHAE2_25520.1, SHAE2_25520.2
OG0003326	SGUI1_67150.1, SGUI1_67150.2, SGUI1_67150.3	SHAE2_71010.1, SHAE2_71010.2
OG0003327	SGUI1_77340.1, SGUI1_77340.2, SGUI1_77340.3, SGUI1_77340.4, SGUI1_77340.5	SHAE2_81350.1
OG0003328	SGUI1_74720.1, SGUI1_74720.2	SHAE2_78900.1, SHAE2_78900.2, SHAE2_78900.3
OG0003329	SGUI1_94900.1	SHAE2_100000.1
OG0003330	SGUI1_51810.1, SGUI1_51810.2	SHAE2_54940.1, SHAE2_54940.2
OG0003331	SGUI1_8990.1	SHAE2_11620.1, SHAE2_11620.2, SHAE2_11620.3
OG0003332	SGUI1_31830.1	SHAE2_34340.1, SHAE2_34330.1
OG0003334	SGUI1_28090.1	SHAE2_30680.1, SHAE2_30680.2, SHAE2_30680.3, SHAE2_30680.5, SHAE2_30680.4
OG0003335	SGUI1_64570.1	SHAE2_68290.1
OG0003336	SGUI1_62220.1	SHAE2_65910.1
OG0003337	SGUI1_76780.1	SHAE2_80800.1
OG0003338	SGUI1_16380.2	SHAE2_18840.1
OG0003338	SGUI1_16380.1	SHAE2_18840.2
OG0003339	SGUI1_740.4, SGUI1_740.3	SHAE2_1050.1
OG0003340	SGUI1_39650.1	SHAE2_42650.1, SHAE2_42650.3, SHAE2_42650.2
OG0003341	SGUI1_67970.1	SHAE2_71850.1
OG0003342	SGUI1_13080.1	SHAE2_15510.2, SHAE2_15510.4, SHAE2_15510.1, SHAE2_15510.3, SHAE2_15510.6, SHAE2_15510.7, SHAE2_15510.5
OG0003343	SGUI1_51630.1	SHAE2_54730.1, SHAE2_54730.2, SHAE2_54730.3, SHAE2_54730.4, SHAE2_54730.5, SHAE2_54730.6
OG0003344	SGUI1_22830.1	SHAE2_25570.2, SHAE2_25570.3, SHAE2_25570.5, SHAE2_25570.1, SHAE2_25570.4
OG0003345	SGUI1_88110.1	SHAE2_92980.1
OG0003346	SGUI1_94480.1	SHAE2_99440.1, SHAE2_99440.3
OG0003347	SGUI1_44400.1	SHAE2_47260.1
OG0003348	SGUI1_53720.1, SGUI1_53720.2, SGUI1_53720.3, SGUI1_53720.4	SHAE2_56780.1, SHAE2_56780.2, SHAE2_56780.4, SHAE2_56780.3
OG0003349	SGUI1_40150.1, SGUI1_40150.2, SGUI1_40150.3, SGUI1_40150.4	SHAE2_43130.1, SHAE2_43130.2, SHAE2_43130.3
OG0003350	SGUI1_69670.1, SGUI1_69670.2, SGUI1_69670.3, SGUI1_69670.4	SHAE2_73830.1, SHAE2_73830.2, SHAE2_73830.3
OG0003351	SGUI1_73700.1	SHAE2_77850.1
OG0003352	SGUI1_82560.1	SHAE2_91050.1
OG0003353	SGUI1_27190.1	SHAE2_29720.1
OG0003354	SGUI1_27260.1, SGUI1_27260.2, SGUI1_27260.3, SGUI1_27260.4	SHAE2_29800.1, SHAE2_29800.2, SHAE2_29800.3, SHAE2_29800.4
OG0003355	SGUI1_69330.1	SHAE2_73550.1
OG0003356	SGUI1_12230.1	SHAE2_14920.1
OG0003357	SGUI1_43150.1, SGUI1_43150.3, SGUI1_43150.2	SHAE2_46000.1, SHAE2_46000.2, SHAE2_46000.4, SHAE2_46000.3
OG0003358	SGUI1_90340.1	SHAE2_95380.1
OG0003359	SGUI1_58280.1	SHAE2_61780.1
OG0003360	SGUI1_32860.1, SGUI1_32860.2, SGUI1_32860.3	SHAE2_35970.1, SHAE2_35970.2, SHAE2_35970.3, SHAE2_35970.4
OG0003361	SGUI1_19100.3, SGUI1_19100.4, SGUI1_19100.5, SGUI1_19100.1, SGUI1_19100.2	SHAE2_21670.1
OG0003362	SGUI1_75880.1, SGUI1_75880.2	SHAE2_79930.1
OG0003363	SGUI1_96800.1, SGUI1_96800.2, SGUI1_96800.3, SGUI1_96800.4	SHAE2_32200.1
OG0003364	SGUI1_85520.1	SHAE2_90460.1, SHAE2_90460.2
OG0003365	SGUI1_18590.1	SHAE2_21160.1
OG0003366	SGUI1_62040.1, SGUI1_62040.2	SHAE2_65720.3, SHAE2_65720.2, SHAE2_65720.1
OG0003367	SGUI1_47640.1, SGUI1_47570.17	SHAE2_50910.2, SHAE2_50910.1, SHAE2_50910.3
OG0003368	SGUI1_37760.1	SHAE2_40790.1, SHAE2_40790.2
OG0003369	SGUI1_65500.3, SGUI1_65500.1, SGUI1_65500.2	SHAE2_69370.3, SHAE2_69370.1, SHAE2_69370.2, SHAE2_69370.4
OG0003370	SGUI1_25520.1	SHAE2_28080.1
OG0003371	SGUI1_47580.1	SHAE2_50840.4, SHAE2_50840.1, SHAE2_50840.3, SHAE2_50840.2
OG0003372	SGUI1_94560.2, SGUI1_94560.3, SGUI1_94560.1	SHAE2_99520.3, SHAE2_99520.1, SHAE2_99520.2
OG0003373	SGUI1_15150.1, SGUI1_15150.3, SGUI1_15150.2	SHAE2_17480.1, SHAE2_17480.2
OG0003374	SGUI1_95270.1, SGUI1_95270.2	SHAE2_100380.1, SHAE2_100380.2
OG0003375	SGUI1_69960.1	SHAE2_74060.1, SHAE2_74060.3, SHAE2_74060.2, SHAE2_74060.4
OG0003376	SGUI1_47900.1, SGUI1_47900.2, SGUI1_47900.3	SHAE2_51190.1
OG0003377	SGUI1_81650.1	SHAE2_86000.1, SHAE2_86000.2, SHAE2_86000.3
OG0003378	SGUI1_83670.1	SHAE2_87810.4, SHAE2_87810.2, SHAE2_87810.3, SHAE2_87810.1
OG0003379	SGUI1_66050.1	SHAE2_69880.1
OG0003379	SGUI1_66050.1	SHAE2_69880.2
OG0003380	SGUI1_51430.1	SHAE2_54540.1
OG0003381	SGUI1_55200.1	SHAE2_58160.1
OG0003382	SGUI1_70440.1	SHAE2_74510.1, SHAE2_74510.2, SHAE2_74510.3, SHAE2_74510.4
OG0003383	SGUI1_5930.1	SHAE2_6740.1
OG0003384	SGUI1_43420.2, SGUI1_43420.1, SGUI1_43420.3	SHAE2_46270.2, SHAE2_46270.4, SHAE2_46270.3, SHAE2_46270.1
OG0003385	SGUI1_91750.1	SHAE2_96800.1
OG0003386	SGUI1_21320.1, SGUI1_21320.2, SGUI1_21320.3	SHAE2_23810.5, SHAE2_23810.3, SHAE2_23810.2, SHAE2_23810.4, SHAE2_23810.1
OG0003387	SGUI1_14990.1, SGUI1_14990.2, SGUI1_14990.3	SHAE2_17310.1
OG0003388	SGUI1_94230.1	SHAE2_99200.1, SHAE2_99200.2
OG0003389	SGUI1_46390.1	SHAE2_49700.3, SHAE2_49700.1, SHAE2_49700.2, SHAE2_49700.4
OG0003390	SGUI1_34480.1	SHAE2_37480.1, SHAE2_37480.2
OG0003391	SGUI1_79660.1	SHAE2_83650.1
OG0003392	SGUI1_55900.1	SHAE2_58960.1
OG0003393	SGUI1_32320.1	SHAE2_34850.1
OG0003394	SGUI1_42420.1, SGUI1_42420.3, SGUI1_42420.2	SHAE2_45260.1, SHAE2_45260.2
OG0003395	SGUI1_56010.1	SHAE2_59250.1
OG0003396	SGUI1_43830.1	SHAE2_46660.1, SHAE2_46660.2, SHAE2_46660.3, SHAE2_46660.4, SHAE2_46660.5, SHAE2_46660.6
OG0003397	SGUI1_21590.1	SHAE2_24070.1
OG0003399	SGUI1_35220.3	SHAE2_38200.3
OG0003399	SGUI1_35220.2	SHAE2_38200.4
OG0003400	SGUI1_73340.1, SGUI1_73340.2	SHAE2_77490.1
OG0003401	SGUI1_32680.2	SHAE2_35160.2
OG0003402	SGUI1_20050.1	SHAE2_22600.1
OG0003403	SGUI1_50520.1, SGUI1_50520.2	SHAE2_53650.1, SHAE2_53650.2
OG0003404	SGUI1_75440.1	SHAE2_79550.1, SHAE2_79550.2
OG0003405	SGUI1_47600.2, SGUI1_47600.1	SHAE2_50870.1
OG0003407	SGUI1_85310.1	SHAE2_90200.1
OG0003408	SGUI1_25350.1, SGUI1_25350.2	SHAE2_27900.3, SHAE2_27900.1, SHAE2_27900.2
OG0003409	SGUI1_17100.1	SHAE2_19670.1
OG0003410	SGUI1_69690.1, SGUI1_69690.2	SHAE2_73850.1, SHAE2_73850.4, SHAE2_73850.7, SHAE2_73850.3, SHAE2_73850.6, SHAE2_73850.2, SHAE2_73850.5
OG0003411	SGUI1_39290.2, SGUI1_39290.1	SHAE2_42280.1
OG0003412	SGUI1_4820.1	SHAE2_5660.1
OG0003414	SGUI1_39470.3, SGUI1_39470.2	SHAE2_42460.2
OG0003414	SGUI1_39470.1	SHAE2_42460.1, SHAE2_42470.1
OG0003415	SGUI1_80110.1	SHAE2_84070.3, SHAE2_84070.1, SHAE2_84070.2
OG0003416	SGUI1_69490.1	SHAE2_73660.1
OG0003416	SGUI1_69490.2	SHAE2_73660.1
OG0003417	SGUI1_56520.1	SHAE2_59740.1
OG0003418	SGUI1_47120.1	SHAE2_50430.1
OG0003418	SGUI1_47120.1	SHAE2_50430.2
OG0003418	SGUI1_47120.1	SHAE2_50430.3
OG0003418	SGUI1_47120.1	SHAE2_50430.4
OG0003419	SGUI1_74220.1, SGUI1_74220.2, SGUI1_74220.3	SHAE2_78350.3, SHAE2_78350.1, SHAE2_78350.2
OG0003420	SGUI1_36810.3, SGUI1_36810.1, SGUI1_36810.2	SHAE2_39860.1, SHAE2_39860.2
OG0003421	SGUI1_37670.2, SGUI1_37670.3, SGUI1_37670.1, SGUI1_37670.4	SHAE2_40720.1, SHAE2_40720.2
OG0003422	SGUI1_46890.1	SHAE2_50200.1
OG0003423	SGUI1_12200.1, SGUI1_12200.2	SHAE2_14890.1, SHAE2_14890.2
OG0003424	SGUI1_87010.1	SHAE2_91890.1
OG0003425	SGUI1_85440.1	SHAE2_90380.1, SHAE2_90380.2
OG0003426	SGUI1_64440.5, SGUI1_64440.3, SGUI1_64440.2, SGUI1_64440.1, SGUI1_64440.4	SHAE2_68150.1, SHAE2_68150.2, SHAE2_68160.1
OG0003427	SGUI1_44580.3, SGUI1_44580.1, SGUI1_44580.2	SHAE2_47430.3, SHAE2_47430.2, SHAE2_47430.1, SHAE2_47430.4
OG0003428	SGUI1_83330.1, SGUI1_83330.2	SHAE2_87230.1, SHAE2_87230.2
OG0003429	SGUI1_78340.2, SGUI1_78340.1	SHAE2_82340.1
OG0003430	SGUI1_77470.1, SGUI1_77470.2, SGUI1_77470.3	SHAE2_81480.1, SHAE2_81480.2, SHAE2_81480.5, SHAE2_81480.6, SHAE2_81480.7, SHAE2_81480.8, SHAE2_81480.3
OG0003431	SGUI1_20430.1	SHAE2_23010.1
OG0003432	SGUI1_70930.1	SHAE2_74980.2, SHAE2_74980.1, SHAE2_74980.3
OG0003433	SGUI1_4570.1	SHAE2_5350.1, SHAE2_5350.2, SHAE2_5350.3
OG0003434	SGUI1_60180.1, SGUI1_60170.1	SHAE2_63750.1, SHAE2_63750.2
OG0003435	SGUI1_36840.1	SHAE2_39890.1, SHAE2_39890.2, SHAE2_39890.3
OG0003436	SGUI1_50540.1, SGUI1_50540.2	SHAE2_53670.2, SHAE2_53670.1, SHAE2_53670.3
OG0003437	SGUI1_73020.1	SHAE2_77180.1, SHAE2_77180.2, SHAE2_77180.3, SHAE2_77180.4
OG0003438	SGUI1_30760.1	SHAE2_33240.2, SHAE2_33240.1, SHAE2_33240.3, SHAE2_33240.4
OG0003439	SGUI1_21800.1, SGUI1_21800.3, SGUI1_21800.2	SHAE2_24310.1
OG0003440	SGUI1_19350.1	SHAE2_21900.1
OG0003441	SGUI1_26670.1	SHAE2_29180.1, SHAE2_29180.2
OG0003442	SGUI1_72850.1, SGUI1_72850.2	SHAE2_76910.1, SHAE2_76910.2
OG0003443	SGUI1_59240.1	SHAE2_62860.1
OG0003443	SGUI1_59230.1	SHAE2_62850.1
OG0003445	SGUI1_44820.1	SHAE2_47700.4, SHAE2_47700.1, SHAE2_47700.5, SHAE2_47700.2, SHAE2_47700.3, SHAE2_47700.6
OG0003446	SGUI1_34870.1	SHAE2_37830.1
OG0003447	SGUI1_5100.1, SGUI1_5100.2	SHAE2_5980.1
OG0003448	SGUI1_70310.1, SGUI1_70310.2	SHAE2_74370.1, SHAE2_74370.2
OG0003449	SGUI1_70320.1	SHAE2_74380.2, SHAE2_74380.1
OG0003450	SGUI1_66310.1	SHAE2_70140.1
OG0003451	SGUI1_85730.1	SHAE2_90630.1, SHAE2_90630.2, SHAE2_90630.3
OG0003452	SGUI1_8000.1	SHAE2_10420.1
OG0003453	SGUI1_43400.3, SGUI1_43400.1, SGUI1_43400.2	SHAE2_46250.1, SHAE2_46250.2, SHAE2_46250.3
OG0003454	SGUI1_34000.1	SHAE2_36990.1
OG0003455	SGUI1_62190.1	SHAE2_65890.1
OG0003456	SGUI1_7610.1	SHAE2_10030.4
OG0003456	SGUI1_7610.2	SHAE2_10030.3
OG0003456	SGUI1_7610.4	SHAE2_10030.2, SHAE2_10030.1
OG0003457	SGUI1_37890.1	SHAE2_40930.4, SHAE2_40930.3, SHAE2_40930.5, SHAE2_40930.1, SHAE2_40930.2
OG0003458	SGUI1_39030.1	SHAE2_42130.1, SHAE2_42130.2, SHAE2_42130.3
OG0003459	SGUI1_74140.1, SGUI1_74140.2	SHAE2_78280.1
OG0003460	SGUI1_44430.1	SHAE2_47280.1
OG0003461	SGUI1_84730.1	SHAE2_89610.1
OG0003462	SGUI1_39550.1, SGUI1_39550.2, SGUI1_39550.3, SGUI1_39550.4	SHAE2_42530.2, SHAE2_42530.3, SHAE2_42530.1, SHAE2_42530.4
OG0003463	SGUI1_85380.1, SGUI1_85380.2	SHAE2_90290.1, SHAE2_90290.2
OG0003464	SGUI1_81910.1, SGUI1_81910.2, SGUI1_81910.3	SHAE2_85770.1, SHAE2_85770.2
OG0003465	SGUI1_63330.1	SHAE2_67100.1
OG0003465	SGUI1_63330.1	SHAE2_67100.2
OG0003465	SGUI1_63330.1	SHAE2_67100.5
OG0003465	SGUI1_63330.1	SHAE2_67100.7
OG0003466	SGUI1_9220.1	SHAE2_11810.1, SHAE2_11810.2, SHAE2_11810.3, SHAE2_11810.4, SHAE2_11810.7, SHAE2_11810.8, SHAE2_11810.5, SHAE2_11810.6
OG0003467	SGUI1_77580.1	SHAE2_81600.1, SHAE2_81600.2
OG0003468	SGUI1_68820.1	SHAE2_72930.1
OG0003469	SGUI1_50700.1	SHAE2_53820.3, SHAE2_53820.4, SHAE2_53820.2, SHAE2_53820.1
OG0003470	SGUI1_52350.1	SHAE2_55470.1, SHAE2_55470.2, SHAE2_55470.4, SHAE2_55470.3
OG0003471	SGUI1_45880.1	SHAE2_49020.2
OG0003471	SGUI1_45880.2	SHAE2_49020.1
OG0003472	SGUI1_8260.1	SHAE2_10800.2
OG0003473	SGUI1_78290.1, SGUI1_78290.2	SHAE2_82300.1
OG0003474	SGUI1_56960.1	SHAE2_60230.1
OG0003475	SGUI1_24180.2	SHAE2_26760.1
OG0003476	SGUI1_42790.1, SGUI1_42790.2, SGUI1_86060.1, SGUI1_86040.1	SHAE2_45630.1, SHAE2_45630.2
OG0003477	SGUI1_89680.3, SGUI1_89680.2, SGUI1_89680.1	SHAE2_94640.1, SHAE2_94640.2, SHAE2_94640.3
OG0003478	SGUI1_5990.1	SHAE2_6830.1
OG0003479	SGUI1_27710.1, SGUI1_27710.2	SHAE2_30250.1
OG0003480	SGUI1_68100.1, SGUI1_68100.2	SHAE2_72010.1
OG0003481	SGUI1_62030.1, SGUI1_62030.2, SGUI1_62030.3	SHAE2_65710.1, SHAE2_65710.2, SHAE2_65710.3
OG0003482	SGUI1_88020.1, SGUI1_88020.2	SHAE2_92850.1, SHAE2_92850.9, SHAE2_92850.4, SHAE2_92850.8, SHAE2_92850.3, SHAE2_92850.5, SHAE2_92850.6, SHAE2_92850.7, SHAE2_92850.2
OG0003483	SGUI1_30160.1, SGUI1_30160.2, SGUI1_30160.3	SHAE2_32620.1, SHAE2_32620.2
OG0003484	SGUI1_4210.1	SHAE2_4840.1, SHAE2_4840.2
OG0003485	SGUI1_83920.1	SHAE2_88900.1, SHAE2_103490.1, SHAE2_103490.2, SHAE2_103490.3
OG0003486	SGUI1_41350.1	SHAE2_44260.1, SHAE2_44260.2
OG0003487	SGUI1_51760.1	SHAE2_54890.1
OG0003488	SGUI1_10660.3	SHAE2_13440.1
OG0003489	SGUI1_77180.2, SGUI1_77180.3, SGUI1_77180.1	SHAE2_102360.1
OG0003490	SGUI1_8170.1	SHAE2_10690.1
OG0003491	SGUI1_33840.1, SGUI1_33840.2	SHAE2_36830.1
OG0003492	SGUI1_61420.1	SHAE2_65090.1, SHAE2_65090.2
OG0003493	SGUI1_92100.1, SGUI1_92100.2	SHAE2_97150.1, SHAE2_97150.2
OG0003494	SGUI1_97210.1	SHAE2_98410.1
OG0003495	SGUI1_4080.1	SHAE2_4660.2, SHAE2_4660.1
OG0003496	SGUI1_30110.1	SHAE2_32580.3, SHAE2_32580.1, SHAE2_32580.2
OG0003497	SGUI1_55620.1	SHAE2_58560.1, SHAE2_58560.2
OG0003498	SGUI1_70550.1	SHAE2_74610.1
OG0003499	SGUI1_62540.1	SHAE2_66230.1, SHAE2_66230.2
OG0003500	SGUI1_63760.1, SGUI1_63760.2	SHAE2_67510.1, SHAE2_67510.3, SHAE2_67510.2
OG0003501	SGUI1_77870.2, SGUI1_77870.3, SGUI1_77870.1	SHAE2_81900.1, SHAE2_81900.2, SHAE2_81900.4, SHAE2_81900.3
OG0003502	SGUI1_88100.1	SHAE2_92950.2
OG0003503	SGUI1_5420.1	SHAE2_6260.2, SHAE2_6260.1
OG0003504	SGUI1_38820.1	SHAE2_41910.1, SHAE2_41910.2, SHAE2_41910.3
OG0003505	SGUI1_51300.1, SGUI1_51300.2	SHAE2_54440.1
OG0003506	SGUI1_1080.1	SHAE2_1400.1, SHAE2_1400.2, SHAE2_1400.3
OG0003507	SGUI1_4090.1, SGUI1_4090.2	SHAE2_4670.1, SHAE2_4670.2, SHAE2_4670.3
OG0003508	SGUI1_65200.1	SHAE2_69060.1
OG0003509	SGUI1_43960.1	SHAE2_46800.1
OG0003510	SGUI1_1060.1	SHAE2_1380.2, SHAE2_1380.1
OG0003511	SGUI1_65110.1	SHAE2_68920.1, SHAE2_68920.2, SHAE2_68920.3
OG0003512	SGUI1_83230.2, SGUI1_83230.1	SHAE2_87140.1
OG0003513	SGUI1_76170.1	SHAE2_80220.1
OG0003514	SGUI1_28600.1	SHAE2_31190.1, SHAE2_31190.2, SHAE2_31190.3
OG0003515	SGUI1_94280.1, SGUI1_94280.2, SGUI1_94280.3	SHAE2_99240.1, SHAE2_99240.2
OG0003516	SGUI1_51050.1	SHAE2_54210.1
OG0003517	SGUI1_95810.1, SGUI1_95810.2	SHAE2_100970.1
OG0003518	SGUI1_87020.2, SGUI1_87020.3	SHAE2_91900.4, SHAE2_91900.2, SHAE2_91900.1, SHAE2_91900.5
OG0003519	SGUI1_37590.1	SHAE2_40640.1, SHAE2_40640.3, SHAE2_40640.2
OG0003520	SGUI1_58240.1	SHAE2_61750.1, SHAE2_61750.2
OG0003521	SGUI1_10880.1	SHAE2_13650.1
OG0003522	SGUI1_80650.1, SGUI1_80650.2, SGUI1_80650.3, SGUI1_80650.4	SHAE2_84580.1
OG0003523	SGUI1_54930.1	SHAE2_57910.1, SHAE2_57910.3, SHAE2_57910.4, SHAE2_57910.5, SHAE2_57910.2
OG0003524	SGUI1_62470.1	SHAE2_66150.1
OG0003525	SGUI1_3330.1	SHAE2_3900.2, SHAE2_3900.1, SHAE2_3900.3
OG0003526	SGUI1_29820.1	SHAE2_32340.1
OG0003527	SGUI1_80120.1	SHAE2_84080.1
OG0003528	SGUI1_660.1, SGUI1_660.2	SHAE2_900.1, SHAE2_900.2, SHAE2_900.3
OG0003529	SGUI1_42190.3, SGUI1_42190.2	SHAE2_45050.3, SHAE2_45050.4
OG0003530	SGUI1_66690.1, SGUI1_66690.2, SGUI1_66690.3	SHAE2_70570.1, SHAE2_70570.2, SHAE2_70570.3
OG0003531	SGUI1_9840.4	SHAE2_12450.3
OG0003531	SGUI1_9840.1, SGUI1_9840.2, SGUI1_9840.3	SHAE2_12450.1, SHAE2_12450.2, SHAE2_12450.4, SHAE2_12450.5
OG0003532	SGUI1_7660.1, SGUI1_7660.2	SHAE2_10080.1, SHAE2_10080.2, SHAE2_10080.3
OG0003533	SGUI1_48340.1	SHAE2_51600.1
OG0003534	SGUI1_87780.1	SHAE2_92620.1
OG0003535	SGUI1_96560.1	SHAE2_99830.1
OG0003536	SGUI1_61470.1	SHAE2_65150.1
OG0003537	SGUI1_59710.1	SHAE2_63280.1
OG0003538	SGUI1_21830.4, SGUI1_21830.1	SHAE2_24340.1
OG0003539	SGUI1_77490.5, SGUI1_77490.2, SGUI1_77490.3, SGUI1_77490.6, SGUI1_77490.1, SGUI1_77490.4	SHAE2_81500.1
OG0003540	SGUI1_13880.1, SGUI1_4230.1	SHAE2_4860.1
OG0003541	SGUI1_86510.1, SGUI1_86500.1	SHAE2_91440.1
OG0003542	SGUI1_64530.1, SGUI1_64530.2, SGUI1_64530.3, SGUI1_64530.4	SHAE2_68250.1
OG0003543	SGUI1_49650.7, SGUI1_49650.8, SGUI1_49650.4, SGUI1_49650.3, SGUI1_49650.5, SGUI1_49650.6, SGUI1_49650.1, SGUI1_49650.2	SHAE2_52810.1
OG0003544	SGUI1_48600.1, SGUI1_48600.2	SHAE2_51820.1, SHAE2_51820.2
OG0003545	SGUI1_19130.1	SHAE2_21700.1
OG0003547	SGUI1_7120.1	SHAE2_8140.2, SHAE2_8140.1, SHAE2_8140.4
OG0003548	SGUI1_22170.1	SHAE2_24630.1, SHAE2_24630.2, SHAE2_24630.3
OG0003549	SGUI1_88450.1, SGUI1_88450.2	SHAE2_93390.1, SHAE2_93390.2
OG0003550	SGUI1_37390.1, SGUI1_37390.2	SHAE2_40440.1, SHAE2_40440.2
OG0003551	SGUI1_64810.1	SHAE2_68620.1
OG0003551	SGUI1_64810.2	SHAE2_68590.1
OG0003552	SGUI1_58330.1, SGUI1_58330.2	SHAE2_61820.1, SHAE2_61820.2
OG0003553	SGUI1_9120.1, SGUI1_9130.1	SHAE2_11740.1
OG0003554	SGUI1_69550.2, SGUI1_69550.3, SGUI1_69550.4, SGUI1_69550.5, SGUI1_69550.6, SGUI1_69550.1	SHAE2_73730.1
OG0003555	SGUI1_76970.1	SHAE2_81020.1
OG0003556	SGUI1_61400.1	SHAE2_65070.1, SHAE2_65070.2
OG0003557	SGUI1_46590.1, SGUI1_46590.2, SGUI1_46590.3, SGUI1_46590.4	SHAE2_49930.1, SHAE2_49930.2
OG0003558	SGUI1_58680.1	SHAE2_62280.2, SHAE2_62280.5, SHAE2_62280.3, SHAE2_62280.4, SHAE2_62280.1
OG0003559	SGUI1_81390.1, SGUI1_81390.2, SGUI1_81390.3, SGUI1_81390.4	SHAE2_86270.1, SHAE2_86270.2
OG0003562	SGUI1_64500.1	SHAE2_68240.1
OG0003562	SGUI1_64490.1	SHAE2_68230.1
OG0003563	SGUI1_59000.1	SHAE2_62640.1, SHAE2_62650.1
OG0003564	SGUI1_31320.1	SHAE2_33810.1, SHAE2_33810.2, SHAE2_33810.3, SHAE2_33810.4
OG0003565	SGUI1_26750.1, SGUI1_26750.2	SHAE2_29260.1
OG0003566	SGUI1_4900.1, SGUI1_4900.4, SGUI1_4900.2, SGUI1_4900.3	SHAE2_5730.1
OG0003568	SGUI1_2690.1	SHAE2_3080.1
OG0003569	SGUI1_6110.1	SHAE2_6960.1, SHAE2_6960.2, SHAE2_6960.3
OG0003570	SGUI1_55170.1, SGUI1_59400.1, SGUI1_93730.1, SGUI1_93730.2, SGUI1_93730.3, SGUI1_93730.4, SGUI1_93740.1, SGUI1_36490.1, SGUI1_48840.1, SGUI1_55610.1, SGUI1_49440.1, SGUI1_49440.2, SGUI1_49440.3, SGUI1_49440.4, SGUI1_49440.5	SHAE2_5810.1, SHAE2_18110.1, SHAE2_18120.1
OG0003571	SGUI1_3470.1	SHAE2_3990.1
OG0003571	SGUI1_3480.1	SHAE2_4000.1
OG0003572	SGUI1_67820.4, SGUI1_67820.3, SGUI1_67820.1, SGUI1_67820.2	SHAE2_71700.1, SHAE2_71700.3, SHAE2_71700.2
OG0003572	SGUI1_67810.1	SHAE2_71690.1
OG0003577	SGUI1_44480.1	SHAE2_47330.1, SHAE2_47340.1
OG0003580	SGUI1_15510.2, SGUI1_15510.3, SGUI1_15510.1	SHAE2_17870.1
OG0003581	SGUI1_41230.1	SHAE2_44120.1, SHAE2_44120.3, SHAE2_44120.2
OG0003582	SGUI1_57660.1	SHAE2_61120.1
OG0003583	SGUI1_2830.1	SHAE2_3400.1, SHAE2_3400.2
OG0003584	SGUI1_62060.1	SHAE2_65740.2, SHAE2_65740.4
OG0003585	SGUI1_84420.1	SHAE2_89310.1, SHAE2_89310.2, SHAE2_89310.3
OG0003586	SGUI1_45010.2	SHAE2_47910.1
OG0003587	SGUI1_10120.1	SHAE2_12780.1
OG0003588	SGUI1_15800.1	SHAE2_18230.1
OG0003589	SGUI1_71510.1	SHAE2_75580.1
OG0003590	SGUI1_5970.1	SHAE2_6800.1
OG0003591	SGUI1_59610.1	SHAE2_63190.1
OG0003592	SGUI1_73850.3, SGUI1_73860.1	SHAE2_77980.1
OG0003593	SGUI1_33170.1	SHAE2_103390.1
OG0003594	SGUI1_15190.1	SHAE2_17530.1, SHAE2_17530.2, SHAE2_17530.3
OG0003595	SGUI1_85810.1	SHAE2_90710.1, SHAE2_90710.2, SHAE2_90710.3
OG0003596	SGUI1_52960.6, SGUI1_52960.2, SGUI1_52960.4, SGUI1_52960.1, SGUI1_52960.5, SGUI1_52960.3	SHAE2_56060.1
OG0003597	SGUI1_73410.3, SGUI1_73410.1, SGUI1_73410.2, SGUI1_73410.4	SHAE2_77560.1, SHAE2_77560.2, SHAE2_77560.3, SHAE2_77560.4
OG0003598	SGUI1_36150.1	SHAE2_39140.4, SHAE2_39140.2, SHAE2_39140.1, SHAE2_39140.3
OG0003599	SGUI1_12420.1	SHAE2_15100.1
OG0003600	SGUI1_4890.1	SHAE2_5720.1
OG0003601	SGUI1_27290.1	SHAE2_29840.1, SHAE2_29840.2
