Orthogroup	schistosoma_haematobium	opisthorchis_viverrini
OG0002766	SHAE2_77450.1, SHAE2_77450.2	T265_00330
OG0002767	SHAE2_52660.1, SHAE2_52660.2, SHAE2_52660.3, SHAE2_52660.5, SHAE2_52660.4	T265_06760
OG0002768	SHAE2_2530.1	T265_10258, T265_16169
OG0002769	SHAE2_28460.1, SHAE2_28460.2, SHAE2_28460.3	T265_01046
OG0002771	SHAE2_36550.1	T265_08021, T265_08022
OG0002774	SHAE2_3060.1, SHAE2_3070.1, SHAE2_3070.3, SHAE2_3070.2	T265_05258
OG0002776	SHAE2_79190.1	T265_11356
OG0002777	SHAE2_80580.1	T265_05823
OG0002778	SHAE2_101050.1	T265_09444
OG0002779	SHAE2_36240.1	T265_14542
OG0002781	SHAE2_28830.1	T265_07481
OG0002782	SHAE2_83380.1, SHAE2_83390.1	T265_12327, T265_10961, T265_01932
OG0002783	SHAE2_57440.4, SHAE2_57440.2, SHAE2_57440.1, SHAE2_57440.3	T265_00286
OG0002784	SHAE2_28480.1, SHAE2_28480.2, SHAE2_28480.3, SHAE2_28480.4	T265_01050
OG0002785	SHAE2_75670.1	T265_13376
OG0002786	SHAE2_15050.4, SHAE2_15050.2, SHAE2_15050.3, SHAE2_15050.1	T265_13497
OG0002787	SHAE2_7570.1, SHAE2_7570.3, SHAE2_7570.2	T265_03074
OG0002788	SHAE2_12570.1	T265_01005
OG0002789	SHAE2_21020.1	T265_08482
OG0002790	SHAE2_80920.1	T265_02675
OG0002791	SHAE2_2940.1, SHAE2_2940.2, SHAE2_2940.3, SHAE2_2950.1	T265_06735
OG0002792	SHAE2_59280.1	T265_06771
OG0002793	SHAE2_13270.1	T265_04394
OG0002794	SHAE2_99070.1, SHAE2_99070.3, SHAE2_99070.2	T265_15249, T265_15899
OG0002795	SHAE2_28750.1	T265_07477
OG0002796	SHAE2_14310.1	T265_13167
OG0002797	SHAE2_39310.1, SHAE2_39310.2, SHAE2_39310.3	T265_04341
OG0002798	SHAE2_78730.1, SHAE2_78730.2	T265_13131
OG0002799	SHAE2_89480.2, SHAE2_89480.1, SHAE2_89480.3	T265_07700, T265_14359, T265_14358
OG0002800	SHAE2_84040.1	T265_14735
OG0002802	SHAE2_96310.1	T265_07569
OG0002803	SHAE2_29050.1	T265_03781
OG0002804	SHAE2_42210.1	T265_13660
OG0002805	SHAE2_59580.1	T265_12771
OG0002806	SHAE2_75290.1	T265_15954, T265_07440, T265_16235
OG0002807	SHAE2_22770.2, SHAE2_22770.1	T265_06189
OG0002808	SHAE2_66170.1, SHAE2_66180.1, SHAE2_66180.2	T265_04515
OG0002809	SHAE2_86090.1, SHAE2_86090.2	T265_12974
OG0002810	SHAE2_37590.1	T265_06252
OG0002811	SHAE2_23920.1	T265_10010
OG0002812	SHAE2_91150.1	T265_04204, T265_13449
OG0002814	SHAE2_26090.1	T265_05382
OG0002815	SHAE2_67610.1, SHAE2_67610.2, SHAE2_67610.3	T265_10978
OG0002816	SHAE2_21710.2, SHAE2_21710.1, SHAE2_21710.3	T265_08032
OG0002817	SHAE2_40190.1, SHAE2_40190.2	T265_04006
OG0002818	SHAE2_79860.1, SHAE2_79860.2, SHAE2_79860.3	T265_08927, T265_01280
OG0002819	SHAE2_73130.1	T265_09770
OG0002820	SHAE2_79250.1, SHAE2_79250.2	T265_02159
OG0002821	SHAE2_4820.1, SHAE2_4820.2	T265_03347
OG0002822	SHAE2_11660.2, SHAE2_103480.1, SHAE2_11660.1	T265_07965
OG0002823	SHAE2_16870.3, SHAE2_16870.1, SHAE2_16870.2	T265_05525
OG0002824	SHAE2_2230.1	T265_10376
OG0002825	SHAE2_51960.1	T265_07639
OG0002826	SHAE2_43700.1	T265_11221, T265_15380
OG0002827	SHAE2_29510.1	T265_03736
OG0002828	SHAE2_30350.1, SHAE2_30360.1	T265_09896
OG0002829	SHAE2_64770.1, SHAE2_64770.2	T265_06804
OG0002830	SHAE2_25800.3, SHAE2_25800.1, SHAE2_25800.2	T265_15416
OG0002831	SHAE2_17640.1, SHAE2_17640.2, SHAE2_17640.3	T265_06375
OG0002832	SHAE2_85730.3, SHAE2_85730.4, SHAE2_85730.2, SHAE2_85730.1	T265_03399
OG0002834	SHAE2_4110.1, SHAE2_4110.2	T265_11271
OG0002835	SHAE2_96970.1	T265_04910
OG0002836	SHAE2_27860.1	T265_03775
OG0002837	SHAE2_17650.1, SHAE2_17650.2, SHAE2_17650.3	T265_03657
OG0002838	SHAE2_15670.1, SHAE2_15670.2, SHAE2_15670.3, SHAE2_15670.4, SHAE2_15670.5	T265_11730
OG0002839	SHAE2_75830.4, SHAE2_75830.3, SHAE2_75830.1, SHAE2_75830.2	T265_00320
OG0002840	SHAE2_96750.1	T265_13355
OG0002841	SHAE2_54030.1, SHAE2_54030.2	T265_10889
OG0002842	SHAE2_76080.1	T265_12366, T265_08849, T265_15989
OG0002844	SHAE2_71840.1, SHAE2_71840.2	T265_14223, T265_05563
OG0002845	SHAE2_12710.3, SHAE2_12710.2, SHAE2_12710.1, SHAE2_12710.5, SHAE2_12710.6, SHAE2_12710.4	T265_13463
OG0002846	SHAE2_23510.2, SHAE2_23510.1	T265_16173
OG0002847	SHAE2_61690.1	T265_00612
OG0002848	SHAE2_65340.1	T265_14189, T265_08788
OG0002849	SHAE2_15410.1	T265_06370
OG0002851	SHAE2_95090.1, SHAE2_95080.1	T265_08012, T265_12159, T265_14456, T265_08013
OG0002852	SHAE2_15530.5, SHAE2_15530.2, SHAE2_15530.3, SHAE2_15530.1, SHAE2_15530.4	T265_10322
OG0002853	SHAE2_77600.1	T265_09115
OG0002854	SHAE2_37370.1, SHAE2_37370.2, SHAE2_37370.3	T265_02955, T265_13136
OG0002855	SHAE2_19290.1, SHAE2_19290.2, SHAE2_19290.3, SHAE2_19290.4	T265_08034
OG0002856	SHAE2_56670.4, SHAE2_56670.3, SHAE2_56670.1, SHAE2_56670.2	T265_06755
OG0002857	SHAE2_67430.1	T265_01821, T265_01444
OG0002858	SHAE2_11820.1, SHAE2_11820.3	T265_01858
OG0002859	SHAE2_66890.1	T265_02034
OG0002860	SHAE2_81860.1	T265_14764
OG0002861	SHAE2_93360.1	T265_08733, T265_14653
OG0002863	SHAE2_19530.1, SHAE2_19540.1	T265_16256, T265_04944
OG0002864	SHAE2_57060.1, SHAE2_57060.2, SHAE2_57060.3	T265_13279
OG0002865	SHAE2_12530.1, SHAE2_12530.2, SHAE2_12530.4, SHAE2_12530.7, SHAE2_12530.3, SHAE2_12530.5, SHAE2_12530.8, SHAE2_12530.6	T265_01001
OG0002866	SHAE2_38600.1	T265_05742, T265_08029, T265_14459, T265_14460
OG0002867	SHAE2_4320.3, SHAE2_4320.1, SHAE2_4320.2	T265_14794
OG0002868	SHAE2_92400.1	T265_04776, T265_04777
OG0002869	SHAE2_2360.1	T265_02470
OG0002870	SHAE2_50760.1, SHAE2_50760.2	T265_02369
OG0002871	SHAE2_47920.2, SHAE2_47920.1	T265_05892
OG0002872	SHAE2_52800.4, SHAE2_52800.3, SHAE2_52800.2, SHAE2_52800.1	T265_06839
OG0002873	SHAE2_97270.4, SHAE2_97270.6, SHAE2_97270.1, SHAE2_97270.2, SHAE2_97270.3, SHAE2_97270.5	T265_05961
OG0002874	SHAE2_42550.1, SHAE2_42550.7, SHAE2_42550.3, SHAE2_42550.5, SHAE2_42550.6, SHAE2_42550.2, SHAE2_42550.4	T265_13044
OG0002875	SHAE2_54370.2, SHAE2_54370.1	T265_08601
OG0002876	SHAE2_75340.1, SHAE2_75340.4, SHAE2_75340.2, SHAE2_75340.3	T265_09158
OG0002877	SHAE2_64720.1, SHAE2_64720.2	T265_15585
OG0002878	SHAE2_68000.1, SHAE2_68000.2, SHAE2_68000.3	T265_09786
OG0002879	SHAE2_20100.1	T265_00994
OG0002880	SHAE2_23870.2, SHAE2_23870.1, SHAE2_23870.3, SHAE2_23870.4, SHAE2_23870.5	T265_15974, T265_16333, T265_16372
OG0002881	SHAE2_63170.2, SHAE2_63170.1, SHAE2_63170.3	T265_03918
OG0002882	SHAE2_20490.1, SHAE2_20500.1	T265_08367, T265_08365, T265_08366
OG0002883	SHAE2_54480.1, SHAE2_54480.2	T265_00123
OG0002884	SHAE2_69330.2, SHAE2_69330.3, SHAE2_69330.1	T265_01404
OG0002885	SHAE2_50020.5, SHAE2_50020.1, SHAE2_50020.2, SHAE2_50020.3, SHAE2_50020.4	T265_03301, T265_03258
OG0002886	SHAE2_78920.1, SHAE2_78920.2	T265_00431
OG0002889	SHAE2_86500.1	T265_09957
OG0002890	SHAE2_29950.1, SHAE2_29950.2, SHAE2_29950.3	T265_15384
OG0002892	SHAE2_80840.1, SHAE2_80860.1, SHAE2_80870.1	T265_12956
OG0002893	SHAE2_10260.1	T265_13538
OG0002902	SHAE2_42240.5, SHAE2_42240.3, SHAE2_42240.4, SHAE2_42240.1, SHAE2_42240.2	T265_10089
OG0002903	SHAE2_76140.1, SHAE2_76140.2, SHAE2_76140.4, SHAE2_76140.3	T265_01720, T265_16142, T265_15992
OG0002904	SHAE2_24430.1, SHAE2_24430.2, SHAE2_24430.3	T265_00938, T265_12671, T265_16281
OG0002905	SHAE2_70600.1, SHAE2_70600.2	T265_13028, T265_02524
OG0002906	SHAE2_31300.1, SHAE2_31300.2, SHAE2_31300.3, SHAE2_31300.4	T265_10987
OG0002907	SHAE2_5950.1, SHAE2_5950.2, SHAE2_5950.3, SHAE2_5950.4	T265_00957
OG0002908	SHAE2_73000.1	T265_13687, T265_15239
OG0002910	SHAE2_20730.1	T265_13256
OG0002911	SHAE2_16800.1, SHAE2_16800.3, SHAE2_16800.4, SHAE2_16800.5, SHAE2_16800.2	T265_13253
OG0002912	SHAE2_69070.1	T265_12025, T265_15674
OG0002913	SHAE2_11950.1, SHAE2_11950.5, SHAE2_11950.3, SHAE2_11950.4, SHAE2_11950.7, SHAE2_11950.6, SHAE2_11950.2	T265_08468, T265_12220
OG0002914	SHAE2_18490.1	T265_10038
OG0002915	SHAE2_81910.1	T265_13119
OG0002916	SHAE2_19590.3, SHAE2_19590.1, SHAE2_19590.2	T265_02505
OG0002917	SHAE2_25310.1	T265_10733
OG0002918	SHAE2_85700.1, SHAE2_85700.2	T265_06975
OG0002919	SHAE2_91350.1	T265_07324
OG0002921	SHAE2_100490.1, SHAE2_100490.2	T265_07949
OG0002922	SHAE2_80930.4, SHAE2_80930.2, SHAE2_80930.3, SHAE2_80930.1	T265_02668
OG0002923	SHAE2_64890.1, SHAE2_64890.2	T265_12590
OG0002924	SHAE2_13680.1	T265_09413
OG0002925	SHAE2_14340.1, SHAE2_14340.2	T265_03081
OG0002926	SHAE2_34750.1	T265_01295
OG0002928	SHAE2_79480.1	T265_13841
OG0002929	SHAE2_24710.1, SHAE2_24710.2, SHAE2_24710.3	T265_00854
OG0002930	SHAE2_43440.1, SHAE2_43440.2	T265_09338
OG0002931	SHAE2_2240.1	T265_10381
OG0002932	SHAE2_47810.1, SHAE2_47790.1, SHAE2_47790.2, SHAE2_47790.3	T265_12802
OG0002933	SHAE2_43180.1, SHAE2_43190.1	T265_13654, T265_16004, T265_13655
OG0002934	SHAE2_98530.1, SHAE2_98530.2	T265_07078
OG0002935	SHAE2_70040.3, SHAE2_70040.6, SHAE2_70040.7, SHAE2_70040.4, SHAE2_70040.1, SHAE2_70040.2, SHAE2_70040.8, SHAE2_70040.5, SHAE2_70040.9	T265_01577
OG0002936	SHAE2_49950.4, SHAE2_49950.3, SHAE2_49950.5, SHAE2_49950.1, SHAE2_49950.2	T265_02894
OG0002938	SHAE2_83570.1	T265_04269, T265_04417, T265_04418
OG0002939	SHAE2_14930.1	T265_03203
OG0002940	SHAE2_51290.2, SHAE2_51290.1, SHAE2_51290.3	T265_12767, T265_01318
OG0002941	SHAE2_58250.1, SHAE2_58260.1	T265_10241
OG0002942	SHAE2_82870.1, SHAE2_82850.1	T265_02787
OG0002943	SHAE2_82890.4, SHAE2_82890.1, SHAE2_82890.2, SHAE2_82890.3, SHAE2_82890.5, SHAE2_82890.6	T265_13089
OG0002944	SHAE2_19650.1	T265_10544
OG0002945	SHAE2_82210.1	T265_11225
OG0002946	SHAE2_20900.1	T265_11123, T265_15274, T265_09246, T265_02088
OG0002947	SHAE2_94910.1, SHAE2_94900.1	T265_09749
OG0002948	SHAE2_64650.2, SHAE2_64650.1	T265_10715
OG0002949	SHAE2_36910.1, SHAE2_36910.2	T265_02799
OG0002950	SHAE2_74520.1, SHAE2_74520.2, SHAE2_74520.3	T265_04871
OG0002951	SHAE2_40760.1	T265_07586
OG0002952	SHAE2_53710.1	T265_12773
OG0002953	SHAE2_3830.1	T265_04423, T265_15987
OG0002954	SHAE2_64030.1, SHAE2_64030.2	T265_06597, T265_15941
OG0002955	SHAE2_78180.1, SHAE2_78180.3, SHAE2_78180.2	T265_14732
OG0002956	SHAE2_100250.1, SHAE2_100250.2	T265_15076
OG0002957	SHAE2_74620.1, SHAE2_74620.2	T265_00422
OG0002958	SHAE2_71080.1, SHAE2_71080.2	T265_16166, T265_10751, T265_10762
OG0002960	SHAE2_51930.1	T265_05712
OG0002961	SHAE2_103180.2, SHAE2_103180.4, SHAE2_103180.5, SHAE2_103180.1, SHAE2_103180.3	T265_11252
OG0002962	SHAE2_70630.1, SHAE2_70630.2, SHAE2_70630.3, SHAE2_70630.4	T265_14105
OG0002964	SHAE2_27510.1	T265_08700
OG0002965	SHAE2_97630.1	T265_02144
OG0002966	SHAE2_46720.1, SHAE2_46720.2	T265_04442
OG0002967	SHAE2_65220.2, SHAE2_65220.3, SHAE2_65220.4, SHAE2_65220.1	T265_09516, T265_09515, T265_14873
OG0002968	SHAE2_21540.1	T265_14182, T265_14181
OG0002969	SHAE2_56000.1	T265_07415
OG0002970	SHAE2_11780.1	T265_12882
OG0002971	SHAE2_67150.1, SHAE2_67150.2, SHAE2_67150.4, SHAE2_67150.3	T265_09283
OG0002972	SHAE2_65840.1	T265_00627
OG0002973	SHAE2_51760.1, SHAE2_51760.2	T265_07435
OG0002974	SHAE2_34820.2, SHAE2_34820.1	T265_15126
OG0002975	SHAE2_41170.1, SHAE2_41170.4, SHAE2_41170.2, SHAE2_41170.3	T265_01518
OG0002976	SHAE2_67660.1	T265_03160
OG0002977	SHAE2_8520.1, SHAE2_8520.2	T265_01592
OG0002979	SHAE2_23640.1	T265_11670
OG0002980	SHAE2_31610.3, SHAE2_31610.1, SHAE2_31610.2	T265_00740
OG0002981	SHAE2_79680.1, SHAE2_79680.2	T265_14186
OG0002982	SHAE2_56930.1, SHAE2_56930.2	T265_13871
OG0002983	SHAE2_26940.1	T265_02113, T265_15879
OG0002984	SHAE2_14580.2, SHAE2_14580.3, SHAE2_14580.5, SHAE2_14580.4, SHAE2_14580.1	T265_14382
OG0002985	SHAE2_2460.2, SHAE2_2460.1	T265_15506
OG0002986	SHAE2_11870.1	T265_10270, T265_10269
OG0002988	SHAE2_98380.4, SHAE2_98380.1, SHAE2_98380.2, SHAE2_98380.3	T265_08760
OG0002989	SHAE2_52630.1, SHAE2_52630.2	T265_09294
OG0002990	SHAE2_85270.4, SHAE2_85270.5, SHAE2_85270.1, SHAE2_85270.2, SHAE2_85270.3	T265_11604
OG0002991	SHAE2_34290.2	T265_00107
OG0002992	SHAE2_80420.1	T265_12542
OG0002993	SHAE2_89330.1	T265_15836, T265_09955, T265_10213, T265_07127
OG0002994	SHAE2_21510.1, SHAE2_21510.2, SHAE2_21510.3, SHAE2_21510.4, SHAE2_21510.5, SHAE2_21510.6	T265_14978
OG0002995	SHAE2_94390.1	T265_10496
OG0002996	SHAE2_16730.1	T265_09556
OG0002997	SHAE2_37170.1, SHAE2_37170.2, SHAE2_37170.4, SHAE2_37170.5, SHAE2_37170.3, SHAE2_37170.6	T265_11005
OG0002998	SHAE2_47420.3, SHAE2_47420.5, SHAE2_47420.2, SHAE2_47420.1, SHAE2_47420.4	T265_01464
OG0002999	SHAE2_64500.4, SHAE2_64500.2, SHAE2_64500.1, SHAE2_64500.3	T265_10797
OG0003000	SHAE2_29340.5, SHAE2_29340.2, SHAE2_29340.3, SHAE2_29340.1, SHAE2_29340.4	T265_13667
OG0003001	SHAE2_29250.1, SHAE2_29250.3, SHAE2_29250.2	T265_06939
OG0003002	SHAE2_21760.1	T265_06956
OG0003003	SHAE2_99080.1, SHAE2_99080.2	T265_10787
OG0003004	SHAE2_79600.1	T265_02782
OG0003006	SHAE2_90230.1	T265_10485
OG0003007	SHAE2_65250.1	T265_14668
OG0003008	SHAE2_34350.1, SHAE2_34350.2	T265_10063
OG0003009	SHAE2_7060.1	T265_04390
OG0003010	SHAE2_75210.1	T265_13842
OG0003011	SHAE2_32590.1, SHAE2_32590.4, SHAE2_32590.2, SHAE2_32590.3	T265_07456
OG0003012	SHAE2_65670.1	T265_02531
OG0003013	SHAE2_82700.1	T265_03958
OG0003014	SHAE2_89540.2, SHAE2_89540.1	T265_14360
OG0003015	SHAE2_46240.1, SHAE2_46240.3, SHAE2_46240.2, SHAE2_46240.4	T265_04992
OG0003016	SHAE2_80100.1	T265_08197
OG0003017	SHAE2_53580.1, SHAE2_53620.1	T265_02207
OG0003018	SHAE2_100060.1, SHAE2_100060.2	T265_05229, T265_13729, T265_16104
OG0003019	SHAE2_79120.1, SHAE2_79120.3, SHAE2_79120.2	T265_00834
OG0003020	SHAE2_31060.1	T265_13359
OG0003021	SHAE2_89570.1	T265_11800
OG0003023	SHAE2_89490.1	T265_04962, T265_12395
OG0003024	SHAE2_82260.1, SHAE2_82260.2, SHAE2_82260.3	T265_08219
OG0003025	SHAE2_39930.3, SHAE2_39930.1, SHAE2_39930.2, SHAE2_39930.4	T265_08285
OG0003026	SHAE2_36110.1, SHAE2_36110.2	T265_02585
OG0003027	SHAE2_18730.1, SHAE2_18740.1	T265_11623
OG0003028	SHAE2_11900.3, SHAE2_11900.1, SHAE2_11900.2	T265_14740
OG0003029	SHAE2_86330.1	T265_07912
OG0003030	SHAE2_21720.2, SHAE2_21720.5, SHAE2_21720.6, SHAE2_21720.4, SHAE2_21720.3, SHAE2_21720.1	T265_14667
OG0003031	SHAE2_68760.1	T265_03339
OG0003032	SHAE2_62910.1, SHAE2_62910.2	T265_09883
OG0003033	SHAE2_50110.1, SHAE2_50110.2, SHAE2_50110.3, SHAE2_50110.6, SHAE2_50110.5, SHAE2_50110.4	T265_00067
OG0003034	SHAE2_86790.1	T265_13931
OG0003036	SHAE2_89650.1, SHAE2_89660.1, SHAE2_89670.1, SHAE2_89680.1	T265_13241
OG0003037	SHAE2_83940.1	T265_08191
OG0003038	SHAE2_55430.1	T265_01298
OG0003039	SHAE2_48800.1	T265_12554
OG0003040	SHAE2_32310.1, SHAE2_32310.2, SHAE2_32310.3	T265_08335
OG0003041	SHAE2_35170.5, SHAE2_35170.2, SHAE2_35170.4, SHAE2_35170.3, SHAE2_35170.6, SHAE2_35170.1	T265_00719
OG0003043	SHAE2_51140.3, SHAE2_51140.1, SHAE2_51140.2, SHAE2_51140.7, SHAE2_51140.4, SHAE2_51140.6, SHAE2_51140.5, SHAE2_51140.8	T265_02896
OG0003044	SHAE2_8300.1, SHAE2_8300.2	T265_01567
OG0003045	SHAE2_54900.1	T265_05095
OG0003046	SHAE2_54910.1	T265_05093
OG0003047	SHAE2_14680.1	T265_13450
OG0003048	SHAE2_49300.1	T265_01218, T265_09411
OG0003049	SHAE2_49310.1	T265_01217
OG0003050	SHAE2_83020.2, SHAE2_83020.1, SHAE2_83020.3	T265_04271, T265_04273
OG0003051	SHAE2_26720.1	T265_09098
OG0003052	SHAE2_69150.1	T265_11750
OG0003053	SHAE2_28790.2, SHAE2_28790.1, SHAE2_28790.3	T265_03747
OG0003054	SHAE2_10670.1	T265_03119
OG0003055	SHAE2_59920.1, SHAE2_59920.2, SHAE2_59920.3	T265_09217
OG0003056	SHAE2_10550.2, SHAE2_10550.1, SHAE2_10550.3	T265_07027
OG0003057	SHAE2_67500.1	T265_07016
OG0003058	SHAE2_97540.1	T265_03889
OG0003059	SHAE2_38810.2, SHAE2_38810.1	T265_01103, T265_11098, T265_12033
OG0003060	SHAE2_55250.1	T265_13466
OG0003061	SHAE2_86360.1, SHAE2_86360.2, SHAE2_86360.3, SHAE2_86360.4	T265_07124
OG0003062	SHAE2_95210.2, SHAE2_95210.1, SHAE2_95210.3, SHAE2_95210.4, SHAE2_95210.5, SHAE2_95210.6, SHAE2_95210.7	T265_07364
OG0003063	SHAE2_19910.1, SHAE2_19910.3, SHAE2_19910.2	T265_15517
OG0003064	SHAE2_8310.1	T265_01571
OG0003065	SHAE2_23900.10, SHAE2_23900.4, SHAE2_23900.5, SHAE2_23900.7, SHAE2_23900.9, SHAE2_23900.1, SHAE2_23900.2, SHAE2_23900.3, SHAE2_23900.6, SHAE2_23900.8	T265_12659
OG0003066	SHAE2_99400.1, SHAE2_99400.2	T265_04405
OG0003067	SHAE2_27130.1	T265_01085
OG0003068	SHAE2_81190.3, SHAE2_81190.1, SHAE2_102370.1, SHAE2_81190.2	T265_11773
OG0003069	SHAE2_74810.1	T265_01995
OG0003071	SHAE2_64820.1, SHAE2_64820.2	T265_04804
OG0003072	SHAE2_83920.1	T265_11500
OG0003073	SHAE2_68200.1	T265_12790
OG0003074	SHAE2_62760.1	T265_14915
OG0003075	SHAE2_61410.4, SHAE2_61410.1, SHAE2_61410.3, SHAE2_61410.5, SHAE2_61410.2, SHAE2_61410.6	T265_14577
OG0003076	SHAE2_61370.1, SHAE2_61350.2, SHAE2_61350.1	T265_10794, T265_16094
OG0003077	SHAE2_79150.1, SHAE2_79150.2	T265_15604
OG0003078	SHAE2_65310.1, SHAE2_65310.2	T265_00099
OG0003079	SHAE2_59890.1, SHAE2_59890.2	T265_11875
OG0003080	SHAE2_12800.1, SHAE2_12800.2, SHAE2_12800.3	T265_07755
OG0003081	SHAE2_16550.3, SHAE2_16550.2, SHAE2_16550.1	T265_03078
OG0003082	SHAE2_53330.1, SHAE2_53330.2	T265_11379
OG0003083	SHAE2_83720.1, SHAE2_83720.2, SHAE2_83720.3, SHAE2_83720.4	T265_14683
OG0003085	SHAE2_41650.2, SHAE2_41650.1, SHAE2_41640.1, SHAE2_41650.3	T265_14689
OG0003087	SHAE2_101390.1, SHAE2_101390.2	T265_08143
OG0003088	SHAE2_22690.3, SHAE2_22690.1, SHAE2_22690.2	T265_02291, T265_04908
OG0003089	SHAE2_20820.3, SHAE2_20820.1, SHAE2_20820.2	T265_11951
OG0003090	SHAE2_34160.1, SHAE2_34160.2	T265_13275
OG0003107	SHAE2_59710.5, SHAE2_59710.3, SHAE2_59710.4, SHAE2_59710.2, SHAE2_59710.1	T265_05277
OG0003108	SHAE2_28610.1	T265_06555
OG0003109	SHAE2_17280.1	T265_13791
OG0003110	SHAE2_15990.1	T265_04583, T265_04581
OG0003111	SHAE2_76060.1	T265_01222
OG0003112	SHAE2_72320.1, SHAE2_72320.4, SHAE2_72320.2, SHAE2_72320.5, SHAE2_72320.3	T265_03161
OG0003114	SHAE2_92380.4, SHAE2_92380.2, SHAE2_92380.1, SHAE2_92380.3	T265_04310
OG0003115	SHAE2_78240.1, SHAE2_78240.2	T265_12647
OG0003116	SHAE2_93590.1	T265_06786, T265_16161
OG0003117	SHAE2_20700.1, SHAE2_20700.2	T265_00936
OG0003120	SHAE2_75060.1, SHAE2_75060.2, SHAE2_75060.3, SHAE2_75060.4, SHAE2_75060.5, SHAE2_75060.6, SHAE2_75060.7	T265_12987
OG0003121	SHAE2_1900.1	T265_03332
OG0003122	SHAE2_670.2, SHAE2_670.1, SHAE2_670.3, SHAE2_670.4	T265_00248
OG0003124	SHAE2_96090.1, SHAE2_96090.2	T265_09973
OG0003125	SHAE2_78910.2	T265_01989
OG0003126	SHAE2_21350.1, SHAE2_103150.1	T265_02263
OG0003127	SHAE2_91600.1, SHAE2_91600.3, SHAE2_91600.2	T265_00393
OG0003128	SHAE2_86700.1, SHAE2_86700.2, SHAE2_86700.3, SHAE2_86700.4, SHAE2_86700.5, SHAE2_86700.6	T265_12835
OG0003129	SHAE2_3390.1, SHAE2_3390.2	T265_00252
OG0003130	SHAE2_30210.1	T265_03769, T265_03257, T265_03259, T265_03260
OG0003131	SHAE2_76690.1, SHAE2_76690.2, SHAE2_76690.6, SHAE2_76690.3, SHAE2_76690.4, SHAE2_76690.7, SHAE2_76690.5	T265_16261
OG0003133	SHAE2_63260.1	T265_15587
OG0003134	SHAE2_89050.1, SHAE2_89050.2, SHAE2_89050.3, SHAE2_89050.4	T265_06539
OG0003136	SHAE2_12010.1, SHAE2_12010.2	T265_01565
OG0003137	SHAE2_85890.1	T265_13566
OG0003138	SHAE2_95910.1	T265_01867, T265_12886
OG0003139	SHAE2_52620.4, SHAE2_52620.1, SHAE2_52620.3, SHAE2_52620.2	T265_09293
OG0003140	SHAE2_33310.1	T265_10611
OG0003142	SHAE2_81030.1	T265_13088, T265_12449
OG0003144	SHAE2_42220.3, SHAE2_42220.2, SHAE2_42220.1	T265_07038
OG0003145	SHAE2_23400.2, SHAE2_23400.1	T265_10158, T265_10168, T265_16083
OG0003146	SHAE2_69100.1	T265_00190
OG0003147	SHAE2_52480.1, SHAE2_52480.2, SHAE2_52480.3	T265_04879
OG0003148	SHAE2_97990.1	T265_05214
OG0003149	SHAE2_59660.2, SHAE2_59660.1	T265_14469
OG0003150	SHAE2_83270.3, SHAE2_83270.1, SHAE2_83270.2, SHAE2_83270.4	T265_03278
OG0003151	SHAE2_53190.1	T265_13108
OG0003152	SHAE2_40110.1	T265_13663, T265_16373, T265_07971, T265_16076
OG0003153	SHAE2_78330.2, SHAE2_78330.5, SHAE2_78330.3, SHAE2_78330.1, SHAE2_78330.4	T265_11495
OG0003154	SHAE2_38520.1, SHAE2_38520.4, SHAE2_38520.3, SHAE2_38520.2	T265_08108
OG0003155	SHAE2_75480.1	T265_07187
OG0003156	SHAE2_41080.2, SHAE2_41080.5, SHAE2_41080.3, SHAE2_41080.4, SHAE2_41080.1	T265_05065
OG0003157	SHAE2_55690.1, SHAE2_55690.2	T265_07210
OG0003158	SHAE2_94580.1	T265_03832
OG0003159	SHAE2_59350.1	T265_10689
OG0003160	SHAE2_22620.1	T265_03695
OG0003161	SHAE2_50370.1, SHAE2_50370.2	T265_00163
OG0003164	SHAE2_36250.5, SHAE2_36250.4, SHAE2_36250.6, SHAE2_36250.3, SHAE2_36250.1, SHAE2_36250.2	T265_07313
OG0003167	SHAE2_99010.1	T265_04823, T265_15925
OG0003168	SHAE2_67790.2, SHAE2_67790.1, SHAE2_67790.3	T265_00599
OG0003169	SHAE2_17850.2, SHAE2_17850.1	T265_10047
OG0003170	SHAE2_20260.1	T265_09151
OG0003171	SHAE2_77580.1	T265_14761, T265_14762
OG0003172	SHAE2_24280.1	T265_12118, T265_11052
OG0003173	SHAE2_33970.1	T265_02971
OG0003174	SHAE2_79700.1	T265_08480
OG0003175	SHAE2_99180.1, SHAE2_99180.2, SHAE2_99180.3	T265_16305, T265_12278, T265_09707, T265_16168
OG0003176	SHAE2_74470.1, SHAE2_74470.2	T265_13135
OG0003177	SHAE2_28040.1	T265_11345
OG0003178	SHAE2_36340.4, SHAE2_36340.3, SHAE2_36340.2, SHAE2_36340.1, SHAE2_36340.5, SHAE2_103370.1	T265_10413, T265_10411, T265_15781, T265_15620, T265_16328
OG0003179	SHAE2_79820.1	T265_01970
OG0003180	SHAE2_4830.2, SHAE2_4830.1, SHAE2_4830.3	T265_15379
OG0003181	SHAE2_39630.2, SHAE2_39630.1, SHAE2_39630.4, SHAE2_39630.5, SHAE2_39630.3	T265_12891
OG0003182	SHAE2_33530.1, SHAE2_33530.2	T265_10341
OG0003183	SHAE2_15030.1	T265_04369, T265_16026
