Orthogroup	schistosoma_haematobium	fasciola_hepatica
OG0002776	SHAE2_79190.1	FhHiC23_g466.t1
OG0002777	SHAE2_80580.1	FhHiC23_g213.t2, FhHiC23_g213.t1, FhHiC23_g213.t3
OG0002778	SHAE2_101050.1	FhHiC23_g9030.t1
OG0002779	SHAE2_36240.1	FhHiC23_g6023.t1, FhHiC23_g6023.t2
OG0002780	SHAE2_50450.2, SHAE2_50450.1	FhHiC23_g1323.t2, FhHiC23_g1323.t1, FhHiC23_g1323.t3
OG0002781	SHAE2_28830.1	FhHiC23_g9281.t1, FhHiC23_g9281.t2
OG0002782	SHAE2_83380.1, SHAE2_83390.1	FhHiC23_g2854.t1, FhHiC23_g2854.t2
OG0002783	SHAE2_57440.4, SHAE2_57440.2, SHAE2_57440.1, SHAE2_57440.3	FhHiC23_g988.t1
OG0002784	SHAE2_28480.1, SHAE2_28480.2, SHAE2_28480.3, SHAE2_28480.4	FhHiC23_g9254.t1, FhHiC23_g9254.t2
OG0002785	SHAE2_75670.1	FhHiC23_g1293.t1
OG0002786	SHAE2_15050.4, SHAE2_15050.2, SHAE2_15050.3, SHAE2_15050.1	FhHiC23_g10908.t1, FhHiC23_g10908.t2
OG0002787	SHAE2_7570.1, SHAE2_7570.3, SHAE2_7570.2	FhHiC23_g10875.t1
OG0002788	SHAE2_12570.1	FhHiC23_g13338.t1
OG0002789	SHAE2_21020.1	FhHiC23_g11643.t1, FhHiC23_g11643.t2
OG0002790	SHAE2_80920.1	FhHiC23_g2674.t1, FhHiC23_g2674.t2
OG0002791	SHAE2_2940.1, SHAE2_2940.2, SHAE2_2940.3, SHAE2_2950.1	FhHiC23_g13624.t1
OG0002792	SHAE2_59280.1	FhHiC23_g1003.t1, FhHiC23_g1003.t2
OG0002793	SHAE2_13270.1	FhHiC23_g11117.t1, FhHiC23_g11117.t2
OG0002794	SHAE2_99070.1, SHAE2_99070.3, SHAE2_99070.2	FhHiC23_g9353.t1
OG0002795	SHAE2_28750.1	FhHiC23_g9270.t1
OG0002796	SHAE2_14310.1	FhHiC23_g11419.t2, FhHiC23_g11419.t1
OG0002797	SHAE2_39310.1, SHAE2_39310.2, SHAE2_39310.3	FhHiC23_g5916.t1
OG0002798	SHAE2_78730.1, SHAE2_78730.2	FhHiC23_g10646.t1
OG0002799	SHAE2_89480.2, SHAE2_89480.1, SHAE2_89480.3	FhHiC23_g4275.t2, FhHiC23_g4275.t1
OG0002800	SHAE2_84040.1	FhHiC23_g3166.t1, FhHiC23_g3167.t1
OG0002801	SHAE2_5470.1	FhHiC23_g12973.t1
OG0002802	SHAE2_96310.1	FhHiC23_g16412.t1
OG0002803	SHAE2_29050.1	FhHiC23_g6625.t1
OG0002804	SHAE2_42210.1	FhHiC23_g6245.t1
OG0002805	SHAE2_59580.1	FhHiC23_g1740.t1
OG0002806	SHAE2_75290.1	FhHiC23_g289.t1
OG0002807	SHAE2_22770.2, SHAE2_22770.1	FhHiC23_g15597.t1
OG0002808	SHAE2_66170.1, SHAE2_66180.1, SHAE2_66180.2	FhHiC23_g6784.t1
OG0002809	SHAE2_86090.1, SHAE2_86090.2	FhHiC23_g3944.t1
OG0002810	SHAE2_37590.1	FhHiC23_g5357.t1, FhHiC23_g5357.t3, FhHiC23_g5357.t2
OG0002811	SHAE2_23920.1	FhHiC23_g15398.t1
OG0002812	SHAE2_91150.1	FhHiC23_g7327.t1, FhHiC23_g7327.t2
OG0002813	SHAE2_82250.1	FhHiC23_g892.t1
OG0002814	SHAE2_26090.1	FhHiC23_g3679.t1, FhHiC23_g9054.t1
OG0002815	SHAE2_67610.1, SHAE2_67610.2, SHAE2_67610.3	FhHiC23_g7268.t1
OG0002816	SHAE2_21710.2, SHAE2_21710.1, SHAE2_21710.3	FhHiC23_g10623.t1
OG0002817	SHAE2_40190.1, SHAE2_40190.2	FhHiC23_g5456.t1, FhHiC23_g5456.t2
OG0002818	SHAE2_79860.1, SHAE2_79860.2, SHAE2_79860.3	FhHiC23_g1648.t1
OG0002819	SHAE2_73130.1	FhHiC23_g8083.t2, FhHiC23_g8083.t1
OG0002820	SHAE2_79250.1, SHAE2_79250.2	FhHiC23_g2906.t1
OG0002821	SHAE2_4820.1, SHAE2_4820.2	FhHiC23_g12502.t1
OG0002822	SHAE2_11660.2, SHAE2_103480.1, SHAE2_11660.1	FhHiC23_g13149.t1, FhHiC23_g13149.t2
OG0002823	SHAE2_16870.3, SHAE2_16870.1, SHAE2_16870.2	FhHiC23_g15482.t1, FhHiC23_g15481.t1
OG0002824	SHAE2_2230.1	FhHiC23_g11589.t1, FhHiC23_g11589.t2
OG0002825	SHAE2_51960.1	FhHiC23_g973.t1
OG0002826	SHAE2_43700.1	FhHiC23_g13881.t1
OG0002827	SHAE2_29510.1	FhHiC23_g9994.t1
OG0002828	SHAE2_30350.1, SHAE2_30360.1	FhHiC23_g9939.t1
OG0002829	SHAE2_64770.1, SHAE2_64770.2	FhHiC23_g4507.t1
OG0002830	SHAE2_25800.3, SHAE2_25800.1, SHAE2_25800.2	FhHiC23_g5.t1, FhHiC23_g6.t1, FhHiC23_g11247.t1, FhHiC23_g10057.t1, FhHiC23_g10057.t2, FhHiC23_g11246.t1
OG0002831	SHAE2_17640.1, SHAE2_17640.2, SHAE2_17640.3	FhHiC23_g15415.t1, FhHiC23_g15415.t3, FhHiC23_g15415.t2
OG0002832	SHAE2_85730.3, SHAE2_85730.4, SHAE2_85730.2, SHAE2_85730.1	FhHiC23_g4230.t1
OG0002833	SHAE2_60310.1, SHAE2_60310.2, SHAE2_60310.3	FhHiC23_g2147.t1, FhHiC23_g2148.t1
OG0002834	SHAE2_4110.1, SHAE2_4110.2	FhHiC23_g12327.t1, FhHiC23_g12327.t2
OG0002835	SHAE2_96970.1	FhHiC23_g4340.t1
OG0002836	SHAE2_27860.1	FhHiC23_g10331.t1
OG0002837	SHAE2_17650.1, SHAE2_17650.2, SHAE2_17650.3	FhHiC23_g14951.t1
OG0002838	SHAE2_15670.1, SHAE2_15670.2, SHAE2_15670.3, SHAE2_15670.4, SHAE2_15670.5	FhHiC23_g11372.t1
OG0002839	SHAE2_75830.4, SHAE2_75830.3, SHAE2_75830.1, SHAE2_75830.2	FhHiC23_g862.t2, FhHiC23_g862.t1, FhHiC23_g862.t3
OG0002840	SHAE2_96750.1	FhHiC23_g16576.t1, FhHiC23_g16576.t2
OG0002841	SHAE2_54030.1, SHAE2_54030.2	FhHiC23_g1933.t3, FhHiC23_g1933.t1, FhHiC23_g1933.t2
OG0002842	SHAE2_76080.1	FhHiC23_g3213.t1, FhHiC23_g3213.t2
OG0002843	SHAE2_28390.1, SHAE2_28390.2, SHAE2_28390.3	FhHiC23_g10023.t1
OG0002844	SHAE2_71840.1, SHAE2_71840.2	FhHiC23_g8403.t1
OG0002845	SHAE2_12710.3, SHAE2_12710.2, SHAE2_12710.1, SHAE2_12710.5, SHAE2_12710.6, SHAE2_12710.4	FhHiC23_g11184.t1
OG0002846	SHAE2_23510.2, SHAE2_23510.1	FhHiC23_g15450.t1, FhHiC23_g15449.t1
OG0002847	SHAE2_61690.1	FhHiC23_g8394.t2, FhHiC23_g8394.t1
OG0002848	SHAE2_65340.1	FhHiC23_g8555.t1, FhHiC23_g8555.t2, FhHiC23_g8219.t1
OG0002849	SHAE2_15410.1	FhHiC23_g15206.t2, FhHiC23_g15206.t1
OG0002850	SHAE2_69080.1	FhHiC23_g7640.t3, FhHiC23_g7640.t4, FhHiC23_g7640.t2, FhHiC23_g10503.t1, FhHiC23_g7640.t1
OG0002851	SHAE2_95090.1, SHAE2_95080.1	FhHiC23_g16536.t1, FhHiC23_g16534.t1, FhHiC23_g16535.t1
OG0002852	SHAE2_15530.5, SHAE2_15530.2, SHAE2_15530.3, SHAE2_15530.1, SHAE2_15530.4	FhHiC23_g15406.t1
OG0002853	SHAE2_77600.1	FhHiC23_g609.t1
OG0002854	SHAE2_37370.1, SHAE2_37370.2, SHAE2_37370.3	FhHiC23_g4863.t1
OG0002855	SHAE2_19290.1, SHAE2_19290.2, SHAE2_19290.3, SHAE2_19290.4	FhHiC23_g11125.t1
OG0002856	SHAE2_56670.4, SHAE2_56670.3, SHAE2_56670.1, SHAE2_56670.2	FhHiC23_g934.t1
OG0002857	SHAE2_67430.1	FhHiC23_g8154.t1
OG0002858	SHAE2_11820.1, SHAE2_11820.3	FhHiC23_g10984.t1
OG0002859	SHAE2_66890.1	FhHiC23_g7306.t1, FhHiC23_g7306.t2, FhHiC23_g7306.t3
OG0002860	SHAE2_81860.1	FhHiC23_g605.t1
OG0002861	SHAE2_93360.1	FhHiC23_g15918.t1, FhHiC23_g15919.t2, FhHiC23_g15919.t1
OG0002862	SHAE2_69490.1	FhHiC23_g7122.t1, FhHiC23_g7123.t1
OG0002863	SHAE2_19530.1, SHAE2_19540.1	FhHiC23_g11831.t1
OG0002864	SHAE2_57060.1, SHAE2_57060.2, SHAE2_57060.3	FhHiC23_g721.t1
OG0002865	SHAE2_12530.1, SHAE2_12530.2, SHAE2_12530.4, SHAE2_12530.7, SHAE2_12530.3, SHAE2_12530.5, SHAE2_12530.8, SHAE2_12530.6	FhHiC23_g13333.t1
OG0002866	SHAE2_38600.1	FhHiC23_g6481.t2, FhHiC23_g6481.t1
OG0002867	SHAE2_4320.3, SHAE2_4320.1, SHAE2_4320.2	FhHiC23_g12961.t1, FhHiC23_g12961.t2
OG0002868	SHAE2_92400.1	FhHiC23_g15922.t1
OG0002869	SHAE2_2360.1	FhHiC23_g12118.t1
OG0002870	SHAE2_50760.1, SHAE2_50760.2	FhHiC23_g726.t1, FhHiC23_g726.t2
OG0002871	SHAE2_47920.2, SHAE2_47920.1	FhHiC23_g14625.t1
OG0002872	SHAE2_52800.4, SHAE2_52800.3, SHAE2_52800.2, SHAE2_52800.1	FhHiC23_g2022.t1
OG0002873	SHAE2_97270.4, SHAE2_97270.6, SHAE2_97270.1, SHAE2_97270.2, SHAE2_97270.3, SHAE2_97270.5	FhHiC23_g16851.t1
OG0002874	SHAE2_42550.1, SHAE2_42550.7, SHAE2_42550.3, SHAE2_42550.5, SHAE2_42550.6, SHAE2_42550.2, SHAE2_42550.4	FhHiC23_g5390.t2, FhHiC23_g5390.t1
OG0002875	SHAE2_54370.2, SHAE2_54370.1	FhHiC23_g2011.t3, FhHiC23_g2011.t1, FhHiC23_g2011.t2
OG0002876	SHAE2_75340.1, SHAE2_75340.4, SHAE2_75340.2, SHAE2_75340.3	FhHiC23_g188.t1, FhHiC23_g188.t2
OG0002877	SHAE2_64720.1, SHAE2_64720.2	FhHiC23_g8089.t1, FhHiC23_g8090.t1
OG0002878	SHAE2_68000.1, SHAE2_68000.2, SHAE2_68000.3	FhHiC23_g7204.t1
OG0002879	SHAE2_20100.1	FhHiC23_g11232.t1, FhHiC23_g11233.t1, FhHiC23_g11232.t2
OG0002880	SHAE2_23870.2, SHAE2_23870.1, SHAE2_23870.3, SHAE2_23870.4, SHAE2_23870.5	FhHiC23_g14996.t1
OG0002881	SHAE2_63170.2, SHAE2_63170.1, SHAE2_63170.3	FhHiC23_g7583.t1
OG0002882	SHAE2_20490.1, SHAE2_20500.1	FhHiC23_g11897.t1, FhHiC23_g11898.t1
OG0002883	SHAE2_54480.1, SHAE2_54480.2	FhHiC23_g85.t1, FhHiC23_g85.t2
OG0002884	SHAE2_69330.2, SHAE2_69330.3, SHAE2_69330.1	FhHiC23_g7133.t1
OG0002885	SHAE2_50020.5, SHAE2_50020.1, SHAE2_50020.2, SHAE2_50020.3, SHAE2_50020.4	FhHiC23_g1946.t1, FhHiC23_g1946.t2
OG0002886	SHAE2_78920.1, SHAE2_78920.2	FhHiC23_g768.t1, FhHiC23_g768.t2
OG0002889	SHAE2_86500.1	FhHiC23_g3622.t1
OG0002890	SHAE2_29950.1, SHAE2_29950.2, SHAE2_29950.3	FhHiC23_g5088.t2
OG0002902	SHAE2_42240.5, SHAE2_42240.3, SHAE2_42240.4, SHAE2_42240.1, SHAE2_42240.2	FhHiC23_g5846.t1
OG0002903	SHAE2_76140.1, SHAE2_76140.2, SHAE2_76140.4, SHAE2_76140.3	FhHiC23_g2976.t1
OG0002904	SHAE2_24430.1, SHAE2_24430.2, SHAE2_24430.3	FhHiC23_g15693.t2, FhHiC23_g15693.t1
OG0002905	SHAE2_70600.1, SHAE2_70600.2	FhHiC23_g7418.t1
OG0002906	SHAE2_31300.1, SHAE2_31300.2, SHAE2_31300.3, SHAE2_31300.4	FhHiC23_g5701.t1
OG0002907	SHAE2_5950.1, SHAE2_5950.2, SHAE2_5950.3, SHAE2_5950.4	FhHiC23_g12903.t1
OG0002908	SHAE2_73000.1	FhHiC23_g6811.t1
OG0002909	SHAE2_85690.1	FhHiC23_g4201.t2, FhHiC23_g4201.t1
OG0002910	SHAE2_20730.1	FhHiC23_g15159.t1
OG0002911	SHAE2_16800.1, SHAE2_16800.3, SHAE2_16800.4, SHAE2_16800.5, SHAE2_16800.2	FhHiC23_g15581.t1
OG0002912	SHAE2_69070.1	FhHiC23_g7643.t1, FhHiC23_g7643.t2
OG0002913	SHAE2_11950.1, SHAE2_11950.5, SHAE2_11950.3, SHAE2_11950.4, SHAE2_11950.7, SHAE2_11950.6, SHAE2_11950.2	FhHiC23_g13543.t1, FhHiC23_g13543.t2
OG0002914	SHAE2_18490.1	FhHiC23_g11692.t1, FhHiC23_g11692.t2, FhHiC23_g11691.t1
OG0002915	SHAE2_81910.1	FhHiC23_g2463.t1
OG0002916	SHAE2_19590.3, SHAE2_19590.1, SHAE2_19590.2	FhHiC23_g11297.t1
OG0002917	SHAE2_25310.1	FhHiC23_g10294.t1
OG0002918	SHAE2_85700.1, SHAE2_85700.2	FhHiC23_g4251.t1, FhHiC23_g4251.t2
OG0002919	SHAE2_91350.1	FhHiC23_g16321.t1, FhHiC23_g16322.t1, FhHiC23_g16322.t2, FhHiC23_g16322.t3, FhHiC23_g16322.t4
OG0002920	SHAE2_45780.1, SHAE2_45790.4, SHAE2_45790.5, SHAE2_45790.2, SHAE2_45790.1, SHAE2_45790.3	FhHiC23_g14659.t1
OG0002921	SHAE2_100490.1, SHAE2_100490.2	FhHiC23_g9310.t1, FhHiC23_g9310.t2
OG0002922	SHAE2_80930.4, SHAE2_80930.2, SHAE2_80930.3, SHAE2_80930.1	FhHiC23_g2670.t1
OG0002923	SHAE2_64890.1, SHAE2_64890.2	FhHiC23_g7030.t1
OG0002924	SHAE2_13680.1	FhHiC23_g12432.t1, FhHiC23_g12432.t2
OG0002925	SHAE2_14340.1, SHAE2_14340.2	FhHiC23_g11417.t2, FhHiC23_g11417.t1
OG0002926	SHAE2_34750.1	FhHiC23_g5229.t1, FhHiC23_g5230.t1, FhHiC23_g5229.t2
OG0002928	SHAE2_79480.1	FhHiC23_g2285.t2, FhHiC23_g2285.t1
OG0002929	SHAE2_24710.1, SHAE2_24710.2, SHAE2_24710.3	FhHiC23_g15576.t1, FhHiC23_g15576.t2
OG0002930	SHAE2_43440.1, SHAE2_43440.2	FhHiC23_g6393.t1
OG0002931	SHAE2_2240.1	FhHiC23_g11585.t1, FhHiC23_g11585.t2
OG0002932	SHAE2_47810.1, SHAE2_47790.1, SHAE2_47790.2, SHAE2_47790.3	FhHiC23_g14086.t1
OG0002933	SHAE2_43180.1, SHAE2_43190.1	FhHiC23_g5904.t1, FhHiC23_g5904.t2
OG0002934	SHAE2_98530.1, SHAE2_98530.2	FhHiC23_g9846.t1, FhHiC23_g9846.t2
OG0002935	SHAE2_70040.3, SHAE2_70040.6, SHAE2_70040.7, SHAE2_70040.4, SHAE2_70040.1, SHAE2_70040.2, SHAE2_70040.8, SHAE2_70040.5, SHAE2_70040.9	FhHiC23_g7662.t2, FhHiC23_g7662.t1
OG0002936	SHAE2_49950.4, SHAE2_49950.3, SHAE2_49950.5, SHAE2_49950.1, SHAE2_49950.2	FhHiC23_g350.t1
OG0002937	SHAE2_41830.2, SHAE2_41830.1, SHAE2_41830.3	FhHiC23_g4800.t1
OG0002938	SHAE2_83570.1	FhHiC23_g3011.t1
OG0002939	SHAE2_14930.1	FhHiC23_g11874.t1, FhHiC23_g11874.t2
OG0002940	SHAE2_51290.2, SHAE2_51290.1, SHAE2_51290.3	FhHiC23_g1955.t1, FhHiC23_g1955.t4, FhHiC23_g1955.t3
OG0002941	SHAE2_58250.1, SHAE2_58260.1	FhHiC23_g1969.t1
OG0002942	SHAE2_82870.1, SHAE2_82850.1	FhHiC23_g3045.t1
OG0002943	SHAE2_82890.4, SHAE2_82890.1, SHAE2_82890.2, SHAE2_82890.3, SHAE2_82890.5, SHAE2_82890.6	FhHiC23_g3043.t1
OG0002944	SHAE2_19650.1	FhHiC23_g11914.t1
OG0002945	SHAE2_82210.1	FhHiC23_g2876.t1
OG0002946	SHAE2_20900.1	FhHiC23_g10625.t1, FhHiC23_g11192.t1, FhHiC23_g14924.t1, FhHiC23_g11571.t1, FhHiC23_g11571.t2
OG0002947	SHAE2_94910.1, SHAE2_94900.1	FhHiC23_g16445.t3, FhHiC23_g16445.t1, FhHiC23_g16445.t2
OG0002948	SHAE2_64650.2, SHAE2_64650.1	FhHiC23_g7907.t1, FhHiC23_g7907.t2
OG0002949	SHAE2_36910.1, SHAE2_36910.2	FhHiC23_g6272.t1, FhHiC23_g6272.t2
OG0002950	SHAE2_74520.1, SHAE2_74520.2, SHAE2_74520.3	FhHiC23_g1361.t1
OG0002951	SHAE2_40760.1	FhHiC23_g5346.t1
OG0002952	SHAE2_53710.1	FhHiC23_g752.t1, FhHiC23_g752.t2
OG0002953	SHAE2_3830.1	FhHiC23_g12035.t1
OG0002954	SHAE2_64030.1, SHAE2_64030.2	FhHiC23_g7064.t1, FhHiC23_g7064.t2
OG0002955	SHAE2_78180.1, SHAE2_78180.3, SHAE2_78180.2	FhHiC23_g2790.t1, FhHiC23_g2789.t1
OG0002956	SHAE2_100250.1, SHAE2_100250.2	FhHiC23_g9232.t2, FhHiC23_g9232.t1
OG0002957	SHAE2_74620.1, SHAE2_74620.2	FhHiC23_g167.t1
OG0002958	SHAE2_71080.1, SHAE2_71080.2	FhHiC23_g7660.t1
OG0002960	SHAE2_51930.1	FhHiC23_g1007.t1, FhHiC23_g1007.t2
OG0002961	SHAE2_103180.2, SHAE2_103180.4, SHAE2_103180.5, SHAE2_103180.1, SHAE2_103180.3	FhHiC23_g15700.t1, FhHiC23_g15700.t2
OG0002962	SHAE2_70630.1, SHAE2_70630.2, SHAE2_70630.3, SHAE2_70630.4	FhHiC23_g7360.t1
OG0002963	SHAE2_15750.1	FhHiC23_g13460.t1, FhHiC23_g13459.t1
OG0002964	SHAE2_27510.1	FhHiC23_g10160.t2, FhHiC23_g10160.t1
OG0002965	SHAE2_97630.1	FhHiC23_g1611.t1
OG0002966	SHAE2_46720.1, SHAE2_46720.2	FhHiC23_g14418.t1, FhHiC23_g14418.t2
OG0002967	SHAE2_65220.2, SHAE2_65220.3, SHAE2_65220.4, SHAE2_65220.1	FhHiC23_g7903.t1
OG0002968	SHAE2_21540.1	FhHiC23_g11770.t2, FhHiC23_g11770.t1
OG0002969	SHAE2_56000.1	FhHiC23_g528.t1
OG0002970	SHAE2_11780.1	FhHiC23_g10995.t1
OG0002971	SHAE2_67150.1, SHAE2_67150.2, SHAE2_67150.4, SHAE2_67150.3	FhHiC23_g6854.t1
OG0002972	SHAE2_65840.1	FhHiC23_g7678.t1
OG0002973	SHAE2_51760.1, SHAE2_51760.2	FhHiC23_g1606.t1
OG0002974	SHAE2_34820.2, SHAE2_34820.1	FhHiC23_g5575.t1, FhHiC23_g5575.t2
OG0002975	SHAE2_41170.1, SHAE2_41170.4, SHAE2_41170.2, SHAE2_41170.3	FhHiC23_g14863.t1
OG0002976	SHAE2_67660.1	FhHiC23_g7635.t1, FhHiC23_g7636.t1
OG0002979	SHAE2_23640.1	FhHiC23_g15224.t1
OG0002980	SHAE2_31610.3, SHAE2_31610.1, SHAE2_31610.2	FhHiC23_g6345.t1
OG0002981	SHAE2_79680.1, SHAE2_79680.2	FhHiC23_g2590.t1, FhHiC23_g2589.t1
OG0002982	SHAE2_56930.1, SHAE2_56930.2	FhHiC23_g385.t1, FhHiC23_g385.t2
OG0002983	SHAE2_26940.1	FhHiC23_g9279.t1, FhHiC23_g9279.t2
OG0002984	SHAE2_14580.2, SHAE2_14580.3, SHAE2_14580.5, SHAE2_14580.4, SHAE2_14580.1	FhHiC23_g10978.t1
OG0002985	SHAE2_2460.2, SHAE2_2460.1	FhHiC23_g12581.t1
OG0002986	SHAE2_11870.1	FhHiC23_g11945.t1, FhHiC23_g11945.t2, FhHiC23_g11945.t3, FhHiC23_g11951.t1
OG0002988	SHAE2_98380.4, SHAE2_98380.1, SHAE2_98380.2, SHAE2_98380.3	FhHiC23_g9926.t1
OG0002989	SHAE2_52630.1, SHAE2_52630.2	FhHiC23_g1397.t1
OG0002990	SHAE2_85270.4, SHAE2_85270.5, SHAE2_85270.1, SHAE2_85270.2, SHAE2_85270.3	FhHiC23_g3880.t1
OG0002991	SHAE2_34290.2	FhHiC23_g15828.t1
OG0002992	SHAE2_80420.1	FhHiC23_g3366.t1
OG0002993	SHAE2_89330.1	FhHiC23_g3621.t1, FhHiC23_g3920.t1, FhHiC23_g3920.t2, FhHiC23_g3920.t3
OG0002994	SHAE2_21510.1, SHAE2_21510.2, SHAE2_21510.3, SHAE2_21510.4, SHAE2_21510.5, SHAE2_21510.6	FhHiC23_g15593.t1, FhHiC23_g15593.t2
OG0002995	SHAE2_94390.1	FhHiC23_g4350.t2, FhHiC23_g4350.t1
OG0002996	SHAE2_16730.1	FhHiC23_g12190.t1
OG0002997	SHAE2_37170.1, SHAE2_37170.2, SHAE2_37170.4, SHAE2_37170.5, SHAE2_37170.3, SHAE2_37170.6	FhHiC23_g5621.t1, FhHiC23_g5621.t2
OG0002998	SHAE2_47420.3, SHAE2_47420.5, SHAE2_47420.2, SHAE2_47420.1, SHAE2_47420.4	FhHiC23_g14661.t1, FhHiC23_g14661.t2, FhHiC23_g14661.t3
OG0002999	SHAE2_64500.4, SHAE2_64500.2, SHAE2_64500.1, SHAE2_64500.3	FhHiC23_g8023.t1
OG0003000	SHAE2_29340.5, SHAE2_29340.2, SHAE2_29340.3, SHAE2_29340.1, SHAE2_29340.4	FhHiC23_g10461.t1
OG0003001	SHAE2_29250.1, SHAE2_29250.3, SHAE2_29250.2	FhHiC23_g9472.t1
OG0003002	SHAE2_21760.1	FhHiC23_g11344.t1
OG0003003	SHAE2_99080.1, SHAE2_99080.2	FhHiC23_g9354.t1
OG0003004	SHAE2_79600.1	FhHiC23_g3128.t1
OG0003005	SHAE2_57220.1	FhHiC23_g63.t2, FhHiC23_g63.t1, FhHiC23_g63.t4, FhHiC23_g63.t3
OG0003006	SHAE2_90230.1	FhHiC23_g3666.t1
OG0003007	SHAE2_65250.1	FhHiC23_g8319.t1
OG0003008	SHAE2_34350.1, SHAE2_34350.2	FhHiC23_g5423.t1
OG0003009	SHAE2_7060.1	FhHiC23_g11072.t1
OG0003010	SHAE2_75210.1	FhHiC23_g3074.t1, FhHiC23_g3077.t1, FhHiC23_g3078.t1
OG0003011	SHAE2_32590.1, SHAE2_32590.4, SHAE2_32590.2, SHAE2_32590.3	FhHiC23_g5361.t1, FhHiC23_g5362.t1
OG0003012	SHAE2_65670.1	FhHiC23_g7680.t2, FhHiC23_g7680.t1, FhHiC23_g7680.t3
OG0003013	SHAE2_82700.1	FhHiC23_g2949.t3, FhHiC23_g2949.t1, FhHiC23_g2949.t2
OG0003014	SHAE2_89540.2, SHAE2_89540.1	FhHiC23_g4276.t1
OG0003015	SHAE2_46240.1, SHAE2_46240.3, SHAE2_46240.2, SHAE2_46240.4	FhHiC23_g6210.t1, FhHiC23_g6210.t2
OG0003016	SHAE2_80100.1	FhHiC23_g336.t1
OG0003017	SHAE2_53580.1, SHAE2_53620.1	FhHiC23_g3198.t1
OG0003018	SHAE2_100060.1, SHAE2_100060.2	FhHiC23_g9189.t2, FhHiC23_g9189.t1
OG0003019	SHAE2_79120.1, SHAE2_79120.3, SHAE2_79120.2	FhHiC23_g465.t1
OG0003020	SHAE2_31060.1	FhHiC23_g4979.t1, FhHiC23_g4979.t2
OG0003021	SHAE2_89570.1	FhHiC23_g3494.t1, FhHiC23_g3494.t2, FhHiC23_g3494.t3
OG0003022	SHAE2_27250.1	FhHiC23_g10203.t1
OG0003023	SHAE2_89490.1	FhHiC23_g3863.t2, FhHiC23_g3863.t1
OG0003024	SHAE2_82260.1, SHAE2_82260.2, SHAE2_82260.3	FhHiC23_g895.t2, FhHiC23_g895.t1
OG0003025	SHAE2_39930.3, SHAE2_39930.1, SHAE2_39930.2, SHAE2_39930.4	FhHiC23_g14779.t1
OG0003026	SHAE2_36110.1, SHAE2_36110.2	FhHiC23_g6591.t1
OG0003027	SHAE2_18730.1, SHAE2_18740.1	FhHiC23_g11790.t1
OG0003028	SHAE2_11900.3, SHAE2_11900.1, SHAE2_11900.2	FhHiC23_g11659.t1, FhHiC23_g11659.t2
OG0003029	SHAE2_86330.1	FhHiC23_g3552.t1
OG0003030	SHAE2_21720.2, SHAE2_21720.5, SHAE2_21720.6, SHAE2_21720.4, SHAE2_21720.3, SHAE2_21720.1	FhHiC23_g10622.t1, FhHiC23_g10622.t2
OG0003031	SHAE2_68760.1	FhHiC23_g2342.t1, FhHiC23_g6847.t1
OG0003032	SHAE2_62910.1, SHAE2_62910.2	FhHiC23_g7528.t1
OG0003033	SHAE2_50110.1, SHAE2_50110.2, SHAE2_50110.3, SHAE2_50110.6, SHAE2_50110.5, SHAE2_50110.4	FhHiC23_g1856.t1
OG0003034	SHAE2_86790.1	FhHiC23_g3628.t1
OG0003036	SHAE2_89650.1, SHAE2_89660.1, SHAE2_89670.1, SHAE2_89680.1	FhHiC23_g4272.t1
OG0003037	SHAE2_83940.1	FhHiC23_g2547.t1
OG0003038	SHAE2_55430.1	FhHiC23_g12488.t1, FhHiC23_g2051.t3, FhHiC23_g2051.t4, FhHiC23_g2052.t1, FhHiC23_g2051.t1, FhHiC23_g2051.t2
OG0003039	SHAE2_48800.1	FhHiC23_g2084.t1
OG0003040	SHAE2_32310.1, SHAE2_32310.2, SHAE2_32310.3	FhHiC23_g6356.t1
OG0003041	SHAE2_35170.5, SHAE2_35170.2, SHAE2_35170.4, SHAE2_35170.3, SHAE2_35170.6, SHAE2_35170.1	FhHiC23_g5007.t1, FhHiC23_g5007.t2
OG0003042	SHAE2_43750.2, SHAE2_43750.3, SHAE2_43750.1, SHAE2_43750.4, SHAE2_43750.5	FhHiC23_g3426.t1, FhHiC23_g14349.t2, FhHiC23_g14349.t1
OG0003043	SHAE2_51140.3, SHAE2_51140.1, SHAE2_51140.2, SHAE2_51140.7, SHAE2_51140.4, SHAE2_51140.6, SHAE2_51140.5, SHAE2_51140.8	FhHiC23_g196.t1
OG0003044	SHAE2_8300.1, SHAE2_8300.2	FhHiC23_g12704.t1
OG0003045	SHAE2_54900.1	FhHiC23_g2190.t1
OG0003046	SHAE2_54910.1	FhHiC23_g2191.t1
OG0003047	SHAE2_14680.1	FhHiC23_g11034.t1
OG0003048	SHAE2_49300.1	FhHiC23_g3062.t1
OG0003049	SHAE2_49310.1	FhHiC23_g3061.t1, FhHiC23_g3061.t2
OG0003050	SHAE2_83020.2, SHAE2_83020.1, SHAE2_83020.3	FhHiC23_g2797.t1
OG0003051	SHAE2_26720.1	FhHiC23_g5058.t1
OG0003052	SHAE2_69150.1	FhHiC23_g8350.t1
OG0003053	SHAE2_28790.2, SHAE2_28790.1, SHAE2_28790.3	FhHiC23_g9803.t1, FhHiC23_g9803.t2
OG0003054	SHAE2_10670.1	FhHiC23_g13290.t1
