Orthogroup	schistosoma_haematobium	schistosoma_rodhaini
OG0002889	SHAE2_86500.1	SRDH2_84370.1
OG0002890	SHAE2_29950.1, SHAE2_29950.2, SHAE2_29950.3	SRDH2_28090.1, SRDH2_28090.2, SRDH2_28090.3
OG0002892	SHAE2_80840.1, SHAE2_80860.1, SHAE2_80870.1	SRDH2_78290.1, SRDH2_78300.1, SRDH2_78300.2
OG0002893	SHAE2_10260.1	SRDH2_8660.1
OG0002894	SHAE2_86470.1	SRDH2_84360.1, SRDH2_84360.2
OG0002895	SHAE2_99210.1	SRDH2_97190.1
OG0002895	SHAE2_100630.1	SRDH2_98550.1, SRDH2_98550.2, SRDH2_98550.3
OG0002896	SHAE2_26910.1, SHAE2_26910.2	SRDH2_25060.1
OG0002897	SHAE2_27560.1	SRDH2_25580.1
OG0002900	SHAE2_24920.1, SHAE2_25470.1, SHAE2_25460.1	SRDH2_95900.1, SRDH2_95910.1
OG0002902	SHAE2_42240.5, SHAE2_42240.3, SHAE2_42240.4, SHAE2_42240.1, SHAE2_42240.2	SRDH2_39460.1, SRDH2_39460.2, SRDH2_39460.3
OG0002903	SHAE2_76140.1, SHAE2_76140.2, SHAE2_76140.4, SHAE2_76140.3	SRDH2_73880.1
OG0002904	SHAE2_24430.1, SHAE2_24430.2, SHAE2_24430.3	SRDH2_22390.1
OG0002905	SHAE2_70600.1, SHAE2_70600.2	SRDH2_69820.1, SRDH2_69820.2
OG0002906	SHAE2_31300.1, SHAE2_31300.2, SHAE2_31300.3, SHAE2_31300.4	SRDH2_29410.1, SRDH2_29410.2
OG0002907	SHAE2_5950.1, SHAE2_5950.2, SHAE2_5950.3, SHAE2_5950.4	SRDH2_5490.1, SRDH2_5490.2
OG0002908	SHAE2_73000.1	SRDH2_70560.1
OG0002909	SHAE2_85690.1	SRDH2_83470.1
OG0002910	SHAE2_20730.1	SRDH2_19010.10, SRDH2_19010.6, SRDH2_19010.5, SRDH2_19010.8, SRDH2_19010.4, SRDH2_19010.7, SRDH2_19010.3, SRDH2_19010.2, SRDH2_19010.9
OG0002911	SHAE2_16800.1, SHAE2_16800.3, SHAE2_16800.4, SHAE2_16800.5, SHAE2_16800.2	SRDH2_15530.1, SRDH2_15530.2, SRDH2_15530.3, SRDH2_15530.4
OG0002912	SHAE2_69070.1	SRDH2_67130.1
OG0002914	SHAE2_18490.1	SRDH2_16920.1, SRDH2_16920.2, SRDH2_16920.3
OG0002915	SHAE2_81910.1	SRDH2_79360.1
OG0002916	SHAE2_19590.3, SHAE2_19590.1, SHAE2_19590.2	SRDH2_17890.1
OG0002917	SHAE2_25310.1	SRDH2_23290.1, SRDH2_23290.2
OG0002918	SHAE2_85700.1, SHAE2_85700.2	SRDH2_83480.4, SRDH2_83480.1, SRDH2_83480.6, SRDH2_83480.3, SRDH2_83480.2
OG0002919	SHAE2_91350.1	SRDH2_89220.1, SRDH2_88490.1, SRDH2_88480.1
OG0002920	SHAE2_45780.1, SHAE2_45790.4, SHAE2_45790.5, SHAE2_45790.2, SHAE2_45790.1, SHAE2_45790.3	SRDH2_43260.1, SRDH2_43260.3, SRDH2_43260.4, SRDH2_43260.5, SRDH2_43260.2
OG0002921	SHAE2_100490.1, SHAE2_100490.2	SRDH2_98400.1, SRDH2_98400.2
OG0002922	SHAE2_80930.4, SHAE2_80930.2, SHAE2_80930.3, SHAE2_80930.1	SRDH2_78370.1
OG0002923	SHAE2_64890.1, SHAE2_64890.2	SRDH2_62390.1
OG0002924	SHAE2_13680.1	SRDH2_13740.1, SRDH2_13710.1, SRDH2_13710.2
OG0002925	SHAE2_14340.1, SHAE2_14340.2	SRDH2_14490.2, SRDH2_14490.1, SRDH2_14490.4, SRDH2_14490.5, SRDH2_14490.3
OG0002926	SHAE2_34750.1	SRDH2_38140.1
OG0002928	SHAE2_79480.1	SRDH2_76790.1, SRDH2_76790.8, SRDH2_76790.9, SRDH2_76790.5, SRDH2_76790.7, SRDH2_76790.6, SRDH2_76790.2, SRDH2_76790.3, SRDH2_76790.4
OG0002929	SHAE2_24710.1, SHAE2_24710.2, SHAE2_24710.3	SRDH2_21830.1
OG0002930	SHAE2_43440.1, SHAE2_43440.2	SRDH2_40750.1
OG0002931	SHAE2_2240.1	SRDH2_1970.3, SRDH2_1970.4, SRDH2_1970.1, SRDH2_1970.2, SRDH2_1970.5
OG0002932	SHAE2_47810.1	SRDH2_45300.1
OG0002932	SHAE2_47790.1, SHAE2_47790.2, SHAE2_47790.3	SRDH2_45290.1, SRDH2_45290.2
OG0002933	SHAE2_43180.1, SHAE2_43190.1	SRDH2_40460.1
OG0002934	SHAE2_98530.1, SHAE2_98530.2	SRDH2_96550.2, SRDH2_96550.1
OG0002935	SHAE2_70040.3, SHAE2_70040.6, SHAE2_70040.7, SHAE2_70040.4, SHAE2_70040.1, SHAE2_70040.2, SHAE2_70040.8, SHAE2_70040.5, SHAE2_70040.9	SRDH2_66310.1, SRDH2_66310.2
OG0002936	SHAE2_49950.4, SHAE2_49950.3, SHAE2_49950.5, SHAE2_49950.1, SHAE2_49950.2	SRDH2_47470.1, SRDH2_47470.4, SRDH2_47470.3, SRDH2_47470.5, SRDH2_47470.2
OG0002937	SHAE2_41830.2, SHAE2_41830.1, SHAE2_41830.3	SRDH2_39030.1, SRDH2_39030.2, SRDH2_39030.3
OG0002938	SHAE2_83570.1	SRDH2_81090.1
OG0002939	SHAE2_14930.1	SRDH2_15100.1
OG0002940	SHAE2_51290.2, SHAE2_51290.1, SHAE2_51290.3	SRDH2_48820.1, SRDH2_48820.2
OG0002941	SHAE2_58250.1	SRDH2_56070.1
OG0002941	SHAE2_58260.1	SRDH2_56080.1
OG0002942	SHAE2_82870.1	SRDH2_80350.1
OG0002942	SHAE2_82850.1	SRDH2_80340.1
OG0002943	SHAE2_82890.4, SHAE2_82890.1, SHAE2_82890.2, SHAE2_82890.3, SHAE2_82890.5, SHAE2_82890.6	SRDH2_80370.1
OG0002944	SHAE2_19650.1	SRDH2_17940.1, SRDH2_17940.2, SRDH2_17940.3, SRDH2_17940.6, SRDH2_17940.4, SRDH2_17940.5
OG0002945	SHAE2_82210.1	SRDH2_79700.2, SRDH2_79700.5, SRDH2_79700.1, SRDH2_79700.3, SRDH2_79700.4, SRDH2_79700.6, SRDH2_79700.7
OG0002946	SHAE2_20900.1	SRDH2_19160.1, SRDH2_19160.2
OG0002947	SHAE2_94910.1, SHAE2_94900.1	SRDH2_93220.1
OG0002948	SHAE2_64650.2, SHAE2_64650.1	SRDH2_62150.1
OG0002949	SHAE2_36910.1, SHAE2_36910.2	SRDH2_36040.5, SRDH2_36040.6, SRDH2_36040.4, SRDH2_36040.3, SRDH2_36040.1, SRDH2_36040.2
OG0002950	SHAE2_74520.1, SHAE2_74520.2, SHAE2_74520.3	SRDH2_72300.1, SRDH2_72300.2, SRDH2_72300.3
OG0002951	SHAE2_40760.1	SRDH2_37140.1, SRDH2_37140.2, SRDH2_37140.3, SRDH2_37140.4, SRDH2_37140.5
OG0002952	SHAE2_53710.1	SRDH2_51430.1, SRDH2_51440.1, SRDH2_51440.2
OG0002953	SHAE2_3830.1	SRDH2_3370.1
OG0002954	SHAE2_64030.1, SHAE2_64030.2	SRDH2_61620.1, SRDH2_61620.2
OG0002955	SHAE2_78180.1, SHAE2_78180.3, SHAE2_78180.2	SRDH2_75570.1, SRDH2_75570.2, SRDH2_75570.3, SRDH2_75570.4
OG0002956	SHAE2_100250.1, SHAE2_100250.2	SRDH2_98130.1
OG0002957	SHAE2_74620.1, SHAE2_74620.2	SRDH2_72190.1, SRDH2_72190.3, SRDH2_72190.2
OG0002958	SHAE2_71080.1, SHAE2_71080.2	SRDH2_69330.1, SRDH2_69330.2
OG0002960	SHAE2_51930.1	SRDH2_49430.1
OG0002961	SHAE2_103180.2, SHAE2_103180.4, SHAE2_103180.5, SHAE2_103180.1, SHAE2_103180.3	SRDH2_19590.1
OG0002962	SHAE2_70630.1, SHAE2_70630.2, SHAE2_70630.3, SHAE2_70630.4	SRDH2_69790.1
OG0002963	SHAE2_15750.1	SRDH2_101280.1, SRDH2_101280.2, SRDH2_13110.1, SRDH2_101840.1
OG0002964	SHAE2_27510.1	SRDH2_25530.1
OG0002965	SHAE2_97630.1	SRDH2_95600.1
OG0002966	SHAE2_46720.1, SHAE2_46720.2	SRDH2_44170.2, SRDH2_44170.3, SRDH2_44170.1, SRDH2_44170.4
OG0002967	SHAE2_65220.2, SHAE2_65220.3, SHAE2_65220.4, SHAE2_65220.1	SRDH2_62670.1, SRDH2_62670.3, SRDH2_62670.2
OG0002968	SHAE2_21540.1	SRDH2_19780.1, SRDH2_19790.1, SRDH2_19790.2, SRDH2_19790.3
OG0002969	SHAE2_56000.1	SRDH2_53300.1
OG0002970	SHAE2_11780.1	SRDH2_10250.5, SRDH2_10250.2, SRDH2_10250.4, SRDH2_10250.1, SRDH2_10250.3
OG0002971	SHAE2_67150.1, SHAE2_67150.2, SHAE2_67150.4, SHAE2_67150.3	SRDH2_64550.3, SRDH2_64550.1, SRDH2_64550.2
OG0002972	SHAE2_65840.1	SRDH2_63310.15, SRDH2_63310.16, SRDH2_63310.17
OG0002973	SHAE2_51760.1, SHAE2_51760.2	SRDH2_49260.2, SRDH2_49260.3, SRDH2_49260.1
OG0002974	SHAE2_34820.2, SHAE2_34820.1	SRDH2_38090.1, SRDH2_38090.2, SRDH2_38090.3
OG0002975	SHAE2_41170.1, SHAE2_41170.4, SHAE2_41170.2, SHAE2_41170.3	SRDH2_32060.2, SRDH2_32060.3, SRDH2_32060.4, SRDH2_32060.1
OG0002976	SHAE2_67660.1	SRDH2_65110.1, SRDH2_65110.2
OG0002977	SHAE2_8520.1, SHAE2_8520.2	SRDH2_8190.1, SRDH2_8190.2, SRDH2_8190.3, SRDH2_8190.4
OG0002979	SHAE2_23640.1	SRDH2_23200.1, SRDH2_23190.5, SRDH2_23190.3, SRDH2_23190.4
OG0002980	SHAE2_31610.3, SHAE2_31610.1, SHAE2_31610.2	SRDH2_29730.1
OG0002981	SHAE2_79680.1, SHAE2_79680.2	SRDH2_77050.3, SRDH2_77050.1, SRDH2_77050.2
OG0002982	SHAE2_56930.1, SHAE2_56930.2	SRDH2_54650.2, SRDH2_54650.3, SRDH2_54650.1
OG0002983	SHAE2_26940.1	SRDH2_25090.1, SRDH2_25090.2
OG0002984	SHAE2_14580.2, SHAE2_14580.3, SHAE2_14580.5, SHAE2_14580.4, SHAE2_14580.1	SRDH2_14710.1
OG0002985	SHAE2_2460.2, SHAE2_2460.1	SRDH2_2200.1
OG0002986	SHAE2_11870.1	SRDH2_10370.4, SRDH2_10370.1, SRDH2_10370.3, SRDH2_10370.2, SRDH2_10370.5
OG0002988	SHAE2_98380.4, SHAE2_98380.1, SHAE2_98380.2, SHAE2_98380.3	SRDH2_96360.1, SRDH2_96360.2
OG0002989	SHAE2_52630.1, SHAE2_52630.2	SRDH2_50180.1
OG0002990	SHAE2_85270.4, SHAE2_85270.5, SHAE2_85270.1, SHAE2_85270.2, SHAE2_85270.3	SRDH2_83140.1, SRDH2_83140.2, SRDH2_83140.3, SRDH2_83140.4, SRDH2_83140.5
OG0002991	SHAE2_34290.1	SRDH2_36570.3
OG0002991	SHAE2_34290.2	SRDH2_36570.1
OG0002992	SHAE2_80420.1	SRDH2_77760.4, SRDH2_77760.1, SRDH2_77760.3, SRDH2_77760.2
OG0002993	SHAE2_89330.1	SRDH2_86510.1, SRDH2_86510.2
OG0002994	SHAE2_21510.1, SHAE2_21510.2, SHAE2_21510.3, SHAE2_21510.4, SHAE2_21510.5, SHAE2_21510.6	SRDH2_19760.6, SRDH2_19760.2, SRDH2_19760.1, SRDH2_19760.3, SRDH2_19760.4, SRDH2_19760.5
OG0002995	SHAE2_94390.1	SRDH2_93750.1
OG0002996	SHAE2_16730.1	SRDH2_15440.1
OG0002997	SHAE2_37170.1, SHAE2_37170.2, SHAE2_37170.4, SHAE2_37170.5, SHAE2_37170.3, SHAE2_37170.6	SRDH2_38340.1
OG0002998	SHAE2_47420.3, SHAE2_47420.5, SHAE2_47420.2, SHAE2_47420.1, SHAE2_47420.4	SRDH2_44830.3, SRDH2_44830.4, SRDH2_44830.2, SRDH2_44830.1
OG0002999	SHAE2_64500.4, SHAE2_64500.2, SHAE2_64500.1, SHAE2_64500.3	SRDH2_62000.1
OG0003000	SHAE2_29340.5, SHAE2_29340.2, SHAE2_29340.3, SHAE2_29340.1, SHAE2_29340.4	SRDH2_27420.1
OG0003001	SHAE2_29250.1, SHAE2_29250.3, SHAE2_29250.2	SRDH2_27370.1
OG0003002	SHAE2_21760.1	SRDH2_20040.1
OG0003003	SHAE2_99080.1, SHAE2_99080.2	SRDH2_97080.1
OG0003004	SHAE2_79600.1	SRDH2_76950.5, SRDH2_76950.1, SRDH2_76950.2, SRDH2_76950.3, SRDH2_76950.4
OG0003005	SHAE2_57220.1	SRDH2_54910.2, SRDH2_54910.3, SRDH2_54910.1, SRDH2_54910.4
OG0003006	SHAE2_90230.1	SRDH2_88090.1
OG0003007	SHAE2_65250.1	SRDH2_62700.2, SRDH2_62700.5, SRDH2_62700.1, SRDH2_62700.3, SRDH2_62700.4
OG0003008	SHAE2_34350.1, SHAE2_34350.2	SRDH2_36530.1
OG0003009	SHAE2_7060.1	SRDH2_6590.1
OG0003010	SHAE2_75210.1	SRDH2_74910.1
OG0003011	SHAE2_32590.1, SHAE2_32590.4, SHAE2_32590.2, SHAE2_32590.3	SRDH2_30730.1, SRDH2_30730.2, SRDH2_30730.3, SRDH2_30730.4
OG0003012	SHAE2_65670.1	SRDH2_63150.1, SRDH2_63150.2, SRDH2_63150.3
OG0003013	SHAE2_82700.1	SRDH2_80220.1, SRDH2_80220.6, SRDH2_80220.7, SRDH2_80220.2, SRDH2_80220.4, SRDH2_80220.5, SRDH2_80220.3
OG0003014	SHAE2_89540.2, SHAE2_89540.1	SRDH2_86720.1
OG0003015	SHAE2_46240.1, SHAE2_46240.3, SHAE2_46240.2, SHAE2_46240.4	SRDH2_43650.1
OG0003016	SHAE2_80100.1	SRDH2_77430.1
OG0003017	SHAE2_53580.1, SHAE2_53620.1	SRDH2_51000.1, SRDH2_51000.2, SRDH2_51000.3, SRDH2_51000.4, SRDH2_51000.5
OG0003018	SHAE2_100060.1, SHAE2_100060.2	SRDH2_97910.1
OG0003019	SHAE2_79120.1, SHAE2_79120.3, SHAE2_79120.2	SRDH2_76410.1, SRDH2_76410.2
OG0003020	SHAE2_31060.1	SRDH2_29170.1
OG0003021	SHAE2_89570.1	SRDH2_86750.1
OG0003022	SHAE2_27250.1	SRDH2_25300.1, SRDH2_25300.2
OG0003023	SHAE2_89490.1	SRDH2_86670.1, SRDH2_86670.2
OG0003024	SHAE2_82260.1, SHAE2_82260.2, SHAE2_82260.3	SRDH2_79760.1
OG0003025	SHAE2_39930.3, SHAE2_39930.1, SHAE2_39930.2, SHAE2_39930.4	SRDH2_37930.1
OG0003026	SHAE2_36110.1, SHAE2_36110.2	SRDH2_35130.1
OG0003027	SHAE2_18740.1	SRDH2_17160.1
OG0003028	SHAE2_11900.3, SHAE2_11900.1, SHAE2_11900.2	SRDH2_10410.1, SRDH2_10400.1
OG0003029	SHAE2_86330.1	SRDH2_84170.1, SRDH2_84170.2, SRDH2_84170.3
OG0003030	SHAE2_21720.2, SHAE2_21720.5, SHAE2_21720.6, SHAE2_21720.4, SHAE2_21720.3, SHAE2_21720.1	SRDH2_19990.1
OG0003031	SHAE2_68760.1	SRDH2_68200.2, SRDH2_68200.1, SRDH2_68200.3
OG0003032	SHAE2_62910.1, SHAE2_62910.2	SRDH2_60540.1
OG0003033	SHAE2_50110.1, SHAE2_50110.2, SHAE2_50110.3, SHAE2_50110.6, SHAE2_50110.5, SHAE2_50110.4	SRDH2_47620.1
OG0003034	SHAE2_86790.1	SRDH2_84650.4, SRDH2_84650.1, SRDH2_84650.2, SRDH2_84650.3
OG0003036	SHAE2_89650.1, SHAE2_89660.1, SHAE2_89670.1, SHAE2_89680.1	SRDH2_86840.1, SRDH2_86840.2
OG0003037	SHAE2_83940.1	SRDH2_81440.6, SRDH2_81440.7, SRDH2_81440.1, SRDH2_81440.4, SRDH2_81440.3, SRDH2_81440.2, SRDH2_81440.8, SRDH2_81440.5
OG0003038	SHAE2_55430.1	SRDH2_53860.2, SRDH2_53860.3, SRDH2_53860.4, SRDH2_53860.1
OG0003039	SHAE2_48800.1	SRDH2_46930.1
OG0003040	SHAE2_32310.1, SHAE2_32310.2, SHAE2_32310.3	SRDH2_30460.1
OG0003041	SHAE2_35170.5, SHAE2_35170.2, SHAE2_35170.4, SHAE2_35170.3, SHAE2_35170.6, SHAE2_35170.1	SRDH2_34860.1
OG0003042	SHAE2_43750.2, SHAE2_43750.3, SHAE2_43750.1, SHAE2_43750.4, SHAE2_43750.5	SRDH2_41090.3, SRDH2_41090.4, SRDH2_41090.5, SRDH2_41090.6, SRDH2_41090.1, SRDH2_41090.2, SRDH2_41090.7
OG0003043	SHAE2_51140.3, SHAE2_51140.1, SHAE2_51140.2, SHAE2_51140.7, SHAE2_51140.4, SHAE2_51140.6, SHAE2_51140.5, SHAE2_51140.8	SRDH2_48640.2, SRDH2_48640.3, SRDH2_48640.1
OG0003044	SHAE2_8300.1, SHAE2_8300.2	SRDH2_7940.1, SRDH2_7940.3, SRDH2_7940.4, SRDH2_7940.2
OG0003045	SHAE2_54900.1	SRDH2_52600.1
OG0003046	SHAE2_54910.1	SRDH2_52610.1, SRDH2_52610.2, SRDH2_52610.3, SRDH2_52610.7, SRDH2_52610.4, SRDH2_52610.5, SRDH2_52610.6
OG0003047	SHAE2_14680.1	SRDH2_14870.4, SRDH2_14870.1, SRDH2_14870.5, SRDH2_14870.2, SRDH2_14870.3
OG0003048	SHAE2_49300.1	SRDH2_46230.1, SRDH2_46370.1, SRDH2_46380.1, SRDH2_46360.1
OG0003049	SHAE2_49310.1	SRDH2_46220.2, SRDH2_101810.1, SRDH2_46220.1, SRDH2_46310.1, SRDH2_46250.1, SRDH2_46400.1, SRDH2_46420.1
OG0003050	SHAE2_83020.2, SHAE2_83020.1, SHAE2_83020.3	SRDH2_80490.1, SRDH2_80490.2
OG0003051	SHAE2_26720.1	SRDH2_24810.1
OG0003052	SHAE2_69150.1	SRDH2_67200.1
OG0003053	SHAE2_28790.2, SHAE2_28790.1, SHAE2_28790.3	SRDH2_26950.2, SRDH2_26950.1, SRDH2_26950.3
OG0003054	SHAE2_10670.1	SRDH2_9100.2, SRDH2_9100.1, SRDH2_9100.3
OG0003055	SHAE2_59920.1, SHAE2_59920.2, SHAE2_59920.3	SRDH2_57860.2, SRDH2_57860.3, SRDH2_57860.4, SRDH2_57860.1
OG0003056	SHAE2_10550.2, SHAE2_10550.1, SHAE2_10550.3	SRDH2_8980.2, SRDH2_8980.3, SRDH2_8980.4, SRDH2_8980.6, SRDH2_8980.1, SRDH2_8980.5
OG0003057	SHAE2_67500.1	SRDH2_64920.1
OG0003058	SHAE2_97540.1	SRDH2_94950.1, SRDH2_94950.3, SRDH2_94950.4, SRDH2_94950.2
OG0003059	SHAE2_38810.2, SHAE2_38810.1	SRDH2_33550.1, SRDH2_33550.2, SRDH2_33550.3
OG0003060	SHAE2_55250.1	SRDH2_54070.1, SRDH2_54070.2
OG0003061	SHAE2_86360.1, SHAE2_86360.2, SHAE2_86360.3, SHAE2_86360.4	SRDH2_84210.1, SRDH2_84210.2
OG0003062	SHAE2_95210.2, SHAE2_95210.1, SHAE2_95210.3, SHAE2_95210.4, SHAE2_95210.5, SHAE2_95210.6, SHAE2_95210.7	SRDH2_92910.1, SRDH2_92910.2
OG0003063	SHAE2_19910.2	SRDH2_18210.1
OG0003064	SHAE2_8310.1	SRDH2_7960.2, SRDH2_7960.1, SRDH2_7960.3
OG0003065	SHAE2_23900.10, SHAE2_23900.4, SHAE2_23900.5, SHAE2_23900.7, SHAE2_23900.9, SHAE2_23900.1, SHAE2_23900.2, SHAE2_23900.3, SHAE2_23900.6, SHAE2_23900.8	SRDH2_22190.1
OG0003066	SHAE2_99400.1, SHAE2_99400.2	SRDH2_97400.2, SRDH2_97400.1
OG0003067	SHAE2_27130.1	SRDH2_25260.1
OG0003068	SHAE2_81190.3, SHAE2_81190.1, SHAE2_102370.1, SHAE2_81190.2	SRDH2_78700.1
OG0003069	SHAE2_74810.1	SRDH2_71790.2, SRDH2_71790.4, SRDH2_71790.1, SRDH2_71790.3
OG0003070	SHAE2_38000.1	SRDH2_32810.3, SRDH2_32810.2, SRDH2_32810.1
OG0003071	SHAE2_64820.1, SHAE2_64820.2	SRDH2_62330.2, SRDH2_62330.4, SRDH2_62330.1, SRDH2_62330.3, SRDH2_62330.5
OG0003072	SHAE2_83920.1	SRDH2_81460.1, SRDH2_81460.2
OG0003073	SHAE2_68200.1	SRDH2_65620.1
OG0003074	SHAE2_62760.1	SRDH2_60410.1
OG0003075	SHAE2_61410.4, SHAE2_61410.1, SHAE2_61410.3, SHAE2_61410.5, SHAE2_61410.2, SHAE2_61410.6	SRDH2_58930.1, SRDH2_58930.2
OG0003076	SHAE2_61370.1, SHAE2_61350.2, SHAE2_61350.1	SRDH2_58990.1
OG0003077	SHAE2_79150.1, SHAE2_79150.2	SRDH2_76440.1
OG0003078	SHAE2_65310.1, SHAE2_65310.2	SRDH2_62750.1
OG0003079	SHAE2_59890.1, SHAE2_59890.2	SRDH2_57820.1
OG0003080	SHAE2_12800.1, SHAE2_12800.2, SHAE2_12800.3	SRDH2_11370.1, SRDH2_11370.2
OG0003081	SHAE2_16550.3, SHAE2_16550.2, SHAE2_16550.1	SRDH2_12450.1, SRDH2_12450.3, SRDH2_12450.4, SRDH2_12450.2
OG0003082	SHAE2_53330.1, SHAE2_53330.2	SRDH2_50860.1, SRDH2_50860.2, SRDH2_50860.3, SRDH2_50860.4
OG0003083	SHAE2_83720.1, SHAE2_83720.2, SHAE2_83720.3, SHAE2_83720.4	SRDH2_81230.1, SRDH2_81230.2
OG0003084	SHAE2_77260.1, SHAE2_77260.2	SRDH2_72840.1
OG0003085	SHAE2_41650.2, SHAE2_41650.1, SHAE2_41640.1, SHAE2_41650.3	SRDH2_38830.1, SRDH2_38830.2, SRDH2_38830.3
OG0003086	SHAE2_70180.1, SHAE2_70180.2, SHAE2_70180.3, SHAE2_70180.4, SHAE2_70180.5, SHAE2_70180.6	SRDH2_66430.1
OG0003087	SHAE2_101390.1, SHAE2_101390.2	SRDH2_99330.1, SRDH2_99330.2
OG0003088	SHAE2_22690.3, SHAE2_22690.1, SHAE2_22690.2	SRDH2_21020.2, SRDH2_21020.1, SRDH2_21020.3
OG0003089	SHAE2_20820.3, SHAE2_20820.1, SHAE2_20820.2	SRDH2_19110.1, SRDH2_19110.2
OG0003090	SHAE2_34160.1, SHAE2_34160.2	SRDH2_36640.1, SRDH2_36640.2
OG0003091	SHAE2_98350.1	SRDH2_96330.1, SRDH2_96330.2
OG0003092	SHAE2_88950.1	SRDH2_85830.1, SRDH2_85830.2
OG0003092	SHAE2_88980.1	SRDH2_85870.1
OG0003093	SHAE2_96660.1	SRDH2_94000.1, SRDH2_94000.2, SRDH2_94000.3
OG0003094	SHAE2_94370.1	SRDH2_92390.1
OG0003095	SHAE2_51360.1, SHAE2_51360.2	SRDH2_48900.1
OG0003096	SHAE2_80180.1, SHAE2_80180.2	SRDH2_77500.1, SRDH2_77500.2
OG0003097	SHAE2_70350.5, SHAE2_70350.2, SHAE2_70350.1, SHAE2_70350.8, SHAE2_70350.3, SHAE2_70350.4, SHAE2_70350.7, SHAE2_70350.6, SHAE2_70350.9	SRDH2_66610.3, SRDH2_66610.2, SRDH2_66610.4, SRDH2_66610.1, SRDH2_66610.5
OG0003098	SHAE2_17780.1	SRDH2_16280.1
OG0003098	SHAE2_17790.1	SRDH2_16290.1
OG0003099	SHAE2_45930.1, SHAE2_45930.3, SHAE2_45930.2	SRDH2_43390.1, SRDH2_43400.1
OG0003107	SHAE2_59710.5, SHAE2_59710.3, SHAE2_59710.4, SHAE2_59710.2, SHAE2_59710.1	SRDH2_57770.1, SRDH2_57770.2
OG0003108	SHAE2_28610.1	SRDH2_26760.1, SRDH2_26760.3, SRDH2_26760.2, SRDH2_100310.1, SRDH2_26760.4
OG0003109	SHAE2_17280.1	SRDH2_15800.3, SRDH2_15800.1, SRDH2_15800.2
OG0003111	SHAE2_76060.1	SRDH2_73960.1
OG0003112	SHAE2_72320.1	SRDH2_68310.1
OG0003114	SHAE2_92380.4, SHAE2_92380.2, SHAE2_92380.1, SHAE2_92380.3	SRDH2_90310.1, SRDH2_90310.2
OG0003115	SHAE2_78240.1, SHAE2_78240.2	SRDH2_75620.2, SRDH2_75620.1, SRDH2_75620.4, SRDH2_75620.3
OG0003116	SHAE2_93590.1	SRDH2_91100.1
OG0003117	SHAE2_20700.1, SHAE2_20700.2	SRDH2_18980.1, SRDH2_18980.2
OG0003119	SHAE2_35950.1, SHAE2_35950.2	SRDH2_34990.1
OG0003120	SHAE2_75060.1, SHAE2_75060.2, SHAE2_75060.3, SHAE2_75060.4, SHAE2_75060.5, SHAE2_75060.6, SHAE2_75060.7	SRDH2_74980.1
OG0003121	SHAE2_1900.1	SRDH2_1650.1
OG0003122	SHAE2_670.2, SHAE2_670.1, SHAE2_670.3, SHAE2_670.4	SRDH2_530.1, SRDH2_530.6, SRDH2_530.3, SRDH2_530.8, SRDH2_530.5, SRDH2_530.2, SRDH2_530.4, SRDH2_530.7
OG0003123	SHAE2_88940.1	SRDH2_85810.1
OG0003123	SHAE2_88990.1	SRDH2_85880.1
OG0003124	SHAE2_96090.1, SHAE2_96090.2	SRDH2_92080.1
OG0003125	SHAE2_78910.1	SRDH2_76220.1
OG0003126	SHAE2_21350.1, SHAE2_103150.1	SRDH2_19610.3, SRDH2_19610.1, SRDH2_19610.2
OG0003127	SHAE2_91600.1, SHAE2_91600.3, SHAE2_91600.2	SRDH2_88910.1
OG0003128	SHAE2_86700.1, SHAE2_86700.2, SHAE2_86700.3, SHAE2_86700.4, SHAE2_86700.5, SHAE2_86700.6	SRDH2_84560.1
OG0003129	SHAE2_3390.1, SHAE2_3390.2	SRDH2_2990.4, SRDH2_2990.5, SRDH2_2990.1, SRDH2_2990.2, SRDH2_2990.3
OG0003130	SHAE2_30210.1	SRDH2_28330.1
OG0003131	SHAE2_76690.1, SHAE2_76690.2, SHAE2_76690.6, SHAE2_76690.3, SHAE2_76690.4, SHAE2_76690.7, SHAE2_76690.5	SRDH2_73310.1
OG0003133	SHAE2_63260.1	SRDH2_60880.2, SRDH2_60880.3, SRDH2_60880.1, SRDH2_60880.4
OG0003134	SHAE2_89050.1, SHAE2_89050.2, SHAE2_89050.3, SHAE2_89050.4	SRDH2_85930.1
OG0003135	SHAE2_39200.1, SHAE2_39190.1	SRDH2_33910.1, SRDH2_33910.2
OG0003136	SHAE2_12010.1, SHAE2_12010.2	SRDH2_10530.1
OG0003137	SHAE2_85890.1	SRDH2_83690.1
OG0003138	SHAE2_95910.1	SRDH2_92290.1, SRDH2_92290.2, SRDH2_92290.3
OG0003139	SHAE2_52620.4, SHAE2_52620.1, SHAE2_52620.3, SHAE2_52620.2	SRDH2_50160.1
OG0003140	SHAE2_33310.2	SRDH2_31370.3
OG0003140	SHAE2_33310.1	SRDH2_31370.2, SRDH2_31370.4, SRDH2_31370.5, SRDH2_31370.6, SRDH2_31370.1
OG0003141	SHAE2_65690.2	SRDH2_63170.2
OG0003141	SHAE2_65690.1	SRDH2_63170.1
OG0003142	SHAE2_81030.1	SRDH2_78480.2, SRDH2_78480.3, SRDH2_78480.4, SRDH2_78480.5, SRDH2_78480.6, SRDH2_78480.1, SRDH2_78480.7
