Orthogroup	schistosoma_bovis	schistosoma_japonicum
OG0003470	SBOV2_53360.2, SBOV2_53360.1, SBOV2_53360.3	EWB00_006821
OG0003471	SBOV2_45250.1, SBOV2_45250.2	EWB00_000172.1
OG0003472	SBOV2_8800.1	EWB00_003062.1, EWB00_003062.2, EWB00_003062.3, EWB00_003062.4
OG0003473	SBOV2_76900.1, SBOV2_76910.1	EWB00_004571, EWB00_004572
OG0003474	SBOV2_56030.1	EWB00_005130.1, EWB00_005130.5, EWB00_005130.2, EWB00_005130.3, EWB00_005130.4, EWB00_005130.6
OG0003475	SBOV2_23950.1, SBOV2_23950.2, SBOV2_23950.3	EWB00_001085.1, EWB00_001085.2
OG0003476	SBOV2_41980.1, SBOV2_41980.2	EWB00_006402.1, EWB00_006402.2
OG0003477	SBOV2_88900.3, SBOV2_88900.2, SBOV2_88900.4, SBOV2_88900.1	EWB00_011377
OG0003478	SBOV2_6230.1	EWB00_009561.2, EWB00_009561.1, EWB00_009561.3
OG0003479	SBOV2_39610.1	EWB00_006951.1, EWB00_006951.2, EWB00_006951.3
OG0003480	SBOV2_67250.2, SBOV2_67250.1, SBOV2_67250.3	EWB00_006233.1, EWB00_006233.2
OG0003481	SBOV2_61200.1	EWB00_011156
OG0003482	SBOV2_86760.1	EWB00_007533
OG0003483	SBOV2_37230.1, SBOV2_37230.2, SBOV2_37230.3	EWB00_005976.1, EWB00_005976.2, EWB00_005976.5, EWB00_005976.3, EWB00_005976.4
OG0003484	SBOV2_4340.1	EWB00_004846
OG0003485	SBOV2_82620.2, SBOV2_82620.1	EWB00_009592, EWB00_009595
OG0003486	SBOV2_26490.1	EWB00_007660.1, EWB00_007660.2, EWB00_007660.3
OG0003487	SBOV2_53920.1	EWB00_006510.1, EWB00_006510.3, EWB00_006510.4, EWB00_006510.2
OG0003488	SBOV2_11370.1	EWB00_009415.1, EWB00_009415.2, EWB00_009415.3
OG0003489	SBOV2_75820.1	EWB00_007266.2, EWB00_007266.3, EWB00_007266.1, EWB00_007266.4
OG0003490	SBOV2_8690.4, SBOV2_8690.3, SBOV2_8690.2, SBOV2_8690.1	EWB00_003071.1, EWB00_003071.2
OG0003491	SBOV2_33640.1, SBOV2_33640.2, SBOV2_33640.3	EWB00_001762.1, EWB00_001762.2, EWB00_001762.3
OG0003492	SBOV2_60560.3, SBOV2_60560.1, SBOV2_60560.2	EWB00_011348, EWB00_011347
OG0003493	SBOV2_90760.1, SBOV2_90760.2, SBOV2_90760.3, SBOV2_90760.4, SBOV2_90760.5, SBOV2_90760.6, SBOV2_90760.7	EWB00_003175
OG0003494	SBOV2_91490.1	EWB00_005519.2, EWB00_005519.4, EWB00_005519.5, EWB00_005519.3, EWB00_005519.1
OG0003495	SBOV2_4160.3, SBOV2_4160.1, SBOV2_4160.4, SBOV2_4160.2	EWB00_009577.3, EWB00_009577.1, EWB00_009577.2
OG0003496	SBOV2_37270.3, SBOV2_37270.4, SBOV2_37270.5, SBOV2_37270.1, SBOV2_37270.2	EWB00_005978.1, EWB00_005978.2
OG0003497	SBOV2_50210.1, SBOV2_50210.2	EWB00_000438, EWB00_003786
OG0003498	SBOV2_69630.1	EWB00_009347.1, EWB00_009347.2
OG0003500	SBOV2_62900.1	EWB00_007109.1, EWB00_007109.2, EWB00_007109.3
OG0003501	SBOV2_76470.1	EWB00_008240.1, EWB00_008240.2
OG0003502	SBOV2_86850.1, SBOV2_96740.1	EWB00_009443
OG0003503	SBOV2_5750.1, SBOV2_5750.2	EWB00_002043.4, EWB00_002043.1, EWB00_002043.3, EWB00_002043.2, EWB00_002043.5
OG0003504	SBOV2_28800.1, SBOV2_28800.2	EWB00_006216.1, EWB00_006216.2
OG0003505	SBOV2_54340.1, SBOV2_54340.2	EWB00_005314.1, EWB00_005314.2, EWB00_005314.3, EWB00_005314.4
OG0003506	SBOV2_1130.2, SBOV2_1130.3, SBOV2_1130.1, SBOV2_1130.4	EWB00_005692.1, EWB00_005692.2, EWB00_005692.3
OG0003507	SBOV2_4180.1, SBOV2_4180.2	EWB00_004827, EWB00_010540
OG0003508	SBOV2_64330.3, SBOV2_64330.1, SBOV2_64330.2, SBOV2_64330.4	EWB00_003644
OG0003509	SBOV2_43210.1, SBOV2_43210.2, SBOV2_43210.3	EWB00_000031
OG0003510	SBOV2_1110.2, SBOV2_1110.1	EWB00_005690
OG0003511	SBOV2_64230.1	EWB00_008714
OG0003512	SBOV2_81880.4, SBOV2_81880.5, SBOV2_81880.1, SBOV2_81880.6, SBOV2_81880.2, SBOV2_81880.3	EWB00_008789.1, EWB00_008789.2, EWB00_008789.3, EWB00_008789.4
OG0003513	SBOV2_74790.1	EWB00_007160
OG0003514	SBOV2_38690.4, SBOV2_38690.1, SBOV2_38690.2, SBOV2_38690.3, SBOV2_38690.5	EWB00_000641
OG0003515	SBOV2_92880.1	EWB00_004772.1, EWB00_004772.2
OG0003516	SBOV2_54560.1, SBOV2_54560.2	EWB00_010609
OG0003517	SBOV2_94490.1	EWB00_004794.2, EWB00_004794.1, EWB00_004794.3, EWB00_004794.4, EWB00_004794.5
OG0003518	SBOV2_85740.1	EWB00_005278.1, EWB00_005278.2
OG0003519	SBOV2_29980.1, SBOV2_29980.2	EWB00_007709.1, EWB00_007709.2
OG0003520	SBOV2_57390.1, SBOV2_57390.2, SBOV2_57390.3	EWB00_005566
OG0003521	SBOV2_11610.1	EWB00_009438
OG0003522	SBOV2_79230.1	EWB00_007484
OG0003523	SBOV2_50910.1, SBOV2_50910.2	EWB00_000743
OG0003524	SBOV2_61590.1	EWB00_004011
OG0003525	SBOV2_3400.2, SBOV2_3400.1, SBOV2_3400.4, SBOV2_3400.3, SBOV2_3400.5	EWB00_007344
OG0003526	SBOV2_37550.1	EWB00_006005.1, EWB00_006005.2, EWB00_006005.3, EWB00_006005.4
OG0003527	SBOV2_78730.1	EWB00_002256.2, EWB00_002256.1, EWB00_002256.3
OG0003528	SBOV2_670.2, SBOV2_670.1	EWB00_010233.2, EWB00_010233.4, EWB00_010233.1, EWB00_010233.3
OG0003529	SBOV2_25700.1	EWB00_003232
OG0003530	SBOV2_65940.1, SBOV2_65940.2, SBOV2_65940.3, SBOV2_65940.4	EWB00_004001.1, EWB00_004001.2, EWB00_004001.3
OG0003531	SBOV2_10410.1	EWB00_009491
OG0003532	SBOV2_7200.1	EWB00_008841.2, EWB00_008841.3, EWB00_008841.1, EWB00_008841.4, EWB00_008841.5, EWB00_008841.6, EWB00_008841.7, EWB00_008841.8
OG0003533	SBOV2_47750.1, SBOV2_47750.2	EWB00_010709
OG0003534	SBOV2_86510.1	EWB00_000325
OG0003535	SBOV2_95560.1	EWB00_006668
OG0003536	SBOV2_60610.3, SBOV2_60610.2, SBOV2_60610.1	EWB00_011353
OG0003537	SBOV2_58840.1	EWB00_000502
OG0003538	SBOV2_21640.1	EWB00_005823.1
OG0003539	SBOV2_76090.1	EWB00_002023
OG0003540	SBOV2_4360.1	EWB00_004850.1, EWB00_004850.2
OG0003541	SBOV2_85310.1	EWB00_003020
OG0003542	SBOV2_63570.1, SBOV2_63570.2, SBOV2_63570.3, SBOV2_63570.4	EWB00_008893.1, EWB00_008893.2
OG0003543	SBOV2_48950.1	EWB00_007608
OG0003544	SBOV2_47950.1, SBOV2_47950.2	EWB00_008069
OG0003545	SBOV2_18980.2, SBOV2_18980.3, SBOV2_18980.4, SBOV2_18980.7, SBOV2_18980.6, SBOV2_18980.1, SBOV2_18980.5, SBOV2_18980.8	EWB00_010356.1, EWB00_010356.2, EWB00_010356.3
OG0003547	SBOV2_7820.1, SBOV2_7820.2, SBOV2_7820.3, SBOV2_7820.4, SBOV2_7820.5	EWB00_008593.3, EWB00_008593.1, EWB00_008593.2
OG0003548	SBOV2_21930.1	EWB00_005758.1, EWB00_005758.2
OG0003549	SBOV2_87190.1, SBOV2_87190.2, SBOV2_87190.3	EWB00_003272.1, EWB00_003272.2, EWB00_003272.3
OG0003550	SBOV2_30210.3, SBOV2_30210.1, SBOV2_30210.2	EWB00_001310.1, EWB00_001310.2, EWB00_001310.3
OG0003551	SBOV2_63880.1, SBOV2_63890.1, SBOV2_63880.6, SBOV2_63880.2, SBOV2_63880.4, SBOV2_63880.5, SBOV2_63880.3	EWB00_005582.1, EWB00_005582.2
OG0003552	SBOV2_57450.2, SBOV2_57450.1	EWB00_003466.1, EWB00_003466.2
OG0003553	SBOV2_9680.1	EWB00_000806.1, EWB00_000806.2
OG0003554	SBOV2_68730.1, SBOV2_68730.2	EWB00_010077
OG0003555	SBOV2_75610.1, SBOV2_75610.2, SBOV2_75610.3, SBOV2_75610.4, SBOV2_75610.5	EWB00_011006
OG0003556	SBOV2_60540.1, SBOV2_60540.2	EWB00_011345
OG0003557	SBOV2_46040.1	EWB00_002541
OG0003558	SBOV2_57800.1, SBOV2_57800.3, SBOV2_57800.4, SBOV2_57800.2	EWB00_005180.1, EWB00_005180.2
OG0003559	SBOV2_81070.1, SBOV2_81070.2, SBOV2_81070.3, SBOV2_81070.4	EWB00_008946.1, EWB00_008946.2
OG0003560	SBOV2_62390.1	EWB00_000392.3, EWB00_000392.1, EWB00_000392.2
OG0003561	SBOV2_4670.1, SBOV2_4670.2	EWB00_000101.1, EWB00_000101.2
OG0003562	SBOV2_63560.1	EWB00_008891
OG0003562	SBOV2_63550.1	EWB00_008889
OG0003564	SBOV2_36080.1	EWB00_002583.1, EWB00_002583.3, EWB00_002583.2
OG0003565	SBOV2_40550.1, SBOV2_40580.1, SBOV2_40570.1	EWB00_010138, EWB00_005004
OG0003567	SBOV2_11950.3, SBOV2_11950.2, SBOV2_11950.1	EWB00_008326.1, EWB00_008326.2
OG0003568	SBOV2_2790.1	EWB00_007885, EWB00_007884
OG0003569	SBOV2_6350.1	EWB00_008985
OG0003571	SBOV2_3500.1	EWB00_001642
OG0003571	SBOV2_3510.1	EWB00_001641
OG0003577	SBOV2_43740.1	EWB00_000986
OG0003578	SBOV2_93600.1, SBOV2_93600.2, SBOV2_93600.3	EWB00_000569
OG0003579	SBOV2_31070.1	EWB00_004333.2
OG0003580	SBOV2_15480.1	EWB00_010285.1, EWB00_010285.2
OG0003581	SBOV2_26610.1	EWB00_007670, EWB00_007671
OG0003582	SBOV2_56770.1	EWB00_003197.1, EWB00_003197.2
OG0003583	SBOV2_2950.1, SBOV2_2950.2, SBOV2_2950.3, SBOV2_2950.4, SBOV2_2950.5	EWB00_007579.1, EWB00_007579.2
OG0003584	SBOV2_61230.1, SBOV2_61230.3, SBOV2_61230.2	EWB00_011159
OG0003585	SBOV2_83150.1, SBOV2_83150.2, SBOV2_83160.1	EWB00_008400
OG0003586	SBOV2_44290.1	EWB00_009705
OG0003587	SBOV2_10740.1, SBOV2_10740.2, SBOV2_10740.3, SBOV2_10740.4	EWB00_005544
OG0003588	SBOV2_15780.1	EWB00_003120.3, EWB00_003120.6, EWB00_003120.1, EWB00_003120.2, EWB00_003120.5, EWB00_003120.4
OG0003589	SBOV2_70530.1	EWB00_006084
OG0003590	SBOV2_6210.1	EWB00_009920
OG0003591	SBOV2_58760.1	EWB00_000490
OG0003592	SBOV2_72740.1, SBOV2_72740.2	EWB00_008095, EWB00_008093
OG0003593	SBOV2_34250.1	EWB00_002921.1, EWB00_002921.2, EWB00_002921.3
OG0003594	SBOV2_15140.1	EWB00_004813.1, EWB00_004813.2, EWB00_004814
OG0003595	SBOV2_84710.1	EWB00_001654
OG0003596	SBOV2_52780.1	EWB00_006790
OG0003597	SBOV2_72340.1	EWB00_004523
OG0003598	SBOV2_31410.1, SBOV2_31410.2	EWB00_004299
OG0003599	SBOV2_12990.1	EWB00_002688.2, EWB00_002688.1, EWB00_002688.4, EWB00_002688.3
OG0003600	SBOV2_5180.1	EWB00_008276
OG0003601	SBOV2_40010.1	EWB00_007006.1, EWB00_007006.2, EWB00_007006.3
OG0003602	SBOV2_64260.1, SBOV2_64260.2	EWB00_008715
OG0003603	SBOV2_70430.1	EWB00_006100
OG0003604	SBOV2_1040.1, SBOV2_1040.2, SBOV2_1040.3	EWB00_005678.1, EWB00_005678.2
OG0003605	SBOV2_16040.1, SBOV2_16040.2	EWB00_002457
OG0003606	SBOV2_33410.1, SBOV2_33410.2	EWB00_005930.1, EWB00_005930.2
OG0003607	SBOV2_14720.1	EWB00_002345
OG0003608	SBOV2_31520.1, SBOV2_31520.2	EWB00_004291.2, EWB00_004291.1, EWB00_004291.3
OG0003609	SBOV2_24010.1, SBOV2_24010.2	EWB00_001099
OG0003610	SBOV2_89660.1, SBOV2_89660.2	EWB00_004469.5, EWB00_004469.2, EWB00_004469.6, EWB00_004469.4, EWB00_004469.1, EWB00_004469.3
OG0003611	SBOV2_51520.1, SBOV2_51520.2, SBOV2_51520.3, SBOV2_51520.4	EWB00_001201.1, EWB00_001201.2, EWB00_001201.3
OG0003612	SBOV2_58860.1, SBOV2_58860.2	EWB00_000504
OG0003613	SBOV2_67800.1, SBOV2_67800.2, SBOV2_67800.3	EWB00_009760
OG0003614	SBOV2_58710.1, SBOV2_58710.2	EWB00_000482
OG0003615	SBOV2_28840.1, SBOV2_28840.2	EWB00_009528
OG0003616	SBOV2_17130.1	EWB00_006540.1, EWB00_006540.2
OG0003617	SBOV2_60150.1, SBOV2_60150.2	EWB00_000228.1, EWB00_000228.2, EWB00_000228.3
OG0003618	SBOV2_23780.10, SBOV2_23780.9	EWB00_006999
OG0003619	SBOV2_10150.1	EWB00_009469.1, EWB00_009469.3, EWB00_009469.2
OG0003620	SBOV2_48340.1	EWB00_008724.1, EWB00_008724.2
OG0003621	SBOV2_51490.1	EWB00_008123
OG0003622	SBOV2_69940.1	EWB00_008138
OG0003623	SBOV2_49280.1	EWB00_005368
OG0003624	SBOV2_11730.1, SBOV2_11730.2	EWB00_002195
OG0003625	SBOV2_85150.1, SBOV2_85260.1	EWB00_003010.3, EWB00_003010.1, EWB00_003010.2, EWB00_003010.4
OG0003626	SBOV2_84770.2, SBOV2_84770.3, SBOV2_84770.1	EWB00_004936.1, EWB00_004936.2
OG0003627	SBOV2_84510.1	EWB00_008605, EWB00_008603
OG0003628	SBOV2_33990.1	EWB00_008141.1, EWB00_008141.2
OG0003629	SBOV2_8100.1, SBOV2_8100.2	EWB00_009569.2, EWB00_009569.1, EWB00_010023, EWB00_010020
OG0003630	SBOV2_31860.1, SBOV2_31860.2	EWB00_004250
OG0003631	SBOV2_77720.1	EWB00_001248.1, EWB00_001248.2
OG0003632	SBOV2_63920.1, SBOV2_63920.2	EWB00_005579
OG0003633	SBOV2_52350.1	EWB00_010695
OG0003634	SBOV2_77010.1	EWB00_007376.1, EWB00_007376.2
OG0003635	SBOV2_75560.1	EWB00_011001.2, EWB00_011001.3, EWB00_011001.6, EWB00_011001.1, EWB00_011001.4, EWB00_011001.5
OG0003636	SBOV2_73030.1	EWB00_010927
OG0003637	SBOV2_67000.5, SBOV2_67000.6, SBOV2_67000.7, SBOV2_96440.1	EWB00_005776
OG0003638	SBOV2_51630.1	EWB00_006501
OG0003639	SBOV2_51620.1	EWB00_006502.2, EWB00_006502.3, EWB00_006502.1, EWB00_006502.4
OG0003640	SBOV2_4780.1, SBOV2_4780.2, SBOV2_4780.3	EWB00_009086.2, EWB00_009086.1, EWB00_009086.3
OG0003641	SBOV2_74740.2, SBOV2_74740.1, SBOV2_74740.3	EWB00_007154.1, EWB00_007154.2
OG0003642	SBOV2_55800.2, SBOV2_55800.1	EWB00_003569
OG0003643	SBOV2_71660.1	EWB00_008337.1, EWB00_008337.2, EWB00_008337.3, EWB00_008337.4, EWB00_008337.5
OG0003644	SBOV2_14710.1, SBOV2_14710.2	EWB00_002328.1, EWB00_002328.2, EWB00_002328.3, EWB00_002328.4
OG0003645	SBOV2_46450.2, SBOV2_46450.1, SBOV2_46450.4, SBOV2_46450.3	EWB00_000218
OG0003646	SBOV2_52130.1, SBOV2_52130.2	EWB00_005389
OG0003647	SBOV2_15010.4, SBOV2_15010.2, SBOV2_15010.1, SBOV2_15010.3, SBOV2_15000.2, SBOV2_15000.3, SBOV2_15000.1	EWB00_006464
OG0003648	SBOV2_9770.1	EWB00_000816, EWB00_005530
OG0003649	SBOV2_29210.1	EWB00_005622
OG0003650	SBOV2_15070.3, SBOV2_15070.2, SBOV2_15070.1	EWB00_004802.1, EWB00_004802.2
OG0003651	SBOV2_54980.1	EWB00_005220.3, EWB00_005220.6, EWB00_005220.1, EWB00_005220.5, EWB00_005220.2, EWB00_005220.4
OG0003652	SBOV2_51500.1, SBOV2_51510.1	EWB00_008124
OG0003653	SBOV2_28010.1	EWB00_004601
OG0003654	SBOV2_66210.1	EWB00_009802.1, EWB00_009802.2
OG0003655	SBOV2_37510.3, SBOV2_37510.1, SBOV2_37510.2	EWB00_006001.3, EWB00_006001.6, EWB00_006001.1, EWB00_006001.4, EWB00_006001.2, EWB00_006001.5
OG0003656	SBOV2_70110.1	EWB00_000957.1, EWB00_000957.2
OG0003657	SBOV2_3580.1	EWB00_000874
OG0003658	SBOV2_71680.1	EWB00_008340.1
OG0003659	SBOV2_77590.1	EWB00_001232
OG0003660	SBOV2_71320.1	EWB00_002761.1, EWB00_002761.2
OG0003661	SBOV2_53530.3, SBOV2_53530.2, SBOV2_53530.1, SBOV2_53530.4	EWB00_003550
OG0003662	SBOV2_43260.1, SBOV2_43260.2	EWB00_000022.4, EWB00_000022.3, EWB00_000022.1, EWB00_000022.2
OG0003663	SBOV2_69480.1	EWB00_008648, EWB00_003664
OG0003664	SBOV2_50180.1, SBOV2_50190.1	EWB00_003788
OG0003665	SBOV2_71770.1	EWB00_008349.1, EWB00_008349.2
OG0003666	SBOV2_57360.1	EWB00_005562.1, EWB00_005562.2
OG0003667	SBOV2_16100.1	EWB00_002451
OG0003668	SBOV2_51710.1, SBOV2_51710.2	EWB00_006492.3, EWB00_006492.1, EWB00_006492.4, EWB00_006492.2
OG0003669	SBOV2_50550.1, SBOV2_50550.2	EWB00_011178.1, EWB00_011178.2
OG0003670	SBOV2_61960.1, SBOV2_61960.2	EWB00_007729.1, EWB00_007729.2
OG0003671	SBOV2_74720.1	EWB00_007150.1, EWB00_007150.3, EWB00_007150.2
OG0003673	SBOV2_87100.1, SBOV2_87100.2	EWB00_000316
OG0003674	SBOV2_33570.1	EWB00_001773, EWB00_001774
OG0003675	SBOV2_63540.1, SBOV2_63540.2	EWB00_008887
OG0003676	SBOV2_93060.1	EWB00_008425, EWB00_008426
OG0003677	SBOV2_78670.1	EWB00_002262.1, EWB00_002262.2
OG0003678	SBOV2_36380.4, SBOV2_36380.3, SBOV2_36380.2, SBOV2_36380.1	EWB00_007472.1, EWB00_007472.2, EWB00_007472.3
OG0003679	SBOV2_44150.1	EWB00_004893.1, EWB00_004893.2, EWB00_004893.3, EWB00_004893.4
OG0003680	SBOV2_30320.1, SBOV2_30320.2	EWB00_001295.1, EWB00_001295.2, EWB00_001295.4, EWB00_001295.3
OG0003681	SBOV2_86330.1	EWB00_006933.1, EWB00_006933.2
OG0003682	SBOV2_74570.2, SBOV2_74570.3, SBOV2_74570.1	EWB00_010553.2, EWB00_010553.1, EWB00_010553.3
OG0003684	SBOV2_37850.1	EWB00_006035.1, EWB00_006035.2, EWB00_006035.3, EWB00_006035.4, EWB00_006035.5, EWB00_006035.6
OG0003685	SBOV2_29510.1	EWB00_003138.1, EWB00_003138.2, EWB00_003138.3
OG0003686	SBOV2_90070.1	EWB00_011413
OG0003687	SBOV2_86460.1	EWB00_007519.1, EWB00_007519.2
OG0003688	SBOV2_81330.1	EWB00_003772.1, EWB00_003772.2
OG0003689	SBOV2_62060.2, SBOV2_62060.1	EWB00_009575
OG0003690	SBOV2_50490.1, SBOV2_50490.2	EWB00_002226
OG0003692	SBOV2_29410.1	EWB00_004391.1, EWB00_004391.2
OG0003693	SBOV2_52430.1	EWB00_010686.1, EWB00_010686.2
OG0003694	SBOV2_23430.1	EWB00_000304, EWB00_000307
OG0003695	SBOV2_64320.1, SBOV2_64320.2	EWB00_003647.1, EWB00_003647.2
OG0003696	SBOV2_69260.2, SBOV2_69260.3, SBOV2_69260.1	EWB00_001602
OG0003697	SBOV2_1550.1	EWB00_005635, EWB00_005637
OG0003698	SBOV2_34790.1, SBOV2_34790.2	EWB00_002117
OG0003699	SBOV2_35240.1	EWB00_003423
OG0003700	SBOV2_45570.1, SBOV2_45570.2, SBOV2_45570.3, SBOV2_45570.4	EWB00_004032
OG0003701	SBOV2_80280.1	EWB00_009667.3, EWB00_009667.1, EWB00_009667.2
OG0003702	SBOV2_20820.1, SBOV2_20820.2	EWB00_003533
OG0003703	SBOV2_11990.2, SBOV2_11990.1	EWB00_008321.1, EWB00_008321.2, EWB00_008321.3
OG0003704	SBOV2_34180.1	EWB00_002913
OG0003705	SBOV2_33260.1	EWB00_007861.1, EWB00_007861.2, EWB00_007861.3, EWB00_007861.4
OG0003706	SBOV2_90270.1	EWB00_006725.2, EWB00_006725.3, EWB00_006725.1, EWB00_006725.4
OG0003707	SBOV2_4860.1, SBOV2_4850.1	EWB00_009563
OG0003708	SBOV2_61000.3, SBOV2_61000.1, SBOV2_61000.2	EWB00_011137.1, EWB00_011137.2
OG0003709	SBOV2_2200.2, SBOV2_2200.1	EWB00_007188.1, EWB00_007188.2
OG0003710	SBOV2_34110.1	EWB00_002909
OG0003711	SBOV2_66670.1, SBOV2_66670.2, SBOV2_66670.3	EWB00_005806.3, EWB00_005806.4, EWB00_005806.1, EWB00_005806.2
OG0003712	SBOV2_17250.1	EWB00_006554
OG0003713	SBOV2_86410.1	EWB00_009273.1, EWB00_009273.2, EWB00_009273.3, EWB00_009273.4, EWB00_009273.5, EWB00_009273.6
OG0003714	SBOV2_89210.1, SBOV2_89200.1	EWB00_001967
OG0003715	SBOV2_25160.1, SBOV2_25160.2	EWB00_000284
OG0003716	SBOV2_92130.1, SBOV2_92130.2	EWB00_000586, EWB00_000585, EWB00_000587, EWB00_008976, EWB00_008977
OG0003717	SBOV2_72130.1	EWB00_006610
OG0003718	SBOV2_76680.1, SBOV2_76680.2	EWB00_004550.1, EWB00_004550.2, EWB00_011024.1, EWB00_011024.2, EWB00_011024.3, EWB00_011025
OG0003719	SBOV2_49360.1, SBOV2_49360.2	EWB00_005358.3, EWB00_005358.1, EWB00_005358.2
OG0003720	SBOV2_59460.1	EWB00_006573
OG0003721	SBOV2_90980.1, SBOV2_90980.2	EWB00_008312
OG0003722	SBOV2_90930.1, SBOV2_90920.1	EWB00_009647, EWB00_009956
OG0003723	SBOV2_91770.1, SBOV2_91770.2, SBOV2_91770.3	EWB00_007414.1, EWB00_007414.2
OG0003724	SBOV2_19020.1, SBOV2_19020.2, SBOV2_19020.3, SBOV2_19020.4, SBOV2_19020.5, SBOV2_19020.6, SBOV2_19020.7	EWB00_010352
OG0003725	SBOV2_5620.2, SBOV2_5620.1	EWB00_006327.2, EWB00_006327.1
OG0003726	SBOV2_51230.1	EWB00_008109
OG0003727	SBOV2_38620.1	EWB00_000633.1, EWB00_000633.2
OG0003728	SBOV2_19570.1	EWB00_010342.1, EWB00_010342.3, EWB00_010342.4
OG0003730	SBOV2_49150.1, SBOV2_49150.3, SBOV2_49150.2, SBOV2_49150.4	EWB00_003610
OG0003731	SBOV2_81940.1, SBOV2_81940.2	EWB00_008961.1, EWB00_008961.3, EWB00_008961.2
OG0003732	SBOV2_80730.1	EWB00_000133.1, EWB00_000133.2, EWB00_000133.3, EWB00_000133.4
OG0003733	SBOV2_8190.1, SBOV2_8190.2	EWB00_007797.1, EWB00_007797.2
OG0003734	SBOV2_3740.1, SBOV2_3740.2, SBOV2_3740.3	EWB00_009076
OG0003735	SBOV2_5060.1, SBOV2_5060.2	EWB00_006333.1, EWB00_006333.4, EWB00_006333.5, EWB00_006333.2, EWB00_006333.3
OG0003736	SBOV2_68710.1, SBOV2_68710.3, SBOV2_68710.2, SBOV2_68710.4	EWB00_010074
OG0003737	SBOV2_1340.1, SBOV2_1340.2	EWB00_010248.1, EWB00_010248.2
OG0003738	SBOV2_43030.1	EWB00_001567
OG0003739	SBOV2_49110.1	EWB00_007591
OG0003740	SBOV2_40610.1	EWB00_005007.3, EWB00_005007.2, EWB00_005007.1
OG0003741	SBOV2_52170.1	EWB00_005392.1, EWB00_005392.2
OG0003742	SBOV2_58930.1	EWB00_000513
OG0003743	SBOV2_63450.1, SBOV2_63450.2, SBOV2_63450.3	EWB00_010440, EWB00_010441
OG0003744	SBOV2_36260.2, SBOV2_36260.1	EWB00_004619.3, EWB00_004619.1, EWB00_004619.2
OG0003745	SBOV2_36790.4, SBOV2_36790.5, SBOV2_36790.1, SBOV2_36790.2, SBOV2_36790.3	EWB00_010112
OG0003746	SBOV2_3610.1	EWB00_000871.1, EWB00_000871.2
OG0003747	SBOV2_24240.1, SBOV2_24240.2	EWB00_001123
OG0003748	SBOV2_3460.1	EWB00_001647
OG0003749	SBOV2_21130.1	EWB00_010787
OG0003750	SBOV2_78640.5, SBOV2_78640.6, SBOV2_78640.1, SBOV2_78640.2, SBOV2_78640.3, SBOV2_78640.4	EWB00_002265
OG0003751	SBOV2_84820.1	EWB00_004931.1, EWB00_004931.2, EWB00_004931.3, EWB00_004931.4, EWB00_004931.5
OG0003752	SBOV2_33270.1, SBOV2_33270.2	EWB00_007860
OG0003753	SBOV2_20990.3, SBOV2_20990.5, SBOV2_20990.4, SBOV2_20990.1, SBOV2_20990.2	EWB00_003508
OG0003754	SBOV2_79870.1	EWB00_006735
OG0003755	SBOV2_2360.1	EWB00_007204
OG0003756	SBOV2_89980.1	EWB00_001962.4, EWB00_001962.2, EWB00_001962.1, EWB00_001962.3, EWB00_001962.5
OG0003757	SBOV2_26400.2, SBOV2_26400.3, SBOV2_26400.1, SBOV2_26400.4, SBOV2_26400.5	EWB00_008546
OG0003758	SBOV2_34800.1, SBOV2_34800.2	EWB00_002116
OG0003759	SBOV2_68010.1	EWB00_009771
OG0003760	SBOV2_26180.1	EWB00_008394
OG0003762	SBOV2_87550.1	EWB00_003051.2, EWB00_003051.4, EWB00_003051.3, EWB00_003051.1
OG0003763	SBOV2_26500.1	EWB00_007661.1, EWB00_007661.2
OG0003764	SBOV2_28630.4, SBOV2_28630.3, SBOV2_28630.1, SBOV2_28630.2	EWB00_006199
OG0003765	SBOV2_11770.1, SBOV2_11770.2	EWB00_003452
OG0003766	SBOV2_46010.1	EWB00_002536
OG0003767	SBOV2_59680.1, SBOV2_59680.2, SBOV2_59680.3	EWB00_007964
OG0003768	SBOV2_1850.1	EWB00_003836
OG0003769	SBOV2_24580.1	EWB00_004212
OG0003770	SBOV2_69920.1	EWB00_009719.1, EWB00_009719.2
OG0003771	SBOV2_6620.1	EWB00_008526
OG0003772	SBOV2_47530.1, SBOV2_47530.2, SBOV2_47530.3	EWB00_010730
OG0003773	SBOV2_87440.1	EWB00_009865.3, EWB00_009865.1, EWB00_009865.2, EWB00_009865.4
OG0003774	SBOV2_71550.1, SBOV2_71550.2	EWB00_002713.1, EWB00_002713.2
OG0003775	SBOV2_70240.3, SBOV2_70240.1, SBOV2_70240.4, SBOV2_70240.5, SBOV2_70240.2	EWB00_009519.1, EWB00_009519.3, EWB00_009519.2, EWB00_009519.4, EWB00_009519.5
OG0003776	SBOV2_7720.1	EWB00_002092.1, EWB00_002092.2
OG0003778	SBOV2_91780.1	EWB00_007416
OG0003779	SBOV2_13350.1, SBOV2_13350.2, SBOV2_13350.3, SBOV2_13350.4	EWB00_004116.1, EWB00_004116.2
OG0003780	SBOV2_66240.1	EWB00_009799.1, EWB00_009799.3, EWB00_009799.2
OG0003781	SBOV2_41250.1	EWB00_003736.1, EWB00_003736.2, EWB00_003736.4, EWB00_003736.3
OG0003782	SBOV2_49640.1, SBOV2_49640.3, SBOV2_49640.2	EWB00_004431
