Orthogroup	schistosoma_bovis	schmidtea_mediterranea
OG0003011	SBOV2_37250.2, SBOV2_37250.1	h1SMcT0010357.1
OG0003012	SBOV2_61150.4, SBOV2_61150.1, SBOV2_61150.2, SBOV2_61150.3	h1SMcT0018119.1
OG0003014	SBOV2_83420.1, SBOV2_83430.1, SBOV2_83430.4, SBOV2_83430.2, SBOV2_83430.3	h1SMcT0005268.1
OG0003015	SBOV2_42630.1, SBOV2_42620.1	h1SMcT0019089.2, h1SMcT0019089.1, h1SMcT0019089.3
OG0003016	SBOV2_74680.2, SBOV2_74680.1	h1SMcT0006828.1, h1SMcT0006828.2, h1SMcT0006828.3, h1SMcT0006828.4
OG0003017	SBOV2_49650.1	h1SMcT0006801.1, h1SMcT0007267.1
OG0003018	SBOV2_93570.1	h1SMcT0016671.1, h1SMcT0016671.2
OG0003019	SBOV2_73710.1, SBOV2_73710.2	h1SMcT0004932.4, h1SMcT0004932.3, h1SMcT0004932.2, h1SMcT0004932.1
OG0003021	SBOV2_83460.1	h1SMcT0002696.1, h1SMcT0002696.2
OG0003023	SBOV2_83370.2, SBOV2_83370.1	h1SMcT0005078.1, h1SMcT0005078.2
OG0003024	SBOV2_76860.1, SBOV2_76860.2, SBOV2_76860.3	h1SMcT0020338.1
OG0003028	SBOV2_9830.2, SBOV2_9830.1	h1SMcT0020044.1
OG0003029	SBOV2_81130.1	h1SMcT0015062.1
OG0003030	SBOV2_19000.1, SBOV2_19000.2	h1SMcT0001941.1, h1SMcT0001941.2
OG0003031	SBOV2_64060.1	h1SMcT0014296.1, h1SMcT0014296.2
OG0003032	SBOV2_58480.1	h1SMcT0005960.1, h1SMcT0005892.1, h1SMcT0005892.2
OG0003033	SBOV2_46210.5, SBOV2_46210.1, SBOV2_46210.2, SBOV2_46210.3, SBOV2_46210.4	h1SMcT0011480.1, h1SMcT0011480.3, h1SMcT0011480.2
OG0003034	SBOV2_81560.1, SBOV2_81560.2	h1SMcT0011192.1
OG0003036	SBOV2_83560.1, SBOV2_83580.1, SBOV2_83600.1, SBOV2_83610.1, SBOV2_83570.1, SBOV2_83610.2	h1SMcT0012716.1
OG0003037	SBOV2_78580.2, SBOV2_78580.1	h1SMcT0006277.1, h1SMcT0006277.2
OG0003038	SBOV2_53400.1, SBOV2_53400.2, SBOV2_53400.3	h1SMcT0020116.1
OG0003039	SBOV2_45370.1	h1SMcT0011776.1, h1SMcT0011776.2
OG0003041	SBOV2_34740.1	h1SMcT0021330.1
OG0003042	SBOV2_26990.1	h1SMcT0014097.2, h1SMcT0014097.3, h1SMcT0014097.1, h1SMcT0014097.4
OG0003043	SBOV2_47230.1	h1SMcT0001787.1
OG0003044	SBOV2_7660.1	h1SMcT0017159.2, h1SMcT0017159.4, h1SMcT0017159.1, h1SMcT0017159.3
OG0003045	SBOV2_53910.1	h1SMcT0002072.1, h1SMcT0002072.2, h1SMcT0002072.3, h1SMcT0002072.4
OG0003046	SBOV2_53900.1	h1SMcT0000855.1
OG0003047	SBOV2_12680.1	h1SMcT0007558.1, h1SMcT0007558.2
OG0003048	SBOV2_45020.1	h1SMcT0011197.1, h1SMcT0011197.2
OG0003049	SBOV2_45010.2, SBOV2_45010.1	h1SMcT0020453.1, h1SMcT0016153.1, h1SMcT0016153.2
OG0003050	SBOV2_77630.3, SBOV2_77630.1, SBOV2_77630.2	h1SMcT0005152.5, h1SMcT0005152.3, h1SMcT0005152.1, h1SMcT0005152.4, h1SMcT0005152.2
OG0003051	SBOV2_23890.1	h1SMcT0007990.2, h1SMcT0007990.5, h1SMcT0007990.3, h1SMcT0007990.1, h1SMcT0007990.4, h1SMcT0007990.7, h1SMcT0007990.6
OG0003052	SBOV2_64420.1, SBOV2_64420.2, SBOV2_64420.3, SBOV2_64420.4	h1SMcT0016002.1, h1SMcT0016002.2, h1SMcT0016002.3
OG0003053	SBOV2_41030.2, SBOV2_41030.1, SBOV2_41030.3	h1SMcT0016931.1, h1SMcT0016931.2, h1SMcT0016931.3
OG0003054	SBOV2_8670.1	h1SMcT0018675.1, h1SMcT0004016.1, h1SMcT0004016.2, h1SMcT0004016.4, h1SMcT0004016.3, h1SMcT0006537.1, h1SMcT0020138.1
OG0003055	SBOV2_55700.1, SBOV2_55700.2, SBOV2_55700.3, SBOV2_55700.4	h1SMcT0019134.1
OG0003056	SBOV2_8560.1, SBOV2_8560.2	h1SMcT0003979.1
OG0003058	SBOV2_91020.1, SBOV2_91020.2, SBOV2_91020.3	h1SMcT0003333.1, h1SMcT0003333.2
OG0003059	SBOV2_31680.1	h1SMcT0008347.1, h1SMcT0008347.4, h1SMcT0008347.3, h1SMcT0008347.2
OG0003060	SBOV2_53590.1, SBOV2_53580.1	h1SMcT0011744.1, h1SMcT0011744.2, h1SMcT0011744.5, h1SMcT0011744.6, h1SMcT0011744.3, h1SMcT0011744.4
OG0003062	SBOV2_88360.1, SBOV2_88360.2	h1SMcT0013915.1
OG0003063	SBOV2_17230.1, SBOV2_17230.3, SBOV2_17230.2	h1SMcT0012821.1, h1SMcT0012821.2, h1SMcT0012805.1, h1SMcT0012806.1
OG0003064	SBOV2_7640.1	h1SMcT0008163.1
OG0003065	SBOV2_21230.1	h1SMcT0000333.1
OG0003066	SBOV2_93050.2, SBOV2_93050.1	h1SMcT0011449.1, h1SMcT0011449.2
OG0003067	SBOV2_24340.3, SBOV2_24340.4, SBOV2_24340.1, SBOV2_24340.2	h1SMcT0005008.1
OG0003068	SBOV2_75830.1	h1SMcT0022311.1, h1SMcT0022311.3, h1SMcT0022311.2
OG0003070	SBOV2_32440.1	h1SMcT0003629.1, h1SMcT0003629.2
OG0003072	SBOV2_78560.1	h1SMcT0001100.1, h1SMcT0001100.2, h1SMcT0001100.4, h1SMcT0001100.3, h1SMcT0019338.1, h1SMcT0019338.2, h1SMcT0004692.1, h1SMcT0004692.4, h1SMcT0004692.2, h1SMcT0004692.3
OG0003073	SBOV2_63520.1	h1SMcT0011150.1, h1SMcT0015836.1, h1SMcT0015836.2, h1SMcT0015836.4, h1SMcT0015836.3, h1SMcT0015837.1, h1SMcT0015837.3, h1SMcT0015837.2, h1SMcT0015841.2, h1SMcT0015841.1, h1SMcT0015841.3, h1SMcT0015841.4, h1SMcT0012715.3, h1SMcT0012715.2, h1SMcT0012715.1, h1SMcT0001252.1
OG0003074	SBOV2_58310.1	h1SMcT0004065.1
OG0003076	SBOV2_56970.1	h1SMcT0015937.1, h1SMcT0015937.7, h1SMcT0015937.6, h1SMcT0015937.2, h1SMcT0015937.3, h1SMcT0015937.4, h1SMcT0015937.5
OG0003080	SBOV2_10760.1	h1SMcT0008762.1, h1SMcT0008762.2, h1SMcT0008762.5, h1SMcT0008762.3, h1SMcT0008762.4
OG0003081	SBOV2_14430.2, SBOV2_14430.5, SBOV2_14430.4, SBOV2_14430.1, SBOV2_14430.3	h1SMcT0017491.1
OG0003082	SBOV2_49430.1, SBOV2_49430.4, SBOV2_49430.3, SBOV2_49430.2	h1SMcT0016152.1
OG0003083	SBOV2_78320.1, SBOV2_78320.2	h1SMcT0003189.1, h1SMcT0003189.2
OG0003086	SBOV2_65510.1	h1SMcT0007745.1, h1SMcT0007745.2
OG0003087	SBOV2_94940.1	h1SMcT0013897.1, h1SMcT0013897.2, h1SMcT0006048.1, h1SMcT0011537.3, h1SMcT0011537.2, h1SMcT0011537.1, h1SMcT0004969.1, h1SMcT0004969.2, h1SMcT0004969.3, h1SMcT0014223.1
OG0003089	SBOV2_18090.2, SBOV2_18090.1	h1SMcT0013279.2, h1SMcT0013279.1, h1SMcT0013268.1, h1SMcT0013268.2, h1SMcT0013281.1
OG0003099	SBOV2_42290.1, SBOV2_42290.2, SBOV2_42290.4, SBOV2_42290.3	h1SMcT0010063.1
OG0003107	SBOV2_55510.1	h1SMcT0015377.1
OG0003108	SBOV2_41200.1, SBOV2_41200.2, SBOV2_41200.3, SBOV2_41200.4	h1SMcT0015502.1
OG0003109	SBOV2_14890.3, SBOV2_14890.1, SBOV2_14890.2	h1SMcT0008651.1
OG0003110	SBOV2_13880.1	h1SMcT0012449.1, h1SMcT0012449.2
OG0003111	SBOV2_71040.2, SBOV2_71040.1, SBOV2_71040.3	h1SMcT0011575.1
OG0003112	SBOV2_67360.1	h1SMcT0009040.1, h1SMcT0018311.1, h1SMcT0018311.2, h1SMcT0018311.3
OG0003114	SBOV2_86260.2, SBOV2_86260.3, SBOV2_86260.1	h1SMcT0005694.2, h1SMcT0005694.4, h1SMcT0005694.3, h1SMcT0005694.1, h1SMcT0005694.5, h1SMcT0005694.6
OG0003115	SBOV2_72960.1, SBOV2_72960.2	h1SMcT0000128.5, h1SMcT0000128.2, h1SMcT0000128.3, h1SMcT0000128.1, h1SMcT0000128.4
OG0003116	SBOV2_87410.1, SBOV2_87410.2, SBOV2_87410.3, SBOV2_87410.4, SBOV2_87410.5, SBOV2_87410.6	h1SMcT0014809.1
OG0003118	SBOV2_27140.1	h1SMcT0010890.1, h1SMcT0010890.2
OG0003121	SBOV2_1620.1	h1SMcT0012547.1, h1SMcT0012547.2
OG0003124	SBOV2_89760.1	h1SMcT0007756.1, h1SMcT0007756.2
OG0003125	SBOV2_73530.3, SBOV2_73530.4, SBOV2_73530.5, SBOV2_73530.1, SBOV2_73530.2	h1SMcT0016907.1, h1SMcT0016907.2
OG0003127	SBOV2_85480.1, SBOV2_85480.3, SBOV2_85480.2	h1SMcT0015110.1, h1SMcT0019913.1
OG0003128	SBOV2_81480.1, SBOV2_81480.2	h1SMcT0018724.1
OG0003129	SBOV2_2940.1	h1SMcT0002450.1, h1SMcT0002450.2
OG0003131	SBOV2_71650.1	h1SMcT0000664.1
OG0003133	SBOV2_58820.1, SBOV2_58820.2, SBOV2_58820.3	h1SMcT0020070.1, h1SMcT0020070.2
OG0003135	SBOV2_31350.1, SBOV2_31350.2, SBOV2_31350.3	h1SMcT0016694.1, h1SMcT0016694.2, h1SMcT0016694.3
OG0003136	SBOV2_9950.1, SBOV2_9950.2	h1SMcT0004061.1, h1SMcT0004061.2
OG0003137	SBOV2_80690.1, SBOV2_80690.2	h1SMcT0019913.6, h1SMcT0019913.5, h1SMcT0019913.2, h1SMcT0019913.3, h1SMcT0019913.4
OG0003138	SBOV2_87710.2, SBOV2_87710.1	h1SMcT0011089.1
OG0003140	SBOV2_36590.1	h1SMcT0003323.2, h1SMcT0004572.1, h1SMcT0006058.1
OG0003141	SBOV2_61180.1, SBOV2_61180.2, SBOV2_61180.3, SBOV2_61180.4, SBOV2_61180.5	h1SMcT0007365.1, h1SMcT0007366.1
OG0003142	SBOV2_75620.1	h1SMcT0018040.1
OG0003145	SBOV2_19340.1, SBOV2_19340.3, SBOV2_19340.2	h1SMcT0010125.1, h1SMcT0010125.2, h1SMcT0010125.3
OG0003146	SBOV2_64380.1	h1SMcT0018833.1, h1SMcT0018833.2, h1SMcT0000047.1, h1SMcT0000047.2
OG0003147	SBOV2_48610.1	h1SMcT0013401.2, h1SMcT0013401.1, h1SMcT0013401.3, h1SMcT0005526.1, h1SMcT0005526.2, h1SMcT0005526.3
OG0003148	SBOV2_91990.1	h1SMcT0016375.1, h1SMcT0006773.1, h1SMcT0006773.2, h1SMcT0006774.1, h1SMcT0007556.1, h1SMcT0007556.2, h1SMcT0007556.3, h1SMcT0007556.4, h1SMcT0007556.5, h1SMcT0007556.6, h1SMcT0007556.7, h1SMcT0002187.1, h1SMcT0013644.1
OG0003149	SBOV2_55460.1	h1SMcT0022070.1
OG0003150	SBOV2_77890.1, SBOV2_77890.2	h1SMcT0005154.1
OG0003151	SBOV2_49310.1	h1SMcT0009477.1, h1SMcT0009477.2
OG0003152	SBOV2_30470.1	h1SMcT0002448.1
OG0003155	SBOV2_70410.1	h1SMcT0018245.1, h1SMcT0018245.2
OG0003157	SBOV2_53150.1, SBOV2_53150.2, SBOV2_53150.3, SBOV2_53150.4	h1SMcT0015519.1
OG0003158	SBOV2_88960.1, SBOV2_88960.3, SBOV2_88960.2	h1SMcT0022543.1
OG0003159	SBOV2_55150.1	h1SMcT0000896.1
OG0003160	SBOV2_20110.1	h1SMcT0017909.1, h1SMcT0017909.2
OG0003162	SBOV2_9390.2, SBOV2_9390.1, SBOV2_9400.1, SBOV2_9400.2	h1SMcT0021131.1, h1SMcT0021131.2
OG0003163	SBOV2_1600.1, SBOV2_1600.2	h1SMcT0021672.1, h1SMcT0021672.2
OG0003164	SBOV2_34310.1	h1SMcT0022123.1, h1SMcT0022123.2, h1SMcT0022123.3, h1SMcT0022123.4, h1SMcT0022123.5
OG0003165	SBOV2_76660.1	h1SMcT0018697.1
OG0003167	SBOV2_92630.1	h1SMcT0019950.1, h1SMcT0019950.2, h1SMcT0019950.3
OG0003168	SBOV2_63160.1	h1SMcT0014216.1
OG0003169	SBOV2_15460.2, SBOV2_15460.4, SBOV2_15460.1, SBOV2_15460.3, SBOV2_15460.5	h1SMcT0013822.1, h1SMcT0013822.2
OG0003170	SBOV2_17560.1, SBOV2_17560.2	h1SMcT0020859.1
OG0003171	SBOV2_72360.1, SBOV2_72360.2	h1SMcT0003722.1, h1SMcT0003722.2
OG0003172	SBOV2_21580.1, SBOV2_21580.2	h1SMcT0008462.1, h1SMcT0008462.2, h1SMcT0008462.3, h1SMcT0008462.4, h1SMcT0010776.1, h1SMcT0010776.2
OG0003174	SBOV2_74300.1	h1SMcT0007581.1, h1SMcT0007581.2, h1SMcT0007581.3
OG0003175	SBOV2_92820.1, SBOV2_92820.2, SBOV2_92820.3	h1SMcT0015496.1, h1SMcT0015496.2
OG0003176	SBOV2_69490.1, SBOV2_69490.2, SBOV2_69490.3	h1SMcT0021985.1
OG0003178	SBOV2_34230.1	h1SMcT0022104.1
OG0003179	SBOV2_74420.1	h1SMcT0004843.1, h1SMcT0004843.2
OG0003180	SBOV2_4330.1	h1SMcT0007124.6, h1SMcT0007124.7
OG0003181	SBOV2_31000.1	h1SMcT0011279.1
OG0003182	SBOV2_36390.1, SBOV2_36390.2	h1SMcT0000868.1
OG0003184	SBOV2_39180.1	h1SMcT0000641.1, h1SMcT0000641.2, h1SMcT0014905.1
OG0003185	SBOV2_71150.4, SBOV2_71150.5, SBOV2_71150.6, SBOV2_71150.3, SBOV2_71150.1, SBOV2_71150.2	h1SMcT0016184.1, h1SMcT0016184.3, h1SMcT0016184.2
OG0003187	SBOV2_73050.1	h1SMcT0008113.1
OG0003188	SBOV2_81180.4, SBOV2_81180.5, SBOV2_81180.1, SBOV2_81180.6, SBOV2_81180.7, SBOV2_81180.8, SBOV2_81180.2, SBOV2_81180.3	h1SMcT0017318.1
OG0003189	SBOV2_56420.1	h1SMcT0020507.5, h1SMcT0020507.3, h1SMcT0020507.4
OG0003191	SBOV2_46720.2, SBOV2_46720.1	h1SMcT0019331.1, h1SMcT0019331.2
OG0003192	SBOV2_65970.1, SBOV2_65970.2	h1SMcT0012195.3, h1SMcT0012195.4, h1SMcT0012195.6, h1SMcT0012195.7, h1SMcT0012195.8, h1SMcT0012195.1, h1SMcT0012195.2, h1SMcT0012195.9, h1SMcT0012195.5
OG0003193	SBOV2_30420.2, SBOV2_30420.1	h1SMcT0008180.1, h1SMcT0008180.2, h1SMcT0008180.3, h1SMcT0021063.1, h1SMcT0021085.1, h1SMcT0021085.2, h1SMcT0021085.3, h1SMcT0021397.1, h1SMcT0021397.2, h1SMcT0006457.1, h1SMcT0006457.2
OG0003194	SBOV2_69110.1	h1SMcT0005218.1
OG0003195	SBOV2_17590.1	h1SMcT0008802.1, h1SMcT0008802.2
OG0003196	SBOV2_61670.2, SBOV2_61670.1	h1SMcT0016546.1, h1SMcT0016546.2, h1SMcT0002390.1, h1SMcT0002390.2, h1SMcT0002390.3
OG0003197	SBOV2_94020.1	h1SMcT0008434.1, h1SMcT0008434.2
OG0003199	SBOV2_92480.1	h1SMcT0012625.2, h1SMcT0012625.1, h1SMcT0012625.3
OG0003201	SBOV2_14200.1, SBOV2_14200.2, SBOV2_14200.3	h1SMcT0013974.1
OG0003202	SBOV2_17990.1, SBOV2_17990.2, SBOV2_17990.3, SBOV2_17990.4	h1SMcT0016880.1
OG0003203	SBOV2_90700.1	h1SMcT0000481.1
OG0003205	SBOV2_31060.1, SBOV2_31060.2, SBOV2_31060.3, SBOV2_31060.4	h1SMcT0007886.1
OG0003206	SBOV2_17020.2, SBOV2_17020.3, SBOV2_17020.1, SBOV2_17000.1	h1SMcT0003099.1
OG0003207	SBOV2_7090.1, SBOV2_7090.2, SBOV2_7090.3, SBOV2_7090.4, SBOV2_7090.5	h1SMcT0003114.1, h1SMcT0003114.2
OG0003208	SBOV2_67550.1	h1SMcT0007447.1, h1SMcT0022769.1
OG0003209	SBOV2_77970.1, SBOV2_77970.4, SBOV2_77970.2, SBOV2_77970.3	h1SMcT0015578.1, h1SMcT0015578.2
OG0003210	SBOV2_12640.1, SBOV2_12640.2	h1SMcT0010700.1, h1SMcT0010700.2
OG0003211	SBOV2_74170.1	h1SMcT0010088.1, h1SMcT0010088.2, h1SMcT0010092.4, h1SMcT0010092.1, h1SMcT0010092.3, h1SMcT0010091.1, h1SMcT0010091.3, h1SMcT0010091.2
OG0003212	SBOV2_5870.2, SBOV2_5870.1	h1SMcT0008560.1, h1SMcT0008560.2, h1SMcT0008560.3
OG0003213	SBOV2_34390.1	h1SMcT0018521.1, h1SMcT0018521.2, h1SMcT0018521.3
OG0003214	SBOV2_11600.1	h1SMcT0016576.1, h1SMcT0016576.2
OG0003215	SBOV2_8790.1, SBOV2_8780.1	h1SMcT0017814.1, h1SMcT0017814.2
OG0003217	SBOV2_60440.1, SBOV2_60440.2	h1SMcT0009783.1
OG0003218	SBOV2_57510.3, SBOV2_57510.2, SBOV2_57510.1	h1SMcT0018270.1
OG0003221	SBOV2_28160.2, SBOV2_28160.1, SBOV2_28160.3, SBOV2_28160.4	h1SMcT0019212.1, h1SMcT0019212.2
OG0003222	SBOV2_19060.5, SBOV2_19060.2, SBOV2_19060.3, SBOV2_19060.4, SBOV2_19060.1	h1SMcT0013691.1
OG0003223	SBOV2_89380.1	h1SMcT0015106.1, h1SMcT0001134.1
OG0003224	SBOV2_29450.2, SBOV2_29450.1	h1SMcT0015164.1, h1SMcT0001803.1, h1SMcT0001803.2
OG0003225	SBOV2_87490.1	h1SMcT0011080.2, h1SMcT0011080.3, h1SMcT0011080.1, h1SMcT0011080.4
OG0003226	SBOV2_96220.1, SBOV2_96220.2, SBOV2_96230.1, SBOV2_13860.1	h1SMcT0021847.1, h1SMcT0022103.1
OG0003227	SBOV2_61190.4, SBOV2_61190.8, SBOV2_61190.1, SBOV2_61190.2, SBOV2_61190.3, SBOV2_61190.6, SBOV2_61190.7, SBOV2_61190.5	h1SMcT0001291.1, h1SMcT0001291.2
OG0003229	SBOV2_75250.1	h1SMcT0002408.1
OG0003230	SBOV2_46320.1, SBOV2_46320.2	h1SMcT0003929.1, h1SMcT0003929.2
OG0003231	SBOV2_17310.1, SBOV2_17310.5, SBOV2_17310.4, SBOV2_17310.6, SBOV2_17310.2, SBOV2_17310.3	h1SMcT0002079.1
OG0003232	SBOV2_10670.2, SBOV2_10670.1	h1SMcT0008345.1, h1SMcT0008345.2, h1SMcT0008345.3, h1SMcT0008345.5, h1SMcT0008345.4
OG0003233	SBOV2_21450.1	h1SMcT0020211.1, h1SMcT0020211.2
OG0003234	SBOV2_60090.1, SBOV2_60090.3, SBOV2_60090.2	h1SMcT0018532.1, h1SMcT0018532.2, h1SMcT0018532.3
OG0003235	SBOV2_83550.2, SBOV2_83550.3, SBOV2_83550.1	h1SMcT0008953.1
OG0003236	SBOV2_56800.1	h1SMcT0019053.1
OG0003238	SBOV2_65070.1, SBOV2_65070.2, SBOV2_65070.3	h1SMcT0005250.1, h1SMcT0005250.3, h1SMcT0005250.2, h1SMcT0016407.1
OG0003239	SBOV2_79860.1, SBOV2_79860.2	h1SMcT0019186.1
OG0003240	SBOV2_7330.1	h1SMcT0005478.1, h1SMcT0005478.2
OG0003241	SBOV2_30160.1, SBOV2_30160.2	h1SMcT0015281.1, h1SMcT0015339.1
OG0003242	SBOV2_52600.1, SBOV2_52600.2	h1SMcT0017993.1
OG0003243	SBOV2_8540.1, SBOV2_8540.2	h1SMcT0010200.5, h1SMcT0010200.7
OG0003244	SBOV2_52180.1	h1SMcT0000145.1, h1SMcT0000145.2
OG0003245	SBOV2_51640.1, SBOV2_51640.2, SBOV2_51640.3	h1SMcT0001501.1
OG0003246	SBOV2_8590.1, SBOV2_8590.2	h1SMcT0000782.1, h1SMcT0000782.2
OG0003247	SBOV2_19970.2, SBOV2_19970.5, SBOV2_19970.1, SBOV2_19970.3, SBOV2_19970.4	h1SMcT0013015.2
OG0003248	SBOV2_82380.1	h1SMcT0006664.1
OG0003249	SBOV2_63470.2, SBOV2_63470.1	h1SMcT0017197.1, h1SMcT0014117.2, h1SMcT0014117.1, h1SMcT0014117.3
OG0003250	SBOV2_69800.1, SBOV2_69800.2	h1SMcT0001584.1, h1SMcT0001584.2, h1SMcT0001584.3, h1SMcT0011848.1, h1SMcT0011848.2, h1SMcT0019750.1, h1SMcT0019750.2, h1SMcT0019750.3, h1SMcT0019750.4, h1SMcT0019750.5, h1SMcT0019750.7, h1SMcT0019750.6
OG0003251	SBOV2_85640.1, SBOV2_85640.2	h1SMcT0015003.1
OG0003252	SBOV2_41490.1	h1SMcT0010253.1, h1SMcT0010253.2
OG0003253	SBOV2_86220.1	h1SMcT0011852.1, h1SMcT0011852.3, h1SMcT0011852.2
OG0003254	SBOV2_63790.1	h1SMcT0013451.1
OG0003256	SBOV2_83030.1	h1SMcT0016315.1
OG0003257	SBOV2_12510.1	h1SMcT0022346.1
OG0003258	SBOV2_42610.3, SBOV2_42610.1, SBOV2_42610.2	h1SMcT0012177.1
OG0003259	SBOV2_23270.1, SBOV2_23270.2	h1SMcT0001977.1, h1SMcT0011181.1, h1SMcT0019326.1
OG0003260	SBOV2_83310.1, SBOV2_83310.2	h1SMcT0003254.1
OG0003261	SBOV2_33040.1, SBOV2_33050.1	h1SMcT0016359.1, h1SMcT0016359.3, h1SMcT0016359.2
OG0003262	SBOV2_57490.1, SBOV2_96820.1, SBOV2_57740.1	h1SMcT0005125.2
OG0003263	SBOV2_4990.1	h1SMcT0018045.1, h1SMcT0018045.2, h1SMcT0011264.1, h1SMcT0014569.1
OG0003265	SBOV2_25890.3, SBOV2_25890.2, SBOV2_25890.1	h1SMcT0005806.1
OG0003266	SBOV2_70590.1	h1SMcT0014086.1, h1SMcT0014086.2, h1SMcT0014086.3
OG0003267	SBOV2_19640.1, SBOV2_19640.2, SBOV2_19640.3	h1SMcT0013687.3, h1SMcT0013687.1, h1SMcT0013687.2
OG0003268	SBOV2_42710.1	h1SMcT0006917.1, h1SMcT0006934.1, h1SMcT0012630.1, h1SMcT0012630.2
OG0003269	SBOV2_75490.1, SBOV2_75490.2	h1SMcT0012108.1
OG0003270	SBOV2_62170.1	h1SMcT0009342.1, h1SMcT0009342.2
OG0003271	SBOV2_11220.1, SBOV2_11220.2, SBOV2_11220.3, SBOV2_11220.4	h1SMcT0006883.1
OG0003272	SBOV2_31180.1, SBOV2_31170.1	h1SMcT0014492.1, h1SMcT0019169.1
OG0003273	SBOV2_33850.2, SBOV2_33850.3, SBOV2_33850.1, SBOV2_33850.4	h1SMcT0013812.1, h1SMcT0013812.2
OG0003274	SBOV2_18330.1	h1SMcT0016378.2, h1SMcT0016378.3
OG0003277	SBOV2_34100.3, SBOV2_34100.1, SBOV2_34100.2	h1SMcT0011790.1, h1SMcT0011790.2
OG0003278	SBOV2_49950.1, SBOV2_49950.3, SBOV2_49950.2	h1SMcT0019765.1, h1SMcT0019765.2
OG0003279	SBOV2_1840.1	h1SMcT0012597.3, h1SMcT0012597.1, h1SMcT0012597.2, h1SMcT0012597.4
OG0003280	SBOV2_77020.1	h1SMcT0010480.1, h1SMcT0010480.3, h1SMcT0010480.2
OG0003281	SBOV2_93420.1	h1SMcT0010782.1, h1SMcT0010782.2
OG0003282	SBOV2_52740.1, SBOV2_52740.2, SBOV2_52740.3, SBOV2_52740.4	h1SMcT0017047.1, h1SMcT0017047.2
OG0003283	SBOV2_93660.1, SBOV2_93660.2, SBOV2_93660.4, SBOV2_93660.3	h1SMcT0010085.1
OG0003284	SBOV2_60030.1	h1SMcT0015365.1, h1SMcT0022704.1, h1SMcT0006889.1, h1SMcT0006889.2
OG0003287	SBOV2_9240.1	h1SMcT0011258.1, h1SMcT0011258.2
OG0003288	SBOV2_67990.1	h1SMcT0022057.1, h1SMcT0022080.1
OG0003290	SBOV2_10130.2, SBOV2_10130.1, SBOV2_10130.4, SBOV2_10130.3	h1SMcT0010992.3
OG0003291	SBOV2_16780.1, SBOV2_16780.2, SBOV2_16780.3	h1SMcT0010790.1, h1SMcT0006378.1, h1SMcT0006378.2
OG0003292	SBOV2_84410.1	h1SMcT0001663.1, h1SMcT0001663.2
OG0003293	SBOV2_40370.1, SBOV2_40370.2	h1SMcT0022017.1
OG0003294	SBOV2_34080.1	h1SMcT0011866.1, h1SMcT0011866.2
OG0003295	SBOV2_25440.1, SBOV2_25460.1, SBOV2_25460.2, SBOV2_25460.3, SBOV2_25460.4, SBOV2_25460.5	h1SMcT0020366.1, h1SMcT0022759.1, h1SMcT0020367.1
OG0003297	SBOV2_17180.1, SBOV2_17180.2, SBOV2_17180.3	h1SMcT0004473.1, h1SMcT0004473.2, h1SMcT0001356.4, h1SMcT0001356.5, h1SMcT0001356.2, h1SMcT0001356.3, h1SMcT0001356.1, h1SMcT0001643.2, h1SMcT0001643.4, h1SMcT0001643.3, h1SMcT0001643.1
OG0003298	SBOV2_45500.1, SBOV2_45520.1	h1SMcT0004920.1
OG0003299	SBOV2_76180.1, SBOV2_76180.2	h1SMcT0017988.1, h1SMcT0017988.2, h1SMcT0006688.2, h1SMcT0006688.1, h1SMcT0006688.3
OG0003300	SBOV2_13210.3, SBOV2_13210.1, SBOV2_13210.4, SBOV2_13210.2	h1SMcT0015751.1, h1SMcT0015751.2
OG0003301	SBOV2_43110.1	h1SMcT0017505.1, h1SMcT0017505.2
OG0003302	SBOV2_7230.1	h1SMcT0009963.1, h1SMcT0008886.1, h1SMcT0018471.3, h1SMcT0018471.1, h1SMcT0018471.2
OG0003303	SBOV2_51260.1, SBOV2_51260.2, SBOV2_51260.3	h1SMcT0013979.1, h1SMcT0013979.2
OG0003304	SBOV2_6990.2, SBOV2_6990.3, SBOV2_6990.4, SBOV2_6990.1	h1SMcT0005434.1, h1SMcT0005434.2
OG0003306	SBOV2_55590.1, SBOV2_55590.3, SBOV2_55590.2	h1SMcT0008355.1, h1SMcT0008355.2, h1SMcT0003942.1, h1SMcT0003942.2, h1SMcT0003942.3
OG0003309	SBOV2_950.1, SBOV2_950.2, SBOV2_950.3, SBOV2_950.4, SBOV2_950.5	h1SMcT0005104.2, h1SMcT0005104.1, h1SMcT0005104.3
OG0003310	SBOV2_47690.1	h1SMcT0004377.1, h1SMcT0004377.2, h1SMcT0004377.3, h1SMcT0004327.1, h1SMcT0004327.2
OG0003313	SBOV2_50950.1	h1SMcT0007064.1, h1SMcT0007064.2
OG0003314	SBOV2_40190.1, SBOV2_40190.2	h1SMcT0017378.1
OG0003315	SBOV2_35440.1, SBOV2_35440.2	h1SMcT0003904.1, h1SMcT0016888.1, h1SMcT0016888.2, h1SMcT0016888.3, h1SMcT0016888.4, h1SMcT0016888.5
OG0003326	SBOV2_66370.1, SBOV2_66370.2, SBOV2_66370.3, SBOV2_66370.5, SBOV2_66370.4	h1SMcT0012067.1
OG0003327	SBOV2_75960.1	h1SMcT0011738.1, h1SMcT0011738.2
OG0003328	SBOV2_73520.1, SBOV2_73520.2	h1SMcT0006635.1
