Orthogroup	fasciola_hepatica	schistosoma_mattheei
OG0003836	FhHiC23_g5703.t1, FhHiC23_g5703.t2	SMTH1_33170.1
OG0003837	FhHiC23_g5416.t1, FhHiC23_g6190.t1, FhHiC23_g6189.t1	SMTH1_44850.1
OG0003838	FhHiC23_g12145.t3, FhHiC23_g12145.t1, FhHiC23_g12145.t2	SMTH1_15640.1
OG0003839	FhHiC23_g13451.t1, FhHiC23_g13451.t2	SMTH1_13290.1, SMTH1_13280.1, SMTH1_13280.2
OG0003840	FhHiC23_g4836.t1, FhHiC23_g4845.t1	SMTH1_46280.1, SMTH1_46320.1
OG0003841	FhHiC23_g14697.t1	SMTH1_42360.1, SMTH1_42360.2
OG0003842	FhHiC23_g5336.t1, FhHiC23_g15541.t2, FhHiC23_g15541.t1	SMTH1_33510.2, SMTH1_33510.1
OG0003843	FhHiC23_g13166.t1	SMTH1_9370.1
OG0003844	FhHiC23_g6166.t1	SMTH1_36610.1, SMTH1_36620.1
OG0003845	FhHiC23_g16557.t1	SMTH1_102110.1
OG0003846	FhHiC23_g12895.t1	SMTH1_5290.1, SMTH1_5290.2
OG0003847	FhHiC23_g7562.t3, FhHiC23_g7562.t1, FhHiC23_g7562.t2	SMTH1_68540.1
OG0003848	FhHiC23_g4049.t1	SMTH1_94940.1, SMTH1_94940.2, SMTH1_94940.3
OG0003849	FhHiC23_g15163.t2, FhHiC23_g15163.t1	SMTH1_21800.1
OG0003850	FhHiC23_g5890.t1	SMTH1_32690.1
OG0003851	FhHiC23_g7570.t1, FhHiC23_g7570.t2	SMTH1_69910.1
OG0003852	FhHiC23_g9824.t1	SMTH1_103700.1, SMTH1_103710.1, SMTH1_103710.2
OG0003853	FhHiC23_g10036.t2, FhHiC23_g9043.t1	SMTH1_106710.2, SMTH1_106710.1, SMTH1_106710.3
OG0003854	FhHiC23_g8548.t1	SMTH1_74010.1
OG0003855	FhHiC23_g14330.t1	SMTH1_48590.1
OG0003856	FhHiC23_g3543.t1	SMTH1_94530.1
OG0003857	FhHiC23_g6439.t1, FhHiC23_g6439.t3, FhHiC23_g6439.t2	SMTH1_42770.1
OG0003858	FhHiC23_g5810.t1	SMTH1_36040.1, SMTH1_36040.2, SMTH1_36040.3
OG0003859	FhHiC23_g8045.t1	SMTH1_70340.1, SMTH1_70340.2, SMTH1_70340.3
OG0003860	FhHiC23_g6228.t1	SMTH1_43400.3, SMTH1_43400.2, SMTH1_43400.4, SMTH1_43400.1
OG0003861	FhHiC23_g5691.t2, FhHiC23_g5691.t1	SMTH1_41680.1
OG0003862	FhHiC23_g6280.t1	SMTH1_31930.1
OG0003863	FhHiC23_g9711.t1, FhHiC23_g9711.t2	SMTH1_25220.1, SMTH1_25220.2
OG0003864	FhHiC23_g3441.t1, FhHiC23_g3435.t1, FhHiC23_g3432.t1, FhHiC23_g3447.t1, FhHiC23_g3438.t1	SMTH1_84520.6, SMTH1_84520.1, SMTH1_84520.2, SMTH1_84520.3, SMTH1_84520.4, SMTH1_84520.5
OG0003865	FhHiC23_g9446.t1	SMTH1_103860.1
OG0003866	FhHiC23_g5717.t1	SMTH1_45030.1, SMTH1_45030.2
OG0003867	FhHiC23_g305.t1	SMTH1_52820.2, SMTH1_52820.1
OG0003868	FhHiC23_g8535.t1	SMTH1_67860.1
OG0003869	FhHiC23_g14053.t1	SMTH1_46470.1
OG0003870	FhHiC23_g9845.t1	SMTH1_103610.1
OG0003871	FhHiC23_g6462.t1	SMTH1_33900.1
OG0003872	FhHiC23_g1895.t1, FhHiC23_g1895.t2	SMTH1_62710.1
OG0003873	FhHiC23_g4568.t1	SMTH1_91170.1, SMTH1_91160.1
OG0003874	FhHiC23_g14240.t1	SMTH1_48550.1
OG0003875	FhHiC23_g9059.t1	SMTH1_25980.1
OG0003876	FhHiC23_g5288.t1, FhHiC23_g5288.t2, FhHiC23_g6090.t1	SMTH1_44020.1
OG0003877	FhHiC23_g8170.t1, FhHiC23_g8170.t2	SMTH1_69200.1, SMTH1_69200.2
OG0003878	FhHiC23_g8171.t1, FhHiC23_g8171.t2	SMTH1_69210.1, SMTH1_69220.1, SMTH1_69220.2, SMTH1_69220.3
OG0003879	FhHiC23_g2364.t1	SMTH1_89530.1
OG0003880	FhHiC23_g16169.t1	SMTH1_100780.1
OG0003881	FhHiC23_g7110.t1	SMTH1_67650.1
OG0003882	FhHiC23_g9365.t1, FhHiC23_g9365.t2	SMTH1_103850.1
OG0003883	FhHiC23_g7389.t1, FhHiC23_g7389.t2	SMTH1_67570.1
OG0003884	FhHiC23_g10181.t1	SMTH1_26940.1, SMTH1_26940.2
OG0003885	FhHiC23_g8151.t1	SMTH1_96210.1
OG0003886	FhHiC23_g14021.t3, FhHiC23_g14021.t1, FhHiC23_g14021.t2	SMTH1_42390.1, SMTH1_42380.1
OG0003887	FhHiC23_g16060.t1	SMTH1_98020.1
OG0003888	FhHiC23_g70.t1, FhHiC23_g8661.t1, FhHiC23_g8661.t2	SMTH1_100480.1, SMTH1_100470.1
OG0003889	FhHiC23_g2401.t1	SMTH1_84060.1
OG0003890	FhHiC23_g14980.t2, FhHiC23_g14980.t1	SMTH1_23020.1
OG0003891	FhHiC23_g11725.t1, FhHiC23_g11725.t2	SMTH1_15670.1
OG0003892	FhHiC23_g7768.t1, FhHiC23_g7768.t2	SMTH1_97930.1, SMTH1_97930.2
OG0003893	FhHiC23_g11780.t1	SMTH1_7330.1
OG0003894	FhHiC23_g11878.t1, FhHiC23_g11878.t2	SMTH1_13130.2, SMTH1_13130.1
OG0003895	FhHiC23_g1773.t1, FhHiC23_g1773.t2, FhHiC23_g1773.t3	SMTH1_58380.1
OG0003896	FhHiC23_g1212.t3, FhHiC23_g1212.t2, FhHiC23_g1212.t1	SMTH1_58920.1, SMTH1_58920.2
OG0003897	FhHiC23_g6604.t1, FhHiC23_g6604.t2	SMTH1_32530.1
OG0003899	FhHiC23_g1715.t1	SMTH1_58400.1, SMTH1_58410.1
OG0003900	FhHiC23_g7815.t1	SMTH1_76320.1, SMTH1_76310.1
OG0003901	FhHiC23_g7813.t1, FhHiC23_g7813.t2	SMTH1_76290.1
OG0003902	FhHiC23_g16480.t1, FhHiC23_g16480.t2, FhHiC23_g16480.t3	SMTH1_97570.1
OG0003903	FhHiC23_g6916.t1, FhHiC23_g6916.t2	SMTH1_76120.1
OG0003904	FhHiC23_g7509.t2, FhHiC23_g7509.t1	SMTH1_75400.1
OG0003905	FhHiC23_g9786.t1, FhHiC23_g9786.t2	SMTH1_104910.1
OG0003906	FhHiC23_g13454.t1, FhHiC23_g13454.t2	SMTH1_9250.1
OG0003907	FhHiC23_g13455.t1	SMTH1_420.1, SMTH1_420.2, SMTH1_420.3
OG0003908	FhHiC23_g15413.t1	SMTH1_24740.1, SMTH1_24750.1
OG0003909	FhHiC23_g4779.t1	SMTH1_39990.1
OG0003910	FhHiC23_g1418.t1	SMTH1_62390.1, SMTH1_62390.2
OG0003911	FhHiC23_g13920.t1, FhHiC23_g13920.t2, FhHiC23_g16370.t1	SMTH1_45690.1
OG0003912	FhHiC23_g1506.t1	SMTH1_88340.1, SMTH1_88340.2
OG0003913	FhHiC23_g6449.t1, FhHiC23_g6449.t2, FhHiC23_g6452.t1, FhHiC23_g6452.t2, FhHiC23_g6454.t1, FhHiC23_g6454.t2	SMTH1_34190.1
OG0003914	FhHiC23_g2217.t2, FhHiC23_g2217.t1	SMTH1_77090.1, SMTH1_77100.1
OG0003915	FhHiC23_g2216.t1	SMTH1_77110.1
OG0003916	FhHiC23_g3607.t1	SMTH1_92860.1
OG0003917	FhHiC23_g11381.t1	SMTH1_16090.1, SMTH1_16090.2, SMTH1_16090.3
OG0003918	FhHiC23_g1262.t1	SMTH1_55740.1, SMTH1_55740.2
OG0003919	FhHiC23_g6568.t1	SMTH1_37910.1
OG0003920	FhHiC23_g10924.t1, FhHiC23_g10925.t1	SMTH1_18550.1
OG0003921	FhHiC23_g1343.t1	SMTH1_77610.1
OG0003922	FhHiC23_g8300.t1	SMTH1_75320.1
OG0003923	FhHiC23_g10217.t1	SMTH1_27400.1, SMTH1_27400.2
OG0003924	FhHiC23_g3065.t1	SMTH1_62340.1
OG0003925	FhHiC23_g1469.t1	SMTH1_58700.2, SMTH1_58700.4, SMTH1_58700.1, SMTH1_58700.3
OG0003926	FhHiC23_g8996.t1, FhHiC23_g8996.t2	SMTH1_28160.1
OG0003927	FhHiC23_g8507.t1	SMTH1_76390.1
OG0003928	FhHiC23_g14083.t2, FhHiC23_g14083.t3, FhHiC23_g14083.t1	SMTH1_45660.1
OG0003929	FhHiC23_g1487.t1, FhHiC23_g1487.t2	SMTH1_50800.1, SMTH1_50800.2, SMTH1_50800.3
OG0003930	FhHiC23_g944.t2, FhHiC23_g944.t1	SMTH1_89330.1
OG0003931	FhHiC23_g531.t1	SMTH1_58780.1
OG0003932	FhHiC23_g10778.t1	SMTH1_16410.1, SMTH1_16410.2
OG0003933	FhHiC23_g13951.t1	SMTH1_50040.1
OG0003934	FhHiC23_g12368.t1	SMTH1_440.1
OG0003935	FhHiC23_g11352.t2, FhHiC23_g11352.t1	SMTH1_16030.1
OG0003936	FhHiC23_g11245.t1, FhHiC23_g11245.t2	SMTH1_7580.1
OG0003937	FhHiC23_g228.t1	SMTH1_53250.1, SMTH1_53240.1
OG0003938	FhHiC23_g654.t1	SMTH1_81210.1, SMTH1_81220.1
OG0003939	FhHiC23_g3830.t2, FhHiC23_g3830.t1, FhHiC23_g5264.t1	SMTH1_93750.1, SMTH1_93750.2, SMTH1_93750.3
OG0003940	FhHiC23_g11490.t1	SMTH1_14400.1
OG0003941	FhHiC23_g12814.t1	SMTH1_4900.1, SMTH1_4910.1
OG0003942	FhHiC23_g644.t2, FhHiC23_g644.t1, FhHiC23_g644.t3	SMTH1_51180.1, SMTH1_51190.1
OG0003943	FhHiC23_g568.t1	SMTH1_51750.1
OG0003944	FhHiC23_g567.t3, FhHiC23_g567.t1, FhHiC23_g567.t2	SMTH1_51740.1
OG0003945	FhHiC23_g16225.t1, FhHiC23_g16225.t2	SMTH1_97180.1, SMTH1_97190.1
OG0003946	FhHiC23_g9282.t1, FhHiC23_g9283.t1	SMTH1_27490.1
OG0003947	FhHiC23_g14217.t1	SMTH1_45300.1, SMTH1_45310.1
OG0003948	FhHiC23_g2377.t1	SMTH1_63010.1, SMTH1_63030.1, SMTH1_63000.1
OG0003949	FhHiC23_g3911.t1, FhHiC23_g938.t1	SMTH1_60330.1
OG0003950	FhHiC23_g13612.t1, FhHiC23_g13612.t2	SMTH1_7430.1
OG0003951	FhHiC23_g2253.t2, FhHiC23_g2253.t1	SMTH1_54320.1, SMTH1_54330.1
OG0003952	FhHiC23_g15874.t1, FhHiC23_g15874.t2	SMTH1_100150.1
OG0003953	FhHiC23_g3942.t1	SMTH1_91210.1
OG0003954	FhHiC23_g8176.t1	SMTH1_67940.1, SMTH1_67980.1, SMTH1_67970.1
OG0003955	FhHiC23_g1279.t1, FhHiC23_g1279.t2	SMTH1_55580.1
OG0003956	FhHiC23_g7414.t1	SMTH1_69870.1
OG0003957	FhHiC23_g5014.t1	SMTH1_38650.1
OG0003958	FhHiC23_g9612.t1, FhHiC23_g9612.t2	SMTH1_28680.1
OG0003959	FhHiC23_g12599.t1, FhHiC23_g12599.t2	SMTH1_13230.1, SMTH1_13230.2, SMTH1_13230.3
OG0003960	FhHiC23_g1332.t1	SMTH1_57520.1
OG0003961	FhHiC23_g4128.t1, FhHiC23_g4128.t2	SMTH1_79590.1
OG0003962	FhHiC23_g5360.t3, FhHiC23_g5360.t1, FhHiC23_g5360.t2	SMTH1_33650.3, SMTH1_33650.1, SMTH1_33650.2
OG0003963	FhHiC23_g7945.t1, FhHiC23_g7945.t2	SMTH1_21230.1
OG0003964	FhHiC23_g10733.t1	SMTH1_19470.1, SMTH1_19470.2, SMTH1_19470.3
OG0003965	FhHiC23_g10355.t1	SMTH1_30380.1, SMTH1_30380.2, SMTH1_30390.1, SMTH1_30390.2
OG0003966	FhHiC23_g12934.t1	SMTH1_9300.2, SMTH1_9300.1
OG0003967	FhHiC23_g13898.t1	SMTH1_47200.1, SMTH1_47210.1, SMTH1_47190.1, SMTH1_47220.1
OG0003968	FhHiC23_g11263.t1	SMTH1_3890.1, SMTH1_3890.2, SMTH1_3890.3, SMTH1_3890.4
OG0003969	FhHiC23_g3657.t1, FhHiC23_g13570.t1	SMTH1_93160.1, SMTH1_93150.1
OG0003970	FhHiC23_g4381.t1, FhHiC23_g4377.t1, FhHiC23_g4380.t1, FhHiC23_g4377.t2	SMTH1_102550.1
OG0003971	FhHiC23_g7799.t1	SMTH1_70010.1
OG0003972	FhHiC23_g5505.t1	SMTH1_34700.1
OG0003973	FhHiC23_g9620.t1	SMTH1_106800.1, SMTH1_106800.2
OG0003974	FhHiC23_g1045.t1	SMTH1_59850.1, SMTH1_59850.2
OG0003975	FhHiC23_g4795.t2, FhHiC23_g4795.t1	SMTH1_43280.1, SMTH1_43270.1
OG0003976	FhHiC23_g8968.t1	SMTH1_28000.1, SMTH1_28000.2
OG0003977	FhHiC23_g80.t1, FhHiC23_g80.t2	SMTH1_59620.1
OG0003978	FhHiC23_g994.t1	SMTH1_54070.1, SMTH1_54070.2
OG0003979	FhHiC23_g12098.t1	SMTH1_15700.1, SMTH1_15700.2
OG0003980	FhHiC23_g9323.t3, FhHiC23_g9323.t2	SMTH1_102960.3, SMTH1_102960.1, SMTH1_102960.2
OG0003981	FhHiC23_g9796.t1, FhHiC23_g9796.t2	SMTH1_26040.1
OG0003982	FhHiC23_g7100.t1	SMTH1_73150.1
OG0003983	FhHiC23_g7970.t1	SMTH1_67670.1
OG0003984	FhHiC23_g11216.t1	SMTH1_10780.2, SMTH1_10780.3, SMTH1_10780.4, SMTH1_10780.5, SMTH1_10780.1
OG0003985	FhHiC23_g7156.t1, FhHiC23_g7156.t2	SMTH1_72820.1
OG0003986	FhHiC23_g8606.t1	SMTH1_73330.1
OG0003987	FhHiC23_g13606.t1, FhHiC23_g13606.t2	SMTH1_8960.1, SMTH1_8960.2
OG0003988	FhHiC23_g5364.t1, FhHiC23_g5364.t2	SMTH1_41810.1
OG0003989	FhHiC23_g8454.t1	SMTH1_65090.1
OG0003990	FhHiC23_g1962.t1	SMTH1_54820.1
OG0003991	FhHiC23_g10829.t2, FhHiC23_g10828.t1, FhHiC23_g10829.t1	SMTH1_16540.1
OG0003992	FhHiC23_g5999.t1	SMTH1_34820.1, SMTH1_34820.2
OG0003993	FhHiC23_g2268.t1	SMTH1_84800.1, SMTH1_84810.1
OG0003994	FhHiC23_g14031.t1	SMTH1_45750.1
OG0003995	FhHiC23_g16348.t1	SMTH1_97710.1, SMTH1_97710.2
OG0003996	FhHiC23_g2229.t1, FhHiC23_g2229.t2	SMTH1_60300.1
OG0003997	FhHiC23_g10999.t1	SMTH1_19740.1
OG0003998	FhHiC23_g11392.t1, FhHiC23_g11392.t2, FhHiC23_g11392.t3	SMTH1_16220.1, SMTH1_16230.1
OG0003999	FhHiC23_g15452.t2, FhHiC23_g15452.t1	SMTH1_24790.1
OG0004000	FhHiC23_g7152.t1	SMTH1_71900.2, SMTH1_71900.7, SMTH1_71900.4, SMTH1_71900.1, SMTH1_71900.3, SMTH1_71900.5, SMTH1_71900.6
OG0004001	FhHiC23_g1948.t1	SMTH1_52120.1, SMTH1_52120.2, SMTH1_52120.3
OG0004002	FhHiC23_g3298.t1	SMTH1_84730.1, SMTH1_84730.2
OG0004003	FhHiC23_g4627.t1	SMTH1_36680.1, SMTH1_36680.2
OG0004004	FhHiC23_g3215.t1	SMTH1_77740.1
OG0004005	FhHiC23_g14276.t1	SMTH1_42220.1
OG0004006	FhHiC23_g5446.t1	SMTH1_36440.1, SMTH1_36440.2
OG0004007	FhHiC23_g860.t1	SMTH1_79410.1, SMTH1_79400.1
OG0004008	FhHiC23_g9123.t1	SMTH1_28340.1, SMTH1_28340.2
OG0004009	FhHiC23_g9968.t1	SMTH1_105880.1
OG0004010	FhHiC23_g9071.t1, FhHiC23_g9071.t2	SMTH1_25460.1
OG0004011	FhHiC23_g11545.t1, FhHiC23_g11545.t2	SMTH1_86010.1
OG0004012	FhHiC23_g963.t1	SMTH1_59740.1, SMTH1_59730.1
OG0004013	FhHiC23_g7145.t1	SMTH1_72960.1, SMTH1_72960.3, SMTH1_72960.2
OG0004014	FhHiC23_g4009.t1	SMTH1_94240.1
OG0004015	FhHiC23_g9164.t1	SMTH1_104770.1
OG0004016	FhHiC23_g12732.t1	SMTH1_1780.1
OG0004017	FhHiC23_g11650.t1	SMTH1_8380.2, SMTH1_8380.1
OG0004018	FhHiC23_g16434.t1	SMTH1_96190.1
OG0004019	FhHiC23_g15870.t1	SMTH1_96860.1, SMTH1_96850.1
OG0004021	FhHiC23_g16096.t1, FhHiC23_g16096.t2	SMTH1_98890.1
OG0004022	FhHiC23_g16243.t1	SMTH1_98380.1, SMTH1_98380.2
OG0004023	FhHiC23_g6839.t1	SMTH1_66970.1
OG0004024	FhHiC23_g13360.t2, FhHiC23_g13360.t3, FhHiC23_g13360.t1	SMTH1_1400.1, SMTH1_1400.2
OG0004025	FhHiC23_g15034.t1, FhHiC23_g15034.t2	SMTH1_24050.1, SMTH1_24050.2
OG0004026	FhHiC23_g6316.t2, FhHiC23_g6316.t1	SMTH1_42920.3, SMTH1_42920.2, SMTH1_42920.1, SMTH1_42920.4, SMTH1_42920.5, SMTH1_42920.6
OG0004028	FhHiC23_g14666.t1, FhHiC23_g14666.t2	SMTH1_45730.1
OG0004029	FhHiC23_g1640.t1	SMTH1_77530.1
OG0004030	FhHiC23_g15274.t1	SMTH1_20590.1
OG0004031	FhHiC23_g4672.t1	SMTH1_36070.1, SMTH1_36070.2
OG0004032	FhHiC23_g13264.t1, FhHiC23_g13264.t2	SMTH1_15940.1
OG0004033	FhHiC23_g5196.t1	SMTH1_44950.1, SMTH1_44950.3, SMTH1_44950.2, SMTH1_44950.4
OG0004034	FhHiC23_g16283.t1	SMTH1_101870.1
OG0004035	FhHiC23_g16076.t1, FhHiC23_g16076.t2	SMTH1_98640.1, SMTH1_98640.3, SMTH1_98640.2
OG0004036	FhHiC23_g14817.t1	SMTH1_42260.1, SMTH1_42260.2
OG0004037	FhHiC23_g12463.t1	SMTH1_980.1
OG0004038	FhHiC23_g447.t1	SMTH1_53930.1, SMTH1_53930.2
OG0004039	FhHiC23_g1291.t1, FhHiC23_g1291.t2	SMTH1_77940.1
OG0004040	FhHiC23_g1812.t1	SMTH1_59430.1, SMTH1_59430.2
OG0004042	FhHiC23_g7623.t1, FhHiC23_g7623.t2	SMTH1_73970.1, SMTH1_73970.2
OG0004043	FhHiC23_g10971.t1	SMTH1_9540.1, SMTH1_9540.2, SMTH1_9540.3
OG0004044	FhHiC23_g9069.t1, FhHiC23_g9069.t2	SMTH1_25530.1
OG0004045	FhHiC23_g13561.t1	SMTH1_360.1, SMTH1_360.2
OG0004046	FhHiC23_g12717.t1, FhHiC23_g12717.t2	SMTH1_11810.1, SMTH1_11810.2, SMTH1_11810.3, SMTH1_11810.4, SMTH1_11810.5, SMTH1_11810.6
OG0004047	FhHiC23_g13875.t1	SMTH1_47520.1, SMTH1_47520.2
OG0004048	FhHiC23_g8346.t1, FhHiC23_g8346.t2	SMTH1_67030.1
OG0004049	FhHiC23_g9010.t1, FhHiC23_g9010.t2	SMTH1_105060.1
OG0004050	FhHiC23_g759.t1	SMTH1_86650.1
OG0004051	FhHiC23_g7303.t1	SMTH1_70680.1, SMTH1_70680.2, SMTH1_70680.3
OG0004053	FhHiC23_g16372.t2, FhHiC23_g16372.t1	SMTH1_98760.1, SMTH1_98760.2
OG0004054	FhHiC23_g871.t1	SMTH1_79540.1
OG0004055	FhHiC23_g3425.t1, FhHiC23_g12092.t1	SMTH1_12910.1
OG0004056	FhHiC23_g314.t1, FhHiC23_g314.t2	SMTH1_53850.1
OG0004057	FhHiC23_g926.t2	SMTH1_55380.1
OG0004058	FhHiC23_g1079.t1	SMTH1_82680.1
OG0004059	FhHiC23_g8483.t1, FhHiC23_g8483.t2	SMTH1_66950.1
OG0004060	FhHiC23_g12533.t1, FhHiC23_g12533.t2	SMTH1_3950.1
OG0004061	FhHiC23_g16374.t1	SMTH1_97620.1, SMTH1_97620.2
OG0004062	FhHiC23_g16375.t1	SMTH1_97610.1, SMTH1_97610.2, SMTH1_97610.3, SMTH1_97610.4, SMTH1_97610.5
OG0004063	FhHiC23_g13181.t1	SMTH1_570.1, SMTH1_570.2, SMTH1_570.3, SMTH1_570.4, SMTH1_570.5
OG0004064	FhHiC23_g11375.t1, FhHiC23_g11376.t1, FhHiC23_g11375.t2, FhHiC23_g11376.t2	SMTH1_12190.1, SMTH1_12200.1
OG0004065	FhHiC23_g11744.t3	SMTH1_15170.1
OG0004067	FhHiC23_g15707.t1, FhHiC23_g15707.t2	SMTH1_15250.1
OG0004068	FhHiC23_g1732.t1, FhHiC23_g1732.t2	SMTH1_83430.1
OG0004069	FhHiC23_g3015.t1	SMTH1_62790.1, SMTH1_98980.1, SMTH1_98980.2, SMTH1_9900.1
OG0004071	FhHiC23_g9841.t1	SMTH1_103130.1, SMTH1_24300.1
OG0004089	FhHiC23_g11633.t2, FhHiC23_g11633.t1	SMTH1_20170.1, SMTH1_20170.2, SMTH1_20170.3
OG0004090	FhHiC23_g4405.t1, FhHiC23_g4405.t2, FhHiC23_g3969.t2, FhHiC23_g3969.t1	SMTH1_99440.1
OG0004091	FhHiC23_g2493.t1	SMTH1_77510.1
OG0004092	FhHiC23_g10691.t1	SMTH1_21420.3, SMTH1_21420.4, SMTH1_21420.5, SMTH1_21420.1, SMTH1_21420.2
OG0004093	FhHiC23_g3419.t1	SMTH1_87280.1
OG0004094	FhHiC23_g14414.t2, FhHiC23_g14414.t1, FhHiC23_g14414.t3	SMTH1_48340.1
OG0004095	FhHiC23_g11503.t1, FhHiC23_g11503.t2, FhHiC23_g11503.t3	SMTH1_19270.1
OG0004096	FhHiC23_g12644.t1	SMTH1_9270.1, SMTH1_9270.2
OG0004097	FhHiC23_g7213.t1	SMTH1_67060.1, SMTH1_67060.2
OG0004098	FhHiC23_g879.t1, FhHiC23_g879.t2	SMTH1_53500.1
OG0004099	FhHiC23_g13443.t1	SMTH1_2090.1
OG0004100	FhHiC23_g5824.t1, FhHiC23_g5824.t2	SMTH1_28760.1
OG0004102	FhHiC23_g4048.t2, FhHiC23_g4048.t1	SMTH1_94930.1
OG0004103	FhHiC23_g5762.t1	SMTH1_42760.2, SMTH1_42760.1
OG0004104	FhHiC23_g7916.t1, FhHiC23_g14137.t1	SMTH1_40490.1, SMTH1_40490.2
OG0004105	FhHiC23_g9303.t1, FhHiC23_g9303.t3	SMTH1_29750.1
OG0004106	FhHiC23_g10109.t1	SMTH1_104810.1
OG0004107	FhHiC23_g11721.t1	SMTH1_17970.1, SMTH1_17970.2
OG0004108	FhHiC23_g14304.t1	SMTH1_46840.1
OG0004109	FhHiC23_g4794.t1	SMTH1_41700.1
OG0004110	FhHiC23_g1662.t1, FhHiC23_g1662.t2	SMTH1_84580.2, SMTH1_84580.1
OG0004111	FhHiC23_g2460.t1	SMTH1_85610.1
OG0004112	FhHiC23_g11600.t3, FhHiC23_g11600.t1, FhHiC23_g11600.t2	SMTH1_19120.1
OG0004113	FhHiC23_g10293.t2, FhHiC23_g10293.t1	SMTH1_25550.1
OG0004114	FhHiC23_g525.t1	SMTH1_58830.1, SMTH1_58830.2
OG0004116	FhHiC23_g4143.t1, FhHiC23_g4143.t2	SMTH1_94070.3, SMTH1_94070.2, SMTH1_94070.1
OG0004117	FhHiC23_g12607.t2, FhHiC23_g12607.t3, FhHiC23_g12607.t1	SMTH1_4650.1
OG0004118	FhHiC23_g14038.t1, FhHiC23_g14038.t2	SMTH1_47470.1
OG0004119	FhHiC23_g9291.t1, FhHiC23_g9291.t2	SMTH1_28280.1
OG0004120	FhHiC23_g6078.t1	SMTH1_37040.2, SMTH1_37040.4, SMTH1_37040.1, SMTH1_37040.3
OG0004121	FhHiC23_g3033.t1	SMTH1_58220.1
OG0004122	FhHiC23_g9267.t1, FhHiC23_g9267.t2	SMTH1_29290.1
OG0004124	FhHiC23_g5138.t1	SMTH1_32140.2, SMTH1_32140.1
OG0004125	FhHiC23_g481.t1, FhHiC23_g482.t1	SMTH1_85620.1, SMTH1_85620.2, SMTH1_85620.3
OG0004126	FhHiC23_g1086.t1	SMTH1_85920.1
OG0004127	FhHiC23_g9559.t1, FhHiC23_g9559.t2	SMTH1_29620.3, SMTH1_29620.1, SMTH1_29620.2
OG0004128	FhHiC23_g15654.t1, FhHiC23_g15654.t2	SMTH1_18860.1, SMTH1_18890.1
OG0004129	FhHiC23_g1896.t1	SMTH1_53130.1
OG0004130	FhHiC23_g1461.t1	SMTH1_79320.1
OG0004131	FhHiC23_g14955.t1	SMTH1_24100.1, SMTH1_24100.2, SMTH1_24100.3, SMTH1_24100.4
OG0004132	FhHiC23_g15974.t1	SMTH1_95450.1, SMTH1_95440.1
OG0004133	FhHiC23_g15785.t1	SMTH1_24850.1, SMTH1_24850.2
OG0004134	FhHiC23_g11452.t1	SMTH1_17860.1, SMTH1_17860.2
OG0004135	FhHiC23_g5961.t1, FhHiC23_g5963.t1	SMTH1_37850.1
OG0004136	FhHiC23_g8156.t1, FhHiC23_g8156.t2	SMTH1_64200.1, SMTH1_64200.2, SMTH1_64200.3, SMTH1_64200.4, SMTH1_64200.5
OG0004137	FhHiC23_g5609.t1	SMTH1_33780.1
OG0004138	FhHiC23_g1951.t1	SMTH1_53550.1
OG0004139	FhHiC23_g5091.t1, FhHiC23_g5091.t2	SMTH1_33980.2, SMTH1_33980.1
OG0004140	FhHiC23_g712.t1, FhHiC23_g712.t3, FhHiC23_g712.t2	SMTH1_53470.1
OG0004141	FhHiC23_g14977.t1	SMTH1_20620.1, SMTH1_20620.2, SMTH1_20620.3, SMTH1_20620.4
OG0004142	FhHiC23_g3576.t1	SMTH1_90190.1, SMTH1_90190.2, SMTH1_90190.3
OG0004143	FhHiC23_g12747.t1, FhHiC23_g12747.t2	SMTH1_11600.1
OG0004144	FhHiC23_g8459.t1	SMTH1_71860.1, SMTH1_71860.3, SMTH1_71860.5, SMTH1_71860.2, SMTH1_71860.4
OG0004145	FhHiC23_g8095.t1, FhHiC23_g8511.t1	SMTH1_69380.1, SMTH1_69380.2
OG0004146	FhHiC23_g4715.t2, FhHiC23_g4715.t1	SMTH1_34130.1, SMTH1_34130.2, SMTH1_34120.1
OG0004147	FhHiC23_g1416.t2, FhHiC23_g1416.t1	SMTH1_62410.1
OG0004149	FhHiC23_g13049.t1	SMTH1_3290.1
OG0004150	FhHiC23_g12189.t1, FhHiC23_g12189.t2	SMTH1_19160.1
OG0004152	FhHiC23_g15699.t1	SMTH1_15270.1, SMTH1_15270.3, SMTH1_15270.2
OG0004153	FhHiC23_g15714.t1	SMTH1_25060.1, SMTH1_25060.2
OG0004154	FhHiC23_g12028.t1	SMTH1_8290.1, SMTH1_8290.2
OG0004155	FhHiC23_g801.t1, FhHiC23_g800.t1	SMTH1_54370.1
OG0004156	FhHiC23_g8380.t1	SMTH1_63640.1
OG0004157	FhHiC23_g15420.t1, FhHiC23_g15420.t2	SMTH1_22390.1, SMTH1_22390.2, SMTH1_22390.3
OG0004158	FhHiC23_g14503.t1	SMTH1_48310.1, SMTH1_48310.2
OG0004159	FhHiC23_g7698.t1	SMTH1_75720.1, SMTH1_75720.2, SMTH1_75720.4, SMTH1_75720.5, SMTH1_75720.3
OG0004160	FhHiC23_g12415.t1	SMTH1_5920.1, SMTH1_5920.2, SMTH1_5920.3, SMTH1_5920.4
