Orthogroup	fasciola_hepatica	schistosoma_rodhaini
OG0002590	FhHiC23_g2959.t1	SRDH2_78340.1, SRDH2_78340.5, SRDH2_78340.6, SRDH2_78340.3, SRDH2_78340.4, SRDH2_78340.7, SRDH2_78340.8, SRDH2_78340.9, SRDH2_78340.2
OG0002591	FhHiC23_g773.t1, FhHiC23_g3423.t1, FhHiC23_g3422.t1, FhHiC23_g3422.t2	SRDH2_80410.1
OG0002592	FhHiC23_g8973.t1	SRDH2_27910.2, SRDH2_27910.1, SRDH2_27910.3
OG0002593	FhHiC23_g694.t1, FhHiC23_g693.t1	SRDH2_82010.1
OG0002594	FhHiC23_g691.t1, FhHiC23_g692.t2, FhHiC23_g692.t1, FhHiC23_g692.t3	SRDH2_82000.1, SRDH2_82000.2
OG0002595	FhHiC23_g1137.t2, FhHiC23_g1137.t1	SRDH2_49180.4, SRDH2_49180.1, SRDH2_49180.3, SRDH2_49180.2
OG0002596	FhHiC23_g209.t1	SRDH2_77940.1
OG0002597	FhHiC23_g13634.t1, FhHiC23_g11982.t1, FhHiC23_g11982.t2	SRDH2_14930.1
OG0002598	FhHiC23_g5451.t1	SRDH2_38270.1
OG0002599	FhHiC23_g8225.t3, FhHiC23_g8225.t1, FhHiC23_g8225.t2	SRDH2_69680.3, SRDH2_69680.1, SRDH2_69680.2
OG0002600	FhHiC23_g1304.t1, FhHiC23_g1311.t1	SRDH2_48260.4, SRDH2_48260.1, SRDH2_48260.2, SRDH2_48260.5, SRDH2_48260.3
OG0002601	FhHiC23_g11707.t1, FhHiC23_g11707.t2	SRDH2_13860.1
OG0002602	FhHiC23_g15586.t1	SRDH2_22940.1
OG0002603	FhHiC23_g7210.t1	SRDH2_64760.1
OG0002604	FhHiC23_g13386.t1	SRDH2_2450.4, SRDH2_2450.3, SRDH2_2450.1, SRDH2_2450.2, SRDH2_2450.5
OG0002605	FhHiC23_g220.t1	SRDH2_50200.3, SRDH2_50200.1, SRDH2_50200.2
OG0002606	FhHiC23_g4073.t1	SRDH2_87930.1, SRDH2_87930.2, SRDH2_87930.4, SRDH2_87930.5, SRDH2_87930.6, SRDH2_87930.7, SRDH2_87930.3
OG0002607	FhHiC23_g6574.t1	SRDH2_35360.1, SRDH2_35360.3, SRDH2_35360.2
OG0002608	FhHiC23_g13703.t1, FhHiC23_g1775.t1	SRDH2_49010.1
OG0002609	FhHiC23_g13693.t2, FhHiC23_g13466.t1	SRDH2_3930.1
OG0002610	FhHiC23_g13935.t2, FhHiC23_g13935.t1	SRDH2_42820.1, SRDH2_42820.2
OG0002611	FhHiC23_g15039.t1	SRDH2_17370.5, SRDH2_17370.6, SRDH2_17370.1, SRDH2_17370.3, SRDH2_17370.4, SRDH2_17370.2
OG0002612	FhHiC23_g11859.t1, FhHiC23_g10338.t1	SRDH2_24660.1
OG0002612	FhHiC23_g3012.t1	SRDH2_58140.1
OG0002613	FhHiC23_g14058.t1, FhHiC23_g14058.t2	SRDH2_45720.1, SRDH2_71270.1
OG0002614	FhHiC23_g12838.t2, FhHiC23_g12838.t1	SRDH2_260.1
OG0002615	FhHiC23_g621.t1	SRDH2_85660.1, SRDH2_85660.2
OG0002616	FhHiC23_g5458.t1	SRDH2_37680.1
OG0002617	FhHiC23_g13922.t1	SRDH2_41240.1
OG0002618	FhHiC23_g8383.t1	SRDH2_58760.1, SRDH2_58750.1
OG0002619	FhHiC23_g6954.t2, FhHiC23_g6954.t1, FhHiC23_g6954.t3	SRDH2_61650.2, SRDH2_61650.3, SRDH2_61650.4, SRDH2_61650.1, SRDH2_61650.5, SRDH2_61650.7, SRDH2_61650.6, SRDH2_61650.8
OG0002620	FhHiC23_g5188.t1	SRDH2_30680.1, SRDH2_30680.2
OG0002621	FhHiC23_g11134.t1	SRDH2_8630.1
OG0002622	FhHiC23_g1883.t1	SRDH2_57940.1
OG0002623	FhHiC23_g11088.t3, FhHiC23_g11088.t1, FhHiC23_g11088.t2	SRDH2_11630.1, SRDH2_11630.2, SRDH2_11630.3
OG0002624	FhHiC23_g11045.t1	SRDH2_17080.6, SRDH2_17080.1, SRDH2_17080.2, SRDH2_17080.3, SRDH2_17080.5, SRDH2_17080.4
OG0002625	FhHiC23_g5899.t1	SRDH2_33610.1, SRDH2_33610.2, SRDH2_33610.3, SRDH2_33610.4, SRDH2_33610.5
OG0002626	FhHiC23_g7778.t1	SRDH2_59020.2, SRDH2_59050.1
OG0002627	FhHiC23_g12040.t1	SRDH2_15050.1
OG0002628	FhHiC23_g14902.t1, FhHiC23_g14902.t4	SRDH2_42020.1
OG0002629	FhHiC23_g16202.t3, FhHiC23_g16202.t1, FhHiC23_g16202.t2	SRDH2_94260.1
OG0002630	FhHiC23_g15979.t1, FhHiC23_g15979.t2	SRDH2_9060.1
OG0002631	FhHiC23_g9536.t1	SRDH2_25480.12, SRDH2_25480.9, SRDH2_25480.1, SRDH2_25480.13, SRDH2_25480.4, SRDH2_25480.6, SRDH2_25480.7, SRDH2_25480.8, SRDH2_25480.11, SRDH2_25480.10, SRDH2_25480.14, SRDH2_25480.3, SRDH2_25480.2, SRDH2_25480.5
OG0002632	FhHiC23_g3582.t1	SRDH2_23350.1
OG0002633	FhHiC23_g5365.t2, FhHiC23_g5365.t1	SRDH2_40080.1, SRDH2_40090.1
OG0002634	FhHiC23_g8988.t1	SRDH2_25310.1
OG0002635	FhHiC23_g10404.t1	SRDH2_23690.1
OG0002636	FhHiC23_g1677.t1	SRDH2_82250.1
OG0002637	FhHiC23_g9418.t1, FhHiC23_g9418.t2	SRDH2_97660.1
OG0002638	FhHiC23_g2231.t1	SRDH2_55090.1
OG0002639	FhHiC23_g7217.t1	SRDH2_69100.5, SRDH2_69100.3, SRDH2_69100.4, SRDH2_69100.1, SRDH2_69100.2
OG0002640	FhHiC23_g11544.t1	SRDH2_10930.1, SRDH2_10930.2
OG0002641	FhHiC23_g964.t1	SRDH2_54540.3, SRDH2_54540.1, SRDH2_54540.2
OG0002642	FhHiC23_g12733.t1, FhHiC23_g12733.t2	SRDH2_1500.1, SRDH2_1500.2
OG0002643	FhHiC23_g13577.t1	SRDH2_4290.4, SRDH2_4290.5, SRDH2_4290.3, SRDH2_4290.2, SRDH2_4290.1
OG0002644	FhHiC23_g7002.t1	SRDH2_63500.1
OG0002645	FhHiC23_g11038.t1, FhHiC23_g11038.t2	SRDH2_10270.1
OG0002646	FhHiC23_g6608.t2, FhHiC23_g6608.t1, FhHiC23_g6608.t3	SRDH2_27450.1
OG0002647	FhHiC23_g16121.t1, FhHiC23_g16121.t2, FhHiC23_g6714.t1	SRDH2_91050.4, SRDH2_91050.1, SRDH2_91050.2, SRDH2_91050.3
OG0002648	FhHiC23_g11203.t1, FhHiC23_g11203.t2	SRDH2_6660.5, SRDH2_6660.6, SRDH2_6660.7, SRDH2_6660.1, SRDH2_6660.2, SRDH2_6660.3, SRDH2_6660.4, SRDH2_102130.1
OG0002649	FhHiC23_g5192.t1, FhHiC23_g5193.t1	SRDH2_95810.1, SRDH2_95850.1, SRDH2_40540.1
OG0002650	FhHiC23_g11133.t1	SRDH2_8640.1
OG0002651	FhHiC23_g12392.t1	SRDH2_10970.1, SRDH2_10970.2
OG0002652	FhHiC23_g15821.t1	SRDH2_45440.1
OG0002653	FhHiC23_g16034.t1	SRDH2_93540.2, SRDH2_93540.1
OG0002654	FhHiC23_g3883.t1, FhHiC23_g3883.t2	SRDH2_83320.2, SRDH2_83320.3, SRDH2_83320.1
OG0002655	FhHiC23_g3022.t1	SRDH2_56930.1, SRDH2_56930.2, SRDH2_56930.3, SRDH2_56930.4, SRDH2_56930.5
OG0002656	FhHiC23_g15563.t1	SRDH2_21110.1, SRDH2_21110.2
OG0002658	FhHiC23_g4680.t1	SRDH2_29870.1, SRDH2_29870.3, SRDH2_29870.4, SRDH2_29870.5, SRDH2_29870.6, SRDH2_29870.2
OG0002659	FhHiC23_g6909.t1	SRDH2_61610.4, SRDH2_61610.2, SRDH2_61610.3, SRDH2_61610.1
OG0002660	FhHiC23_g13487.t1, FhHiC23_g13487.t2	SRDH2_2670.1, SRDH2_2680.1
OG0002661	FhHiC23_g7919.t1	SRDH2_65380.1
OG0002662	FhHiC23_g4278.t1	SRDH2_85900.1
OG0002663	FhHiC23_g4565.t1, FhHiC23_g4565.t2	SRDH2_86700.1
OG0002664	FhHiC23_g9975.t1	SRDH2_99550.1
OG0002665	FhHiC23_g2031.t1, FhHiC23_g2029.t1	SRDH2_51020.1
OG0002666	FhHiC23_g4671.t1, FhHiC23_g4671.t2	SRDH2_38110.3, SRDH2_38110.2, SRDH2_38110.1
OG0002667	FhHiC23_g10304.t1, FhHiC23_g10304.t2	SRDH2_28010.1, SRDH2_28010.2, SRDH2_28010.3, SRDH2_28010.4, SRDH2_28010.5
OG0002668	FhHiC23_g8564.t1, FhHiC23_g8564.t2	SRDH2_70760.1
OG0002669	FhHiC23_g16213.t1	SRDH2_91780.1
OG0002670	FhHiC23_g5547.t1, FhHiC23_g5547.t2	SRDH2_29090.1, SRDH2_29090.2
OG0002671	FhHiC23_g9205.t1, FhHiC23_g9206.t1	SRDH2_96990.1, SRDH2_96990.2
OG0002672	FhHiC23_g2690.t1	SRDH2_75750.1, SRDH2_75750.2
OG0002673	FhHiC23_g2551.t1	SRDH2_75840.1
OG0002674	FhHiC23_g9698.t1	SRDH2_28180.1, SRDH2_28180.2
OG0002675	FhHiC23_g13401.t2, FhHiC23_g13401.t1	SRDH2_10160.4, SRDH2_10160.2, SRDH2_10160.3, SRDH2_10160.1
OG0002676	FhHiC23_g8081.t1	SRDH2_70550.1
OG0002677	FhHiC23_g7983.t2, FhHiC23_g7983.t1, FhHiC23_g7983.t3	SRDH2_64060.1, SRDH2_64060.2
OG0002678	FhHiC23_g12439.t1	SRDH2_7720.1
OG0002679	FhHiC23_g2772.t1, FhHiC23_g2772.t3	SRDH2_82650.1, SRDH2_82650.2, SRDH2_82650.3
OG0002680	FhHiC23_g7046.t1	SRDH2_68860.1, SRDH2_68860.2
OG0002681	FhHiC23_g9475.t2, FhHiC23_g9475.t1, FhHiC23_g9475.t3	SRDH2_27780.1, SRDH2_27780.2, SRDH2_27780.3, SRDH2_27780.4
OG0002682	FhHiC23_g14981.t1	SRDH2_22810.1
OG0002683	FhHiC23_g9578.t1	SRDH2_97770.1, SRDH2_101340.1
OG0002684	FhHiC23_g4135.t1	SRDH2_21850.1
OG0002685	FhHiC23_g11129.t1	SRDH2_16420.1, SRDH2_16430.1
OG0002686	FhHiC23_g718.t2, FhHiC23_g718.t1	SRDH2_54800.1
OG0002687	FhHiC23_g5159.t1, FhHiC23_g5159.t2	SRDH2_29640.1, SRDH2_29640.2
OG0002688	FhHiC23_g4617.t1	SRDH2_26250.1, SRDH2_26260.1
OG0002689	FhHiC23_g5241.t1	SRDH2_26300.2, SRDH2_26300.1
OG0002690	FhHiC23_g13956.t1	SRDH2_41110.1, SRDH2_41110.4, SRDH2_41110.5, SRDH2_41110.8, SRDH2_41110.6, SRDH2_41110.2, SRDH2_41110.3, SRDH2_41110.7
OG0002691	FhHiC23_g3513.t1	SRDH2_85850.1, SRDH2_85850.3, SRDH2_85850.4, SRDH2_85850.2
OG0002692	FhHiC23_g10644.t1	SRDH2_15250.1, SRDH2_15250.3, SRDH2_15250.4, SRDH2_15250.2
OG0002693	FhHiC23_g315.t3, FhHiC23_g315.t1, FhHiC23_g315.t2	SRDH2_48980.1, SRDH2_48980.2
OG0002694	FhHiC23_g16861.t2, FhHiC23_g9511.t2, FhHiC23_g16861.t1, FhHiC23_g9511.t1	SRDH2_96700.1
OG0002695	FhHiC23_g13818.t1, FhHiC23_g13819.t1	SRDH2_3080.1
OG0002696	FhHiC23_g6563.t1	SRDH2_35890.1, SRDH2_35890.2, SRDH2_35890.3
OG0002697	FhHiC23_g11524.t1	SRDH2_11190.1, SRDH2_11190.3, SRDH2_11190.4, SRDH2_11190.2
OG0002698	FhHiC23_g12386.t1	SRDH2_2510.1, SRDH2_2510.2
OG0002699	FhHiC23_g12428.t1	SRDH2_5410.1, SRDH2_5410.2, SRDH2_5410.3, SRDH2_5410.5, SRDH2_5410.4
OG0002700	FhHiC23_g9012.t2, FhHiC23_g9012.t4, FhHiC23_g9012.t1, FhHiC23_g9012.t3	SRDH2_99840.1, SRDH2_99840.2, SRDH2_99840.3
OG0002708	FhHiC23_g11736.t1	SRDH2_31640.1, SRDH2_31640.2
OG0002709	FhHiC23_g13598.t1	SRDH2_8260.2, SRDH2_8260.1
OG0002710	FhHiC23_g12750.t1, FhHiC23_g12750.t2	SRDH2_1220.1
OG0002711	FhHiC23_g16295.t1	SRDH2_92170.3, SRDH2_92170.2, SRDH2_92170.1, SRDH2_92170.4
OG0002712	FhHiC23_g11761.t1	SRDH2_16390.1, SRDH2_16390.2
OG0002713	FhHiC23_g1161.t1	SRDH2_48540.1
OG0002714	FhHiC23_g903.t1, FhHiC23_g903.t3, FhHiC23_g903.t4, FhHiC23_g903.t2	SRDH2_79400.1, SRDH2_79400.2, SRDH2_79400.3, SRDH2_79400.4, SRDH2_79400.5
OG0002715	FhHiC23_g7836.t1	SRDH2_62180.1
OG0002716	FhHiC23_g8401.t5, FhHiC23_g8401.t1, FhHiC23_g8401.t2, FhHiC23_g8401.t3, FhHiC23_g8400.t1	SRDH2_68520.6, SRDH2_68520.4, SRDH2_68520.5, SRDH2_68520.2, SRDH2_68520.3, SRDH2_68520.1
OG0002717	FhHiC23_g16701.t1	SRDH2_93410.2, SRDH2_93410.5, SRDH2_93410.3, SRDH2_93410.4, SRDH2_93410.1
OG0002718	FhHiC23_g7558.t1, FhHiC23_g7558.t2	SRDH2_69580.3, SRDH2_69580.1, SRDH2_69580.2, SRDH2_69580.4
OG0002719	FhHiC23_g12882.t1	SRDH2_5780.1
OG0002720	FhHiC23_g12405.t1, FhHiC23_g12405.t2	SRDH2_5250.1, SRDH2_5250.2, SRDH2_5250.3, SRDH2_5250.4
OG0002721	FhHiC23_g9960.t1	SRDH2_98430.1, SRDH2_98430.2, SRDH2_98430.3
OG0002722	FhHiC23_g15381.t3, FhHiC23_g15381.t1, FhHiC23_g15381.t2	SRDH2_22460.1
OG0002723	FhHiC23_g3835.t2, FhHiC23_g3835.t1, FhHiC23_g9399.t1, FhHiC23_g4025.t1	SRDH2_83260.1
OG0002724	FhHiC23_g3709.t1, FhHiC23_g3709.t2	SRDH2_84130.1
OG0002725	FhHiC23_g12720.t1	SRDH2_4430.1, SRDH2_4430.4, SRDH2_4430.5, SRDH2_4430.6, SRDH2_4430.3, SRDH2_4430.2
OG0002726	FhHiC23_g5549.t1	SRDH2_31250.1, SRDH2_31250.2, SRDH2_31250.4, SRDH2_31250.5, SRDH2_31250.6, SRDH2_31250.7, SRDH2_31250.8, SRDH2_31250.3
OG0002727	FhHiC23_g2848.t1	SRDH2_75600.1, SRDH2_75600.2
OG0002728	FhHiC23_g11458.t1, FhHiC23_g11458.t2	SRDH2_8760.1
OG0002729	FhHiC23_g11456.t1, FhHiC23_g11456.t2	SRDH2_16670.1
OG0002730	FhHiC23_g3873.t1	SRDH2_83100.1, SRDH2_83100.2
OG0002731	FhHiC23_g236.t1	SRDH2_47110.1
OG0002732	FhHiC23_g6745.t1, FhHiC23_g6745.t2	SRDH2_68930.2, SRDH2_68930.3, SRDH2_68930.1, SRDH2_68930.5, SRDH2_68930.6, SRDH2_68930.4
OG0002733	FhHiC23_g9556.t1, FhHiC23_g9556.t2	SRDH2_24800.1
OG0002734	FhHiC23_g14321.t1	SRDH2_42610.1
OG0002735	FhHiC23_g4997.t1, FhHiC23_g4997.t2	SRDH2_31360.11, SRDH2_31360.2, SRDH2_31360.10, SRDH2_31360.9, SRDH2_31360.6, SRDH2_31360.4, SRDH2_31360.1, SRDH2_31360.3, SRDH2_31360.5, SRDH2_31360.7, SRDH2_31360.8
OG0002736	FhHiC23_g9751.t1, FhHiC23_g9751.t2	SRDH2_24770.1
OG0002737	FhHiC23_g14553.t1	SRDH2_34240.1
OG0002739	FhHiC23_g11062.t1	SRDH2_14730.1
OG0002740	FhHiC23_g5290.t1	SRDH2_39750.1, SRDH2_39750.2
OG0002741	FhHiC23_g11913.t1	SRDH2_17950.1, SRDH2_17950.2, SRDH2_17950.3, SRDH2_17950.4, SRDH2_17950.5
OG0002742	FhHiC23_g861.t1	SRDH2_74240.2, SRDH2_74240.1, SRDH2_74240.6, SRDH2_74240.3, SRDH2_74240.4, SRDH2_74240.5
OG0002743	FhHiC23_g13954.t1	SRDH2_42200.4, SRDH2_42200.5, SRDH2_42200.3, SRDH2_42200.1, SRDH2_42200.2
OG0002744	FhHiC23_g8099.t1, FhHiC23_g8099.t2	SRDH2_59180.3, SRDH2_59180.1, SRDH2_59180.2
OG0002745	FhHiC23_g16099.t1	SRDH2_95330.1
OG0002746	FhHiC23_g1018.t1, FhHiC23_g1018.t2	SRDH2_55190.1, SRDH2_55190.2, SRDH2_55190.3
OG0002747	FhHiC23_g6601.t1	SRDH2_26160.1
OG0002748	FhHiC23_g6050.t2, FhHiC23_g6050.t1	SRDH2_32820.1
OG0002749	FhHiC23_g2126.t1	SRDH2_48480.2, SRDH2_48480.1
OG0002750	FhHiC23_g1806.t1, FhHiC23_g1806.t2	SRDH2_47870.1, SRDH2_47870.2, SRDH2_47870.3
OG0002751	FhHiC23_g5643.t1, FhHiC23_g5643.t2	SRDH2_40050.1, SRDH2_40050.2, SRDH2_40050.3, SRDH2_40050.4
OG0002752	FhHiC23_g173.t1, FhHiC23_g173.t3, FhHiC23_g173.t2	SRDH2_72170.1
OG0002753	FhHiC23_g2296.t1, FhHiC23_g3684.t1, FhHiC23_g3684.t2, FhHiC23_g3684.t3	SRDH2_88320.1
OG0002754	FhHiC23_g15264.t1	SRDH2_16210.1
OG0002755	FhHiC23_g13372.t1	SRDH2_3940.1, SRDH2_3940.2
OG0002756	FhHiC23_g8329.t1, FhHiC23_g8329.t2	SRDH2_59730.1, SRDH2_59730.2, SRDH2_59730.3, SRDH2_59730.4
OG0002757	FhHiC23_g6094.t1	SRDH2_36700.1
OG0002758	FhHiC23_g12531.t1	SRDH2_5470.5, SRDH2_5470.1, SRDH2_5470.2, SRDH2_5470.3, SRDH2_5470.4
OG0002759	FhHiC23_g10171.t1, FhHiC23_g10171.t2	SRDH2_28570.2, SRDH2_28570.1, SRDH2_28570.3, SRDH2_28570.4
OG0002760	FhHiC23_g13345.t1, FhHiC23_g13344.t1	SRDH2_3640.1, SRDH2_3630.1, SRDH2_3630.2
OG0002761	FhHiC23_g12869.t1	SRDH2_6710.1
OG0002762	FhHiC23_g14415.t1, FhHiC23_g9848.t1, FhHiC23_g14416.t1, FhHiC23_g9848.t2	SRDH2_99090.1
OG0002763	FhHiC23_g2810.t1	SRDH2_80510.1
OG0002764	FhHiC23_g5618.t1	SRDH2_36910.1
OG0002765	FhHiC23_g6961.t1	SRDH2_71050.1
OG0002766	FhHiC23_g3373.t2, FhHiC23_g3373.t1	SRDH2_72640.1
OG0002767	FhHiC23_g1568.t1	SRDH2_50210.1
OG0002768	FhHiC23_g12945.t1, FhHiC23_g12947.t1	SRDH2_2280.1
OG0002769	FhHiC23_g9979.t1, FhHiC23_g9979.t2	SRDH2_26610.1
OG0002770	FhHiC23_g10899.t1	SRDH2_18490.1, SRDH2_18490.2, SRDH2_18490.3, SRDH2_18490.4, SRDH2_18490.5
OG0002771	FhHiC23_g5927.t1	SRDH2_35670.1
OG0002772	FhHiC23_g3999.t1, FhHiC23_g3999.t2, FhHiC23_g13542.t1	SRDH2_82900.3, SRDH2_82900.1, SRDH2_82900.4, SRDH2_82900.2
OG0002773	FhHiC23_g12535.t1, FhHiC23_g96.t1	SRDH2_16560.1, SRDH2_16560.2, SRDH2_65370.1
OG0002774	FhHiC23_g12296.t2, FhHiC23_g12296.t1, FhHiC23_g12297.t1	SRDH2_2800.1, SRDH2_2800.2
OG0002775	FhHiC23_g5967.t1	SRDH2_36020.1, SRDH2_36020.2, SRDH2_36020.3
OG0002776	FhHiC23_g466.t1	SRDH2_76480.1
OG0002777	FhHiC23_g213.t2, FhHiC23_g213.t1, FhHiC23_g213.t3	SRDH2_77950.2, SRDH2_77950.1, SRDH2_77950.3, SRDH2_77950.4
OG0002778	FhHiC23_g9030.t1	SRDH2_98960.7, SRDH2_98960.8, SRDH2_98960.9, SRDH2_98960.1, SRDH2_98960.5, SRDH2_98960.2, SRDH2_98960.4, SRDH2_98960.3, SRDH2_98960.6
OG0002779	FhHiC23_g6023.t1, FhHiC23_g6023.t2	SRDH2_35280.1
OG0002780	FhHiC23_g1323.t2, FhHiC23_g1323.t1, FhHiC23_g1323.t3	SRDH2_47980.2, SRDH2_47980.4, SRDH2_47980.1, SRDH2_47980.3
OG0002781	FhHiC23_g9281.t1, FhHiC23_g9281.t2	SRDH2_26990.1, SRDH2_26990.3, SRDH2_26990.2
OG0002782	FhHiC23_g2854.t1, FhHiC23_g2854.t2	SRDH2_80860.1
OG0002783	FhHiC23_g988.t1	SRDH2_55130.4, SRDH2_55130.3, SRDH2_55130.2, SRDH2_55130.1, SRDH2_55130.5
OG0002784	FhHiC23_g9254.t1, FhHiC23_g9254.t2	SRDH2_26620.1
OG0002785	FhHiC23_g1293.t1	SRDH2_74430.1
OG0002786	FhHiC23_g10908.t1, FhHiC23_g10908.t2	SRDH2_15220.1
OG0002787	FhHiC23_g10875.t1	SRDH2_7290.1, SRDH2_7300.3, SRDH2_7300.2, SRDH2_7300.1
OG0002788	FhHiC23_g13338.t1	SRDH2_11020.1
OG0002789	FhHiC23_g11643.t1, FhHiC23_g11643.t2	SRDH2_19260.1
OG0002790	FhHiC23_g2674.t1, FhHiC23_g2674.t2	SRDH2_78350.1, SRDH2_78360.1
OG0002791	FhHiC23_g13624.t1	SRDH2_102450.2, SRDH2_102450.4, SRDH2_102450.1, SRDH2_102450.3, SRDH2_2740.1
OG0002792	FhHiC23_g1003.t1, FhHiC23_g1003.t2	SRDH2_57450.1, SRDH2_57450.3, SRDH2_57450.2
OG0002794	FhHiC23_g9353.t1	SRDH2_97070.1
OG0002795	FhHiC23_g9270.t1	SRDH2_26910.2, SRDH2_26910.4, SRDH2_26910.5, SRDH2_26910.6, SRDH2_26910.1, SRDH2_26910.3
OG0002796	FhHiC23_g11419.t2, FhHiC23_g11419.t1	SRDH2_14460.1, SRDH2_14460.4, SRDH2_14460.2, SRDH2_14460.3, SRDH2_14460.5, SRDH2_14460.6
OG0002797	FhHiC23_g5916.t1	SRDH2_34010.1
OG0002798	FhHiC23_g10646.t1	SRDH2_76100.1
OG0002799	FhHiC23_g4275.t2, FhHiC23_g4275.t1	SRDH2_86660.1
OG0002800	FhHiC23_g3166.t1, FhHiC23_g3167.t1	SRDH2_81570.1, SRDH2_81570.6, SRDH2_81570.3, SRDH2_81570.5, SRDH2_81570.2, SRDH2_81570.4
OG0002801	FhHiC23_g12973.t1	SRDH2_4980.1, SRDH2_4980.2, SRDH2_4980.3
OG0002802	FhHiC23_g16412.t1	SRDH2_91910.2, SRDH2_91910.3, SRDH2_91910.1
OG0002803	FhHiC23_g6625.t1	SRDH2_27160.1
OG0002804	FhHiC23_g6245.t1	SRDH2_39420.4, SRDH2_39420.1, SRDH2_39420.3, SRDH2_39420.2, SRDH2_39420.5
OG0002805	FhHiC23_g1740.t1	SRDH2_57130.7, SRDH2_57130.1, SRDH2_57130.2, SRDH2_57130.4, SRDH2_57130.5, SRDH2_57130.6, SRDH2_57130.8, SRDH2_57130.3
OG0002806	FhHiC23_g289.t1	SRDH2_74830.1
OG0002807	FhHiC23_g15597.t1	SRDH2_20940.1
OG0002808	FhHiC23_g6784.t1	SRDH2_63650.3, SRDH2_63650.1, SRDH2_63650.2
OG0002809	FhHiC23_g3944.t1	SRDH2_83920.1
OG0002810	FhHiC23_g5357.t1, FhHiC23_g5357.t3, FhHiC23_g5357.t2	SRDH2_32380.1, SRDH2_32380.2, SRDH2_32380.3
OG0002811	FhHiC23_g15398.t1	SRDH2_22220.1
OG0002812	FhHiC23_g7327.t1, FhHiC23_g7327.t2	SRDH2_88740.1, SRDH2_88740.2
OG0002813	FhHiC23_g892.t1	SRDH2_79750.1, SRDH2_79750.2, SRDH2_79750.5, SRDH2_79750.6, SRDH2_79750.8, SRDH2_79750.10, SRDH2_79750.11, SRDH2_79750.3, SRDH2_79750.4, SRDH2_79750.7, SRDH2_79750.9
OG0002814	FhHiC23_g3679.t1, FhHiC23_g9054.t1	SRDH2_24080.1, SRDH2_24080.2, SRDH2_24080.3, SRDH2_24080.4, SRDH2_24080.5, SRDH2_24080.6, SRDH2_24080.7, SRDH2_24080.9, SRDH2_24080.8
OG0002815	FhHiC23_g7268.t1	SRDH2_65070.1, SRDH2_65090.1, SRDH2_65030.1
OG0002816	FhHiC23_g10623.t1	SRDH2_19980.1
OG0002817	FhHiC23_g5456.t1, FhHiC23_g5456.t2	SRDH2_37670.1
OG0002818	FhHiC23_g1648.t1	SRDH2_77240.1
OG0002819	FhHiC23_g8083.t2, FhHiC23_g8083.t1	SRDH2_70530.1, SRDH2_70530.2
OG0002820	FhHiC23_g2906.t1	SRDH2_76550.1
OG0002821	FhHiC23_g12502.t1	SRDH2_4340.1
OG0002822	FhHiC23_g13149.t1, FhHiC23_g13149.t2	SRDH2_10100.1, SRDH2_10100.2
OG0002823	FhHiC23_g15482.t1, FhHiC23_g15481.t1	SRDH2_15610.3, SRDH2_15610.1, SRDH2_15610.2
OG0002824	FhHiC23_g11589.t1, FhHiC23_g11589.t2	SRDH2_1960.2, SRDH2_1960.3, SRDH2_1960.1, SRDH2_1960.4, SRDH2_1960.5
OG0002825	FhHiC23_g973.t1	SRDH2_49450.1, SRDH2_49450.2
OG0002826	FhHiC23_g13881.t1	SRDH2_41020.1
OG0002827	FhHiC23_g9994.t1	SRDH2_27670.5, SRDH2_27670.1, SRDH2_27670.2, SRDH2_27670.3, SRDH2_27670.4
OG0002828	FhHiC23_g9939.t1	SRDH2_28490.1
OG0002829	FhHiC23_g4507.t1	SRDH2_62270.4, SRDH2_62270.5, SRDH2_62270.1, SRDH2_62270.3, SRDH2_62270.2
OG0002830	FhHiC23_g5.t1, FhHiC23_g6.t1, FhHiC23_g11247.t1, FhHiC23_g10057.t1, FhHiC23_g10057.t2, FhHiC23_g11246.t1	SRDH2_24040.1
OG0002831	FhHiC23_g15415.t1, FhHiC23_g15415.t3, FhHiC23_g15415.t2	SRDH2_16130.3, SRDH2_16130.4, SRDH2_16130.2, SRDH2_16130.1
OG0002832	FhHiC23_g4230.t1	SRDH2_83510.1, SRDH2_83510.2
OG0002833	FhHiC23_g2147.t1, FhHiC23_g2148.t1	SRDH2_58260.1
OG0002834	FhHiC23_g12327.t1, FhHiC23_g12327.t2	SRDH2_3660.1
OG0002835	FhHiC23_g4340.t1	SRDH2_94370.1, SRDH2_94370.3, SRDH2_94370.2
OG0002836	FhHiC23_g10331.t1	SRDH2_25990.1, SRDH2_25990.2
OG0002837	FhHiC23_g14951.t1	SRDH2_16140.1, SRDH2_16140.3, SRDH2_16140.4, SRDH2_16140.2, SRDH2_16140.5
OG0002838	FhHiC23_g11372.t1	SRDH2_13020.1
OG0002839	FhHiC23_g862.t2, FhHiC23_g862.t1, FhHiC23_g862.t3	SRDH2_74230.1
OG0002840	FhHiC23_g16576.t1, FhHiC23_g16576.t2	SRDH2_94140.4, SRDH2_94140.5, SRDH2_94140.1, SRDH2_94140.2, SRDH2_94140.3
OG0002841	FhHiC23_g1933.t3, FhHiC23_g1933.t1, FhHiC23_g1933.t2	SRDH2_51760.1
OG0002842	FhHiC23_g3213.t1, FhHiC23_g3213.t2	SRDH2_73940.1
OG0002843	FhHiC23_g10023.t1	SRDH2_26540.1
