Orthogroup	fasciola_hepatica	schistosoma_margrebowiei
OG0002676	FhHiC23_g8081.t1	SMRG1_69410.1, SMRG1_69410.2, SMRG1_69410.3, SMRG1_69410.4, SMRG1_69410.5
OG0002677	FhHiC23_g7983.t2, FhHiC23_g7983.t1, FhHiC23_g7983.t3	SMRG1_63070.1, SMRG1_63070.2
OG0002678	FhHiC23_g12439.t1	SMRG1_7210.1
OG0002679	FhHiC23_g2772.t1, FhHiC23_g2772.t3	SMRG1_81060.1
OG0002680	FhHiC23_g7046.t1	SMRG1_67870.1
OG0002681	FhHiC23_g9475.t2, FhHiC23_g9475.t1, FhHiC23_g9475.t3	SMRG1_27480.1
OG0002682	FhHiC23_g14981.t1	SMRG1_20410.1
OG0002683	FhHiC23_g9578.t1	SMRG1_95780.1, SMRG1_95780.2, SMRG1_95780.3
OG0002684	FhHiC23_g4135.t1	SMRG1_86640.1
OG0002685	FhHiC23_g11129.t1	SMRG1_15500.1, SMRG1_15490.1
OG0002686	FhHiC23_g718.t2, FhHiC23_g718.t1	SMRG1_54440.1
OG0002687	FhHiC23_g5159.t1, FhHiC23_g5159.t2	SMRG1_29370.1
OG0002688	FhHiC23_g4617.t1	SMRG1_25910.1
OG0002689	FhHiC23_g5241.t1	SMRG1_25940.1
OG0002690	FhHiC23_g13956.t1	SMRG1_41080.1, SMRG1_41080.2
OG0002691	FhHiC23_g3513.t1	SMRG1_84230.1
OG0002692	FhHiC23_g10644.t1	SMRG1_12830.1, SMRG1_12800.1
OG0002693	FhHiC23_g315.t3, FhHiC23_g315.t1, FhHiC23_g315.t2	SMRG1_48830.1, SMRG1_48860.1
OG0002694	FhHiC23_g16861.t2, FhHiC23_g9511.t2, FhHiC23_g16861.t1, FhHiC23_g9511.t1	SMRG1_94730.1
OG0002696	FhHiC23_g6563.t1	SMRG1_34010.1, SMRG1_34010.2
OG0002697	FhHiC23_g11524.t1	SMRG1_10450.1, SMRG1_10450.2, SMRG1_10450.3
OG0002698	FhHiC23_g12386.t1	SMRG1_2220.2, SMRG1_2220.3, SMRG1_2220.1
OG0002699	FhHiC23_g12428.t1	SMRG1_5080.1, SMRG1_5080.2
OG0002700	FhHiC23_g9012.t2, FhHiC23_g9012.t4, FhHiC23_g9012.t1, FhHiC23_g9012.t3	SMRG1_97730.2, SMRG1_97730.1
OG0002708	FhHiC23_g11736.t1	SMRG1_31370.1
OG0002709	FhHiC23_g13598.t1	SMRG1_7690.2, SMRG1_7690.1
OG0002710	FhHiC23_g12750.t1, FhHiC23_g12750.t2	SMRG1_730.1, SMRG1_730.2
OG0002711	FhHiC23_g16295.t1	SMRG1_91760.1
OG0002712	FhHiC23_g11761.t1	SMRG1_15470.1, SMRG1_15470.2
OG0002713	FhHiC23_g1161.t1	SMRG1_48400.1
OG0002714	FhHiC23_g903.t1, FhHiC23_g903.t3, FhHiC23_g903.t4, FhHiC23_g903.t2	SMRG1_78010.1
OG0002715	FhHiC23_g7836.t1	SMRG1_60180.1
OG0002716	FhHiC23_g8401.t5, FhHiC23_g8401.t1, FhHiC23_g8401.t2, FhHiC23_g8401.t3, FhHiC23_g8400.t1	SMRG1_68170.1
OG0002717	FhHiC23_g16701.t1	SMRG1_90450.1, SMRG1_90450.2
OG0002718	FhHiC23_g7558.t1, FhHiC23_g7558.t2	SMRG1_67190.1
OG0002719	FhHiC23_g12882.t1	SMRG1_5410.1, SMRG1_5410.2, SMRG1_5410.3, SMRG1_5410.4
OG0002720	FhHiC23_g12405.t1, FhHiC23_g12405.t2	SMRG1_4970.1
OG0002721	FhHiC23_g9960.t1	SMRG1_96370.1
OG0002722	FhHiC23_g15381.t3, FhHiC23_g15381.t1, FhHiC23_g15381.t2	SMRG1_21950.1, SMRG1_21950.2
OG0002723	FhHiC23_g3835.t2, FhHiC23_g3835.t1, FhHiC23_g9399.t1, FhHiC23_g4025.t1	SMRG1_81750.1, SMRG1_81750.2, SMRG1_81750.3, SMRG1_81750.4
OG0002724	FhHiC23_g3709.t1, FhHiC23_g3709.t2	SMRG1_82690.1
OG0002725	FhHiC23_g12720.t1	SMRG1_4210.4, SMRG1_4210.1, SMRG1_4210.2, SMRG1_4210.3, SMRG1_4210.5
OG0002726	FhHiC23_g5549.t1	SMRG1_30980.1
OG0002727	FhHiC23_g2848.t1	SMRG1_74380.1
OG0002728	FhHiC23_g11458.t1, FhHiC23_g11458.t2	SMRG1_8130.1
OG0002729	FhHiC23_g11456.t1, FhHiC23_g11456.t2	SMRG1_15740.1, SMRG1_15740.2, SMRG1_15740.4, SMRG1_15740.3, SMRG1_15740.5
OG0002730	FhHiC23_g3873.t1	SMRG1_81520.1, SMRG1_81520.2
OG0002731	FhHiC23_g236.t1	SMRG1_46900.2, SMRG1_46900.1, SMRG1_46900.3
OG0002732	FhHiC23_g6745.t1, FhHiC23_g6745.t2	SMRG1_67810.1
OG0002733	FhHiC23_g9556.t1, FhHiC23_g9556.t2	SMRG1_24430.4, SMRG1_24430.5, SMRG1_24430.1, SMRG1_24430.2, SMRG1_24430.3
OG0002734	FhHiC23_g14321.t1	SMRG1_42610.1, SMRG1_42610.2, SMRG1_42610.5, SMRG1_42610.3, SMRG1_42610.4, SMRG1_42610.6
OG0002735	FhHiC23_g4997.t1, FhHiC23_g4997.t2	SMRG1_31100.1, SMRG1_31100.2, SMRG1_31100.3
OG0002736	FhHiC23_g9751.t1, FhHiC23_g9751.t2	SMRG1_24390.1, SMRG1_24390.2
OG0002737	FhHiC23_g14553.t1	SMRG1_36730.3, SMRG1_36730.1, SMRG1_36730.2
OG0002739	FhHiC23_g11062.t1	SMRG1_12290.1, SMRG1_12290.2, SMRG1_12290.3, SMRG1_12290.5, SMRG1_12290.4
OG0002740	FhHiC23_g5290.t1	SMRG1_39620.1
OG0002741	FhHiC23_g11913.t1	SMRG1_17510.1, SMRG1_17510.2
OG0002742	FhHiC23_g861.t1	SMRG1_71780.1, SMRG1_71780.2
OG0002743	FhHiC23_g13954.t1	SMRG1_42140.1
OG0002744	FhHiC23_g8099.t1, FhHiC23_g8099.t2	SMRG1_58290.2, SMRG1_58290.3, SMRG1_58290.1, SMRG1_58290.4
OG0002745	FhHiC23_g16099.t1	SMRG1_93630.1, SMRG1_93630.3, SMRG1_93630.4, SMRG1_93630.5, SMRG1_93630.2
OG0002746	FhHiC23_g1018.t1, FhHiC23_g1018.t2	SMRG1_54790.1, SMRG1_54790.2, SMRG1_54790.3, SMRG1_54790.4
OG0002747	FhHiC23_g6601.t1	SMRG1_25820.1
OG0002748	FhHiC23_g6050.t2, FhHiC23_g6050.t1	SMRG1_35350.1
OG0002749	FhHiC23_g2126.t1	SMRG1_48340.1
OG0002750	FhHiC23_g1806.t1, FhHiC23_g1806.t2	SMRG1_47740.1
OG0002751	FhHiC23_g5643.t1, FhHiC23_g5643.t2	SMRG1_40010.1, SMRG1_40010.2, SMRG1_40010.3
OG0002752	FhHiC23_g173.t1, FhHiC23_g173.t3, FhHiC23_g173.t2	SMRG1_70900.1, SMRG1_70900.2, SMRG1_70900.3
OG0002753	FhHiC23_g2296.t1, FhHiC23_g3684.t1, FhHiC23_g3684.t2, FhHiC23_g3684.t3	SMRG1_86270.3, SMRG1_86270.1, SMRG1_86270.2
OG0002754	FhHiC23_g15264.t1	SMRG1_15200.4, SMRG1_15200.1, SMRG1_15200.3
OG0002755	FhHiC23_g13372.t1	SMRG1_3720.3, SMRG1_3720.4, SMRG1_3720.1, SMRG1_3720.2
OG0002756	FhHiC23_g8329.t1, FhHiC23_g8329.t2	SMRG1_58550.1
OG0002757	FhHiC23_g6094.t1	SMRG1_31880.1
OG0002758	FhHiC23_g12531.t1	SMRG1_5140.1, SMRG1_5140.2, SMRG1_5140.3
OG0002759	FhHiC23_g10171.t1, FhHiC23_g10171.t2	SMRG1_28300.6, SMRG1_28300.1, SMRG1_28300.2, SMRG1_28300.3, SMRG1_28300.4, SMRG1_28300.5
OG0002760	FhHiC23_g13345.t1, FhHiC23_g13344.t1	SMRG1_3440.1, SMRG1_3450.1
OG0002761	FhHiC23_g12869.t1	SMRG1_6060.2, SMRG1_6060.1, SMRG1_6060.3
OG0002762	FhHiC23_g14415.t1, FhHiC23_g9848.t1, FhHiC23_g14416.t1, FhHiC23_g9848.t2	SMRG1_96980.1
OG0002763	FhHiC23_g2810.t1	SMRG1_79040.1
OG0002764	FhHiC23_g5618.t1	SMRG1_31670.1
OG0002765	FhHiC23_g6961.t1	SMRG1_69030.1, SMRG1_69030.2
OG0002766	FhHiC23_g3373.t2, FhHiC23_g3373.t1	SMRG1_73650.1, SMRG1_73650.2
OG0002767	FhHiC23_g1568.t1	SMRG1_50140.1, SMRG1_50140.2, SMRG1_50140.3
OG0002768	FhHiC23_g12945.t1, FhHiC23_g12947.t1	SMRG1_2030.1
OG0002769	FhHiC23_g9979.t1, FhHiC23_g9979.t2	SMRG1_26260.1
OG0002770	FhHiC23_g10899.t1	SMRG1_17020.1
OG0002771	FhHiC23_g5927.t1	SMRG1_33770.4, SMRG1_33770.3, SMRG1_33770.1, SMRG1_33770.2
OG0002772	FhHiC23_g3999.t1, FhHiC23_g3999.t2, FhHiC23_g13542.t1	SMRG1_81360.1
OG0002773	FhHiC23_g12535.t1, FhHiC23_g96.t1	SMRG1_15620.1, SMRG1_15620.2
OG0002774	FhHiC23_g12296.t2, FhHiC23_g12296.t1, FhHiC23_g12297.t1	SMRG1_2560.1
OG0002775	FhHiC23_g5967.t1	SMRG1_34130.1, SMRG1_34130.2, SMRG1_34130.3
OG0002776	FhHiC23_g466.t1	SMRG1_75250.1, SMRG1_75250.2
OG0002777	FhHiC23_g213.t2, FhHiC23_g213.t1, FhHiC23_g213.t3	SMRG1_76660.1
OG0002778	FhHiC23_g9030.t1	SMRG1_96860.1
OG0002779	FhHiC23_g6023.t1, FhHiC23_g6023.t2	SMRG1_33370.1, SMRG1_36870.1, SMRG1_36870.2, SMRG1_36880.1
OG0002780	FhHiC23_g1323.t2, FhHiC23_g1323.t1, FhHiC23_g1323.t3	SMRG1_47860.2, SMRG1_47860.1
OG0002781	FhHiC23_g9281.t1, FhHiC23_g9281.t2	SMRG1_26680.1
OG0002782	FhHiC23_g2854.t1, FhHiC23_g2854.t2	SMRG1_79370.1, SMRG1_79370.2
OG0002783	FhHiC23_g988.t1	SMRG1_54750.3, SMRG1_54750.1, SMRG1_54750.2
OG0002784	FhHiC23_g9254.t1, FhHiC23_g9254.t2	SMRG1_26270.1
OG0002785	FhHiC23_g1293.t1	SMRG1_71950.1
OG0002786	FhHiC23_g10908.t1, FhHiC23_g10908.t2	SMRG1_12760.3, SMRG1_12760.1, SMRG1_12760.2
OG0002787	FhHiC23_g10875.t1	SMRG1_6900.2, SMRG1_6900.1, SMRG1_6900.3, SMRG1_6900.4, SMRG1_6900.5
OG0002788	FhHiC23_g13338.t1	SMRG1_10350.1, SMRG1_10370.1
OG0002789	FhHiC23_g11643.t1, FhHiC23_g11643.t2	SMRG1_16190.1, SMRG1_16190.2, SMRG1_16190.3
OG0002790	FhHiC23_g2674.t1, FhHiC23_g2674.t2	SMRG1_77020.1, SMRG1_77020.2
OG0002791	FhHiC23_g13624.t1	SMRG1_2370.1
OG0002792	FhHiC23_g1003.t1, FhHiC23_g1003.t2	SMRG1_56310.2, SMRG1_56310.1
OG0002793	FhHiC23_g11117.t1, FhHiC23_g11117.t2	SMRG1_10990.2, SMRG1_10990.6, SMRG1_10990.3, SMRG1_10990.4, SMRG1_10990.5, SMRG1_10990.1, SMRG1_10990.7
OG0002794	FhHiC23_g9353.t1	SMRG1_95070.1, SMRG1_95070.2
OG0002795	FhHiC23_g9270.t1	SMRG1_26540.4, SMRG1_26540.1, SMRG1_26540.2, SMRG1_26540.3
OG0002796	FhHiC23_g11419.t2, FhHiC23_g11419.t1	SMRG1_12050.1
OG0002797	FhHiC23_g5916.t1	SMRG1_36500.1
OG0002798	FhHiC23_g10646.t1	SMRG1_74880.1, SMRG1_74880.4, SMRG1_74880.2, SMRG1_74880.3
OG0002799	FhHiC23_g4275.t2, FhHiC23_g4275.t1	SMRG1_84830.1
OG0002800	FhHiC23_g3166.t1, FhHiC23_g3167.t1	SMRG1_80030.1
OG0002801	FhHiC23_g12973.t1	SMRG1_4730.1, SMRG1_4730.2, SMRG1_4730.3
OG0002802	FhHiC23_g16412.t1	SMRG1_92010.1, SMRG1_92010.2
OG0002803	FhHiC23_g6625.t1	SMRG1_26940.2, SMRG1_26940.1, SMRG1_26940.3
OG0002804	FhHiC23_g6245.t1	SMRG1_39350.1
OG0002805	FhHiC23_g1740.t1	SMRG1_56660.1
OG0002806	FhHiC23_g289.t1	SMRG1_72380.1, SMRG1_72380.2
OG0002807	FhHiC23_g15597.t1	SMRG1_19920.4, SMRG1_19920.2, SMRG1_19920.1, SMRG1_19920.3
OG0002808	FhHiC23_g6784.t1	SMRG1_62640.1
OG0002809	FhHiC23_g3944.t1	SMRG1_82500.1, SMRG1_97830.1, SMRG1_97830.2
OG0002810	FhHiC23_g5357.t1, FhHiC23_g5357.t3, FhHiC23_g5357.t2	SMRG1_34860.1
OG0002811	FhHiC23_g15398.t1	SMRG1_21710.6, SMRG1_21710.2, SMRG1_21710.1, SMRG1_21710.4, SMRG1_21710.3, SMRG1_21710.5, SMRG1_21710.7, SMRG1_21710.8
OG0002812	FhHiC23_g7327.t1, FhHiC23_g7327.t2	SMRG1_86810.1
OG0002813	FhHiC23_g892.t1	SMRG1_78320.1, SMRG1_78320.2, SMRG1_78320.3
OG0002814	FhHiC23_g3679.t1, FhHiC23_g9054.t1	SMRG1_23670.1, SMRG1_23670.2, SMRG1_23670.5, SMRG1_23670.3, SMRG1_23670.4
OG0002815	FhHiC23_g7268.t1	SMRG1_64000.1, SMRG1_64010.1, SMRG1_64010.2
OG0002816	FhHiC23_g10623.t1	SMRG1_19040.1, SMRG1_19040.2, SMRG1_19040.3, SMRG1_19040.4
OG0002817	FhHiC23_g5456.t1, FhHiC23_g5456.t2	SMRG1_37390.1
OG0002818	FhHiC23_g1648.t1	SMRG1_75980.1, SMRG1_75980.2
OG0002819	FhHiC23_g8083.t2, FhHiC23_g8083.t1	SMRG1_69380.1, SMRG1_69380.2
OG0002820	FhHiC23_g2906.t1	SMRG1_75340.1
OG0002821	FhHiC23_g12502.t1	SMRG1_4100.1
OG0002822	FhHiC23_g13149.t1, FhHiC23_g13149.t2	SMRG1_9400.1
OG0002823	FhHiC23_g15482.t1, FhHiC23_g15481.t1	SMRG1_14550.1
OG0002824	FhHiC23_g11589.t1, FhHiC23_g11589.t2	SMRG1_1730.1, SMRG1_1730.2, SMRG1_1730.3, SMRG1_1730.4, SMRG1_1730.5, SMRG1_1730.6
OG0002825	FhHiC23_g973.t1	SMRG1_49360.1
OG0002826	FhHiC23_g13881.t1	SMRG1_41010.1
OG0002827	FhHiC23_g9994.t1	SMRG1_27370.2, SMRG1_27370.3, SMRG1_27370.1
OG0002828	FhHiC23_g9939.t1	SMRG1_28210.1, SMRG1_28220.1
OG0002829	FhHiC23_g4507.t1	SMRG1_60080.1, SMRG1_60080.2
OG0002830	FhHiC23_g5.t1, FhHiC23_g6.t1, FhHiC23_g11247.t1, FhHiC23_g10057.t1, FhHiC23_g10057.t2, FhHiC23_g11246.t1	SMRG1_23570.3, SMRG1_23570.1, SMRG1_23570.2, SMRG1_23570.4
OG0002831	FhHiC23_g15415.t1, FhHiC23_g15415.t3, FhHiC23_g15415.t2	SMRG1_15130.1
OG0002832	FhHiC23_g4230.t1	SMRG1_82150.1, SMRG1_82150.2
OG0002833	FhHiC23_g2147.t1, FhHiC23_g2148.t1	SMRG1_57320.1, SMRG1_57320.2, SMRG1_57320.3, SMRG1_57320.4
OG0002834	FhHiC23_g12327.t1, FhHiC23_g12327.t2	SMRG1_3470.1, SMRG1_3470.2
OG0002835	FhHiC23_g4340.t1	SMRG1_92700.1, SMRG1_92700.2
OG0002836	FhHiC23_g10331.t1	SMRG1_25680.1, SMRG1_25680.4, SMRG1_25680.2, SMRG1_25680.3
OG0002837	FhHiC23_g14951.t1	SMRG1_15140.2, SMRG1_15140.1, SMRG1_15140.3, SMRG1_15140.4
OG0002838	FhHiC23_g11372.t1	SMRG1_13320.2, SMRG1_13320.1, SMRG1_13320.5, SMRG1_13320.3, SMRG1_13320.4
OG0002839	FhHiC23_g862.t2, FhHiC23_g862.t1, FhHiC23_g862.t3	SMRG1_71750.1, SMRG1_71750.2, SMRG1_71750.3
OG0002840	FhHiC23_g16576.t1, FhHiC23_g16576.t2	SMRG1_92460.1, SMRG1_92460.2, SMRG1_92460.3, SMRG1_92460.4
OG0002841	FhHiC23_g1933.t3, FhHiC23_g1933.t1, FhHiC23_g1933.t2	SMRG1_51400.1
OG0002842	FhHiC23_g3213.t1, FhHiC23_g3213.t2	SMRG1_71500.4, SMRG1_71500.2, SMRG1_71500.3, SMRG1_71500.1, SMRG1_71500.5
OG0002843	FhHiC23_g10023.t1	SMRG1_26180.2, SMRG1_26180.1, SMRG1_26180.3
OG0002844	FhHiC23_g8403.t1	SMRG1_68150.3, SMRG1_68150.1, SMRG1_68150.4, SMRG1_68150.2
OG0002845	FhHiC23_g11184.t1	SMRG1_10580.1, SMRG1_10590.1, SMRG1_10590.2
OG0002846	FhHiC23_g15450.t1, FhHiC23_g15449.t1	SMRG1_19240.1, SMRG1_19240.2, SMRG1_19240.3
OG0002847	FhHiC23_g8394.t2, FhHiC23_g8394.t1	SMRG1_58300.1
OG0002848	FhHiC23_g8555.t1, FhHiC23_g8555.t2, FhHiC23_g8219.t1	SMRG1_59520.2, SMRG1_59520.1, SMRG1_59520.3, SMRG1_59530.1
OG0002849	FhHiC23_g15206.t2, FhHiC23_g15206.t1	SMRG1_13120.1, SMRG1_13150.1
OG0002850	FhHiC23_g7640.t3, FhHiC23_g7640.t4, FhHiC23_g7640.t2, FhHiC23_g10503.t1, FhHiC23_g7640.t1	SMRG1_65430.1
OG0002851	FhHiC23_g16536.t1, FhHiC23_g16534.t1, FhHiC23_g16535.t1	SMRG1_90810.1
OG0002852	FhHiC23_g15406.t1	SMRG1_13230.1
OG0002853	FhHiC23_g609.t1	SMRG1_73810.1, SMRG1_73810.2
OG0002854	FhHiC23_g4863.t1	SMRG1_34620.1, SMRG1_34620.2
OG0002855	FhHiC23_g11125.t1	SMRG1_17850.2, SMRG1_17850.1, SMRG1_17850.3
OG0002856	FhHiC23_g934.t1	SMRG1_53980.1
OG0002857	FhHiC23_g8154.t1	SMRG1_63690.1, SMRG1_63690.2, SMRG1_63690.3
OG0002858	FhHiC23_g10984.t1	SMRG1_9560.1
OG0002859	FhHiC23_g7306.t1, FhHiC23_g7306.t2, FhHiC23_g7306.t3	SMRG1_63310.1, SMRG1_63310.3, SMRG1_63310.2, SMRG1_63310.4
OG0002860	FhHiC23_g605.t1	SMRG1_77950.1, SMRG1_77950.2
OG0002861	FhHiC23_g15918.t1, FhHiC23_g15919.t2, FhHiC23_g15919.t1	SMRG1_89080.1, SMRG1_89080.2
OG0002862	FhHiC23_g7122.t1, FhHiC23_g7123.t1	SMRG1_65810.2, SMRG1_65810.4, SMRG1_65810.1, SMRG1_65810.3
OG0002863	FhHiC23_g11831.t1	SMRG1_17630.1, SMRG1_17620.1
OG0002864	FhHiC23_g721.t1	SMRG1_54390.1
OG0002865	FhHiC23_g13333.t1	SMRG1_10310.1
OG0002866	FhHiC23_g6481.t2, FhHiC23_g6481.t1	SMRG1_35890.1
OG0002867	FhHiC23_g12961.t1, FhHiC23_g12961.t2	SMRG1_3640.1, SMRG1_3640.2
OG0002868	FhHiC23_g15922.t1	SMRG1_88160.1, SMRG1_88160.2
OG0002869	FhHiC23_g12118.t1	SMRG1_1830.1, SMRG1_1830.2, SMRG1_1830.3
OG0002870	FhHiC23_g726.t1, FhHiC23_g726.t2	SMRG1_48160.3, SMRG1_48160.1, SMRG1_48160.2
OG0002871	FhHiC23_g14625.t1	SMRG1_45310.2, SMRG1_45310.3, SMRG1_45310.1
OG0002872	FhHiC23_g2022.t1	SMRG1_50280.1
OG0002873	FhHiC23_g16851.t1	SMRG1_93030.1
OG0002874	FhHiC23_g5390.t2, FhHiC23_g5390.t1	SMRG1_39660.1, SMRG1_39690.1
OG0002875	FhHiC23_g2011.t3, FhHiC23_g2011.t1, FhHiC23_g2011.t2	SMRG1_51740.1
OG0002876	FhHiC23_g188.t1, FhHiC23_g188.t2	SMRG1_72320.1
OG0002877	FhHiC23_g8089.t1, FhHiC23_g8090.t1	SMRG1_60130.1
OG0002878	FhHiC23_g7204.t1	SMRG1_64430.2, SMRG1_64430.8, SMRG1_64430.5, SMRG1_64430.3, SMRG1_64430.4, SMRG1_64430.7, SMRG1_64430.1, SMRG1_64430.6
OG0002879	FhHiC23_g11232.t1, FhHiC23_g11233.t1, FhHiC23_g11232.t2	SMRG1_17100.1
OG0002880	FhHiC23_g14996.t1	SMRG1_21650.1
OG0002881	FhHiC23_g7583.t1	SMRG1_61650.1
OG0002882	FhHiC23_g11897.t1, FhHiC23_g11898.t1	SMRG1_16720.1, SMRG1_16710.1
OG0002883	FhHiC23_g85.t1, FhHiC23_g85.t2	SMRG1_51840.1, SMRG1_51840.2
OG0002884	FhHiC23_g7133.t1	SMRG1_65640.2, SMRG1_65640.4, SMRG1_65640.3, SMRG1_65640.1
OG0002885	FhHiC23_g1946.t1, FhHiC23_g1946.t2	SMRG1_47450.1, SMRG1_47450.4, SMRG1_47450.2, SMRG1_47450.3
OG0002886	FhHiC23_g768.t1, FhHiC23_g768.t2	SMRG1_75010.2, SMRG1_75010.3, SMRG1_75010.1, SMRG1_75010.4
OG0002889	FhHiC23_g3622.t1	SMRG1_82870.4, SMRG1_82870.1, SMRG1_82870.2, SMRG1_82870.5, SMRG1_82870.3
OG0002890	FhHiC23_g5088.t2	SMRG1_27820.1, SMRG1_27820.2
OG0002902	FhHiC23_g5846.t1	SMRG1_39380.2, SMRG1_39380.1, SMRG1_39380.3
OG0002903	FhHiC23_g2976.t1	SMRG1_71450.1
OG0002904	FhHiC23_g15693.t2, FhHiC23_g15693.t1	SMRG1_21890.1
OG0002905	FhHiC23_g7418.t1	SMRG1_66920.1
OG0002906	FhHiC23_g5701.t1	SMRG1_29140.1, SMRG1_29140.2, SMRG1_29140.3, SMRG1_29140.4
OG0002907	FhHiC23_g12903.t1	SMRG1_5170.1, SMRG1_5170.2
OG0002908	FhHiC23_g6811.t1	SMRG1_69420.1
OG0002909	FhHiC23_g4201.t2, FhHiC23_g4201.t1	SMRG1_82110.1
OG0002910	FhHiC23_g15159.t1	SMRG1_16460.1
OG0002911	FhHiC23_g15581.t1	SMRG1_14490.1
OG0002912	FhHiC23_g7643.t1, FhHiC23_g7643.t2	SMRG1_65420.1
OG0002913	FhHiC23_g13543.t1, FhHiC23_g13543.t2	SMRG1_9740.1
OG0002914	FhHiC23_g11692.t1, FhHiC23_g11692.t2, FhHiC23_g11691.t1	SMRG1_15990.1
OG0002915	FhHiC23_g2463.t1	SMRG1_77980.1, SMRG1_77980.2, SMRG1_77980.3, SMRG1_77980.4, SMRG1_77980.6, SMRG1_77980.5
OG0002916	FhHiC23_g11297.t1	SMRG1_17570.1, SMRG1_17570.2
OG0002917	FhHiC23_g10294.t1	SMRG1_23060.1, SMRG1_23060.2
OG0002918	FhHiC23_g4251.t1, FhHiC23_g4251.t2	SMRG1_82120.1, SMRG1_82120.2
OG0002919	FhHiC23_g16321.t1, FhHiC23_g16322.t1, FhHiC23_g16322.t2, FhHiC23_g16322.t3, FhHiC23_g16322.t4	SMRG1_87050.1, SMRG1_87050.2
OG0002920	FhHiC23_g14659.t1	SMRG1_43250.1, SMRG1_43260.1
OG0002921	FhHiC23_g9310.t1, FhHiC23_g9310.t2	SMRG1_96350.1
OG0002922	FhHiC23_g2670.t1	SMRG1_77030.1
OG0002923	FhHiC23_g7030.t1	SMRG1_59960.1
OG0002924	FhHiC23_g12432.t1, FhHiC23_g12432.t2	SMRG1_11360.1
OG0002925	FhHiC23_g11417.t2, FhHiC23_g11417.t1	SMRG1_12080.1
OG0002926	FhHiC23_g5229.t1, FhHiC23_g5230.t1, FhHiC23_g5229.t2	SMRG1_32530.1, SMRG1_32530.2
OG0002927	FhHiC23_g13552.t1, FhHiC23_g13556.t1	SMRG1_9250.1
OG0002928	FhHiC23_g2285.t2, FhHiC23_g2285.t1	SMRG1_75590.1
OG0002929	FhHiC23_g15576.t1, FhHiC23_g15576.t2	SMRG1_21410.2, SMRG1_21410.3, SMRG1_21410.1
OG0002930	FhHiC23_g6393.t1	SMRG1_40720.1, SMRG1_40720.2, SMRG1_40720.3
OG0002931	FhHiC23_g11585.t1, FhHiC23_g11585.t2	SMRG1_1740.1, SMRG1_1740.2
OG0002932	FhHiC23_g14086.t1	SMRG1_45200.1, SMRG1_45190.1
OG0002933	FhHiC23_g5904.t1, FhHiC23_g5904.t2	SMRG1_40410.1, SMRG1_40420.1
OG0002934	FhHiC23_g9846.t1, FhHiC23_g9846.t2	SMRG1_94510.3, SMRG1_94510.1, SMRG1_94510.2
OG0002935	FhHiC23_g7662.t2, FhHiC23_g7662.t1	SMRG1_55860.1, SMRG1_66390.1
OG0002936	FhHiC23_g350.t1	SMRG1_47390.1, SMRG1_47390.2
OG0002937	FhHiC23_g4800.t1	SMRG1_38930.1, SMRG1_38930.2
OG0002938	FhHiC23_g3011.t1	SMRG1_79540.1
OG0002939	FhHiC23_g11874.t1, FhHiC23_g11874.t2	SMRG1_12640.1, SMRG1_12640.2, SMRG1_12640.3, SMRG1_12640.4
OG0002940	FhHiC23_g1955.t1, FhHiC23_g1955.t4, FhHiC23_g1955.t3	SMRG1_48670.1
OG0002941	FhHiC23_g1969.t1	SMRG1_55580.1, SMRG1_55590.1
OG0002942	FhHiC23_g3045.t1	SMRG1_78880.1, SMRG1_78860.1
OG0002943	FhHiC23_g3043.t1	SMRG1_78900.1, SMRG1_78900.2
OG0002944	FhHiC23_g11914.t1	SMRG1_17520.1
OG0002945	FhHiC23_g2876.t1	SMRG1_78280.1, SMRG1_78280.2
OG0002946	FhHiC23_g10625.t1, FhHiC23_g11192.t1, FhHiC23_g14924.t1, FhHiC23_g11571.t1, FhHiC23_g11571.t2	SMRG1_16300.1, SMRG1_16300.2
OG0002947	FhHiC23_g16445.t3, FhHiC23_g16445.t1, FhHiC23_g16445.t2	SMRG1_90600.1, SMRG1_90600.2, SMRG1_90600.3
OG0002948	FhHiC23_g7907.t1, FhHiC23_g7907.t2	SMRG1_60210.4, SMRG1_60210.1, SMRG1_60210.2, SMRG1_60210.3
OG0002949	FhHiC23_g6272.t1, FhHiC23_g6272.t2	SMRG1_34150.1, SMRG1_34150.2
OG0002950	FhHiC23_g1361.t1	SMRG1_70770.1
OG0002951	FhHiC23_g5346.t1	SMRG1_37930.1
OG0002952	FhHiC23_g752.t1, FhHiC23_g752.t2	SMRG1_51110.1, SMRG1_51120.1
OG0002953	FhHiC23_g12035.t1	SMRG1_3190.3, SMRG1_3190.1, SMRG1_3190.2, SMRG1_3190.4
OG0002954	FhHiC23_g7064.t1, FhHiC23_g7064.t2	SMRG1_60770.1, SMRG1_60770.2, SMRG1_60770.3
OG0002955	FhHiC23_g2790.t1, FhHiC23_g2789.t1	SMRG1_74340.1, SMRG1_74340.3, SMRG1_74340.2
OG0002956	FhHiC23_g9232.t2, FhHiC23_g9232.t1	SMRG1_96100.3, SMRG1_96100.2, SMRG1_96100.1
OG0002957	FhHiC23_g167.t1	SMRG1_70880.1, SMRG1_70880.2
OG0002958	FhHiC23_g7660.t1	SMRG1_67400.1
OG0002959	FhHiC23_g16027.t1	SMRG1_88140.1, SMRG1_88140.2, SMRG1_88140.3, SMRG1_88140.4
