Orthogroup	fasciola_gigantica	schistosoma_spindale
OG0002953	FGIG_02725, FGIG_07191	SSPN1_3190.1, SSPN1_3190.4, SSPN1_3190.2, SSPN1_3190.3
OG0002954	FGIG_02727	SSPN1_64220.1
OG0002955	FGIG_02756	SSPN1_70870.1
OG0002956	FGIG_06169, FGIG_06167, FGIG_06168, FGIG_02797	SSPN1_91260.1
OG0002957	FGIG_02858	SSPN1_67510.1
OG0002958	FGIG_02869	SSPN1_57980.1, SSPN1_57980.2, SSPN1_57980.3
OG0002959	FGIG_02906	SSPN1_83990.1, SSPN1_83990.2, SSPN1_83990.3
OG0002960	FGIG_02937	SSPN1_47110.1
OG0002961	FGIG_02939	SSPN1_11980.1
OG0002962	FGIG_02969	SSPN1_58390.1, SSPN1_58390.2, SSPN1_58390.3, SSPN1_58390.4
OG0002963	FGIG_02993	SSPN1_18420.1, SSPN1_18420.2
OG0002964	FGIG_03178	SSPN1_24170.1, SSPN1_24160.1
OG0002965	FGIG_03233	SSPN1_89000.6, SSPN1_89000.2, SSPN1_89000.5, SSPN1_89000.4, SSPN1_89000.3, SSPN1_89000.7, SSPN1_89000.1
OG0002966	FGIG_03240	SSPN1_42490.1
OG0002967	FGIG_03409	SSPN1_63110.1
OG0002968	FGIG_03437, FGIG_03436	SSPN1_12190.1
OG0002969	FGIG_09365, FGIG_10961	SSPN1_51010.1
OG0002970	FGIG_03956	SSPN1_20530.1
OG0002971	FGIG_03967	SSPN1_61160.3, SSPN1_61160.1, SSPN1_61160.2
OG0002972	FGIG_04052	SSPN1_62460.1
OG0002973	FGIG_04067	SSPN1_46930.1
OG0002974	FGIG_04073, FGIG_04075	SSPN1_38360.1
OG0002975	FGIG_04094	SSPN1_32700.1
OG0002976	FGIG_04253	SSPN1_60670.1
OG0002977	FGIG_04273	SSPN1_7930.1
OG0002979	FGIG_04465, FGIG_04464	SSPN1_9790.4, SSPN1_9790.5, SSPN1_9790.6, SSPN1_9790.3, SSPN1_9790.1, SSPN1_9790.2
OG0002980	FGIG_04471	SSPN1_28230.1
OG0002981	FGIG_04544	SSPN1_72360.1
OG0002982	FGIG_04550	SSPN1_51920.1, SSPN1_51920.2
OG0002983	FGIG_04578	SSPN1_23710.1
OG0002984	FGIG_04581	SSPN1_17360.1
OG0002985	FGIG_04617	SSPN1_2110.2, SSPN1_2110.1
OG0002986	FGIG_04702, FGIG_04701, FGIG_10984, FGIG_10983	SSPN1_20430.1
OG0002988	FGIG_04757, FGIG_04758	SSPN1_89490.1
OG0002989	FGIG_04844	SSPN1_47810.1
OG0002990	FGIG_05026	SSPN1_77780.1, SSPN1_77780.2
OG0002991	FGIG_05049	SSPN1_38870.1
OG0002992	FGIG_08339, FGIG_05098	SSPN1_73060.1
OG0002993	FGIG_06818, FGIG_05143	SSPN1_80890.1
OG0002994	FGIG_05172, FGIG_10596	SSPN1_12170.1, SSPN1_12170.2
OG0002995	FGIG_05238, FGIG_05700, FGIG_05702	SSPN1_87010.1
OG0002996	FGIG_05248	SSPN1_15720.8, SSPN1_15720.7, SSPN1_15720.2, SSPN1_15720.3, SSPN1_15720.6, SSPN1_15720.9, SSPN1_15720.1, SSPN1_15720.4, SSPN1_15720.5
OG0002997	FGIG_05258	SSPN1_36550.1
OG0002998	FGIG_05264	SSPN1_43110.1
OG0002999	FGIG_05459, FGIG_05458	SSPN1_63830.1
OG0003000	FGIG_05550, FGIG_11718	SSPN1_25950.1
OG0003001	FGIG_05567, FGIG_05566, FGIG_05568	SSPN1_25900.1
OG0003002	FGIG_05627	SSPN1_12440.1
OG0003003	FGIG_05718	SSPN1_90220.2, SSPN1_90220.3, SSPN1_90220.4, SSPN1_90220.1
OG0003004	FGIG_05746	SSPN1_72270.1
OG0003005	FGIG_05768	SSPN1_52210.1
OG0003006	FGIG_12572, FGIG_05890	SSPN1_82420.1
OG0003007	FGIG_05943	SSPN1_63080.1
OG0003008	FGIG_05946	SSPN1_38800.3, SSPN1_38800.1, SSPN1_38800.4, SSPN1_38800.2
OG0003009	FGIG_05963	SSPN1_6460.1
OG0003010	FGIG_05969, FGIG_07856	SSPN1_68030.1, SSPN1_68030.2
OG0003011	FGIG_05999, FGIG_06000	SSPN1_29270.1
OG0003012	FGIG_06004	SSPN1_62630.1, SSPN1_62630.2
OG0003013	FGIG_06062	SSPN1_75340.1
OG0003014	FGIG_06089	SSPN1_81120.1, SSPN1_81120.2
OG0003015	FGIG_06212	SSPN1_42000.1, SSPN1_42000.2
OG0003016	FGIG_06238	SSPN1_72730.1, SSPN1_72730.2, SSPN1_72730.3
OG0003017	FGIG_06260	SSPN1_48670.1, SSPN1_48670.2, SSPN1_48670.3, SSPN1_48670.4
OG0003018	FGIG_06279, FGIG_06278	SSPN1_91050.1
OG0003019	FGIG_06334	SSPN1_71770.1
OG0003020	FGIG_06382, FGIG_06381	SSPN1_27700.1, SSPN1_27700.2, SSPN1_27700.3
OG0003021	FGIG_06534, FGIG_06533, FGIG_12647	SSPN1_81140.1
OG0003022	FGIG_06594	SSPN1_23930.1, SSPN1_23930.3, SSPN1_23930.2
OG0003023	FGIG_06597	SSPN1_81060.1
OG0003024	FGIG_06988	SSPN1_74910.1, SSPN1_74910.2
OG0003025	FGIG_07082	SSPN1_33960.2, SSPN1_33960.1
OG0003026	FGIG_07133	SSPN1_37730.1, SSPN1_37730.2
OG0003027	FGIG_07139, FGIG_07140	SSPN1_14030.1
OG0003028	FGIG_07143	SSPN1_93280.1, SSPN1_20830.2, SSPN1_93270.1, SSPN1_20830.3, SSPN1_20830.1
OG0003029	FGIG_07244	SSPN1_78950.1, SSPN1_78950.2
OG0003030	FGIG_07269	SSPN1_12400.1, SSPN1_12400.2
OG0003031	FGIG_07278, FGIG_12471	SSPN1_60040.1, SSPN1_60040.2, SSPN1_60040.3, SSPN1_60040.4
OG0003032	FGIG_07540	SSPN1_56970.1, SSPN1_56970.2, SSPN1_56970.3, SSPN1_56970.4
OG0003033	FGIG_07592	SSPN1_45320.1
OG0003034	FGIG_07751	SSPN1_79350.1, SSPN1_79350.2, SSPN1_79350.3
OG0003036	FGIG_07780	SSPN1_81220.1
OG0003037	FGIG_07808	SSPN1_76550.1
OG0003038	FGIG_07992	SSPN1_50430.1, SSPN1_50430.2
OG0003039	FGIG_08048	SSPN1_44490.3, SSPN1_44490.2, SSPN1_44490.1
OG0003040	FGIG_08190	SSPN1_28970.1, SSPN1_28970.3, SSPN1_28970.4, SSPN1_28970.2, SSPN1_28970.5
OG0003041	FGIG_08407	SSPN1_38010.1
OG0003042	FGIG_08421	SSPN1_39580.1
OG0003043	FGIG_11366, FGIG_08443, FGIG_11401	SSPN1_46330.3, SSPN1_46330.1, SSPN1_46330.2
OG0003044	FGIG_08468	SSPN1_7750.1, SSPN1_7750.2
OG0003045	FGIG_08522	SSPN1_49910.1
OG0003046	FGIG_08523	SSPN1_49920.1, SSPN1_49920.2
OG0003047	FGIG_08578	SSPN1_17510.1, SSPN1_17510.2, SSPN1_17510.4, SSPN1_17510.3
OG0003048	FGIG_08685	SSPN1_44090.1
OG0003049	FGIG_08686	SSPN1_44100.1
OG0003050	FGIG_08727	SSPN1_75620.1
OG0003051	FGIG_11595, FGIG_08733	SSPN1_23470.2, SSPN1_23470.4, SSPN1_23470.3, SSPN1_23470.1
OG0003052	FGIG_08801	SSPN1_59710.1
OG0003053	FGIG_09271, FGIG_08894	SSPN1_25480.1
OG0003054	FGIG_08948	SSPN1_8720.1
OG0003055	FGIG_08993	SSPN1_54460.1
OG0003056	FGIG_09001	SSPN1_8590.2, SSPN1_8590.1, SSPN1_8590.3
OG0003057	FGIG_09030	SSPN1_60810.1
OG0003058	FGIG_09112	SSPN1_88540.1, SSPN1_88540.2
OG0003059	FGIG_09121, FGIG_09120	SSPN1_34950.1
OG0003060	FGIG_09243, FGIG_09244	SSPN1_50240.1, SSPN1_50230.1
OG0003061	FGIG_09587	SSPN1_78970.1, SSPN1_78970.2
OG0003062	FGIG_09635, FGIG_09636	SSPN1_86270.1
OG0003063	FGIG_09684, FGIG_09683	SSPN1_10530.1
OG0003064	FGIG_09743	SSPN1_7730.1, SSPN1_7740.1
OG0003065	FGIG_10047	SSPN1_20950.1
OG0003066	FGIG_12142, FGIG_10066	SSPN1_90540.1
OG0003067	FGIG_10345	SSPN1_23890.2, SSPN1_23890.1
OG0003068	FGIG_11486, FGIG_10373	SSPN1_73940.1
OG0003069	FGIG_10445	SSPN1_67700.4, SSPN1_67700.3, SSPN1_67700.1, SSPN1_67700.2
OG0003070	FGIG_10642	SSPN1_35670.3, SSPN1_35670.4, SSPN1_35670.6, SSPN1_35670.5, SSPN1_35670.7, SSPN1_35670.8, SSPN1_35670.9, SSPN1_35650.1, SSPN1_35670.1, SSPN1_35670.2
OG0003071	FGIG_11658, FGIG_10650	SSPN1_63470.1, SSPN1_63470.2
OG0003072	FGIG_10812	SSPN1_76530.3, SSPN1_76530.1, SSPN1_76530.2
OG0003073	FGIG_10975	SSPN1_65330.1
OG0003074	FGIG_10986, FGIG_11028	SSPN1_56840.1, SSPN1_56840.3, SSPN1_56840.2, SSPN1_56840.4
OG0003075	FGIG_10993	SSPN1_55710.1
OG0003076	FGIG_11076	SSPN1_55490.1
OG0003077	FGIG_11119	SSPN1_71800.1
OG0003079	FGIG_11502	SSPN1_54440.1, SSPN1_54440.2, SSPN1_54440.3
OG0003080	FGIG_11951	SSPN1_19550.1, SSPN1_19550.2
OG0003081	FGIG_12102	SSPN1_15880.1, SSPN1_15880.2, SSPN1_15880.3
OG0003082	FGIG_12404	SSPN1_48440.1, SSPN1_48440.2
OG0003107	FGIG_00005	SSPN1_54260.1
OG0003108	FGIG_00069	SSPN1_25280.1
OG0003109	FGIG_00104	SSPN1_15380.1
OG0003110	FGIG_00329	SSPN1_18690.1, SSPN1_18690.2, SSPN1_18690.4, SSPN1_18690.3
OG0003111	FGIG_00373, FGIG_00372	SSPN1_68920.3, SSPN1_68920.1, SSPN1_68920.2
OG0003112	FGIG_00405	SSPN1_65020.2, SSPN1_65020.1, SSPN1_65020.3
OG0003114	FGIG_00425	SSPN1_83980.1
OG0003115	FGIG_00440	SSPN1_70930.2, SSPN1_70930.1, SSPN1_70920.1, SSPN1_70920.2
OG0003116	FGIG_00454	SSPN1_85090.1
OG0003117	FGIG_00573	SSPN1_11350.1, SSPN1_11350.2
OG0003118	FGIG_00599	SSPN1_39430.1
OG0003119	FGIG_00640	SSPN1_37880.1
OG0003120	FGIG_00733	SSPN1_67950.1, SSPN1_67950.2, SSPN1_67950.3
OG0003121	FGIG_00832	SSPN1_1540.1
OG0003122	FGIG_00834	SSPN1_840.1
OG0003123	FGIG_00870	SSPN1_80350.1, SSPN1_80450.1
OG0003124	FGIG_00892	SSPN1_87340.1
OG0003126	FGIG_00964	SSPN1_12010.1
OG0003127	FGIG_01018, FGIG_01019	SSPN1_82810.3, SSPN1_82810.2, SSPN1_82810.1
OG0003128	FGIG_01047	SSPN1_79240.1, SSPN1_79240.2, SSPN1_79240.3
OG0003129	FGIG_01130	SSPN1_2820.1
OG0003130	FGIG_06959, FGIG_06960, FGIG_01205	SSPN1_26850.1
OG0003131	FGIG_01254	SSPN1_69530.1, SSPN1_69540.1
OG0003132	FGIG_01271	SSPN1_23050.1, SSPN1_23050.2, SSPN1_23050.3
OG0003133	FGIG_01405	SSPN1_57250.4, SSPN1_57250.2, SSPN1_57250.1, SSPN1_57250.3
OG0003134	FGIG_01432, FGIG_01433	SSPN1_80510.1, SSPN1_80510.2
OG0003135	FGIG_01687	SSPN1_34630.1
OG0003136	FGIG_01720	SSPN1_20300.1
OG0003137	FGIG_10091, FGIG_01742	SSPN1_78530.1, SSPN1_78540.1
OG0003138	FGIG_01803, FGIG_01804	SSPN1_87190.1
OG0003139	FGIG_01910, FGIG_04845	SSPN1_47800.1, SSPN1_47800.2
OG0003140	FGIG_01963	SSPN1_29900.2, SSPN1_29900.1
OG0003141	FGIG_02066	SSPN1_62610.1
OG0003142	FGIG_06588, FGIG_02089	SSPN1_73720.1, SSPN1_73720.4, SSPN1_73720.2, SSPN1_73720.3
OG0003143	FGIG_02166	SSPN1_72880.1
OG0003144	FGIG_02199	SSPN1_31690.1, SSPN1_31690.2
OG0003145	FGIG_02360, FGIG_05876	SSPN1_12690.1
OG0003146	FGIG_02362	SSPN1_59750.1
OG0003147	FGIG_11805, FGIG_02380	SSPN1_47620.2, SSPN1_47620.1, SSPN1_47620.3
OG0003148	FGIG_02414	SSPN1_89280.1
OG0003149	FGIG_02528	SSPN1_54210.1, SSPN1_54220.1
OG0003150	FGIG_02558	SSPN1_75850.1
OG0003151	FGIG_02577, FGIG_02578	SSPN1_48310.1, SSPN1_48320.1
OG0003152	FGIG_02705	SSPN1_33770.1
OG0003153	FGIG_02735	SSPN1_71020.1
OG0003154	FGIG_02742	SSPN1_35220.1
OG0003155	FGIG_02744	SSPN1_68310.1
OG0003156	FGIG_02790	SSPN1_32790.1, SSPN1_32790.2, SSPN1_32790.3
OG0003157	FGIG_02891	SSPN1_50700.1, SSPN1_50700.2, SSPN1_50700.3
OG0003158	FGIG_06749, FGIG_11417, FGIG_02904	SSPN1_86820.1, SSPN1_86820.2
OG0003159	FGIG_04612, FGIG_02912	SSPN1_53900.1, SSPN1_53900.2
OG0003160	FGIG_02965	SSPN1_10280.1
OG0003161	FGIG_03141	SSPN1_45560.1, SSPN1_45560.2
OG0003162	FGIG_03155, FGIG_06192	SSPN1_21630.1
OG0003163	FGIG_03160	SSPN1_1530.1
OG0003164	FGIG_03241	SSPN1_37580.1
OG0003165	FGIG_03257	SSPN1_74730.1
OG0003166	FGIG_03294	SSPN1_52960.1, SSPN1_52960.2
OG0003167	FGIG_03348	SSPN1_90150.1, SSPN1_90150.2
OG0003168	FGIG_03363, FGIG_07368	SSPN1_60550.1, SSPN1_60550.4, SSPN1_60550.5, SSPN1_60550.2, SSPN1_60550.3, SSPN1_60550.6, SSPN1_60550.7
OG0003169	FGIG_03426	SSPN1_14820.1
OG0003170	FGIG_03444	SSPN1_10910.1
OG0003171	FGIG_03515	SSPN1_70300.1, SSPN1_70300.2, SSPN1_70300.3
OG0003172	FGIG_06205, FGIG_03518, FGIG_05757	SSPN1_21260.1, SSPN1_21260.2, SSPN1_21260.3, SSPN1_21260.4
OG0003173	FGIG_03614, FGIG_03616, FGIG_03615	SSPN1_39150.1
OG0003174	FGIG_03638	SSPN1_72380.3, SSPN1_72380.2, SSPN1_72380.1, SSPN1_72380.4, SSPN1_72380.5
OG0003175	FGIG_03807	SSPN1_90340.1, SSPN1_90340.2, SSPN1_90340.3, SSPN1_90340.4
OG0003176	FGIG_03829	SSPN1_67370.1
OG0003177	FGIG_03833, FGIG_07602, FGIG_10490	SSPN1_24760.3, SSPN1_24760.2, SSPN1_24760.1
OG0003178	FGIG_06106, FGIG_06105, FGIG_03939	SSPN1_37520.1
OG0003179	FGIG_12448, FGIG_04250	SSPN1_72500.3, SSPN1_72500.9, SSPN1_72500.1, SSPN1_72500.7, SSPN1_72500.10, SSPN1_72500.4, SSPN1_72500.11, SSPN1_72500.8, SSPN1_72500.12, SSPN1_72500.6, SSPN1_72500.2, SSPN1_72500.5
OG0003180	FGIG_04325	SSPN1_4190.2, SSPN1_4190.1
OG0003181	FGIG_06032, FGIG_04528	SSPN1_34280.1
OG0003182	FGIG_04583	SSPN1_30140.2, SSPN1_30140.1, SSPN1_30140.3
OG0003183	FGIG_04603	SSPN1_17790.1
OG0003184	FGIG_04609	SSPN1_27320.3, SSPN1_27320.1, SSPN1_27320.2
OG0003185	FGIG_04853	SSPN1_69020.1, SSPN1_69020.4, SSPN1_69020.2, SSPN1_69020.3
OG0003186	FGIG_04944	SSPN1_89030.1, SSPN1_28710.3, SSPN1_28710.4, SSPN1_28710.1, SSPN1_28710.2
OG0003187	FGIG_04951	SSPN1_71030.1, SSPN1_71030.2, SSPN1_71030.3
OG0003188	FGIG_05117	SSPN1_78980.1
OG0003189	FGIG_05178	SSPN1_54860.1
OG0003190	FGIG_05237	SSPN1_63770.1
OG0003191	FGIG_05315	SSPN1_45820.1
OG0003192	FGIG_05388	SSPN1_58430.1
OG0003193	FGIG_05396	SSPN1_33730.1, SSPN1_33730.2, SSPN1_33730.3
OG0003194	FGIG_05426	SSPN1_67050.1, SSPN1_67050.3, SSPN1_67050.4, SSPN1_67050.2
OG0003195	FGIG_05446	SSPN1_10940.1
OG0003196	FGIG_05473, FGIG_07358	SSPN1_62030.1
OG0003197	FGIG_05532	SSPN1_91480.4, SSPN1_91480.1, SSPN1_91480.5, SSPN1_91480.7, SSPN1_91480.2, SSPN1_91480.6, SSPN1_91480.8, SSPN1_91480.3
OG0003198	FGIG_05599, FGIG_06298	SSPN1_49030.1
OG0003199	FGIG_05652	SSPN1_89990.1, SSPN1_89990.2, SSPN1_89990.3
OG0003200	FGIG_05681	SSPN1_20030.1
OG0003201	FGIG_05709	SSPN1_16100.1
OG0003202	FGIG_05726	SSPN1_11370.1
OG0003203	FGIG_05925	SSPN1_88260.1, SSPN1_88250.1
OG0003204	FGIG_05955, FGIG_05956	SSPN1_12950.1
OG0003205	FGIG_06364, FGIG_07276	SSPN1_34340.1, SSPN1_34340.3, SSPN1_34340.2, SSPN1_34340.4
OG0003206	FGIG_06475	SSPN1_13270.1, SSPN1_13280.1, SSPN1_13280.2
OG0003207	FGIG_06638	SSPN1_8240.3, SSPN1_8240.1, SSPN1_8240.2, SSPN1_8240.4
OG0003208	FGIG_06732	SSPN1_60380.1
OG0003209	FGIG_06733	SSPN1_75950.1, SSPN1_75950.2, SSPN1_75950.3, SSPN1_75950.4
OG0003210	FGIG_06802, FGIG_06803, FGIG_07222	SSPN1_17460.1
OG0003211	FGIG_06838	SSPN1_72260.1
OG0003212	FGIG_06873	SSPN1_5780.1, SSPN1_5780.2, SSPN1_5780.3, SSPN1_5780.4
OG0003213	FGIG_06897	SSPN1_37670.3, SSPN1_37670.2, SSPN1_37670.1
OG0003214	FGIG_10827, FGIG_06937	SSPN1_18760.1
OG0003215	FGIG_06944, FGIG_06943	SSPN1_8830.3, SSPN1_8830.1, SSPN1_8830.2
OG0003216	FGIG_06947	SSPN1_65070.1
OG0003217	FGIG_07015	SSPN1_63350.1
OG0003218	FGIG_07072	SSPN1_56040.3, SSPN1_56040.5, SSPN1_56040.4, SSPN1_56040.1, SSPN1_56040.2, SSPN1_56040.6
OG0003221	FGIG_07199	SSPN1_31330.1, SSPN1_31330.2
OG0003222	FGIG_07209	SSPN1_12450.1
OG0003223	FGIG_07226, FGIG_07227	SSPN1_85570.1, SSPN1_85570.2
OG0003224	FGIG_07232	SSPN1_32710.1
OG0003225	FGIG_07237	SSPN1_85170.1, SSPN1_85170.2, SSPN1_85170.3, SSPN1_85170.4
OG0003226	FGIG_07430	SSPN1_18660.1
OG0003227	FGIG_07506	SSPN1_62600.1
OG0003228	FGIG_07512	SSPN1_84490.1, SSPN1_84490.2
OG0003229	FGIG_07522	SSPN1_73330.1
OG0003230	FGIG_07546	SSPN1_45440.2, SSPN1_45440.1, SSPN1_45440.3, SSPN1_45440.5, SSPN1_45440.4, SSPN1_45440.6
OG0003231	FGIG_07630, FGIG_07631	SSPN1_10600.1
OG0003232	FGIG_07654	SSPN1_19610.1, SSPN1_19610.2
OG0003233	FGIG_07711	SSPN1_21400.5, SSPN1_21400.2, SSPN1_21400.4, SSPN1_21400.1, SSPN1_21400.3
OG0003234	FGIG_07721	SSPN1_63730.1
OG0003235	FGIG_07779	SSPN1_81210.1, SSPN1_81210.2, SSPN1_81210.5, SSPN1_81210.6, SSPN1_81210.3, SSPN1_81210.4
OG0003236	FGIG_07810	SSPN1_55470.1, SSPN1_55470.2
OG0003237	FGIG_07852	SSPN1_24270.1
OG0003238	FGIG_07918	SSPN1_59110.1
OG0003239	FGIG_08059	SSPN1_78280.1
OG0003240	FGIG_08124	SSPN1_8020.7, SSPN1_8020.1, SSPN1_8020.2, SSPN1_8020.5, SSPN1_8020.3, SSPN1_8020.6, SSPN1_8020.4
OG0003241	FGIG_10248, FGIG_08213	SSPN1_33450.1
OG0003242	FGIG_08237	SSPN1_51280.1, SSPN1_51280.2
OG0003243	FGIG_08291	SSPN1_8570.1
OG0003244	FGIG_10219, FGIG_08294	SSPN1_51670.1
OG0003245	FGIG_08341	SSPN1_52170.1, SSPN1_52170.5, SSPN1_52170.2, SSPN1_52170.3, SSPN1_52170.4
OG0003246	FGIG_08352	SSPN1_8630.1, SSPN1_8630.2
OG0003247	FGIG_08388	SSPN1_13170.3, SSPN1_13170.1, SSPN1_13170.2
OG0003248	FGIG_08413	SSPN1_80130.1, SSPN1_80130.2, SSPN1_80130.3, SSPN1_80130.4, SSPN1_80130.5
OG0003249	FGIG_08451, FGIG_12637	SSPN1_65380.1, SSPN1_65380.2, SSPN1_65380.3
OG0003250	FGIG_08547	SSPN1_67690.1
OG0003251	FGIG_08561	SSPN1_83360.2, SSPN1_83360.1, SSPN1_83360.5, SSPN1_83360.3, SSPN1_83360.4
OG0003252	FGIG_08583	SSPN1_41010.1, SSPN1_41010.2
OG0003253	FGIG_08616	SSPN1_83950.1
OG0003254	FGIG_08634	SSPN1_60270.1, SSPN1_60270.2
OG0003255	FGIG_08636, FGIG_08635	SSPN1_90010.1, SSPN1_89230.1
OG0003256	FGIG_08649	SSPN1_80710.1
OG0003257	FGIG_08692	SSPN1_17320.1, SSPN1_17320.2, SSPN1_17320.3, SSPN1_17320.4
OG0003258	FGIG_08812	SSPN1_41990.1
OG0003259	FGIG_08924	SSPN1_22740.1, SSPN1_22740.2
OG0003260	FGIG_08952, FGIG_08953	SSPN1_80990.1, SSPN1_80990.2
OG0003261	FGIG_08978	SSPN1_36290.1
OG0003262	FGIG_08995	SSPN1_56000.1
OG0003262	FGIG_11009	SSPN1_56030.1
OG0003263	FGIG_09000	SSPN1_4860.1, SSPN1_4870.1
OG0003264	FGIG_09035	SSPN1_15180.1, SSPN1_15180.2
OG0003265	FGIG_09131	SSPN1_40690.1, SSPN1_40690.2
OG0003266	FGIG_09132	SSPN1_68490.2, SSPN1_68490.1, SSPN1_68490.3
OG0003267	FGIG_09140	SSPN1_12910.1
OG0003268	FGIG_10574, FGIG_09212	SSPN1_42060.1
OG0003269	FGIG_09415	SSPN1_73590.1
OG0003270	FGIG_09426, FGIG_09427	SSPN1_61560.1
OG0003271	FGIG_09434	SSPN1_19080.1
OG0003272	FGIG_10872	SSPN1_34470.1, SSPN1_34460.1
OG0003273	FGIG_09631	SSPN1_37140.1
OG0003274	FGIG_09710, FGIG_13996	SSPN1_11720.1
OG0003275	FGIG_09740	SSPN1_23660.3, SSPN1_23660.1
OG0003276	FGIG_09828, FGIG_09827	SSPN1_62520.1
OG0003277	FGIG_09918	SSPN1_37420.1
OG0003278	FGIG_09964	SSPN1_53730.1
OG0003279	FGIG_10006	SSPN1_1740.1, SSPN1_1740.2
OG0003280	FGIG_10327	SSPN1_75070.1
OG0003281	FGIG_10328	SSPN1_90890.1
OG0003282	FGIG_10330	SSPN1_51110.1, SSPN1_51110.2
OG0003283	FGIG_10371	SSPN1_91130.2, SSPN1_91130.3, SSPN1_91130.1
OG0003284	FGIG_10450	SSPN1_63800.1, SSPN1_63800.2, SSPN1_63800.3
OG0003285	FGIG_10621	SSPN1_22270.1
OG0003286	FGIG_10657	SSPN1_57900.1, SSPN1_57900.2
OG0003287	FGIG_10686	SSPN1_21510.1
OG0003288	FGIG_10739	SSPN1_93450.1, SSPN1_93450.2, SSPN1_65660.4, SSPN1_65660.1, SSPN1_65660.2, SSPN1_65660.3
OG0003289	FGIG_10772	SSPN1_17770.1
OG0003290	FGIG_11006	SSPN1_20130.1
OG0003291	FGIG_11157	SSPN1_13500.1, SSPN1_13500.4, SSPN1_13500.2, SSPN1_13500.3
OG0003292	FGIG_11166	SSPN1_82170.1
OG0003293	FGIG_11234	SSPN1_26120.1
OG0003294	FGIG_11258	SSPN1_37400.2, SSPN1_37400.1, SSPN1_37400.3
OG0003296	FGIG_12360, FGIG_11371	SSPN1_52470.1, SSPN1_52470.2
OG0003297	FGIG_11432	SSPN1_10490.1
OG0003298	FGIG_11454, FGIG_11539	SSPN1_44720.1
OG0003299	FGIG_11644, FGIG_12619	SSPN1_74270.1
OG0003300	FGIG_11672	SSPN1_18040.1, SSPN1_18040.2
OG0003301	FGIG_11783	SSPN1_42660.4, SSPN1_42660.1, SSPN1_42660.2, SSPN1_42660.3
OG0003302	FGIG_11908	SSPN1_8140.1
OG0003303	FGIG_12001	SSPN1_52570.1
OG0003304	FGIG_12346	SSPN1_7080.1
OG0003305	FGIG_12365	SSPN1_71090.1, SSPN1_71090.2
OG0003306	FGIG_12477	SSPN1_54340.1
OG0003307	FGIG_12638	SSPN1_25100.2, SSPN1_25100.4, SSPN1_25100.5, SSPN1_25100.1, SSPN1_25100.3
OG0003326	FGIG_00027	SSPN1_58030.1
OG0003327	FGIG_00066	SSPN1_74080.1
OG0003328	FGIG_00138, FGIG_11210	SSPN1_71580.1
OG0003329	FGIG_00157	SSPN1_90990.3, SSPN1_90990.1, SSPN1_90990.2, SSPN1_90990.4
OG0003330	FGIG_00309	SSPN1_49950.1, SSPN1_49950.4, SSPN1_49950.2, SSPN1_49950.3
OG0003331	FGIG_00333	SSPN1_20690.1, SSPN1_20690.2
OG0003332	FGIG_00348, FGIG_00349	SSPN1_38810.1, SSPN1_38810.2
OG0003333	FGIG_00370	SSPN1_6470.1
OG0003334	FGIG_00412	SSPN1_27310.1
OG0003335	FGIG_00467	SSPN1_65240.2, SSPN1_65240.1, SSPN1_65240.3
OG0003336	FGIG_00550	SSPN1_62380.1
OG0003337	FGIG_00566	SSPN1_73500.1
OG0003338	FGIG_00567	SSPN1_13980.1
OG0003339	FGIG_00577	SSPN1_1020.1
OG0003340	FGIG_11568, FGIG_00580	SSPN1_31270.1
OG0003341	FGIG_00605, FGIG_05908, FGIG_05907	SSPN1_57370.1
OG0003342	FGIG_00621	SSPN1_18230.1
OG0003343	FGIG_00652	SSPN1_49750.1
OG0003344	FGIG_00691	SSPN1_22490.1
OG0003345	FGIG_00706	SSPN1_84580.2, SSPN1_84580.3, SSPN1_84580.5, SSPN1_84580.4, SSPN1_84580.1
OG0003346	FGIG_00761	SSPN1_90580.4, SSPN1_90580.1, SSPN1_90580.2, SSPN1_90580.3
OG0003347	FGIG_00787, FGIG_11412	SSPN1_42970.1
OG0003348	FGIG_00824	SSPN1_51750.1, SSPN1_51750.2
OG0003349	FGIG_00956	SSPN1_30760.1, SSPN1_30760.2
OG0003350	FGIG_01005	SSPN1_66800.1, SSPN1_66800.2, SSPN1_66800.3
OG0003351	FGIG_01029	SSPN1_70520.1, SSPN1_70530.1
OG0003352	FGIG_01055	SSPN1_78290.1, SSPN1_78290.2
OG0003353	FGIG_08293, FGIG_01107	SSPN1_26370.1
OG0003354	FGIG_01213	SSPN1_26450.1
OG0003355	FGIG_05751, FGIG_01233	SSPN1_66490.2, SSPN1_66490.1, SSPN1_66490.3, SSPN1_66490.4
OG0003357	FGIG_01285, FGIG_01286	SSPN1_41760.1
OG0003358	FGIG_01317, FGIG_12690	SSPN1_86110.1
OG0003359	FGIG_01325	SSPN1_55920.1
OG0003360	FGIG_01347	SSPN1_37860.1, SSPN1_37860.2
OG0003361	FGIG_01419	SSPN1_12350.1
OG0003362	FGIG_01463	SSPN1_72600.1
OG0003363	FGIG_01536, FGIG_01537	SSPN1_28850.1
OG0003364	FGIG_01642	SSPN1_82200.1
OG0003365	FGIG_01696	SSPN1_11770.1, SSPN1_11760.1
OG0003366	FGIG_01727	SSPN1_62580.1
OG0003367	FGIG_01780	SSPN1_46110.1
OG0003368	FGIG_01783	SSPN1_33140.1
