Orthogroup	fasciola_gigantica	schistosoma_mattheei
OG0003150	FGIG_02558	SMTH1_87680.1
OG0003151	FGIG_02577, FGIG_02578	SMTH1_55890.1, SMTH1_55900.1, SMTH1_55890.5, SMTH1_55890.4, SMTH1_55890.2, SMTH1_55890.3
OG0003152	FGIG_02705	SMTH1_41280.1, SMTH1_41280.2, SMTH1_41280.3, SMTH1_41280.4, SMTH1_41280.5, SMTH1_41280.6
OG0003153	FGIG_02735	SMTH1_82230.2, SMTH1_82230.1, SMTH1_82230.3, SMTH1_82230.4
OG0003154	FGIG_02742	SMTH1_39560.1, SMTH1_39560.4, SMTH1_39560.2, SMTH1_39560.3
OG0003155	FGIG_02744	SMTH1_78990.1
OG0003156	FGIG_02790	SMTH1_42250.1
OG0003157	FGIG_02891	SMTH1_58420.1, SMTH1_58420.2
OG0003158	FGIG_06749, FGIG_11417, FGIG_02904	SMTH1_98970.1, SMTH1_98990.1, SMTH1_98960.1, SMTH1_31780.1
OG0003159	FGIG_04612, FGIG_02912	SMTH1_62060.1
OG0003160	FGIG_02965	SMTH1_22840.1, SMTH1_22850.1
OG0003161	FGIG_03141	SMTH1_52520.1
OG0003162	FGIG_03155, FGIG_06192	SMTH1_10820.1, SMTH1_10830.3, SMTH1_10830.1, SMTH1_10830.2
OG0003163	FGIG_03160	SMTH1_1920.1, SMTH1_1920.2
OG0003164	FGIG_03241	SMTH1_37090.1
OG0003165	FGIG_03257	SMTH1_86340.1
OG0003167	FGIG_03348	SMTH1_104000.1
OG0003168	FGIG_03363, FGIG_07368	SMTH1_70770.1
OG0003169	FGIG_03426	SMTH1_17610.1, SMTH1_17610.2, SMTH1_17610.3
OG0003170	FGIG_03444	SMTH1_20010.1
OG0003171	FGIG_03515	SMTH1_81400.1
OG0003172	FGIG_06205, FGIG_03518, FGIG_05757	SMTH1_24550.1
OG0003173	FGIG_03614, FGIG_03616, FGIG_03615	SMTH1_35220.1, SMTH1_35220.2, SMTH1_35220.3, SMTH1_35220.4
OG0003174	FGIG_03638	SMTH1_83630.2, SMTH1_83630.1
OG0003175	FGIG_03807	SMTH1_104180.1
OG0003177	FGIG_03833, FGIG_07602, FGIG_10490	SMTH1_28540.1
OG0003178	FGIG_06106, FGIG_06105, FGIG_03939	SMTH1_37170.1
OG0003179	FGIG_12448, FGIG_04250	SMTH1_83750.1
OG0003180	FGIG_04325	SMTH1_4940.1
OG0003181	FGIG_06032, FGIG_04528	SMTH1_40580.1
OG0003183	FGIG_04603	SMTH1_14790.1
OG0003184	FGIG_04609	SMTH1_31490.1
OG0003185	FGIG_04853	SMTH1_79950.1
OG0003186	FGIG_04944	SMTH1_33010.1
OG0003187	FGIG_04951	SMTH1_82250.1
OG0003188	FGIG_05117	SMTH1_89790.1
OG0003189	FGIG_05178	SMTH1_63110.1
OG0003190	FGIG_05237	SMTH1_67240.1
OG0003191	FGIG_05315	SMTH1_52880.1
OG0003192	FGIG_05388	SMTH1_73730.1
OG0003193	FGIG_05396	SMTH1_41330.1, SMTH1_41340.1
OG0003194	FGIG_05426	SMTH1_77300.1
OG0003195	FGIG_05446	SMTH1_20050.3, SMTH1_20050.4, SMTH1_20050.1, SMTH1_20050.2
OG0003196	FGIG_05473, FGIG_07358	SMTH1_69040.1
OG0003197	FGIG_05532	SMTH1_105450.4, SMTH1_105450.2, SMTH1_105450.3, SMTH1_105450.1
OG0003198	FGIG_05599, FGIG_06298	SMTH1_56630.1, SMTH1_56630.2, SMTH1_56630.3
OG0003199	FGIG_05652	SMTH1_103820.1, SMTH1_103820.2
OG0003200	FGIG_05681	SMTH1_11830.1
OG0003201	FGIG_05709	SMTH1_16170.1, SMTH1_16170.2
OG0003202	FGIG_05726	SMTH1_20500.1
OG0003203	FGIG_05925	SMTH1_101720.1
OG0003204	FGIG_05955, FGIG_05956	SMTH1_22340.1, SMTH1_22320.1, SMTH1_22310.1
OG0003205	FGIG_06364, FGIG_07276	SMTH1_40520.1
OG0003206	FGIG_06475	SMTH1_19400.1
OG0003207	FGIG_06638	SMTH1_9460.1
OG0003208	FGIG_06732	SMTH1_75530.1, SMTH1_75540.1, SMTH1_75540.2
OG0003209	FGIG_06733	SMTH1_87780.1
OG0003210	FGIG_06802, FGIG_06803, FGIG_07222	SMTH1_14380.1
OG0003211	FGIG_06838	SMTH1_83500.1, SMTH1_83500.2
OG0003212	FGIG_06873	SMTH1_6750.1, SMTH1_6750.2
OG0003213	FGIG_06897	SMTH1_36990.1, SMTH1_36990.2
OG0003214	FGIG_10827, FGIG_06937	SMTH1_13160.1
OG0003215	FGIG_06944, FGIG_06943	SMTH1_10120.1, SMTH1_10130.1
OG0003216	FGIG_06947	SMTH1_71500.1, SMTH1_71500.2
OG0003217	FGIG_07015	SMTH1_67660.1, SMTH1_67660.2
OG0003218	FGIG_07072	SMTH1_64410.1
OG0003220	FGIG_07162	SMTH1_59130.1
OG0003221	FGIG_07199	SMTH1_44090.1
OG0003222	FGIG_07209	SMTH1_21630.1
OG0003223	FGIG_07226, FGIG_07227	SMTH1_102700.1, SMTH1_98460.1, SMTH1_98460.2
OG0003224	FGIG_07232	SMTH1_42340.1, SMTH1_42340.2
OG0003225	FGIG_07237	SMTH1_98010.1
OG0003226	FGIG_07430	SMTH1_15720.2, SMTH1_15720.1, SMTH1_15720.3
OG0003227	FGIG_07506	SMTH1_68510.1, SMTH1_68510.2
OG0003228	FGIG_07512	SMTH1_97210.1
OG0003229	FGIG_07522	SMTH1_84740.1
OG0003230	FGIG_07546	SMTH1_52380.1
OG0003231	FGIG_07630, FGIG_07631	SMTH1_19700.1, SMTH1_19700.4, SMTH1_19700.3, SMTH1_19700.2
OG0003232	FGIG_07654	SMTH1_12250.2, SMTH1_12250.4, SMTH1_12250.1, SMTH1_12250.3
OG0003233	FGIG_07711	SMTH1_24370.1
OG0003234	FGIG_07721	SMTH1_67270.1
OG0003235	FGIG_07779	SMTH1_93460.1
OG0003236	FGIG_07810	SMTH1_63630.1
OG0003237	FGIG_07852	SMTH1_28030.1, SMTH1_28030.4, SMTH1_28030.2, SMTH1_28030.3
OG0003238	FGIG_07918	SMTH1_72870.1
OG0003239	FGIG_08059	SMTH1_91250.1
OG0003240	FGIG_08124	SMTH1_9200.2, SMTH1_9200.1
OG0003241	FGIG_10248, FGIG_08213	SMTH1_41110.1, SMTH1_41120.1
OG0003242	FGIG_08237	SMTH1_59100.1
OG0003243	FGIG_08291	SMTH1_9820.1
OG0003244	FGIG_10219, FGIG_08294	SMTH1_59550.1
OG0003245	FGIG_08341	SMTH1_60130.1
OG0003247	FGIG_08388	SMTH1_22680.3, SMTH1_22680.1, SMTH1_22680.2
OG0003248	FGIG_08413	SMTH1_92350.1, SMTH1_92350.3, SMTH1_92350.2
OG0003249	FGIG_08451, FGIG_12637	SMTH1_71180.1, SMTH1_71170.1
OG0003250	FGIG_08547	SMTH1_78070.1
OG0003251	FGIG_08561	SMTH1_95920.1
OG0003252	FGIG_08583	SMTH1_47120.1
OG0003253	FGIG_08616	SMTH1_96560.4, SMTH1_96560.3, SMTH1_96560.2, SMTH1_96560.1
OG0003254	FGIG_08634	SMTH1_71510.5, SMTH1_71510.1, SMTH1_71510.2, SMTH1_71510.3, SMTH1_71510.4
OG0003255	FGIG_08636, FGIG_08635	SMTH1_102880.1
OG0003256	FGIG_08649	SMTH1_92980.1
OG0003257	FGIG_08692	SMTH1_14240.1
OG0003258	FGIG_08812	SMTH1_48360.1, SMTH1_48350.1
OG0003259	FGIG_08924	SMTH1_26400.1, SMTH1_26380.1
OG0003260	FGIG_08952, FGIG_08953	SMTH1_93200.1
OG0003261	FGIG_08978	SMTH1_38460.1
OG0003262	FGIG_08995	SMTH1_64540.1
OG0003262	FGIG_11009	SMTH1_64380.1, SMTH1_64610.1, SMTH1_64610.2, SMTH1_64400.1
OG0003263	FGIG_09000	SMTH1_5730.1
OG0003264	FGIG_09035	SMTH1_17230.1, SMTH1_17220.1
OG0003266	FGIG_09132	SMTH1_79220.1
OG0003267	FGIG_09140	SMTH1_22270.1, SMTH1_22270.2
OG0003268	FGIG_10574, FGIG_09212	SMTH1_48460.1
OG0003269	FGIG_09415	SMTH1_85010.1
OG0003270	FGIG_09426, FGIG_09427	SMTH1_69690.5, SMTH1_69690.2, SMTH1_69690.4, SMTH1_69690.3, SMTH1_69690.1, SMTH1_69690.6, SMTH1_69690.7
OG0003271	FGIG_09434	SMTH1_12780.1, SMTH1_12780.2, SMTH1_12780.3
OG0003272	FGIG_10872	SMTH1_40400.1, SMTH1_40390.1
OG0003273	FGIG_09631	SMTH1_37560.1, SMTH1_37560.3, SMTH1_37560.4, SMTH1_37560.2
OG0003274	FGIG_09710, FGIG_13996	SMTH1_20860.1, SMTH1_20860.2
OG0003275	FGIG_09740	SMTH1_27330.1, SMTH1_27330.3, SMTH1_27330.4
OG0003276	FGIG_09828, FGIG_09827	SMTH1_68570.1, SMTH1_68570.2
OG0003277	FGIG_09918	SMTH1_37280.1
OG0003278	FGIG_09964	SMTH1_61550.1
OG0003279	FGIG_10006	SMTH1_2210.1
OG0003280	FGIG_10327	SMTH1_86710.1
OG0003281	FGIG_10328	SMTH1_104860.1
OG0003282	FGIG_10330	SMTH1_58900.1, SMTH1_58900.2
OG0003283	FGIG_10371	SMTH1_105090.1
OG0003284	FGIG_10450	SMTH1_67210.1, SMTH1_67210.2
OG0003285	FGIG_10621	SMTH1_25540.1
OG0003286	FGIG_10657	SMTH1_74380.1, SMTH1_74370.1
OG0003288	FGIG_10739	SMTH1_75960.1
OG0003289	FGIG_10772	SMTH1_14770.1
OG0003290	FGIG_11006	SMTH1_11670.3, SMTH1_11670.4, SMTH1_11670.1, SMTH1_11670.2
OG0003291	FGIG_11157	SMTH1_19100.1, SMTH1_19100.2
OG0003292	FGIG_11166	SMTH1_94460.1, SMTH1_94460.2, SMTH1_94460.3
OG0003293	FGIG_11234	SMTH1_30090.1
OG0003294	FGIG_11258	SMTH1_37310.1, SMTH1_37310.2
OG0003295	FGIG_11269	SMTH1_28710.1, SMTH1_28730.1
OG0003296	FGIG_12360, FGIG_11371	SMTH1_60430.1
OG0003297	FGIG_11432	SMTH1_19590.1
OG0003298	FGIG_11454, FGIG_11539	SMTH1_51550.1, SMTH1_51520.4, SMTH1_51520.2, SMTH1_51520.3, SMTH1_51520.1
OG0003299	FGIG_11644, FGIG_12619	SMTH1_85820.1
OG0003300	FGIG_11672	SMTH1_15080.1
OG0003301	FGIG_11783	SMTH1_49070.1
OG0003302	FGIG_11908	SMTH1_9310.1, SMTH1_9310.2
OG0003303	FGIG_12001	SMTH1_60520.1
OG0003304	FGIG_12346	SMTH1_8100.1
OG0003305	FGIG_12365	SMTH1_82320.1, SMTH1_82320.2
OG0003306	FGIG_12477	SMTH1_62490.1
OG0003307	FGIG_12638	SMTH1_28920.1
OG0003326	FGIG_00027	SMTH1_74200.4, SMTH1_74200.1, SMTH1_74200.2, SMTH1_74200.3
OG0003327	FGIG_00066	SMTH1_85490.1, SMTH1_85500.1
OG0003328	FGIG_00138, FGIG_11210	SMTH1_82770.1, SMTH1_82770.2
OG0003329	FGIG_00157	SMTH1_104960.1
OG0003330	FGIG_00309	SMTH1_57630.1
OG0003331	FGIG_00333	SMTH1_11000.4, SMTH1_11000.1, SMTH1_11000.2, SMTH1_11000.3
OG0003332	FGIG_00348, FGIG_00349	SMTH1_35580.1, SMTH1_35570.1
OG0003333	FGIG_00370	SMTH1_7450.1
OG0003334	FGIG_00412	SMTH1_31480.1
OG0003335	FGIG_00467	SMTH1_71350.2, SMTH1_71350.1
OG0003336	FGIG_00550	SMTH1_68680.1
OG0003337	FGIG_00566	SMTH1_84940.1, SMTH1_84940.4, SMTH1_84940.2, SMTH1_84940.3
OG0003338	FGIG_00567	SMTH1_18560.1, SMTH1_18560.2, SMTH1_18560.3
OG0003339	FGIG_00577	SMTH1_880.1
OG0003340	FGIG_11568, FGIG_00580	SMTH1_44180.4, SMTH1_44180.3, SMTH1_44180.2, SMTH1_44180.1, SMTH1_44180.5
OG0003341	FGIG_00605, FGIG_05908, FGIG_05907	SMTH1_75050.1, SMTH1_75050.2, SMTH1_75050.3, SMTH1_75050.4
OG0003342	FGIG_00621	SMTH1_15290.1
OG0003343	FGIG_00652	SMTH1_57440.1
OG0003344	FGIG_00691	SMTH1_25860.1, SMTH1_25870.1
OG0003345	FGIG_00706	SMTH1_97360.1
OG0003346	FGIG_00761	SMTH1_104510.1
OG0003347	FGIG_00787, FGIG_11412	SMTH1_49420.1, SMTH1_49420.2, SMTH1_49420.3, SMTH1_49420.4, SMTH1_49420.5
OG0003348	FGIG_00824	SMTH1_59650.1
OG0003349	FGIG_00956	SMTH1_44830.1
OG0003350	FGIG_01005	SMTH1_76920.1
OG0003351	FGIG_01029	SMTH1_81660.1
OG0003352	FGIG_01055	SMTH1_91230.2, SMTH1_91230.3, SMTH1_91230.4, SMTH1_91230.1
OG0003353	FGIG_08293, FGIG_01107	SMTH1_30400.1
OG0003354	FGIG_01213	SMTH1_30490.3, SMTH1_30490.1, SMTH1_30490.2, SMTH1_30490.4
OG0003355	FGIG_05751, FGIG_01233	SMTH1_76630.1
OG0003357	FGIG_01285, FGIG_01286	SMTH1_48090.1
OG0003358	FGIG_01317, FGIG_12690	SMTH1_99860.1
OG0003359	FGIG_01325	SMTH1_64290.1, SMTH1_64310.1, SMTH1_64300.1
OG0003359	FGIG_01326	SMTH1_58570.1
OG0003360	FGIG_01347	SMTH1_36770.1
OG0003361	FGIG_01419	SMTH1_21520.1
OG0003362	FGIG_01463	SMTH1_83860.1, SMTH1_83860.2, SMTH1_83860.3
OG0003363	FGIG_01536, FGIG_01537	SMTH1_33140.1
OG0003364	FGIG_01642	SMTH1_94430.1
OG0003365	FGIG_01696	SMTH1_20910.1, SMTH1_20910.2
OG0003366	FGIG_01727	SMTH1_68530.1, SMTH1_68530.2, SMTH1_68530.3, SMTH1_68530.4
OG0003367	FGIG_01780	SMTH1_53150.1
OG0003368	FGIG_01783	SMTH1_41870.2, SMTH1_41870.1, SMTH1_41870.3
OG0003369	FGIG_01830	SMTH1_72400.1
OG0003370	FGIG_01957	SMTH1_28590.1, SMTH1_28590.2, SMTH1_28590.3
OG0003371	FGIG_02019	SMTH1_53070.1
OG0003372	FGIG_02026	SMTH1_104590.1, SMTH1_104580.1
OG0003373	FGIG_02213	SMTH1_17240.1, SMTH1_17240.2
OG0003374	FGIG_10992, FGIG_02215	SMTH1_105370.1, SMTH1_105380.1, SMTH1_105360.1
OG0003375	FGIG_02328	SMTH1_77240.1, SMTH1_77250.1
OG0003376	FGIG_02356	SMTH1_53460.1
OG0003377	FGIG_02440, FGIG_08574, FGIG_02441	SMTH1_90180.1
OG0003378	FGIG_05882, FGIG_02455	SMTH1_92300.1
OG0003379	FGIG_02476	SMTH1_72950.1
OG0003380	FGIG_02530	SMTH1_57230.1
OG0003381	FGIG_08975, FGIG_06170, FGIG_02604	SMTH1_61160.1, SMTH1_61150.1
OG0003382	FGIG_02624	SMTH1_77710.1
OG0003383	FGIG_02627	SMTH1_7140.1, SMTH1_7140.2, SMTH1_7140.3, SMTH1_7140.4, SMTH1_7140.5
OG0003384	FGIG_02644	SMTH1_48410.2, SMTH1_48410.1
OG0003385	FGIG_02658	SMTH1_101390.1, SMTH1_101390.2
OG0003386	FGIG_02736	SMTH1_24020.1, SMTH1_24020.2, SMTH1_24020.3
OG0003387	FGIG_02791	SMTH1_17010.1
OG0003388	FGIG_02832	SMTH1_104210.1
OG0003389	FGIG_02845	SMTH1_51790.1, SMTH1_51790.2
OG0003390	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968	SMTH1_38480.1, SMTH1_38480.2, SMTH1_38480.3
OG0003391	FGIG_02989	SMTH1_88110.1
OG0003392	FGIG_03019	SMTH1_61580.1
OG0003393	FGIG_03104	SMTH1_36150.1, SMTH1_36150.2
OG0003394	FGIG_03228, FGIG_10570	SMTH1_47250.1
OG0003395	FGIG_03232	SMTH1_61980.1, SMTH1_61980.2, SMTH1_61980.3, SMTH1_61980.4
OG0003396	FGIG_03268	SMTH1_48830.1, SMTH1_48830.2
OG0003397	FGIG_11253, FGIG_03277	SMTH1_24320.1
OG0003398	FGIG_03315	SMTH1_10860.1, SMTH1_10860.2
OG0003399	FGIG_03351	SMTH1_39060.1
OG0003400	FGIG_03383	SMTH1_81300.1
OG0003401	FGIG_06798	SMTH1_36550.2, SMTH1_36550.1
OG0003402	FGIG_03727	SMTH1_22870.2, SMTH1_22870.4, SMTH1_22870.3, SMTH1_22870.1
OG0003403	FGIG_03770	SMTH1_56280.1
OG0003404	FGIG_03912	SMTH1_83470.1, SMTH1_83470.2
OG0003405	FGIG_09971, FGIG_03953	SMTH1_53100.3, SMTH1_53100.1, SMTH1_53100.4, SMTH1_53100.2
OG0003406	FGIG_03955	SMTH1_8010.2, SMTH1_8010.1
OG0003407	FGIG_04038	SMTH1_94170.1, SMTH1_107800.3, SMTH1_107800.1, SMTH1_107800.2, SMTH1_87310.1
OG0003408	FGIG_04180	SMTH1_28370.1
OG0003409	FGIG_04283	SMTH1_19370.1, SMTH1_19380.1, SMTH1_19360.1, SMTH1_25130.1, SMTH1_25160.1
OG0003410	FGIG_04321	SMTH1_76940.1
OG0003411	FGIG_04428	SMTH1_43760.1
OG0003412	FGIG_04567	SMTH1_5880.1
OG0003413	FGIG_04605	SMTH1_2790.3, SMTH1_2790.1, SMTH1_2790.2
OG0003414	FGIG_04641	SMTH1_43990.1
OG0003415	FGIG_05494, FGIG_04667	SMTH1_88620.1, SMTH1_88610.1
OG0003416	FGIG_04682	SMTH1_76760.1, SMTH1_76760.2
OG0003417	FGIG_04700	SMTH1_62460.1, SMTH1_62460.2, SMTH1_62460.3
OG0003418	FGIG_04781	SMTH1_52590.1, SMTH1_52590.2, SMTH1_52590.3, SMTH1_52590.4, SMTH1_52590.5, SMTH1_52590.6
OG0003419	FGIG_04950	SMTH1_82270.1, SMTH1_82260.1
OG0003420	FGIG_04953	SMTH1_40820.1
OG0003421	FGIG_05044	SMTH1_41780.1
OG0003422	FGIG_05101, FGIG_11462	SMTH1_52330.1
OG0003423	FGIG_05139, FGIG_05140	SMTH1_14620.1
OG0003424	FGIG_05199, FGIG_06598, FGIG_05198	SMTH1_96050.1, SMTH1_96040.1, SMTH1_96060.1
OG0003425	FGIG_05221	SMTH1_94340.1
OG0003426	FGIG_05233	SMTH1_71200.2, SMTH1_71200.1, SMTH1_71200.3
OG0003427	FGIG_05263	SMTH1_49630.1, SMTH1_49620.1, SMTH1_49640.1
OG0003428	FGIG_05322	SMTH1_91930.1
OG0003429	FGIG_05378	SMTH1_86630.1
OG0003430	FGIG_05381	SMTH1_85690.1, SMTH1_85690.2
OG0003431	FGIG_05479	SMTH1_22370.1
OG0003432	FGIG_05497	SMTH1_78380.1
OG0003433	FGIG_05557	SMTH1_5500.3, SMTH1_5500.1, SMTH1_5500.2, SMTH1_5500.4, SMTH1_5500.5
OG0003434	FGIG_05575, FGIG_05573	SMTH1_66370.1, SMTH1_66370.2
OG0003435	FGIG_05623	SMTH1_40860.1, SMTH1_40860.2
OG0003436	FGIG_05658, FGIG_05657	SMTH1_56300.1, SMTH1_56300.2
OG0003437	FGIG_05713	SMTH1_80950.1, SMTH1_80950.2, SMTH1_80950.3, SMTH1_80950.4
OG0003438	FGIG_05722	SMTH1_34400.1
OG0003439	FGIG_05729	SMTH1_24570.1, SMTH1_24570.2
OG0003440	FGIG_05741	SMTH1_23680.1
OG0003441	FGIG_08834, FGIG_05805	SMTH1_29790.1, SMTH1_29780.1, SMTH1_29780.2
OG0003442	FGIG_05841	SMTH1_80710.1
OG0003443	FGIG_05859	SMTH1_65400.1, SMTH1_65390.1
OG0003444	FGIG_05870	SMTH1_12090.1, SMTH1_12090.2
OG0003445	FGIG_05949	SMTH1_49880.3, SMTH1_49880.1, SMTH1_49880.2
OG0003446	FGIG_05978	SMTH1_38900.2, SMTH1_38900.1
OG0003447	FGIG_06010	SMTH1_6220.1
OG0003448	FGIG_06070	SMTH1_77560.1, SMTH1_77560.4, SMTH1_77560.3, SMTH1_77560.5, SMTH1_77560.2
OG0003449	FGIG_06071	SMTH1_77580.2, SMTH1_77580.3, SMTH1_77580.4, SMTH1_77580.5, SMTH1_77580.6, SMTH1_77580.1
OG0003450	FGIG_06121	SMTH1_73240.1
OG0003451	FGIG_06150	SMTH1_94670.1, SMTH1_94670.2, SMTH1_94670.3, SMTH1_94670.6, SMTH1_94670.4, SMTH1_94670.5
OG0003452	FGIG_06174	SMTH1_9750.1
OG0003453	FGIG_06213	SMTH1_48390.1
OG0003454	FGIG_07233, FGIG_06256	SMTH1_37980.1, SMTH1_37980.2
OG0003455	FGIG_06283	SMTH1_68670.1
OG0003456	FGIG_06307	SMTH1_9290.1
OG0003457	FGIG_06344	SMTH1_42010.1
OG0003458	FGIG_06349	SMTH1_43540.1, SMTH1_43550.1
OG0003459	FGIG_12029, FGIG_06414	SMTH1_82160.1
OG0003460	FGIG_06432	SMTH1_49450.1, SMTH1_49440.1
OG0003461	FGIG_06491	SMTH1_93420.1
OG0003462	FGIG_06516	SMTH1_44060.1
OG0003463	FGIG_06582	SMTH1_94250.1
OG0003464	FGIG_06669, FGIG_10395	SMTH1_90510.1, SMTH1_90500.1
OG0003465	FGIG_06693	SMTH1_70000.1
OG0003466	FGIG_06768	SMTH1_11210.1, SMTH1_11220.1
OG0003467	FGIG_06773	SMTH1_85830.1, SMTH1_85830.2
OG0003468	FGIG_06775	SMTH1_76060.3, SMTH1_76060.1, SMTH1_76060.2
OG0003469	FGIG_06789, FGIG_12033	SMTH1_56510.1
OG0003470	FGIG_06855, FGIG_07604	SMTH1_58180.1
OG0003471	FGIG_06877	SMTH1_51260.1, SMTH1_51260.2, SMTH1_51260.3
OG0003472	FGIG_06945	SMTH1_10140.3, SMTH1_10140.1, SMTH1_10140.2, SMTH1_10140.4
OG0003473	FGIG_07054, FGIG_07055, FGIG_07056	SMTH1_86590.1, SMTH1_86590.2
OG0003474	FGIG_07164	SMTH1_62910.1
OG0003475	FGIG_08007, FGIG_07166	SMTH1_27160.1
OG0003476	FGIG_07337, FGIG_07336, FGIG_07338	SMTH1_47650.1
OG0003477	FGIG_07412	SMTH1_99060.1, SMTH1_99060.2, SMTH1_99060.3
OG0003478	FGIG_07434	SMTH1_7220.1, SMTH1_7210.1
OG0003479	FGIG_07482	SMTH1_31050.1, SMTH1_31050.2, SMTH1_31050.3
OG0003480	FGIG_12064, FGIG_07490	SMTH1_75160.1, SMTH1_75160.2, SMTH1_75160.3, SMTH1_75160.4
OG0003481	FGIG_07505	SMTH1_68520.1, SMTH1_68520.2, SMTH1_68520.3
OG0003482	FGIG_07511	SMTH1_97220.1, SMTH1_97220.2
OG0003483	FGIG_07526	SMTH1_33680.1, SMTH1_33680.2
OG0003484	FGIG_12673, FGIG_07557	SMTH1_4960.1
OG0003485	FGIG_07575	SMTH1_92630.1, SMTH1_92630.2
OG0003486	FGIG_07576	SMTH1_46060.1
OG0003487	FGIG_07648	SMTH1_57580.1
OG0003488	FGIG_07953	SMTH1_12930.2, SMTH1_12930.1
OG0003489	FGIG_08029, FGIG_08030	SMTH1_85340.1, SMTH1_85340.2, SMTH1_85340.3
OG0003490	FGIG_08068	SMTH1_10020.1, SMTH1_10020.2
OG0003491	FGIG_08112, FGIG_12117	SMTH1_37810.1
OG0003492	FGIG_08145	SMTH1_67790.1
OG0003493	FGIG_08216	SMTH1_101790.1, SMTH1_101800.1
OG0003494	FGIG_08362	SMTH1_103330.2, SMTH1_103330.3, SMTH1_103330.4, SMTH1_103330.5, SMTH1_103330.1
OG0003495	FGIG_10021, FGIG_10022, FGIG_08396	SMTH1_4750.1
OG0003496	FGIG_08431	SMTH1_33610.1, SMTH1_33630.1
OG0003497	FGIG_08580	SMTH1_107720.1, SMTH1_107720.2
OG0003498	FGIG_08643	SMTH1_77850.1
OG0003499	FGIG_08680, FGIG_09723	SMTH1_69030.1, SMTH1_69030.2, SMTH1_69030.3
OG0003500	FGIG_09031	SMTH1_70440.1, SMTH1_70440.2, SMTH1_70440.3, SMTH1_70440.4
OG0003501	FGIG_09062	SMTH1_86140.1
OG0003502	FGIG_09063	SMTH1_97330.1, SMTH1_107140.1
OG0003503	FGIG_09082	SMTH1_6580.1
OG0003504	FGIG_09166	SMTH1_43220.1, SMTH1_43220.2, SMTH1_43220.3
OG0003505	FGIG_09275	SMTH1_57120.1, SMTH1_57110.1
OG0003506	FGIG_09306	SMTH1_1270.1
OG0003507	FGIG_09412	SMTH1_4760.1, SMTH1_4760.2
OG0003508	FGIG_09438	SMTH1_72040.2, SMTH1_72040.1, SMTH1_72040.3, SMTH1_72040.4
OG0003509	FGIG_09546, FGIG_09545	SMTH1_48980.1
OG0003510	FGIG_09594	SMTH1_1240.1, SMTH1_1240.2
OG0003511	FGIG_09712	SMTH1_71910.1
OG0003512	FGIG_09721	SMTH1_91820.1
OG0003513	FGIG_09801	SMTH1_84190.1
OG0003514	FGIG_09807	SMTH1_32100.2, SMTH1_32100.3, SMTH1_32100.4, SMTH1_32100.6, SMTH1_32100.5, SMTH1_32100.1
OG0003515	FGIG_09892	SMTH1_104250.1, SMTH1_104260.1
OG0003516	FGIG_09916	SMTH1_56880.1
OG0003517	FGIG_10167	SMTH1_105970.1
OG0003518	FGIG_10174	SMTH1_96070.1
OG0003519	FGIG_10419	SMTH1_41690.1
OG0003520	FGIG_10467	SMTH1_64250.1
OG0003521	FGIG_12051, FGIG_10478	SMTH1_13190.1, SMTH1_13180.1, SMTH1_13170.1, SMTH1_13170.2
OG0003522	FGIG_10541	SMTH1_89180.1
OG0003523	FGIG_10550	SMTH1_60890.1
OG0003524	FGIG_10704	SMTH1_68950.1, SMTH1_68950.2
OG0003525	FGIG_11007, FGIG_10781	SMTH1_3940.1
OG0003526	FGIG_10791	SMTH1_33300.2, SMTH1_33300.1
OG0003527	FGIG_10811	SMTH1_88630.1
OG0003528	FGIG_10880	SMTH1_720.1
OG0003529	FGIG_10912	SMTH1_46990.1, SMTH1_46990.2, SMTH1_46990.3
OG0003530	FGIG_10914	SMTH1_73680.1
OG0003531	FGIG_10989	SMTH1_11960.1
OG0003532	FGIG_11060	SMTH1_9340.1
OG0003533	FGIG_11092	SMTH1_54040.1
OG0003534	FGIG_11538, FGIG_11202, FGIG_12694	SMTH1_96940.1
OG0003535	FGIG_11666	SMTH1_106730.1, SMTH1_106720.1
OG0003536	FGIG_11774	SMTH1_67850.1
OG0003537	FGIG_11863	SMTH1_65810.3, SMTH1_65810.4, SMTH1_65810.1, SMTH1_65810.2
OG0003538	FGIG_11871	SMTH1_24610.1
OG0003539	FGIG_11917	SMTH1_85710.2, SMTH1_85710.1, SMTH1_85710.3, SMTH1_85710.4, SMTH1_85710.5
OG0003540	FGIG_12074	SMTH1_4990.1
OG0003541	FGIG_12159	SMTH1_95520.2, SMTH1_95520.4, SMTH1_95520.5, SMTH1_95520.6, SMTH1_95520.1, SMTH1_95520.3, SMTH1_95520.7
OG0003542	FGIG_12196	SMTH1_71300.1
OG0003543	FGIG_12417	SMTH1_55470.1, SMTH1_55470.2, SMTH1_55470.3
OG0003544	FGIG_12447	SMTH1_54290.1, SMTH1_54290.2, SMTH1_54290.3, SMTH1_54290.4, SMTH1_54290.5
OG0003545	FGIG_12639	SMTH1_21550.1
OG0003577	FGIG_05691, FGIG_05690, FGIG_00043	SMTH1_49520.1
OG0003578	FGIG_00080	SMTH1_105050.1, SMTH1_105050.2
OG0003579	FGIG_00148	SMTH1_40510.1, SMTH1_40510.2, SMTH1_40510.3
OG0003580	FGIG_00273	SMTH1_17630.1
