Orthogroup	fasciola_gigantica	schmidtea_mediterranea
OG0003871	FGIG_01706	h1SMcT0016887.2, h1SMcT0016887.3
OG0003873	FGIG_11719, FGIG_01823	h1SMcT0000645.1
OG0003874	FGIG_01842	h1SMcT0022232.1, h1SMcT0003671.1
OG0003875	FGIG_01914	h1SMcT0013018.1, h1SMcT0019772.1, h1SMcT0019772.2, h1SMcT0019772.3, h1SMcT0019772.4, h1SMcT0019772.5, h1SMcT0003672.6, h1SMcT0003672.5, h1SMcT0003672.2, h1SMcT0003672.3, h1SMcT0003672.1, h1SMcT0003672.4
OG0003876	FGIG_02374, FGIG_01932	h1SMcT0005003.1
OG0003877	FGIG_11477, FGIG_01966	h1SMcT0015696.1
OG0003878	FGIG_01968, FGIG_01967	h1SMcT0002577.1
OG0003879	FGIG_01984	h1SMcT0011576.1
OG0003880	FGIG_01989	h1SMcT0004977.1
OG0003881	FGIG_01997	h1SMcT0009806.1, h1SMcT0009806.2
OG0003882	FGIG_02010	h1SMcT0006189.1, h1SMcT0006189.2
OG0003883	FGIG_02048	h1SMcT0003257.1
OG0003884	FGIG_02121	h1SMcT0010724.1, h1SMcT0010724.2
OG0003885	FGIG_02125	h1SMcT0003343.1, h1SMcT0003343.3, h1SMcT0003343.2, h1SMcT0005079.1, h1SMcT0005079.3, h1SMcT0005079.2, h1SMcT0002027.6, h1SMcT0002027.8, h1SMcT0002027.5, h1SMcT0002027.7
OG0003886	FGIG_02170	h1SMcT0012152.1
OG0003887	FGIG_02184, FGIG_02185	h1SMcT0018844.1
OG0003888	FGIG_02242	h1SMcT0001229.1
OG0003889	FGIG_02322	h1SMcT0020244.1, h1SMcT0020244.2, h1SMcT0006576.1, h1SMcT0006576.2, h1SMcT0006576.3, h1SMcT0006576.4, h1SMcT0004902.1
OG0003890	FGIG_02376	h1SMcT0014895.1, h1SMcT0016521.1, h1SMcT0016519.1, h1SMcT0016519.2
OG0003891	FGIG_02407	h1SMcT0006320.1
OG0003892	FGIG_02423	h1SMcT0007102.1, h1SMcT0007102.2, h1SMcT0004479.4, h1SMcT0004479.1, h1SMcT0004479.3, h1SMcT0004479.2
OG0003893	FGIG_02565	h1SMcT0000199.1
OG0003896	FGIG_02846	h1SMcT0009914.1, h1SMcT0009914.2
OG0003899	FGIG_02890	h1SMcT0019525.1
OG0003900	FGIG_02900, FGIG_02902, FGIG_02901	h1SMcT0011240.1, h1SMcT0011240.2
OG0003901	FGIG_02903	h1SMcT0001300.2, h1SMcT0001300.1, h1SMcT0001300.3
OG0003902	FGIG_02959, FGIG_11065	h1SMcT0022538.1, h1SMcT0022538.2
OG0003904	FGIG_03352	h1SMcT0018628.1
OG0003906	FGIG_03505	h1SMcT0009344.1
OG0003907	FGIG_03506	h1SMcT0004482.1, h1SMcT0004482.2
OG0003908	FGIG_03591	h1SMcT0009287.1, h1SMcT0009287.2, h1SMcT0009287.3
OG0003909	FGIG_03609	h1SMcT0004470.1, h1SMcT0004470.2, h1SMcT0004470.3
OG0003910	FGIG_03621	h1SMcT0013437.1
OG0003911	FGIG_03669	h1SMcT0002275.1, h1SMcT0002275.2, h1SMcT0002275.3, h1SMcT0002275.4
OG0003913	FGIG_10929, FGIG_03851, FGIG_03850	h1SMcT0001110.1, h1SMcT0001110.2
OG0003914	FGIG_03927	h1SMcT0020025.1, h1SMcT0020025.2, h1SMcT0001606.1, h1SMcT0000049.1
OG0003915	FGIG_03928	h1SMcT0011845.1, h1SMcT0011703.1, h1SMcT0011703.2, h1SMcT0021892.1, h1SMcT0021894.1
OG0003916	FGIG_03943	h1SMcT0003668.4, h1SMcT0003668.1, h1SMcT0003668.2
OG0003917	FGIG_04060	h1SMcT0009262.1
OG0003918	FGIG_09816, FGIG_04079, FGIG_09815	h1SMcT0007863.1
OG0003919	FGIG_04137	h1SMcT0010103.1, h1SMcT0010104.1, h1SMcT0010104.2, h1SMcT0010104.3
OG0003920	FGIG_04156, FGIG_04155	h1SMcT0005347.1, h1SMcT0005347.2, h1SMcT0005352.1
OG0003922	FGIG_04203	h1SMcT0001710.1, h1SMcT0022920.1
OG0003923	FGIG_04324	h1SMcT0001320.1, h1SMcT0012483.1
OG0003924	FGIG_04356	h1SMcT0017640.1
OG0003925	FGIG_04385	h1SMcT0009063.1, h1SMcT0009063.2
OG0003928	FGIG_04587	h1SMcT0002543.1, h1SMcT0002543.3, h1SMcT0002543.2
OG0003930	FGIG_04625	h1SMcT0006843.2, h1SMcT0006843.3, h1SMcT0006843.1
OG0003931	FGIG_04718	h1SMcT0020554.1
OG0003932	FGIG_04730	h1SMcT0007689.3, h1SMcT0007689.1, h1SMcT0007689.2
OG0003933	FGIG_12602, FGIG_11811, FGIG_11810, FGIG_04746	h1SMcT0010889.4, h1SMcT0010889.1, h1SMcT0010889.2, h1SMcT0010889.3
OG0003934	FGIG_04768	h1SMcT0010448.1, h1SMcT0010448.2, h1SMcT0010451.1
OG0003935	FGIG_04806	h1SMcT0010397.1
OG0003936	FGIG_04828, FGIG_11562	h1SMcT0003655.1, h1SMcT0003656.1
OG0003938	FGIG_04978	h1SMcT0022492.1, h1SMcT0022492.2, h1SMcT0022492.3, h1SMcT0022492.4
OG0003939	FGIG_12288, FGIG_04990	h1SMcT0011085.1, h1SMcT0011085.2
OG0003940	FGIG_05014	h1SMcT0020212.1, h1SMcT0020212.2
OG0003943	FGIG_05084	h1SMcT0009929.1
OG0003944	FGIG_05085	h1SMcT0008089.1, h1SMcT0008089.5, h1SMcT0008089.4, h1SMcT0008089.2, h1SMcT0008089.3
OG0003946	FGIG_05104	h1SMcT0015479.1
OG0003947	FGIG_05121, FGIG_10420	h1SMcT0017224.1, h1SMcT0017224.2
OG0003948	FGIG_05177	h1SMcT0008947.1
OG0003949	FGIG_06624, FGIG_07754, FGIG_05200	h1SMcT0020177.1, h1SMcT0014544.3, h1SMcT0014544.2, h1SMcT0014544.1
OG0003950	FGIG_05215	h1SMcT0004912.1
OG0003951	FGIG_05363	h1SMcT0010802.1
OG0003952	FGIG_10477, FGIG_05428	h1SMcT0014131.1
OG0003953	FGIG_05452	h1SMcT0002241.1
OG0003954	FGIG_05509	h1SMcT0017933.1
OG0003955	FGIG_05559, FGIG_05558	h1SMcT0010774.1, h1SMcT0010774.2, h1SMcT0010774.3, h1SMcT0010774.4, h1SMcT0010774.5
OG0003956	FGIG_05637	h1SMcT0010570.1, h1SMcT0010570.2
OG0003957	FGIG_05699	h1SMcT0021821.1
OG0003958	FGIG_05787	h1SMcT0006040.1
OG0003960	FGIG_05953	h1SMcT0003424.1
OG0003961	FGIG_05986	h1SMcT0012531.1, h1SMcT0012531.2
OG0003964	FGIG_06245	h1SMcT0015336.1
OG0003965	FGIG_06274	h1SMcT0002939.1, h1SMcT0002939.2
OG0003966	FGIG_06306	h1SMcT0020626.1, h1SMcT0015395.1, h1SMcT0015395.2
OG0003968	FGIG_06386	h1SMcT0014084.1
OG0003970	FGIG_06593	h1SMcT0004509.1, h1SMcT0004509.2, h1SMcT0004509.3, h1SMcT0004509.4
OG0003972	FGIG_06758	h1SMcT0011026.1
OG0003974	FGIG_06804	h1SMcT0012401.1
OG0003975	FGIG_11767, FGIG_06881	h1SMcT0008185.1, h1SMcT0011945.1
OG0003976	FGIG_06895	h1SMcT0013237.1, h1SMcT0013237.2
OG0003978	FGIG_06985	h1SMcT0008844.1
OG0003979	FGIG_06991	h1SMcT0012113.1, h1SMcT0002382.3, h1SMcT0002382.1, h1SMcT0002382.2
OG0003980	FGIG_07039	h1SMcT0013061.1, h1SMcT0013061.2, h1SMcT0013059.1, h1SMcT0013059.2
OG0003982	FGIG_07101	h1SMcT0000294.5, h1SMcT0000294.4, h1SMcT0000294.1, h1SMcT0000294.2, h1SMcT0000294.3
OG0003983	FGIG_07261	h1SMcT0008711.3, h1SMcT0008711.1, h1SMcT0008711.4, h1SMcT0008711.2
OG0003985	FGIG_07357	h1SMcT0014264.3, h1SMcT0014264.1, h1SMcT0014264.2
OG0003986	FGIG_07377	h1SMcT0016022.1
OG0003987	FGIG_07392	h1SMcT0005578.1
OG0003988	FGIG_07398	h1SMcT0013382.1
OG0003991	FGIG_07491	h1SMcT0011806.1, h1SMcT0011806.2, h1SMcT0019702.1, h1SMcT0019702.2, h1SMcT0019449.4, h1SMcT0019449.2, h1SMcT0019449.1, h1SMcT0019449.3
OG0003992	FGIG_07502	h1SMcT0019862.1, h1SMcT0019862.2
OG0003993	FGIG_07542	h1SMcT0010730.2, h1SMcT0010730.3, h1SMcT0019813.1, h1SMcT0019817.1
OG0003995	FGIG_07617	h1SMcT0022018.1, h1SMcT0013587.1, h1SMcT0013587.2, h1SMcT0003676.1, h1SMcT0003675.2, h1SMcT0003675.3
OG0003997	FGIG_07690	h1SMcT0005732.1
OG0003998	FGIG_07697	h1SMcT0010494.3, h1SMcT0010494.1, h1SMcT0010494.2
OG0003999	FGIG_07704	h1SMcT0006441.1, h1SMcT0006441.2
OG0004002	FGIG_07771	h1SMcT0016678.1, h1SMcT0016678.2, h1SMcT0016678.3, h1SMcT0016678.4
OG0004003	FGIG_07799	h1SMcT0008471.1
OG0004004	FGIG_07804	h1SMcT0006638.1, h1SMcT0018745.1, h1SMcT0018745.2
OG0004005	FGIG_07885	h1SMcT0013306.1, h1SMcT0013306.2
OG0004006	FGIG_07897, FGIG_07898	h1SMcT0000050.1, h1SMcT0004460.1
OG0004008	FGIG_07946	h1SMcT0020654.3, h1SMcT0020654.2, h1SMcT0020654.1
OG0004010	FGIG_07974	h1SMcT0008745.1, h1SMcT0011235.1, h1SMcT0011232.1, h1SMcT0007372.4, h1SMcT0007372.5, h1SMcT0007370.1, h1SMcT0007372.1, h1SMcT0007372.2, h1SMcT0007372.3
OG0004013	FGIG_08116	h1SMcT0000264.2
OG0004014	FGIG_08121	h1SMcT0016255.1, h1SMcT0016255.2, h1SMcT0016255.3, h1SMcT0016255.4, h1SMcT0017629.1, h1SMcT0017629.2, h1SMcT0007287.1, h1SMcT0007287.2, h1SMcT0018686.1, h1SMcT0010513.1, h1SMcT0010513.2
OG0004015	FGIG_08192	h1SMcT0016687.2, h1SMcT0016687.1, h1SMcT0016687.3
OG0004016	FGIG_08264	h1SMcT0011812.1, h1SMcT0011812.2
OG0004017	FGIG_08289	h1SMcT0001458.1, h1SMcT0001458.2
OG0004018	FGIG_08463	h1SMcT0015111.1
OG0004022	FGIG_08670	h1SMcT0021367.1
OG0004023	FGIG_08753	h1SMcT0018167.22, h1SMcT0018167.23
OG0004025	FGIG_09037, FGIG_11992	h1SMcT0001995.1
OG0004027	FGIG_09071	h1SMcT0011079.1
OG0004028	FGIG_09129	h1SMcT0021567.1, h1SMcT0021567.3, h1SMcT0021567.2
OG0004029	FGIG_09133, FGIG_12175	h1SMcT0022101.1, h1SMcT0022101.2
OG0004030	FGIG_09443	h1SMcT0007028.1
OG0004031	FGIG_09448	h1SMcT0008378.1, h1SMcT0008378.2
OG0004032	FGIG_09479	h1SMcT0012554.1
OG0004033	FGIG_09501	h1SMcT0018381.3, h1SMcT0018381.1, h1SMcT0018381.2, h1SMcT0018381.4
OG0004034	FGIG_09615	h1SMcT0009614.7, h1SMcT0009614.1, h1SMcT0009614.2, h1SMcT0009614.3, h1SMcT0009614.4, h1SMcT0009614.5, h1SMcT0009614.6
OG0004035	FGIG_09825	h1SMcT0012855.1, h1SMcT0020708.1
OG0004036	FGIG_09982	h1SMcT0004808.1, h1SMcT0004808.2
OG0004037	FGIG_10078	h1SMcT0021577.2, h1SMcT0021577.1, h1SMcT0021577.5, h1SMcT0021577.4, h1SMcT0021577.3
OG0004039	FGIG_10267	h1SMcT0017200.1, h1SMcT0017200.2
OG0004040	FGIG_10324	h1SMcT0009459.1
OG0004041	FGIG_10368	h1SMcT0016645.1, h1SMcT0016674.1, h1SMcT0010823.1, h1SMcT0010835.1, h1SMcT0010835.2, h1SMcT0010823.2
OG0004042	FGIG_10476	h1SMcT0000034.1, h1SMcT0000034.2
OG0004043	FGIG_10610	h1SMcT0015270.3, h1SMcT0015270.4, h1SMcT0015270.8, h1SMcT0015270.5
OG0004044	FGIG_10622	h1SMcT0007467.1
OG0004045	FGIG_10730	h1SMcT0005601.1
OG0004047	FGIG_11077	h1SMcT0017465.1
OG0004048	FGIG_11145	h1SMcT0017075.1, h1SMcT0017076.1
OG0004049	FGIG_11149	h1SMcT0004762.2, h1SMcT0004762.1, h1SMcT0004762.3
OG0004050	FGIG_11225	h1SMcT0006149.1
OG0004051	FGIG_11332	h1SMcT0003313.1, h1SMcT0003313.2
OG0004053	FGIG_11613, FGIG_11614	h1SMcT0000624.1
OG0004054	FGIG_11634	h1SMcT0003634.1, h1SMcT0023019.1
OG0004055	FGIG_11635	h1SMcT0015272.1, h1SMcT0017160.1, h1SMcT0017160.2
OG0004056	FGIG_11734	h1SMcT0000711.1
OG0004057	FGIG_11968	h1SMcT0003927.1
OG0004058	FGIG_12090	h1SMcT0002088.1
OG0004059	FGIG_12168	h1SMcT0001254.1
OG0004060	FGIG_12205	h1SMcT0011486.1, h1SMcT0011486.2
OG0004061	FGIG_12490	h1SMcT0005865.1
OG0004063	FGIG_12493	h1SMcT0008387.1
OG0004089	FGIG_00094	h1SMcT0014260.1
OG0004090	FGIG_08089, FGIG_00099	h1SMcT0015258.1, h1SMcT0015258.3, h1SMcT0015258.2, h1SMcT0015108.1, h1SMcT0021355.1, h1SMcT0021355.2
OG0004093	FGIG_00137	h1SMcT0012732.3, h1SMcT0012732.1, h1SMcT0012732.2
OG0004094	FGIG_00144	h1SMcT0017482.1, h1SMcT0017482.2
OG0004095	FGIG_00204	h1SMcT0001288.1
OG0004097	FGIG_00266	h1SMcT0010854.1, h1SMcT0010854.2
OG0004098	FGIG_00314	h1SMcT0004688.1
OG0004099	FGIG_00331	h1SMcT0020730.1, h1SMcT0020730.2
OG0004100	FGIG_00340	h1SMcT0004243.1
OG0004101	FGIG_00513	h1SMcT0014108.1
OG0004103	FGIG_00555	h1SMcT0000890.3, h1SMcT0000890.5, h1SMcT0000890.1, h1SMcT0000890.2, h1SMcT0000890.4
OG0004105	FGIG_00670	h1SMcT0021017.1, h1SMcT0021017.2, h1SMcT0021017.3
OG0004106	FGIG_09168, FGIG_00711, FGIG_01195	h1SMcT0001258.1
OG0004108	FGIG_00763	h1SMcT0011798.1, h1SMcT0011799.1
OG0004109	FGIG_00805	h1SMcT0022034.1
OG0004110	FGIG_00863	h1SMcT0016802.1
OG0004111	FGIG_00928	h1SMcT0012992.1, h1SMcT0017232.1, h1SMcT0020248.1, h1SMcT0020248.2
OG0004112	FGIG_00949	h1SMcT0016605.2, h1SMcT0016605.1, h1SMcT0016605.3, h1SMcT0016605.4
OG0004114	FGIG_01067, FGIG_12023	h1SMcT0005321.1
OG0004115	FGIG_01091	h1SMcT0005531.2, h1SMcT0005531.1, h1SMcT0005531.3
OG0004117	FGIG_01169	h1SMcT0006403.2, h1SMcT0006403.1, h1SMcT0006403.3
OG0004118	FGIG_01299	h1SMcT0016387.1, h1SMcT0016387.2, h1SMcT0016387.3
OG0004119	FGIG_01355	h1SMcT0016197.1
OG0004120	FGIG_01382	h1SMcT0016163.1
OG0004121	FGIG_01428	h1SMcT0015393.1
OG0004122	FGIG_01583	h1SMcT0017069.1
OG0004123	FGIG_01590, FGIG_10678, FGIG_01591	h1SMcT0012660.1, h1SMcT0009903.1
OG0004124	FGIG_01689	h1SMcT0009289.1, h1SMcT0009289.4
OG0004125	FGIG_01692	h1SMcT0005408.1
OG0004126	FGIG_01739	h1SMcT0009586.1
OG0004127	FGIG_01761	h1SMcT0000961.1
OG0004128	FGIG_01774, FGIG_01773	h1SMcT0019332.1
OG0004129	FGIG_01779	h1SMcT0001263.1, h1SMcT0001383.1, h1SMcT0001383.2
OG0004130	FGIG_01825	h1SMcT0016182.1, h1SMcT0016183.1, h1SMcT0016183.2, h1SMcT0016183.3
OG0004131	FGIG_01828	h1SMcT0020794.1
OG0004132	FGIG_01871	h1SMcT0019688.3, h1SMcT0019688.1, h1SMcT0019688.2, h1SMcT0019688.4, h1SMcT0019688.5
OG0004133	FGIG_01927	h1SMcT0018359.1, h1SMcT0018359.2
OG0004134	FGIG_01944	h1SMcT0012294.1, h1SMcT0008376.1, h1SMcT0009866.1, h1SMcT0011759.1
OG0004135	FGIG_02013, FGIG_06043, FGIG_02012	h1SMcT0003595.3, h1SMcT0003595.4, h1SMcT0003595.1, h1SMcT0003595.2
OG0004136	FGIG_02135	h1SMcT0002888.1
OG0004137	FGIG_02159, FGIG_02158	h1SMcT0004884.3, h1SMcT0004884.5, h1SMcT0004884.1, h1SMcT0004884.4, h1SMcT0004884.2
OG0004138	FGIG_02223	h1SMcT0002381.1, h1SMcT0002381.2
OG0004139	FGIG_02232	h1SMcT0021505.1, h1SMcT0021505.3, h1SMcT0021505.2, h1SMcT0021505.5
OG0004140	FGIG_02357	h1SMcT0021434.1
OG0004141	FGIG_02377	h1SMcT0020642.1
OG0004142	FGIG_02442	h1SMcT0008534.1
OG0004143	FGIG_02449	h1SMcT0001278.1, h1SMcT0001278.5, h1SMcT0001278.2, h1SMcT0001278.3, h1SMcT0001278.4
OG0004144	FGIG_02479	h1SMcT0020486.1
OG0004145	FGIG_02490, FGIG_08599	h1SMcT0021283.1
OG0004147	FGIG_02529	h1SMcT0020491.1, h1SMcT0015795.1, h1SMcT0015795.2
OG0004148	FGIG_02560	h1SMcT0003285.1
OG0004149	FGIG_07360, FGIG_02689	h1SMcT0018198.1, h1SMcT0000666.2, h1SMcT0000666.4, h1SMcT0000666.1, h1SMcT0000666.3
OG0004150	FGIG_02848	h1SMcT0005726.1, h1SMcT0005726.2
OG0004151	FGIG_02921	h1SMcT0003434.1
OG0004152	FGIG_02938	h1SMcT0012450.2, h1SMcT0012450.3
OG0004153	FGIG_03054	h1SMcT0004551.1, h1SMcT0013227.1
OG0004154	FGIG_03061	h1SMcT0021691.1
OG0004155	FGIG_03067	h1SMcT0001738.1
OG0004156	FGIG_03076	h1SMcT0015705.1
OG0004158	FGIG_03087	h1SMcT0008014.1, h1SMcT0008014.2
OG0004159	FGIG_03124	h1SMcT0011302.1
OG0004161	FGIG_03167	h1SMcT0002196.1
OG0004162	FGIG_03248	h1SMcT0009646.1
OG0004163	FGIG_03279	h1SMcT0022467.1, h1SMcT0022467.2, h1SMcT0022141.1, h1SMcT0004490.1, h1SMcT0004490.2, h1SMcT0004724.1, h1SMcT0018182.1, h1SMcT0018182.3, h1SMcT0018182.2
OG0004164	FGIG_03301	h1SMcT0019491.1, h1SMcT0019491.3, h1SMcT0019491.2
OG0004165	FGIG_03328	h1SMcT0004357.3, h1SMcT0004357.2, h1SMcT0004357.4, h1SMcT0004357.5, h1SMcT0004357.1
OG0004166	FGIG_03450	h1SMcT0017383.1, h1SMcT0017384.1, h1SMcT0017384.2
OG0004168	FGIG_03567, FGIG_03566	h1SMcT0009288.1, h1SMcT0009288.2
OG0004169	FGIG_03612	h1SMcT0014049.1, h1SMcT0022705.1
OG0004170	FGIG_03647	h1SMcT0022320.1
OG0004171	FGIG_03673	h1SMcT0000824.1, h1SMcT0000824.2, h1SMcT0000824.3
OG0004172	FGIG_03693	h1SMcT0004870.1, h1SMcT0000461.1, h1SMcT0000878.1, h1SMcT0000881.1
OG0004174	FGIG_03765	h1SMcT0011112.1, h1SMcT0011112.2
OG0004176	FGIG_03892	h1SMcT0021437.1
OG0004176	FGIG_10320, FGIG_10319	h1SMcT0019213.3
OG0004179	FGIG_03944	h1SMcT0019841.1, h1SMcT0019837.1, h1SMcT0019842.1
OG0004180	FGIG_03945	h1SMcT0013119.1
OG0004181	FGIG_03983	h1SMcT0007241.1, h1SMcT0008425.1
OG0004182	FGIG_04018, FGIG_04019	h1SMcT0010556.1, h1SMcT0002074.1
OG0004183	FGIG_04032, FGIG_10573	h1SMcT0001529.1
OG0004184	FGIG_04054	h1SMcT0008713.1, h1SMcT0008713.2
OG0004185	FGIG_04101	h1SMcT0010715.1
OG0004186	FGIG_04104	h1SMcT0008572.1, h1SMcT0008572.2
OG0004187	FGIG_04174	h1SMcT0008601.1, h1SMcT0013831.1, h1SMcT0013831.3, h1SMcT0013831.2
OG0004190	FGIG_04237	h1SMcT0017167.3, h1SMcT0017167.1, h1SMcT0017167.2
OG0004191	FGIG_04238	h1SMcT0020510.1
OG0004192	FGIG_04284, FGIG_04286, FGIG_04285, FGIG_04287	h1SMcT0006318.1
OG0004193	FGIG_07202, FGIG_04351	h1SMcT0006836.1
OG0004194	FGIG_04404	h1SMcT0010382.1, h1SMcT0010382.2, h1SMcT0010382.3
OG0004195	FGIG_04420	h1SMcT0004452.1, h1SMcT0004452.2
OG0004196	FGIG_04433	h1SMcT0000893.1, h1SMcT0000893.2
OG0004198	FGIG_04489	h1SMcT0000564.1, h1SMcT0000564.2, h1SMcT0000565.1, h1SMcT0000565.2
OG0004199	FGIG_04498	h1SMcT0010078.1
OG0004200	FGIG_04547	h1SMcT0018956.1, h1SMcT0018957.1
OG0004201	FGIG_04564	h1SMcT0020693.4, h1SMcT0020693.1, h1SMcT0020693.2, h1SMcT0020693.3
OG0004202	FGIG_04579	h1SMcT0007724.1
OG0004203	FGIG_04634, FGIG_08625	h1SMcT0005161.1, h1SMcT0005162.1, h1SMcT0005162.2, h1SMcT0005162.3, h1SMcT0005162.4
OG0004205	FGIG_04779	h1SMcT0015239.1, h1SMcT0015239.2, h1SMcT0015239.3
OG0004206	FGIG_04834	h1SMcT0007762.1
OG0004207	FGIG_04874	h1SMcT0002449.1
OG0004208	FGIG_04892	h1SMcT0004611.1, h1SMcT0009618.1
OG0004209	FGIG_04946	h1SMcT0012342.1, h1SMcT0012342.2
OG0004210	FGIG_04959	h1SMcT0002418.2, h1SMcT0002418.6
OG0004212	FGIG_05057, FGIG_05058	h1SMcT0002695.2, h1SMcT0002695.3, h1SMcT0002695.1, h1SMcT0002695.4, h1SMcT0002695.5
OG0004213	FGIG_05194	h1SMcT0001410.1
OG0004214	FGIG_05216	h1SMcT0013600.1
OG0004215	FGIG_05334	h1SMcT0003601.1
OG0004216	FGIG_05346, FGIG_08394	h1SMcT0004695.1, h1SMcT0004695.2, h1SMcT0004695.3
OG0004217	FGIG_05395, FGIG_11888	h1SMcT0016701.1, h1SMcT0016701.2
OG0004218	FGIG_05399	h1SMcT0019276.1
OG0004219	FGIG_05514	h1SMcT0003249.1, h1SMcT0003249.2
OG0004220	FGIG_05556	h1SMcT0009562.1, h1SMcT0009562.2, h1SMcT0009562.3, h1SMcT0009562.4
OG0004221	FGIG_05569	h1SMcT0010288.1
OG0004222	FGIG_10474, FGIG_05572	h1SMcT0008223.1
OG0004224	FGIG_10306, FGIG_07260, FGIG_05640, FGIG_05641	h1SMcT0010497.1, h1SMcT0010497.2, h1SMcT0010497.3
OG0004225	FGIG_05671, FGIG_12695	h1SMcT0006110.1
OG0004226	FGIG_05776	h1SMcT0008747.1
OG0004227	FGIG_05819	h1SMcT0008766.1
OG0004228	FGIG_05863, FGIG_05862	h1SMcT0022454.1, h1SMcT0013327.1, h1SMcT0013326.3, h1SMcT0013326.4
OG0004229	FGIG_05864	h1SMcT0004961.2, h1SMcT0004961.1, h1SMcT0004961.3
OG0004230	FGIG_05881	h1SMcT0014941.1
OG0004231	FGIG_05984	h1SMcT0010923.1, h1SMcT0010923.2
OG0004232	FGIG_06092	h1SMcT0022386.1, h1SMcT0022386.2, h1SMcT0002127.1, h1SMcT0013225.1
OG0004233	FGIG_06188	h1SMcT0017061.1
OG0004234	FGIG_06198, FGIG_06199	h1SMcT0022614.4
OG0004235	FGIG_06261	h1SMcT0004117.1
OG0004236	FGIG_06327	h1SMcT0008264.1, h1SMcT0008264.3, h1SMcT0008264.2, h1SMcT0008264.5
OG0004237	FGIG_06380	h1SMcT0004837.1, h1SMcT0004837.2
OG0004238	FGIG_06408	h1SMcT0014445.1, h1SMcT0022834.1
OG0004239	FGIG_06424, FGIG_10940	h1SMcT0008887.1
OG0004242	FGIG_06484	h1SMcT0004080.3, h1SMcT0004080.1, h1SMcT0004080.2, h1SMcT0004080.4
OG0004243	FGIG_06536	h1SMcT0015610.1
OG0004244	FGIG_06683	h1SMcT0018115.1
OG0004245	FGIG_06787	h1SMcT0013507.1
OG0004246	FGIG_06824	h1SMcT0004788.1, h1SMcT0004788.2
OG0004250	FGIG_07031	h1SMcT0016776.1
OG0004253	FGIG_07217	h1SMcT0010205.3
OG0004255	FGIG_12413, FGIG_12569, FGIG_07497	h1SMcT0016649.1, h1SMcT0016649.2
OG0004256	FGIG_07633	h1SMcT0017929.1, h1SMcT0017929.2
OG0004257	FGIG_07682	h1SMcT0021229.1
OG0004258	FGIG_07694	h1SMcT0007069.1, h1SMcT0007069.2
OG0004259	FGIG_07801	h1SMcT0017506.2
OG0004260	FGIG_07802	h1SMcT0015266.1
OG0004261	FGIG_07803	h1SMcT0003571.1
OG0004263	FGIG_08013, FGIG_09167	h1SMcT0002456.1, h1SMcT0002456.2, h1SMcT0002456.3
OG0004265	FGIG_08066	h1SMcT0018480.1, h1SMcT0018480.2
OG0004266	FGIG_08111	h1SMcT0001772.1, h1SMcT0001772.2, h1SMcT0001772.3
OG0004267	FGIG_08172	h1SMcT0001370.1, h1SMcT0001370.2
OG0004270	FGIG_08299	h1SMcT0002335.1, h1SMcT0014957.2
OG0004271	FGIG_08319	h1SMcT0001629.1, h1SMcT0002635.1
OG0004272	FGIG_08324	h1SMcT0001771.1, h1SMcT0001771.2
OG0004274	FGIG_08342	h1SMcT0019869.1
OG0004275	FGIG_08453	h1SMcT0005420.1, h1SMcT0005420.2
OG0004276	FGIG_08470	h1SMcT0014666.1
OG0004277	FGIG_08530	h1SMcT0016441.1
OG0004278	FGIG_08619	h1SMcT0020653.1, h1SMcT0020653.2
OG0004280	FGIG_08772	h1SMcT0003269.5, h1SMcT0003269.3, h1SMcT0003269.2, h1SMcT0003269.4
OG0004281	FGIG_08845	h1SMcT0009860.1
OG0004282	FGIG_08861	h1SMcT0001068.1, h1SMcT0001068.2
OG0004283	FGIG_08907, FGIG_08908	h1SMcT0002314.1
OG0004284	FGIG_08914	h1SMcT0016149.1, h1SMcT0016149.4, h1SMcT0016149.3, h1SMcT0016149.5, h1SMcT0016149.6, h1SMcT0016149.2
OG0004286	FGIG_09143	h1SMcT0006854.1
OG0004287	FGIG_11615, FGIG_09160	h1SMcT0010202.3, h1SMcT0010202.1, h1SMcT0010202.2
OG0004288	FGIG_09185	h1SMcT0004283.1, h1SMcT0011538.1
OG0004289	FGIG_09200	h1SMcT0016232.1
OG0004290	FGIG_09250	h1SMcT0017743.3, h1SMcT0017743.2, h1SMcT0017743.4, h1SMcT0017743.5, h1SMcT0017743.1
OG0004291	FGIG_09304	h1SMcT0022166.1
OG0004292	FGIG_09305	h1SMcT0021662.1
OG0004294	FGIG_11670	h1SMcT0000759.1, h1SMcT0000759.2, h1SMcT0021819.1, h1SMcT0007641.1, h1SMcT0007647.1
OG0004294	FGIG_09483	h1SMcT0017641.1
OG0004296	FGIG_09521	h1SMcT0009558.1
OG0004298	FGIG_12055, FGIG_12307, FGIG_09650	h1SMcT0018026.1, h1SMcT0018026.2
OG0004299	FGIG_09737	h1SMcT0018508.1
OG0004300	FGIG_09745	h1SMcT0007795.1
OG0004301	FGIG_09759	h1SMcT0008542.1
OG0004302	FGIG_09774	h1SMcT0010719.3, h1SMcT0010719.1, h1SMcT0010719.2
OG0004304	FGIG_09932	h1SMcT0012079.1
OG0004305	FGIG_09968	h1SMcT0019863.1
OG0004306	FGIG_10027	h1SMcT0007885.1
OG0004307	FGIG_10127	h1SMcT0010341.3, h1SMcT0010341.1, h1SMcT0010341.2
OG0004308	FGIG_10141	h1SMcT0015258.4
