Orthogroup	schistosoma_bovis	fasciola_gigantica
OG0003750	SBOV2_78640.5, SBOV2_78640.6, SBOV2_78640.1, SBOV2_78640.2, SBOV2_78640.3, SBOV2_78640.4	FGIG_08843
OG0003751	SBOV2_84820.1	FGIG_08862
OG0003752	SBOV2_33270.1, SBOV2_33270.2	FGIG_08988
OG0003753	SBOV2_20990.3, SBOV2_20990.5, SBOV2_20990.4, SBOV2_20990.1, SBOV2_20990.2	FGIG_09668, FGIG_09667, FGIG_09036
OG0003754	SBOV2_79870.1	FGIG_09038
OG0003755	SBOV2_2360.1	FGIG_09116
OG0003756	SBOV2_89980.1	FGIG_09217
OG0003757	SBOV2_26400.2, SBOV2_26400.3, SBOV2_26400.1, SBOV2_26400.4, SBOV2_26400.5	FGIG_09254
OG0003758	SBOV2_34800.1, SBOV2_34800.2	FGIG_09269
OG0003759	SBOV2_68010.1	FGIG_09414
OG0003760	SBOV2_26180.1	FGIG_09472
OG0003761	SBOV2_49200.1, SBOV2_49200.2, SBOV2_49200.3, SBOV2_49200.4	FGIG_09526
OG0003762	SBOV2_87550.1	FGIG_09568
OG0003763	SBOV2_26500.1	FGIG_09747, FGIG_09748
OG0003764	SBOV2_28630.4, SBOV2_28630.3, SBOV2_28630.1, SBOV2_28630.2	FGIG_09791
OG0003765	SBOV2_11770.1, SBOV2_11770.2	FGIG_09850
OG0003766	SBOV2_46010.1	FGIG_09880
OG0003767	SBOV2_59680.1, SBOV2_59680.2, SBOV2_59680.3	FGIG_09908
OG0003768	SBOV2_1850.1	FGIG_10005
OG0003770	SBOV2_69920.1	FGIG_10119
OG0003771	SBOV2_6620.1	FGIG_10154
OG0003772	SBOV2_47530.1, SBOV2_47530.2, SBOV2_47530.3	FGIG_10200
OG0003773	SBOV2_87440.1	FGIG_10332
OG0003774	SBOV2_71550.1, SBOV2_71550.2	FGIG_10366
OG0003775	SBOV2_70240.3, SBOV2_70240.1, SBOV2_70240.4, SBOV2_70240.5, SBOV2_70240.2	FGIG_10369
OG0003776	SBOV2_7720.1	FGIG_10526
OG0003777	SBOV2_57670.1	FGIG_10553
OG0003778	SBOV2_91780.1	FGIG_12691, FGIG_10658
OG0003779	SBOV2_13350.1, SBOV2_13350.2, SBOV2_13350.3, SBOV2_13350.4	FGIG_10699
OG0003780	SBOV2_66240.1	FGIG_10805
OG0003781	SBOV2_41250.1	FGIG_10878
OG0003782	SBOV2_49640.1, SBOV2_49640.3, SBOV2_49640.2	FGIG_10921
OG0003783	SBOV2_45360.1	FGIG_11054, FGIG_10954
OG0003784	SBOV2_45490.2, SBOV2_45490.1, SBOV2_45490.3	FGIG_10994
OG0003785	SBOV2_44100.1, SBOV2_44100.2	FGIG_11010
OG0003786	SBOV2_63180.1	FGIG_11016
OG0003787	SBOV2_20420.1	FGIG_11020
OG0003788	SBOV2_70750.1, SBOV2_70750.3, SBOV2_70750.2, SBOV2_70750.4, SBOV2_70750.5, SBOV2_70750.7, SBOV2_70750.6	FGIG_11181
OG0003789	SBOV2_7420.1, SBOV2_7420.2, SBOV2_7420.3	FGIG_11186
OG0003790	SBOV2_37810.1, SBOV2_37810.2	FGIG_11213
OG0003791	SBOV2_45670.1	FGIG_11283
OG0003792	SBOV2_49980.1, SBOV2_49980.2	FGIG_11350
OG0003793	SBOV2_45920.1	FGIG_11585, FGIG_11402
OG0003794	SBOV2_84900.1	FGIG_11510
OG0003795	SBOV2_270.2, SBOV2_270.3, SBOV2_270.1, SBOV2_270.4, SBOV2_270.5, SBOV2_270.6	FGIG_11651
OG0003796	SBOV2_65050.1	FGIG_11667, FGIG_11668
OG0003797	SBOV2_74860.2, SBOV2_74860.1	FGIG_11691
OG0003798	SBOV2_14740.1	FGIG_11711
OG0003799	SBOV2_80880.1, SBOV2_80880.2, SBOV2_80880.3	FGIG_12062, FGIG_11795
OG0003800	SBOV2_22860.1	FGIG_11956
OG0003801	SBOV2_52450.1	FGIG_12180
OG0003827	SBOV2_37650.1	FGIG_00616, FGIG_00003
OG0003828	SBOV2_30080.1, SBOV2_30080.2	FGIG_00011
OG0003829	SBOV2_6940.1	FGIG_00056
OG0003830	SBOV2_11110.1, SBOV2_11110.2	FGIG_00070, FGIG_00074
OG0003831	SBOV2_94610.1	FGIG_00079
OG0003832	SBOV2_94560.1	FGIG_00158, FGIG_07024, FGIG_07023
OG0003833	SBOV2_44210.1	FGIG_00179
OG0003834	SBOV2_3080.1	FGIG_00232
OG0003835	SBOV2_15450.1, SBOV2_15450.2	FGIG_00269
OG0003836	SBOV2_37680.1, SBOV2_37680.2	FGIG_00287
OG0003837	SBOV2_27590.1	FGIG_00306, FGIG_00307
OG0003838	SBOV2_13760.1, SBOV2_13760.2	FGIG_00326
OG0003839	SBOV2_11700.1, SBOV2_11710.1	FGIG_00336
OG0003840	SBOV2_26540.1	FGIG_00353
OG0003841	SBOV2_29430.1, SBOV2_29430.2	FGIG_00378
OG0003842	SBOV2_37350.1	FGIG_00385, FGIG_05108
OG0003843	SBOV2_7180.1	FGIG_00393, FGIG_08414
OG0003844	SBOV2_34680.1, SBOV2_34680.2, SBOV2_34680.3	FGIG_00400
OG0003845	SBOV2_90990.1	FGIG_11306, FGIG_00428
OG0003846	SBOV2_4640.1, SBOV2_4640.2, SBOV2_4640.3, SBOV2_4640.4	FGIG_00437, FGIG_01677
OG0003847	SBOV2_61220.1, SBOV2_61220.2	FGIG_00468
OG0003848	SBOV2_84800.1, SBOV2_84800.2	FGIG_00519
OG0003849	SBOV2_19230.1	FGIG_00572
OG0003850	SBOV2_38150.1, SBOV2_38150.2	FGIG_00595
OG0003851	SBOV2_62460.1	FGIG_00629
OG0003852	SBOV2_92410.1	FGIG_00732
OG0003853	SBOV2_95570.1	FGIG_00757, FGIG_10745, FGIG_00758
OG0003854	SBOV2_66180.1	FGIG_00780
OG0003855	SBOV2_27000.1	FGIG_00798
OG0003856	SBOV2_84470.1, SBOV2_84470.2	FGIG_06116, FGIG_08750, FGIG_08749
OG0003857	SBOV2_29110.1, SBOV2_29110.2, SBOV2_29110.3, SBOV2_29110.4	FGIG_00916
OG0003858	SBOV2_35210.2, SBOV2_35210.1, SBOV2_35210.3	FGIG_00980
OG0003859	SBOV2_62810.1, SBOV2_62810.2, SBOV2_62810.3, SBOV2_62810.4, SBOV2_62810.5	FGIG_00987
OG0003860	SBOV2_28660.2, SBOV2_28660.1	FGIG_01015
OG0003861	SBOV2_29990.1	FGIG_01052
OG0003862	SBOV2_38810.1, SBOV2_38810.2, SBOV2_38810.4, SBOV2_38810.3, SBOV2_38810.5, SBOV2_38810.6	FGIG_01086
OG0003863	SBOV2_22250.2, SBOV2_22250.3, SBOV2_22250.1	FGIG_01209
OG0003864	SBOV2_75030.1	FGIG_01322
OG0003865	SBOV2_92530.1	FGIG_01481
OG0003866	SBOV2_27410.1, SBOV2_27410.2	FGIG_01504
OG0003867	SBOV2_46670.2, SBOV2_46670.3, SBOV2_46670.4, SBOV2_46670.1	FGIG_01563
OG0003868	SBOV2_60620.1, SBOV2_60620.2	FGIG_01607
OG0003869	SBOV2_26190.1	FGIG_01647
OG0003870	SBOV2_92310.1, SBOV2_92310.3, SBOV2_92310.4, SBOV2_92310.2, SBOV2_92310.5	FGIG_01685
OG0003871	SBOV2_37050.1, SBOV2_37050.2	FGIG_01706
OG0003872	SBOV2_55840.1, SBOV2_55820.1	FGIG_01778
OG0003873	SBOV2_79820.1	FGIG_11719, FGIG_01823
OG0003874	SBOV2_42770.1, SBOV2_42770.3, SBOV2_42770.4, SBOV2_42770.2	FGIG_01842
OG0003875	SBOV2_22870.1	FGIG_01914
OG0003876	SBOV2_28230.1, SBOV2_28230.2	FGIG_02374, FGIG_01932
OG0003877	SBOV2_61780.1	FGIG_11477, FGIG_01966
OG0003878	SBOV2_61790.3, SBOV2_61790.4, SBOV2_61790.1, SBOV2_61790.2	FGIG_01968, FGIG_01967
OG0003879	SBOV2_79570.1	FGIG_01984
OG0003880	SBOV2_89840.2, SBOV2_89840.4, SBOV2_89840.1, SBOV2_89840.3	FGIG_01989
OG0003881	SBOV2_60430.1	FGIG_01997
OG0003882	SBOV2_92520.1	FGIG_02010
OG0003883	SBOV2_60340.1	FGIG_02048
OG0003884	SBOV2_23740.1	FGIG_02121
OG0003885	SBOV2_85840.1	FGIG_02125
OG0003886	SBOV2_29420.1	FGIG_02170
OG0003887	SBOV2_87500.1, SBOV2_87500.2	FGIG_02184, FGIG_02185
OG0003888	SBOV2_87650.3, SBOV2_87650.1, SBOV2_87650.2	FGIG_02242
OG0003889	SBOV2_74700.1	FGIG_02322
OG0003890	SBOV2_20270.1, SBOV2_20270.3, SBOV2_20270.2	FGIG_02376
OG0003891	SBOV2_13790.1, SBOV2_13800.1	FGIG_02407
OG0003892	SBOV2_87420.3, SBOV2_87420.1, SBOV2_87420.2	FGIG_02423
OG0003893	SBOV2_6330.1	FGIG_02565
OG0003894	SBOV2_11560.3, SBOV2_11560.1, SBOV2_11560.2	FGIG_02591
OG0003895	SBOV2_53180.1	FGIG_02599
OG0003896	SBOV2_52720.2	FGIG_02846
OG0003897	SBOV2_38290.1	FGIG_02852
OG0003899	SBOV2_53160.4, SBOV2_53160.3, SBOV2_53160.1, SBOV2_53160.2	FGIG_02890
OG0003900	SBOV2_68210.1	FGIG_02900, FGIG_02902, FGIG_02901
OG0003901	SBOV2_68200.1, SBOV2_68200.2	FGIG_02903
OG0003902	SBOV2_87070.1, SBOV2_87070.2	FGIG_02959, FGIG_11065
OG0003903	SBOV2_68090.2, SBOV2_68090.3, SBOV2_68090.1	FGIG_03135
OG0003904	SBOV2_67450.1	FGIG_03352
OG0003905	SBOV2_93470.1, SBOV2_93470.2	FGIG_03393
OG0003906	SBOV2_7290.4, SBOV2_7290.6, SBOV2_7290.8, SBOV2_7290.2, SBOV2_7290.5, SBOV2_7290.3, SBOV2_7290.7, SBOV2_7290.9, SBOV2_7290.1	FGIG_03505
OG0003907	SBOV2_380.1	FGIG_03506
OG0003908	SBOV2_21770.1	FGIG_03591
OG0003909	SBOV2_31570.1	FGIG_03609
OG0003910	SBOV2_55480.1, SBOV2_55480.2	FGIG_03621
OG0003911	SBOV2_26870.1	FGIG_03669
OG0003912	SBOV2_78490.1	FGIG_03688
OG0003913	SBOV2_36820.1	FGIG_10929, FGIG_03851, FGIG_03850
OG0003914	SBOV2_69010.1	FGIG_03927
OG0003915	SBOV2_69000.1, SBOV2_69000.2	FGIG_03928
OG0003916	SBOV2_82920.1	FGIG_03943
OG0003917	SBOV2_14130.1, SBOV2_14130.2	FGIG_04060
OG0003918	SBOV2_49180.1, SBOV2_49180.2	FGIG_09816, FGIG_04079, FGIG_09815
OG0003919	SBOV2_33540.1	FGIG_04137
OG0003920	SBOV2_16260.1, SBOV2_16260.2	FGIG_04156, FGIG_04155
OG0003921	SBOV2_69450.1, SBOV2_69450.2	FGIG_04189
OG0003922	SBOV2_67350.1, SBOV2_67350.2	FGIG_04203
OG0003923	SBOV2_24170.1, SBOV2_24170.2	FGIG_04324
OG0003924	SBOV2_55430.1	FGIG_04356
OG0003925	SBOV2_52940.1	FGIG_04385
OG0003926	SBOV2_24940.1	FGIG_04518
OG0003927	SBOV2_68290.3, SBOV2_68290.4, SBOV2_68290.1, SBOV2_68290.2	FGIG_10656, FGIG_04526
OG0003928	SBOV2_26900.1	FGIG_04587
OG0003929	SBOV2_44870.1, SBOV2_44870.2, SBOV2_44870.3, SBOV2_44870.4, SBOV2_44870.5, SBOV2_44870.6	FGIG_04599
OG0003930	SBOV2_79370.1	FGIG_04625
OG0003931	SBOV2_52850.1	FGIG_04718
OG0003932	SBOV2_14400.3, SBOV2_14400.1, SBOV2_14400.2	FGIG_04730
OG0003933	SBOV2_44230.1	FGIG_12602, FGIG_11811, FGIG_11810, FGIG_04746
OG0003934	SBOV2_400.1	FGIG_04768
OG0003935	SBOV2_14080.1	FGIG_04806
OG0003936	SBOV2_6550.1	FGIG_04828, FGIG_11562
OG0003937	SBOV2_47070.1, SBOV2_47070.2, SBOV2_47070.6, SBOV2_47070.3, SBOV2_47070.4, SBOV2_47070.5, SBOV2_47080.1	FGIG_04877
OG0003938	SBOV2_72210.1, SBOV2_72210.2, SBOV2_72210.3, SBOV2_72210.4	FGIG_04978
OG0003939	SBOV2_83830.1	FGIG_12288, FGIG_04990
OG0003940	SBOV2_12660.1	FGIG_05014
OG0003941	SBOV2_4290.1	FGIG_05050
OG0003942	SBOV2_45190.1	FGIG_05081
OG0003943	SBOV2_45720.1	FGIG_05084
OG0003944	SBOV2_45710.2, SBOV2_45710.1	FGIG_05085
OG0003945	SBOV2_86740.1	FGIG_05090
OG0003946	SBOV2_24250.1	FGIG_05104
OG0003947	SBOV2_27210.1, SBOV2_27210.2	FGIG_05121, FGIG_10420
OG0003948	SBOV2_56530.1, SBOV2_56540.1, SBOV2_56120.1, SBOV2_56550.1	FGIG_05177
OG0003949	SBOV2_51440.1	FGIG_06624, FGIG_07754, FGIG_05200
OG0003950	SBOV2_6420.2, SBOV2_6420.1, SBOV2_6420.3	FGIG_05215
OG0003951	SBOV2_47980.1, SBOV2_47990.1	FGIG_05363
OG0003952	SBOV2_87930.1	FGIG_10477, FGIG_05428
OG0003953	SBOV2_79840.1, SBOV2_79840.2, SBOV2_79840.3	FGIG_05452
OG0003954	SBOV2_60750.1, SBOV2_60710.1, SBOV2_60710.2	FGIG_05509
OG0003955	SBOV2_49060.1, SBOV2_49060.2	FGIG_05559, FGIG_05558
OG0003956	SBOV2_62430.1	FGIG_05637
OG0003957	SBOV2_32830.1	FGIG_05699
OG0003958	SBOV2_25410.1, SBOV2_25410.2	FGIG_05787
OG0003959	SBOV2_11660.2, SBOV2_11660.1, SBOV2_11660.3, SBOV2_11660.4	FGIG_05793
OG0003960	SBOV2_53980.1, SBOV2_53980.2, SBOV2_53980.3	FGIG_05953
OG0003961	SBOV2_70870.2, SBOV2_70870.1	FGIG_05986
OG0003962	SBOV2_37260.3, SBOV2_37260.4, SBOV2_37260.2, SBOV2_37260.1	FGIG_05997, FGIG_05998
OG0003963	SBOV2_18650.1	FGIG_06024
OG0003964	SBOV2_17070.1, SBOV2_17080.1	FGIG_06245
OG0003965	SBOV2_40130.1, SBOV2_40130.2	FGIG_06274
OG0003966	SBOV2_7240.1, SBOV2_7240.2	FGIG_06306
OG0003967	SBOV2_41540.1	FGIG_06720, FGIG_06336, FGIG_06719
OG0003968	SBOV2_3350.1, SBOV2_3350.2, SBOV2_3350.3	FGIG_06386
OG0003969	SBOV2_83240.1, SBOV2_83260.1, SBOV2_83220.1	FGIG_06572, FGIG_06460
OG0003970	SBOV2_91340.1	FGIG_06593
OG0003971	SBOV2_62560.1	FGIG_06692
OG0003972	SBOV2_36410.1, SBOV2_36410.2	FGIG_06758
OG0003973	SBOV2_95480.1	FGIG_06783
OG0003974	SBOV2_51920.1	FGIG_06804
OG0003975	SBOV2_28750.1, SBOV2_28750.2	FGIG_11767, FGIG_06881
OG0003976	SBOV2_24760.2, SBOV2_24760.1, SBOV2_24760.3	FGIG_06895
OG0003977	SBOV2_52110.3, SBOV2_52110.2, SBOV2_52110.4, SBOV2_52110.1	FGIG_06932
OG0003978	SBOV2_47780.1, SBOV2_47780.2	FGIG_06985
OG0003979	SBOV2_95980.1, SBOV2_13840.1	FGIG_06991
OG0003980	SBOV2_91870.1	FGIG_07039
OG0003981	SBOV2_22930.1	FGIG_07062
OG0003982	SBOV2_65390.1, SBOV2_65390.2	FGIG_07101
OG0003983	SBOV2_60450.1, SBOV2_60450.2, SBOV2_60450.3	FGIG_07261
OG0003984	SBOV2_9350.1, SBOV2_9350.2, SBOV2_9350.3, SBOV2_9420.1	FGIG_07263
OG0003985	SBOV2_65030.1	FGIG_07357
OG0003986	SBOV2_65540.1, SBOV2_65540.2, SBOV2_65610.1, SBOV2_65610.2	FGIG_07377
OG0003987	SBOV2_7540.1, SBOV2_7540.2, SBOV2_7540.3	FGIG_07392
OG0003988	SBOV2_29880.1	FGIG_07398
OG0003989	SBOV2_58050.1, SBOV2_58050.2	FGIG_07404
OG0003990	SBOV2_48430.1	FGIG_07461
OG0003991	SBOV2_14540.1	FGIG_07491
OG0003992	SBOV2_36280.1	FGIG_07502
OG0003993	SBOV2_75280.2, SBOV2_75280.4, SBOV2_75280.1, SBOV2_75280.3, SBOV2_75280.5, SBOV2_75280.6	FGIG_07542
OG0003994	SBOV2_26800.1, SBOV2_26800.2	FGIG_07556
OG0003995	SBOV2_87200.1, SBOV2_87200.2	FGIG_07617
OG0003996	SBOV2_51470.1	FGIG_07671
OG0003997	SBOV2_17350.1, SBOV2_17350.3, SBOV2_17350.2	FGIG_07690
OG0003998	SBOV2_14260.7, SBOV2_14260.1, SBOV2_14260.5, SBOV2_14260.3, SBOV2_14260.4, SBOV2_14260.6, SBOV2_14260.2	FGIG_07697
OG0003999	SBOV2_21820.1	FGIG_07704
OG0004000	SBOV2_64220.1	FGIG_07722
OG0004001	SBOV2_46110.2, SBOV2_46110.1, SBOV2_46110.4, SBOV2_46110.3	FGIG_07728
OG0004003	SBOV2_34640.1, SBOV2_34640.2, SBOV2_34640.3	FGIG_07799
OG0004004	SBOV2_69550.2, SBOV2_69550.1, SBOV2_69550.3, SBOV2_69550.4, SBOV2_69550.5	FGIG_07804
OG0004005	SBOV2_29560.1	FGIG_07885
OG0004006	SBOV2_34840.1, SBOV2_34840.2	FGIG_07897, FGIG_07898
OG0004007	SBOV2_70720.1, SBOV2_70720.2, SBOV2_70720.3, SBOV2_70710.1	FGIG_07927, FGIG_09279, FGIG_10211
OG0004008	SBOV2_25120.4, SBOV2_25120.1, SBOV2_25120.2, SBOV2_25120.3	FGIG_07946
OG0004009	SBOV2_94400.1, SBOV2_94390.1	FGIG_07965
OG0004010	SBOV2_22390.1	FGIG_07974
OG0004011	SBOV2_76360.1	FGIG_07994, FGIG_07995
OG0004012	SBOV2_51980.1, SBOV2_51990.1	FGIG_08070
OG0004013	SBOV2_65190.1	FGIG_08116
OG0004014	SBOV2_84200.1	FGIG_08121
OG0004015	SBOV2_93320.1	FGIG_08192
OG0004016	SBOV2_1480.1	FGIG_08264
OG0004017	SBOV2_8050.2, SBOV2_8050.4, SBOV2_8050.1, SBOV2_8050.3	FGIG_08289
OG0004018	SBOV2_85830.1	FGIG_08463
OG0004019	SBOV2_86440.1	FGIG_08505
OG0004021	SBOV2_89020.1	FGIG_08665
OG0004022	SBOV2_89450.1, SBOV2_89450.2, SBOV2_89450.3, SBOV2_89450.4	FGIG_08670
OG0004023	SBOV2_59770.1, SBOV2_59770.2, SBOV2_59770.3, SBOV2_59770.4, SBOV2_59770.5	FGIG_08753
OG0004024	SBOV2_1240.1	FGIG_08887
OG0004025	SBOV2_20980.1, SBOV2_20980.2	FGIG_09037, FGIG_11992
OG0004026	SBOV2_29010.1, SBOV2_29010.2, SBOV2_29010.3, SBOV2_29010.4	FGIG_09070
OG0004027	SBOV2_75780.1	FGIG_09071
OG0004028	SBOV2_26820.1, SBOV2_26820.2	FGIG_09129
OG0004029	SBOV2_69380.1	FGIG_09133, FGIG_12175
OG0004030	SBOV2_18070.1, SBOV2_18070.3, SBOV2_18070.4, SBOV2_18070.5, SBOV2_18070.2	FGIG_09443
OG0004031	SBOV2_35170.1, SBOV2_35170.2, SBOV2_35170.3, SBOV2_35170.4, SBOV2_35170.5	FGIG_09448
OG0004032	SBOV2_14010.2, SBOV2_14010.4, SBOV2_14010.1, SBOV2_14010.3	FGIG_09479
OG0004033	SBOV2_27490.1	FGIG_09501
OG0004034	SBOV2_90810.1	FGIG_09615
OG0004035	SBOV2_89250.1, SBOV2_89250.2	FGIG_09825
OG0004036	SBOV2_29520.1, SBOV2_29520.2	FGIG_09982
OG0004037	SBOV2_860.1	FGIG_10078
OG0004038	SBOV2_47650.1, SBOV2_47650.2	FGIG_10194
OG0004039	SBOV2_69700.1	FGIG_10267
OG0004040	SBOV2_52290.1, SBOV2_52290.2, SBOV2_52290.4, SBOV2_52290.5, SBOV2_52290.6, SBOV2_52290.3	FGIG_10324
OG0004041	SBOV2_26330.1	FGIG_10368
OG0004042	SBOV2_66140.1	FGIG_10476
OG0004044	SBOV2_22460.1	FGIG_10622
OG0004045	SBOV2_340.1	FGIG_10730
OG0004046	SBOV2_10260.1	FGIG_10733
OG0004047	SBOV2_41830.1, SBOV2_41830.2	FGIG_11077
OG0004048	SBOV2_59850.1	FGIG_11145
OG0004049	SBOV2_93630.1	FGIG_11149
OG0004050	SBOV2_76970.1	FGIG_11225
OG0004051	SBOV2_63090.1, SBOV2_63090.2	FGIG_11332
OG0004052	SBOV2_57830.1	FGIG_11480
OG0004053	SBOV2_89140.1	FGIG_11613, FGIG_11614
OG0004054	SBOV2_70810.2, SBOV2_70810.1	FGIG_11634
OG0004055	SBOV2_11340.1	FGIG_11635
OG0004056	SBOV2_47580.1, SBOV2_47580.2, SBOV2_47580.3	FGIG_11734
OG0004057	SBOV2_48880.1	FGIG_11968
OG0004058	SBOV2_73440.1, SBOV2_73440.2	FGIG_12090
OG0004059	SBOV2_59750.1	FGIG_12168
OG0004060	SBOV2_3430.1, SBOV2_3430.2, SBOV2_3430.3	FGIG_12205
OG0004061	SBOV2_87120.3, SBOV2_87120.1, SBOV2_87120.2, SBOV2_87120.4	FGIG_12490
OG0004062	SBOV2_87110.1, SBOV2_87110.2, SBOV2_87110.3	FGIG_12491, FGIG_12533
OG0004063	SBOV2_490.2, SBOV2_490.1	FGIG_12493
OG0004089	SBOV2_17680.1	FGIG_00094
OG0004090	SBOV2_88540.1	FGIG_08089, FGIG_00099
OG0004091	SBOV2_69360.1, SBOV2_69360.2	FGIG_00123
OG0004092	SBOV2_18840.1, SBOV2_18840.2, SBOV2_18840.3	FGIG_08687, FGIG_00129, FGIG_12170
OG0004093	SBOV2_77580.2, SBOV2_77580.3, SBOV2_77580.4, SBOV2_77580.1	FGIG_00137
OG0004094	SBOV2_42600.1	FGIG_00144
OG0004095	SBOV2_16930.2, SBOV2_16930.1, SBOV2_16930.3	FGIG_00204
OG0004096	SBOV2_7270.1, SBOV2_7270.2, SBOV2_7270.3, SBOV2_7270.4	FGIG_00235
OG0004097	SBOV2_59880.2, SBOV2_59880.1	FGIG_00266
OG0004098	SBOV2_47300.1	FGIG_00314
OG0004099	SBOV2_1750.1	FGIG_00331
OG0004100	SBOV2_25490.1, SBOV2_25490.2	FGIG_00340
OG0004101	SBOV2_26280.1	FGIG_00513
OG0004102	SBOV2_84790.1, SBOV2_84790.2	FGIG_00520
OG0004103	SBOV2_29140.2, SBOV2_29140.1	FGIG_00555
OG0004104	SBOV2_31090.1	FGIG_00613
OG0004105	SBOV2_40680.1	FGIG_00670
OG0004106	SBOV2_93380.1, SBOV2_93380.3, SBOV2_93380.2	FGIG_09168, FGIG_00711, FGIG_01195
OG0004107	SBOV2_15810.1, SBOV2_15810.2	FGIG_00744, FGIG_12302
OG0004108	SBOV2_25860.1, SBOV2_25860.2, SBOV2_25860.3	FGIG_00763
OG0004109	SBOV2_29970.1, SBOV2_29970.2, SBOV2_29970.3	FGIG_00805
OG0004110	SBOV2_75100.1	FGIG_00863
OG0004111	SBOV2_76000.1	FGIG_00928
OG0004112	SBOV2_16800.1	FGIG_00949
OG0004113	SBOV2_22480.1	FGIG_01059, FGIG_01060
OG0004114	SBOV2_52810.1, SBOV2_52810.2	FGIG_01067, FGIG_12023
OG0004115	SBOV2_31400.1	FGIG_01091
OG0004116	SBOV2_84050.1	FGIG_01116
OG0004117	SBOV2_4080.1	FGIG_01169
OG0004118	SBOV2_41780.1, SBOV2_41780.2, SBOV2_41780.3	FGIG_01299
OG0004119	SBOV2_25070.1	FGIG_01355
OG0004120	SBOV2_34350.1	FGIG_01382
OG0004121	SBOV2_53330.1, SBOV2_53330.4, SBOV2_53330.2, SBOV2_53330.3	FGIG_01428
OG0004122	SBOV2_41090.1	FGIG_01583
OG0004123	SBOV2_15680.1	FGIG_01590, FGIG_10678, FGIG_01591
OG0004124	SBOV2_38650.1	FGIG_01689
OG0004125	SBOV2_76010.1, SBOV2_76010.2	FGIG_01692
OG0004126	SBOV2_76270.1	FGIG_01739
OG0004127	SBOV2_40800.2, SBOV2_40800.3, SBOV2_40800.1	FGIG_01761
OG0004128	SBOV2_16570.1	FGIG_01774, FGIG_01773
OG0004129	SBOV2_46990.1, SBOV2_46990.3, SBOV2_46990.2, SBOV2_46990.4	FGIG_01779
OG0004130	SBOV2_70660.1	FGIG_01825
OG0004131	SBOV2_21210.1	FGIG_01828
OG0004132	SBOV2_85250.1, SBOV2_85250.2, SBOV2_85250.3, SBOV2_85250.4	FGIG_01871
OG0004133	SBOV2_21870.1	FGIG_01927
OG0004134	SBOV2_15700.1, SBOV2_15700.2	FGIG_01944
OG0004136	SBOV2_57370.1, SBOV2_57370.2	FGIG_02135
OG0004137	SBOV2_37160.1	FGIG_02159, FGIG_02158
OG0004138	SBOV2_47370.1	FGIG_02223
OG0004139	SBOV2_36990.1, SBOV2_36990.2	FGIG_02232
OG0004140	SBOV2_47280.2, SBOV2_47280.1, SBOV2_47280.3	FGIG_02357
OG0004141	SBOV2_18100.1	FGIG_02377
OG0004142	SBOV2_80770.1, SBOV2_80770.2, SBOV2_80770.3	FGIG_02442
OG0004143	SBOV2_10070.2, SBOV2_10070.1	FGIG_02449
OG0004144	SBOV2_64180.2, SBOV2_64180.1, SBOV2_64180.3	FGIG_02479
OG0004145	SBOV2_61910.1, SBOV2_61910.2	FGIG_02490, FGIG_08599
OG0004146	SBOV2_36870.1	FGIG_02517, FGIG_02518
OG0004147	SBOV2_55500.1	FGIG_02529
OG0004148	SBOV2_14420.1	FGIG_02560
OG0004149	SBOV2_2830.1	FGIG_07360, FGIG_02689
OG0004150	SBOV2_16840.3, SBOV2_16840.1, SBOV2_16840.2	FGIG_02848
OG0004151	SBOV2_55790.1	FGIG_02921
OG0004152	SBOV2_13410.1, SBOV2_13400.1	FGIG_02938
OG0004153	SBOV2_22050.2, SBOV2_22050.3, SBOV2_22050.1	FGIG_03054
OG0004154	SBOV2_8130.1	FGIG_03061
OG0004155	SBOV2_48020.3, SBOV2_48020.1, SBOV2_48020.2	FGIG_03067
OG0004156	SBOV2_56810.1	FGIG_03076
OG0004157	SBOV2_19750.1, SBOV2_19760.1, SBOV2_19750.2, SBOV2_19750.3	FGIG_03081
OG0004158	SBOV2_42560.2, SBOV2_42560.1	FGIG_03087
OG0004159	SBOV2_67670.1	FGIG_03124
OG0004160	SBOV2_5150.4, SBOV2_5150.3, SBOV2_5150.1, SBOV2_5150.2	FGIG_03130
OG0004161	SBOV2_12720.1	FGIG_03167
OG0004162	SBOV2_57460.3, SBOV2_57460.2, SBOV2_57460.1, SBOV2_57460.4	FGIG_03248
OG0004163	SBOV2_73480.1	FGIG_03279
OG0004164	SBOV2_13950.1	FGIG_03301
OG0004165	SBOV2_32960.2, SBOV2_32960.1	FGIG_03328
OG0004166	SBOV2_5380.1	FGIG_03450
OG0004167	SBOV2_8880.1, SBOV2_8880.2, SBOV2_8880.3, SBOV2_8880.4	FGIG_03452
OG0004168	SBOV2_90900.1	FGIG_03567, FGIG_03566
OG0004169	SBOV2_35920.1	FGIG_03612
OG0004170	SBOV2_77200.1, SBOV2_77200.2	FGIG_03647
OG0004171	SBOV2_89530.1, SBOV2_89530.2	FGIG_03673
OG0004172	SBOV2_76780.1	FGIG_03693
OG0004173	SBOV2_25580.1	FGIG_03709, FGIG_03708
OG0004175	SBOV2_49780.1, SBOV2_49780.2, SBOV2_49780.3, SBOV2_49780.4	FGIG_03799
OG0004176	SBOV2_12160.1	FGIG_10320, FGIG_10319
OG0004177	SBOV2_87800.1, SBOV2_87800.2	FGIG_03905
