Orthogroup	schistosoma_bovis	opisthorchis_viverrini
OG0002873	SBOV2_90870.1	T265_05961
OG0002874	SBOV2_28170.1, SBOV2_28170.2	T265_13044
OG0002875	SBOV2_54400.1	T265_08601
OG0002876	SBOV2_70270.2, SBOV2_70270.1, SBOV2_70270.3	T265_09158
OG0002877	SBOV2_60210.1	T265_15585
OG0002878	SBOV2_63360.1, SBOV2_63360.2, SBOV2_63360.3	T265_09786
OG0002880	SBOV2_21190.1	T265_15974, T265_16333, T265_16372
OG0002881	SBOV2_58740.1	T265_03918
OG0002882	SBOV2_17750.1, SBOV2_17760.1	T265_08367, T265_08365, T265_08366
OG0002883	SBOV2_54300.1, SBOV2_54300.2, SBOV2_54300.3	T265_00123
OG0002884	SBOV2_64600.3, SBOV2_64600.4, SBOV2_64600.1, SBOV2_64600.2	T265_01404
OG0002885	SBOV2_46120.1, SBOV2_46120.2	T265_03301, T265_03258
OG0002886	SBOV2_73540.1	T265_00431
OG0002889	SBOV2_81300.4, SBOV2_81300.3, SBOV2_81300.1, SBOV2_81310.1, SBOV2_81300.2, SBOV2_81300.5, SBOV2_81300.6	T265_09957
OG0002890	SBOV2_39900.1, SBOV2_39900.2, SBOV2_39900.3, SBOV2_39900.4, SBOV2_39900.5	T265_15384
OG0002892	SBOV2_75450.1, SBOV2_75440.1	T265_12956
OG0002893	SBOV2_8300.1, SBOV2_8300.2	T265_13538
OG0002902	SBOV2_28480.3, SBOV2_28480.2, SBOV2_28480.1	T265_10089
OG0002903	SBOV2_71110.1	T265_01720, T265_16142, T265_15992
OG0002904	SBOV2_21720.1	T265_00938, T265_12671, T265_16281
OG0002905	SBOV2_65980.3, SBOV2_65980.1, SBOV2_65980.4, SBOV2_65980.5, SBOV2_65980.2	T265_13028, T265_02524
OG0002906	SBOV2_38570.1	T265_10987
OG0002907	SBOV2_5390.1, SBOV2_5390.2, SBOV2_5390.3	T265_00957
OG0002908	SBOV2_68100.1, SBOV2_68100.2	T265_13687, T265_15239
OG0002910	SBOV2_18000.1	T265_13256
OG0002912	SBOV2_64340.3, SBOV2_64340.1, SBOV2_64340.2, SBOV2_64350.3, SBOV2_64350.1, SBOV2_64350.2	T265_12025, T265_15674
OG0002913	SBOV2_9900.1, SBOV2_9900.2	T265_08468, T265_12220
OG0002914	SBOV2_15990.1	T265_10038
OG0002915	SBOV2_76480.1	T265_13119
OG0002916	SBOV2_16910.1, SBOV2_16910.2	T265_02505
OG0002917	SBOV2_22490.1	T265_10733
OG0002918	SBOV2_80510.2, SBOV2_80510.3, SBOV2_80510.1	T265_06975
OG0002919	SBOV2_85220.1	T265_07324
OG0002921	SBOV2_94060.1, SBOV2_94060.2	T265_07949
OG0002922	SBOV2_75520.3, SBOV2_75520.2, SBOV2_75520.1	T265_02668
OG0002923	SBOV2_60390.1, SBOV2_60380.2, SBOV2_60380.3, SBOV2_60380.1	T265_12590
OG0002924	SBOV2_11650.1	T265_09413
OG0002925	SBOV2_12320.1, SBOV2_12320.3, SBOV2_12320.4, SBOV2_12320.5, SBOV2_12320.2	T265_03081
OG0002926	SBOV2_96370.1	T265_01295
OG0002927	SBOV2_9450.1, SBOV2_9450.2, SBOV2_9450.3, SBOV2_9450.4, SBOV2_9450.5, SBOV2_9450.6, SBOV2_9450.7	T265_03127
OG0002928	SBOV2_74070.1	T265_13841
OG0002929	SBOV2_21990.1	T265_00854
OG0002930	SBOV2_27290.1	T265_09338
OG0002931	SBOV2_1970.1	T265_10381
OG0002932	SBOV2_44180.1, SBOV2_44170.1	T265_12802
OG0002933	SBOV2_27550.1	T265_13654, T265_16004, T265_13655
OG0002934	SBOV2_92190.1	T265_07078
OG0002935	SBOV2_65380.1	T265_01577
OG0002936	SBOV2_46060.1	T265_02894
OG0002938	SBOV2_78160.1	T265_04269, T265_04417, T265_04418
OG0002939	SBOV2_12850.1	T265_03203
OG0002940	SBOV2_47400.4, SBOV2_47400.3, SBOV2_47400.1, SBOV2_47400.2	T265_12767, T265_01318
OG0002941	SBOV2_50520.1, SBOV2_50510.1	T265_10241
OG0002942	SBOV2_77480.1, SBOV2_77460.1	T265_02787
OG0002943	SBOV2_77510.1, SBOV2_77510.2, SBOV2_77510.4, SBOV2_77510.3	T265_13089
OG0002944	SBOV2_16960.1	T265_10544
OG0002945	SBOV2_76800.1, SBOV2_76800.2	T265_11225
OG0002946	SBOV2_18150.1, SBOV2_18150.2, SBOV2_18150.3	T265_11123, T265_15274, T265_09246, T265_02088
OG0002947	SBOV2_88650.1, SBOV2_88660.1, SBOV2_88650.2, SBOV2_88650.3	T265_09749
OG0002948	SBOV2_60130.1	T265_10715
OG0002949	SBOV2_33560.2, SBOV2_33560.1, SBOV2_33560.3	T265_02799
OG0002950	SBOV2_69540.1	T265_04871
OG0002951	SBOV2_29860.1, SBOV2_29860.2	T265_07586
OG0002952	SBOV2_49770.1	T265_12773
OG0002953	SBOV2_3330.1, SBOV2_3330.2, SBOV2_3330.3, SBOV2_3330.4	T265_04423, T265_15987
OG0002954	SBOV2_59600.1	T265_06597, T265_15941
OG0002955	SBOV2_72900.2, SBOV2_72900.1	T265_14732
OG0002956	SBOV2_93790.1	T265_15076
OG0002957	SBOV2_69640.1, SBOV2_69640.4, SBOV2_69640.3, SBOV2_69640.2	T265_00422
OG0002958	SBOV2_66430.1, SBOV2_66430.2	T265_16166, T265_10751, T265_10762
OG0002959	SBOV2_86270.1, SBOV2_86270.2	T265_13472
OG0002960	SBOV2_48070.3, SBOV2_48070.4, SBOV2_48070.1, SBOV2_48070.2	T265_05712
OG0002961	SBOV2_18590.1	T265_11252
OG0002962	SBOV2_66010.1	T265_14105
OG0002964	SBOV2_24690.1, SBOV2_24690.2	T265_08700
OG0002965	SBOV2_91460.1, SBOV2_91460.3, SBOV2_91460.2	T265_02144
OG0002966	SBOV2_43270.1	T265_04442
OG0002967	SBOV2_60690.1	T265_09516, T265_09515, T265_14873
OG0002968	SBOV2_18800.1, SBOV2_18800.2	T265_14182, T265_14181
OG0002969	SBOV2_52840.1	T265_07415
OG0002970	SBOV2_9720.1	T265_12882
OG0002971	SBOV2_62590.4, SBOV2_62590.2, SBOV2_62590.5, SBOV2_62590.3, SBOV2_62590.1	T265_09283
OG0002972	SBOV2_61310.1, SBOV2_61310.3, SBOV2_61310.4, SBOV2_61310.2	T265_00627
OG0002973	SBOV2_47890.1	T265_07435
OG0002974	SBOV2_35130.3, SBOV2_35130.1, SBOV2_35130.2	T265_15126
OG0002975	SBOV2_29440.1	T265_01518
OG0002976	SBOV2_63040.1, SBOV2_63040.2, SBOV2_63040.3, SBOV2_63040.4, SBOV2_63040.5, SBOV2_63040.6	T265_03160
OG0002977	SBOV2_7430.1, SBOV2_7430.2, SBOV2_7430.3, SBOV2_7430.4	T265_01592
OG0002979	SBOV2_21160.1, SBOV2_21160.2	T265_11670
OG0002980	SBOV2_38260.1	T265_00740
OG0002981	SBOV2_74280.1	T265_14186
OG0002982	SBOV2_51910.2, SBOV2_51910.3, SBOV2_51910.1	T265_13871
OG0002983	SBOV2_24140.2, SBOV2_24140.1, SBOV2_24140.4, SBOV2_24140.3	T265_02113, T265_15879
OG0002984	SBOV2_12550.2, SBOV2_12550.3, SBOV2_12550.1, SBOV2_12550.4, SBOV2_12550.5	T265_14382
OG0002985	SBOV2_2180.1	T265_15506
OG0002986	SBOV2_9800.1	T265_10270, T265_10269
OG0002988	SBOV2_91520.1	T265_08760
OG0002989	SBOV2_48770.1, SBOV2_48770.2	T265_09294
OG0002990	SBOV2_80100.1	T265_11604
OG0002991	SBOV2_35640.2, SBOV2_35640.1	T265_00107
OG0002992	SBOV2_75000.6, SBOV2_75000.2, SBOV2_75000.5, SBOV2_75000.1, SBOV2_75000.3, SBOV2_75000.4	T265_12542
OG0002993	SBOV2_83180.1	T265_15836, T265_09955, T265_10213, T265_07127
OG0002994	SBOV2_18780.1	T265_14978
OG0002995	SBOV2_89130.1	T265_10496
OG0002996	SBOV2_14590.1, SBOV2_14590.2	T265_09556
OG0002997	SBOV2_33290.1	T265_11005
OG0002998	SBOV2_43830.1	T265_01464
OG0002999	SBOV2_60000.1, SBOV2_60000.2, SBOV2_60000.3	T265_10797
OG0003000	SBOV2_40510.4, SBOV2_40510.1, SBOV2_40510.5, SBOV2_40510.2, SBOV2_40510.3	T265_13667
OG0003001	SBOV2_40590.1, SBOV2_40590.2	T265_06939
OG0003002	SBOV2_19050.2, SBOV2_19050.3, SBOV2_19050.4, SBOV2_19050.1, SBOV2_19050.5	T265_06956
OG0003003	SBOV2_92700.1	T265_10787
OG0003004	SBOV2_74180.1, SBOV2_74180.2	T265_02782
OG0003006	SBOV2_84160.2, SBOV2_84160.1	T265_10485
OG0003007	SBOV2_60720.1, SBOV2_60720.2, SBOV2_60720.3	T265_14668
OG0003008	SBOV2_35590.1	T265_10063
OG0003009	SBOV2_6460.3, SBOV2_6460.1, SBOV2_6460.2	T265_04390
OG0003010	SBOV2_70140.1	T265_13842
OG0003011	SBOV2_37250.2, SBOV2_37250.1	T265_07456
OG0003012	SBOV2_61150.4, SBOV2_61150.1, SBOV2_61150.2, SBOV2_61150.3	T265_02531
OG0003013	SBOV2_77310.1	T265_03958
OG0003014	SBOV2_83420.1, SBOV2_83430.1, SBOV2_83430.4, SBOV2_83430.2, SBOV2_83430.3	T265_14360
OG0003015	SBOV2_42630.1, SBOV2_42620.1	T265_04992
OG0003016	SBOV2_74680.2, SBOV2_74680.1	T265_08197
OG0003017	SBOV2_49650.1	T265_02207
OG0003018	SBOV2_93570.1	T265_05229, T265_13729, T265_16104
OG0003019	SBOV2_73710.1, SBOV2_73710.2	T265_00834
OG0003020	SBOV2_38820.1, SBOV2_38820.2	T265_13359
OG0003021	SBOV2_83460.1	T265_11800
OG0003023	SBOV2_83370.2, SBOV2_83370.1	T265_04962, T265_12395
OG0003024	SBOV2_76860.1, SBOV2_76860.2, SBOV2_76860.3	T265_08219
OG0003025	SBOV2_30670.1	T265_08285
OG0003026	SBOV2_34440.1	T265_02585
OG0003027	SBOV2_16230.1, SBOV2_16220.1	T265_11623
OG0003028	SBOV2_9830.2, SBOV2_9830.1	T265_14740
OG0003029	SBOV2_81130.1	T265_07912
OG0003030	SBOV2_19000.1, SBOV2_19000.2	T265_14667
OG0003031	SBOV2_64060.1	T265_03339
OG0003032	SBOV2_58480.1	T265_09883
OG0003033	SBOV2_46210.5, SBOV2_46210.1, SBOV2_46210.2, SBOV2_46210.3, SBOV2_46210.4	T265_00067
OG0003034	SBOV2_81560.1, SBOV2_81560.2	T265_13931
OG0003036	SBOV2_83560.1, SBOV2_83580.1, SBOV2_83600.1, SBOV2_83610.1, SBOV2_83570.1, SBOV2_83610.2	T265_13241
OG0003037	SBOV2_78580.2, SBOV2_78580.1	T265_08191
OG0003038	SBOV2_53400.1, SBOV2_53400.2, SBOV2_53400.3	T265_01298
OG0003039	SBOV2_45370.1	T265_12554
OG0003040	SBOV2_37580.1	T265_08335
OG0003041	SBOV2_34740.1	T265_00719
OG0003043	SBOV2_47230.1	T265_02896
OG0003044	SBOV2_7660.1	T265_01567
OG0003045	SBOV2_53910.1	T265_05095
OG0003046	SBOV2_53900.1	T265_05093
OG0003047	SBOV2_12680.1	T265_13450
OG0003048	SBOV2_45020.1	T265_01218, T265_09411
OG0003049	SBOV2_45010.2, SBOV2_45010.1	T265_01217
OG0003050	SBOV2_77630.3, SBOV2_77630.1, SBOV2_77630.2	T265_04271, T265_04273
OG0003051	SBOV2_23890.1	T265_09098
OG0003052	SBOV2_64420.1, SBOV2_64420.2, SBOV2_64420.3, SBOV2_64420.4	T265_11750
OG0003053	SBOV2_41030.2, SBOV2_41030.1, SBOV2_41030.3	T265_03747
OG0003054	SBOV2_8670.1	T265_03119
OG0003055	SBOV2_55700.1, SBOV2_55700.2, SBOV2_55700.3, SBOV2_55700.4	T265_09217
OG0003056	SBOV2_8560.1, SBOV2_8560.2	T265_07027
OG0003057	SBOV2_62890.1	T265_07016
OG0003058	SBOV2_91020.1, SBOV2_91020.2, SBOV2_91020.3	T265_03889
OG0003059	SBOV2_31680.1	T265_01103, T265_11098, T265_12033
OG0003060	SBOV2_53590.1, SBOV2_53580.1	T265_13466
OG0003061	SBOV2_81160.1, SBOV2_81160.2, SBOV2_81160.3	T265_07124
OG0003062	SBOV2_88360.1, SBOV2_88360.2	T265_07364
OG0003063	SBOV2_17230.1, SBOV2_17230.3, SBOV2_17230.2	T265_15517
OG0003064	SBOV2_7640.1	T265_01571
OG0003065	SBOV2_21230.1	T265_12659
OG0003066	SBOV2_93050.2, SBOV2_93050.1	T265_04405
OG0003067	SBOV2_24340.3, SBOV2_24340.4, SBOV2_24340.1, SBOV2_24340.2	T265_01085
OG0003068	SBOV2_75830.1	T265_11773
OG0003069	SBOV2_69810.5, SBOV2_69810.3, SBOV2_69810.4, SBOV2_69810.2, SBOV2_69810.1	T265_01995
OG0003071	SBOV2_60310.5, SBOV2_60310.2, SBOV2_60310.3, SBOV2_60310.1, SBOV2_60310.4	T265_04804
OG0003072	SBOV2_78560.1	T265_11500
OG0003073	SBOV2_63520.1	T265_12790
OG0003074	SBOV2_58310.1	T265_14915
OG0003075	SBOV2_57020.1	T265_14577
OG0003076	SBOV2_56970.1	T265_10794, T265_16094
OG0003077	SBOV2_73740.1, SBOV2_73740.2	T265_15604
OG0003078	SBOV2_60780.1	T265_00099
OG0003079	SBOV2_55680.1, SBOV2_55680.2, SBOV2_55680.3	T265_11875
OG0003080	SBOV2_10760.1	T265_07755
OG0003081	SBOV2_14430.2, SBOV2_14430.5, SBOV2_14430.4, SBOV2_14430.1, SBOV2_14430.3	T265_03078
OG0003082	SBOV2_49430.1, SBOV2_49430.4, SBOV2_49430.3, SBOV2_49430.2	T265_11379
OG0003083	SBOV2_78320.1, SBOV2_78320.2	T265_14683
OG0003085	SBOV2_29040.1, SBOV2_29040.2	T265_14689
OG0003087	SBOV2_94940.1	T265_08143
OG0003088	SBOV2_20030.4, SBOV2_20030.1, SBOV2_20030.3, SBOV2_20030.2	T265_02291, T265_04908
OG0003089	SBOV2_18090.2, SBOV2_18090.1	T265_11951
OG0003090	SBOV2_35730.1, SBOV2_35730.2	T265_13275
OG0003107	SBOV2_55510.1	T265_05277
OG0003108	SBOV2_41200.1, SBOV2_41200.2, SBOV2_41200.3, SBOV2_41200.4	T265_06555
OG0003109	SBOV2_14890.3, SBOV2_14890.1, SBOV2_14890.2	T265_13791
OG0003110	SBOV2_13880.1	T265_04583, T265_04581
OG0003111	SBOV2_71040.2, SBOV2_71040.1, SBOV2_71040.3	T265_01222
OG0003112	SBOV2_67360.1	T265_03161
OG0003114	SBOV2_86260.2, SBOV2_86260.3, SBOV2_86260.1	T265_04310
OG0003115	SBOV2_72960.1, SBOV2_72960.2	T265_12647
OG0003116	SBOV2_87410.1, SBOV2_87410.2, SBOV2_87410.3, SBOV2_87410.4, SBOV2_87410.5, SBOV2_87410.6	T265_06786, T265_16161
OG0003117	SBOV2_17960.1, SBOV2_17960.2, SBOV2_17960.3, SBOV2_17960.4	T265_00936
OG0003120	SBOV2_70040.1	T265_12987
OG0003121	SBOV2_1620.1	T265_03332
OG0003122	SBOV2_480.1, SBOV2_480.3, SBOV2_480.2	T265_00248
OG0003124	SBOV2_89760.1	T265_09973
OG0003126	SBOV2_18620.1	T265_02263
OG0003127	SBOV2_85480.1, SBOV2_85480.3, SBOV2_85480.2	T265_00393
OG0003128	SBOV2_81480.1, SBOV2_81480.2	T265_12835
OG0003129	SBOV2_2940.1	T265_00252
OG0003130	SBOV2_39650.1	T265_03769, T265_03257, T265_03259, T265_03260
OG0003131	SBOV2_71650.1	T265_16261
OG0003133	SBOV2_58820.1, SBOV2_58820.2, SBOV2_58820.3	T265_15587
OG0003134	SBOV2_96780.1, SBOV2_82820.1	T265_06539
OG0003136	SBOV2_9950.1, SBOV2_9950.2	T265_01565
OG0003137	SBOV2_80690.1, SBOV2_80690.2	T265_13566
OG0003138	SBOV2_87710.2, SBOV2_87710.1	T265_01867, T265_12886
OG0003139	SBOV2_48760.1, SBOV2_48760.2	T265_09293
OG0003140	SBOV2_36590.1	T265_10611
OG0003142	SBOV2_75620.1	T265_13088, T265_12449
OG0003144	SBOV2_28500.3, SBOV2_28500.1, SBOV2_28500.2	T265_07038
OG0003145	SBOV2_19340.1, SBOV2_19340.3, SBOV2_19340.2	T265_10158, T265_10168, T265_16083
OG0003146	SBOV2_64380.1	T265_00190
OG0003147	SBOV2_48610.1	T265_04879
OG0003148	SBOV2_91990.1	T265_05214
OG0003149	SBOV2_55460.1	T265_14469
OG0003150	SBOV2_77890.1, SBOV2_77890.2	T265_03278
OG0003151	SBOV2_49310.1	T265_13108
OG0003152	SBOV2_30470.1	T265_13663, T265_16373, T265_07971, T265_16076
OG0003154	SBOV2_31980.3, SBOV2_31980.2, SBOV2_31980.1	T265_08108
OG0003155	SBOV2_70410.1	T265_07187
OG0003156	SBOV2_29530.1	T265_05065
OG0003157	SBOV2_53150.1, SBOV2_53150.2, SBOV2_53150.3, SBOV2_53150.4	T265_07210
OG0003158	SBOV2_88960.1, SBOV2_88960.3, SBOV2_88960.2	T265_03832
OG0003159	SBOV2_55150.1	T265_10689
OG0003160	SBOV2_20110.1	T265_03695
OG0003161	SBOV2_46470.1	T265_00163
OG0003164	SBOV2_34310.1	T265_07313
OG0003167	SBOV2_92630.1	T265_04823, T265_15925
OG0003168	SBOV2_63160.1	T265_00599
OG0003169	SBOV2_15460.2, SBOV2_15460.4, SBOV2_15460.1, SBOV2_15460.3, SBOV2_15460.5	T265_10047
OG0003170	SBOV2_17560.1, SBOV2_17560.2	T265_09151
OG0003171	SBOV2_72360.1, SBOV2_72360.2	T265_14761, T265_14762
OG0003172	SBOV2_21580.1, SBOV2_21580.2	T265_12118, T265_11052
OG0003173	SBOV2_35930.2, SBOV2_35930.1, SBOV2_35930.3	T265_02971
OG0003174	SBOV2_74300.1	T265_08480
OG0003175	SBOV2_92820.1, SBOV2_92820.2, SBOV2_92820.3	T265_16305, T265_12278, T265_09707, T265_16168
OG0003176	SBOV2_69490.1, SBOV2_69490.2, SBOV2_69490.3	T265_13135
OG0003177	SBOV2_25280.1, SBOV2_25280.2	T265_11345
OG0003178	SBOV2_34230.1	T265_10413, T265_10411, T265_15781, T265_15620, T265_16328
OG0003179	SBOV2_74420.1	T265_01970
OG0003180	SBOV2_4330.1	T265_15379
OG0003181	SBOV2_31000.1	T265_12891
OG0003182	SBOV2_36390.1, SBOV2_36390.2	T265_10341
OG0003183	SBOV2_12950.2, SBOV2_12950.1, SBOV2_12950.3, SBOV2_12950.4, SBOV2_12950.5	T265_04369, T265_16026
OG0003184	SBOV2_39180.1	T265_03526
OG0003185	SBOV2_71150.4, SBOV2_71150.5, SBOV2_71150.6, SBOV2_71150.3, SBOV2_71150.1, SBOV2_71150.2	T265_15307
OG0003186	SBOV2_37830.1, SBOV2_37870.1	T265_04885
OG0003187	SBOV2_73050.1	T265_00780
OG0003188	SBOV2_81180.4, SBOV2_81180.5, SBOV2_81180.1, SBOV2_81180.6, SBOV2_81180.7, SBOV2_81180.8, SBOV2_81180.2, SBOV2_81180.3	T265_07818
OG0003189	SBOV2_56420.1	T265_01242
OG0003190	SBOV2_60060.1, SBOV2_60060.2	T265_11076
OG0003191	SBOV2_46720.2, SBOV2_46720.1	T265_13899
OG0003192	SBOV2_65970.1, SBOV2_65970.2	T265_08136
OG0003193	SBOV2_30420.2, SBOV2_30420.1	T265_05017
OG0003194	SBOV2_69110.1	T265_03962
OG0003195	SBOV2_17590.1	T265_15661
OG0003196	SBOV2_61670.2, SBOV2_61670.1	T265_01121
OG0003197	SBOV2_94020.1	T265_14545
OG0003198	SBOV2_54840.1	T265_05273
OG0003199	SBOV2_92480.1	T265_08967
OG0003200	SBOV2_10270.1	T265_13485
OG0003201	SBOV2_14200.1, SBOV2_14200.2, SBOV2_14200.3	T265_10050
OG0003203	SBOV2_90700.1	T265_08385
OG0003204	SBOV2_19690.1, SBOV2_19680.2, SBOV2_19680.1	T265_14093
OG0003205	SBOV2_31060.1, SBOV2_31060.2, SBOV2_31060.3, SBOV2_31060.4	T265_14205
OG0003206	SBOV2_17020.2, SBOV2_17020.3, SBOV2_17020.1, SBOV2_17000.1	T265_06903
OG0003207	SBOV2_7090.1, SBOV2_7090.2, SBOV2_7090.3, SBOV2_7090.4, SBOV2_7090.5	T265_00236
OG0003208	SBOV2_67550.1	T265_12719, T265_01116, T265_02116
OG0003209	SBOV2_77970.1, SBOV2_77970.4, SBOV2_77970.2, SBOV2_77970.3	T265_04035
OG0003210	SBOV2_12640.1, SBOV2_12640.2	T265_15007, T265_15334
OG0003211	SBOV2_74170.1	T265_11261, T265_15387
OG0003212	SBOV2_5870.2, SBOV2_5870.1	T265_00230
OG0003213	SBOV2_34390.1	T265_10936
OG0003214	SBOV2_11600.1	T265_02512
OG0003215	SBOV2_8790.1, SBOV2_8780.1	T265_11178, T265_11179
OG0003216	SBOV2_63780.1, SBOV2_63780.2	T265_09762
OG0003217	SBOV2_60440.1, SBOV2_60440.2	T265_02011
OG0003218	SBOV2_57510.3, SBOV2_57510.2, SBOV2_57510.1	T265_08129
OG0003220	SBOV2_32700.1	T265_04665, T265_04127, T265_14421, T265_09523
OG0003222	SBOV2_19060.5, SBOV2_19060.2, SBOV2_19060.3, SBOV2_19060.4, SBOV2_19060.1	T265_15508
OG0003223	SBOV2_89380.1	T265_07346
OG0003224	SBOV2_29450.2, SBOV2_29450.1	T265_01519
OG0003226	SBOV2_96220.1, SBOV2_96220.2, SBOV2_96230.1, SBOV2_13860.1	T265_04588, T265_06369
OG0003227	SBOV2_61190.4, SBOV2_61190.8, SBOV2_61190.1, SBOV2_61190.2, SBOV2_61190.3, SBOV2_61190.6, SBOV2_61190.7, SBOV2_61190.5	T265_15188
OG0003228	SBOV2_86770.1	T265_05344
OG0003229	SBOV2_75250.1	T265_01945
OG0003230	SBOV2_46320.1, SBOV2_46320.2	T265_03970
OG0003232	SBOV2_10670.2, SBOV2_10670.1	T265_11465
OG0003233	SBOV2_21450.1	T265_15043
OG0003234	SBOV2_60090.1, SBOV2_60090.3, SBOV2_60090.2	T265_08452
OG0003235	SBOV2_83550.2, SBOV2_83550.3, SBOV2_83550.1	T265_03407
OG0003237	SBOV2_24800.1, SBOV2_24800.3, SBOV2_24800.2	T265_01039
OG0003238	SBOV2_65070.1, SBOV2_65070.2, SBOV2_65070.3	T265_00665
OG0003239	SBOV2_79860.1, SBOV2_79860.2	T265_05841, T265_11592
OG0003240	SBOV2_7330.1	T265_09874
OG0003241	SBOV2_30160.1, SBOV2_30160.2	T265_08313
OG0003242	SBOV2_52600.1, SBOV2_52600.2	T265_08090, T265_12218
OG0003243	SBOV2_8540.1, SBOV2_8540.2	T265_01389
OG0003244	SBOV2_52180.1	T265_14655
OG0003245	SBOV2_51640.1, SBOV2_51640.2, SBOV2_51640.3	T265_05102
OG0003246	SBOV2_8590.1, SBOV2_8590.2	T265_04347
OG0003247	SBOV2_19970.2, SBOV2_19970.5, SBOV2_19970.1, SBOV2_19970.3, SBOV2_19970.4	T265_15668
OG0003249	SBOV2_63470.2, SBOV2_63470.1	T265_02516
OG0003250	SBOV2_69800.1, SBOV2_69800.2	T265_00815
OG0003251	SBOV2_85640.1, SBOV2_85640.2	T265_15132
OG0003252	SBOV2_41490.1	T265_07596
OG0003253	SBOV2_86220.1	T265_04761
OG0003254	SBOV2_63790.1	T265_04181
OG0003255	SBOV2_92500.1, SBOV2_91950.1	T265_08975, T265_08976
OG0003256	SBOV2_83030.1	T265_11920, T265_10484, T265_13236, T265_15390, T265_14837, T265_01620, T265_13563
OG0003257	SBOV2_12510.1	T265_09512
OG0003258	SBOV2_42610.3, SBOV2_42610.1, SBOV2_42610.2	T265_13426, T265_16113
OG0003259	SBOV2_23270.1, SBOV2_23270.2	T265_04248
OG0003260	SBOV2_83310.1, SBOV2_83310.2	T265_07096
OG0003261	SBOV2_33040.1, SBOV2_33050.1	T265_13387
OG0003263	SBOV2_4990.1	T265_11723
OG0003264	SBOV2_15090.1, SBOV2_15090.2	T265_14781
OG0003265	SBOV2_25890.3, SBOV2_25890.2, SBOV2_25890.1	T265_14465
OG0003266	SBOV2_70590.1	T265_00355
OG0003267	SBOV2_19640.1, SBOV2_19640.2, SBOV2_19640.3	T265_11130
OG0003268	SBOV2_42710.1	T265_10845
OG0003269	SBOV2_75490.1, SBOV2_75490.2	T265_02226
OG0003270	SBOV2_62170.1	T265_05629
OG0003271	SBOV2_11220.1, SBOV2_11220.2, SBOV2_11220.3, SBOV2_11220.4	T265_00964
OG0003273	SBOV2_33850.2, SBOV2_33850.3, SBOV2_33850.1, SBOV2_33850.4	T265_08347
OG0003275	SBOV2_24090.4, SBOV2_24090.1, SBOV2_24090.2	T265_15417
OG0003276	SBOV2_61250.1, SBOV2_61250.2	T265_07677, T265_14350, T265_14351, T265_14349, T265_01626
OG0003277	SBOV2_34100.3, SBOV2_34100.1, SBOV2_34100.2	T265_14638
OG0003278	SBOV2_49950.1, SBOV2_49950.3, SBOV2_49950.2	T265_11305
OG0003279	SBOV2_1840.1	T265_15092
OG0003280	SBOV2_77020.1	T265_00283, T265_07565
OG0003281	SBOV2_93420.1	T265_05670, T265_16020
OG0003282	SBOV2_52740.1, SBOV2_52740.2, SBOV2_52740.3, SBOV2_52740.4	T265_05807
OG0003283	SBOV2_93660.1, SBOV2_93660.2, SBOV2_93660.4, SBOV2_93660.3	T265_14849
OG0003284	SBOV2_60030.1	T265_10799
OG0003285	SBOV2_22470.1, SBOV2_22470.2, SBOV2_22470.3	T265_10409
OG0003286	SBOV2_66510.1, SBOV2_66510.3, SBOV2_66510.2	T265_14579
OG0003287	SBOV2_9240.1	T265_11152
OG0003288	SBOV2_67990.1	T265_03913, T265_15951
OG0003289	SBOV2_12930.1	T265_14827, T265_14826
OG0003290	SBOV2_10130.2, SBOV2_10130.1, SBOV2_10130.4, SBOV2_10130.3	T265_11160
OG0003291	SBOV2_16780.1, SBOV2_16780.2, SBOV2_16780.3	T265_10834
OG0003292	SBOV2_84410.1	T265_04681
OG0003293	SBOV2_40370.1, SBOV2_40370.2	T265_05415
OG0003294	SBOV2_34080.1	T265_08998
OG0003295	SBOV2_25440.1, SBOV2_25460.1, SBOV2_25460.2, SBOV2_25460.3, SBOV2_25460.4, SBOV2_25460.5	T265_06245
OG0003297	SBOV2_17180.1, SBOV2_17180.2, SBOV2_17180.3	T265_11733
OG0003298	SBOV2_45500.1, SBOV2_45520.1	T265_00463
OG0003299	SBOV2_76180.1, SBOV2_76180.2	T265_07321
OG0003300	SBOV2_13210.3, SBOV2_13210.1, SBOV2_13210.4, SBOV2_13210.2	T265_01803
OG0003301	SBOV2_43110.1	T265_10537
OG0003302	SBOV2_7230.1	T265_14440
OG0003303	SBOV2_51260.1, SBOV2_51260.2, SBOV2_51260.3	T265_03311
OG0003304	SBOV2_6990.2, SBOV2_6990.3, SBOV2_6990.4, SBOV2_6990.1	T265_09145
OG0003305	SBOV2_73100.1	T265_00774
OG0003306	SBOV2_55590.1, SBOV2_55590.3, SBOV2_55590.2	T265_14129
OG0003307	SBOV2_41400.1	T265_11890
OG0003310	SBOV2_47690.1	T265_12760
OG0003313	SBOV2_50950.1	T265_02811
OG0003315	SBOV2_35440.1, SBOV2_35440.2	T265_01927
OG0003318	SBOV2_95850.1	T265_03220, T265_08727
OG0003319	SBOV2_27430.1, SBOV2_27420.2, SBOV2_27420.1	T265_08722
OG0003320	SBOV2_55710.1, SBOV2_55710.2, SBOV2_55710.3, SBOV2_55710.4, SBOV2_55710.5	T265_14787
