Orthogroup	schistosoma_bovis	schistosoma_rodhaini
OG0003189	SBOV2_56420.1	SRDH2_58330.3, SRDH2_58330.4, SRDH2_58330.1, SRDH2_58330.2
OG0003190	SBOV2_60060.1, SBOV2_60060.2	SRDH2_62060.1
OG0003191	SBOV2_46720.2, SBOV2_46720.1	SRDH2_48170.1
OG0003192	SBOV2_65970.1, SBOV2_65970.2	SRDH2_69830.1, SRDH2_69830.2
OG0003193	SBOV2_30420.2, SBOV2_30420.1	SRDH2_37710.1
OG0003194	SBOV2_69110.1	SRDH2_71600.1
OG0003195	SBOV2_17590.1	SRDH2_18600.1, SRDH2_18600.2, SRDH2_18600.3, SRDH2_18600.4, SRDH2_18600.5
OG0003196	SBOV2_61670.2, SBOV2_61670.1	SRDH2_63710.5, SRDH2_63710.2, SRDH2_63710.4, SRDH2_63710.1, SRDH2_63710.3
OG0003197	SBOV2_94020.1	SRDH2_98350.1
OG0003198	SBOV2_54840.1	SRDH2_51680.1
OG0003199	SBOV2_92480.1	SRDH2_96820.1
OG0003200	SBOV2_10270.1	SRDH2_10800.1
OG0003201	SBOV2_14200.1, SBOV2_14200.2, SBOV2_14200.3	SRDH2_13420.2, SRDH2_13420.1
OG0003202	SBOV2_17990.1, SBOV2_17990.2, SBOV2_17990.3, SBOV2_17990.4	SRDH2_19000.1, SRDH2_19000.2, SRDH2_19000.3
OG0003203	SBOV2_90700.1	SRDH2_94540.1
OG0003204	SBOV2_19690.1, SBOV2_19680.2, SBOV2_19680.1	SRDH2_20690.1
OG0003205	SBOV2_31060.1, SBOV2_31060.2, SBOV2_31060.3, SBOV2_31060.4	SRDH2_34230.1, SRDH2_34230.4, SRDH2_34230.2, SRDH2_34230.3, SRDH2_34230.5
OG0003206	SBOV2_17000.1	SRDH2_18140.1
OG0003207	SBOV2_7090.1, SBOV2_7090.2, SBOV2_7090.3, SBOV2_7090.4, SBOV2_7090.5	SRDH2_8570.1
OG0003208	SBOV2_67550.1	SRDH2_66790.2, SRDH2_66790.1
OG0003209	SBOV2_77970.1, SBOV2_77970.4, SBOV2_77970.2, SBOV2_77970.3	SRDH2_80850.1
OG0003210	SBOV2_12640.1, SBOV2_12640.2	SRDH2_14830.1
OG0003211	SBOV2_74170.1	SRDH2_76940.1
OG0003212	SBOV2_5870.2, SBOV2_5870.1	SRDH2_5940.2, SRDH2_5940.1, SRDH2_5940.3, SRDH2_5940.4
OG0003213	SBOV2_34390.1	SRDH2_35190.1
OG0003214	SBOV2_11600.1	SRDH2_11800.1
OG0003215	SBOV2_8780.1	SRDH2_9230.1, SRDH2_9220.1
OG0003216	SBOV2_63780.1, SBOV2_63780.2	SRDH2_67940.2, SRDH2_67940.1
OG0003217	SBOV2_60440.1, SBOV2_60440.2	SRDH2_62440.3, SRDH2_62440.1, SRDH2_62440.4, SRDH2_62440.2
OG0003218	SBOV2_57510.3	SRDH2_59690.1
OG0003221	SBOV2_28160.2, SBOV2_28160.1, SBOV2_28160.3, SBOV2_28160.4	SRDH2_39810.3, SRDH2_39810.1, SRDH2_39810.2
OG0003222	SBOV2_19060.5, SBOV2_19060.2, SBOV2_19060.3, SBOV2_19060.4, SBOV2_19060.1	SRDH2_20050.1, SRDH2_20050.2
OG0003223	SBOV2_89380.1	SRDH2_91610.2, SRDH2_91610.1
OG0003224	SBOV2_29450.2, SBOV2_29450.1	SRDH2_32050.4, SRDH2_32050.5, SRDH2_32050.1, SRDH2_32050.2, SRDH2_32050.3
OG0003225	SBOV2_87490.1	SRDH2_91180.1
OG0003226	SBOV2_96220.1, SBOV2_96220.2, SBOV2_96230.1, SBOV2_13860.1	SRDH2_12130.1
OG0003227	SBOV2_61190.4, SBOV2_61190.8, SBOV2_61190.1, SBOV2_61190.2, SBOV2_61190.3, SBOV2_61190.6, SBOV2_61190.7, SBOV2_61190.5	SRDH2_63180.1, SRDH2_63180.2
OG0003228	SBOV2_86770.1	SRDH2_89810.1
OG0003228	SBOV2_86750.1	SRDH2_89790.3, SRDH2_89790.1, SRDH2_89790.2
OG0003229	SBOV2_75250.1	SRDH2_78020.1
OG0003230	SBOV2_46320.1, SBOV2_46320.2	SRDH2_47720.1
OG0003231	SBOV2_17310.1, SBOV2_17310.5, SBOV2_17310.4, SBOV2_17310.6, SBOV2_17310.2, SBOV2_17310.3	SRDH2_18280.4, SRDH2_18280.2, SRDH2_18280.3, SRDH2_18280.1
OG0003232	SBOV2_10670.2, SBOV2_10670.1	SRDH2_11270.1
OG0003233	SBOV2_21450.1	SRDH2_22750.1
OG0003234	SBOV2_60090.1, SBOV2_60090.3, SBOV2_60090.2	SRDH2_62090.1
OG0003235	SBOV2_83550.2, SBOV2_83550.3, SBOV2_83550.1	SRDH2_86830.1
OG0003236	SBOV2_56800.1	SRDH2_58810.1
OG0003237	SBOV2_24800.1, SBOV2_24800.3, SBOV2_24800.2	SRDH2_25640.1, SRDH2_25640.2, SRDH2_25640.3, SRDH2_25650.1
OG0003238	SBOV2_65070.1, SBOV2_65070.2, SBOV2_65070.3	SRDH2_66080.1
OG0003239	SBOV2_79860.1, SBOV2_79860.2	SRDH2_83030.1, SRDH2_83030.3, SRDH2_83030.4, SRDH2_83030.5, SRDH2_83030.2
OG0003240	SBOV2_7330.1	SRDH2_8280.1
OG0003241	SBOV2_30160.1, SBOV2_30160.2	SRDH2_37430.1
OG0003242	SBOV2_52600.1, SBOV2_52600.2	SRDH2_53060.1, SRDH2_53060.3, SRDH2_53060.7, SRDH2_53060.4, SRDH2_53060.2, SRDH2_53060.5, SRDH2_53060.6
OG0003243	SBOV2_8540.1, SBOV2_8540.2	SRDH2_8960.1
OG0003244	SBOV2_52180.1	SRDH2_54380.2, SRDH2_54380.1, SRDH2_54380.3, SRDH2_54380.4
OG0003245	SBOV2_51640.1, SBOV2_51640.2, SBOV2_51640.3	SRDH2_54880.1, SRDH2_54880.2, SRDH2_54880.3, SRDH2_54880.4, SRDH2_54880.5
OG0003246	SBOV2_8590.1, SBOV2_8590.2	SRDH2_9020.2, SRDH2_9020.3, SRDH2_9020.1, SRDH2_9020.4, SRDH2_9020.5
OG0003247	SBOV2_19970.2, SBOV2_19970.5, SBOV2_19970.1, SBOV2_19970.3, SBOV2_19970.4	SRDH2_20960.1
OG0003248	SBOV2_82380.1	SRDH2_85520.1, SRDH2_85520.2, SRDH2_85520.3, SRDH2_85520.4
OG0003249	SBOV2_63470.2, SBOV2_63470.1	SRDH2_65560.5, SRDH2_65560.4, SRDH2_65560.1, SRDH2_65560.3, SRDH2_65560.2
OG0003250	SBOV2_69800.1, SBOV2_69800.2	SRDH2_71780.1
OG0003251	SBOV2_85640.1, SBOV2_85640.2	SRDH2_89640.1, SRDH2_89640.2, SRDH2_100600.1
OG0003252	SBOV2_41490.1	SRDH2_42620.1, SRDH2_42620.2, SRDH2_42620.3, SRDH2_42620.4
OG0003253	SBOV2_86220.1	SRDH2_90350.1
OG0003254	SBOV2_63790.1	SRDH2_67950.8, SRDH2_67950.5, SRDH2_67950.2, SRDH2_67950.1, SRDH2_67950.4, SRDH2_67950.7, SRDH2_67950.3, SRDH2_67950.6
OG0003255	SBOV2_92500.1	SRDH2_96850.1
OG0003255	SBOV2_91950.1	SRDH2_96000.1
OG0003256	SBOV2_83030.1	SRDH2_86130.1
OG0003257	SBOV2_12510.1	SRDH2_14690.1
OG0003258	SBOV2_42610.3, SBOV2_42610.1, SBOV2_42610.2	SRDH2_43640.1
OG0003259	SBOV2_23270.1, SBOV2_23270.2	SRDH2_24170.1, SRDH2_24170.2, SRDH2_24170.3
OG0003260	SBOV2_83310.1, SBOV2_83310.2	SRDH2_86600.2, SRDH2_86600.3, SRDH2_86600.1, SRDH2_86600.5, SRDH2_86600.4
OG0003261	SBOV2_33040.1, SBOV2_33050.1	SRDH2_32240.1
OG0003262	SBOV2_57490.1, SBOV2_96820.1	SRDH2_59680.1
OG0003263	SBOV2_4990.1	SRDH2_5060.1, SRDH2_5060.2, SRDH2_5020.1
OG0003264	SBOV2_15090.1, SBOV2_15090.2	SRDH2_15990.1, SRDH2_15990.2, SRDH2_15990.3, SRDH2_15990.4, SRDH2_15990.5
OG0003265	SBOV2_25890.3, SBOV2_25890.2, SBOV2_25890.1	SRDH2_42290.4, SRDH2_42290.2, SRDH2_42290.3, SRDH2_42290.1
OG0003266	SBOV2_70590.1	SRDH2_74470.1
OG0003267	SBOV2_19640.1, SBOV2_19640.2, SBOV2_19640.3	SRDH2_20640.1
OG0003268	SBOV2_42710.1	SRDH2_43730.1
OG0003269	SBOV2_75490.1, SBOV2_75490.2	SRDH2_78330.2, SRDH2_78330.3, SRDH2_78330.4
OG0003270	SBOV2_62170.1	SRDH2_64200.1
OG0003271	SBOV2_11220.1, SBOV2_11220.2, SBOV2_11220.3, SBOV2_11220.4	SRDH2_12100.1
OG0003272	SBOV2_31180.1, SBOV2_31170.1	SRDH2_34080.1
OG0003273	SBOV2_33850.2, SBOV2_33850.3, SBOV2_33850.1, SBOV2_33850.4	SRDH2_35730.1
OG0003274	SBOV2_18330.1	SRDH2_19350.1, SRDH2_19350.4, SRDH2_19350.2, SRDH2_19350.3
OG0003275	SBOV2_24090.4, SBOV2_24090.1, SBOV2_24090.2	SRDH2_25040.1
OG0003276	SBOV2_61250.1, SBOV2_61250.2	SRDH2_63240.1
OG0003277	SBOV2_34100.3, SBOV2_34100.1, SBOV2_34100.2	SRDH2_35450.1, SRDH2_35450.2
OG0003278	SBOV2_49950.1, SBOV2_49950.3, SBOV2_49950.2	SRDH2_56710.1
OG0003279	SBOV2_1840.1	SRDH2_1850.1
OG0003280	SBOV2_77020.1	SRDH2_79950.1
OG0003281	SBOV2_93420.1	SRDH2_97760.2, SRDH2_97760.1
OG0003282	SBOV2_52740.1, SBOV2_52740.2, SBOV2_52740.3, SBOV2_52740.4	SRDH2_53210.2, SRDH2_53210.1
OG0003283	SBOV2_93660.1, SBOV2_93660.2, SBOV2_93660.4, SBOV2_93660.3	SRDH2_97990.4, SRDH2_97990.1, SRDH2_97990.3, SRDH2_97990.2
OG0003284	SBOV2_60030.1	SRDH2_62030.2, SRDH2_62030.1
OG0003285	SBOV2_22470.1, SBOV2_22470.2, SBOV2_22470.3	SRDH2_23310.1
OG0003286	SBOV2_66510.1, SBOV2_66510.3, SBOV2_66510.2	SRDH2_69220.1
OG0003288	SBOV2_67990.1	SRDH2_70060.2, SRDH2_70060.3, SRDH2_70060.4, SRDH2_70060.5, SRDH2_70060.1
OG0003289	SBOV2_12930.1	SRDH2_15180.1, SRDH2_15180.2, SRDH2_15180.3, SRDH2_15180.4, SRDH2_15180.5
OG0003290	SBOV2_10130.2	SRDH2_10700.1
OG0003291	SBOV2_16780.1, SBOV2_16780.2, SBOV2_16780.3	SRDH2_17720.1
OG0003292	SBOV2_84410.1	SRDH2_87850.1
OG0003293	SBOV2_40370.1, SBOV2_40370.2	SRDH2_27600.5, SRDH2_27600.4, SRDH2_27600.1, SRDH2_27600.2, SRDH2_27600.3
OG0003294	SBOV2_34080.1	SRDH2_35470.1
OG0003295	SBOV2_25460.1, SBOV2_25460.2, SBOV2_25460.3, SBOV2_25460.4, SBOV2_25460.5	SRDH2_26360.1, SRDH2_26360.2, SRDH2_26360.3
OG0003296	SBOV2_51360.1, SBOV2_51360.2	SRDH2_55200.1
OG0003297	SBOV2_17180.1, SBOV2_17180.2, SBOV2_17180.3	SRDH2_18170.1
OG0003298	SBOV2_45500.1, SBOV2_45520.1	SRDH2_47050.1
OG0003299	SBOV2_76180.1, SBOV2_76180.2	SRDH2_79050.1
OG0003300	SBOV2_13210.3, SBOV2_13210.1, SBOV2_13210.4, SBOV2_13210.2	SRDH2_12670.3, SRDH2_12670.1, SRDH2_12670.2
OG0003301	SBOV2_43110.1	SRDH2_44330.3, SRDH2_44330.1, SRDH2_44330.2
OG0003302	SBOV2_7230.1	SRDH2_8440.3, SRDH2_8440.2, SRDH2_8440.1, SRDH2_8440.4
OG0003303	SBOV2_51260.1, SBOV2_51260.2, SBOV2_51260.3	SRDH2_55300.1
OG0003304	SBOV2_6990.2, SBOV2_6990.3, SBOV2_6990.4, SBOV2_6990.1	SRDH2_7180.1
OG0003305	SBOV2_73100.1	SRDH2_75780.3, SRDH2_75780.4, SRDH2_75780.1, SRDH2_75780.2
OG0003306	SBOV2_55590.1, SBOV2_55590.3, SBOV2_55590.2	SRDH2_57690.1, SRDH2_57690.2, SRDH2_57690.3
OG0003307	SBOV2_41400.1	SRDH2_26550.1
OG0003309	SBOV2_950.1, SBOV2_950.2, SBOV2_950.3, SBOV2_950.4, SBOV2_950.5	SRDH2_900.1
OG0003311	SBOV2_88350.1, SBOV2_88350.3, SBOV2_88350.4, SBOV2_88350.2	SRDH2_92900.1, SRDH2_92900.2, SRDH2_92900.3
OG0003313	SBOV2_50950.1	SRDH2_55680.1, SRDH2_55680.2, SRDH2_55680.3
OG0003314	SBOV2_40190.1, SBOV2_40190.2	SRDH2_27810.1, SRDH2_27810.2
OG0003315	SBOV2_35440.1	SRDH2_36380.1
OG0003315	SBOV2_35440.1	SRDH2_36380.2
OG0003315	SBOV2_35440.1	SRDH2_36380.3
OG0003315	SBOV2_35440.1	SRDH2_36390.1
OG0003315	SBOV2_35440.2	SRDH2_36380.1
OG0003315	SBOV2_35440.2	SRDH2_36380.2
OG0003315	SBOV2_35440.2	SRDH2_36380.3
OG0003315	SBOV2_35440.2	SRDH2_36390.1
OG0003319	SBOV2_27430.1	SRDH2_40580.1
OG0003319	SBOV2_27420.2, SBOV2_27420.1	SRDH2_40570.1
OG0003320	SBOV2_55710.1, SBOV2_55710.2, SBOV2_55710.3, SBOV2_55710.4, SBOV2_55710.5	SRDH2_57870.1
OG0003321	SBOV2_37690.1	SRDH2_30320.1, SRDH2_30320.2, SRDH2_30320.3, SRDH2_30320.4, SRDH2_30320.5, SRDH2_30330.1, SRDH2_30320.6
OG0003322	SBOV2_16300.1, SBOV2_16290.1	SRDH2_17260.1, SRDH2_17290.1, SRDH2_17290.4, SRDH2_17290.2, SRDH2_17290.3
OG0003323	SBOV2_22700.3, SBOV2_22700.4, SBOV2_22700.1, SBOV2_22700.2	SRDH2_100350.1, SRDH2_101780.1, SRDH2_101780.2, SRDH2_101060.5, SRDH2_101060.1, SRDH2_101060.2, SRDH2_101060.3, SRDH2_101060.4
OG0003326	SBOV2_66370.1, SBOV2_66370.2, SBOV2_66370.3, SBOV2_66370.5, SBOV2_66370.4	SRDH2_69380.1
OG0003327	SBOV2_75960.1	SRDH2_78860.1
OG0003328	SBOV2_73520.1, SBOV2_73520.2	SRDH2_76210.1
OG0003329	SBOV2_93520.1	SRDH2_97860.1
OG0003330	SBOV2_53870.1	SRDH2_52640.1
OG0003331	SBOV2_9560.1, SBOV2_9560.2	SRDH2_10050.1, SRDH2_10050.2, SRDH2_10050.3
OG0003332	SBOV2_35600.1, SBOV2_35600.2, SBOV2_35600.3	SRDH2_90870.1, SRDH2_36540.1
OG0003333	SBOV2_6440.1, SBOV2_6450.1	SRDH2_6580.1, SRDH2_6580.2, SRDH2_6580.3, SRDH2_6580.4
OG0003334	SBOV2_39190.1	SRDH2_28800.1, SRDH2_28800.2, SRDH2_28800.3
OG0003335	SBOV2_63610.2, SBOV2_63610.3	SRDH2_67610.2
OG0003336	SBOV2_61370.1	SRDH2_63310.2, SRDH2_63310.26, SRDH2_63310.27, SRDH2_63310.23, SRDH2_63310.24, SRDH2_63310.25, SRDH2_63310.1, SRDH2_63310.22, SRDH2_63390.1
OG0003337	SBOV2_75410.1, SBOV2_75410.2, SBOV2_75410.3, SBOV2_75410.4	SRDH2_78220.3, SRDH2_78220.1, SRDH2_78220.2, SRDH2_78220.4, SRDH2_78220.5, SRDH2_78220.6, SRDH2_78220.7, SRDH2_78220.8
OG0003338	SBOV2_16270.2, SBOV2_16270.1	SRDH2_17220.1
OG0003339	SBOV2_780.2, SBOV2_780.1	SRDH2_700.1
OG0003340	SBOV2_28080.1	SRDH2_39880.4, SRDH2_39880.1, SRDH2_39880.2, SRDH2_39880.3, SRDH2_39880.5
OG0003341	SBOV2_67120.1	SRDH2_68530.1, SRDH2_68530.5, SRDH2_68530.2, SRDH2_68530.3, SRDH2_68530.4
OG0003342	SBOV2_13430.1	SRDH2_12800.1
OG0003343	SBOV2_54070.1, SBOV2_54070.2	SRDH2_52440.1, SRDH2_52440.3, SRDH2_52440.2
OG0003344	SBOV2_22750.1, SBOV2_22750.2	SRDH2_23820.1
OG0003345	SBOV2_96350.1, SBOV2_96350.2, SBOV2_96350.3, SBOV2_96350.4	SRDH2_89240.1
OG0003346	SBOV2_93240.1, SBOV2_93090.2, SBOV2_93090.1	SRDH2_97450.1
OG0003347	SBOV2_43670.1, SBOV2_43670.2, SBOV2_43670.3	SRDH2_44650.1, SRDH2_44650.2, SRDH2_44650.3, SRDH2_44650.4
OG0003348	SBOV2_52060.1, SBOV2_52060.2	SRDH2_54490.1, SRDH2_54490.2, SRDH2_54490.3
OG0003349	SBOV2_27600.1, SBOV2_27600.3, SBOV2_27600.4, SBOV2_27600.2, SBOV2_27600.5	SRDH2_40400.2, SRDH2_40400.1
OG0003350	SBOV2_68840.1	SRDH2_70690.1
OG0003351	SBOV2_72600.1	SRDH2_75240.1
OG0003352	SBOV2_79850.1	SRDH2_83020.3, SRDH2_83020.5, SRDH2_83020.1, SRDH2_83020.2, SRDH2_83020.6, SRDH2_83020.4
OG0003353	SBOV2_40120.1	SRDH2_27880.1
OG0003354	SBOV2_40040.1	SRDH2_27950.1, SRDH2_27950.2, SRDH2_27950.3
OG0003355	SBOV2_68510.1, SBOV2_68510.2	SRDH2_71000.2, SRDH2_71000.1
OG0003356	SBOV2_12840.1, SBOV2_12840.2, SBOV2_12840.3	SRDH2_15090.1
OG0003357	SBOV2_42350.1, SBOV2_42350.2	SRDH2_43450.1
OG0003358	SBOV2_88190.1	SRDH2_92730.1
OG0003359	SBOV2_57420.1	SRDH2_59280.1, SRDH2_59280.2
OG0003360	SBOV2_34560.1, SBOV2_34560.2, SBOV2_34560.3	SRDH2_35010.1
OG0003361	SBOV2_18950.1, SBOV2_18950.2	SRDH2_19930.1
OG0003362	SBOV2_74540.1	SRDH2_77310.1, SRDH2_77310.2
OG0003363	SBOV2_37700.1, SBOV2_37700.2	SRDH2_30310.1, SRDH2_30340.1, SRDH2_30350.1
OG0003364	SBOV2_84370.1, SBOV2_84370.2	SRDH2_87880.1, SRDH2_87880.2
OG0003365	SBOV2_18390.2, SBOV2_18390.1	SRDH2_19380.1, SRDH2_19380.2
OG0003366	SBOV2_61210.2, SBOV2_61210.1	SRDH2_63200.2, SRDH2_63200.1, SRDH2_63200.3, SRDH2_63200.4
OG0003367	SBOV2_47000.1, SBOV2_47000.2, SBOV2_47000.3	SRDH2_48440.1, SRDH2_48440.5, SRDH2_48440.3, SRDH2_48440.2, SRDH2_48440.4
OG0003368	SBOV2_29830.1	SRDH2_31720.5, SRDH2_31720.1, SRDH2_31720.2, SRDH2_31720.4, SRDH2_31720.3
OG0003369	SBOV2_64640.1, SBOV2_64640.2	SRDH2_67460.1
OG0003370	SBOV2_25320.1, SBOV2_25320.2, SBOV2_25320.3	SRDH2_26210.1
OG0003371	SBOV2_46930.1	SRDH2_48350.3, SRDH2_48350.4, SRDH2_48350.1, SRDH2_48350.2
OG0003372	SBOV2_93160.1	SRDH2_97550.1, SRDH2_97550.2
OG0003373	SBOV2_15100.1	SRDH2_16000.1
OG0003374	SBOV2_93920.1	SRDH2_98280.1
OG0003375	SBOV2_69070.1	SRDH2_71640.1
OG0003376	SBOV2_47260.1, SBOV2_47260.2, SBOV2_47260.3	SRDH2_48690.1, SRDH2_48690.2, SRDH2_48690.4, SRDH2_48690.3
OG0003377	SBOV2_80780.1	SRDH2_83820.1, SRDH2_83820.2
OG0003378	SBOV2_82330.2, SBOV2_82330.1	SRDH2_85470.1, SRDH2_85470.2
OG0003379	SBOV2_65180.1	SRDH2_66160.1, SRDH2_66160.2, SRDH2_66160.3
OG0003380	SBOV2_54240.4, SBOV2_54240.9, SBOV2_54240.10, SBOV2_54240.8, SBOV2_54240.6, SBOV2_54240.7, SBOV2_54240.1, SBOV2_54240.2, SBOV2_54240.3, SBOV2_54240.5	SRDH2_52270.1
OG0003381	SBOV2_50610.1	SRDH2_55980.2, SRDH2_55980.1
OG0003382	SBOV2_69530.1	SRDH2_72310.1
OG0003383	SBOV2_6180.1, SBOV2_6180.3, SBOV2_6180.5, SBOV2_6180.2, SBOV2_6180.4	SRDH2_6340.1, SRDH2_6330.1
OG0003384	SBOV2_42670.2, SBOV2_42670.1	SRDH2_43680.1
OG0003385	SBOV2_90380.1	SRDH2_94180.4, SRDH2_94180.5, SRDH2_94180.3, SRDH2_94180.2, SRDH2_94180.1
OG0003386	SBOV2_21010.1	SRDH2_23000.2, SRDH2_23000.3, SRDH2_23000.1
OG0003387	SBOV2_14920.1, SBOV2_14920.2, SBOV2_14920.3	SRDH2_15830.1
OG0003388	SBOV2_92840.1, SBOV2_92840.2	SRDH2_97180.1
OG0003389	SBOV2_45740.1	SRDH2_47240.1
OG0003390	SBOV2_32990.1	SRDH2_32260.1
OG0003391	SBOV2_78260.2, SBOV2_78260.1	SRDH2_81160.1, SRDH2_81160.2
OG0003392	SBOV2_49960.1, SBOV2_49960.2	SRDH2_56700.1
OG0003393	SBOV2_35100.1, SBOV2_35100.2, SBOV2_35100.3	SRDH2_34500.1
OG0003394	SBOV2_41580.1, SBOV2_41580.4, SBOV2_41580.2, SBOV2_41580.3	SRDH2_33490.1, SRDH2_33500.1, SRDH2_42710.1
OG0003395	SBOV2_55060.1	SRDH2_57460.1
OG0003396	SBOV2_43350.1	SRDH2_44100.1
OG0003397	SBOV2_21390.1, SBOV2_21390.2, SBOV2_21390.3	SRDH2_22360.1
OG0003398	SBOV2_9440.2, SBOV2_9440.1, SBOV2_9440.3	SRDH2_9830.1, SRDH2_9830.2, SRDH2_9830.3, SRDH2_9830.4
OG0003399	SBOV2_32300.2, SBOV2_32300.1, SBOV2_32300.3, SBOV2_32300.4	SRDH2_32940.1
OG0003400	SBOV2_72270.1, SBOV2_72270.2	SRDH2_72600.1, SRDH2_72600.2
OG0003401	SBOV2_34750.1	SRDH2_34850.1
OG0003402	SBOV2_20130.1	SRDH2_21120.2, SRDH2_21120.1, SRDH2_21120.4, SRDH2_21120.5, SRDH2_21120.3
OG0003403	SBOV2_49710.1, SBOV2_49710.2, SBOV2_49710.3	SRDH2_51350.1
OG0003404	SBOV2_74140.2, SBOV2_74140.1, SBOV2_74140.3	SRDH2_76900.5, SRDH2_76900.1, SRDH2_76900.4, SRDH2_76900.6, SRDH2_76900.3, SRDH2_76900.2
OG0003405	SBOV2_46970.2, SBOV2_46970.3, SBOV2_46970.1	SRDH2_48390.1
OG0003406	SBOV2_7080.1, SBOV2_7080.2	SRDH2_7050.1
OG0003407	SBOV2_84140.1	SRDH2_88200.1, SRDH2_88210.1, SRDH2_88200.2, SRDH2_88200.3, SRDH2_88200.5, SRDH2_88200.6, SRDH2_88200.4, SRDH2_88110.1
OG0003408	SBOV2_25150.1, SBOV2_25150.2, SBOV2_25150.3	SRDH2_26030.1, SRDH2_26030.2, SRDH2_26030.3, SRDH2_26030.4, SRDH2_26030.5, SRDH2_26030.6
OG0003409	SBOV2_16980.1	SRDH2_18160.1
OG0003410	SBOV2_68860.1	SRDH2_70660.3, SRDH2_70660.1, SRDH2_70660.2
OG0003411	SBOV2_28420.1	SRDH2_39510.1, SRDH2_39510.2, SRDH2_39510.3
OG0003412	SBOV2_5120.3, SBOV2_5120.2, SBOV2_5120.1, SBOV2_5120.4	SRDH2_5200.1, SRDH2_5210.4, SRDH2_5210.1, SRDH2_5210.2, SRDH2_5210.3
OG0003413	SBOV2_2390.1	SRDH2_2410.1, SRDH2_2410.2, SRDH2_2410.3, SRDH2_2410.4
OG0003414	SBOV2_28250.1, SBOV2_28250.2, SBOV2_28250.3	SRDH2_39700.3, SRDH2_39700.1, SRDH2_39700.2
OG0003415	SBOV2_78720.1	SRDH2_81600.1
OG0003416	SBOV2_68680.1	SRDH2_70850.2, SRDH2_70850.1
OG0003417	SBOV2_55540.4, SBOV2_55540.1, SBOV2_55540.2, SBOV2_55540.3	SRDH2_57730.1
OG0003418	SBOV2_46520.1	SRDH2_47960.1
OG0003419	SBOV2_73060.1	SRDH2_75740.1
OG0003420	SBOV2_30750.1	SRDH2_38020.1
OG0003421	SBOV2_29900.1, SBOV2_29900.2, SBOV2_29900.3	SRDH2_37200.4, SRDH2_37200.5, SRDH2_37200.1, SRDH2_37200.2, SRDH2_37200.3
OG0003422	SBOV2_46290.1	SRDH2_47700.1, SRDH2_47700.2, SRDH2_66180.1
OG0003423	SBOV2_12810.1	SRDH2_15060.1
OG0003424	SBOV2_85730.1	SRDH2_89550.1
OG0003425	SBOV2_84290.1, SBOV2_84290.2, SBOV2_84290.3	SRDH2_87960.1, SRDH2_87960.2, SRDH2_87960.3, SRDH2_87960.4
OG0003426	SBOV2_63490.1	SRDH2_65580.1
OG0003427	SBOV2_43840.1	SRDH2_44850.1
OG0003428	SBOV2_81960.1	SRDH2_85060.1
OG0003429	SBOV2_76950.1	SRDH2_79860.1, SRDH2_79860.2
OG0003430	SBOV2_76070.1, SBOV2_76070.2	SRDH2_78980.1
OG0003431	SBOV2_19720.1	SRDH2_20710.1
OG0003432	SBOV2_69970.1, SBOV2_69970.2, SBOV2_69970.4, SBOV2_69970.3	SRDH2_72460.1, SRDH2_72460.4, SRDH2_72460.2, SRDH2_72460.3
OG0003433	SBOV2_4810.1	SRDH2_4860.1
OG0003434	SBOV2_59280.1, SBOV2_59290.1	SRDH2_61340.1
OG0003435	SBOV2_30720.1	SRDH2_37990.1
OG0003436	SBOV2_49730.1, SBOV2_49730.2	SRDH2_51370.3, SRDH2_51370.2, SRDH2_51370.1
OG0003437	SBOV2_71970.1	SRDH2_72900.1
OG0003438	SBOV2_36640.1	SRDH2_31300.1
OG0003439	SBOV2_21610.1	SRDH2_22510.2, SRDH2_22510.3, SRDH2_22510.5, SRDH2_22510.1, SRDH2_22510.4
OG0003440	SBOV2_20860.1, SBOV2_20860.2	SRDH2_22830.1
OG0003441	SBOV2_40650.1	SRDH2_27330.1
OG0003442	SBOV2_71780.1, SBOV2_71780.2	SRDH2_73170.1, SRDH2_73170.2
OG0003443	SBOV2_58430.1, SBOV2_58420.1	SRDH2_60510.3, SRDH2_60510.1, SRDH2_60510.2
OG0003444	SBOV2_10560.2, SBOV2_10560.3, SBOV2_10560.1	SRDH2_11000.2, SRDH2_11000.1
OG0003445	SBOV2_44080.1, SBOV2_44080.2	SRDH2_45200.1
OG0003446	SBOV2_32640.1, SBOV2_32640.2	SRDH2_32620.1, SRDH2_32620.2
OG0003447	SBOV2_5420.1, SBOV2_5420.2	SRDH2_5520.5, SRDH2_5520.6, SRDH2_5520.1, SRDH2_5520.3, SRDH2_5520.4, SRDH2_5520.2
OG0003448	SBOV2_69410.1	SRDH2_71260.2, SRDH2_71260.1, SRDH2_71260.3
OG0003449	SBOV2_69420.1	SRDH2_71250.1, SRDH2_71250.2
OG0003450	SBOV2_65480.1	SRDH2_66400.4, SRDH2_66400.2, SRDH2_66400.1, SRDH2_66400.3
OG0003451	SBOV2_84580.1	SRDH2_87540.1, SRDH2_87540.2
OG0003452	SBOV2_8460.1, SBOV2_8460.2, SBOV2_8460.3, SBOV2_8460.4, SBOV2_8460.5, SBOV2_8460.6, SBOV2_8460.7	SRDH2_8850.1, SRDH2_8850.2, SRDH2_8850.3
OG0003453	SBOV2_42640.1, SBOV2_42640.3, SBOV2_42640.2	SRDH2_43660.1
