Orthogroup	schistosoma_bovis	trichobilharzia_regenti
OG0003196	SBOV2_61670.2, SBOV2_61670.1	TREG1_81370.1, TREG1_81370.2
OG0003197	SBOV2_94020.1	TREG1_136110.4, TREG1_136110.2, TREG1_136110.1, TREG1_136110.3
OG0003198	SBOV2_54840.1	TREG1_76520.1
OG0003199	SBOV2_92480.1	TREG1_134580.1, TREG1_134580.2, TREG1_134580.3
OG0003200	SBOV2_10270.1	TREG1_21150.1, TREG1_139550.1, TREG1_139550.2
OG0003201	SBOV2_14200.1, SBOV2_14200.2, SBOV2_14200.3	TREG1_29710.1, TREG1_29710.2, TREG1_29710.3, TREG1_29710.4, TREG1_29710.5, TREG1_29710.6
OG0003202	SBOV2_17990.1, SBOV2_17990.2, SBOV2_17990.3, SBOV2_17990.4	TREG1_24430.1, TREG1_24430.2, TREG1_24430.4, TREG1_24430.3, TREG1_24430.5, TREG1_24430.6
OG0003203	SBOV2_90700.1	TREG1_129980.1, TREG1_129990.2, TREG1_129970.1, TREG1_129990.1
OG0003204	SBOV2_19690.1, SBOV2_19680.2, SBOV2_19680.1	TREG1_16040.1
OG0003205	SBOV2_31060.1, SBOV2_31060.2, SBOV2_31060.3, SBOV2_31060.4	TREG1_56880.1
OG0003206	SBOV2_17020.2, SBOV2_17020.3, SBOV2_17020.1, SBOV2_17000.1	TREG1_13540.1
OG0003207	SBOV2_7090.1, SBOV2_7090.2, SBOV2_7090.3, SBOV2_7090.4, SBOV2_7090.5	TREG1_7060.1
OG0003208	SBOV2_67550.1	TREG1_93220.1, TREG1_93220.2
OG0003209	SBOV2_77970.1, SBOV2_77970.4, SBOV2_77970.2, SBOV2_77970.3	TREG1_108500.1, TREG1_108490.1
OG0003210	SBOV2_12640.1, SBOV2_12640.2	TREG1_29960.1
OG0003211	SBOV2_74170.1	TREG1_107910.1, TREG1_107910.2, TREG1_107910.3
OG0003212	SBOV2_5870.2, SBOV2_5870.1	TREG1_13240.1, TREG1_13250.1
OG0003213	SBOV2_34390.1	TREG1_34370.1
OG0003214	SBOV2_11600.1	TREG1_13940.1, TREG1_13940.2, TREG1_13940.4, TREG1_13940.3
OG0003215	SBOV2_8780.1	TREG1_11730.1, TREG1_11730.2
OG0003216	SBOV2_63780.1, SBOV2_63780.2	TREG1_82340.1
OG0003217	SBOV2_60440.1, SBOV2_60440.2	TREG1_83820.1, TREG1_83820.2, TREG1_83820.3
OG0003218	SBOV2_57510.3, SBOV2_57510.2, SBOV2_57510.1	TREG1_79130.1
OG0003220	SBOV2_32700.1	TREG1_102690.1, TREG1_74120.1, TREG1_65120.1, TREG1_63220.1, TREG1_33420.1, TREG1_145100.1, TREG1_85120.1, TREG1_89970.1, TREG1_89970.2, TREG1_14210.1, TREG1_81250.1, TREG1_142780.1, TREG1_56570.1, TREG1_77680.1, TREG1_11530.1, TREG1_110740.1, TREG1_119630.1, TREG1_130390.1, TREG1_140760.1, TREG1_18120.1, TREG1_59830.1, TREG1_80030.1
OG0003221	SBOV2_28160.2, SBOV2_28160.1, SBOV2_28160.3, SBOV2_28160.4	TREG1_41470.1
OG0003222	SBOV2_19060.5, SBOV2_19060.2, SBOV2_19060.3, SBOV2_19060.4, SBOV2_19060.1	TREG1_15000.1
OG0003223	SBOV2_89380.1	TREG1_122750.3, TREG1_122750.1, TREG1_122750.2
OG0003224	SBOV2_29450.2, SBOV2_29450.1	TREG1_55500.1
OG0003225	SBOV2_87490.1	TREG1_124210.1
OG0003226	SBOV2_96220.1, SBOV2_96220.2, SBOV2_96230.1, SBOV2_13860.1	TREG1_8310.1, TREG1_8300.1
OG0003227	SBOV2_61190.4, SBOV2_61190.8, SBOV2_61190.1, SBOV2_61190.2, SBOV2_61190.3, SBOV2_61190.6, SBOV2_61190.7, SBOV2_61190.5	TREG1_87790.1
OG0003228	SBOV2_86770.1	TREG1_120960.1
OG0003228	SBOV2_86750.1	TREG1_120980.1
OG0003229	SBOV2_75250.1	TREG1_106300.1
OG0003230	SBOV2_46320.1, SBOV2_46320.2	TREG1_72380.1
OG0003231	SBOV2_17310.1, SBOV2_17310.5, SBOV2_17310.4, SBOV2_17310.6, SBOV2_17310.2, SBOV2_17310.3	TREG1_15750.1
OG0003232	SBOV2_10670.2, SBOV2_10670.1	TREG1_6750.1
OG0003233	SBOV2_21450.1	TREG1_23890.1
OG0003234	SBOV2_60090.1, SBOV2_60090.3, SBOV2_60090.2	TREG1_85690.1
OG0003235	SBOV2_83550.2, SBOV2_83550.3, SBOV2_83550.1	TREG1_110260.1, TREG1_110260.2
OG0003236	SBOV2_56800.1	TREG1_77940.1
OG0003237	SBOV2_24800.1, SBOV2_24800.3, SBOV2_24800.2	TREG1_35750.1, TREG1_35750.2
OG0003238	SBOV2_65070.1, SBOV2_65070.2, SBOV2_65070.3	TREG1_88060.1
OG0003239	SBOV2_79860.1, SBOV2_79860.2	TREG1_112550.1, TREG1_112560.1
OG0003240	SBOV2_7330.1	TREG1_10340.2
OG0003241	SBOV2_30160.1, SBOV2_30160.2	TREG1_39840.1, TREG1_39880.1
OG0003242	SBOV2_52600.1, SBOV2_52600.2	TREG1_66350.1
OG0003243	SBOV2_8540.1, SBOV2_8540.2	TREG1_11010.1, TREG1_79960.4, TREG1_79960.1, TREG1_79960.2, TREG1_79960.3, TREG1_79960.5
OG0003244	SBOV2_52180.1	TREG1_73800.1
OG0003245	SBOV2_51640.1, SBOV2_51640.2, SBOV2_51640.3	TREG1_69660.1
OG0003247	SBOV2_19970.2, SBOV2_19970.5, SBOV2_19970.1, SBOV2_19970.3, SBOV2_19970.4	TREG1_24900.1, TREG1_24900.2, TREG1_24900.3, TREG1_24900.4
OG0003248	SBOV2_82380.1	TREG1_110250.1
OG0003249	SBOV2_63470.2, SBOV2_63470.1	TREG1_89120.1
OG0003250	SBOV2_69800.1, SBOV2_69800.2	TREG1_95950.1, TREG1_95950.2, TREG1_95950.3
OG0003251	SBOV2_85640.1, SBOV2_85640.2	TREG1_121660.2, TREG1_121660.1, TREG1_121660.3
OG0003252	SBOV2_41490.1	TREG1_55950.1
OG0003253	SBOV2_86220.1	TREG1_121600.1
OG0003254	SBOV2_63790.1	TREG1_82330.1
OG0003255	SBOV2_92500.1	TREG1_134560.1
OG0003255	SBOV2_91950.1	TREG1_133050.1
OG0003256	SBOV2_83030.1	TREG1_117450.1, TREG1_117450.2, TREG1_117450.4, TREG1_117450.3
OG0003257	SBOV2_12510.1	TREG1_6680.1
OG0003258	SBOV2_42610.3, SBOV2_42610.1, SBOV2_42610.2	TREG1_57720.1
OG0003259	SBOV2_23270.1, SBOV2_23270.2	TREG1_59870.1, TREG1_59870.2
OG0003260	SBOV2_83310.1, SBOV2_83310.2	TREG1_115080.1, TREG1_115080.2
OG0003261	SBOV2_33040.1, SBOV2_33050.1	TREG1_55610.1
OG0003262	SBOV2_57490.1, SBOV2_96820.1, SBOV2_57740.1	TREG1_79070.1
OG0003263	SBOV2_4990.1	TREG1_3620.1, TREG1_3620.2
OG0003264	SBOV2_15090.1, SBOV2_15090.2	TREG1_27950.1, TREG1_27930.1, TREG1_27940.1, TREG1_27920.1, TREG1_27980.1, TREG1_27910.1
OG0003265	SBOV2_25890.3, SBOV2_25890.2, SBOV2_25890.1	TREG1_56380.1, TREG1_56380.2, TREG1_56380.3
OG0003266	SBOV2_70590.1	TREG1_99940.1
OG0003267	SBOV2_19640.1, SBOV2_19640.2, SBOV2_19640.3	TREG1_22260.1
OG0003268	SBOV2_42710.1	TREG1_39680.1, TREG1_39660.1, TREG1_39670.1
OG0003269	SBOV2_75490.1, SBOV2_75490.2	TREG1_98940.6, TREG1_98940.4, TREG1_98940.5, TREG1_98940.1, TREG1_98940.2, TREG1_98940.3
OG0003270	SBOV2_62170.1	TREG1_90150.1
OG0003271	SBOV2_11220.1, SBOV2_11220.2, SBOV2_11220.3, SBOV2_11220.4	TREG1_20800.1
OG0003272	SBOV2_31180.1, SBOV2_31170.1	TREG1_55780.1
OG0003273	SBOV2_33850.2, SBOV2_33850.3, SBOV2_33850.1, SBOV2_33850.4	TREG1_55390.1
OG0003274	SBOV2_18330.1	TREG1_22320.1, TREG1_22320.2
OG0003275	SBOV2_24090.4, SBOV2_24090.1, SBOV2_24090.2	TREG1_58670.1
OG0003276	SBOV2_61250.1, SBOV2_61250.2	TREG1_85910.2, TREG1_85900.1, TREG1_85900.2, TREG1_85910.1, TREG1_85910.3, TREG1_85910.4, TREG1_85910.5, TREG1_85890.1
OG0003277	SBOV2_34100.3, SBOV2_34100.1, SBOV2_34100.2	TREG1_54050.1
OG0003278	SBOV2_49950.1, SBOV2_49950.3, SBOV2_49950.2	TREG1_72780.1
OG0003279	SBOV2_1840.1	TREG1_480.1, TREG1_480.2
OG0003280	SBOV2_77020.1	TREG1_102610.1
OG0003281	SBOV2_93420.1	TREG1_136400.1, TREG1_136400.2
OG0003282	SBOV2_52740.1, SBOV2_52740.2, SBOV2_52740.3, SBOV2_52740.4	TREG1_63860.1
OG0003283	SBOV2_93660.1, SBOV2_93660.2, SBOV2_93660.4, SBOV2_93660.3	TREG1_134850.1, TREG1_134850.2
OG0003284	SBOV2_60030.1	TREG1_85350.1, TREG1_85350.2, TREG1_85350.3, TREG1_85350.5, TREG1_85350.6, TREG1_85350.7, TREG1_85350.4
OG0003285	SBOV2_22470.1, SBOV2_22470.2, SBOV2_22470.3	TREG1_32170.1
OG0003286	SBOV2_66510.1, SBOV2_66510.3, SBOV2_66510.2	TREG1_91060.1
OG0003287	SBOV2_9240.1	TREG1_9660.7, TREG1_9660.8, TREG1_9680.2, TREG1_9680.1, TREG1_9680.3
OG0003288	SBOV2_67990.1	TREG1_90580.1, TREG1_90560.1
OG0003289	SBOV2_12930.1	TREG1_28230.1, TREG1_28150.2, TREG1_28150.3, TREG1_28150.5, TREG1_28150.6, TREG1_28150.7, TREG1_28150.1, TREG1_28150.4, TREG1_28220.1, TREG1_28150.8
OG0003290	SBOV2_10130.2, SBOV2_10130.1, SBOV2_10130.4, SBOV2_10130.3	TREG1_17200.1
OG0003291	SBOV2_16780.1, SBOV2_16780.2, SBOV2_16780.3	TREG1_10470.1
OG0003292	SBOV2_84410.1	TREG1_116700.1
OG0003293	SBOV2_40370.1, SBOV2_40370.2	TREG1_58810.1
OG0003294	SBOV2_34080.1	TREG1_54070.1, TREG1_54070.2
OG0003295	SBOV2_25440.1, SBOV2_25460.1, SBOV2_25460.2, SBOV2_25460.3, SBOV2_25460.4, SBOV2_25460.5	TREG1_48880.1, TREG1_48880.2
OG0003296	SBOV2_51360.1, SBOV2_51360.2	TREG1_70730.1, TREG1_70730.5, TREG1_70730.7, TREG1_70730.3, TREG1_70730.6, TREG1_70730.2, TREG1_70730.4
OG0003297	SBOV2_17180.1, SBOV2_17180.2, SBOV2_17180.3	TREG1_27760.1
OG0003298	SBOV2_45500.1, SBOV2_45520.1	TREG1_63100.1, TREG1_63100.2
OG0003299	SBOV2_76180.1, SBOV2_76180.2	TREG1_100410.1
OG0003300	SBOV2_13210.3, SBOV2_13210.1, SBOV2_13210.4, SBOV2_13210.2	TREG1_58970.1, TREG1_30210.1, TREG1_30210.2, TREG1_30210.3, TREG1_30210.4
OG0003301	SBOV2_43110.1	TREG1_40540.1
OG0003302	SBOV2_7230.1	TREG1_4300.3, TREG1_4300.1, TREG1_4300.2, TREG1_4300.5, TREG1_4300.4, TREG1_4300.6, TREG1_4310.1
OG0003303	SBOV2_51260.1, SBOV2_51260.2, SBOV2_51260.3	TREG1_71210.1, TREG1_71270.1, TREG1_71270.2
OG0003304	SBOV2_6990.2, SBOV2_6990.3, SBOV2_6990.4, SBOV2_6990.1	TREG1_28740.1, TREG1_28740.2
OG0003305	SBOV2_73100.1	TREG1_106530.1
OG0003306	SBOV2_55590.1, SBOV2_55590.3, SBOV2_55590.2	TREG1_73990.1
OG0003307	SBOV2_41400.1	TREG1_43530.1
OG0003309	SBOV2_950.1, SBOV2_950.2, SBOV2_950.3, SBOV2_950.4, SBOV2_950.5	TREG1_14410.1
OG0003310	SBOV2_47690.1	TREG1_68480.1
OG0003311	SBOV2_88350.1, SBOV2_88350.3, SBOV2_88350.4, SBOV2_88350.2	TREG1_127710.1, TREG1_127700.1, TREG1_127790.1
OG0003313	SBOV2_50950.1	TREG1_75050.1
OG0003314	SBOV2_40190.1, SBOV2_40190.2	TREG1_33270.1, TREG1_33270.2
OG0003315	SBOV2_35440.1, SBOV2_35440.2	TREG1_50450.1
OG0003318	SBOV2_95850.1	TREG1_12780.1, TREG1_10360.1, TREG1_46940.1, TREG1_86700.1, TREG1_102470.1, TREG1_117630.1
OG0003319	SBOV2_27430.1, SBOV2_27420.2, SBOV2_27420.1	TREG1_54930.1
OG0003320	SBOV2_55710.1, SBOV2_55710.2, SBOV2_55710.3, SBOV2_55710.4, SBOV2_55710.5	TREG1_75820.1
OG0003321	SBOV2_37690.1	TREG1_48180.1, TREG1_48180.2, TREG1_48180.3, TREG1_48180.4
OG0003322	SBOV2_16300.1, SBOV2_16290.1	TREG1_29810.1
OG0003326	SBOV2_66370.1, SBOV2_66370.2, SBOV2_66370.3, SBOV2_66370.5, SBOV2_66370.4	TREG1_89830.1
OG0003327	SBOV2_75960.1	TREG1_103890.1, TREG1_103890.2
OG0003328	SBOV2_73520.1, SBOV2_73520.2	TREG1_102900.1, TREG1_102900.2, TREG1_102900.3, TREG1_102900.4, TREG1_102900.5
OG0003329	SBOV2_93520.1	TREG1_134280.1
OG0003330	SBOV2_53870.1	TREG1_69720.1
OG0003331	SBOV2_9560.1, SBOV2_9560.2	TREG1_51290.1, TREG1_51290.2, TREG1_51290.3
OG0003332	SBOV2_35600.1, SBOV2_35600.2, SBOV2_35600.3	TREG1_54980.1
OG0003333	SBOV2_6440.1, SBOV2_6450.1	TREG1_6060.1
OG0003334	SBOV2_39190.1	TREG1_48520.1
OG0003335	SBOV2_63610.2, SBOV2_63610.3, SBOV2_63610.1, SBOV2_63610.4	TREG1_90280.1
OG0003336	SBOV2_61370.1	TREG1_84290.1, TREG1_84290.2, TREG1_84290.3
OG0003337	SBOV2_75410.1, SBOV2_75410.2, SBOV2_75410.3, SBOV2_75410.4	TREG1_105460.1, TREG1_105460.2
OG0003338	SBOV2_16270.2, SBOV2_16270.1	TREG1_17680.1, TREG1_17680.2
OG0003339	SBOV2_780.2, SBOV2_780.1	TREG1_300.1, TREG1_310.3, TREG1_310.4, TREG1_310.2, TREG1_310.1
OG0003340	SBOV2_28080.1	TREG1_41390.1
OG0003341	SBOV2_67120.1	TREG1_92270.1
OG0003342	SBOV2_13430.1	TREG1_17860.1
OG0003343	SBOV2_54070.1, SBOV2_54070.2	TREG1_64540.1
OG0003344	SBOV2_22750.1, SBOV2_22750.2	TREG1_32650.1
OG0003345	SBOV2_96350.1, SBOV2_96350.2, SBOV2_96350.3, SBOV2_96350.4	TREG1_46790.1
OG0003346	SBOV2_93240.1, SBOV2_93090.2, SBOV2_93090.1	TREG1_132170.1
OG0003347	SBOV2_43670.1, SBOV2_43670.2, SBOV2_43670.3	TREG1_31290.1, TREG1_31290.2
OG0003348	SBOV2_52060.1, SBOV2_52060.2	TREG1_67630.1, TREG1_67630.2, TREG1_67630.3, TREG1_67630.4
OG0003349	SBOV2_27600.1, SBOV2_27600.3, SBOV2_27600.4, SBOV2_27600.2, SBOV2_27600.5	TREG1_49940.1, TREG1_49940.2
OG0003350	SBOV2_68840.1	TREG1_94490.1, TREG1_94490.2, TREG1_94490.3, TREG1_94490.4
OG0003351	SBOV2_72600.1	TREG1_107800.1
OG0003352	SBOV2_79850.1	TREG1_112580.1
OG0003354	SBOV2_40040.1	TREG1_60070.1
OG0003355	SBOV2_68510.1, SBOV2_68510.2	TREG1_93970.1
OG0003356	SBOV2_12840.1, SBOV2_12840.2, SBOV2_12840.3	TREG1_29530.1
OG0003357	SBOV2_42350.1, SBOV2_42350.2	TREG1_39520.1
OG0003358	SBOV2_88190.1	TREG1_125410.1, TREG1_125410.2, TREG1_125410.3, TREG1_125410.7, TREG1_125410.8, TREG1_125410.10, TREG1_125410.4, TREG1_125410.5, TREG1_125410.6, TREG1_125410.9
OG0003359	SBOV2_57420.1	TREG1_79210.1, TREG1_79210.2
OG0003360	SBOV2_34560.1, SBOV2_34560.2, SBOV2_34560.3	TREG1_53240.1
OG0003361	SBOV2_18950.1, SBOV2_18950.2	TREG1_24490.4, TREG1_24490.3, TREG1_24490.6, TREG1_24490.1, TREG1_24490.2, TREG1_24490.5
OG0003362	SBOV2_74540.1	TREG1_98880.1
OG0003363	SBOV2_37700.1, SBOV2_37700.2	TREG1_48190.1
OG0003364	SBOV2_84370.1, SBOV2_84370.2	TREG1_116460.1
OG0003365	SBOV2_18390.2, SBOV2_18390.1	TREG1_22280.1, TREG1_22280.2
OG0003366	SBOV2_61210.2, SBOV2_61210.1	TREG1_85920.1
OG0003367	SBOV2_47000.1, SBOV2_47000.2, SBOV2_47000.3	TREG1_63820.1, TREG1_63830.1, TREG1_63830.2
OG0003368	SBOV2_29830.1	TREG1_32990.1
OG0003369	SBOV2_64640.1, SBOV2_64640.2	TREG1_87240.1, TREG1_87240.3, TREG1_87240.2
OG0003370	SBOV2_25320.1, SBOV2_25320.2, SBOV2_25320.3	TREG1_48700.1, TREG1_48700.2, TREG1_48700.4, TREG1_48700.5, TREG1_48700.3
OG0003371	SBOV2_46930.1	TREG1_136460.1
OG0003372	SBOV2_93160.1	TREG1_133120.1, TREG1_133120.2
OG0003373	SBOV2_15100.1	TREG1_27900.1, TREG1_27900.2, TREG1_27900.3, TREG1_27900.4, TREG1_27900.5
OG0003374	SBOV2_93920.1	TREG1_132070.1
OG0003375	SBOV2_69070.1	TREG1_96430.1
OG0003376	SBOV2_47260.1, SBOV2_47260.2, SBOV2_47260.3	TREG1_64070.1
OG0003377	SBOV2_80780.1	TREG1_112070.1
OG0003378	SBOV2_82330.2, SBOV2_82330.1	TREG1_110310.1, TREG1_110310.2
OG0003379	SBOV2_65180.1	TREG1_138150.2, TREG1_138150.1, TREG1_139490.2, TREG1_138150.3, TREG1_139490.1
OG0003380	SBOV2_54240.4, SBOV2_54240.9, SBOV2_54240.10, SBOV2_54240.8, SBOV2_54240.6, SBOV2_54240.7, SBOV2_54240.1, SBOV2_54240.2, SBOV2_54240.3, SBOV2_54240.5	TREG1_64250.1, TREG1_64250.4, TREG1_64250.2, TREG1_64250.3
OG0003381	SBOV2_50610.1	TREG1_77140.1
OG0003382	SBOV2_69530.1	TREG1_97910.5, TREG1_97920.1, TREG1_97910.1, TREG1_97910.6, TREG1_97910.3, TREG1_97910.4
OG0003383	SBOV2_6180.1, SBOV2_6180.3, SBOV2_6180.5, SBOV2_6180.2, SBOV2_6180.4	TREG1_104290.1
OG0003384	SBOV2_42670.2, SBOV2_42670.1	TREG1_57660.1, TREG1_57660.2
OG0003385	SBOV2_90380.1	TREG1_124930.1
OG0003386	SBOV2_21010.1	TREG1_26610.1, TREG1_26610.2
OG0003387	SBOV2_14920.1, SBOV2_14920.2, SBOV2_14920.3	TREG1_19980.3, TREG1_19980.1, TREG1_19980.4, TREG1_19980.6, TREG1_19980.5, TREG1_19980.2
OG0003388	SBOV2_92840.1, SBOV2_92840.2	TREG1_133380.1
OG0003389	SBOV2_45740.1	TREG1_63530.1, TREG1_139710.1, TREG1_63550.1, TREG1_63550.2
OG0003390	SBOV2_32990.1	TREG1_55680.1, TREG1_55670.1
OG0003391	SBOV2_78260.2, SBOV2_78260.1	TREG1_109720.1, TREG1_109720.2, TREG1_109720.3
OG0003392	SBOV2_49960.1, SBOV2_49960.2	TREG1_73650.1, TREG1_73650.2
OG0003393	SBOV2_35100.1, SBOV2_35100.2, SBOV2_35100.3	TREG1_47900.1, TREG1_47900.2, TREG1_47900.3
OG0003394	SBOV2_41580.1, SBOV2_41580.4, SBOV2_41580.2, SBOV2_41580.3	TREG1_55820.1, TREG1_123960.1, TREG1_55820.2
OG0003395	SBOV2_55060.1	TREG1_74250.1
OG0003396	SBOV2_43350.1	TREG1_34550.1
OG0003397	SBOV2_21390.1, SBOV2_21390.2, SBOV2_21390.3	TREG1_29450.1, TREG1_29450.2
OG0003398	SBOV2_9440.2, SBOV2_9440.1, SBOV2_9440.3	TREG1_17160.1
OG0003399	SBOV2_32300.2, SBOV2_32300.1, SBOV2_32300.3, SBOV2_32300.4	TREG1_50580.1
OG0003400	SBOV2_72270.1, SBOV2_72270.2	TREG1_104040.1, TREG1_104040.2
OG0003401	SBOV2_34750.1	TREG1_51350.1
OG0003402	SBOV2_20130.1	TREG1_28340.1, TREG1_28360.1
OG0003403	SBOV2_49710.1, SBOV2_49710.2, SBOV2_49710.3	TREG1_74540.1, TREG1_74540.2, TREG1_74550.1
OG0003404	SBOV2_74140.2, SBOV2_74140.1, SBOV2_74140.3	TREG1_103750.1
OG0003405	SBOV2_46970.2, SBOV2_46970.3, SBOV2_46970.1	TREG1_66930.1, TREG1_66940.1
OG0003406	SBOV2_7080.1, SBOV2_7080.2	TREG1_25840.1
OG0003407	SBOV2_84140.1	TREG1_114330.1, TREG1_114330.2
OG0003408	SBOV2_25150.1, SBOV2_25150.2, SBOV2_25150.3	TREG1_31550.1
OG0003410	SBOV2_68860.1	TREG1_94450.1
OG0003411	SBOV2_28420.1	TREG1_43850.1, TREG1_43850.2
OG0003412	SBOV2_5120.3, SBOV2_5120.2, SBOV2_5120.1, SBOV2_5120.4	TREG1_2500.1, TREG1_2500.2
OG0003413	SBOV2_2390.1	TREG1_7770.1, TREG1_7770.3, TREG1_7770.2, TREG1_7770.4
OG0003414	SBOV2_28250.1, SBOV2_28250.2, SBOV2_28250.3	TREG1_55290.1, TREG1_55290.2, TREG1_55290.3, TREG1_55290.4, TREG1_55290.5, TREG1_55290.6
OG0003415	SBOV2_78720.1	TREG1_107580.1
OG0003416	SBOV2_68680.1	TREG1_94060.12, TREG1_94060.13, TREG1_94060.14, TREG1_94270.1
OG0003417	SBOV2_55540.4, SBOV2_55540.1, SBOV2_55540.2, SBOV2_55540.3	TREG1_74040.1, TREG1_74040.2
OG0003418	SBOV2_46520.1	TREG1_72140.1
OG0003419	SBOV2_73060.1	TREG1_106840.1, TREG1_106840.2, TREG1_106850.1, TREG1_106840.3
OG0003420	SBOV2_30750.1	TREG1_143500.1, TREG1_52810.2, TREG1_52810.1, TREG1_52810.3
OG0003421	SBOV2_29900.1, SBOV2_29900.2, SBOV2_29900.3	TREG1_40150.1
OG0003422	SBOV2_46290.1	TREG1_72400.1
OG0003423	SBOV2_12810.1	TREG1_28020.1
OG0003424	SBOV2_85730.1	TREG1_119890.1
OG0003425	SBOV2_84290.1, SBOV2_84290.2, SBOV2_84290.3	TREG1_116400.1, TREG1_116400.2
OG0003426	SBOV2_63490.1	TREG1_82530.1, TREG1_82530.2
OG0003427	SBOV2_43840.1	TREG1_30720.1
OG0003428	SBOV2_81960.1	TREG1_117820.1, TREG1_117820.2, TREG1_117820.3
OG0003429	SBOV2_76950.1	TREG1_96060.5, TREG1_96200.1
OG0003430	SBOV2_76070.1, SBOV2_76070.2	TREG1_100260.1, TREG1_100270.1
OG0003431	SBOV2_19720.1	TREG1_11770.2, TREG1_11770.4, TREG1_11770.3, TREG1_11770.1, TREG1_11770.5, TREG1_16060.1, TREG1_16060.2
OG0003432	SBOV2_69970.1, SBOV2_69970.2, SBOV2_69970.4, SBOV2_69970.3	TREG1_99560.1, TREG1_99560.2, TREG1_99560.3
OG0003433	SBOV2_4810.1	TREG1_7350.1
OG0003434	SBOV2_59280.1, SBOV2_59290.1	TREG1_83480.1, TREG1_83480.2
OG0003435	SBOV2_30720.1	TREG1_52790.1
OG0003436	SBOV2_49730.1, SBOV2_49730.2	TREG1_74570.2, TREG1_74570.1, TREG1_74570.3
OG0003437	SBOV2_71970.1	TREG1_105820.1, TREG1_105820.2
OG0003438	SBOV2_36640.1	TREG1_43710.1
OG0003439	SBOV2_21610.1	TREG1_23990.1, TREG1_23990.2
OG0003441	SBOV2_40650.1	TREG1_33600.1
OG0003442	SBOV2_71780.1, SBOV2_71780.2	TREG1_102650.1
OG0003443	SBOV2_58430.1, SBOV2_58420.1	TREG1_83500.1
OG0003444	SBOV2_10560.2, SBOV2_10560.3, SBOV2_10560.1	TREG1_101580.1
OG0003445	SBOV2_44080.1, SBOV2_44080.2	TREG1_31060.1, TREG1_31070.1, TREG1_31080.1
OG0003446	SBOV2_32640.1, SBOV2_32640.2	TREG1_36850.1
OG0003447	SBOV2_5420.1, SBOV2_5420.2	TREG1_17220.1
OG0003448	SBOV2_69410.1	TREG1_99430.2, TREG1_99430.1, TREG1_99430.3
OG0003449	SBOV2_69420.1	TREG1_99420.1
OG0003450	SBOV2_65480.1, SBOV2_65470.5	TREG1_90340.1
OG0003451	SBOV2_84580.1	TREG1_117900.1
OG0003453	SBOV2_42640.1, SBOV2_42640.3, SBOV2_42640.2	TREG1_57700.1
OG0003454	SBOV2_33460.1, SBOV2_33460.2, SBOV2_33460.3	TREG1_53890.1
OG0003455	SBOV2_61350.1, SBOV2_61350.2, SBOV2_61350.3, SBOV2_61350.4, SBOV2_61350.5	TREG1_84370.1
OG0003456	SBOV2_7250.1	TREG1_1180.1
OG0003457	SBOV2_29680.1	TREG1_34330.3, TREG1_34330.2, TREG1_34330.1, TREG1_34330.4
OG0003458	SBOV2_28580.1, SBOV2_28580.2	TREG1_44990.1, TREG1_44990.2
OG0003459	SBOV2_73000.1, SBOV2_73000.2, SBOV2_73000.3, SBOV2_73000.4, SBOV2_73000.5	TREG1_106760.1, TREG1_139570.1, TREG1_139690.3, TREG1_139700.1, TREG1_139690.1, TREG1_139690.2
OG0003460	SBOV2_43690.1, SBOV2_43690.2, SBOV2_43690.3	TREG1_31790.1
OG0003461	SBOV2_83500.1	TREG1_110390.1, TREG1_110400.1, TREG1_110410.1, TREG1_110420.1, TREG1_110430.1
OG0003462	SBOV2_28190.1	TREG1_41500.1
OG0003463	SBOV2_84210.1	TREG1_114260.1, TREG1_114270.1
OG0003464	SBOV2_80590.1, SBOV2_80590.2	TREG1_111680.1
OG0003465	SBOV2_62550.3, SBOV2_62550.1, SBOV2_62550.4, SBOV2_62550.2	TREG1_88540.1
OG0003466	SBOV2_9740.1	TREG1_2800.1
OG0003467	SBOV2_76190.1	TREG1_100380.1
OG0003468	SBOV2_67870.2, SBOV2_67870.5, SBOV2_67870.1, SBOV2_67870.3, SBOV2_67870.4, SBOV2_67870.6	TREG1_136120.1, TREG1_136120.2
OG0003469	SBOV2_54960.1	TREG1_74650.1, TREG1_74650.2
OG0003470	SBOV2_53360.2, SBOV2_53360.1, SBOV2_53360.3	TREG1_70070.1
OG0003471	SBOV2_45250.1, SBOV2_45250.2	TREG1_62830.1
OG0003472	SBOV2_8800.1	TREG1_11740.1, TREG1_11740.4, TREG1_11740.5, TREG1_11740.2, TREG1_11740.3
OG0003473	SBOV2_76900.1, SBOV2_76910.1	TREG1_108600.1, TREG1_108610.1
OG0003474	SBOV2_56030.1	TREG1_73680.1, TREG1_73680.2
OG0003475	SBOV2_23950.1, SBOV2_23950.2, SBOV2_23950.3	TREG1_60360.2, TREG1_60360.1, TREG1_60360.3, TREG1_60360.4
OG0003476	SBOV2_41980.1, SBOV2_41980.2	TREG1_42350.4, TREG1_42350.3, TREG1_42350.1, TREG1_42350.2
OG0003477	SBOV2_88900.3, SBOV2_88900.2, SBOV2_88900.4, SBOV2_88900.1	TREG1_126050.1
OG0003478	SBOV2_6230.1	TREG1_16810.1, TREG1_16810.2, TREG1_16810.3, TREG1_16810.4
OG0003479	SBOV2_39610.1	TREG1_38230.1
OG0003480	SBOV2_67250.2, SBOV2_67250.1, SBOV2_67250.3	TREG1_92080.1, TREG1_92140.1
