Orthogroup	opisthorchis_viverrini	schistosoma_curassoni
OG0002666	T265_10120	SCUR1_32560.1, SCUR1_32560.2, SCUR1_32560.4, SCUR1_32560.3
OG0002667	T265_03243	SCUR1_27630.1, SCUR1_27630.2, SCUR1_27630.3, SCUR1_27630.4
OG0002668	T265_01423	SCUR1_68630.1
OG0002669	T265_13389	SCUR1_87690.1, SCUR1_87680.1
OG0002670	T265_02796	SCUR1_28790.4, SCUR1_28790.1, SCUR1_28790.2, SCUR1_28790.3
OG0002671	T265_04847	SCUR1_92320.1, SCUR1_92320.3, SCUR1_92320.4, SCUR1_92320.5, SCUR1_92320.2, SCUR1_99740.1
OG0002672	T265_00778	SCUR1_73160.1
OG0002673	T265_14755	SCUR1_73200.4, SCUR1_73200.5, SCUR1_73290.1
OG0002674	T265_02974, T265_09573	SCUR1_27830.1, SCUR1_27830.2, SCUR1_27830.3
OG0002675	T265_01135	SCUR1_99090.1, SCUR1_99090.2, SCUR1_99090.3
OG0002677	T265_11806	SCUR1_62370.1, SCUR1_62370.2
OG0002678	T265_14495, T265_08174	SCUR1_7440.1, SCUR1_7450.1, SCUR1_7460.1
OG0002679	T265_14188	SCUR1_79920.1, SCUR1_79920.2
OG0002680	T265_01156	SCUR1_66890.1
OG0002681	T265_11893, T265_11894	SCUR1_27380.1, SCUR1_27380.2, SCUR1_27380.3
OG0002682	T265_10217	SCUR1_19770.1, SCUR1_100980.1
OG0002683	T265_13830	SCUR1_93100.1, SCUR1_93100.2, SCUR1_93100.3, SCUR1_93100.4, SCUR1_93100.5, SCUR1_93100.6
OG0002684	T265_05163	SCUR1_99540.1
OG0002685	T265_09546	SCUR1_15950.1, SCUR1_15960.1
OG0002686	T265_13273	SCUR1_53900.1
OG0002687	T265_04020, T265_04336	SCUR1_29300.1
OG0002688	T265_11653	SCUR1_25800.1, SCUR1_25800.2
OG0002689	T265_04523	SCUR1_25830.3, SCUR1_25830.4, SCUR1_25830.2, SCUR1_25830.1
OG0002690	T265_09672	SCUR1_41000.1
OG0002691	T265_15871	SCUR1_82600.1, SCUR1_82600.2
OG0002692	T265_11446	SCUR1_13370.2, SCUR1_13370.1, SCUR1_13370.3
OG0002693	T265_02440	SCUR1_48340.1, SCUR1_48310.1
OG0002694	T265_04234, T265_07936	SCUR1_97870.1, SCUR1_92080.1
OG0002696	T265_08323	SCUR1_34090.2, SCUR1_34090.3, SCUR1_34090.4, SCUR1_34090.1
OG0002697	T265_08181	SCUR1_10820.1
OG0002698	T265_12501	SCUR1_2300.1
OG0002699	T265_03019	SCUR1_5380.1
OG0002700	T265_02734	SCUR1_94970.1
OG0002701	T265_00287	SCUR1_54970.3, SCUR1_54970.1, SCUR1_54970.2, SCUR1_55020.1
OG0002709	T265_09385	SCUR1_7970.1
OG0002710	T265_02910, T265_02911	SCUR1_1100.1, SCUR1_1100.2
OG0002711	T265_11288	SCUR1_89280.1
OG0002713	T265_05798	SCUR1_47860.1
OG0002714	T265_09095	SCUR1_76860.1, SCUR1_76860.2, SCUR1_76860.3, SCUR1_76860.4
OG0002715	T265_02021	SCUR1_60440.2, SCUR1_60440.1, SCUR1_60440.3
OG0002716	T265_07182, T265_14219	SCUR1_67160.1
OG0002717	T265_01862, T265_16344	SCUR1_88110.1
OG0002718	T265_08451, T265_10568	SCUR1_66300.1
OG0002719	T265_06423	SCUR1_5730.1, SCUR1_5730.2
OG0002720	T265_09225, T265_09226	SCUR1_5200.3, SCUR1_5200.5, SCUR1_5200.1, SCUR1_5200.6
OG0002721	T265_11661	SCUR1_93740.1, SCUR1_93740.3, SCUR1_93740.2, SCUR1_93740.4
OG0002722	T265_08585	SCUR1_22190.1, SCUR1_22190.5, SCUR1_22190.2, SCUR1_22190.3, SCUR1_22190.4
OG0002724	T265_12997	SCUR1_80210.1, SCUR1_80210.2, SCUR1_80210.3, SCUR1_80210.4
OG0002725	T265_08421	SCUR1_4370.3, SCUR1_4370.1, SCUR1_4370.2
OG0002726	T265_08999	SCUR1_30870.1
OG0002727	T265_00821	SCUR1_73000.1
OG0002728	T265_06495	SCUR1_8430.2, SCUR1_8430.3, SCUR1_8430.7, SCUR1_8430.1, SCUR1_8430.5, SCUR1_8430.6, SCUR1_8430.8, SCUR1_8430.4
OG0002729	T265_13191, T265_07546, T265_07956, T265_14318	SCUR1_16220.1
OG0002730	T265_02419, T265_16240	SCUR1_81080.1
OG0002731	T265_01959, T265_13402	SCUR1_100230.3, SCUR1_100230.1, SCUR1_100230.2
OG0002732	T265_14352	SCUR1_66820.1
OG0002733	T265_13194, T265_16356	SCUR1_24390.1, SCUR1_24390.2
OG0002734	T265_13416	SCUR1_42450.1
OG0002735	T265_10699	SCUR1_30980.1
OG0002736	T265_03760	SCUR1_24360.1, SCUR1_24340.2, SCUR1_24340.1, SCUR1_24330.1
OG0002737	T265_05897	SCUR1_36780.1
OG0002739	T265_09407	SCUR1_12850.12, SCUR1_12850.7, SCUR1_12850.1, SCUR1_12850.3, SCUR1_12850.10, SCUR1_12850.11, SCUR1_12850.2, SCUR1_12850.4, SCUR1_12850.5, SCUR1_12850.6, SCUR1_12850.8, SCUR1_12850.9
OG0002740	T265_02573	SCUR1_39780.1
OG0002741	T265_10545, T265_11017	SCUR1_17460.1
OG0002742	T265_12515	SCUR1_70690.1
OG0002743	T265_15636	SCUR1_42050.1, SCUR1_42050.2
OG0002744	T265_06158	SCUR1_57830.1
OG0002745	T265_05355	SCUR1_90900.1
OG0002747	T265_11759	SCUR1_25700.1
OG0002748	T265_13947, T265_06098	SCUR1_35370.1
OG0002749	T265_06761	SCUR1_100770.2, SCUR1_100770.1, SCUR1_47800.1
OG0002750	T265_13284, T265_16195	SCUR1_47140.1
OG0002751	T265_00573	SCUR1_40090.1
OG0002752	T265_00423, T265_16111	SCUR1_69520.2, SCUR1_69520.1, SCUR1_69520.3
OG0002755	T265_09929	SCUR1_3820.1
OG0002756	T265_00650	SCUR1_58110.1
OG0002757	T265_00762	SCUR1_31860.1
OG0002758	T265_00955	SCUR1_5440.1, SCUR1_5440.2
OG0002759	T265_03239	SCUR1_28270.1, SCUR1_28270.2
OG0002760	T265_11036, T265_11034, T265_11035	SCUR1_3530.1
OG0002761	T265_03044	SCUR1_6280.1
OG0002762	T265_13549	SCUR1_94300.7, SCUR1_94300.4, SCUR1_94300.2, SCUR1_94300.5, SCUR1_94300.6, SCUR1_94300.1, SCUR1_94300.3
OG0002763	T265_13464	SCUR1_78020.2, SCUR1_78020.3, SCUR1_78020.4, SCUR1_78020.1
OG0002764	T265_08194, T265_02184, T265_02185	SCUR1_31630.1, SCUR1_31630.2, SCUR1_31630.3
OG0002765	T265_05839	SCUR1_68360.1, SCUR1_68360.2, SCUR1_68360.3, SCUR1_68360.4
OG0002766	T265_00330	SCUR1_72220.1, SCUR1_72220.3, SCUR1_72220.2, SCUR1_72220.4
OG0002767	T265_06760	SCUR1_49490.1
OG0002768	T265_10258, T265_16169	SCUR1_2080.1
OG0002769	T265_01046	SCUR1_26150.1, SCUR1_26150.2
OG0002771	T265_08021, T265_08022	SCUR1_33840.1
OG0002774	T265_05258	SCUR1_2630.1, SCUR1_2630.2, SCUR1_2630.3, SCUR1_2520.4, SCUR1_2520.5, SCUR1_2680.1, SCUR1_2520.6
OG0002776	T265_11356	SCUR1_73950.1, SCUR1_73950.2
OG0002777	T265_05823	SCUR1_75530.1, SCUR1_75530.2
OG0002778	T265_09444	SCUR1_94170.1, SCUR1_94170.2, SCUR1_98240.2, SCUR1_98240.1, SCUR1_98250.1
OG0002779	T265_14542	SCUR1_33420.1
OG0002781	T265_07481	SCUR1_26580.1, SCUR1_26580.4, SCUR1_26580.2, SCUR1_26580.3
OG0002782	T265_12327, T265_10961, T265_01932	SCUR1_78380.1
OG0002783	T265_00286	SCUR1_54260.1
OG0002784	T265_01050	SCUR1_26160.1
OG0002785	T265_13376	SCUR1_70520.2, SCUR1_70520.1, SCUR1_70520.6, SCUR1_70520.3, SCUR1_70520.4, SCUR1_70520.5
OG0002786	T265_13497	SCUR1_13340.1, SCUR1_13340.2, SCUR1_13340.3
OG0002787	T265_03074	SCUR1_6950.1
OG0002788	T265_01005	SCUR1_10740.1
OG0002789	T265_08482	SCUR1_18800.1
OG0002790	T265_02675	SCUR1_75840.5, SCUR1_75840.1, SCUR1_75840.3, SCUR1_75840.2, SCUR1_75840.4
OG0002791	T265_06735	SCUR1_2490.1
OG0002792	T265_06771	SCUR1_55900.1, SCUR1_55900.3, SCUR1_55900.2
OG0002793	T265_04394	SCUR1_11420.1, SCUR1_11420.2
OG0002794	T265_15249, T265_15899	SCUR1_92420.1, SCUR1_92420.2
OG0002795	T265_07477	SCUR1_26470.4, SCUR1_26470.2, SCUR1_26470.3, SCUR1_26470.1
OG0002796	T265_13167	SCUR1_12590.1, SCUR1_12590.2
OG0002797	T265_04341	SCUR1_36570.11, SCUR1_36570.9, SCUR1_36570.2, SCUR1_36570.7, SCUR1_36570.6, SCUR1_36570.3, SCUR1_36570.1, SCUR1_36570.8, SCUR1_36570.4, SCUR1_36570.5, SCUR1_36570.10
OG0002798	T265_13131	SCUR1_73520.1, SCUR1_73520.2, SCUR1_73520.3
OG0002799	T265_07700, T265_14359, T265_14358	SCUR1_83230.1, SCUR1_83230.2
OG0002800	T265_14735	SCUR1_97710.1, SCUR1_99600.1, SCUR1_79030.1
OG0002802	T265_07569	SCUR1_89550.1
OG0002803	T265_03781	SCUR1_26800.5, SCUR1_26800.6, SCUR1_26800.3, SCUR1_26800.2, SCUR1_26800.1, SCUR1_26800.7, SCUR1_26800.4
OG0002804	T265_13660	SCUR1_39440.1
OG0002805	T265_12771	SCUR1_55720.1, SCUR1_55780.1, SCUR1_56170.1
OG0002806	T265_15954, T265_07440, T265_16235	SCUR1_70130.1
OG0002807	T265_06189	SCUR1_20720.1
OG0002808	T265_04515	SCUR1_61940.1
OG0002809	T265_12974	SCUR1_80420.2, SCUR1_80420.3, SCUR1_80420.5, SCUR1_80420.4, SCUR1_80420.1
OG0002810	T265_06252	SCUR1_34940.1, SCUR1_34950.1
OG0002811	T265_10010	SCUR1_21810.1
OG0002812	T265_04204, T265_13449	SCUR1_84670.1, SCUR1_84680.1
OG0002814	T265_05382	SCUR1_23600.1, SCUR1_23600.2
OG0002815	T265_10978	SCUR1_63330.1, SCUR1_63330.2, SCUR1_63330.3, SCUR1_63330.4, SCUR1_63330.5
OG0002816	T265_08032	SCUR1_19550.1
OG0002817	T265_04006	SCUR1_37460.1, SCUR1_37460.3, SCUR1_37460.2
OG0002818	T265_08927, T265_01280	SCUR1_74730.1, SCUR1_74730.3, SCUR1_74730.2, SCUR1_74730.4
OG0002819	T265_09770	SCUR1_68040.1
OG0002820	T265_02159	SCUR1_74030.1, SCUR1_74030.4, SCUR1_74030.2, SCUR1_74040.1, SCUR1_74030.3, SCUR1_74030.5
OG0002821	T265_03347	SCUR1_4280.1
OG0002822	T265_07965	SCUR1_9690.1, SCUR1_9690.2
OG0002823	T265_05525	SCUR1_15100.1
OG0002824	T265_10376	SCUR1_1780.1
OG0002825	T265_07639	SCUR1_48760.1
OG0002826	T265_11221, T265_15380	SCUR1_40930.1
OG0002827	T265_03736	SCUR1_27260.2, SCUR1_27260.1
OG0002828	T265_09896	SCUR1_28160.2, SCUR1_28160.3, SCUR1_28160.1, SCUR1_28160.4, SCUR1_28170.1
OG0002829	T265_06804	SCUR1_60540.1, SCUR1_60540.4, SCUR1_60540.2, SCUR1_60540.3
OG0002830	T265_15416	SCUR1_23370.1
OG0002831	T265_06375	SCUR1_15660.2, SCUR1_15660.1
OG0002832	T265_03399	SCUR1_80720.5, SCUR1_80720.4, SCUR1_80720.6, SCUR1_80720.1, SCUR1_80720.2, SCUR1_80720.3
OG0002834	T265_11271	SCUR1_3550.1
OG0002835	T265_04910	SCUR1_90230.1, SCUR1_90230.2
OG0002836	T265_03775	SCUR1_25510.1
OG0002837	T265_03657	SCUR1_15670.3, SCUR1_15670.4, SCUR1_15670.1, SCUR1_15670.2
OG0002838	T265_11730	SCUR1_13880.1
OG0002839	T265_00320	SCUR1_70710.1
OG0002840	T265_13355	SCUR1_90030.1, SCUR1_90030.2, SCUR1_90030.4, SCUR1_90030.3
OG0002842	T265_12366, T265_08849, T265_15989	SCUR1_70980.1, SCUR1_70980.2
OG0002844	T265_14223, T265_05563	SCUR1_67100.3, SCUR1_67100.4, SCUR1_67100.2, SCUR1_67100.5, SCUR1_67100.1
OG0002845	T265_13463	SCUR1_10890.1
OG0002846	T265_16173	SCUR1_21350.1, SCUR1_21350.2
OG0002847	T265_00612	SCUR1_57840.1, SCUR1_57840.2
OG0002848	T265_14189, T265_08788	SCUR1_100690.1, SCUR1_61120.1
OG0002849	T265_06370	SCUR1_13700.2, SCUR1_13700.1, SCUR1_13700.3
OG0002851	T265_08012, T265_12159, T265_14456, T265_08013	SCUR1_130.1, SCUR1_130.2, SCUR1_88470.1
OG0002852	T265_10322	SCUR1_13790.1
OG0002853	T265_09115	SCUR1_72380.1, SCUR1_72380.2
OG0002854	T265_02955, T265_13136	SCUR1_34740.1
OG0002855	T265_08034	SCUR1_17120.1
OG0002856	T265_06755	SCUR1_53390.1
OG0002857	T265_01821, T265_01444	SCUR1_62990.1
OG0002858	T265_01858	SCUR1_9880.1, SCUR1_9880.2
OG0002859	T265_02034	SCUR1_62590.1
OG0002860	T265_14764	SCUR1_76800.4, SCUR1_76800.8, SCUR1_76800.5, SCUR1_76800.3, SCUR1_76800.6, SCUR1_76800.7, SCUR1_76800.1, SCUR1_76800.2
OG0002861	T265_08733, T265_14653	SCUR1_86760.1
OG0002863	T265_16256, T265_04944	SCUR1_17340.1
OG0002864	T265_13279	SCUR1_53850.1, SCUR1_53850.2
OG0002865	T265_01001	SCUR1_10700.1
OG0002866	T265_05742, T265_08029, T265_14459, T265_14460	SCUR1_95000.1, SCUR1_35880.1, SCUR1_95010.1
OG0002867	T265_14794	SCUR1_3740.1
OG0002868	T265_04776, T265_04777	SCUR1_85830.1, SCUR1_85830.2
OG0002869	T265_02470	SCUR1_1900.1, SCUR1_1900.2
OG0002870	T265_02369	SCUR1_100460.4, SCUR1_100460.3, SCUR1_100460.1, SCUR1_47620.1, SCUR1_100460.2, SCUR1_100460.5
OG0002871	T265_05892	SCUR1_45220.1
OG0002872	T265_06839	SCUR1_49610.1, SCUR1_49610.2, SCUR1_49610.4, SCUR1_49610.3
OG0002873	T265_05961	SCUR1_98520.1, SCUR1_90540.5, SCUR1_90540.2, SCUR1_90540.1, SCUR1_90540.3, SCUR1_90540.4
OG0002874	T265_13044	SCUR1_39810.1
OG0002875	T265_08601	SCUR1_51060.1
OG0002876	T265_09158	SCUR1_70180.1
OG0002877	T265_15585	SCUR1_60490.1, SCUR1_60490.2
OG0002878	T265_09786	SCUR1_63710.1
OG0002879	T265_00994	SCUR1_17890.1
OG0002880	T265_15974, T265_16333, T265_16372	SCUR1_21750.1
OG0002881	T265_03918	SCUR1_59080.1
OG0002882	T265_08367, T265_08365, T265_08366	SCUR1_18310.1, SCUR1_18320.1
OG0002883	T265_00123	SCUR1_51160.1, SCUR1_51160.2
OG0002884	T265_01404	SCUR1_64810.1, SCUR1_64810.2, SCUR1_64810.3
OG0002885	T265_03301, T265_03258	SCUR1_46860.1
OG0002886	T265_00431	SCUR1_73680.1, SCUR1_73680.5, SCUR1_73680.2, SCUR1_73680.3, SCUR1_73680.4
OG0002889	T265_09957	SCUR1_80030.1, SCUR1_80040.1
OG0002890	T265_15384	SCUR1_27710.1
OG0002892	T265_12956	SCUR1_75780.1
OG0002893	T265_13538	SCUR1_8330.1
OG0002902	T265_10089	SCUR1_39480.1, SCUR1_39480.2
OG0002903	T265_01720, T265_16142, T265_15992	SCUR1_71040.1
OG0002904	T265_00938, T265_12671, T265_16281	SCUR1_22280.1
OG0002905	T265_13028, T265_02524	SCUR1_66060.1, SCUR1_66060.3, SCUR1_66060.5, SCUR1_66060.2, SCUR1_66060.4
OG0002906	T265_10987	SCUR1_29110.1, SCUR1_29110.2, SCUR1_29110.3, SCUR1_29110.4, SCUR1_29110.5, SCUR1_29110.6
OG0002907	T265_00957	SCUR1_5460.1, SCUR1_5460.2, SCUR1_5460.3
OG0002908	T265_13687, T265_15239	SCUR1_67990.1
OG0002910	T265_13256	SCUR1_18530.3, SCUR1_18530.2
OG0002911	T265_13253	SCUR1_15020.1
OG0002912	T265_12025, T265_15674	SCUR1_64600.1
OG0002913	T265_08468, T265_12220	SCUR1_10040.1
OG0002914	T265_10038	SCUR1_16450.2, SCUR1_16450.1, SCUR1_16450.3, SCUR1_16450.4
OG0002915	T265_13119	SCUR1_76830.1, SCUR1_76830.2
OG0002916	T265_02505	SCUR1_17380.1
OG0002917	T265_10733	SCUR1_22940.1, SCUR1_22940.2, SCUR1_100810.1
OG0002919	T265_07324	SCUR1_84920.2, SCUR1_84920.3, SCUR1_84920.1
OG0002921	T265_07949	SCUR1_93720.1, SCUR1_93720.2, SCUR1_93720.3, SCUR1_93720.5, SCUR1_93720.4
OG0002922	T265_02668	SCUR1_75860.1
OG0002923	T265_12590	SCUR1_60680.1, SCUR1_60690.1, SCUR1_60690.2, SCUR1_60690.4, SCUR1_60690.3
OG0002924	T265_09413	SCUR1_11930.1
OG0002925	T265_03081	SCUR1_12620.1, SCUR1_12620.2, SCUR1_12620.3
OG0002926	T265_01295	SCUR1_32530.1
OG0002927	T265_03127	SCUR1_9550.1
OG0002928	T265_13841	SCUR1_74270.1, SCUR1_74270.2
OG0002929	T265_00854	SCUR1_22540.1
OG0002930	T265_09338	SCUR1_40670.1, SCUR1_40670.2, SCUR1_40670.3
OG0002931	T265_10381	SCUR1_1790.1
OG0002932	T265_12802	SCUR1_45100.1
OG0002933	T265_13654, T265_16004, T265_13655	SCUR1_40420.1
OG0002934	T265_07078	SCUR1_91900.1
OG0002935	T265_01577	SCUR1_65560.1
OG0002936	T265_02894	SCUR1_46790.1, SCUR1_46790.2, SCUR1_46790.4, SCUR1_46790.3
OG0002938	T265_04269, T265_04417, T265_04418	SCUR1_78560.1
OG0002939	T265_03203	SCUR1_13210.1, SCUR1_13210.2, SCUR1_13210.3
OG0002940	T265_12767, T265_01318	SCUR1_48120.1, SCUR1_48120.2
OG0002941	T265_10241	SCUR1_55040.1, SCUR1_55050.1, SCUR1_55060.1
OG0002942	T265_02787	SCUR1_77850.1, SCUR1_77830.1
OG0002943	T265_13089	SCUR1_77870.1
OG0002944	T265_10544	SCUR1_17440.1, SCUR1_17440.2
OG0002945	T265_11225	SCUR1_77160.1, SCUR1_77160.2
OG0002946	T265_11123, T265_15274, T265_09246, T265_02088	SCUR1_18700.1
OG0002947	T265_09749	SCUR1_88260.2, SCUR1_88260.1
OG0002948	T265_10715	SCUR1_60410.1, SCUR1_60410.2
OG0002949	T265_02799	SCUR1_34250.1, SCUR1_34250.2
OG0002950	T265_04871	SCUR1_69390.1, SCUR1_69390.2, SCUR1_69390.3, SCUR1_69390.4, SCUR1_69390.5, SCUR1_69390.6, SCUR1_69390.7
OG0002951	T265_07586	SCUR1_38010.1
OG0002952	T265_12773	SCUR1_50450.1, SCUR1_50460.1
OG0002953	T265_04423, T265_15987	SCUR1_3280.1
OG0002954	T265_06597, T265_15941	SCUR1_59890.1
OG0002955	T265_14732	SCUR1_72970.2, SCUR1_72970.3, SCUR1_72970.1
OG0002956	T265_15076	SCUR1_93450.3, SCUR1_93450.2, SCUR1_93450.1
OG0002957	T265_00422	SCUR1_69500.2, SCUR1_69500.3, SCUR1_69500.4, SCUR1_69500.1
OG0002958	T265_16166, T265_10751, T265_10762	SCUR1_66470.1
OG0002959	T265_13472	SCUR1_85810.2, SCUR1_85810.1, SCUR1_85810.3
OG0002960	T265_05712	SCUR1_48740.2, SCUR1_48740.1, SCUR1_48740.3, SCUR1_48740.4
OG0002961	T265_11252	SCUR1_19160.1, SCUR1_19160.2
OG0002962	T265_14105	SCUR1_66090.1
OG0002964	T265_08700	SCUR1_25150.1
OG0002965	T265_02144	SCUR1_91090.2, SCUR1_91090.1, SCUR1_91090.4, SCUR1_91090.3, SCUR1_91090.5
OG0002966	T265_04442	SCUR1_44060.1
OG0002967	T265_09516, T265_09515, T265_14873	SCUR1_97320.1, SCUR1_97140.1, SCUR1_97140.2, SCUR1_61020.1, SCUR1_61020.2, SCUR1_61020.3
OG0002968	T265_14182, T265_14181	SCUR1_19370.1, SCUR1_19370.2
OG0002969	T265_07415	SCUR1_52730.1
OG0002970	T265_12882	SCUR1_9830.1
OG0002971	T265_09283	SCUR1_62870.1
OG0002972	T265_00627	SCUR1_61630.2, SCUR1_61630.1
OG0002973	T265_07435	SCUR1_48580.1
OG0002974	T265_15126	SCUR1_32590.1
OG0002975	T265_01518	SCUR1_38460.1, SCUR1_38460.2, SCUR1_38460.3
OG0002976	T265_03160	SCUR1_63380.2, SCUR1_63380.3, SCUR1_63380.1, SCUR1_63380.4
OG0002977	T265_01592	SCUR1_7870.1, SCUR1_7870.2, SCUR1_7870.3
OG0002979	T265_11670	SCUR1_21500.1
OG0002980	T265_00740	SCUR1_29380.7, SCUR1_29380.6, SCUR1_29380.8, SCUR1_29380.1, SCUR1_29380.3, SCUR1_29380.2, SCUR1_29380.4, SCUR1_29380.5
OG0002981	T265_14186	SCUR1_74510.1
OG0002982	T265_13871	SCUR1_53730.1
OG0002983	T265_02113, T265_15879	SCUR1_24660.1, SCUR1_24660.3, SCUR1_24660.2
OG0002984	T265_14382	SCUR1_12860.1
OG0002985	T265_15506	SCUR1_2000.1
OG0002986	T265_10270, T265_10269	SCUR1_9940.1
OG0002988	T265_08760	SCUR1_91760.1
OG0002989	T265_09294	SCUR1_49450.1, SCUR1_49450.2
OG0002990	T265_11604	SCUR1_81060.1
OG0002991	T265_00107	SCUR1_32080.2
OG0002992	T265_12542	SCUR1_75340.1
OG0002993	T265_15836, T265_09955, T265_10213, T265_07127	SCUR1_83040.1
OG0002994	T265_14978	SCUR1_19350.1, SCUR1_19350.2
OG0002995	T265_10496	SCUR1_87760.2, SCUR1_87760.1
OG0002996	T265_09556	SCUR1_14950.1
OG0002997	T265_11005	SCUR1_34540.1, SCUR1_34540.2, SCUR1_34540.3, SCUR1_34540.4, SCUR1_34540.5, SCUR1_34540.6
OG0002998	T265_01464	SCUR1_44740.3, SCUR1_44740.5, SCUR1_44740.4, SCUR1_44740.6, SCUR1_44740.1, SCUR1_44740.2
OG0002999	T265_10797	SCUR1_60290.1
OG0003000	T265_13667	SCUR1_27020.1, SCUR1_27020.3, SCUR1_27020.4, SCUR1_27020.2
OG0003001	T265_06939	SCUR1_26970.4, SCUR1_26970.1, SCUR1_26970.2, SCUR1_26970.3
OG0003002	T265_06956	SCUR1_19600.1
OG0003003	T265_10787	SCUR1_92430.2, SCUR1_92430.3, SCUR1_92430.1
OG0003004	T265_02782	SCUR1_74420.1, SCUR1_74420.2
OG0003006	T265_10485	SCUR1_83930.4, SCUR1_83930.3, SCUR1_83930.2, SCUR1_83930.1
OG0003007	T265_14668	SCUR1_61050.2, SCUR1_61050.1, SCUR1_61050.7, SCUR1_61050.8, SCUR1_61050.3, SCUR1_61050.4, SCUR1_61050.5, SCUR1_61050.6, SCUR1_100760.1
OG0003008	T265_10063	SCUR1_32130.1
OG0003009	T265_04390	SCUR1_6460.1
OG0003010	T265_13842	SCUR1_70030.1, SCUR1_70030.2
OG0003011	T265_07456	SCUR1_30320.1, SCUR1_30320.2, SCUR1_30320.3, SCUR1_30320.4, SCUR1_30320.5, SCUR1_30320.6, SCUR1_30320.7, SCUR1_30320.8
OG0003012	T265_02531	SCUR1_61460.2, SCUR1_61460.1
OG0003013	T265_03958	SCUR1_77630.1, SCUR1_77630.2, SCUR1_77630.3, SCUR1_77630.4
OG0003014	T265_14360	SCUR1_83290.2, SCUR1_83290.1, SCUR1_83290.3
OG0003015	T265_04992	SCUR1_43550.1
OG0003016	T265_08197	SCUR1_74950.2, SCUR1_74950.3, SCUR1_74950.4, SCUR1_74950.1
OG0003017	T265_02207	SCUR1_50320.1
OG0003018	T265_05229, T265_13729, T265_16104	SCUR1_93240.1, SCUR1_93240.2
OG0003019	T265_00834	SCUR1_73870.1
OG0003020	T265_13359	SCUR1_28870.4, SCUR1_28870.2, SCUR1_28870.3, SCUR1_28870.1
OG0003021	T265_11800	SCUR1_83320.1, SCUR1_83320.2, SCUR1_83320.3, SCUR1_83320.4, SCUR1_83320.5
OG0003023	T265_04962, T265_12395	SCUR1_83240.1, SCUR1_83240.2
OG0003024	T265_08219	SCUR1_77210.1
OG0003025	T265_08285	SCUR1_37180.1, SCUR1_37180.2
OG0003026	T265_02585	SCUR1_33290.1, SCUR1_33290.2, SCUR1_33290.3
OG0003027	T265_11623	SCUR1_16700.1, SCUR1_16700.2
OG0003028	T265_14740	SCUR1_9970.1
OG0003029	T265_07912	SCUR1_80180.1, SCUR1_80180.2, SCUR1_80180.3, SCUR1_80180.4, SCUR1_80180.5
OG0003030	T265_14667	SCUR1_19560.1
OG0003031	T265_03339	SCUR1_64360.1
OG0003032	T265_09883	SCUR1_58870.1, SCUR1_58870.2, SCUR1_58870.3
OG0003033	T265_00067	SCUR1_46960.2, SCUR1_46960.3, SCUR1_46960.1, SCUR1_46960.4
OG0003034	T265_13931	SCUR1_81540.1, SCUR1_81540.2, SCUR1_81540.3, SCUR1_81540.4
OG0003036	T265_13241	SCUR1_95470.1, SCUR1_99340.1
OG0003037	T265_08191	SCUR1_78910.2, SCUR1_78910.1
OG0003038	T265_01298	SCUR1_52140.1
OG0003039	T265_12554	SCUR1_46170.1
OG0003040	T265_08335	SCUR1_30000.1
OG0003041	T265_00719	SCUR1_32990.1, SCUR1_32990.2
OG0003043	T265_02896	SCUR1_47960.1
OG0003044	T265_01567	SCUR1_7640.1
OG0003045	T265_05095	SCUR1_51580.1
OG0003046	T265_05093	SCUR1_51590.1
OG0003047	T265_13450	SCUR1_13010.1, SCUR1_13010.2
OG0003048	T265_01218, T265_09411	SCUR1_45820.1
OG0003049	T265_01217	SCUR1_45810.1
OG0003050	T265_04271, T265_04273	SCUR1_78000.1
OG0003051	T265_09098	SCUR1_24420.1
OG0003052	T265_11750	SCUR1_64680.1, SCUR1_64680.4, SCUR1_64680.2, SCUR1_64680.3, SCUR1_64680.5, SCUR1_64680.6, SCUR1_64680.7
OG0003053	T265_03747	SCUR1_26520.1, SCUR1_26520.2
OG0003054	T265_03119	SCUR1_8730.1, SCUR1_8730.2
OG0003055	T265_09217	SCUR1_56450.4, SCUR1_56450.1, SCUR1_56450.2, SCUR1_56450.3, SCUR1_56450.5
OG0003056	T265_07027	SCUR1_8610.1
OG0003057	T265_07016	SCUR1_63220.3, SCUR1_63220.4, SCUR1_63220.1, SCUR1_63220.7, SCUR1_63220.2, SCUR1_63220.5, SCUR1_63220.6
OG0003058	T265_03889	SCUR1_90620.1
OG0003059	T265_01103, T265_11098, T265_12033	SCUR1_36120.1, SCUR1_36120.2
OG0003060	T265_13466	SCUR1_51920.1, SCUR1_51920.2
OG0003061	T265_07124	SCUR1_80150.1, SCUR1_80150.2
OG0003062	T265_07364	SCUR1_88570.1, SCUR1_88570.5, SCUR1_88570.3, SCUR1_88570.4, SCUR1_88570.2
OG0003063	T265_15517	SCUR1_17700.1, SCUR1_17700.3, SCUR1_17700.4, SCUR1_17700.5, SCUR1_17700.2
OG0003064	T265_01571	SCUR1_7660.1
OG0003065	T265_12659	SCUR1_21790.1, SCUR1_21790.2
OG0003066	T265_04405	SCUR1_92760.2, SCUR1_92760.1
OG0003067	T265_01085	SCUR1_24840.1
OG0003068	T265_11773	SCUR1_76170.1, SCUR1_76170.2, SCUR1_76170.3
OG0003069	T265_01995	SCUR1_69710.3, SCUR1_69710.2, SCUR1_69710.1
