Orthogroup	schistosoma_turkestanicum	opisthorchis_viverrini
OG0003974	STRK1_51600.1, STRK1_51600.2, STRK1_51600.3, STRK1_51600.4, STRK1_51600.5, STRK1_51600.6	T265_02855
OG0003975	STRK1_101100.1, STRK1_37130.1	T265_04899, T265_04898
OG0003976	STRK1_23160.1, STRK1_98200.1	T265_15106
OG0003977	STRK1_47850.1	T265_00385
OG0003978	STRK1_50870.1	T265_04067
OG0003979	STRK1_11150.1, STRK1_11150.2	T265_04589
OG0003980	STRK1_108680.1, STRK1_91660.1	T265_05217
OG0003982	STRK1_63510.1, STRK1_63510.2	T265_12819
OG0003983	STRK1_60130.1	T265_03139
OG0003984	STRK1_8990.1	T265_08473
OG0003985	STRK1_62680.1	T265_00185
OG0003986	STRK1_59050.1	T265_00664
OG0003987	STRK1_13060.1	T265_06432
OG0003988	STRK1_33190.1, STRK1_33190.2	T265_09190
OG0003989	STRK1_56220.1, STRK1_56230.1	T265_13605
OG0003991	STRK1_4820.1	T265_06214
OG0003992	STRK1_32350.1	T265_00578
OG0003993	STRK1_76140.1	T265_13785
OG0003994	STRK1_39190.1	T265_04732
OG0003995	STRK1_97760.1, STRK1_104020.1	T265_14455
OG0003996	STRK1_51430.2, STRK1_51430.1, STRK1_51430.3	T265_01337
OG0003997	STRK1_4130.1, STRK1_4130.2	T265_01440
OG0003999	STRK1_20870.1, STRK1_20870.2	T265_06186
OG0004000	STRK1_61810.1	T265_11435
OG0004001	STRK1_44810.1, STRK1_44810.2	T265_03300
OG0004003	STRK1_34250.1	T265_09720
OG0004004	STRK1_68000.1	T265_10247
OG0004005	STRK1_32910.1	T265_01501
OG0004006	STRK1_34070.1	T265_11320
OG0004007	STRK1_69290.1	T265_00321
OG0004009	STRK1_93060.1, STRK1_93090.1, STRK1_93070.1	T265_05235
OG0004010	STRK1_21350.1	T265_10401
OG0004011	STRK1_73810.1	T265_15136
OG0004013	STRK1_63390.1	T265_06164
OG0004015	STRK1_108000.1, STRK1_90100.1, STRK1_90150.1	T265_14492
OG0004016	STRK1_810.1	T265_06913
OG0004018	STRK1_84230.1	T265_09487
OG0004019	STRK1_106780.1	T265_04159
OG0004023	STRK1_58280.1	T265_10136
OG0004024	STRK1_650.1	T265_15006
OG0004025	STRK1_19950.1, STRK1_19950.2, STRK1_19950.3, STRK1_19950.4, STRK1_98670.1	T265_15600
OG0004027	STRK1_71100.1	T265_06744, T265_06749
OG0004029	STRK1_67790.1	T265_12763
OG0004030	STRK1_2180.1	T265_09691
OG0004031	STRK1_27820.1, STRK1_98780.1	T265_10121
OG0004032	STRK1_5370.1, STRK1_5350.1, STRK1_5360.1	T265_13989
OG0004033	STRK1_38540.2, STRK1_38540.1, STRK1_38540.3	T265_03646
OG0004034	STRK1_96000.1, STRK1_96000.2, STRK1_96000.3, STRK1_96000.4, STRK1_89120.1, STRK1_95710.1	T265_11229
OG0004035	STRK1_85270.1	T265_01826
OG0004036	STRK1_32870.1	T265_05064
OG0004037	STRK1_270.1	T265_06695
OG0004038	STRK1_51010.1	T265_15026
OG0004039	STRK1_68050.1	T265_11226
OG0004040	STRK1_47650.1, STRK1_47650.2	T265_09084
OG0004041	STRK1_39620.1, STRK1_105620.1, STRK1_73320.1, STRK1_67500.1	T265_07133
OG0004042	STRK1_63040.1	T265_07612
OG0004043	STRK1_12530.1	T265_13544
OG0004044	STRK1_97410.1	T265_10408
OG0004045	STRK1_91240.1	T265_07773
OG0004046	STRK1_9800.1, STRK1_9800.2, STRK1_9800.3	T265_10261
OG0004047	STRK1_37640.1, STRK1_37640.3, STRK1_37640.2	T265_11840
OG0004048	STRK1_58360.1	T265_01163
OG0004049	STRK1_106720.1	T265_15267
OG0004050	STRK1_75030.1	T265_05910
OG0004051	STRK1_64030.1, STRK1_64030.2, STRK1_64030.3	T265_14071
OG0004053	STRK1_104430.1, STRK1_95550.1, STRK1_95550.2, STRK1_95550.3, STRK1_95550.4, STRK1_95550.5	T265_00562
OG0004054	STRK1_69370.1	T265_11970, T265_12010
OG0004055	STRK1_10860.1, STRK1_10860.2	T265_09068
OG0004056	STRK1_51080.1	T265_02438
OG0004057	STRK1_49690.1, STRK1_49690.2, STRK1_49690.3	T265_06863
OG0004058	STRK1_75650.1	T265_06127
OG0004059	STRK1_58260.1, STRK1_58260.2	T265_07021
OG0004060	STRK1_16730.1	T265_06303
OG0004061	STRK1_88180.1	T265_15066
OG0004062	STRK1_88170.1	T265_10152
OG0004063	STRK1_80820.1, STRK1_80820.2, STRK1_80820.3	T265_00247
OG0004064	STRK1_10140.1	T265_14496
OG0004065	STRK1_11630.1, STRK1_11630.2	T265_15656
OG0004066	STRK1_14050.1, STRK1_14050.2	T265_10462
OG0004067	STRK1_11560.1	T265_00908, T265_12667
OG0004068	STRK1_99540.1	T265_13907
OG0004069	STRK1_53260.1	T265_07421
OG0004070	STRK1_90560.1	T265_01954, T265_14283
OG0004071	STRK1_20480.1, STRK1_20480.2	T265_11410
OG0004072	STRK1_30850.5, STRK1_30850.3, STRK1_30850.2, STRK1_30850.1, STRK1_30850.4	T265_00733
OG0004073	STRK1_55350.1, STRK1_55360.1, STRK1_66220.1, STRK1_67370.1	T265_01174
OG0004089	STRK1_2580.1	T265_13365
OG0004090	STRK1_97060.1, STRK1_86570.1	T265_02229, T265_16354
OG0004091	STRK1_67780.1	T265_06336
OG0004092	STRK1_1860.1	T265_02459
OG0004093	STRK1_73160.1, STRK1_73160.2	T265_10684
OG0004095	STRK1_13730.1	T265_04428
OG0004096	STRK1_12780.1	T265_10832
OG0004097	STRK1_58410.1, STRK1_58380.1, STRK1_58380.2	T265_06723
OG0004098	STRK1_51320.1, STRK1_51330.1, STRK1_98610.1, STRK1_99600.1, STRK1_99600.2, STRK1_98620.1	T265_00462
OG0004099	STRK1_100260.1, STRK1_100260.2, STRK1_1140.1	T265_10950
OG0004100	STRK1_26860.1	T265_11652
OG0004101	STRK1_39690.1	T265_14006
OG0004102	STRK1_82730.1	T265_16205
OG0004103	STRK1_28800.1, STRK1_28800.2	T265_13771
OG0004105	STRK1_25900.1	T265_13816
OG0004106	STRK1_106520.1, STRK1_90040.1	T265_09532
OG0004107	STRK1_14830.1, STRK1_14830.2, STRK1_14830.3	T265_08527
OG0004108	STRK1_41530.1	T265_03501
OG0004109	STRK1_33480.1	T265_01896
OG0004110	STRK1_75980.1, STRK1_75980.2, STRK1_75980.3	T265_14124
OG0004111	STRK1_70880.1	T265_12464
OG0004112	STRK1_13860.1, STRK1_13860.2	T265_06196, T265_15640
OG0004113	STRK1_21280.1	T265_10735
OG0004114	STRK1_47110.2, STRK1_47110.1, STRK1_43940.1, STRK1_97290.1	T265_00417
OG0004115	STRK1_31080.1, STRK1_31080.2	T265_07618
OG0004116	STRK1_81990.1	T265_14856
OG0004117	STRK1_16190.2, STRK1_16190.1, STRK1_16190.3	T265_13258
OG0004118	STRK1_37630.1	T265_04082
OG0004120	STRK1_34560.1	T265_08318
OG0004122	STRK1_26290.1, STRK1_26300.1, STRK1_26310.1	T265_07472
OG0004123	STRK1_14970.1, STRK1_14970.3, STRK1_14970.2, STRK1_14970.4	T265_06900
OG0004125	STRK1_70870.1	T265_05718
OG0004126	STRK1_73900.1	T265_00012
OG0004127	STRK1_104740.1, STRK1_104750.1	T265_07518
OG0004128	STRK1_14070.1	T265_10514, T265_15170
OG0004129	STRK1_45710.1	T265_08402
OG0004130	STRK1_69240.1	T265_14412
OG0004131	STRK1_20430.1	T265_00896
OG0004132	STRK1_83700.1, STRK1_83700.2	T265_03785
OG0004134	STRK1_14950.1	T265_10819
OG0004135	STRK1_27600.1	T265_05000
OG0004136	STRK1_55970.1	T265_12875
OG0004137	STRK1_29540.1	T265_08007
OG0004139	STRK1_29410.1	T265_06601
OG0004140	STRK1_51360.1	T265_03524
OG0004141	STRK1_2160.1, STRK1_2160.2	T265_10583
OG0004142	STRK1_79770.1	T265_01654
OG0004143	STRK1_9660.1	T265_14143
OG0004144	STRK1_61750.1	T265_00492
OG0004145	STRK1_59630.1, STRK1_99480.1	T265_13026
OG0004146	STRK1_29290.1	T265_03626
OG0004147	STRK1_54040.1	T265_08082
OG0004148	STRK1_4970.1	T265_12921
OG0004149	STRK1_17300.1	T265_03110
OG0004150	STRK1_13820.1	T265_04361
OG0004151	STRK1_54340.1, STRK1_54340.2	T265_01198
OG0004152	STRK1_11540.1, STRK1_11540.2, STRK1_11540.3, STRK1_11540.4	T265_11343
OG0004153	STRK1_21150.1	T265_02251
OG0004154	STRK1_7100.1, STRK1_7100.2, STRK1_7100.3, STRK1_7100.4	T265_12101, T265_12303
OG0004155	STRK1_50670.1, STRK1_103640.1, STRK1_103650.1	T265_01949, T265_01948
OG0004156	STRK1_56550.1, STRK1_56530.1, STRK1_56540.1, STRK1_56540.2	T265_03364
OG0004157	STRK1_18550.1, STRK1_18550.2, STRK1_18560.1	T265_09215
OG0004158	STRK1_40620.1	T265_13415
OG0004159	STRK1_65760.1, STRK1_65760.2, STRK1_65760.3	T265_11617, T265_12729
OG0004160	STRK1_6880.1, STRK1_6880.2, STRK1_6880.3	T265_14169
OG0004161	STRK1_8300.1, STRK1_8300.2, STRK1_8300.3, STRK1_8300.4, STRK1_8300.5	T265_11847
OG0004163	STRK1_75690.1	T265_02001
OG0004164	STRK1_5450.1, STRK1_5450.2	T265_14364
OG0004165	STRK1_35650.1	T265_13867, T265_13868, T265_13084
OG0004166	STRK1_15250.1, STRK1_15250.2	T265_12680
OG0004168	STRK1_89230.1	T265_04759
OG0004169	STRK1_32000.1	T265_02972
OG0004170	STRK1_72480.1, STRK1_72500.1	T265_02137
OG0004171	STRK1_110240.1, STRK1_110930.1	T265_03809
OG0004172	STRK1_74870.1, STRK1_99720.1	T265_01982
OG0004173	STRK1_26950.1	T265_13455
OG0004175	STRK1_54620.1, STRK1_54620.2	T265_13069
OG0004176	STRK1_13210.1	T265_04579
OG0004177	STRK1_86130.1	T265_15313
OG0004178	STRK1_55670.1	T265_00496, T265_03495
OG0004179	STRK1_94140.1	T265_10209
OG0004180	STRK1_64740.1	T265_14191
OG0004182	STRK1_63730.1	T265_05167
OG0004183	STRK1_86830.1	T265_07332, T265_12052
OG0004184	STRK1_7780.1, STRK1_7780.2	T265_04436
OG0004186	STRK1_87620.1	T265_05348
OG0004187	STRK1_62420.1, STRK1_62420.2	T265_00488
OG0004188	STRK1_79820.1	T265_08264
OG0004189	STRK1_14530.1	T265_09513
OG0004190	STRK1_94380.1, STRK1_94380.2, STRK1_94380.3	T265_05322
OG0004191	STRK1_91610.1	T265_02742
OG0004192	STRK1_13640.1	T265_10547, T265_15930
OG0004193	STRK1_81540.1	T265_03405, T265_04673, T265_15408
OG0004194	STRK1_27410.1, STRK1_27410.2	T265_10335
OG0004195	STRK1_4290.1	T265_01536
OG0004196	STRK1_34970.1	T265_14458
OG0004197	STRK1_20050.1	T265_12022
OG0004198	STRK1_82790.1	T265_12995, T265_07823, T265_07918
OG0004199	STRK1_57290.1	T265_08663
OG0004200	STRK1_90420.1, STRK1_90420.2	T265_01774
OG0004201	STRK1_58670.1	T265_06084, T265_09479
OG0004202	STRK1_19030.1	T265_03684, T265_03685
OG0004203	STRK1_75260.1	T265_12631, T265_00773
OG0004204	STRK1_65310.1	T265_02032
OG0004205	STRK1_2830.1	T265_13792
OG0004206	STRK1_86740.1	T265_04168
OG0004207	STRK1_56490.1	T265_08457
OG0004208	STRK1_65650.1	T265_01114
OG0004209	STRK1_86920.1	T265_13711
OG0004210	STRK1_36860.1	T265_03536
OG0004211	STRK1_55030.1	T265_00155
OG0004212	STRK1_47740.1, STRK1_47760.1, STRK1_47750.1, STRK1_99920.1	T265_00100
OG0004213	STRK1_53860.1	T265_04868
OG0004214	STRK1_110050.1, STRK1_110050.2, STRK1_110060.1, STRK1_110060.2	T265_06274
OG0004215	STRK1_35720.1	T265_01930
OG0004216	STRK1_38780.1	T265_13413, T265_04100
OG0004217	STRK1_91070.1	T265_05223
OG0004218	STRK1_17290.1	T265_08377
OG0004219	STRK1_64170.1	T265_05546, T265_13633
OG0004220	STRK1_6510.1	T265_07270, T265_12389
OG0004221	STRK1_45640.1, STRK1_45640.2	T265_03844
OG0004222	STRK1_57320.1, STRK1_57320.2	T265_14986
OG0004223	STRK1_35260.1, STRK1_35260.2	T265_02554
OG0004224	STRK1_64260.1, STRK1_64260.2	T265_01425
OG0004225	STRK1_52200.1	T265_00292
OG0004226	STRK1_95480.1, STRK1_95480.2, STRK1_95480.3, STRK1_95480.4	T265_09575
OG0004227	STRK1_8520.1	T265_03194
OG0004228	STRK1_106360.1, STRK1_55770.1	T265_01144, T265_01143
OG0004229	STRK1_22440.1	T265_03264, T265_16209
OG0004230	STRK1_79940.1	T265_07108
OG0004231	STRK1_71270.1	T265_12636
OG0004232	STRK1_50140.1	T265_05930
OG0004233	STRK1_49870.1, STRK1_49870.2, STRK1_49870.3, STRK1_49870.4	T265_13865
OG0004234	STRK1_67140.1, STRK1_67130.1	T265_12465
OG0004235	STRK1_20960.1	T265_14099
OG0004236	STRK1_77960.1	T265_01977
OG0004237	STRK1_19520.1, STRK1_89520.1	T265_06373
OG0004238	STRK1_72800.1, STRK1_72800.2	T265_00784
OG0004239	STRK1_16680.1	T265_13992
OG0004241	STRK1_60620.1	T265_07689
OG0004242	STRK1_54170.1	T265_00138
OG0004243	STRK1_35560.1	T265_12892, T265_16162
OG0004244	STRK1_57170.1, STRK1_57160.1	T265_00600
OG0004245	STRK1_88310.1	T265_11640
OG0004246	STRK1_24630.1	T265_06470, T265_09579, T265_16156
OG0004247	STRK1_5840.1	T265_06897
OG0004248	STRK1_20660.1	T265_14621
OG0004249	STRK1_9320.1, STRK1_9320.2, STRK1_9320.3, STRK1_9320.4	T265_07754
OG0004250	STRK1_105110.1	T265_04820
OG0004251	STRK1_53220.1, STRK1_53220.2, STRK1_53220.3	T265_07428
OG0004252	STRK1_33030.1	T265_12488
OG0004253	STRK1_101860.1	T265_14369
OG0004255	STRK1_36350.1	T265_00684, T265_15948
OG0004256	STRK1_8180.1	T265_13382
OG0004257	STRK1_62640.1, STRK1_62640.2	T265_02520
OG0004258	STRK1_47710.1, STRK1_47710.2	T265_00828
OG0004259	STRK1_19540.1	T265_00918
OG0004260	STRK1_90590.1	T265_07402
OG0004261	STRK1_107020.1	T265_07403
OG0004263	STRK1_91370.1, STRK1_91390.1, STRK1_91400.1	T265_09541
OG0004264	STRK1_54780.1	T265_02831
OG0004265	STRK1_56010.1	T265_00766
OG0004266	STRK1_75440.1	T265_05814, T265_08343, T265_05647, T265_02446, T265_00855, T265_08311, T265_14742
OG0004267	STRK1_23170.1, STRK1_23170.2, STRK1_23170.3	T265_03761
OG0004268	STRK1_37960.1	T265_02591
OG0004269	STRK1_64470.1	T265_03337
OG0004270	STRK1_102160.1	T265_08609
OG0004271	STRK1_80780.1, STRK1_80780.2	T265_10621
OG0004272	STRK1_71630.1	T265_04858, T265_16027
OG0004273	STRK1_96900.1, STRK1_84300.1	T265_03812
OG0004274	STRK1_51830.1	T265_05101
OG0004275	STRK1_42660.1	T265_08072, T265_08073
OG0004276	STRK1_18480.1	T265_06678
OG0004277	STRK1_3420.1	T265_14711
OG0004278	STRK1_35640.1	T265_07590
OG0004280	STRK1_79920.1	T265_02371
OG0004281	STRK1_72520.1, STRK1_72520.2, STRK1_72520.3	T265_09092
OG0004282	STRK1_82710.1	T265_13240, T265_13239
OG0004283	STRK1_94990.1, STRK1_94990.2, STRK1_80880.1, STRK1_80870.1, STRK1_80870.3, STRK1_80870.2	T265_02577
OG0004284	STRK1_53120.1	T265_13398, T265_13399
OG0004285	STRK1_101780.1, STRK1_101790.1	T265_03067
OG0004286	STRK1_50160.1, STRK1_50160.2, STRK1_50160.3	T265_13630
OG0004287	STRK1_42720.1	T265_04119
OG0004288	STRK1_43450.1	T265_01275
OG0004289	STRK1_95070.1, STRK1_95070.2	T265_08650
OG0004290	STRK1_60610.1	T265_03928
OG0004291	STRK1_28240.1	T265_03995
OG0004292	STRK1_28250.1, STRK1_28250.2, STRK1_28250.3	T265_03994
OG0004293	STRK1_71430.1	T265_00076
OG0004294	STRK1_45530.1	T265_04913
OG0004295	STRK1_16490.1	T265_09561
OG0004296	STRK1_2790.1, STRK1_55290.1	T265_00910
OG0004297	STRK1_35870.1	T265_05195
OG0004298	STRK1_58420.1	T265_06726
OG0004299	STRK1_74920.1, STRK1_74920.2	T265_02153
OG0004300	STRK1_48900.1	T265_09166, T265_09165, T265_16103
OG0004301	STRK1_14120.1	T265_12658
OG0004302	STRK1_73700.1	T265_12759
OG0004303	STRK1_38930.1, STRK1_38940.1	T265_05050
OG0004304	STRK1_11160.1	T265_09066, T265_09067
OG0004306	STRK1_29230.2, STRK1_29230.1	T265_14389
OG0004307	STRK1_93680.1	T265_07091
OG0004308	STRK1_76250.1, STRK1_76250.2	T265_15639, T265_15910
OG0004309	STRK1_92330.1, STRK1_92330.3, STRK1_92330.4, STRK1_92330.2	T265_08363
OG0004310	STRK1_44910.1, STRK1_44910.2	T265_00068
OG0004311	STRK1_5270.1	T265_00195
OG0004312	STRK1_38520.1	T265_03644
OG0004313	STRK1_72290.1	T265_14003
OG0004314	STRK1_29190.1	T265_11633
OG0004315	STRK1_87880.1	T265_13857
OG0004316	STRK1_11980.1	T265_12691
OG0004318	STRK1_11040.1	T265_02511
OG0004319	STRK1_11030.1	T265_12869
OG0004321	STRK1_68160.1	T265_04863
OG0004322	STRK1_77550.1	T265_01934
OG0004323	STRK1_10750.1, STRK1_10750.2, STRK1_10770.1	T265_13815
OG0004324	STRK1_8390.1	T265_08039
OG0004325	STRK1_63210.1	T265_09287
OG0004326	STRK1_89920.1	T265_16321, T265_15683
OG0004327	STRK1_1290.1, STRK1_1290.2, STRK1_1290.3	T265_13529
OG0004328	STRK1_31360.1	T265_08251
OG0004329	STRK1_54070.1	T265_07429
OG0004330	STRK1_52340.1, STRK1_103560.1	T265_07520
OG0004331	STRK1_19330.1	T265_08583
OG0004332	STRK1_111370.2, STRK1_100.1, STRK1_111370.1	T265_08048
OG0004333	STRK1_74000.1, STRK1_74000.2	T265_07319
OG0004334	STRK1_49980.1	T265_13287
OG0004335	STRK1_73550.1	T265_13902
OG0004337	STRK1_21980.1	T265_05996
OG0004338	STRK1_87050.1	T265_07735
OG0004340	STRK1_10940.1	T265_12180
OG0004343	STRK1_79950.1, STRK1_79950.2	T265_10481
OG0004344	STRK1_57080.1, STRK1_57080.2	T265_15586
OG0004345	STRK1_55660.1, STRK1_55660.2	T265_00497
OG0004346	STRK1_55460.1	T265_04805, T265_04806
OG0004347	STRK1_26320.1, STRK1_26320.2	T265_07467, T265_11425
OG0004348	STRK1_33740.1	T265_08541
OG0004349	STRK1_32650.1	T265_10618
OG0004350	STRK1_7610.1, STRK1_7620.1	T265_12478
OG0004367	STRK1_66440.1, STRK1_66410.1	T265_13444, T265_13445, T265_16226
OG0004368	STRK1_13240.1, STRK1_13240.2	T265_04580
OG0004369	STRK1_104900.1	T265_07137
OG0004370	STRK1_4300.1, STRK1_4310.1, STRK1_4270.1, STRK1_4260.1	T265_04372
OG0004371	STRK1_32280.1	T265_00707
OG0004372	STRK1_3830.1	T265_14989
OG0004373	STRK1_70140.1, STRK1_77720.1	T265_09183
OG0004374	STRK1_45560.1, STRK1_45550.1, STRK1_45570.1	T265_04911
OG0004375	STRK1_22150.1	T265_11369, T265_16062
OG0004377	STRK1_77480.1, STRK1_107880.1, STRK1_107860.1, STRK1_107870.1, STRK1_107850.1	T265_10990
OG0004378	STRK1_107220.1, STRK1_107080.1	T265_15312
OG0004379	STRK1_78680.1	T265_06970
OG0004380	STRK1_2250.1	T265_03447
OG0004381	STRK1_2280.1	T265_07443, T265_07444
OG0004382	STRK1_39870.1, STRK1_39870.2	T265_04753
OG0004383	STRK1_59230.1	T265_05836
OG0004384	STRK1_73020.1	T265_03876
OG0004385	STRK1_23720.1	T265_09252
OG0004386	STRK1_91800.1	T265_14489, T265_14490
OG0004387	STRK1_99850.1	T265_13593
OG0004388	STRK1_108470.1, STRK1_14840.1, STRK1_14840.2	T265_14601
OG0004389	STRK1_76650.1	T265_01754
OG0004390	STRK1_57420.1	T265_06077
OG0004391	STRK1_28190.1, STRK1_28190.3, STRK1_28190.2	T265_01540
OG0004392	STRK1_26640.1	T265_15643
OG0004393	STRK1_72240.1	T265_00797
OG0004395	STRK1_80650.1	T265_10665
OG0004396	STRK1_66260.1	T265_15433
OG0004397	STRK1_13760.1	T265_13023
OG0004399	STRK1_690.1, STRK1_690.3, STRK1_690.2	T265_10345
OG0004400	STRK1_87180.1	T265_13708
OG0004402	STRK1_28290.1	T265_06469
OG0004403	STRK1_44530.1, STRK1_44530.2, STRK1_44520.1	T265_01203
OG0004404	STRK1_49710.1	T265_06860
OG0004405	STRK1_18320.1	T265_00927, T265_03188
OG0004407	STRK1_30830.1	T265_12623
OG0004408	STRK1_85810.1	T265_13847
OG0004409	STRK1_30980.1	T265_11825
OG0004410	STRK1_94370.1	T265_07080
OG0004411	STRK1_28510.1	T265_04148
OG0004412	STRK1_49100.1	T265_03591
OG0004413	STRK1_86000.1	T265_05754, T265_13849
OG0004414	STRK1_14610.1, STRK1_14610.2	T265_10040
OG0004415	STRK1_49660.1	T265_12859
OG0004416	STRK1_13540.1, STRK1_13540.2	T265_03029
OG0004417	STRK1_47320.1, STRK1_65240.1	T265_12785
OG0004418	STRK1_24980.1	T265_13456
OG0004419	STRK1_107610.1, STRK1_79590.1	T265_08279, T265_15898
OG0004422	STRK1_17610.1, STRK1_17610.3, STRK1_17610.2	T265_08954
OG0004423	STRK1_29050.1, STRK1_29050.2, STRK1_29050.3	T265_06122
OG0004424	STRK1_91510.1	T265_13720
OG0004425	STRK1_91540.1	T265_04834, T265_04836
OG0004426	STRK1_61760.1	T265_12565
OG0004428	STRK1_71400.1	T265_12639
OG0004429	STRK1_14170.1	T265_11404
OG0004431	STRK1_27540.1	T265_02798
OG0004432	STRK1_89990.1	T265_16326, T265_05667
OG0004433	STRK1_76100.1	T265_09965
OG0004434	STRK1_27890.1	T265_05019
OG0004435	STRK1_42990.1, STRK1_43000.1	T265_13267, T265_03480, T265_13268
OG0004436	STRK1_63250.1, STRK1_63250.2, STRK1_63250.3	T265_11424
OG0004437	STRK1_38640.1, STRK1_105630.1, STRK1_38640.2	T265_03537
OG0004438	STRK1_99430.1, STRK1_97670.1, STRK1_97680.1, STRK1_38630.1, STRK1_99450.1	T265_13276
OG0004439	STRK1_5330.1	T265_13988
OG0004440	STRK1_26760.1	T265_04525
OG0004441	STRK1_10110.1	T265_01605
OG0004442	STRK1_64970.1	T265_10594
OG0004443	STRK1_106010.1	T265_08855
OG0004444	STRK1_50060.1	T265_02140
OG0004445	STRK1_50040.1	T265_12417
OG0004446	STRK1_5950.1	T265_13958
OG0004447	STRK1_68600.1	T265_02322
OG0004448	STRK1_16330.1	T265_14924
OG0004449	STRK1_31610.1	T265_10708
OG0004450	STRK1_70790.1, STRK1_70800.1	T265_09027
OG0004451	STRK1_108420.1, STRK1_37740.1	T265_10083
OG0004452	STRK1_68870.1	T265_00171
OG0004453	STRK1_22650.1, STRK1_22650.2, STRK1_22650.3	T265_09265
OG0004454	STRK1_88890.1, STRK1_95680.1	T265_07675
OG0004455	STRK1_42920.1	T265_09991
OG0004456	STRK1_620.1	T265_09418
OG0004457	STRK1_71880.1	T265_11258
OG0004458	STRK1_95130.1, STRK1_37820.1	T265_14964
OG0004461	STRK1_69390.1	T265_08622
OG0004462	STRK1_64320.2, STRK1_64320.1, STRK1_64320.3	T265_01147
OG0004463	STRK1_99510.1, STRK1_26870.1	T265_13953, T265_13954
OG0004465	STRK1_99210.1, STRK1_99210.2	T265_14290
OG0004466	STRK1_35340.1	T265_11006
OG0004467	STRK1_29040.1, STRK1_29040.2, STRK1_29040.3	T265_14305
OG0004468	STRK1_41350.1	T265_00701
OG0004469	STRK1_9770.1	T265_13805
OG0004470	STRK1_44540.1, STRK1_104290.1	T265_01307
OG0004472	STRK1_13830.1	T265_04362
OG0004473	STRK1_50800.1	T265_07432
OG0004474	STRK1_103910.1	T265_09002
OG0004475	STRK1_8620.1	T265_04532
OG0004479	STRK1_13990.1	T265_03867, T265_08533
OG0004480	STRK1_7500.1	T265_12483, T265_12482
OG0004481	STRK1_95390.1	T265_10730
OG0004482	STRK1_46500.1	T265_03580
OG0004484	STRK1_46150.1	T265_05087
OG0004485	STRK1_8250.1, STRK1_8250.2	T265_03320
OG0004486	STRK1_84490.1	T265_13336
OG0004487	STRK1_21880.1	T265_03734
OG0004488	STRK1_62770.1, STRK1_62770.2	T265_04950
OG0004489	STRK1_63150.1, STRK1_63150.2	T265_08117
OG0004490	STRK1_67410.1, STRK1_67430.1	T265_03946, T265_13362
OG0004491	STRK1_75760.1	T265_12534, T265_12535, T265_12536
OG0004492	STRK1_8320.1, STRK1_8320.2	T265_00970
OG0004493	STRK1_4010.1	T265_06199
OG0004494	STRK1_57060.1, STRK1_57060.2	T265_08667
OG0004496	STRK1_48040.1	T265_09664
OG0004497	STRK1_94450.1, STRK1_94450.2	T265_10097
OG0004498	STRK1_99020.1, STRK1_92950.1	T265_04607
OG0004499	STRK1_53710.1	T265_06774
OG0004500	STRK1_66710.1, STRK1_66710.2	T265_08791
OG0004501	STRK1_74840.1, STRK1_74840.2	T265_14292
OG0004502	STRK1_45470.1	T265_15025
OG0004504	STRK1_4480.1	T265_10327
OG0004505	STRK1_10000.1	T265_13504, T265_04385
OG0004506	STRK1_18400.1	T265_02272
OG0004507	STRK1_51820.1	T265_13685
OG0004508	STRK1_48660.1	T265_05808, T265_16073
OG0004510	STRK1_13110.1	T265_11156
OG0004512	STRK1_93020.1, STRK1_93020.2	T265_14100
OG0004513	STRK1_9600.1	T265_14177, T265_14176
OG0004515	STRK1_51490.1	T265_00387
OG0004516	STRK1_14400.1	T265_11621
OG0004517	STRK1_62830.1	T265_06154
OG0004518	STRK1_65560.1	T265_11722
OG0004519	STRK1_56790.1	T265_06715
OG0004520	STRK1_64480.1	T265_03921, T265_03919
OG0004521	STRK1_10850.1	T265_14748
OG0004522	STRK1_4550.1, STRK1_4550.2	T265_09889
OG0004523	STRK1_78750.1, STRK1_110140.1, STRK1_79870.1, STRK1_98360.1, STRK1_110150.1, STRK1_109790.1, STRK1_109840.1, STRK1_79860.1	T265_07924
OG0004526	STRK1_44860.1	T265_13132
OG0004527	STRK1_77030.1	T265_03281
OG0004528	STRK1_24870.1	T265_10736
OG0004529	STRK1_51160.1, STRK1_51160.2	T265_11373
OG0004530	STRK1_17110.1	T265_00215
OG0004531	STRK1_71120.1	T265_06750
OG0004532	STRK1_71440.1	T265_12447
OG0004534	STRK1_30730.1	T265_02603
OG0004536	STRK1_101770.1, STRK1_29150.1	T265_06738
OG0004538	STRK1_66510.1, STRK1_98310.1, STRK1_66520.1, STRK1_98300.1	T265_03134
OG0004539	STRK1_13070.1	T265_14033
OG0004540	STRK1_22950.1, STRK1_22950.2	T265_05682
OG0004541	STRK1_78290.1	T265_07493
OG0004542	STRK1_16890.1, STRK1_16890.2	T265_13535
OG0004543	STRK1_53890.1, STRK1_53900.1	T265_00348
OG0004544	STRK1_66580.1	T265_10441
OG0004545	STRK1_86460.1	T265_07461
OG0004546	STRK1_74680.1	T265_03954
OG0004547	STRK1_70740.1	T265_09032
OG0004548	STRK1_28630.1	T265_13381
OG0004549	STRK1_10840.1	T265_14749
OG0004550	STRK1_68800.1	T265_14774
OG0004551	STRK1_42940.1	T265_14705
OG0004552	STRK1_16510.1, STRK1_16510.2, STRK1_16510.3	T265_09562
OG0004553	STRK1_37530.1	T265_04689, T265_12387
OG0004555	STRK1_1410.1	T265_08946
