Orthogroup	schistosoma_turkestanicum	fasciola_gigantica
OG0004147	STRK1_54040.1	FGIG_02529
OG0004148	STRK1_4970.1	FGIG_02560
OG0004149	STRK1_17300.1	FGIG_07360, FGIG_02689
OG0004150	STRK1_13820.1	FGIG_02848
OG0004151	STRK1_54340.1, STRK1_54340.2	FGIG_02921
OG0004152	STRK1_11540.1, STRK1_11540.2, STRK1_11540.3, STRK1_11540.4	FGIG_02938
OG0004153	STRK1_21150.1	FGIG_03054
OG0004154	STRK1_7100.1, STRK1_7100.2, STRK1_7100.3, STRK1_7100.4	FGIG_03061
OG0004155	STRK1_50670.1, STRK1_103640.1, STRK1_103650.1	FGIG_03067
OG0004156	STRK1_56550.1, STRK1_56530.1, STRK1_56540.1, STRK1_56540.2	FGIG_03076
OG0004157	STRK1_18550.1, STRK1_18550.2, STRK1_18560.1	FGIG_03081
OG0004158	STRK1_40620.1	FGIG_03087
OG0004159	STRK1_65760.1, STRK1_65760.2, STRK1_65760.3	FGIG_03124
OG0004160	STRK1_6880.1, STRK1_6880.2, STRK1_6880.3	FGIG_03130
OG0004161	STRK1_8300.1, STRK1_8300.2, STRK1_8300.3, STRK1_8300.4, STRK1_8300.5	FGIG_03167
OG0004162	STRK1_56090.1	FGIG_03248
OG0004163	STRK1_75690.1	FGIG_03279
OG0004164	STRK1_5450.1, STRK1_5450.2	FGIG_03301
OG0004165	STRK1_35650.1	FGIG_03328
OG0004166	STRK1_15250.1, STRK1_15250.2	FGIG_03450
OG0004168	STRK1_89230.1	FGIG_03567, FGIG_03566
OG0004169	STRK1_32000.1	FGIG_03612
OG0004170	STRK1_72480.1, STRK1_72500.1	FGIG_03647
OG0004171	STRK1_110240.1, STRK1_110930.1	FGIG_03673
OG0004172	STRK1_74870.1, STRK1_99720.1	FGIG_03693
OG0004173	STRK1_26950.1	FGIG_03709, FGIG_03708
OG0004175	STRK1_54620.1, STRK1_54620.2	FGIG_03799
OG0004176	STRK1_13210.1	FGIG_10320, FGIG_10319
OG0004177	STRK1_86130.1	FGIG_03905
OG0004178	STRK1_55670.1	FGIG_03931
OG0004179	STRK1_94140.1	FGIG_03944
OG0004180	STRK1_64740.1	FGIG_03945
OG0004181	STRK1_5060.1	FGIG_03983
OG0004182	STRK1_63730.1	FGIG_04018, FGIG_04019
OG0004183	STRK1_86830.1	FGIG_04032, FGIG_10573
OG0004184	STRK1_7780.1, STRK1_7780.2	FGIG_04054
OG0004185	STRK1_53670.1, STRK1_53660.1, STRK1_53660.2	FGIG_04101
OG0004186	STRK1_87620.1	FGIG_04104
OG0004187	STRK1_62420.1, STRK1_62420.2	FGIG_04174
OG0004188	STRK1_79820.1	FGIG_04201
OG0004189	STRK1_14530.1	FGIG_04234
OG0004190	STRK1_94380.1, STRK1_94380.2, STRK1_94380.3	FGIG_04237
OG0004191	STRK1_91610.1	FGIG_04238
OG0004192	STRK1_13640.1	FGIG_04284, FGIG_04286, FGIG_04285, FGIG_04287
OG0004193	STRK1_81540.1	FGIG_07202, FGIG_04351
OG0004194	STRK1_27410.1, STRK1_27410.2	FGIG_04404
OG0004195	STRK1_4290.1	FGIG_04420
OG0004196	STRK1_34970.1	FGIG_04433
OG0004197	STRK1_20050.1	FGIG_04463
OG0004198	STRK1_82790.1	FGIG_04489
OG0004199	STRK1_57290.1	FGIG_04498
OG0004200	STRK1_90420.1, STRK1_90420.2	FGIG_04547
OG0004201	STRK1_58670.1	FGIG_04564
OG0004202	STRK1_19030.1	FGIG_04579
OG0004203	STRK1_75260.1	FGIG_04634, FGIG_08625
OG0004204	STRK1_65310.1	FGIG_04736
OG0004205	STRK1_2830.1	FGIG_04779
OG0004206	STRK1_86740.1	FGIG_04834
OG0004207	STRK1_56490.1	FGIG_04874
OG0004208	STRK1_65650.1	FGIG_04892
OG0004209	STRK1_86920.1	FGIG_04946
OG0004210	STRK1_36860.1	FGIG_04959
OG0004211	STRK1_55030.1	FGIG_05047
OG0004212	STRK1_47740.1, STRK1_47760.1, STRK1_47750.1, STRK1_99920.1	FGIG_05057, FGIG_05058
OG0004213	STRK1_53860.1	FGIG_05194
OG0004214	STRK1_110050.1, STRK1_110050.2, STRK1_110060.1, STRK1_110060.2	FGIG_05216
OG0004215	STRK1_35720.1	FGIG_05334
OG0004216	STRK1_38780.1	FGIG_05346, FGIG_08394
OG0004217	STRK1_91070.1	FGIG_05395, FGIG_11888
OG0004218	STRK1_17290.1	FGIG_05399
OG0004219	STRK1_64170.1	FGIG_05514
OG0004220	STRK1_6510.1	FGIG_05556
OG0004221	STRK1_45640.1, STRK1_45640.2	FGIG_05569
OG0004222	STRK1_57320.1, STRK1_57320.2	FGIG_10474, FGIG_05572
OG0004223	STRK1_35260.1, STRK1_35260.2	FGIG_05613
OG0004224	STRK1_64260.1, STRK1_64260.2	FGIG_10306, FGIG_07260, FGIG_05640, FGIG_05641
OG0004225	STRK1_52200.1	FGIG_05671, FGIG_12695
OG0004226	STRK1_95480.1, STRK1_95480.2, STRK1_95480.3, STRK1_95480.4	FGIG_05776
OG0004227	STRK1_8520.1	FGIG_05819
OG0004228	STRK1_106360.1, STRK1_55770.1	FGIG_05863, FGIG_05862
OG0004229	STRK1_22440.1	FGIG_05864
OG0004230	STRK1_79940.1	FGIG_05881
OG0004231	STRK1_71270.1	FGIG_05984
OG0004232	STRK1_50140.1	FGIG_06092
OG0004233	STRK1_49870.1, STRK1_49870.2, STRK1_49870.3, STRK1_49870.4	FGIG_06188
OG0004234	STRK1_67140.1, STRK1_67130.1	FGIG_06198, FGIG_06199
OG0004235	STRK1_20960.1	FGIG_06261
OG0004236	STRK1_77960.1	FGIG_06327
OG0004237	STRK1_19520.1, STRK1_89520.1	FGIG_06380
OG0004238	STRK1_72800.1, STRK1_72800.2	FGIG_06408
OG0004239	STRK1_16680.1	FGIG_06424, FGIG_10940
OG0004240	STRK1_35630.1, STRK1_35630.2	FGIG_06463
OG0004241	STRK1_60620.1	FGIG_06477
OG0004242	STRK1_54170.1	FGIG_06484
OG0004243	STRK1_35560.1	FGIG_06536
OG0004244	STRK1_57170.1, STRK1_57160.1	FGIG_06683
OG0004245	STRK1_88310.1	FGIG_06787
OG0004246	STRK1_24630.1	FGIG_06824
OG0004247	STRK1_5840.1	FGIG_06962
OG0004248	STRK1_20660.1	FGIG_06977
OG0004249	STRK1_9320.1, STRK1_9320.2, STRK1_9320.3, STRK1_9320.4	FGIG_07030
OG0004250	STRK1_105110.1	FGIG_07031
OG0004251	STRK1_53220.1, STRK1_53220.2, STRK1_53220.3	FGIG_07113
OG0004252	STRK1_33030.1	FGIG_07149
OG0004253	STRK1_101860.1	FGIG_07217
OG0004254	STRK1_33200.1	FGIG_07256
OG0004255	STRK1_36350.1	FGIG_12413, FGIG_12569, FGIG_07497
OG0004256	STRK1_8180.1	FGIG_07633
OG0004257	STRK1_62640.1, STRK1_62640.2	FGIG_07682
OG0004258	STRK1_47710.1, STRK1_47710.2	FGIG_07694
OG0004259	STRK1_19540.1	FGIG_07801
OG0004260	STRK1_90590.1	FGIG_07802
OG0004261	STRK1_107020.1	FGIG_07803
OG0004262	STRK1_71730.1	FGIG_07839
OG0004263	STRK1_91370.1, STRK1_91390.1, STRK1_91400.1	FGIG_08013, FGIG_09167
OG0004264	STRK1_54780.1	FGIG_08046
OG0004265	STRK1_56010.1	FGIG_08066
OG0004266	STRK1_75440.1	FGIG_08111
OG0004267	STRK1_23170.1, STRK1_23170.2, STRK1_23170.3	FGIG_08172
OG0004268	STRK1_37960.1	FGIG_08214
OG0004269	STRK1_64470.1	FGIG_08228
OG0004270	STRK1_102160.1	FGIG_08299
OG0004271	STRK1_80780.1, STRK1_80780.2	FGIG_08319
OG0004272	STRK1_71630.1	FGIG_08324
OG0004273	STRK1_96900.1, STRK1_84300.1	FGIG_08333
OG0004274	STRK1_51830.1	FGIG_08342
OG0004275	STRK1_42660.1	FGIG_08453
OG0004276	STRK1_18480.1	FGIG_08470
OG0004277	STRK1_3420.1	FGIG_08530
OG0004278	STRK1_35640.1	FGIG_08619
OG0004280	STRK1_79920.1	FGIG_08772
OG0004281	STRK1_72520.1, STRK1_72520.2, STRK1_72520.3	FGIG_08845
OG0004282	STRK1_82710.1	FGIG_08861
OG0004283	STRK1_94990.1, STRK1_94990.2, STRK1_80880.1, STRK1_80870.1, STRK1_80870.3, STRK1_80870.2	FGIG_08907, FGIG_08908
OG0004284	STRK1_53120.1	FGIG_08914
OG0004285	STRK1_101780.1, STRK1_101790.1	FGIG_08946
OG0004286	STRK1_50160.1, STRK1_50160.2, STRK1_50160.3	FGIG_09143
OG0004287	STRK1_42720.1	FGIG_11615, FGIG_09160
OG0004288	STRK1_43450.1	FGIG_09185
OG0004289	STRK1_95070.1, STRK1_95070.2	FGIG_09200
OG0004290	STRK1_60610.1	FGIG_09250
OG0004291	STRK1_28240.1	FGIG_09304
OG0004292	STRK1_28250.1, STRK1_28250.2, STRK1_28250.3	FGIG_09305
OG0004293	STRK1_71430.1	FGIG_09315
OG0004294	STRK1_45530.1	FGIG_09483
OG0004295	STRK1_16490.1	FGIG_09504
OG0004296	STRK1_2790.1, STRK1_55290.1	FGIG_09521
OG0004297	STRK1_35870.1	FGIG_09610
OG0004298	STRK1_58420.1	FGIG_12055, FGIG_12307, FGIG_09650
OG0004299	STRK1_74920.1, STRK1_74920.2	FGIG_09737
OG0004300	STRK1_48900.1	FGIG_09745
OG0004301	STRK1_14120.1	FGIG_09759
OG0004302	STRK1_73700.1	FGIG_09774
OG0004303	STRK1_38930.1, STRK1_38940.1	FGIG_09888, FGIG_09887, FGIG_09889
OG0004304	STRK1_11160.1	FGIG_09932
OG0004305	STRK1_36300.1, STRK1_36300.2	FGIG_09968
OG0004306	STRK1_29230.2, STRK1_29230.1	FGIG_10027
OG0004307	STRK1_93680.1	FGIG_10127
OG0004308	STRK1_76250.1, STRK1_76250.2	FGIG_10141
OG0004309	STRK1_92330.1, STRK1_92330.3, STRK1_92330.4, STRK1_92330.2	FGIG_10150
OG0004310	STRK1_44910.1, STRK1_44910.2	FGIG_10214
OG0004311	STRK1_5270.1	FGIG_10278
OG0004312	STRK1_38520.1	FGIG_10378
OG0004313	STRK1_72290.1	FGIG_10583
OG0004314	STRK1_29190.1	FGIG_10625
OG0004315	STRK1_87880.1	FGIG_10690
OG0004316	STRK1_11980.1	FGIG_10712
OG0004317	STRK1_6080.3, STRK1_6080.1, STRK1_6080.2	FGIG_10818
OG0004318	STRK1_11040.1	FGIG_10828
OG0004319	STRK1_11030.1	FGIG_10870
OG0004321	STRK1_68160.1	FGIG_10909
OG0004322	STRK1_77550.1	FGIG_11017
OG0004323	STRK1_10750.1, STRK1_10750.2, STRK1_10770.1	FGIG_11062
OG0004324	STRK1_8390.1	FGIG_11068
OG0004325	STRK1_63210.1	FGIG_11104
OG0004326	STRK1_89920.1	FGIG_11148
OG0004327	STRK1_1290.1, STRK1_1290.2, STRK1_1290.3	FGIG_11221
OG0004328	STRK1_31360.1	FGIG_11247, FGIG_11246
OG0004329	STRK1_54070.1	FGIG_11261
OG0004330	STRK1_52340.1, STRK1_103560.1	FGIG_11339
OG0004331	STRK1_19330.1	FGIG_11479
OG0004332	STRK1_111370.2, STRK1_100.1, STRK1_111370.1	FGIG_11616, FGIG_12109
OG0004333	STRK1_74000.1, STRK1_74000.2	FGIG_11645
OG0004334	STRK1_49980.1	FGIG_11673
OG0004335	STRK1_73550.1	FGIG_11692
OG0004336	STRK1_68980.1	FGIG_11850
OG0004337	STRK1_21980.1	FGIG_12235
OG0004338	STRK1_87050.1	FGIG_12451
OG0004367	STRK1_66440.1, STRK1_66410.1	FGIG_00024
OG0004368	STRK1_13240.1, STRK1_13240.2	FGIG_00046
OG0004369	STRK1_104900.1	FGIG_00163
OG0004370	STRK1_4300.1, STRK1_4310.1, STRK1_4270.1, STRK1_4260.1	FGIG_00180
OG0004371	STRK1_32280.1	FGIG_00201
OG0004372	STRK1_3830.1	FGIG_00227
OG0004373	STRK1_70140.1, STRK1_77720.1	FGIG_00247
OG0004374	STRK1_45560.1, STRK1_45550.1, STRK1_45570.1	FGIG_00296
OG0004375	STRK1_22150.1	FGIG_00380, FGIG_12367, FGIG_00381
OG0004376	STRK1_29270.1	FGIG_00396
OG0004377	STRK1_77480.1, STRK1_107880.1, STRK1_107860.1, STRK1_107870.1, STRK1_107850.1	FGIG_00503, FGIG_00504
OG0004378	STRK1_107220.1, STRK1_107080.1	FGIG_00505
OG0004379	STRK1_78680.1	FGIG_00543
OG0004380	STRK1_2250.1	FGIG_00575
OG0004381	STRK1_2280.1	FGIG_00576
OG0004382	STRK1_39870.1, STRK1_39870.2	FGIG_00607
OG0004383	STRK1_59230.1	FGIG_00628
OG0004384	STRK1_73020.1	FGIG_00666
OG0004385	STRK1_23720.1	FGIG_00673
OG0004386	STRK1_91800.1	FGIG_00731, FGIG_00730
OG0004387	STRK1_99850.1	FGIG_00737
OG0004388	STRK1_108470.1, STRK1_14840.1, STRK1_14840.2	FGIG_00742
OG0004389	STRK1_76650.1	FGIG_00797
OG0004390	STRK1_57420.1	FGIG_00869
OG0004391	STRK1_28190.1, STRK1_28190.3, STRK1_28190.2	FGIG_00873
OG0004392	STRK1_26640.1	FGIG_00912
OG0004393	STRK1_72240.1	FGIG_00925
OG0004395	STRK1_80650.1	FGIG_07849, FGIG_07850, FGIG_00960, FGIG_00961
OG0004396	STRK1_66260.1	FGIG_00970
OG0004397	STRK1_13760.1	FGIG_01036
OG0004399	STRK1_690.1, STRK1_690.3, STRK1_690.2	FGIG_01303
OG0004400	STRK1_87180.1	FGIG_01336
OG0004401	STRK1_25360.1	FGIG_01357
OG0004402	STRK1_28290.1	FGIG_01409
OG0004403	STRK1_44530.1, STRK1_44530.2, STRK1_44520.1	FGIG_01411
OG0004404	STRK1_49710.1	FGIG_10890, FGIG_01477
OG0004405	STRK1_18320.1	FGIG_01518, FGIG_02494, FGIG_04896
OG0004406	STRK1_31850.1	FGIG_01533
OG0004407	STRK1_30830.1	FGIG_01535
OG0004408	STRK1_85810.1	FGIG_01551
OG0004409	STRK1_30980.1	FGIG_01575
OG0004410	STRK1_94370.1	FGIG_01684
OG0004411	STRK1_28510.1	FGIG_01748
OG0004412	STRK1_49100.1	FGIG_01786
OG0004413	STRK1_86000.1	FGIG_01802
OG0004414	STRK1_14610.1, STRK1_14610.2	FGIG_01899
OG0004415	STRK1_49660.1	FGIG_01953
OG0004416	STRK1_13540.1, STRK1_13540.2	FGIG_02009
OG0004417	STRK1_47320.1, STRK1_65240.1	FGIG_02065
OG0004418	STRK1_24980.1	FGIG_02119
OG0004419	STRK1_107610.1, STRK1_79590.1	FGIG_02156
OG0004422	STRK1_17610.1, STRK1_17610.3, STRK1_17610.2	FGIG_02272
OG0004423	STRK1_29050.1, STRK1_29050.2, STRK1_29050.3	FGIG_02364
OG0004424	STRK1_91510.1	FGIG_02413
OG0004425	STRK1_91540.1	FGIG_02415
OG0004426	STRK1_61760.1	FGIG_02480
OG0004428	STRK1_71400.1	FGIG_02523
OG0004429	STRK1_14170.1	FGIG_02536
OG0004431	STRK1_27540.1	FGIG_02549
OG0004432	STRK1_89990.1	FGIG_02590
OG0004433	STRK1_76100.1	FGIG_02602
OG0004434	STRK1_27890.1	FGIG_02702
OG0004435	STRK1_42990.1, STRK1_43000.1	FGIG_02747, FGIG_02748
OG0004436	STRK1_63250.1, STRK1_63250.2, STRK1_63250.3	FGIG_02876
OG0004437	STRK1_38640.1, STRK1_105630.1, STRK1_38640.2	FGIG_02908
OG0004438	STRK1_99430.1, STRK1_97670.1, STRK1_97680.1, STRK1_38630.1, STRK1_99450.1	FGIG_02909
OG0004439	STRK1_5330.1	FGIG_02983, FGIG_02982
OG0004440	STRK1_26760.1	FGIG_03007
OG0004441	STRK1_10110.1	FGIG_03071
OG0004442	STRK1_64970.1	FGIG_03137
OG0004443	STRK1_106010.1	FGIG_03212
OG0004444	STRK1_50060.1	FGIG_03236
OG0004445	STRK1_50040.1	FGIG_08747, FGIG_03238
OG0004446	STRK1_5950.1	FGIG_03258
OG0004447	STRK1_68600.1	FGIG_03307
OG0004448	STRK1_16330.1	FGIG_03313
OG0004449	STRK1_31610.1	FGIG_03335
OG0004450	STRK1_70790.1, STRK1_70800.1	FGIG_03401
OG0004451	STRK1_108420.1, STRK1_37740.1	FGIG_03703
OG0004452	STRK1_68870.1	FGIG_03722
OG0004453	STRK1_22650.1, STRK1_22650.2, STRK1_22650.3	FGIG_03778
OG0004454	STRK1_88890.1, STRK1_95680.1	FGIG_03810
OG0004455	STRK1_42920.1	FGIG_03831
OG0004456	STRK1_620.1	FGIG_03844
OG0004457	STRK1_71880.1	FGIG_03913
OG0004458	STRK1_95130.1, STRK1_37820.1	FGIG_03916
OG0004459	STRK1_1360.1, STRK1_1360.2	FGIG_03963
OG0004461	STRK1_69390.1	FGIG_04015
OG0004462	STRK1_64320.2, STRK1_64320.1, STRK1_64320.3	FGIG_04145
OG0004463	STRK1_99510.1, STRK1_26870.1	FGIG_04168
OG0004465	STRK1_99210.1, STRK1_99210.2	FGIG_04282
OG0004466	STRK1_35340.1	FGIG_04311
OG0004467	STRK1_29040.1, STRK1_29040.2, STRK1_29040.3	FGIG_10614, FGIG_04426
OG0004468	STRK1_41350.1	FGIG_04458
OG0004469	STRK1_9770.1	FGIG_04479
OG0004470	STRK1_44540.1, STRK1_104290.1	FGIG_04484
OG0004471	STRK1_13840.1, STRK1_13840.2	FGIG_04532
OG0004472	STRK1_13830.1	FGIG_04533, FGIG_05818
OG0004473	STRK1_50800.1	FGIG_04541
OG0004474	STRK1_103910.1	FGIG_04569, FGIG_04570
OG0004475	STRK1_8620.1	FGIG_04616
OG0004476	STRK1_89630.1	FGIG_04811
OG0004478	STRK1_58330.1, STRK1_58330.2	FGIG_04905
OG0004479	STRK1_13990.1	FGIG_07874, FGIG_04911, FGIG_04909, FGIG_04910
OG0004480	STRK1_7500.1	FGIG_04928, FGIG_04929
OG0004481	STRK1_95390.1	FGIG_04970
OG0004482	STRK1_46500.1	FGIG_04980
OG0004483	STRK1_45180.1	FGIG_04995
OG0004484	STRK1_46150.1	FGIG_05006
OG0004485	STRK1_8250.1, STRK1_8250.2	FGIG_05013
OG0004486	STRK1_84490.1	FGIG_05089, FGIG_11564
OG0004487	STRK1_21880.1	FGIG_05153
OG0004488	STRK1_62770.1, STRK1_62770.2	FGIG_05202
OG0004489	STRK1_63150.1, STRK1_63150.2	FGIG_05242
OG0004490	STRK1_67410.1, STRK1_67430.1	FGIG_05273
OG0004491	STRK1_75760.1	FGIG_05419
OG0004492	STRK1_8320.1, STRK1_8320.2	FGIG_05489
OG0004493	STRK1_4010.1	FGIG_05548
OG0004494	STRK1_57060.1, STRK1_57060.2	FGIG_05576
OG0004495	STRK1_85210.1, STRK1_85210.2, STRK1_85210.3	FGIG_06691, FGIG_12037, FGIG_05595
OG0004496	STRK1_48040.1	FGIG_05609
OG0004497	STRK1_94450.1, STRK1_94450.2	FGIG_05633
OG0004498	STRK1_99020.1, STRK1_92950.1	FGIG_05639
OG0004499	STRK1_53710.1	FGIG_05668
OG0004500	STRK1_66710.1, STRK1_66710.2	FGIG_05724
OG0004501	STRK1_74840.1, STRK1_74840.2	FGIG_05790
OG0004502	STRK1_45470.1	FGIG_05796
OG0004505	STRK1_10000.1	FGIG_05866
OG0004506	STRK1_18400.1	FGIG_05886
OG0004507	STRK1_51820.1	FGIG_05915
OG0004508	STRK1_48660.1	FGIG_05921, FGIG_05922
OG0004509	STRK1_106000.1, STRK1_35680.1	FGIG_05935
OG0004510	STRK1_13110.1	FGIG_05936
OG0004511	STRK1_71290.1	FGIG_05982
OG0004512	STRK1_93020.1, STRK1_93020.2	FGIG_06016
OG0004513	STRK1_9600.1	FGIG_10437, FGIG_06302
OG0004514	STRK1_23430.1	FGIG_06322
OG0004515	STRK1_51490.1	FGIG_06330, FGIG_06332
OG0004516	STRK1_14400.1	FGIG_06394
OG0004517	STRK1_62830.1	FGIG_06402
OG0004518	STRK1_65560.1	FGIG_06413
OG0004518	STRK1_16840.1	FGIG_08456
OG0004519	STRK1_56790.1	FGIG_06467
OG0004520	STRK1_64480.1	FGIG_06471
OG0004521	STRK1_10850.1	FGIG_06487
OG0004522	STRK1_4550.1, STRK1_4550.2	FGIG_06526, FGIG_06527
OG0004523	STRK1_78750.1, STRK1_110140.1, STRK1_79870.1, STRK1_98360.1, STRK1_110150.1, STRK1_109790.1, STRK1_109840.1, STRK1_79860.1	FGIG_06622
OG0004524	STRK1_19900.1, STRK1_19900.2, STRK1_19900.3	FGIG_06782
OG0004526	STRK1_44860.1	FGIG_06808
OG0004527	STRK1_77030.1	FGIG_06931
OG0004528	STRK1_24870.1	FGIG_06933
OG0004529	STRK1_51160.1, STRK1_51160.2	FGIG_06940
OG0004530	STRK1_17110.1	FGIG_09083
OG0004531	STRK1_71120.1	FGIG_07028
OG0004532	STRK1_71440.1	FGIG_07102
OG0004534	STRK1_30730.1	FGIG_07255
OG0004535	STRK1_109990.1	FGIG_10451
OG0004536	STRK1_101770.1, STRK1_29150.1	FGIG_07331
OG0004537	STRK1_14570.1	FGIG_07365
OG0004538	STRK1_66510.1, STRK1_98310.1, STRK1_66520.1, STRK1_98300.1	FGIG_07387
OG0004539	STRK1_13070.1	FGIG_07393
OG0004540	STRK1_22950.1, STRK1_22950.2	FGIG_07396
OG0004541	STRK1_78290.1	FGIG_07409
OG0004542	STRK1_16890.1, STRK1_16890.2	FGIG_07415
OG0004543	STRK1_53890.1, STRK1_53900.1	FGIG_07449
OG0004544	STRK1_66580.1	FGIG_07455, FGIG_07454
OG0004545	STRK1_86460.1	FGIG_07518
OG0004546	STRK1_74680.1	FGIG_07588
OG0004547	STRK1_70740.1	FGIG_07623
OG0004548	STRK1_28630.1	FGIG_07632, FGIG_12010
OG0004549	STRK1_10840.1	FGIG_07637
OG0004550	STRK1_68800.1	FGIG_07680
OG0004551	STRK1_42940.1	FGIG_07700, FGIG_07699
OG0004552	STRK1_16510.1, STRK1_16510.2, STRK1_16510.3	FGIG_07827
OG0004553	STRK1_37530.1	FGIG_07883
OG0004554	STRK1_26970.1	FGIG_07914
OG0004555	STRK1_1410.1	FGIG_12125, FGIG_07944
OG0004556	STRK1_59110.1	FGIG_07945
OG0004557	STRK1_12660.1	FGIG_07979
OG0004558	STRK1_102000.1, STRK1_77160.1	FGIG_07987
OG0004559	STRK1_24880.1	FGIG_08027
OG0004560	STRK1_75630.1, STRK1_75630.2, STRK1_75630.3	FGIG_08114
OG0004561	STRK1_60250.1	FGIG_08144
OG0004562	STRK1_18630.1	FGIG_10759, FGIG_08155
OG0004563	STRK1_73660.1	FGIG_08160
OG0004564	STRK1_89020.1	FGIG_08215
OG0004565	STRK1_82700.1	FGIG_08276
OG0004566	STRK1_41950.1	FGIG_08301
OG0004567	STRK1_32420.1	FGIG_08308
OG0004568	STRK1_27030.1	FGIG_08365
OG0004569	STRK1_5210.1	FGIG_08428
OG0004570	STRK1_50610.1, STRK1_50610.2	FGIG_08487
OG0004571	STRK1_51630.1	FGIG_08642
OG0004572	STRK1_79390.1	FGIG_08648, FGIG_09174
OG0004573	STRK1_71970.1	FGIG_08708, FGIG_12070
OG0004574	STRK1_102910.1, STRK1_20030.1	FGIG_08740
OG0004575	STRK1_42500.1, STRK1_42510.1, STRK1_42520.2, STRK1_42520.3, STRK1_42520.4, STRK1_42520.1	FGIG_08757
OG0004576	STRK1_96330.1, STRK1_98270.1, STRK1_102700.1	FGIG_11036, FGIG_12530, FGIG_08781
OG0004577	STRK1_70970.1	FGIG_08784
OG0004578	STRK1_19610.1, STRK1_19630.1, STRK1_19620.1, STRK1_19640.1	FGIG_08793
OG0004579	STRK1_59080.1	FGIG_08933
OG0004580	STRK1_35580.1, STRK1_35580.2, STRK1_35580.3	FGIG_08976
OG0004581	STRK1_42610.1, STRK1_42610.2	FGIG_09020
OG0004582	STRK1_61510.1, STRK1_61510.2, STRK1_61510.3, STRK1_61510.4	FGIG_09058
OG0004583	STRK1_34460.1, STRK1_34460.2, STRK1_34460.3, STRK1_34460.4, STRK1_34460.5	FGIG_09076
OG0004584	STRK1_73490.1	FGIG_09085
OG0004585	STRK1_20670.1	FGIG_09090
OG0004586	STRK1_2360.1, STRK1_2350.1	FGIG_09097, FGIG_09096
OG0004587	STRK1_70680.1	FGIG_09122
OG0004588	STRK1_72830.1	FGIG_09128
OG0004590	STRK1_92180.1, STRK1_98280.1	FGIG_14004, FGIG_09157
OG0004591	STRK1_10480.1, STRK1_10490.1	FGIG_09237, FGIG_09894
OG0004592	STRK1_108980.1, STRK1_82460.1	FGIG_09351
OG0004593	STRK1_25240.1	FGIG_09383
OG0004594	STRK1_75890.1, STRK1_75890.2	FGIG_09391
OG0004595	STRK1_19200.1	FGIG_09395
OG0004596	STRK1_59290.1	FGIG_09428
OG0004597	STRK1_48950.1, STRK1_48950.2	FGIG_09446
OG0004598	STRK1_34090.1	FGIG_09481
OG0004599	STRK1_10890.1	FGIG_09599
OG0004600	STRK1_39970.1, STRK1_39950.1, STRK1_39960.1	FGIG_09617
OG0004601	STRK1_17320.1	FGIG_09621, FGIG_10183
OG0004602	STRK1_39720.1	FGIG_12227, FGIG_09623
OG0004603	STRK1_44670.1	FGIG_09664
OG0004604	STRK1_107170.1, STRK1_20230.1	FGIG_09752
OG0004605	STRK1_36830.1	FGIG_09831
OG0004606	STRK1_12000.1, STRK1_12000.2	FGIG_09935
OG0004608	STRK1_8040.1	FGIG_09957, FGIG_09955, FGIG_09956
OG0004609	STRK1_25980.1, STRK1_25980.2, STRK1_25980.4, STRK1_25980.3	FGIG_09990
OG0004610	STRK1_68190.1, STRK1_68190.2, STRK1_68190.3	FGIG_12574, FGIG_10043
OG0004611	STRK1_61270.1	FGIG_10051
OG0004612	STRK1_67160.1, STRK1_110820.1	FGIG_10062, FGIG_11323, FGIG_10061
OG0004613	STRK1_89170.1, STRK1_89170.2	FGIG_10072
OG0004614	STRK1_77610.1	FGIG_10089
OG0004615	STRK1_780.1	FGIG_10111
OG0004616	STRK1_51020.1	FGIG_10193
OG0004617	STRK1_80320.1	FGIG_10220
OG0004618	STRK1_6090.1, STRK1_6090.2	FGIG_10312
OG0004619	STRK1_41020.1, STRK1_103230.1, STRK1_103230.2	FGIG_10342
OG0004620	STRK1_24320.1	FGIG_10355
OG0004621	STRK1_90710.1, STRK1_90710.2	FGIG_11245, FGIG_10361
OG0004622	STRK1_75940.1, STRK1_75940.2, STRK1_103440.1, STRK1_75930.1	FGIG_10363
OG0004623	STRK1_28860.1	FGIG_10406
OG0004624	STRK1_37210.1	FGIG_10439
OG0004625	STRK1_64900.1, STRK1_64900.2	FGIG_10448, FGIG_10449
OG0004627	STRK1_38900.1	FGIG_10619
OG0004628	STRK1_30470.1, STRK1_30470.2, STRK1_30470.3	FGIG_10641
OG0004629	STRK1_86790.1	FGIG_10644, FGIG_10645
OG0004630	STRK1_94350.1, STRK1_94350.2	FGIG_10652
OG0004631	STRK1_64150.1	FGIG_10700
OG0004632	STRK1_63430.1, STRK1_63430.2	FGIG_10709
OG0004633	STRK1_99870.1, STRK1_99390.1	FGIG_10720
OG0004634	STRK1_85260.1	FGIG_10798
OG0004635	STRK1_45740.1	FGIG_10830
OG0004636	STRK1_11930.1	FGIG_10851
OG0004637	STRK1_79670.1	FGIG_10852
OG0004638	STRK1_9720.1	FGIG_10915
OG0004639	STRK1_82040.1	FGIG_10941, FGIG_11308
OG0004640	STRK1_25760.1, STRK1_25760.2	FGIG_11067, FGIG_11066, FGIG_12669
OG0004641	STRK1_52370.1, STRK1_52370.2	FGIG_11141
OG0004642	STRK1_44690.1, STRK1_44720.2, STRK1_44720.1	FGIG_11233
