Orthogroup	schistosoma_turkestanicum	schistosoma_curassoni
OG0002607	STRK1_34680.1	SCUR1_33520.1
OG0002608	STRK1_51030.1, STRK1_51040.1	SCUR1_48350.2, SCUR1_48350.1, SCUR1_48350.3, SCUR1_48350.4, SCUR1_48350.5, SCUR1_48350.6, SCUR1_48350.7, SCUR1_48350.8
OG0002609	STRK1_16360.1	SCUR1_3810.1, SCUR1_3810.2, SCUR1_3810.3, SCUR1_3810.4, SCUR1_3810.5
OG0002610	STRK1_74340.1, STRK1_37560.2, STRK1_37560.1	SCUR1_42670.1
OG0002611	STRK1_14250.1	SCUR1_16890.4, SCUR1_16890.1, SCUR1_16890.2, SCUR1_16890.3
OG0002613	STRK1_67820.1	SCUR1_69250.1, SCUR1_69250.2
OG0002614	STRK1_91340.1, STRK1_95030.1	SCUR1_97720.1
OG0002615	STRK1_93780.1, STRK1_93780.2	SCUR1_82450.5, SCUR1_82450.1, SCUR1_82450.4, SCUR1_82450.6, SCUR1_82450.2, SCUR1_82450.3
OG0002616	STRK1_33770.1	SCUR1_37450.4, SCUR1_37450.2, SCUR1_37450.1, SCUR1_37450.3, SCUR1_37450.5
OG0002617	STRK1_104140.1	SCUR1_41130.1
OG0002618	STRK1_56760.1, STRK1_56730.1, STRK1_56780.1	SCUR1_97930.1, SCUR1_57430.1
OG0002619	STRK1_58130.1	SCUR1_59920.1
OG0002620	STRK1_29730.1	SCUR1_30240.3, SCUR1_30240.5, SCUR1_30240.4, SCUR1_30240.2, SCUR1_30240.1
OG0002621	STRK1_12550.1	SCUR1_8300.1
OG0002622	STRK1_53400.1, STRK1_53410.1, STRK1_53360.1, STRK1_53360.2	SCUR1_56610.1
OG0002623	STRK1_10610.1, STRK1_10610.3, STRK1_10610.2	SCUR1_11280.1
OG0002624	STRK1_14500.1	SCUR1_16600.1
OG0002625	STRK1_30860.1	SCUR1_36200.1, SCUR1_36200.3, SCUR1_36200.2
OG0002626	STRK1_56160.1	SCUR1_57700.4, SCUR1_57700.5, SCUR1_57700.2, SCUR1_57700.1, SCUR1_57700.3
OG0002627	STRK1_8400.1, STRK1_8400.2	SCUR1_13090.12, SCUR1_13160.1
OG0002628	STRK1_41640.1	SCUR1_41890.3, SCUR1_41890.1, SCUR1_41890.2
OG0002629	STRK1_88670.1	SCUR1_90130.1
OG0002630	STRK1_12180.1	SCUR1_8700.1
OG0002631	STRK1_22980.1	SCUR1_25100.1, SCUR1_25100.2
OG0002632	STRK1_81890.1, STRK1_81890.2	SCUR1_83750.1
OG0002633	STRK1_38280.1	SCUR1_40120.1, SCUR1_40120.2
OG0002634	STRK1_23330.1	SCUR1_24920.1
OG0002635	STRK1_21820.1	SCUR1_23070.2, SCUR1_23070.3, SCUR1_23070.1
OG0002636	STRK1_78130.1	SCUR1_79550.1, SCUR1_79550.2, SCUR1_79550.3
OG0002637	STRK1_90180.1, STRK1_105500.1, STRK1_90190.1	SCUR1_92980.1
OG0002638	STRK1_51410.1	SCUR1_54220.1
OG0002639	STRK1_64880.1	SCUR1_66660.1, SCUR1_66660.2
OG0002640	STRK1_9890.1	SCUR1_10580.2, SCUR1_10580.4, SCUR1_10580.1, SCUR1_10580.5, SCUR1_10580.6, SCUR1_10580.3
OG0002641	STRK1_51500.1	SCUR1_53590.3, SCUR1_53590.1, SCUR1_53590.2
OG0002642	STRK1_900.1	SCUR1_1370.3, SCUR1_1370.1, SCUR1_1370.2
OG0002644	STRK1_65410.1, STRK1_65410.2	SCUR1_61820.1, SCUR1_61820.2, SCUR1_61820.3, SCUR1_61820.4, SCUR1_61820.5
OG0002645	STRK1_9310.4, STRK1_9310.2, STRK1_9310.1, STRK1_9310.3	SCUR1_9860.2, SCUR1_9860.3, SCUR1_9860.1, SCUR1_9860.4
OG0002646	STRK1_25720.1	SCUR1_27060.4, SCUR1_27060.1, SCUR1_27060.2, SCUR1_27060.3
OG0002647	STRK1_87940.1	SCUR1_86940.1, SCUR1_86940.2, SCUR1_86940.3
OG0002648	STRK1_6070.1, STRK1_6070.2, STRK1_6070.3	SCUR1_6530.1
OG0002649	STRK1_38550.1	SCUR1_40500.1
OG0002650	STRK1_12540.1, STRK1_12540.2	SCUR1_8310.1
OG0002651	STRK1_9940.1	SCUR1_10610.1
OG0002652	STRK1_43100.1, STRK1_43110.1, STRK1_43120.1	SCUR1_45240.1
OG0002653	STRK1_99830.1	SCUR1_87970.1
OG0002654	STRK1_78400.1	SCUR1_80870.2, SCUR1_80870.1, SCUR1_80870.3
OG0002655	STRK1_52930.1	SCUR1_57090.1
OG0002656	STRK1_19170.1	SCUR1_20540.1, SCUR1_20540.2, SCUR1_20540.3, SCUR1_20540.4
OG0002657	STRK1_15000.1	SCUR1_16070.1, SCUR1_16070.2
OG0002658	STRK1_30440.1	SCUR1_29520.1, SCUR1_29520.2, SCUR1_29520.3
OG0002659	STRK1_58080.1	SCUR1_59880.1, SCUR1_59880.2, SCUR1_59880.5, SCUR1_59880.6, SCUR1_59880.3, SCUR1_59880.4
OG0002660	STRK1_17580.1	SCUR1_2430.3, SCUR1_2430.5, SCUR1_2430.11, SCUR1_2430.4, SCUR1_2430.8, SCUR1_2430.7, SCUR1_2430.10, SCUR1_2430.6, SCUR1_2430.1, SCUR1_2430.9, SCUR1_2430.2
OG0002661	STRK1_83090.1, STRK1_83090.2, STRK1_63720.1, STRK1_63720.2	SCUR1_63640.1, SCUR1_63640.4, SCUR1_63640.2, SCUR1_63640.3
OG0002662	STRK1_94180.1, STRK1_94180.2	SCUR1_82670.1, SCUR1_82670.2
OG0002663	STRK1_81400.1, STRK1_97320.1	SCUR1_83270.1, SCUR1_83270.2, SCUR1_83270.4, SCUR1_83270.3
OG0002664	STRK1_92350.1	SCUR1_94690.1, SCUR1_94690.2, SCUR1_94690.3
OG0002665	STRK1_48940.1	SCUR1_50300.1
OG0002666	STRK1_98790.1, STRK1_27830.1, STRK1_27830.2	SCUR1_32560.1, SCUR1_32560.2, SCUR1_32560.4, SCUR1_32560.3
OG0002667	STRK1_25110.1, STRK1_25110.2	SCUR1_27630.1, SCUR1_27630.2, SCUR1_27630.3, SCUR1_27630.4
OG0002668	STRK1_67350.1, STRK1_67350.2	SCUR1_68630.1
OG0002669	STRK1_85390.1	SCUR1_87690.1, SCUR1_87680.1
OG0002670	STRK1_27370.1	SCUR1_28790.4, SCUR1_28790.1, SCUR1_28790.2, SCUR1_28790.3
OG0002671	STRK1_92050.1, STRK1_92050.2	SCUR1_92320.1, SCUR1_92320.3, SCUR1_92320.4, SCUR1_92320.5, SCUR1_92320.2, SCUR1_99740.1
OG0002672	STRK1_75220.1	SCUR1_73160.1
OG0002673	STRK1_75340.1, STRK1_75340.2, STRK1_75340.3, STRK1_75340.4	SCUR1_73200.4, SCUR1_73200.5, SCUR1_73290.1
OG0002674	STRK1_23820.1	SCUR1_27830.1, SCUR1_27830.2, SCUR1_27830.3
OG0002675	STRK1_9230.1	SCUR1_99090.1, SCUR1_99090.2, SCUR1_99090.3
OG0002677	STRK1_59490.1, STRK1_59490.2	SCUR1_62370.1, SCUR1_62370.2
OG0002678	STRK1_7330.1	SCUR1_7440.1
OG0002679	STRK1_77770.1	SCUR1_79920.1
OG0002679	STRK1_77770.2	SCUR1_79920.2
OG0002680	STRK1_65090.1, STRK1_65090.2, STRK1_65090.3, STRK1_65090.4, STRK1_65090.5	SCUR1_66890.1
OG0002681	STRK1_25370.1	SCUR1_27380.1, SCUR1_27380.2, SCUR1_27380.3
OG0002682	STRK1_108510.1	SCUR1_19770.1
OG0002682	STRK1_108520.1	SCUR1_100980.1
OG0002683	STRK1_94460.1, STRK1_94460.2, STRK1_94460.3, STRK1_94460.4, STRK1_94460.5	SCUR1_93100.1, SCUR1_93100.2, SCUR1_93100.3, SCUR1_93100.4, SCUR1_93100.5, SCUR1_93100.6
OG0002684	STRK1_82680.1, STRK1_105170.1	SCUR1_99540.1
OG0002685	STRK1_15110.1, STRK1_15120.1	SCUR1_15950.1, SCUR1_15960.1
OG0002686	STRK1_51750.1	SCUR1_53900.1
OG0002687	STRK1_36640.1	SCUR1_29300.1
OG0002688	STRK1_26730.1, STRK1_26740.1	SCUR1_25800.1, SCUR1_25800.2
OG0002689	STRK1_26770.1	SCUR1_25830.3, SCUR1_25830.4, SCUR1_25830.2, SCUR1_25830.1
OG0002690	STRK1_38980.1	SCUR1_41000.1
OG0002691	STRK1_94270.1	SCUR1_82600.1, SCUR1_82600.2
OG0002692	STRK1_11870.1, STRK1_11870.2	SCUR1_13370.2, SCUR1_13370.1, SCUR1_13370.3
OG0002693	STRK1_51070.1	SCUR1_48340.1, SCUR1_48310.1
OG0002694	STRK1_94330.1, STRK1_94330.2, STRK1_94330.3, STRK1_94330.4, STRK1_94330.5, STRK1_94330.6, STRK1_94330.7	SCUR1_97870.1, SCUR1_92080.1
OG0002695	STRK1_17130.1, STRK1_17130.2	SCUR1_2940.1
OG0002696	STRK1_35240.1	SCUR1_34090.2, SCUR1_34090.3, SCUR1_34090.4, SCUR1_34090.1
OG0002698	STRK1_17810.1	SCUR1_2300.1
OG0002699	STRK1_15310.7, STRK1_15310.1, STRK1_15310.2, STRK1_15310.3, STRK1_15310.4, STRK1_15310.5, STRK1_15310.6, STRK1_15310.8	SCUR1_5380.1
OG0002700	STRK1_90660.1, STRK1_90660.3, STRK1_90660.2	SCUR1_94970.1
OG0002701	STRK1_48440.1	SCUR1_55020.1
OG0002702	STRK1_8030.1, STRK1_8030.2	SCUR1_12770.1
OG0002703	STRK1_48320.1, STRK1_48320.2, STRK1_48590.1, STRK1_48600.1	SCUR1_54920.1
OG0002704	STRK1_89780.1	SCUR1_90950.1, SCUR1_90930.1
OG0002704	STRK1_54290.1, STRK1_54290.2, STRK1_54300.1, STRK1_54300.2	SCUR1_56500.1, SCUR1_56500.2
OG0002705	STRK1_53050.1, STRK1_53070.1	SCUR1_56910.1
OG0002705	STRK1_79080.1, STRK1_79090.1	SCUR1_56980.1, SCUR1_98460.1
OG0002706	STRK1_43140.1	SCUR1_45230.1
OG0002708	STRK1_32370.1	SCUR1_31290.1, SCUR1_31290.2, SCUR1_31290.3, SCUR1_31290.4
OG0002709	STRK1_12860.1	SCUR1_7970.1
OG0002710	STRK1_660.1, STRK1_660.2	SCUR1_1100.1, SCUR1_1100.2
OG0002711	STRK1_88410.1, STRK1_88470.1, STRK1_88470.2	SCUR1_89280.1
OG0002712	STRK1_15130.1, STRK1_15130.2	SCUR1_15930.1
OG0002713	STRK1_108850.1	SCUR1_47860.1
OG0002714	STRK1_74610.1	SCUR1_76860.1, SCUR1_76860.2, SCUR1_76860.3, SCUR1_76860.4
OG0002715	STRK1_59830.1	SCUR1_60440.2, SCUR1_60440.1, SCUR1_60440.3
OG0002716	STRK1_65610.1, STRK1_65630.1	SCUR1_67160.1
OG0002717	STRK1_85750.1	SCUR1_88110.1
OG0002718	STRK1_63110.1, STRK1_63110.2	SCUR1_66300.1
OG0002720	STRK1_6910.1, STRK1_6910.2	SCUR1_5200.3, SCUR1_5200.5, SCUR1_5200.1, SCUR1_5200.6
OG0002721	STRK1_91230.1, STRK1_91230.2, STRK1_91230.3, STRK1_91230.4	SCUR1_93740.1, SCUR1_93740.3, SCUR1_93740.2, SCUR1_93740.4
OG0002722	STRK1_20680.1	SCUR1_22190.1, SCUR1_22190.5, SCUR1_22190.2, SCUR1_22190.3, SCUR1_22190.4
OG0002723	STRK1_78450.1	SCUR1_80950.1, SCUR1_80950.2
OG0002724	STRK1_78570.1, STRK1_78580.1, STRK1_9350.1	SCUR1_80210.1, SCUR1_80210.2, SCUR1_80210.3, SCUR1_80210.4
OG0002725	STRK1_15910.1	SCUR1_4370.3, SCUR1_4370.1, SCUR1_4370.2
OG0002726	STRK1_29120.1	SCUR1_30870.1
OG0002727	STRK1_75080.1	SCUR1_73000.1
OG0002728	STRK1_12450.1	SCUR1_8430.2, SCUR1_8430.3, SCUR1_8430.7, SCUR1_8430.1, SCUR1_8430.5, SCUR1_8430.6, SCUR1_8430.8, SCUR1_8430.4
OG0002729	STRK1_14920.1, STRK1_14920.2	SCUR1_16220.1
OG0002730	STRK1_78850.1, STRK1_103470.1, STRK1_105510.1, STRK1_96160.1	SCUR1_81080.1
OG0002731	STRK1_106120.1, STRK1_98920.1, STRK1_44490.1	SCUR1_100230.3, SCUR1_100230.1, SCUR1_100230.2
OG0002732	STRK1_65040.2, STRK1_65040.1, STRK1_65040.3	SCUR1_66820.1
OG0002733	STRK1_25100.1, STRK1_104310.1	SCUR1_24390.1, SCUR1_24390.2
OG0002734	STRK1_37350.1, STRK1_37350.2	SCUR1_42450.1
OG0002735	STRK1_29030.1	SCUR1_30980.1
OG0002736	STRK1_25030.1, STRK1_25040.1	SCUR1_24360.1, SCUR1_24340.2, SCUR1_24340.1, SCUR1_24330.1
OG0002737	STRK1_28440.1	SCUR1_36780.1
OG0002739	STRK1_8090.1	SCUR1_12850.12, SCUR1_12850.7, SCUR1_12850.1, SCUR1_12850.3, SCUR1_12850.10, SCUR1_12850.11, SCUR1_12850.2, SCUR1_12850.4, SCUR1_12850.5, SCUR1_12850.6, SCUR1_12850.8, SCUR1_12850.9
OG0002740	STRK1_37940.1, STRK1_37940.2	SCUR1_39780.1
OG0002741	STRK1_13660.1	SCUR1_17460.1
OG0002742	STRK1_69340.1	SCUR1_70690.1
OG0002743	STRK1_108960.1, STRK1_41720.1	SCUR1_42050.1, SCUR1_42050.2
OG0002744	STRK1_55930.1	SCUR1_57830.1
OG0002745	STRK1_89810.1	SCUR1_90900.1
OG0002746	STRK1_47930.1, STRK1_47920.1, STRK1_47920.2, STRK1_110580.1	SCUR1_54310.1
OG0002747	STRK1_24580.1	SCUR1_25700.1
OG0002748	STRK1_30460.1	SCUR1_35370.1
OG0002749	STRK1_45760.1, STRK1_45760.2	SCUR1_100770.2, SCUR1_100770.1, SCUR1_47800.1
OG0002750	STRK1_45090.1	SCUR1_47140.1
OG0002751	STRK1_38250.1, STRK1_38250.2	SCUR1_40090.1
OG0002752	STRK1_68090.1	SCUR1_69520.2, SCUR1_69520.1, SCUR1_69520.3
OG0002753	STRK1_82840.1	SCUR1_84370.1
OG0002754	STRK1_2990.1	SCUR1_15760.1
OG0002755	STRK1_16370.1, STRK1_16370.2, STRK1_16370.3, STRK1_16370.4	SCUR1_3820.1
OG0002756	STRK1_55800.1	SCUR1_58110.1
OG0002757	STRK1_31880.1	SCUR1_31860.1
OG0002758	STRK1_15260.1	SCUR1_5440.1, SCUR1_5440.2
OG0002760	STRK1_16610.1, STRK1_16610.2	SCUR1_3530.1
OG0002761	STRK1_5830.2, STRK1_5830.1, STRK1_5830.3	SCUR1_6280.1
OG0002762	STRK1_92860.1, STRK1_92860.2, STRK1_92860.3	SCUR1_94300.7, SCUR1_94300.4, SCUR1_94300.2, SCUR1_94300.5, SCUR1_94300.6, SCUR1_94300.1, SCUR1_94300.3
OG0002763	STRK1_76220.1, STRK1_76220.2	SCUR1_78020.2, SCUR1_78020.3, SCUR1_78020.4, SCUR1_78020.1
OG0002764	STRK1_32090.1	SCUR1_31630.1, SCUR1_31630.2, SCUR1_31630.3
OG0002765	STRK1_67010.1, STRK1_102380.1, STRK1_98030.1	SCUR1_68360.1, SCUR1_68360.2, SCUR1_68360.3, SCUR1_68360.4
OG0002766	STRK1_100550.1, STRK1_100550.2, STRK1_100550.3, STRK1_100550.4, STRK1_71820.1, STRK1_71820.2, STRK1_71820.3, STRK1_71820.4	SCUR1_72220.1, SCUR1_72220.3, SCUR1_72220.2, SCUR1_72220.4
OG0002767	STRK1_49810.1, STRK1_49810.2	SCUR1_49490.1
OG0002768	STRK1_1430.1	SCUR1_2080.1
OG0002769	STRK1_26530.1	SCUR1_26150.1, SCUR1_26150.2
OG0002770	STRK1_4280.1	SCUR1_17980.1
OG0002771	STRK1_34960.1	SCUR1_33840.1
OG0002772	STRK1_106470.1	SCUR1_81190.1
OG0002773	STRK1_14980.1	SCUR1_16090.1
OG0002774	STRK1_17340.1	SCUR1_2630.1, SCUR1_2630.2, SCUR1_2630.3, SCUR1_2520.4, SCUR1_2520.5, SCUR1_2680.1, SCUR1_2520.6
OG0002775	STRK1_27580.1	SCUR1_34220.1
OG0002776	STRK1_73800.1, STRK1_105340.1	SCUR1_73950.1, SCUR1_73950.2
OG0002777	STRK1_76050.1, STRK1_76050.2	SCUR1_75530.1, SCUR1_75530.2
OG0002778	STRK1_92700.1	SCUR1_94170.1, SCUR1_94170.2, SCUR1_98240.2, SCUR1_98240.1, SCUR1_98250.1
OG0002780	STRK1_45190.1, STRK1_45190.2	SCUR1_47270.1
OG0002781	STRK1_26190.1, STRK1_26190.2	SCUR1_26580.1, SCUR1_26580.4, SCUR1_26580.2, SCUR1_26580.3
OG0002782	STRK1_77590.1, STRK1_77580.1, STRK1_77690.1	SCUR1_78380.1
OG0002783	STRK1_45990.1, STRK1_45990.2	SCUR1_54260.1
OG0002784	STRK1_110670.1, STRK1_110680.1, STRK1_104360.1, STRK1_26520.1	SCUR1_26160.1
OG0002785	STRK1_69200.1	SCUR1_70520.2, SCUR1_70520.1, SCUR1_70520.6, SCUR1_70520.3, SCUR1_70520.4, SCUR1_70520.5
OG0002786	STRK1_11900.1, STRK1_11900.2, STRK1_11900.3	SCUR1_13340.1, SCUR1_13340.2, SCUR1_13340.3
OG0002787	STRK1_6990.1, STRK1_6990.2, STRK1_6990.3	SCUR1_6950.1
OG0002788	STRK1_110390.1, STRK1_10060.1, STRK1_103700.1, STRK1_110400.1	SCUR1_10740.1
OG0002789	STRK1_3940.1	SCUR1_18800.1
OG0002790	STRK1_72900.1	SCUR1_75840.5, SCUR1_75840.1, SCUR1_75840.3, SCUR1_75840.2, SCUR1_75840.4
OG0002791	STRK1_17470.1	SCUR1_2490.1
OG0002792	STRK1_53630.1	SCUR1_55900.1, SCUR1_55900.3, SCUR1_55900.2
OG0002793	STRK1_10740.1, STRK1_10740.2	SCUR1_11420.1, SCUR1_11420.2
OG0002794	STRK1_92110.1	SCUR1_92420.1, SCUR1_92420.2
OG0002795	STRK1_26270.1	SCUR1_26470.4, SCUR1_26470.2, SCUR1_26470.3, SCUR1_26470.1
OG0002796	STRK1_7850.1, STRK1_7850.2, STRK1_7850.3, STRK1_7850.4	SCUR1_12590.1, SCUR1_12590.2
OG0002797	STRK1_31200.1	SCUR1_36570.11, SCUR1_36570.9, SCUR1_36570.2, SCUR1_36570.7, SCUR1_36570.6, SCUR1_36570.3, SCUR1_36570.1, SCUR1_36570.8, SCUR1_36570.4, SCUR1_36570.5, SCUR1_36570.10
OG0002798	STRK1_75600.3, STRK1_75600.1, STRK1_75600.2	SCUR1_73520.1, SCUR1_73520.2, SCUR1_73520.3
OG0002799	STRK1_81300.1, STRK1_81280.1, STRK1_81270.1, STRK1_81290.1	SCUR1_83230.1, SCUR1_83230.2
OG0002800	STRK1_76990.1, STRK1_76980.1	SCUR1_97710.1, SCUR1_99600.1, SCUR1_79030.1
OG0002801	STRK1_6630.1	SCUR1_4920.1, SCUR1_4920.2
OG0002802	STRK1_85190.1, STRK1_85200.1	SCUR1_89550.1
OG0002803	STRK1_26000.1	SCUR1_26800.5, SCUR1_26800.6, SCUR1_26800.3, SCUR1_26800.2, SCUR1_26800.1, SCUR1_26800.7, SCUR1_26800.4
OG0002804	STRK1_106900.1, STRK1_104040.1, STRK1_41170.1, STRK1_41180.1, STRK1_41190.1, STRK1_41200.1	SCUR1_39440.1
OG0002805	STRK1_53940.1	SCUR1_55720.1, SCUR1_55780.1, SCUR1_56170.1
OG0002806	STRK1_68770.1	SCUR1_70130.1
OG0002807	STRK1_18760.1, STRK1_18770.1	SCUR1_20720.1
OG0002808	STRK1_65250.1	SCUR1_61940.1
OG0002809	STRK1_79660.1	SCUR1_80420.2, SCUR1_80420.3, SCUR1_80420.5, SCUR1_80420.4, SCUR1_80420.1
OG0002810	STRK1_35740.1	SCUR1_34940.1, SCUR1_34950.1
OG0002811	STRK1_100480.1, STRK1_110950.1	SCUR1_21810.1
OG0002812	STRK1_79280.1, STRK1_79290.1	SCUR1_84670.1, SCUR1_84680.1
OG0002813	STRK1_106870.1, STRK1_74930.1	SCUR1_77200.1, SCUR1_77200.2
OG0002814	STRK1_22190.1, STRK1_22190.2	SCUR1_23600.1, SCUR1_23600.2
OG0002815	STRK1_63950.1	SCUR1_63330.1, SCUR1_63330.2, SCUR1_63330.3, SCUR1_63330.4, SCUR1_63330.5
OG0002816	STRK1_17680.1	SCUR1_19550.1
OG0002817	STRK1_33760.1	SCUR1_37460.1, SCUR1_37460.3, SCUR1_37460.2
OG0002818	STRK1_72200.1	SCUR1_74730.1, SCUR1_74730.3, SCUR1_74730.2, SCUR1_74730.4
OG0002819	STRK1_66570.3, STRK1_66570.1, STRK1_66570.2	SCUR1_68040.1
OG0002820	STRK1_74440.1	SCUR1_74030.1, SCUR1_74030.4, SCUR1_74030.2, SCUR1_74040.1, SCUR1_74030.3, SCUR1_74030.5
OG0002821	STRK1_15990.1	SCUR1_4280.1
OG0002822	STRK1_9190.1	SCUR1_9690.1, SCUR1_9690.2
OG0002823	STRK1_4680.1	SCUR1_15100.1
OG0002824	STRK1_1660.1, STRK1_1670.1	SCUR1_1780.1
OG0002825	STRK1_50500.1, STRK1_50500.2	SCUR1_48760.1
OG0002826	STRK1_38910.1	SCUR1_40930.1
OG0002827	STRK1_25510.1, STRK1_25510.2, STRK1_25510.3, STRK1_25510.4, STRK1_25510.5, STRK1_25510.6	SCUR1_27260.2, SCUR1_27260.1
OG0002828	STRK1_24360.1	SCUR1_28160.2, SCUR1_28160.3, SCUR1_28160.1, SCUR1_28160.4, SCUR1_28170.1
OG0002829	STRK1_59940.1	SCUR1_60540.1, SCUR1_60540.4, SCUR1_60540.2, SCUR1_60540.3
OG0002830	STRK1_22120.1	SCUR1_23370.1
OG0002831	STRK1_2910.1, STRK1_96310.1	SCUR1_15660.2, SCUR1_15660.1
OG0002832	STRK1_78690.1, STRK1_102340.1	SCUR1_80720.5, SCUR1_80720.4, SCUR1_80720.6, SCUR1_80720.1, SCUR1_80720.2, SCUR1_80720.3
OG0002833	STRK1_53090.1, STRK1_53090.2	SCUR1_56890.1, SCUR1_56890.2, SCUR1_56890.3, SCUR1_56890.4, SCUR1_56890.5
OG0002834	STRK1_16580.1, STRK1_16580.3, STRK1_16580.5, STRK1_16580.6, STRK1_16580.7, STRK1_16580.2, STRK1_16580.4	SCUR1_3550.1
OG0002835	STRK1_88790.1, STRK1_97640.1	SCUR1_90230.1, SCUR1_90230.2
OG0002837	STRK1_2920.1	SCUR1_15670.3, SCUR1_15670.4, SCUR1_15670.1, SCUR1_15670.2
OG0002838	STRK1_11420.1, STRK1_11420.2, STRK1_11420.3	SCUR1_13880.1
OG0002839	STRK1_69350.1	SCUR1_70710.1
OG0002840	STRK1_87010.1, STRK1_87010.2	SCUR1_90030.1, SCUR1_90030.2, SCUR1_90030.4, SCUR1_90030.3
OG0002842	STRK1_69560.1	SCUR1_70980.1, SCUR1_70980.2
OG0002843	STRK1_26600.1, STRK1_26600.2	SCUR1_26080.3, SCUR1_26080.5, SCUR1_26080.1, SCUR1_26080.4, SCUR1_26080.6, SCUR1_26080.2
OG0002844	STRK1_60900.1, STRK1_60900.2	SCUR1_67100.3, SCUR1_67100.4, SCUR1_67100.2, SCUR1_67100.5, SCUR1_67100.1
OG0002845	STRK1_10190.1	SCUR1_10890.1
OG0002846	STRK1_17980.1, STRK1_17980.2	SCUR1_21350.1, SCUR1_21350.2
OG0002847	STRK1_55940.1	SCUR1_57840.1, SCUR1_57840.2
OG0002848	STRK1_60470.1, STRK1_60470.2, STRK1_60470.3	SCUR1_100690.1, SCUR1_61120.1
OG0002849	STRK1_11590.1, STRK1_11590.2, STRK1_11590.4, STRK1_11590.3	SCUR1_13700.2, SCUR1_13700.1, SCUR1_13700.3
OG0002850	STRK1_61920.1, STRK1_61920.2, STRK1_61920.3	SCUR1_64620.1
OG0002851	STRK1_86590.1	SCUR1_130.1, SCUR1_130.2, SCUR1_88470.1
OG0002852	STRK1_11510.1	SCUR1_13790.1
OG0002853	STRK1_71680.1, STRK1_71680.2, STRK1_71680.3, STRK1_71680.4, STRK1_71680.5	SCUR1_72380.1, SCUR1_72380.2
OG0002854	STRK1_35530.1, STRK1_35530.2	SCUR1_34740.1
OG0002855	STRK1_14030.1, STRK1_14030.3, STRK1_14030.5, STRK1_14030.4, STRK1_14030.2	SCUR1_17120.1
OG0002856	STRK1_94300.1, STRK1_94300.2, STRK1_47730.1, STRK1_47730.2, STRK1_47730.3	SCUR1_53390.1
OG0002857	STRK1_64350.1, STRK1_64350.2	SCUR1_62990.1
OG0002858	STRK1_9400.1	SCUR1_9880.1, SCUR1_9880.2
OG0002859	STRK1_59310.1, STRK1_59310.2	SCUR1_62590.1
OG0002860	STRK1_74550.1	SCUR1_76800.4, SCUR1_76800.8, SCUR1_76800.5, SCUR1_76800.3, SCUR1_76800.6, SCUR1_76800.7, SCUR1_76800.1, SCUR1_76800.2
OG0002861	STRK1_88110.1, STRK1_97210.1	SCUR1_86760.1
OG0002862	STRK1_62350.1	SCUR1_64970.2, SCUR1_64970.1, SCUR1_64970.3
OG0002863	STRK1_13810.1	SCUR1_17340.1
OG0002864	STRK1_98110.2, STRK1_98110.1, STRK1_98110.3, STRK1_51710.3, STRK1_51710.6, STRK1_51710.4, STRK1_51710.8, STRK1_51710.1, STRK1_51710.7, STRK1_51710.2, STRK1_51710.5	SCUR1_53850.1, SCUR1_53850.2
OG0002865	STRK1_10020.1	SCUR1_10700.1
OG0002866	STRK1_30570.1, STRK1_30560.1	SCUR1_95000.1
OG0002866	STRK1_30540.1	SCUR1_35880.1, SCUR1_95010.1
OG0002867	STRK1_16430.1	SCUR1_3740.1
OG0002868	STRK1_98750.1, STRK1_98750.2, STRK1_98860.1, STRK1_98850.1, STRK1_98850.2	SCUR1_85830.1, SCUR1_85830.2
OG0002869	STRK1_1560.1	SCUR1_1900.1, SCUR1_1900.2
OG0002870	STRK1_45480.1	SCUR1_100460.4, SCUR1_100460.3, SCUR1_100460.1, SCUR1_47620.1, SCUR1_100460.2, SCUR1_100460.5
OG0002871	STRK1_43170.1, STRK1_43170.2	SCUR1_45220.1
OG0002872	STRK1_49630.1	SCUR1_49610.1, SCUR1_49610.2, SCUR1_49610.4, SCUR1_49610.3
OG0002873	STRK1_89190.1	SCUR1_98520.1, SCUR1_90540.5, SCUR1_90540.2, SCUR1_90540.1, SCUR1_90540.3, SCUR1_90540.4
OG0002874	STRK1_37970.1	SCUR1_39810.1
OG0002875	STRK1_52490.1	SCUR1_51060.1
OG0002876	STRK1_68830.1	SCUR1_70180.1
OG0002877	STRK1_59890.1, STRK1_59890.2	SCUR1_60490.1, SCUR1_60490.2
OG0002878	STRK1_63650.1	SCUR1_63710.1
OG0002879	STRK1_4190.1	SCUR1_17890.1
OG0002880	STRK1_20420.1, STRK1_20420.2	SCUR1_21750.1
OG0002881	STRK1_57150.1, STRK1_57150.4, STRK1_57150.2, STRK1_57150.3	SCUR1_59080.1
OG0002882	STRK1_2520.1	SCUR1_18310.1
OG0002882	STRK1_2510.1	SCUR1_18320.1
OG0002883	STRK1_52550.1, STRK1_52550.2	SCUR1_51160.1, SCUR1_51160.2
OG0002884	STRK1_62160.1	SCUR1_64810.1, SCUR1_64810.2, SCUR1_64810.3
OG0002885	STRK1_44820.1, STRK1_44820.2	SCUR1_46860.1
OG0002886	STRK1_75750.1, STRK1_75750.2, STRK1_75750.3, STRK1_75750.4	SCUR1_73680.1, SCUR1_73680.5, SCUR1_73680.2, SCUR1_73680.3, SCUR1_73680.4
