Orthogroup	schistosoma_rodhaini	schistosoma_curassoni
OG0002756	SRDH2_59730.1, SRDH2_59730.2, SRDH2_59730.3, SRDH2_59730.4	SCUR1_58110.1
OG0002757	SRDH2_36700.1	SCUR1_31860.1
OG0002758	SRDH2_5470.5, SRDH2_5470.1, SRDH2_5470.2, SRDH2_5470.3, SRDH2_5470.4	SCUR1_5440.1, SCUR1_5440.2
OG0002759	SRDH2_28570.2, SRDH2_28570.1, SRDH2_28570.3, SRDH2_28570.4	SCUR1_28270.1, SCUR1_28270.2
OG0002760	SRDH2_3640.1, SRDH2_3630.1, SRDH2_3630.2	SCUR1_3530.1
OG0002761	SRDH2_6710.1	SCUR1_6280.1
OG0002762	SRDH2_99090.1	SCUR1_94300.7, SCUR1_94300.4, SCUR1_94300.2, SCUR1_94300.5, SCUR1_94300.6, SCUR1_94300.1, SCUR1_94300.3
OG0002763	SRDH2_80510.1	SCUR1_78020.2, SCUR1_78020.3, SCUR1_78020.4, SCUR1_78020.1
OG0002764	SRDH2_36910.1	SCUR1_31630.1, SCUR1_31630.2, SCUR1_31630.3
OG0002765	SRDH2_71050.1	SCUR1_68360.1, SCUR1_68360.2, SCUR1_68360.3, SCUR1_68360.4
OG0002766	SRDH2_72640.1	SCUR1_72220.1, SCUR1_72220.3, SCUR1_72220.2, SCUR1_72220.4
OG0002767	SRDH2_50210.1	SCUR1_49490.1
OG0002768	SRDH2_2280.1	SCUR1_2080.1
OG0002769	SRDH2_26610.1	SCUR1_26150.1, SCUR1_26150.2
OG0002770	SRDH2_18490.1, SRDH2_18490.2, SRDH2_18490.3, SRDH2_18490.4, SRDH2_18490.5	SCUR1_17980.1
OG0002771	SRDH2_35670.1	SCUR1_33840.1
OG0002772	SRDH2_82900.3, SRDH2_82900.1, SRDH2_82900.4, SRDH2_82900.2	SCUR1_81190.1
OG0002773	SRDH2_16560.1, SRDH2_16560.2, SRDH2_65370.1	SCUR1_16090.1
OG0002774	SRDH2_2800.1, SRDH2_2800.2	SCUR1_2630.1, SCUR1_2630.2, SCUR1_2630.3, SCUR1_2520.4, SCUR1_2520.5, SCUR1_2680.1, SCUR1_2520.6
OG0002775	SRDH2_36020.1, SRDH2_36020.2, SRDH2_36020.3	SCUR1_34220.1
OG0002776	SRDH2_76480.1	SCUR1_73950.1, SCUR1_73950.2
OG0002777	SRDH2_77950.2, SRDH2_77950.1, SRDH2_77950.3, SRDH2_77950.4	SCUR1_75530.1, SCUR1_75530.2
OG0002778	SRDH2_98960.7, SRDH2_98960.8, SRDH2_98960.9	SCUR1_94170.1, SCUR1_94170.2, SCUR1_98240.2, SCUR1_98240.1
OG0002779	SRDH2_35280.1	SCUR1_33420.1
OG0002780	SRDH2_47980.2, SRDH2_47980.4, SRDH2_47980.1, SRDH2_47980.3	SCUR1_47270.1
OG0002781	SRDH2_26990.1, SRDH2_26990.3, SRDH2_26990.2	SCUR1_26580.1, SCUR1_26580.4, SCUR1_26580.2, SCUR1_26580.3
OG0002782	SRDH2_80860.1	SCUR1_78380.1
OG0002783	SRDH2_55130.4, SRDH2_55130.3, SRDH2_55130.2, SRDH2_55130.1, SRDH2_55130.5	SCUR1_54260.1
OG0002784	SRDH2_26620.1	SCUR1_26160.1
OG0002785	SRDH2_74430.1	SCUR1_70520.2, SCUR1_70520.1, SCUR1_70520.6, SCUR1_70520.3, SCUR1_70520.4, SCUR1_70520.5
OG0002786	SRDH2_15220.1	SCUR1_13340.1, SCUR1_13340.2, SCUR1_13340.3
OG0002787	SRDH2_7290.1, SRDH2_7300.3, SRDH2_7300.2, SRDH2_7300.1	SCUR1_6950.1
OG0002788	SRDH2_11020.1	SCUR1_10740.1
OG0002789	SRDH2_19260.1	SCUR1_18800.1
OG0002790	SRDH2_78350.1, SRDH2_78360.1	SCUR1_75840.5, SCUR1_75840.1, SCUR1_75840.3, SCUR1_75840.2, SCUR1_75840.4
OG0002791	SRDH2_2740.1	SCUR1_2490.1
OG0002792	SRDH2_57450.1, SRDH2_57450.3, SRDH2_57450.2	SCUR1_55900.1, SCUR1_55900.3, SCUR1_55900.2
OG0002794	SRDH2_97070.1	SCUR1_92420.1, SCUR1_92420.2
OG0002795	SRDH2_26910.2, SRDH2_26910.4, SRDH2_26910.5, SRDH2_26910.6	SCUR1_26470.4
OG0002795	SRDH2_26910.1	SCUR1_26470.2, SCUR1_26470.3
OG0002795	SRDH2_26910.3	SCUR1_26470.1
OG0002796	SRDH2_14460.1, SRDH2_14460.4, SRDH2_14460.2, SRDH2_14460.3, SRDH2_14460.5, SRDH2_14460.6	SCUR1_12590.1, SCUR1_12590.2
OG0002797	SRDH2_34010.1	SCUR1_36570.11, SCUR1_36570.9, SCUR1_36570.2, SCUR1_36570.7, SCUR1_36570.6, SCUR1_36570.3, SCUR1_36570.1, SCUR1_36570.8, SCUR1_36570.4, SCUR1_36570.5, SCUR1_36570.10
OG0002798	SRDH2_76100.1	SCUR1_73520.1, SCUR1_73520.2, SCUR1_73520.3
OG0002799	SRDH2_86660.1	SCUR1_83230.1, SCUR1_83230.2
OG0002800	SRDH2_81570.1, SRDH2_81570.6, SRDH2_81570.3, SRDH2_81570.5, SRDH2_81570.2, SRDH2_81570.4	SCUR1_97710.1, SCUR1_99600.1, SCUR1_79030.1
OG0002801	SRDH2_4980.1, SRDH2_4980.2, SRDH2_4980.3	SCUR1_4920.1, SCUR1_4920.2
OG0002802	SRDH2_91910.2, SRDH2_91910.3, SRDH2_91910.1	SCUR1_89550.1
OG0002803	SRDH2_27160.1	SCUR1_26800.6, SCUR1_26800.3, SCUR1_26800.2, SCUR1_26800.1, SCUR1_26800.7, SCUR1_26800.4
OG0002804	SRDH2_39420.4, SRDH2_39420.1, SRDH2_39420.3, SRDH2_39420.2, SRDH2_39420.5	SCUR1_39440.1
OG0002805	SRDH2_57130.7, SRDH2_57130.1, SRDH2_57130.2, SRDH2_57130.4, SRDH2_57130.5, SRDH2_57130.6, SRDH2_57130.8, SRDH2_57130.3	SCUR1_55720.1, SCUR1_55780.1, SCUR1_56170.1
OG0002806	SRDH2_74830.1	SCUR1_70130.1
OG0002807	SRDH2_20940.1	SCUR1_20720.1
OG0002808	SRDH2_63650.3, SRDH2_63650.1, SRDH2_63650.2	SCUR1_61940.1
OG0002809	SRDH2_83920.1	SCUR1_80420.2, SCUR1_80420.3, SCUR1_80420.5, SCUR1_80420.4, SCUR1_80420.1
OG0002810	SRDH2_32380.1, SRDH2_32380.2, SRDH2_32380.3	SCUR1_34940.1, SCUR1_34950.1
OG0002811	SRDH2_22220.1	SCUR1_21810.1
OG0002812	SRDH2_88740.1, SRDH2_88740.2	SCUR1_84670.1, SCUR1_84680.1
OG0002813	SRDH2_79750.1, SRDH2_79750.2, SRDH2_79750.5, SRDH2_79750.6, SRDH2_79750.8, SRDH2_79750.10, SRDH2_79750.11, SRDH2_79750.3, SRDH2_79750.4, SRDH2_79750.7, SRDH2_79750.9	SCUR1_77200.1, SCUR1_77200.2
OG0002814	SRDH2_24080.1, SRDH2_24080.2, SRDH2_24080.3, SRDH2_24080.4, SRDH2_24080.5, SRDH2_24080.6, SRDH2_24080.7, SRDH2_24080.9, SRDH2_24080.8	SCUR1_23600.1, SCUR1_23600.2
OG0002815	SRDH2_65070.1, SRDH2_65090.1, SRDH2_65030.1	SCUR1_63330.1, SCUR1_63330.2, SCUR1_63330.3, SCUR1_63330.4, SCUR1_63330.5
OG0002816	SRDH2_19980.1	SCUR1_19550.1
OG0002817	SRDH2_37670.1	SCUR1_37460.1, SCUR1_37460.3, SCUR1_37460.2
OG0002818	SRDH2_77240.1	SCUR1_74730.1, SCUR1_74730.3, SCUR1_74730.2, SCUR1_74730.4
OG0002819	SRDH2_70530.1, SRDH2_70530.2	SCUR1_68040.1
OG0002820	SRDH2_76550.1	SCUR1_74030.1, SCUR1_74030.4, SCUR1_74030.2, SCUR1_74040.1, SCUR1_74030.3, SCUR1_74030.5
OG0002821	SRDH2_4340.1	SCUR1_4280.1
OG0002822	SRDH2_10100.1, SRDH2_10100.2	SCUR1_9690.1, SCUR1_9690.2
OG0002823	SRDH2_15610.3, SRDH2_15610.1, SRDH2_15610.2	SCUR1_15100.1
OG0002824	SRDH2_1960.2, SRDH2_1960.3, SRDH2_1960.1, SRDH2_1960.4, SRDH2_1960.5	SCUR1_1780.1
OG0002825	SRDH2_49450.1, SRDH2_49450.2	SCUR1_48760.1
OG0002826	SRDH2_41020.1	SCUR1_40930.1
OG0002827	SRDH2_27670.5, SRDH2_27670.1, SRDH2_27670.2, SRDH2_27670.3, SRDH2_27670.4	SCUR1_27260.2, SCUR1_27260.1
OG0002828	SRDH2_28490.1	SCUR1_28160.2, SCUR1_28160.3, SCUR1_28160.1, SCUR1_28160.4, SCUR1_28170.1
OG0002829	SRDH2_62270.4, SRDH2_62270.5, SRDH2_62270.1, SRDH2_62270.3, SRDH2_62270.2	SCUR1_60540.1, SCUR1_60540.4, SCUR1_60540.2, SCUR1_60540.3
OG0002830	SRDH2_24040.1	SCUR1_23370.1
OG0002831	SRDH2_16130.3, SRDH2_16130.4, SRDH2_16130.2, SRDH2_16130.1	SCUR1_15660.2, SCUR1_15660.1
OG0002832	SRDH2_83510.1, SRDH2_83510.2	SCUR1_80720.5, SCUR1_80720.4, SCUR1_80720.6, SCUR1_80720.1, SCUR1_80720.2, SCUR1_80720.3
OG0002833	SRDH2_58260.1	SCUR1_56890.1, SCUR1_56890.2, SCUR1_56890.3, SCUR1_56890.4, SCUR1_56890.5
OG0002834	SRDH2_3660.1	SCUR1_3550.1
OG0002835	SRDH2_94370.1, SRDH2_94370.3, SRDH2_94370.2	SCUR1_90230.1, SCUR1_90230.2
OG0002836	SRDH2_25990.1, SRDH2_25990.2	SCUR1_25510.1
OG0002837	SRDH2_16140.1, SRDH2_16140.3, SRDH2_16140.4, SRDH2_16140.2, SRDH2_16140.5	SCUR1_15670.3, SCUR1_15670.4, SCUR1_15670.1, SCUR1_15670.2
OG0002838	SRDH2_13020.1	SCUR1_13880.1
OG0002839	SRDH2_74230.1	SCUR1_70710.1
OG0002840	SRDH2_94140.4, SRDH2_94140.5, SRDH2_94140.1, SRDH2_94140.2, SRDH2_94140.3	SCUR1_90030.1, SCUR1_90030.2, SCUR1_90030.4, SCUR1_90030.3
OG0002842	SRDH2_73940.1	SCUR1_70980.1, SCUR1_70980.2
OG0002843	SRDH2_26540.1	SCUR1_26080.3, SCUR1_26080.5, SCUR1_26080.1, SCUR1_26080.4, SCUR1_26080.6, SCUR1_26080.2
OG0002844	SRDH2_68540.1	SCUR1_67100.3, SCUR1_67100.4, SCUR1_67100.2, SCUR1_67100.5, SCUR1_67100.1
OG0002845	SRDH2_11260.1	SCUR1_10890.1
OG0002846	SRDH2_20200.2, SRDH2_20200.1, SRDH2_20200.3	SCUR1_21350.1, SCUR1_21350.2
OG0002847	SRDH2_59190.3, SRDH2_59190.2, SRDH2_59190.1, SRDH2_59190.4, SRDH2_59190.5, SRDH2_59190.6, SRDH2_59190.7	SCUR1_57840.1, SCUR1_57840.2
OG0002848	SRDH2_62780.1	SCUR1_100690.1, SCUR1_61120.1
OG0002849	SRDH2_12940.1	SCUR1_13700.2, SCUR1_13700.1, SCUR1_13700.3
OG0002850	SRDH2_67140.1	SCUR1_64620.1
OG0002851	SRDH2_93050.1	SCUR1_130.1, SCUR1_130.2, SCUR1_88470.1
OG0002852	SRDH2_12810.1	SCUR1_13790.1
OG0002853	SRDH2_75040.1	SCUR1_72380.1, SCUR1_72380.2
OG0002854	SRDH2_32180.1	SCUR1_34740.1
OG0002855	SRDH2_17570.1	SCUR1_17120.1
OG0002856	SRDH2_52670.1, SRDH2_52670.4, SRDH2_52670.2, SRDH2_52670.3, SRDH2_52670.5, SRDH2_52670.6	SCUR1_53390.1
OG0002857	SRDH2_64660.1, SRDH2_64650.1	SCUR1_62990.1
OG0002858	SRDH2_10350.1, SRDH2_10350.2, SRDH2_10350.3	SCUR1_9880.1, SCUR1_9880.2
OG0002859	SRDH2_64300.1	SCUR1_62590.1
OG0002860	SRDH2_79330.1	SCUR1_76800.4, SCUR1_76800.8, SCUR1_76800.5, SCUR1_76800.3, SCUR1_76800.6, SCUR1_76800.7, SCUR1_76800.1, SCUR1_76800.2
OG0002861	SRDH2_90840.2, SRDH2_90840.1, SRDH2_90840.3	SCUR1_86760.1
OG0002862	SRDH2_67590.1	SCUR1_64970.1
OG0002863	SRDH2_17830.1	SCUR1_17340.1
OG0002864	SRDH2_54760.2, SRDH2_54760.1	SCUR1_53850.1, SCUR1_53850.2
OG0002865	SRDH2_11080.1, SRDH2_11070.1	SCUR1_10700.1
OG0002866	SRDH2_33350.1	SCUR1_35880.1, SCUR1_95010.1
OG0002867	SRDH2_3870.1	SCUR1_3740.1
OG0002868	SRDH2_90280.1, SRDH2_90280.2	SCUR1_85830.1, SCUR1_85830.2
OG0002869	SRDH2_2100.1	SCUR1_1900.1, SCUR1_1900.2
OG0002870	SRDH2_48290.1	SCUR1_100460.4, SCUR1_100460.3, SCUR1_100460.1, SCUR1_47620.1, SCUR1_100460.2, SCUR1_100460.5
OG0002871	SRDH2_45410.1	SCUR1_45220.1
OG0002872	SRDH2_50360.1	SCUR1_49610.1, SCUR1_49610.2, SCUR1_49610.4, SCUR1_49610.3
OG0002873	SRDH2_94840.1	SCUR1_98520.1, SCUR1_90540.5, SCUR1_90540.2, SCUR1_90540.1, SCUR1_90540.3, SCUR1_90540.4
OG0002874	SRDH2_39790.3, SRDH2_39790.1, SRDH2_39790.2	SCUR1_39810.1
OG0002875	SRDH2_52100.1	SCUR1_51060.1
OG0002876	SRDH2_74780.1	SCUR1_70180.1
OG0002877	SRDH2_62220.2, SRDH2_62220.3, SRDH2_62220.1, SRDH2_62220.4, SRDH2_62220.5	SCUR1_60490.1, SCUR1_60490.2
OG0002878	SRDH2_65450.1	SCUR1_63710.1
OG0002879	SRDH2_18410.1	SCUR1_17890.1
OG0002880	SRDH2_22160.1	SCUR1_21750.1
OG0002881	SRDH2_60800.1	SCUR1_59080.1
OG0002882	SRDH2_18780.1	SCUR1_18310.1
OG0002882	SRDH2_18790.1, SRDH2_18790.2	SCUR1_18320.1
OG0002883	SRDH2_52210.1	SCUR1_51160.1, SCUR1_51160.2
OG0002884	SRDH2_67410.1	SCUR1_64810.1, SCUR1_64810.2, SCUR1_64810.3
OG0002885	SRDH2_47530.3, SRDH2_47530.1, SRDH2_47530.2	SCUR1_46860.1
OG0002886	SRDH2_76240.1, SRDH2_76240.2	SCUR1_73680.1, SCUR1_73680.5, SCUR1_73680.2, SCUR1_73680.3, SCUR1_73680.4
OG0002889	SRDH2_84370.1	SCUR1_80030.1, SCUR1_80040.1
OG0002890	SRDH2_28090.1, SRDH2_28090.2, SRDH2_28090.3	SCUR1_27710.1
OG0002892	SRDH2_78290.1, SRDH2_78300.1, SRDH2_78300.2	SCUR1_75780.1
OG0002893	SRDH2_8660.1	SCUR1_8330.1
OG0002894	SRDH2_84360.1, SRDH2_84360.2	SCUR1_80050.2, SCUR1_80050.3, SCUR1_80050.4, SCUR1_80050.5, SCUR1_80050.1
OG0002895	SRDH2_97190.1	SCUR1_92580.1
OG0002895	SRDH2_98550.1, SRDH2_98550.2, SRDH2_98550.3	SCUR1_93820.1
OG0002896	SRDH2_25060.1	SCUR1_24630.4, SCUR1_24630.1, SCUR1_24630.5, SCUR1_24630.2, SCUR1_24630.3
OG0002897	SRDH2_25580.1	SCUR1_25200.1
OG0002902	SRDH2_39460.1, SRDH2_39460.2, SRDH2_39460.3	SCUR1_39480.1, SCUR1_39480.2
OG0002903	SRDH2_73880.1	SCUR1_71040.1
OG0002904	SRDH2_22390.1	SCUR1_22280.1
OG0002905	SRDH2_69820.1, SRDH2_69820.2	SCUR1_66060.1, SCUR1_66060.3, SCUR1_66060.5, SCUR1_66060.2, SCUR1_66060.4
OG0002906	SRDH2_29410.1, SRDH2_29410.2	SCUR1_29110.1, SCUR1_29110.2, SCUR1_29110.3, SCUR1_29110.4, SCUR1_29110.5, SCUR1_29110.6
OG0002907	SRDH2_5490.1, SRDH2_5490.2	SCUR1_5460.1, SCUR1_5460.2, SCUR1_5460.3
OG0002908	SRDH2_70560.1	SCUR1_67990.1
OG0002910	SRDH2_19010.10, SRDH2_19010.6, SRDH2_19010.5, SRDH2_19010.8, SRDH2_19010.4, SRDH2_19010.7, SRDH2_19010.3, SRDH2_19010.2, SRDH2_19010.9	SCUR1_18530.3, SCUR1_18530.2
OG0002911	SRDH2_15530.1, SRDH2_15530.2, SRDH2_15530.3, SRDH2_15530.4	SCUR1_15020.1
OG0002912	SRDH2_67130.1	SCUR1_64600.1
OG0002914	SRDH2_16920.1, SRDH2_16920.2, SRDH2_16920.3	SCUR1_16450.2, SCUR1_16450.1, SCUR1_16450.3, SCUR1_16450.4
OG0002915	SRDH2_79360.1	SCUR1_76830.1, SCUR1_76830.2
OG0002916	SRDH2_17890.1	SCUR1_17380.1
OG0002917	SRDH2_23290.1, SRDH2_23290.2	SCUR1_22940.1, SCUR1_22940.2, SCUR1_100810.1
OG0002919	SRDH2_89220.1, SRDH2_88490.1, SRDH2_88480.1	SCUR1_84920.2, SCUR1_84920.3, SCUR1_84920.1
OG0002920	SRDH2_43260.1, SRDH2_43260.3, SRDH2_43260.4, SRDH2_43260.5, SRDH2_43260.2	SCUR1_43120.1
OG0002921	SRDH2_98400.1, SRDH2_98400.2	SCUR1_93720.1, SCUR1_93720.2, SCUR1_93720.3, SCUR1_93720.5, SCUR1_93720.4
OG0002922	SRDH2_78370.1	SCUR1_75860.1
OG0002923	SRDH2_62390.1	SCUR1_60680.1, SCUR1_60690.1, SCUR1_60690.2, SCUR1_60690.4, SCUR1_60690.3
OG0002924	SRDH2_13740.1, SRDH2_13710.1, SRDH2_13710.2	SCUR1_11930.1
OG0002925	SRDH2_14490.2, SRDH2_14490.1, SRDH2_14490.4, SRDH2_14490.5, SRDH2_14490.3	SCUR1_12620.1, SCUR1_12620.2, SCUR1_12620.3
OG0002926	SRDH2_38140.1	SCUR1_32530.1
OG0002927	SRDH2_9930.1	SCUR1_9550.1
OG0002928	SRDH2_76790.1, SRDH2_76790.8, SRDH2_76790.9, SRDH2_76790.5, SRDH2_76790.7, SRDH2_76790.6, SRDH2_76790.2, SRDH2_76790.3, SRDH2_76790.4	SCUR1_74270.1, SCUR1_74270.2
OG0002929	SRDH2_21830.1	SCUR1_22540.1
OG0002930	SRDH2_40750.1	SCUR1_40670.1, SCUR1_40670.2, SCUR1_40670.3
OG0002931	SRDH2_1970.3, SRDH2_1970.4, SRDH2_1970.1, SRDH2_1970.2, SRDH2_1970.5	SCUR1_1790.1
OG0002932	SRDH2_45290.1, SRDH2_45290.2	SCUR1_45100.1
OG0002933	SRDH2_40460.1	SCUR1_40420.1
OG0002934	SRDH2_96550.2, SRDH2_96550.1	SCUR1_91900.1
OG0002935	SRDH2_66310.1, SRDH2_66310.2	SCUR1_65560.1
OG0002936	SRDH2_47470.1, SRDH2_47470.4, SRDH2_47470.3, SRDH2_47470.5, SRDH2_47470.2	SCUR1_46790.1, SCUR1_46790.2, SCUR1_46790.4, SCUR1_46790.3
OG0002937	SRDH2_39030.1, SRDH2_39030.2, SRDH2_39030.3	SCUR1_39040.5, SCUR1_39040.2, SCUR1_39040.1, SCUR1_39040.7, SCUR1_39040.3, SCUR1_39040.4, SCUR1_39040.6
OG0002938	SRDH2_81090.1	SCUR1_78560.1
OG0002939	SRDH2_15100.1	SCUR1_13210.1, SCUR1_13210.2, SCUR1_13210.3
OG0002940	SRDH2_48820.1, SRDH2_48820.2	SCUR1_48120.1, SCUR1_48120.2
OG0002941	SRDH2_56070.1	SCUR1_55040.1, SCUR1_55050.1
OG0002941	SRDH2_56080.1	SCUR1_55060.1
OG0002942	SRDH2_80350.1	SCUR1_77850.1
OG0002942	SRDH2_80340.1	SCUR1_77830.1
OG0002943	SRDH2_80370.1	SCUR1_77870.1
OG0002944	SRDH2_17940.1, SRDH2_17940.2, SRDH2_17940.3, SRDH2_17940.6, SRDH2_17940.4, SRDH2_17940.5	SCUR1_17440.1, SCUR1_17440.2
OG0002945	SRDH2_79700.2, SRDH2_79700.5, SRDH2_79700.1, SRDH2_79700.3, SRDH2_79700.4, SRDH2_79700.6, SRDH2_79700.7	SCUR1_77160.1, SCUR1_77160.2
OG0002946	SRDH2_19160.1, SRDH2_19160.2	SCUR1_18700.1
OG0002947	SRDH2_93220.1	SCUR1_88260.2, SCUR1_88260.1
OG0002948	SRDH2_62150.1	SCUR1_60410.1, SCUR1_60410.2
OG0002949	SRDH2_36040.5, SRDH2_36040.6, SRDH2_36040.4, SRDH2_36040.3, SRDH2_36040.1, SRDH2_36040.2	SCUR1_34250.1, SCUR1_34250.2
OG0002950	SRDH2_72300.1, SRDH2_72300.2, SRDH2_72300.3	SCUR1_69390.1, SCUR1_69390.2, SCUR1_69390.3, SCUR1_69390.4, SCUR1_69390.5, SCUR1_69390.6, SCUR1_69390.7
OG0002951	SRDH2_37140.1, SRDH2_37140.2, SRDH2_37140.3, SRDH2_37140.4, SRDH2_37140.5	SCUR1_38010.1
OG0002952	SRDH2_51440.1, SRDH2_51440.2	SCUR1_50460.1
OG0002953	SRDH2_3370.1	SCUR1_3280.1
OG0002954	SRDH2_61620.1, SRDH2_61620.2	SCUR1_59890.1
OG0002955	SRDH2_75570.1, SRDH2_75570.2, SRDH2_75570.3, SRDH2_75570.4	SCUR1_72970.2, SCUR1_72970.3, SCUR1_72970.1
OG0002956	SRDH2_98130.1	SCUR1_93450.3, SCUR1_93450.2, SCUR1_93450.1
OG0002957	SRDH2_72190.1, SRDH2_72190.3, SRDH2_72190.2	SCUR1_69500.2, SCUR1_69500.3, SCUR1_69500.4, SCUR1_69500.1
OG0002958	SRDH2_69330.1, SRDH2_69330.2	SCUR1_66470.1
OG0002959	SRDH2_90300.1, SRDH2_90300.2, SRDH2_90300.3	SCUR1_85810.2, SCUR1_85810.1, SCUR1_85810.3
OG0002960	SRDH2_49430.1	SCUR1_48740.2, SCUR1_48740.1, SCUR1_48740.3, SCUR1_48740.4
OG0002961	SRDH2_19590.1	SCUR1_19160.1, SCUR1_19160.2
OG0002962	SRDH2_69790.1	SCUR1_66090.1
OG0002963	SRDH2_101280.1, SRDH2_101280.2, SRDH2_13110.1, SRDH2_101840.1	SCUR1_13970.1, SCUR1_13980.1
OG0002964	SRDH2_25530.1	SCUR1_25150.1
OG0002965	SRDH2_95600.1	SCUR1_91090.2, SCUR1_91090.1, SCUR1_91090.4, SCUR1_91090.3, SCUR1_91090.5
OG0002966	SRDH2_44170.2, SRDH2_44170.3, SRDH2_44170.1, SRDH2_44170.4	SCUR1_44060.1
OG0002967	SRDH2_62670.1, SRDH2_62670.3, SRDH2_62670.2	SCUR1_97320.1, SCUR1_97140.1, SCUR1_97140.2, SCUR1_61020.1, SCUR1_61020.2, SCUR1_61020.3
OG0002968	SRDH2_19780.1, SRDH2_19790.1, SRDH2_19790.2, SRDH2_19790.3	SCUR1_19370.1, SCUR1_19370.2
OG0002969	SRDH2_53300.1	SCUR1_52730.1
OG0002970	SRDH2_10250.5, SRDH2_10250.2, SRDH2_10250.4, SRDH2_10250.1, SRDH2_10250.3	SCUR1_9830.1
OG0002971	SRDH2_64550.3, SRDH2_64550.1, SRDH2_64550.2	SCUR1_62870.1
OG0002972	SRDH2_63310.15, SRDH2_63310.16, SRDH2_63310.17	SCUR1_61630.2, SCUR1_61630.1
OG0002973	SRDH2_49260.2, SRDH2_49260.3, SRDH2_49260.1	SCUR1_48580.1
OG0002974	SRDH2_38090.1, SRDH2_38090.2, SRDH2_38090.3	SCUR1_32590.1
OG0002975	SRDH2_32060.2, SRDH2_32060.3, SRDH2_32060.4, SRDH2_32060.1	SCUR1_38460.1, SCUR1_38460.2, SCUR1_38460.3
OG0002976	SRDH2_65110.1, SRDH2_65110.2	SCUR1_63380.2, SCUR1_63380.3, SCUR1_63380.1, SCUR1_63380.4
OG0002977	SRDH2_8190.1, SRDH2_8190.2, SRDH2_8190.3, SRDH2_8190.4	SCUR1_7870.1, SCUR1_7870.2, SCUR1_7870.3
OG0002979	SRDH2_23200.1, SRDH2_23190.5, SRDH2_23190.3, SRDH2_23190.4	SCUR1_21500.1
OG0002980	SRDH2_29730.1	SCUR1_29380.7, SCUR1_29380.6, SCUR1_29380.8, SCUR1_29380.1, SCUR1_29380.3, SCUR1_29380.2, SCUR1_29380.4, SCUR1_29380.5
OG0002981	SRDH2_77050.3, SRDH2_77050.1, SRDH2_77050.2	SCUR1_74510.1
OG0002982	SRDH2_54650.2, SRDH2_54650.3, SRDH2_54650.1	SCUR1_53730.1
OG0002983	SRDH2_25090.1, SRDH2_25090.2	SCUR1_24660.1, SCUR1_24660.3, SCUR1_24660.2
OG0002984	SRDH2_14710.1	SCUR1_12860.1
OG0002985	SRDH2_2200.1	SCUR1_2000.1
OG0002986	SRDH2_10370.4, SRDH2_10370.1, SRDH2_10370.3, SRDH2_10370.2, SRDH2_10370.5	SCUR1_9940.1
OG0002988	SRDH2_96360.1, SRDH2_96360.2	SCUR1_91760.1
OG0002989	SRDH2_50180.1	SCUR1_49450.1, SCUR1_49450.2
OG0002990	SRDH2_83140.1, SRDH2_83140.2, SRDH2_83140.3, SRDH2_83140.4, SRDH2_83140.5	SCUR1_81060.1
OG0002991	SRDH2_36570.3	SCUR1_32080.1
OG0002991	SRDH2_36570.4	SCUR1_32080.3
OG0002991	SRDH2_36570.1	SCUR1_32080.2
OG0002992	SRDH2_77760.4, SRDH2_77760.1, SRDH2_77760.3, SRDH2_77760.2	SCUR1_75340.1
OG0002993	SRDH2_86510.1, SRDH2_86510.2	SCUR1_83040.1
OG0002994	SRDH2_19760.6, SRDH2_19760.2, SRDH2_19760.1, SRDH2_19760.3, SRDH2_19760.4, SRDH2_19760.5	SCUR1_19350.1, SCUR1_19350.2
OG0002995	SRDH2_93750.1	SCUR1_87760.2, SCUR1_87760.1
OG0002996	SRDH2_15440.1	SCUR1_14950.1
OG0002997	SRDH2_38340.1	SCUR1_34540.1, SCUR1_34540.2, SCUR1_34540.3, SCUR1_34540.4, SCUR1_34540.5, SCUR1_34540.6
OG0002998	SRDH2_44830.3, SRDH2_44830.4, SRDH2_44830.2, SRDH2_44830.1	SCUR1_44740.3, SCUR1_44740.5, SCUR1_44740.4, SCUR1_44740.6, SCUR1_44740.1, SCUR1_44740.2
OG0002999	SRDH2_62000.1	SCUR1_60290.1
OG0003000	SRDH2_27420.1	SCUR1_27020.1, SCUR1_27020.3, SCUR1_27020.4, SCUR1_27020.2
OG0003001	SRDH2_27370.1	SCUR1_26970.4, SCUR1_26970.1, SCUR1_26970.2, SCUR1_26970.3
OG0003002	SRDH2_20040.1	SCUR1_19600.1
OG0003003	SRDH2_97080.1	SCUR1_92430.2, SCUR1_92430.3, SCUR1_92430.1
OG0003004	SRDH2_76950.5, SRDH2_76950.1, SRDH2_76950.2, SRDH2_76950.3, SRDH2_76950.4	SCUR1_74420.1, SCUR1_74420.2
OG0003005	SRDH2_54910.2, SRDH2_54910.3, SRDH2_54910.1, SRDH2_54910.4	SCUR1_54030.3, SCUR1_54030.1, SCUR1_54030.2
OG0003006	SRDH2_88090.1	SCUR1_83930.4, SCUR1_83930.3, SCUR1_83930.2, SCUR1_83930.1
OG0003007	SRDH2_62700.2, SRDH2_62700.5, SRDH2_62700.1, SRDH2_62700.3, SRDH2_62700.4	SCUR1_61050.2, SCUR1_61050.1, SCUR1_61050.7, SCUR1_61050.8, SCUR1_61050.3, SCUR1_61050.4, SCUR1_61050.5, SCUR1_61050.6, SCUR1_100760.1
OG0003008	SRDH2_36530.1	SCUR1_32130.1
