Orthogroup	schistosoma_rodhaini	fasciola_gigantica
OG0003341	SRDH2_68530.1, SRDH2_68530.5, SRDH2_68530.2, SRDH2_68530.3, SRDH2_68530.4	FGIG_00605, FGIG_05908, FGIG_05907
OG0003342	SRDH2_12800.1	FGIG_00621
OG0003343	SRDH2_52440.1, SRDH2_52440.3, SRDH2_52440.2	FGIG_00652
OG0003344	SRDH2_23820.1	FGIG_00691
OG0003345	SRDH2_89240.1	FGIG_00706
OG0003346	SRDH2_97450.1	FGIG_00761
OG0003347	SRDH2_44650.1, SRDH2_44650.2, SRDH2_44650.3, SRDH2_44650.4	FGIG_00787, FGIG_11412
OG0003348	SRDH2_54490.1, SRDH2_54490.2, SRDH2_54490.3	FGIG_00824
OG0003349	SRDH2_40400.2, SRDH2_40400.1	FGIG_00956
OG0003350	SRDH2_70690.1	FGIG_01005
OG0003351	SRDH2_75240.1	FGIG_01029
OG0003352	SRDH2_83020.3, SRDH2_83020.5, SRDH2_83020.1, SRDH2_83020.2, SRDH2_83020.6, SRDH2_83020.4	FGIG_01055
OG0003353	SRDH2_27880.1	FGIG_08293, FGIG_01107
OG0003354	SRDH2_27950.1, SRDH2_27950.2, SRDH2_27950.3	FGIG_01213
OG0003355	SRDH2_71000.2, SRDH2_71000.1	FGIG_05751, FGIG_01233
OG0003357	SRDH2_43450.1	FGIG_01285, FGIG_01286
OG0003358	SRDH2_92730.1	FGIG_01317, FGIG_12690
OG0003359	SRDH2_59280.1, SRDH2_59280.2	FGIG_01325
OG0003360	SRDH2_35010.1	FGIG_01347
OG0003361	SRDH2_19930.1	FGIG_01419
OG0003362	SRDH2_77310.1, SRDH2_77310.2	FGIG_01463
OG0003363	SRDH2_30310.1, SRDH2_30340.1, SRDH2_30350.1	FGIG_01536, FGIG_01537
OG0003364	SRDH2_87880.1, SRDH2_87880.2	FGIG_01642
OG0003365	SRDH2_19380.1, SRDH2_19380.2	FGIG_01696
OG0003366	SRDH2_63200.2, SRDH2_63200.1, SRDH2_63200.3, SRDH2_63200.4	FGIG_01727
OG0003367	SRDH2_48440.1, SRDH2_48440.5, SRDH2_48440.3, SRDH2_48440.2, SRDH2_48440.4	FGIG_01780
OG0003368	SRDH2_31720.5, SRDH2_31720.1, SRDH2_31720.2, SRDH2_31720.4, SRDH2_31720.3	FGIG_01783
OG0003369	SRDH2_67460.1	FGIG_01830
OG0003370	SRDH2_26210.1	FGIG_01957
OG0003371	SRDH2_48350.3, SRDH2_48350.4, SRDH2_48350.1, SRDH2_48350.2	FGIG_02019
OG0003372	SRDH2_97550.1, SRDH2_97550.2	FGIG_02026
OG0003373	SRDH2_16000.1	FGIG_02213
OG0003374	SRDH2_98280.1	FGIG_10992, FGIG_02215
OG0003375	SRDH2_71640.1	FGIG_02328
OG0003376	SRDH2_48690.1, SRDH2_48690.2, SRDH2_48690.4, SRDH2_48690.3	FGIG_02356
OG0003377	SRDH2_83820.1, SRDH2_83820.2	FGIG_02440, FGIG_08574, FGIG_02441
OG0003378	SRDH2_85470.1, SRDH2_85470.2	FGIG_05882, FGIG_02455
OG0003379	SRDH2_66160.1, SRDH2_66160.2, SRDH2_66160.3	FGIG_02476
OG0003380	SRDH2_52270.1	FGIG_02530
OG0003381	SRDH2_55980.2, SRDH2_55980.1	FGIG_08975, FGIG_06170, FGIG_02604
OG0003382	SRDH2_72310.1	FGIG_02624
OG0003383	SRDH2_6340.1, SRDH2_6330.1	FGIG_02627
OG0003384	SRDH2_43680.1	FGIG_02644
OG0003385	SRDH2_94180.4, SRDH2_94180.5, SRDH2_94180.3, SRDH2_94180.2, SRDH2_94180.1	FGIG_02658
OG0003386	SRDH2_23000.2, SRDH2_23000.3, SRDH2_23000.1	FGIG_02736
OG0003387	SRDH2_15830.1	FGIG_02791
OG0003388	SRDH2_97180.1	FGIG_02832
OG0003389	SRDH2_47240.1	FGIG_02845
OG0003390	SRDH2_32260.1	FGIG_02967, FGIG_06462, FGIG_11310, FGIG_02968
OG0003391	SRDH2_81160.1, SRDH2_81160.2	FGIG_02989
OG0003392	SRDH2_56700.1	FGIG_03019
OG0003393	SRDH2_34500.1	FGIG_03104
OG0003394	SRDH2_33490.1, SRDH2_33500.1, SRDH2_42710.1	FGIG_03228, FGIG_10570
OG0003395	SRDH2_57460.1	FGIG_03232
OG0003396	SRDH2_44100.1	FGIG_03268
OG0003397	SRDH2_22360.1	FGIG_11253, FGIG_03277
OG0003398	SRDH2_9830.1, SRDH2_9830.2, SRDH2_9830.3, SRDH2_9830.4	FGIG_03315
OG0003399	SRDH2_32940.1	FGIG_03351
OG0003400	SRDH2_72600.1, SRDH2_72600.2	FGIG_03383
OG0003401	SRDH2_34850.1	FGIG_06798
OG0003402	SRDH2_21120.2, SRDH2_21120.1, SRDH2_21120.4, SRDH2_21120.5, SRDH2_21120.3	FGIG_03727
OG0003403	SRDH2_51350.1	FGIG_03770
OG0003404	SRDH2_76900.5, SRDH2_76900.1, SRDH2_76900.4, SRDH2_76900.6, SRDH2_76900.3, SRDH2_76900.2	FGIG_03912
OG0003405	SRDH2_48390.1	FGIG_09971, FGIG_03953
OG0003406	SRDH2_7080.1, SRDH2_7080.3, SRDH2_7080.2, SRDH2_7050.1	FGIG_03955
OG0003407	SRDH2_88200.1, SRDH2_88210.1, SRDH2_88200.2, SRDH2_88200.3, SRDH2_88200.5, SRDH2_88200.6, SRDH2_88200.4, SRDH2_88110.1	FGIG_04038
OG0003408	SRDH2_26030.1, SRDH2_26030.2, SRDH2_26030.3, SRDH2_26030.4, SRDH2_26030.5, SRDH2_26030.6	FGIG_04180
OG0003409	SRDH2_18160.1	FGIG_04283
OG0003410	SRDH2_70660.3, SRDH2_70660.1, SRDH2_70660.2	FGIG_04321
OG0003411	SRDH2_39510.1, SRDH2_39510.2, SRDH2_39510.3	FGIG_04428
OG0003412	SRDH2_5200.1, SRDH2_5210.4, SRDH2_5210.1, SRDH2_5210.2, SRDH2_5210.3	FGIG_04567
OG0003413	SRDH2_2410.1, SRDH2_2410.2, SRDH2_2410.3, SRDH2_2410.4	FGIG_04605
OG0003414	SRDH2_39700.3, SRDH2_39700.1, SRDH2_39700.2	FGIG_04641
OG0003415	SRDH2_81600.1	FGIG_05494, FGIG_04667
OG0003416	SRDH2_70850.2, SRDH2_70850.1	FGIG_04682
OG0003417	SRDH2_57730.1	FGIG_04700
OG0003418	SRDH2_47960.1	FGIG_04781
OG0003419	SRDH2_75740.1	FGIG_04950
OG0003420	SRDH2_38020.1	FGIG_04953
OG0003421	SRDH2_37200.4, SRDH2_37200.5, SRDH2_37200.1, SRDH2_37200.2, SRDH2_37200.3	FGIG_05044
OG0003422	SRDH2_47700.1, SRDH2_47700.2, SRDH2_66180.1	FGIG_05101, FGIG_11462
OG0003423	SRDH2_15060.1	FGIG_05139, FGIG_05140
OG0003424	SRDH2_89550.1	FGIG_05199, FGIG_06598, FGIG_05198
OG0003425	SRDH2_87960.1, SRDH2_87960.2, SRDH2_87960.3, SRDH2_87960.4	FGIG_05221
OG0003426	SRDH2_65580.1	FGIG_05233
OG0003427	SRDH2_44850.1	FGIG_05263
OG0003428	SRDH2_85060.1	FGIG_05322
OG0003429	SRDH2_79860.1, SRDH2_79860.2	FGIG_05378
OG0003430	SRDH2_78980.1	FGIG_05381
OG0003431	SRDH2_20710.1	FGIG_05479
OG0003432	SRDH2_72460.1, SRDH2_72460.4, SRDH2_72460.2, SRDH2_72460.3	FGIG_05497
OG0003433	SRDH2_4860.1	FGIG_05557
OG0003434	SRDH2_61340.1	FGIG_05575, FGIG_05573
OG0003435	SRDH2_37990.1	FGIG_05623
OG0003436	SRDH2_51370.3, SRDH2_51370.2, SRDH2_51370.1	FGIG_05658, FGIG_05657
OG0003437	SRDH2_72900.1	FGIG_05713
OG0003438	SRDH2_31300.1	FGIG_05722
OG0003439	SRDH2_22510.2, SRDH2_22510.3, SRDH2_22510.5, SRDH2_22510.1, SRDH2_22510.4	FGIG_05729
OG0003440	SRDH2_22830.1	FGIG_05741
OG0003441	SRDH2_27330.1	FGIG_08834, FGIG_05805
OG0003442	SRDH2_73170.1, SRDH2_73170.2	FGIG_05841
OG0003443	SRDH2_60510.3, SRDH2_60510.1, SRDH2_60510.2	FGIG_05859
OG0003444	SRDH2_11000.2, SRDH2_11000.1	FGIG_05870
OG0003445	SRDH2_45200.1	FGIG_05949
OG0003446	SRDH2_32620.1, SRDH2_32620.2	FGIG_05978
OG0003447	SRDH2_5520.5, SRDH2_5520.6, SRDH2_5520.1, SRDH2_5520.3, SRDH2_5520.4, SRDH2_5520.2	FGIG_06010
OG0003448	SRDH2_71260.2, SRDH2_71260.1, SRDH2_71260.3	FGIG_06070
OG0003449	SRDH2_71250.1, SRDH2_71250.2	FGIG_06071
OG0003450	SRDH2_66400.4, SRDH2_66400.2, SRDH2_66400.1, SRDH2_66400.3	FGIG_06121
OG0003451	SRDH2_87540.1, SRDH2_87540.2	FGIG_06150
OG0003452	SRDH2_8850.1, SRDH2_8850.2, SRDH2_8850.3	FGIG_06174
OG0003453	SRDH2_43660.1	FGIG_06213
OG0003454	SRDH2_36130.3, SRDH2_36130.2, SRDH2_36130.1	FGIG_07233, FGIG_06256
OG0003455	SRDH2_63310.20, SRDH2_63310.21, SRDH2_63370.1	FGIG_06283
OG0003456	SRDH2_8400.1	FGIG_06307
OG0003457	SRDH2_31870.1	FGIG_06344
OG0003458	SRDH2_39330.2, SRDH2_39330.1, SRDH2_39330.3, SRDH2_39330.4	FGIG_06349
OG0003459	SRDH2_75660.1	FGIG_12029, FGIG_06414
OG0003460	SRDH2_44670.3, SRDH2_44670.5, SRDH2_44670.1, SRDH2_44670.2, SRDH2_44670.4	FGIG_06432
OG0003461	SRDH2_86800.2, SRDH2_86800.4, SRDH2_86800.3, SRDH2_86800.5, SRDH2_86800.6, SRDH2_86800.7, SRDH2_86800.1	FGIG_06491
OG0003462	SRDH2_39770.1, SRDH2_39770.2	FGIG_06516
OG0003463	SRDH2_88040.1	FGIG_06582
OG0003464	SRDH2_83700.1, SRDH2_83700.2, SRDH2_83550.3, SRDH2_83550.4, SRDH2_83550.1, SRDH2_83550.2	FGIG_06669, FGIG_10395
OG0003465	SRDH2_64500.1, SRDH2_64500.2, SRDH2_64500.4, SRDH2_64500.3	FGIG_06693
OG0003466	SRDH2_10300.1, SRDH2_10310.1	FGIG_06768
OG0003467	SRDH2_79080.1	FGIG_06773
OG0003468	SRDH2_70630.2, SRDH2_70630.1	FGIG_06775
OG0003469	SRDH2_51560.2, SRDH2_51560.1, SRDH2_51560.3	FGIG_06789, FGIG_12033
OG0003470	SRDH2_53820.4, SRDH2_53820.1, SRDH2_53820.2, SRDH2_53820.3	FGIG_06855, FGIG_07604
OG0003471	SRDH2_46770.1, SRDH2_46770.2	FGIG_06877
OG0003472	SRDH2_9240.1, SRDH2_9240.2	FGIG_06945
OG0003473	SRDH2_79820.1	FGIG_07054, FGIG_07055, FGIG_07056
OG0003474	SRDH2_58180.2, SRDH2_58180.1, SRDH2_58180.3, SRDH2_58180.4	FGIG_07164
OG0003475	SRDH2_24870.1	FGIG_08007, FGIG_07166
OG0003476	SRDH2_43090.1, SRDH2_43090.2	FGIG_07337, FGIG_07336, FGIG_07338
OG0003477	SRDH2_93500.1	FGIG_07412
OG0003478	SRDH2_6730.1	FGIG_07434
OG0003479	SRDH2_28370.1	FGIG_07482
OG0003480	SRDH2_68420.1, SRDH2_68420.2	FGIG_12064, FGIG_07490
OG0003481	SRDH2_63190.4, SRDH2_63190.1, SRDH2_63190.2, SRDH2_63190.3	FGIG_07505
OG0003482	SRDH2_89800.1	FGIG_07511
OG0003483	SRDH2_30770.1	FGIG_07526
OG0003484	SRDH2_4360.1, SRDH2_4360.2	FGIG_12673, FGIG_07557
OG0003485	SRDH2_85760.4, SRDH2_85760.1, SRDH2_85760.2, SRDH2_85760.3	FGIG_07575
OG0003486	SRDH2_41660.1	FGIG_07576
OG0003487	SRDH2_52590.5, SRDH2_52590.1, SRDH2_52590.4, SRDH2_52590.2, SRDH2_52590.3	FGIG_07648
OG0003488	SRDH2_11980.1, SRDH2_11960.1	FGIG_07953
OG0003489	SRDH2_78690.2, SRDH2_78690.1	FGIG_08029, FGIG_08030
OG0003490	SRDH2_9130.3, SRDH2_9130.1, SRDH2_9130.2	FGIG_08068
OG0003491	SRDH2_35960.1, SRDH2_35960.2, SRDH2_35960.3	FGIG_08112, FGIG_12117
OG0003492	SRDH2_62560.1	FGIG_08145
OG0003493	SRDH2_94730.1, SRDH2_94420.1, SRDH2_94480.1	FGIG_08216
OG0003494	SRDH2_96390.1	FGIG_08362
OG0003495	SRDH2_4200.1	FGIG_10021, FGIG_10022, FGIG_08396
OG0003496	SRDH2_30750.2, SRDH2_30750.1	FGIG_08431
OG0003497	SRDH2_56500.2, SRDH2_56500.1	FGIG_08580
OG0003498	SRDH2_72200.1	FGIG_08643
OG0003499	SRDH2_63700.1, SRDH2_63700.2, SRDH2_63700.4, SRDH2_63700.3	FGIG_08680, FGIG_09723
OG0003500	SRDH2_64930.1	FGIG_09031
OG0003501	SRDH2_79350.1	FGIG_09062
OG0003502	SRDH2_89880.3, SRDH2_89880.1, SRDH2_89880.2	FGIG_09063
OG0003503	SRDH2_5820.1	FGIG_09082
OG0003504	SRDH2_39110.1	FGIG_09166
OG0003505	SRDH2_52170.1	FGIG_09275
OG0003506	SRDH2_1100.1	FGIG_09306
OG0003507	SRDH2_4210.1, SRDH2_4210.2, SRDH2_4210.3, SRDH2_4210.4	FGIG_09412
OG0003508	SRDH2_67120.1, SRDH2_67120.2	FGIG_09438
OG0003509	SRDH2_44220.1, SRDH2_44220.2	FGIG_09546, FGIG_09545
OG0003510	SRDH2_1080.2, SRDH2_1080.3, SRDH2_1080.1, SRDH2_1080.4	FGIG_09594
OG0003511	SRDH2_67020.1, SRDH2_67020.2, SRDH2_67020.4, SRDH2_67020.6, SRDH2_67020.8, SRDH2_67020.9, SRDH2_67020.7, SRDH2_67020.3, SRDH2_67020.5	FGIG_09712
OG0003512	SRDH2_84960.1	FGIG_09721
OG0003513	SRDH2_77540.2, SRDH2_77540.4, SRDH2_77540.6, SRDH2_77540.8, SRDH2_77540.1, SRDH2_77540.5, SRDH2_77540.7, SRDH2_77540.9, SRDH2_77540.3	FGIG_09801
OG0003514	SRDH2_29290.1	FGIG_09807
OG0003515	SRDH2_97230.1	FGIG_09892
OG0003516	SRDH2_51960.4, SRDH2_51960.1, SRDH2_51960.3, SRDH2_51960.2	FGIG_09916
OG0003517	SRDH2_98880.1	FGIG_10167
OG0003518	SRDH2_89540.1	FGIG_10174
OG0003519	SRDH2_37280.5, SRDH2_37280.2, SRDH2_37280.6, SRDH2_37280.1, SRDH2_37280.4, SRDH2_37280.7, SRDH2_37280.8, SRDH2_37280.9, SRDH2_37280.3	FGIG_10419
OG0003520	SRDH2_59250.1, SRDH2_59250.2, SRDH2_59250.3	FGIG_10467
OG0003521	SRDH2_11790.1	FGIG_12051, FGIG_10478
OG0003522	SRDH2_82240.1	FGIG_10541
OG0003523	SRDH2_55720.1	FGIG_10550
OG0003524	SRDH2_63630.1	FGIG_10704
OG0003525	SRDH2_3440.5, SRDH2_3440.1, SRDH2_3440.3, SRDH2_3440.4, SRDH2_3440.2	FGIG_11007, FGIG_10781
OG0003526	SRDH2_30490.1	FGIG_10791
OG0003527	SRDH2_81610.1, SRDH2_81610.4, SRDH2_81610.2, SRDH2_81610.3	FGIG_10811
OG0003528	SRDH2_650.1	FGIG_10880
OG0003529	SRDH2_42500.1	FGIG_10912
OG0003530	SRDH2_69850.1	FGIG_10914
OG0003531	SRDH2_10980.1	FGIG_10989
OG0003532	SRDH2_8470.1, SRDH2_8470.2	FGIG_11060
OG0003533	SRDH2_49110.2, SRDH2_49110.1, SRDH2_49110.5, SRDH2_49110.3, SRDH2_49110.6, SRDH2_49110.4	FGIG_11092
OG0003534	SRDH2_89990.1, SRDH2_89990.2	FGIG_11538, FGIG_11202, FGIG_12694
OG0003535	SRDH2_99600.1	FGIG_11666
OG0003536	SRDH2_62610.1	FGIG_11774
OG0003537	SRDH2_60900.4, SRDH2_60900.1, SRDH2_60900.3, SRDH2_60900.2	FGIG_11863
OG0003539	SRDH2_79000.1	FGIG_11917
OG0003540	SRDH2_4380.1, SRDH2_102500.1, SRDH2_102500.3, SRDH2_102500.2	FGIG_12074
OG0003541	SRDH2_89080.1, SRDH2_89110.1, SRDH2_89070.1, SRDH2_89070.2	FGIG_12159
OG0003542	SRDH2_65690.1	FGIG_12196
OG0003543	SRDH2_50370.1	FGIG_12417
OG0003544	SRDH2_49330.1	FGIG_12447
OG0003545	SRDH2_19970.1	FGIG_12639
OG0003577	SRDH2_44730.1, SRDH2_44730.2, SRDH2_44730.3, SRDH2_44730.4	FGIG_05691, FGIG_05690, FGIG_00043
OG0003578	SRDH2_97940.1	FGIG_00080
OG0003579	SRDH2_34220.1	FGIG_00148
OG0003580	SRDH2_16360.1	FGIG_00273
OG0003581	SRDH2_41540.1, SRDH2_41530.1	FGIG_00360
OG0003582	SRDH2_58570.1, SRDH2_58570.2, SRDH2_58570.3, SRDH2_58570.4	FGIG_00366
OG0003583	SRDH2_3000.1	FGIG_00376
OG0003584	SRDH2_63220.1	FGIG_00469
OG0003585	SRDH2_86500.1	FGIG_00518
OG0003586	SRDH2_45400.1, SRDH2_45400.2, SRDH2_45400.3	FGIG_00534
OG0003587	SRDH2_11340.1	FGIG_00586
OG0003588	SRDH2_16650.1, SRDH2_16660.1	FGIG_00743
OG0003589	SRDH2_74520.1, SRDH2_74520.2, SRDH2_74520.3, SRDH2_74520.4, SRDH2_74520.5	FGIG_00813
OG0003590	SRDH2_6380.7, SRDH2_6380.8, SRDH2_6380.1, SRDH2_6380.6, SRDH2_6380.4, SRDH2_6380.3, SRDH2_6380.5, SRDH2_6380.2	FGIG_12402, FGIG_00895
OG0003591	SRDH2_60830.2, SRDH2_60830.3, SRDH2_60830.4, SRDH2_60830.1	FGIG_00905
OG0003592	SRDH2_75380.1	FGIG_00927
OG0003593	SRDH2_35330.1, SRDH2_35330.2, SRDH2_35330.3, SRDH2_35330.4, SRDH2_35330.5, SRDH2_35330.7, SRDH2_35330.6	FGIG_00974
OG0003594	SRDH2_16040.5, SRDH2_16040.1, SRDH2_16040.4, SRDH2_16040.3, SRDH2_16040.2	FGIG_00996
OG0003595	SRDH2_88350.1	FGIG_01053
OG0003596	SRDH2_53250.1	FGIG_01069
OG0003597	SRDH2_72530.2, SRDH2_72530.4, SRDH2_72530.1, SRDH2_72530.3	FGIG_01078
OG0003598	SRDH2_33840.2, SRDH2_33840.1, SRDH2_33840.3	FGIG_01092
OG0003599	SRDH2_15240.1	FGIG_01106
OG0003600	SRDH2_5270.2, SRDH2_5270.3, SRDH2_5270.4, SRDH2_5270.1	FGIG_01135
OG0003601	SRDH2_27980.1, SRDH2_27980.2, SRDH2_27980.3, SRDH2_27980.4, SRDH2_27980.5, SRDH2_27980.6	FGIG_01211
OG0003602	SRDH2_67050.1, SRDH2_67050.2	FGIG_01316
OG0003603	SRDH2_74620.2, SRDH2_74620.3, SRDH2_74620.4, SRDH2_74620.1	FGIG_01389
OG0003604	SRDH2_980.1	FGIG_01421
OG0003605	SRDH2_16970.1, SRDH2_16970.3	FGIG_01482
OG0003606	SRDH2_38230.1	FGIG_01532
OG0003607	SRDH2_15630.2, SRDH2_15630.3, SRDH2_15630.1	FGIG_01612
OG0003608	SRDH2_33770.1	FGIG_01683
OG0003609	SRDH2_24940.2, SRDH2_24940.3, SRDH2_24940.1	FGIG_01810
OG0003610	SRDH2_91280.3, SRDH2_91280.1, SRDH2_91280.2, SRDH2_91280.4	FGIG_01872
OG0003611	SRDH2_55020.1	FGIG_01911
OG0003612	SRDH2_60920.2, SRDH2_60920.4, SRDH2_60920.5, SRDH2_60920.3, SRDH2_60920.1	FGIG_01920, FGIG_01921, FGIG_01922
OG0003613	SRDH2_70140.1, SRDH2_70140.2, SRDH2_70140.3	FGIG_01939
OG0003614	SRDH2_60760.1, SRDH2_60760.4, SRDH2_60760.2, SRDH2_60760.3, SRDH2_60760.5, SRDH2_60760.6	FGIG_01971, FGIG_01972
OG0003615	SRDH2_39060.1, SRDH2_39060.2	FGIG_01976
OG0003616	SRDH2_18010.1	FGIG_02007, FGIG_02006
OG0003617	SRDH2_62170.1	FGIG_02047
OG0003618	SRDH2_24780.1, SRDH2_24780.2	FGIG_02055
OG0003619	SRDH2_10730.1, SRDH2_10730.2, SRDH2_10730.3	FGIG_02061
OG0003620	SRDH2_49710.1	FGIG_08873
OG0003621	SRDH2_55030.1, SRDH2_55030.2, SRDH2_55030.3, SRDH2_55030.4, SRDH2_55030.5	FGIG_02103
OG0003622	SRDH2_71920.5, SRDH2_71920.4, SRDH2_71920.1, SRDH2_71920.2, SRDH2_71920.3	FGIG_02151, FGIG_02150, FGIG_07012
OG0003623	SRDH2_50710.1, SRDH2_50710.2, SRDH2_50710.4, SRDH2_50710.3	FGIG_02257
OG0003624	SRDH2_13810.1	FGIG_02258
OG0003625	SRDH2_89160.1	FGIG_12606, FGIG_02275
OG0003626	SRDH2_88410.1	FGIG_02277
OG0003627	SRDH2_87720.2, SRDH2_87720.3, SRDH2_87720.1	FGIG_02279, FGIG_02278
OG0003628	SRDH2_35560.1	FGIG_02331
OG0003629	SRDH2_7490.1, SRDH2_7490.2	FGIG_02383
OG0003630	SRDH2_33390.1	FGIG_02400
OG0003631	SRDH2_80570.1	FGIG_02436
OG0003632	SRDH2_68070.1, SRDH2_68070.2, SRDH2_68070.5, SRDH2_68070.3, SRDH2_68070.4	FGIG_02505
OG0003633	SRDH2_52810.2, SRDH2_52810.1, SRDH2_52810.3, SRDH2_52810.4, SRDH2_52810.5, SRDH2_52810.6	FGIG_02585
OG0003634	SRDH2_79940.1	FGIG_02606, FGIG_02607
OG0003635	SRDH2_78410.1, SRDH2_78410.2, SRDH2_78410.3, SRDH2_78410.4	FGIG_02628
OG0003636	SRDH2_75690.1	FGIG_11211, FGIG_02695
OG0003637	SRDH2_68670.1, SRDH2_68670.2	FGIG_02762
OG0003638	SRDH2_54890.1	FGIG_02770, FGIG_02771
OG0003639	SRDH2_54900.1	FGIG_02772
OG0003640	SRDH2_4840.1	FGIG_02786
OG0003641	SRDH2_77490.1, SRDH2_77490.2, SRDH2_77490.3, SRDH2_77490.4	FGIG_02865
OG0003642	SRDH2_58020.1	FGIG_02922
OG0003643	SRDH2_73290.1, SRDH2_73290.2, SRDH2_73290.3, SRDH2_73290.4, SRDH2_73290.5, SRDH2_73290.6, SRDH2_73290.7	FGIG_02927
OG0003645	SRDH2_47880.3, SRDH2_47880.2, SRDH2_47880.1	FGIG_03143
OG0003646	SRDH2_54430.1	FGIG_03166
OG0003647	SRDH2_15910.1	FGIG_03168
OG0003648	SRDH2_10320.3, SRDH2_10320.4, SRDH2_10320.1, SRDH2_10320.2, SRDH2_10320.7, SRDH2_10320.5, SRDH2_10320.6	FGIG_03188
OG0003649	SRDH2_38660.1, SRDH2_38660.2, SRDH2_38660.3	FGIG_03219
OG0003650	SRDH2_15970.3, SRDH2_15970.1, SRDH2_15970.2	FGIG_03263
OG0003651	SRDH2_51540.1	FGIG_03287
OG0003652	SRDH2_55050.1	FGIG_03323, FGIG_10472
OG0003653	SRDH2_39960.1, SRDH2_39950.1	FGIG_03385
OG0003654	SRDH2_69600.1, SRDH2_69600.2, SRDH2_69600.3, SRDH2_69600.4	FGIG_03411
OG0003655	SRDH2_30530.2, SRDH2_30530.1, SRDH2_30530.3	FGIG_03536
OG0003656	SRDH2_74940.1, SRDH2_74940.2, SRDH2_74940.3	FGIG_03555
OG0003657	SRDH2_3620.1	FGIG_03629
OG0003658	SRDH2_73270.1, SRDH2_73270.2, SRDH2_73270.3, SRDH2_73270.4, SRDH2_73270.5	FGIG_03659
OG0003659	SRDH2_80450.1, SRDH2_80450.2	FGIG_03808, FGIG_03705, FGIG_10990
OG0003660	SRDH2_73630.1	FGIG_03712
OG0003661	SRDH2_54020.4, SRDH2_54020.1, SRDH2_54020.2, SRDH2_54020.3	FGIG_03773
OG0003662	SRDH2_44180.2, SRDH2_44180.1, SRDH2_44180.3	FGIG_03809
OG0003663	SRDH2_72360.1, SRDH2_72360.2, SRDH2_72360.3	FGIG_03827
OG0003664	SRDH2_56520.1, SRDH2_56530.1	FGIG_04081
OG0003665	SRDH2_73180.1, SRDH2_73180.2, SRDH2_73180.3	FGIG_04110
OG0003666	SRDH2_59210.1	FGIG_04175
OG0003667	SRDH2_17010.1	FGIG_04235
OG0003668	SRDH2_54810.1	FGIG_04251
OG0003669	SRDH2_56020.1, SRDH2_56020.2, SRDH2_56020.3	FGIG_05183, FGIG_04279
OG0003670	SRDH2_63980.1, SRDH2_63980.2, SRDH2_63980.3, SRDH2_63980.4	FGIG_04318
OG0003671	SRDH2_77470.1	FGIG_04333
OG0003672	SRDH2_97340.1	FGIG_04413
OG0003673	SRDH2_90770.1	FGIG_04449
OG0003674	SRDH2_36030.1, SRDH2_36030.2	FGIG_04589, FGIG_04590
OG0003675	SRDH2_65640.4, SRDH2_65640.1, SRDH2_65640.2, SRDH2_65640.3	FGIG_04600
OG0003676	SRDH2_97410.1, SRDH2_97420.1	FGIG_04653, FGIG_04652
OG0003677	SRDH2_81550.1	FGIG_04666
OG0003678	SRDH2_31580.1, SRDH2_31580.2	FGIG_04715, FGIG_04716, FGIG_04714
OG0003679	SRDH2_45260.1, SRDH2_45260.2	FGIG_04803
OG0003680	SRDH2_37610.1, SRDH2_37610.2, SRDH2_37610.3	FGIG_04884
OG0003681	SRDH2_90240.2, SRDH2_90240.1	FGIG_04982
OG0003682	SRDH2_77340.1	FGIG_04999
OG0003683	SRDH2_9570.1	FGIG_05008
OG0003684	SRDH2_30140.1	FGIG_05125
OG0003686	SRDH2_93870.2, SRDH2_93870.3, SRDH2_93870.1	FGIG_05189, FGIG_05190, FGIG_05191
OG0003687	SRDH2_90040.2, SRDH2_90040.1	FGIG_05219
OG0003688	SRDH2_84390.1	FGIG_05228
OG0003689	SRDH2_64100.1	FGIG_05234
OG0003690	SRDH2_56100.1, SRDH2_56100.2, SRDH2_56100.3, SRDH2_56100.4	FGIG_09787, FGIG_05256
OG0003691	SRDH2_99390.1, SRDH2_99390.4, SRDH2_99390.5, SRDH2_99390.3, SRDH2_99390.2, SRDH2_99390.7, SRDH2_99390.6	FGIG_05257
OG0003692	SRDH2_32100.5, SRDH2_32100.1, SRDH2_32100.6, SRDH2_32100.8, SRDH2_32100.9, SRDH2_32100.2, SRDH2_32100.4, SRDH2_32100.7, SRDH2_32100.3	FGIG_05307
OG0003693	SRDH2_52880.3, SRDH2_52880.4, SRDH2_52880.5, SRDH2_52880.1, SRDH2_52880.2	FGIG_05359
OG0003694	SRDH2_24300.1	FGIG_05400
OG0003695	SRDH2_67110.1	FGIG_05402
OG0003696	SRDH2_71480.4, SRDH2_71480.1, SRDH2_71480.3, SRDH2_71480.2	FGIG_05430
OG0003697	SRDH2_1560.1	FGIG_05465
OG0003698	SRDH2_34810.1, SRDH2_34810.2	FGIG_05470, FGIG_05471
OG0003699	SRDH2_36180.1	FGIG_05504, FGIG_12553
OG0003700	SRDH2_47080.1	FGIG_05526
OG0003701	SRDH2_83300.1	FGIG_05891
OG0003702	SRDH2_22800.1	FGIG_05910
OG0003703	SRDH2_14070.1	FGIG_05933
OG0003704	SRDH2_35400.3, SRDH2_35400.4, SRDH2_35400.5, SRDH2_35400.6, SRDH2_35400.1, SRDH2_35400.2	FGIG_13994, FGIG_05964
OG0003705	SRDH2_38360.1	FGIG_06163
OG0003706	SRDH2_94070.1, SRDH2_94070.2, SRDH2_94070.3	FGIG_06271, FGIG_06272
